Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51)
7.625040585792323e-07,0.8583487058378981,1.1744747369427816e-05,3.473404491315216e-06,1.3423969679536208e-06,1.1439097482825814e-05,0.0,0.0,5.698246259504404e-06,6.331521517776218e-09,1.0386366874233647e-06,1.4984692143601612e-07,5.543289565759129e-07,1.41977212331754e-16,6.7036303034801e-12,7.476600878533507e-08,4.318275112865631e-07,1.6255013158414153e-05,2.313089193858952e-10,6.613510494514871e-11,6.704226358368856e-14,2.1176233778062826e-14,8.011010141204017e-09,6.560311740570967e-12,1.2642004499033627e-11,3.3430704473222465e-13,3.2821175559369066e-17,8.581489886340362e-13,4.0103606082355225e-14,3.4820855179147663e-15,7.142719639695953e-10,2.883577707502292e-16,1.452557282299339e-16,4.847471333732144e-15,3.76,0.0,0.5779090989277733,0.9978578616137341,5.725676910610703e-06,1.0347543597253484e-07,0.13238227228918586,0.1329336225371391,0.0021140903617286795,7.922879175292285e-11,1.5544840260679e-05,1.811589747585958e-05,0.0002510698983125063,3.137604820253434e-10,6.618323277625683e-09,3.208612002932102e-07,1.3555201028053287e-07,4.446558431565707e-09,5.838411731623272e-09,2.8855283922764305e-05,3.032017037217284e-07,6.755687266397879e-07,1.7848644228233194e-06,1.5804520539179126e-05,1.0627330026770032e-06,1.302176934441667e-07,3.070697275365542e-07,3.33722865743743e-08,9.638830805900896e-07,2.6714019297251564e-07,1.1245069795619462e-10,3.863607818379191e-15,1.747671026512527e-10,6.174850496827827e-12,5.629829726160803e-08,5.648133068930386e-11,7.307507400621338e-16,5.7701531301764564e-11,6.4026037197495605e-09,1.663200952476288e-11,3.8086109507466385e-11,1.11260104745163e-14,8.743056041069778e-09,3.5022396678188113e-10,1.3910813566863564e-10,1.0692737995272162e-14,5.165009897732564e-11,8.597268286489511e-11,1.0582862921770138e-10,1.2445514559398582e-10,6.8907127589077e-09,4.497791759852272e-15,1.0990110421201083e-10,1.7272436173420262e-08,1.497871161669506e-10,1.5599851866834843e-10
7.776243919461648e-07,0.858712467308908,1.2147767215613245e-05,3.612542085084173e-06,1.3945279888938034e-06,1.2051217632038054e-05,0.0,0.0,5.841264951047028e-06,6.579913467706106e-09,1.1291883440596614e-06,1.553690039228925e-07,5.941657473882683e-07,1.5477710104117558e-16,7.0603525290628544e-12,7.609631384456535e-08,4.498334146402784e-07,1.6909516210720173e-05,2.538611438989288e-10,7.02624436182204e-11,7.032954606546886e-14,2.1850559786617896e-14,8.04736996337034e-09,7.079393581899681e-12,1.3175217150435538e-11,3.811654664691639e-13,3.665862657388892e-17,9.201577764028098e-13,4.4270631671193185e-14,3.7830931021534135e-15,7.563337206828687e-10,3.2191013636801405e-16,1.6281297387156604e-16,5.527192548239819e-15,3.76,0.0,0.5755440224775876,0.997856742060281,6.068770320035241e-06,1.09724500035568e-07,0.1347340768498581,0.13530699284897116,0.0021140878739651196,8.060267032536957e-11,1.6144578554089138e-05,1.8707439286528427e-05,0.00026083124871445804,3.2389168032572014e-10,6.8890827342747395e-09,3.313814080742213e-07,1.4004839537706406e-07,4.834764800905139e-09,5.9519983992519024e-09,2.996671884728005e-05,3.115165051448133e-07,6.982079999389757e-07,1.913296654652396e-06,1.6643998679557444e-05,1.133276929903501e-06,1.3917715087189682e-07,3.2930564077211134e-07,3.5101710690998373e-08,1.0436303604311341e-06,2.7039613623541317e-07,1.2058254929528397e-10,4.1424905806140295e-15,1.8838180810852337e-10,6.6468663089515295e-12,6.122155245429166e-08,5.801247824490671e-11,7.834272105645716e-16,6.18342632370587e-11,7.0465037319241895e-09,1.7374129934015854e-11,4.1229098680406446e-11,1.2044357875943167e-14,9.169942382503287e-09,3.6881084702457044e-10,1.5736035393239192e-10,1.125644603554662e-14,5.3324565432341284e-11,9.21863761958797e-11,1.1150112159070044e-10,1.3090027564385693e-10,7.455080742156162e-09,4.86437859696947e-15,1.2138626740252455e-10,1.796545561594499e-08,1.6645658809134246e-10,1.6739115269040224e-10
7.927447253130972e-07,0.8590747798450243,1.2556564609638075e-05,3.75353903841697e-06,1.4475370489484461e-06,1.2683020437622798e-05,0.0,0.0,5.987330061883756e-06,6.834229076804269e-09,1.2258458672891773e-06,1.6108447430654328e-07,6.357963654047437e-07,1.6859027989827833e-16,7.434831118960518e-12,7.748792417818998e-08,4.6828984689029345e-07,1.757761312996503e-05,2.7807212491523824e-10,7.45508204373087e-11,7.381559711932133e-14,2.257153969713466e-14,8.086315260518145e-09,7.62700538123062e-12,1.372205779264385e-11,4.334200421597424e-13,4.0880865532021596e-17,9.85926109670749e-13,4.878648032419329e-14,4.104581658937428e-15,7.998872227077325e-10,3.5853087760889216e-16,1.8204572605919368e-16,6.284875069435922e-15,3.76,0.0,0.573188584199781,0.9978555949338127,6.424692821756328e-06,1.1622660842039936e-07,0.1370759872834135,0.13767086510414578,0.002114085328400776,8.196959899670257e-11,1.675489229234285e-05,1.9305738530808556e-05,0.0002707672523896192,3.341324527659459e-10,7.164966761396921e-09,3.4202258209321416e-07,1.445915732557337e-07,5.248616981129388e-09,6.065496213549878e-09,3.109751461035261e-05,3.199667393914875e-07,7.21116825837903e-07,2.0487762845459675e-06,1.7510945646083842e-05,1.206873341397682e-06,1.4853991719241004e-07,3.525860513603912e-07,3.688413339898656e-08,1.127960301260752e-06,2.73592124750709e-07,1.2909382693987088e-10,4.434359747122518e-15,2.028210464853711e-10,7.146842090856812e-12,6.645517933111182e-08,5.95679276638969e-11,8.385530277258691e-16,6.615301813449703e-11,7.738682103942853e-09,1.8137882387860285e-11,4.455152585463521e-11,1.3015167421246293e-14,9.609617350282296e-09,3.8795084270068474e-10,1.775417733103524e-10,1.1836633697640448e-14,5.501726415285393e-11,9.870750711480925e-11,1.1736103837154607e-10,1.3753023018742127e-10,8.051427358905246e-09,5.2515497466013095e-15,1.3378221510936888e-10,1.867313073110161e-08,1.846495313632563e-10,1.7935289096734012e-10
8.078650586800297e-07,0.8594356494615322,1.2971114519612318e-05,3.896351759432453e-06,1.5014197082766004e-06,1.3334735058377684e-05,0.0,0.0,6.136580529993087e-06,7.094636289700915e-09,1.3288738994265088e-06,1.6700199184368843e-07,6.792493680479202e-07,1.8348873221850337e-16,7.827896296703303e-12,7.894118882632143e-08,4.872044133678015e-07,1.8259359218059946e-05,3.0402477738500177e-10,7.900267883250244e-11,7.751692066819872e-14,2.3341399774375913e-14,8.127862570356637e-09,8.204033051878175e-12,1.428277681098482e-11,4.915607185205149e-13,4.552102369594324e-17,1.0556691795210015e-12,5.3674236610314616e-14,4.44764917502853e-15,8.44950090313645e-10,3.9842797466660674e-16,2.030730476483152e-16,7.12754673064149e-15,3.76,0.0,0.5708427445039187,0.9978544198464363,6.793640064699452e-06,1.2298778632060796e-07,0.13940804325934353,0.14002527809914742,0.0021140827242108087,8.332961648417523e-11,1.737574534089661e-05,1.9910654315325016e-05,0.0002808772814640004,3.4448026085585313e-10,7.445956986200435e-09,3.527822111846578e-07,1.4918094024058762e-07,5.6892550651956254e-09,6.1789054238382615e-09,3.224758710424246e-05,3.285545073045214e-07,7.442896928366425e-07,2.1915534372179804e-06,1.840567642516927e-05,1.2835816202523012e-06,1.5831425452635124e-07,3.769320340557562e-07,3.872004348174469e-08,1.217016888372743e-06,2.767293299455811e-07,1.3799193262551564e-10,4.739467974544585e-15,2.181186284709847e-10,7.675890502536274e-12,7.201112868048954e-08,6.11480605315191e-11,8.961757519000465e-16,7.066081618046444e-11,8.481502478871843e-09,1.892364755231142e-11,4.8058916929814806e-11,1.4040058831564526e-14,1.0062209557596009e-08,4.0764550230112454e-10,1.9980708189070474e-10,1.2433330927150065e-14,5.6727774642485356e-11,1.0554415041667717e-10,1.234105616242969e-10,1.443453211524152e-10,8.680728797457931e-09,5.659918809608755e-15,1.4713800752695579e-10,1.9395472964095456e-08,2.0447391801408525e-10,1.9189900336119178e-10
8.229853920469622e-07,0.8597950821490941,1.3391391558783314e-05,4.040938682160148e-06,1.5561716383954706e-06,1.400658837960705e-05,0.0,0.0,6.289156831846349e-06,7.361312173638509e-09,1.4385410033854782e-06,1.7313031843059481e-07,7.245525892936133e-07,1.9954854262437672e-16,8.240392775670037e-12,8.045638425190645e-08,5.065848534821612e-07,1.8954810267667278e-05,3.318041792857118e-10,8.362042677067325e-11,8.14510498049811e-14,2.4162413008118927e-14,8.172025369020784e-09,8.81136828156329e-12,1.4857630409857256e-11,5.561101726174606e-13,5.0614614492161596e-17,1.1296136158467557e-12,5.895819661547187e-14,4.81344208904764e-15,8.915396334265184e-10,4.418190121312387e-16,2.26019766910473e-16,8.062704986909377e-15,3.76,0.0,0.5685064639668715,0.9978532164063507,7.1758061438353514e-06,1.3001415417880394e-07,0.1417302842799921,0.1423702704701787,0.002114080060561984,8.468276123285024e-11,1.800710203984166e-05,2.0522046821625676e-05,0.00029116070967409043,3.5493258971445254e-10,7.732035082435199e-09,3.6365780308006207e-07,1.5381594723040935e-07,6.157843011132247e-09,6.292226281370158e-09,3.341685275863982e-05,3.3728186521606027e-07,7.677211288337018e-07,2.3418812289892875e-06,1.932849945313227e-05,1.3634605943976235e-06,1.685083496770571e-07,4.023643791086123e-07,4.060991753766251e-08,1.3109444131806781e-06,2.7980893624092615e-07,1.4728415332584844e-10,5.058064002423722e-15,2.3430890087463276e-10,8.235140905081451e-12,7.790150455298738e-08,6.2753250214096e-11,9.563422060925665e-16,7.536060437055449e-11,9.277378289780464e-09,1.9731816093080984e-11,5.17568025565965e-11,1.5120653662435963e-14,1.0527844719292681e-08,4.27896112416931e-10,2.2431934516674543e-10,1.3046559733741912e-14,5.845568027518188e-11,1.127043789281573e-10,1.2965182832412274e-10,1.5134577359094283e-10,9.343961955203002e-09,6.090099010689281e-15,1.6150403074976012e-10,2.0132493177941002e-08,2.2604299873812747e-10,2.050447905739765e-10
8.381057254138947e-07,0.8601530838738473,1.3817369983287498e-05,4.187260249279785e-06,1.611788622336329e-06,1.4698805014048339e-05,0.0,0.0,6.445200916665686e-06,7.634443020430853e-09,1.5551195581476276e-06,1.7947831306588462e-07,7.717331725340838e-07,2.1685002620283865e-16,8.673179248345564e-12,8.203372151521958e-08,5.264390337157294e-07,1.9664022535670253e-05,3.614975694877895e-10,8.840643707552198e-11,8.563658980075201e-14,2.5036903316011067e-14,8.21881436864827e-09,9.449908408264267e-12,1.5446880488920763e-11,6.276252070800168e-13,5.619966080347785e-17,1.2079978849529791e-12,6.466392033025886e-14,5.2031570189416166e-15,9.396728610790946e-10,4.889314586181251e-16,2.5101664894382583e-16,9.098338311456919e-15,3.76,0.0,0.566179703332034,0.9978519842179593,7.571383636084234e-06,1.373119292909035e-07,0.14404274968134057,0.14470588069384724,0.0021140773366131265,8.602907141816975e-11,1.8648927199822683e-05,2.1139777350810775e-05,0.00030161691237030224,3.6548694875448557e-10,8.023182770501848e-09,3.74646885226115e-07,1.5849609966718012e-07,6.655568332608898e-09,6.405459039274261e-09,3.460522853522005e-05,3.4615082506872634e-07,7.914057030717079e-07,2.500015706558615e-06,2.0279716665922045e-05,1.4465685365878058e-06,1.7913031387624043e-07,4.28903596690129e-07,4.255422001088483e-08,1.4098874386000161e-06,2.8283214190299883e-07,1.5697766319903704e-10,5.390392719946525e-15,2.514267323736043e-10,8.825738922397028e-12,8.413856153977203e-08,6.43838618996839e-11,1.0190984885845848e-15,8.025525944281984e-11,1.0128771987260586e-08,2.056278899011927e-11,5.565071680312394e-11,1.625857493961148e-14,1.1006645654162495e-08,4.4870370434426945e-10,2.5125022882380607e-10,1.3676334409105576e-14,6.020056841232391e-11,1.2019626218934594e-10,1.360869306910611e-10,1.58531727981627e-10,1.0042104213268038e-08,6.542703060063469e-15,1.7693198889195608e-10,2.088420170391163e-08,2.4947543035338253e-10,2.1880558143862037e-10
8.532260587808272e-07,0.8605096605775032,1.4249023695341952e-05,4.335278887022952e-06,1.6682665547452208e-06,1.5411607302937152e-05,0.0,0.0,6.60485614350719e-06,7.91422444642844e-09,1.6788856593541683e-06,1.860549267489418e-07,8.208176034966037e-07,2.354778576353516e-16,9.127127916389162e-12,8.367335291717272e-08,5.467749407717618e-07,2.0387052719989056e-05,3.931943451256793e-10,9.336304774548424e-11,9.009326227964755e-14,2.596724920106749e-14,8.268237793139733e-09,1.0120556311302343e-11,1.6050794526319535e-11,7.066981685684053e-13,6.231682586086216e-17,1.291072693877699e-12,7.08182858294871e-14,5.618042519007576e-15,9.89366490764321e-10,5.400029525956847e-16,2.782005705845325e-16,1.0242948207466106e-14,3.76,0.0,0.5638624235085476,0.9978507228819743,7.9805636360805e-06,1.4488742730763411e-07,0.14634547863377942,0.14703214708784848,0.0021140745515153335,8.736858494837622e-11,1.9301186098229665e-05,2.1763708364489836e-05,0.0003122452665203018,3.761408723014987e-10,8.31938181755729e-09,3.857470055354763e-07,1.6322095750106478e-07,7.183641778958941e-09,6.518603952498251e-09,3.58126319222198e-05,3.551633545890041e-07,8.153380279218871e-07,2.6662157895376613e-06,2.125962355096036e-05,1.5329631652448167e-06,1.9018818266460178e-07,4.565699216360483e-07,4.455340323528248e-08,1.5139907686723845e-06,2.8580015989733016e-07,1.6707952564888593e-10,5.736695236642656e-15,2.695074997919058e-10,9.448846020567737e-12,9.073470222548956e-08,6.604025264781397e-11,1.0844899863479868e-15,8.534759083224659e-11,1.1038194281631068e-08,2.141697782059148e-11,5.974619599564566e-11,1.7455446846622413e-14,1.1498732291395204e-08,4.700690606965853e-10,2.8078022029167224e-10,1.432266174427297e-14,6.196203050865759e-11,1.2802786544000712e-10,1.4271791653892061e-10,1.659032425314666e-10,1.0776133241977162e-08,7.018343036070361e-15,1.934748959199081e-10,2.165060839145488e-08,2.748954022330485e-10,2.3319673038058765e-10
8.683463921477597e-07,0.8608648181774493,1.4686326251202503e-05,4.484958973153635e-06,1.7256014419091574e-06,1.6145215317451442e-05,0.0,0.0,6.768267221157381e-06,8.200861490757179e-09,1.8101190249706373e-06,1.9286919778792085e-07,8.718317429814994e-07,2.5552120035436375e-16,9.603124060065436e-12,8.537537814551024e-08,5.676006748815061e-07,2.1123957939508493e-05,4.2698605851384664e-10,9.849256226948298e-11,9.484195051117622e-14,2.6955886916755117e-14,8.320301633500659e-09,1.082422031733313e-11,1.666964546915287e-11,7.93958388991769e-13,6.900954774270475e-17,1.3791014017624588e-12,7.744954527101789e-14,6.059400866039137e-15,1.0406369576728359e-09,5.952815928852199e-16,3.0771469879760215e-16,1.1505571847435338e-14,3.76,0.0,0.5615545855705304,0.9978494319955222,8.403535791779544e-06,1.527470636360119e-07,0.14863851014286816,0.14934910781164623,0.0021140717044119597,8.870133946641842e-11,1.996384447564759e-05,2.2393703522356034e-05,0.00032304515071222134,3.8689192015223113e-10,8.620614037616767e-09,3.9695573307559934e-07,1.679901351512915e-07,7.743297005419352e-09,6.631661277752003e-09,3.7038980929039005e-05,3.6432137751358576e-07,8.395127605208607e-07,2.8407432165673145e-06,2.226850920092944e-05,1.6227016460936096e-06,2.0168991589760652e-07,4.853833184470139e-07,4.6607907488681176e-08,1.6233994221355174e-06,2.8871421874450516e-07,1.7759669547684108e-10,6.09720895627231e-15,2.88587074918905e-10,1.0105639104648171e-11,9.770247480807819e-08,6.77227714502088e-11,1.152561388937666e-15,9.064034362206334e-11,1.2008203401212732e-08,2.2294805011586354e-11,6.404877772008501e-11,1.871289445963247e-14,1.2004221681300604e-08,4.919927220126875e-10,3.130988490969602e-10,1.4985541246351333e-14,6.373966220789492e-11,1.362072489125513e-10,1.495467896380925e-10,1.7346029547453952e-10,1.154702683492402e-08,7.517630285409606e-15,2.1118706724919854e-10,2.2431722657734037e-08,3.02432761694671e-10,2.482336150426482e-10
8.834667255146921e-07,0.8612185625668468,1.5129250873259026e-05,4.636266798896462e-06,1.7837894016946557e-06,1.689984686074215e-05,0.0,0.0,6.935580150813627e-06,8.494568712094533e-09,1.949102905945263e-06,1.9993024749241568e-07,9.24800859210932e-07,2.770738357830369e-16,1.0102065645537186e-11,8.71398499554354e-08,5.889244432756608e-07,2.1874795716887283e-05,4.6296641364511084e-10,1.0379724994052598e-10,9.990474577565789e-14,2.800531318978875e-14,8.375009884057677e-09,1.1561814120906784e-11,1.7303711631363045e-11,8.900736489784405e-13,7.63241774926762e-17,1.4723604385838597e-12,8.458738274088005e-14,6.5285898741690935e-15,1.093500423798198e-09,6.550262347883756e-16,3.3970867251305475e-16,1.2895805351989159e-14,3.76,0.0,0.5592561507563073,0.9978481111522403,8.840488339884947e-06,1.6089735474359024e-07,0.15092188305008322,0.15165680086714953,0.0021140687944390443,9.002737235244201e-11,2.063686853254841e-05,2.3029627716636827e-05,0.0003340159451577572,3.9773767807909375e-10,8.926861291652427e-09,4.082706587003692e-07,1.728033014623749e-07,8.335790234336499e-09,6.744631273450842e-09,3.8284194080872706e-05,3.736267738675018e-07,8.639246042717124e-07,3.0238624948282454e-06,2.330665636934592e-05,1.7158405945251215e-06,2.1364339786704848e-07,5.15363486488904e-07,4.8718161068721e-08,1.7382586096470966e-06,2.915755633774098e-07,1.8853602110341701e-10,6.472167652802621e-15,3.087018118718546e-10,1.0797310133245705e-11,1.0505457087776009e-07,6.943175929969568e-11,1.2233567028080981e-15,9.613620144872925e-11,1.3041404367746571e-08,2.3196704063980067e-11,6.856399997122562e-11,2.003254352741012e-14,1.2523228009430187e-08,5.144749933507784e-10,3.484049060566252e-10,1.5664965354114345e-14,6.55330634291663e-11,1.44742467433807e-10,1.565755100911308e-10,1.812027873650239e-10,1.235576276950938e-08,8.041175341385332e-15,2.3012411115384241e-10,2.322755353691734e-08,3.322231383372602e-10,2.639316340656557e-10
8.985870588816246e-07,0.8615708996147314,1.5577770465704735e-05,4.789170525633951e-06,1.8428266633901923e-06,1.7675717470728058e-05,0.0,0.0,7.106942171503933e-06,8.795570284243295e-09,2.09612400175776e-06,2.0724727622671734e-07,9.797496596050991e-07,3.0023429271749676e-16,1.0624862968400945e-11,8.896677941414208e-08,6.107545538245717e-07,2.2639623964023934e-05,5.012312623069248e-10,1.0927934616715286e-10,1.0530499476269752e-13,2.9118087547830076e-14,8.432364760753717e-09,1.2334256719254462e-11,1.7953276599184353e-11,9.957516631029929e-13,8.431012087103006e-17,1.571139731538785e-12,9.226297397115494e-14,7.027024738005391e-15,1.1479727868956221e-09,7.195067923538341e-16,3.743387878622412e-16,1.442382771973262e-14,3.76,0.0,0.5569670804676505,0.997846759942372,9.291608141072788e-06,1.693449193683285e-07,0.15319563603355466,0.1539552640993864,0.002114065820725582,9.134672072630998e-11,2.132022492621015e-05,2.367134710365416e-05,0.0003451570316951532,4.086757582841866e-10,9.238105487688615e-09,4.196893956289012e-07,1.776601796551999e-07,8.962399908069777e-09,6.857514199658967e-09,3.95481904133776e-05,3.830813802915031e-07,8.885683102200466e-07,3.215840852757527e-06,2.4374341527772135e-05,1.81243607862665e-06,2.26056437529412e-07,5.465298653422499e-07,5.0884580385228745e-08,1.8587137143769884e-06,2.943854559995844e-07,1.9990424683950918e-10,6.861801548075136e-15,3.2988853500255436e-10,1.1525065750745258e-11,1.1280382334726799e-07,7.116754926676639e-11,1.296919266042819e-15,1.0183778936864879e-10,1.4140448289743933e-08,2.412311974816598e-11,7.329740043905968e-11,2.1416020292505426e-14,1.3055862614349804e-08,5.37515950859506e-10,3.869066613590923e-10,1.6360919651988203e-14,6.734183844487982e-11,1.5364157033749185e-10,1.6380599472003803e-10,1.8913054336227795e-10,1.3203318691842432e-08,8.589587859143223e-15,2.503429200314989e-10,2.4038109729302152e-08,3.644080673195184e-10,2.803062050186135e-10
9.137073922485571e-07,0.8619218351661146,1.603185763326733e-05,4.943640137144546e-06,1.9027095674482019e-06,1.8473040423804282e-05,0.0,0.0,7.28250170818813e-06,9.104100090758232e-09,2.2514723807339343e-06,2.1482955980056886e-07,1.0367023218271728e-06,3.251059769149112e-16,1.117243833175409e-11,9.085614073673305e-08,6.330994088506946e-07,2.341850096996122e-05,5.418785998494353e-10,1.1494105278274744e-10,1.1106734796647846e-13,3.0296834296811165e-14,8.492366902643666e-09,1.3142472360954786e-11,1.8618629144277113e-11,1.1117415863792688e-12,9.301998375793599e-17,1.6757431393560322e-12,1.0050904795662021e-13,7.556179903665043e-15,1.2040696892822517e-09,7.890045451419406e-16,4.117681867592235e-16,1.6100425419395358e-14,3.76,0.0,0.5546873362690198,0.9978453779528589,9.757080714988868e-06,1.7809647963696465e-07,0.15545980760879288,0.15624453519717416,0.002114062782393411,9.265942144925235e-11,2.201388076784772e-05,2.4318729132702664e-05,0.0003564677937920705,4.1970379980525023e-10,9.554328580893782e-09,4.3120957997537317e-07,1.825605472725442e-07,9.624426334307175e-09,6.970310318032978e-09,4.083088946737692e-05,3.926869904170666e-07,9.134386783145904e-07,3.416948195782843e-06,2.5471834924526588e-05,1.9125436228224156e-06,2.389367688324599e-07,5.789016402552759e-07,5.3107570060597415e-08,1.9849102756902975e-06,2.971451769443444e-07,2.1170801519033122e-10,7.266337390766836e-15,3.52184527345161e-10,1.2290126936464954e-11,1.2096320452526416e-07,7.293046658570723e-11,1.3732917631896437e-15,1.077476766785307e-10,1.530803167429625e-08,2.5074508272646367e-11,7.82545159210948e-11,2.2864951349157506e-14,1.3602234009484182e-08,5.611154483180858e-10,4.288220815836912e-10,1.7073383082606194e-14,6.916559595040765e-11,1.6291260168914454e-10,1.7124011746427348e-10,1.9724331550598006e-10,1.4090672023966028e-08,9.163476564119814e-15,2.7190166156473074e-10,2.4863399650326033e-08,3.9913511157475705e-10,2.973727624716895e-10
9.288277256154896e-07,0.8622713750420824,1.6491484702521994e-05,5.099647388102292e-06,1.963434565125911e-06,1.9292026739587586e-05,0.0,0.0,7.462408322470566e-06,9.420401818875097e-09,2.415441404982921e-06,2.2268644617536924e-07,1.0956825239621042e-06,3.5179730095342716e-16,1.1745725757051924e-11,9.280787573907726e-08,6.559674991160038e-07,2.4211485391018522e-05,5.85008560637409e-10,1.2078453835273917e-10,1.172178090452809e-13,3.1544244190164795e-14,8.555015557633273e-09,1.3987390508132505e-11,1.9300063144644164e-11,1.2388355415346407e-12,1.0250972123123836e-16,1.7864888947875494e-12,1.0935995049567186e-13,8.11759096730188e-15,1.2618065264695705e-09,8.638124496846446e-16,4.52167048762821e-16,1.79370176551509e-14,3.76,0.0,0.5524168798868091,0.9978439647674264,1.0237090274994052e-05,1.8715886209479984e-07,0.15771443612940514,0.1585246516937872,0.002114059678557579,9.396551112620708e-11,2.2717803619940944e-05,2.4971642572431477e-05,0.0003679476165483448,4.3081946887860193e-10,9.875512573669162e-09,4.428288712333016e-07,1.8750423611868416e-07,1.0323191324488094e-08,7.083019891765711e-09,4.2132211283608375e-05,4.024453552873715e-07,9.38530558560773e-07,3.627457064887335e-06,2.6599400644765953e-05,2.0162182120702506e-06,2.522920511319073e-07,6.124977476604058e-07,5.538752304641632e-08,2.116993975652996e-06,2.998560255343589e-07,2.2395386917686876e-10,7.68599853569824e-15,3.7562751959810617e-10,1.309372867079307e-11,1.2954582432489165e-07,7.472082874885347e-11,1.4525162401547436e-15,1.1386837964436438e-10,1.6546895757632923e-08,2.6051337427082487e-11,8.344088184811771e-11,2.4380963536589362e-14,1.4162447908230535e-08,5.852731236384401e-10,4.74379045712243e-10,1.7802328157638445e-14,7.100394912650742e-11,1.7256360082515553e-10,1.788797097885777e-10,2.0554078497957094e-10,1.501879989143787e-08,9.763449213987411e-15,2.9485976981466213e-10,2.5703431479475573e-08,4.3655798296017215e-10,3.151467562062227e-10
9.439480589824221e-07,0.8626195250398974,1.6956623745358005e-05,5.257165749507953e-06,2.02499821802729e-06,2.0132885186797254e-05,0.0,0.0,7.646812665844508e-06,9.744729052984813e-09,2.5883276597984687e-06,2.308273524647065e-07,1.1567134737168206e-06,3.804218144300543e-16,1.2345670726020685e-11,9.482189793143644e-08,6.793673979863089e-07,2.501863624295041e-05,6.307234132164003e-10,1.2681193847972497e-10,1.2378378511603818e-13,3.286307582936948e-14,8.620308753433783e-09,1.4869945811841708e-11,1.9997877513397675e-11,1.3778701665875855e-12,1.128387903446162e-16,1.9037100555137887e-12,1.1885170968058073e-13,8.712856600717526e-15,1.3211984556208683e-09,9.442354566656912e-16,4.957127861464967e-16,1.9945682315615294e-14,3.76,0.0,0.5501556732085977,0.9978425199666662,1.073181976263319e-05,1.9653899864981234e-07,0.15995955978780318,0.16079565096762077,0.0021140565083267145,9.526502610855038e-11,2.3431961493745143e-05,2.5629957534895437e-05,0.0003795958866986335,4.420204592623612e-10,1.0201639515734024e-08,4.545449527173162e-07,1.9249113219278494e-07,1.1060037826009978e-08,7.195643185530514e-09,4.345207639751833e-05,4.123581838217082e-07,9.6383885207476e-07,3.84764259782111e-06,2.7757296671820765e-05,2.1235142965634877e-06,2.66129869690474e-07,6.473368807190639e-07,5.772482075753581e-08,2.2551106281024307e-06,3.025193209413963e-07,2.366482546614896e-10,8.121005023185898e-15,4.002556796304007e-10,1.3937119618071777e-11,1.3856492859945086e-07,7.653894560721884e-11,1.5346341192554256e-15,1.2020236415030738e-10,1.7859825854502338e-08,2.7054086701168082e-11,8.886203191333248e-11,2.596568386401208e-14,1.4736607252039364e-08,6.09988405323133e-10,5.238155601888425e-10,1.8547721166374145e-14,7.28565156950073e-11,1.8260260320741782e-10,1.8672656109977435e-10,2.1402256436046177e-10,1.5988679069379488e-08,1.039011257412974e-14,3.1927793627983004e-10,2.6558213209075833e-08,4.768366623399035e-10,3.336436495561149e-10
