Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43)
8.311717565655189e-10,0.813037181873039,3.1239173918266813e-12,2.3887349100361877e-13,2.3809689547154566e-15,3.916556407807404e-15,0.0,0.0,4.3233527320218514e-09,5.027902984752261e-15,1.8746148382910622e-17,5.499160290246972e-22,6.098445653137995e-18,6.391328250510253e-34,4.244180839924381e-24,7.71342387941359e-19,5.948495301721447e-15,1.0095971395994498e-11,1.689032178673805e-38,6.373235085043521e-23,2.4964639963532087e-37,5.7007638344633265e-39,3.1694713829359794e-17,1.0597752153411436e-32,5.335634418616712e-21,6.9230819435764145e-37,2.1235230772525834e-39,4.40370077640531e-33,7.238229526434448e-33,4.323531935512763e-33,8.877128649383711e-21,3.446832943185373e-36,9.290955451718677e-38,9.023440764506782e-37,3.76,0.0,0.6676947752693182,0.9983932736674221,9.926572577959513e-18,2.797107995845322e-26,0.00010522328687181419,0.00010522356446899481,0.0016067219989132683,2.617750721421379e-14,1.0095976694725473e-11,4.3256885399534185e-09,1.2197380748687285e-10,1.829792700818544e-14,1.6888022533915993e-17,6.33288319894749e-12,9.052702937841456e-14,7.303031857383758e-18,6.8071402063572e-13,1.4615573156489263e-11,8.134570237152506e-12,2.597678624011853e-12,6.000521987646739e-15
8.525404564886246e-10,0.8130375870492289,3.2240537881766757e-12,2.4801094820455926e-13,2.513453771757093e-15,4.135949263691495e-15,0.0,0.0,4.434425609491331e-09,5.289613174552085e-15,2.0312465950855884e-17,6.0844572364477015e-22,6.6075015445484026e-18,7.248119398031869e-34,4.693333061567724e-24,8.319848575424059e-19,6.4149168951553696e-15,1.0662087668427164e-11,1.9753257248169353e-38,7.053889419353971e-23,2.9615536647750654e-37,6.807210043405573e-39,3.332513690284938e-17,1.2259519413693433e-32,5.879493865101802e-21,8.295004580661673e-37,2.5477213735514398e-39,5.145848396957855e-33,8.635661510652074e-33,5.157639215636147e-33,9.616603593809912e-21,4.1277768466033883e-36,1.1136332314048884e-37,1.0815924782041897e-36,3.76,0.0,0.6676920701735474,0.9983812202559529,1.07364446654767e-17,3.173851450703631e-26,0.00010792826291411271,0.00010792855500123783,0.0016187752987338732,2.744140562937048e-14,1.0662093360962888e-11,4.436819382232461e-09,1.283259629126153e-10,1.9180306565421893e-14,1.8222083211820362e-17,6.6562822166455296e-12,9.578718201717696e-14,7.693540946232288e-18,7.126634347692942e-13,1.538007138773544e-11,8.550643469160368e-12,2.733200356259498e-12,6.470317557604138e-15
8.739091564117303e-10,0.8130379922238025,3.3255478791627304e-12,2.573075177957838e-13,2.6500872784988112e-15,4.3623466371241486e-15,0.0,0.0,4.545496408319673e-09,5.557957212590686e-15,2.1965469410897e-17,6.715155480718658e-22,7.144680878182252e-18,8.194107912620375e-34,5.177052528160503e-24,8.95705259484215e-19,6.904882290383783e-15,1.124420428152521e-11,2.3011972687958503e-38,7.787636070921032e-23,3.4991590193068e-37,8.092638123998724e-39,3.499542453267948e-17,1.4133187249209886e-32,6.463417969696293e-21,9.893969280956777e-37,3.04287801964399e-39,5.9897635211017726e-33,1.0257666991043994e-32,6.125661138028263e-33,1.0396762152825563e-20,4.920986231222229e-36,1.3288129999122174e-37,1.2906100214500489e-36,3.76,0.0,0.6676893650887263,0.9983697905010375,1.1590848447232845e-17,3.5900424007159267e-26,0.00011063322778983251,0.00011063353473574425,0.0016302049419866028,2.871862530468686e-14,1.1244210386229892e-11,4.547948346166689e-09,1.348393430981254e-10,2.008014503277508e-14,1.9624494252858358e-17,6.987413717280394e-12,1.0120269051532124e-13,8.094739753642296e-18,7.451853026017815e-13,1.616420141766601e-11,8.97671216025255e-12,2.872179839544389e-12,6.963796402294339e-15
9.166465562579416e-10,0.8130388025680971,3.5327127437743553e-12,2.7637785034802504e-13,2.9360100737356833e-15,4.836542388697687e-15,0.0,0.0,4.76763203775052e-09,6.114545456655461e-15,2.5541206579387305e-17,8.121907358995346e-22,8.306532938534127e-18,1.0380970958129757e-33,6.255065454654476e-24,1.032676711725934e-18,7.957675476075813e-15,1.2456417827127343e-11,3.0891941243878014e-38,9.425226573847246e-23,4.82972037235254e-37,1.1296678259860732e-38,3.84552998490406e-17,1.8602640572739256e-32,7.758974566480773e-21,1.3898250531015715e-36,4.285817981975589e-39,8.027394275495011e-33,1.4295099612926076e-32,8.534726064097204e-33,1.2083590692546854e-20,6.90580554730429e-36,1.8680883513771783e-37,1.814462408857616e-36,3.76,0.0,0.6676839549519326,0.9983486745675295,1.3438793942199377e-17,4.5529352184112626e-26,0.00011604312404184824,0.00011604346181172253,0.0016513206521263926,3.1309040726673293e-14,1.2456424812805529e-11,4.770200992951414e-09,1.4834977557168762e-10,2.1931379893425077e-14,2.264115040096634e-17,7.67278432065709e-12,1.1249943001878812e-13,8.929361522724697e-18,8.119093294408668e-13,1.7791392017326047e-11,9.858728078739511e-12,3.1605154305365005e-12,8.024046174525438e-15
9.551102161195317e-10,0.8130395318724319,3.724063685106019e-12,2.940847924386786e-13,3.208062281525908e-15,5.28825979795629e-15,0.0,0.0,4.9675476397567495e-09,6.6381592149236516e-15,2.908008789081166e-17,9.566637736636898e-22,9.456210907615136e-18,1.2725271701593197e-33,7.361042750509238e-24,1.1672209650680941e-18,8.991292531227809e-15,1.3602066565046007e-11,3.980494930909068e-38,1.1108295355835172e-22,6.377631807427065e-37,1.5053510588489037e-38,4.170478908134946e-17,2.357949546740325e-32,9.081146269904932e-21,1.861899637431826e-36,5.755394459482161e-39,1.03279017903568e-32,1.9021270150907266e-32,1.1354032172990817e-32,1.3752049724191843e-20,9.243456595308694e-36,2.5044447348177114e-37,2.4326492523986252e-36,3.76,0.0,0.6676790858662648,0.9983314964762441,1.5268284223343405e-17,5.586150108220101e-26,0.00012091199247975808,0.0001209123592522833,0.0016684985423316694,3.3676339206398165e-14,1.360207441027686e-11,4.970222811373743e-09,1.610605480170517e-10,2.365516643728243e-14,2.5606904242675965e-17,8.315838194377998e-12,1.231967797960106e-13,9.717468799633726e-18,8.738269628953857e-13,1.9323091309262602e-11,1.0686456984160392e-11,3.4318513905645076e-12,9.064879405881237e-15
9.93573875981122e-10,0.813040261171527,3.920214438098548e-12,3.1230620159618725e-13,3.4943954347678337e-15,5.764224698869075e-15,0.0,0.0,5.167457461243714e-09,7.183261386736912e-15,3.2937413095585043e-17,1.119546895463914e-21,1.0709138004434732e-17,1.5473457682163358e-33,8.606761549535173e-24,1.3128882875161305e-18,1.0109826139443803e-14,1.4799436454214384e-11,5.077723303381604e-38,1.300718806287958e-22,8.333694104622526e-37,1.9832504767540976e-38,4.5082301368164975e-17,2.9622940148172193e-32,1.0563344599379103e-20,2.4653325316135413e-36,7.639063688505497e-39,1.3154982210140103e-32,2.502408085234577e-32,1.4934027004613715e-32,1.5569626027646892e-20,1.2228814886241447e-35,3.3186018218337272e-37,3.223596606131241e-36,3.76,0.0,0.667674216816072,0.9983158850267835,1.7264074044523742e-17,6.798450844858619e-26,0.0001257808247392034,0.00012578122170885887,0.0016841097906655424,3.6072497356154476e-14,1.4799445224501635e-11,5.170239831814243e-09,1.7429368022104657e-10,2.543239962782619e-14,2.882046350326646e-17,8.983597883849775e-12,1.343956215472468e-13,1.0540813762558885e-17,9.374591179851231e-13,2.0918530529807304e-11,1.154615378799658e-11,3.714403452407193e-12,1.0191124853390513e-14
9.999999999999999e-10,0.8130409904653829,3.9534637865195395e-12,3.154005619609794e-13,3.5436486154679438e-15,5.8461511725599e-15,0.0,0.0,5.2008558550470625e-09,7.276426408297316e-15,3.361389293658941e-17,1.148658705743795e-21,1.0928850034976762e-17,1.597541410558698e-33,8.829286034599871e-24,1.338339553291893e-18,1.030520443299178e-14,1.5004518738046315e-11,5.283629915259247e-38,1.3346712149828027e-22,8.706167589371548e-37,2.0745661477112315e-38,4.56590335989129e-17,3.074877326090192e-32,1.0827419458745163e-20,2.580936547873173e-36,8.000491544884694e-39,1.3684991052921518e-32,2.6170097791340405e-32,1.5617402482869265e-32,1.588828109563822e-20,1.2800445113783607e-35,3.474655299544002e-37,3.3752053089123065e-36,3.76,0.0,0.6676734033472685,0.9983134192961185,1.7614326400030847e-17,7.01998799598727e-26,0.00012659425706404562,0.00012659465919517075,0.001686575487723858,3.64753122413392e-14,1.5004527669427627e-11,5.203656239866724e-09,1.7655546499980256e-10,2.573445297533187e-14,2.938220661374927e-17,9.097560010692472e-12,1.3631543434979993e-13,1.0681821318060724e-17,9.48253762181008e-13,2.1191298002548307e-11,1.16928889924622e-11,3.762703236782124e-12,1.0387841040289432e-14
1.0320375358427121e-09,0.8130409904653829,4.121313955636412e-12,3.3104139186964304e-13,3.7953413723416875e-15,6.265052870802307e-15,0.0,0.0,5.367361802733732e-09,7.749850066508862e-15,3.7127250606365806e-17,1.3023300979184052e-21,1.2069850975197942e-17,1.8675188910664255e-33,1.0003362870271235e-23,1.470107550373325e-18,1.1316485851725977e-14,1.6048459191664706e-11,6.41757025601395e-38,1.5139587611079315e-22,1.0784249586316876e-36,2.5855049619684286e-38,4.8587412419073214e-17,3.6910202798252834e-32,1.2217618303245584e-20,3.22925022263332e-36,1.0030250235772394e-38,1.6601203768312115e-32,3.257749097067557e-32,1.9437688159305198e-32,1.7542775802254635e-20,1.6004676276021086e-35,4.350218802997469e-37,4.22585082319722e-36,3.76,0.0,0.6676693478013541,0.9983016973308653,1.943476703371462e-17,8.21204523671587e-26,0.00013064962082067443,0.00013065004918170472,0.001698297285410201,3.8492995181680856e-14,1.6048468954768356e-11,5.370252478619182e-09,1.8804916901020836e-10,2.726195423094184e-14,3.229169362795879e-17,9.675934460654021e-12,1.4609495225932817e-13,1.1399622791667608e-17,1.0027559552387981e-12,2.257775688435926e-11,1.2437663336404063e-11,4.008176398039936e-12,1.1406008441529126e-14
1.0705011957043023e-09,0.8130417197539993,4.327510435714435e-12,3.5028957208046847e-13,4.111241299159298e-15,6.791378412307729e-15,0.0,0.0,5.567260937431745e-09,8.337923379624986e-15,4.1663650692581243e-17,1.5065596530345719e-21,1.354287864170298e-17,2.238395881086623e-33,1.1562390603298776e-23,1.6393062009712862e-18,1.2614465638746353e-14,1.7349057648205665e-11,8.041473901061703e-38,1.752386961704396e-22,1.3829767126585453e-36,3.3379182929904264e-38,5.2219699321000326e-17,4.564032679062473e-32,1.405640542692893e-20,4.1877169099964794e-36,1.303862149409857e-38,2.0770865751159798e-32,4.2000242836834886e-32,2.505456957186886e-32,1.967793538737089e-20,2.073783015077306e-35,5.645737040518801e-37,5.4845530699258176e-36,3.76,0.0,0.6676644788221102,0.9982888035382577,2.1789167095616524e-17,9.85088134627896e-26,0.00013551838072466913,0.00013551884167107642,0.0017111908767973006,4.093374716712554e-14,1.7349068474145713e-11,5.57026114813261e-09,2.0232701121116525e-10,2.9142728921047295e-14,3.603045130006654e-17,1.039271973317533e-11,1.5829365501693164e-13,1.2294122402524911e-17,1.069669083917207e-12,2.4300816189585314e-11,1.3360831224523278e-11,4.313174958596106e-12,1.2712740485022642e-14
1.1089648555658925e-09,0.8130424490373768,4.538951324981955e-12,3.700498749123086e-13,4.4424457261311526e-15,7.343853645363766e-15,0.0,0.0,5.767155113723265e-09,8.947479479628764e-15,4.6560643361319363e-17,1.733837922233385e-21,1.5132741211784347e-17,2.665722510027707e-33,1.3295788909686048e-23,1.820910266996919e-18,1.4006943966066449e-14,1.8701148031519563e-11,9.99601873710993e-38,2.0179101992628103e-22,1.7586523526177276e-36,4.270391503370124e-38,5.597874053642647e-17,5.603603623592358e-32,1.6092529057273328e-20,5.380330100462651e-36,1.6792125955920567e-38,2.578095028565667e-32,5.366104541402115e-32,3.200386483533337e-32,2.1981520293724758e-20,2.662190532317693e-35,7.259208822409912e-37,7.05224579621017e-36,3.76,0.0,0.6676596098783398,0.9982770856444376,2.4336283967608133e-17,1.1740709591177577e-25,0.00014038710445169099,0.00014038759917722946,0.0017229085693496145,4.3391078946508857e-14,1.8701159992580204e-11,5.770266211203243e-09,2.1712720365063646e-10,3.107364574874414e-14,4.004658444872515e-17,1.1133826239000181e-11,1.7099052805729184e-13,1.322453924265832e-17,1.1381515198751367e-12,2.6087752913813233e-11,1.4315503792866321e-11,4.629403813321591e-12,1.411451576080752e-14
1.1474285154274827e-09,0.8130431783155146,4.755783322279409e-12,3.903213816062433e-13,4.789314411863224e-15,7.923149020610198e-15,0.0,0.0,5.967044557441971e-09,9.578516545667253e-15,5.183223678372398e-17,1.9858231707780917e-21,1.6843949767211227e-17,3.155653946963049e-33,1.5215899633124074e-23,2.0153443608378607e-18,1.5497083868988734e-14,2.010464172774846e-11,1.2333352324653548e-37,2.3125044539897925e-22,2.218841817582141e-36,5.417387682097374e-38,5.986411590153955e-17,6.834570681436747e-32,1.8339193123933464e-20,6.852861607526462e-36,2.1439198232809962e-38,3.1762112241225627e-32,6.798413307304654e-32,4.0537690271663744e-32,2.4459924496936754e-20,3.388042333987315e-35,9.253190488746723e-37,8.989741947663713e-36,3.76,0.0,0.6676547409700427,0.9982664364081945,2.708533873975072e-17,1.3909144469606282e-25,0.00014525579200224718,0.00014525632170041942,0.0017335576042780344,4.5861702429071654e-14,2.010465489848252e-11,5.970268015460512e-09,2.3244974315543176e-10,3.305364962353653e-14,4.4349932256614337e-17,1.1899127237690842e-11,1.8418430943795354e-13,1.4191100088412016e-17,1.2081576446653998e-12,2.7938610216234255e-11,1.53015281237219e-11,4.956867588659717e-12,1.561451358049767e-14
1.185892175289073e-09,0.8130439075884136,4.97815238216674e-12,4.11103142909305e-13,5.152216305855438e-15,8.52995302348181e-15,0.0,0.0,6.166929473931358e-09,1.0231032780168653e-14,5.749241618332716e-17,2.2642293826329394e-21,1.868100590200205e-17,3.7147676098598756e-33,1.7335459725387484e-23,2.223031683958967e-18,1.708803302704976e-14,2.1559446868524865e-11,1.511161917423241e-37,2.638214854632515e-22,2.7788923921288666e-36,6.818429611357761e-38,6.387540662432186e-17,8.284544380853048e-32,2.080997825309374e-20,8.657944511330865e-36,2.715113413558112e-38,3.885970650248954e-32,8.545520296685177e-32,5.094458952930915e-32,2.7119519952842764e-20,4.2770060734978123e-35,1.1699700815192275e-36,1.1367057792816413e-35,3.76,0.0,0.6676498720972182,0.9982567583675366,3.0045769340501165e-17,1.6385725920779965e-25,0.00015012444337684705,0.00015012500924090172,0.0017432354435734398,4.8342690077764154e-14,2.1559461325758485e-11,6.1702668873841696e-09,2.4829462655245015e-10,3.5081707810566365e-14,4.8950325167673707e-17,1.2688496703896121e-11,1.9787369796469876e-13,1.519403184206255e-17,1.279643165823168e-12,2.985342998497413e-11,1.631875203757754e-11,5.29557085745258e-12,1.721589786323072e-14
1.2243558351506631e-09,0.8130446368560733,5.206203718442779e-12,4.3239419658047946e-13,5.531529493074189e-15,9.16497208120063e-15,0.0,0.0,6.366810049911952e-09,1.0905026406738852e-14,6.35551431368892e-17,2.5708260757674764e-21,2.0648401495026855e-17,4.350075899040173e-33,1.966759868537155e-23,2.4443940313139454e-18,1.878292383814827e-14,2.3065469645364236e-11,1.83954124125415e-37,2.997155638021447e-22,3.456318179085863e-36,8.518631841265557e-38,6.801219528256956e-17,9.98412731273353e-32,2.3518837671610134e-20,1.0855808308642434e-35,3.4124644889218443e-38,4.723485372021062e-32,1.0662774810011382e-31,6.355326949863146e-32,2.9966656310716447e-20,5.358412888428168e-35,1.4681247811757687e-36,1.4264412455346142e-35,3.76,0.0,0.6676450032598658,0.9982479629483967,3.3227235988058925e-17,1.9201980313843023e-25,0.00015499305857600087,0.00015499366179893187,0.0017520306613035763,5.0831448792029085e-14,2.3065485468201567e-11,6.370263134179075e-09,2.6466185066867897e-10,3.7156809441118425e-14,5.385758489481139e-17,1.3501809320781684e-11,2.1205737068341556e-13,1.6233561529182842e-17,1.3525650783275343e-12,3.1832252874035705e-11,1.736702408955929e-11,5.645518138252137e-12,1.8921817208806863e-14
1.2628194950122533e-09,0.813045366118494,5.440081807654917e-12,4.5419358199855686e-13,5.927641139677911e-15,9.828930470536543e-15,0.0,0.0,6.5666864551776265e-09,1.1600495668250458e-14,7.003435520557738e-17,2.9074381179247005e-21,2.2750618590219622e-17,5.069038815559449e-33,2.2225836011425734e-23,2.6798517957999117e-18,2.058487349231563e-14,2.4622615410825253e-11,2.225624319622592e-37,3.3915101086361415e-22,4.27102435335702e-36,1.0569267819946134e-37,7.227406582184165e-17,1.196714481233524e-31,2.648009315702066e-20,1.3515063107934768e-35,4.2584594887525e-38,5.706554416957621e-32,1.3212979164753241e-31,7.87365705424649e-32,3.300766078471052e-20,6.665627380818912e-35,1.8291925200801165e-36,1.7773295397086242e-35,3.76,0.0,0.6676401344579851,0.9982399696549112,3.6639626608787894e-17,2.2391481073354337e-25,0.00015986163760021857,0.0001598622793747654,0.0017600237533317937,5.3325694013498064e-14,2.4622632680653143e-11,6.570257045478659e-09,2.8155141233119277e-10,3.92779650359671e-14,5.908152442760589e-17,1.433894047374328e-11,2.2673399747944786e-13,1.730991629622658e-17,1.426881627184204e-12,3.387511833916676e-11,1.8446193565888566e-11,6.006713894727519e-12,2.073540497099441e-14
1.3012831548738436e-09,0.8130460953756758,5.679930392598405e-12,4.765003522928145e-13,6.34094743973121e-15,1.0522570226273519e-14,0.0,0.0,6.766558844138154e-09,1.2317438825105038e-14,7.694396583542315e-17,3.275945542866591e-21,2.499212936452203e-17,5.879576465736353e-33,2.5024078666906235e-23,2.9298239727587677e-18,2.2496984045130848e-14,2.6230789596953878e-11,2.6773028095030312e-37,3.8235305981940927e-22,5.245546750094673e-36,1.3028373077018266e-37,7.666060355333903e-17,1.4270887632497241e-31,2.9708431030269985e-20,1.6713534261282914e-35,5.278692925262505e-38,6.854777995913131e-32,1.62671032380275e-31,9.691567655094653e-32,3.624883815403779e-20,8.23644005145106e-35,2.2638580557177417e-36,2.1997603798940476e-35,3.76,0.0,0.6676352656915757,0.9982327053330875,4.029306222346029e-17,2.598990894388123e-25,0.00016473018045000894,0.0001647308619686578,0.0017672878736506136,5.582342449495708e-14,2.6230808397446423e-11,6.770248894894305e-09,2.989633083671517e-10,4.1444206040934925e-14,6.463194804000108e-17,1.5199766244376353e-11,2.4190225320481025e-13,1.8423323408312814e-17,1.5025522710939986e-12,3.598206467268702e-11,1.9556110480356036e-11,6.379162535158759e-12,2.2659779330905412e-14
1.3397468147354338e-09,0.8130468246276187,5.925892485804762e-12,4.993135843459499e-13,6.771853562779006e-15,1.1246651050330933e-14,0.0,0.0,6.966427357222727e-09,1.3055854153651929e-14,8.429786447907589e-17,3.678283367117943e-21,2.7377396167974552e-17,6.790081453269093e-33,2.8076618558845615e-23,3.194728164528017e-18,2.452234249078279e-14,2.7889898476442377e-11,3.203259465704063e-37,4.29553842526263e-22,6.405307319467688e-36,1.5961385379972078e-37,8.117139515171298e-17,1.6936367010497236e-31,3.321889818864723e-20,2.0539148718290454e-35,6.502179716257921e-38,8.18967557415194e-32,1.990504101496016e-31,1.1856456979570959e-31,3.969647086874577e-20,1.0113482604344348e-34,2.7842056956161237e-36,2.705485165312257e-35,3.76,0.0,0.6676303969606374,0.9982261035008407,4.419790230197359e-17,3.003511189692352e-25,0.00016959868712587903,0.00016959940958086463,0.0017738895043449105,5.832289799415204e-14,2.7889918893565438e-11,6.970238941425368e-09,3.168975356038006e-10,4.3654584374095244e-14,7.051865129799459e-17,1.6084163404679267e-11,2.575608276821715e-13,1.9574010247193566e-17,1.579537647172053e-12,3.8153129037307896e-11,2.0696625570812367e-11,6.7628684120084735e-12,2.46980433703665e-14
1.378210474597024e-09,0.8130475538743226,6.178110373018797e-12,5.226323869344524e-13,7.220773602189297e-15,1.200195022150594e-14,0.0,0.0,7.1662921221554784e-09,1.3815739944751216e-14,9.210991690476194e-17,4.116441407227237e-21,2.9910871624861987e-17,7.809431159604495e-33,3.1398130029723463e-23,3.474980585041211e-18,2.666402083477995e-14,2.959984978586275e-11,3.813020548501652e-37,4.8099238548939205e-22,7.778886044153463e-36,1.9441822924720062e-37,8.580602865280353e-17,2.0008582587203655e-31,3.7026898177272855e-20,2.5090874589141965e-35,7.961687762007685e-38,9.734807833836739e-32,2.4216410195100025e-31,1.4421473647301151e-31,4.3356819244646854e-20,1.234466661876159e-34,3.403851024118439e-36,3.3077452640325666e-35,3.76,0.0,0.6676255282651697,0.9982201037391167,4.836475008685185e-17,3.456716468100232e-25,0.00017446715762833325,0.0001744679222116413,0.001779889064468458,6.082260803319082e-14,2.959987190787811e-11,7.170227430740915e-09,3.3535409086846727e-10,4.590817198421185e-14,7.675142106731906e-17,1.6992009411473148e-11,2.737084338504086e-13,2.076220430939122e-17,1.657799536692414e-12,4.038834749896938e-11,2.186759029567578e-11,7.157835821565099e-12,2.6853285145230756e-14
1.4166741344586142e-09,0.8130482831157876,6.436725616663847e-12,5.464559072456599e-13,7.688130524178974e-15,1.2789262505803918e-14,0.0,0.0,7.366153255114018e-09,1.45970945024685e-14,1.0039396566036147e-16,4.59246409756358e-21,3.2596998785477214e-17,8.946999913526972e-33,3.500366736228905e-23,3.7709960644776815e-18,2.8925076166309214e-14,3.1360553228459884e-11,4.51701011333434e-37,5.369146058283136e-22,9.398309896185763e-36,2.355200154956811e-37,9.056409345130925e-17,2.3536803625409137e-31,4.114818729750421e-20,3.0479715303382037e-35,9.694091402332835e-38,1.1515902561089818e-31,2.9301395816294773e-31,1.7446012826790226e-31,4.7236121731936146e-20,1.4983646031674268e-34,4.138080388019393e-36,4.0214078726612895e-35,3.76,0.0,0.6676206596051721,0.9982146511388682,5.280445788590131e-17,3.9628428016656614e-25,0.00017933559195787313,0.0001793363998612433,0.0017853414630692817,6.332126182785297e-14,3.136057714592933e-11,7.370214596344183e-09,3.5433297098856164e-10,4.82040604200021e-14,8.334003552111686e-17,1.7923182401021287e-11,2.9034381429059887e-13,2.1988133204492445e-17,1.7373008318301421e-12,4.268775505872064e-11,2.3068856830456464e-11,7.56406900365145e-12,2.9128577758580286e-14
1.4551377943202044e-09,0.813049012352014,6.7018790592947934e-12,5.707833359995947e-13,8.174356117439427e-15,1.3609400067324336e-14,0.0,0.0,7.566010861781758e-09,1.5399916142889227e-14,1.0916383066160985e-16,5.10845030866559e-21,3.54402113184111e-17,1.0212671051077224e-32,3.890866229737149e-23,4.083188053960575e-18,3.1308550730245104e-14,3.317192087317722e-11,5.3266062136663635e-37,5.97573307244973e-22,1.1299359407405373e-35,2.83837919328621e-37,9.544518029838989e-17,2.7574863975118055e-31,4.559887075063022e-20,3.6829759711300823e-35,1.174074637870852e-37,1.3560984489134767e-31,3.527163881014155e-31,2.099623849904926e-31,5.1340595242558875e-20,1.809030384243546e-34,5.0039983314037545e-36,4.863109635201436e-35,3.76,0.0,0.6676157909806444,0.9982096957987103,5.752813233441267e-17,4.52636074384922e-25,0.00018420399011499682,0.00018420484252992618,0.0017902966015313204,6.581775948314543e-14,3.317194667896625e-11,7.570200660630619e-09,3.738341727915736e-10,5.0541360409806784e-14,9.029426414760795e-17,1.8877561183831386e-11,3.074657463601648e-13,2.3252024653585573e-17,1.8180055033717817e-12,4.5051385683672434e-11,2.4300278064297604e-11,7.981572141392304e-12,3.1526979433771533e-14
1.4936014541817946e-09,0.8130497415830019,6.973710827038531e-12,5.956139113836408e-13,8.679890943285687e-15,1.4463192379671776e-14,0.0,0.0,7.765865038304357e-09,1.6224203193041098e-14,1.1843330987609702e-16,5.666553166157868e-21,3.844493373414752e-17,1.161684886705218e-32,4.312892156459796e-23,4.411968630301862e-18,3.381747199881175e-14,3.503386746514492e-11,6.254199048326636e-37,6.632281759941859e-22,1.3521893423266157e-35,3.403941769965989e-37,1.004488812992028e-16,3.2181471233288613e-31,5.0395398815325255e-20,4.427928942721865e-35,1.4147886913497055e-37,1.5900509125863505e-31,4.225117035371599e-31,2.5145632303402324e-31,5.567643552268277e-20,2.1731263421822367e-34,6.020683163057185e-36,5.851408201560407e-35,3.76,0.0,0.6676109223915861,0.9982051923683601,6.254713962730658e-17,5.151981178684856e-25,0.00018907235210019894,0.0001890732502179454,0.001794799830138324,6.831117452008437e-14,3.503389525442627e-11,7.770185835849787e-09,3.9385769310507216e-10,5.291920145125829e-14,9.76238677577509e-17,1.985502523962474e-11,3.250730461428801e-13,2.4554106487828457e-17,1.8998785693642692e-12,4.747927233704986e-11,2.5561707596533063e-11,8.410349361035156e-12,3.405153358728005e-14
1.5320651140433848e-09,0.8130504708087511,7.252360333021553e-12,6.209469219787157e-13,9.20518428626686e-15,1.5351486137867163e-14,0.0,0.0,7.965715872159209e-09,1.7069953989914302e-14,1.2821618007997421e-16,6.268979870249837e-21,4.161558163244426e-17,1.31704704592493e-32,4.7680624425950286e-23,4.757748500792477e-18,3.645485274289936e-14,3.6946310660743034e-11,7.313251087706071e-37,7.341457768563849e-22,1.611019262196876e-35,4.063229537122638e-37,1.0557478991037607e-16,3.7420530558944543e-31,5.555456305760593e-20,5.298194472756413e-35,1.696704552646142e-37,1.8567500597857077e-31,5.037739288438024e-31,2.9975569440715774e-31,6.024981755916292e-20,2.598042480681226e-34,7.209350841262e-36,7.006941907651108e-35,3.76,0.0,0.6676060538379971,0.998201099633568,6.787311072153803e-17,5.844661135137064e-25,0.00019394067791397016,0.0001939416229255564,0.001798892363139518,7.080073575456867e-14,3.6946340530999824e-11,7.970170324980124e-09,4.1440352875670395e-10,5.5336731410580975e-14,1.0533859849289706e-16,2.0855454712458393e-11,3.43164571393078e-13,2.5894606647135897e-17,1.9828860646743173e-12,4.997144700737239e-11,2.685299973326152e-11,8.850404731819001e-12,3.6705268901309527e-14
1.570528773904975e-09,0.8130512000292613,7.537966280784387e-12,6.467817088263546e-13,9.750694105187935e-15,1.6275145170739317e-14,0.0,0.0,8.1655634429458e-09,1.7937166879571e-14,1.3852619766898734e-16,6.917991515831165e-21,4.495656196751249e-17,1.4885017466542122e-32,5.2580320232099064e-23,5.120937008035212e-18,3.922369110303681e-14,3.8909171198239544e-11,8.51835921609639e-37,8.105995491126752e-22,1.911332239123735e-35,4.82879170953224e-37,1.1082250093741928e-16,4.336148361640136e-31,6.109349257228131e-20,6.310795032420241e-35,2.0255496214522823e-37,2.159769354599147e-31,5.9802108641900425e-31,3.5575922106883727e-31,6.506689601116343e-20,3.09195263595106e-34,8.593527361447254e-36,8.352597759730901e-35,3.76,0.0,0.6676011853198766,0.9981973801388375,7.351794650900793e-17,6.609609566853184e-25,0.00019880896755679719,0.00019880996065301467,0.001802611656031313,7.328581051179283e-14,3.8909203249268225e-11,8.170154322524354e-09,4.354716765741917e-10,5.779311613119867e-14,1.134481998324382e-16,2.1878730405988264e-11,3.6173922362321526e-13,2.727375317897677e-17,2.0669950114321255e-12,5.2527940736786126e-11,2.817400948393709e-11,9.301742265886624e-12,3.949119939613785e-14
