Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43)
7.94887921279235e-08,0.814517734131837,5.556783782939219e-08,3.273676597201671e-09,1.8765689344243946e-09,4.476223846857686e-09,0.0,0.0,4.084350753004973e-07,4.374863188994785e-11,2.0548895577377753e-11,2.98427369868092e-14,5.38543146764155e-12,3.8827535427624566e-24,6.174677889061939e-17,4.802190538064233e-13,1.2956805683598808e-09,1.0432413629489516e-07,1.988457133321607e-24,4.267202029014205e-15,3.4602697734118713e-23,2.8820228023206146e-25,8.796938231789513e-14,1.001286776511916e-19,2.9551125871935415e-14,1.2230245829715874e-23,7.529854868154248e-26,1.095554471464896e-20,4.186235163157411e-20,1.6084015158058022e-20,5.012896166740665e-15,1.3990253513031752e-23,1.830851620360584e-24,1.946732234104097e-23,3.76,0.0,0.6578111707349634,0.9981598112176666,5.674813511986184e-10,7.071807853426583e-17,0.009986971377387601,0.009989452384019794,0.0018396726094511448,4.7112534140946856e-12,1.0432313937361495e-07,4.595089322896299e-07,1.1109694462293966e-06,9.533149454416504e-12,9.91894811889651e-12,1.1504160989009506e-08,9.685976706493065e-10,4.742499642148008e-13,2.4551978165435786e-10,1.3857987681033494e-07,1.3603272829760028e-08,1.9883268274736363e-08,1.3232425059255652e-09
8.381000001834292e-08,0.8145984431773315,6.190252703545774e-08,3.7903736457662526e-09,2.1869405504197016e-09,5.280522826729926e-09,0.0,0.0,4.303812033023055e-07,4.850549114226405e-11,2.4136469832305327e-11,3.766861586560352e-14,6.257067827717764e-12,5.09244366190619e-24,7.144784281637728e-17,5.841744407021128e-13,1.4539453685651392e-09,1.1593637633626435e-07,2.9951537869572804e-24,5.214006897380852e-15,5.0945231145700383e-23,4.278376449232439e-25,9.608197765838496e-14,1.388505590425913e-19,3.3533670432700763e-14,1.6674914189232178e-23,1.0323616340497904e-25,1.5133900401021425e-20,5.580394001666601e-20,2.0980535684599355e-20,5.721350572420515e-15,1.8399209851035554e-23,2.511360081465534e-24,2.683792797407471e-23,3.76,0.0,0.6572724503836699,0.9981597772046024,7.009966522751971e-10,8.884777077539686e-17,0.01052550835595772,0.010528265095209469,0.0018396725230771962,4.9657681821790665e-12,1.1593470708385975e-07,4.882187564926216e-07,1.2347626475208034e-06,1.0139631027158159e-11,1.140665635466376e-11,1.2303965980690003e-08,1.0751109574378614e-09,5.580708806104968e-13,2.5907517461616184e-10,1.5401953217706697e-07,1.441152784653636e-08,2.1807660289998978e-08,1.4867628685244482e-09
8.813120790876233e-08,0.8146790871820404,6.853196789451528e-08,4.356669745442496e-09,2.525810253505971e-09,6.17280842645387e-09,0.0,0.0,4.523019430721445e-07,5.3494136060422704e-11,2.8124033512620644e-11,4.715622486775161e-14,7.2123540327516965e-12,6.5773213886919246e-24,8.195732081073737e-17,7.061632815565556e-13,1.621328141659555e-09,1.2815708715615624e-07,4.41202391474182e-24,6.303944426027945e-15,7.35441486865316e-23,6.248244193351932e-25,1.0482994499255424e-13,1.8907284152865326e-19,3.7771929679825383e-14,2.2353006006476947e-23,1.3908743107969466e-25,2.0547210432073186e-20,7.324083356797889e-20,2.6954872362927337e-20,6.481807882974947e-15,2.3836136301001332e-23,3.3866529093084626e-24,3.6374296932308096e-23,3.76,0.0,0.6567341706730156,0.998159742556876,8.557239686513592e-10,1.1030822661162089e-16,0.0110635962306612,0.0110666431494154,0.001839672435558373,5.22002029149511e-12,1.2815453990086826e-07,5.173737965366164e-07,1.3650631160494543e-06,1.075541330199133e-11,1.3016519510317139e-11,1.3117314547039628e-08,1.187001132713327e-09,6.520214477850431e-13,2.7262906992663835e-10,1.7026905293305299e-07,1.521856305341114e-08,2.3796997601515577e-08,1.6601110301699722e-09
9.245241579918175e-08,0.8147596661991566,7.54489585435333e-08,4.974356660835307e-09,2.893682912083885e-09,7.1569024815012e-09,0.0,0.0,4.7419743636455447e-07,5.871265394642154e-11,3.25336508690479e-11,5.858809780604596e-14,8.25412612680577e-12,8.377979151657041e-24,9.328475963694538e-17,8.48537630594071e-13,1.7978145268879155e-09,1.4098568103676152e-07,6.3696803107065175e-24,7.549322772299625e-15,1.0429329191292891e-22,8.992322434706503e-25,1.142981056275088e-13,2.532779735942701e-19,4.226548359818502e-14,2.95115049966399e-23,1.8446747592813704e-25,2.746626582409637e-20,9.479208234294597e-20,3.416157370632644e-20,7.294688167531432e-15,3.046462736375264e-23,4.497457487307041e-24,4.8548025805483325e-23,3.76,0.0,0.6561963312373994,0.9981597072728832,1.033512735321145e-09,1.3549538920572544e-16,0.011601235368139493,0.011604586903035842,0.0018396723468916936,5.47401005368495e-12,1.4098201326813323e-07,5.469804538682943e-07,1.5018664068826698e-06,1.1380632361431224e-11,1.4750447151477718e-11,1.3944318863640086e-08,1.3042427537298009e-09,7.568529416989298e-13,2.861814672088698e-10,1.8732764417482728e-07,1.6024416829373427e-08,2.5849524962871615e-08,1.8433370702594377e-09
9.677362368960117e-08,0.8148401802818293,8.264646099436909e-08,5.645161610404423e-09,3.290993891743923e-09,8.236519306100394e-09,0.0,0.0,4.960678221585918e-07,6.415914497983668e-11,3.7387506209081384e-11,7.228267613209892e-14,9.385114295048723e-12,1.0537778827060113e-23,1.0543901279508885e-16,1.0138314547716776e-12,1.983390604103689e-09,1.5442157482500543e-07,9.02971666533371e-24,8.962727630860835e-15,1.4552266508297596e-22,1.2771684736363484e-24,1.2457827885944122e-13,3.3429867313941723e-19,4.701391619863296e-14,3.842957707662842e-23,2.4120431934040724e-25,3.620300905202419e-20,1.2114536330555638e-19,4.276629771494041e-20,8.160372778952777e-15,3.8463172740979804e-23,5.890131379723204e-24,6.390082695103577e-23,3.76,0.0,0.6556589317115905,0.9981596713510742,1.2362380588212599e-09,1.6482935131746642e-16,0.012138426134726002,0.012142096712171422,0.001839672257074276,5.7277377799262114e-12,1.5441650364497376e-07,5.7704487356081e-07,1.645168077099918e-06,1.2015418640979372e-11,1.6610159499309705e-11,1.4785091128151331e-08,1.4268104797053678e-09,8.733467281835628e-13,2.9973236609846064e-10,2.0519451165300436e-07,1.682912830901692e-08,2.7963672341057693e-08,2.0364952951595623e-09
9.999999999999998e-08,0.8149206294831641,8.819918389663445e-08,6.18164136087513e-09,3.607060405167638e-09,9.10704633921643e-09,0.0,0.0,5.123807846708922e-07,6.837322348014014e-11,4.131455368549397e-11,8.4194570954316e-14,1.0289299133841326e-11,1.2411951175246993e-23,1.150579925123879e-16,1.1538059120665228e-12,2.1278675766173553e-09,1.6484896438147457e-07,1.1590245008725679e-23,1.0135249249067492e-14,1.848127140241639e-22,1.6466537794576406e-24,1.3284206603969426e-13,4.076562871207441e-19,5.0725224569916484e-14,4.642128666632404e-23,2.921891053344641e-25,4.412273063701837e-20,1.444036482778182e-19,5.0207603811051824e-20,8.841366369481872e-15,4.544361941964369e-23,7.144782422107903e-24,7.780248765212595e-23,3.76,0.0,0.6552579756431951,0.9981596441137155,1.4049917506350748e-09,1.8969954289833466e-16,0.012539220819257854,0.012543139006541635,0.0018396721892611934,5.9170097660653725e-12,1.6484263474836752e-07,5.997941178909026e-07,1.7563971272782148e-06,1.2495687161949033e-11,1.8081639434399983e-11,1.5421887526048354e-08,1.5217819827969173e-09,9.684135190580772e-13,3.0984899952980863e-10,2.1906115167793748e-07,1.7429234686447735e-08,2.9581511380373128e-08,2.1872256386203795e-09
1.0109483158002058e-07,0.8149206294831641,9.011759807542847e-08,6.37074870633401e-09,3.718114362266745e-09,9.41526827974999e-09,0.0,0.0,5.179132367245272e-07,6.983172211199523e-11,4.2707902351988096e-11,8.859698697749268e-14,1.0607947157107847e-11,1.3102795801310872e-23,1.1842849110295663e-16,1.2047619698727413e-12,2.178042894820888e-09,1.6846419004013967e-07,1.2589726008481584e-23,1.0557002669921377e-14,2.000702496160708e-22,1.7923533197745582e-24,1.3576932069113788e-13,4.353422841393154e-19,5.2016818893478825e-14,4.942074491868677e-23,3.1135272367447505e-25,4.711444667093046e-20,1.5306046566370568e-19,5.294581918073598e-20,9.079211307292076e-15,4.802553386691399e-23,7.61706122003427e-24,8.305047972778721e-23,3.76,0.0,0.6551219717307307,0.9981596347899521,1.4657962525638052e-09,1.9875459691185032e-16,0.012675168896447134,0.012679172932625419,0.0018396721661033113,5.9812037809361e-12,1.6845738851295343e-07,6.075729588065643e-07,1.7949636857774137e-06,1.2659897252901848e-11,1.8597205214253538e-11,1.56397431614739e-08,1.5546790715113903e-09,1.00231507651411e-12,3.132817662040699e-10,2.2386886177184252e-07,1.7632736586796753e-08,3.013803857822971e-08,2.239644347212074e-09
1.0541603947044e-07,0.8150010138562231,9.785565024853815e-08,7.152720367440504e-09,4.175356247120222e-09,1.0696656377573044e-08,0.0,0.0,5.397338136877531e-07,7.572851096153434e-11,4.851725925467064e-11,1.0792933452434348e-13,1.1925155894097297e-11,1.6121767805442216e-23,1.322613932621839e-16,1.4242305366825973e-12,2.3817583592975607e-09,1.8311295297534853e-07,1.7288746098745204e-23,1.2345231122167045e-14,2.713609859837995e-22,2.488035065660963e-24,1.4797715238597805e-13,5.600149021811337e-19,5.727379281436954e-14,6.283510651192789e-23,3.9720811228468007e-25,6.060677281206346e-20,1.9137276166622748e-19,6.488802876735353e-20,1.0051527406960408e-14,5.936109696780776e-23,9.737060660879228e-24,1.0669691081853754e-22,3.76,0.0,0.6545854509303358,0.9981595975880707,1.724100713485616e-09,2.377402363189991e-16,0.013211464019023046,0.013215815919904108,0.0018396720739760947,6.2344083669744055e-12,1.8310404638188102e-07,6.38570384316022e-07,1.951248793974312e-06,1.3314188281925573e-11,2.0712977580008355e-11,1.6508386073714136e-08,1.687823391359023e-09,1.1446019752109084e-12,3.268296671288591e-10,2.4334990158875384e-07,1.8435280133984673e-08,3.2371376376399915e-08,2.452847303769285e-09
1.0973724736085942e-07,0.815081333454025,1.0585405228843995e-07,7.99261870580359e-09,4.662976837535437e-09,1.2084090646048587e-08,0.0,0.0,5.615296840898509e-07,8.184764971132816e-11,5.483811279801305e-11,1.3072199904464597e-13,1.3339178214997828e-11,1.9646050886908213e-23,1.4694591939155806e-16,1.67532314145162e-12,2.5945243894187325e-09,1.9836729479352003e-07,2.3413133855236917e-23,1.434071846892794e-14,3.634932209650374e-22,3.419302910323621e-24,1.6131477845422064e-13,7.123452263379753e-19,6.278445019340141e-14,7.906160575341031e-23,5.013205958719892e-25,7.713971526738319e-20,2.369966635413658e-19,7.8791925379398e-20,1.107762365954954e-14,7.26952027265619e-23,1.2315766614886931e-23,1.3562839593388602e-22,3.76,0.0,0.6540493689462976,0.9981595597440348,2.0130781184594933e-09,2.8228023519043164e-16,0.013747311867868229,0.013752026029217053,0.0018396719806900218,6.487351847842606e-12,1.9835585679540524e-07,6.700426086830265e-07,2.114018964720358e-06,1.3978407060452616e-11,2.2958729218723353e-11,1.739113001380833e-08,1.8262184024830564e-09,1.3010839501154557e-12,3.4037606849278747e-10,2.63636838813816e-07,1.9236796438947525e-08,3.466257850557572e-08,2.676171766182205e-09
1.1405845525127883e-07,0.815161588329545,1.1410638981036133e-07,8.891926887016692e-09,5.181183080052322e-09,1.3580880624024607e-08,0.0,0.0,5.833009764466993e-07,8.818728900680272e-11,6.169311372935892e-11,1.5746393920239664e-13,1.4852362162900687e-11,2.3729584416136283e-23,1.6249046913145442e-16,1.961310469368935e-12,2.8163287970654944e-09,2.1422665161715854e-07,3.1302879948182674e-23,1.6556976196426914e-14,4.81333070955846e-22,4.655866156964393e-24,1.7590229393333612e-13,8.968080997817387e-19,6.854841481509031e-14,9.85303644625304e-23,6.265091399392921e-25,9.723112047121696e-20,2.9092906664738127e-19,9.486760258772041e-20,1.2157785556835743e-14,8.826945366975372e-23,1.5426033149352658e-23,1.7072787984662495e-22,3.76,0.0,0.6535137254148834,0.998159521256498,2.3346649316182557e-09,3.3289363724825354e-16,0.014282712808091857,0.014287803615477428,0.0018396718862425726,6.740034532884679e-12,2.1421220033620135e-07,7.019948857420007e-07,2.2832697630049424e-06,1.4652664423006286e-11,2.533558540006792e-11,1.8288084013875966e-08,1.969839168823122e-09,1.472670884807602e-12,3.539209699183836e-10,2.8472888180932203e-07,2.003732188585251e-08,3.701066519002406e-08,2.9096899384061556e-09
1.1837966314169825e-07,0.8152417785357136,1.2260639576605542e-07,9.85207046272889e-09,5.730135553780194e-09,1.519024070670346e-08,0.0,0.0,6.050478168044677e-07,9.47455918556106e-11,6.91050267522251e-11,1.886934921453073e-13,1.6466969765393785e-11,2.842886714778868e-23,1.7890382664905294e-16,2.2856475915926916e-12,3.047159800460858e-09,2.306904646125353e-07,4.135836638129575e-23,1.9007706573691002e-14,6.306170541149318e-22,6.285372850731001e-24,1.918668798740875e-13,1.1183477025657474e-18,7.456532194349222e-14,1.2171508568177933e-22,7.758759123935311e-25,1.2146179091902997e-19,3.5425277927807206e-19,1.1333623034475043e-19,1.3292284738139462e-14,1.0634200172237742e-22,1.914832236084637e-23,2.1297940881788414e-22,3.76,0.0,0.6529785199727393,0.9981594821241614,2.6908042049773827e-09,3.9012478095464653e-16,0.014817667204498019,0.014823149033302318,0.001839671790631315,6.992456730988991e-12,2.306724586307576e-07,7.344322750213666e-07,2.4589967557674363e-06,1.5337066938621527e-11,2.7844556054470154e-11,1.9199355880774395e-08,2.1186608547023452e-09,1.6603068433665945e-12,3.674643710187956e-10,3.0662523958933183e-07,2.083689175165662e-08,3.9414772595870816e-08,3.1534786978127973e-09
1.2270087103211765e-07,0.8153219041254199,1.3134794702821844e-07,1.0874418674828758e-08,6.309952162947808e-09,1.691529245167649e-08,0.0,0.0,6.267703287943811e-07,1.0152073352860679e-10,7.709672974980737e-11,2.2500106519737444e-13,1.818518053746324e-11,3.380294643015131e-23,1.9619533542200037e-16,2.6519732976555205e-12,3.287006011006665e-09,2.4775818006831035e-07,5.404755976114225e-23,2.1706788372080443e-14,8.180632091016227e-22,8.417343860343036e-24,2.0934278614194327e-13,1.3824003653485457e-18,8.083481816264054e-14,1.4913553878531317e-22,9.528208557380575e-25,1.504805849411477e-19,4.2813994000527915e-19,1.3443003350891351e-19,1.448138164803377e-14,1.2718781780619463e-22,2.3571091560235455e-23,2.634746663695812e-22,3.76,0.0,0.6524437522568883,0.9981594423457737,3.0834426458390746e-09,4.545435104159162e-16,0.015352175421585979,0.015358062637013047,0.001839671693853906,7.244618750588809e-12,2.477360143537765e-07,7.673596514232481e-07,2.641195511888658e-06,1.6031717124718733e-11,3.048654664350033e-11,2.012505208921721e-08,2.2726587245035943e-09,1.864970895424138e-12,3.810062714069059e-10,3.2932512181920403e-07,2.1635540199635414e-08,4.187414230789257e-08,3.407619660961854e-09
1.2702207892253707e-07,0.8154019651515085,1.4032506107498017e-07,1.196028573204469e-08,6.9207115693381645e-09,1.8759066828774104e-08,0.0,0.0,6.484686336863999e-07,1.0851090146208348e-10,8.569121312986533e-11,2.670318136351125e-13,2.0009094844815422e-11,3.991342227882931e-23,2.1437506506885242e-16,3.0641091019853157e-12,3.535856420898892e-09,2.6542924946885824e-07,6.991363123728701e-23,2.466826345324297e-14,1.0514908993432811e-21,1.11878043007552e-23,2.284713017738027e-13,1.6949169799883589e-18,8.735656123997822e-14,1.8136013785670787e-22,1.1610565328258751e-24,1.8500978849348186e-19,5.138554233090078e-19,1.5839226824831116e-19,1.572532774049482e-14,1.5109894412219319e-22,2.879117619603964e-23,3.2341960398827743e-22,3.76,0.0,0.6519094219047327,0.9981594019201286,3.514527926846953e-09,5.267453808175377e-16,0.01588623782355044,0.0158925447806355,0.001839671595908086,7.496520899662827e-12,2.6540225123220804e-07,8.007817142109415e-07,2.8298616021833386e-06,1.673671364663444e-11,3.3262368020310974e-11,2.1065277675520114e-08,2.4318081423434685e-09,2.0876779434429008e-12,3.9454667070146074e-10,3.528277388151339e-07,2.243330025478966e-08,4.438811169230794e-08,3.6721992448533025e-09
1.3134328681295649e-07,0.8154819616667801,1.4953189273019632e-07,1.311093206011631e-08,7.56245638255071e-09,2.072450641615224e-08,0.0,0.0,6.701428504415503e-07,1.1571429516124755e-10,9.491157928193495e-11,3.154883000755849e-13,2.194073713296553e-11,4.6824467593203754e-23,2.334539715527347e-16,3.526057944729863e-12,3.7937003906390985e-09,2.837031295624498e-07,8.958299708216651e-23,2.790632417450881e-14,1.3399495517229186e-21,1.476470213744252e-23,2.494007137854063e-13,2.0623849883062717e-18,9.413021990969111e-14,2.190086258152448e-22,1.4046232988018238e-24,2.258507701638483e-19,6.127602339291931e-19,1.854771968450043e-19,1.702436729991414e-14,1.7838472979793096e-22,3.4914168057552085e-23,3.9414116068890135e-22,3.76,0.0,0.651375528554053,0.998159360846065,3.986006221716609e-09,6.07351858577288e-16,0.01641985477428179,0.016426595817900402,0.0018396714967916792,7.748163485736364e-12,2.836705540489261e-07,8.347029953436766e-07,3.024990599393491e-06,1.7452151503403987e-11,3.6172745370445e-11,2.202013615083546e-08,2.596084571744152e-09,2.329479552154696e-12,4.080855685212642e-10,3.7713230154370396e-07,2.3230203802964952e-08,4.695610507246108e-08,3.947308722932821e-09
1.356644947033759e-07,0.8155618937239939,1.589627309474023e-07,1.4327565526099527e-08,8.23519612226152e-09,2.2814467543869623e-08,0.0,0.0,6.917930957628529e-07,1.2312912610492767e-10,1.0478104213925868e-10,3.711331314509251e-13,2.3982059026343305e-11,5.460286567320515e-23,2.5344405167201957e-16,4.0420026037600115e-12,4.060527636212981e-09,3.025792824244064e-07,1.137737747471904e-22,3.143530157039531e-14,1.6938565991718408e-21,1.9354211022859024e-23,2.722862551295862e-13,2.491849933880373e-18,1.0115547353712351e-13,2.627548777814745e-22,1.6879048558991145e-24,2.7388993113046607e-19,7.263148903394423e-19,2.1595006129952777e-19,1.8378738929107922e-14,2.0937205134072075e-22,4.205478837015556e-23,4.770940665576066e-22,3.76,0.0,0.6508420718430092,0.9981593191224647,4.499819952913091e-09,6.97010516377936e-16,0.016953026637366333,0.01696021610224368,0.0018396713965025875,7.999546815882291e-12,3.025403086460546e-07,8.691278672007278e-07,3.2265780781826237e-06,1.8178122199283914e-11,3.921832630503443e-11,2.298972943667762e-08,2.7654635753032092e-09,2.591464780084718e-12,4.2162296448210187e-10,4.02238021621434e-07,2.4026281624272255e-08,4.9577625659936874e-08,4.233044275740727e-09
1.3998570259379532e-07,0.8156417613758643,1.6861199566322678e-07,1.561134263696214e-08,8.938909967172602e-09,2.5031722385442746e-08,0.0,0.0,7.134194841450586e-07,1.307536176514861e-10,1.1532292683723696e-10,4.3479156952290234e-13,2.613494230225974e-11,6.331806624783148e-23,2.7435849278660757e-16,4.616303836492962e-12,4.336328216492583e-09,3.220571755153671e-07,1.433046469829759e-22,3.5269654265162874e-14,2.1251448705013955e-21,2.520802015915013e-23,2.9729004216857245e-13,2.990936564883397e-18,1.0843201174450204e-13,3.1332983814648277e-22,2.0156442521026646e-24,3.3010496097715813e-19,8.560827978780694e-19,2.5008705624071076e-19,1.97886767602701e-14,2.4440551933669267e-22,5.033725543289017e-23,5.738677251862698e-22,3.76,0.0,0.65030905141014,0.9981592767482523,5.057905736589273e-09,7.963952232829738e-16,0.017485753776086518,0.01749340598680675,0.0018396712950387935,8.250671196721623e-12,3.220109019279559e-07,9.040605497527798e-07,3.4346196151306987e-06,1.8914713902440344e-11,4.239968818296355e-11,2.3974157810193443e-08,2.9399208143614256e-09,2.8747610130719186e-12,4.351588582003694e-10,4.281441113143262e-07,2.482156343358284e-08,5.2252248181404285e-08,4.529507036900011e-09
1.4430691048421474e-07,0.8157215646750632,1.7847423473809714e-07,1.6963369712843658e-08,9.673549306328138e-09,2.737896099829737e-08,0.0,0.0,7.350221279233588e-07,1.3858600494590706e-10,1.2656066945972746e-10,5.073541109710667e-13,2.840120174514557e-11,7.304226115471669e-23,2.962118187143411e-16,5.253498271474598e-12,4.621092521260182e-09,3.4213628173482377e-07,1.7910412424852253e-22,3.9423958068224015e-14,2.6474196401531216e-21,3.2631719305462836e-23,3.245810020690019e-13,3.567869479058244e-18,1.159595340710167e-13,3.715246067002686e-22,2.3929603883450406e-24,3.9557140931522034e-19,1.0037336120710948e-18,2.8817530160517074e-19,2.125441144526466e-14,2.838476721896823e-22,5.989564648484623e-23,6.861931696291877e-22,3.76,0.0,0.6497764668943616,0.9981592337223941,5.6621925092854e-09,9.062063301489108e-16,0.018018036553421178,0.018026165824436828,0.001839671192398356,8.501536934424591e-12,3.4208172186388986e-07,9.395051172361958e-07,3.6491107887297893e-06,1.9662011592947078e-11,4.5717344741010407e-11,2.4973519851482373e-08,3.119432048668809e-09,3.180534799680524e-12,4.4869324929456014e-10,4.5484978353741364e-07,2.56160779084067e-08,5.497961213847264e-08,4.836803135002245e-09
1.4862811837463415e-07,0.8158013036742185,1.8854412097585237e-07,1.8384704035684284e-08,1.0439040107495192e-08,2.9858793314667214e-08,0.0,0.0,7.566011373210523e-07,1.466245348280381e-10,1.385178168650942e-10,5.897790334387452e-13,3.078258788618348e-11,8.385048060151205e-23,3.1902003249906456e-16,5.958296068265513e-12,4.9148112597112285e-09,3.628160794700804e-07,2.2222019491112285e-22,4.3912896207923276e-14,3.2761255419220023e-21,4.1994392718325447e-23,3.5433479077183163e-13,4.231493304648425e-18,1.2373774966138579e-13,4.381936900139938e-22,2.825365101768972e-24,4.714695827997857e-19,1.1710465925537081e-18,3.305128153634527e-19,2.2776170968313464e-14,3.2807915746882753e-22,7.087425353526055e-23,8.159500868729443e-22,3.76,0.0,0.6492443179349703,0.9981591900438967,6.3145998222021146e-09,1.0271708505146128e-15,0.018549875332045756,0.01855849596768727,0.0018396710885794088,8.75214433471137e-12,3.627521574903569e-07,9.754655043712976e-07,3.870047179380329e-06,2.0420097200967275e-11,4.917175210163034e-11,2.5987912396232615e-08,3.3039731360488478e-09,3.5099926883875713e-12,4.6222613738303674e-10,4.823542518543134e-07,2.6409852710438686e-08,5.775941564336479e-08,5.15504373140478e-09
1.5294932626505357e-07,0.8158809784259164,1.988164492082233e-07,1.9876354973924745e-08,1.123528511528599e-08,3.247375108446582e-08,0.0,0.0,7.781566204961092e-07,1.5486746574196548e-10,1.5121802658484622e-10,6.830949043159893e-13,3.328078963283669e-11,9.582071078496512e-23,3.428007564860021e-16,6.735578361984915e-12,5.2174754491735124e-09,3.8409605264077447e-07,2.7383035287837374e-22,4.8751250165272566e-14,4.028723553974061e-21,5.373954157774422e-23,3.86733702269259e-13,4.991292413485116e-18,1.317663769466493e-13,5.142584351537915e-22,3.318780895479564e-24,5.590917770449542e-19,1.3599139479362862e-18,3.7740848644960493e-19,2.4354181309824433e-14,3.774989017577074e-22,8.342793294407524e-23,9.651739064771316e-22,3.76,0.0,0.648712604171639,0.9981591457118062,7.017036290903622e-09,1.1600426371277004e-15,0.01908127047433259,0.019090396768817845,0.0018396709835801584,9.002493702853005e-12,3.840215989131325e-07,1.0119455121574642e-06,4.097424369387924e-06,2.1189049735297827e-11,5.276331421568714e-11,2.7017430498146744e-08,3.4935200320611315e-09,3.864382066424516e-12,4.757575220833535e-10,5.106567304767805e-07,2.7202914512906307e-08,6.059140978236295e-08,5.4843450538151295e-09
1.5727053415547299e-07,0.8159605889826985,2.092861334426218e-07,2.1439285083775015e-08,1.2062165890328765e-08,3.522628977124844e-08,0.0,0.0,7.99688683586656e-07,1.6331306764650425e-10,1.6468506678823386e-10,7.884030492954284e-13,3.589743679246286e-11,1.090340336084965e-22,3.675733700043988e-16,7.590394507774707e-12,5.529076404035009e-09,4.0597569073908757e-07,3.3525199209382277e-22,5.3953891072580813e-14,4.924878260046929e-21,6.839745977129794e-23,4.2196656980843733e-13,5.8574101646314775e-18,1.4004514331138154e-13,6.0071066375236e-22,3.879559388433632e-24,6.598498526565714e-19,1.5723441720026557e-18,4.29182048052844e-19,2.5988666984197117e-14,4.325242700453437e-22,9.772244858371871e-23,1.136062949500237e-21,3.76,0.0,0.6481813252444184,0.9981591007252075,7.771398189488555e-09,1.3056025542764145e-15,0.019612222342351132,0.01962186857979511,0.0018396708773988817,9.252585343672236e-12,4.0588943730900377e-07,1.0489488132785688e-06,4.331237942960663e-06,2.19689454030271e-11,5.6492387790615415e-11,2.8062167399889443e-08,3.6880487896624223e-09,4.244992000145163e-12,4.892874030136063e-10,5.397564342642593e-07,2.7995289033640357e-08,6.347539346477504e-08,5.824828425784902e-09
1.615917420458924e-07,0.8160401353970644,2.1994820407907161e-07,2.3074411187461733e-08,1.2919544700330273e-08,3.8118790402209087e-08,0.0,0.0,8.211974307554534e-07,1.719596219267813e-10,1.7894281630632323e-10,9.068799779000087e-13,3.863410249419068e-11,1.2357478921697969e-22,3.9335914491694454e-16,8.527959140255502e-12,5.849605725025419e-09,4.284544888657756e-07,4.079531566434281e-22,5.953577164277323e-14,5.986655581371802e-21,8.65991926377191e-23,4.602286595383673e-13,6.840667678897882e-18,1.485737847682348e-13,6.986165253966982e-22,4.514500562152581e-24,7.752831640719138e-19,1.8104653716462906e-18,4.86164051436301e-19,2.76798514737206e-14,4.935912154257199e-22,1.1393480844638767e-22,1.330985634002876e-21,3.76,0.0,0.6476504807937358,0.9981590550832236,8.57956817863877e-09,1.4646586461003474e-15,0.020142731297868203,0.020152911752292644,0.0018396707700339293,9.50241956154435e-12,4.283550649272171e-07,1.0864789571530088e-06,4.571483486206892e-06,2.2759857721403954e-11,6.03592867521378e-11,2.9122214508759775e-08,3.887535558866264e-09,4.653154076786789e-12,5.028157797927158e-10,5.69652578723439e-07,2.878700106645783e-08,6.641120871717968e-08,6.1766202923893455e-09
1.6591294993631182e-07,0.81611961772147,2.3079780519744855e-07,2.4782605428937432e-08,1.3807266273526605e-08,4.115356137330104e-08,0.0,0.0,8.426829642334119e-07,1.8080542130689104e-10,1.940152647092593e-10,1.0397797633652274e-12,4.1492305513201654e-11,1.3953076197527178e-22,4.2018137924604136e-16,9.55364906270585e-12,6.179055288900781e-09,4.5153194776214975e-07,4.935636346071719e-22,6.551191859624167e-14,7.23873116353999e-21,1.0909221257991745e-22,5.017215571203738e-13,7.952582146042426e-18,1.5735204565225684e-13,8.091205901402812e-22,5.2308728833781346e-24,9.070668493444083e-19,2.0765285868905474e-18,5.486958403920289e-19,2.942795757864393e-14,5.611544196311245e-22,1.3225359458964943e-22,1.5524877335561058e-21,3.76,0.0,0.6471200704603943,0.9981590087850136,9.443414157369782e-09,1.6380463010383513e-15,0.020672797702348273,0.02068352663769143,0.0018396706614837166,9.751996660398062e-12,4.514178750906455e-07,1.1245393746587973e-06,4.8181565871333815e-06,2.3561857622609787e-11,6.436428628484254e-11,3.0197661375832414e-08,4.0919565864012315e-09,5.090243247485944e-12,5.163426520396222e-10,6.003443800078091e-07,2.957807450802493e-08,6.939873638449658e-08,6.539852242274147e-09
