Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38)
1.61432848482812e-08,0.8069514196744931,0.0,2.3496252034921736e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6561314741622167,0.9999999999988255,0.0,0.0,0.001823196597990052,0.001823196597990052
2.0056316308195617e-08,0.8070171055614678,0.0,2.9191596834121567e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6556903039496594,0.9999999999985407,0.0,0.0,0.0022643668105474355,0.0022643668105474355
2.3969347768110033e-08,0.8070827472856281,0.0,3.488694163331978e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6552494303744261,0.999999999998256,0.0,0.0,0.0027052403857805627,0.0027052403857805627
3.1795410687938864e-08,0.807213898353605,0.0,4.627763123171132e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6543685723303577,0.9999999999976864,0.0,0.0,0.0035860984298490004,0.0035860984298490004
3.9621473607767696e-08,0.8073448731148525,0.0,5.766832083009639e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6534888984269187,0.9999999999971169,0.0,0.0,0.004465772333288005,0.004465772333288005
5.527359944742536e-08,0.8076062946582961,0.0,8.044970002684704e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6517330966943166,0.9999999999959778,0.0,0.0,0.006221574065890077,0.006221574065890077
7.092572528708301e-08,0.8078670138108311,0.0,1.0323107922357172e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6499820124679108,0.9999999999948387,0.0,0.0,0.007972658292296092,0.007972658292296092
9.999999999999998e-08,0.808386352484964,0.0,1.4554814745371782e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6467418000239529,0.9999999999927228,0.0,0.0,0.01121287073625388,0.01121287073625388
1.0222997696639834e-07,0.808386352484964,0.0,1.4879383761694317e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6464939459370334,0.9999999999925605,0.0,0.0,0.011460724823173413,0.011460724823173413
1.3040380347778212e-07,0.8088513739887386,0.0,1.8980032017088864e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6433706931652445,0.9999999999905101,0.0,0.0,0.01458397759496204,0.01458397759496204
1.585776299891659e-07,0.8093141490002768,0.0,2.308068027247499e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6402625290509807,0.9999999999884598,0.0,0.0,0.017692141709226214,0.017692141709226214
1.867514565005497e-07,0.8097746882501793,0.0,2.71813285278527e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6371693806888746,0.9999999999864094,0.0,0.0,0.02078529007133212,0.02078529007133212
2.1492528301193347e-07,0.8102330026110462,0.0,3.128197678322199e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6340911755316728,0.9999999999843591,0.0,0.0,0.02386349522853381,0.02386349522853381
2.430991095233173e-07,0.8106891028233654,0.0,3.538262503858283e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6310278413866828,0.9999999999823087,0.0,0.0,0.026926829373523992,0.026926829373523992
2.9944676254608485e-07,0.8115947035031849,0.0,4.358392154927927e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6249454989998218,0.9999999999782081,0.0,0.0,0.03300917176038514,0.03300917176038514
3.557944155688524e-07,0.8124915754220565,0.0,5.178521805994197e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6189217828648973,0.9999999999741075,0.0,0.0,0.03903288789530952,0.03903288789530952
4.1214206859162e-07,0.8133798024767437,0.0,5.998651457057093e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6129561280786247,0.9999999999700069,0.0,0.0,0.04499854268158215,0.04499854268158215
4.936317893750211e-07,0.8146492304543106,0.0,7.184719246676711e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6044301904241925,0.9999999999640765,0.0,0.0,0.05352448033601425,0.05352448033601425
5.751215101584223e-07,0.8159010012102016,0.0,8.370787036289259e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5960228449379561,0.9999999999581461,0.0,0.0,0.06193182582225064,0.06193182582225064
6.566112309418234e-07,0.8171353602507022,0.0,9.556854825894738e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5877324419383231,0.9999999999522158,0.0,0.0,0.07022222882188386,0.07022222882188386
7.381009517252246e-07,0.818352550119654,0.0,1.0742922615493137e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5795573548814414,0.9999999999462854,0.0,0.0,0.07839731587876532,0.07839731587876532
9.010803932920267e-07,0.8207363733608395,0.0,1.311505819466868e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.563546734247637,0.9999999999344248,0.0,0.0,0.09440793651256978,0.09440793651256978
9.999999999999997e-07,0.822692795098474,0.0,1.455481474489346e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5540456469895744,0.999999999927226,0.0,0.0,0.10390902377063252,0.10390902377063252
1.0383365143828356e-06,0.822692795098474,0.0,1.5112795609679358e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5504066981780535,0.9999999999244361,0.0,0.0,0.10754797258215339,0.10754797258215339
1.1732728878993873e-06,0.8245716781746728,0.0,1.7076769528473326e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.537787439265792,0.9999999999146162,0.0,0.0,0.1201672314944149,0.1201672314944149
1.308209261415939e-06,0.8264074829799112,0.0,1.9040743447247801e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5254575053251164,0.9999999999047963,0.0,0.0,0.13249716543509044,0.13249716543509044
1.4431456349324907e-06,0.8282011985462616,0.0,2.1004717366002753e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5134102628942364,0.9999999998949763,0.0,0.0,0.14454440786597056,0.14454440786597056
1.5780820084490424e-06,0.829953789083789,0.0,2.2968691284738156e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5016392306418445,0.9999999998851564,0.0,0.0,0.15631544011836232,0.15631544011836232
1.713018381965594e-06,0.8316661974685486,0.0,2.4932665203453987e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.4901380759111207,0.9999999998753365,0.0,0.0,0.1678165948490862,0.1678165948490862
1.8479547554821458e-06,0.8333393450182454,0.0,2.689663912215023e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.47890061125725825,0.9999999998655166,0.0,0.0,0.17905405950294867,0.17905405950294867
2.117827502515249e-06,0.8365714378519816,0.0,3.082458695948384e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.4571927091846519,0.9999999998458768,0.0,0.0,0.200761961575555,0.200761961575555
2.3877002495483526e-06,0.839657022297693,0.0,3.47525347967388e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.4364688038513098,0.9999999998262371,0.0,0.0,0.2214858669088972,0.2214858669088972
2.657572996581456e-06,0.8426027427141213,0.0,3.8680482633914946e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.4166842916450305,0.9999999998065974,0.0,0.0,0.2412703791151764,0.2412703791151764
2.9274457436145594e-06,0.8454149337618482,0.0,4.2608430471012054e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.39779659075552726,0.9999999997869576,0.0,0.0,0.26015808000467966,0.26015808000467966
3.197318490647663e-06,0.8480996525072791,0.0,4.6536378308029965e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.3797650500086456,0.9999999997673179,0.0,0.0,0.27818962075156134,0.27818962075156134
3.467191237680766e-06,0.8506626752355027,0.0,5.046432614496852e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.3625508611142205,0.9999999997476782,0.0,0.0,0.2954038096459864,0.2954038096459864
3.7370639847138696e-06,0.8531095187434194,0.0,5.43922739818275e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.34611697475694586,0.9999999997280384,0.0,0.0,0.31183769600326106,0.31183769600326106
4.006936731746973e-06,0.8554454491472333,0.0,5.832022181860675e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.3304280208149993,0.9999999997083987,0.0,0.0,0.32752664994520764,0.32752664994520764
4.276809478780077e-06,0.857675493936787,0.0,6.224816965530608e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.31545023240956166,0.999999999688759,0.0,0.0,0.34250443835064526,0.34250443835064526
4.546682225813181e-06,0.8598044528286202,0.0,6.617611749192532e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.3011513733269745,0.9999999996691192,0.0,0.0,0.3568032974332324,0.3568032974332324
4.8165549728462845e-06,0.8618369079720054,0.0,7.010406532846429e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.2875006685944672,0.9999999996494795,0.0,0.0,0.3704540021657397,0.3704540021657397
5.086427719879388e-06,0.8637772337562899,0.0,7.403201316492281e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.2744687381821204,0.9999999996298398,0.0,0.0,0.38348593257808644,0.38348593257808644
5.356300466912492e-06,0.8656296062658445,0.0,7.795996100130073e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.26202753377062543,0.9999999996102,0.0,0.0,0.3959271369895815,0.3959271369895815
5.626173213945596e-06,0.8673980123120731,0.0,8.188790883759783e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.2501502784207228,0.9999999995905603,0.0,0.0,0.40780439233948407,0.40780439233948407
5.8960459609787e-06,0.8690862580114114,0.0,8.581585667381395e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.2388114089609211,0.9999999995709206,0.0,0.0,0.4191432617992858,0.4191432617992858
6.165918708011804e-06,0.8706979769530483,0.0,8.974380450994893e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.22798652096146327,0.9999999995512808,0.0,0.0,0.42996814979874365,0.42996814979874365
6.4357914550449075e-06,0.8722366380102189,0.0,9.367175234600257e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.21765231620008416,0.9999999995316411,0.0,0.0,0.44030235456012273,0.44030235456012273
6.705664202078011e-06,0.8737055528141399,0.0,9.759970018197471e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.20778655252062633,0.9999999995120014,0.0,0.0,0.45016811823958064,0.45016811823958064
6.975536949111115e-06,0.8751078828891455,0.0,1.0152764801786516e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.19836799597034369,0.9999999994923616,0.0,0.0,0.4595866747898632,0.4595866747898632
7.245409696144219e-06,0.8764466464559193,0.0,1.054555958536738e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.18937637510311084,0.9999999994727219,0.0,0.0,0.4685782956570961,0.4685782956570961
7.515282443177323e-06,0.8777247249228356,0.0,1.0938354368940038e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.18079233734933067,0.9999999994530822,0.0,0.0,0.47716233341087616,0.47716233341087616
7.785155190210427e-06,0.8789448690859426,0.0,1.133114915250447e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.17259740736328105,0.9999999994334424,0.0,0.0,0.48535726339692586,0.48535726339692586
8.05502793724353e-06,0.8801097050509082,0.0,1.172394393606067e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.16477394726065125,0.9999999994138027,0.0,0.0,0.4931807234995557,0.4931807234995557
8.324900684276634e-06,0.881221739886345,0.0,1.2116738719608613e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.15730511865935118,0.999999999394163,0.0,0.0,0.5006495521008558,0.5006495521008558
8.594773431309738e-06,0.8822833670192787,0.0,1.2509533503148284e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.15017484644013504,0.9999999993745232,0.0,0.0,0.5077798243200717,0.5077798243200717
8.864646178342842e-06,0.8832968713854997,0.0,1.2902328286679658e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.1433677841490099,0.9999999993548835,0.0,0.0,0.5145868866111969,0.5145868866111969
9.134518925375946e-06,0.8842644343470468,0.0,1.3295123070202732e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.13686928096786385,0.9999999993352437,0.0,0.0,0.5210853897923431,0.5210853897923431
9.40439167240905e-06,0.8851881383873296,0.0,1.3687917853717471e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.13066535018263198,0.999999999315604,0.0,0.0,0.5272893205775749,0.5272893205775749
9.674264419442153e-06,0.8860699715933621,0.0,1.408071263722387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.1247426390808619,0.9999999992959643,0.0,0.0,0.533212031679345,0.533212031679345
9.944137166475257e-06,0.8869118319345258,0.0,1.4473507420721904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.11908840021358062,0.9999999992763245,0.0,0.0,0.5388662705466263,0.5388662705466263
9.999999999999997e-06,0.8877155313473047,0.0,1.4554814739971015e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.11795039962636136,0.9999999992722591,0.0,0.0,0.5400042711338454,0.5400042711338454
1.0214009913508361e-05,0.8877155313473047,0.0,1.4866302204211563e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.11369046395963146,0.9999999992566848,0.0,0.0,0.5442642068005754,0.5442642068005754
1.0483882660541465e-05,0.8884827996349856,0.0,1.5259096987692823e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.10853721233360894,0.9999999992370451,0.0,0.0,0.549417458426598,0.549417458426598
1.0753755407574569e-05,0.8892152881906887,0.0,1.5651891771165666e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.10361755398108932,0.9999999992174053,0.0,0.0,0.5543371167791176,0.5543371167791176
1.1023628154607673e-05,0.8899145735516247,0.0,1.604468655463008e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.09892090030728853,0.9999999991977656,0.0,0.0,0.5590337704529182,0.5590337704529182
1.1293500901640776e-05,0.8905821607921881,0.0,1.6437481338086044e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.09443714268771856,0.9999999991781259,0.0,0.0,0.5635175280724883,0.5635175280724883
