Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46)
5.088105657755092e-06,0.7929639734920615,6.514156496184254e-06,2.341309032332817e-06,7.53528806408187e-07,3.420388263255116e-05,0.0,0.0,1.4145890506443686e-05,3.261467307152394e-08,8.670940558240069e-06,5.8865648736557e-07,6.709678692882414e-07,2.204081435690962e-18,1.6907431304785402e-13,2.243067548148014e-09,1.8442256720522766e-06,5.8105668170834966e-05,1.4796638920283155e-10,4.366090869376822e-12,9.006674962044213e-15,1.1004200400756089e-16,3.619110508710783e-10,2.182834175663115e-11,3.909261949490256e-11,5.480026856581831e-11,3.751968267585864e-17,7.136118142715677e-12,2.328755399117237e-11,1.1557498248049405e-13,2.6206538358919236e-10,1.740756122260683e-15,1.3628546799038258e-15,5.840492202561822e-13,3.76,0.0,0.7416674591379554,0.9989188171583647,2.101144878470497e-05,3.4406041636075446e-06,0.1554988351905752,0.15580657517953717,0.000992564794530035,2.173994431208163e-11,5.4134585427425355e-05,2.9021127334357145e-05,0.00010930656398825969,1.2507907462552378e-09,6.58202845365817e-10,3.9291405034393383e-07,1.8925849178032923e-07,8.643906145557083e-08,4.881336584490771e-10,1.7893078457819437e-05,4.2319559754352357e-07,8.13694276977873e-07,2.712179651400358e-05,3.6556558828372066e-05,6.540697333552254e-07,6.809775642490523e-08,9.187206870469025e-07,7.883966223854912e-08,5.107664714133927e-06,3.772766491521098e-07,1.0290713993470216e-09,2.0574055609708236e-14,3.236591687926711e-09,4.53096026145043e-11,5.329440425405599e-07,2.7415994793912536e-10,3.0944073195510567e-15,1.6080733581803753e-10,2.924875554893023e-09,9.012516904183024e-12,7.239174709498348e-10,7.728147602706661e-14,2.112757430030475e-08,1.0158365699757362e-09,8.51538750341925e-07,8.53611207254397e-14,2.0174684383210044e-10,2.440736540025332e-10,4.4652800322214284e-11,1.8810441079298463e-10,2.9446494661930212e-08,1.4869015301086294e-14,4.1277052350620886e-09,4.007591188657852e-09,2.1233542083435276e-08,5.257685271649821e-10,7.210862307037773e-15,2.452368040690669e-15,6.217459080270863e-17,2.616498555289784e-20,6.152981615501247e-11,4.154162198580061e-14,3.2773584199863993e-13,4.016455681382512e-06,2.295259977389905e-10,3.99206531673045e-12,1.7026772254334498e-05
5.228704615404639e-06,0.7934968043121226,6.783705099980153e-06,2.4167303417359818e-06,7.872042363797776e-07,3.654676004057683e-05,0.0,0.0,1.4931329782690768e-05,3.4940186696908024e-08,9.52555449918481e-06,6.366946579155308e-07,7.149769201935253e-07,2.500716730905204e-18,1.8418453984893788e-13,2.3577541824248064e-09,1.8792742116090384e-06,6.140399946424655e-05,1.6442365601804952e-10,4.7244974196210255e-12,1.0615368975706087e-14,1.1778678136167744e-16,3.6706096892661296e-10,2.3861643611873542e-11,4.0036794350370083e-11,6.242297981089977e-11,4.12611972842993e-17,7.59349985006661e-12,2.467137448921805e-11,1.199354739558172e-13,2.808700153501864e-10,1.8895407174170207e-15,1.480994404479555e-15,6.512492954469463e-13,3.76,0.0,0.7377674262641327,0.9989135124897707,2.252841493062537e-05,3.5885146210302594e-06,0.15938231278561782,0.15970744873504716,0.0009925594507329365,2.2267834775854713e-11,5.709451285544104e-05,3.0151162497245714e-05,0.00011527069200026048,1.2986462562253653e-09,6.946895051263162e-10,4.082462549099334e-07,2.0155570333870983e-07,9.613897329259011e-08,5.020061221787719e-10,1.888967565714619e-05,4.4545942559495515e-07,8.457628020425284e-07,2.9232467460187513e-05,3.912034509805081e-05,7.001782861794129e-07,7.294928167298813e-08,9.85135346569201e-07,8.409385825654704e-08,5.5534829069369225e-06,3.955685530867305e-07,1.1028346823242888e-09,2.2047875094717304e-14,3.4970864746585556e-09,4.892828561534335e-11,5.924892504835573e-07,2.884574645929724e-10,3.3159857069952612e-15,1.7021439316824256e-10,3.2216213485039528e-09,9.642824552944922e-12,7.866307503798152e-10,8.399142577737358e-14,2.252322151117605e-08,1.0877663919046505e-09,9.336554047510482e-07,9.13462588246382e-14,2.0948303152389687e-10,2.733453892767031e-10,4.779316507712888e-11,2.0121291331982542e-10,3.197807170325236e-08,1.6136496507789974e-14,4.6146494133365985e-09,4.195151702817057e-09,2.4070566459180043e-08,5.80049346296385e-10,7.576107819715476e-15,2.5761755601058643e-15,7.07963360849299e-17,3.016414031036341e-20,6.39127480578429e-11,4.4407880820369575e-14,3.6044594129175697e-13,4.105527934934069e-06,2.641435627203101e-10,4.629308446608268e-12,1.818700766701348e-05
5.369303573054187e-06,0.7940268902497094,7.056379753428836e-06,2.4922442298086974e-06,8.214888015085184e-07,3.89780471417137e-05,0.0,0.0,1.5749395022544454e-05,3.7397105056297745e-08,1.043531546945232e-05,6.874999473206031e-07,7.604517298907534e-07,2.8290664240331436e-18,2.0029179879365636e-13,2.4754313252111085e-09,1.915231970741019e-06,6.479543357330904e-05,1.8217729884726907e-10,5.1010028110268606e-12,1.2460607151029131e-14,1.2592421499095464e-16,3.7237954919742095e-10,2.6024961138810967e-11,4.1017322005578586e-11,7.084019865763996e-11,4.528991835662933e-17,8.070744236546593e-12,2.610684079061405e-11,1.2449121761282212e-13,3.0048272944844413e-10,2.0474806684057655e-15,1.6064842690611854e-15,7.240957382155182e-13,3.76,0.0,0.7338877196595878,0.9989080229425581,2.4109229927252394e-05,3.738975547150702e-06,0.1632449722427837,0.16358799220681405,0.0009925539250915504,2.2792179388132334e-11,6.0130494529638026e-05,3.128661254226689e-05,0.000121384487162068,1.3466750524404914e-09,7.321070541495166e-10,4.2365248744765536e-07,2.1446705130505511e-07,1.0658938879173789e-07,5.159029897620215e-10,1.9913295932867818e-05,4.6838139722741607e-07,8.779910164325956e-07,3.14435745775806e-05,4.178280959546527e-05,7.481384123712704e-07,7.79975568831184e-08,1.054181252434476e-06,8.953279308851816e-08,6.022612972755954e-06,4.1448275200831026e-07,1.1794543229894997e-09,2.3578732753450833e-14,3.770305709704614e-09,5.272234176178465e-11,6.567050165395071e-07,3.031701752914028e-10,3.54613618533432e-15,1.7991237954281312e-10,3.5377991127644925e-09,1.0303075799016425e-11,8.525677810110804e-10,9.104874586125104e-14,2.3967936656182173e-08,1.1622642543742382e-09,1.0210207783679929e-06,9.753933329210953e-14,2.1724753252379806e-10,3.0547675306567757e-10,5.10547754534649e-11,2.148222227743797e-10,3.4638091403106224e-08,1.746709644321144e-14,5.141279353980513e-09,4.385997257487944e-09,2.7192428876846846e-08,6.382030585868577e-10,7.950575398198288e-15,2.7030982776680487e-15,8.031521522805413e-17,3.463713749030696e-20,6.630475570219186e-11,4.7380967493099924e-14,3.9545326797054975e-13,4.193479990788039e-06,3.028746092762673e-10,5.3461892796778585e-12,1.9388615734907246e-05
5.5099025307037345e-06,0.7945542460904215,7.332134275422393e-06,2.5678776086012614e-06,8.563867119713373e-07,4.149832657157389e-05,0.0,0.0,1.660084466050844e-05,3.9991569214766676e-08,1.140204048224402e-05,7.411565804881934e-07,8.0740294199725e-07,3.1916369193960197e-18,2.1743560464601068e-13,2.596103765226123e-09,1.9521570390956464e-06,6.82801326627473e-05,2.012910614653388e-10,5.495952330548163e-12,1.4569742790102043e-14,1.344735962934641e-16,3.778671455951855e-10,2.8323586228748864e-11,4.203648272523117e-11,8.010839274315777e-11,4.962474698524731e-17,8.568800023279263e-12,2.759632172455956e-11,1.292563628019484e-13,3.2091941790269795e-10,2.2150593980638784e-15,1.7397163293163706e-15,8.029314600499377e-13,3.76,0.0,0.7300282322191536,0.9989023461296658,2.57548543394762e-05,3.892052863223792e-06,0.1670869188271568,0.1674483117441937,0.000992548212666367,2.331300357435257e-11,6.324241281216606e-05,3.2427016089084525e-05,0.00012764728936990474,1.3948573333834373e-09,7.704513896033896e-10,4.391264634159073e-07,2.28021368323627e-07,1.1782152129000073e-07,5.298246077575267e-10,2.0963957066067123e-05,4.919655345033359e-07,9.103654556162768e-07,3.3756956285106474e-05,4.4544406247403074e-05,7.979747207478761e-07,8.32451971522412e-08,1.1258863096058233e-06,9.515715915030489e-08,6.5154853899719245e-06,4.340491055549887e-07,1.2589565572161484e-09,2.5167152597035435e-14,4.056475160816024e-09,5.669486050110561e-11,7.258091501659077e-07,3.1830039015500854e-10,3.784937514616535e-15,1.899026264751595e-10,3.874021243217585e-09,1.0994244101539994e-11,9.21783744073205e-10,9.84596992327631e-14,2.5461923647886077e-08,1.239317780617831e-09,1.1137940069020766e-06,1.0393894507451427e-13,2.2503713315512973e-10,3.4070167997027367e-10,5.443819412861746e-11,2.289384937403292e-10,3.742866840013917e-08,1.886176592766864e-14,5.7094114940048345e-09,4.580106369569206e-09,3.0618494989969236e-08,7.003874249010843e-10,8.334263863953731e-15,2.833136185087688e-15,9.079509330434165e-17,3.962501336017481e-20,6.870482470618389e-11,5.0462050531691484e-14,4.328569700438078e-13,4.280319103906683e-06,3.4608185128441677e-10,6.149990737123159e-12,2.0631542637492055e-05
5.650501488353282e-06,0.7950788865402763,7.61092943157399e-06,2.643657559323512e-06,8.919027381257687e-07,4.41081623745337e-05,0.0,0.0,1.7486426328538375e-05,4.272989602112492e-08,1.2427560158644766e-05,7.977492156544453e-07,8.558418926410598e-07,3.591071027895073e-18,2.356563362836891e-13,2.7197788489219375e-09,1.9901039672680443e-06,7.18582642867287e-05,2.2183031282934653e-10,5.909684625254846e-12,1.6972435298863358e-14,1.4345527753918477e-16,3.835242532132922e-10,3.076298339687877e-11,4.309654474649251e-11,9.028627703580226e-11,5.4285845578510725e-17,9.088676554940698e-12,2.91423523750574e-11,1.342453108632083e-13,3.4219633865016935e-10,2.3927867150770636e-15,1.8811046055566227e-15,8.881173374740797e-13,3.76,0.0,0.7261888574141364,0.9988964796544371,2.7466252979110182e-05,4.047816626799723e-06,0.17090825722040268,0.17128851293783987,0.0009925423118796852,2.3830333509769942e-11,6.643015881072733e-05,3.357195037564225e-05,0.0001340584406418663,1.4431750124445798e-09,8.097184217421573e-10,4.5466242419229567e-07,2.422483572946909e-07,1.2986661239374692e-07,5.437713248392203e-10,2.2041678060202493e-05,5.162159212533448e-07,9.428737729029657e-07,3.617444289588517e-05,4.7405549691614286e-05,8.497121857848799e-07,8.869485430955297e-08,1.2002789516850198e-06,1.0096766653928022e-07,7.032526077854383e-06,4.542990654450419e-07,1.3413681885424293e-09,2.6813670004533533e-14,4.355818590133433e-09,6.084890503176661e-11,8.000229424458045e-07,3.338504648312983e-10,4.0324701703568134e-15,2.001867530664902e-10,4.2309028633170475e-09,1.1717319461990608e-11,9.943330824873611e-10,1.0623049483342037e-13,2.7005390988132322e-08,1.3189137633407827e-09,1.2121322556204241e-06,1.1054363245109851e-13,2.328488980585285e-10,3.792706711527484e-10,5.794393509680322e-11,2.435684371558091e-10,4.035188992832228e-08,2.032144049542595e-14,6.320879413665239e-09,4.777462174036796e-09,3.4368821273943797e-08,7.667619818765327e-10,8.727180489980233e-15,2.9662921160551105e-15,1.0230241163013437e-16,4.5171207820035745e-20,7.111202779270002e-11,5.365241964335277e-14,4.727584879433614e-13,4.366052815053268e-06,3.941493023048888e-10,7.048423281607005e-12,2.1915713619471386e-05
5.7911004460028296e-06,0.795600826226938,7.892732685559274e-06,2.7196113215156047e-06,9.280422003946168e-07,4.680810263402375e-05,0.0,0.0,1.840687740580908e-05,4.5618579915241746e-08,1.351371954569919e-05,8.573629905166336e-07,9.057806268859275e-07,4.030153873796733e-18,2.549952996920032e-13,2.84646645209135e-09,2.0291240794465227e-06,7.553000194724897e-05,2.4386209016073777e-10,6.3425317900306434e-12,1.970077223310375e-14,1.5289070486491004e-16,3.8935150659341377e-10,3.33487975754962e-11,4.4199772665945143e-11,1.0143484266527239e-10,5.92947138769405e-17,9.631445399793214e-12,3.0747637110857624e-11,1.3947275042438473e-13,3.64330138162593e-10,2.581199555186398e-15,2.0310856973728455e-15,9.800331777274564e-13,3.76,0.0,0.7223694892862723,0.9988904211107401,2.9244395987250114e-05,4.206340737928426e-06,0.1747090915221394,0.17510870082276492,0.0009925362225902126,2.434419655638879e-11,6.969363237085988e-05,3.472102943062082e-05,0.00014061728514066374,1.4916116328570363e-09,8.499040740479502e-10,4.702551122081059e-07,2.5717856347413215e-07,1.4275591867458011e-07,5.577434918395231e-10,2.31464791535026e-05,5.411367318718417e-07,9.755046867340937e-07,3.869785904775201e-05,5.036661859425798e-05,9.033762011551916e-07,9.434922268530194e-08,1.2773882125804948e-06,1.069650507917229e-07,7.574157074730192e-06,4.752656848256507e-07,1.4267166669238219e-09,2.8518833291939754e-14,4.6685581045783e-09,6.518751707622612e-11,8.795711246982596e-07,3.498228185868057e-10,4.288816576172348e-15,2.1076659856174383e-10,4.609062426800015e-09,1.2473307829831798e-11,1.0702696005742883e-09,1.1436729923336311e-13,2.8598553841726686e-08,1.4010383603953227e-09,1.3161906391061127e-06,1.1735188758342847e-13,2.406801564033294e-10,4.214517354296551e-10,6.157246776533926e-11,2.5871937595856514e-10,4.340982006653147e-08,2.1847042634718127e-14,6.977533226692205e-09,4.978052326253921e-09,3.8464156397461624e-08,8.374880305710873e-10,9.12934087658705e-15,3.1025717081965606e-15,1.1490622488073135e-16,5.132166059992451e-20,7.352552048174198e-11,5.695349760068767e-14,5.152616427272017e-13,4.4506889516634935e-06,4.4748292873600217e-10,8.049636259197758e-12,2.3241034725253018e-05
5.931699403652377e-06,0.7961200797007874,8.177517962513647e-06,2.7957662860980672e-06,9.648109601064386e-07,4.959868197972825e-05,0.0,0.0,1.9362925578165055e-05,4.866429512966622e-08,1.466237895402057e-05,9.200835692674209e-07,9.572319158486338e-07,4.5118195494943895e-18,2.7549479427198273e-13,2.976178959118262e-09,2.069265764077458e-06,7.929552563553718e-05,2.674551446821133e-10,6.794819454711841e-12,2.2789393961840837e-14,1.6280245377056164e-16,3.9534967912905575e-10,3.6086862055673035e-11,4.53484354234484e-11,1.1361738671334481e-10,6.467426915139053e-17,1.019824207856584e-11,3.2415053030456535e-11,1.449536932915042e-13,3.8733787348759504e-10,2.780862919067809e-15,2.1901194268657013e-15,1.0790787097396894e-12,3.76,0.0,0.7185700224418585,0.9988841680880581,3.1090259887706166e-05,4.367702671947089e-06,0.1784895252512677,0.1789089798813676,0.0009925299391938362,2.4854617044979535e-11,7.303274206948902e-05,3.587390232324168e-05,0.00014732316919623353,1.5401522865338214e-09,8.910042833715472e-10,4.858997471349485e-07,2.7284334698837497e-07,1.5652070139431774e-07,5.717414618171072e-10,2.427838183779683e-05,5.66732257989009e-07,1.0082479301987137e-06,4.132902607561436e-05,5.3427958809766305e-05,9.589926316915017e-07,1.0021104471641046e-07,1.357243796516736e-06,1.1315008007431544e-07,8.140797200010625e-06,4.9698362756657e-07,1.5150301654095947e-09,3.0283205237562825e-14,4.994914496120991e-09,6.97137215237784e-11,9.646818325642826e-07,3.662199509754332e-10,4.554061325675772e-15,2.2164394698362796e-10,5.009122331250129e-09,1.3263230464996631e-11,1.1496465611068432e-09,1.2287624818185712e-13,3.024163595926148e-08,1.4856772808932596e-09,1.4261221508357395e-06,1.2436217220566924e-13,2.4852848873505996e-10,4.675313633801788e-10,6.532422085644239e-11,2.7439929974322643e-10,4.660450387033492e-08,2.343948402536058e-14,7.681239048345118e-09,5.181868907203059e-09,4.2925942584910725e-08,9.127286300687924e-10,9.540768837167295e-15,3.2419833828072156e-15,1.2867823960303575e-16,5.812491301967092e-20,7.594453697155379e-11,6.036685186844403e-14,5.604727309598835e-13,4.534235628717185e-06,5.065113079862013e-10,9.162229232272813e-12,2.460739444805504e-05
6.072298361301925e-06,0.7966366614360135,8.465265422476665e-06,2.872149991547792e-06,1.002215411209876e-06,5.2480423978082005e-05,0.0,0.0,2.03552894068834e-05,5.18738982777435e-08,1.587541481549589e-05,9.859971897012222e-07,1.0102092737876845e-06,5.039158437478355e-18,2.971981828970189e-13,3.108931239177752e-09,2.110574744362744e-06,8.315502236822502e-05,2.9267998993771384e-10,7.2668668709665336e-12,2.6275620935799097e-14,1.7321426709466564e-16,4.0151968184344127e-10,3.898320659560722e-11,4.654481394556537e-11,1.2689954305975832e-10,7.044893094112859e-17,1.0790267924185401e-11,3.41476538231425e-11,1.5070351072445516e-13,4.112370338629035e-10,2.9923704539154303e-15,2.3586895143075306e-15,1.185674601788682e-12,3.76,0.0,0.7147903520460598,0.9988777181606209,3.300482861412204e-05,4.531983236729622e-06,0.18224966134725273,0.1826894540464291,0.0009925234596640706,2.536161989584061e-11,7.644740522095923e-05,3.7030251488393976e-05,0.00015417544132824586,1.58878353658769e-09,9.330150000723876e-10,5.015920030967135e-07,2.8927485592814644e-07,1.7119221912005966e-07,5.857655901264934e-10,2.5437408883339632e-05,5.930069336537168e-07,1.0410942027152007e-06,4.40697643284394e-05,5.658988639013001e-05,1.0165878637311868e-06,1.0628311638161405e-07,1.4398761461823036e-06,1.1952356191982418e-07,8.732862700659605e-06,5.19489177681286e-07,1.6063376544001376e-09,3.2107364570944974e-14,5.335107572469565e-09,7.443053091995925e-11,1.0555865756172028e-06,3.8304445765480655e-10,4.828291416900799e-15,2.3282088354485203e-10,5.431709539516403e-09,1.4088123522897543e-11,1.2325167794398301e-09,1.3176345720357548e-13,3.193487149436105e-08,1.5728159623383428e-09,1.5420776020087034e-06,1.3157293243424878e-13,2.5639171440804176e-10,5.178155355452637e-10,6.919958612317916e-11,2.9061691858744363e-10,4.9937971391057993e-08,2.5099667475510872e-14,8.433878538092593e-09,5.388908331766334e-09,4.7776317005579494e-08,9.926485959596008e-10,9.961496305577835e-15,3.3845382938396573e-15,1.4369285414858953e-16,6.563221464583606e-20,7.836838623028893e-11,6.38942059869312e-14,6.085006219726511e-13,4.6167012496284484e-06,5.716862921324459e-10,1.0395263320551215e-11,2.601466529723906e-05
6.212897318951472e-06,0.7971505858316521,8.755961244114549e-06,2.9487901221671852e-06,1.0402624727782141e-06,5.545384341258635e-05,0.0,0.0,2.138467890611852e-05,5.525443132158638e-08,1.715472056122285e-05,1.0551907113970174e-06,1.0647269753013782e-06,5.6154245911059925e-18,3.201499623191113e-13,3.244740625873061e-09,2.1530943301956178e-06,8.710868672659777e-05,3.1960895268456667e-10,7.758986999073365e-12,3.019958354718659e-14,1.841510952424561e-16,4.07862561919515e-10,4.204406571276998e-11,4.7791208441118854e-11,1.4134931436780941e-10,7.664471059420786e-17,1.140879207408533e-11,3.5948674044818765e-11,1.5673796936660477e-13,4.360455621102075e-10,3.2163452513668088e-15,2.5373042890251656e-15,1.3002635071469033e-12,3.76,0.0,0.7110303738173758,0.9988710688860081,3.4989094512710985e-05,4.699266352495251e-06,0.18598960217134972,0.186450226704078,0.0009925167850978445,2.586523268865835e-11,7.993754790290399e-05,3.8189791123913785e-05,0.00016117345226854038,1.6374933430719599e-09,9.759321881580286e-10,5.173279868642382e-07,3.0650600015227763e-07,1.8680172308327057e-07,5.998162345139958e-10,2.6623584369211463e-05,6.199653590804452e-07,1.0740351237927676e-06,4.692189543410702e-05,5.985269045066719e-05,1.0761888538753536e-06,1.1256829246088751e-07,1.525316508935406e-06,1.2608634960883265e-07,9.35076788313912e-06,5.42820249052044e-07,1.7006689733955934e-09,3.3991907402801604e-14,5.689356478626623e-09,7.934094984676811e-11,1.152520212563981e-06,4.0029904508743024e-10,5.111596465329152e-15,2.442997894757905e-10,5.877456208922013e-09,1.4949037644911456e-11,1.3189327152834627e-09,1.4103503240937555e-13,3.3678506714312706e-08,1.6624397393455783e-09,1.6642055690845213e-06,1.3898261285896574e-13,2.6426787954743116e-10,5.726307658448828e-10,7.319892188827639e-11,3.073817161962986e-10,5.34122415900477e-08,2.6828488943502105e-14,9.237348513970492e-09,5.599171259878951e-09,5.30381132234191e-08,1.077414503666603e-09,1.0391563247814741e-14,3.5302502963051835e-15,1.6002720018457553e-16,7.389763511763104e-20,8.079644823719624e-11,6.753745078235973e-14,6.594568596177804e-13,4.698094507172224e-06,6.434836775439805e-10,1.175827256725145e-11,2.7462705287491484e-05
6.35349627660102e-06,0.7976618672126127,9.0495974185735e-06,3.025714508869251e-06,1.07895958227712e-06,5.851944845875209e-05,0.0,0.0,2.245179612817041e-05,5.8813124917163356e-08,1.8502207519305095e-05,1.1277516649994693e-06,1.1208000724815293e-06,6.244043669077533e-18,3.4439583698496596e-13,3.3836269024779846e-09,2.1968656527908764e-06,9.115672137280922e-05,3.4831622632389376e-10,8.271486593885075e-12,3.4604354590608886e-14,1.9563913919593328e-16,4.14379502353908e-10,4.527588717811517e-11,4.9089945393674404e-11,1.5703710528808225e-10,8.328930595364593e-17,1.2055153596830248e-11,3.782153380849481e-11,1.6307326703706165e-13,4.617818755990678e-10,3.4534409963026127e-15,2.7264974409654262e-15,1.4233111394432886e-12,3.76,0.0,0.7072899840222614,0.9988642178138605,3.7044059322121285e-05,4.869638852714478e-06,0.18970944950780202,0.1901914006967262,0.0009925099091553182,2.6365478681214372e-11,8.350310497569436e-05,3.935226565719084e-05,0.00016831655498351892,1.6862709923362274e-09,1.01975182542324e-09,5.331042169934722e-07,3.24570425737027e-07,2.0338045515819512e-07,6.138937552401679e-10,2.7836933719002038e-05,6.476123227676258e-07,1.1070631887960395e-06,4.988724451400926e-05,6.32166358978228e-05,1.1378231762060009e-06,1.190694916259563e-07,1.613597000972717e-06,1.328393481163384e-07,9.994925730916658e-06,5.670163956176679e-07,1.7980549004832351e-09,3.593744860429949e-14,6.057880009859318e-09,8.444797920279521e-11,1.2557209320921248e-06,4.1798654417455464e-10,5.404068899646177e-15,2.5608292206521965e-10,6.347000326074275e-09,1.58470374269091e-11,1.4089465623912643e-09,1.5069708148607829e-13,3.5472801596591664e-08,1.7545340044372743e-09,1.792652349604873e-06,1.4658966996351109e-13,2.721552456051237e-10,6.323251816235236e-10,7.732255641263962e-11,3.247040025173039e-10,5.702932614993517e-08,2.862683964386889e-14,1.009356063643842e-08,5.812662511156435e-09,5.873486273668223e-08,1.1671946966021073e-09,1.083101756609326e-14,3.6791359392694714e-15,1.7776118596504257e-16,8.297818282990401e-20,8.322817039042541e-11,7.129865543809984e-14,7.134557715413015e-13,4.778424384463606e-06,7.224038809902457e-10,1.3261275347120834e-11,2.895135935267204e-05
6.494095234250567e-06,0.7981705198306679,9.346171551931074e-06,3.1029511316181816e-06,1.1183146894968324e-06,6.167774275865308e-05,0.0,0.0,2.3557335755907514e-05,6.255740213314704e-08,1.9919805832507903e-05,1.2037683013540137e-06,1.1784444120585897e-06,6.92862200651518e-18,3.6998279625600597e-13,3.5256122861850677e-09,2.2419278832307272e-06,9.529933756069084e-05,3.788779268600615e-10,8.804666290475127e-12,3.9536084332748465e-14,2.0770589612668351e-16,4.210718214891475e-10,4.868534073079862e-11,5.04433843135907e-11,1.740357569566431e-10,9.041220154100304e-17,1.2730763754114053e-11,3.976984388837125e-11,1.69726068792485e-13,4.884648868313425e-10,3.704342676478861e-15,2.926828816155343e-15,1.5553073794859893e-12,3.76,0.0,0.7035690794699009,0.9988571624731843,3.917073513200276e-05,5.043190304656191e-06,0.19340930456499517,0.1939130783259751,0.000992502828892154,2.686238101248219e-11,8.714402011237728e-05,4.0517448278356355e-05,0.00017560410469652342,1.7351070295867826e-09,1.0644699035888992e-09,5.489176038702308e-07,3.4350249023484524e-07,2.2095964832866708e-07,6.27998515196116e-10,2.907748374144576e-05,6.759528221756318e-07,1.1401717266317587e-06,5.29676423498503e-05,6.668196602470796e-05,1.2015190680638976e-06,1.2578970137657948e-07,1.7047506694832446e-06,1.397835196243183e-07,1.066574850826773e-05,5.921188221796664e-07,1.8985272191392918e-09,3.794462314836953e-14,6.44089691640959e-09,8.975462033776544e-11,1.3654302394192089e-06,4.361099230868592e-10,5.705804176497801e-15,2.6817283656175875e-10,6.840986346903073e-09,1.678320113714629e-11,1.5026103354382924e-09,1.607557235000149e-13,3.7318031323782537e-08,1.8490843614348922e-09,1.927561925853268e-06,1.5439258477349735e-13,2.800522784208064e-10,6.972696417732394e-10,8.15707911006254e-11,3.4259496598357957e-10,6.07912331888892e-08,3.04956077765518e-14,1.1004441159359884e-08,6.029390982366366e-09,6.489079663566102e-08,1.262159299107832e-09,1.1279915030204204e-14,3.831214422564267e-15,1.9697754132830477e-16,9.293392951474618e-20,8.566306410820212e-11,7.518007841341653e-14,7.706145805919189e-13,4.8577001560063225e-06,8.089726227621021e-10,1.4914785833434207e-11,3.048046068726144e-05
6.634694191900115e-06,0.7986765578654248,9.645686676838934e-06,3.180528123138154e-06,1.158336251103975e-06,6.492922740006811e-05,0.0,0.0,2.470198570160739e-05,6.649488254048555e-08,2.1409465395666765e-05,1.2833296416396578e-06,1.2376766523507704e-06,7.672955828002098e-18,3.9695919184595357e-13,3.670721412188575e-09,2.288318436128415e-06,9.953675566075712e-05,4.113721513581292e-10,9.358820689995921e-12,4.504413820307811e-14,2.2038020726873693e-16,4.2794097171677764e-10,5.2279327031845644e-11,5.1853924242231426e-11,1.9242058286103702e-10,9.804477456747085e-17,1.3437108399944555e-11,4.179741123682851e-11,1.7671354306892828e-13,5.161140238873731e-10,3.9697674453456365e-15,3.1388852592379143e-15,1.6967674154776654e-12,3.76,0.0,0.6998675575071196,0.9988499003681756,4.137014532194561e-05,5.220012848139892e-06,0.19708926797654852,0.19761536135549398,0.0009924955470371791,2.735596801134827e-11,9.086024585821762e-05,4.168513953762232e-05,0.0001830354589102308,1.7839931941004388e-09,1.1100824284408878e-09,5.647654306289238e-07,3.633372389124919e-07,2.395705295100509e-07,6.421308800412328e-10,3.034526267567982e-05,7.049920831942042e-07,1.1733548592848937e-06,5.616492750482286e-05,7.024890498009966e-05,1.2673054744391553e-06,1.3273198282776643e-07,1.7988115527994202e-06,1.4691988874160528e-07,1.136364835082611e-05,6.181703959795547e-07,2.002118782297033e-09,4.001408738793423e-14,6.838626200164528e-09,9.526387909004065e-11,1.4818929485748868e-06,4.546722991008394e-10,6.016900973365576e-15,2.8057249388056587e-10,7.360065840364236e-09,1.7758620493310358e-11,1.5999759545577979e-09,1.712170989170751e-13,3.921448768566458e-08,1.9460767719694313e-09,2.0690759359015123e-06,1.623898749088573e-13,2.879576377184793e-10,7.678588944756407e-10,8.594390354912412e-11,3.610667255420669e-10,6.469997088213742e-08,3.243568033483686e-14,1.1971930745626441e-08,6.2493695676701915e-09,7.153084740584449e-08,1.3624802342068657e-09,1.1738319214220401e-14,3.9865075653277234e-15,2.1776186455613543e-16,1.0382814067155361e-19,8.81007015547296e-11,7.918417828864652e-14,8.31053519984473e-13,4.935931388826253e-06,9.037416173573948e-10,1.672982554157905e-11,3.2049832018363403e-05
