Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46)
1.2699471329428936e-06,0.7773874160802673,7.967620477524071e-07,2.986527613962927e-07,7.797522126724027e-08,1.1028232129578884e-06,0.0,0.0,2.078777293994352e-06,1.9170258637750692e-09,3.998277794771158e-08,3.3171408604561253e-08,1.4881136303010552e-08,1.4679026044483912e-20,9.027387861938615e-15,3.4395782864812887e-10,8.388493311404112e-07,3.5610324225047096e-06,4.88647821050773e-13,6.804231089295015e-14,7.959549359425194e-18,3.8221578388472665e-18,2.9015973426053793e-10,2.0019403756067768e-13,1.6476707579377405e-11,4.5236489882468515e-14,2.674190483117128e-19,2.872227662003287e-13,1.051889809260696e-12,2.3465746234046037e-14,7.104410098695804e-12,1.768446200274147e-17,1.1645245247986075e-17,1.1619912458894452e-15,3.76,0.0,0.8557646255983062,0.9990011968638277,5.272987862400481e-07,3.5889577615133027e-07,0.041670872888228204,0.04168989582482878,0.0009926488202311083,5.9421518744227006e-12,3.5243220427758436e-06,3.559667974819715e-06,7.07000760377483e-06,1.561303798412749e-10,3.883283692075433e-11,4.7815902078044006e-08,1.2016662815559252e-08,3.3699148569795653e-10,1.1952813869875327e-10,1.1349099419466445e-06,4.951239043209294e-08,9.54565892618471e-08,6.475458815011786e-07,1.123100891347535e-06,1.7412542649071724e-08,1.6679475518432128e-09,1.6134846883899847e-08,2.693165806320979e-09,3.725128263247498e-08,4.95558980889637e-08,1.8162019548148327e-11,3.6523892572935875e-16,5.941112220960221e-11,8.812593790153686e-13,1.710507591795254e-09,3.24776984914346e-11,5.514023884593327e-17,1.5638847769576628e-11,9.132643669535233e-12,3.624691682178255e-13,5.330973229963139e-12,5.679737858008385e-16,8.19438542514477e-10,2.2509534792241438e-11,7.667994935260145e-09,1.9231769840151296e-15,2.498021410052112e-11,1.280132410669661e-12,1.3468473587607199e-12,5.072350908680453e-12,2.2370825155020118e-10,1.151173124666632e-16,6.7496546192912835e-12,3.932008201281689e-10,3.729574202958718e-11,3.1026091090959023e-12,1.1261831156248634e-15,3.8343560159297727e-16,5.510920169491124e-20,1.3040995230659422e-23,7.348669674584506e-12,1.1385841697206165e-15,3.1138483749233553e-15,1.1501254240450625e-06,2.4273853847473365e-13,2.0361865682693176e-15,5.5531957111804e-07
1.2940553218402781e-06,0.7774928140610116,8.195456679078964e-07,3.097048538469511e-07,8.05405912916921e-08,1.1560230014875858e-06,0.0,0.0,2.1201494458861997e-06,1.986415408906409e-09,4.334406023135931e-08,3.39613810880622e-08,1.5834050925617482e-08,1.5412236555131154e-20,9.221497639094518e-15,3.475587724887146e-10,8.495940867365299e-07,3.6973998288642287e-06,5.309228796088591e-13,7.212157775885906e-14,8.521278754534716e-18,4.00865029086859e-18,2.9014602732756434e-10,2.1410146337118297e-13,1.6693340579471172e-11,5.0123829719480624e-14,2.879186552376633e-19,3.012986900765924e-13,1.1025408938480336e-12,2.4097022317716777e-14,7.473826476224209e-12,1.9058852870266366e-17,1.260939362126828e-17,1.2805267739307782e-15,3.76,0.0,0.8549921478216226,0.9990009956153717,5.556345958151106e-07,3.7101892342955006e-07,0.04244268570567386,0.04246243647180159,0.0009926486052303897,6.051413741655061e-12,3.658132689641647e-06,3.6611007201725157e-06,7.3392533380715405e-06,1.605657075676476e-10,4.040338588883372e-11,4.9186790123350875e-08,1.2459489820336862e-08,3.6229763248388795e-10,1.2181270807636395e-10,1.1781837259860672e-06,5.068402833679963e-08,9.82693834908348e-08,6.789592147671136e-07,1.1756147358544985e-06,1.8332155731920288e-08,1.7597050458676941e-09,1.7174736352539753e-08,2.818959017085692e-09,4.019079110838374e-08,5.079034714113383e-08,1.9337706882798255e-11,3.8882096365847754e-16,6.264763730863445e-11,9.280393612252155e-13,1.8579811036965523e-09,3.324484558229506e-11,5.869450255888338e-17,1.587385284858495e-11,9.992645619194887e-12,3.7839557270069084e-13,5.752430960084178e-12,6.128663496381965e-16,8.543683287805344e-10,2.375782810770195e-11,8.159926039769574e-09,2.0297185394075367e-15,2.5694343726043886e-11,1.3718987858420218e-12,1.4104140937364145e-12,5.3334609655365606e-12,2.412778344569062e-10,1.2414508155981948e-16,7.431216336355185e-12,4.050230485392363e-10,4.0520027647534835e-11,3.3315773509419664e-12,1.1375158333952717e-15,3.8736804703716823e-16,6.094438058797473e-20,1.4529401947999497e-23,7.564513956594246e-12,1.1971394390092413e-15,3.303277536732211e-15,1.1710014907880496e-06,2.6478739888482895e-13,2.251645943567058e-15,5.808996115490426e-07
1.3422716996350475e-06,0.777703328161798,8.657674642298485e-07,3.321540878911309e-07,8.57602734499241e-08,1.266864077223971e-06,0.0,0.0,2.2033673221636033e-06,2.1286103286105882e-09,5.069657787280012e-08,3.557755133812624e-08,1.785014486719702e-08,1.6957462117617496e-20,9.617469938558796e-15,3.551242459355648e-10,8.706731451673293e-07,3.97787318597805e-06,6.236337578527285e-13,8.075791723810607e-14,9.75568960000326e-18,4.397661051437027e-18,2.9013870238246136e-10,2.4390826533602273e-13,1.7118733593846636e-11,6.116455014932602e-14,3.3226241536948596e-19,3.305590978341846e-13,1.207672579082301e-12,2.5359280835720444e-14,8.247195588561065e-12,2.2020458121094028e-17,1.4699106116320097e-17,1.5452683448848402e-15,3.76,0.0,0.853449272524289,0.9990005830026041,6.150502317029633e-07,3.957102552959402e-07,0.04398419445087694,0.0440054419911103,0.000992648165232227,6.269548886464431e-12,3.933099813896784e-06,3.867517666847737e-06,7.892638691144723e-06,1.6958913300460976e-10,4.3637108466331195e-11,5.197687110263849e-08,1.3367606140739242e-08,4.173028232072891e-10,1.263832936029153e-10,1.2671387695564988e-06,5.305958539498638e-08,1.039973570776815e-07,7.44783492469356e-07,1.285185957878958e-06,2.0259207641668525e-08,1.9523841823244952e-09,1.938247243850537e-08,3.080897873838171e-09,4.655893067966283e-08,5.329044178234367e-08,2.1834151810433542e-11,4.388863673554295e-16,6.946869776284834e-11,1.026506378626969e-12,2.181493142029866e-09,3.479987985127358e-11,6.623949158270584e-17,1.636930005327963e-11,1.189477263263948e-11,4.114450479682516e-13,6.6655201904864126e-12,7.10125534937718e-16,9.269216763543426e-10,2.638540911615535e-11,9.211005467289631e-09,2.2539379520684983e-15,2.714736440079956e-11,1.569625952330967e-12,1.543097160892475e-12,5.880346408282354e-12,2.793171690945599e-10,1.4368631288354944e-16,8.954948948576268e-12,4.29174325287792e-10,4.7628846842260025e-11,3.82601744135829e-12,1.1613719404293845e-15,3.956359680928572e-16,7.409531536356296e-20,1.792146141732435e-23,8.003933900339864e-12,1.3197571745296023e-15,3.70691936413612e-15,1.2126465017814623e-06,3.1374256703039304e-13,2.7390513795186907e-15,6.342260207606799e-07
1.3856664396503399e-06,0.7778924700171042,9.081093735114885e-07,3.527271340323249e-07,9.055762565665251e-08,1.3717535265417137e-06,0.0,0.0,2.2788338316083447e-06,2.260474806362629e-09,5.8074607226563274e-08,3.707572543113634e-08,1.9792155727025127e-08,1.8442600061903706e-20,9.983402990796095e-15,3.6234888238381833e-10,8.891897395991708e-07,4.239129620974709e-06,7.16981150271745e-13,8.90910331969313e-14,1.1004521615062247e-17,4.7661308491906295e-18,2.9015508298695624e-10,2.730961878914739e-13,1.7492878736415622e-11,7.268771901898789e-14,3.76155856604287e-19,3.5815880796984156e-13,1.3066490095051228e-12,2.6494065343091296e-14,8.983213564583071e-12,2.4936910660326692e-17,1.6771104372728516e-17,1.8176150828249656e-15,3.76,0.0,0.8520630527292278,0.9990002000485791,6.717061127008228e-07,4.18428671145383e-07,0.04536914244889098,0.04539178397984214,0.0009926477577669583,6.465428500238504e-12,4.188932725216084e-06,4.057294349103996e-06,8.407644973632966e-06,1.7788219463256055e-10,4.6652929379245586e-11,5.454237402803477e-08,1.4210425283838634e-08,4.721343335076165e-10,1.3049847424643683e-10,1.3499411836070054e-06,5.5235082731270156e-08,1.0926794351336891e-07,8.075305850092801e-07,1.3890766575855699e-06,2.2095286979323223e-08,2.136420923698351e-09,2.1518745859693675e-08,3.3286212066291268e-09,5.2874233675772056e-08,5.557595668647217e-08,2.4250197936275493e-11,4.873296952395715e-16,7.601602532740917e-11,1.1208803810656306e-12,2.507365394412711e-09,3.622350028446513e-11,7.353908929202625e-17,1.6844472326453543e-11,1.3828907237077865e-11,4.425619364374449e-13,7.571068118095127e-12,8.065808658986284e-16,9.953378955900555e-10,2.8902972711044324e-11,1.0236932445779994e-08,2.4687151245165278e-15,2.8482960497460453e-11,1.7645794524736628e-12,1.6689581241964683e-12,6.401192269218087e-12,3.170121573138461e-10,1.630450158996539e-16,1.052502412029749e-11,4.51485867222798e-10,5.483878005568286e-11,4.314745513186744e-12,1.184204140386297e-15,4.035377372357125e-16,8.778309614094054e-20,2.1499994122139057e-23,8.408119461815445e-12,1.4365070653126803e-15,4.099661989338285e-15,1.250004894916338e-06,3.6382841875918736e-13,3.2490020638281958e-15,6.847330166306739e-07
1.4290611796656323e-06,0.7780813084590735,9.511501483204658e-07,3.7362335327601423e-07,9.544750172127436e-08,1.4815810983789411e-06,0.0,0.0,2.3548748200999527e-06,2.3960209739986545e-09,6.622111860569711e-08,3.86178159673254e-08,2.1856813415355528e-08,2.0022611060060464e-20,1.035919779860246e-14,3.6996817113968545e-10,9.072901300407314e-07,4.50876116043979e-06,8.204010524680907e-13,9.797235141814154e-14,1.239750166209161e-17,5.152084223234606e-18,2.901932777936284e-10,3.0462240822935555e-13,1.7859062233804198e-11,8.588220774630482e-14,4.240114981960494e-19,3.869582518655104e-13,1.4097425565005704e-12,2.762675123517975e-14,9.757774363958418e-12,2.810009997400968e-17,1.903204172899463e-17,2.125144431205832e-15,3.76,0.0,0.8506790723952994,0.998999806024205,7.314343872704116e-07,4.4160525772804387e-07,0.04675181114094506,0.046775891114255196,0.0009926473393585989,6.6608904360371805e-12,4.452675167365324e-06,4.2508088469558455e-06,8.93869650551872e-06,1.8633574152270038e-10,4.9768535580183636e-11,5.7158726207491455e-08,1.5077322086257676e-08,5.323774364739704e-10,1.346152264798013e-10,1.4353403439405928e-06,5.744686154524861e-08,1.1464639185916138e-07,8.736954481018862e-07,1.4980721354789808e-06,2.402947765896275e-08,2.3307157436057403e-09,2.380012150992116e-08,3.5878849510804424e-09,5.97718950674322e-08,5.7894892644554825e-08,2.6830676053839317e-11,5.390608506132747e-16,8.296309116113868e-11,1.2208817979168833e-12,2.8685645042226686e-09,3.767042879155841e-11,8.133322160656263e-17,1.7347637123294036e-11,1.5990089167560032e-11,4.74987327236026e-13,8.560132706643758e-12,9.119317308209887e-16,1.0667598092674128e-09,3.156894380810403e-11,1.1342344229160015e-08,2.6960977114137813e-15,2.9844573778821806e-11,1.9765617226588264e-12,1.8010567032551059e-12,6.9497547349008526e-12,3.5815367451525234e-10,1.8416783902666058e-16,1.2301400594357841e-11,4.74339747122295e-10,6.288693005028547e-11,4.8472881121050796e-12,1.2083293141307407e-15,4.118766109477704e-16,1.0341790922648077e-19,2.563873202162808e-23,8.820434993138791e-12,1.559439724247243e-15,4.5216834839586365e-15,1.2872476033299176e-06,4.20197670470354e-13,3.8346999074163226e-15,7.376684570527851e-07
1.4724559196809247e-06,0.7782698440035303,9.948854912635153e-07,3.948186858292971e-07,1.0042817108233297e-07,1.5964191160495842e-06,0.0,0.0,2.4315234473956516e-06,2.535249325089587e-09,7.518280724438143e-08,4.0206343146787147e-08,2.404569703147977e-08,2.1703075119532002e-20,1.0745643513625067e-14,3.779823808768991e-10,9.249878791797892e-07,4.7867769740272475e-06,9.345748071020508e-13,1.0741845683183028e-13,1.394880219737666e-17,5.5555977801349456e-18,2.9025330661807317e-10,3.385843544639917e-13,1.8217555902720094e-11,1.0092135846324416e-13,4.760087280493827e-19,4.16957640104308e-13,1.5169393919451384e-12,2.8756550071107295e-14,1.0571497959540398e-11,3.1518287112228475e-17,2.1489105283332182e-17,2.470748821471277e-15,3.76,0.0,0.8492973277889623,0.998999400853215,7.942897529518296e-07,4.6522889829202707e-07,0.04813220411845455,0.04815776701097288,0.0009926469099354259,6.855935728339909e-12,4.7243149173597625e-06,4.448009278267054e-06,9.485772458730811e-06,1.9494738780307448e-10,5.298379771386357e-11,5.982522642787261e-08,1.5968215208625773e-08,5.983978282816951e-10,1.3873355523864227e-10,1.5233346044602883e-06,5.969564265291937e-08,1.2013125471492355e-07,9.433713424118887e-07,1.6122730908627952e-06,2.6063401167563967e-08,2.53544801131868e-09,2.622995870036866e-08,3.858871651855107e-09,6.727991245200872e-08,6.024711592416435e-08,2.9579346053314214e-11,5.9415467221274335e-16,9.032230165559207e-11,1.326680843443066e-12,3.2675189400020594e-09,3.914112691788646e-11,8.963311236213347e-17,1.7879011546753323e-11,1.839464035009637e-11,5.087286883181066e-13,9.636708567665353e-12,1.0266038276968502e-15,1.1412363963307893e-09,3.4386830111456554e-11,1.2530907627759814e-08,2.9363776377513408e-15,3.123181997160724e-11,2.206486947069076e-12,1.9395171893604077e-12,7.526576895347113e-12,4.029039249433032e-10,2.0713700462477113e-16,1.4302313808996456e-11,4.977331550173336e-10,7.184355267506242e-11,5.42599047158191e-12,1.2337484591553529e-15,4.2065267797976894e-16,1.2119783808976816e-19,3.0402579334840317e-23,9.240763525868452e-12,1.6886732632904026e-15,4.974326815099714e-15,1.3243746334933357e-06,4.834425721598104e-13,4.504741368183264e-15,7.930773584103849e-07
1.515850659696217e-06,0.7784580771652846,1.0393109815540928e-06,4.162902102204599e-07,1.0549797148930615e-07,1.7163391697870955e-06,0.0,0.0,2.5088131158861056e-06,2.678163329650448e-09,8.50069268433237e-08,4.184384477515795e-08,2.636021492872424e-08,2.3489939345168695e-20,1.1143539186618143e-14,3.863913219383304e-10,9.422962166087464e-07,5.073186255282133e-06,1.0602022954972306e-12,1.1744585210337254e-13,1.567375683405822e-17,5.976739666833351e-18,2.9033516415915537e-10,3.7507963511069273e-13,1.856862544339163e-11,1.179895254661882e-13,5.323251436225053e-19,4.4815654477830455e-13,1.6282232724057412e-12,2.988275979446729e-14,1.14249877847179e-11,3.5199385050819964e-17,2.414920217127601e-17,2.857412779946358e-15,3.76,0.0,0.84791781518544,0.9989989844588409,8.603257129860376e-07,4.892888426902471e-07,0.04951032496648455,0.04953741528057465,0.0009926464694184581,7.0505654061385615e-12,5.003839900565869e-06,4.648843130324542e-06,1.0048852016984933e-05,2.0371472225776474e-10,5.629858649641966e-11,6.254116457245899e-08,1.6883032463754397e-08,6.705744346034929e-10,1.4285346560969767e-10,1.6139223741963136e-06,6.198213546911386e-08,1.2572106295794315e-07,1.0166511888441038e-06,1.731778827886983e-06,2.8198632691583692e-08,2.750791897492319e-09,2.8811466089924232e-08,4.1417606874302575e-09,7.542616972103437e-08,6.263249794331847e-08,3.249979106993694e-11,6.526824774638429e-16,9.810605917903527e-11,1.4384475552789346e-12,3.706727185931248e-09,4.063604855243218e-11,9.844945698992472e-17,1.8438779109953102e-11,2.1059231873632263e-11,5.437930014910937e-13,1.0804770628466201e-11,1.1510207999392413e-15,1.218815828458479e-09,3.73600744391339e-11,1.3806349103650624e-08,3.189841017136671e-15,3.2644310517666827e-11,2.4552916662406827e-12,2.0844621660707257e-12,8.132190231687366e-12,4.514241353813127e-10,2.320341571318802e-16,1.6546804536973197e-11,5.216631582711579e-10,8.17826511158565e-11,6.0532419625009206e-12,1.2604609599075406e-15,4.298655064868417e-16,1.4133331311083592e-19,3.586143592114346e-23,9.668986534840664e-12,1.82432307991289e-15,5.45896080789781e-15,1.3613859936495444e-06,5.541942436109897e-13,5.268414945266047e-15,8.510039699538579e-07
1.5592453997115095e-06,0.7786460084581375,1.0844220516971678e-06,4.380161440227239e-07,1.1065530667334367e-07,1.8414121041388108e-06,0.0,0.0,2.5867774282777157e-06,2.824769419906817e-09,9.57412286744942e-08,4.3532873400368095e-08,2.880161635971809e-08,2.5389529681139867e-20,1.1553692923533232e-14,3.9519439356560884e-10,9.592280477418362e-07,5.367998193067412e-06,1.1980015286895923e-12,1.2807095786330534e-13,1.7588938610615205e-17,6.415570708143114e-18,2.9043882256638823e-10,4.1420600504320955e-13,1.8912530596438383e-11,1.3728231973608751e-13,5.931364898657799e-19,4.805539761193598e-13,1.7435758268179577e-12,3.1004759153961474e-14,1.2318831641770219e-11,3.9150964079102605e-17,2.7018959156460204e-17,3.288208895008629e-15,3.76,0.0,0.8465405308686276,0.9989985567638695,9.295946227895352e-07,5.137746979679094e-07,0.050886177263839816,0.05091483952760993,0.000992646017727415,7.244780494470081e-12,5.291238187772635e-06,4.8532573613641085e-06,1.0627914375899099e-05,2.1263531283087833e-10,5.971277271634037e-11,6.530582302687565e-08,1.7821710976228887e-08,7.492993737015513e-10,1.4697496282797573e-10,1.7071021164437353e-06,6.43070374445558e-08,1.3141432895852542e-07,1.0936275158431103e-06,1.8566872381121953e-06,3.043670307190474e-08,2.9769165918083074e-09,3.154770693331004e-08,4.436728129674343e-09,8.423840462417095e-08,6.505091547653886e-08,3.5595423665119735e-11,7.147121862953917e-16,1.0632675187916172e-10,1.5563516616115764e-12,4.188756459955012e-09,4.215563956114709e-11,1.0779244116545223e-16,1.902709279221454e-11,2.4000855867946397e-11,5.801868541684506e-13,1.2068269426901676e-11,1.2856037371042797e-15,1.2995454291694288e-09,4.0492053901098994e-11,1.5172453347209443e-08,3.456768089098462e-15,3.408165331761795e-11,2.72393497581907e-12,2.236012486686469e-12,8.767114552139867e-12,5.038743666916352e-10,2.5894026692378017e-16,1.9054710411272168e-11,5.461267122092705e-10,9.278206001105811e-11,6.7314753571433105e-12,1.2884647504605143e-15,4.39514197892334e-16,1.64047381134827e-19,4.2090389707431243e-23,1.0104984188535588e-11,1.9665018460493775e-15,5.9769797257041684e-15,1.3982816938297348e-06,6.33124166175093e-13,6.135734656311011e-15,9.114917666170988e-07
1.6026401397268018e-06,0.7788336383948659,1.1302139724248604e-06,4.59975836773835e-07,1.1589864428818724e-07,1.971708003227986e-06,0.0,0.0,2.6654501480539557e-06,2.975076973381554e-09,1.0743390503763545e-07,4.5275993694561864e-08,3.137100296326432e-08,2.740856236898677e-20,1.197692111213913e-14,4.043906290945217e-10,9.757959624349722e-07,5.6712219461607065e-06,1.3487082504777465e-12,1.3931011293388178e-13,1.9712241652932852e-17,6.872145461679312e-18,2.9056423390080277e-10,4.560613362772112e-13,1.9249525294506114e-11,1.5900684442795453e-13,6.586166353775076e-19,5.141484539886318e-13,1.862976825082894e-12,3.21220024590958e-14,1.3253602584007792e-11,4.33802604051246e-17,3.0104724924156255e-17,3.766293863656647e-15,3.76,0.0,0.8451654711309996,0.9989981176906894,1.0021477348626595e-06,5.386764192103748e-07,0.052259764583146864,0.05229004335061234,0.0009926455547910394,7.438582018220769e-12,5.5864979923795895e-06,5.06119849430946e-06,1.1222938743108997e-05,2.217067107773729e-10,6.322622723530334e-11,6.811847797539319e-08,1.8784197338331222e-08,8.349779054693076e-10,1.5109805227402468e-10,1.8028723478623182e-06,6.667103354219995e-08,1.3720954952564972e-07,1.1743924117441998e-06,1.987094785876143e-06,3.2779100700227914e-08,3.2139865133112544e-09,3.4441604573930954e-08,4.743946613869693e-09,9.374418003331284e-08,6.750225086082203e-08,3.886949229006902e-11,7.803084504974021e-16,1.1499674411673545e-10,1.6805624571801356e-12,4.716241468156697e-09,4.3700337445865184e-11,1.176717602788371e-16,1.9644078262737395e-11,2.7236798265231296e-11,6.179165262308826e-13,1.3431126952111639e-11,1.4307707336809422e-15,1.3834716357761435e-09,4.378607916155601e-11,1.6633061847405298e-08,3.737433163677147e-15,3.554345341522318e-11,3.0133987503407844e-12,2.3942872552599336e-12,9.431857952793944e-12,5.604133479718086e-10,2.8793554598422346e-16,2.184665652688032e-11,5.711206699069031e-10,1.0492352755123331e-10,7.463166120322383e-12,1.3177564704561998e-15,4.495974383745103e-16,1.8957596538747687e-19,4.9169907633190757e-23,1.0548635577984771e-11,2.1153195026725684e-15,6.5298028189193016e-15,1.4350617458699165e-06,7.209456877237029e-13,7.117473965700704e-15,9.745834431807324e-07
1.6460348797420942e-06,0.7790209674872242,1.1766818442973444e-06,4.82149756325112e-07,1.2122651404911453e-07,2.1072961746576987e-06,0.0,0.0,2.7448651626181467e-06,3.1290982935981e-09,1.2013353686643105e-07,4.707578006655626e-08,3.4069339995237076e-08,2.955415523933293e-20,1.2414047726465686e-14,4.1397873853824356e-10,9.920122433275464e-07,5.982866620747627e-06,1.5130755540523264e-12,1.5117957455386536e-13,2.206296617097826e-17,7.346513197836824e-18,2.907113324471603e-10,5.007435931706543e-13,1.9579857809117382e-11,1.8338192184605988e-13,7.2893758414035445e-19,5.489380746930794e-13,1.9864044292318175e-12,3.3234014656355753e-14,1.4229859782405368e-11,4.7894185865820084e-17,3.3412574841501754e-17,4.294904647454707e-15,3.76,0.0,0.843792632273523,0.9989976671613658,1.0780352422715757e-06,5.639843006373486e-07,0.05363109049092851,0.05366303034211338,0.000992645080530271,7.631970996681066e-12,5.889607667696291e-06,5.272612703683401e-06,1.183390433838306e-05,2.309264545060907e-10,6.683882098892936e-11,7.097840060144306e-08,1.9770447761794875e-08,9.280283673098737e-10,1.5522273947199134e-10,1.9012316375438671e-06,6.907479579594009e-08,1.4310520861967787e-07,1.2590374817958997e-06,2.1230964962109117e-06,3.5227273365407756e-08,3.4621615142750575e-09,3.7495948110149253e-08,5.063585222522653e-09,1.0397085858859892e-07,6.998639220118672e-08,4.23250879509841e-11,8.495327870056955e-16,1.2412836751886453e-10,1.8112486878372e-12,5.291883195916874e-09,4.527057106563194e-11,1.2809663947586668e-16,2.028983541877702e-11,3.07846125353241e-11,6.569880728266263e-13,1.4897232981353314e-11,1.5869365010191883e-15,1.4706399678307193e-09,4.7245393784896686e-11,1.8192071457905318e-08,4.032104573212245e-15,3.702931363028331e-11,3.324687892041927e-12,2.5594038108184553e-12,1.0126916801061291e-11,6.211983313353339e-10,3.1909937445573386e-16,2.4944045253418344e-11,5.966417914408026e-10,1.182927955847468e-10,8.250831724435477e-12,1.3483316122879588e-15,4.601135472819764e-16,2.181681163200358e-19,5.718602506452681e-23,1.0999818927328483e-11,2.270883259485828e-15,7.118873864829704e-15,1.4717261634276108e-06,8.184155396670551e-13,8.225200123020793e-15,1.040320909662482e-06
1.6894296197573866e-06,0.7792079962459368,1.2238205949856662e-06,5.045194692879793e-07,1.266375060185107e-07,2.2482451326311964e-06,0.0,0.0,2.8250564491398385e-06,3.2868485885532783e-09,1.3388904548030367e-07,4.893481449874992e-08,3.689746724833523e-08,3.183383886419682e-20,1.2865903692830077e-14,4.239571484829775e-10,1.0078888739101031e-06,6.302941250733116e-06,1.6918735129459943e-12,1.6369551860165766e-13,2.4661906873809617e-17,7.838718808062837e-18,2.908800368848206e-10,5.483508119194252e-13,1.99037708928728e-11,2.1063831197889299e-13,8.042695184141006e-19,5.849205732846903e-13,2.1138354275812215e-12,3.434038669387543e-14,1.524814937397736e-11,5.2699339801043844e-17,3.694831783000377e-17,4.877354756898315e-15,3.76,0.0,0.8424220106055725,0.9989972050976894,1.1573063207628658e-06,5.896889669418885e-07,0.05500015854767149,0.05503380408865635,0.0009926445948616877,7.824948443941148e-12,6.20055570435608e-06,5.487445896215862e-06,1.2460790393737057e-05,2.4029207313927933e-10,7.055042498749915e-11,7.388485819995742e-08,2.0780428224971675e-08,1.0288820971048175e-09,1.5934903008654692e-10,2.0021786060501517e-06,7.151898294694867e-08,1.4909977985305495e-07,1.3476538097544583e-06,2.2647859452041295e-06,3.778263005032329e-08,3.721597077899471e-09,4.071339818968969e-08,5.395809395685818e-09,1.1494558063199975e-07,7.250323357554402e-08,4.596515102187126e-11,9.224437140380466e-16,1.3373391266617481e-10,1.948578443794227e-12,5.918447738813309e-09,4.686676040328389e-11,1.3907585413101222e-16,2.096444096654642e-11,3.466209449373723e-11,6.974074000099181e-13,1.6470441900041435e-11,1.7545120303617162e-15,1.5610950005560877e-09,5.087317366804251e-11,1.9853432960595754e-08,4.3410446315313265e-15,3.8538835144239726e-11,3.6588306056480284e-12,2.7314777146625412e-12,1.0852775740989581e-11,6.863849667061512e-10,3.52510237410098e-16,2.836904533790395e-11,6.226867526537382e-10,1.3297967767778862e-10,9.097030986864776e-12,1.3801846594866898e-15,4.710605226525733e-16,2.500862534923039e-19,6.623053451385202e-23,1.1458411787691413e-11,2.4332975995121668e-15,7.74566070892195e-15,1.5082749619986308e-06,9.263353656980301e-13,9.471308895897534e-15,1.10874528788402e-06
