Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169)
3.1783795549690186e-07,0.7020384965671125,1.8500684342678916e-09,1.90821609129051e-10,1.015266804213592e-10,3.9966362356643955e-10,0.0,0.0,9.457284939194546e-08,1.0510881763408693e-11,7.762604734977576e-11,8.984970352765507e-11,3.0522984632276956e-13,6.707262461526055e-27,2.054382002757162e-18,1.1259594998733652e-10,1.8182614500512344e-11,1.3725051022901673e-08,6.025225821960262e-24,8.442187096281736e-20,2.5638799717969626e-20,2.2829619961781714e-20,1.2840844049779626e-11,1.683323845964427e-19,2.160300020280747e-16,6.86044970683348e-23,3.369817572514297e-28,2.692226921846094e-20,9.59976138419446e-23,7.926289359418442e-24,1.3635997714734756e-16,1.1083391044279846e-26,9.171578672890452e-27,1.9698838562632992e-25,3.76,0.0,0.9473310842922207,0.9995339934201156,1.338515415685773e-10,5.622369735240492e-13,0.0014388123571087658,0.0014388340543693124,0.00046589792700850723,5.23897980088834e-14,1.3686055491738466e-08,9.334911898448223e-08,3.3645544352089172e-09,1.0525487973690716e-11,1.8666419996160795e-15,8.425278568581604e-10,1.5945926601153608e-11,8.157074806575901e-14,2.7489497654547287e-13,6.751751338570502e-10,5.612081100737073e-10,1.2613798292470056e-09,2.0348078670619448e-11,1.196493589897731e-09,2.743986727608129e-12,1.3215407957842783e-13,1.5090528880018559e-12,1.8692220375623192e-12,1.55414693292139e-13,3.3045093241363557e-10,4.710179232228568e-15,5.3356991204335027e-20,4.519864652227783e-16,4.6001779976565935e-18,3.667860552466698e-15,1.2922404309265164e-12,6.781096463850551e-21,7.921718837252392e-17,3.5037626306905666e-19,1.0116247264347948e-16,7.046532015960469e-17,2.8734419292102867e-21,1.460404130959577e-12,1.9496181937982716e-15,2.749885034550066e-19,4.661568266865088e-19,1.4412929109601163e-12,5.170955130480333e-24,2.2017353535952616e-16
3.283080510084565e-07,0.702044319299044,1.9728726785058008e-09,2.078065161328269e-10,1.0870532269903972e-10,4.3905709859480304e-10,0.0,0.0,9.76904825218853e-08,1.1210390988814767e-11,8.146684655935541e-11,9.426182883102892e-11,3.3990869129005237e-13,7.787860833871793e-27,2.2257608692179983e-18,1.133715031859258e-10,1.9624366978295808e-11,1.4643180608085023e-08,6.543399711934938e-24,9.424939099454092e-20,2.7367272212587994e-20,2.3365271846952892e-20,1.2858181555832239e-11,1.9283450108147214e-19,2.3425281835778136e-16,7.554723119807369e-23,3.882861613209659e-28,3.037239277825883e-20,1.1591305508222136e-22,9.426853640262128e-24,1.5120584577671398e-16,1.319308268825273e-26,1.0746805966182928e-26,2.445552303735621e-25,3.76,0.0,0.947283720746997,0.9995339893606763,1.4724888817739368e-10,6.286159401792955e-13,0.0014861714057469665,0.0014861945418782507,0.000465897924744079,5.4115309872070325e-14,1.460226482553927e-08,9.643572612924663e-08,3.5898266240786932e-09,1.0878246405225291e-11,2.032971892612876e-15,8.72376979659399e-10,1.702327836688682e-11,8.984409404687955e-14,2.840156545163789e-13,7.204162414743106e-10,5.847613551369953e-10,1.3256355244418318e-09,2.199313992329225e-11,1.2875085412447643e-09,2.903652899463337e-12,1.4203542989888123e-13,1.6481306519003557e-12,1.993233297564672e-12,1.8034677384289255e-13,3.4128919931775913e-10,5.1678506660652324e-15,5.843555738822722e-20,5.031540222329025e-16,5.043633894497964e-18,4.266519253837922e-15,1.3481341049732732e-12,7.418906885631116e-21,8.67410842091718e-17,4.166620270726077e-19,1.071374579187118e-16,8.204129886276713e-17,3.3454379032550222e-21,1.5433955313871532e-12,2.167509197024916e-15,3.2417760627851776e-19,5.187840339632537e-19,1.4933089785718717e-12,6.3107336738458984e-24,2.382868413135865e-16
3.4924824203156575e-07,0.7020559638947177,2.2279344835371052e-09,2.4456267783634985e-10,1.2383117281833555e-10,5.252050635053725e-10,0.0,0.0,1.0392655205772899e-07,1.2676152828294788e-11,8.923477478853763e-11,1.0317096039775038e-10,4.1780731318698605e-13,1.031128594655014e-26,2.585621866078511e-18,1.1473168857940797e-10,2.267864407723176e-11,1.6568461931586136e-08,7.645699655093052e-24,1.1618869363919443e-19,3.091311931323227e-20,2.4329722436877597e-20,1.2888484466324843e-11,2.4991321582643937e-19,2.7301979680381096e-16,9.060444278228275e-23,5.088124134619835e-28,3.815243485629045e-20,1.6577806182464188e-22,1.3094717521333198e-23,1.8414034892714765e-16,1.841584439754013e-26,1.4570014014659693e-26,3.6948554123919804e-25,3.76,0.0,0.9471890007395833,0.9995339811486396,1.7674992292044577e-10,7.770598504327028e-13,0.001580882283767327,0.0015809084353203603,0.00046589792017187685,5.756598465410896e-14,1.6523663875500482e-08,1.0261653248997285e-07,4.062258895168518e-09,1.1584596381690164e-11,2.3906141018160446e-15,9.321728397191322e-10,1.9285526212901195e-11,1.0804154571105382e-13,3.02258141566113e-13,8.15300732821285e-10,6.320062443124759e-10,1.4560562757289425e-09,2.5495317656944953e-11,1.4803743525671836e-09,3.235067895714136e-12,1.6282828174429e-13,1.9497550768237854e-12,2.2558553173171547e-12,2.3963526620784035e-13,3.629567011309865e-10,6.164520041433259e-15,6.947746347387128e-20,6.167297872767558e-16,6.010380696671519e-18,5.696375929867395e-15,1.4602757554488125e-12,8.8043738088885e-21,1.0312839700701098e-16,5.803403269584709e-19,1.1963084400093577e-16,1.0967785346089785e-16,4.4722650263086674e-21,1.7135695332321149e-12,2.65195076345963e-15,4.443667225264061e-19,6.359101930787941e-19,1.597507343465211e-12,9.220410332396728e-24,2.76862796851373e-16
3.6809441395236406e-07,0.702066443041174,2.4678484747151734e-09,2.8091107777650756e-10,1.3831410867758286e-10,6.114509309171399e-10,0.0,0.0,1.095399690764974e-07,1.4071291261350395e-11,9.631508565733707e-11,1.1127338206583598e-10,4.984520747025196e-13,1.3031558903547197e-26,2.927963726053068e-18,1.1576656916961581e-10,2.5621717308649495e-11,1.8402685364148227e-08,8.712044929638053e-24,1.386953135841193e-19,3.4194201045899606e-20,2.5085615894270654e-20,1.2911421903824755e-11,3.1153666325510805e-19,3.105526736619529e-16,1.0551016047744628e-22,6.40218357946812e-28,4.6220337477853674e-20,2.242838537969742e-22,1.7276142067403256e-23,2.1768224360485838e-16,2.4480376217890015e-26,1.891437838608068e-26,5.24764478772395e-25,3.76,0.0,0.9471037608063941,0.999533973651471,2.065537557560725e-10,9.296325008987044e-13,0.0016661138447059331,0.0016661428670661344,0.0004658979160074176,6.067119421252167e-14,1.8354349857573163e-08,1.0818854847096926e-07,4.512398584240242e-09,1.2221334601468078e-11,2.7413989652241617e-15,9.86103242310813e-10,2.1444459695824824e-11,1.263991153732063e-13,3.186776694894862e-13,9.057154203371089e-10,6.746641405888294e-10,1.5754153598629986e-09,2.8891913583150883e-11,1.6663935213810757e-09,3.5472851864386933e-12,1.8271335056185367e-13,2.248993409057738e-12,2.5093316640396363e-12,3.052331861665213e-13,3.8244716000545745e-10,7.157861323577609e-15,8.046291010363197e-20,7.324124997548317e-16,6.974975129404231e-18,7.286975522186978e-15,1.5615522713567878e-12,1.0181345483145666e-20,1.1947130528302984e-16,7.696678263867924e-19,1.3150223896973674e-16,1.4039243083867997e-16,5.724569705403919e-21,1.871471721823955e-12,3.1466849576580203e-15,5.81838413083505e-19,7.556620237521522e-19,1.6914802746419753e-12,1.2716523702651304e-23,3.1428120175475436e-16
3.8637460566853527e-07,0.7020766065867063,2.709508551215869e-09,3.1921506064461593e-10,1.53140691346924e-10,7.033156733584773e-10,0.0,0.0,1.1498570861026217e-07,1.549313775566422e-11,1.0325543630963135e-10,1.1919730999088364e-10,5.870782160685181e-13,1.6113963773136e-26,3.275706688200239e-18,1.166247764014584e-10,2.8651649348101653e-11,2.0273652047440143e-08,9.81253626499761e-24,1.6318972615344803e-19,3.744718234233615e-20,2.572751398960354e-20,1.2930336057091519e-11,3.817453825785937e-19,3.493449168599447e-16,1.2121129860146423e-22,7.9122613135835395e-28,5.507566842844217e-20,2.959355423617872e-22,2.2265114854339867e-23,2.5395653350477625e-16,3.185991671662423e-26,2.4109026022454984e-26,7.25287381690897e-25,3.76,0.0,0.9470210880688069,0.999533966283069,2.3858082045928583e-10,1.0959340207311168e-12,0.0017487783199428813,0.001748810268909609,0.0004658979119231762,6.368278948687583e-14,2.0221849553127525e-08,1.1360227088963016e-07,4.971601553230654e-09,1.2839950084407658e-11,3.1082161062949343e-15,1.0385203949225642e-09,2.365012912929177e-11,1.4610051975069947e-13,3.346052605854376e-13,9.979573359042056e-10,7.161491348458645e-10,1.6927997302944166e-09,3.241103024505303e-11,1.8581701653596288e-09,3.8629578736579495e-12,2.0306151314436432e-13,2.565475464055643e-12,2.77116433058317e-12,3.8162831901595296e-13,4.0134297744122826e-10,8.212423728836389e-15,9.210836234936327e-20,8.574764969451489e-16,7.999778992469912e-18,9.148764283889184e-15,1.6600590745638427e-12,1.163981627246171e-20,1.36838442135987e-16,9.990555737343299e-19,1.435933291300709e-16,1.7629846805857407e-16,7.188520207486963e-21,2.0289243225076724e-12,3.683144937556379e-15,7.469447031782342e-19,8.856380558169073e-19,1.7828122976878927e-12,1.709472828730024e-23,3.5304073200394516e-16
4.046547973847065e-07,0.7020867692503122,2.9595987197392674e-09,3.6059741162249494e-10,1.687243752312685e-10,8.035545414837131e-10,0.0,0.0,1.2043237073710382e-07,1.698241384330632e-11,1.1026129054242071e-10,1.2717599039651026e-10,6.867947313396743e-13,1.96676239053511e-26,3.6379766471309545e-18,1.1736021435125628e-10,3.1853576313319416e-11,2.2235033653464823e-08,1.09771120828233e-23,1.9046178993319381e-19,4.0760494007725506e-20,2.6288828251416647e-20,1.2946438942158115e-11,4.633791844996732e-19,3.9048117225491277e-16,1.3815129942753738e-22,9.682283973998324e-28,6.500530348315106e-20,3.849856135410973e-22,2.8312079716334595e-23,2.941048089067342e-16,4.099709932933739e-26,3.0446035858501486e-26,9.87627855884886e-25,3.76,0.0,0.9469384225249626,0.9995339588196256,2.738404008462133e-10,1.2813328513261539e-12,0.0018314354615886143,0.0018314704769930214,0.00046589790779471245,6.669403034473325e-14,2.2179731412522103e-08,1.1902546409717017e-07,5.453040428284531e-09,1.3459615290096291e-11,3.5015322469763272e-15,1.0910452339730623e-09,2.5965973248442612e-11,1.6776578479278002e-13,3.505340014756542e-13,1.0946725748395767e-09,7.577294645846224e-10,1.8116188812581251e-09,3.615426474740423e-11,2.0611908239508226e-09,4.191495063085396e-12,2.2445670422638112e-13,2.9088362093889513e-12,3.0491487764247377e-12,4.723195629378684e-13,4.202296282144818e-10,9.36034969875656e-15,1.0476859417678854e-19,9.958168782907205e-16,9.11576368377161e-18,1.136997396789132e-14,1.7588030251467059e-12,1.3224205896395334e-20,1.5576696624609994e-16,1.2816999459131151e-18,1.5625989001059114e-16,2.190697933950967e-16,8.93235718833063e-21,2.190626463641456e-12,4.278542582080247e-15,9.489374525702325e-19,1.030016672502938e-18,1.8743278946239542e-12,2.2657043191769263e-23,3.94245612697117e-16
4.229349891008777e-07,0.702096931032073,3.2177525010552003e-09,4.051290878937002e-10,1.8505439960522146e-10,9.124426799426061e-10,0.0,0.0,1.2587998748931753e-07,1.8538990819419668e-11,1.1732789087939236e-10,1.3520172757828536e-10,7.984668883840987e-13,2.372550153852109e-26,4.013922971963599e-18,1.179903624847844e-10,3.5226886730067634e-11,2.4286817973171736e-08,1.2204653086890807e-23,2.2066449852745954e-19,4.412623358094291e-20,2.6778326922534365e-20,1.2960130833559953e-11,5.576323013856272e-19,4.3395457134791257e-16,1.5634377497786472e-22,1.1741804837045975e-27,7.606821690279871e-20,4.94440576278578e-22,3.5565208720569685e-23,3.383111968848564e-16,5.221048050441985e-26,3.81249760411953e-26,1.3267496447514357e-24,3.76,0.0,0.9468557641737606,0.99953395126102,3.124906019498673e-10,1.4868799086888235e-12,0.0019140852702840682,0.0019141234919426867,0.0004658979036219699,6.970491683532218e-14,2.422798496795346e-08,1.2445866117488888e-07,5.956713698813204e-09,1.4080391850881251e-11,3.9216458099042505e-15,1.1436807147262184e-09,2.8392291873003594e-11,1.9149222639697047e-13,3.664638922815241e-13,1.195861189478478e-09,7.993970155213497e-10,1.9317416993745513e-09,4.0124716343984784e-11,2.2755226417813245e-09,4.533146705112848e-12,2.4690455350931884e-13,3.2801391114490195e-12,3.3436865306492896e-12,5.791442875522351e-13,4.391071159479774e-10,1.0605384711468764e-14,1.1848409213382238e-19,1.1480346549096415e-15,1.032622405247993e-17,1.3999351665284605e-14,1.8577619209692085e-12,1.493952206959065e-20,1.7632745833026302e-16,1.6266995442428028e-18,1.6951001626207812e-16,2.6960855427863e-16,1.0992857242858067e-20,2.356618156983744e-12,4.936063465511164e-15,1.1940749256435012e-18,1.1895829321774876e-18,1.96603219015081e-12,2.964607049893823e-23,4.3791234411041563e-16
4.412151808170489e-07,0.7021070919320693,3.4836176738060435e-09,4.528753872001744e-10,2.0211900817509448e-10,1.030243530563017e-09,0.0,0.0,1.3132858936964009e-07,2.016274069886642e-11,1.2445155502687163e-10,1.432679338802297e-10,9.229864314681453e-13,2.831961347494102e-26,4.402752707258127e-18,1.1853022701484503e-10,3.87709423605403e-11,2.6428993426741484e-08,1.3494008307332005e-23,2.5395084510091325e-19,4.753744304374746e-20,2.7204180138084184e-20,1.2971755116517107e-11,6.657547514284835e-19,4.797576984724078e-16,1.7580175115426625e-22,1.4122204239314213e-27,8.832275249960456e-20,6.27631795432317e-22,4.4183049057339565e-23,3.8675442613416156e-16,6.585950733334823e-26,4.737251174104788e-26,1.76034084007899e-24,3.76,0.0,0.9467731130141152,0.999533943607135,3.5468727027674504e-10,1.7136221305542102e-12,0.001996727746667546,0.0019967693143848214,0.0004658978994048939,7.271544900776716e-14,2.6366599764112592e-08,1.2990237003494658e-07,6.482619854289647e-09,1.4702338479369713e-11,4.368823948153825e-15,1.1964298171651571e-09,3.092938430785099e-11,2.1737788488104742e-13,3.823949331645192e-13,1.3015232373841127e-09,8.411458797452131e-10,2.053052752725464e-09,4.4325613664752246e-11,2.5012283346191216e-09,4.8881823527515045e-12,2.7041327026428005e-13,3.680475302843879e-12,3.65515815439934e-12,7.040720271086217e-13,4.579754442674217e-10,1.1951366643097193e-14,1.3329636189590875e-19,1.314722280609901e-15,1.163442845471292e-17,1.7089611255602293e-14,1.9569194951440954e-12,1.6790899973488274e-20,1.9859239641718857e-16,2.044176297226714e-18,1.8335191634938374e-16,3.288834798024719e-16,1.34095110934825e-20,2.5269519607394383e-12,5.658893209435209e-15,1.4893737252182072e-18,1.365121918644582e-18,2.057930364693742e-12,3.8340242538871156e-23,4.840562311905304e-16
4.594953725332201e-07,0.7021172519503805,3.756856312397008e-09,5.038961435656832e-10,2.1990565727554975e-10,1.1572092388758945e-09,0.0,0.0,1.3677820548865012e-07,2.185353619571325e-11,1.316295434055496e-10,1.5136897144597163e-10,1.0612700071493866e-12,3.3481000269708807e-26,4.803730261346304e-18,1.189926955400118e-10,4.248508760235388e-11,2.8661548996528565e-08,1.484401305158019e-23,2.9047381144322456e-19,5.0988021232785207e-20,2.757388748575044e-20,1.2981606924354925e-11,7.890508039529192e-19,5.278827631397e-16,1.9653799858591818e-22,1.685675268886986e-27,1.0182668354651652e-19,7.882307473674408e-22,5.433446237943854e-23,4.396076971437174e-16,8.234760332615406e-26,5.844498479996503e-26,2.3091579664945428e-24,3.76,0.0,0.9466904690449531,0.9995339358578583,4.0058378094641137e-10,1.962602333036903e-12,0.002079362891375263,0.0020794079449455464,0.00046589789514343214,7.572562691110884e-14,2.85955653585141e-08,1.3535707487465458e-07,7.030757384244572e-09,1.532551114244561e-11,4.84330582254824e-15,1.2492955266308243e-09,3.357754935185472e-11,2.4552155052235783e-13,3.98327124291665e-13,1.4116587825673079e-09,8.829718070103348e-10,2.175450501787709e-09,4.8760326065361145e-11,2.7383667726857498e-09,5.2568875542091405e-12,2.949934706031599e-13,4.110965064837743e-12,3.983923268222261e-12,8.492058775347023e-13,4.768346168016897e-10,1.3402232611648336e-14,1.4924799565379042e-19,1.4964646764371115e-15,1.3043625095220214e-17,2.069753926304305e-14,2.056263946049561e-12,1.8783610116781107e-20,2.2263620397978754e-16,2.545330449016666e-18,1.9779389486603847e-16,3.9793065165364575e-16,1.622455501864195e-20,2.7016890038087473e-12,6.4502161630637725e-15,1.842665871383323e-18,1.557418407551866e-18,2.1500276161470338e-12,4.905743029547245e-23,5.326915374779036e-16
4.777755642493913e-07,0.7021274110870876,4.037144652688559e-09,5.582459329671852e-10,2.384012011127183e-10,1.2935810757015324e-09,0.0,0.0,1.4222886368154836e-07,2.3611250704646488e-11,1.3885994816518246e-10,1.5950001923817366e-10,1.214257536641261e-12,3.923971269619514e-26,5.21617521443448e-18,1.1938883559437042e-10,4.636865601807861e-11,3.0984474170668675e-08,1.6253503780117355e-23,3.3038636115167137e-19,5.447263500582872e-20,2.7894263422724555e-20,1.2989939896530554e-11,9.288774005964026e-19,5.7832172054304e-16,2.185653081449157e-22,1.998068270969264e-27,1.1663727468326257e-19,9.802640401783565e-22,6.619854799990607e-23,4.970386426678996e-16,1.0212527668341666e-25,7.163110547781792e-26,2.997395919131641e-24,3.76,0.0,0.9466078322652165,0.999533928013081,4.5033087301951145e-10,2.234859131204283e-12,0.002161990705041729,0.0021620393842508895,0.0004658978908375338,7.87354505943176e-14,3.091487132181848e-08,1.408232375328692e-07,7.601124778263065e-09,1.5949963207118276e-11,5.345305505573918e-15,1.3022808179322845e-09,3.633708530600044e-11,2.7602278790799276e-13,4.142604658165879e-13,1.5262678962442116e-09,9.248718149682989e-10,2.2988457289220567e-09,5.3432371881017186e-11,2.9869934893188506e-09,5.639560728524012e-12,3.2065797969208237e-13,4.572758903847749e-12,4.3303209142302754e-12,1.0167835901142826e-12,4.956846371830615e-10,1.4962024158824072e-14,1.6638272246837315e-19,1.6938402759495143e-15,1.4557048102512892e-17,2.488409487006082e-14,2.1557868925303295e-12,2.0923064156553656e-20,2.4853527582361033e-16,3.142494423554922e-18,2.1284433596780792e-16,4.778541168369293e-16,1.9482995832319267e-20,2.8808959437252107e-12,7.313214283947128e-15,2.2626574141011543e-18,1.767256583292701e-18,2.24232912925233e-12,6.215881302381257e-23,5.838316192415715e-16
4.960557559655624e-07,0.7021375693422696,4.3241728575102756e-09,6.159742828276083e-10,2.5759205348290205e-10,1.4395898624611311e-09,0.0,0.0,1.4768059061093218e-07,2.5435758283880834e-11,1.4614159861297496e-10,1.6765695942951467e-10,1.3829105619869016e-12,4.562480491946586e-26,5.63945925363816e-18,1.1972814998998777e-10,5.042097515911076e-11,3.3397758894820536e-08,1.7721330479918284e-23,3.7384143475537927e-19,5.798663466190324e-20,2.817145124000641e-20,1.2996971698969739e-11,1.0866425675489592e-18,6.310663612196191e-16,2.418967217002135e-22,2.3531268502468044e-27,1.3281134165308116e-19,1.2081282147445668e-21,7.996455517174684e-23,5.592093508684547e-16,1.25693255159487e-25,8.725474256284269e-26,3.853083194183192e-24,3.76,0.0,0.9465252026738584,0.9995339200726986,5.040765251561086e-10,2.5314268963912898e-12,0.0022446111883000436,0.002244663632926784,0.0004658978864871499,8.174492010630443e-14,3.332450723814714e-08,1.463012987575681e-07,8.193720525981618e-09,1.657574558693024e-11,5.8750145768537316e-15,1.3553886451100054e-09,3.920828998087318e-11,3.089819592212303e-13,4.3019495790199983e-13,1.645350657281811e-09,9.66843894367289e-10,2.4231601462315204e-09,5.834542474383775e-11,3.247161128538408e-09,6.036510434980145e-12,3.474216255436214e-13,5.067038302476249e-12,4.694670116072713e-12,1.2091783942743913e-12,5.145255090474728e-10,1.66348910954045e-14,1.847454449435243e-19,1.907422066347191e-15,1.617792335382096e-17,2.9714504555231226e-14,2.2554825833017945e-12,2.3214819082325322e-20,2.7636798646721385e-16,3.849185433840875e-18,2.2851168775220226e-16,5.698263591696429e-16,2.3232630106636805e-20,3.0646426400063125e-12,8.251066180484447e-15,2.7589883828495703e-18,1.9954197966965186e-18,2.3348400578714307e-12,7.805301848759812e-23,6.3748904394434575e-16
5.143359476817336e-07,0.7021477267160064,4.617644729925176e-09,6.771258811677473e-10,2.7746432730805696e-10,1.5954563926989837e-09,0.0,0.0,1.5313341186003255e-07,2.7326933639251854e-11,1.534739791845855e-10,1.7583627865938027e-10,1.5682105874155763e-12,5.266433945899736e-26,6.073002926316065e-18,1.2001879848018073e-10,5.4641370441704515e-11,3.590139353011241e-08,1.924636717197916e-23,4.2099194554786333e-19,6.152597669276869e-20,2.841094796177494e-20,1.3002889111994863e-11,1.2638038440743062e-18,6.861083834874045e-16,2.6654572781509914e-22,2.754791265502097e-27,1.5040530664852502e-19,1.4766043447577299e-21,9.583178884893765e-23,6.262764320573782e-16,1.5360563614954755e-25,1.0567780002495633e-25,4.908501928035447e-24,3.76,0.0,0.9464425802698471,0.9995339120366099,5.619658642425325e-10,2.853335732662366e-12,0.002327224341782136,0.0023272806915990694,0.00046589788209223357,8.475403549593034e-14,3.582446270538943e-08,1.5179167939646474e-07,8.808543117085503e-09,1.7202906887137584e-11,6.43260446260431e-15,1.4086219334851815e-09,4.219146070357704e-11,3.4450024657268683e-13,4.4613060072075647e-13,1.7689071524465062e-09,1.0088867676314917e-09,2.548325149857483e-09,6.350331872399223e-11,3.518919842989417e-09,6.448052966857456e-12,3.7530103547251814e-13,5.595016209661338e-12,5.0772705649391724e-12,1.4288995775064054e-12,5.333572360347794e-10,1.8425094271568405e-14,2.043822649061346e-19,2.137778609752362e-15,1.7909474063658988e-17,3.5258351759096766e-14,2.3553472493558045e-12,2.5664580085846503e-20,3.0621468480290704e-16,4.680156722849431e-18,2.448044475798327e-16,6.750886440974041e-16,2.752405823059358e-20,3.2530003439552203e-12,9.26694628520214e-15,3.3422938989183863e-18,2.2426903556901047e-18,2.427565511318876e-12,9.720054500348907e-23,6.9367569584108325e-16
5.326161393979047e-07,0.7021578832083769,4.9172773817821785e-09,7.41740784465712e-10,2.98003954751207e-10,1.7613918483729688e-09,0.0,0.0,1.5858735201718325e-07,2.928465210941995e-11,1.608571585616232e-10,1.8403498253123478e-10,1.7711574265129572e-12,6.038540411056606e-26,6.516272242555874e-18,1.2026778953327556e-10,5.902916817426087e-11,3.84953688166007e-08,2.0827520865112945e-23,4.719907762264969e-19,6.508715347616451e-20,2.861763888396422e-20,1.3007852622613349e-11,1.4618667366566132e-18,7.434394504111835e-16,2.925264276259347e-22,3.2072239123397324e-27,1.6947524900079624e-19,1.7908724401953957e-21,1.1400951019155679e-22,6.983911239435987e-16,1.8647303205937346e-25,1.2730317313039898e-25,6.200632898219701e-24,3.76,0.0,0.9463599650521611,0.9995339039047176,6.24141102541197e-10,3.201611470261051e-12,0.00240983016611896,0.002409890560893496,0.0004658978776527392,8.776279681201286e-14,3.84147273355014e-08,1.5729478151651842e-07,9.445591041306388e-09,1.7831493534415755e-11,7.018228540593201e-15,1.4619835713594177e-09,4.528689432412633e-11,3.8267967342540173e-13,4.620673944457449e-13,1.8969374764961314e-09,1.050999695466109e-09,2.674280707838923e-09,6.891005240162175e-11,3.802317647064794e-09,6.87451024286856e-12,4.0431443729539983e-13,6.157937297485696e-12,5.478403407684755e-12,1.6785928359292014e-12,5.521798217890371e-10,2.033700738257785e-14,2.2534049923355536e-19,2.385475042716407e-15,1.9754926139337244e-17,4.1589661752823777e-14,2.4553785849300173e-12,2.827820225379641e-20,3.381576766810533e-16,5.651447342762979e-18,2.6173114838713513e-16,7.949512435485834e-16,3.2410693578754826e-20,3.4460402997128333e-12,1.0364024146146455e-14,4.024266354777235e-18,2.5098493457322596e-18,2.520510538634865e-12,1.2011848239180349e-22,7.524028696053807e-16
5.508963311140759e-07,0.7021680388194611,5.222800855936109e-09,8.098546240484301e-10,3.191967903211147e-10,1.9375982108649887e-09,0.0,0.0,1.6404243475144477e-07,3.130878965217143e-11,1.6829172928016902e-10,1.922505225874788e-10,1.9927675621939557e-12,6.881413270107274e-26,6.968775043946815e-18,1.204811442955608e-10,6.358369769428157e-11,4.1179675841918226e-08,2.2463739021083575e-23,5.269907766114087e-19,6.866712881185886e-20,2.8795842966637173e-20,1.3012000192740123e-11,1.6823832036849506e-18,8.030512305660102e-16,3.198536741402893e-22,3.71481915827517e-27,1.9007695148557126e-19,2.156525652855423e-21,1.3471683197466977e-22,7.756994318438821e-16,2.249657062121941e-25,1.5257777794484909e-25,7.771625788614657e-24,3.76,0.0,0.9462773570197927,0.9995338956769291,6.907415004058871e-10,3.5772756771562504e-12,0.002492428661940632,0.0024924932414357257,0.00046589787316862356,9.077120410333121e-14,4.109529075479616e-08,1.628109894535707e-07,1.010486278842026e-08,1.846154989527076e-11,7.632024022383273e-15,1.515476402373762e-09,4.849488722132929e-11,4.2362312514357435e-13,4.780053392531097e-13,2.0294417321289247e-09,1.0931823338120844e-09,2.8009743744490942e-09,7.456979183626729e-11,4.097400727505112e-09,7.316207981301764e-12,4.3448146508637357e-13,6.75707800070906e-12,5.898332113215564e-12,1.9610404044366585e-12,5.709932699587957e-10,2.2375117873631722e-14,2.476686864894321e-19,2.6510740548329835e-15,2.171751330373346e-17,4.878698181408711e-14,2.555575363214127e-12,3.10616911630339e-20,3.722811963905849e-16,6.780430393426444e-18,2.79300345909439e-16,9.307935453827124e-16,3.794876697560808e-20,3.6438327052470455e-12,1.1545463829631225e-14,4.817718590538248e-18,2.7976764783208178e-18,2.6136801137501667e-12,1.47385550995364e-22,8.136813526187531e-16
