Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368)
0.010699737608946644,0.5063278679567083,3.1359382648624753e-09,1.3164317174968044e-08,4.606915422978729e-09,4.3548101883596454e-06,0.0,0.0,2.150857600088297e-05,1.474079469703652e-06,1.1302213697333535e-05,1.399921842762084e-06,4.749116986818077e-10,1.9618924435800952e-28,2.3597688201385485e-20,3.482065835952369e-13,7.762341162539237e-10,0.0005689007879688846,9.376999915210349e-16,3.85908122372928e-20,1.2883821722506026e-19,1.4810522896763427e-23,9.439685186830931e-15,1.3019451790380957e-11,6.13211001355695e-14,2.2271251835665628e-12,5.924009874740461e-23,3.194715014196333e-14,6.595569833024631e-14,3.4746419238427465e-19,4.0199687902587156e-12,5.181041362354187e-20,2.464311823847482e-20,3.585850236523549e-15,3.76,0.0,0.673966349306775,0.9993344407174882,5.0849071015660414e-05,2.116419428108688e-07,0.022633739324602817,0.02321206233167485,3.683904806839149e-05,1.5954482674178716e-14,0.0005717718780557739,6.062159138699242e-06,1.1320365862625143e-07,1.8920628464155723e-08,8.278669873418311e-16,1.0335728617571907e-08,5.449558126418324e-06,9.754095295035584e-06,9.565392008261258e-16,1.7185442169867273e-07,1.2910628356240435e-08,1.0515911774407948e-08,7.554435966521367e-06,4.191076736100646e-05,3.998655640909407e-11,1.4323525426274645e-12,3.468557139393238e-09,1.96501600487094e-09,4.928301835103118e-09,1.150071980217277e-06,6.207296377262636e-10,5.842101512890915e-16,9.727441842586942e-10,3.1910093300681485e-13,7.040529863890005e-08,2.583172312105687e-09,4.055530713466679e-17,2.7342996282208926e-13,6.1023147164132095e-16,3.0279986051074075e-15,1.2340198715974065e-10,2.99884900951221e-16,2.705108393385519e-10,2.377717262642296e-10,2.90038388467039e-07,2.2664353875132825e-12,1.1293962529883336e-09,2.3999441479176265e-09,2.809042158676405e-14,1.2683507673061082e-11,5.1493407924902486e-11,8.159475825176213e-18,1.4828881264404829e-08,1.900206815201393e-13,1.5176997173694377e-06,1.965779527842191e-11,1.2424932525539911e-16,4.342601144313298e-18,1.2887812890696619e-21,2.824770941485029e-27,1.105425585061718e-10,5.450675619672134e-13,2.3820941819350553e-14,2.0253204385113987e-08,1.1333504222433825e-08,1.1618000223029187e-11,1.1720554828606632e-09,3.014256558534748e-17,5.3776150934228594e-09,1.841982935422137e-13
0.010738810776195946,0.5063356001139985,3.154349641308408e-09,1.3251052738589704e-08,4.648675913399345e-09,4.3987219103589725e-06,0.0,0.0,2.1610452692091276e-05,1.488521177964804e-06,1.1457951355937758e-05,1.4207829955482034e-06,4.79792911253905e-10,2.086825713069021e-28,2.3974181473126407e-20,3.517245986668334e-13,7.79116797574274e-10,0.0005731261521843463,9.53042326856809e-16,3.900787240766059e-20,1.313110467083537e-19,1.5020336949790504e-23,9.53449265766346e-15,1.3232456137925885e-11,6.190555124949037e-14,2.279940338490348e-12,6.060402722608177e-23,3.239810360566511e-14,6.645179706451043e-14,3.503239113558853e-19,4.069043683399744e-12,5.271726682404387e-20,2.52480747481855e-20,3.646734432277043e-15,3.76,0.0,0.6738822364515913,0.9993296137429587,5.150820463192778e-05,2.1276273828066697e-07,0.02271275681245627,0.023295384284657477,3.6838870096120786e-05,1.600986013233106e-14,0.0005760581412794943,6.098148689677502e-06,1.1402130097199932e-07,1.903257356762983e-08,8.338480618418459e-16,1.0397175006339367e-08,5.499852492505626e-06,9.91525892600061e-06,9.629154558959183e-16,1.7392944016065253e-07,1.3017292140742141e-08,1.0579918377785173e-08,7.626647562933914e-06,4.232323147029594e-05,4.0429674193147056e-11,1.44824397773759e-12,3.5061641801432373e-09,1.9815507766040735e-09,4.978015380850274e-09,1.1686698406399999e-06,6.274475365165354e-10,5.905327486812685e-16,9.820345605093071e-10,3.221481893651753e-13,7.144689331539047e-08,2.6044611461783833e-09,4.0994212072607513e-17,2.763736967992745e-13,6.18705130611266e-16,3.0551963392143315e-15,1.2464432064811825e-10,3.0304706516180385e-16,2.727877183115085e-10,2.4244486587564296e-10,2.921295609537853e-07,2.310933300228595e-12,1.1360888968569137e-09,2.456927926400485e-09,2.8366881821536808e-14,1.2871661056388753e-11,5.201462775894629e-11,8.241900972919726e-18,1.504551648682088e-08,1.914965532874166e-13,1.544168321029815e-06,1.9883561780313584e-11,1.2550820606449447e-16,4.386599021446857e-18,1.3193440045002787e-21,2.8916994463706526e-27,1.1121317484200271e-10,5.531422835041908e-13,2.4119026634787394e-14,2.0505552226423608e-08,1.153509247867179e-08,1.1827983952219809e-11,1.1790057189567993e-09,3.069786646097953e-17,5.444514032633062e-09,1.866666175878982e-13
0.010777883943445248,0.5063433315869417,3.1727444386240796e-09,1.333772280128773e-08,4.6905756755392e-09,4.442902478395215e-06,0.0,0.0,2.1712015337901113e-05,1.5030241405554257e-06,1.1615253374194533e-05,1.4418681157410496e-06,4.847011504082462e-10,2.2002378486058e-28,2.4354290534438943e-20,3.5525650603498554e-13,7.820060476327628e-10,0.000577367686439274,9.685608971399064e-16,3.9427878480896846e-20,1.3382589572014978e-19,1.5232597163931314e-23,9.629674032118539e-15,1.3448040344229337e-11,6.249308217341994e-14,2.3337939123499492e-12,6.199429110354688e-23,3.28543096651768e-14,6.695157210825814e-14,3.5320382474721553e-19,4.11845814997217e-12,5.3637053676972846e-20,2.586592423382234e-20,3.7084690322350885e-15,3.76,0.0,0.6737981276652146,0.9993247663206413,5.217325303012067e-05,2.1388761094017105e-07,0.022791747440769124,0.023378695723676166,3.6838691370083805e-05,1.6065216121580803e-14,0.0005803615346721747,6.134109268667046e-06,1.1484180966368235e-07,1.914442338691505e-08,8.3985010943452775e-16,1.0458573402693916e-08,5.550313864653727e-06,1.0078331934885881e-05,9.69326358843865e-16,1.760216363882784e-07,1.3124183113684293e-08,1.0643900046094762e-08,7.699096884089622e-06,4.273811013064216e-05,4.087540902270238e-11,1.4642298839583618e-12,3.5439761741546256e-09,1.9981244191383698e-09,5.027923791244655e-09,1.1875100241130806e-06,6.342018356876605e-10,5.968896038440111e-16,9.913553146805924e-10,3.252054058335123e-13,7.249912914532175e-08,2.6257945168562705e-09,4.143549509275306e-17,2.7933307811285e-13,6.272499430680906e-16,3.0824731193260876e-15,1.258914817830866e-10,3.0622324091364877e-16,2.7506996258302893e-10,2.471933754934239e-10,2.942233618538934e-07,2.3561477766993946e-12,1.1427760239440413e-09,2.5149885614301055e-09,2.8644960534501486e-14,1.3062118873579714e-11,5.253791450279428e-11,8.32465015074468e-18,1.5264311247292996e-08,1.929769676289086e-13,1.5709747050290425e-06,2.0111038475605194e-11,1.2677210999385837e-16,4.430772456126541e-18,1.3505076234812895e-21,2.9599414477916362e-27,1.118835002486156e-10,5.613156989711627e-13,2.441930659307296e-14,2.075987918809676e-08,1.1739347491555184e-08,1.204066808505217e-11,1.1859503522556185e-09,3.1260522232150883e-17,5.511935832375966e-09,1.8915454561897285e-13
0.01081695711069455,0.5063510623761993,3.19112168755394e-09,1.3424322057350341e-08,4.7326123293784376e-09,4.487351875002206e-06,0.0,0.0,2.181325881002547e-05,1.5175875824718022e-06,1.1774128059253354e-05,1.4631783864878353e-06,4.89636249649813e-10,2.170754888409591e-28,2.473872858935659e-20,3.5880222397141516e-13,7.849017260390229e-10,0.0005816253912569336,9.84254691428814e-16,3.985084000330758e-20,1.363833817447827e-19,1.544725864053494e-23,9.725226913025977e-15,1.3666221941534604e-11,6.308366730656288e-14,2.388701430397319e-12,6.341118305975415e-23,3.3315814301295956e-14,6.745504528562442e-14,3.5610391311961906e-19,4.168211426399867e-12,5.456990724459615e-20,2.64968776756301e-20,3.771062581860916e-15,3.76,0.0,0.6737140229315367,0.9993198984378836,5.284423520662626e-05,2.150165695426589e-07,0.022870711210415617,0.02346199664815046,3.683851188981338e-05,1.6120550640456927e-14,0.0005846820677930124,6.17003912133022e-06,1.1566518392220777e-07,1.925617247457715e-08,8.458731244225549e-16,1.051992081740829e-08,5.600939733124661e-06,1.0243323928832088e-05,9.757720037090208e-16,1.7813105605563618e-07,1.3231296062966702e-08,1.0707853795206944e-08,7.771780071629437e-06,4.3155400929954414e-05,4.132370674164471e-11,1.4803093906359536e-12,3.5819916912134295e-09,2.0147361185701733e-09,5.078024368368458e-09,1.206594337520787e-06,6.409922989425301e-10,6.032804910452665e-16,1.0007059471019009e-09,3.2827241855768607e-13,7.35620495064473e-08,2.6471713746629236e-09,4.187914033873391e-17,2.823079999124131e-13,6.358655222899738e-16,3.1098278185293135e-15,1.2714340641016133e-10,3.0941325081150204e-16,2.7735746113733257e-10,2.5201800606558997e-10,2.963196777654276e-07,2.402085911562946e-12,1.149457309177999e-09,2.5741397260620394e-09,2.89246561094832e-14,1.3254897076267481e-11,5.3063241522131536e-11,8.40771912245557e-18,1.5485273535129238e-08,1.944618462160257e-13,1.598121208137963e-06,2.0340230281106453e-11,1.2804090708522393e-16,4.475117122858237e-18,1.3822811298042902e-21,3.0295145931679185e-27,1.1255350352857697e-10,5.69588488821811e-13,2.4721778933427185e-14,2.1016169520338453e-08,1.1946289773212422e-08,1.225606870935011e-11,1.1928890466277026e-09,3.1830580431342886e-17,5.57987629758989e-09,1.9166201704691253e-13
0.010856030277943851,0.506358792482449,3.2094804552932992e-09,1.3510844545746985e-08,4.774783993768352e-09,4.532070070044328e-06,0.0,0.0,2.1914178093807453e-05,1.5322107231154279e-06,1.1934583685317008e-05,1.484714983384201e-06,4.9459820284367e-10,2.1747100130489643e-28,2.5126620376926462e-20,3.6236146511283537e-13,7.878036929018671e-10,0.0005858992669833573,1.0001259860587072e-15,4.027676679707355e-20,1.3898413003301338e-19,1.566442953887899e-23,9.821143766766199e-15,1.3887018418383321e-11,6.367729657393101e-14,2.444678564831713e-12,6.485515417236096e-23,3.3782663663056905e-14,6.796223832574799e-14,3.590241757670113e-19,4.218302962361809e-12,5.551594506640589e-20,2.71411527651653e-20,3.834523664027476e-15,3.76,0.0,0.6736299222348253,0.9993150100822986,5.3521169830866646e-05,2.1614962262398074e-07,0.022949648122369704,0.023545287057500607,3.683833165485382e-05,1.6175863687385477e-14,0.0005890197500155944,6.2059365097381896e-06,1.1649142296965226e-07,1.9367815367640674e-08,8.519171011132715e-16,1.0581214296290725e-08,5.651727579285238e-06,1.041024438487882e-05,9.822524827201832e-16,1.8025774395627091e-07,1.333862565025871e-08,1.0771776682123203e-08,7.84469325251986e-06,4.3575101329580464e-05,4.1774600010155737e-11,1.4964822979504248e-12,3.6202095482857183e-09,2.031385091257262e-09,5.128314751538002e-09,1.2259245805083227e-06,6.478186892980896e-10,6.0970519077955775e-16,1.0100859561490817e-09,3.3134906294422e-13,7.463569723550579e-08,2.668590651111509e-09,4.2325132770147423e-17,2.852983555597316e-13,6.445521938803393e-16,3.1372587845661796e-15,1.28400030281651e-10,3.126169498533113e-16,2.796501049954666e-10,2.569195082027173e-10,2.984183955298748e-07,2.4487548361695846e-12,1.15613242767927e-09,2.6343951365397502e-09,2.920596684548125e-14,1.3450011504720288e-11,5.35905832002384e-11,8.491103795343192e-18,1.5708411221959107e-08,1.959511978024828e-13,1.6256101597799393e-06,2.0571142089673942e-11,1.2931461814414056e-16,4.519633484555268e-18,1.4146735926473293e-21,3.1004400329089173e-27,1.1322315347560684e-10,5.779613258479504e-13,2.5026442603888748e-14,2.127440704763973e-08,1.2155939804446591e-08,1.2474201750565954e-11,1.1998214694132843e-09,3.240808818855771e-17,5.648331073718322e-09,1.9418907508877497e-13
0.010895103445193153,0.5063665219063337,3.2278198030790753e-09,1.3597285421237451e-08,4.817088718099527e-09,4.5770570216029295e-06,0.0,0.0,2.2014768277423166e-05,1.5468927773220852e-06,1.2096628492289154e-05,1.5064790747483182e-06,4.99586959049814e-10,2.292237912830541e-28,2.5517458449220355e-20,3.659339806955064e-13,7.907118090370983e-10,0.0005901893137946184,1.0161770881904093e-15,4.070566860382894e-20,1.4162877302851588e-19,1.5884175233818126e-23,9.917418010132203e-15,1.4110447222035463e-11,6.427395593441778e-14,2.501741124437593e-12,6.632668744245481e-23,3.425490404818145e-14,6.847317286680154e-14,3.6196461276772257e-19,4.268732137419022e-12,5.647529090818723e-20,2.779897454670623e-20,3.898860899176339e-15,3.76,0.0,0.673545825559688,0.9993101012417521,5.4204075272257534e-05,2.1728677851917439e-07,0.0230285581777045,0.02362856695114775,3.683815066475828e-05,1.623115526092452e-14,0.0005933745905364085,6.241799723641318e-06,1.1732052602985445e-07,1.9479346709625452e-08,8.579820338237713e-16,1.0642450930142215e-08,5.7026748776482604e-06,1.0579102657553519e-05,9.887678864283947e-16,1.824017440673349e-07,1.3446166624051853e-08,1.0835665806594843e-08,7.91783253650888e-06,4.3997208675230184e-05,4.2228110714316956e-11,1.5127486664199661e-12,3.658628825159755e-09,2.048070559299434e-09,5.178792479704541e-09,1.2455025456846417e-06,6.546808227284083e-10,6.161635323250482e-16,1.0194948380323565e-09,3.344351737199291e-13,7.572011462009487e-08,2.6900512934870295e-09,4.277346067392447e-17,2.8830405988831173e-13,6.533101315545932e-16,3.164764473894984e-15,1.2966128886138904e-10,3.1583418174769124e-16,2.8194778649070587e-10,2.6189863044918543e-10,3.005194022604864e-07,2.4961616490728665e-12,1.1628010605501379e-09,2.6957685472527177e-09,2.948889096396866e-14,1.3647478071857203e-11,5.411991285426939e-11,8.57479991048196e-18,1.593373206073944e-08,1.9744501569568997e-13,1.653443880322154e-06,2.080377875864784e-11,1.3059322265684966e-16,4.564320679830709e-18,1.4476941602481799e-21,3.1727393148080984e-27,1.138924194597133e-10,5.864348863243454e-13,2.533329619448812e-14,2.1534575152250818e-08,1.2368318034483981e-08,1.2695082977371092e-11,1.2067472932187861e-09,3.2993092244788095e-17,5.717295700811628e-09,1.9673572930138597e-13
0.010934176612442455,0.506374250648493,3.2461388251231934e-09,1.3683638274916104e-08,4.859524091431345e-09,4.622312676181207e-06,0.0,0.0,2.211502456056202e-05,1.561632955398072e-06,1.2260270689000697e-05,1.5284718216381995e-06,5.046023473790497e-10,2.3658425804914974e-28,2.5912036152672354e-20,3.695197097503474e-13,7.936259358744595e-10,0.000594495531698335,1.0324073577654596e-15,4.1137554924519796e-20,1.443179506659638e-19,1.610643859665452e-23,1.0014047785799465e-14,1.4336525755497631e-11,6.487361818450248e-14,2.559905058954553e-12,6.782611755763989e-23,3.473258194232868e-14,6.898787045199324e-14,3.649252087799983e-19,4.31949811825036e-12,5.744808088146644e-20,2.847056490339314e-20,3.964082928982093e-15,3.76,0.0,0.6734617328910967,0.9993051719043622,5.4892969584286464e-05,2.1842804535662817e-07,0.023107441377584036,0.023711836328514105,3.683796891908791e-05,1.628642535983999e-14,0.0005977465983722501,6.277627066011675e-06,1.1815249232624894e-07,1.959076123925609e-08,8.640679168725727e-16,1.0703627826509142e-08,5.753779096241833e-06,1.0749907974848041e-05,9.953183036528436e-16,1.8456309952333298e-07,1.3553913868303982e-08,1.089951827774717e-08,7.99119402416032e-06,4.442172019395849e-05,4.26841857295052e-11,1.529107901941782e-12,3.697248359800813e-09,2.0647917222449567e-09,5.229455101728355e-09,1.2653300181592816e-06,6.615785096255862e-10,6.226553339616392e-16,1.0289320876918665e-09,3.37530585280429e-13,7.68153434449397e-08,2.7115522709887197e-09,4.32241112526849e-17,2.9132502604671945e-13,6.621390601297979e-16,3.1923438409992898e-15,1.3092712481546567e-10,3.190647785231815e-16,2.8425039667602723e-10,2.6695612003269784e-10,3.0262258534685216e-07,2.5443134033521256e-12,1.1694628936677317e-09,2.7582737496931493e-09,2.9773426606867934e-14,1.3847312432908853e-11,5.46512053690069e-11,8.658803475503491e-18,1.616124369443202e-08,1.9894322024821238e-13,1.6816246805904053e-06,2.1038145110640332e-11,1.3187658859215328e-16,4.6091743308405465e-18,1.4813520620839162e-21,3.246431074930561e-27,1.1456127130748774e-10,5.95009837658484e-13,2.5642336538178306e-14,2.179665676451426e-08,1.2583444878530678e-08,1.2918727996706947e-11,1.2136661932688538e-09,3.3585638937431746e-17,5.786765635825884e-09,1.993019033647801e-13
0.010973249779691756,0.5063819787095437,3.264436585005732e-09,1.3769899001202904e-08,4.902087853087628e-09,4.6678369684250385e-06,0.0,0.0,2.2214942245411853e-05,1.5764304637503142e-06,1.2425518445606552e-05,1.5506943772011795e-06,5.096442245873278e-10,2.3535613752702703e-28,2.6310661571492e-20,3.7311849744863927e-13,7.965459356101739e-10,0.0005988179205273652,1.0488163597324409e-15,4.157243534536904e-20,1.4705231011815433e-19,1.6331215448918454e-23,1.0111028825497378e-14,1.4565271377851155e-11,6.547626131392253e-14,2.6191864550671386e-12,6.935376890811384e-23,3.5215744014100696e-14,6.950635252995412e-14,3.679059427099766e-19,4.370600126561987e-12,5.843444443348953e-20,2.915614199092217e-20,4.030198416605855e-15,3.76,0.0,0.6733776442143578,0.9993002220585059,5.5587870519195806e-05,2.1957343106470025e-07,0.023186297723277814,0.023795095189023133,3.6837786417413984e-05,1.6341673982906736e-14,0.000602135782356393,6.313416876342245e-06,1.1898732108173135e-07,1.9702053785831125e-08,8.701747445769576e-16,1.0764742157363627e-08,5.8050376979037166e-06,1.092266943921639e-05,1.0019038215278065e-15,1.8674185263894296e-07,1.3661862231588047e-08,1.0963331265991599e-08,8.064773796957097e-06,4.48486330000581e-05,4.314278907328372e-11,1.5455591901141436e-12,3.736066653299342e-09,2.0815477861705483e-09,5.280299784681678e-09,1.2854087754806247e-06,6.685114916024765e-10,6.291803507093904e-16,1.0383971977930937e-09,3.4063513123227814e-13,7.792142490049696e-08,2.733092548048005e-09,4.3677067399999714e-17,2.94361136854846e-13,6.710386755427703e-16,3.2199955635037457e-15,1.3219746838192025e-10,3.223085571788129e-16,2.865578267892673e-10,2.720927190757675e-10,3.047278325081667e-07,2.5932171177663295e-12,1.1761176187007518e-09,2.821924568743354e-09,3.005957184050903e-14,1.4049530130511537e-11,5.5184432212916066e-11,8.743109948451276e-18,1.6390953639395293e-08,2.0044575455118723e-13,1.710154861820164e-06,2.1274245902631294e-11,1.331646196743813e-16,4.6541911591726125e-18,1.515656606883766e-21,3.321534167124251e-27,1.1522967933891602e-10,6.036868417718376e-13,2.5953560902852283e-14,2.2060634405349695e-08,1.280134071642095e-08,1.3145152255326138e-11,1.2205778515379321e-09,3.418577420267564e-17,5.856736212953892e-09,2.0188755835785935e-13
0.011012322946941058,0.506389706090092,3.282712225595343e-09,1.3856060258176954e-08,4.9447780360599505e-09,4.7136298222389734e-06,0.0,0.0,2.231451674894411e-05,1.5912845050988531e-06,1.2592379904609457e-05,1.573147887576327e-06,5.147125761825585e-10,2.391301253727386e-28,2.6712595185435332e-20,3.7673008947446957e-13,7.994716710850282e-10,0.0006031564799524838,1.0654062625763154e-15,4.20103196269736e-20,1.498325060892054e-19,1.6558597783545964e-23,1.0208354455608903e-14,1.4796701402548193e-11,6.608187273935241e-14,2.6796015384146227e-12,7.091011707505036e-23,3.570443707606827e-14,7.002864045222053e-14,3.709068109134149e-19,4.422037518933499e-12,5.943450251511174e-20,2.9855935142036e-20,4.0972160586948334e-15,3.76,0.0,0.6732935595151494,0.9992952516928034,5.628879551164415e-05,2.2072294336992662e-07,0.02326512721613437,0.023878343532099763,3.683760315931773e-05,1.6396901128852055e-14,0.000606542151144713,6.349167494590768e-06,1.198250115204733e-07,1.9813219138396654e-08,8.763025112589394e-16,1.082579110002161e-08,5.856448140939833e-06,1.1097396027147576e-05,1.008524525484337e-15,1.889380449004977e-07,1.3770006501825606e-08,1.1027101950750662e-08,8.13856793536839e-06,4.527794409312912e-05,4.3603948461737925e-11,1.5621023428999297e-12,3.775082562114264e-09,2.09833797938939e-09,5.33132431479081e-09,1.305740587294276e-06,6.754795423679682e-10,6.357383726134885e-16,1.0478896606283751e-09,3.4374864500589746e-13,7.90383997209593e-08,2.7546710814147264e-09,4.413231470992213e-17,2.97412290996043e-13,6.800092965464129e-16,3.2477181080744996e-15,1.334722599260785e-10,3.2556537655463523e-16,2.888699696263336e-10,2.773091711215879e-10,3.06835031786068e-07,2.6428798492170142e-12,1.1827649256238618e-09,2.8867348608434345e-09,3.034732465435195e-14,1.4254146409663121e-11,5.571956927416112e-11,8.827715480991958e-18,1.662286931108853e-08,2.0195262169440335e-13,1.7390367153090972e-06,2.1512085890107486e-11,1.3445732318669098e-16,4.699371212550488e-18,1.5506171840844596e-21,3.398070451233311e-27,1.1589761368993932e-10,6.124665458414309e-13,2.6266967580258044e-14,2.232649022105983e-08,1.3022025890442503e-08,1.3374371035048993e-11,1.227481950689683e-09,3.479354356265452e-17,5.9272026390195694e-09,2.0449271886589472e-13
0.01105139611419036,0.5063974327907118,3.3009648207730848e-09,1.3942118817627217e-08,4.987592572381529e-09,4.759691151413173e-06,0.0,0.0,2.2413743574019967e-05,1.6061942795169424e-06,1.2760863173248684e-05,1.5958334918751596e-06,5.198072946352594e-10,2.4771871004467058e-28,2.711774485038736e-20,3.8035427313263e-13,8.024030060974542e-10,0.0006075112094924265,1.0821786747240543e-15,4.245121740091018e-20,1.5265919964653921e-19,1.6788610930412672e-23,1.0306018958952307e-14,1.5030833104498416e-11,6.66904339524987e-14,2.7411666508151843e-12,7.24956346022986e-23,3.6198708078320583e-14,7.055475548754187e-14,3.7392780422520756e-19,4.473809550250051e-12,6.044838470838983e-20,3.0570178180054125e-20,4.165144577455412e-15,3.76,0.0,0.673209478779429,0.9992902607960985,5.699576174131107e-05,2.2187658983040353e-07,0.02334392985759454,0.023961581357170265,3.683741914438793e-05,1.645210679655872e-14,0.0006109657132332231,6.384877297899049e-06,1.2066556286754616e-07,1.9924252233239807e-08,8.824512112448164e-16,1.088677189168943e-08,5.908007880772479e-06,1.127409660659668e-05,1.015180499528904e-15,1.9115171710098925e-07,1.3878341591568513e-08,1.1090827567647392e-08,8.212572502294109e-06,4.57096503790315e-05,4.4067664858627284e-11,1.5787373030237372e-12,3.814295034329183e-09,2.115161535445995e-09,5.382525906599636e-09,1.326327216465476e-06,6.824824637846594e-10,6.423292141322391e-16,1.057408966503874e-09,3.4687095941989794e-13,8.016630810511827e-08,2.7762868498135472e-09,4.4589840354654316e-17,3.004783966538015e-13,6.890508225058132e-16,3.2755100275884596e-15,1.347514290376898e-10,3.288350563668244e-16,2.911867196106247e-10,2.826062144759821e-10,3.0894407154637247e-07,2.6933085847715996e-12,1.1894045126181535e-09,2.9527185083604303e-09,3.0636682975003055e-14,1.4461176680443546e-11,5.625658747593982e-11,8.912615438084535e-18,1.685699801211412e-08,2.0346379399971764e-13,1.7682725238023103e-06,2.1751669772708782e-11,1.3575463316989232e-16,4.744712165813778e-18,1.586243250313739e-21,3.4760615955628825e-27,1.1656504528840618e-10,6.213496049833622e-13,2.6582554360417402e-14,2.2594205987966193e-08,1.3245520709998768e-08,1.3606399476964391e-11,1.2343781800648433e-09,3.5408992185614266e-17,5.998160040972801e-09,2.0711735927615928e-13
0.011090469281439662,0.5064051588120321,3.319193539401972e-09,1.4028067941339102e-08,5.03052912641857e-09,4.806020854407986e-06,0.0,0.0,2.2512618383825175e-05,1.621158982506476e-06,1.2930976311526122e-05,1.6187523187651269e-06,5.249282449085855e-10,2.538960339574842e-28,2.752653444810544e-20,3.839909440285394e-13,8.053398046262652e-10,0.0006118821084286376,1.099133216428701e-15,4.2895138207698436e-20,1.5553306252073827e-19,1.7021237185232134e-23,1.0404019398350658e-14,1.5267683690952854e-11,6.730192071834206e-14,2.8038983287818654e-12,7.411066391230219e-23,3.669860420244358e-14,7.108471876371855e-14,3.769689049370371e-19,4.525915352063915e-12,6.147622296114794e-20,3.129909795287439e-20,4.233992729791241e-15,3.76,0.0,0.6731254019936533,0.999285249357585,5.7708785948258946e-05,2.230343777227406e-07,0.023422705649223552,0.024044808663663382,3.683723437222583e-05,1.6507290985037728e-14,0.0006154064768586793,6.420544692160192e-06,1.2150897434837403e-07,2.0035148114622247e-08,8.886208388687868e-16,1.0947681816611467e-08,5.959714368061409e-06,1.145277986334013e-05,1.0218718252697086e-15,1.9338290886668275e-07,1.3986862408604074e-08,1.1154505394927992e-08,8.286783552307891e-06,4.614374860876303e-05,4.453389871728224e-11,1.5954633964538051e-12,3.853702801486413e-09,2.1320176647245973e-09,5.433902185050057e-09,1.3471704141877747e-06,6.895200401727913e-10,6.489526701909371e-16,1.066954604403832e-09,3.500019068935697e-13,8.130518951307678e-08,2.7979388290571513e-09,4.504962998167671e-17,3.0355935627932887e-13,6.9816311920020915e-16,3.303370170864398e-15,1.3603491818140314e-10,3.3211743488944315e-16,2.9350796887316324e-10,2.8798458627258183e-10,3.110548407260648e-07,2.7445102898345894e-12,1.196036084032316e-09,3.019889433811214e-09,3.0927644625250303e-14,1.4670636027720827e-11,5.679546172555171e-11,8.997805828915261e-18,1.7093346882874485e-08,2.0497921038146292e-13,1.7978645554968634e-06,2.1993002211269716e-11,1.3705645620218078e-16,4.7902108731590945e-18,1.6225443746106411e-21,3.555527096026085e-27,1.172319456358999e-10,6.303366613047867e-13,2.690031784593395e-14,2.2863762918220378e-08,1.3471845427584786e-08,1.3841252492964217e-11,1.2412662348847897e-09,3.603216465637461e-17,6.069603408464472e-09,2.097614261231958e-13
