Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464)
5.692330432223613e-10,0.9011629749942603,9.26790287163037e-12,2.1716034335664263e-12,8.572313137131186e-15,1.2880050937372934e-14,0.0,0.0,1.1055846135958311e-08,1.9218847989726578e-14,1.7444507331576427e-16,2.098710159318693e-25,4.0437575555311864e-17,3.7698549259166916e-42,6.405843716939088e-30,4.0686239561800396e-24,1.2656579937573968e-30,3.284502683823073e-11,1.4224018904583217e-37,9.277349751270403e-21,8.111380450980841e-35,2.1155285775286304e-42,3.835010259116797e-22,8.844349213572154e-32,1.5052851904496566e-20,7.753390075320437e-42,6.772688818445735e-41,4.996948692355021e-40,3.01481296013176e-64,1.5655776177315632e-52,1.1906780690469742e-19,3.091463488195201e-51,1.906752269896166e-40,3.992805375555931e-52,3.76,0.0,0.737012748808081,0.9976546038246112,3.515002390841996e-17,9.613686706036469e-42,0.0003140368631168599,0.00031404085124827377,0.002345385085092987,1.397731637155117e-13,3.284524185536124e-11,1.1044143371408609e-08,1.9772396055458295e-09,2.2548067520924507e-14,9.165300469813373e-16,2.1020567571502132e-11,6.653565928987471e-13,1.504538162373844e-18
5.89531357661854e-10,0.9011648102222809,9.631580147445086e-12,2.2807873187306225e-12,9.218820231387263e-15,1.3855242749501001e-14,0.0,0.0,1.1449584637458783e-08,2.06126281237509e-14,1.9499866148188042e-16,2.429381253992704e-25,4.5197963846079237e-17,4.6713183449656826e-42,7.435004860737519e-30,4.7201912956448896e-24,1.4683370142670775e-30,3.545622286325013e-11,1.8218669075667554e-37,1.0672445063662663e-20,1.032750262585265e-34,2.786046716479812e-42,4.305026501176236e-22,1.059875532336543e-31,1.6811672846110608e-20,9.914406716084821e-42,8.461611687034311e-41,6.474587833243139e-40,4.194429455772383e-64,2.030975154519744e-52,1.3306001930709967e-19,4.146344207376508e-51,2.4659686822234803e-40,5.359864483542612e-52,3.76,0.0,0.7370015525536007,0.9976161316045217,3.9121597819730216e-17,1.196185452133243e-41,0.00032523257729387243,0.0003252368551392742,0.002383856908736337,1.508294278330233e-13,3.545646321015067e-11,1.1436749519496935e-08,2.1207577194671586e-09,2.406597032461586e-14,1.0179210639818933e-15,2.25204265671051e-11,7.206359939908464e-13,1.6711731516642796e-18
6.098296721013468e-10,0.9011666454232465,9.997537990753037e-12,2.3924105962506975e-12,9.89063442753398e-15,1.4868877050960873e-14,0.0,0.0,1.1843299137327733e-08,2.2055113145197993e-14,2.1715685543254896e-16,2.798401965483173e-25,5.032944410907542e-17,5.747137228771161e-42,8.587354567694923e-30,5.450215626780354e-24,1.695077174558337e-30,3.817488274147231e-11,2.3141990378891996e-37,1.2219213718762138e-20,1.3045578256167657e-34,3.6361431989336845e-42,4.815366582296299e-22,1.262395430145599e-31,1.8705618517532905e-20,1.2577154754336856e-41,1.0492530299953404e-40,8.317921828213586e-40,5.77131609140466e-64,2.611899767333317e-52,1.4813912150880027e-19,5.506547662504244e-51,3.1616612937555716e-40,7.124295401312507e-52,3.76,0.0,0.7369903564692227,0.997579473274453,4.3387454005874785e-17,1.477570897686569e-41,0.00033642811625276365,0.00033643269397662064,0.0024205148422725255,1.6221282931626732e-13,3.817515039506603e-11,1.1829284227491152e-08,2.2693029513104263e-09,2.5625556652326582e-14,1.1265124707411648e-15,2.4070159497030055e-11,7.783399369612933e-13,1.8496720975452337e-18
6.301279865408396e-10,0.9011684805971576,1.0365775930839305e-11,2.5064826320446263e-12,1.0587944937524368e-14,1.592124766141839e-14,0.0,0.0,1.2236990336442733e-08,2.3546295883677508e-14,2.4098445264317777e-16,3.2087309304745887e-25,5.584694898013199e-17,7.023644951588404e-42,9.87297081521124e-30,6.265314769595808e-24,1.947806898772457e-30,4.1001322344304335e-11,2.916822520253972e-37,1.3928261113587833e-20,1.635740452954735e-34,4.705689871321198e-42,5.368170139768192e-22,1.4950600355349227e-31,2.0739905352656987e-20,1.583636904015919e-41,1.291964902486917e-40,1.0601126865659744e-39,7.859272928530631e-64,3.3317595435211383e-52,1.643483960732028e-19,7.245793618966981e-51,4.020862892977698e-40,9.382578331179701e-52,3.76,0.0,0.7369791605549436,0.99754454317955,4.795892629129807e-17,1.8127711009384385e-41,0.00034762347999587066,0.0003476283677628328,0.002455444540555733,1.739093834995061e-13,4.10016193612931e-11,1.222174837034611e-08,2.422875236438496e-09,2.722617109300067e-14,1.2425493401003579e-15,2.5669593108610476e-11,8.384776871199507e-13,2.04044225215681e-18
6.504263009803323e-10,0.9011703157440146,1.0736293501222511e-11,2.6230116287356606e-12,1.1310941338250367e-14,1.7012648560817832e-14,0.0,0.0,1.2630658901705813e-08,2.5086169256580303e-14,2.6654647329780753e-16,3.663444829347491e-25,6.176545920489697e-17,8.530205448260858e-42,1.1302407410148454e-29,7.172458194911723e-24,2.2285394260154274e-30,4.393582000580265e-11,3.649775308133881e-37,1.5810549846468676e-20,2.036817498115118e-34,6.041842505426999e-42,5.965629404648651e-22,1.7611664265533572e-31,2.291975024427355e-20,1.9801205581834287e-41,1.580370453908621e-40,1.3410649456835563e-39,1.0599821108975787e-63,4.217806492033939e-52,1.8173122897959345e-19,9.452536670008569e-51,5.074903201133286e-40,1.225061819749348e-51,3.76,0.0,0.7369679648107604,0.9975112598170126,5.2847431633142844e-17,2.2098982027656695e-41,0.00035881866852556933,0.00035882387650043037,0.0024887275063849067,1.8590481720210448e-13,4.3936148522938043e-11,1.2614142788346035e-08,2.581474510214677e-09,2.886716861401944e-14,1.366276556786107e-15,2.7318554838613626e-11,9.010573514892534e-13,2.2438908183198213e-18
6.707246154198251e-10,0.901172150863818,1.1109090239541556e-11,2.7420045964162918e-12,1.2059813556707413e-14,1.8143373882720583e-14,0.0,0.0,1.3024305466952624e-08,2.6674726266738452e-14,2.9390815329990266e-16,4.165738883761532e-25,6.810000205971707e-17,1.0299397352414167e-41,1.2886696604282588e-29,8.178972338501903e-24,2.5393730541265615e-30,4.697861551500305e-11,4.535945658974602e-37,1.7877399647301077e-20,2.519763675540345e-34,7.699998236878944e-42,6.60998843770843e-22,2.0642498790095998e-31,2.5250369913426507e-20,2.4596595470811566e-41,1.9212368204212347e-40,1.6846514967659658e-39,1.4167331325099499e-63,5.301532115947051e-52,2.0033110471701157e-19,1.2232007765186329e-50,6.359827405989767e-40,1.5866476915984734e-51,3.76,0.0,0.7369567692366699,0.9974795457248741,5.806447026073598e-17,2.6779843110079866e-41,0.00037001368184427574,0.0003700192201919331,0.0025204412017259805,1.981846172636899e-13,4.697897774934863e-11,1.300646828801787e-08,2.745100708002744e-09,3.054791446755746e-14,1.4979388176046853e-15,2.901687280904927e-11,9.660858494291575e-13,2.4604249491380843e-18
6.910229298593179e-10,0.9011739859565681,1.148416568704892e-11,2.8634674744443167e-12,1.2834751605010108e-14,1.931371779234405e-14,0.0,0.0,1.34179306370336e-08,2.8311959991915522e-14,3.2313482108713405e-16,4.718930608826015e-25,7.486562260576912e-17,1.2367123743604289e-41,1.4637350160851798e-29,9.292538344283365e-24,2.8824923212703952e-30,5.012991315053389e-11,5.601273165108057e-37,2.0140487359840398e-20,3.098104059712566e-34,9.744732839685856e-42,7.303543540493264e-22,2.408087061197291e-31,2.773696933494812e-20,3.0364416599177933e-41,2.3220475702009085e-40,2.1023549474635856e-39,1.8774739899102494e-63,6.6190309436960086e-52,2.2019151991881653e-19,1.5708438592410068e-50,7.916767285805207e-40,2.0393360241954135e-51,3.76,0.0,0.7369455738326685,0.9974493269832144,6.362162765254703e-17,3.227012965387466e-41,0.0003812085199544415,0.0003812143988398603,0.002550659546498329,2.107349493098615e-13,5.013031139957557e-11,1.339872564622574e-08,2.9137537651670164e-09,3.226778402721482e-14,1.6377806317809052e-15,3.076437581333748e-11,1.0335690336225314e-12,2.6904517508228483e-18
7.113212442988106e-10,0.901175821022265,1.186151938837301e-11,2.987405345643382e-12,1.3635945516249005e-14,2.0523974456222582e-14,0.0,0.0,1.3811534989782846e-08,2.9997863579745187e-14,3.5429186689375723e-16,5.326460079014452e-25,8.207737656784197e-17,1.47729078650858e-41,1.656637132259559e-29,1.0521204391902236e-23,3.2601694156416805e-30,5.338988868301614e-11,6.875108358415181e-37,2.2611846776835947e-20,3.787091240223939e-34,1.225103108151258e-41,8.048643809298849e-22,2.796707028432493e-31,3.038473912740579e-20,3.72655169318563e-41,2.791067278603253e-40,2.6073306149232535e-39,2.4680688069478163e-63,8.211593926336e-52,2.413559623037686e-19,2.0027997574314042e-50,9.792563674958495e-40,2.6023530291685587e-51,3.76,0.0,0.7369343785987534,0.9974205329738258,6.953057443522804e-17,3.868008228894598e-41,0.0003924031828585473,0.0003924094124467307,0.0025794531589089964,2.2354263984782258e-13,5.339032532473461e-11,1.3790915612148623e-08,3.087433617072384e-09,3.402616251904609e-14,1.7860463210296893e-15,3.2560893307437986e-11,1.1035119039572426e-12,2.9343782866186156e-18
7.316195587383034e-10,0.9011776560609098,1.2241150891579529e-11,3.1138225138776996e-12,1.4463585466444202e-14,2.1774438097846773e-14,0.0,0.0,1.420511907556961e-08,3.173243024889534e-14,3.8744479865393e-16,5.991887903166886e-25,8.975034345857318e-17,1.756025508571291e-41,1.8686267078718418e-29,1.1873402800015687e-23,3.674764825981476e-30,5.675869253843832e-11,8.390634046589364e-37,2.5303868445274462e-20,4.603913307274921e-34,1.5305757995405006e-41,8.847690744316228e-22,3.2344043143178203e-31,3.3198861071797537e-20,4.548208667167978e-41,3.3374207635846347e-40,3.214631204625476e-39,3.219817920970158e-63,1.0126397833850022e-51,2.638679502933276e-19,2.5362135863118226e-50,1.2040490891591638e-39,3.2982774345229785e-51,3.76,0.0,0.7369231835349214,0.9973930964352058,7.580306499113082e-17,4.613143741288067e-41,0.0004035976705590998,0.0004036042610150641,0.002606889300459638,2.365945506204456e-13,5.6759170031450537e-11,1.4183038906833588e-08,3.266140199084266e-09,3.582244482177269e-14,1.94298001953488e-15,3.44062554084488e-11,1.1759186852884718e-12,3.1926115779041305e-18
7.519178731777961e-10,0.9011794910725024,1.2623059748144268e-11,3.242722491429037e-12,1.5317861820039192e-14,2.30654030187533e-14,0.0,0.0,1.4598683417527175e-08,3.3515653288482305e-14,4.226592630210981e-16,6.718894778171493e-25,9.78996315327331e-17,2.0776930037107474e-41,2.1010053861737802e-29,1.3357959406437333e-23,4.128727672918262e-30,6.023644958338951e-11,1.0185231083012387e-36,2.822929955308858e-20,5.567870978916831e-34,1.9009150177043473e-41,9.703137545069016e-22,3.7257477841226833e-31,3.618451017762065e-20,5.521974755763781e-41,3.971152824582253e-40,3.941413502497802e-39,4.170394962784172e-63,1.2417128104698693e-51,2.877710478494807e-19,3.191095486253014e-50,1.4720899397278626e-39,4.1534929657966804e-51,3.76,0.0,0.7369119886411692,0.9973669534345498,8.245093701980164e-17,5.475825337162312e-41,0.00041479198305863175,0.00041479894454737995,0.0026330319039543208,2.498773810959279e-13,6.023697046711626e-11,1.457509622342733e-08,3.449873446568595e-09,3.7656035349108887e-14,2.1088256740675865e-15,3.630029289205608e-11,1.2507928148300345e-12,3.465558603919662e-18
7.722161876172889e-10,0.9011813260570432,1.300724551262458e-11,3.3741079748431916e-12,1.6198964958206162e-14,2.4397163520071128e-14,0.0,0.0,1.499222851417308e-08,3.534752605132014e-14,4.600009660130177e-16,7.511284430086579e-25,1.0654035926093053e-16,2.44751032070119e-41,2.3551255259908536e-29,1.4984090584184978e-23,4.624596169626592e-30,6.382325760964018e-11,1.2300768090985698e-36,3.140124393118801e-20,6.7005113623414735e-34,2.347632712236193e-41,1.0617488677831021e-21,4.275582999699899e-31,3.9346847129464205e-20,6.670925071571411e-41,4.7032575618919675e-40,4.807122618806522e-39,5.364919576616411e-63,1.5144519030830654e-51,3.131088086281697e-19,3.990676465745582e-50,1.790174789016637e-39,5.198670336998158e-51,3.76,0.0,0.736900793917494,0.997342043047317,8.948611308147672e-17,6.470733429165266e-41,0.00042598612035970343,0.00042599346304619747,0.0026579418939330106,2.63378379819338e-13,6.382382450437555e-11,1.4967088229804872e-08,3.638633294891878e-09,3.952634798220144e-14,2.283827044331106e-15,3.824283718369778e-11,1.328136917473318e-12,3.753626301829146e-18
7.925145020567817e-10,0.901183161014533,1.3393707742406406e-11,3.50798095386231e-12,1.7107085176819297e-14,2.5770013855116135e-14,0.0,0.0,1.538575484146694e-08,3.722804194862497e-14,4.995356250479905e-16,8.372984851210595e-25,1.1568764415822698e-16,2.8711610974995673e-41,2.632390806987883e-29,1.6761409331804988e-23,5.164998605379828e-30,6.751919063394113e-11,1.4783986584576852e-36,3.4833161955642936e-20,8.025811369659416e-34,2.883891826988886e-41,1.159330000065687e-21,4.88903965878026e-31,4.2691013916422964e-20,8.020867930790387e-41,5.545733054444207e-40,5.8337175289089644e-39,6.857101670919672e-63,1.8377031366864768e-51,3.39924742581831e-19,4.961804935125603e-50,2.1659284521122705e-39,6.469301600908852e-51,3.76,0.0,0.7368895993638926,0.9973183071058245,9.69206010959886e-17,7.613900778247795e-41,0.00043718008246489896,0.00043718781651403543,0.002681677438078703,2.770855903568109e-13,6.751980624086294e-11,1.535901557063554e-08,3.832419679421234e-09,4.143280588901861e-14,2.4682277031416684e-15,4.023372035025934e-11,1.4079529143453252e-12,4.057221568910437e-18
8.128128164962744e-10,0.9011849959449719,1.3782445997661237e-11,3.644342910871491e-12,1.8042412744841567e-14,2.718424825503845e-14,0.0,0.0,1.5779262853225108e-08,3.9157194448958406e-14,5.413289946993035e-16,9.308046668818439e-25,1.2535660885831472e-16,3.3548374423329664e-41,2.934257814601155e-29,1.86999437421253e-23,5.7526546443218866e-30,7.132430593480488e-11,1.7687024923392516e-36,3.853887032365806e-20,9.570432422410144e-34,3.5246967748464875e-41,1.2633179165791857e-21,5.571545792796504e-31,4.6222136633283117e-20,9.600640311617455e-41,6.511671469810584e-40,7.045961441775732e-39,8.710582688273918e-63,2.2191737123311303e-51,3.6826233468360336e-19,6.13541524369368e-50,2.6078949166403253e-39,8.006329265045015e-51,3.76,0.0,0.736878404980362,0.9972956901489222,1.0476649312695183e-16,8.922839476799481e-41,0.00044837386937681914,0.0004483820049534129,0.0027042939975399295,2.9098732669210657e-13,7.132497303601692e-11,1.5750878867802434e-08,4.031232535524373e-09,4.337484124575613e-14,2.6622710363834143e-15,4.227277509547593e-11,1.4902422222690172e-12,4.376751265912553e-18
8.331111309357672e-10,0.9011868308483604,1.4173459841390386e-11,3.78319489215547e-12,1.900513801075727e-14,2.8640160977642036e-14,0.0,0.0,1.617275298080491e-08,4.113497707904932e-14,5.854469157311613e-16,1.0320641464656592e-24,1.3556239261071916e-16,3.9052804812125853e-41,3.262237246266356e-29,2.081015304132945e-23,6.390376101827044e-30,7.523864690441799e-11,2.1067955526044577e-36,4.253254186568417e-20,1.1363978494208756e-33,4.287111406425613e-41,1.3739785401782445e-21,6.328840468450589e-31,4.9945330323419405e-20,1.1442413826897867e-40,7.615345502915607e-40,8.471730805947481e-39,1.1000546872626416e-62,2.6675248050226522e-51,3.9816507966899084e-19,7.547048310071014e-50,3.1256306877981715e-39,9.856848849152186e-51,3.76,0.0,0.7368672107668992,0.9972741394607514,1.1303596417206903e-16,1.0416663380523987e-40,0.00045956748109807926,0.00045957602836684935,0.002725844288176063,3.0507165188676225e-13,7.523936836305279e-11,1.6142678720088676e-08,4.235071798569546e-09,4.535189504640115e-14,2.8662002430052842e-15,4.4359834758185016e-11,1.5750058251735831e-12,4.712622218076444e-18
8.5340944537526e-10,0.9011886657246989,1.456674883927239e-11,3.924537372582082e-12,1.999545134212727e-14,3.013804628111782e-14,0.0,0.0,1.6566225634294303e-08,4.316138342072622e-14,6.319552883010924e-16,1.1415063669709748e-24,1.4632014501833052e-16,4.5298015796158695e-41,3.6178935983515194e-29,2.310292632039971e-23,7.081066923223701e-30,7.926223817498184e-11,2.4991194088104863e-36,4.6828705541058297e-20,1.3439182828004347e-33,5.190483423123489e-41,1.4915828462317034e-21,7.1669769037874624e-31,5.3865696283952575e-20,1.3581934918715529e-40,8.8722502754507e-40,1.0142281408339043e-38,1.381550994512804e-62,3.192448875445916e-51,4.2967646284205504e-19,9.237376933619312e-50,3.729779025354591e-39,1.2074824868511557e-50,3.76,0.0,0.7368560167235011,0.9972536049250083,1.217412731108378e-16,1.2116150229242613e-40,0.00047076091763131357,0.0004707698867568647,0.002746378426289719,3.1932682657034756e-13,7.926301693527035e-11,1.653441570437128e-08,4.443937403925584e-09,4.736341710003746e-14,3.0802583353303848e-15,4.649473330806751e-11,1.6622441385491859e-12,5.065241212992806e-18
8.737077598147527e-10,0.9011905005739881,1.4962312559294067e-11,4.068370166159646e-12,2.1013542904408612e-14,3.167819832308636e-14,0.0,0.0,1.6959681205432435e-08,4.523640710338938e-14,6.809199699192874e-16,1.2595734537339272e-24,1.5764500219079199e-16,5.236295922691207e-41,4.002844436792676e-29,2.5589574246237464e-23,7.827723328249485e-30,8.339508169675373e-11,2.9527862441862944e-36,5.144224649310369e-20,1.583206810160825e-33,6.256661676456183e-41,1.6164067854330717e-21,8.092321816901558e-31,5.798831226956883e-20,1.605873872886164e-40,1.029912698639687e-39,1.2092496359327768e-38,1.7259157458974185e-62,3.804741403820902e-51,4.628398881223121e-19,1.1252739461707792e-49,4.432136770163856e-39,1.4721820466091865e-50,3.76,0.0,0.7368448228501647,0.9972340386676775,1.3089476486077593e-16,1.4043780274231202e-40,0.0004819541789791784,0.00048196358012597733,0.0027659442858962917,3.3374229242066957e-13,8.339592078396924e-11,1.6926090378550182e-08,4.657829286961972e-09,4.9408866025045245e-14,3.3046881394920935e-15,4.86773053365198e-11,1.7519569193830349e-12,5.435014999644663e-18
8.940060742542455e-10,0.9011923353962277,1.536015057153499e-11,4.2146926425215445e-12,2.2059602572860766e-14,3.3260911117881784e-14,0.0,0.0,1.735312006939484e-08,4.736004179941986e-14,7.324067323646705e-16,1.3867202392619996e-24,1.6955207672296588e-16,6.033279878229366e-41,4.4187614953743587e-29,2.828184007536398e-23,8.63343514413339e-30,8.763716384087453e-11,3.475634708572428e-36,5.638840588963063e-20,1.858220877004787e-33,7.510228248066945e-41,1.748731340608299e-21,9.1115654932483e-31,6.231822879471548e-20,1.891646513779987e-40,1.1914039562474974e-39,1.4361217179011286e-38,2.1452327665428333e-62,4.516400647213616e-51,4.976986485062148e-19,1.3645753882754656e-49,5.245751195542411e-39,1.7867829995074773e-50,3.76,0.0,0.7368336291468873,0.9972153948391552,1.4050887026283225e-16,1.6223849237317293e-40,0.000493147265144346,0.000493157108476705,0.0027845877165988964,3.4830862840102177e-13,8.763806636122312e-11,1.7317703283341753e-08,4.876747383048884e-09,5.148770898957322e-14,3.5397322955198917e-15,5.0907386048412075e-11,1.8441434823265106e-12,5.822350292411124e-18
9.143043886937382e-10,0.9011941701914188,1.5760262448438994e-11,4.363504081664098e-12,2.3133820223981966e-14,3.488647866794452e-14,0.0,0.0,1.7746542582749807e-08,4.953228122946544e-14,7.864813941925471e-16,1.5234136625960933e-24,1.8205648873314587e-16,6.92996159376953e-41,4.8673738849287464e-29,3.11919369495248e-23,9.501387842547758e-30,9.198846868850583e-11,4.0763144393523904e-36,6.168278050278628e-20,2.1733141071377965e-33,8.978795471141219e-41,1.888842648061742e-21,1.023174638498865e-30,6.686048237427122e-20,2.2203333371143e-40,1.3736526240139324e-39,1.699171601004803e-38,2.653553519801149e-62,5.3407711515846866e-51,5.342960203830919e-19,1.647608513313922e-49,6.185062879398837e-39,2.159231444342013e-50,3.76,0.0,0.7368224356136657,0.9971976298648179,1.50596102242154e-16,1.868268434721119e-40,0.0005043401761294905,0.0005043504718115672,0.0028023522930212454,3.630158606239535e-13,9.198943782918065e-11,1.7709254940235094e-08,5.100691627557064e-09,5.359942127604124e-14,3.785633256949844e-15,5.318481126292853e-11,1.938803055021259e-12,6.22765377653119e-18
9.34602703133231e-10,0.9011960049595615,1.6162647764851486e-11,4.5148035953458115e-12,2.423638582981614e-14,3.655519500914986e-14,0.0,0.0,1.8139949083156585e-08,5.175311916322103e-14,8.432098661230493e-16,1.6701327210683066e-24,1.9517337646866873e-16,7.936279216451807e-41,5.350468669824889e-29,3.4332557304658554e-23,1.043486290559813e-29,9.644897562971828e-11,4.7643474013140034e-36,6.734132259727809e-20,2.53326465790574e-33,1.0693315366848865e-40,2.037031929037107e-21,1.146026023403277e-30,7.162009975698713e-20,2.5972498425549616e-40,1.5787677645779955e-39,2.0032084595968736e-38,3.2671691683478704e-62,6.292657415333316e-51,5.726752951786122e-19,1.981118478132983e-49,7.266013921082229e-39,2.5985211547321016e-50,3.76,0.0,0.7368112422504972,0.9971807024817677,1.6116905531991829e-16,2.144875904521393e-40,0.0005155329119372908,0.0005155436701330839,0.0028192792780602797,3.7785330049870614e-13,9.645001465900998e-11,1.8100745851191233e-08,5.3296619558577905e-09,5.574348620904284e-14,4.042633290941062e-15,5.550941741278243e-11,2.0359346996294995e-12,6.651332106563299e-18
9.549010175727238e-10,0.9011978397006564,1.656730609752455e-11,4.668589619302183e-12,2.5367489110735394e-14,3.8267354056296567e-14,0.0,0.0,1.853333989316972e-08,5.402254940960733e-14,9.026579946965297e-16,1.8273693066010077e-24,2.0891785969716467e-16,9.062891858089364e-41,5.869887761204894e-29,3.771684106179006e-23,1.1437236222065909e-29,1.0101864055471043e-10,5.5501565377610774e-36,7.338034024920626e-20,2.9432854719111606e-33,1.2688387598586366e-40,2.193595208602238e-21,1.2804846165200402e-30,7.660208228119953e-20,3.0282233475466657e-40,1.809010548189933e-39,2.3535497235085734e-38,4.004908336671512e-62,7.388395162141179e-51,6.128796678667391e-19,2.372700993481426e-49,8.50610580052401e-39,3.11479352061763e-50,3.76,0.0,0.7368000490573787,0.9971645732727015,1.7224041043880633e-16,2.4552660072599074e-40,0.00052672547257045,0.0005267367034437745,0.002835408089019437,3.928117480952162e-13,1.0101975282192422e-10,1.849217650245501e-08,5.563658303323027e-09,5.791939549315697e-14,4.310974479134515e-15,5.7881041535677394e-11,2.1355368041585695e-12,7.093791898504072e-18
9.751993320122165e-10,0.9011996744147037,1.697423702494334e-11,4.824860122068817e-12,2.652731945262243e-14,4.0023249561856074e-14,0.0,0.0,1.892671532168503e-08,5.6340565813052406e-14,9.648915207460174e-16,1.9956282023256918e-24,2.23305030049592e-16,1.0321222470168763e-40,6.427528979654071e-29,4.135838669306324e-23,1.2511979299438297e-29,1.0569740281057846e-10,6.445135165286823e-36,7.981649718285277e-20,3.40905610602006e-33,1.5002571696575637e-40,2.3588333614570627e-21,1.427359667521693e-30,8.181140237496655e-20,3.5196322446183903e-40,2.0668027461800356e-39,2.7560639040454827e-38,4.888449302341759e-62,8.645979466550227e-51,6.549522086396791e-19,2.8308875946119876e-49,9.924518818951307e-39,3.7194541061303635e-50,3.76,0.0,0.7367888560343074,0.9971492044894938,1.8382293468295634e-16,2.8027217002613924e-40,0.0005379178580316862,0.0005379295717461558,0.0028507764740233156,4.0788334564163144e-13,1.0569859174590014e-10,1.88835473660083e-08,5.80268060532544e-09,6.012664896047549e-14,4.59089871773015e-15,6.029952126710763e-11,2.2376072910173616e-12,7.555439733625701e-18
9.954976464517093e-10,0.9012015091017042,1.7383440127490625e-11,4.983613067151262e-12,2.771606610993068e-14,4.182317520482401e-14,0.0,0.0,1.9320075662771072e-08,5.870716225652425e-14,1.0299761691642931e-15,2.175426532065195e-24,2.3834997207899087e-16,1.1723532343545586e-40,7.025349469219741e-29,4.527128798256567e-23,1.36626618246608e-29,1.1048520189214656e-10,7.461742424574607e-36,8.666681234011867e-20,3.936768202313746e-33,1.7678742421862296e-40,2.533052305121091e-21,1.5874982104682195e-30,8.725301292876424e-20,4.078459614921617e-40,2.354742416856786e-39,3.217226034904114e-38,5.942675909123803e-62,1.0085232338182858e-50,6.989359275967541e-19,3.36524315227999e-49,1.1542272853907068e-38,4.425305230647114e-50,3.76,0.0,0.7367776631812802,0.9971345601969729,1.959294777036373e-16,3.1907730552482963e-40,0.0005491100683237178,0.0005491222750427464,0.0028654203682440325,4.2305998772227274e-13,1.1048647100661951e-10,1.927485889840426e-08,6.0467287972383135e-09,6.236475407253961e-14,4.882647717102407e-15,6.276469483819492e-11,2.3421440795733567e-12,8.036682165997288e-18
9.999999999999999e-10,0.9012033437616574,1.7474513001142543e-11,5.019162118925279e-12,2.7983678368072876e-14,4.222841107240123e-14,0.0,0.0,1.9407324602025677e-08,5.923867739031012e-14,1.0448054825157486e-15,2.216923986087323e-24,2.4177772408645127e-16,1.205538922256175e-40,7.163597338181939e-29,4.617743104205765e-23,1.3928550202193408e-29,1.1156194906171245e-10,7.705058513706044e-36,8.824413233444417e-20,4.06287824611406e-33,1.8326070702822845e-40,2.5729437205834877e-21,1.62490382727975e-30,8.849198456517035e-20,4.2123010175379266e-40,2.4229709033148977e-39,3.328165432735702e-38,6.202425139862695e-62,1.0431236004229012e-50,7.089552093489286e-19,3.495139593671584e-49,1.1930384880904552e-38,4.596988305200733e-50,3.76,0.0,0.7367751805261815,0.9971314066728172,1.9868712362234658e-16,3.2827226258602265e-40,0.0005515925801634514,0.0005516048976126095,0.0028685738040399537,4.264396733916546e-13,1.1156323644453988e-10,1.9361647414018595e-08,6.101541962525411e-09,6.28653181545158e-14,4.94898688629614e-15,6.33178041251971e-11,2.365665295895354e-12,8.146122130053798e-18
1.015795960891202e-09,0.9012033437616574,1.7794914987500827e-11,5.144846501917073e-12,2.893391831935096e-14,4.366742464338289e-14,0.0,0.0,1.9713421195279192e-08,6.112233266254383e-14,1.0979777018308065e-15,2.3672935892634436e-24,2.5406777564304165e-16,1.3282973138408083e-40,7.665367124995081e-29,4.9470150969592686e-23,1.489295280218942e-29,1.1538198085034856e-10,8.613584232689138e-36,9.39486596778301e-20,4.533162722217477e-33,2.0764480541762045e-40,2.716563024903667e-21,1.7617864022893796e-30,9.293185250417002e-20,4.7123397705724995e-40,2.675614455627501e-39,3.744169009694678e-38,7.196074277424379e-62,1.1727953830050971e-50,7.448738122043771e-19,3.986465771024237e-49,1.3382367165141295e-38,5.246682966504131e-50,3.76,0.0,0.7367664704982946,0.9971206063207633,2.085729704549758e-16,3.623213034993593e-40,0.0005603021034492595,0.0005603148133360663,0.002879373846056538,4.3833282000039207e-13,1.1538333373591591e-10,1.966611154037946e-08,6.29580281443551e-09,6.463322572355397e-14,5.1864630017786215e-15,6.52764010740004e-11,2.4491451752162524e-12,8.537925723792151e-18
