Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931)
1.0423234124179e-09,0.7379290097855317,4.75418587555816e-13,1.4069298923062164e-14,1.148596410806695e-15,1.096761261539665e-15,0.0,0.0,1.2638668771622486e-09,8.344907203749441e-16,1.0081062422315745e-15,1.172087401575307e-15,3.700786984556198e-19,1.5968943321037543e-31,4.358182812867713e-21,9.122283305386286e-13,1.7787453350225048e-16,1.6217461354274281e-12,4.545666076874718e-31,8.672849386998232e-26,1.6301136132921583e-27,9.65483620047999e-27,1.814121926744013e-11,1.452312043650898e-27,1.0107417233519011e-22,8.324510371366104e-33,1.1884996503441532e-38,2.616057470156501e-29,1.4681622851960804e-35,9.844998405788235e-35,2.395415281975451e-22,2.604637696160719e-38,1.817611683106077e-37,3.8919828633655387e-39,3.76,0.0,0.6613726722268217,0.9990880182353618,1.693875410930774e-16,2.1414040596632513e-20,2.4818376963349924e-05,2.4818386042973266e-05,0.0009119804991242016,2.3277556682882178e-15,1.6212178589889715e-12,1.2634940021272116e-09,3.229181166696784e-12,1.014196615473897e-14,8.505717335656087e-20,9.644239759866664e-13,5.5491795931487415e-15,5.218429263049387e-19,5.034061548196829e-13,1.609861900030497e-17,1.741544595401217e-14,4.668273190723182e-13,3.215927578410515e-13,1.4575458560053306e-15,1.0119851274389901e-14,1.4298195658784764e-15,1.7109969241256405e-18,4.300645914751848e-18,1.5474769603575617e-15,1.0598974237733892e-21,2.0042988005470155e-22,1.905487679156836e-11,1.2789502395529164e-26,1.3079476126926025e-22,2.145807491460719e-22,3.223976802779706e-23,2.6398562953485127e-17,5.568403820045042e-27,7.59037085073039e-23,1.0697078894470305e-18,1.0876091827743952e-35,4.486941555285678e-25,5.980087445249563e-17,3.32288288779723e-17,1.0716838774176552e-25,1.2687427773787532e-29
1.0786031262802842e-09,0.7379291273641112,4.9420666585076e-13,1.4844853688565695e-14,1.2611245982014534e-15,1.1970992584744053e-15,0.0,0.0,1.3078438555871037e-09,8.935804558235522e-16,1.1160053420422836e-15,1.2975326968403223e-15,4.120155197481312e-19,1.7663099218917139e-31,4.65963373681022e-21,9.755948855054885e-13,1.9701842926068758e-16,1.7434476856961797e-12,5.381770067785876e-31,9.943656202618977e-26,1.9304078124650927e-27,1.1430587658405124e-26,1.8740830997556376e-11,1.6732112459845965e-27,1.1519968270438993e-22,1.0194075749990088e-32,1.4614932507499928e-38,3.1188718330053623e-29,1.8640103833734553e-35,1.2086553582038493e-34,2.6660736694635047e-22,3.286171717550119e-38,2.2403177189164246e-37,4.967724087787825e-39,3.76,0.0,0.6613718083558621,0.9990820982733721,1.876188396253241e-16,2.454638188160237e-20,2.56822028114997e-05,2.5682212540728543e-05,0.0009179004170134889,2.462157916017249e-15,1.7428629910951663e-12,1.3074300681689888e-09,3.4578855675209586e-12,1.0814472721866312e-14,9.424074430936839e-20,1.0313139219119149e-12,5.978157890145793e-15,5.604485263279554e-19,5.391818760381436e-13,1.6982728954163204e-17,1.852324457264343e-14,4.996056335833077e-13,3.4436788356250893e-13,1.567919218341374e-15,1.1203260890174397e-14,1.5309568575227503e-15,1.8696707270595988e-18,4.710842596882427e-18,1.6544832267223814e-15,1.1932353361491372e-21,2.2718787327868977e-22,1.971805365498794e-11,1.4429349391391853e-26,1.481993259934961e-22,2.35469336094618e-22,3.630404996752021e-23,2.9175846491021e-17,6.2171565811010865e-27,8.52206422411082e-23,1.1366552655423873e-18,1.306865368064818e-35,4.97213125572726e-25,6.599973137608486e-17,3.6783543228218665e-17,1.1935120283988523e-25,1.4129647754560802e-29
1.1148828401426684e-09,0.7379292449425385,5.131932243210939e-13,1.5641283328332567e-14,1.3806472174150848e-15,1.3031803532756873e-15,0.0,0.0,1.3518204661500483e-09,9.546907122324097e-16,1.2312658450827306e-15,1.4315359864574126e-15,4.57047106449822e-19,1.9470764557093994e-31,4.970672279473461e-21,1.041004493149173e-12,2.1748289255493904e-16,1.8696037982270004e-12,6.3357119017028285e-31,1.1349164688884475e-25,2.2731222489327875e-27,1.3456580080893936e-26,1.933837917483388e-11,1.9186153207465046e-27,1.307418005105933e-22,1.239958446649995e-32,1.7849623528006346e-38,3.6969889369958103e-29,2.3479149109709392e-35,1.4738045978745757e-34,2.9566046522476217e-22,4.114338101119179e-38,2.742057652802294e-37,6.289405787286694e-39,3.76,0.0,0.6613709444860297,0.9990767081465324,2.0710809826758468e-16,2.800979190732204e-20,2.654602751668352e-05,2.654603791799944e-05,0.0009232904997487406,2.597214796925087e-15,1.868958857769355e-12,1.351363959568473e-09,3.69441409004469e-12,1.1505613263512055e-14,1.0406186275094422e-19,1.1003505670826096e-12,6.4233151430709595e-15,6.005439454502749e-19,5.761926845514795e-13,1.7872600968460613e-17,1.965746364352247e-14,5.334764018198398e-13,3.679219560778443e-13,1.6827813113249351e-15,1.236062085106575e-14,1.6355418907872203e-15,2.0376007455878157e-18,5.144178347777623e-18,1.7648929101086601e-15,1.3385986990565323e-21,2.564112385369627e-22,2.038122660059852e-11,1.6209936726234533e-26,1.672138565484895e-22,2.5755092792757564e-22,4.073594076748495e-23,3.213609991871728e-17,6.91319379868916e-27,9.527850484462931e-23,1.2043194955059583e-18,1.5608958505955483e-35,5.491113826608934e-25,7.259461688922433e-17,4.058050330363274e-17,1.324679039741303e-25,1.5682304441023815e-29
1.1511625540050526e-09,0.7379293625208132,5.323828109954671e-13,1.6458674422231434e-14,1.5073654087999196e-15,1.4151555603432175e-15,0.0,0.0,1.3957967311887262e-09,1.0178214485705353e-15,1.3541208943226894e-15,1.5743682818728965e-15,5.052851004804949e-19,2.139532795800628e-31,5.291252386484882e-21,1.1084492171968096e-12,2.393111841754795e-16,2.0002072329865217e-12,7.419349347042705e-31,1.289855818669191e-25,2.6625422214835722e-27,1.575798873458193e-26,1.9933871113737894e-11,2.190291375644596e-27,1.477902799901735e-22,1.4987313362503546e-32,2.166134872371539e-38,4.358716839002376e-29,2.935597513859422e-35,1.78573445222099e-34,3.267716234788128e-22,5.114309459331336e-38,3.334233015357048e-37,7.902289443191192e-39,3.76,0.0,0.6613700806173249,0.9990718004343913,2.2789658922874256e-16,3.1826712315026964e-20,2.740985107891227e-05,2.7409862174787416e-05,0.0009281981677811671,2.732778765515645e-15,1.9994980999118776e-12,1.3952957054632963e-09,3.938766725749238e-12,1.2215138066256163e-14,1.1454182212783434e-19,1.1715249723860562e-12,6.88461069243545e-15,6.421403879257605e-19,6.144391556192157e-13,1.8767412379625035e-17,2.0817511008783714e-14,5.684377441197053e-13,3.9225494862581253e-13,1.802176924048036e-15,1.359427682786727e-14,1.7435739221594812e-15,2.2150378014684253e-18,5.601143444143869e-18,1.8786900892575002e-15,1.4966850146414165e-21,2.882317631869267e-22,2.104439562841828e-11,1.81376539661981e-26,1.8792528736451155e-22,2.808473579994616e-22,4.5556851149106514e-23,3.5284490936044905e-17,7.657972215065772e-27,1.0610525283704792e-22,1.2726142895265948e-18,1.8538402572844746e-35,6.045029998035402e-25,7.959554064824362e-17,4.462735177957053e-17,1.4655952326312369e-25,1.735021993078146e-29
1.1874422678674367e-09,0.7379294800989353,5.517799597171632e-13,1.729711275278668e-14,1.641479674303668e-15,1.5331757223265462e-15,0.0,0.0,1.4397726710479218e-09,1.0829726247877527e-15,1.484802729257571e-15,1.7262995437365647e-15,5.568409930553841e-19,2.3440151692882874e-31,5.621328184716034e-21,1.177921149829854e-12,2.625464909087513e-16,2.1352506344748064e-12,8.64528120614144e-31,1.4601320956958658e-25,3.1032230160396084e-27,1.8361561187534912e-26,2.0527314102689002e-11,2.4900683422806707e-27,1.6643743992970525e-22,1.8008091644031272e-32,2.612992557785443e-38,5.112976019508741e-29,3.644942179649923e-35,2.150823383703301e-34,3.600115045383564e-22,6.314551320077753e-38,4.029431067621218e-37,9.858074864839669e-39,3.76,0.0,0.6613692167497476,0.9990673319607968,2.5002552049743045e-16,3.6020307424652416e-20,2.827367349819692e-05,2.827368531109394e-05,0.0009326665972627347,2.868719061862569e-15,2.1344732434956144e-12,1.4392253329675103e-09,4.1909434661160236e-12,1.2942800765714124e-14,1.2570190610529667e-19,1.2448282373651106e-12,7.362003350882046e-15,6.852490589736157e-19,6.53921851576288e-13,1.966642042601836e-17,2.2002807782874792e-14,6.044877840947971e-13,4.173668327647446e-13,1.926150688416127e-15,1.490656569703809e-14,1.8550522096866278e-15,2.4022324856900286e-18,6.082227524031652e-18,1.9958589438921737e-15,1.668212216474538e-21,3.227835955426828e-22,2.170756073846542e-11,2.0218930920818518e-26,2.1042200402914456e-22,3.053799860721934e-22,5.078882285979268e-23,3.862612924246843e-17,8.452935372283047e-27,1.1772872730141494e-22,1.341460430214123e-18,2.1901827873373264e-35,6.63502087576812e-25,8.701232708997569e-17,4.89316997339051e-17,1.616678960213339e-25,1.913830642409522e-29
1.223721981729821e-09,0.7379295976769049,5.713891901924481e-13,1.8156683722532075e-14,1.7831898799534624e-15,1.6573915108012023e-15,0.0,0.0,1.4837483042580241e-09,1.1501442017271934e-15,1.6235426889736676e-15,1.8875986854720634e-15,6.118261228603169e-19,2.560857182926239e-31,5.9608539816857635e-21,1.2494124115382575e-12,2.8723192566289484e-16,2.27472661078512e-12,1.0026866240442824e-30,1.646723799857367e-25,3.59999700891732e-27,2.1295657340124904e-26,2.111871540420075e-11,2.8198368581903333e-27,1.8677815030079374e-22,2.1517578837484046e-32,3.134322205118136e-38,5.969323847662244e-29,4.4962095475436865e-35,2.576080338062152e-34,3.954506346170693e-22,7.747125442426899e-38,4.841502666801238e-37,1.2215562695796732e-38,3.76,0.0,0.6613683528832976,0.9990632634137934,2.7353603607899934e-16,4.061446299712603e-20,2.9137494774548466e-05,2.9137507326920473e-05,0.0009367351001492552,3.004920415796549e-15,2.2738767786164213e-12,1.483152867350341e-09,4.45094430262663e-12,1.3688358299376638e-14,1.3756338857178347e-19,1.320251499949605e-12,7.855451816593576e-15,7.298811647315113e-19,6.946413221228568e-13,2.0568956685373447e-17,2.3212788055063453e-14,6.41624648625029e-13,4.4325757834892713e-13,2.0547470870849994e-15,1.6299815578074008e-14,1.969976012809677e-15,2.59943515874688e-18,6.587919915680015e-18,2.116383754053214e-15,1.853918770846413e-21,3.6020323013875553e-22,2.2370721930758113e-11,2.2460236791543242e-26,2.347938107134547e-22,3.311697312687951e-22,5.645453183060549e-23,4.2166067073224447e-17,9.299515208223848e-27,1.301766612580388e-22,1.4107854397754507e-18,2.574770277804066e-35,7.262227950871492e-25,9.485461797064117e-17,5.3501126765935993e-17,1.7783568182846708e-25,2.1051568403717104e-29
1.260001695592205e-09,0.7379297152547223,5.912150080388396e-13,1.903747270072822e-14,1.932695258293708e-15,1.7879534269457475e-15,0.0,0.0,1.5277236476974252e-09,1.2193361410456686e-15,1.7705712152060709e-15,2.0585335768348196e-15,6.703516760662557e-19,2.7903898378074272e-31,6.30978426496682e-21,1.3229151509831377e-12,3.134105275932535e-16,2.4186277994272276e-12,1.1578241803238185e-30,1.850639486646011e-25,4.1579806742233475e-27,2.4590288825667246e-26,2.1708082255008887e-11,3.1815491501641568e-27,2.0890981903284634e-22,2.5576549658819545e-32,3.7397686161689914e-38,6.937979287919377e-29,5.512264711073142e-35,3.069184887855522e-34,4.331594054926707e-22,9.44800980115784e-38,5.785642353555344e-37,1.504136044841539e-38,3.76,0.0,0.6613674890179752,0.9990595589997282,2.984692162317627e-16,4.5633784998766215e-20,3.0001314907977868e-05,3.000132822226848e-05,0.0009404394700932461,3.1412817838037304e-15,2.4177012253076e-12,1.5270783321988736e-09,4.718769226762796e-12,1.44515708604058e-14,1.5014753364342214e-19,1.3977859361983468e-12,8.364915016577482e-15,7.760479122122837e-19,7.365981046076109e-13,2.1474421646221638e-17,2.4446898598622875e-14,6.798464678522677e-13,4.69927153507967e-13,2.1880104608784457e-15,1.777634587062268e-14,2.0883445922254905e-15,2.8068959509023574e-18,7.118709911268121e-18,2.2402488994379203e-15,2.0545637811978458e-21,4.006294949431352e-22,2.303387920531455e-11,2.4868079481884606e-26,2.6113189980414514e-22,3.5823710270694815e-22,6.257729143076032e-23,4.590929973039005e-17,1.0199133557116369e-26,1.4347668742347677e-22,1.4805232287391362e-18,3.012830811393835e-35,7.927793109495866e-25,1.0313187487193274e-16,5.834318111476386e-17,1.9510638569363237e-25,2.3095104824406615e-29
1.2962814094545892e-09,0.7379298328323872,6.112619048332839e-13,1.9939565308757086e-14,2.0901944107841302e-15,1.9250118022203928e-15,0.0,0.0,1.5716987167403173e-09,1.2905484051412058e-15,1.9261178553907763e-15,2.239371047459961e-15,7.325286878680304e-19,3.0329415440280473e-31,6.668073701595634e-21,1.3984215448668224e-12,3.4112526222765677e-16,2.56694692164291e-12,1.3314342182916517e-30,2.0729177489749177e-25,4.782581496260943e-27,2.8277157786962074e-26,2.2295421866193158e-11,3.5772189198231224e-27,2.3293237890838936e-22,3.0251185688642927e-32,4.4398893038311394e-38,8.029847846390429e-29,6.718818896730799e-35,3.6385286051975922e-34,4.732080776614918e-22,1.1457435530562118e-37,6.878470638608144e-37,1.8410633378444895e-38,3.76,0.0,0.6613666251537799,0.9990561861284647,3.2486607770284494e-16,5.1103598367782206e-20,3.0865133898495966e-05,3.086514799713942e-05,0.000943812297231498,3.277715131317929e-15,2.565939187847132e-12,1.5710017495661121e-09,4.994418230006421e-12,1.5232201852336263e-14,1.6347559566849394e-19,1.47742276005079e-12,8.890352389068927e-15,8.2376050926392085e-19,7.797927243047131e-13,2.2382279457232256e-17,2.5704598586545206e-14,7.19151375174279e-13,4.973755246288691e-13,2.325985015694584e-15,1.9338467291344332e-14,2.2101572097725573e-15,3.024864762442675e-18,7.675086992786041e-18,2.3674388587442457e-15,2.2709270956908222e-21,4.442035401873702e-22,2.3697032562152912e-11,2.7449005040621656e-26,2.89528823585516e-22,3.866022279781573e-22,6.918105581911329e-23,4.986076610931752e-17,1.1153203550527697e-26,1.5765634617536778e-22,1.55061373412417e-18,3.5099928759638e-35,8.632858642804325e-25,1.118533816748532e-16,6.346537977713313e-17,2.1352437929394303e-25,2.527411131092356e-29
1.3325611233169734e-09,0.7379299504098992,6.315343581602426e-13,2.0863047652740788e-14,2.2558853101639156e-15,2.068716799047775e-15,0.0,0.0,1.6156735253912692e-09,1.3637809570870635e-15,2.090411265712446e-15,2.430376890402543e-15,7.984680452573725e-19,3.2888381353076308e-31,7.035677137485137e-21,1.4759237978092566e-12,3.7041902159147835e-16,2.719676826801688e-12,1.5250916660041155e-30,2.3146271990065106e-25,5.4795047879388505e-27,3.238969503565303e-26,2.288074142329285e-11,4.008921232297197e-27,2.5894827456674115e-22,3.561337373715062e-32,5.246210947657268e-38,9.25654675454932e-29,8.144685390987022e-35,4.29325766144129e-34,5.156667842781302e-22,1.382024109684281e-37,8.138118464350294e-37,2.240790148259002e-38,3.76,0.0,0.661365761290712,0.9990531151267464,3.527675739639419e-16,5.704994578287e-20,3.172895174611345e-05,3.172896665153477e-05,0.0009468832548200164,3.4141442705306102e-15,2.7185833991456067e-12,1.614923140105816e-09,5.2778913038395585e-12,1.6030017844632414e-14,1.7756881923191049e-19,1.5591532230875184e-12,9.431724113534865e-15,8.730301645325627e-19,8.242256946845392e-13,2.3292052889944933e-17,2.698535931362625e-14,7.595375072386864e-13,5.256026563405644e-13,2.468714828912725e-15,2.0988481910528686e-14,2.3354131283373144e-15,3.2535912639226452e-18,8.257541016648e-18,2.497938209019037e-15,2.5038094178780287e-21,4.9106882850853845e-22,2.436018200129139e-11,3.0209597211964297e-26,3.2007846781972556e-22,4.162848796328399e-22,7.629042339135495e-23,5.402534922051594e-17,1.2163130916557652e-26,1.7274309356517727e-22,1.6210025539231326e-18,4.072305083970322e-35,9.378567257049837e-25,1.210282470018894e-16,6.887520862474623e-17,2.3313492226926027e-25,2.759388236452523e-29
1.3688408371793576e-09,0.7379300679872588,6.520368316596794e-13,2.1808006510756377e-14,2.42996530278688e-15,2.2192184114962886e-15,0.0,0.0,1.6596480864077969e-09,1.4390337605716303e-15,2.263679214148793e-15,2.6318158656717456e-15,8.682804907908549e-19,3.5584028835649317e-31,7.412549596840375e-21,1.555414142229886e-12,4.0133462433247355e-16,2.8768105282487947e-12,1.740454728131211e-30,2.5768664499921154e-25,6.25476041609252e-27,3.6963097600764325e-26,2.3464048086416793e-11,4.478792408650928e-27,2.8706244960437558e-22,4.17410107898367e-32,6.171287603516266e-38,1.0630430388083897e-28,9.822050091413663e-35,5.043316652431799e-34,5.606055357240204e-22,1.6586243967400685e-37,9.58431381951544e-37,2.712788391520211e-38,3.76,0.0,0.6613648974287715,0.9990503189771343,3.8221459544721335e-16,6.349958643389922e-20,3.2592768450840865e-05,3.259278418545598e-05,0.0009496793602984498,3.550503759956254e-15,2.8756267565868866e-12,1.6588425231953184e-09,5.5691884397444136e-12,1.6844788529058717e-14,1.9244843915968828e-19,1.6429686142987982e-12,9.988991295595323e-15,9.238680874282747e-19,8.698975176783504e-13,2.4203318538222932e-17,2.8288663924774406e-14,8.010030039369442e-13,5.546085115006582e-13,2.616243855318176e-15,2.2728683188477524e-14,2.464111611778131e-15,3.493324896404942e-18,8.866562362766696e-18,2.6317316250105857e-15,2.7540324203892766e-21,5.413711261518629e-22,2.5023327522748164e-11,3.31564770714709e-26,3.5287602708942744e-22,4.473044998140907e-22,8.393064032039608e-23,5.840787670704388e-17,1.323031517779383e-26,1.8876430925986548e-22,1.691640583188949e-18,4.7062564598953025e-35,1.0166062083807314e-24,1.3066540662803514e-16,7.45801225210526e-17,2.539841835587658e-25,3.0059813573238516e-29
1.4051205510417417e-09,0.7379301855644662,6.727737750749477e-13,2.2774529480857238e-14,2.612631110931643e-15,2.3766664659661462e-15,0.0,0.0,1.7036224114119865e-09,1.5163067798436963e-15,2.44614858351222e-15,2.8439517037601506e-15,9.42076627158913e-19,3.8419565134494173e-31,7.798646281576893e-21,1.6368848382342823e-12,4.3391481584539354e-16,3.0383412317637606e-12,1.979266635324908e-30,2.860764098122656e-25,7.114669434556502e-27,4.203436567229911e-26,2.4045348990348638e-11,4.989029922523534e-27,3.1738233376257613e-22,4.8718315431007643e-32,7.228760672121476e-38,1.2164615918734976e-28,1.178675705938256e-34,5.8994936487034484e-34,6.080942246785931e-22,1.981063004273861e-37,1.1238470487212744e-36,3.267639212920666e-38,3.76,0.0,0.6613640335679583,0.9990477730802635,4.132479697814569e-16,7.04799947946879e-20,3.345658401268852e-05,3.345660059890452e-05,0.0009522252130310273,3.686737868679456e-15,3.0370623504798586e-12,1.7027599170473803e-09,5.8683096292033375e-12,1.7676286676826333e-14,2.0813568052342112e-19,1.7288602598605425e-12,1.0562116113027259e-14,9.762854880933771e-19,9.168086839370381e-13,2.511570226705616e-17,2.9614007149406214e-14,8.435460083983214e-13,5.843930511842054e-13,2.7686159325665416e-15,2.4561356011661034e-14,2.5962519248645305e-15,3.744314871694104e-18,9.502642052912982e-18,2.7688038785254778e-15,3.022438861516485e-21,5.95258495031284e-22,2.5686469126541422e-11,3.629630273085305e-26,3.88017981781166e-22,4.796802231669998e-22,9.212760418630297e-23,6.301312135746521e-17,1.4356150750791228e-26,2.0574730432709516e-22,1.762483655587556e-18,5.418797303354707e-35,1.0996486690363733e-24,1.4077362586111793e-16,8.058754543751532e-17,2.761192627685484e-25,3.267740382517437e-29
1.4414002649041259e-09,0.737930303141521,6.937496243005703e-13,2.3762705095302444e-14,2.8040788350901374e-15,2.5412106218782356e-15,0.0,0.0,1.747596510992115e-09,1.595599979662623e-15,2.638045374488998e-15,3.0670471091688145e-15,1.0199669223918845e-18,4.1398172168282285e-31,8.193922570741728e-21,1.7203281735048823e-12,4.682022683963787e-16,3.204262357638282e-12,2.2433573658335232e-30,3.167478704390457e-25,8.065870625796956e-27,4.7642338945579834e-26,2.462465124464811e-11,5.5418923013440706e-27,3.5001783019444297e-22,5.663614564502526e-32,8.433420631511811e-38,1.3873009196972863e-28,1.407860945081027e-34,6.873466470265419e-34,6.582026315862103e-22,2.3554361109511733e-37,1.3123778907652713e-36,3.9171273046609735e-38,3.76,0.0,0.6613631697082724,0.9990454550384019,4.459084620286514e-16,7.801935939786204e-20,3.4320398431666474e-05,3.432041589188185e-05,0.0009545432107502948,3.822799606495541e-15,3.2028834861298926e-12,1.746675338812044e-09,6.175254863698829e-12,1.852428809648288e-14,2.246517586447507e-19,1.8168195229171045e-12,1.1151061928212638e-14,1.0302935773731452e-18,9.649596730840677e-13,2.602887491726256e-17,3.0960895041795837e-14,8.871646669839005e-13,6.149562346743257e-13,2.9258747862105673e-15,2.648877672865513e-14,2.7318333332295633e-15,4.00681017256623e-18,1.0166271842559943e-17,2.9091398377896975e-15,3.3098927045604078e-21,6.528812854768685e-22,2.634960681268935e-11,3.9635769097567674e-26,4.256020765973897e-22,5.1343089814014e-22,1.0090786769156886e-22,6.784580161440952e-17,1.5542027950779178e-26,2.2371932879869366e-22,1.8334921933985566e-18,6.217360635314437e-35,1.1870985090268065e-24,1.5136150189184744e-16,8.690487056935785e-17,2.995882115615372e-25,3.5452257527123734e-29
1.47767997876651e-09,0.7379304207184233,7.149688014299072e-13,2.477262290582079e-14,3.0045039562372765e-15,2.713000372365714e-15,0.0,0.0,1.7915703947951614e-09,1.6769133252529826e-15,2.8395947086761332e-15,3.3013637639286064e-15,1.1020617155565646e-18,4.452300667228423e-31,8.59833401993698e-21,1.8057364631952658e-12,5.042395812471297e-16,3.3745675572754255e-12,2.534645339642871e-30,3.4981987764621177e-25,9.115326951935763e-27,5.382773237215793e-26,2.5201961933748623e-11,6.139699032420035e-27,3.850813028041377e-22,6.559232289391399e-32,9.801270538074032e-38,1.5770330863224793e-28,1.6741686196973085e-34,7.977850185301086e-34,7.11000430423575e-22,2.7884600561108953e-37,1.5265299136722356e-36,4.674340355387468e-38,3.76,0.0,0.6613623058497138,0.9990433444584093,4.80236774920931e-16,8.61465816117963e-20,3.518421170778462e-05,3.5184230064389435e-05,0.000956653746596332,3.958649820342955e-15,3.3730837004320635e-12,1.7905888046693584e-09,6.490024134713532e-12,1.938857159251471e-14,2.4201787909983467e-19,1.9068378033703445e-12,1.175579337182246e-14,1.085903566788682e-18,1.0143509539627498e-12,2.6942548269272543e-17,3.232884472724612e-14,9.31857129280587e-13,6.462980194544967e-13,3.0880640343127148e-15,2.851321318586684e-14,2.870855103333429e-15,4.2810595529953205e-18,1.0857944289965905e-17,3.052724466813974e-15,3.617279239792007e-21,7.143921295164616e-22,2.7012740581210128e-11,4.3181607676693736e-26,4.657273004905096e-22,5.48575106790027e-22,1.1029864245719251e-22,7.291058207877768e-17,1.6789333905524228e-26,2.4270757895795764e-22,1.9046308684132306e-18,7.10988423439603e-35,1.2790701754042006e-24,1.62437466113998e-16,9.353946045079364e-17,3.2444005506226097e-25,3.8390086823984665e-29
1.5139596926288942e-09,0.7379305382951732,7.364357148027118e-13,2.5804373544225403e-14,3.214101338084282e-15,2.892185044968277e-15,0.0,0.0,1.835544071611033e-09,1.7602467822632567e-15,3.0510208316159747e-15,3.5471623311181526e-15,1.188471222813236e-18,4.779720034234414e-31,9.011836360745887e-21,1.893102049827472e-12,5.420692807788597e-16,3.549250725117431e-12,2.855139085430139e-30,3.8541427505624788e-25,1.0270331916015692e-26,6.06331713232358e-26,2.5777288117051907e-11,6.784830474137274e-27,4.226875636520431e-22,7.569196236903603e-32,1.1349591300270923e-37,1.787214268523753e-28,1.9824674803482392e-34,9.226245831843385e-34,7.665571946830983e-22,3.2875157621042596e-37,1.7690055881483317e-36,5.553773760928413e-38,3.76,0.0,0.6613614419922825,0.9990414227723441,5.162735490980284e-16,9.489127441963268e-20,3.6048023841052516e-05,3.604804311642875e-05,0.0009585753885109632,4.094256356674611e-15,3.54765677379336e-12,1.8345003299138206e-09,6.812617433730226e-12,2.0268918924633063e-14,2.6025523772381285e-19,1.9989065376744637e-12,1.2376276402021536e-14,1.143126668511804e-18,1.0649829848779678e-12,2.7856471266207226e-17,3.371738415394961e-14,9.776215480951346e-13,6.784183612023694e-13,3.25522719166674e-15,3.0636924763054117e-14,3.0133165024366873e-15,4.567311538377026e-18,1.1578152805856008e-17,3.1995428247633388e-15,3.945505208873207e-21,7.799459345563867e-22,2.7675870432121946e-11,4.6940586404101616e-26,5.084938679181041e-22,5.851311831933961e-22,1.2032780289478091e-22,7.821207400962961e-17,1.8099453382533974e-26,2.6273920430674316e-22,1.9758682756983043e-18,8.104833269822961e-35,1.3756781620051945e-24,1.740097864151335e-16,1.0049864706974183e-16,3.5072481326998874e-25,4.1496713817807703e-29
1.5502394064912784e-09,0.7379306558717705,7.581547590525629e-13,2.6858048762155114e-14,3.43306522931777e-15,3.078913802328959e-15,0.0,0.0,1.87951754944926e-09,1.8456003167282296e-15,3.272547115828508e-15,3.804702458378562e-15,1.2793055437222037e-18,5.1223859978404565e-31,9.434385500161324e-21,1.9824173031919224e-12,5.817338206160244e-16,3.728306006609418e-12,3.206938880614975e-30,4.236558973369656e-25,1.1538515834352457e-26,6.810322617151537e-26,2.6350636829020072e-11,7.479727772438101e-27,4.6295386042043415e-22,8.704780931530872e-32,1.3097008729127538e-37,2.019487411908516e-28,2.3381220633049023e-34,1.0633290361472998e-33,8.249424035001813e-22,3.860695029592812e-37,2.042713559408969e-36,6.57144072459895e-38,3.76,0.0,0.6613605781359786,0.9990396730741127,5.540593633452086e-16,1.0428376120037213e-19,3.6911834831479465e-05,3.691185504800125e-05,0.0009603250425872684,4.229593288461159e-15,3.72659673809116e-12,1.87840992903127e-09,7.1430347522318274e-12,2.116511476771824e-14,2.7938502061527217e-19,2.0930171986361414e-12,1.3012478342943107e-14,1.2019740953417687e-18,1.1168562138324894e-12,2.877042649303525e-17,3.512605185041074e-14,1.024456079448177e-12,7.113172137849603e-13,3.42740767365194e-15,3.286216240864607e-14,3.159216798581578e-15,4.865814425750486e-18,1.2327391686644428e-17,3.3495800653308493e-15,4.2954989315743795e-21,8.496998773461885e-22,2.8338996365442987e-11,5.0919509501692767e-26,5.540032013253765e-22,6.231172305646787e-22,1.3102389014966751e-22,8.375483581979034e-17,1.9473769534244004e-26,2.8384131418068704e-22,2.047176621654074e-18,9.211223537211404e-35,1.4770370105542043e-24,1.8608656943827e-16,1.0778973198203144e-16,3.7849352247509207e-25,4.477807279052534e-29
