Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179)
9.671726181525807e-06,0.6827750649525174,8.145687371881152e-08,6.422694758647556e-08,8.59976689855272e-09,5.49500113635102e-07,0.0,0.0,1.739034347542718e-06,3.4606666326481574e-09,8.21739495706721e-09,5.012619214851564e-10,3.290241010110915e-10,8.317862921067885e-24,4.9938743641161165e-17,4.737981372168382e-11,3.664794572444177e-09,4.878631506787577e-06,1.8513815332299553e-22,1.692197112563349e-16,5.294631981684406e-20,3.949150461149785e-21,9.996260994597073e-13,8.181876165119766e-16,4.6224086358551494e-14,1.1334011850913382e-19,9.087734777840632e-24,7.176283771118198e-17,1.8075681814695805e-16,9.947202144152354e-19,2.6212969268751902e-14,2.216167035970038e-21,2.7577011505600558e-21,1.9630598579648543e-18,3.76,0.0,0.9310097388615782,0.9996302452780562,3.6483378022900723e-07,3.4659845795728913e-09,0.021699889633043607,0.021706126453196146,0.00036292090255690115,5.089774570147115e-13,4.848121744905908e-06,2.325447826361059e-06,5.983691915117054e-07,3.6369178453782964e-10,4.5341275400263197e-13,1.9586335574254975e-08,3.2488138778575344e-09,1.278347848618982e-09,1.7670974559985883e-12,1.2664387733932818e-07,1.1319569695758353e-08,4.812736081659317e-08,4.673665993911184e-08,6.337310272559428e-07,5.375478258280641e-10,3.992981016993948e-11,4.708767557031943e-09
9.9263293506029e-06,0.6828423060949088,8.427497965195852e-08,6.647159940314304e-08,8.903961438069418e-09,5.829299563031889e-07,0.0,0.0,1.789488878242172e-06,3.6319255801113336e-09,9.007995805909159e-09,5.484198179155411e-10,3.5214038046554006e-10,9.46217692035941e-24,5.490041945322865e-17,5.0345364530036966e-11,3.83670275707932e-09,5.1387554841841625e-06,2.1639250286620437e-22,1.8293223130634783e-16,6.169833000861463e-20,4.462595485169737e-21,1.0621927585678594e-12,9.109260591581183e-16,4.8474113983003845e-14,1.3491199219925088e-19,1.0324278545259115e-23,8.183324081848216e-17,2.0337717158788082e-16,1.0914939134319352e-18,2.8292709194843838e-14,2.4843946348471917e-21,3.0990863624253046e-21,2.258903244310576e-18,3.76,0.0,0.9304449563006257,0.9996299224456161,3.881112357282472e-07,3.72522297674103e-09,0.022264244277484836,0.022270813701797527,0.0003629207820850338,5.221633609843966e-13,5.105388344334207e-06,2.4105677125664326e-06,6.301871179627986e-07,3.769731016849477e-10,4.780687534903462e-13,2.0305144373850096e-08,3.4084964274533946e-09,1.4050598113270534e-09,1.8141939715129392e-12,1.3337117820678686e-07,1.1730186673950621e-08,4.9924523487671605e-08,5.0889090443994477e-08,6.729587681932147e-07,5.703021072468155e-10,4.239532628484022e-11,5.051824486674532e-09
9.999999999999997e-06,0.6829095067504373,8.50959748008362e-08,6.712219465110442e-08,8.992427523033133e-09,5.928131271170947e-07,0.0,0.0,1.8041454868011179e-06,3.6821624328341304e-09,9.24650480189849e-09,5.626026060574333e-10,3.590035722091957e-10,9.815602490247304e-24,5.639901872768858e-17,5.122054019265006e-11,3.887105792196999e-09,5.215283806174294e-06,2.2620416054010444e-22,1.8703297287332878e-16,6.443827517202102e-20,4.62014278605851e-21,1.0806571976585053e-12,9.391740364146636e-16,4.913495696047447e-14,1.4176568681402702e-19,1.0706475205832725e-23,8.494623570704223e-17,2.103155398641845e-16,1.1207213722213304e-18,2.891522240229859e-14,2.566466910976131e-21,3.2036555911354213e-21,2.3509208522430696e-18,3.76,0.0,0.9302815971614704,0.9996298276481571,3.9499642129898957e-07,3.802447122675127e-09,0.02242747763489217,0.022434144914178396,0.00036292074672382847,5.259767515564762e-13,5.181057474367565e-06,2.4354212343235007e-06,6.395465639424759e-07,3.8085063594989986e-10,4.853241625214079e-13,2.0515028033130222e-08,3.4552980185325056e-09,1.4434433405817616e-09,1.827826960457836e-12,1.3534996256986804e-07,1.1850270812803185e-08,5.044934617745278e-08,5.213635902009976e-08,6.845761236839655e-07,5.799888074945611e-10,4.312467169744589e-11,5.153772112639381e-09
1.0180932519679992e-05,0.6829095067504373,8.712287575102323e-08,6.87220621104418e-08,9.210541799199906e-09,6.174886390273549e-07,0.0,0.0,1.8402521071877923e-06,3.806837481123252e-09,9.851308576601382e-09,5.984795230237177e-10,3.761940004470815e-10,1.0728295528707206e-23,6.020258244846968e-17,5.340248339790091e-11,4.01215659945633e-09,5.405635120702543e-06,2.5186343671344707e-22,1.9736173180109917e-16,7.158811180618098e-20,5.0248871005494685e-21,1.126692070946777e-12,1.0113411815949448e-15,5.077673331615096e-14,1.5985901040578447e-19,1.1694163492549539e-23,9.299042608785677e-17,2.2813795597674836e-16,1.1949067454455634e-18,3.0484402207580754e-14,2.7768796439794917e-21,3.471961270459779e-21,2.5898466534157367e-18,3.76,0.0,0.9298805135949523,0.9996295921904484,4.1219279624183555e-07,3.9963770482449e-09,0.022828248544610085,0.022835159227612752,0.0003629206589209888,5.353384704706795e-13,5.369235688777597e-06,2.496885244417518e-06,6.628239483836857e-07,3.90439245508845e-10,5.033737454634262e-13,2.1034088500823377e-08,3.571368179955851e-09,1.54109521111154e-09,1.8613193559860997e-12,1.4027111117252738e-07,1.2147632187265044e-08,5.1747415028813126e-08,5.528854100434149e-08,7.136205796464008e-07,6.04179962427552e-10,4.49464803801403e-11,5.409301103309678e-09
1.0435535688757085e-05,0.6829766669456777,9.000043445254056e-08,7.097810773137189e-08,9.519488520297084e-09,6.531872010425418e-07,0.0,0.0,1.8913293980728052e-06,3.9853841393229675e-09,1.074933459164802e-08,6.515288598396324e-10,4.0119544751596676e-10,1.2125669734391524e-23,6.585889662526315e-17,5.6551212009724926e-11,4.1911758102718055e-09,5.679270505921251e-06,2.9198247635398344e-22,2.1252602766651799e-16,8.27257778269654e-20,5.6390605372911935e-21,1.1931249862129511e-12,1.1198537807572924e-15,5.313249649083988e-14,1.88601044016252e-19,1.3208470285475797e-23,1.0531887104553809e-16,2.5518251455344485e-16,1.3052554776462965e-18,3.279153885574134e-14,3.095132275152132e-21,3.878311275180854e-21,2.9589939894209285e-18,3.76,0.0,0.9293164105236031,0.9996292545058354,4.37084232416567e-07,4.2796845485392524e-09,0.023391902638804016,0.02339916323633241,0.0003629205330623258,5.485027954845755e-13,5.639658602510414e-06,2.5843943943722176e-06,6.962792881932016e-07,4.040892205250582e-10,5.293274172982881e-13,2.1773117082910652e-08,3.737389473397609e-09,1.6869209737405326e-09,1.9084735907487663e-12,1.4734357046872175e-07,1.2571988665472394e-08,5.359590855760793e-08,5.99426340622616e-08,7.557366031595647e-07,6.391926790642136e-10,4.758414023693948e-11,5.781363533654936e-09
1.0690138857834178e-05,0.683043786707181,9.290752609208674e-08,7.323952854866087e-08,9.830783183888018e-09,6.900366146327057e-07,0.0,0.0,1.9427261213599147e-06,4.16754873008456e-09,1.170409459171101e-08,7.076556658081257e-10,4.271550418740894e-10,1.3664232090151833e-23,7.188322087654013e-17,5.979159101854924e-11,4.373782053670441e-09,5.959661735684772e-06,3.3721174679227323e-22,2.284429003926024e-16,9.522868419511435e-20,6.308244892374098e-21,1.261492432012933e-12,1.2368978024817091e-15,5.554198607339734e-14,2.2159744940793297e-19,1.4878978820100608e-23,1.189073187988012e-16,2.846605028913916e-16,1.4228460652883088e-18,3.5217659340416413e-14,3.440720383792179e-21,4.320197044695084e-21,3.369637074154157e-18,3.76,0.0,0.9287526468659256,0.9996289093850547,4.6279125877770594e-07,4.575384428623608e-09,0.023955206764304942,0.023962825933513548,0.0003629204045066029,5.616563460240143e-13,5.916651914986558e-06,2.6730890458936962e-06,7.305527428707697e-07,4.1792201775185575e-10,5.559294564190588e-13,2.2522178487931108e-08,3.906521201267571e-09,1.8430172150042463e-09,1.955656657216653e-12,1.5458845062095204e-07,1.3003337943743782e-08,5.546987514321766e-08,6.485901556135686e-08,7.993268782065758e-07,6.753514602343198e-10,5.0309167235332984e-11,6.1681749371026716e-09
1.094474202691127e-05,0.6831108660614733,9.584401911522579e-08,7.550613404412397e-08,1.0144408253809514e-08,7.280477844693456e-07,0.0,0.0,1.994447653239353e-06,4.353315777777463e-09,1.2717628423021188e-08,7.669477915196029e-10,4.5408294880247926e-10,1.5354410964347824e-23,7.828960695239589e-17,6.312365940254172e-11,4.559998793932015e-09,6.246808911989625e-06,3.880452130134814e-22,2.451300980674787e-16,1.0922170203955326e-19,7.03566323476964e-21,1.3317953007699187e-12,1.362920582112166e-15,5.800581335065246e-14,2.593496454311187e-19,1.67182022410179e-23,1.3384889906674325e-16,3.167280839507781e-16,1.547993933307238e-18,3.776635432435804e-14,3.815270816271238e-21,4.799756196603592e-21,3.8252625310234086e-18,3.76,0.0,0.9281892224015624,0.9996285568213802,4.893195363545346e-07,4.8837169640188536e-09,0.024518161125205343,0.024526147524579822,0.0003629202732513732,5.747991320734668e-13,6.2002104608323935e-06,2.762962999508693e-06,7.656439179568275e-07,4.3193661566860934e-10,5.831795502979146e-13,2.3281220375990933e-08,4.078724804690957e-09,2.0098773195453933e-09,2.0028685368909235e-12,1.620056464494762e-07,1.3441761262343389e-08,5.7369183955655524e-08,7.004535451149046e-08,8.444113406928636e-07,7.126674222757116e-10,5.3122416190323685e-11,6.5698956935108195e-09
1.1199345195988363e-05,0.683177905035056,9.880978025897362e-08,7.777774831033725e-08,1.04603469375914e-08,7.672315470288806e-07,0.0,0.0,2.046499374624004e-06,4.542671133419157e-09,1.3791994744732173e-08,8.294930988477976e-10,4.819891886799174e-10,1.720714269648396e-23,8.509229676836474e-17,6.654745390595654e-11,4.74985115274277e-09,6.540712142834042e-06,4.4500992904025695e-22,2.6260533541142424e-16,1.2483749251440394e-19,7.824632651673974e-21,1.4040344375298976e-12,1.498383089087979e-15,6.052461673671421e-14,3.0240378784926993e-19,1.8739422161667967e-23,1.5024125118602266e-16,3.515481288641407e-16,1.681024255671667e-18,4.0441265740111013e-14,4.22047077318872e-21,5.319205009056283e-21,4.3295588177179064e-18,3.76,0.0,0.9276261369104479,0.9996281968080845,5.166746749081528e-07,5.20492387234678e-09,0.025080765925452404,0.02508912821482171,0.00036292013929419264,5.879311636043076e-13,6.490329079838455e-06,2.8540099780701327e-06,8.015524190532546e-07,4.461319810442151e-10,6.110773864554185e-13,2.4050189744807176e-08,4.253962264663719e-09,2.188008015356177e-09,2.050109211358661e-12,1.6959505307042238e-07,1.388733926616e-08,5.929370239504145e-08,7.550934253653525e-08,8.910098215585047e-07,7.511515928241051e-10,5.6024735186626174e-11,6.9866835677199375e-09
1.1453948365065456e-05,0.6832449036544064,1.0180467470808292e-07,8.005420786616489e-08,1.0778583070405307e-08,8.075986700782812e-07,0.0,0.0,2.0988866701771375e-06,4.735601952716261e-09,1.492927075376776e-08,8.953794585627869e-10,5.108836457355928e-10,1.923388238915621e-23,9.230571907933993e-17,7.006300853290533e-11,4.943365776316723e-09,6.84137154203473e-06,5.086672988152584e-22,2.808862938108921e-16,1.4221678531279019e-19,8.678564096041931e-21,1.478210629252425e-12,1.6437601751750446e-15,6.309906029807554e-14,3.5135354161109107e-19,2.095672499394777e-23,1.681866490661643e-16,3.892904234077948e-16,1.82227223245636e-18,4.3246087596286733e-14,4.658069154005653e-21,5.880840157522336e-21,4.886423409675588e-18,3.76,0.0,0.9270633901728049,0.9996278293384392,5.4486223482142e-07,5.539248421227185e-09,0.025643021368848648,0.0256517682093967,0.0003629200026326182,6.010524505750531e-13,6.7870026169500785e-06,2.9462236313431387e-06,8.382778518237994e-07,4.605070696620183e-10,6.396226524608578e-13,2.4829032969183678e-08,4.432196094345766e-09,2.377929443935072e-09,2.097378662293282e-12,1.773565658969101e-07,1.4340152004187971e-08,6.124329620380394e-08,8.1258693406241e-08,9.39142045469836e-07,7.908149090083271e-10,5.901696543123493e-11,7.418693853483589e-09
1.1708551534142549e-05,0.6833118619459759,1.0482856622976586e-07,8.233535981824777e-08,1.1099101017463647e-08,8.491598522201332e-07,0.0,0.0,2.1516149273689814e-06,4.932096674489537e-09,1.6131551925007274e-08,9.646947474795463e-10,5.407760756824619e-10,2.1446618418944446e-23,9.994448682252884e-17,7.367035407472388e-11,5.140570711691887e-09,7.148787229014141e-06,5.796143487008947e-22,2.9999062135250903e-16,1.6150866057683572e-19,9.600962262615628e-21,1.5543245952897929e-12,1.7995408260242545e-15,6.572983238630982e-14,4.0684295242008626e-19,2.338503955065795e-23,1.8779212806447142e-16,4.3013188011445993e-16,1.9720833646714364e-18,4.6184566781569675e-14,5.1298779592531245e-21,6.4870404743616184e-21,5.499970136064332e-18,3.76,0.0,0.92650098196914,0.9996274544057164,5.738877287014685e-07,5.8869355271505924e-09,0.026204927659052493,0.026214067713329403,0.00036291986326420167,6.141630029307429e-13,7.090225922257066e-06,3.039597540014642e-06,8.758198219945043e-07,4.750608269561251e-10,6.688150359325846e-13,2.5617695835507185e-08,4.613389331417137e-09,2.5801752260985478e-09,2.1446768714548876e-12,1.852900806400992e-07,1.4800278928993562e-08,6.321782956433872e-08,8.73011425534767e-08,9.888276295889112e-07,8.31668215788255e-10,6.209994112553249e-11,7.86607949921439e-09
1.1963154703219641e-05,0.6833787799361924,1.0788131729020905e-07,8.462106031587343e-08,1.1421885592105606e-08,8.919257224891367e-07,0.0,0.0,2.204689535558719e-06,5.132144999478083e-09,1.740095176484872e-08,1.037526845186012e-09,5.716761123711003e-10,2.38578858398063e-23,1.0802339452168247e-16,7.736951769152982e-11,5.3414952915635e-09,7.462959328561599e-06,6.584850110234802e-22,3.199359328570298e-16,1.8287083417174472e-19,1.0595425544076113e-20,1.6323769782326081e-12,1.9662284157643982e-15,6.841764436624558e-14,4.695694189252517e-19,2.6040175991754367e-23,2.0916961376217466e-16,4.742567559831477e-16,2.130813726988865e-18,4.9260503866499176e-14,5.637773714257262e-21,7.140268728909818e-21,6.17453666979337e-18,3.76,0.0,0.9259389120802425,0.9996270720031905,6.037566227401413e-07,6.248231845950522e-09,0.026766484999578958,0.026776026931511793,0.0003629197211864992,6.27262830603371e-13,7.3999938509825114e-06,3.134125219216824e-06,9.141779353541339e-07,4.897921885652328e-10,6.986542245383509e-13,2.6416123572037708e-08,4.797505530501348e-09,2.7952925234452823e-09,2.192003820690672e-12,1.9339549331016674e-07,1.5267798896105076e-08,6.52171651843926e-08,9.364444657837504e-08,1.040086082411146e-06,8.737222644463735e-10,6.527448934579441e-11,8.328991217745999e-09
1.2472361041373827e-05,0.683512495118148,1.1407284195220885e-07,8.9205569663562e-08,1.207419574379398e-08,9.811136936879037e-07,0.0,0.0,2.3118993665084835e-06,5.542867448013735e-09,2.0149650260129836e-08,1.1940929764447264e-09,6.365369642872408e-10,2.9328949222150044e-23,1.255616965263192e-16,8.504338798756841e-11,5.754626526191274e-09,8.111573289739429e-06,8.427252286760297e-22,3.6241980091190636e-16,2.324818623905704e-19,1.2815408531898273e-20,1.7942991462765736e-12,2.3344114053586936e-15,7.396734178980344e-14,6.198086728757646e-19,3.209880512708355e-23,2.577135494552429e-16,5.731318749659858e-16,2.476510942304521e-18,5.5840227218581627e-14,6.769663162030662e-21,8.598090647002804e-21,7.725245490890574e-18,3.76,0.0,0.9248157863713018,0.9996262847618435,6.660462503492526e-07,7.0126479128228065e-09,0.027888553644946603,0.027898925329531223,0.00036291942889347126,6.534303515636558e-13,8.039143025175042e-06,3.326615639486059e-06,9.933410151113828e-07,5.197834210789798e-10,7.602717680720415e-13,2.8042051928546756e-08,5.17436357318695e-09,3.266398341250688e-09,2.286743867211047e-12,2.101215979719018e-07,1.622533038870937e-08,6.928968708161703e-08,1.0726474844491795e-07,1.147399078380428e-06,9.614751172674172e-10,7.190157543879538e-11,9.301985080570152e-09
1.2930646745712594e-05,0.683632701215884,1.1974251071537087e-07,9.334588443407876e-08,1.266888136689562e-08,1.0656080953877916e-06,0.0,0.0,2.4096268082536517e-06,5.924592761521899e-09,2.2874588543390365e-08,1.34791151063581e-09,6.984520871335979e-10,3.5069225565381085e-23,1.43003471566258e-16,9.226407605920972e-11,6.139482778206113e-09,8.718434137953656e-06,1.0428013966465387e-21,4.03707479297142e-16,2.8598150761814872e-19,1.5097866834780597e-20,1.94666312340315e-12,2.708431429927605e-15,7.916471379045777e-14,7.879743718022787e-19,3.8505399083070896e-23,3.08690978932422e-16,6.753556352514746e-16,2.821940389647415e-18,6.227133887547611e-14,7.9319772953605e-21,1.0097454888896608e-20,9.377943653405273e-18,3.76,0.0,0.9238061280763278,0.9996255506305153,7.250452677561255e-07,7.749678709737904e-09,0.028897224056630373,0.02890837216324875,0.00036291915653949975,6.769445413852808e-13,8.636708386307844e-06,3.503736617777553e-06,1.0673750431711427e-06,5.473720752100025e-10,8.179364985170584e-13,2.9538223294431446e-08,5.5231770421956165e-09,3.7401824448388985e-09,2.372108019819009e-12,2.257619460040277e-07,1.711317176462227e-08,7.303837548741479e-08,1.2063017332461575e-07,1.2495534321808611e-06,1.0446651172966293e-09,7.818727867697057e-11,1.0232248040241514e-08
1.3388932450051362e-05,0.6837527771470856,1.2550349548426446e-07,9.74989951072059e-08,1.327068896024774e-08,1.15416777553714e-06,0.0,0.0,2.508560236157438e-06,6.317727089815253e-09,2.5850660870287838e-08,1.5144909202957075e-09,7.637766510099376e-10,4.1673904149184224e-23,1.6210935096904054e-16,9.978247858023279e-11,6.536895038072616e-09,9.34718791943528e-06,1.2802337032793076e-21,4.47992374564835e-16,3.4906729809395533e-19,1.7674039379209465e-20,2.1053133715379337e-12,3.1263035161567818e-15,8.455889447453845e-14,9.93208597888097e-19,4.593743565312249e-23,3.673879030482069e-16,7.914431235012654e-16,3.2023175338555183e-18,6.920945832028131e-14,9.243496073757036e-21,1.1791518725417817e-20,1.1306861758137711e-17,3.76,0.0,0.9227975625246908,0.9996247921926432,7.868598968851945e-07,8.534726842372321e-09,0.02990476702994057,0.029916719651569824,0.00036291887536950756,7.004241371050911e-13,9.255398549054477e-06,3.6844922607999086e-06,1.14404724730159e-06,5.755192136906577e-10,8.776920224988241e-13,3.106515807046045e-08,5.880916951674392e-09,4.264804173412111e-09,2.4575650119696035e-12,2.4195763982410667e-07,1.802616559314164e-08,7.686522776528094e-08,1.350919116222235e-07,1.3571021986605983e-06,1.1319083158756802e-09,8.47822034063192e-11,1.1215066121128872e-08
1.384721815439013e-05,0.6838727230649697,1.313549579586171e-07,1.0166425933775505e-07,1.387953929256148e-08,1.2468521677418875e-06,0.0,0.0,2.608731035352465e-06,6.722253336865733e-09,2.909081630607528e-08,1.6943432760879201e-09,8.325630451869425e-10,4.9237423141457607e-23,1.8297177104071613e-16,1.0759858652046909e-10,6.947068321423769e-09,9.99783551768848e-06,1.5602266154376237e-21,4.953760179772673e-16,4.2301010475973536e-19,2.0568270783611735e-20,2.2702501020493497e-12,3.591518057523788e-15,9.015472825204035e-14,1.2419368162002874e-18,5.45245862428705e-23,4.3465154480331236e-16,9.227651986862564e-16,3.6201366038397096e-18,7.667879605456461e-14,1.0717685235461082e-20,1.3697920403377776e-20,1.3546435453223856e-17,3.76,0.0,0.9217900884478892,0.9996240094092298,8.515204580115925e-07,9.369303023466818e-09,0.03091118374668071,0.030923968984649972,0.00036291858536933037,7.238691961809393e-13,9.895183693005315e-06,3.868842722588785e-06,1.2233553307867595e-06,6.042183294352872e-10,9.395365203263743e-13,3.262251959930135e-08,6.247388473077565e-09,4.843950697990291e-09,2.5431147409852443e-12,2.5870808387782794e-07,1.8964750072541964e-08,8.076939811724168e-08,1.5069589648139308e-07,1.4701550877619315e-06,1.2232638816258976e-09,9.169090341310088e-11,1.2251247593269716e-08
1.4305503858728897e-05,0.6839925391224869,1.3729605168656283e-07,1.0584106794915798e-07,1.4495354602013128e-08,1.3437199549761855e-06,0.0,0.0,2.7101705437594975e-06,7.138166088477235e-09,3.260817661789426e-08,1.887980322850941e-09,9.048626821429271e-10,5.786092819684287e-23,2.0568482688959204e-16,1.1571233580237711e-10,7.370214321846122e-09,1.0670377847774153e-05,1.8884778644746207e-21,5.459595942880033e-16,5.09195362065156e-19,2.3805868689792456e-20,2.4414723644697314e-12,4.1077375904870605e-15,9.59572275948545e-14,1.541417462037284e-18,6.440932794586093e-23,5.113913731572314e-16,1.0707890922071511e-15,4.078023962790856e-18,8.470418892178612e-14,1.236880342905445e-20,1.583532613153954e-20,1.6134102506613052e-17,3.76,0.0,0.9207837045802508,0.9996232022413889,9.190568429160337e-07,1.0254941106864513e-08,0.031916475387204386,0.031930121351265536,0.00036291828652482795,7.472797759341735e-13,1.0556034050574968e-05,4.056747649364948e-06,1.3052969976029897e-06,6.334628410724417e-10,1.0034681728541997e-12,3.4209966909933093e-08,6.622401627203224e-09,5.481454728279314e-09,2.628757105124147e-12,2.760126858027167e-07,1.9929357071681504e-08,8.475002952680259e-08,1.6748824093993464e-07,1.588820592413401e-06,1.318789927592423e-09,9.891785175998363e-11,1.3341582311947683e-08
1.4763789563067665e-05,0.6841122254723243,1.4332592286266714e-07,1.1002883849892295e-07,1.511805827113357e-08,1.4448290666966985e-06,0.0,0.0,2.812910037286124e-06,7.565471271164514e-09,3.64160328166207e-08,2.0959133847628094e-09,9.807260348829568e-10,6.765248963195294e-23,2.303442100827131e-16,1.24123606443665e-10,7.806550253102478e-09,1.1364815849809056e-05,2.2712042464637917e-21,5.99843942380035e-16,6.091290096446031e-19,2.741309596272698e-20,2.618978028132565e-12,4.678801931521015e-15,1.0197156105338613e-13,1.8998157387105354e-18,7.574790550016813e-23,5.985818384873304e-16,1.2370834394977332e-15,4.578743030712649e-18,9.331111460742626e-14,1.4211930338464322e-20,1.822346560359487e-20,1.911047115728211e-17,3.76,0.0,0.9197784096589132,0.9996223706503655,9.894985222919968e-07,1.1193198792335841e-08,0.03292064313042876,0.032935177938816756,0.0003629179788219128,7.706559335528046e-13,1.1237919906736166e-05,4.248166208839404e-06,1.3898699524269102e-06,6.632460975789204e-10,1.069485161488579e-12,3.5827154967658204e-08,7.005771155072217e-09,6.181294940669103e-09,2.7144920035835827e-12,2.938708564344502e-07,2.0920412114677253e-08,8.880625442842182e-08,1.8551522772566557e-07,1.7132059733383328e-06,1.4185435040224658e-09,1.0646744015065325e-10,1.4486842360766179e-08
1.5222075267406432e-05,0.6842317822669026,1.4944371101303839e-07,1.1422701062261578e-07,1.5747574596398637e-08,1.5502366764965723e-06,0.0,0.0,2.9169807153500345e-06,8.004185822030207e-09,4.052784181217715e-08,2.318653268384704e-09,1.0602026660740906e-09,7.872731362818054e-23,2.5704715201693247e-16,1.328322216473374e-10,8.256297830614772e-09,1.2081150482318916e-05,2.7151676912753303e-21,6.571295559040026e-16,7.244435434160464e-19,3.141716423993164e-20,2.802763761799789e-12,5.308733346042643e-15,1.0820304285268679e-13,2.326281128448927e-18,8.871134607367549e-23,6.972651648474115e-16,1.4233234917990367e-15,5.1251991096540185e-18,1.025257059456957e-13,1.6262994877061792e-20,2.0883167650717788e-20,2.251949398020237e-17,3.76,0.0,0.9187742024238083,0.9996215145975547,1.0628745518429222e-06,1.2185658192786415e-08,0.033923688153848074,0.0339391399333309,0.00036291766224656784,7.939977260948077e-13,1.1940811598751654e-05,4.443057116731387e-06,1.4770719006433954e-06,6.935613824678719e-10,1.1375856681938888e-12,3.747373489998265e-08,7.397316391828539e-09,6.947596259336991e-09,2.800319336502329e-12,3.1228200981074857e-07,2.1938334369481987e-08,9.293719530606696e-08,2.0482329901283295e-07,1.8434172447393067e-06,1.5225805914820962e-09,1.1434397830132222e-10,1.5687782560103635e-08
1.56803609717452e-05,0.6843512096583765,1.556485495974066e-07,1.1843504269098273e-07,1.638382862911505e-08,1.659999200240176e-06,0.0,0.0,3.022413686697333e-06,8.454337369031781e-09,4.4957223162443534e-08,2.556710165451112e-09,1.143341250760191e-09,9.12079765300533e-23,2.85892361365309e-16,1.4183794782723793e-10,8.71968237379274e-09,1.2819382715594888e-05,3.2277015409440732e-21,7.179165839170001e-16,8.569041699898167e-19,3.5846224473524e-20,2.9928250353730745e-12,6.001741744716934e-15,1.1465712390030724e-13,2.831028570167376e-18,1.034865214126223e-22,8.085541954354541e-16,1.6312965047094124e-15,5.720444192722399e-18,1.123747650655743e-13,1.8538803457556582e-20,2.3836395992785947e-20,2.640864715063018e-17,3.76,0.0,0.917771081617646,0.9996206340445218,1.1392135773606686e-06,1.323392628194349e-08,0.034925611633547,0.0349420085194653,0.00036291733678481643,8.173052104831152e-13,1.2664679515909501e-05,4.641378661074254e-06,1.5669005483534972e-06,7.24401917642723e-10,1.2077678754988986e-12,3.9149354203366644e-08,7.796861143733101e-09,7.784629994463966e-09,2.886239004961971e-12,3.312455631729089e-07,2.298353663681574e-08,9.714196523577423e-08,2.254590462678298e-07,1.9795591607832854e-06,1.630956097216156e-09,1.225516936269624e-10,1.6945140874047603e-08
1.6138646676083966e-05,0.6844705077986349,1.6193956654403306e-07,1.2265240952515506e-07,1.702674607354568e-08,1.774172294639853e-06,0.0,0.0,3.1292399555022984e-06,8.915963921557747e-09,4.9717955901012125e-08,2.8105935555381022e-09,1.230189593705526e-09,1.0522462850975213e-22,3.169799631091913e-16,1.5114049520485204e-10,9.196932019434894e-09,1.3579513525052935e-05,3.816737057975959e-21,7.823048315209505e-16,1.0084150687602174e-18,4.072935767140153e-20,3.189156132612012e-12,6.762229899369663e-15,1.2133938419041863e-13,3.4254233966155344e-18,1.202772583992859e-22,9.336352917310657e-16,1.8629073051633256e-15,6.367681751344975e-18,1.2288577733231622e-13,2.105706840548802e-20,2.710628498098332e-20,3.082911519937341e-17,3.76,0.0,0.9167690459859017,0.9996197289530188,1.2185438390267166e-06,1.4339635232291997e-08,0.035926414744213805,0.035943784880510435,0.00036291700242275105,8.405784435085401e-13,1.3409494099261768e-05,4.843088724787127e-06,1.659353602382343e-06,7.557608669632584e-10,1.2800299665030401e-12,4.085365693498196e-08,8.204233568251726e-09,8.696813835914063e-09,2.972250910987773e-12,3.507609369649545e-07,2.4056425340544402e-08,1.0141966838417732e-07,2.4746920016960394e-07,2.121735202851114e-06,1.7437238537650605e-09,1.3109473111453407e-10,1.82596387314021e-08
