Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279)
1.9750947677000715e-05,0.688067383703834,2.202145734524297e-06,1.1535427288467418e-06,4.783959469803885e-07,2.1628944502762883e-05,0.0,0.0,1.6344592814046788e-05,4.077340943668399e-08,1.1387678341042889e-05,7.440024503871977e-07,2.022787881084899e-07,6.535540782300869e-20,1.3749585333762056e-14,4.843154088216233e-10,9.210877411769895e-07,8.745164509092748e-05,4.307000083323244e-11,2.1735282233119532e-13,1.6545177986630803e-15,2.030832120328049e-17,3.8083150854994924e-11,2.686542337446847e-11,1.8432977134908225e-11,3.816325972697169e-11,8.759478672148055e-18,6.888442544465939e-12,4.237007427531572e-11,4.6303057474975746e-14,6.771657588114224e-11,3.2875637497466297e-16,3.3352137128858017e-16,6.300398200636393e-13,3.76,0.0,0.45875458533707825,0.9992746861509874,2.647100742462125e-05,3.1621955618431263e-06,0.09585601315720449,0.09604172750676296,0.0006007379965432444,5.789468558808049e-12,8.392121780326427e-05,1.9442239311200957e-05,3.829063663463971e-05,1.6981469632687792e-09,8.401897261892987e-11,2.11951459260911e-07,2.1802821619755404e-07,1.6919246915887138e-07,5.295688042539755e-11,7.713696633554557e-06,2.034350042402583e-07,4.7216258300540276e-07,2.464629463852602e-05,3.169689018662179e-05,1.430346907881384e-07,1.2824569645499204e-08,5.906981564625569e-07,4.25303369317844e-08,4.595845565036507e-06,4.7232814342385516e-07,1.5245430297018744e-09,2.0314742880508546e-14,3.163535866399533e-09,2.478427019764381e-11,7.53579545257261e-07,3.3338419042730035e-10,2.6692421891410665e-15,5.823253546263029e-11,5.904981588742631e-10,2.551508659095394e-12,1.620448635633803e-09,9.097590146516855e-14,1.1422779287125276e-08,6.038802960420255e-10,2.9348581730386885e-06,1.0996586430923308e-13,2.5986064559058245e-10,2.686310722014446e-10,1.2391689625563364e-11,8.486192304458565e-11,2.139210645777504e-08,9.859032848793771e-15,1.4522323856792738e-08,1.1322982757703498e-09,5.4169436502401115e-08,5.933381757273129e-10,3.5061403659086516e-15,8.085657116163447e-16,1.3337340198955928e-17,2.7883225347307374e-21,7.9876194901201e-11,4.412779601789278e-14,2.62163262730852e-13,3.0483800061643337e-06,6.400390150960089e-10,1.4815414240603426e-11,1.0488457002465942e-05,3.248448012595629e-15,6.451341035451857e-09,9.755734444366163e-13,1.9897760042023386e-10,4.241091117929102e-10,1.8000369352451635e-11
2.0292976059925438e-05,0.6883715664542095,2.3010708578650086e-06,1.191852928775557e-06,5.031572156674946e-07,2.3116183372027002e-05,0.0,0.0,1.733695132470231e-05,4.4011382723510085e-08,1.2448573111127374e-05,8.112685884854691e-07,2.1533016811538257e-07,7.507221018316783e-20,1.51243537276655e-14,5.118185261484302e-10,9.37921029149743e-07,9.234534651309796e-05,4.787393187333274e-11,2.348753056499908e-13,1.9001000108091846e-15,2.145846339631524e-17,3.933970599254761e-11,2.9321030089415176e-11,1.8990200008226353e-11,4.348306642286908e-11,9.6409468069812e-18,7.264120140377092e-12,4.4525661010950136e-11,4.799801968255898e-14,7.321383369976385e-11,3.566535669986176e-16,3.6177325706649955e-16,6.963102843243376e-13,3.76,0.0,0.45636465115926433,0.9992671379572384,2.845229793784968e-05,3.2837702594453475e-06,0.09823320840992483,0.09842965948411765,0.0006007334325647434,5.930380785966685e-12,8.85685793306526e-05,2.024954701102008e-05,4.036119323959283e-05,1.767876282535828e-09,8.85930154484156e-11,2.2075929062248964e-07,2.3599738924862183e-07,1.881873315165377e-07,5.452177925087782e-11,8.155519277677809e-06,2.162846463761848e-07,4.918616291586544e-07,2.65677639472954e-05,3.3888350390241925e-05,1.5349023694426824e-07,1.3765166909200612e-08,6.333696069993875e-07,4.55280584276154e-08,4.946798579340704e-06,4.998810775447308e-07,1.633998611230983e-09,2.1772956877147418e-14,3.412571151086243e-09,2.673000044615094e-11,8.32853634225943e-07,3.5436036725434027e-10,2.8608195723588273e-15,6.203028831290683e-11,6.460895914861843e-10,2.740105444380996e-12,1.7434492409135332e-09,9.789922297569137e-14,1.2225798802940586e-08,6.466899180532342e-10,3.1884456947538523e-06,1.1770953184994939e-13,2.7054000122526204e-10,3.09526162691741e-10,1.3249280652021868e-11,9.175656191249578e-11,2.2954869408815582e-08,1.0574517388206801e-14,1.6010587883418145e-08,1.1869862371944888e-09,6.127964717515562e-08,6.545030929628385e-10,3.703837043426467e-15,8.541229471049917e-16,1.519626506375504e-17,3.222523707453747e-21,8.317174846952079e-11,4.769187513323105e-14,2.8985946804716324e-13,3.1092366695552493e-06,7.273552286683474e-10,1.7008929295284037e-11,1.1128086241220322e-05,3.782596630603476e-15,6.577447151346583e-09,1.0815877763945158e-12,2.250570966268022e-10,4.498967616970737e-10,1.9834610982479775e-11
2.083500444285016e-05,0.6886741990151503,2.4024417572721193e-06,1.2308795355299349e-06,5.287291594519438e-07,2.4665153745468944e-05,0.0,0.0,1.8372868182538132e-05,4.746015289343408e-08,1.3578413971653451e-05,8.828668280563858e-07,2.2893295492428245e-07,8.604086608287161e-20,1.6612610846608324e-14,5.403315672437395e-10,9.556014374886377e-07,9.737580981742255e-05,5.308412731792823e-11,2.5326630898013403e-13,2.17781176601239e-15,2.266036796181289e-17,4.064550572401796e-11,3.195095238874481e-11,1.9582741354158676e-11,4.938312406451857e-11,1.0598456328337579e-17,7.65549090223972e-12,4.6760364333090374e-11,4.981130485379486e-14,7.903519901649617e-11,3.866412971937647e-16,3.921419620011326e-16,7.680813868294956e-13,3.76,0.0,0.45398699597984454,0.9992593169428625,3.053098099381376e-05,3.4073673354576743e-06,0.10059770007127086,0.10080521980106896,0.0006007287047400402,6.070411774054574e-12,9.334332345097198e-05,2.107119477344538e-05,4.2483055161162835e-05,1.8387981439949437e-09,9.328119261442307e-11,2.2972365358060414e-07,2.5514416044699585e-07,2.087611270709208e-07,5.609421095650966e-11,8.610819597073861e-06,2.296912457236543e-07,5.119110463698688e-07,2.8588033936258712e-05,3.616985435151575e-05,1.6447062958254878e-07,1.4753081098646565e-08,6.781121063316078e-07,4.8662215169235265e-08,5.314069941028502e-06,5.287067346170202e-07,1.7487042503488432e-09,2.3301105917961948e-14,3.6744248778617034e-09,2.8775668333013434e-11,9.180512960142378e-07,3.7623962506910843e-10,3.061584212709796e-15,6.599335422267368e-11,7.053763172233171e-10,2.9389827397636424e-12,1.872094952862788e-09,1.051430368632264e-13,1.3065400644943367e-08,6.91319612355263e-10,3.4556567960451013e-06,1.2577769456482955e-13,2.814021154332043e-10,3.5585186758318543e-10,1.4142139025975891e-11,9.910236902151616e-11,2.4585361502105025e-08,1.132056757073877e-14,1.7601319540843536e-08,1.2432310741872026e-09,6.909850168406017e-08,7.20058316791495e-10,3.9086803952372895e-15,9.013267826072872e-16,1.7258179096787633e-17,3.712436647146432e-21,8.652373886048956e-11,5.148726767248754e-14,3.197805519539683e-13,3.1690129196741565e-06,8.238896809643833e-10,1.9455101054901708e-11,1.1787027792176127e-05,4.387195877413219e-15,6.701164357432483e-09,1.19608593844965e-12,2.536474684327234e-10,4.766224827017972e-10,2.1798382817413895e-11
2.1377032825774883e-05,0.6889752901136891,2.5063304210154365e-06,1.2706603421126114e-06,5.551350839043079e-07,2.6277141168968296e-05,0.0,0.0,1.9453608866640504e-05,5.1131601831707216e-08,1.4780142527136136e-05,9.589843725576135e-07,2.431056728618155e-07,9.84030985762198e-20,1.8222195930135524e-14,5.698865199433742e-10,9.741690464321205e-07,0.00010254363128010226,5.872593177323519e-11,2.725421109934888e-13,2.4912355218023155e-15,2.3917692866476142e-17,4.200211784211909e-11,3.476618839085811e-11,2.021288416765151e-11,5.591122102637662e-11,1.1638578296319129e-17,8.063646963130194e-12,4.907979447852312e-11,5.175199308800964e-14,8.519510710575787e-11,4.188854829120038e-16,4.2479720152994635e-16,8.45758739364637e-13,3.76,0.0,0.45162155294798284,0.9992512179363046,3.270997948645662e-05,3.533092748394033e-06,0.10294954857266457,0.10316847238741508,0.0006007238099591588,6.209567065205182e-12,9.824590768656859e-05,2.190746758469895e-05,4.465598497501479e-05,1.910936188570365e-09,9.808297595036661e-11,2.388476631506253e-07,2.755276086784625e-07,2.310060060111896e-07,5.767434381728908e-11,9.079737065239221e-06,2.4367272070880345e-07,5.323177897932025e-07,3.0710208883089816e-05,3.854299447118222e-05,1.7599468098419062e-07,1.5790007580919078e-08,7.249975743154476e-07,5.1936945764418405e-08,5.698080126797179e-06,5.588819512835769e-07,1.868839069317337e-09,2.490157610663576e-14,3.949491094170789e-09,3.092434562534599e-11,1.0094604369056075e-06,3.99050723188929e-10,3.271849572825678e-15,7.01272292980738e-11,7.685308726224841e-10,3.1485674248750706e-12,2.0065270533250233e-09,1.1271568702597138e-13,1.3942701885729985e-08,7.378167617922676e-10,3.736770954102156e-06,1.3417857919193077e-13,2.9245061766241274e-10,4.0823301218555817e-10,1.5070888398739718e-11,1.0693000373584751e-10,2.6285276743726244e-08,1.2097926202565352e-14,1.9298505751434513e-08,1.301078804485513e-09,7.767591837822617e-08,7.90199326044991e-10,4.12089346803999e-15,9.502286304857956e-16,1.9539863594230073e-17,4.263954734772551e-21,8.993328355561712e-11,5.552960624929184e-14,3.520621161244292e-13,3.2277243793619944e-06,9.303545716939682e-10,2.2175420135416204e-11,1.2465309110642183e-05,5.06941288456247e-15,6.822529439173149e-09,1.31953540954868e-12,2.849093603848506e-10,5.043147143481725e-10,2.3897213886620564e-11
2.1919061208699606e-05,0.6892748484518506,2.612811640562702e-06,1.3112331044131743e-06,5.823991610793937e-07,2.7953469329803338e-05,0.0,0.0,2.0580465730279757e-05,5.5038230230436074e-08,1.605679419774544e-05,1.0398146626619004e-06,2.578675652073921e-07,1.12315324380517e-19,1.9961459928218347e-14,6.005166629385828e-10,9.93663781017188e-07,0.00010784945304943133,6.48259061398236e-11,2.927186968578551e-13,2.8442723049682763e-15,2.5234373471892727e-17,4.341117434683055e-11,3.777849278973736e-11,2.0883030507283824e-11,6.311807780300811e-11,1.2768510542604253e-17,8.4897631464536e-12,5.1489987793921e-11,5.38297130491153e-14,9.170860049841188e-11,4.535652914916821e-16,4.599224477413401e-16,9.2977985780624e-13,3.76,0.0,0.44926825547874427,0.9992428356039406,3.499229530242164e-05,3.661057097357476e-06,0.1052888138529721,0.10551948083344656,0.0006007187450146989,6.3478521407383805e-12,0.00010327682615835407,2.2758665576882858e-05,4.687974635070511e-05,1.984315345268213e-09,1.0299783971287734e-10,2.48134600539965e-07,2.9720864515708724e-07,2.550180849436799e-07,5.926235209666537e-11,9.562417355987905e-06,2.582476505669203e-07,5.530891927035832e-07,3.293748670766647e-05,4.100939488790738e-05,1.8808188419404938e-07,1.687770301678561e-08,7.741005615198281e-07,5.535654699919993e-08,6.099266324800615e-06,5.904887805385238e-07,1.994588709470416e-09,2.6576840384111798e-14,4.238175551313396e-09,3.317919543524682e-11,1.1073783624102204e-06,4.2282347318099826e-10,3.4919405228459053e-15,7.443761636661668e-11,8.357327908481443e-10,3.3692993495735983e-12,2.1468925156373075e-09,1.2062587066156106e-13,1.485886241106307e-08,7.862322625387743e-10,4.032062893885304e-06,1.4292103968007028e-13,3.036893359432091e-10,4.67355892993965e-10,1.603616483635776e-11,1.15272598424477e-10,2.805639514171231e-08,1.2907374638487829e-14,2.110621864888038e-08,1.3605773511950546e-09,8.706406504528694e-08,8.651275523821758e-10,4.340708335104481e-15,1.0008819815253368e-15,2.2059139572851516e-17,4.883500726711848e-21,9.340156235367806e-11,5.983578193862633e-14,3.868467264360446e-13,3.28538739676442e-06,1.0474996325335897e-09,2.5192650134149703e-11,1.3162965354393286e-05,5.836949626720372e-15,6.94158060854895e-09,1.452421069287607e-12,3.1900928920064017e-10,5.330031234240569e-10,2.613677244324903e-11
2.246108959162433e-05,0.6895728827075736,2.721962976350898e-06,1.352635617720466e-06,6.105464522911486e-07,2.9695501529289316e-05,0.0,0.0,2.1754759343104205e-05,5.9193193396762645e-08,1.7411501507829788e-05,1.1255576097713524e-06,2.7323861037695377e-07,1.2795010231837904e-19,2.1839298503666435e-14,6.322565795889494e-10,1.0141256181638133e-06,0.00011329396465246907,7.141188236464336e-11,3.138117635319616e-13,3.2411626569350264e-15,2.6614640692898835e-17,4.4874372260655306e-11,4.100042925836818e-11,2.1595713376968027e-11,7.105749615746294e-11,1.3996139307128048e-17,8.935102284915816e-12,5.399743294691297e-11,5.6054702601717505e-14,9.859135493995052e-11,4.908740990204517e-16,4.977159645527077e-16,1.0206166770316988e-12,3.76,0.0,0.4469270372492446,0.9992341644436478,3.7381012290328626e-05,3.791375584857626e-06,0.10761555535484943,0.1078583083913567,0.0006007135065979768,6.485272421197859e-12,0.00010843661087504571,2.3625103250217548e-05,4.915410406680791e-05,2.058961760534982e-09,1.0802526061492072e-10,2.575879046643199e-07,3.202500465929559e-07,2.808976316501294e-07,6.085841627030843e-11,1.005901256828011e-05,2.734352924867668e-07,5.742329472550676e-07,3.527316264540555e-05,4.357071309335122e-05,2.0075243682567468e-07,1.8017987504411864e-08,8.254983328309669e-07,5.892547796282345e-08,6.518082938399451e-06,6.23614731969631e-07,2.1261455347231023e-09,2.8329461239370038e-14,4.540896176961479e-09,3.554347589162092e-11,1.2121121726914973e-06,4.475887652457032e-10,3.722193696517736e-15,7.893043000816712e-11,9.071688609637696e-10,3.6016316343295375e-12,2.2933441713244717e-09,1.2888264995891829e-13,1.5815086033278784e-08,8.3662080790009e-10,4.34180293320992e-06,1.5201460747698919e-13,3.151222860755121e-10,5.33973429179795e-10,1.7038617453875766e-11,1.2416593540819286e-10,2.990058470596028e-08,1.3749733625599528e-14,2.3028620992400644e-08,1.4217765527965508e-09,9.731742479413514e-08,9.450507442580631e-10,4.5683661817510594e-15,1.05334242432311e-15,2.483492170226018e-17,5.5780698384695016e-21,9.692981398491845e-11,6.442403359166295e-14,4.2428427299220514e-13,3.342019084381523e-06,1.176113462949258e-09,2.8530881495420856e-11,1.3880039661736995e-05,6.6980710045379525e-15,7.058357584231671e-09,1.5952457852838158e-12,3.5611981229111394e-10,5.627186083795985e-10,2.8522874309336517e-11
2.300311797454905e-05,0.6898694015355519,2.833864732829696e-06,1.3949057887674e-06,6.396029318248948e-07,3.1504642121962246e-05,0.0,0.0,2.2977839818474525e-05,6.361033914702963e-08,1.8847497460656375e-05,1.216419835317483e-06,2.892395394785948e-07,1.4549775819125463e-19,2.3865187241155507e-14,6.651421754541145e-10,1.0355947707767453e-06,0.00011887790451496504,7.851302062292667e-11,3.358367250619293e-13,3.686508605175878e-15,2.806304086630848e-17,4.63934746296643e-11,4.444542639709178e-11,2.2353608889838078e-11,7.978651635658485e-11,1.5330107497324603e-17,9.401021056676032e-12,5.660909992511028e-11,5.843787148405808e-14,1.0585970654504877e-10,5.310205452064809e-16,5.383919284467652e-16,1.1187782492296505e-12,3.76,0.0,0.44459783219481225,0.9992251987782714,3.987929929722059e-05,3.924168005731019e-06,0.10992983202098891,0.11018501797664465,0.000600708091295105,6.621833266369926e-12,0.00011372583307032922,2.4507108774521553e-05,5.147882402703451e-05,2.1349027348730824e-09,1.1316471786108385e-10,2.672111645349883e-07,3.4471649134026437e-07,3.087492582996403e-07,6.246272325570774e-11,1.0569681456910429e-05,2.892555986411879e-07,5.957570872445425e-07,3.7720632932687054e-05,4.622864146263936e-05,2.1402726549308247e-07,1.9212746774656424e-08,8.792709536862188e-07,6.264836407538873e-08,6.955002069752909e-06,6.583530265841415e-07,2.2637088413101416e-09,3.0162093503162114e-14,4.858083547469709e-09,3.802054381079924e-11,1.3239791726549396e-06,4.733785944569096e-10,3.9629578581923596e-15,8.361180191514186e-11,9.830333914868872e-10,3.846030997025516e-12,2.446040869161097e-09,1.374954635483015e-13,1.6812621599380112e-08,8.890411867879737e-10,4.666257329061287e-06,1.6146954432750215e-13,3.267536619356333e-10,6.089106958650144e-10,1.8078909016328818e-11,1.3364863534956647e-10,3.18198034004481e-08,1.4625864122461022e-14,2.5069971664759778e-08,1.484728178287777e-09,1.0849286453717122e-07,1.030183346227584e-09,4.804117415198536e-15,1.1076676705938404e-15,2.7887275273034465e-17,6.3552768908242015e-21,1.0051933308076283e-10,6.931404279689841e-14,4.645323510752633e-13,3.397637360222558e-06,1.317024911754685e-09,3.221558768143692e-11,1.4616583374928912e-05,7.661634059676824e-15,7.172901675970342e-09,1.7485310250439444e-12,3.964197113450339e-10,5.934933068956042e-10,3.10614918962531e-11
2.3545146357473774e-05,0.6901644135681103,2.948599941412716e-06,1.4380817040905224e-06,6.695955114953374e-07,3.338233792842112e-05,0.0,0.0,2.425108812771894e-05,6.830424787569197e-08,2.0368119004800682e-05,1.3126149161536455e-06,3.058918548329706e-07,1.6516813638819255e-19,2.604921877645112e-14,6.992106979798361e-10,1.0581118524520076e-06,0.0001246020614973483,8.615986903644728e-11,3.588087178824894e-13,4.185296712262604e-15,2.958445737499694e-17,4.7970311636523645e-11,4.812783748369657e-11,2.315954886520292e-11,8.936558291899747e-11,1.6779889739399005e-17,9.888976358571148e-12,5.93324719043982e-11,6.099086639970641e-14,1.135306798021073e-10,5.742296856469185e-16,5.821816391178392e-16,1.2248136398542941e-12,3.76,0.0,0.4422805745051593,0.9992159327489802,4.2490413275346665e-05,4.059558758678135e-06,0.11223170229026008,0.1124996721695131,0.0006007024955829853,6.757539975291328e-12,0.0001191451045881951,2.5405023358522688e-05,5.3853673277418274e-05,2.2121666656713437e-09,1.1841569318519191e-10,2.7700811239101815e-07,3.706745984419881e-07,3.3868212329517265e-07,6.407546664761137e-11,1.1094589669067031e-05,3.05729233332077e-07,6.176699725920698e-07,4.028339851234404e-05,4.8984908709613786e-05,2.2792805087306044e-07,2.0463934446412948e-08,9.355013789157142e-07,6.653000105878302e-08,7.410513986542503e-06,6.948028668537756e-07,2.40748507396744e-09,3.207748722783296e-14,5.190181361116732e-09,4.061385837556831e-11,1.4433072968760714e-06,5.00226087321375e-10,4.214594281151825e-15,8.848808650195021e-11,1.0635284780874341e-09,4.1029780935703744e-12,2.605147627841261e-09,1.4647413772420318e-13,1.785276411151287e-08,9.43556598408444e-10,5.005688623492039e-06,1.7129689793078734e-13,3.385878267411928e-10,6.930708660837462e-10,1.9157716510138018e-11,1.437623580535445e-10,3.381610106796891e-08,1.5536668102826722e-14,2.7234631249008966e-08,1.5494859468745933e-09,1.2064970614559253e-07,1.1207468936582152e-09,5.048221784153617e-15,1.1639175833986932e-15,3.123747627308362e-17,7.223406362832042e-21,1.041714674481265e-10,7.452703515895567e-14,5.077566555888533e-13,3.452260991175404e-06,1.471104505955984e-09,3.627368373268319e-11,1.5372656214457157e-05,8.737118370032579e-15,7.2852558735004105e-09,1.9128174859735146e-12,4.400941918506096e-10,6.253606062239312e-10,3.375876396322353e-11
2.4087174740398497e-05,0.6904579274160622,3.0662543500171346e-06,1.4822016941786047e-06,7.005520659669693e-07,3.5330079627772165e-05,0.0,0.0,2.5575917402712687e-05,7.329027489829594e-08,2.1976810597351497e-05,1.414363636348725e-06,3.2321784946197297e-07,1.8719249560202304e-19,2.840214180819277e-14,7.345007578868499e-10,1.0817180255228324e-06,0.0001304672764498797,9.438442603031777e-11,3.827426061267184e-13,4.742922255429872e-15,3.118413408217349e-17,4.960678181253337e-11,5.206300427959787e-11,2.401653352318845e-11,9.985871930881142e-11,1.8355874810833575e-17,1.0400532239243375e-11,6.217558008457308e-11,6.372613839725483e-14,1.2162201653788569e-10,6.207441824773811e-16,6.293348190627937e-16,1.3393150354821704e-12,3.76,0.0,0.4399751986205567,0.9992063603085073,4.5217702461939695e-05,4.197676877746889e-06,0.11452122409373684,0.11480233321625946,0.0006006967158252472,6.89239778623975e-12,0.0001246950793169974,2.631920067750483e-05,5.627842002463743e-05,2.2907829949991542e-09,1.2377767089041485e-10,2.869826174732406e-07,3.981929694947241e-07,3.708101419588076e-07,6.56968469593024e-11,1.16339099867629e-05,3.2287759041087936e-07,6.399802753010721e-07,4.296506876642147e-05,5.184128127419445e-05,2.424772533412444e-07,2.177357433689049e-08,9.94275544291086e-07,7.057535910631238e-08,7.885127575059994e-06,7.330697226235675e-07,2.5576880485964394e-09,3.4078490653190094e-14,5.537646913307851e-09,4.332698483059943e-11,1.570435549622094e-06,5.281655284968642e-10,4.477477137213831e-15,9.356586675168247e-11,1.1488642759734806e-09,4.3729678678804945e-12,2.77083578387465e-09,1.5582889755910017e-13,1.893685585350402e-08,1.0002349847990482e-09,5.360355987792671e-06,1.815085607113678e-13,3.506293050845983e-10,7.874415896852759e-10,2.0275731687805618e-11,1.5455201648920276e-10,3.589162134675347e-08,1.648308935694503e-14,2.9527067681588545e-08,1.6161055515998589e-09,1.3384980034660174e-07,1.216970423129331e-09,5.300948518752402e-15,1.2221542091407616e-15,3.4908074781746326e-17,8.191466310745431e-21,1.0788761558705617e-10,8.008588819898761e-14,5.541313953317692e-13,3.5059096387030714e-06,1.6392659283495957e-09,4.073358730920155e-11,1.6148326408561724e-05,9.934657673063736e-15,7.3954649401464355e-09,2.0886657435779056e-12,4.873350995062078e-10,6.583551562205978e-10,3.662100618193112e-11
2.462920312332322e-05,0.6907499516695798,3.1869164188323627e-06,1.5273043943792758e-06,7.325014589346473e-07,3.734940313399904e-05,0.0,0.0,2.695377422695368e-05,7.858459518437257e-08,2.3677127868115887e-05,1.5218942456463249e-06,3.412406275822285e-07,2.118256424247273e-19,3.093540283473373e-14,7.710523531009814e-10,1.1064551343643214e-06,0.00013647444378881265,1.0322020542086646e-10,4.0765298694452125e-13,5.365214596816549e-15,3.2867700734037556e-17,5.130485338028963e-11,5.6267325176760073e-11,2.4927744657803153e-11,1.1133371206099624e-10,2.0069456693095724e-17,1.09373674211758e-11,6.514704163158689e-11,6.665701341899444e-14,1.3015220627482014e-10,6.708256063747973e-16,6.801210126127342e-16,1.4629210795643778e-12,3.76,0.0,0.43768163922801456,0.9991964752142674,4.806460963469903e-05,4.338656081924063e-06,0.11679845485060675,0.11709306303066208,0.0006006907482681245,7.026411876703701e-12,0.00013037645467323407,2.725000635218725e-05,5.875283365555667e-05,2.3707821621445804e-09,1.2925013789204069e-10,2.9713868036319243e-07,4.2734223327465256e-07,4.052522062998643e-07,6.732707186977582e-11,1.2187822575205169e-05,3.407228106959429e-07,6.626969667251034e-07,4.576936528123678e-05,5.479956464689058e-05,2.5769813920463804e-07,2.3143762819966637e-08,1.0556824606738437e-06,7.478958699144872e-08,8.379370781210897e-06,7.732656336031983e-07,2.7145391809788794e-09,3.61680532527498e-14,5.900951574529868e-09,4.616359819915078e-11,1.7057144603068936e-06,5.572323875359573e-10,4.751993896878459e-15,9.885196032038301e-11,1.2392592766183759e-09,4.656509925984726e-12,2.943283134759573e-09,1.6557037798240864e-13,2.0066287520170882e-08,1.0591493828559657e-09,5.7305155639186625e-06,1.921173319349969e-13,3.628827756999232e-10,8.931018404547763e-10,2.1433661587894998e-11,1.6606600477688032e-10,3.804860358897248e-08,1.7466114291294844e-14,3.1951861981682366e-08,1.6846446868804539e-09,1.4815760344212916e-07,1.3190908988999639e-09,5.56257648748718e-15,1.2824418135297913e-15,3.892296193509135e-17,9.26924749779528e-21,1.1166922444243715e-10,8.601524612170891e-14,6.038397329686372e-13,3.5586039069898064e-06,1.8224675455463165e-09,4.5625282311857475e-11,1.6943670781021403e-05,1.1265072771158861e-14,7.503575511311105e-09,2.276656926307958e-12,5.383411546448677e-10,6.925128847172728e-10,3.96547225749995e-11
2.5171231506247942e-05,0.6910404948990669,3.310677321616474e-06,1.5734288022940072e-06,7.654735701595223e-07,3.944189096036888e-05,0.0,0.0,2.8386139915656395e-05,8.420425059834602e-08,2.547274138946009e-05,1.6354427248762787e-06,3.5998412615110306e-07,2.3934825599636087e-19,3.366119043333365e-14,8.089068951983596e-10,1.132365825815609e-06,0.0001426245130959425,1.1270230433507418e-10,4.335541958332159e-13,6.058463806790994e-15,3.4641200426028776e-17,5.306656572556083e-11,6.075832797886949e-11,2.5896559556621667e-11,1.2386230483532554e-10,2.193313501307986e-17,1.1501283442382179e-11,6.825610087333984e-11,6.97977666816072e-14,1.3914051766984104e-10,7.247558672823605e-16,7.348310946827922e-16,1.5963204526363028e-12,3.76,0.0,0.4353998312574651,0.9991862710213484,5.103467544551397e-05,4.482634841048003e-06,0.11906345146395644,0.11937192319536179,0.0006006845890362259,7.159587363340628e-12,0.00013618997313610517,2.8197817471500625e-05,6.127668475807086e-05,2.4521955603228423e-09,1.3483258376309602e-10,3.074804278051469e-07,4.5819509305341183e-07,4.4213241411070294e-07,6.896635647687099e-11,1.2756515237158661e-05,3.5928779953296355e-07,6.85829305958523e-07,4.8700125650126633e-05,5.7861604635282774e-05,2.736148076214333e-07,2.4576671243929537e-08,1.11981431074761e-06,7.91780160882711e-08,8.893791041487902e-06,8.15509529158557e-07,2.8782677218440354e-09,3.83492288651653e-14,6.280581271803415e-09,4.912748702782418e-11,1.8495065547293338e-06,5.874633460910307e-10,5.038545740711733e-15,1.0435342590463504e-10,1.3349405893004175e-09,4.95412892449948e-12,3.1226740781107297e-09,1.7570963479130157e-13,2.1242499365197626e-08,1.1203782975091593e-09,6.11642080220273e-06,2.031369835613106e-13,3.753530648738098e-10,1.0112292641906918e-09,2.263222903219639e-11,1.783564409832039e-10,4.028938479387187e-08,1.848677273134542e-14,3.4513714057112e-08,1.7551630797520696e-09,1.636402569231984e-07,1.4273536558814437e-09,5.833394364188399e-15,1.3448469207505717e-15,4.330744053404741e-17,1.046738618238011e-20,1.1551778736241679e-10,9.234164210381858e-14,6.57074241167852e-13,3.610365393660565e-06,2.021713988043406e-09,5.0980385178482606e-11,1.7758774800152773e-05,1.2739905772644458e-14,7.609636198199676e-09,2.4773934100900656e-12,5.933182058874247e-10,7.278710151087937e-10,4.286661790023309e-11
