Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467)
0.01612724281866685,0.5647678864799364,8.433666589316183e-08,7.557914864585235e-08,1.4304408217929583e-07,0.0003984732940106323,0.0,0.0,0.00014165735344446562,4.4733787290230005e-05,0.0015534317777507263,0.0003175916884268206,4.698035731049889e-08,5.857276453885651e-23,3.164962461003506e-16,2.0974289607591497e-10,3.93299535834929e-08,0.010530089722609383,4.396679126111748e-17,1.0714059159406392e-16,1.1677267326018543e-14,2.8139798622202565e-19,2.3410215586865295e-12,7.391297803671385e-09,1.3319546078973055e-11,1.4340257297291368e-10,6.613002684307257e-18,9.444800809661307e-11,8.337686404357275e-11,1.0040368318156115e-15,7.844264848714669e-10,2.6105965005749885e-16,1.6438043135577054e-16,1.5766734273499327e-11,3.76,0.0,0.6869466833598376,0.9856409149408515,0.0034105796889362626,1.2693597425266911e-05,0.1668931193430653,0.17807882372135891,6.0403329936559455e-05,2.204123603873568e-13,0.01203052268455688,4.6760413597784276e-05,9.397913089288924e-06,7.021068923813682e-08,1.9484319485185984e-13,1.2094579952466053e-07,6.349263381931282e-05,0.0011168723304411238,6.997356080325047e-14,6.924164391323238e-06,7.777717598361806e-07,2.265504066910044e-07,0.00012875087641200329,0.0009777362941538355,9.106065439978685e-09,3.838865173653518e-10,5.830713989334468e-07,1.356162638525551e-07,1.6769851707427634e-06,0.00020214869523968172,4.473963412983629e-08,7.058721026061763e-14,1.4899212549675705e-08,8.697760399513197e-12,5.078803648152812e-05,5.987009700651544e-08,5.442875385681355e-15,3.613119609479167e-11,4.564642976057366e-13
0.016200787589051458,0.5648405475449374,8.48650719335477e-08,7.600009340035884e-08,1.4461350573177355e-07,0.0004032376317974796,0.0,0.0,0.0001423665589761181,4.5263908434307925e-05,0.0015788830901429767,0.00032294438592791287,4.757409571414523e-08,5.983920901103772e-23,3.212794377001384e-16,2.117159648007716e-10,3.969456638054919e-08,0.010615933137727738,4.5468164612107257e-17,1.0850189973676158e-16,1.2036221977128684e-14,2.8758658889149246e-19,2.362923915973804e-12,7.520743639466535e-09,1.350814156533102e-11,1.476929932630982e-10,6.832312967036117e-18,9.653485013983934e-11,8.523200520775152e-11,1.0282296163620514e-15,7.949094475251157e-10,2.6774900975198163e-16,1.6906460405542055e-16,1.6168184479885804e-11,3.76,0.0,0.6861837412919306,0.9854974550774812,0.0034602912513179165,1.2859702468476503e-05,0.16751294782062393,0.17879708277620357,6.0394537825060174e-05,2.2117029889172947e-13,0.01214269788366367,4.7000418940926286e-05,9.480801461184e-06,7.055170868622846e-08,1.9656185096487888e-13,1.215769953216742e-07,6.405027665515531e-05,0.001133102717016257,7.064589975829109e-14,7.014835543944834e-06,7.847368623724715e-07,2.2792811647602232e-07,0.00012969314116274185,0.000986814109218886,9.230024031100568e-09,3.8910297599622153e-10,5.907995999472763e-07,1.368767501798333e-07,1.690347198606483e-06,0.0002051336535796219,4.532020302405866e-08,7.150319127428523e-14,1.5004166415569657e-08,8.759027805960916e-12,5.148679511589099e-05,6.038956698744115e-08,5.513505221843861e-15,3.6599961437362765e-11,4.629693740502666e-13
0.016274332359436067,0.5649131578758722,8.539600292512115e-08,7.642297641799817e-08,1.4619573139316953e-07,0.0004080432427769022,0.0,0.0,0.00014307823738547203,4.579866530810356e-05,0.00160464756670057,0.0003283663301058058,4.8173401152388476e-08,6.113036050087459e-23,3.2612335904994064e-16,2.1370217573481658e-10,4.0061414616336275e-08,0.01070198458931457,4.7017534258565786e-17,1.0987395038817289e-16,1.240485998757047e-14,2.938853274826192e-19,2.384969964715261e-12,7.651890666375534e-09,1.3698824933197859e-11,1.5209375336200066e-10,7.058031924254504e-18,9.865836541719591e-11,8.712107377271793e-11,1.052960027395446e-15,8.054901178245672e-10,2.745844190772582e-16,1.7386702004057055e-16,1.657830209090329e-11,3.76,0.0,0.6854212171698549,0.9853531155902077,0.003510531045254488,1.302724810456751e-05,0.16813156081598868,0.179514531177488,6.038569180837237e-05,2.2192602161713177e-13,0.012255427196745891,4.7240859874265603e-05,9.564042382507075e-06,7.089313229401885e-08,1.9828781760834556e-13,1.2220947664604882e-07,6.461089289273651e-05,0.0011494965871412818,7.13236027795082e-14,7.106381433516138e-06,7.917424817618354e-07,2.2931120718628072e-07,0.00013063820055841146,0.0009959292984252574,9.355285283433809e-09,3.9437416317483425e-10,5.986070286268565e-07,1.3814506117959339e-07,1.7037699727733282e-06,0.00020814688830065258,4.5906489124664696e-08,7.242819247991794e-14,1.510937279768308e-08,8.820442615635147e-12,5.219220564920136e-05,6.091181358624227e-08,5.5848305896964924e-15,3.7073341320141e-11,4.695439878053403e-13
0.016347877129820675,0.5649857177238485,8.592947277789492e-08,7.684780885427532e-08,1.4779083270860847e-07,0.000412890428127276,0.0,0.0,0.00014379239759708268,4.633808294424688e-05,0.0016307280064479662,0.0003338582031800443,4.87783102760594e-08,6.244668983195372e-23,3.310287061878583e-16,2.1570160892008924e-10,4.043050802876186e-08,0.01078824175532539,4.8616347574948627e-17,1.112567785175402e-16,1.2783411178108117e-14,3.0029575085536226e-19,2.40716054977356e-12,7.784754969771688e-09,1.3891614187032123e-11,1.566072868950429e-10,7.290323537468082e-18,1.0081904698689973e-10,8.90445782633263e-11,1.0782392864696418e-15,8.161690173535994e-10,2.8156857797304785e-16,1.7879032946765387e-16,1.699724491199159e-11,3.76,0.0,0.684659108258327,0.985207892960365,0.0035613032079089635,1.3196241991428122e-05,0.1687489588404991,0.1802311693880566,6.037679167086051e-05,2.226795279198465e-13,0.012368711604752173,4.748173606405674e-05,9.647636064703469e-06,7.123495795642617e-08,2.0002109916272613e-13,1.2284324390576885e-07,6.517449196888449e-05,0.001166055033961212,7.200671294401344e-14,7.198808834184864e-06,7.987887831328087e-07,2.3069970320731905e-07,0.00013158605486341098,0.0010050818086655366,9.481859357900588e-09,3.9970050769255303e-10,6.064942926038358e-07,1.3942123262489346e-07,1.7172537415624748e-06,0.00021118853918226422,4.64985325087035e-08,7.336227710793289e-14,1.5214831163213544e-08,8.8820045174216e-12,5.290431376884949e-05,6.143684549616812e-08,5.656856364816206e-15,3.755136807172295e-11,4.761886924666954e-13
0.016421421900205284,0.5650582273408863,8.64654952486131e-08,7.7274605112539e-08,1.4939888327698681e-07,0.00041777949070640787,0.0,0.0,0.00014450904837321672,4.6882186330855885e-05,0.0016571272249827939,0.0003394206922147777,4.9388859727754076e-08,6.37886133969817e-23,3.359961822048894e-16,2.177143441474433e-10,4.0801856360149096e-08,0.01087470230316024,5.0266091004795767e-17,1.1265041915513516e-16,1.3172110212791169e-14,3.0681942435624185e-19,2.4294965125721357e-12,7.919352741550422e-09,1.408652744109601e-11,1.6123607363179572e-10,7.529355306338518e-18,1.0301739267064695e-10,9.100303339110594e-11,1.1040788172376255e-15,8.269466671387616e-10,2.887042268305492e-16,1.8383722618959382e-16,1.742517313039813e-11,3.76,0.0,0.6838974118173798,0.9850617836451949,0.00361261189866617,1.3366691810000002e-05,0.1693651423966859,0.1809469978689509,6.0367837195412625e-05,2.2343081713366867e-13,0.012482552099357775,4.772304714681318e-05,9.731582728803454e-06,7.157718351614495e-08,2.0176170020720848e-13,1.2347829743800956e-07,6.574108326192353e-05,0.001182779154402552,7.269527362851808e-14,7.292124567509574e-06,8.058759314940697e-07,2.3209362889781402e-07,0.00013253670415366912,0.0010142715856853936,9.609756455606657e-09,4.0508244015127797e-10,6.144620017152211e-07,1.4070530031312203e-07,1.7307987508687178e-06,0.0002142587461126277,4.709637333687272e-08,7.430550852074595e-14,1.5320540954074924e-08,8.943713185438918e-12,5.3623165403388026e-05,6.196467136432229e-08,5.729587432959532e-15,3.803407408772874e-11,4.829040211495517e-13
0.016494966670589892,0.5651306869798371,8.700408420502008e-08,7.770337461351662e-08,1.510199567105072e-07,0.0004227107350466377,0.0,0.0,0.0001452281983476741,4.743100040801851e-05,0.0016838480544863253,0.0003450544891242461,5.000508633057071e-08,6.515661599333272e-23,3.410264959503688e-16,2.1974046183333174e-10,4.117546936295211e-08,0.010961363889641912,5.196829087580054e-17,1.1405490739652396e-16,1.3571196682709155e-14,3.1345792991753406e-19,2.451978700952868e-12,8.05570028034422e-09,1.428358290086751e-11,1.659826401511112e-10,7.775298276541802e-18,1.0525390507201063e-10,9.299696010169305e-11,1.130490275413702e-15,8.378235873398749e-10,2.9599414737978903e-16,1.8901046737145206e-16,1.7862249338828013e-11,3.76,0.0,0.6831361251024993,0.9849147840778631,0.0036644612990643097,1.3538605264085462e-05,0.16998011197824128,0.18166201707941734,6.035882816344129e-05,2.2417988856962147e-13,0.012596949682946302,4.7964792685067295e-05,9.815882605495627e-06,7.191980669308509e-08,2.0350962552122223e-13,1.2411463739519122e-07,6.631067609086765e-05,0.0011996700491355237,7.33893285098859e-14,7.386335502547566e-06,8.130040916882135e-07,2.334930083923109e-07,0.00013349014833268194,0.0010234985740682863,9.738986820370252e-09,4.105203930672557e-10,6.225107682581482e-07,1.4199730005282312e-07,1.744405248101604e-06,0.00021735764908222197,4.7700051871753276e-08,7.525795024156684e-14,1.5426501588676248e-08,9.005568280095245e-12,5.434880672144954e-05,6.249529978554631e-08,5.803028692284351e-15,3.852149184616445e-11,4.896905427150659e-13
0.0165685114409745,0.5652030968943976,8.754525324887464e-08,7.813413379984969e-08,1.5265412666951432e-07,0.00042768446734803707,0.0,0.0,0.0001459498559788184,4.798455006607202e-05,0.00171089334366185,0.0003507602906819904,5.0627026802048995e-08,6.655117146882883e-23,3.46120365562006e-16,2.2178004189954628e-10,4.155135679400411e-08,0.011048224161029314,5.3724517804736556e-17,1.1547027842062955e-16,1.3980915197010881e-14,3.202128668335846e-19,2.474607956447994e-12,8.193813991971065e-09,1.4482798889476388e-11,1.7084956060310978e-10,8.028327350130825e-18,1.0752909160539504e-10,9.502688563135142e-11,1.1574855255267992e-15,8.488002970753702e-10,3.0344116496638717e-16,1.9431284823569437e-16,1.8308638563642894e-11,3.76,0.0,0.6823752453646452,0.9847668906675412,0.0037168556127632323,1.3711990080196383e-05,0.17059386807001886,0.18237622747691318,6.034976435488859e-05,2.2492674151525929e-13,0.012711905368596621,4.820697223374036e-05,9.900535935208937e-06,7.226282519023859e-08,2.052648800861397e-13,1.2475226391526622e-07,6.688327971443861e-05,0.001216728822533858,7.408892156579771e-14,7.481448555959561e-06,8.201734282865192e-07,2.348978658858932e-07,0.00013444638711826985,0.001032762717226467,9.869560735582303e-09,4.1601480075603556e-10,6.306412066753347e-07,1.4329726765612795e-07,1.7580734766716042e-06,0.00022048538817770382,4.830960844646538e-08,7.621966590481416e-14,1.5532712460524645e-08,9.06756944725369e-12,5.508128413015816e-05,6.30287392963235e-08,5.877185049518993e-15,3.9013653881028977e-11,4.965487792872501e-13
0.01664205621135911,0.5652754573390972,8.808901626062306e-08,7.85668884052767e-08,1.543014667862433e-07,0.0004327009954776248,0.0,0.0,0.00014667402962048858,4.854286014091476e-05,0.001738265957812069,0.0003565387985342686,5.125471815278424e-08,6.79727564937676e-23,3.512785131920121e-16,2.2383316535394397e-10,4.192952842049049e-08,0.011135280752958495,5.553638739074197e-17,1.1689656748591327e-16,1.44015154767311e-14,3.270858511411649e-19,2.497385132180372e-12,8.33371038977207e-09,1.4684193805030814e-11,1.758394574457759e-10,8.288621282724303e-18,1.0984346451966823e-10,9.709334356356187e-11,1.18507669555864e-15,8.598773140977039e-10,3.110481479846586e-16,1.9974724424261614e-16,1.87645082912889e-11,3.76,0.0,0.6816147698504288,0.9846180997993454,0.0037697990655035153,1.3886854007389644e-05,0.17120641114797433,0.1830896295171114,6.034064554822249e-05,2.2567137523494968e-13,0.012827420180085142,4.844958523973431e-05,9.985542968202645e-06,7.260623653259178e-08,2.0702746908713934e-13,1.2539117686384988e-07,6.745890333002159e-05,0.001233956582647979,7.479409707592018e-14,7.577470692195286e-06,8.273841055847415e-07,2.3630822519668248e-07,0.00013540542007074962,0.0010420639573800452,1.0001488524399002e-08,4.2156609932605193e-10,6.388539338205242e-07,1.446052389216675e-07,1.7718036839991241e-06,0.00022364210357595513,4.892508348896105e-08,7.719071929457352e-14,1.5639172941300012e-08,9.129716320053014e-12,5.5820644274770454e-05,6.35649983742203e-08,5.95206142293508e-15,3.951059280345268e-11,5.03479328664379e-13
0.016715600981743718,0.5653477685693032,8.863538659644595e-08,7.900166012738873e-08,1.5596205077958244e-07,0.0004377606289605489,0.0,0.0,0.00014740072741436467,4.910595541362767e-05,0.0017659687787152504,0.00036239071921001617,5.188819708666217e-08,6.942187976945356e-23,3.5650167227180415e-16,2.2589991189574615e-10,4.230999400853407e-08,0.011222531290489644,5.740555888443207e-17,1.183338099318322e-16,1.483325245133895e-14,3.3407851658197686e-19,2.5203110658211027e-12,8.475406095177766e-09,1.48877861833395e-11,1.8095500226954573e-10,8.556362666315484e-18,1.1219754093216716e-10,9.919687389020379e-11,1.2132760952025035e-15,8.710551554955394e-10,3.188180083696458e-16,2.0531654785404155e-16,1.9230028499444882e-11,3.76,0.0,0.6808546958020569,0.984468407834476,0.003823295905090376,1.4063204817132078e-05,0.1718177416791859,0.1838022236539059,6.0331471520445344e-05,2.2641378897002345e-13,0.012943495151872467,4.86926311955625e-05,1.0070903964651104e-05,7.295003831422798e-08,2.0879739791496817e-13,1.2603137622876754e-07,6.803755607250293e-05,0.0012513544411577495,7.550489962246295e-14,7.67440892358074e-06,8.346362876808876e-07,2.3772411043506984e-07,0.00013636724655874364,0.00105140223555367,1.0134780549653813e-08,4.2717472670280474e-10,6.471495685118647e-07,1.4592124966961168e-07,1.7855961096266196e-06,0.00022682793553789742,4.954651748504843e-08,7.81711742861667e-14,1.5745882377178232e-08,9.19200851672004e-12,5.656693403661601e-05,6.410408544227638e-08,6.0276627378367676e-15,4.0012341269670334e-11,5.104826792728133e-13
0.016781791275089865,0.5654128068106474,8.912936070171222e-08,7.939467907718208e-08,1.574679607456749e-07,0.00044235141117988404,0.0,0.0,0.0001480569202629949,4.961685293757288e-05,0.001791186037960318,0.00036772080322511677,5.2463307300662934e-08,7.075001849346792e-23,3.612587079530867e-16,2.2777169931168945e-10,4.2654382456003544e-08,0.011301220627257365,5.913822123333084e-17,1.1963672256203255e-16,1.52315520898565e-14,3.4047560582317995e-19,2.5410723074612886e-12,8.604484452987909e-09,1.507291351284524e-11,1.8566866530701386e-10,8.803851927561489e-18,1.1435058708286828e-10,1.0112219899953561e-10,1.2391860321029488e-15,8.812018431173598e-10,3.2595258785946545e-16,2.1044675046997186e-16,1.9657390130756174e-11,3.76,0.0,0.6801709701295421,0.9843329116037931,0.003871919733001768,1.4223198269462081e-05,0.17236690280944975,0.1844428679934873,6.032316749603571e-05,2.2708006259929847e-13,0.013048442426152036,4.891174219096089e-05,1.0148031722390538e-05,7.325979156034413e-08,2.1039661401559027e-13,1.2660865523494233e-07,6.856094094710851e-05,0.0012671588693315124,7.61494700948401e-14,7.762442423232415e-06,8.411988734152001e-07,2.390031513023294e-07,0.00013723527825291464,0.0010598383038049964,1.0255918395116312e-08,4.3227187100918765e-10,6.546870393834239e-07,1.471125626666591e-07,1.7980626946648035e-06,0.00022972019494711638,5.011093653975862e-08,7.906167508540254e-14,1.5842133171585373e-08,9.248195421886511e-12,5.72445585611085e-05,6.459168863398278e-08,6.096327828112773e-15,4.046805411461473e-11,5.168484716026105e-13
0.01684798156843601,0.5654778055813976,8.96254676773435e-08,7.978934870871149e-08,1.589847116482493e-07,0.0004469775888411076,0.0,0.0,0.0001487151699382663,5.013166447260161e-05,0.001816675237214406,0.00037311145005511066,5.304316243005867e-08,7.210121067531992e-23,3.6606954316347184e-16,2.2965464572895727e-10,4.300064406274221e-08,0.011380063380843073,6.09199468826453e-17,1.2094856198663384e-16,1.5639276846643112e-14,3.469721890962056e-19,2.5619553492503626e-12,8.735046075741388e-09,1.5259849494477634e-11,1.9048832809835624e-10,9.057662883112004e-18,1.1653659999028375e-10,1.030783984538198e-10,1.2656081275904526e-15,8.914309916474365e-10,3.332236723259206e-16,2.156908384772167e-16,2.00928359587285e-11,3.76,0.0,0.6794875653906881,0.9841966798304332,0.003920998391396432,1.4384408107117895e-05,0.17291508247544718,0.18508285862584484,6.0314818396007544e-05,2.27744536822953e-13,0.01315384504647561,4.9131202872042544e-05,1.0225446613625397e-05,7.356985699250408e-08,2.1200178414270303e-13,1.2718697565920874e-07,6.908679332827442e-05,0.0012831027962196871,7.679866776658817e-14,7.851228860776142e-06,8.477953300146741e-07,2.4028670451647707e-07,0.00013810557138618115,0.0010683042793246768,1.0378177304524151e-08,4.374161294285131e-10,6.622926227928814e-07,1.4831044275270987e-07,1.8105800507413882e-06,0.00023263625480835718,5.068024484777444e-08,7.995988979111924e-14,1.5938584564754772e-08,9.304499423473344e-12,5.792786875860299e-05,6.50815953353465e-08,6.165587724543551e-15,4.092771310459193e-11,5.232741032985064e-13
0.016907552832447544,0.5655362708859699,9.007379587365068e-08,8.01459643169288e-08,1.6035910085573468e-07,0.0004511716009749652,0.0,0.0,0.0001493093579486783,5.059835616133491e-05,0.0018398497880299403,0.0003780152469397294,5.356911138624712e-08,7.333731530144718e-23,3.7044574516909703e-16,2.3135888782707502e-10,4.331388695863624e-08,0.011451151582491815,6.256654554453625e-17,1.221368713602098e-16,1.6014449812119936e-14,3.5290519496605543e-19,2.580854744698724e-12,8.853829916120373e-09,1.5429649598061906e-11,1.9491834483702808e-10,9.291615706327596e-18,1.1853251760532697e-10,1.0486571128823029e-10,1.2898338341605477e-15,9.0070803770676e-10,3.398862006497325e-16,2.2050977098243209e-16,2.049175566657531e-11,3.76,0.0,0.6788727738557865,0.9840734401146852,0.003965560658508841,1.453054168819804e-05,0.17340760528999072,0.1856582915459435,6.030726552962155e-05,2.2834102463413924e-13,0.01324909736597755,4.9329016040629404e-05,1.0295365687738121e-05,7.384918115247996e-08,2.1345153153162306e-13,1.2770835414599654e-07,6.956217558868866e-05,0.0012975722773276859,7.738692927441803e-14,7.9317847184583e-06,8.537611988070562e-07,2.4144577461117303e-07,0.00013889076811070915,0.001075949190510847,1.0489175150472764e-08,4.420865117981155e-10,6.691962611204167e-07,1.4939417124025248e-07,1.8218892291137248e-06,0.00023528114269619782,5.119682717207891e-08,8.077491712657124e-14,1.602556190199217e-08,9.355272892126335e-12,5.854773780880921e-05,6.55244858206181e-08,6.228433175471858e-15,4.134479994056911e-11,5.291087125680579e-13
0.016967124096459077,0.5655947045088697,9.052386686542197e-08,8.050392935890509e-08,1.6174235388623964e-07,0.00045539463672589713,0.0,0.0,0.00014990522063040938,5.106824576922217e-05,0.0018632479039488476,0.0003829689103392109,5.409894533619392e-08,7.45926739210504e-23,3.7486637121452017e-16,2.3307225987552337e-10,4.362865809270845e-08,0.011522361348276914,6.425492636615207e-17,1.2333245143555922e-16,1.6397562967596858e-14,3.589206879766316e-19,2.5998537551248736e-12,8.973834247575706e-09,1.560093584039269e-11,1.9943740462793094e-10,9.53090899037454e-18,1.2055573647746787e-10,1.0667866208007464e-10,1.3144891362777978e-15,9.100524518094396e-10,3.4666273034907617e-16,2.2542443722085705e-16,2.089742361076771e-11,3.76,0.0,0.6782582391680447,0.9839496004392617,0.004010496184448606,1.4677669341097127e-05,0.17389933360968512,0.18623319546595926,6.02996758964266e-05,2.2893605398941427e-13,0.013344719715440762,4.952711166100409e-05,1.0365517668865151e-05,7.412875510716379e-08,2.1490610849684712e-13,1.2823057560915264e-07,7.003956653977503e-05,0.001312156012639439,7.797898994664896e-14,8.012958499586527e-06,8.597546859114129e-07,2.426085260978458e-07,0.00013967779531151751,0.0010836182559070156,1.060109282917389e-08,4.4679555450420474e-10,6.761557731375033e-07,1.5048325920318036e-07,1.8332398034367797e-06,0.0002379454665738985,5.171741549970875e-08,8.159626484104928e-14,1.611270091062004e-08,9.406140733846914e-12,5.9172265709497924e-05,6.596925136286664e-08,6.2917659800216045e-15,4.17651200226462e-11,5.349924286034872e-13
0.01702669536047061,0.5656531065901395,9.097568788221116e-08,8.086324716102658e-08,1.631345098866976e-07,0.00045964686444698277,0.0,0.0,0.0001505027620084435,5.154134630990149e-05,0.0018868711551796537,0.0003879728272312752,5.4632684069923796e-08,7.586755873875528e-23,3.79331826787458e-16,2.3479480518601035e-10,4.394496267118647e-08,0.011593691391117609,6.598608756148091e-17,1.245353212117195e-16,1.678876461499167e-14,3.650195776565782e-19,2.618952834782725e-12,9.09506815870607e-09,1.577371829058133e-11,2.0404704727762538e-10,9.775649541913362e-18,1.2260654298200006e-10,1.0851755317124066e-10,1.3395811916012732e-15,9.194645053176978e-10,3.5355491709228035e-16,2.304365353095185e-16,2.1309936133022973e-11,3.76,0.0,0.6776439598523673,0.9838251588143412,0.004055807278029873,1.4825795247241334e-05,0.1743902676617222,0.1868075706229803,6.029204937447987e-05,2.295296244305147e-13,0.013440712669601054,4.972548930734727e-05,1.0435902719049195e-05,7.440857731593012e-08,2.1636551839616231e-13,1.287536396528225e-07,7.051897088105606e-05,0.001326854601220615,7.857487419019308e-14,8.09475404380368e-06,8.657758778181401e-07,2.437749713217069e-07,0.00014046665228902854,0.0010913114412682207,1.0713935939990414e-08,4.515434945002362e-10,6.831714930487346e-07,1.5157772565091485e-07,1.8446319032192334e-06,0.00024062930114010983,5.224203153017119e-08,8.242396717032906e-14,1.6200001192679925e-08,9.457102716286849e-12,5.98014779224345e-05,6.641589628924792e-08,6.355588778048166e-15,4.218869085381582e-11,5.409255726858862e-13
0.017086266624482142,0.5657114772663522,9.142926598163281e-08,8.122392613821081e-08,1.6453560802744945e-07,0.0004639284533341687,0.0,0.0,0.00015110198597163602,5.201767076482942e-05,0.0019107211203906096,0.0003930273871437198,5.517034728576912e-08,7.716226377100016e-23,3.8384252178786236e-16,2.3652656693079006e-10,4.4262805895113215e-08,0.011665140418455884,6.776105843995944e-17,1.2574549975539705e-16,1.7188206005807148e-14,3.712027831429944e-19,2.6381524359708e-12,9.217540795088436e-09,1.5948007084986016e-11,2.0874884006624846e-10,1.0025946738643185e-17,1.246852260821904e-10,1.1038269036819565e-10,1.3651172847162492e-15,9.28944468780555e-10,3.6056444363025636e-16,2.355477815623686e-16,2.1729390937372226e-11,3.76,0.0,0.6770299344315854,0.9837001132378481,0.004101496259359309,1.4974923599192493e-05,0.1748804076686576,0.18738141725318858,6.0284385841087597e-05,2.301217354861597e-13,0.013537076808692676,4.992414858548605e-05,1.0506521005685096e-05,7.468864628765529e-08,2.178297646983206e-13,1.2927754596455074e-07,7.10003932774854e-05,0.0013416686439240858,7.917460657072217e-14,8.177175215875212e-06,8.718248607660931e-07,2.4494512280707233e-07,0.0001412573382451831,0.001099028711699028,1.0827710105610276e-08,4.5633056978609913e-10,6.902437561039946e-07,1.52677589577712e-07,1.8560656545897874e-06,0.0002433327211220216,5.277069698523081e-08,8.325805838532017e-14,1.628746233701059e-08,9.508158599379168e-12,6.0435400028013366e-05,6.686442488395228e-08,6.419904212117047e-15,4.261552995451702e-11,5.469084300751131e-13
0.017145837888493675,0.5657698166767465,9.188460832265585e-08,8.158597017525264e-08,1.6594568742669168e-07,0.00046823957320592556,0.0,0.0,0.00015170289641149793,5.249723207938501e-05,0.0019347993845856906,0.0003981329814924867,5.57119547860859e-08,7.847708846977048e-23,3.883988679638576e-16,2.382675885324265e-10,4.458219297058995e-08,0.011736707133628904,6.958088353264046e-17,1.269630061647711e-16,1.75960406343426e-14,3.7747123003538947e-19,2.657453013572854e-12,9.341261344345118e-09,1.612381237361398e-11,2.1354437103894616e-10,1.0281911190980677e-17,1.2679207666187704e-10,1.1227438206629455e-10,1.391104791125387e-15,9.384926119208203e-10,3.6769300542282424e-16,2.407599243781552e-16,2.2155886748186884e-11,3.76,0.0,0.6764161614271893,0.9835744616985804,0.004147565456829616,1.5125058597604714e-05,0.17536975384956616,0.18795473559210213,6.02766851729967e-05,2.3071238667723524e-13,0.013633812717011095,5.0123089009955894e-05,1.0577372700175765e-05,7.496896038356144e-08,2.1929885095517167e-13,1.298022939989637e-07,7.148383836526062e-05,0.0013565987428949269,7.977821177153437e-14,8.260225899181348e-06,8.779017208268187e-07,2.461189927025947e-07,0.0001420498523412722,0.001106770031804341,1.0942420959027767e-08,4.611570188410521e-10,6.97372898308217e-07,1.5378286995907007e-07,1.8675411860398783e-06,0.0002460558012634207,5.330343361722955e-08,8.409857280516323e-14,1.637508392664252e-08,9.55930813967982e-12,6.107405769443704e-05,6.731484140799055e-08,6.48471492851209e-15,4.3045654870069315e-11,5.529413194401732e-13
0.017205409152505208,0.5658281249595944,9.23417219431861e-08,8.194938722466216e-08,1.6736478721552273e-07,0.0004725803946308449,0.0,0.0,0.00015230549709731317,5.2980043167131915e-05,0.001959107540322636,0.00040329000398374736,5.6257526298675524e-08,7.981231463768454e-23,3.930012809316413e-16,2.400179131118211e-10,4.490312910194114e-08,0.01180839023507207,7.144662163571879e-17,1.2818785956403342e-16,1.8012424720812387e-14,3.838258515256692e-19,2.676855018816929e-12,9.466239045425714e-09,1.630114435485412e-11,2.1843525351189738e-10,1.054365476987858e-17,1.2892738794264622e-10,1.1419293981049383e-10,1.4175511583084816e-15,9.481092045814427e-10,3.749423132701132e-16,2.4607472292858444e-16,2.258952353301962e-11,3.76,0.0,0.6758026393588776,0.9834482021743945,0.0041940172089052225,1.527620445295017e-05,0.1758583064193408,0.18852752587443247,6.0268947246283534e-05,2.3130157751557336e-13,0.013730920983767972,5.032231014874928e-05,1.0648457978782763e-05,7.524951804767737e-08,2.207727808193067e-13,1.3032788334998033e-07,7.196931074791013e-05,0.0013716455018354691,8.038571461834678e-14,8.343909999639763e-06,8.840065440198973e-07,2.47296593433336e-07,0.0001428441936515531,0.001114535365603319,1.1058074142904787e-08,4.660230806488728e-10,7.045592563359823e-07,1.5489358577792074e-07,1.8790586238417033e-06,0.0002487986163280357,5.38402631996354e-08,8.494554478230785e-14,1.646286553305378e-08,9.61055108699884e-12,6.171747669513116e-05,6.77671501052899e-08,6.5500235760843e-15,4.347908316239339e-11,5.590245302540438e-13
