Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467)
3.514493398001071e-10,0.5472483058174664,2.8022751492415466e-17,3.643801471143646e-21,1.5005780668308707e-21,2.837613446402934e-21,0.0,0.0,8.441741887786354e-13,9.649890127200171e-21,3.3699334220682953e-22,3.9207543503254493e-22,2.362623578110534e-27,6.405147623564757e-47,7.09091734684351e-32,7.62335176732441e-19,8.130018966519753e-27,4.80745541796129e-18,8.639327309932336e-45,3.157343577922363e-42,1.327328870930783e-40,7.024673663560967e-40,3.4634142892377135e-17,8.747888360148275e-39,9.686528664475192e-34,2.7200706009976917e-45,6.951040847046464e-56,1.518864326463311e-42,7.787695588167156e-56,2.2611492970239584e-51,4.0734713438091924e-32,9.408807296651253e-54,6.792385294966044e-52,2.9605104292424e-57,3.76,0.0,0.8684769125637678,0.999961953809546,5.628553309247647e-23,4.679734930595556e-32,4.351586717928717e-09,4.351586722771018e-09,3.8046189609852445e-05,1.2768209999127937e-21,4.807284952931056e-18,8.441870571736126e-13,4.88924495724456e-21,1.1741390222717337e-17,7.676414548071222e-33,3.138304140838486e-18,2.2611499259892116e-22,1.2847389811602482e-25,2.5216062533787787e-23,1.231533289738872e-21,2.2339866659473036e-20,3.2160879116557437e-19,8.810497588623697e-25,2.3077637776129925e-22,9.945847231747269e-23,6.6988494006881525e-28,1.0118903300102561e-25,3.4704483926821944e-23,8.92085126240756e-33,3.539737673236057e-17,3.2251635763455506e-30,1.2946510684587773e-34,8.847687166963469e-34,2.2738471067480336e-33,9.098250857347076e-35,3.414106568392937e-24,1.0408846201487535e-34,4.889612066290268e-31,5.089393599450454e-38
3.698872287534336e-10,0.5472483058396631,2.949432825663499e-17,3.936712224201884e-21,1.6783007014585471e-21,3.1544784883035312e-21,0.0,0.0,8.884608878742287e-13,1.0688955940672934e-20,3.9261820014522122e-22,4.567922617866887e-22,2.7672331288285723e-27,7.459023540203677e-47,7.84733855762409e-32,8.437213765335095e-19,9.477678728945959e-27,5.3531169618395646e-18,1.1139665716916271e-44,3.8735401602595037e-42,1.7117114117350664e-40,9.057898437869748e-40,3.6409640911477555e-17,1.0777845055943298e-38,1.1375332103543098e-33,3.6921227110490074e-45,9.485044123692112e-56,1.9697034969499406e-42,1.0981698752940576e-55,3.070776800912319e-51,4.7706899643287726e-32,1.2834893907675993e-53,9.265045913229284e-52,4.253157534342339e-57,3.76,0.0,0.8684769123354287,0.9999608012399382,6.558469777519113e-23,5.741695524108036e-32,4.579881562375599e-09,4.579881567767326e-09,3.919875917339829e-05,1.4330187300941522e-21,5.352918359495082e-18,8.884736002471271e-13,5.415705075370343e-21,1.3001605084759811e-17,8.949050111485593e-33,3.476044758059383e-18,2.5313925260375684e-22,1.4281171061870506e-25,2.789447935125068e-23,1.3641779786727209e-21,2.4744630775409474e-20,3.5624147282417177e-19,9.763949377480845e-25,2.6902622713532093e-22,1.1016187996331094e-22,7.742621197566479e-28,1.1790500491953002e-25,3.844087543141e-23,1.0624245327153437e-32,3.7254409336668216e-17,3.955303184815719e-30,1.5848525521068219e-34,1.0657233011876038e-33,2.6149230038653863e-33,1.083555866383538e-34,3.979728512691323e-24,1.2606137714896395e-34,5.957218532505472e-31,5.933129321870244e-38
3.883251177067601e-10,0.5472483058618599,3.09660522967628e-17,4.240957736763752e-21,1.867559810800329e-21,3.489261374002205e-21,0.0,0.0,9.327475369823833e-13,1.1781139389767702e-20,4.540234293240498e-22,5.282342700320726e-22,3.2165420424889303e-27,8.621712415783183e-47,8.641349681409364e-32,9.29161817269446e-19,1.0966575462872867e-26,5.929874270450598e-18,1.418607916484788e-44,4.705138922334682e-42,2.1801205491360727e-40,1.1535241232460791e-39,3.8181069259614866e-17,1.3145844151919803e-38,1.3256896317637739e-33,4.9373073662682856e-45,1.2749253030063784e-55,2.5223511723526494e-42,1.5236233783398778e-55,4.108518713684392e-51,5.54485250997439e-32,1.724693307297425e-53,1.2449045269634878e-51,6.003985868796994e-57,3.76,0.0,0.8684769121070895,0.9999597058471652,7.58519926414603e-23,6.974887847978206e-32,4.808176406731197e-09,4.808176412703637e-09,4.0294151902026863e-05,1.5978805856073229e-21,5.9296446068481076e-18,9.327600109128815e-13,5.969078602814367e-21,1.4325623880659804e-17,1.0355094920512817e-32,3.8310231789118786e-18,2.8185076907634757e-22,1.579597406371938e-25,3.0704265458105904e-23,1.5036091943745023e-21,2.727221818297918e-20,3.9264505504262904e-19,1.0766873055880197e-24,3.1128381267894543e-22,1.2141154681073314e-22,8.889132195119347e-28,1.3636235570476476e-25,4.236820172356353e-23,1.2555736286312647e-32,3.9111441935682886e-17,4.8027448008448374e-30,1.9209130698041036e-34,1.2719262352319853e-33,2.9852141749794786e-33,1.280551224778506e-34,4.604563469518383e-24,1.5117996621564502e-34,7.186336450283967e-31,6.865311255745783e-38
4.067630066600866e-10,0.5472483058840567,3.24379242062676e-17,4.556694504584139e-21,2.0685894370218845e-21,3.842126434826999e-21,0.0,0.0,9.770341385722002e-13,1.2926440412735329e-20,5.214896184077722e-22,6.067279110253861e-22,3.713030089885863e-27,9.898391899860362e-47,9.47284760469525e-32,1.0186463280290826e-18,1.2603743043506173e-26,6.5378725878307525e-18,1.786290015999406e-44,5.663907113289597e-42,2.745552858601707e-40,1.4525304257983406e-39,3.994843735872525e-17,1.5888237031300184e-38,1.5342830288345315e-33,6.513640596284585e-45,1.6904011171781508e-55,3.193284455050194e-42,2.0829257596747756e-55,5.423027343919167e-51,6.400214968652302e-32,2.286108643025331e-53,1.6500274363053533e-51,8.341697075896968e-57,3.76,0.0,0.8684769118787504,0.999958664794791,8.713467935875918e-23,8.396795579565258e-32,5.03647125099537e-09,5.036471257579952e-09,4.1335204231905316e-05,1.7711933829389402e-21,6.5376087970938356e-18,9.770462917020868e-13,6.5493655395673795e-21,1.571338679870468e-17,1.1901198234974086e-32,4.2032366926665064e-18,3.1226338663584554e-22,1.7392550358890448e-25,3.364489580052978e-23,1.6498274601434987e-21,2.99226180224895e-20,4.308195802751429e-19,1.1819339680845471e-24,3.577485944434963e-22,1.3320738463891996e-22,1.0143180286087383e-27,1.5664657648676341e-25,4.648645550964504e-23,1.4734694751626528e-32,4.0968474529404565e-17,5.779389569378325e-30,2.3073331656773667e-34,1.5053822218449216e-33,3.385408438843116e-33,1.5027869582024874e-34,5.291550684357145e-24,1.7969646771406882e-34,8.591468604131533e-31,7.890347436108543e-38
4.252008956134131e-10,0.5472483059062534,3.3909944577197736e-17,4.8840772818412655e-21,2.2816230151194283e-21,4.213237599279689e-21,0.0,0.0,1.0213206949903015e-12,1.4124858950714045e-20,5.952966519796008e-22,6.925988168566335e-22,4.259187717797201e-27,1.129421678789482e-46,1.034172947564532e-31,1.1121647618130228e-18,1.4396214737347177e-26,7.177242643154996e-18,2.2262585553332606e-44,6.762181432518773e-42,3.422260906999734e-40,1.8103301551021635e-39,4.17117546087125e-17,1.9043335951971133e-38,1.7644881491428533e-33,8.487865668988416e-45,2.213492873245143e-55,4.000688077337567e-42,2.809407149395934e-55,7.070323959004749e-51,7.34105036075298e-32,2.992751504624152e-53,2.1599131286159083e-51,1.142261898465907e-56,3.76,0.0,0.8684769116504113,0.99995767538709,9.947992656134833e-23,1.00257519256531e-31,5.264766095167981e-09,5.264766102396271e-09,4.232461188853761e-05,1.952730142677306e-21,7.176941517830749e-18,1.0213324450234066e-12,7.156565885620107e-21,1.716483409344502e-17,1.3594009235448296e-32,4.592682589976549e-18,3.4438956191547677e-22,1.9071651488213679e-25,3.6715847423223576e-23,1.8028332971874656e-21,3.2695819436094784e-20,4.707650910633943e-19,1.2921420308991519e-24,4.0862000301146803e-22,1.4554930529882912e-22,1.1509562488781073e-27,1.7884308422786646e-25,5.0795629496421184e-23,1.7181358513059359e-32,4.282550711783326e-17,6.897708127386562e-30,2.7488074153170456e-34,1.7681380416419294e-33,3.816151948076007e-33,1.7523273257003764e-34,6.043628236228498e-24,2.1186778670880785e-34,1.0187572284997873e-30,9.012645832414037e-38
4.436387845667396e-10,0.5472483059284503,3.538211400018434e-17,5.223259185616377e-21,2.506893374330082e-21,4.602758394002241e-21,0.0,0.0,1.0656072084669056e-12,1.5376394947586255e-20,6.757237122307508e-22,7.861718024146254e-22,4.8575149337578e-27,1.2814319095176753e-46,1.124789270345678e-31,1.2097069954622331e-18,1.6351023202225218e-26,7.848101733179416e-18,2.7486064373966757e-44,8.012867765548823e-42,4.225807580253771e-40,2.2351342428650537e-39,4.347103038751502e-17,2.265142145290127e-38,2.017493154006525e-33,1.0936273093422638e-44,2.8655433503709537e-55,4.964539208606733e-42,3.742718716834209e-55,9.114500869376742e-51,8.371646808598392e-32,3.8733805043114907e-53,2.795298883496981e-51,1.543497673564546e-56,3.76,0.0,0.8684769114220722,0.9999567350620662,1.1293481006904415e-22,1.1880939548443398e-31,5.493060939248917e-09,5.493060947152594e-09,4.326493686816812e-05,2.142252714680268e-21,7.847759924593755e-18,1.065618473169036e-12,7.790679640963267e-21,1.8679906084948375e-17,1.5440177023272203e-32,4.999358162831148e-18,3.7824046722625587e-22,2.08340289915493e-25,3.991659946102463e-23,1.9626272246309936e-21,3.559181156779468e-20,5.124816300317758e-19,1.4073185995960144e-24,4.640974395313408e-22,1.5843722070888165e-22,1.2993074947710535e-27,2.0303722620554805e-25,5.529571639106226e-23,1.991684592391408e-32,4.4682539700968966e-17,8.170740076428387e-30,3.2502224198450646e-34,2.062280017464041e-33,4.278051947280124e-33,2.0313264140107866e-34,6.863733038442829e-24,2.479551365955468e-34,1.1990042366664536e-30,1.0236614349064035e-37
4.620766735200661e-10,0.547248305950647,3.6854433064444406e-17,5.574391793479365e-21,2.7446327395379735e-21,5.0108519447379746e-21,0.0,0.0,1.109893681121605e-12,1.668104834984235e-20,7.630492806405235e-22,8.877708673417989e-22,5.5105202747123994e-27,1.4463808130535285e-46,1.2191234957728694e-31,1.3112629295878994e-18,1.8475200487330764e-26,8.550554732812277e-18,3.3643082376555233e-44,9.429440920243342e-42,5.173119948813555e-40,2.7358712294891612e-39,4.5226274051171294e-17,2.6754748903909607e-38,2.294499215348499e-33,1.3945554900109974e-44,3.670944512863522e-55,6.106691910462842e-42,4.9296903447447655e-55,1.162845420528749e-50,9.496305751392091e-32,4.960855839720925e-53,3.5798780997726035e-51,2.060358985274203e-56,3.76,0.0,0.868476911193733,0.9999558413848184,1.2754631310462906e-22,1.3982390491841707e-31,5.721355783238072e-09,5.7213557918489206e-09,4.415861407161618e-05,2.3395141363990786e-21,8.550168751424429e-18,1.1099043783204745e-12,8.451706805587562e-21,2.025854315809636e-17,1.7446350620541215e-32,5.423260704510755e-18,4.1382608732885143e-22,2.268043440773073e-25,4.324663313055216e-23,2.1292097595238317e-21,3.8610583563432514e-20,5.559692398828572e-19,1.5274707795898546e-24,5.243802757496811e-22,1.7187104285093615e-22,1.4598512934178662e-27,2.2931428419682563e-25,5.998670890114174e-23,2.2963169148168463e-32,4.65395722788117e-17,9.612093484539884e-30,3.8166548315108466e-34,2.3899316474709396e-33,4.771679347838322e-33,2.342029489457243e-34,7.754800839311934e-24,2.8822370840938844e-34,1.4014695035411714e-30,1.1566660825870797e-37
4.805145624733926e-10,0.5472483059728437,3.832690235778384e-17,5.937625234624974e-21,2.995072732676199e-21,5.437680977287701e-21,0.0,0.0,1.1541801149688497e-12,1.8038819106451414e-20,8.575511396476563e-22,9.977191979788673e-22,6.220719853749625e-27,1.6247770569828003e-46,1.3171654167832305e-31,1.416822488502478e-18,2.0775778033248877e-26,9.284695038444275e-18,4.0852543336941887e-44,1.1025944363374722e-41,6.2825426756360585e-40,3.322215082588179e-39,4.6977494933884615e-17,3.1397554266208205e-38,2.5967201428516174e-33,1.7613692873458537e-44,4.657417197375503e-55,7.450961208161563e-42,6.4252624357691825e-55,1.469464721827987e-50,1.071934029561008e-31,6.292514815002628e-53,4.5405707776962255e-51,2.719501601994751e-56,3.76,0.0,0.8684769109653939,0.9999549920412372,1.4336132650997122e-22,1.6350986108107806e-31,5.9496506271353546e-09,5.9496506364852525e-09,4.500795760863606e-05,2.544260747334301e-21,9.284261254200368e-18,1.1541901625540168e-12,9.13964737948368e-21,2.1900685761922358e-17,1.9619178970110713e-32,5.864387509544785e-18,4.511553097581784e-22,2.4611619274508696e-25,4.6705431721887356e-23,2.302581416849184e-21,4.175212457069394e-20,6.012279633930749e-19,1.6526056760977343e-24,5.896678540407428e-22,1.8585068376653092e-22,1.633067084684002e-27,2.5775947838352973e-25,6.486859973463587e-23,2.6343247280891533e-32,4.8396604851361444e-17,1.1235944415468946e-29,4.453369409621574e-34,2.753251395044845e-33,5.297571132081973e-33,2.686774336906369e-34,8.719766222824655e-24,3.329423654841624e-34,1.627775214498538e-30,1.3007193038468378e-37
4.989524514267191e-10,0.5472483059950405,3.9799522466600604e-17,6.313108274976731e-21,3.2584443741250626e-21,5.8834078184612466e-21,0.0,0.0,1.1984665119231658e-12,1.9449707168738254e-20,9.595063743136694e-22,1.1163391693001502e-21,6.990636479500797e-27,1.8171270529223904e-46,1.4189048522283381e-31,1.5263756201518561e-18,2.325978667199271e-26,1.0050605448380964e-17,4.924284712719135e-44,1.281698995731843e-41,7.573890970924075e-40,4.004612755815761e-39,4.872470234808626e-17,3.662605912526357e-38,2.9253820392990364e-33,2.2050880412026536e-44,5.856303000213651e-55,9.023206751354969e-42,8.29349490743026e-55,1.8405903939423584e-50,1.204507369143377e-31,7.910563720662384e-53,5.707805775147525e-51,3.552316229168793e-56,3.76,0.0,0.8684769107370548,0.9999541848320113,1.6042664896096327e-22,1.9008456984516069e-31,6.177945470940682e-09,6.177945481061587e-09,4.5815166789998656e-05,2.756234080742951e-21,1.005012009106681e-17,1.1984758278459676e-12,9.8545013626423e-21,2.360627440898722e-17,2.1965310935597154e-32,6.322735873671363e-18,4.902360091176679e-22,2.6628335128496605e-25,5.029248059028673e-23,2.482742709531966e-21,4.501642373910547e-20,6.482578434086369e-19,1.7827303940945485e-24,6.601594874337699e-22,2.0037605555337762e-22,1.8194342212227815e-27,2.884579709965152e-25,6.994138159992352e-23,3.008091935128838e-32,5.0253637418618214e-17,1.3057036483126838e-29,5.165817105577169e-34,3.154430624669678e-33,5.8562325986172245e-33,3.067992586766778e-34,9.76156260928962e-24,3.8238336145067527e-34,1.8795826169930377e-30,1.4562618698675464e-37
5.173903403800456e-10,0.5472483060172373,4.127229397588776e-17,6.700988396632843e-21,3.534978084106845e-21,6.348194397024667e-21,0.0,0.0,1.242752873804112e-12,2.0913712490266523e-20,1.0691913739787302e-21,1.243952346840193e-21,7.8227988433691e-27,2.023934963828528e-46,1.5243316468116433e-31,1.6399122960485607e-18,2.59342566270369e-26,1.0848358984274642e-17,5.895222458893518e-44,1.4817757696746191e-41,9.068503096005662e-40,4.794311489448937e-39,5.0467905584498006e-17,4.2488475051098763e-38,3.281722982222647e-33,2.7380477703232473e-44,7.302868301463187e-55,1.08514160402226e-41,1.0608656435538948e-54,2.286623303444451e-50,1.347783792683585e-31,9.862485987999932e-53,7.11581477724415e-51,4.595538445838917e-56,3.76,0.0,0.8684769105087157,0.9999534176669344,1.7878898718135936e-22,2.197738286984156e-31,6.406240314653979e-09,6.406240325577926e-09,4.658233182270813e-05,2.9751725512387605e-21,1.0847818143867678e-17,1.2427613760776009e-12,1.0596268755054092e-20,2.5375249674790857e-17,2.4491395301378968e-32,6.798303093799072e-18,5.310751257173131e-22,2.8731333505117107e-25,5.400726714792796e-23,2.6696941484470324e-21,4.840347022003332e-20,6.970589228416276e-19,1.9178520382719576e-24,7.360544596381862e-22,2.154470703620906e-22,2.0194319685251046e-27,3.2149486971503536e-25,7.520504720578585e-23,3.420095721651942e-32,5.211066998058199e-17,1.5090680429447724e-29,5.9596331759966795e-34,3.5956916741923746e-33,6.448139459248458e-33,3.488211030859399e-34,1.0883122255948199e-23,4.368220798104841e-34,2.1585905733259554e-30,1.623734545481393e-37
5.358282293333721e-10,0.547248306039434,4.274521746923659e-17,7.101411871999138e-21,3.8249036840770935e-21,6.83220224464329e-21,0.0,0.0,1.28703920234099e-12,2.243083502672768e-20,1.1868818339102705e-21,1.3808794886119392e-21,8.719740770147076e-27,2.2457027112845517e-46,1.6334356710260818e-31,1.7574225112059523e-18,2.880621751335114e-26,1.1678019657150817e-17,7.012906922012311e-44,1.7043995445388884e-41,1.078929241816461e-39,5.703385853862628e-39,5.220711391219348e-17,4.903500733720004e-38,3.666992730137345e-33,3.373999990522598e-44,9.036620360739833e-55,1.2965787196889128e-41,1.3456397007865876e-54,2.819168170004943e-50,1.5021972431610013e-31,1.220146653088942e-52,8.8029379165029e-51,5.891909526916697e-56,3.76,0.0,0.8684769102803765,0.99995268855949,1.984949561555532e-22,2.528119260077221e-31,6.634535158275184e-09,6.634535170034268e-09,4.7311439222613e-05,3.2008129552282068e-21,1.1677419284171212e-17,1.2870468090398696e-12,1.1364949556709727e-20,2.7207552197217487e-17,2.720408077259732e-32,7.291086467970575e-18,5.736787389005847e-22,3.092136593854991e-25,5.784928085568857e-23,2.8634362424273726e-21,5.191325316668227e-20,7.476312446663108e-19,2.0579777130005355e-24,8.175520250668453e-22,2.310636403931369e-22,2.233539504966396e-27,3.56955230836247e-25,8.065958926140639e-23,3.8729078353728467e-32,5.3967702537252785e-17,1.7352753724175773e-29,6.840635323091171e-34,4.0792860547009954e-33,7.073739797038394e-33,3.950052927917368e-34,1.2087376257560293e-23,4.965367934881393e-34,2.466534168626979e-30,1.8035780891987134e-37
5.542661182866986e-10,0.5472483060616308,4.421829352883966e-17,7.514523832939982e-21,4.128450398112462e-21,7.335592496820682e-21,0.0,0.0,1.331325499177323e-12,2.4001074735835454e-20,1.3128527569445587e-21,1.5274405470167085e-21,9.684000527771408e-27,2.482929982767928e-46,1.7462068210918761e-31,1.8788962840733534e-18,3.188269833743397e-26,1.2539643181477322e-17,8.293226569472237e-44,1.9512018672961072e-41,1.2760799018911005e-39,6.744764537393167e-39,5.3942336578658626e-17,5.631785816682475e-38,4.082452451713501e-33,4.128213802793351e-44,1.1101635415706996e-54,1.539881126640709e-41,1.6935006848042123e-54,3.451121944416606e-50,1.668182288396716e-31,1.4986832182329233e-52,1.081194097681747e-50,7.490890217126887e-56,3.76,0.0,0.8684769100520374,0.9999519956217103,2.1959107934033425e-22,2.894416402838181e-31,6.8628300018042434e-09,6.8628300144306145e-09,4.800437695827651e-05,3.432891800179056e-21,1.2538979087338236e-17,1.331332128437885e-12,1.2160543767599851e-20,2.910312267601262e-17,3.011001597515708e-32,7.801083295328065e-18,6.180521353911583e-22,3.319918396168092e-25,6.181801321495766e-23,3.0639694982722695e-21,5.554576173409454e-20,7.999748519156106e-19,2.203114522294914e-24,9.048514088574965e-22,2.472256778939946e-22,2.462235921850955e-27,3.949240622291917e-25,8.630500047637069e-23,4.369195855739458e-32,5.582473508863059e-17,1.98597001851887e-29,7.814821861456165e-34,4.607492769645615e-33,7.733455894618355e-33,4.45623929944108e-34,1.3377254546965266e-23,5.618084428499227e-34,2.80518337187143e-30,1.996233253232174e-37
5.727040072400251e-10,0.5472483060838276,4.5691522735493863e-17,7.940468335264311e-21,4.445846854295159e-21,7.858525893833773e-21,0.0,0.0,1.3756117658751118e-12,2.5624431577225525e-20,1.4473784551215261e-21,1.6839546707463149e-21,1.0718120192148381e-26,2.7361142388966424e-46,1.862635018894522e-31,2.0043236564720673e-18,3.5170727497346726e-26,1.343327764058016e-17,9.753151523855463e-44,2.2238710192249908e-41,1.5009240858737912e-39,7.932256880385294e-39,5.567358280985142e-17,6.439122925278879e-38,4.529374476309955e-33,5.017581220405874e-44,1.35468987113774e-54,1.8185354035309453e-41,2.1156764766974936e-54,4.1967651590776127e-50,1.8461740112641002e-31,1.8284508128539085e-52,1.3190344111119655e-50,9.449429517739417e-56,3.76,0.0,0.8684769098236983,0.9999513370592846,2.4212378887567023e-22,3.299142394467031e-31,7.091124845241107e-09,7.091124858766964e-09,4.866293933961193e-05,3.671146477788223e-21,1.3432545497937195e-17,1.375617335895174e-12,1.2983051387715117e-20,3.106190187228989e-17,3.321584945572779e-32,8.328290876080405e-18,6.641998729765583e-22,3.5565539106052595e-25,6.591295775948058e-23,3.2712944207554307e-21,5.93009850791489e-20,8.540897876777713e-19,2.353269569781728e-24,9.981518068926182e-22,2.6393309515650425e-22,2.706000223453902e-27,4.354863260870009e-25,9.214127356066656e-23,4.9117244548663643e-32,5.768176763471541e-17,2.2628529617945024e-29,8.888369910432425e-34,5.1826167452052645e-33,8.427685941450971e-33,5.00959021658713e-34,1.4755685895620328e-23,6.329204307598915e-34,3.176341747782687e-30,2.2021407835176412e-37
5.911418961933516e-10,0.5472483061060244,4.716490566860353e-17,8.379388418843922e-21,4.7773210860941594e-21,8.40116278166425e-21,0.0,0.0,1.4198980039188753e-12,2.7300905512360165e-20,1.5907325513131854e-21,1.8507402066777243e-21,1.1824645063249778e-26,3.0057507206551913e-46,1.982710211922952e-31,2.133694693532218e-18,3.8677332782747765e-26,1.4358964106502072e-17,1.1410765788362653e-43,2.5241519896323596e-41,1.756256450128737e-39,9.280579157150402e-39,5.740086181026058e-17,7.331132399335905e-38,5.0090420643925104e-33,6.060725704277446e-44,1.6426656386772297e-54,2.1362737358467057e-41,2.6249378997997773e-54,5.0718562350669825e-50,2.0366079087908316e-31,2.2167490240837077e-52,1.599076200069082e-50,1.1832790542925292e-55,3.76,0.0,0.8684769095953592,0.9999507111669159,2.661394257945698e-22,3.744894800910595e-31,7.3194196885857346e-09,7.319419703043318e-09,4.928883166409539e-05,3.915316294904975e-21,1.4358159449601894e-17,1.41990243295772e-12,1.383247241704617e-20,3.3083830608065745e-17,3.6528229681744674e-32,8.872706511471905e-18,7.121258398258133e-22,3.802118290181572e-25,7.013361004723609e-23,3.485411512633081e-21,6.317891236055967e-20,9.099760950931813e-19,2.508449958670155e-24,1.09765238581775e-21,2.8118580451440273e-22,2.9653113270608708e-27,4.787269414902014e-25,9.816840122468398e-23,5.503356650264716e-32,5.953880017550727e-17,2.567681747268786e-29,1.0067633611214854e-33,5.8069873644566174e-33,9.156805628146031e-33,5.6130260787017935e-34,1.6225597914118523e-23,7.101584333576373e-34,3.581845217561857e-30,2.421741419732052e-37
6.095797851466781e-10,0.5472483061282211,4.863844290618348e-17,8.831426163639835e-21,5.1231005337432545e-21,8.963663112926457e-21,0.0,0.0,1.4641842147194988e-12,2.9030496504437686e-20,1.7431879808459106e-21,2.028114701760564e-21,1.3006123128965372e-26,3.2923324566003448e-46,2.106422373207886e-31,2.2669994836303853e-18,4.240954137492659e-26,1.5316737217177324e-17,1.3285299162099277e-43,2.853846449583894e-41,2.045049539950182e-39,1.0805380607377171e-38,5.91241827629636e-17,8.313634918351844e-38,5.522749196474328e-33,7.278113876239772e-44,1.98007791449423e-54,2.497081998725523e-41,3.235752357198216e-54,6.093728730146224e-50,2.239919799542625e-31,2.6716333204111863e-52,1.927125538299716e-50,1.471543549860067e-55,3.76,0.0,0.86847690936702,0.9999501163239031,2.916842402320681e-22,4.234356067513918e-31,7.547714531838093e-09,7.547714547259676e-09,4.988367463255731e-05,4.1651433748250336e-21,1.531585544220545e-17,1.464187421097811e-12,1.470880685558365e-20,3.516884976582056e-17,4.005380504140955e-32,9.434327503752641e-18,7.618333097168654e-22,4.056686687768241e-25,7.447946765234596e-23,3.706321274652029e-21,6.717953273887592e-20,9.67633817351354e-19,2.668662791724878e-24,1.2035522830584558e-21,2.9898371834102706e-22,3.240648063005605e-27,5.247307867930738e-25,1.0438637617921524e-22,6.147055049904451e-32,6.139583271100614e-17,2.902270451816233e-29,1.1359142367961625e-33,6.482957098493259e-33,9.921169635284841e-33,6.269568884045191e-34,1.7789917052688264e-23,7.93810225360453e-34,4.023560866506919e-30,2.655475895308556e-37
6.280176741000046e-10,0.5472483061504179,5.0112135024862104e-17,9.296722741894882e-21,5.4834120456159764e-21,9.546186447791853e-21,0.0,0.0,1.5084703996178841e-12,3.081320451830629e-20,1.905016993116798e-21,2.2163949048977425e-21,1.4265104573434977e-26,3.59635027004666e-46,2.2337615012603404e-31,2.404228138327971e-18,4.6374379846838324e-26,1.6306625713613745e-17,1.5397158847150807e-43,3.2148127256462046e-41,2.3704587746237406e-39,1.2523269218481472e-38,6.084355482968412e-17,9.392651631814088e-38,6.071800379307107e-33,8.692170380094929e-44,2.3735137631710355e-54,2.9052077894276987e-41,3.9644473288285057e-54,7.281391512143873e-50,2.4565457387199775e-31,3.201965433921616e-52,2.309569387377946e-50,1.8181971832298007e-55,3.76,0.0,0.8684769091386809,0.9999495509899454,3.1880439163337193e-22,4.770293511670795e-31,7.776009374998153e-09,7.776009391416038e-09,5.044900854589492e-05,4.42037344055037e-21,1.6305662079041528e-17,1.50847230171769e-12,1.56120547033182e-20,3.7316900288084446e-17,4.3799223843691723e-32,1.0013151156150242e-17,8.133249934319255e-22,4.320334256088035e-25,7.895003015701685e-23,3.934024205557697e-21,7.130283537648068e-20,1.02706299768806e-18,2.833915171241304e-24,1.3160506068360257e-21,3.1732674904717814e-22,3.532489174705619e-27,5.735827018442521e-25,1.107951911354551e-22,6.845883090098029e-32,6.325286524121201e-17,3.268489653072013e-29,1.276959911221455e-33,7.212900228127747e-33,1.072111302368275e-32,6.982343493205058e-34,1.94515686016762e-23,8.841655187884549e-34,4.50338579667858e-30,2.9037849374492127e-37
