Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248),C2F5(2339),S(1320),S(9273),S(960),CH2CHF(56),CFO2(459),CF4(44),C2H4F(63),S(445)
0.0,0.6471827805830758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7133381450344293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.950414382376234e-22,0.6471827805830758,1.1085074195889738e-26,2.2146766029254252e-29,8.093623061605783e-41,8.026178635501712e-42,0.0,0.0,6.842963644383054e-23,1.5798355536998935e-41,1.5856057501483415e-53,1.84470371813904e-53,9.076335393628022e-58,1.0182633466457636e-67,1.9558726525692085e-46,7.766634134761195e-39,2.5375575491358234e-23,1.5618521523147616e-38,7.282689203505607e-82,2.997684128117298e-67,7.199541363846058e-62,5.087122543330908e-82,1.215539088261214e-25,7.579100126559094e-75,8.474483201705279e-42,8.506483109490279e-79,5.279208225607371e-73,4.733792983853122e-62,2.651377441894198e-60,8.440063187737433e-60,1.3280467308190935e-57,1.5810021532970407e-94,6.736885742684218e-88,1.3639612771018768e-95,3.76,0.0,0.7133381450344293,0.9999999999999993,2.996776645819814e-54,3.104157172641095e-39,8.667985277193692e-19,8.667985277193692e-19,5.499986339252536e-16,7.093581771493618e-43,1.5542093307222142e-38,6.844072151802642e-23,2.3694151335735723e-39,1.309153623257186e-39,4.3661660492488456e-60,1.3390301000263184e-38,7.855606553582242e-42,2.1226227007174767e-45,4.938541728888242e-40,1.203628624336842e-44,1.4610395440489592e-41,8.51197130201045e-28,2.8826127714609226e-39,5.7775163814270035e-40,7.152862105898138e-48,4.809757652220954e-42,1.0693414105436829e-47,2.0164350307712818e-56,3.212242933582742e-42,4.230717787396236e-52,2.8923356594174457e-72,1.2155390882612936e-25,1.7250326642654877e-76,1.1963969747353754e-56,7.8488930476954785e-59,6.098490392822716e-62,2.029107147627466e-43,1.398516713921768e-76,4.397676849470799e-52,1.7405555948342175e-57,6.924678636490309e-82,2.5457771500709132e-65,1.2110609635846202e-49,1.4209273664667512e-44,9.594139827126361e-54,4.3896557904043886e-67,3.5083275860286357e-78,3.683666028202791e-58,8.511971301997656e-28,7.32638260216655e-69,3.1511306115591672e-62,1.2994675154938698e-79,1.7778938895896284e-77,2.5174879195164063e-56,1.7985519684874173e-67,1.1305077749762042e-83,1.1669334688836085e-53,2.6918633549409943e-57,4.846193419771386e-64,1.0014985511030692e-97,4.46647455319415e-77,4.986258038152286e-95,1.9233958415434428e-75,1.5482198571075065e-76,3.56191013168229e-63,3.69750018679889e-102,5.765508863432195e-40,1.326825014358824e-69,1.2118344150367245e-77,2.5375575491358237e-23,1.2320681356635444e-44,1.8735300397861978e-71,5.054047518530098e-67,3.3636442954934776e-45,9.331186905193709e-74,1.5693592188586972e-39,3.218032151870162e-59,9.896803376104681e-85,7.482473209268886e-89,6.466526582729539e-79,6.2066529918765185e-78,9.82674354589824e-82,6.936944313123478e-94,1.4492371999722743e-55,3.9141568625522305e-47,6.35556044343016e-58,5.608144026097337e-45,8.532546063035584e-71,3.644841910439176e-81
1.6661160270653456e-21,0.6471827805830758,3.1038207748491937e-26,6.201094488197938e-29,4.888548329210645e-40,4.84781189584849e-41,0.0,0.0,1.9160298204272544e-22,9.54220674434735e-41,1.8824311466337643e-52,2.1900322542301687e-52,1.0775725505766256e-56,1.2088822451377215e-66,1.1813470821517207e-45,4.691047017395184e-38,7.105161137580304e-23,9.43358699999259e-38,1.6291130045434888e-80,3.558850596906443e-66,8.547295507158167e-61,1.3202150245175217e-80,3.403509447131147e-25,1.6969918029750976e-73,5.118587853829849e-41,1.9028671174863453e-77,6.26747600822651e-72,7.153707957205666e-61,4.006761590190507e-59,1.275462348930876e-58,1.5766570788283718e-56,9.618445980901312e-93,1.507014394534649e-86,8.304588538888046e-94,3.76,0.0,0.7133381450344293,0.9999999999999984,3.5577732342857775e-53,1.8749109322752208e-38,2.4270358776142337e-18,2.4270358776142337e-18,1.5399961749878565e-15,4.2845233905524715e-42,9.3874243575736e-38,1.916340202504738e-22,1.4311267406784375e-38,7.907287884472563e-39,5.183512333668218e-59,8.08774180415876e-38,4.74478635837678e-41,1.282064111233584e-44,2.98287920424852e-39,7.269916891003551e-44,8.824678846053517e-41,2.38335196456705e-27,1.741098113962401e-38,3.489619894381926e-39,4.320348395764862e-47,2.905093621941445e-41,6.458822120575207e-47,2.515991621762471e-55,1.9401947318839503e-41,2.5553535444422546e-51,6.785235626838236e-71,3.4035094471316283e-25,4.0468169912850636e-75,7.228730451599886e-56,9.318205826210567e-58,7.297593759458865e-61,1.2255807171686912e-42,3.28083132437158e-75,5.220921955685564e-51,2.629706874815862e-56,2.1769308206321607e-80,3.022346632564189e-64,7.314991088998519e-49,8.582401293475212e-44,5.794860455592385e-53,5.21139934749539e-66,1.1030743262894243e-76,2.2249352966492312e-57,2.383351964559323e-27,8.697917715649379e-68,3.743297665260374e-61,2.9085458544118025e-78,3.97938835753982e-76,2.988761658049887e-55,2.2150441703846923e-66,2.6191915289099455e-82,7.048326624892682e-53,3.1957801749847553e-56,5.753400827960041e-63,4.132715491658378e-96,1.4043310631170734e-75,2.3819952999204052e-93,6.047464269147494e-74,4.867850945918096e-75,4.2286997083377835e-62,1.525784616375016e-100,3.48236735351306e-39,1.5752132293161636e-68,3.810201294381861e-76,7.105161137580305e-23,7.441691539407802e-44,4.191011757794695e-70,6.000165214008716e-66,2.0316411544783255e-44,2.0873491859441863e-72,9.478929681906423e-39,3.82044960300434e-58,2.2138841524742214e-83,1.9299786786275738e-87,2.0331794220474016e-77,1.951471007093855e-76,3.0896853987271907e-80,3.995324752809875e-92,1.7205344038068845e-54,2.3641507449857124e-46,7.545321358440275e-57,3.38731899176295e-44,1.0129838686051939e-69,8.154976228103605e-80
3.80826520472079e-21,0.6471827805830758,7.094447485369903e-26,1.4173930258769953e-28,2.3536255863160906e-39,2.3340127472120816e-40,0.0,0.0,4.379496732405147e-22,4.594161790159283e-40,1.848182062454415e-51,2.150186654034916e-51,1.057980271439273e-55,1.1868877568499015e-65,5.687677673670037e-45,2.2585372063876886e-37,1.624036831446926e-22,4.541866058948146e-37,3.218857153216776e-79,3.4941006197502495e-65,8.391785413699348e-60,2.784238343011642e-79,7.779450164870007e-25,3.3543645411410663e-72,2.464379715055685e-40,3.759745604206533e-76,6.153445116096699e-71,7.695632578013512e-60,4.3102912797385526e-58,1.3720841923040828e-57,1.5479712694425455e-55,4.3422324071052783e-91,2.977606495789747e-85,3.749185387076771e-92,3.76,0.0,0.7133381450344293,0.9999999999999964,3.4930428588903554e-52,9.0268890580403e-38,5.547510577403963e-18,5.547510577403963e-18,3.519991257101648e-15,2.0628135799892898e-41,4.519640733757011e-37,4.38020617715368e-22,6.890259208431948e-38,3.807018736430635e-38,5.089203147004417e-58,3.893899530876231e-37,2.2844103858009993e-40,6.172586813689778e-44,1.4361279347607336e-38,3.500152039584405e-43,4.248702994091083e-40,5.4476616333155574e-27,8.382637939408412e-38,1.6801017637189967e-38,2.0800818260987573e-46,1.3986775252658362e-40,3.1096448231980773e-46,2.5237102054528824e-54,9.34120245085823e-41,1.2302927338328596e-50,1.3710384681714506e-69,7.779450164872325e-25,8.177080463870746e-74,3.482861488827075e-55,9.148669736351984e-57,7.190002072317319e-60,5.900643585326192e-42,6.629314294533412e-74,5.125932135724042e-50,2.828704968454626e-55,4.856424869984207e-79,2.9673578461226596e-63,3.522039585525195e-48,4.132056781709365e-43,2.7899758617404426e-52,5.116582767919003e-65,2.4608981419209794e-75,1.0712116044218657e-56,5.447661633278357e-27,8.53974406119281e-67,3.6761889134161773e-60,5.748424957968399e-77,7.864828851608242e-75,2.934383918988352e-54,2.209715151664896e-65,5.262141960759396e-81,3.393515236766357e-52,3.137635926515527e-55,5.648723050108153e-62,1.6348618420727386e-94,3.1329853496702273e-74,1.2403000142769867e-91,1.3491560113924614e-72,1.0859907680211776e-73,4.151762449502774e-61,6.0358538136842625e-99,1.6766099774861046e-38,1.546567610771589e-67,8.500349488885474e-75,1.6240368314469266e-22,3.5828541385095783e-43,8.280732987495006e-69,5.890997787628362e-65,9.781477611298931e-44,4.124250243004022e-71,4.563696608440926e-38,3.7509408780924207e-57,4.374300171046502e-82,4.0431023926122414e-86,4.535911445553592e-76,4.3536244665562785e-75,6.892918161204243e-79,1.7916713134063217e-90,1.689230880287064e-53,1.1382368156364361e-45,7.408041252862159e-56,1.6308482827893385e-43,9.945535691124159e-69,1.6114282862219304e-78
8.092563560031679e-21,0.6471827805830758,1.5075700906412403e-25,3.011960180002195e-28,1.0278901288251012e-38,1.0193246867171738e-39,0.0,0.0,9.30643055636091e-22,2.0063911531988565e-39,1.6346961042542923e-50,1.9018157456139319e-50,9.35776791829835e-55,1.0497887798570743e-64,2.4839582687616313e-44,9.863625351137765e-37,3.4510782668247163e-22,1.983552233456975e-36,5.727787880692988e-78,3.090492428758459e-64,7.42243916447153e-59,5.096997692104931e-78,1.6531331600343699e-24,5.970052160086229e-71,1.0762593666163537e-39,6.690267102391959e-75,5.4426525295143914e-70,7.073612179962566e-59,3.9619002838736533e-57,1.2611817620171946e-56,1.3691630576048396e-54,1.6395448742995754e-89,5.298491687052279e-84,1.4156296221538025e-90,3.76,0.0,0.7133381450344293,0.9999999999999925,3.089556851299888e-51,3.942279609254188e-37,1.178845997698342e-17,1.178845997698342e-17,7.479981421283573e-15,9.008848858388795e-41,1.9738458500344328e-36,9.307938126451534e-22,3.009157219638437e-37,1.6626251015353216e-37,4.501342550133512e-57,1.7005682270331116e-36,9.976620323246964e-40,2.6957308299146314e-43,6.271947995688404e-38,1.528608352920775e-42,1.8555202209387785e-39,1.1576280970878562e-26,3.660918219755421e-37,7.337445804412543e-38,9.084439973427613e-46,6.108392218320438e-40,1.358063592772093e-45,2.2534381924383526e-53,4.079548525649687e-40,5.3730116028792335e-50,2.4643515237272985e-68,1.6531331600353825e-24,1.469776462773393e-72,1.5232878804203813e-54,8.091894776364213e-56,6.36947598548178e-59,2.576966077513253e-41,1.1915756677972615e-72,4.53382892469026e-49,2.5999897558582615e-54,9.095410261325947e-78,2.624594410637114e-62,1.538330870620957e-47,1.8045777554376287e-42,1.2184557580575482e-51,4.525559488727506e-64,4.6089898669561965e-74,4.678271597821754e-56,1.15762809707161e-26,7.553443657755338e-66,3.2519434419367453e-59,1.0230336595657674e-75,1.3996850790958577e-73,2.595429345504694e-53,1.9683608607595114e-64,9.434369496239257e-80,1.482080638376437e-51,2.7752034444022056e-54,4.996231568094564e-61,5.834706932549355e-93,5.867734825725836e-73,4.94971176644322e-90,2.5268198953500362e-71,2.0339405195674667e-72,3.672186869388088e-60,2.1541536164482732e-97,7.32219625655912e-38,1.3679463022766767e-66,1.592021384077865e-73,3.4510782668247177e-22,1.5647265322926923e-42,1.4735121913297347e-67,5.2105208297654646e-64,4.271828255280706e-43,7.338882949580252e-70,1.993086207950373e-37,3.3176650474892004e-56,7.783969852349133e-81,7.382136061207424e-85,8.49526013851004e-75,8.153856800905624e-74,1.2909672861904314e-77,6.740715273328914e-89,1.4941055836821162e-52,4.97097921550589e-45,6.552328594758682e-55,7.1223429131460026e-43,8.79671368925192e-68,2.8675668921345273e-77
1.6661160270653456e-20,0.6471827805830758,3.103820774850172e-25,6.201094488295779e-28,4.2912389472738866e-38,4.2554799126191156e-39,0.0,0.0,1.9160298204272362e-21,8.376288105716756e-39,1.3740605734575744e-49,1.598590727535316e-49,7.865788491592541e-54,8.824107239881447e-64,1.0370036803910574e-43,4.1178694182423264e-36,7.10516113758029e-22,8.280940111727264e-36,9.660754300830066e-77,2.597745102542884e-63,6.239007353248614e-58,8.710901465781063e-77,3.403509447127498e-24,1.0070293106435615e-69,4.493170993542186e-39,1.128411388387684e-73,4.5748774120654325e-69,6.051624145135281e-58,3.3894891051882243e-56,1.078967549844464e-55,1.1508640481793712e-53,5.688343659334414e-88,8.936680743816784e-83,4.911490218934514e-89,3.76,0.0,0.7133381450344293,0.9999999999999846,2.5969586933064556e-50,1.6458241329343055e-36,2.4270358776142337e-17,2.4270358776142337e-17,1.539996174946479e-14,3.761017062945539e-40,8.240417871643513e-36,1.916340202504714e-21,1.256263903820708e-36,6.941132510497856e-37,3.783649639622121e-56,7.099537590336722e-36,4.1650425948863186e-39,1.1254145559234856e-42,2.618414824656849e-37,6.381638966349468e-42,7.746431662516984e-39,2.3833519646268533e-26,1.528361291428625e-36,3.06323918543282e-37,3.792722077590473e-45,2.5501335072073938e-39,5.669648171137147e-45,1.9025739552504953e-52,1.7031312033852142e-39,2.2431265824261816e-49,4.1762175021735296e-67,3.403509447131724e-24,2.4907591830958587e-71,6.37807026261028e-54,6.80172513268463e-55,5.357893440225303e-58,1.0758326096958162e-40,2.0193057325740997e-71,3.810956394848951e-48,2.2243164249989317e-53,1.5709954273795188e-76,2.206129745817061e-61,6.423596250742056e-47,7.533756897230408e-42,5.0868129364549027e-51,3.8040053918781563e-63,7.960883820376069e-73,1.9530938959536977e-55,2.383351964559029e-26,6.3493545663254045e-65,2.7336114074656533e-58,1.7256015128659903e-74,2.360918106135254e-72,2.181614751246314e-52,1.6600409310797368e-63,1.596903790874945e-78,6.187757448067789e-51,2.3327257135641053e-53,4.1996336785641447e-60,1.971415787815996e-91,1.0135052708843885e-71,1.759205086047232e-88,4.364452993489378e-70,3.5131264422351203e-71,3.0866943296059875e-59,7.278398631839788e-96,3.0568727993919597e-37,1.149882953316059e-65,2.7498210332368767e-72,7.105161137580297e-22,6.53242525528803e-42,2.4852936837188333e-66,4.379756714909201e-63,1.7834042054742157e-42,1.2378098768148135e-68,8.320742578387263e-37,2.7886975031595104e-55,1.3129263255999884e-79,1.2603663830847197e-83,1.4673449267396746e-73,1.40837599025845e-72,2.2298249460034387e-76,2.3340956874316127e-87,1.2558857696984155e-51,2.0752859685832943e-44,5.507626991309343e-54,2.973437962638945e-42,7.39416789767968e-67,4.836665351391839e-76
3.379835369189701e-20,0.6471827805830758,6.296322143269763e-25,1.2579363105055694e-27,1.753111129644949e-37,1.7385023972286508e-38,0.0,0.0,3.886803350009496e-21,3.4219870027360536e-38,1.1265378753630296e-48,1.3106212617940657e-48,6.4488568771457e-53,7.234536245345241e-63,4.236498400361382e-43,1.6822840201189914e-35,1.4413326879091409e-21,3.38303423613032e-35,1.5867820226290326e-75,2.129788384267712e-62,5.115115173141756e-57,1.4398836279189244e-75,6.904262021307312e-24,1.654123678951039e-68,1.8356069594205167e-38,1.8534191374436818e-72,3.750760932066216e-68,5.003599870217226e-57,2.8024951384621777e-55,8.92111235397956e-55,9.43547878973843e-53,1.8944560730646257e-86,1.4678525186079949e-81,1.6357334769090467e-87,3.76,0.0,0.7133381450344293,0.9999999999999687,2.1291436384153006e-49,6.72372860222749e-36,4.923415637446017e-17,4.923415637446017e-17,3.12399224050967e-14,1.5364981925379407e-39,3.3664795788479425e-35,3.887432982223793e-21,5.1322479559257e-36,2.8356791141100523e-36,3.102064573044698e-55,2.9003927578586196e-35,1.7015558020816902e-38,4.597685674688101e-42,1.0697078926443651e-36,2.607107745555835e-41,3.1646700939659026e-38,4.8347996998104296e-26,6.243854567495588e-36,1.251433158282803e-36,1.5495710289759372e-44,1.0418127465015354e-38,2.31623627942195e-44,1.5631970764366415e-51,6.95784668385455e-39,9.163904053789347e-49,6.875214910562875e-66,6.904262021324574e-24,4.1004819948279056e-70,2.6208852686706157e-53,5.57646520655798e-54,4.394302619124261e-57,4.395127246247942e-40,3.32433856088994e-70,3.124452300720319e-47,1.8390962805474514e-52,2.610224138162896e-75,1.8087184543659244e-60,2.6253663547007117e-46,3.077785513051036e-41,2.078129063210135e-50,3.1187533767372356e-62,1.3227127532781412e-71,7.979087917760532e-55,4.8347996995333476e-26,5.205961735507642e-64,2.2412422664503797e-57,2.834390145024812e-73,3.87793065984124e-71,1.78861958068333e-51,1.3632074148101567e-62,2.6274621377133114e-77,2.5281970835931503e-50,1.912509477318763e-52,3.4431134209409945e-59,6.4815840909150295e-90,1.683954165827463e-70,5.925487231130125e-87,7.251603924603962e-69,5.837112126915826e-70,2.5306585016731364e-58,2.3929782963953076e-94,1.2488322818550454e-36,9.428118390295642e-65,4.568868773775112e-71,1.441332687909144e-21,2.6687088645725935e-41,4.082102338284665e-65,3.5907891687351748e-62,7.285788089840882e-42,2.0331064395782295e-67,3.3992948424153785e-36,2.2863427494116505e-54,2.1566366745320397e-78,2.082582089592369e-82,2.438015541815827e-72,2.3400377718591507e-71,3.7048874976386635e-75,7.765683371920678e-86,1.029651031418917e-50,8.478220331054564e-44,4.5154853642823e-53,1.2147464286305934e-41,6.062185579492798e-66,7.944313780090825e-75
6.807274053438413e-20,0.6471827805830758,1.2681324880115853e-24,2.53359003392665e-27,7.086355484415945e-37,7.027304652486307e-38,0.0,0.0,7.828350409173889e-21,1.3832218593707813e-37,9.122995789328077e-48,1.0613750788861885e-47,5.222454784548275e-52,5.858715019477381e-62,1.7124603892037475e-42,6.800060983365773e-35,2.9029658362113544e-21,1.3674765283620847e-34,2.5722422199702032e-74,1.7247578521613274e-61,4.142352885528788e-56,2.3414002719456865e-74,1.3905767169641177e-23,2.681466136711654e-67,7.419816818273055e-38,3.004472325918328e-71,3.037463491890929e-67,4.068844316911521e-56,2.2789425039360098e-54,7.254500408170689e-54,7.641095355226662e-52,6.183820370127394e-85,2.379452261025474e-80,5.339309999822606e-86,3.76,0.0,0.7133381450344293,0.999999999999937,1.7242357201645176e-48,2.7178386041915435e-35,9.916175157109583e-17,9.916175157109583e-17,6.291984371343844e-14,6.210771386323752e-39,1.3607848712023264e-34,7.829618541661779e-21,2.0745366813700743e-35,1.1462268365274035e-35,2.5121323177066298e-54,1.17238512601588e-34,6.877960608004836e-38,1.8584580603891654e-41,4.3239303336467486e-36,1.0538346348606538e-40,1.2792102506916695e-37,9.737695170599918e-26,2.523865846827372e-35,5.058492912727199e-36,6.264586490915677e-44,4.2111736928856657e-38,9.362597419787564e-44,1.267254683745606e-50,2.8124728760100263e-38,3.704196577502805e-48,1.1157621904523699e-64,1.390576716971095e-23,6.654574194299206e-69,1.0717210404106849e-52,4.515966103667172e-53,3.5592496255332795e-56,1.7765807050562275e-39,5.394989571264559e-69,2.5302624799157326e-46,1.4955179821213712e-51,4.2553176821594685e-74,1.4647470985382198e-59,1.0621186678031606e-45,1.2440901140110239e-40,8.400129938144395e-50,2.525647227248483e-61,2.1563556233500017e-70,3.225325095521752e-54,9.737695169479906e-26,4.2165338157491456e-63,1.8150410185247135e-56,4.594736097412184e-72,6.286385104118713e-70,1.44847050953171e-50,1.1048581331205201e-61,4.262926477710291e-76,1.0221772026409959e-49,1.548799759869335e-51,2.7883225171423494e-58,2.102286311697659e-88,2.745270298383922e-69,1.944804240731804e-85,1.1821944607451777e-67,9.515965977553224e-69,2.0493928664814207e-57,7.761567853117745e-93,5.047979754361796e-36,7.636241300260607e-64,7.448409224190774e-70,2.902965836211367e-21,1.078734792043888e-40,6.617263799788577e-64,2.9079141664956758e-61,2.9450320356555287e-41,3.295753151058879e-66,1.3740493253522131e-35,1.8515396559894717e-53,3.4964913321109454e-77,3.386297447812807e-81,3.974580656635401e-71,3.814852163169565e-70,6.039901686477462e-74,2.5335583030956887e-84,8.338381007454084e-50,3.427032213098534e-43,3.65675711985951e-52,4.910199285776309e-41,4.9093150553191865e-65,1.2878136052412052e-73
1.3662151421935835e-19,0.6471827805830758,2.5451330353835672e-24,5.0848974810452005e-27,2.849392373389874e-36,2.825648293772853e-37,0.0,0.0,1.571144452750217e-20,5.561874260222191e-37,7.342980693891854e-47,8.542870025368867e-47,4.203487267327718e-51,4.7156035443276214e-61,6.885727908211776e-42,2.7342746136336978e-34,5.826232132815738e-21,5.498562977179275e-34,4.1425169434717354e-73,1.3882351701039497e-60,3.3341259788332086e-55,3.7765804985185246e-73,2.790877746620582e-23,4.318466998682809e-66,2.9834757090821196e-37,4.8386100860826944e-70,2.444814942550922e-66,3.281670345814342e-55,1.8380496897862643e-53,5.85101739151367e-53,6.150218302140624e-51,1.998503924017987e-83,3.8320347512788404e-79,1.7255732908842713e-84,3.76,0.0,0.7133381450344292,0.9999999999998737,1.3878149126997184e-47,1.0928309492569702e-34,1.9901694196436715e-16,1.9901694196436715e-16,1.2627968631843352e-13,2.497323880317805e-38,5.471656118049472e-34,1.5713989660537073e-20,8.341620754351104e-35,4.6089276967555116e-35,2.0219826398622567e-53,4.714109028330732e-34,2.765597710611199e-37,7.472778122957236e-41,1.7386333698237294e-35,4.237422717769027e-40,5.1436481562332874e-37,1.9543486113868224e-25,1.0148353566441501e-34,2.0339977521481583e-35,2.5197448683511536e-43,1.693294420494115e-37,3.764659279718132e-43,1.0205309422924724e-49,1.130882973737529e-37,1.489441184928811e-47,1.7979083475254567e-63,2.7908777466486375e-23,1.0722996885244556e-67,4.408398797328156e-52,3.6348424000370174e-52,2.865045171448277e-55,7.143552878849119e-39,8.693337045081388e-68,2.0365753715297488e-45,1.2061876131925226e-50,6.872344671299702e-73,1.1789558950211638e-58,4.2779992778354234e-45,5.002431632004508e-40,3.377655303334702e-49,2.0328604274937545e-60,3.4825200917738935e-69,1.2969293937352652e-53,1.9543486109364705e-25,3.394816868480119e-62,1.4609128722809775e-55,7.399734837676059e-71,1.012410329484438e-68,1.1658550801577169e-49,8.896726696793611e-61,6.868479111169345e-75,4.112055783584062e-49,1.2466087892443868e-50,2.2442845405668833e-57,6.7727954665256915e-87,4.4336188648748125e-68,6.302253796744195e-84,1.9092472119110057e-66,1.5368310471045546e-67,1.6495296722134157e-56,2.500492489561877e-91,2.0297704574079464e-35,6.148092701636687e-63,1.2029200792776987e-68,5.826232132815788e-21,4.337545154328474e-40,1.065689934970901e-62,2.3405423042648066e-60,1.18418442882577e-40,5.307708847366765e-65,5.524991904352023e-35,1.4902802034788476e-52,5.632570881348638e-76,5.462955248830117e-80,6.418958377512284e-70,6.160996433507524e-69,9.754457357068223e-73,8.18593069642795e-83,6.711454457497656e-49,1.3779945804171828e-42,2.94327626074212e-51,1.9743695369756996e-40,3.951443857714133e-64,2.0739888725460448e-72
2.7371906158930676e-19,0.647182780583076,5.099134130138585e-24,1.0187512376387863e-26,1.1427337839420587e-35,1.1332113461856211e-36,0.0,0.0,3.147763276415671e-20,2.2305603392552077e-36,5.892279561985087e-46,6.8551152083388486e-46,3.3730343310283608e-50,3.78397486592873e-60,2.761484862874814e-41,1.0965664134697849e-33,1.1672764726024335e-20,2.2051696834401616e-33,6.649657241141656e-72,1.1139712962400692e-59,2.6754261220991434e-54,6.066911023716728e-72,5.591479805892282e-23,6.932134752167304e-65,1.1965071985499612e-36,7.767040801071027e-69,1.9618101361565304e-65,2.6360160869960823e-54,1.4764214682664126e-52,4.699855360837044e-52,4.935162860219806e-50,6.426889172233261e-82,6.151265211816129e-78,5.549186001540734e-83,3.76,0.0,0.7133381450344289,0.999999999999747,1.113634065899404e-46,4.382740887108779e-34,3.987273227509097e-16,3.987273227509097e-16,2.529993714816703e-13,1.0015385890670955e-37,2.19437882949027e-33,3.1482731898284944e-20,3.3453630106017243e-34,1.8483861457016421e-34,1.6225137284702053e-52,1.890568564033733e-33,1.1091283767387174e-36,2.9969182555463852e-40,6.972697435780694e-35,1.699396033449598e-39,2.0628329658662404e-36,3.915506800716217e-25,4.069943676351034e-34,8.157240713848616e-35,1.0111577806910894e-42,6.790867970617757e-37,1.5097967780794674e-42,8.191253106455915e-49,4.535346524451685e-37,5.973325583206989e-47,2.8868470764493025e-62,5.591479806004798e-23,1.721759190349427e-66,1.8474167390333736e-51,2.9167321110637584e-51,2.2991188156012093e-54,2.8648842081722986e-38,1.3958628459212226e-66,1.6342234763474413e-44,9.6887476057961e-50,1.1047090814500432e-71,9.460378577056916e-58,1.7214977077242806e-44,2.0061988241680943e-39,1.3545908462200246e-48,1.6312421673305287e-59,5.598049337086706e-68,5.201590645297645e-53,3.9155067989101034e-25,2.725705332591943e-61,1.1722945546471343e-54,1.187825639988137e-69,1.625148703536561e-67,9.355252788386508e-49,7.14106152184959e-60,1.1028640221322434e-73,1.6506632805257512e-48,1.0003250446374855e-49,1.800897004013051e-56,2.174602598062096e-85,7.126912836457842e-67,2.029426140608832e-82,3.0690591314584128e-65,2.4704110229792995e-66,1.3236436783925814e-55,8.028557009748064e-90,8.140287371236308e-35,4.936316070206752e-62,1.9336588948074392e-67,1.1672764726024537e-20,1.739549608334172e-39,1.7106683600347413e-61,1.8781377973747353e-59,4.749109199103406e-40,8.520048180202861e-64,2.2157688649442135e-34,1.1958560119469545e-51,9.04659420952386e-75,8.78043884213417e-79,1.0318288120261691e-68,9.903621828052997e-68,1.5680005311648522e-71,2.6321357904330855e-81,5.3855195294170374e-48,5.526374591940169e-42,2.3617938381807006e-50,7.918104901679537e-40,3.1707848432736964e-63,3.3292148305142835e-71
