Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375)
0.0,0.7344800750750701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7954729293711842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3660872056079683e-22,0.7344800750750701,6.506852784508241e-26,6.220019985669704e-28,2.320294606731745e-40,3.4136298124096877e-41,0.0,0.0,2.103533051840827e-22,5.771520333020933e-41,3.618602929892746e-53,4.208829178077601e-53,6.721065177900735e-57,6.209016010033384e-66,7.694346569563938e-45,4.871960843950005e-38,1.0277239304235394e-22,6.255908212479072e-38,2.193947370853541e-85,5.7349683279271714e-64,4.722271322659116e-90,3.597409216332305e-80,2.1552149658244225e-24,1.866077507444886e-74,3.462999306136157e-41,5.349871172359724e-93,8.003558548527645e-81,1.1691066048613562e-60,9.136943573201816e-60,1.8926971076681762e-60,3.3977033384857513e-57,6.202175762465801e-94,6.93642452335578e-96,7.766344164404088e-95,3.76,0.0,0.7954729293711842,0.9999999999999994,6.63056402054663e-54,1.1027660393537409e-38,3.909494376184597e-18,3.909494376184597e-18,4.924118517126045e-16,1.732768242495341e-42,6.234406411110359e-38,2.1041837371192782e-22,1.0577281397858633e-37,9.598606358722263e-40,1.0255809161921287e-57,5.667897377878165e-38,1.1348414330275292e-40,2.4871171927757394e-44,6.922590833242852e-40,1.757244176763996e-38,2.599909347194352e-26,1.6870942305242182e-38,4.999985242285139e-41,6.303903276900597e-47,6.231397358356761e-41,7.776838346686978e-46,1.2098728428458224e-55,7.542243074550926e-41,1.9501772977954544e-49,2.155214965824472e-24,5.137383706458861e-72,3.634125881429957e-76,8.583575274987074e-55,6.553486149732092e-60,1.5009976980432276e-61,1.2339995607715488e-42,2.4688326696411337e-76,1.0033214751118236e-51,5.388165639846894e-63,4.461575122796554e-56,1.706078794079799e-51,6.633398939374448e-65,7.322463610293358e-43,6.354705605013264e-66,1.1594833458176256e-77,8.36769384894229e-83,9.15659648865238e-49,2.7217175379299144e-82,1.9219300090168684e-56,2.7668543462980407e-67,2.4665603518994703e-60,7.099619977207835e-79,7.478389968028663e-77,2.599909347192033e-26,2.4443123200007994e-76,5.440223286294639e-62,6.1061067835172086e-52,5.738200434266329e-57,8.248756371669184e-102,1.3373576560744123e-115,1.7490833130383676e-55,7.948105645550148e-84,1.554393286866221e-61,1.0277239304235397e-22,1.017775809112218e-78
6.625044175702311e-22,0.7344800750750701,1.821918779662353e-25,1.74160559598805e-27,1.4014579424661479e-39,2.0618324066967194e-40,0.0,0.0,5.889892545154313e-22,3.4859982811446415e-40,4.296005403247984e-52,4.9967220002636014e-52,7.980991392971797e-56,7.371343807111357e-65,4.647385328016511e-44,2.9426643497456734e-37,2.8776270051859105e-22,3.778568560339424e-37,4.92444987157179e-84,6.808554398919926e-63,2.2558879123917578e-88,1.014526958099757e-78,6.034601904308226e-24,4.1777226027143644e-73,2.0916515809062e-40,3.2522878956282866e-91,2.5098571104438e-79,1.766753901266706e-59,1.3807749127822575e-58,2.860243869108135e-59,4.03375340345053e-56,3.777734275687491e-92,4.093668198901081e-94,4.755623395828709e-93,3.76,0.0,0.7954729293711842,0.9999999999999987,7.871805607524265e-53,6.660706877696596e-38,1.0946584253316872e-17,1.0946584253316872e-17,1.3787531847943073e-15,1.0465920186452525e-41,3.7655814723127195e-37,5.891714463933974e-22,6.388677964306614e-37,5.7975582406678083e-39,1.2175696637032925e-56,3.4234100162383366e-37,6.854442255494437e-40,1.5022187844366224e-43,4.1812448632781265e-39,1.061375482765459e-37,7.27974617215166e-26,1.0190049152366285e-37,3.0199910863404586e-40,3.8075735432365294e-46,3.763764004447479e-40,4.69721036153589e-45,1.6195303004246928e-54,4.555514817028658e-40,1.1779070879183046e-48,6.034601904308524e-24,1.2892119725421795e-70,9.11973655028715e-75,5.1844816834135203e-54,7.780298756958803e-59,2.268301486301001e-60,7.453357347066186e-42,6.19546605386131e-75,1.1911432552522071e-50,6.396830247626257e-62,6.742327217336257e-55,1.0304715916250342e-50,7.87517121745375e-64,4.422768020621928e-42,7.6922621984688e-65,2.594244369323908e-76,1.90688793125026e-81,5.53060134763139e-48,8.281161815768032e-81,1.1608460261270245e-55,3.2848220921198257e-66,2.938716428544456e-59,1.5935531372197123e-77,1.678570378860936e-75,7.279746172137654e-26,7.685309024054293e-75,6.458633085492786e-61,3.6880897462084646e-51,6.8123915555599805e-56,5.017970475583154e-100,1.476782895235362e-113,2.076511709238975e-54,1.777965963242907e-82,1.8453757101684607e-60,2.877627005185912e-22,3.2000499879785147e-77
1.5142958115890996e-21,0.7344800750750701,4.164385782085592e-25,3.980812790832343e-27,6.747416716378527e-39,9.926835494506391e-40,0.0,0.0,1.3462611531781273e-21,1.6783581128424846e-39,4.2178435820113134e-51,4.905811290121855e-51,7.836548366918251e-55,7.237229061294054e-64,2.2375159824290303e-43,1.4167662134204658e-36,6.577433154710651e-22,1.8192181081919506e-36,9.745966743191197e-83,6.684679083046261e-62,1.1746343972223082e-86,2.2068177383196484e-77,1.37933757812752e-23,8.257465992093917e-72,1.0070401982243355e-39,1.468820636401013e-89,5.596156753088449e-78,1.9005932253917553e-58,1.4853746428082712e-57,3.0769198339939604e-58,3.960363011339177e-55,1.7055148394533298e-90,1.84068056446763e-92,2.1473489701912665e-91,3.76,0.0,0.7954729293711842,0.9999999999999969,7.728585425659268e-52,3.206843642440678e-37,2.502076400758142e-17,2.502076400758142e-17,3.1514358509537712e-15,5.03889005179633e-41,1.8129653843539268e-36,1.3466775917563348e-21,3.0758734304972904e-36,2.7912747291157777e-38,1.1954171159135369e-55,1.648224557486858e-36,3.300118887256057e-39,7.232536796592961e-43,2.0130894143061858e-38,5.110066066029782e-37,1.6639419822096184e-25,4.906070022364432e-37,1.4539957084568707e-39,1.8331990189055477e-45,1.812090351810139e-39,2.2615045914220067e-44,1.6703281368053631e-53,2.1932842860792564e-39,5.671115582722884e-48,1.3793375781276635e-23,2.6822489935376385e-69,1.897391949835339e-73,2.4961070159479653e-53,7.638743456118e-58,2.440133084081803e-59,3.5884707227327133e-41,1.2889876095918174e-73,1.1694715113886365e-49,6.280445869805611e-61,7.253086191926438e-54,4.9612771331965935e-50,7.73188979328283e-63,2.1293724178804192e-41,7.617148057309869e-64,5.126296659587558e-75,3.801503846806599e-80,2.662763861628138e-47,1.8300983447553953e-79,5.588976976340106e-55,3.2250845238488513e-65,2.8898134360342312e-58,3.1537956429902624e-76,3.3220529793855267e-74,1.6639419822028756e-25,1.7145501664408993e-73,6.341124262516536e-60,1.7756577260927589e-50,6.688446426177715e-55,2.265334016322159e-98,1.336597646547736e-111,2.0387315096769776e-53,3.5129893314003583e-81,1.81180081517395e-59,6.577433154710655e-22,7.13913548867726e-76
3.2178785996268368e-21,0.7344800750750701,8.849319786932797e-25,8.459227180529461e-27,2.946774150552015e-38,4.3353098617799596e-39,0.0,0.0,2.8608049505035133e-21,7.329830822936556e-39,3.730634883578742e-50,4.339134529755545e-50,6.931641579516587e-54,6.401247145702211e-63,9.771820143344509e-43,6.187390271814478e-36,1.3977045453760126e-21,7.94500342987952e-36,1.735549170635112e-81,5.9125229473895336e-61,4.687655062963282e-85,4.091068181378372e-76,2.9310923535206626e-23,1.4696162923439728e-70,4.398009118792307e-39,5.546928467807513e-88,1.047860446183892e-76,1.7469726175138407e-57,1.365315204256398e-56,2.8282194340463167e-57,3.5028962338451285e-54,6.439756776796747e-89,6.935301906381897e-91,8.10836271428721e-90,3.76,0.0,0.7954729293711842,0.9999999999999933,6.8358462859555e-51,1.4005128699792505e-36,5.3169123516110514e-17,5.3169123516110514e-17,6.696801183256932e-15,2.2006156706524364e-40,7.917696142141238e-36,2.8616898824822018e-21,1.343314737528046e-35,1.2190230075570503e-37,1.0573329013574196e-54,7.198229669904106e-36,1.4412486199572546e-38,3.1586388348263276e-42,8.791690358209789e-38,2.2317001044903595e-36,3.535876712210486e-25,2.142609672765762e-36,6.349981257705765e-39,8.006204603486584e-45,7.91387464511302e-39,9.876584702415272e-44,1.509262549856398e-52,9.5786487046781e-39,2.4767251689518267e-47,2.9310923535212886e-23,4.88245839698009e-68,3.4537946626692717e-72,1.090117496771017e-52,6.75638208090737e-57,2.242901924211584e-58,1.5671794421892187e-40,2.346325189495848e-72,1.0343843079777036e-48,5.554983248056703e-60,6.666835169689681e-53,2.1667200684943015e-49,6.83876894858816e-62,9.299528785146043e-41,6.763042405322861e-63,9.122382446456264e-74,6.792023999862255e-79,1.1629142102111458e-46,3.4149942420134496e-78,2.440855771864159e-54,2.8525982622475226e-64,2.5578199100576897e-57,5.616233244442437e-75,5.915863453021605e-73,3.5358767121810376e-25,3.2111627088017056e-72,5.608652599262243e-59,7.754774974007676e-50,5.915855119704661e-54,8.553444247667282e-97,1.0117309096165523e-109,1.803234932408893e-52,6.251277635405727e-80,1.6025173030331797e-58,1.3977045453760143e-21,1.3370810666865074e-74
6.625044175702311e-21,0.7344800750750701,1.8219187796630106e-24,1.7416055959957822e-26,1.230220200491599e-37,1.8099065265573057e-38,0.0,0.0,5.889892545154264e-21,3.0600600805676723e-38,3.135823407597911e-49,3.647304025044227e-49,5.826582662466067e-53,5.380633930035488e-62,4.0795425511812756e-42,2.5831136394604665e-35,2.8776270051859052e-21,3.316882534284276e-35,2.9283066820719267e-80,4.9698317935420766e-60,1.6660656566364325e-83,7.031500982235607e-75,6.034601904305937e-23,2.478921537073389e-69,1.8360822321128382e-38,1.9246351777033387e-86,1.8097215756425488e-75,1.4945718543784688e-56,1.1680559020658276e-55,2.419601270077549e-56,2.944395349877625e-53,2.234259771419861e-87,2.4034192470019527e-89,2.8132276023682345e-88,3.76,0.0,0.7954729293711841,0.9999999999999862,5.745940694142352e-50,5.846865540653525e-36,1.0946584253316871e-16,1.0946584253316871e-16,1.378753184780019e-14,9.187137245758239e-40,3.305482279198568e-35,5.891714463933905e-21,5.608074597144646e-35,5.089181091388449e-37,8.887520126774082e-54,3.005119189749958e-35,6.016929278022126e-38,1.3186695356107166e-41,3.6703576597775887e-37,9.316908625203465e-36,7.279746172260067e-25,8.944973610239446e-36,2.650992175462854e-38,3.342552215053237e-44,3.303886879400696e-38,4.123279693323965e-43,1.2812645788749568e-51,3.9988972781254806e-38,1.033984003964779e-46,6.034601904308546e-23,8.322606984786e-67,5.8873160294191075e-71,4.551042542426547e-52,5.679146241542372e-56,1.9188495205517494e-57,6.542665671294916e-40,3.9995307328468685e-71,8.694623371818057e-48,4.669298132841354e-59,5.7036176054576076e-52,9.045629766327708e-49,5.748397346656477e-61,3.882370206243668e-40,5.694976198302289e-62,1.5386560570945856e-72,1.1477735201199672e-77,4.855065563654133e-46,5.8888376996314246e-77,1.019011485133527e-53,2.3978606694650256e-63,2.150720445054443e-56,9.475976005214668e-74,9.981526352502805e-72,7.279746172137128e-25,5.546485019690379e-71,4.714410456373552e-58,3.23747523966726e-49,4.972632685116359e-53,2.967583096757097e-95,7.029289213728835e-108,1.5157276137439676e-51,1.0544033674071618e-78,1.3470123521157543e-57,2.877627005185911e-21,2.309475034124253e-73
1.343937532785326e-20,0.7344800750750701,3.695892381603633e-24,3.532971351895105e-26,5.0258509299857835e-37,7.394058719021648e-38,0.0,0.0,1.1948067734455676e-20,1.2501343902136438e-37,2.5709374881511518e-48,2.990280201077229e-48,4.777032347178113e-52,4.4113687800496356e-61,1.6666262443525352e-41,1.0552862066414003e-34,5.8374719248056814e-21,1.3550547424793664e-34,4.8106047869090564e-79,4.074568368982507e-59,5.6117673977511e-82,1.165419738074828e-73,1.2241621005872443e-22,4.071796888609618e-68,7.500995017058481e-38,6.410073859639511e-85,3.0067169380282657e-74,1.2357409113885885e-55,9.657712078144467e-55,2.000573120600797e-55,2.413993200702827e-52,7.441032406613978e-86,7.999671129910592e-88,9.36931929920174e-87,3.76,0.0,0.795472929371184,0.999999999999972,4.710869336234317e-49,2.3886353518817695e-35,2.220592805672851e-16,2.220592805672851e-16,2.796899317663444e-14,3.753245344292941e-39,1.3503973662956847e-34,1.1951763626837195e-20,2.291081459901771e-34,2.0790965317195174e-36,7.286525961278249e-53,1.227689243637037e-34,2.4581119376880306e-37,5.387195324248577e-41,1.4994608648371548e-36,3.806261176638529e-35,1.4767485092550623e-24,3.654313587084713e-35,1.083016803422701e-37,1.3656392160587678e-43,1.3497455934094579e-37,1.6844942948633683e-42,1.0554874659026651e-50,1.633680018918827e-37,4.22416203980864e-46,1.2241621005883102e-22,1.3739930399693105e-65,9.719468026411738e-70,1.8592629276417974e-51,4.656107208347455e-55,1.5865417744617923e-56,2.6728924086848646e-39,6.602891858355247e-70,7.12837754717732e-47,3.828172716414355e-58,4.7158612382072853e-51,3.6954349112273434e-48,4.712883413278859e-60,1.586074907899972e-39,4.673185714519596e-61,2.5272735070522417e-71,1.8869901749330684e-76,1.9835570217085367e-45,9.776751662990136e-76,4.163012788840841e-53,1.9660421573763554e-62,1.7635765577526105e-55,1.5567018224299272e-72,1.6397530191252855e-70,1.4767485092048378e-24,9.215567814927346e-70,3.865158524855449e-57,1.3226219052494853e-48,4.0768647090604166e-52,9.883284302484257e-94,4.68516599585867e-106,1.2426850741506838e-50,1.7319724721667765e-77,1.1043621093317674e-56,5.837471924805704e-21,3.8372273103230743e-72
2.7068037632155158e-20,0.7344800750750701,7.443839585489522e-24,7.115702863748358e-26,2.031529302351672e-36,2.9887967551188746e-37,0.0,0.0,2.406441811305815e-20,5.0532430845356265e-37,2.082011834010904e-47,2.4216064359217056e-47,3.8685837370753646e-51,3.572440810538679e-60,6.736769750277936e-41,4.265635572986015e-34,1.1757161764045192e-20,5.477347923813142e-34,7.798923300725271e-78,3.299691105596918e-58,1.84183815761202e-80,1.8975839829943454e-72,2.4655659208989294e-22,6.600687654927704e-67,3.0320221164850477e-37,2.092392389723365e-83,4.901574920361322e-73,1.0048839864797807e-54,7.853491070723805e-54,1.6268328369947667e-54,1.9549142809277276e-51,2.4288792484422657e-84,2.6104487079222856e-86,3.0583174506730554e-85,3.76,0.0,0.7954729293711837,0.9999999999999437,3.814984126040165e-48,9.655246002240822e-35,4.472461566355177e-16,4.472461566355177e-16,5.6331915833293894e-14,1.517121785876603e-38,5.45852206462826e-34,2.40718619526433e-20,9.260917573332328e-34,8.404040600124123e-36,5.900817639385676e-52,4.962516213399194e-34,9.936081470808753e-37,2.1775904839074923e-40,6.061060558809988e-36,1.5385516244778922e-34,2.9742962933897305e-24,1.4771319793470476e-34,4.377727078935059e-37,5.520920887593205e-43,5.4558874943141376e-37,6.808995274071005e-42,8.567673995419938e-50,6.603595839427027e-37,1.7074738374074364e-45,2.465565920903238e-22,2.2328994328572513e-64,1.579527261959617e-68,7.515547588686668e-51,3.770636334998346e-54,1.2901493764813897e-55,1.080425847493025e-38,1.0730471739316967e-68,5.772744953280017e-46,3.100153517832875e-57,3.834860002166516e-50,1.4937538760801978e-47,3.81661512105812e-59,6.411168369525685e-39,3.78614867321604e-60,4.0968402987785014e-70,3.060342319529531e-75,8.018698031140852e-45,1.593259841194846e-74,1.682771187078134e-52,1.5923642664037424e-61,1.4283041083549608e-54,2.5236965031355347e-71,2.6583375832279307e-69,2.9742962931867145e-24,1.502370142759085e-68,3.1301055844912266e-56,5.3463109251813094e-48,3.301550741235636e-51,3.226067596888136e-92,3.059648555167218e-104,1.006358591830543e-49,2.8079644020503826e-76,8.94341068672396e-56,1.1757161764045286e-20,6.2556489820096856e-71
5.432536224075895e-20,0.7344800750750702,1.4939733993279867e-23,1.4281165887673278e-25,8.168689974920503e-36,1.201782030078007e-36,0.0,0.0,4.82971188702617e-20,2.0318868193212016e-36,1.6757842549644123e-46,1.9491195359800642e-46,3.1137803760405526e-50,2.875411159640373e-59,2.708825487192639e-40,1.715193302945653e-33,2.359654144252406e-20,2.2024175099929892e-33,1.2560648345599434e-76,2.655878468545159e-57,5.96858593381745e-79,3.0627083762137453e-71,4.948373561515832e-22,1.0630307854321803e-65,1.2191627577193335e-36,6.762310605351216e-82,7.915949451014327e-72,8.104753395252629e-54,6.334125060791106e-53,1.3120996191027777e-53,1.5734850869866865e-50,7.849721778854952e-83,8.435258966984675e-85,9.883978537398358e-84,3.76,0.0,0.7954729293711833,0.999999999999887,3.0706311207598176e-47,3.88233195218636e-34,8.976199087719828e-16,8.976199087719828e-16,1.1305776114257657e-13,6.100280043790777e-38,2.1948477148138415e-33,4.8312058604253584e-20,3.72377422524172e-33,3.3792277629791873e-35,4.7494913957093095e-51,1.9954059434656174e-33,3.995254659250824e-36,8.755995561912091e-40,2.437125793162578e-35,6.186448414069008e-34,5.969391861965294e-24,5.9394827223299684e-34,1.760264804505937e-36,2.2205723824191738e-42,2.1937883655985997e-36,2.7378670580971125e-41,6.904023423162423e-49,2.6552768433599327e-36,6.865677221899239e-45,4.9483735615331575e-22,3.6004917323831154e-63,2.5469462547296742e-67,3.02205674251588e-50,3.034936160268924e-53,1.0405521927623405e-54,4.3443448141541185e-38,1.7302604054501673e-67,4.646407355711174e-45,2.4952732584130503e-56,3.0929535039799473e-49,6.006318638368465e-47,3.071943796053066e-58,2.5779026042317793e-38,3.048167640744609e-59,6.597851825322321e-69,4.9298622664357724e-74,3.224961476601343e-44,2.572675739423626e-73,6.766468411900832e-52,1.2820151384158364e-60,1.1496689781643373e-53,4.0645079541718244e-70,4.2813524680396115e-68,5.969391861148977e-24,2.4263317936025787e-67,2.5193812875286566e-55,2.149777740289789e-47,2.657375264942117e-50,1.042609151138102e-90,1.977981540386946e-102,8.1000494591925e-49,4.523307340433397e-75,7.198434980050833e-55,2.3596541442524436e-20,1.0102889815683535e-69
1.0884001145796653e-19,0.7344800750750703,2.993152280893485e-23,2.8612091936396794e-25,3.276010033587365e-35,4.819683451167287e-36,0.0,0.0,9.676252038466315e-20,8.148774929069045e-36,1.3447113274037263e-45,1.564045678532601e-45,2.498615700833926e-49,2.307336368529747e-58,1.086360175541844e-39,6.878692283724802e-33,4.727530079948117e-20,8.832679271013306e-33,2.0163657560690078e-75,2.131175209820379e-56,1.9219797487681287e-77,4.9216907093888076e-70,9.913988842723769e-22,1.7064081597843454e-64,4.8893879423126245e-36,2.1746673368159535e-80,1.2724571378517807e-70,6.510178682574979e-53,5.087913713325012e-52,1.0539497691010702e-52,1.2626226876731312e-49,2.524353486242658e-81,2.7124499566556377e-83,3.178543379498361e-82,3.76,0.0,0.7954729293711824,0.9999999999997735,2.4639880928118248e-46,1.5569887543672634e-33,1.798367413044912e-15,1.798367413044912e-15,2.2650945174499707e-13,2.446485193972949e-37,8.802321006670931e-33,9.67924519074665e-20,1.49340001419482e-32,1.355221472596455e-34,3.8111677325353213e-50,8.002470300394373e-33,1.6022758107423308e-35,3.511545841823123e-39,9.773964461556953e-35,2.48104250971148e-33,1.1959583000341336e-23,2.3819982215119516e-33,7.059449163819834e-36,8.910576698206297e-42,8.79807254187709e-36,1.0980071487592733e-40,5.543247363812144e-48,1.0648847743435415e-35,2.7534436562297134e-44,9.913988842793254e-22,5.783166612732465e-62,4.090945248397968e-66,1.2120505921480985e-49,2.4353451348761283e-52,8.358281016300298e-54,1.742276576238965e-37,2.779171555162154e-66,3.728449282204688e-44,2.002299643056722e-55,2.484428450213502e-48,2.4088024134191525e-46,2.4650412854070308e-57,1.0338542439600611e-37,2.4463793618301952e-58,1.0591026839350317e-67,7.914912320769984e-73,1.293897823079789e-43,4.13525478501919e-72,2.713752304436572e-51,1.029285027767723e-59,9.225551676024956e-53,6.524573417465715e-69,6.872664248831809e-67,1.1959582997067535e-23,3.900257494512914e-66,2.021644818308721e-54,8.621968337684514e-47,2.1323762944236997e-49,3.352874608299396e-89,1.2722850351136506e-100,6.49977956762904e-48,7.264657388824557e-74,5.776290730260159e-54,4.727530079948269e-20,1.6240100312641902e-68
