Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463)
4.326762887279779e-09,0.8529674855796238,3.6568853104813005e-11,1.803556003298858e-12,1.4652541853463874e-13,3.00747639170098e-13,0.0,0.0,3.7220561175894176e-08,3.1775471174881805e-13,9.651150746573548e-15,4.2124778926805925e-23,2.739135372849053e-15,4.2091469794911315e-39,1.0368049645556392e-27,1.0084359724160066e-27,2.0660874600388637e-28,6.288235442736162e-10,8.203271203453786e-34,3.9507146433369043e-19,3.382451383259079e-31,3.132388331256488e-38,9.662369923459171e-30,1.0634654203295041e-28,5.330097424860687e-19,1.1142437755125443e-37,1.7232607208333198e-37,1.4530133217346651e-41,5.132485867136586e-59,9.605092425402584e-49,5.494794137353084e-18,2.130428729520177e-46,4.364492435585365e-36,8.372179149758108e-46,3.76,0.0,0.7905238834929952,0.9978482161324669,3.893879881407174e-15,3.393901751880051e-38,0.0009704718211029433,0.0009704937778851674,0.002151746015862813,5.643110001320814e-13,6.288359405781882e-10,3.725808538865116e-08,1.0663690985751714e-08,4.1392323267042745e-13
4.427418669642497e-09,0.8529709517292043,3.769307985499671e-11,1.8494852381056466e-12,1.5407513095921959e-13,3.168064553964885e-13,0.0,0.0,3.808535223662602e-08,3.3267955780602286e-13,1.0348928582072268e-14,4.623894627403809e-23,2.936318521079638e-15,4.880290015616225e-39,1.1437496196643672e-27,1.1085362427214185e-27,2.283373416223136e-28,6.586467574632628e-10,9.670289895623605e-34,4.330096244058723e-19,3.9673181287295025e-31,3.758425484473666e-38,1.0733994474700287e-29,1.193182334660018e-28,5.696141469531041e-19,1.3152572949477722e-37,1.9804743792185668e-37,1.7122207974137905e-41,6.373534748421759e-59,1.1369514356974727e-48,5.885154987919205e-18,2.5733650456176434e-46,5.1299373838535725e-36,1.0146436198549201e-45,3.76,0.0,0.7905013199324403,0.9978482038686806,4.1860095890910915e-15,3.9250783964821514e-38,0.0009930339840014976,0.0009930569742903235,0.0021517573849645266,5.784180819438773e-13,6.586600491546457e-10,3.812405535788207e-08,1.1165525178684101e-08,4.277505085504497e-13
4.5280744520052155e-09,0.852974417781628,3.88296218183781e-11,1.8956282816265038e-12,1.6184267080672163e-13,3.3336506697979245e-13,0.0,0.0,3.895010171769385e-08,3.479455630551469e-13,1.1079469729960255e-14,5.064698295719763e-23,3.1426800721450126e-15,5.6403782372974386e-39,1.2590206657808289e-27,1.2159867296211972e-27,2.518111638784413e-28,6.891555836780841e-10,1.1358268506427767e-33,4.736105212725812e-19,4.6367290156021095e-31,4.491200446131752e-38,1.1897667924371141e-29,1.3351890939550231e-28,6.077664198418577e-19,1.54680964589786e-37,2.2688308901737474e-37,2.0101858481586422e-41,7.877010329407979e-59,1.3407992209351809e-48,6.2932069594750476e-18,3.095203355252561e-46,6.007201473677076e-36,1.2244363062395945e-45,3.76,0.0,0.7904787570159097,0.9978481940964494,4.493016384512769e-15,4.524976725926471e-38,0.0010155954906835504,0.0010156195382330182,0.002151766261865822,5.925230860208386e-13,6.89169812717124e-10,3.898999785630048e-08,1.1678893565256307e-08,4.4163895390590876e-13
4.628730234367934e-09,0.8529778837368983,3.99784710267365e-11,1.94198730305977e-12,1.6982995118179148e-13,3.504292777390867e-13,0.0,0.0,3.981480962300863e-08,3.6355263854663693e-13,1.184352303824087e-14,5.53625259866731e-23,3.3584243558439347e-15,6.498940403403814e-39,1.3830687962643308e-27,1.3311478991939926e-27,2.7713017374297836e-28,7.203499854041924e-10,1.3294566009990007e-33,5.1699522723629435e-19,5.400619828773356e-31,5.345924862135097e-38,1.3159131698879615e-29,1.4903298025266932e-28,6.474914106180186e-19,1.8127155826468536e-37,2.591264763995284e-37,2.3516410780303144e-41,9.690875468593314e-59,1.5755747073261836e-48,6.719312109443878e-18,3.707769049103964e-46,7.009493249225065e-36,1.4715968926748007e-45,3.76,0.0,0.7904561947433847,0.9978481862694777,4.815324559008052e-15,5.200730000389056e-38,0.0010381563411677888,0.0010381814697313619,0.0021517731928633165,6.066263055256112e-13,7.203651947052929e-10,3.9855912896004754e-08,1.2203795875362013e-08,4.555849030408722e-13
4.729386016730652e-09,0.8529813495950174,4.113961951730082e-11,1.988564469793769e-12,1.7803888037106378e-13,3.6800488766205307e-13,0.0,0.0,4.0679475956062504e-08,3.7950069534853683e-13,1.2641837499407623e-14,6.039952057028097e-23,3.583755504906026e-15,7.466298577236099e-39,1.5163591807708782e-27,1.4543897199322004e-27,3.0439797238816205e-28,7.522299273037866e-10,1.5509232789328702e-33,5.632874450782249e-19,6.269837724154859e-31,6.339572055192063e-38,1.4524358947991296e-29,1.6594854100362274e-28,6.888136068784823e-19,2.1171687506678645e-37,2.9509118776670634e-37,2.7417738685341177e-41,1.187055998189414e-58,1.845163689192819e-48,7.163830831020411e-18,4.4243427626470626e-46,8.151228344497812e-36,1.7617670009287455e-45,3.76,0.0,0.7904336331148468,0.9978481799608673,5.153362076160577e-15,5.960040845766489e-38,0.0010607165354728978,0.0010607427688034661,0.0021517786048549656,6.207279796165848e-13,7.522461607348532e-10,4.072180048845711e-08,1.2740231838897819e-08,4.695849078261996e-13
4.8300417990933705e-09,0.8529848153559881,4.231305933274004e-11,2.0353619474125215e-12,1.8647136185407682e-13,3.860976929097821e-13,0.0,0.0,4.154410072001782e-08,3.9578964454634205e-13,1.3475162252354024e-14,6.577222017327223e-23,3.818877455781782e-15,8.553616472578304e-39,1.6593716414736086e-27,1.5860917242872597e-27,3.337218687765388e-28,7.847953757977754e-10,1.8035210505258405e-33,6.126135041380294e-19,7.256202366578252e-31,7.491036118126457e-38,1.5999559152158506e-29,1.8435744238695163e-28,7.317571396569218e-19,2.4647701519227415e-37,3.3511183659511203e-37,3.186258885757146e-41,1.447993284029247e-58,2.1538445869052483e-48,7.627121862073022e-18,5.259802495642648e-46,9.448108839492778e-36,2.1012951110752684e-45,3.76,0.0,0.7904110721302781,0.9978481748377391,5.507560561966855e-15,6.81121403397711e-38,0.0010832760736175597,0.0010833034354674398,0.0021517828307195514,6.348283030860591e-13,7.848126781801638e-10,4.158766064458556e-08,1.3288201185763227e-08,4.836357247958707e-13
4.930697581456089e-09,0.852988281019813,4.3498782521154514e-11,2.0823818997006573e-12,1.9512929431409342e-13,4.047134858212018e-13,0.0,0.0,4.2408683917779827e-08,4.1241939724287866e-13,1.4344246583912956e-14,7.14951865789526e-23,4.06399394932396e-15,9.772949739950216e-39,1.812600828350368e-27,1.7266430702037455e-27,3.652129476052119e-28,8.180462987236191e-10,2.0908542223095086e-33,6.651023563989988e-19,8.37256971715276e-31,8.821301466854795e-38,1.759118273307894e-29,2.0435536173148864e-28,7.763457886304199e-19,2.8605580949701564e-37,3.795449695001911e-37,3.6912921529183056e-41,1.759237757252783e-58,2.506319048568436e-48,8.109542293784171e-18,6.230776168576761e-46,1.091720585362188e-35,2.4973079922825354e-45,3.76,0.0,0.7903885117896596,0.9978481706404962,5.878355295023915e-15,7.763190483500528e-38,0.0011058349556204556,0.0011058634697413924,0.002151786130054213,6.489274343358041e-13,8.180647158320853e-10,4.245349337486878e-08,1.3847703645860664e-08,4.977343030012859e-13
5.132009146181525e-09,0.8529952120560377,4.5907047236425145e-11,2.1770978744496463e-12,2.131290829810522e-13,4.435371849036198e-13,0.0,0.0,4.4137725625362496e-08,4.4670095762960216e-13,1.6192691876204948e-14,8.405170889040353e-23,4.585024553064377e-15,1.2660665542020526e-38,2.151763162408631e-27,2.0358989150557343e-27,4.351602811020672e-28,8.866044447702199e-10,2.785831013203603e-33,7.800973382396572e-19,1.1052326765472813e-30,1.2113749549217586e-37,2.1150734110080023e-29,2.49520517452092e-28,8.705518274323469e-19,3.81922794689611e-37,4.831901592667878e-37,4.910614323735141e-41,2.5675142113569172e-58,3.363771721552382e-48,9.133191540197533e-18,8.655547777631712e-46,1.4447706479562525e-35,3.491669571255575e-45,3.76,0.0,0.7903433930402012,0.9978481642653688,6.671492821622465e-15,1.0008713619727076e-37,0.0011509507512756623,0.0011509816411916704,0.002151790707431667,6.771226069314011e-13,8.866252324684679e-10,4.41850765979362e-08,1.500130682537584e-08,5.260634357661573e-13
5.3333207109069605e-09,0.8530021427037142,4.836435015627555e-11,2.2727296684738523e-12,2.3205334031896455e-13,4.845222473265765e-13,0.0,0.0,4.586660109879714e-08,4.823446656747981e-13,1.8193170669283965e-14,9.81917504665494e-23,5.148473351351207e-15,1.6245770404257464e-38,2.5381065402554596e-27,2.3854653653881885e-27,5.152067696724664e-28,9.579041270447345e-10,3.67175888784034e-33,9.093563109301264e-19,1.4435283331874797e-30,1.6433765773167304e-37,2.525961066359682e-29,3.022886227421411e-28,9.71615125479247e-19,5.0434698107934564e-37,6.093534477241976e-37,6.461135991999996e-41,3.6944682803825445e-58,4.4648760894108504e-48,1.0237602680496291e-17,1.1873204147616438e-45,1.8910033170492352e-35,4.8205191888722745e-45,3.76,0.0,0.7902982768663238,0.9978481596867291,7.536329565316806e-15,1.278223393364048e-37,0.0011960639225879338,0.0011960972832991646,0.0021517934857439715,7.053142601984157e-13,9.579274798714069e-10,4.591655023480402e-08,1.6201039216720917e-08,5.545513318414273e-13
5.534632275632396e-09,0.853009072962864,5.0870627860357684e-11,2.369294527628979e-12,2.519170842149306e-13,5.277148745908502e-13,0.0,0.0,4.759531035653706e-08,5.193498108175217e-13,2.035168267699766e-14,1.140429113093517e-22,5.7559632803665505e-15,2.0662415105634824e-38,2.9761396299006958e-27,2.77880847594632e-27,6.063840281403142e-28,1.0319451167122312e-09,4.7910316206212916e-33,1.0540049074589396e-18,1.8668736690613118e-30,2.204439481728874e-37,2.997856056680734e-29,3.6356998096247938e-28,1.0797137815695023e-18,6.592752045435697e-37,7.617735421629199e-37,8.415050220194124e-41,5.2468316246204974e-58,5.866015062738687e-48,1.142557399781146e-17,1.6097981683399773e-45,2.449923582908982e-35,6.577538079940715e-45,3.76,0.0,0.7902531632678809,0.997848156192836,8.476478252783884e-15,1.6181940826168365e-37,0.0012411744697066694,0.0012412103962087307,0.0021517951767315545,7.33502898160896e-13,1.0319712368315153e-09,4.7647914358672366e-08,1.7446898659220032e-08,5.831794311618771e-13
5.735943840357832e-09,0.85301600283351,5.342581701465339e-11,2.466809669263747e-12,2.727352568312627e-13,5.731612073828814e-13,0.0,0.0,4.93238534160577e-08,5.577156827688102e-13,2.2674230044352845e-14,1.3173773046115073e-22,6.409114187648316e-15,2.6064554969043285e-38,3.4706248573980844e-27,3.219554211869121e-27,7.097907247793327e-28,1.1087271911668181e-09,6.193404444842867e-33,1.2152103491693935e-18,2.3923650858376037e-30,2.9262424069135237e-37,3.5372630557936237e-29,4.343427770490199e-28,1.195020742564554e-18,8.536969141877367e-37,9.446334178171226e-37,1.0856740750489937e-40,7.361320606277824e-58,7.633911732279629e-48,1.2699878194696593e-17,2.159086966350544e-45,3.1441359684982046e-35,8.87783440519704e-45,3.76,0.0,0.7902080522447253,0.9978481533505984,9.495609117954532e-15,2.031990843973209e-37,0.0012862823927812515,0.001286320980065217,0.002151796213485989,7.616888497179938e-13,1.1087562883677516e-09,4.9379169039629025e-08,1.87388829922439e-08,6.119313109036789e-13
5.937255405083268e-09,0.8530229323156735,5.6029854371329105e-11,2.565292282279759e-12,2.9452272493780944e-13,6.209073256712183e-13,0.0,0.0,5.10522302942079e-08,5.974415715110246e-13,2.516681735228788e-14,1.5141368800986e-22,7.10954284083842e-15,3.2628073785198223e-38,4.0265837959493584e-27,3.71149041400773e-27,8.26594838401451e-28,1.1882501319422053e-09,7.936948449116487e-33,1.3941813218109582e-18,3.0397398578834988e-30,3.846682903448733e-37,4.151131402203934e-29,5.156552438284255e-28,1.3177039501201673e-18,1.095780956859345e-36,1.162593740154621e-36,1.3884297071411233e-40,1.0211622394962737e-57,9.847079384775702e-48,1.406326263405627e-17,2.866761723620689e-45,3.999692837566248e-35,1.1861857078368912e-44,3.76,0.0,0.7901629437967099,0.9978481509053623,1.0597449593371496e-14,2.532350557503542e-37,0.0013313876919610523,0.0013314290350134636,0.002151796850661707,7.898723258512144e-13,1.1882824236379945e-09,5.111031434524511e-08,2.00769900552098e-08,6.407924409525971e-13
6.138566969808704e-09,0.8530298614093776,5.868267676859667e-11,2.6647595271867252e-12,3.1729428024239955e-13,6.709992487999816e-13,0.0,0.0,5.278044100747071e-08,6.385267672973397e-13,2.7835451619610173e-14,1.7321320709489542e-22,7.858862935588668e-15,4.055305310761825e-38,4.6493025003011394e-27,4.2585687630354416e-27,9.580359356650412e-28,1.2705137231407258e-09,1.0089087638193708e-32,1.5921678519288197e-18,3.831670048360411e-30,5.010815107739686e-37,4.846869914146068e-29,6.086278033562816e-28,1.4479264832094538e-18,1.3950244112785523e-36,1.4208273986837802e-36,1.7611152370227226e-40,1.4016674749571234e-57,1.2597414038095503e-47,1.5518449576250816e-17,3.7707735962741177e-45,5.046465831365128e-35,1.5699845660470577e-44,3.76,0.0,0.7901178379236878,0.9978481487065999,1.1785784002893213e-14,3.133689611899579e-37,0.0013764903673954324,0.0013765345611983003,0.002151797238786305,8.180534605988824e-13,1.270549434368077e-09,5.2841350341053226e-08,2.146121768758162e-08,6.697499660357469e-13
6.33987853453414e-09,0.8530367901146447,6.138422113058054e-11,2.7652285361529637e-12,3.410646397193419e-13,7.234829355797861e-13,0.0,0.0,5.4508485572132514e-08,6.809705606513823e-13,3.0686142302538665e-14,1.97283655912979e-22,8.658685102748004e-15,5.006619249129981e-38,5.344336786608927e-27,4.864906742212312e-27,1.1054274682140113e-27,1.355517750406895e-09,1.2727722966630519e-32,1.81046118359163e-18,4.794076849019061e-30,6.471887208905706e-37,5.632361708783557e-29,7.144551834786367e-28,1.5858466965618148e-18,1.762414108568653e-36,1.7250551492821763e-36,2.216785016633679e-40,1.9050427503655823e-57,1.5991938845596252e-47,1.706813641265811e-17,4.916458590748314e-45,6.318541058181296e-35,2.0596870138803362e-44,3.76,0.0,0.7900727346255119,0.9978481466596125,1.3064453255740528e-14,3.852263328475338e-37,0.0014215904192337412,0.0014216375587645508,0.0021517974725590075,8.46232340572516e-13,1.3555571138253474e-09,5.45722770909105e-08,2.289156372886982e-08,6.987925118874364e-13
6.541190099259576e-09,0.8530437184314961,6.413442446719096e-11,2.8667164130513515e-12,3.6584844593607257e-13,7.784042843763215e-13,0.0,0.0,5.623636400436239e-08,7.247722423670102e-13,3.3724901292052566e-14,2.2377734972369726e-22,9.51061691489375e-15,6.142338964514009e-38,6.117517456705394e-27,5.534789598740356e-27,1.2701590898671314e-27,1.4432620003638013e-09,1.5942449558394634e-32,2.0503936554663795e-18,5.9564665093612564e-30,8.292487226002322e-37,6.51597902348595e-29,8.344085091368565e-28,1.7316183550082284e-18,2.2106017536226077e-36,2.0815823918182342e-36,2.770394827911371e-40,2.565331637308113e-57,2.0154713062957402e-47,1.871499589576925e-17,6.357665718527735e-45,7.85463920076622e-35,2.679852811162701e-44,3.76,0.0,0.790027633902035,0.9978481447029581,1.4437354541919632e-14,4.7063353114293325e-37,0.0014666878476253206,0.0014667380278570294,0.0021517976134218975,8.744090228233005e-13,1.4433052562550688e-09,5.6303094657248566e-08,2.4368026018631464e-08,7.279100141063979e-13
6.7425016639850114e-09,0.8530506463599549,6.693322387400034e-11,2.9692402335028627e-12,3.916602673781515e-13,8.358091331974578e-13,0.0,0.0,5.796407632024406e-08,7.699311035081723e-13,3.695774290991207e-14,2.5285155285319294e-22,1.0416262892460754e-14,7.4912487477193e-38,6.974955466675275e-27,6.272672303611624e-27,1.4536989936674423e-27,1.533746260296864e-09,1.9835872401414803e-32,2.3133385782433148e-18,7.352288751281974e-30,1.0545805155030616e-36,7.506598036670131e-29,9.698373683982342e-28,1.8853907638551896e-18,2.754093435462918e-36,2.4973370895801948e-36,3.439006732754335e-40,3.424569682593548e-57,2.5228917015905277e-47,2.0461676366342862e-17,8.158015234875721e-45,9.698561357913483e-35,3.4597366128675444e-44,3.76,0.0,0.7899825357531103,0.9978481427992824,1.5908441029029348e-14,5.716357149763841e-37,0.001511782652719502,0.001511835968620542,0.00215179769872954,9.025835442220184e-13,1.533793656564178e-09,5.803380310125622e-08,2.5890602396470227e-08,7.570935674718845e-13
6.943813228710447e-09,0.8530575739000428,6.978055653212073e-11,3.072817044919655e-12,4.1851459877271467e-13,8.95743259779782e-13,0.0,0.0,5.96916225358027e-08,8.164464354087732e-13,4.039068390424708e-14,2.846684806940868e-22,1.1377224509726069e-14,9.085619237250889e-38,7.923047040806165e-27,7.083181509849688e-27,1.6575962681271642e-27,1.6269703179454097e-09,2.4525024477240917e-32,2.600710112406564e-18,9.019318203655161e-30,1.3317018415008832e-36,8.613613685323205e-29,1.1221718537531882e-27,2.047308895507748e-18,3.409454126216296e-36,2.9799088126513924e-36,4.242008891242886e-40,4.5343496288943627e-57,3.137912254399165e-47,2.2310801978209476e-17,1.0392296418382605e-44,1.1899660982968605e-34,4.4340088497635074e-44,3.76,0.0,0.7899374401785907,0.9978481409277082,1.7481721560431435e-14,6.905158733801175e-37,0.0015568748346656087,0.001556931381199887,0.0021517977493590375,9.307559278314251e-13,1.6270221101128623e-09,5.976440248303897e-08,2.7459290702036396e-08,7.863352927640856e-13
7.346436358161319e-09,0.8530714278151956,7.562057075370503e-11,3.2831976895103472e-12,4.754084034625808e-13,1.0233821563345977e-12,0.0,0.0,6.314621672990751e-08,9.135436781729062e-13,4.788094311899476e-14,3.572041393732143e-22,1.3471485365060496e-14,1.3159176969302463e-37,1.0118232290223127e-26,8.941456181702265e-27,2.1330780754514973e-27,1.8216369788328735e-09,3.684032961352041e-32,3.254593175700517e-18,1.3342238182479243e-29,2.0823376498105103e-36,1.1217097271973279e-28,1.483692610336249e-27,2.396141278079639e-18,5.133715679410411e-36,4.179414532633907e-36,6.341836166286915e-40,7.771567991855537e-57,4.768830308610111e-47,2.6326765634963376e-17,1.6527477186510461e-44,1.7601655028103536e-34,7.136640829646544e-44,3.76,0.0,0.7898472567521785,0.9978481372372577,2.0951176710288543e-14,9.9235594198623e-37,0.0016470513297108475,0.001647114622385222,0.002151797790191667,9.870943332774204e-13,1.8216983598530505e-09,6.322527429574454e-08,3.073499445518527e-08,8.4496621087375e-13
7.74905948761219e-09,0.8530852801771334,8.165396628699005e-11,3.4979941635624562e-12,5.366443548535315e-13,1.1616859937760275e-12,0.0,0.0,6.660014671446607e-08,1.016058306725095e-12,5.6243861269683657e-14,4.427811459741264e-22,1.580615057508218e-14,1.8703146175233243e-37,1.2760139258290858e-26,1.115013478090967e-26,2.7107058473620995e-27,2.027260289096835e-09,5.417412464513073e-32,4.024168502360389e-18,1.932996144278255e-29,3.1794133292611475e-36,1.441252703311334e-28,1.9320976255739283e-27,2.779193208892307e-18,7.565889191336152e-36,5.755603021676339e-36,9.280880171866444e-40,1.2957816074470787e-56,7.092595634857245e-47,3.0783404762486e-17,2.564802898179322e-44,2.548615501300588e-34,1.1206626683846795e-43,3.76,0.0,0.7897570836216231,0.997848133577369,2.48788928705029e-14,1.3999689498783313e-36,0.0017372173339554485,0.0017372877525712502,0.002151797790158783,1.0434243061037824e-12,2.0273323725000917e-09,6.668571055945602e-08,3.4195119996213135e-08,9.037560946371789e-13
8.151682617063062e-09,0.8530991309860328,8.788024364751604e-11,3.717341835300227e-12,6.023357890830699e-13,1.3110188332403356e-12,0.0,0.0,7.005341261719307e-08,1.12398466144285e-12,6.552765918219575e-14,5.428756711076706e-22,1.8393922884109405e-14,2.6136199608022356e-37,1.591073156709963e-26,1.3752616325615378e-26,3.406036349589004e-27,2.243838555911172e-09,7.815779406770611e-32,4.922207215376946e-18,2.7486276468491816e-29,4.7521556644120034e-36,1.8295291526373654e-28,2.481934413573141e-27,3.1974809331979067e-18,1.0938034404537828e-35,7.797373658310155e-36,1.3324954604342113e-39,2.1083236507226164e-56,1.0346695097877637e-46,3.570086494916842e-17,3.8939479122156223e-44,3.6203925361372972e-34,1.721447777341405e-43,3.76,0.0,0.7896669207857481,0.997848129911262,2.9298913743152284e-14,1.9424502617266e-36,0.0018273728485936878,0.001827450772916053,0.0021517977860418063,1.099745884235462e-12,2.2439225161712476e-09,7.014571172833859e-08,3.783965004400154e-08,9.62668127870573e-13
8.554305746513934e-09,0.8531129802420725,9.429890470835207e-11,3.941375625452677e-12,6.725948913719018e-13,1.4717437793637127e-12,0.0,0.0,7.35060145656811e-08,1.2373170870133342e-12,7.578059604279091e-14,6.590432846944314e-22,2.1247456825909478e-14,3.5965723195863452e-37,1.9636988922626603e-26,1.679522587447246e-26,4.236142850339318e-27,2.4713700878508525e-09,1.1082184268093728e-31,5.962122929459511e-18,3.842739448007014e-29,6.96649605990349e-36,2.297043588134557e-28,3.1492180254394493e-27,3.651961855325779e-18,1.5539518406138602e-35,1.0408158597804832e-35,1.880277576959164e-39,3.3538446375950125e-56,1.4830825437202064e-46,4.1098924719236344e-17,5.795066898693835e-44,5.054695655962192e-34,2.591652614202535e-43,3.76,0.0,0.7895767682433784,0.9978481262331058,3.424614658470594e-14,2.6548281931171512e-36,0.0019175178748197053,0.0019176036845775788,0.0021517977836731073,1.1560590790433775e-12,2.4714671603744573e-09,7.360527824809672e-08,4.1668567318178806e-08,1.0216738343692715e-12
8.956928875964806e-09,0.8531268279454299,1.0090945269589485e-10,4.170230008702671e-12,7.475327070164096e-13,1.6442229832519218e-12,0.0,0.0,7.695795268746593e-08,1.3560499324300834e-12,8.70509692143771e-14,7.929190250600744e-22,2.437935892147765e-14,4.880289492910146e-37,2.4011073367176083e-26,2.032728264790031e-26,5.219702003171853e-27,2.709853193914725e-09,1.5467607874629406e-31,7.157967551730375e-18,5.290175459399538e-29,1.0033796336739871e-35,2.8553178034020503e-28,3.951496724455245e-27,4.143538166511578e-18,2.1728645329278134e-35,1.370756334899441e-35,2.6118052950859928e-39,5.226281891326185e-56,2.0920675814612974e-46,4.6997002900385443e-17,8.469015477781859e-44,6.947202424770445e-34,3.830820664757674e-43,3.76,0.0,0.7894866259933382,0.9978481225494266,3.9756351957574246e-14,3.5790305003017024e-36,0.002007652413827504,0.0020077464887136433,0.0021517977765280302,1.2123638879589242e-12,2.7099646750311304e-09,7.706441055806677e-08,4.568185453912033e-08,1.080751043030327e-12
9.359552005415677e-09,0.8531406740962831,1.0771139218568188e-10,4.4040390151301045e-12,8.272591522876047e-13,1.828817645439432e-12,0.0,0.0,8.040922711008935e-08,1.4801775509897261e-12,9.938711405229954e-14,9.46217467724002e-22,2.780218787562671e-14,6.537915242105433e-37,2.911049217486455e-26,2.44011679896482e-26,6.377081679670106e-27,2.9592861832010297e-09,2.1279903942394393e-31,8.524427106258465e-18,7.18116640443059e-29,1.4220880461902733e-35,3.516942290468323e-28,4.907916239633375e-27,4.6730602809558864e-18,2.9945666372531577e-35,1.7833073653245541e-35,3.5762895006999575e-39,7.993214367521408e-56,2.9083579008042297e-46,5.341416586124568e-17,1.2173822890282601e-43,9.412616167306642e-34,5.5687399701185535e-43,3.76,0.0,0.7893964940344521,0.9978481188611318,4.5866133571752267e-14,4.764938701544023e-36,0.0020977764668109545,0.0020978791864819275,0.002151797763700208,1.268660312277452e-12,2.9594134301516863e-09,8.052310909290956e-08,4.987949442794894e-08,1.139882250375637e-12
9.762175134866549e-09,0.8531545186948101,1.1470422909865107e-10,4.6429362314996935e-12,9.118830241045292e-13,2.025888018535178e-12,0.0,0.0,8.385983796109785e-08,1.6096943002891394e-12,1.128374037383249e-13,1.120732786825624e-21,3.15284547522119e-14,8.656289160598288e-37,3.501823984252696e-26,2.9072386220251773e-26,7.730421148959857e-27,3.2196673651602477e-09,2.8893115683987016e-31,1.0076818012753333e-17,9.623525916951143e-29,1.9860845826353168e-35,4.295622180449903e-28,6.039275605099088e-27,5.241329677868457e-18,4.0726368170423304e-35,2.294167823513797e-35,4.833167139157858e-39,1.2018465477884124e-55,3.9895170139086925e-46,6.036913384607439e-17,1.72369877294317e-43,1.2587214884068458e-33,7.97257156039235e-43,3.76,0.0,0.7893063723655449,0.9978481151638638,5.261292927349085e-14,6.271454033232295e-36,0.00218789003496379,0.0021880017790399794,0.0021517977495487065,1.3249483588166713e-12,3.2198117960884077e-09,8.398137428358872e-08,5.426146970653521e-08,1.199053634694479e-12
9.999999999999999e-09,0.8531822032355961,1.189243014553697e-10,4.786494558007541e-12,9.642139264208304e-13,2.14830213771435e-12,0.0,0.0,8.58977625231918e-08,1.688727888771904e-12,1.2132540047053647e-13,1.2345416141741075e-21,3.3877131742921176e-14,1.0165369534772202e-36,3.892338226763513e-26,3.2135939967665624e-26,8.631560292087936e-27,3.378614326414093e-09,3.441842773751737e-31,1.1087589526919072e-17,1.1376833347333162e-28,2.404199513455342e-35,4.816565078197491e-28,6.79881556650408e-27,5.595512254009822e-18,4.856034714363983e-35,2.6492931685257864e-35,5.741733425302297e-39,1.5188251780822378e-55,4.781040812638364e-46,6.473748727717513e-17,2.1032642570822963e-43,1.4860399027928255e-33,9.792034803999758e-43,3.76,0.0,0.7892531433630336,0.9978481129750324,5.691294099310856e-14,7.339847027302089e-36,0.002241114160918552,0.002241231413938662,0.002151797741250566,1.3581931275986683e-12,3.3787695986696733e-09,8.602392845948731e-08,5.69364461418244e-08,1.234019728388913e-12
1.0567421393768293e-08,0.8531822032355961,1.292606255748272e-10,5.1365274348979655e-12,1.0962527153237e-12,2.4588921895202274e-12,0.0,0.0,9.075906945833516e-08,1.884872642973264e-12,1.4327409817753973e-13,1.5409892365699438e-21,3.9941109728690054e-14,1.4706255104407602e-36,4.961924360125224e-26,4.044494349958891e-26,1.1123051253089702e-26,3.773267546252938e-09,5.143655964642567e-31,1.3803781766328243e-17,1.6701517372598967e-28,3.7270914909531574e-35,6.2649092691455635e-28,8.918712528934496e-27,6.4970924033864104e-18,7.272814502611423e-35,3.6847471305066845e-35,8.525865744414682e-39,2.6031717924195314e-55,7.246800942365883e-46,7.596568485196651e-17,3.321348933646123e-43,2.1739796777034303e-33,1.5705874381704722e-42,3.76,0.0,0.7891261598929672,0.9978481077398831,6.817141330279213e-14,1.0536742942857637e-35,0.002368085721551879,0.0023682166531549123,0.0021517977198061322,1.4374993231014812e-12,3.773450843121279e-09,9.089660634274606e-08,6.357835732420394e-08,1.3174749359830579e-12
1.1372667652670036e-08,0.85320988156921,1.4457471625838616e-10,5.6520634954487505e-12,1.3014901310756388e-12,2.9460986586766724e-12,0.0,0.0,9.7655648199185e-08,2.181539907154833e-12,1.787487882322622e-13,2.0696360583389182e-21,4.971646616044158e-14,2.4073311520945335e-36,6.859296689307993e-26,5.495375326178741e-26,1.5613247265412908e-26,4.37064021912601e-09,8.784586133817363e-31,1.8473858006743257e-17,2.7836369883706927e-28,6.678391980842231e-35,8.89684444308109e-28,1.2791297537697302e-26,7.916356219647443e-18,1.2456459850244122e-34,5.713725081867134e-35,1.4433558886188997e-38,5.341775105636579e-55,1.2620803786304912e-45,9.392972795256678e-17,6.101671294294161e-43,3.603807165837363e-33,2.9485744321341395e-42,3.76,0.0,0.7889459885662055,0.997848100268113,8.674765254093307e-14,1.7074090805832033e-35,0.0025482394831389367,0.0025483911203161595,0.0021517976966822063,1.5500168016495709e-12,4.370868785070283e-09,9.781011013199108e-08,7.363237918205702e-08,1.4359546098285095e-12
