Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463)
4.273661972512114e-10,0.8528331324148783,2.5802181322779892e-12,1.658513935072487e-13,1.1889748588322837e-15,2.24304790619096e-15,0.0,0.0,3.683965698203904e-09,3.1141750238407466e-15,7.0258168040297e-18,2.9626029902459412e-27,2.018163974159511e-18,2.1267617310197604e-45,5.843541449416785e-32,6.691816274328124e-32,1.0946151835869423e-32,4.8409600022793556e-12,6.457883021308343e-41,3.803670470279124e-23,4.667891737895376e-38,4.541107107725729e-46,3.70475969166808e-34,7.705066671792245e-34,4.439715150669761e-22,6.83453872860741e-45,9.315767288993339e-44,7.144718938595501e-49,1.8732407315782074e-68,3.903494296532306e-56,4.1858970044276144e-21,9.452363446338075e-55,2.3429725361457456e-43,3.234915930158842e-54,3.76,0.0,0.7913984899033453,0.9986009974665103,3.2571681220936988e-18,1.791847565209576e-44,9.591016686300709e-05,9.591037985268607e-05,0.0013989988445745204,1.4743771714944107e-14,4.840969050889915e-12,3.686550248820578e-09,1.0406698311821744e-10,7.56138553374389e-15
4.367878111210883e-10,0.8528334572111212,2.639672519188538e-12,1.6953057473817047e-13,1.2425849259685298e-15,2.3447629894305297e-15,0.0,0.0,3.765125277253893e-09,3.2529382141940018e-15,7.527235545920417e-18,3.243026135179653e-27,2.1621083665939238e-18,2.4319503696552635e-45,6.403809435431579e-32,7.327602859755944e-32,1.1995939653418824e-32,5.0759866578406796e-12,7.525807169991276e-41,4.150230159547288e-23,5.386252621286388e-38,5.3498821910852495e-46,4.065232132567156e-34,8.620092170791346e-34,4.755020380541063e-22,7.963974879821451e-45,1.0692209913579123e-43,8.381829161986875e-49,2.2969660629915797e-68,4.582755540202826e-56,4.484157344082618e-21,1.1334315115326457e-54,2.747366523509706e-43,3.8803455293007315e-54,3.76,0.0,0.7913963755378657,0.9985837674915591,3.478645186067692e-18,2.0506028727945712e-44,9.802444624814255e-05,9.802466875155947e-05,0.0014162287381280572,1.551264498637615e-14,5.075996352144154e-12,3.767769493687927e-09,1.0870595400995365e-10,7.883818203932518e-15
4.462094249909652e-10,0.8528337820065117,2.6992376952450294e-12,1.7321080110417162e-13,1.29740396317187e-15,2.448809624947269e-15,0.0,0.0,3.846283106774569e-09,3.3947236799929257e-15,8.052733728811152e-18,3.5432352939919254e-27,2.312957894298447e-18,2.773102341038129e-45,7.004316041061823e-32,8.008476785101393e-32,1.3121201187111308e-32,5.31707436404426e-12,8.741823488184905e-41,4.5199437093105453e-23,6.197212637482113e-38,6.281717684036975e-46,4.452197002234803e-34,9.620930920876152e-34,5.085326370695032e-22,9.251222913047441e-45,1.2236445791651597e-43,9.800119099905477e-49,2.804482774141455e-68,5.362107020166925e-56,4.796697140785956e-21,1.3539156884842217e-54,3.2107750928243574e-43,4.636809531024075e-54,3.76,0.0,0.7913942611780366,0.9985669318714615,3.709998531285471e-18,2.3400691219740746e-44,0.0001001387198773532,0.00010013895210288611,0.0014330642768234855,1.6299581379290073e-14,5.317084735041005e-12,3.848987105577322e-09,1.1344607434702035e-10,8.212369991130344e-15
4.556310388608421e-10,0.8528341068010502,2.7589136518115794e-12,1.768920758486376e-13,1.3534336878554622e-15,2.555192708096453e-15,0.0,0.0,3.927439218530293e-09,3.53953129657319e-15,8.602925144604526e-18,3.8641704177830155e-27,2.470888114577133e-18,3.153580211339589e-45,7.64702556922565e-32,8.736596022510599e-32,1.4325632539056394e-32,5.5642416196436815e-12,1.0122718812352829e-40,4.9138195589787764e-23,7.110525405921061e-38,7.352341261501777e-46,4.867002550229154e-34,1.071359039776088e-33,5.431005866543572e-22,1.0714511561641447e-44,1.3964794932968357e-43,1.142152081261262e-48,3.410083863277194e-68,6.253758847928135e-56,5.123877372964534e-21,1.6113858356877375e-54,3.7403157503071275e-43,5.520516941567211e-54,3.76,0.0,0.7913921468238578,0.9985504815610069,3.9514485078889386e-18,2.6631403356664754e-44,0.00010225298775063614,0.00010225322990668084,0.001449514505871583,1.7104320909493704e-14,5.5642526991237974e-12,3.930203116290022e-09,1.1828734390780822e-10,8.54700565733225e-15
4.65052652730719e-10,0.8528344315947365,2.8187003803041025e-12,1.8057440217741422e-13,1.4106758179474404e-15,2.6639171366080557e-15,0.0,0.0,4.0085936434294745e-09,3.687360940650712e-15,9.178426360297457e-18,4.206794235879757e-27,2.6360753613904685e-18,3.5769727611808454e-45,8.333952249957446e-32,9.514171466851544e-32,1.5613024765871033e-32,5.817505785450912e-12,1.1686719907356074e-40,5.332887605761659e-23,8.136719675846947e-38,8.579047954432862e-46,5.311034528983808e-34,1.1904334841939562e-33,5.792432896215851e-22,1.2373690120761636e-44,1.5894716685261965e-43,1.3270022303963839e-48,4.130140144636481e-68,7.271078879079105e-56,5.466060523797044e-21,1.9110897909510106e-54,4.343764999889204e-43,6.549586168417792e-54,3.76,0.0,0.7913900324753291,0.998534407758698,4.20321577585837e-18,3.0229078580462236e-44,0.00010436724986798957,0.00010436750216295855,0.0014655882267698061,1.7926586827320952e-14,5.817517605997805e-12,4.0114175567711725e-09,1.23229762470707e-10,8.887690183158077e-15
4.744742666005959e-10,0.8528347563875707,2.8785978721802288e-12,1.8425778326610802e-13,1.4691320716294102e-15,2.7749878094105144e-15,0.0,0.0,4.089746411693502e-09,3.838212490049461e-15,9.779855525577435e-18,4.572093393000276e-27,2.8086964028280005e-18,4.0471160567187165e-45,9.067163103740164e-32,1.0343469679506962e-31,1.6987269515449562e-32,6.076883440760504e-12,1.345364109774228e-40,5.778199191211198e-23,9.287179181590589e-38,9.980896277488918e-46,5.785718909851922e-34,1.3199719974968543e-33,6.169981982754512e-22,1.42503976827656e-44,1.8044927500477165e-43,1.5371871898105012e-48,4.983313135291376e-68,8.428707399884929e-56,5.823609859655225e-21,2.258889354622946e-54,5.029629855584251e-43,7.744265426654108e-54,3.76,0.0,0.7913879181324508,0.9985187018586588,4.465521306318932e-18,3.4226775418144023e-44,0.00010648150622941247,0.0001064817688717341,0.0014812940453935673,1.876609924444734e-14,6.076896035752892e-12,4.092630457278735e-09,1.2827332981410595e-10,9.234388756530463e-15
4.838958804704728e-10,0.8528350811795525,2.938606118936243e-12,1.8794222226231013e-13,1.528804167257009e-15,2.888409626300876e-15,0.0,0.0,4.170897552908226e-09,3.992085823618512e-15,1.0407832037978523e-17,4.961078747681137e-27,2.988928345004076e-18,4.568108260763439e-45,9.848778799320806e-32,1.1226813636789041e-31,1.8452360755694592e-32,6.3423904908695144e-12,1.5445009228276535e-40,6.250827095582471e-23,1.0574206488091683e-37,1.1578889656956417e-45,6.292522817839254e-34,1.4606607052085879e-33,6.564027923827259e-22,1.6368211804297003e-44,2.0435481208593605e-43,1.7755769841414945e-48,5.9908562029968524e-68,9.742666279476757e-56,6.196889227672748e-21,2.661328600186713e-54,5.807211018619597e-43,9.127172016640479e-54,3.76,0.0,0.7913858037952224,0.9985033554359826,4.738586381868012e-18,3.8659823495721866e-44,0.00010859575683490459,0.00010859603003302238,0.001496640386650074,1.9622578658638974e-14,6.342403894483027e-12,4.17384184743496e-09,1.3341804571639388e-10,9.587066768822011e-15
4.933174943403497e-10,0.8528354059706823,2.9987251121082622e-12,1.9162772228474179e-13,1.5896938233965352e-15,3.0041874881153853e-15,0.0,0.0,4.2520470960040236e-09,4.148980821264155e-15,1.1062976715316375e-17,5.374785203776949e-27,3.1769486815831088e-18,5.144318163010941e-45,1.0680973260212979e-31,1.2166582322702704e-31,2.0012394069114007e-32,6.6140421134424555e-12,1.7684145569316222e-40,6.75186553763446e-23,1.2011062840583006e-37,1.339608156772943e-45,6.832954291324315e-34,1.6132162091447884e-33,6.97494590621565e-22,1.8752747580605872e-44,2.3087811466465648e-43,2.045300503045816e-48,7.176879061167645e-68,1.1230437713692243e-55,6.5862631601624795e-21,3.1256844895495855e-54,6.686644643058752e-43,1.0723468519110577e-53,3.76,0.0,0.7913836894636442,0.9984883602524007,5.022632596340025e-18,4.3565901704387293e-44,0.00011071000168446633,0.0001107102856468382,0.0015116354888073766,2.0495743657692986e-14,6.614056360651432e-12,4.255051756206477e-09,1.386639099559593e-10,9.945689815884092e-15
5.027391082102266e-10,0.8528357307609599,3.0589548432737174e-12,1.953142864221826e-13,1.6518027588625492e-15,3.122326296954822e-15,0.0,0.0,4.333195069231037e-09,4.308897363989825e-15,1.1745912023300462e-17,5.814271457427481e-27,3.3729353593322982e-18,5.780396383323243e-45,1.1565973221405735e-31,1.316521017094551e-31,2.167156584871341e-32,6.8918527066002865e-12,2.019628261578865e-40,7.282430173932687e-23,1.3612024730940975e-37,1.545776532574084e-45,7.408562074933055e-34,1.778385694808607e-33,7.403111657834443e-22,2.143180155807317e-44,2.60247904648261e-43,2.3497649363063568e-48,8.568738191512533e-68,1.291107617236443e-55,6.992097012686324e-21,3.6600446007735494e-54,7.678963914819616e-43,1.2561136051823077e-53,3.76,0.0,0.791381575137716,0.9984737082633373,5.317881854488111e-18,4.898513796964013e-44,0.00011282424077809889,0.00011282453571319653,0.001526287396441771,2.138530783618924e-14,6.891867833179878e-12,4.336260211879505e-09,1.4401092231118998e-10,1.0310223698978086e-14
5.215823359499805e-10,0.8528363803389581,3.179746486094274e-12,2.0269061925255402e-13,1.7796853441426644e-15,3.3657063697373845e-15,0.0,0.0,4.495486415793828e-09,4.6377946139940895e-15,1.3197651925327173e-17,6.774937836289965e-27,3.789521587055854e-18,7.25223403556134e-45,1.3503562182865413e-31,1.5349059948445667e-31,2.530461785985499e-32,7.466004654136604e-12,2.615060674822962e-40,8.436707828478715e-23,1.7368729278694028e-37,2.042765784569781e-45,8.671707060732696e-34,2.1497117144828895e-33,8.312691618457057e-22,2.779622781762655e-44,3.2851708268317863e-43,3.078026624022927e-48,1.2097385728297876e-67,1.6935548853553795e-55,7.854609587505083e-21,4.9755120749626605e-54,1.0051160082280725e-42,1.7087751862163468e-53,3.76,0.0,0.7913773465028096,0.9984454026259539,5.942878676012175e-18,6.153641077967482e-44,0.00011705270169758509,0.00011705301920360003,0.0015545928709528969,2.3212469994483903e-14,7.466021649995758e-12,4.4986728737887435e-09,1.5500839048219662e-10,1.105688819704359e-14
5.380847674282885e-10,0.8528369492204576,3.285896562191749e-12,2.0915415379894914e-13,1.8957041786878727e-15,3.5866565326817204e-15,0.0,0.0,4.63761225199675e-09,4.935760878731045e-15,1.456635121370879e-17,7.711578458284292e-27,4.182244453743608e-18,8.788385478432093e-45,1.5396325361643144e-31,1.7479422687308332e-31,2.885427509099262e-32,7.989191758564016e-12,3.254483214024195e-40,9.555714418239236e-23,2.1356312350789627e-37,2.5874384302521234e-45,9.90915778161145e-34,2.5241312839168726e-33,9.16955663232445e-22,3.4650876332451264e-44,4.001505194402869e-43,3.868610941193424e-48,1.6200679044538423e-67,2.1310286393582126e-55,8.667571897863055e-21,6.453053975558969e-54,1.2624600293245966e-42,2.217578920096308e-53,3.76,0.0,0.7913736431878061,0.9984216673274569,6.5291760442284605e-18,7.465022091453847e-44,0.00012075586397948703,0.00012075620193760479,0.0015783280267949995,2.4863717230703672e-14,7.989210516743933e-12,4.640905338956274e-09,1.6497202183699764e-10,1.1729894758870106e-14
5.545871989065965e-10,0.8528375180993428,3.3923862534350667e-12,2.1562099680659285e-13,2.015488739510054e-15,3.814921417100183e-15,0.0,0.0,4.779733656657951e-09,5.242995337644006e-15,1.6029444395315045e-17,8.743761232877514e-27,4.6020179480277046e-18,1.0589169892257827e-44,1.7485818644746465e-31,1.982822342737101e-31,3.277358909063257e-32,8.53145381507713e-12,4.0236620705123925e-40,1.0782478401462527e-22,2.6104082866040157e-37,3.2550685581057666e-45,1.1278867467404501e-33,2.9495078729582465e-33,1.0084830352293211e-21,4.2920256697734335e-44,4.845248226692359e-43,4.8290364484767904e-48,2.1507373104815726e-67,2.663143584877535e-55,9.536387110554862e-21,8.304532786961971e-54,1.5748965109527023e-42,2.8555881732680515e-53,3.76,0.0,0.7913699398901359,0.998398875375547,7.153091555992878e-18,9.003777625180126e-44,0.00012445900860265607,0.00012445936765262172,0.0016011198360351671,2.656097183873545e-14,8.531474457084018e-12,4.783133731344182e-09,1.7524596517633043e-10,1.2420545386402582e-14
5.710896303849045e-10,0.8528380869756136,3.4992155157872048e-12,2.2209116398745967e-13,2.1390482679899566e-15,4.050527394250198e-15,0.0,0.0,4.92185076148537e-09,5.559497383708288e-15,1.759031793986421e-17,9.877969524639436e-27,5.0498095672641224e-18,1.2690392382808344e-44,1.9785779698148477e-31,2.2410396728234074e-31,3.7088502021633747e-32,9.092846461144594e-12,4.943879670357256e-40,1.2123700385917682e-22,3.1729301665955077e-37,4.0687146164630915e-45,1.2790546106314213e-33,3.430952075564343e-33,1.1060541316868362e-21,5.284291578156523e-44,5.834235466928291e-43,5.989080011034655e-48,2.8318475080443696e-67,3.306640061234338e-55,1.0463037952243863e-20,1.0609173491591855e-53,1.95204701696723e-42,3.6502986163409815e-53,3.76,0.0,0.7913662366097989,0.9983769892643898,7.815827891780901e-18,1.080086884648616e-43,0.00012816213556712046,0.00012816251634873072,0.0016230058045078413,2.830264080262363e-14,9.092869112840819e-12,4.92535818284901e-09,1.858302193093213e-10,1.3128662876407806e-14
5.875920618632124e-10,0.8528386558492699,3.606384305529006e-12,2.285646708232636e-13,2.2663920062605388e-15,4.2935008412603685e-15,0.0,0.0,5.063963692971612e-09,5.8852664183128736e-15,1.925236767863357e-17,1.1120915595227492e-26,5.526589309935508e-18,1.513146296483137e-44,2.2310460376360546e-31,2.524141184759486e-31,4.1825943226711627e-32,9.673420021183208e-12,6.039133209817403e-40,1.358628253541643e-22,3.83633152741097e-37,5.054934437046679e-45,1.445431312964118e-33,3.973913588516625e-33,1.2098719151847361e-21,6.468912279872369e-44,6.9881572336129915e-43,7.382628254500051e-48,3.699817504231819e-67,4.0805965631793096e-55,1.1449511187172089e-20,1.3459919626718636e-53,2.404855056894594e-42,4.63399582655533e-53,3.76,0.0,0.7913625333467947,0.998355972973205,8.51859066191721e-18,1.2890389609108904e-43,0.00013186524487291377,0.0001318656480260117,0.0016440219529929494,3.008713298309723e-14,9.673444812799152e-12,5.067578820150471e-09,1.967247830450947e-10,1.3854071851775424e-14
6.040944933415204e-10,0.8528392247203116,3.713892579252205e-12,2.3504153257053584e-13,2.3975291970809392e-15,4.543868140922757e-15,0.0,0.0,5.206072572510223e-09,6.220301851073107e-15,2.101899858450649e-17,1.2479540494501988e-26,6.033329613526749e-18,1.7955639899283485e-44,2.5074628019079575e-31,2.8337272814009994e-31,4.701383302136796e-32,1.027321965516915e-11,7.336389301925722e-40,1.5177328525807365e-22,4.615279609945359e-37,6.244206118497479e-45,1.6280701475398788e-33,4.584191375551048e-33,1.3201394442359082e-21,7.876403555433503e-44,8.328686041386702e-43,9.048101989667701e-48,4.798484429799017e-67,5.006675567630746e-55,1.2497797487281968e-20,1.6965328010896334e-53,2.945721950756854e-42,5.844422953215913e-53,3.76,0.0,0.7913588301011235,0.9983357919331619,9.26258840589908e-18,1.5309777892205544e-43,0.00013556833652007477,0.0001355687626845446,0.0016642028503209862,3.1912855995617426e-14,1.0273246721314792e-11,5.209795764827735e-09,2.0792965519277283e-10,1.4596598745468023e-14
6.253602947678224e-10,0.8528399577901633,3.852933288520016e-12,2.4339288966904597e-13,2.5721275596578753e-15,4.877448937987853e-15,0.0,0.0,5.38919490289491e-09,6.665707657937427e-15,2.3455297486728216e-17,1.4412529608344433e-26,6.732094975058166e-18,2.2237016300517045e-44,2.9014589142994846e-31,3.2744094762986295e-31,5.441030004121334e-32,1.1074565517087185e-11,9.355208206838908e-40,1.7428893186590462e-22,5.816065106967911e-37,8.133076151724819e-45,1.8891830910849635e-33,5.479891852534488e-33,1.4720745565132542e-21,1.0074809418550927e-43,1.0370046154911522e-42,1.166609577472591e-47,6.640477312364457e-67,6.464366779653657e-55,1.3943042642266126e-20,2.2654306783387362e-53,3.795401539514818e-42,7.810396312810898e-53,3.76,0.0,0.7913540579519164,0.9983109638950292,1.0284103484844997e-17,1.898067148125716e-43,0.00014034028676356713,0.00014034074352521183,0.0016890307045221546,3.432380913327686e-14,1.107459571989418e-11,5.3930578831467394e-09,2.2282636267649524e-10,1.557841855282057e-14
6.466260961941243e-10,0.8528406908556736,3.992537585124398e-12,2.517498746183041e-13,2.7530604958810864e-15,5.223408334752386e-15,0.0,0.0,5.572310935815858e-09,7.1264991424669e-15,2.607825293245367e-17,1.65654546070481e-26,7.484321330256134e-18,2.734579754509117e-44,3.341166985277487e-31,3.7654959117482346e-31,6.266725742742843e-32,1.1907980935338847e-11,1.1833337880476061e-39,1.9922061309034663e-22,7.275429052324817e-37,1.050411720970176e-44,2.1815718514452167e-33,6.511742910152593e-33,1.6354918282755508e-21,1.2784595597834508e-43,1.2817477543531307e-42,1.4914690309570484e-47,9.091188701818397e-67,8.275865633345972e-55,1.5498519152910596e-20,2.9961792555271556e-53,4.849051789778074e-42,1.0337915007768263e-52,3.76,0.0,0.7913492858314916,0.998287400079794,1.137870546182067e-17,2.3364920872537465e-43,0.00014511220768313529,0.00014511269610468065,0.0017125943357993705,3.6797249879681156e-14,1.1908014515046425e-11,5.5763143013941996e-09,2.382383668663529e-10,1.6588016156214704e-14
6.678918976204262e-10,0.8528414239168425,4.1327053782329165e-12,2.60112518575807e-13,2.940347784432463e-15,5.581802812935436e-15,0.0,0.0,5.755420897354775e-09,7.602675095639885e-15,2.8895200677746765e-17,1.8954862599625765e-26,8.292102438366097e-18,3.34071757085101e-44,3.8301313525088864e-31,4.310807799450854e-31,7.185186117655933e-32,1.2773530768901249e-11,1.4854948511233752e-39,2.267351386428234e-22,9.038274696496436e-37,1.345925706723721e-44,2.5078037251895086e-33,7.694915276421597e-33,1.810825343372944e-21,1.610251180778134e-43,1.573418193515421e-42,1.8917225390977073e-47,1.2321444534314488e-66,1.0511050379318328e-54,1.7168504893833453e-20,3.927151007647608e-53,6.146416131500249e-42,1.3560806263328127e-52,3.76,0.0,0.7913445137398484,0.9982650361064571,1.2549002061811967e-17,2.8570973956841732e-43,0.0001498840992788938,0.00014988462042312198,0.0017349581251526335,3.932988775860931e-14,1.2773567975182883e-11,5.759565246038266e-09,2.5416566521393324e-10,1.762503305418779e-14
6.930393097908401e-10,0.8528422907768234,4.299184802546073e-12,2.70008926378216e-13,3.170047357717176e-15,6.021738616943172e-15,0.0,0.0,5.971946068510848e-09,8.185617910241878e-15,3.24867209637571e-17,2.210914096909183e-26,9.321888418409389e-18,4.199576468202751e-44,4.476969286963098e-31,5.031075141707818e-31,8.400597042083363e-32,1.3838610054173591e-11,1.9261827754728994e-39,2.6284117938355153e-22,1.1584675979037381e-36,1.7872068634174747e-44,2.940942775796902e-33,9.311681316533495e-33,2.0341330991020202e-21,2.0963884610346903e-43,1.9885768697604474e-42,2.4819233532778516e-47,1.7438752934365797e-66,1.3812199566540937e-54,1.9296940791167668e-20,5.349599205692322e-53,8.058195900905658e-42,1.8489885958639578e-52,3.76,0.0,0.7913388706435348,0.9982400549594928,1.4034172551690284e-17,3.595374748981298e-43,0.00015552695833091835,0.00015552751954217618,0.0017599390545167584,4.2396783176317966e-14,1.3838651884113069e-11,5.976257905634299e-09,2.736651046186752e-10,1.8886234120228973e-14
7.18186721961254e-10,0.8528431576307338,4.466451931434455e-12,2.799133402279622e-13,3.4086930426991787e-15,6.479235705856173e-15,0.0,0.0,6.188463384321597e-09,8.790070352768146e-15,3.637196791904152e-17,2.564774388334537e-26,1.0435766809938986e-17,5.236961800253008e-44,5.204219989349883e-31,5.839566612181346e-31,9.76761081456027e-32,1.4948774817074776e-11,2.4746752236481888e-39,3.030953127888369e-22,1.4723371648257412e-36,2.3502704941035815e-44,3.429839094185634e-33,1.1191872995109828e-32,2.275426522964418e-21,2.704457936484228e-43,2.4923129356090528e-42,3.224888901602984e-47,2.437955347177957e-66,1.7974780430842758e-54,2.1598576552446585e-20,7.207713916596686e-53,1.0463158407937266e-41,2.4935349260475217e-52,3.76,0.0,0.7913332275874677,0.9982165708923232,1.563319072768317e-17,4.4878380263085436e-43,0.000161169776377711,0.00016117037914228888,0.0017834229040487827,4.5536749228347703e-14,1.4948821648682334e-11,6.192943546962587e-09,2.9388510978507794e-10,2.0184706464166496e-14
7.433341341316678e-10,0.852844024478573,4.634506618302253e-12,2.8982580903838747e-13,3.656317533629822e-15,6.954387491674391e-15,0.0,0.0,6.40497315980842e-09,9.416030518912341e-15,4.056313517459342e-17,2.960149510119248e-26,1.1637215268881391e-17,6.481865342567312e-44,6.018539165543606e-31,6.743413322838052e-31,1.129887256405027e-31,1.6104082080446076e-11,3.15216446423374e-39,3.4780341613096524e-22,1.8565177011515725e-36,3.0628839315978346e-44,3.979403935391686e-33,1.3366833746179827e-32,2.535420151572596e-21,3.4592540963632582e-43,3.0993506230401755e-42,4.1526127800980823e-47,3.3694080728314506e-66,2.3181092635703327e-54,2.4080500338431233e-20,9.61234179815799e-53,1.3464199184110834e-41,3.328525316152569e-52,3.76,0.0,0.7913275845716464,0.9981944941960804,1.7350412490949242e-17,5.5596104678091975e-43,0.00016681255341951097,0.00016681319922374287,0.0018054993826161474,4.874474062483856e-14,1.6104134307411054e-11,6.40962248566218e-09,3.1482567649905016e-10,2.151988240335957e-14
7.684815463020817e-10,0.852844891320342,4.8033487177129425e-12,2.9974638088461684e-13,3.912953517614814e-15,7.447287382493774e-15,0.0,0.0,6.621475691133668e-09,1.0063496534812968e-14,4.507243033726727e-17,3.400247271491414e-26,1.2929714479781116e-17,7.966768186097762e-44,6.926873210818716e-31,7.750041368363099e-31,1.3007592868478388e-31,1.730457415795325e-11,3.9830684943656354e-39,3.972822091801551e-22,2.323695487390417e-36,3.9579148027164827e-44,4.594796970373874e-33,1.587034197132666e-32,2.814826782789101e-21,4.389516255659765e-43,3.8262091417703413e-42,5.302314905927087e-47,4.607095696209264e-66,2.9643643127923173e-54,2.6749800147786067e-20,1.2697207125401634e-52,1.7180943937506768e-41,4.400838688215732e-52,3.76,0.0,0.7913219415960707,0.9981737405322487,1.9190209531262945e-17,6.838837606197498e-43,0.00017245528945657195,0.00017245597978682092,0.0018262528287345085,5.2015890349749034e-14,1.7304632189661053e-11,6.6262950185055e-09,3.364868005465057e-10,2.2891203044120273e-14
7.936289584724956e-10,0.8528457581560402,4.9729780853226076e-12,3.096751030520828e-13,4.178633673374721e-15,7.958028779036122e-15,0.0,0.0,6.837971256712523e-09,1.073246655526216e-14,4.9912071404967315e-17,3.8884010271346814e-26,1.4316747128815594e-17,9.727922150100175e-44,7.936460972821324e-31,8.867172440858958e-31,1.490755231386121e-31,1.8550280168742787e-11,4.995384734631036e-39,4.5185925019984025e-22,2.888328220452532e-36,5.074043222409503e-44,5.281430370343952e-33,1.873870314419924e-32,3.1143572527364427e-21,5.528385536600353e-43,4.691344224412319e-42,6.717059674822749e-47,6.236492729153955e-66,3.76087962617351e-54,2.961356167258141e-20,1.6622539746454721e-52,2.175171378497126e-41,5.766721819138888e-52,3.76,0.0,0.7913162986607396,0.9981542306160855,2.1156969322537032e-17,8.356928259143384e-43,0.00017809798448916063,0.00017809872083180585,0.001845762527145834,5.5345517683755714e-14,1.8550344430287313e-11,6.8429614245102886e-09,3.5886847771336634e-10,2.429811813442029e-14
8.187763706429095e-10,0.8528466249856678,5.143394577814021e-12,3.196120220845137e-13,4.453390670033794e-15,8.486705071090992e-15,0.0,0.0,7.0544601183122684e-09,1.1422938761934731e-14,5.509428309527981e-17,4.428069797157173e-26,1.5801796851206734e-17,1.1805649496942068e-43,9.054835559830197e-31,1.0102824471825456e-30,1.7013106171519144e-31,1.9841217522912762e-11,6.221078925043698e-39,5.118729318881765e-22,3.566827177162111e-36,6.456574872749561e-44,6.04497296656451e-33,2.2010843058474229e-32,3.4347202071708026e-21,6.913910294086096e-43,5.715297632092459e-42,8.44643986204403e-47,8.363018456839989e-66,4.7360825634958866e-54,3.267886610155978e-20,2.1579261043404586e-52,2.733569794303336e-41,7.493287341604555e-52,3.76,0.0,0.7913106557656526,0.9981358899036277,2.325509511826935e-17,1.0148810440352293e-42,0.00018374063851755534,0.00018374142235898032,0.0018641030218133476,5.87291393185992e-14,1.984128845510404e-11,7.0596219660389596e-09,3.819707037855624e-10,2.5740085916286746e-14
8.510586834031333e-10,0.8528477377459465,5.3633157241680455e-12,3.323803628565362e-13,4.819460100866707e-15,9.19181841191283e-15,0.0,0.0,7.332362427132391e-09,1.2340829612966816e-14,6.226858044915109e-17,5.202133322263237e-26,1.7857455856785993e-17,1.5009170930040176e-43,1.066257737187895e-30,1.1876165766666043e-30,2.004144924819307e-31,2.1564735160655055e-11,8.16615913001885e-39,5.974446394511593e-22,4.634776359844133e-36,8.707532765810127e-44,7.14743000948947e-33,2.6870360003168784e-32,3.877647436280872e-21,9.124547358279638e-43,7.299392227884197e-42,1.1219791706134682e-46,1.2031900789188264e-65,6.302805937580785e-54,3.692064754505428e-20,2.982156976751492e-52,3.628463600731556e-41,1.0367760451512795e-51,3.76,0.0,0.7913034119101267,0.9981139474238583,2.6148160290285112e-17,1.2912989711946852e-42,0.00019098418347661023,0.00019098503047209505,0.0018860452219430024,6.314506367043708e-14,2.1564815327486916e-11,7.337745895856074e-09,4.1268376230031573e-10,2.764169974030029e-14
8.833409961633571e-10,0.8528488504962213,5.584533475493176e-12,3.451623825019631e-13,5.2006105446715915e-15,9.926838848428568e-15,0.0,0.0,7.610254577560011e-09,1.3294148193176406e-14,7.005344084306347e-17,6.074896467143744e-26,2.0087751243336435e-17,1.891450943693007e-43,1.2479803686078824e-30,1.3876858913345844e-30,2.3466267649151977e-31,2.3362794505324418e-11,1.0611871072882371e-38,6.933170293503162e-22,5.966157876582283e-36,1.1617779445426555e-43,8.399608909961977e-33,3.2559034901652003e-32,4.357557236941044e-21,1.1920601463441905e-42,9.237005198132678e-42,1.4745963072008123e-46,1.707790430207196e-65,8.298762218318106e-54,4.152116794576521e-20,4.071774053005224e-52,4.7654629553934e-41,1.41728278918569e-51,3.76,0.0,0.7912961681209192,0.9980936784523626,2.927437967311811e-17,1.628430344339267e-42,0.000198227660864122,0.0001982285734631005,0.001906313913734476,6.763433800818258e-14,2.3362884692391934e-11,7.615861052929271e-09,4.4458422983521627e-10,2.95990915670479e-14
9.156233089235809e-10,0.8528499632364926,5.807047535136322e-12,3.5795817476841667e-13,5.596911027951091e-15,1.0691963827956277e-14,0.0,0.0,7.888137017797815e-09,1.428289082641311e-14,7.847473284181165e-17,7.054587796748413e-26,2.250004762015454e-17,2.3641655253892763e-43,1.4524609935195152e-30,1.6124019679071265e-30,2.7322165440028846e-31,2.5235366399827034e-11,1.3661623552070785e-38,8.002844234417636e-22,7.613110243154744e-36,1.5346530601662125e-43,9.815427442810929e-33,3.917968813776212e-32,4.875930358391856e-21,1.5427321153025017e-42,1.15892638020075e-41,1.9189628952071116e-46,2.3937579188964108e-65,1.0818978045539082e-53,4.6495350197669165e-20,5.497527690921722e-52,6.19731400264375e-41,1.9158363366073595e-51,3.76,0.0,0.7912889243980286,0.9980749553536521,3.264318262559291e-17,2.036655928267369e-42,0.00020547107068074377,0.0002054720513325949,0.0019250367326758388,7.218892614450813e-14,2.5235467425974824e-11,7.893967886667699e-09,4.776720974754642e-10,3.161117462350073e-14
