Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130)
6.837666396105496e-09,0.8223834931784304,5.2710212728778765e-11,1.8215673573839876e-11,3.6539072559435935e-13,5.205443080644595e-13,0.0,0.0,4.591959098029417e-08,4.7986454910862e-13,3.0959661630348526e-14,2.7189362786158616e-22,8.977089159306686e-15,4.900315695663452e-38,5.862570088090445e-27,1.115973622729601e-20,9.634496849829366e-28,1.2435071963119682e-09,1.2670341275686647e-32,1.5250136563145948e-18,4.123847238319607e-30,6.083443602971973e-37,9.00165951422649e-20,5.216291400643215e-28,1.215248862537791e-18,1.891229441607164e-36,1.883354559235354e-36,4.857876831001708e-34,5.328314739026792e-57,7.126403152203367e-47,1.318373599518199e-17,4.887468819735373e-45,5.680524084282864e-35,1.2759716406223752e-45,3.76,0.0,0.5850762796215001,0.9978333590269702,1.1306032179233738e-14,4.407006436598125e-37,0.001155550244868426,0.0011555927409856945,0.0021665937911621294,7.263205425769369e-13,1.2435471475037017e-09,4.546885883017088e-08,2.0601549045665154e-08,6.149365641552561e-13,3.653105255364287e-14,5.051446794524517e-10,1.5223856907511883e-11,3.434848983874253e-16,3.344912903123541e-11
7.092480473133994e-09,0.8223901094999104,5.554972597149648e-11,1.9499828328587063e-11,3.9825164663395327e-13,5.679004572187304e-13,0.0,0.0,4.762774072982035e-08,5.161788935135944e-13,3.4575593021756854e-14,3.183527752876928e-22,1.0018004248726924e-14,6.249043197180654e-38,6.888107126183667e-27,1.3244809130565043e-20,1.1340181641359233e-27,1.338183107371522e-09,1.6553523783067992e-32,1.7640095148687585e-18,5.317346910779726e-30,8.13202390925677e-37,1.0310207448125418e-19,6.253280727194851e-28,1.3460659907762405e-18,2.468948801334308e-36,2.345982353620736e-36,6.433928355275421e-34,7.987309468213839e-57,9.99694722679549e-47,1.4679423320309182e-17,6.601140215202478e-45,7.324609243672986e-35,1.7367676247032963e-45,3.76,0.0,0.5850332581431186,0.9978333571716475,1.275417216330462e-14,5.609859210389163e-37,0.0011985683500584595,0.0011986140718103992,0.0021665938423214184,7.545999617011976e-13,1.3382277170395611e-09,4.714695595466262e-08,2.2165172209648108e-08,6.442673748072382e-13,4.070143015164868e-14,5.382022345800724e-10,1.6384077594308484e-11,3.8330406857570483e-16,3.596010089994703e-11
7.347294550162493e-09,0.8223967253437008,5.845127088273289e-11,2.0827426404434507e-11,4.32862349723664e-13,6.178422666350054e-13,0.0,0.0,4.9335683853671006e-08,5.538092106038731e-13,3.846250356585883e-14,3.7085759568700984e-22,1.1135804346974755e-14,7.904138160475614e-38,8.048675000621638e-27,1.5625709846214842e-20,1.3276321732261282e-27,1.4363190864478411e-09,2.142855298033644e-32,2.0299461074577136e-18,6.795139745475913e-30,1.0759711294182163e-36,1.17530578842298e-19,7.447639369405386e-28,1.4851870143299761e-18,3.193528966900205e-36,2.8993905325806014e-36,8.43776994554308e-34,1.182088703278725e-56,1.3873743517929674e-46,1.6280827296769686e-17,8.822346249698016e-45,9.358308119918432e-35,2.3390678263328603e-45,3.76,0.0,0.5849902398281763,0.9978333553408049,1.4330170734411392e-14,7.0836439682875045e-37,0.0012415832312001062,0.0012416322964842587,0.002166593865701154,7.828767809545713e-13,1.4363687025701867e-09,4.882420128266278e-08,2.378594805821865e-08,6.736418470542921e-13,4.517259699722625e-14,5.719761326724892e-10,1.7586689722163325e-11,4.2608553640126916e-16,3.8559841309866955e-11
7.60210862719099e-09,0.8224033407098367,6.141475951841481e-11,2.219847997038564e-11,4.692596213721406e-13,6.704291044555477e-13,0.0,0.0,5.104342037673709e-08,5.927546290640764e-13,4.2630210725017456e-14,4.299796637406062e-22,1.2333155708033047e-14,9.921638017017835e-38,9.356666917687788e-27,1.833198499704478e-20,1.546533099622926e-27,1.537914805685665e-09,2.750206433503101e-32,2.3247567268596124e-18,8.61146902579185e-30,1.4101264582539633e-36,1.3338597844932e-19,8.816355522884451e-28,1.6327774331475463e-18,4.0953648773611084e-36,3.5572393812099344e-36,1.0964519708666285e-33,1.728529384963574e-56,1.9060169341041242e-46,1.799113037336297e-17,1.1675960245467739e-44,1.1855008870051224e-34,3.1193079538829143e-45,3.76,0.0,0.5849472246764407,0.9978333535200061,1.6040714715937008e-14,8.877546639393786e-37,0.0012845948885301416,0.0012846474152362298,0.0021665938757386184,8.111510122101829e-13,1.5379697887272915e-09,5.050061915601842e-08,2.5463872939245058e-08,7.030514869412969e-13,4.995432820803427e-14,6.06442121969779e-10,1.8831689426187256e-11,4.719353051563035e-16,4.124813677015337e-11
7.856922704219489e-09,0.8224099555983528,6.444010406547068e-11,2.3613001155254137e-11,5.07480068129073e-13,7.257202546638551e-13,0.0,0.0,5.275095032388914e-08,6.330142779997553e-13,4.7088537275536634e-14,4.963276955493837e-22,1.3612718042979237e-14,1.2365542912406663e-37,1.082515579814465e-26,2.1394959113195217e-20,1.7931049193862736e-27,1.6429699373905489e-09,3.501474753093442e-32,2.6504390669392848e-18,1.08285397761671e-29,1.8316549750703534e-36,1.5075412317140543e-19,1.0377552332789353e-27,1.788996593482437e-18,5.2098154565977525e-36,4.3346637050444414e-36,1.4126101894203365e-33,2.499120860839607e-56,2.5937027690846166e-46,1.981347726777458e-17,1.5311801822505202e-44,1.4898597773032753e-34,4.121644460970802e-45,3.76,0.0,0.5849042126876789,0.9978333517018775,1.789262849061382e-14,1.1047713608960749e-36,0.0013276033222853222,0.0013276594282952542,0.002166593879807582,8.394226618933494e-13,1.6430306603021256e-09,5.217623309909516e-08,2.7198943200815308e-08,7.324890845362521e-13,5.5056332077638616e-14,6.415767669437176e-10,2.011907284399843e-11,5.209593497873619e-16,4.4024774286857057e-11
8.111736781247986e-09,0.8224165700092848,6.752721684162602e-11,2.5071002047119924e-11,5.475601173617362e-13,7.83774917216084e-13,0.0,0.0,5.445827371998165e-08,6.745872869372057e-13,5.184731129273053e-14,5.705491116723198e-22,1.49771445357499e-14,1.5308646748716404e-37,1.2467907921196752e-26,2.48477725240959e-20,2.0698791426379973e-27,1.7514841539912057e-09,4.424558756398504e-32,3.0090549709604285e-18,1.3517361108748346e-29,2.3594134692796827e-36,1.697228017504076e-19,1.2150518873973607e-27,1.9539979111419808e-18,6.577813968228717e-36,5.2483733776130665e-36,1.8053499906585034e-33,3.574877845319941e-56,3.4978924594840815e-46,2.1750975417499077e-17,1.9908555623485607e-44,1.8584514636611346e-34,5.399267722095502e-45,3.76,0.0,0.5848612038616583,0.9978333498845324,1.9892873274330363e-14,1.365798199875265e-36,0.0013706085327023878,0.001370668335890254,0.0021665938797946044,8.676917328462086e-13,1.7515510022078118e-09,5.385106584642831e-08,2.899115519123662e-08,7.619485277381262e-13,6.048825052719658e-14,6.773574208366838e-10,2.1448836115101408e-11,5.732636169293555e-16,4.6889541361766076e-11
8.621364935304984e-09,0.8224297973985369,7.38863970048959e-11,2.8117491099869278e-11,6.334438414409108e-13,9.084111598279369e-13,0.0,0.0,5.787230095839421e-08,7.616699050251698e-13,6.230554043542731e-14,7.454049851291559e-22,1.7971170189361727e-14,2.3033134108532156e-37,1.633481343006594e-26,3.3064775493753435e-20,2.724928715361566e-27,1.9788885321332933e-09,6.919818145008062e-32,3.833654089572547e-18,2.0643914005255285e-29,3.8259202090872894e-36,2.1282237382192653e-19,1.6414928395078727e-27,2.3109322928351266e-18,1.0270228534967919e-35,7.559996180626211e-36,2.8840541030247235e-33,7.104150728281677e-56,6.205127406231078e-46,2.5983671486922476e-17,3.2871771387009514e-44,2.8329799501326666e-34,9.047877392823584e-45,3.76,0.0,0.5847751956969105,0.9978333462471506,2.436688057186304e-14,2.0497511045455997e-36,0.0014566092844690382,0.0014566768356037909,0.0021665938725670885,9.242221466469914e-13,1.978968837196436e-09,5.719847489986668e-08,3.274698975295497e-08,8.209131110602268e-13,7.238006966973593e-14,7.507699561338916e-10,2.423548678354827e-11,6.881364639416366e-16,5.2882616665133204e-11
9.130993089361981e-09,0.8224430228778742,8.049160115821195e-11,3.133804300529227e-11,7.271986582025758e-13,1.0448097563772115e-12,0.0,0.0,6.128550229075697e-08,8.539955279461019e-13,7.408362817408036e-14,9.605621693401477e-22,2.1336328195071448e-14,3.388867178607181e-37,2.1081884396936597e-26,4.328580970429531e-20,3.53507606419235e-27,2.220125321011081e-09,1.0554330581931669e-31,4.8163223117741605e-18,3.0771008914966274e-29,6.034052254886827e-36,2.634242903616014e-19,2.1788361958260234e-27,2.7046972730120303e-18,1.5638215824333847e-35,1.066130495055675e-35,4.4854362617530165e-33,1.3616660891720165e-55,1.06767208899572e-45,3.071334927260746e-17,5.275213982635678e-44,4.212966774122335e-34,1.4733034945765899e-44,3.76,0.0,0.5846892001803361,0.9978333426049485,2.952113560988073e-14,3.0091831389319563e-36,0.0015425971457236494,0.0015426729162078881,0.00216659385697038,9.807422633479227e-13,2.2202207744420003e-09,6.05430133874363e-08,3.6731347415226345e-08,8.799127615685728e-13,8.570561052567193e-14,8.26513343563956e-10,2.7191610569075188e-11,8.174008543961367e-16,5.922567256557859e-11
9.640621243418978e-09,0.8224562464475786,8.734213253127996e-11,3.4732752967437575e-11,8.29109614477898e-13,1.1934412948883679e-12,0.0,0.0,6.469787791585359e-08,9.515572070382795e-13,8.726038836417695e-14,1.2227600274740076e-21,2.5093610647454818e-14,4.887260139553204e-37,2.684555076437578e-26,5.584500924939819e-20,4.526401589404472e-27,2.475191901954641e-09,1.574134008953103e-31,5.975838300780276e-18,4.4883021045763566e-29,9.283733418030549e-36,3.2229670627669404e-19,2.8470157079719393e-27,3.136327666594414e-18,2.328476867388739e-35,1.4753635069025343e-35,6.811005431267978e-33,2.525476000546173e-55,1.7870163160086825e-45,3.596357096741546e-17,8.25323018767047e-44,6.128600203361026e-34,2.338320144546018e-44,3.76,0.0,0.5846032173100748,0.9978333389484527,3.54161807737403e-14,4.331545760990815e-36,0.0016285721183594928,0.0016286565795333237,0.002166593842479844,1.0372520893449458e-12,2.4753042951038076e-09,6.388483736233506e-08,4.094419897235727e-08,9.389243827667757e-13,1.005396644342613e-13,9.044322081843795e-10,3.031717661364589e-11,9.619033458412209e-16,6.59170268067296e-11
9.999999999999999e-09,0.8224694681079318,9.232009990877815e-11,3.72313889309899e-11,9.060318451497755e-13,1.3058622800572354e-12,0.0,0.0,6.710371510433114e-08,1.0234998909319701e-12,9.743604529100286e-14,1.439982127380118e-21,2.7990249990940177e-14,6.258183155020485e-37,3.160131137961325e-26,6.630462462056556e-20,5.349959786363083e-27,2.6633727721284025e-09,2.061407894646443e-31,6.9105140486450334e-18,5.788452503141033e-29,1.2411063188272703e-35,3.692149597560798e-19,3.40874612415711e-27,3.463992466918647e-18,3.0456883546363873e-35,1.836235097882374e-35,9.025419180152067e-33,3.834393509033066e-55,2.5309228052705186e-45,3.9991374054671446e-17,1.1160685043001944e-43,7.887446904772467e-34,3.1937744439511667e-44,3.76,0.0,0.5845425916511341,0.9978333363586079,4.005251080588052e-14,5.540222755040563e-36,0.0016891920624025436,0.0016892829354115339,0.002166593835697107,1.0770954132028732e-12,2.6634982419211743e-09,6.62398667579641e-08,4.405237178600073e-08,9.805363020993128e-13,1.1194731314350122e-13,9.606078131472095e-10,3.262311483329393e-11,1.0734236727434866e-15,7.08441235918955e-11
1.0150249397475976e-08,0.8224694681079318,9.44372964270506e-11,3.830171552884387e-11,9.394589635977665e-13,1.3547750314873998e-12,0.0,0.0,6.810942803243539e-08,1.0543480003544434e-12,1.0191471821960911e-13,1.5395178027211489e-21,2.92639067057543e-14,6.9223621977534995e-37,3.377456838869694e-26,7.110887226078471e-20,5.727839742402627e-27,2.7440856572213865e-09,2.3009898389423764e-31,7.3319832618496e-18,6.420652949750402e-29,1.396944728083522e-35,3.9023518429233003e-19,3.668112013103337e-27,3.606782232642927e-18,3.398010952678283e-35,2.0074211091029938e-35,1.0122343132651404e-32,4.5461292705398014e-55,2.9169956304171205e-45,4.1757343768961995e-17,1.262142116065984e-43,8.740919566544371e-34,3.6267424722504133e-44,3.76,0.0,0.5845172470842666,0.9978333352738734,4.211467915955576e-14,6.125518654390435e-36,0.0017145342042695552,0.0017146278274106034,0.002166593832887616,1.0937516308533376e-12,2.7442168812480795e-09,6.722409258964033e-08,4.538551522212094e-08,9.97931752151533e-13,1.1695600310622521e-13,9.843814570758377e-10,3.361215407230692e-11,1.1224900464013639e-15,7.295500495402179e-11
1.0659877551532973e-08,0.8224826878592146,1.0177640021526454e-10,4.204502456462249e-11,1.0585261894468012e-12,1.529278894551151e-12,0.0,0.0,7.152015283921308e-08,1.1623609726560917e-12,1.1812559783882004e-13,1.9191918131290843e-21,3.386800308781732e-14,9.646390673697831e-37,4.2030402536686826e-26,8.947725027784602e-20,7.171350354084092e-27,3.026803969522225e-09,3.302896318984889e-31,8.905533109059997e-18,9.025240399379822e-29,2.0602688919137866e-35,4.680615954158395e-19,4.666440685874985e-27,4.116949075413266e-18,4.869599539260802e-35,2.6900089043847387e-35,1.4754388589742216e-32,7.964443340843158e-55,4.654194034233921e-45,4.811713305642682e-17,1.8908837854771306e-43,1.2246813709033783e-33,5.509422523971473e-44,3.76,0.0,0.5844312895010509,0.9978333315860275,4.9681392105811117e-14,8.524780248605548e-36,0.0018004834053465392,0.0018005866616699617,0.002166593823378953,1.1502408865028183e-12,3.026956015374124e-09,7.056091522639968e-08,5.0055266965743827e-08,1.0569236950491003e-12,1.3502739235489827e-13,1.0662256010505868e-09,3.7076512104841335e-11,1.300006616034809e-15,8.033794035837615e-11
1.116950570558997e-08,0.8224959057017092,1.0935875332601726e-10,4.5962773284431385e-11,1.186588030318332e-12,1.7174194888437003e-12,0.0,0.0,7.493005253488369e-08,1.275589195407731e-12,1.359720897333375e-13,2.3710342492262402e-21,3.892658456168017e-14,1.3244583636808022e-36,5.178759924849276e-26,1.1138428668598904e-19,8.892093168290347e-27,3.323344221987548e-09,4.663485291966954e-31,1.0718250687825071e-17,1.24862323018662e-28,2.983808605940558e-35,5.566230662409448e-19,5.868637643224152e-27,4.667650676183641e-18,6.864470394668329e-35,3.555227829338535e-35,2.1130675789795734e-32,1.361221932088878e-54,7.273079618958412e-45,5.50648752648144e-17,2.7805404210272424e-43,1.6884468307620722e-33,8.213198081385623e-44,3.76,0.0,0.5843453445585682,0.9978333278884565,5.818315691861736e-14,1.1692216098420075e-35,0.001886419723482863,0.001886533084141362,0.0021665938104145567,1.2067198554825354e-12,3.323519180380358e-09,7.389543245822691e-08,5.495342500789243e-08,1.1158926831001154e-12,1.548256056478022e-13,1.1498381194666111e-09,4.0710219875321146e-11,1.4952982678038603e-15,8.806417412004038e-11
1.1679133859646968e-08,0.8225091216356962,1.1718366724334654e-10,5.005505423915483e-11,1.32391850257248e-12,1.9196620996398726e-12,0.0,0.0,7.833912731814265e-08,1.3940257467711522e-12,1.5553333835874394e-13,2.9052534988378803e-21,4.446023443487826e-14,1.794036047793713e-36,6.323414505791907e-26,1.3729930621650522e-19,1.092860553510944e-26,3.6337037984078125e-09,6.486233402345537e-31,1.2792878052905586e-17,1.7025993868381338e-28,4.2503549167467256e-35,6.56790971329169e-19,7.303741970165333e-27,5.259648578880352e-18,9.532306967417704e-35,4.640004089051674e-35,2.978068637082493e-32,2.2744045296321665e-54,1.1150961703776085e-44,6.262199046252216e-17,4.019970223398594e-43,2.2939273442245913e-33,1.203542012897874e-43,3.76,0.0,0.584259412254959,0.997833324178968,6.768886478952629e-14,1.5824593908825743e-35,0.0019723431605706615,0.0019724670966544977,0.002166593796188513,1.263188542960023e-12,3.6339038598049064e-09,7.722776309492773e-08,6.007996015666034e-08,1.174833777171443e-12,1.7642143748045876e-13,1.235100865652763e-09,4.451324655637521e-11,1.7092097691506751e-15,9.613205505259367e-11
1.2188762013703965e-08,0.8225223356614577,1.2525045549884165e-10,5.43219593223209e-11,1.4707889240943449e-12,2.1364706968354292e-12,0.0,0.0,8.174737738766949e-08,1.5176637115997407e-12,1.7688856964803983e-13,3.5330759770960125e-21,5.048943504148092e-14,2.400100516592875e-36,7.657181516613614e-26,1.6772765585657316e-19,1.3322983310616933e-26,3.957880083183335e-09,8.897969138664871e-31,1.5153128803181996e-17,2.291070012213174e-28,5.963489445027027e-35,7.694599703368865e-19,9.00327615554447e-27,5.893647738637882e-18,1.3056204238364322e-34,5.986537130856623e-35,4.135952400481444e-32,3.721857267679908e-54,1.679923386709359e-44,7.080939462922229e-17,5.7223333252038345e-43,3.0750212760777794e-33,1.7361377957427034e-43,3.76,0.0,0.5841734925883643,0.9978333204548001,7.826943891010191e-14,2.115774375887053e-35,0.002058253718501784,0.0020583887010387904,0.0021665937834653127,1.3196469534065044e-12,3.958107537775422e-09,8.055801812610106e-08,6.543484322355525e-08,1.2337438808976212e-12,1.9988471656926723e-13,1.3219035120217956e-09,4.848556132820381e-11,1.942585443173695e-15,1.0453993964711963e-10
1.2698390167760962e-08,0.8225355477792747,1.3355843366527373e-10,5.876357976849847e-11,1.6274679375496867e-12,2.3683079390431693e-12,0.0,0.0,8.515480294211672e-08,1.6464961814327929e-12,2.0011709054674555e-13,4.2668094003616216e-21,5.70345682265926e-14,3.174390168531748e-36,9.201651044533686e-26,2.0321149870559963e-19,1.6121064948890157e-26,4.2958704610979995e-09,1.2052810918028108e-30,1.782368047343269e-17,3.0456470156293877e-28,8.25153810728262e-35,8.95547088463091e-19,1.1001323779406334e-26,6.570300552232351e-18,1.7658220860271791e-34,7.642765605079027e-35,5.667010168463758e-32,5.974461988082593e-54,2.490212800089526e-44,7.964751163707655e-17,8.030266367799417e-43,4.0716748389908515e-33,2.4685058673663378e-43,3.76,0.0,0.584087585556925,0.9978333167165683,8.999781278384731e-14,2.797227799674271e-35,0.002144151399167797,0.002144297899123391,0.002166593771631454,1.3760950862426687e-12,4.296127698782815e-09,8.388630123886561e-08,7.101804502348628e-08,1.292621226505413e-12,2.2528431886372864e-13,1.410143032828805e-09,5.262713337457917e-11,2.196269169899167e-15,1.132861920365477e-10
1.320801832181796e-08,0.8225487579894283,1.421069193502469e-10,6.33800061572057e-11,1.7942215334406405e-12,2.615635177675174e-12,0.0,0.0,8.856140418011576e-08,1.7805162544898098e-12,2.252982885497622e-13,5.119907401385388e-21,6.411591582829092e-14,4.154334306646525e-36,1.0979858395846237e-25,2.4433056359316446e-19,1.9372618700582473e-26,4.6476723174009794e-09,1.6136564770288403e-30,2.083016698212335e-17,4.0036041324621015e-28,1.127205760667929e-34,1.0359908376628044e-18,1.3334604756134346e-26,7.290210599081297e-18,2.3605565787501517e-34,9.66285085121422e-35,7.668800857441375e-32,9.421101442435088e-54,3.636432344024076e-44,8.915628494583132e-17,1.1121874526483265e-42,5.3306206418709595e-33,3.4633696581749593e-43,3.76,0.0,0.5840016911587822,0.9978333129660044,1.0294890873173738e-13,3.6599878793761975e-35,0.0022300362044599836,0.00223019469273718,0.002166593758957089,1.4325329416575774e-12,4.6479618277629895e-09,8.721270930098797e-08,7.682953637475156e-08,1.3514649998193009e-12,2.526881803824007e-13,1.499723221406777e-09,5.693793188436476e-11,2.4711043875423e-15,1.2236918396016136e-10
1.3717646475874957e-08,0.8225619662922001,1.5089523218987117e-10,6.817132841951764e-11,1.9713130729679486e-12,2.8789124610124523e-12,0.0,0.0,9.196718130028504e-08,1.919717035664792e-12,2.525116312410308e-13,6.107035389720514e-21,7.175366015739481e-14,5.383793467220414e-36,1.3016315764626792e-25,2.9170285310154733e-19,2.313153283538593e-26,5.0132830380467e-09,2.1371610302089955e-30,2.4199171134204136e-17,5.208600074202972e-28,1.5216896525852715e-34,1.1917503762356089e-18,1.6042548235113065e-26,8.053936118748094e-18,3.12174575589149e-34,1.210767745075237e-34,1.025892225620569e-31,1.461233224206189e-53,5.23689096588601e-44,9.935518902246747e-17,1.5217624999597802e-42,6.906166654073774e-33,4.79966068014638e-43,3.76,0.0,0.583915809392078,0.9978333092030592,1.1719961658760587e-13,4.74301811034797e-35,0.002315908136269341,0.0023160790837087647,0.00216659374549392,1.4889605243131199e-12,5.0136074103368386e-09,9.053733281232923e-08,8.286928809902584e-08,1.4102750516632951e-12,2.8216330987691917e-13,1.5905542389986622e-09,6.141792605574285e-11,2.7679340937539244e-15,1.3178729472827004e-10
1.473690278398895e-08,0.8225883771767224,1.6918862798227215e-10,7.827901703595025e-11,2.3575504165620926e-12,3.455150863563644e-12,0.0,0.0,9.877626398151581e-08,2.2136331752830952e-12,3.133530187291786e-13,8.548508076525676e-21,8.877857346195552e-14,8.803892073056781e-36,1.796959491019385e-25,4.0787435737196664e-19,3.240876537929288e-26,5.7859206182869095e-09,3.6402345226819456e-30,3.2135763562069046e-17,8.571167688040313e-28,2.6854914768635707e-34,1.553151990627496e-18,2.2754101062555436e-26,9.714858405697048e-18,5.301994852432505e-34,1.8551873848910344e-34,1.7794318909513677e-31,3.3642609611168717e-53,1.0459842674351046e-43,1.218990083321294e-16,2.75659751332458e-42,1.1267394468403236e-32,8.915362308826696e-43,3.76,0.0,0.5837440837455523,0.9978333016399356,1.499171389026794e-13,7.759459161134371e-35,0.002487613387002145,0.0024878106650384076,0.0021665937162982647,1.6017848769755224e-12,5.7863228807507205e-09,9.718155877339557e-08,9.563345597011118e-08,1.5277956401286884e-12,3.475908458242961e-13,1.775638815886194e-09,7.088537819730251e-11,3.430946766971411e-15,1.5162242768394312e-10
1.5654233461291543e-08,0.822612140452366,1.8646610896368768e-10,8.797496961087995e-11,2.7431087965357213e-12,4.032903245426566e-12,0.0,0.0,1.0490162190382505e-07,2.4958066874551397e-12,3.758590447370911e-13,1.1378544884457995e-20,1.0620432026002895e-13,1.3336836577442835e-35,2.3587972640786966e-25,5.408209551797447e-19,4.3125307778198954e-26,6.528494543347305e-09,5.705111167401573e-30,4.080435173229522e-17,1.3040057913243947e-27,4.333372669955192e-34,1.940810803209056e-18,3.052931471183438e-26,1.1364318591021601e-17,8.28876554551938e-34,2.657138503340919e-34,2.829442683492258e-31,6.802228247034314e-53,1.875207008409506e-43,1.4473484678209598e-16,4.549618300358186e-42,1.7006077527054128e-32,1.5042744108365868e-42,3.76,0.0,0.5835895738445606,0.9978332947843019,1.8461848174203464e-13,1.1765195386297994e-34,0.00264210410431508,0.002642326689537813,0.002166593693822907,1.7032916880111745e-12,6.528976761645254e-09,1.031560507924558e-07,1.0790156488152778e-07,1.6334546204985971e-12,4.14213049218973e-13,1.945707590473075e-09,7.99844254109663e-11,4.11132729894357e-15,1.7060404880574195e-10
1.6571564138594136e-08,0.8226358975524639,2.0451014095640032e-10,9.823895390714406e-11,3.1661401099790545e-12,4.669429310135408e-12,0.0,0.0,1.1102431277244436e-07,2.7946587657023286e-12,4.4618871173941213e-13,1.493350444239982e-20,1.2574216904865864e-13,1.9746200718913213e-35,3.04949516381343e-25,7.054551571046876e-19,5.653282194345327e-26,7.315768560231774e-09,8.719401069997617e-30,5.110350119474245e-17,1.9369387894004818e-27,6.8035405527607826e-34,2.3938719686330267e-18,4.026269566985756e-26,1.3162668473367394e-17,1.263764772528175e-33,3.727771413064288e-34,4.380670858568562e-31,1.322422801687505e-52,3.2536305875630553e-43,1.7008929107586716e-16,7.300273240373072e-42,2.505585967101414e-32,2.466443830348601e-42,3.76,0.0,0.5834351048405403,0.9978332878838815,2.2481407164275867e-13,1.7442233429140402e-34,0.0027965531409394903,0.002796802557902633,0.0021665936734957324,1.8047652524778113e-12,7.316340672625355e-09,1.091259189904676e-07,1.2090878377324152e-07,1.7390153565106446e-12,4.885472027307888e-13,2.1186812243009943e-09,8.963118783454917e-11,4.8760602649697935e-15,1.906465923553697e-10
1.748889481589673e-08,0.8226596484786545,2.2331682859930625e-10,1.090714711569529e-10,3.6280881516625117e-12,5.3673654717511805e-12,0.0,0.0,1.1714433774502457e-07,3.1101494383573207e-12,5.248083107392435e-13,1.9351812463305884e-20,1.4750628672725826e-13,2.864173753025201e-35,3.8890740249659284e-25,9.068446317951211e-19,7.312070428649492e-26,8.147727443169638e-09,1.3030132901679049e-29,6.32215847875785e-17,2.8162180376265172e-27,1.0423710430039442e-33,2.918577767303428e-18,5.22909614035002e-26,1.5111900437121904e-17,1.8841651844925106e-33,5.134106567924618e-34,6.622705978457931e-31,2.4817329170006964e-52,5.4819962509072155e-43,1.980603675659501e-16,1.1422757543693234e-41,3.613038768599744e-32,3.9416370410611904e-42,3.76,0.0,0.5832806767226625,0.9978332809437042,2.7102073254879055e-13,2.5342664454555924e-34,0.002950960507893424,0.002951238280787528,0.002166593650299025,1.906205571064224e-12,8.148399968444786e-09,1.1509151042039929e-07,1.34654942597788e-07,1.8444837131344927e-12,5.709521808791615e-13,2.2942165349815794e-09,9.982548605886614e-11,5.730046254648288e-15,2.1174087562996977e-10
1.840622549319932e-08,0.8226833932325757,2.4288229732811455e-10,1.2047301593618207e-10,4.130370872965296e-12,6.129334784713267e-12,0.0,0.0,1.232616979790288e-07,3.4422388033664023e-12,6.121849375230933e-13,2.4790233124497788e-20,1.7160983288095676e-13,4.0783169774837755e-35,4.899328238882696e-25,1.150502699353866e-18,9.343779032974334e-26,9.024355971722854e-09,1.9082421148377206e-29,7.735635703322244e-17,4.016794532745321e-27,1.5623388139739946e-33,3.521331818366453e-18,6.698433968013482e-26,1.7213734523340273e-17,2.7531464030749165e-33,6.95478436677119e-34,9.800296634607246e-31,4.511990903134955e-52,8.99579432698492e-43,2.28742000885072e-16,1.7473703413115666e-41,5.110402839676153e-32,6.155583478687961e-42,3.76,0.0,0.5831262894801026,0.9978332739629044,3.2377430744362743e-13,3.6158721557322513e-34,0.0031053262161919552,0.0031056338688443172,0.002166593625110474,2.0076126595824295e-12,9.025140008978637e-09,1.2105313229805593e-07,1.4913987134222294e-07,1.949865630257483e-12,6.617780768533975e-13,2.472010182860602e-09,1.10567140736166e-10,6.678181325364603e-15,2.338777926422633e-10
1.9323556170501914e-08,0.8227071318158653,2.6320269325926467e-10,1.3244407622046138e-10,4.674380782210294e-12,6.9579470185305875e-12,0.0,0.0,1.2937639463172004e-07,3.79088702818266e-12,7.087864843286732e-13,3.14252723290403e-20,1.9816496846104997e-13,5.710625197297859e-35,6.103872495042821e-25,1.4423960500013485e-18,1.1809643115622282e-25,9.945638931510436e-09,2.743982989841055e-29,9.371482149842759e-17,5.6307554803668285e-27,2.2957396253078922e-33,4.208688430810131e-18,8.474760154948752e-26,1.94696524991285e-17,3.950360326979928e-33,9.281280121168958e-34,1.4225017979763045e-30,7.971744135662264e-52,1.441348878791737e-42,2.6222418799429776e-16,2.6189738912914835e-41,7.103577886261035e-32,9.414798870331267e-42,3.76,0.0,0.5829719431020377,0.9978332669381818,3.836292867297219e-13,5.074867643064433e-34,0.003259650276847188,0.0032599893327219806,0.002166593601243097,2.108986540533683e-12,9.946546159948068e-09,1.2701105663995067e-07,1.6436340002791595e-07,2.0551667252271166e-12,7.613664144499143e-13,2.6517940332301965e-09,1.2185597259256875e-10,7.725357022383717e-15,2.570483134802673e-10
