Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248),C2F5(2339)
7.382567153822085e-07,0.7909472111535366,4.227746258327659e-07,1.1102892869222953e-07,3.30862494855966e-08,3.6768023877639197e-07,0.0,0.0,1.333389459759874e-06,8.414674769062363e-10,5.413232510121057e-09,2.0659534595722333e-08,2.9350677965100315e-09,8.051942474379544e-21,8.940416895861781e-15,3.461933112343039e-10,9.902272723000086e-07,1.3577351055726804e-06,5.29519400731016e-14,1.6492209545150464e-14,1.0813816891922567e-11,2.0794133589667875e-17,3.423079205746404e-10,4.9258118189576346e-14,1.8966346550455117e-11,2.1752579676578212e-13,5.357788605330311e-19,2.0298851893414793e-13,7.89676032629251e-13,3.06030034929243e-14,2.117606385533199e-12,4.01921471740126e-18,2.276798920022733e-18,1.415750252820178e-16,3.76,0.0,0.9781050005678675,0.9989988494649145,1.3796027048410964e-07,2.6374406453651186e-07,0.02783903611386809,0.027846497590910697,0.000998291478420219,3.945221467175436e-12,1.3478045672227345e-06,2.0323365892242076e-06,2.793156522755702e-06,8.689088587065685e-11,1.4242292998001715e-11,2.7182287222907808e-08,3.6983158710107764e-09,6.59323949426469e-11,4.472778216967021e-07,4.0583373885475005e-14,8.042116568042578e-11,3.303916232883772e-08,5.2626262744537145e-08,2.1547132832987985e-07,3.799286293584236e-07,5.608275852529947e-09,4.993392610728929e-10,3.484642836170436e-09,9.587736563822466e-10,4.99777988699161e-09,3.769429621912285e-12,3.4386438398052163e-08,7.656628769423539e-17,1.574165037074293e-11,2.4766446291401286e-13,2.019927816071897e-10,2.104731112473377e-11,1.1622190383828441e-17,1.4343666087260022e-11,1.6625092863384227e-14,2.319922591385102e-13,8.161725033536703e-13,1.3814174098846357e-11,3.367185890896907e-10,6.895513134993086e-13,7.017856225724975e-17,3.2360411633668856e-13,4.539777628870408e-13,2.1306610038672993e-10,1.6037737579660804e-12,5.726168425886204e-12,1.2293792718702717e-17,4.4018258533784316e-13,1.544619957533854e-09,6.273706327799455e-12,5.21402051292028e-16,1.1128597104623328e-15,3.788365158767219e-16,4.949763859261513e-13,2.393857565077063e-19,1.3082927921239912e-14,3.0570283775502525e-17,5.777293810850529e-12,5.135287330686416e-15,7.824549548147383e-16,2.249906400835616e-23,1.9166367861945675e-07,1.4290867048482833e-14,5.882420809424314e-15,1.2301392282339468e-06,2.1868658303135808e-10,6.761935436148528e-18,7.961535090689334e-14,5.43878683378556e-10,1.2700628346645174e-18,9.94833479840647e-10,1.2983278208184557e-09,3.4972537236622833e-16,2.1303001644562424e-15,1.4316193790243342e-15,8.762368984868105e-15
7.430440344679432e-07,0.7909715215815835,4.2700392736597917e-07,1.1266127710210657e-07,3.348092145388754e-08,3.7388342153243753e-07,0.0,0.0,1.3420993400602014e-06,8.5198135162616e-10,5.559430165818204e-09,2.080322432668987e-08,3.0066184495648786e-09,8.180735928645966e-21,8.996136661860902e-15,3.464944083308331e-10,9.951660934987761e-07,1.3753560962549884e-06,5.4570945152602253e-14,1.6836768263124308e-14,1.1052026058301555e-11,2.1267214123504436e-17,3.422753047535281e-10,5.043975181176117e-14,1.9063426205873813e-11,2.2353865561912782e-13,5.501657047369463e-19,2.065997769815844e-13,8.033163853735312e-13,3.093157939676749e-14,2.154712576326757e-12,4.1379947102945296e-18,2.3498017371976194e-18,1.4681647675086165e-16,3.76,0.0,0.9779269470493862,0.998998820572304,1.405867135550237e-07,2.668956421544409e-07,0.028016992791289455,0.02802455106881763,0.0009982914461048717,3.970328375983127e-12,1.3652376972162824e-06,2.05099916951877e-06,2.8293684703618048e-06,8.768844873768395e-11,1.4445977588749787e-11,2.743445208050812e-08,3.7400688128282945e-09,6.751549031052819e-11,4.5307911195492185e-07,4.098305108668814e-14,8.094544944666983e-11,3.328320834773972e-08,5.313617596467118e-08,2.188108131468202e-07,3.85791335693018e-07,5.708666124393216e-09,5.088643180238392e-10,3.5644078157048666e-09,9.73962936575633e-10,5.139696157853626e-09,3.856482368138234e-12,3.468510161916699e-08,7.832745497317487e-17,1.6032078294806973e-11,2.5203629188427735e-13,2.0805241755130506e-10,2.1203069134561832e-11,1.1888833414851476e-17,1.4361974762624638e-11,1.685965763614913e-14,2.3775108691964086e-13,8.436410054616921e-13,1.3942309811609336e-11,3.412282729697634e-10,7.092262948392502e-13,8.003736902005104e-17,3.328184327095774e-13,4.610951342606485e-13,2.1504103548816198e-10,1.6326853973894482e-12,5.885797617152117e-12,1.2636341441128257e-17,4.555919548738237e-13,1.5774795068145147e-09,6.395656748609727e-12,5.315474362532515e-16,1.1137146251281872e-15,3.7914670148076455e-16,5.074477718693631e-13,2.460095152622046e-19,1.3373530875193006e-14,3.144636011220967e-17,5.939980685284786e-12,5.248527408490938e-15,7.974362377523799e-16,2.3130217176927262e-23,1.945699850480681e-07,1.451427688699455e-14,6.019544144914787e-15,1.2379085852462451e-06,2.222900170405937e-10,6.77175592650922e-18,8.187771478753679e-14,5.516256637878735e-10,1.2875565188192436e-18,1.0012526574430212e-09,1.3239743667218137e-09,3.56038913189154e-16,2.215109389617153e-15,1.464978010648916e-15,8.98547243634984e-15
7.47831353553678e-07,0.7909958276343995,4.312459266755518e-07,1.1430439425985068e-07,3.3877391573483923e-08,3.8014768503575e-07,0.0,0.0,1.3508117081419061e-06,8.625557364686976e-10,5.7088975422677775e-09,2.094709774362016e-08,3.079349396197379e-09,8.310736805149487e-21,9.051833077955854e-15,3.468003682428723e-10,1.0000891507902756e-06,1.393090656868323e-06,5.62275053402484e-14,1.7186088934050715e-14,1.1293830537530958e-11,2.1747793820620084e-17,3.4224295781744973e-10,5.16414285412429e-14,1.916020522089503e-11,2.296755159163369e-13,5.648483417017867e-19,2.102484599580733e-13,8.170919101896877e-13,3.1260848234170724e-14,2.1922322005817086e-12,4.259328276493282e-18,2.424540363762613e-18,1.5221168944810394e-16,3.76,0.0,0.977748925781285,0.9989987915398084,1.4324415003437394e-07,2.7006263988252894e-07,0.028194916670585546,0.028202572372637316,0.0009982914136505978,3.995429111884303e-12,1.3827815800103459e-06,2.0697338912969232e-06,2.865811949008587e-06,8.848906434332908e-11,1.4651118644905198e-11,2.7687599101692612e-08,3.781992173195442e-09,6.912761511185622e-11,4.5891756906344807e-07,4.138523662866619e-14,8.146975482113917e-11,3.352766512317853e-08,5.3648154960360286e-08,2.2218301948661766e-07,3.9170917495664565e-07,5.810175295756857e-09,5.18503542083514e-10,3.6454253512742304e-09,9.892932513175362e-10,5.284588921155075e-09,3.9449141375420884e-12,3.498470850978072e-08,8.011639794459725e-17,1.632596220697375e-11,2.564579461212514e-13,2.1425101177427955e-10,2.135908261354918e-11,1.2159669743475372e-17,1.4380584891505826e-11,1.7096250988216277e-14,2.436130134184776e-13,8.718297295620257e-13,1.4070939842030957e-11,3.457743618330882e-10,7.293157966698686e-13,7.462017729188593e-17,3.42236532611602e-13,4.682804248451939e-13,2.1702470939664933e-10,1.6619209993317278e-12,6.048677697669489e-12,1.2985857546560373e-17,4.714279039703134e-13,1.6108324519740906e-09,6.519146269471323e-12,5.418207763837566e-16,1.1145847486560047e-15,3.79462155285823e-16,5.201478619690212e-13,2.5277002880450044e-19,1.366881592433998e-14,3.234207659386697e-17,6.106222823587229e-12,5.363580524812056e-15,8.126206012757436e-16,2.3774731772490018e-23,1.9750312508224695e-07,1.473980765665153e-14,6.1590291314571535e-15,1.2456752649517502e-06,2.2592661686971122e-10,6.7817297495663796e-18,8.418753149051249e-14,5.594281563742042e-10,1.3051812360377834e-18,1.0076692258582111e-09,1.349936309439803e-09,3.6242314904602445e-16,2.3027198080598993e-15,1.498869618571352e-15,9.212773333085903e-15
7.526186726394128e-07,0.7910201293128262,4.3550058830393196e-07,1.1595823106629591e-07,3.427565393775417e-08,3.864732000162168e-07,0.0,0.0,1.3595266037270172e-06,8.731905619452054e-10,5.861686010632875e-09,2.1091157856074323e-08,3.153269734905252e-09,8.441949349384034e-21,9.107507227198128e-15,3.471112148414768e-10,1.004996500228974e-06,1.4109387953931884e-06,5.792221108099087e-14,1.7540203550218227e-14,1.153925921817649e-11,2.2235935813653947e-17,3.422108810759795e-10,5.2863342092303345e-14,1.92566846702998e-11,2.3593807307038837e-13,5.798310139563611e-19,2.1393464418317363e-13,8.310028299251596e-13,3.159079673648401e-14,2.23016700399029e-12,4.383247835872463e-18,2.5010403567419e-18,1.5776394110801712e-16,3.76,0.0,0.9775709367574331,0.9989987623673136,1.4593271658022333e-07,2.7324500550825717e-07,0.02837280775756697,0.028380561508208866,0.0009982913810572833,4.020523676673386e-12,1.4004361928853484e-06,2.0885406958013e-06,2.9024869262488557e-06,8.929272991612459e-11,1.4857715968868344e-11,2.7941727516728488e-08,3.824085184869379e-09,7.076914588908551e-11,4.64793189520045e-07,4.1789941160285715e-14,8.199408180943577e-11,3.3772534213510415e-08,5.416219839840003e-08,2.2558810818682835e-07,3.976823646212105e-07,5.912807898455827e-09,5.282574440397747e-10,3.727705325871713e-09,1.0047650012383093e-09,5.432497493093943e-09,4.034735894665626e-12,3.5285258482372066e-08,8.19333361360577e-17,1.6623322197932228e-11,2.6092970568226775e-13,2.2059075497184976e-10,2.1515352540206086e-11,1.243473238429882e-17,1.4399498239783246e-11,1.7334878806802842e-14,2.4957918449560254e-13,9.007520067766285e-13,1.420006375728352e-11,3.503569625176012e-10,7.49825241690999e-13,8.422892274257227e-17,3.518616845773299e-13,4.755339059404496e-13,2.1901712312440854e-10,1.6914820585640928e-12,6.21484898399109e-12,1.3342427133440387e-17,4.876990360272253e-13,1.6446832691788349e-09,6.644183913158048e-12,5.522228158095517e-16,1.1154701610599138e-15,3.7978290338226347e-16,5.330792762452665e-13,2.596691694886635e-19,1.3968831871529718e-14,3.3257756252956035e-17,6.276076485936216e-12,5.480465496583626e-15,8.280097190993929e-16,2.4432800937536616e-23,2.004632020096318e-07,1.4967467692722004e-14,6.30090316280485e-15,1.2534392672927667e-06,2.2959641534744478e-10,6.791857801720933e-18,8.65454266807365e-14,5.672861490832628e-10,1.3229374060790154e-18,1.0140831853804207e-09,1.3762150068553837e-09,3.6887840239750743e-16,2.3932046656766883e-15,1.5332986733341038e-15,9.44432357569944e-15
7.574059917251475e-07,0.791044426617704,4.3976787760536397e-07,1.1762273819436231e-07,3.467570275517614e-08,3.9286013663192983e-07,0.0,0.0,1.3682440667430997e-06,8.838857591119481e-10,6.017847317613571e-09,2.1235407691088992e-08,3.228388518051212e-09,8.574377844579151e-21,9.163160201774714e-15,3.474269717529178e-10,1.0098881976864454e-06,1.4289005199804437e-06,5.965565751144188e-14,1.7899144084837062e-14,1.1788341000424989e-11,2.273170325839536e-17,3.4217907582543414e-10,5.410568649890267e-14,1.935286562555407e-11,2.423280341634931e-13,5.951179987887081e-19,2.1765840459253793e-13,8.450493625241839e-13,3.192141175878888e-14,2.2685187240682834e-12,4.50978585733951e-18,2.5793273612505317e-18,1.6347655059155494e-16,3.76,0.0,0.9773929799717024,0.9989987330547055,1.486525493573047e-07,2.764426870086135e-07,0.028550666058042785,0.028558518481370265,0.0009982913483248138,4.045612072144061e-12,1.4182015132212974e-06,2.1074195233695754e-06,2.9393933696365874e-06,9.009944264569108e-11,1.506576936267705e-11,2.8196836542983163e-08,3.866347087560442e-09,7.244046212877914e-11,4.7070596983566243e-07,4.2197175218574396e-14,8.251843041719782e-11,3.4017817175494995e-08,5.4678304912787525e-08,2.2902624028407158e-07,4.037111219978823e-07,6.016568443428773e-09,5.381265321992814e-10,3.811257598479692e-09,1.0203785865701269e-09,5.5834613627036886e-09,4.125958576567557e-12,3.558675094998187e-08,8.377848851887675e-17,1.6924178383756567e-11,2.6545185097281055e-13,2.270738559856051e-10,2.1671879891910665e-11,1.2714054267690647e-17,1.441871656026428e-11,1.7575546929327784e-14,2.556507513142779e-13,9.30421302742219e-13,1.432968111793362e-11,3.5497618174014434e-10,7.707602148124213e-13,7.923455616555247e-17,3.6169719103709443e-13,4.828558486570536e-13,2.210182775616822e-10,1.72137006784446e-12,6.384351913273834e-12,1.3706136549864996e-17,5.0441405920377e-13,1.6790364509094215e-09,6.770778693258231e-12,5.627542978009887e-16,1.1163709415509959e-15,3.801089715888521e-16,5.462446462238054e-13,2.6670882258043166e-19,1.4273627779221772e-14,3.4193725616121927e-17,6.4495985059239075e-12,5.599201240856194e-15,8.436052706372163e-16,2.5104619385091226e-23,2.0345031902502191e-07,1.5197265323636524e-14,6.445193815167934e-15,1.2612005922120792e-06,2.332994444347092e-10,6.802140973888581e-18,8.895202872887388e-14,5.751996295602668e-10,1.3408254547786577e-18,1.0204945363041014e-09,1.4028118068298214e-09,3.7540499522433955e-16,2.4866386023676816e-15,1.5682696447342361e-15,9.680175388810457e-15
7.621933108108823e-07,0.7910687195498748,4.440477607249006e-07,1.1929786609843256e-07,3.5077532230185605e-08,3.9930866448113495e-07,0.0,0.0,1.3769641373223398e-06,8.946412595712869e-10,6.177433583486655e-09,2.1379850293045582e-08,3.3047147514301143e-09,8.708026612497548e-21,9.218793102894792e-15,3.477476623590876e-10,1.0147642988520123e-06,1.4469758389495613e-06,6.142844447416606e-14,1.8262942492051857e-14,1.2041104795638302e-11,2.3235159332799438e-17,3.421475433489043e-10,5.536865611573622e-14,1.944874915482062e-11,2.4884711795883264e-13,6.10713608330411e-19,2.2141981475125766e-13,8.592317210744317e-13,3.2252680278954695e-14,2.3072890928560924e-12,4.638974855479013e-18,2.659427107583531e-18,1.693528779427151e-16,3.76,0.0,0.9772150554179669,0.9989987036018705,1.5140378404126123e-07,2.796556325494548e-07,0.028728491577820436,0.02873644329795839,0.0009982913154530757,4.070694300089274e-12,1.4360775183795384e-06,2.1263703134521613e-06,2.9765312467269295e-06,9.09091996835407e-11,1.5275278628028698e-11,2.8452925385187273e-08,3.908777127879773e-09,7.414194626823923e-11,4.766559065344211e-07,4.260694922893574e-14,8.304280065009983e-11,3.4263515564345365e-08,5.519647310540559e-08,2.3249757701053452e-07,4.0979566423403597e-07,6.121461421319263e-09,5.481113124128923e-10,3.8960920036832675e-09,1.036134407158119e-09,5.7375201897426964e-09,4.2185930923793335e-12,3.5889185326217184e-08,8.565207349936557e-17,1.7228550905878942e-11,2.7002466274513577e-13,2.3370254179445705e-10,2.182866564494293e-11,1.2997668238481727e-17,1.4438241592666918e-11,1.781826114358362e-14,2.6182887033753586e-13,9.608512174693853e-13,1.4459791478079418e-11,3.596321261003522e-10,7.921261894697029e-13,8.861049768270266e-17,3.717463884958222e-13,4.9024652391247e-13,2.2302817348306534e-10,1.7515865179156426e-12,6.557227040525151e-12,1.4077072387624415e-17,5.215817866942893e-13,1.713896505939731e-09,6.89893961414783e-12,5.73415964770722e-16,1.1172871685380802e-15,3.8044038545317777e-16,5.596466148945441e-13,2.7389088627010564e-19,1.4583252969584503e-14,3.515031472362839e-17,6.626846293474059e-12,5.719806774854199e-15,8.594089410927395e-16,2.5790383398971277e-23,2.064645792289188e-07,1.542920887086287e-14,6.591928847635495e-15,1.2689592396529534e-06,2.3703573523945753e-10,6.812580151497737e-18,9.140796867708416e-14,5.831685851553227e-10,1.3588458141070787e-18,1.0269032789239511e-09,1.429728047250103e-09,3.8200324902706245e-16,2.583097667882585e-15,1.6037870018517481e-15,9.920381321218722e-15
7.66980629896617e-07,0.7910930081101789,4.4834020457791163e-07,1.2098356502355922e-07,3.54811366773247e-08,4.0581895261387244e-07,0.0,0.0,1.3856868558007468e-06,9.054569954728591e-10,6.34049730012921e-09,2.152448872353943e-08,3.382257393851799e-09,8.842900014056587e-21,9.274407040678485e-15,3.480733097979293e-10,1.019624859233384e-06,1.4651647607868847e-06,6.324117649397651e-14,1.863163070695461e-14,1.2297579525914921e-11,2.374636723602157e-17,3.4211628491626425e-10,5.665244560742874e-14,1.9544336322970715e-11,2.554970549125477e-13,6.266221896355839e-19,2.2521894686710222e-13,8.735501138532882e-13,3.258458939670142e-14,2.3464798343465514e-12,4.770847387228298e-18,2.741365408319389e-18,1.7539632444066695e-16,3.76,0.0,0.977037163090103,0.998998674008694,1.5418655582328633e-07,2.82883790484872e-07,0.028906284322705797,0.028914335963808997,0.000998291282441954,4.095770362301111e-12,1.4540641858182694e-06,2.145393004630753e-06,3.0139005250761967e-06,9.172199814386319e-11,1.5486243566301033e-11,2.8709993235691495e-08,3.951374559287427e-09,7.587398370206573e-11,4.826429961535972e-07,4.3019273505382055e-14,8.356719251385239e-11,3.4509630933775385e-08,5.571670154669117e-08,2.3600227979063943e-07,4.15936208310254e-07,6.227491302284473e-09,5.58212288100694e-10,3.982218351293421e-09,1.05203286247082e-09,5.894713802588707e-09,4.3126503228722725e-12,3.619256102525527e-08,8.75543089102763e-17,1.7536459931053055e-11,2.746484220967975e-13,2.4047905750559466e-10,2.1985710774516936e-11,1.3285607054690462e-17,1.4458075063605063e-11,1.806302718788798e-14,2.681147033253318e-13,9.920554851901478e-13,1.459039438548474e-11,3.6432490208432536e-10,8.139287946450508e-13,8.402677381324825e-17,3.8201264771191217e-13,4.977062024270333e-13,2.250468115460394e-10,1.7821328975030231e-12,6.733515035861936e-12,1.4455321476268797e-17,5.392111369966187e-13,1.7492679593153924e-09,7.0286756709624105e-12,5.842085582715669e-16,1.1182189196286503e-15,3.8077717025211153e-16,5.732878366651147e-13,2.81217271685897e-19,1.4897757024575868e-14,3.612785714847307e-17,6.807877837758939e-12,5.842301215994734e-15,8.75422421382077e-16,2.6490290843446317e-23,2.0950608562609752e-07,1.566330664878363e-14,6.741136202593484e-15,1.276715209559135e-06,2.4080531803128714e-10,6.823176214488518e-18,9.391388020484688e-14,5.911930029287155e-10,1.3769989221598025e-18,1.033309413534915e-09,1.4569650560763716e-09,3.886734848256508e-16,2.6826593376935204e-15,1.6398552128522081e-15,1.0164994246079842e-14
7.717679489823518e-07,0.7911172922994578,4.5264517683007555e-07,1.2267978501450544e-07,3.588651040732764e-08,4.123911695433143e-07,0.0,0.0,1.394412262717197e-06,9.163328995147491e-10,6.507091329026643e-09,2.166932606124876e-08,3.4610253567395584e-09,8.979002450107829e-21,9.330003134047455e-15,3.484039369639032e-10,1.024469934157289e-06,1.4834672941438897e-06,6.509446279163359e-14,1.900524064559732e-14,1.2557794123659321e-11,2.4265390187470383e-17,3.4208530178420677e-10,5.795724994949838e-14,1.9639628191595908e-11,2.622795871860118e-13,6.428481247656686e-19,2.2905587180365146e-13,8.880047443737768e-13,3.2917126332669396e-14,2.386092667104459e-12,4.9054360485829336e-18,2.8251681554384277e-18,1.816103326476828e-16,3.76,0.0,0.9768593029819892,0.9989986442750615,1.570009994141819e-07,2.861271093565566e-07,0.02908404429850316,0.029092196484756735,0.0009982912492913344,4.120840260571061e-12,1.472161492979478e-06,2.1644875346351986e-06,3.051501172241881e-06,9.253783510429253e-11,1.5698663978571743e-11,2.896803927471758e-08,3.994138642040944e-09,7.763696278865197e-11,4.886672352436098e-07,4.343415825078766e-14,8.409160601420232e-11,3.47561648360442e-08,5.623898877628815e-08,2.3954051023760686e-07,4.2213297103739027e-07,6.334662536578133e-09,5.684299602767093e-10,4.069646425980023e-09,1.0680743516099569e-09,6.055082196138448e-09,4.408141120035812e-12,3.6496877461847675e-08,8.948541200247338e-17,1.784792565130845e-11,2.793234104690725e-13,2.4740566634493545e-10,2.2143016254811117e-11,1.357790338628147e-17,1.4478218686576127e-11,1.8309850751268072e-14,2.745094173317618e-13,1.0240479741940748e-12,1.4721489381710044e-11,3.690546160680975e-10,8.36173553170718e-13,9.318653615511073e-17,3.924993738761615e-13,5.052351547200741e-13,2.2707419229705944e-10,1.8130106933117782e-12,6.91325668178231e-12,1.4840970877203203e-17,5.573111341730151e-13,1.7851553523320883e-09,7.159995849568039e-12,5.951328189942697e-16,1.1191662716298622e-15,3.8111935099229905e-16,5.871709773200406e-13,2.8868990290740883e-19,1.521718978602819e-14,3.7126690015822686e-17,6.9927517101157325e-12,5.9667037819392416e-15,8.916474082219853e-16,2.7204541163555885e-23,2.1257494112420572e-07,1.5899566964576327e-14,6.8928440061411586e-15,1.2844685018748511e-06,2.446082222557984e-10,6.8339300373127606e-18,9.647039959488123e-14,5.992728696561022e-10,1.3952852232139707e-18,1.039712940432186e-09,1.4845241513893814e-09,3.9541602315903866e-16,2.785402528898098e-15,1.676478745015198e-15,1.0414067361075533e-14
7.765552680680866e-07,0.7911415721185513,4.569626458778454e-07,1.2438647592462282e-07,3.629364783627079e-08,4.190254832568084e-07,0.0,0.0,1.4031403988125917e-06,9.272689049446506e-10,6.677268899265785e-09,2.1814365401803604e-08,3.5410275037437936e-09,9.116338362046133e-21,9.385582510617475e-15,3.4873956650847573e-10,1.0292995787701094e-06,1.5018834478354516e-06,6.698891726027865e-14,1.9383804205004813e-14,1.2821777531158767e-11,2.4792291425878873e-17,3.4205459519625663e-10,5.928326441784361e-14,1.9734625819019633e-11,2.6919646865835247e-13,6.593958308689683e-19,2.32930659093323e-13,9.025958114301312e-13,3.325027842749564e-14,2.426129301770368e-12,5.042773471333876e-18,2.910861317456894e-18,1.8799838645291346e-16,3.76,0.0,0.9766814750875062,0.9989986144008585,1.5984724904880677e-07,2.893855378931704e-07,0.02926177151101523,0.02927002486663514,0.0009982912160011019,4.145903996689632e-12,1.4903694173993848e-06,2.183653840361219e-06,3.089333155782647e-06,9.335670760665724e-11,1.5912539665636832e-11,2.922706267060343e-08,4.037068643144392e-09,7.943127485660896e-11,4.947286203680046e-07,4.38516135571477e-14,8.461604115693252e-11,3.500311882199804e-08,5.6763333303685333e-08,2.431124301501739e-07,4.2838616905369385e-07,6.442979554364513e-09,5.787648275732395e-10,4.158385986914138e-09,1.0842592733195976e-09,6.218665529712738e-09,4.505076306666723e-12,3.680213405132438e-08,9.144559943682258e-17,1.8162968283896034e-11,2.840499096452968e-13,2.5448464964707953e-10,2.2300583058996864e-11,1.3874589813956678e-17,1.449867416195084e-11,1.855873747362508e-14,2.8101418470234065e-13,1.0568426866531445e-12,1.4853076002240416e-11,3.738213743209037e-10,8.588661370310561e-13,8.900193086592302e-17,4.0321000679073465e-13,5.128336511061249e-13,2.291103161700818e-10,1.8442213900236755e-12,7.096492870450451e-12,1.5234107877811843e-17,5.758909081036867e-13,1.8215632425136234e-09,7.292909126531134e-12,6.061894867651887e-16,1.1201293005496758e-15,3.814669524106883e-16,6.012987139749484e-13,2.963107169795697e-19,1.554160135571592e-14,3.814715402211351e-17,7.1815270669619095e-12,6.093033790607879e-15,9.08085604054475e-16,2.793333539483857e-23,2.1567124853239088e-07,1.6137998118096042e-14,7.047080568503055e-15,1.29221911654481e-06,2.4844447654871103e-10,6.8448424889350125e-18,9.907816569915412e-14,6.074081718336157e-10,1.4137051677187889e-18,1.0461138599112022e-09,1.5124066414379589e-09,4.022311840845493e-16,2.8914076161515892e-15,1.7136620645438066e-15,1.0667654188576969e-14
7.813425871538213e-07,0.7911658475683001,4.6129258082937513e-07,1.2610358742456845e-07,3.6702543376665544e-08,4.2572206122663387e-07,0.0,0.0,1.4118713050288624e-06,9.38264945561016e-10,6.851083605513671e-09,2.1959609857654595e-08,3.6222726503707702e-09,9.25491223257221e-21,9.441146306592773e-15,3.49080220840644e-10,1.0341138480385133e-06,1.5204132308381152e-06,6.892515847854806e-14,1.9767353263187226e-14,1.3089558700167529e-11,2.5327134208393478e-17,3.420241663828074e-10,6.063068458961613e-14,1.982933026030887e-11,2.7624946493925597e-13,6.762697602659375e-19,2.3684337695029525e-13,9.173235091430163e-13,3.358403314089691e-14,2.466591443600599e-12,5.182892319835284e-18,2.9984709365771742e-18,1.9456401111204708e-16,3.76,0.0,0.9765036794005372,0.9989985843859699,1.627254384899625e-07,2.9265902500971625e-07,0.029439465966043153,0.029447821115276645,0.0009982911825711417,4.170961572446822e-12,1.5086879366003328e-06,2.2028918578865014e-06,3.1273964432583334e-06,9.417861265771207e-11,1.6127870428027902e-11,2.948706258004269e-08,4.08016383629787e-09,8.125731421112649e-11,5.008271481034434e-07,4.42716494058582e-14,8.514049794786197e-11,3.5250494441109606e-08,5.7289733608839503e-08,2.467182015092142e-07,4.3469601882199164e-07,6.552446766283481e-09,5.892173862648884e-10,4.248446767419862e-09,1.1005880259946822e-09,6.3855041249672515e-09,4.603466675969111e-12,3.7108330209597816e-08,9.343508727629408e-17,1.848160807122504e-11,2.888282017491071e-13,2.6171830684477805e-10,2.2458412159265375e-11,1.41756988279786e-17,1.4519443176965264e-11,1.8809692945930577e-14,2.8763018307133994e-13,1.0904537584354578e-12,1.4985153776610546e-11,3.7862528300825693e-10,8.820121171281063e-13,9.796153427836783e-17,4.1414802104816934e-13,5.205019616912037e-13,2.3115518349242214e-10,1.8757664702934705e-12,7.283264600994734e-12,1.5634819985611897e-17,5.949596947329664e-13,1.8584962035897703e-09,7.42742446908733e-12,6.173793005438902e-16,1.1211080815980872e-15,3.818199989750884e-16,6.156737350362523e-13,3.04081663926696e-19,1.587104209542725e-14,3.918959345446425e-17,7.37426365270988e-12,6.2213106602257854e-15,9.247387171326193e-16,2.86768761637089e-23,2.1879511055995434e-07,1.6378608401760536e-14,7.203874384439536e-15,1.2999670535142012e-06,2.523141087497409e-10,6.85591443283451e-18,1.0173781990498943e-13,6.155988956828745e-10,1.4322592123506437e-18,1.0525121722676514e-09,1.5406138246864755e-09,4.0911928717723555e-16,3.0007564476271353e-15,1.7514096365931216e-15,1.0925808575802185e-14
