Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248),C2F5(2339)
0.0,0.7871453905849921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0059526535329697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.061828727073934e-22,0.787145390584992,1.3809032506159425e-25,1.6832559125877918e-27,7.599810637807237e-40,8.834260300589773e-41,0.0,0.0,3.749741373522013e-22,1.4360782957350266e-40,7.036957497610891e-53,8.182912692367208e-53,1.822560805052329e-56,3.7550668903349744e-65,3.815924097530964e-44,1.1533639414798426e-37,3.5270559949227566e-22,1.3195067831050523e-37,1.7862795822953538e-78,7.188695732427631e-63,2.394282955565487e-58,2.3653869324516464e-78,6.258546324157355e-24,8.935945926879903e-74,1.2819081098623956e-40,1.4768778899568097e-75,1.3588919056913644e-79,9.426800812753857e-60,7.47070292055233e-59,2.0214527160660724e-59,1.2234300631207152e-56,3.7142265080652117e-93,8.135878979744431e-95,4.889407532627515e-94,3.76,0.0,1.0059526535329697,0.9999999999999993,1.417749496216207e-53,4.87887666245688e-38,7.885945790133441e-18,7.885945790133441e-18,5.313902743908276e-16,3.148426033716005e-42,1.312256652274148e-37,3.7511222767726283e-22,4.388376122467248e-37,1.2534059936941121e-39,7.318925886466949e-57,1.213987191384737e-37,3.3741274447175577e-40,8.452872443461846e-44,6.737893662827836e-38,2.0316414210195555e-42,2.9104291633740156e-39,8.74853523737596e-26,3.9111181570820707e-38,1.589415469502613e-38,1.6081306825290382e-46,1.7766855669132326e-40,3.572509292634627e-45,3.33027043078253e-55,3.121725515395874e-40,1.4904359720491956e-48,1.0920723162774016e-71,6.258546324157472e-24,8.077455980506094e-76,3.828393072883348e-54,2.1971567231022592e-57,1.0063208603037174e-59,2.880631417062581e-42,5.189744692447194e-76,1.9514048562106376e-51,1.718435867385609e-55,2.9954462930216474e-79,3.6090841804297755e-62,2.2539842630103893e-48,3.099016342863911e-42,9.87866993390937e-51,4.110890071708617e-64,6.745635821982129e-76,8.093593825997154e-56,8.748535237367005e-26,1.3734527995107622e-66,9.707956780048393e-60,1.021138151626107e-77,1.1154200557683725e-75,1.169653460307704e-55,3.163889194110688e-65,2.9427532710713153e-82,2.561507200451954e-51,1.0938728613882047e-56,3.0008108887121964e-61,7.354422735268181e-94,7.234268192076147e-75,1.0550403426988203e-91,1.36310053241116e-73,2.4422810142924406e-74,8.17556295924584e-61,6.511849990527202e-98,1.5672628492947305e-38,8.758198462646182e-68,1.0727599556291825e-75,3.5270559949227575e-22,1.0992977729724111e-41,9.878628677154324e-71,2.1212222630458983e-64,3.030911087929737e-42,1.7694734945976777e-92,3.262863008640517e-39,8.23648352570596e-57,2.790259449657209e-83,3.0041160921434635e-85,5.5816442425434015e-77,3.7185604965077576e-76
5.773120435807015e-22,0.787145390584992,3.8665291017247573e-25,4.71311655524744e-27,4.5902856252359024e-39,5.335893221558742e-40,0.0,0.0,1.049927584586163e-21,8.673912906239555e-40,8.354275967211801e-52,9.714753948462817e-52,2.164576740256404e-55,4.458015412205555e-64,2.3048181549086644e-43,6.966318206537995e-37,9.875756785783719e-22,7.96982096995842e-37,3.9958405612140086e-77,8.534419573544353e-62,2.842492724847373e-57,5.574001565147085e-77,1.752392970764022e-23,2.006136584509229e-72,7.742724983568723e-40,3.303717667384676e-74,4.035480621461353e-78,1.4245781388235186e-58,1.1289726253538691e-57,3.0548193445190407e-58,1.4524561709371318e-55,2.2661753785800866e-91,4.599968970663224e-93,3.0090042267438047e-92,3.76,0.0,1.0059526535329697,0.9999999999999984,1.6831522026250327e-52,2.9468415041239552e-37,2.2080648212373636e-17,2.2080648212373636e-17,1.4878927682934013e-15,1.9016493247548218e-41,7.926030179739757e-37,1.050314237496335e-21,2.6505791779702177e-36,7.570572201911863e-39,8.689028812413542e-56,7.332482635963633e-37,2.0379729766115603e-39,5.105534955851149e-43,4.069687772348035e-37,1.227111418296512e-41,1.7578992146776854e-38,2.4495898664681555e-25,2.362315366877569e-37,9.600069435795838e-38,9.713154482855247e-46,1.0731180824155937e-39,2.1577956127964873e-44,4.565842547160825e-54,1.885522211299056e-39,9.002233271424424e-48,2.804247958730282e-70,1.7523929707640928e-23,2.0741473900077693e-74,2.3124256441297366e-53,2.6084644616659993e-56,1.220629789303457e-58,1.7399013759074227e-41,1.3326343634208487e-74,2.3167078452923412e-50,2.5964534518732433e-54,9.41622717948772e-78,4.284704739006268e-61,1.3614091042942552e-47,1.8718058710920895e-41,5.966716640086834e-50,4.880448691495983e-63,2.120935832604881e-74,4.888531837636537e-55,2.4495898664627463e-25,1.6305701061847412e-65,1.1535652118189595e-58,2.2862078060580883e-76,2.497293862217949e-74,1.3886125880773114e-54,3.817095872631452e-64,6.684824179085893e-81,1.5471506024098115e-50,1.298645861039907e-55,3.5625626870810664e-60,3.0348241583371508e-92,2.2745696678798065e-73,5.040054321912188e-90,4.2858061699859604e-72,7.67892227389631e-73,9.706028345220807e-60,2.6871346981637814e-96,9.466267609740218e-38,1.0397777486283911e-66,3.3729289420910468e-74,9.87575678578372e-22,6.639758548753359e-41,2.209809720563666e-69,2.5183150706900483e-63,1.8306702971097016e-41,1.0764525092513065e-90,1.9707692572188492e-38,9.778356038459144e-56,6.241724173603601e-82,8.957015542009578e-84,1.7549582561684494e-75,1.1691749170699884e-74
1.3195703853273178e-21,0.7871453905849921,8.83778080394286e-25,1.0772837840573226e-26,2.210024933474842e-38,2.5690028954152845e-39,0.0,0.0,2.3998344790540834e-21,4.1761156839974483e-39,8.202277696203146e-51,9.538003034485066e-51,2.1255590989181517e-54,4.3769059673740526e-63,1.1096707275619476e-42,3.3539823418229996e-36,2.257315836750563e-21,3.837125725275237e-36,7.895111866569421e-76,8.37914374573644e-61,2.7907762130072136e-56,1.1285882929006797e-75,4.005469647460445e-23,3.970154923986165e-71,3.727788783479624e-39,6.527590257034316e-73,8.855101873807173e-77,1.5324961545282824e-57,1.2144972323883512e-56,3.286235251454252e-57,1.426030081573759e-54,1.0231512850216216e-89,2.0437841618518783e-91,1.3588914019351238e-90,3.76,0.0,1.0059526535329697,0.9999999999999966,1.6525288138079214e-51,1.4187773334424597e-36,5.047005305685403e-17,5.047005305685403e-17,3.4008977560948822e-15,9.155622911789548e-41,3.8160423448189645e-36,2.400718257134477e-21,1.276139776413476e-35,3.644904629661614e-38,8.530940013265815e-55,3.530274752546547e-36,9.811962609270369e-39,2.4580953065589914e-42,1.959379477150367e-36,5.908013252334964e-41,8.463528007088336e-38,5.5990625519408255e-25,1.137353160079464e-36,4.622020185313688e-37,4.676511765364227e-45,5.166601628583694e-39,1.0388857023659081e-43,4.751009812381883e-53,9.077977798770415e-39,4.334187807083086e-47,5.889100437653207e-69,4.005469647460786e-23,4.355842451171607e-73,1.1134110477566666e-52,2.561005876444885e-55,1.209782037580389e-57,8.376876160842345e-41,2.7986175717491577e-73,2.2745575003962426e-49,2.792992320980078e-53,2.1005867547632228e-76,4.2067485207090574e-60,6.554625378373913e-47,9.011939525082564e-41,2.872717216789208e-49,4.791653462506488e-62,4.7316911700270235e-73,2.3536188346013987e-54,5.599062551914781e-25,1.6009181051869928e-64,1.1330313899910265e-57,4.519053649105702e-75,4.936298839961525e-73,1.3633480733346755e-53,3.774348163357809e-63,1.3306444432535666e-79,7.44886673896619e-50,1.2750182072335651e-54,3.497745171888837e-59,1.2005464579587475e-90,5.074439805137159e-72,2.6243458362987465e-88,9.561397803371011e-71,1.7131253176131427e-71,9.529436185309545e-59,1.0630040566297654e-94,4.557600365749147e-37,1.020869336949429e-65,7.524818925243174e-73,2.257315836750565e-21,3.1967579238037663e-40,4.366211623042656e-68,2.4724966698122347e-62,8.813889443701735e-41,4.859632749168456e-89,9.488405629126282e-38,9.600449168936227e-55,1.2332704934866837e-80,1.9676926986974798e-82,3.9152153293968855e-74,2.6083649237608262e-73
2.8040870688205503e-21,0.7871453905849921,1.8780284208380953e-24,2.2892280411250766e-26,9.65175951002033e-38,1.1219510581788056e-38,0.0,0.0,5.099648267989914e-21,1.823819435583475e-38,7.254821738984329e-50,8.436255669872783e-50,1.8801778376541255e-53,3.871323761258918e-62,4.8462236038637355e-42,1.4647722056790048e-35,4.796796153094943e-21,1.675773614549301e-35,1.4048933210250816e-74,7.411257752342532e-60,2.468409955869965e-55,2.0303837853986544e-74,8.511623000852695e-23,7.069881426414039e-70,1.628023299525013e-38,1.1615498800857432e-71,1.6477548708617022e-75,1.4086279918492928e-56,1.116332196012292e-55,3.0206163645631144e-56,1.261307457875073e-53,3.863304184774917e-88,7.6642108285476785e-90,5.1313408335407735e-89,3.76,0.0,1.0059526535329697,0.9999999999999928,1.4616430216444527e-50,6.19617336132023e-36,1.0724886274581481e-16,1.0724886274581481e-16,7.226907731683181e-15,3.998501068701951e-40,1.6665659483940492e-35,5.101526296410748e-21,5.573237675533405e-35,1.5918256119906299e-37,7.545519831911836e-54,1.5417637330583395e-35,4.285141854823779e-38,1.073514800319948e-41,8.557124951791685e-36,2.5801846047050792e-40,3.6962450374815886e-37,1.1898007922932363e-24,4.9671200594942094e-36,2.01855764626841e-36,2.042395965400656e-44,2.2563906699798174e-38,4.537086802346148e-43,4.308743656492426e-52,3.9645914045519436e-38,1.89285368487542e-46,1.0762050722136396e-67,8.511623000854184e-23,7.960094736607822e-72,4.86324073823735e-52,2.2651806952429756e-54,1.0745502535888506e-56,3.6584018996946505e-40,5.114340395077114e-72,2.0118203505528792e-48,2.567185379686041e-52,3.9340784413833796e-75,3.7208214266561098e-59,2.862600460280887e-46,3.935750755472623e-40,1.2545910816151321e-48,4.238163217663645e-61,8.86193389506369e-72,1.0278882241898032e-53,1.1898007922818619e-24,1.4160200945458378e-63,1.0023338257384217e-56,8.04295011290011e-74,8.785557418665839e-72,1.2058659314388633e-52,3.3489776953514787e-62,2.3757962258031002e-78,3.2531180712940256e-49,1.127739165175678e-53,3.0937159938389955e-58,4.2846653632975354e-89,9.503864155888287e-71,1.0473075316972033e-86,1.7907439905319774e-69,3.208494124634727e-70,8.428678388490289e-58,3.7937864562957977e-93,1.9904238186043793e-36,9.029640494060721e-65,1.4093153059135773e-71,4.79679615309495e-21,1.3961081716749564e-39,7.769440297396264e-67,2.1868953043221328e-61,3.849257081672875e-40,1.8349067298348368e-87,4.143836020973105e-37,8.491489055004816e-54,2.1945781986398834e-79,3.663139136347565e-81,7.332765006698666e-73,4.885178828865364e-72
5.773120435807015e-21,0.7871453905849921,3.8665291017264685e-24,4.713116555270972e-26,4.029419600170024e-37,4.683924811407837e-38,0.0,0.0,1.0499275845861534e-20,7.614087123987036e-38,6.098114809213832e-49,7.091181213600001e-49,1.5804602069208147e-52,3.254080886092543e-61,2.0232029565103874e-41,6.115135617722571e-35,9.875756785783694e-21,6.99602496407573e-35,2.3695582095160675e-73,6.229608702660305e-59,2.0748473007660686e-54,3.4422351019711754e-73,1.7523929707634796e-22,1.1928622763756245e-68,6.796676798488359e-38,1.959123704964132e-70,2.8377892057545673e-74,1.2051109037435189e-55,9.550456965199013e-55,2.5842008947860907e-55,1.0602049178193232e-52,1.3403721895733692e-86,2.6502981408734716e-88,1.7803673032907476e-87,3.76,0.0,1.0059526535329695,0.9999999999999851,1.2285990303402454e-49,2.5867804064346315e-35,2.208064821237364e-16,2.208064821237364e-16,1.4878927682801128e-14,1.669295488348206e-39,6.957584770410243e-35,1.0503142374963241e-20,2.326717020132135e-34,6.645558578558153e-37,6.342464070397835e-53,6.436560088719392e-35,1.7889623712183582e-37,4.4817129695261036e-41,3.5724312200316183e-35,1.0771762814337072e-39,1.5431095424178325e-36,2.4495898665100235e-24,2.0736748468848964e-35,8.427080819303678e-36,8.52693886606796e-44,9.419986875774067e-38,1.894144427585034e-42,3.6639959909660713e-51,1.6551388682621565e-37,7.902291527147517e-46,1.8377929023654453e-66,1.7523929707641015e-22,1.359313943669497e-70,2.0308773893505446e-51,1.9040208617210035e-53,9.050130752877707e-56,1.5273107773492373e-39,8.73355712678126e-71,1.6910562259034834e-47,2.19625986950403e-51,6.795074144932783e-74,3.1275746054139685e-58,1.1950988578800323e-45,1.6430984650183552e-39,5.237670799036531e-48,3.562431542549515e-60,1.5306786996439935e-70,4.291239720937349e-53,2.4495898664625376e-24,1.1902942199255521e-62,8.425934986990443e-56,1.356683936272608e-72,1.481946854554119e-70,1.0136029742473512e-51,2.81923304047951e-61,4.013528054869599e-77,1.3581146517275534e-48,9.479327197112309e-53,2.6004547032059243e-57,1.4476916413649542e-87,1.641556188519703e-69,3.722295000920757e-85,3.0930649170648787e-68,5.541875704159274e-69,7.084812051522406e-57,1.2818347786836215e-91,8.309627626961306e-36,7.590237546416477e-64,2.4342417190008548e-70,9.875756785783718e-21,5.828476792299667e-39,1.310429666677145e-65,1.8382172736216265e-60,1.6069890588222355e-39,6.3661467859083475e-86,1.7299699671808854e-36,7.137608394305126e-53,3.7016093525818595e-78,6.310032272832419e-80,1.2665528019246466e-71,8.437931568688804e-71
1.1711187169779945e-20,0.7871453905849921,7.843530463506239e-24,9.560893583604312e-26,1.6461493833955172e-36,1.9135361181786984e-37,0.0,0.0,2.12985310016046e-20,3.110603031693835e-37,4.999602953884076e-48,5.813778790910671e-48,1.2957796247621064e-51,2.6678921137035095e-60,8.265444232211481e-41,2.49823243179999e-34,2.0033678051161148e-20,2.858104472521429e-34,3.892006699349695e-72,5.107409591607138e-58,1.701085174162139e-53,5.668022535079917e-72,3.5548543121189437e-22,1.95962231617616e-67,2.776664242284597e-37,3.217866613435882e-69,4.70846664030095e-73,9.964089997768446e-55,7.896502506555821e-54,2.1366672733544392e-54,8.69220046511065e-52,4.464019229044986e-85,8.81227470614571e-87,5.92947439831628e-86,3.76,0.0,1.0059526535329693,0.9999999999999698,1.0072797139192278e-48,1.0567842005948048e-34,4.479217208795795e-16,4.479217208795795e-16,3.01829675848024e-14,6.819616770613795e-39,2.8424003991364313e-34,2.130637453206803e-20,9.50539821630896e-34,2.714927518574397e-36,5.199935240450787e-52,2.629544816024894e-34,7.3084950106019635e-37,1.8309259827458354e-40,1.459454718943414e-34,4.400616583662237e-39,6.304105985008655e-36,4.969168015017516e-24,8.471638372965904e-35,3.4427374835621404e-35,3.4838087728316846e-43,3.848372005356828e-37,7.73819803355361e-42,3.020773212076332e-50,6.7617823353618405e-37,3.228343935721877e-45,3.0366527302780164e-65,3.5548543121214847e-22,2.2460443682348662e-69,8.301455833434268e-51,1.5610313385235741e-52,7.426962492780394e-55,6.239562874806062e-39,1.4430777297972788e-69,1.3864300632998094e-46,1.815901814881437e-50,1.1290063850203163e-72,2.56417462161735e-57,4.882528273534646e-45,6.712593359567114e-39,2.1397594224303628e-47,2.920696594595734e-59,2.54324555270652e-69,1.7531185759904482e-52,4.9691680148235195e-24,9.759472867089242e-62,6.908375194846903e-55,2.2284556025498605e-71,2.434209385429588e-69,8.310129576003223e-51,2.3130696966781954e-60,6.597386811562274e-76,5.548356978072274e-48,7.771725153001318e-52,2.1320098785631674e-56,4.759693466389797e-86,2.7274701587747454e-68,1.2537714717589503e-83,5.139173620403792e-67,9.207909368192195e-68,5.808556966194266e-56,4.214392431096147e-90,3.394754022086906e-35,6.22339553945453e-63,4.0445290232841234e-69,2.0033678051161244e-20,2.381122948169113e-38,2.152384662473165e-64,1.5070815813442875e-59,6.565074652915285e-39,2.1201931443989535e-84,7.067491791233025e-36,5.8518426745848206e-52,6.080339618047272e-77,1.0470688975375849e-78,2.10439642331265e-70,1.4019749501318589e-69
2.3587320637725805e-20,0.7871453905849922,1.579753318707787e-23,1.925644764043718e-25,6.653999004343087e-36,7.734818937905503e-37,0.0,0.0,4.289704131309005e-20,1.25735547967416e-36,4.0488080957958657e-47,4.708148798695754e-47,1.0493650545939862e-50,2.1605282034490285e-59,3.3410247117413496e-40,1.0098254922323185e-33,4.034952058191589e-20,1.1552915249706796e-33,6.309110757906082e-71,4.136112705918906e-57,1.3775828776483802e-52,9.199412813916873e-71,7.159776994826044e-22,3.176907830426185e-66,1.122372081772364e-36,5.216300483767684e-68,7.670763197940247e-72,8.102632506795741e-54,6.421304696536277e-53,1.7375023418194926e-53,7.039169297156533e-51,1.4571334796382622e-83,2.8741594629416597e-85,1.9354965749211804e-84,3.76,0.0,1.0059526535329688,0.9999999999999392,8.157212278293551e-48,4.271690704060755e-34,9.021521983912654e-16,9.021521983912654e-16,6.07910473878665e-14,2.756598153571063e-38,1.1489436874219214e-33,4.2912838846276806e-20,3.8422339372739537e-33,1.0974171109613005e-35,4.211042375141997e-51,1.062904057440795e-33,2.9542105361696686e-36,7.40089556214642e-40,5.8993493207036675e-34,1.778799582954064e-38,2.5482204331124037e-35,1.000832431232817e-23,3.424371680196774e-34,1.3916095354926498e-34,1.4084343584974306e-42,1.5555734947398198e-36,3.127903370536378e-41,2.4530054003987847e-49,2.733220531548693e-36,1.304948236776739e-44,4.936991553261427e-64,7.159776994836316e-22,3.651620076149492e-68,3.3593478400190687e-50,1.2641636503900529e-51,6.017386466065247e-54,2.5221310761041043e-38,2.346156506978338e-68,1.1227670108713592e-45,1.4766579083453914e-49,1.8405611809438235e-71,2.076535089302803e-56,1.9737249332628762e-44,2.713337561184047e-38,8.649249703836215e-47,2.3652557988858293e-58,4.1461321329841515e-68,7.086443229429707e-52,1.0008324311544007e-23,7.90464310083523e-61,5.594694883459522e-54,3.612501031917058e-70,3.946044025661941e-68,6.729758385307119e-50,1.8738823625773098e-59,1.0698899073553591e-74,2.2427471192745305e-47,6.293744524453429e-51,1.726556875780771e-55,1.5437951804664973e-84,4.446464736726423e-67,4.1150035095943586e-82,8.378150061713063e-66,1.5011216226383175e-66,4.703920028300368e-55,1.366928103549502e-88,1.372213853174753e-34,5.040612468005145e-62,6.593603094370619e-68,4.0349520581916276e-20,9.624879665304086e-38,3.489108290362321e-63,1.2204737383328101e-58,2.6537081412278165e-38,6.920664295644976e-83,2.856793181486983e-35,4.7389739477898955e-51,9.857903323563046e-76,1.7059149353410788e-77,3.430697292283133e-69,2.2855730089224455e-68
4.733958757361752e-20,0.7871453905849924,3.170553863426949e-23,3.86475557547677e-25,2.675543734308735e-35,3.110136676062334e-36,0.0,0.0,8.609406193605821e-20,5.0557710832665756e-36,3.258832993946332e-46,3.789527755168123e-46,8.446239312429806e-50,1.7389810598380015e-58,1.3434113422291719e-39,4.0604638905173745e-33,8.098120564342467e-20,4.645376410489514e-33,1.0160628521140841e-69,3.329103339556843e-56,1.1087985469338655e-51,1.482441004663656e-69,1.4369622360224931e-21,5.116533308018268e-65,4.5130087770833045e-36,8.400691148421016e-67,1.2384131001750592e-70,6.535066654798951e-53,5.179014865494364e-52,1.4013585840219882e-52,5.66573584423085e-50,4.709208839048382e-82,9.285068123028124e-84,6.255218362652481e-83,3.76,0.0,1.005952653532968,0.999999999999878,6.565634103024325e-47,1.7176280445245597e-33,1.8106131534146364e-15,1.8106131534146364e-15,1.2200720699024088e-13,1.1084160085478603e-37,4.619852034893905e-33,8.61257674746912e-20,1.5449453674190835e-32,4.4126659369945103e-35,3.3894132559206077e-50,4.2738904667435984e-33,1.187875063586437e-35,2.97586755522534e-39,2.3721024155748786e-33,7.152474888868537e-38,1.024628228665127e-34,2.0086636908132158e-23,1.3769247916732748e-33,5.595600737007403e-34,5.665047189064798e-42,6.254892605741298e-36,1.2577161900689264e-40,1.9770704116282195e-48,1.0990159545930143e-35,5.247139475854705e-44,7.962424902577387e-63,1.4369622360266233e-21,5.8893660876575405e-67,1.3538081365995637e-49,1.0175088855587193e-50,4.844450428279363e-53,1.0141378130305399e-37,3.7839025637925314e-67,9.037005688464915e-45,1.1909767899603772e-48,2.972508154309698e-70,1.6713760943417172e-55,7.937298084181232e-44,1.0910210997508681e-37,3.4778252653519367e-46,1.9037635951322962e-57,6.696014469773417e-67,2.8494740138574825e-51,2.0086636904979083e-23,6.364226198081618e-60,4.503142522637322e-53,5.817884292914116e-69,6.355050795523923e-67,5.4166950242440045e-49,1.5085803849169007e-58,1.7234064085367276e-73,9.018088197714508e-47,5.065753136632978e-50,1.389683180732404e-54,4.973541837893059e-83,7.181052426921184e-66,1.333491358638935e-80,1.3530734728859812e-64,2.4243154302282543e-65,3.786124070677804e-54,4.403741000855698e-87,5.517611551459722e-34,4.0583233821453296e-61,1.0648686609814681e-66,8.098120564342623e-20,3.870121781659964e-37,5.619101338225155e-62,9.823434434766042e-58,1.0670443721606441e-37,2.2366392334347616e-81,1.148703973642141e-34,3.814338526851042e-50,1.5880393458458085e-74,2.754217529948135e-76,5.5405852910573976e-68,3.6912065144862546e-67
9.484412144540097e-20,0.7871453905849926,6.352154952884618e-23,7.742977198608783e-25,1.0730127040866822e-34,1.2473039114439862e-35,0.0,0.0,1.7248810318198367e-19,2.0275903292781767e-35,2.615008243541875e-45,3.0408573710748356e-45,6.777589683213836e-49,1.395422783312701e-57,5.3876803377352665e-39,1.6284276287755746e-32,1.6224457576643943e-19,1.863003710264382e-32,1.6310059132560297e-68,2.671395770646638e-55,8.897410042221774e-51,2.380369122570643e-68,2.8789313090961454e-21,8.213346335526602e-64,1.8099183688566695e-35,1.3484969788865704e-65,1.9903794457219705e-69,5.249320929381052e-52,4.1600663868754684e-51,1.1256474238348055e-51,4.546396199400459e-49,1.5144118253404644e-80,2.985342497219042e-82,2.0115889499678164e-81,3.76,0.0,1.0059526535329661,0.9999999999997555,5.26850787848518e-46,6.888456686462616e-33,3.627535063461375e-15,3.627535063461375e-15,2.444395261799744e-13,4.445244065414169e-37,1.8527672940448706e-32,1.7255162473150738e-19,6.195921917054764e-32,1.7696764020242183e-34,2.719790680084512e-49,1.7140212315816677e-32,4.7639102957514803e-35,1.1934559885808507e-38,9.513191635198234e-33,2.868462332901469e-37,4.1092174730530445e-34,4.024326210447087e-23,5.522084259274454e-33,2.244086164901687e-33,2.2733767140848517e-41,2.5084916918118626e-35,5.044004463889163e-40,1.5875450482207175e-47,4.407545524800791e-35,2.104337621473694e-43,1.27906949961334e-61,2.8789313091127095e-21,9.460570902476704e-66,5.4536726398204924e-49,8.164868001459374e-50,3.887819778508005e-52,4.067146214993133e-37,6.078392471778594e-66,7.251627933850838e-44,9.566568036378271e-48,4.778218427076964e-69,1.3411740561209747e-54,3.184043252630062e-43,4.37548258184349e-37,1.3947634811206522e-45,1.5276503189698138e-56,1.0763647695939281e-65,1.1428037092383143e-50,4.024326209182562e-23,5.109910682003656e-59,3.613506405398053e-52,9.339042944855091e-68,1.020131878041634e-65,4.346556625420943e-48,1.2107279895029595e-57,2.7668882433445884e-72,3.616737458231153e-46,4.064947862085147e-49,1.1151332334292454e-53,1.5968999829798956e-81,1.1543332045574284e-64,4.2940546491964604e-79,2.175026089640984e-63,3.8970162491363535e-64,3.0381261251270333e-53,1.4139488857753665e-85,2.2128090133450754e-33,3.258474692208392e-60,1.7117452718429402e-65,1.6224457576644568e-19,1.5520919298728445e-36,9.019902090477178e-61,7.882687476424062e-57,4.279325179667056e-37,7.192696782056844e-80,4.606816704707098e-34,3.060766454067847e-49,2.5506136926281358e-73,4.426703727427922e-75,8.906329036886315e-67,5.933506666211774e-66
