Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989)
0.0026509584018229227,0.5198350159426647,9.797820656491982e-09,1.4979233072004778e-08,6.3257194135191055e-09,3.34603565164781e-06,0.0,0.0,1.71905025498966e-05,3.6761388668509333e-07,4.735948914613489e-06,2.6926530636907665e-06,6.255415279184568e-10,2.7278673194799658e-27,1.0880989308261852e-19,5.739096071768817e-13,3.874277882534537e-09,0.0003033614487261002,4.080088646774827e-15,7.67173769933657e-19,3.4047828771338527e-16,1.4310510696263675e-22,1.8051488354033475e-14,3.18669620833849e-12,1.3817136805369978e-13,2.3420447454759573e-12,6.707914523298451e-22,4.1154670151845215e-14,3.808545392061583e-13,5.2973761283846905e-18,2.987174803350261e-12,8.685463202974476e-20,4.409608472812717e-20,4.655030009733394e-15,3.76,0.0,0.47449489097932707,0.9995962306609335,1.611690790495546e-05,3.266973303552132e-07,0.025189297621143303,0.025502625098351824,6.842653483778198e-05,4.353247845034216e-14,0.00030367369903070747,5.674193360813062e-06,3.306175269231744e-07,8.227513356439138e-09,8.591929175629544e-15,1.568183720664266e-08,1.6544459167042561e-06,2.0098570296970657e-06,7.138123995218722e-15,1.6890920310840763e-07,1.457733990659908e-08,2.7783898663817858e-08,3.674644023069444e-06,1.957564751522007e-05,1.5128392586723e-10,6.66487034222998e-12,9.792063521770432e-09,2.393293566759098e-09,9.848722412143103e-09,3.5812456323646917e-07,7.072233138795832e-10,1.2467865829510903e-15,4.6314320583493887e-10,3.0674824353652366e-13,4.175825765085992e-08,1.0324150398439467e-09,9.843011282070737e-17,6.965842243611145e-13,6.98859284825979e-15,7.61778295350666e-15,1.0467672636512913e-10,4.65081931247999e-16,4.1996840759570887e-10,1.2930440599593346e-10,5.674520154181291e-07,5.251688319645509e-13,6.490839149905627e-10,1.9865079961266224e-10,5.4002824660870804e-14,7.548923295516542e-12,7.289099031159376e-11,1.536679373921415e-17,6.145597114057725e-09,2.9327393659687415e-10,2.5211810603041825e-07,2.8807653936004456e-11,8.950723470710772e-17,4.6750950472017126e-18,5.573576989216824e-21,2.5056283593225864e-26,1.199010980993374e-10,1.2494925387719817e-13,2.528039627944571e-14,2.9326387995003652e-08,8.247472303506551e-10,4.196588747318508e-12,8.567386669058627e-09,3.1673933013834663e-17,2.7376755947819307e-09,3.4789421736047065e-14,8.12814594317397e-11,2.1573273785602853e-11,4.14669047312363e-12,3.236585038273768e-14,4.561912681266978e-14,4.2524494480046036e-19,8.121841300796514e-12,4.43386823635198e-14,5.3079493726467854e-14,1.700532949501792e-19,1.1891180480372732e-12,6.048614270187939e-10,6.28744534240002e-12
0.002667037920554066,0.5198498601927184,9.924357636278032e-09,1.5169072422773346e-08,6.43305149040137e-09,3.4038015779044843e-06,0.0,0.0,1.7387854435130546e-05,3.746943601230403e-07,4.8364497517171715e-06,2.7589112337779696e-06,6.364916933879525e-10,2.8498998777840605e-27,1.1223894520586856e-19,5.845582506917647e-13,3.898478400611653e-09,0.00030706342910596126,4.1992969535812226e-15,7.81015161770932e-19,3.487772806581864e-16,1.460279569794572e-22,1.8373529466560357e-14,3.2767796530638244e-12,1.4046986611343796e-13,2.4274079743709624e-12,6.936724050709638e-22,4.198980616833657e-14,3.849957871699511e-13,5.3658387886479316e-18,3.05835002545684e-12,8.922718671916817e-20,4.557821899819054e-20,4.777141803841767e-15,3.76,0.0,0.4743437400864309,0.9995920178833952,1.6451097892903773e-05,3.293454505905301e-07,0.025336116564841946,0.025653345418080262,6.842624632626895e-05,4.3784778016514414e-14,0.0003073821506052699,5.745969484920944e-06,3.345938808326368e-07,8.331315401969497e-09,8.695318557444624e-15,1.588024611313099e-08,1.684941011892813e-06,2.0679423734796587e-06,7.196056115682404e-15,1.7190548746929863e-07,1.4830591758950771e-08,2.8136381159640214e-08,3.7437418564502963e-06,1.9895644137540644e-05,1.5462256712936287e-10,6.811921280308817e-12,1.0003678672562388e-08,2.436213131782762e-09,1.0031831593089901e-08,3.635144705081967e-07,7.224841984745969e-10,1.2736901500388754e-15,4.718469459699271e-10,3.12512084212779e-13,4.275927666530181e-08,1.0503171610113515e-09,1.005540509084351e-16,7.115058732293834e-13,7.167626017963227e-15,7.7523556555367e-15,1.0661945064741255e-10,4.739169386002245e-16,4.2749686124793823e-10,1.3288290253243478e-10,5.75389477094481e-07,5.396851727833428e-13,6.572750815027998e-10,2.0658037959000365e-10,5.488562441069895e-14,7.71311137953177e-12,7.424848570512918e-11,1.565246638375624e-17,6.288168083398204e-09,2.987012741346925e-10,2.5965027297625127e-07,2.937649888694913e-11,9.116730527365613e-17,4.761801977417252e-18,5.776720160562298e-21,2.5973592810618815e-26,1.2141826549482643e-10,1.2766269991035955e-13,2.5894480830532838e-14,2.9516167679481494e-08,8.50130844294369e-10,4.330952786528024e-12,8.675656879923462e-09,3.275023259490964e-17,2.7552929652502753e-09,3.56789364381479e-14,8.419235580888259e-11,2.1973916289216668e-11,4.251680898592534e-12,3.385770711408552e-14,4.646593530114121e-14,4.405581024070402e-19,8.271613160069102e-12,4.5459804665091955e-14,5.3947325948242737e-14,1.7482850331847627e-19,1.210932674088222e-12,6.162177710720208e-10,6.463185434184161e-12
0.002683117439285209,0.5198647002110047,1.0051990515060257e-08,1.536055785983589e-08,6.541808480492473e-09,3.462312851999495e-06,0.0,0.0,1.7586641360345824e-05,3.8189301191662497e-07,4.938635609284681e-06,2.8264691068248575e-06,6.475900586651888e-10,2.9773970427057746e-27,1.1576424942591718e-19,5.953543792308685e-13,3.922991140760329e-09,0.00031078849119606857,4.321414055697091e-15,7.95020247613529e-19,3.572294102509058e-16,1.4900446550115475e-22,1.8700033332092574e-14,3.3689785713084052e-12,1.4280878471031297e-13,2.515509507600165e-12,7.172726944253102e-22,4.284019530254843e-14,3.8918896216886496e-13,5.43563547725276e-18,3.130851284402795e-12,9.166037192754025e-20,4.711121336219443e-20,4.902160440490645e-15,3.76,0.0,0.4741926292769072,0.9995877751798167,1.6790886991089904e-05,3.320096974061573e-07,0.025482863334612815,0.025804019573522678,6.842595576626623e-05,4.4036935351236453e-14,0.0003111138818901725,5.818322861393217e-06,3.385934515102383e-07,8.435947426859795e-09,8.799311918721022e-15,1.608025159619593e-08,1.7158429376551494e-06,2.1275009242623404e-06,7.254320936616043e-15,1.749448116530826e-07,1.508700518845317e-08,2.8491723423612823e-08,3.8137699792390122e-06,2.0219661970227437e-05,1.5801906894627567e-10,6.961518835636727e-12,1.021887524793914e-08,2.4796901744835545e-09,1.0217460857706213e-08,3.690096702298211e-07,7.380027408468134e-10,1.3010479399600289e-15,4.806676544761827e-10,3.183533712590805e-13,4.377984626058046e-08,1.0684419681822993e-09,1.0271384796110615e-16,7.266774523756581e-13,7.350333895335655e-15,7.888645052470783e-15,1.0858882831933424e-10,4.828792644526806e-16,4.351230651549782e-10,1.3656337428497715e-10,5.834080650069224e-07,5.546146944778672e-13,6.655317897241798e-10,2.1480063485164788e-10,5.5779518309549185e-14,7.880924757516052e-12,7.562475364957973e-11,1.5942077327438475e-17,6.4333606124506634e-09,3.0419971315203515e-10,2.6736494588505205e-07,2.9953590427218794e-11,9.285034224912349e-17,4.8497084391639616e-18,5.986379719218293e-21,2.692049107623489e-26,1.2294767161323831e-10,1.3043596675545554e-13,2.6520313743470222e-14,2.971192446809146e-08,8.761557090687259e-10,4.468832618141628e-12,8.784792629631758e-09,3.3856638475992146e-17,2.7734669039869574e-09,3.6586301490399726e-14,8.720833010885855e-11,2.2380070081547326e-11,4.359591074082786e-12,3.5411292908540386e-14,4.732436575692257e-14,4.563586402336915e-19,8.42333234192396e-12,4.661206974772132e-14,5.4826083148852035e-14,1.7972146723061204e-19,1.2330135237253505e-12,6.277265646043049e-10,6.642883843962554e-12
0.002699196958016352,0.5198795360044601,1.0180720238732322e-08,1.555369283510756e-08,6.652002106257611e-09,3.5215759819801928e-06,0.0,0.0,1.778686116961744e-05,3.892113512408795e-07,5.042528197802694e-06,2.8953456576428416e-06,6.588369487001472e-10,3.1102661942141468e-27,1.1938251504533936e-19,6.0629679435861e-13,3.9478180173699184e-09,0.0003145366565222693,4.446494180991948e-15,8.091899600771623e-19,3.6583675304417907e-16,1.5203553503302218e-22,1.9030963825181288e-14,3.4633328236777e-12,1.451887093765442e-13,2.6064242812921203e-12,7.416129533056397e-22,4.370610274775238e-14,3.9343506210455427e-13,5.506789234228335e-18,3.204695532014432e-12,9.41555770231202e-20,4.8696673580457444e-20,5.030151655886948e-15,3.76,0.0,0.47404155844362666,0.9995835024579861,1.7136348175144518e-05,3.346902789355336e-07,0.025629537918417444,0.02595464760023219,6.842566315146074e-05,4.428895042617369e-14,0.00031486892104965397,5.891251781420792e-06,3.426162296424536e-07,8.54140686476959e-09,8.903909017126609e-15,1.6281848956878272e-08,1.7471547084728636e-06,2.188563098959346e-06,7.312922696267942e-15,1.7802769845076632e-07,1.5346598634382298e-08,2.8849917748369127e-08,3.884734921584413e-06,2.05477327392302e-05,1.614740682443279e-10,7.113691991957079e-12,1.0437693716010291e-08,2.5237281076325305e-09,1.0405629616561069e-08,3.7461241244906416e-07,7.537818500782592e-10,1.3288650757058283e-15,4.896061473699835e-10,3.2427264472829314e-13,4.482026147629002e-08,1.0867907449850425e-09,1.0490990810918082e-16,7.421016149820765e-13,7.536766447165304e-15,8.026654151545577e-15,1.1058506684871634e-10,4.919700568879915e-16,4.4284763534472234e-10,1.403486376414628e-10,5.915080074575412e-07,5.699687929053929e-13,6.738538384419824e-10,2.2332100220175282e-10,5.668459389642927e-14,8.05244543192286e-12,7.701993980012892e-11,1.6235656766757753e-17,6.58121020645188e-09,3.0976971350033e-10,2.7526549853045023e-07,3.05390120790013e-11,9.455625450135547e-17,4.938809114895297e-18,6.202733990009521e-21,2.78977919470589e-26,1.244892818890509e-10,1.3327040559312356e-13,2.71580483828753e-14,2.991378067344404e-08,9.028344748429606e-10,4.610298858969146e-12,8.894791179252911e-09,3.4993806973928305e-17,2.7922087711946973e-09,3.7511770206428174e-14,9.033327854648317e-11,2.2791777301086865e-11,4.4705150077833715e-12,3.7028872007214993e-14,4.819450699272272e-14,4.726595166331622e-19,8.577011155469833e-12,4.7796479545460225e-14,5.571585150931602e-14,1.8473333517129603e-19,1.255362306853196e-12,6.39388868378769e-10,6.8266074809107405e-12
0.002715276476747495,0.519894367580049,1.0310547469543291e-08,1.57484787168858e-08,6.7636440188120335e-09,3.581597486286522e-06,0.0,0.0,1.798851137412631e-05,3.966508902454721e-07,5.148149414861965e-06,2.965560025541614e-06,6.702341874292956e-10,3.2467833076928344e-27,1.2308900372645214e-19,6.173879264336229e-13,3.972960911383556e-09,0.00031830794683131023,4.574590797883713e-15,8.235252317624341e-19,3.746014133943199e-16,1.5512207106610467e-22,1.9366394475586288e-14,3.5598828167498237e-12,1.4761023576909975e-13,2.7002288559562257e-12,7.667142874654155e-22,4.4587798028151134e-14,3.977351016075033e-13,5.579323444325717e-18,3.279899766908691e-12,9.671420377785863e-20,5.033618716204016e-20,5.161182573221955e-15,3.76,0.0,0.47389052747889265,0.9995791996251877,1.7487554999849162e-05,3.3738740450404415e-07,0.025776140304102153,0.026105229533870393,6.842536847550579e-05,4.4540823212678007e-14,0.00031864729664315435,5.964754420794206e-06,3.4666220593952065e-07,8.647690982509238e-09,9.009109610951305e-15,1.6485033177862578e-08,1.7788793087407154e-06,2.2511597215160057e-06,7.371865666944094e-15,1.81154674854827e-07,1.560939036863263e-08,2.9210955872425385e-08,3.956643154113342e-06,2.0879888059436722e-05,1.649882192949301e-10,7.268469315432553e-12,1.0660174495471267e-08,2.568330445058973e-09,1.0596356937375323e-08,3.8032498042722713e-07,7.698244188209051e-10,1.3571466572040969e-15,4.986632332054771e-10,3.3027043972055107e-13,4.588082016201936e-08,1.1053647617873244e-09,1.0714263400036079e-16,7.577812179751858e-13,7.726974587287476e-15,8.166398476189276e-15,1.1260836565119727e-10,5.011904318999069e-16,4.506711842170561e-10,1.4424157499084642e-10,5.996895212347737e-07,5.857591303889951e-13,6.822410133070661e-10,2.3215117504750303e-10,5.760093840413714e-14,8.227756963015129e-12,7.843419116866851e-11,1.653323534887771e-17,6.731752639588432e-09,3.154117307364511e-10,2.83355345193788e-07,3.1132847905722105e-11,9.628530291403975e-17,5.029118522946711e-18,6.425965162668325e-21,2.8906320044732957e-26,1.2604305937236213e-10,1.3616739353137643e-13,2.7807842429913717e-14,3.012185967384749e-08,9.301799654156568e-10,4.755423033598522e-12,9.005649619244352e-09,3.6162404122784544e-17,2.811530025056535e-09,3.8455597127772494e-14,9.357124009024834e-11,2.320908046752646e-11,4.5845496259295915e-12,3.871278046418485e-14,4.9076447060082064e-14,4.894742278828216e-19,8.732661749442033e-12,4.901406705430997e-14,5.661671801528028e-14,1.8986736692362468e-19,1.2779807374869743e-12,6.512057326515866e-10,7.014423936114818e-12
0.0027297480436055243,0.5199077123975853,1.0428330699876724e-08,1.5925199690980996e-08,6.86536997874172e-09,3.636270644738477e-06,0.0,0.0,1.8171217215041848e-05,4.034513528952139e-07,5.2447047320547714e-06,3.0299127402034646e-06,6.806228382363391e-10,3.375549377131351e-27,1.2651909523959925e-19,6.27500909607114e-13,3.995861237242665e-09,0.00032172189811252317,4.692510552293192e-15,8.365693002523158e-19,3.826258765592657e-16,1.5794827847681394e-22,1.967224468609476e-14,3.648689007502897e-12,1.498256850659626e-13,2.787188364981382e-12,7.899746884194561e-22,4.539504877085706e-14,4.016521077171581e-13,5.645804320589695e-18,3.348760441038239e-12,9.907267714249051e-20,5.1859740022146695e-20,5.281766073678074e-15,3.76,0.0,0.47375463360876574,0.9995753012537715,1.7808614924261687e-05,3.398291366181784e-07,0.025908020711701615,0.02624071389412864,6.842510149959264e-05,4.476738704004342e-14,0.00032206781124623766,6.031395736042158e-06,3.503234113798504e-07,8.744049408940882e-09,9.104305934710437e-15,1.66692513681947e-08,1.8077868593598939e-06,2.3088344377863533e-06,7.425209634153579e-15,1.840070891357077e-07,1.5848652652122146e-08,2.9538314391536808e-08,4.022172367742394e-06,2.1182346174745575e-05,1.6820217306086783e-10,7.410021887768133e-12,1.0863571929658347e-08,2.608958334699379e-09,1.077021459245985e-08,3.8556210669852095e-07,7.844903615868358e-10,1.3830013732938299e-15,5.069166683685971e-10,3.3573602854061526e-13,4.685279397875903e-08,1.1222750088733023e-09,1.0918376789244163e-16,7.721137004722388e-13,7.901444517844021e-15,8.293669478212724e-15,1.1445262705496202e-10,5.096004474296299e-16,4.577975401502248e-10,1.4783971564790366e-10,6.071227969004538e-07,6.003532736811561e-13,6.898449668138811e-10,2.403714370975282e-10,5.843535522748278e-14,8.3888489076969e-12,7.972343708330511e-11,1.6804500168056906e-17,6.869572976455132e-09,3.2055149258911064e-10,2.9080090816062354e-07,3.1674564143635296e-11,9.786174748163083e-17,5.111457808716922e-18,6.6329067271260535e-21,2.984140960338545e-26,1.2745182972814008e-10,1.388293211451255e-13,2.8403104961023033e-14,3.0314554067695827e-08,9.553716961318558e-10,4.889222171526349e-12,9.106154897929506e-09,3.724157139535475e-17,2.8294240756273296e-09,3.932094778964438e-14,9.658548886461037e-11,2.3589472130147736e-11,4.689922930538605e-12,4.028699986547838e-14,4.98803512168919e-14,5.050585404630674e-19,8.87444307183621e-12,5.013914211724898e-14,5.743705910409926e-14,1.9459577696639281e-19,1.2985692938302642e-12,6.619739179379577e-10,7.187014458386222e-12
0.0027442196104635534,0.5199210538094361,1.0547003596053197e-08,1.610326124469866e-08,6.968287166506141e-09,3.6915681372396784e-06,0.0,0.0,1.835507709729104e-05,4.1035231965068474e-07,5.342694346656185e-06,3.0953789033593112e-06,6.911356763471737e-10,3.510536426412786e-27,1.3003571171613731e-19,6.377362381942007e-13,4.019020355482539e-09,0.000325154614564138,4.81296788020754e-15,8.4974890656896775e-19,3.9078106979635454e-16,1.6082098339255082e-22,1.9981796927211156e-14,3.739337154868127e-12,1.520757598103412e-13,2.876610128428086e-12,8.138858998545757e-22,4.621551243420363e-14,4.05614404084018e-13,5.713440224262355e-18,3.418748951136387e-12,1.0148504363096742e-19,5.3430164704313775e-20,5.404918457754153e-15,3.76,0.0,0.4736187718651563,0.9995713783487018,1.8134443297607504e-05,3.422845941285761e-07,0.02603984261990013,0.02637616097411618,6.84248328443073e-05,4.499383556908614e-14,0.00032550727317855047,6.09849872359173e-06,3.540033930922459e-07,8.841071279942426e-09,9.199990719189688e-15,1.6854746551052798e-08,1.837033323786358e-06,2.3678003948666087e-06,7.478836631882004e-15,1.8689603622998245e-07,1.6090533078687976e-08,2.986796253073342e-08,4.08847544998019e-06,2.1488161168292957e-05,1.714651301864562e-10,7.553731276540976e-12,1.106999830543346e-08,2.6500488802745007e-09,1.0946173853006958e-08,3.9089178011529916e-07,7.993741680578706e-10,1.4092401583083298e-15,5.15267388239713e-10,3.4126603012643094e-13,4.784154837950045e-08,1.139369610767439e-09,1.1125522232392413e-16,7.866573704357809e-13,8.079065557541283e-15,8.422361714950834e-15,1.1631911082262092e-10,5.181171326867772e-16,4.6500502419335947e-10,1.515296564837374e-10,6.146224530863367e-07,6.153193177108468e-13,6.975013158723894e-10,2.4885814532397575e-10,5.927903340118143e-14,8.55314370869536e-12,8.102834744668243e-11,1.70790503541607e-17,7.0096301310709825e-09,3.2575027515482636e-10,2.9840514386304615e-07,3.2223226348766224e-11,9.945729486952345e-17,5.194794447427984e-18,6.845707753266565e-21,3.080312803618083e-26,1.2887039370368315e-10,1.4154409191918353e-13,2.9008381968774344e-14,3.0512481069132195e-08,9.811235976032427e-10,5.026096326873642e-12,9.207351865986977e-09,3.8347242578226566e-17,2.8478052714093145e-09,4.020156248727791e-14,9.969782570299301e-11,2.3974460425332964e-11,4.797971721139376e-12,4.191870639850038e-14,5.069394494472032e-14,5.210805449690288e-19,9.0178398759545e-12,5.129275182278576e-14,5.826652251303384e-14,1.9942680038251918e-19,1.3193789121875864e-12,6.728688879357504e-10,7.363025619176345e-12
0.0027572440206357794,0.519933058172487,1.065456996860921e-08,1.6264663794761282e-08,7.06193776003152e-09,3.741873627505527e-06,0.0,0.0,1.8521535625151984e-05,4.1665003534466394e-07,5.4321248335726695e-06,3.1552622574475357e-06,7.007028989904277e-10,3.632856360910786e-27,1.3325459240650694e-19,6.470507153784971e-13,4.0400859041983976e-09,0.0003282601170512731,4.923576997612625e-15,8.61726998444865e-19,3.982338358390798e-16,1.6344663939599456e-22,2.0263501346772006e-14,3.8225206450859305e-12,1.54130785074541e-13,2.959243919746008e-12,8.359756949918692e-22,4.6965396677721154e-14,4.0921983440633896e-13,5.775314520657129e-18,3.482713228056779e-12,1.037029214302018e-19,5.488443840769335e-20,5.517994874357397e-15,3.76,0.0,0.473496523698234,0.9995678267011749,1.843181115347224e-05,3.445063691805635e-07,0.026158432312800576,0.02649803149313829,6.842458961480515e-05,4.519754064739555e-14,0.000328619006756826,6.159284860852485e-06,3.573314247908643e-07,8.928956299826057e-09,9.286524514602726e-15,1.7022780517614203e-08,1.8636466556037176e-06,2.4219930295769225e-06,7.527345552113231e-15,1.8952764872873844e-07,1.631047403491575e-08,3.016659762746372e-08,4.148813661492336e-06,2.176628363452147e-05,1.7444400018711307e-10,7.684929570180705e-12,1.1258396184989813e-08,2.6874276398573654e-09,1.1106345399113422e-08,3.957690469300557e-07,8.129576342843163e-10,1.433186550180809e-15,5.228666865757786e-10,3.4629841683550915e-13,4.874595881446053e-08,1.15491307758948e-09,1.1314570013120116e-16,7.999287910214995e-13,8.241643352808424e-15,8.539398353228928e-15,1.180180715528862e-10,5.258740519790886e-16,4.715614531578665e-10,1.549309437298384e-10,6.21429009653607e-07,6.291142217489149e-13,7.044366783774805e-10,2.567302883204577e-10,6.004631419940335e-14,8.703800671582895e-12,8.221624575263276e-11,1.7328972268541237e-17,7.1376160379720635e-09,3.3047990560997117e-10,3.053867474805909e-07,3.272301263285351e-11,1.0090936925075272e-16,5.270637061532244e-18,7.042355064230474e-21,3.169195763407013e-26,1.3015544880207754e-10,1.4403344358814767e-13,2.9561783312346475e-14,3.069516530035356e-08,1.0047872799357383e-09,5.1519568470423745e-12,9.299018501101347e-09,3.936542545048623e-17,2.8647719178244824e-09,4.100732335281334e-14,1.0258548606760994e-10,2.4324904802209012e-11,4.897566744788439e-12,4.343792961189529e-14,5.143451677161642e-14,5.358828051589234e-19,9.148285259761865e-12,5.2356075109242244e-14,5.90208899712228e-14,2.0386285807789565e-19,1.3382976166814223e-12,6.827833753977531e-10,7.52440220763152e-12
0.0027702684308080054,0.5199450597848543,1.0762856956666753e-08,1.6427153772907064e-08,7.1565661573223614e-09,3.792692170366788e-06,0.0,0.0,1.8688924905216507e-05,4.23030862899845e-07,5.522742341097569e-06,3.2160695694279562e-06,7.103728152402722e-10,3.7595299508456895e-27,1.3654698877373572e-19,6.564669709636383e-13,4.061363057224783e-09,0.00033138084448604174,5.0363067681243276e-15,8.738159216083943e-19,4.0579496195096516e-16,1.6611108443934878e-22,2.0548285292528554e-14,3.9072434642177114e-12,1.562145393865502e-13,3.0439641423105984e-12,8.586185924638372e-22,4.772630186845207e-14,4.1286315057029774e-13,5.838151731811726e-18,3.547610261759044e-12,1.0596625609057495e-19,5.637870436759297e-20,5.633232609563712e-15,3.76,0.0,0.4733743014309269,0.9995642550756088,1.8733126062037082e-05,3.4673950081298935e-07,0.026276974607193058,0.02661987185552969,6.84243450177709e-05,4.540115230090321e-14,0.0003317461211361613,6.220442513508928e-06,3.6067465493776617e-07,9.017375074143994e-09,9.373453694362972e-15,1.7191842135593784e-08,1.8905377356057562e-06,2.4772676273955288e-06,7.57608864180972e-15,1.9218945904408166e-07,1.6532554930688707e-08,3.04670761471299e-08,4.209785710170643e-06,2.2047160192247604e-05,1.7746333072685032e-10,7.817907633626211e-12,1.1449292864974868e-08,2.7251849666370413e-09,1.1268240111151433e-08,4.0072396114714733e-07,8.267208106679604e-10,1.4574497523984796e-15,5.305456600514159e-10,3.513835566237693e-13,4.966430556119543e-08,1.1706072057817953e-09,1.1506118881421503e-16,8.133744646363213e-13,8.40683328590667e-15,8.6576023649419e-15,1.1973524902981646e-10,5.337186044126351e-16,4.781842511922169e-10,1.5841006914924534e-10,6.282895348844153e-07,6.432244435560952e-13,7.114141959597837e-10,2.6483010320059943e-10,6.082119332072484e-14,8.85715180787544e-12,8.341699151478837e-11,1.7581588484243556e-17,7.267454831269689e-09,3.352578316552698e-10,3.1250085447012483e-07,3.322852127675059e-11,1.0237722000983667e-16,5.347304094871132e-18,7.243967482958676e-21,3.260335560840627e-26,1.3144838707759285e-10,1.4656724323940944e-13,3.01234770052207e-14,3.088222999646755e-08,1.0289197270250772e-09,5.2803916811640724e-12,9.391241546797403e-09,4.0405859406716276e-17,2.8821463404059987e-09,4.182573831512426e-14,1.0555768646842672e-10,2.4679118397399923e-11,4.999448781154489e-12,4.5006614539938585e-14,5.218303272693014e-14,5.510558666855626e-19,9.280052192501988e-12,5.344378880372763e-14,5.978274292841951e-14,2.0838563805445438e-19,1.3573973199647421e-12,6.928016941037247e-10,7.6886277766244e-12
0.0027819903999630087,0.5199558588872666,1.0860931373324343e-08,1.657432510315807e-08,7.242572774649143e-09,3.838870396404277e-06,0.0,0.0,1.884036928997001e-05,4.288453356564915e-07,5.605322983332416e-06,3.2715948603592874e-06,7.191639608575048e-10,3.8787632562961566e-27,1.3957503633240206e-19,6.650284326085373e-13,4.080694172417446e-09,0.00033420252646778616,5.1396046585950925e-15,8.847911224183073e-19,4.126936072039065e-16,1.6854270560208277e-22,2.0807218214381446e-14,3.984828968955813e-12,1.5811474831640857e-13,3.122033208850286e-12,8.79480639158996e-22,4.842066667085411e-14,4.161750072307479e-13,5.895539440009035e-18,3.6068226377059717e-12,1.0804285509976572e-19,5.77587500306066e-20,5.738826899607154e-15,3.76,0.0,0.4732643234861277,0.999561023489708,1.9007717641140445e-05,3.487591233227804e-07,0.02638362214089402,0.026729502413628873,6.842412370834766e-05,4.5584322897725046e-14,0.0003345736879773714,6.275801031216454e-06,3.6369655271266043e-07,9.097406820213514e-09,9.452027904882073e-15,1.734487343890197e-08,1.9149784261245475e-06,2.5279541810594896e-06,7.620159579303906e-15,1.946111469927791e-07,1.6734264703877978e-08,3.0739078271953076e-08,4.265205185092307e-06,2.2302317476734112e-05,1.8021562388748395e-10,7.939123403734932e-12,1.1623254240537525e-08,2.7594916818221085e-09,1.141542672302922e-08,4.0525084200938967e-07,8.39262601266102e-10,1.4795597628639818e-15,5.375251954804302e-10,3.5600550936853255e-13,5.0502869347538743e-08,1.1848612444107664e-09,1.1680669098165082e-16,8.256257440428866e-13,8.55776538753709e-15,8.764985981199332e-15,1.212963691884287e-10,5.408541125556797e-16,4.842017760445944e-10,1.6160923441533143e-10,6.34510222732531e-07,6.561989061273733e-13,7.177298857732909e-10,2.7231938918843725e-10,6.152511871672586e-14,8.997511373657488e-12,8.450870902748769e-11,1.7811259501041014e-17,7.385910177509659e-09,3.3959944530382556e-10,3.19018420973388e-07,3.368840958036041e-11,1.0371182397844281e-16,5.4170113510665635e-18,7.429751798686566e-21,3.344331636305145e-26,1.3261875092281868e-10,1.4888632515755873e-13,3.0636161070158265e-14,3.1054389633939095e-08,1.0510457032911423e-09,5.398217275151975e-12,9.474716419536735e-09,4.1361586559250903e-17,2.898137178446814e-09,4.257324549475057e-14,1.0830703133365561e-10,2.5001151105188994e-11,5.093146694738551e-12,4.646189909680896e-14,5.28635260050827e-14,5.650350955214151e-19,9.399777351300373e-12,5.4444103697837734e-14,6.047484798579056e-14,2.1253101793113127e-19,1.3747425683479732e-12,7.019073944488255e-10,7.8388976600039e-12
