Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989)
8.987245599735097e-05,0.5174128937569009,1.3540411845501913e-10,2.8201019457259803e-10,3.688431869865217e-11,2.1170740200790546e-09,0.0,0.0,1.9496161142524266e-07,3.404561605125707e-10,1.9378800216202946e-10,7.168245556405018e-11,4.4923146808340944e-13,1.685536950778985e-31,1.6634235994870503e-22,1.1685382025013933e-15,2.4983058454399276e-09,3.528891623581987e-07,2.7518734699248615e-20,3.139611126386827e-23,5.092034357947512e-22,4.1226575161191997e-25,7.509326705613074e-16,1.1701726948093206e-16,1.6304292283589154e-14,1.3577204393967125e-18,3.58630338753858e-26,1.2148570066785885e-16,6.400569633334276e-15,2.1216135458273743e-18,9.656440184759695e-17,5.3748979357403706e-24,9.872862929545986e-24,9.78077254480944e-20,3.76,0.0,0.49913713936640297,0.9999309975863282,5.327072858455763e-09,7.589385594221209e-09,0.0008861192121492781,0.000886472992183794,6.844947254678376e-05,1.5390820660926234e-15,3.526562546046536e-07,1.6260119846679747e-07,3.8852718291534136e-10,2.3691209850666976e-10,9.805739816944875e-18,4.4868997490456364e-10,1.1218681761181295e-10,9.148897165527818e-11,2.0368102927482238e-16,1.013783240628512e-10,1.163500553909501e-11,7.825725542616823e-10,1.9201566465850985e-09,2.578755223205675e-08,7.747550767745208e-14,3.368375578626247e-15,4.632984360910747e-12,1.0443230029910017e-12,5.933271108936815e-12,1.706454452407006e-09,3.350586956197732e-13,5.911767589767269e-19,2.2568131914231856e-13,1.5084751659274907e-16,1.1469859333867764e-12,8.204654128325394e-13,4.669951845159636e-20,3.819470430363606e-16,1.2917823204465793e-19,3.543862815686978e-18,6.330956019969628e-14,2.7105905826605082e-19,1.8466956235435286e-13,4.534703763778414e-14,1.6185793581566336e-09,1.8503976938358758e-16,1.865737868840349e-11,9.681628975385674e-16,7.089645166910904e-17,4.972743048718276e-15,4.0582483191923904e-14,8.598431003805865e-21,1.3451841884911515e-13,1.874444242977155e-13,2.0824901895481612e-13,6.825208246675956e-16,1.8218968467835322e-19,9.518030246369661e-21,3.2319692320464464e-27,1.4198116991738446e-32,3.3935918468248605e-12,8.266935567206899e-17,3.6221542872734236e-19,7.971401759547549e-09,5.75414473662212e-16,1.2946071454385454e-18,2.3128128006479602e-10,1.4308009747188857e-24,7.457967971510473e-10,5.43280712692205e-19,1.1015408290790129e-16,1.225064296451113e-14,3.2238251855068874e-16,2.118801032617501e-22,2.7603174984201017e-17,2.323461573614036e-23,4.45632492433496e-15,3.4621712761736065e-18,6.981550258151948e-17,2.3399404088729058e-23,2.6272098359385475e-17,3.1597050306226575e-13,4.5559533759391117e-17
9.21373705781907e-05,0.5174150890008095,1.388471139738594e-10,2.895101431503565e-10,3.7864294278642035e-11,2.2266461778993503e-09,0.0,0.0,2.0043452087372032e-07,3.5758516439279636e-10,2.0920782099062595e-10,7.671820940483326e-11,4.724657892558552e-13,1.7035163692561793e-31,1.6674709086960177e-22,1.1883541180222475e-15,2.502411073820037e-09,3.708854602156789e-07,2.970307074005911e-20,3.382902134637047e-23,5.612339143136729e-22,4.283301332164052e-25,7.515047636227244e-16,1.2377227965794084e-16,1.6351326481905442e-14,1.5085077061259833e-18,3.7835167996952916e-26,1.262162724221915e-16,6.643697080774115e-15,2.128952254020877e-18,1.0010955578423846e-16,5.7210445086042794e-24,1.0416193275266807e-23,1.0594320571605742e-19,3.76,0.0,0.49911481383004674,0.9999309738760788,5.611584908915941e-09,7.836808848703694e-09,0.0009084212455265125,0.0009087930821695295,6.84494709038797e-05,1.5778114149125974e-15,3.7064943888400083e-07,1.6637727289526958e-07,4.083488206343098e-10,2.424140718897921e-10,1.0313675431466155e-17,4.591267797266033e-10,1.203004199340901e-10,9.831829738946514e-11,2.0882923888780473e-16,1.0659728748902219e-10,1.2095129986417418e-11,8.010773562449769e-10,2.016250381354013e-09,2.708370395722272e-08,8.072603048557554e-14,3.5108383556400864e-15,4.850287225532905e-12,1.0992453496885995e-12,6.260396334423831e-12,1.7878032254371457e-09,3.5080635912747727e-13,6.189484108568137e-19,2.374472183000823e-13,1.5867203574322368e-16,1.2410599261340946e-12,8.530240401594159e-13,4.8892552448278476e-20,3.979089471914913e-16,1.3956856767873566e-19,3.733083513338215e-18,6.680186689386133e-14,2.8601380039942434e-19,1.9433519126413054e-13,4.831702302233669e-14,1.7027153473852662e-09,1.9715997550549365e-16,1.90914847976587e-11,1.0559614474745459e-15,7.44667185619847e-17,5.277435203544285e-15,4.291638308735398e-14,9.092890075345004e-21,1.4635001370895116e-13,1.9607802831058167e-13,2.298785440333126e-13,7.430274102232505e-16,1.8527668809517729e-19,9.67931725316607e-21,3.5908818734383376e-27,1.577468109913692e-32,3.473838262084929e-12,8.773597322380328e-17,3.908556216177299e-19,8.136503351942642e-09,6.353116028924678e-16,1.4340924738329069e-18,2.3708341958902985e-10,1.6179823589762247e-24,7.613056386705463e-10,5.849594169078413e-19,1.2302105024058659e-16,1.2950367457020576e-14,3.501835752984865e-16,2.400955574999483e-22,2.912500953256798e-17,2.4213413080190387e-23,4.680268253069596e-15,3.760790879964011e-18,7.33321063062808e-17,2.468350904747004e-23,2.865023731230787e-17,3.318232886847407e-13,4.9161443811560473e-17
9.440228515903042e-05,0.5174172841473784,1.422890309299313e-10,2.969883567699846e-10,3.884512384667681e-11,2.3389775612139604e-09,0.0,0.0,2.0593319566886384e-07,3.751224593429244e-10,2.2541510078212718e-10,8.198873251083269e-11,4.962722628634898e-13,1.7213317293742783e-31,1.6712994793565375e-22,1.2086455320521663e-15,2.5061124648359927e-09,3.8932878312688616e-07,3.2000672635469996e-20,3.638439508995276e-23,6.171422169788232e-22,4.444620777925816e-25,7.520912660565482e-16,1.3071865867204033e-16,1.6395872928469144e-14,1.6713229308489816e-18,3.9857695730060635e-26,1.3096621213639865e-16,6.88758193924083e-15,2.135580873250174e-18,1.0382295551742829e-16,6.080091772312226e-24,1.0972925845298187e-23,1.1450721623414374e-19,3.76,0.0,0.49909248927588273,0.9999309496871616,5.903551586209932e-09,8.084610823145307e-09,0.0009307218323437397,0.0009311121750279918,6.844946922821198e-05,1.6165379202858045e-15,3.8909000489375075e-07,1.7013681878740592e-07,4.286631785576064e-10,2.4789191073683754e-10,1.08344290785208e-17,4.69517903563733e-10,1.2879419503113482e-10,1.054640638793226e-10,2.1397820001767954e-16,1.1194950871348663e-10,1.2564149195953423e-11,8.195012039303319e-10,2.1145742639189324e-09,2.8409820692153016e-08,8.40367813662781e-14,3.655959334732654e-15,5.072160334986045e-12,1.155648753994971e-12,6.595790754450294e-12,1.870786816716941e-09,3.668857675346053e-13,6.473048490243381e-19,2.4949828793571104e-13,1.6668521043246965e-16,1.3400510921458278e-12,8.862155976151889e-13,5.1131750335747334e-20,4.142104225756169e-16,1.5049102289370966e-19,3.927419930471657e-18,7.038248363238403e-14,3.0134692415649125e-19,2.0426049303415251e-13,5.139077001429112e-14,1.7887586601804124e-09,2.0970362028719268e-16,1.9523686797447957e-11,1.1490682598899721e-15,7.811968902804047e-17,5.591544087996862e-15,4.5312394543688644e-14,9.600504824340218e-21,1.588513931574233e-13,2.0489372107619145e-13,2.5313850128414283e-13,8.071047890381482e-16,1.884380367245483e-19,9.844486857935733e-21,3.978422324112133e-27,1.7476993658349726e-32,3.5537328692445077e-12,9.295920100323405e-17,4.209979647904006e-19,8.300068294331393e-09,6.997400247206244e-16,1.5847075363138686e-18,2.428601725644236e-10,1.8241077497239558e-24,7.766699739781775e-10,6.286876679626951e-19,1.3698708022817904e-16,1.3668545291458206e-14,3.7950300142030896e-16,2.7124364886721652e-22,3.0685306150849336e-17,2.5213724431764605e-23,4.90941849514627e-15,4.075722122369359e-18,7.693017743668292e-17,2.60050473745499e-23,3.117331505196795e-17,3.4804487832814063e-13,5.2949741978459e-17
9.666719973987014e-05,0.517419479196613,1.457299095906882e-10,3.044450497947724e-10,3.9826851157911446e-11,2.4540677528661983e-09,0.0,0.0,2.1145750798967258e-07,3.9306720118193403e-10,2.424283127487781e-10,8.749927557107226e-11,5.206500845494448e-13,1.7390028644184138e-31,1.6749356093926673e-22,1.2294106835979434e-15,2.5094497808833616e-09,4.0821910059309353e-07,3.4414504765731135e-20,3.9065231735484105e-23,6.771163582497089e-22,4.606553834835034e-25,7.526921239865765e-16,1.378566988693352e-16,1.6438183023699773e-14,1.8467632958020583e-18,4.1930611563413593e-26,1.357341380594831e-16,7.132150552270362e-15,2.1415672931971377e-18,1.0771039499985338e-16,6.4522209847762535e-24,1.15430265876291e-23,1.2350979560994677e-19,3.76,0.0,0.49907016570391316,0.9999309250197163,6.202979117839687e-09,8.33275353896627e-09,0.0009530209726577411,0.0009534302708184802,6.844946751978773e-05,1.655261582312846e-15,4.079779311466618e-07,1.7387991911259484e-07,4.494702276882809e-10,2.5334573621475917e-10,1.1368000003778416e-17,4.798635751411475e-10,1.3767675245757948e-10,1.1293200547555684e-10,2.191279140232882e-16,1.1743515367143667e-10,1.3042110854850138e-11,8.378444892923466e-10,2.2151207034351056e-09,2.9765771094810125e-08,8.740769281750682e-14,3.803735596358831e-15,5.298594255394476e-12,1.2135383239888641e-12,6.939419821437152e-12,1.955388995601819e-09,3.832962295177071e-13,6.762448556356147e-19,2.6183353522086157e-13,1.7488638526090032e-16,1.444074840332021e-12,9.200434797546311e-13,5.3417016021024926e-20,4.308507200405627e-16,1.619579585014397e-19,4.126887004680888e-18,7.405104009926128e-14,3.1705685616708493e-19,2.1444637641951096e-13,5.456846732790172e-14,1.876692047012362e-09,2.2267146951490814e-16,1.9953994220735846e-11,1.247645571493796e-15,8.185500054898428e-17,5.9150549606262124e-15,4.7770250721065063e-14,1.0121218545458359e-20,1.7204006534297478e-13,2.1389086210612617e-13,2.781073406889786e-13,8.748598928766738e-16,1.9167340797432551e-19,1.00135225123481e-20,4.396011867499216e-27,1.931129884382867e-32,3.6332773721574764e-12,9.833879213042948e-17,4.526837152375787e-19,8.462110824276478e-09,7.689193380781893e-16,1.747045519794234e-18,2.486116428775145e-10,2.0505576206363173e-24,7.918911426755199e-10,6.745119939629354e-19,1.5211195002567815e-16,1.440509720780547e-14,4.1037346956077015e-16,3.05547804599412e-22,3.2283903631990794e-17,2.6235550475077208e-23,5.143756986641879e-15,4.4073159749068834e-18,8.060935798707574e-17,2.7364214461499114e-23,3.384595064259008e-17,3.6463401068806e-13,5.692926731092338e-17
9.999999999999998e-05,0.5174238690030983,1.50791330408969e-10,3.153788256936434e-10,4.1273174378179874e-11,2.6284376573992254e-09,0.0,0.0,2.19632832240081e-07,4.2021184241688564e-10,2.689672632056615e-10,9.605544720201068e-11,5.575591451229566e-13,1.764782103911278e-31,1.6799861734096863e-22,1.2608240993080815e-15,2.513773088096188e-09,4.36828768631205e-07,3.8184049454234124e-20,4.3244507332353795e-23,7.731672097248767e-22,4.845841459329267e-25,7.5360227074894015e-16,1.4870951947716285e-16,1.649684691277082e-14,2.1291644715808235e-18,4.5072546468216486e-26,1.4278022558913386e-16,7.493135829637935e-15,2.14933658398617e-18,1.1375928249868098e-16,7.02399187808185e-24,1.240617298080713e-23,1.3757555844979536e-19,3.76,0.0,0.4990373185661228,0.9999308878519488,6.657164475969209e-09,8.698441639944737e-09,0.0009858313153195712,0.0009862693235363565,6.844946494631225e-05,1.7122379125227328e-15,4.3658476386597877e-07,1.7935813444997444e-07,4.809834450084423e-10,2.6132759047955965e-10,1.2176449734178169e-17,4.950049876145286e-10,1.5147240377299296e-10,1.245187132174708e-10,2.2670704107704336e-16,1.257501936706619e-10,1.3761787332703678e-11,8.64690836163318e-10,2.3670996165352566e-09,3.181501357631752e-08,9.247721887200491e-14,4.0260093399011315e-15,5.640063809547214e-12,1.3014354064611695e-12,7.459969204017368e-12,2.0827897254200898e-09,4.0804465068707826e-13,7.198884849342281e-19,2.80499425451482e-13,1.8729483743004956e-16,1.606537320191582e-12,9.709850570470134e-13,5.686333703807366e-20,4.559513408827776e-16,1.7984740776442823e-19,4.4297610305480776e-18,7.960842997838585e-14,3.40855807214705e-19,2.2991055036890765e-13,5.943374575727342e-14,2.0094860371334755e-09,2.425261400310511e-16,2.0583763466015404e-11,1.4029895355970042e-15,8.750044535423926e-17,6.40815919679937e-15,5.149887007082222e-14,1.0911145891702546e-20,1.927334941766404e-13,2.2745869072610756e-13,3.181252498733894e-13,9.81473391128067e-16,1.9656819519754978e-19,1.0269254109410872e-20,5.068189960996253e-27,2.2263911250018974e-32,3.749693509483019e-12,1.0653854614172849e-16,5.02202818893772e-19,8.697816175468815e-09,8.798285859102904e-16,2.0085286557807985e-18,2.570291404571185e-10,2.42378717375798e-24,8.140314044033109e-10,7.458510888590166e-19,1.7660415573534622e-16,1.5522174074858163e-14,4.586863371609016e-16,3.6226138802065723e-22,3.4705537727866586e-17,2.777828688591532e-23,5.49797950178552e-15,4.926270576260427e-18,8.61699764938368e-17,2.943304324542264e-23,3.8060401018069086e-17,3.897104895572926e-13,6.314303600332131e-17
0.0001011970289015496,0.5174238690030983,1.5260872126627273e-10,3.192947412407415e-10,4.179316625027257e-11,2.69252305877442e-09,0.0,0.0,2.2258253654565864e-07,4.3017565806312714e-10,2.789460090279165e-10,9.926134440848791e-11,5.711167581550297e-13,1.77398608866914e-31,1.681724491023993e-22,1.2723548145837563e-15,2.5151719805559074e-09,4.4734059826345174e-07,3.9602769420928e-20,4.481528810494766e-23,8.100367221343328e-22,4.932073612740409e-25,7.539366826151387e-16,1.5270921433255247e-16,1.6516978988311937e-14,2.2379684270805055e-18,4.622768118203371e-26,1.453191188269137e-16,7.623079222675369e-15,2.1518540250630834e-18,1.1603034767983277e-16,7.236489861757139e-24,1.2723221474170579e-23,1.4287069393349012e-19,3.76,0.0,0.4990255215065445,0.9999308742497978,6.8242432775180435e-09,8.829927716760236e-09,0.0009976149140026376,0.0009980634714322402,6.844946400470918e-05,1.7327003767298302e-15,4.470957782439907e-07,1.8131713309166404e-07,4.925622835885281e-10,2.641818581984957e-10,1.247359067166664e-17,5.004195260837578e-10,1.5664260914882053e-10,1.2885692171144321e-10,2.294296061045388e-16,1.2880737946404446e-10,1.4025050702758256e-11,8.742910368999274e-10,2.4228515006694077e-09,3.256665087652481e-08,9.432974746471699e-14,4.107242675171734e-15,5.76510830976814e-12,1.3337963102706527e-12,7.651246662602442e-12,2.12938496060991e-09,4.1710766102551607e-13,7.358708996683707e-19,2.8735266648313426e-13,1.9185016363510783e-16,1.667678535831525e-12,9.896216739885515e-13,5.81253819086866e-20,4.651448710076277e-16,1.8657445342685503e-19,4.541270026423887e-18,8.165052208921114e-14,3.4960098492774163e-19,2.3560350752860416e-13,6.12362736505946e-14,2.0581605925739087e-09,2.498820516911552e-16,2.080896552191947e-11,1.4618596184967012e-15,8.957120587069507e-17,6.590214496525087e-15,5.2870453562671317e-14,1.1201721104526047e-20,2.0054893562452587e-13,2.3242698157110185e-13,3.3349400189332425e-13,1.0218309444753157e-15,1.983650515064886e-19,1.0363131114011821e-20,5.327166760461313e-27,2.3401494913573597e-32,3.79132329639426e-12,1.0956592359589033e-16,5.208515279016901e-19,8.781684932802495e-09,9.224334956671442e-16,2.109346702046775e-18,2.6003919055900057e-10,2.5702683294281176e-24,8.219092756707212e-10,7.726342544405243e-19,1.860838980077665e-16,1.5933013249080103e-14,4.768942358995929e-16,3.8457400234370253e-22,3.559537017110815e-17,2.8343760549883624e-23,5.627925508327114e-15,5.1218525234483186e-18,8.820962447112321e-17,3.019619836290092e-23,3.965841184512861e-17,3.9890995923617324e-13,6.548141484513503e-17
0.00010527387514706111,0.5174278194961014,1.5879653598827823e-10,3.325880452807666e-10,4.356632862259598e-11,2.9165644682981408e-09,0.0,0.0,2.3268147131993647e-07,4.6495830710938647e-10,3.147518601112414e-10,1.1072042564465216e-10,6.184832526134316e-13,2.4400711109122003e-31,1.6873936196001738e-22,1.312605907214216e-15,2.5194011654104304e-09,4.840783657749665e-07,4.4699670067612435e-20,5.044949809257156e-23,9.45548588147658e-22,5.226762635352669e-25,7.55105310892778e-16,1.667360400776774e-16,1.6582301474878326e-14,2.6394672300492404e-18,5.026770636113176e-26,1.5399596212749855e-16,8.066649766948906e-15,2.1594758136413834e-18,1.2417081330855702e-16,7.988965195138354e-24,1.3830866507327488e-23,1.6189564938509015e-19,3.76,0.0,0.4989853450879563,0.9999308269216918,7.408966137107785e-09,9.278240188693985e-09,0.0010377445147393913,0.001038229942605023,6.844946072920919e-05,1.802385568474791e-15,4.838315963368948e-07,1.8795528394287993e-07,5.330298469492347e-10,2.7385355952075474e-10,1.3512449797158817e-17,5.187669224339739e-10,1.751277046560215e-10,1.4434696740947623e-10,2.3870371747545635e-16,1.39500360377219e-10,1.4940751780882725e-11,9.068217077174508e-10,2.617336735442821e-09,3.5188170206965643e-08,1.0076472730619628e-13,4.389452486640269e-15,6.200480130968868e-12,1.4471620927447781e-12,8.319718625355831e-12,2.2913571980140036e-09,4.4866364700826773e-13,7.915186813726411e-19,3.112821231310073e-13,2.077541563689633e-16,1.8872781540378233e-12,1.0544518618311658e-12,6.251955857826174e-20,4.971612027125071e-16,2.107143696907981e-19,4.9319024631778e-18,8.878722178580808e-14,3.801641455637211e-19,2.555451660965968e-13,6.75939358569175e-14,2.227775561527889e-09,2.758269059792452e-16,2.1572063873484466e-11,1.67498442646731e-15,9.679379881297903e-17,7.22982907868577e-15,5.766956322115664e-14,1.2218423189436555e-20,2.2873154028881137e-13,2.4972384102960847e-13,3.900082555836299e-13,1.167755067607184e-15,2.0463775889796143e-19,1.0690847696739619e-20,6.2828161074522615e-27,2.7599296342587396e-32,3.932385964691661e-12,1.2020202992574727e-16,5.878989918282108e-19,9.064235103725965e-09,1.0791472874069202e-15,2.4818045843914563e-18,2.7023871093643626e-10,3.1226718492800576e-24,8.484491487087224e-10,8.685767045586482e-19,2.2124821168264376e-16,1.737021001204003e-14,5.423789907715699e-16,4.68965005004162e-22,3.8705117320362396e-17,3.031478018924603e-23,6.081239729066891e-15,5.825267511657615e-18,9.532370522515762e-17,3.2875560900143363e-23,4.54476092666966e-17,4.310030726394422e-13,7.388113526559396e-17
0.00010935072139257262,0.5174317696738185,1.6498167782432067e-10,3.4581501276004166e-10,4.534301535922309e-11,3.149539508684884e-09,0.0,0.0,2.4286150908019254e-07,5.010480419717337e-10,3.5345249462183743e-10,1.2303811521728075e-10,6.676894021152449e-13,2.0218784880142426e-31,1.6927486434858416e-22,1.3543632566286012e-15,2.522911918524415e-09,5.222639303057878e-07,5.021974767687521e-20,5.653682550504618e-23,1.0973636747698954e-21,5.522911250125289e-25,7.56319581055276e-16,1.81390931563413e-16,1.664330143523556e-14,3.0917029061509237e-18,5.44717547558723e-26,1.627153217749627e-16,8.511576078801384e-15,2.1658161110483e-18,1.3296359154931578e-16,8.786754415707677e-24,1.498148896881176e-23,1.824967244902017e-19,3.76,0.0,0.49894517185153625,0.9999307780452935,8.017973286909045e-09,9.72721653428464e-09,0.0010778694296837618,0.0010783931841952927,6.844945734772495e-05,1.8720615493480597e-15,5.220165257559736e-07,1.9454158742130834e-07,5.750932789028366e-10,2.8344955466950414e-10,1.459282517361643e-17,5.369710148930679e-10,1.9500593312209225e-10,1.6096618231597606e-10,2.479802893661735e-16,1.5062822354453402e-10,1.588615392024248e-11,9.39098224429309e-10,2.8189106832390154e-09,3.790433993805141e-08,1.0739368715679182e-13,4.680223657488344e-15,6.6504945705672575e-12,1.5654217578488127e-12,9.014359692573077e-12,2.4583281781688557e-09,4.812823989940088e-13,8.490398744365402e-19,3.361175767350222e-13,2.2425754307020564e-16,2.124949607882589e-12,1.121395503992339e-12,6.706162572992217e-20,5.302644443809276e-16,2.3680831078596563e-19,5.339376844905573e-18,9.620336679358141e-14,4.1192489503119737e-19,2.7634509510201775e-13,7.428968454683194e-14,2.4032512352661786e-09,3.0315136456956155e-16,2.232918886231564e-11,1.908346015274418e-15,1.0427762679412721e-16,7.899600610546959e-15,6.266510829136221e-14,1.3276728258803027e-20,2.5940980894394125e-13,2.67599134652232e-13,4.533569884620077e-13,1.3272568597629104e-15,2.1114582540776894e-19,1.1030856556961298e-20,7.359223090892216e-27,3.232756064099324e-32,4.072344142280912e-12,1.3133964481547108e-16,6.605977034512526e-19,9.342068069814904e-09,1.2548919439339407e-15,2.902238935980005e-18,2.803582497688717e-10,3.765340851400793e-24,8.745454282418045e-10,9.720276292755006e-19,2.6115555347822386e-16,1.886576772718311e-14,6.13361106939354e-16,5.675824009895892e-22,4.1936574094208077e-17,3.235561467747999e-23,6.551087064563472e-15,6.587739006944871e-18,1.0269509983804354e-16,3.567972872723392e-23,5.179353935638453e-17,4.642683475032464e-13,8.297624408977146e-17
0.00011342756763808413,0.517435719536279,1.7116442529406715e-10,3.589769175476716e-10,4.712343562018899e-11,3.3914470425731843e-09,0.0,0.0,2.5312192540076795e-07,5.384400098807914e-10,3.9515274388639094e-10,1.3624448354794204e-10,7.187312400552283e-13,-9.940066611733124e-32,1.6978744163631922e-22,1.3976168560380473e-15,2.5258268148572346e-09,5.618971204640286e-07,5.618068758922922e-20,6.309473982983134e-23,1.2667414541331766e-21,5.820350423743655e-25,7.575791900556365e-16,1.9667755092194018e-16,1.6700758033514623e-14,3.598582485770795e-18,5.884041902788221e-26,1.7147314739755498e-16,8.957628492356305e-15,2.17109044401597e-18,1.424414344997782e-16,9.630992447666783e-24,1.61750239153375e-23,2.047318242279863e-19,3.76,0.0,0.49890500179717373,0.9999307276213889,8.651311867786365e-09,1.0176739924911632e-08,0.0011179896591629946,0.0011185531965453544,6.84494538603144e-05,1.9417283199305085e-15,5.61650439881808e-07,2.0107662682738e-07,6.187524103718469e-10,2.9297069523494956e-10,1.5714712402610104e-17,5.550334129122372e-10,2.1632715569531687e-10,1.7874502092880122e-10,2.572593297579972e-16,1.6219194377954825e-10,1.6861524219233763e-11,9.711233995898403e-10,3.0275336436380634e-09,4.071442045464536e-08,1.1421630764933767e-13,4.979541774895175e-15,7.115105233195284e-12,1.6886045029331233e-12,9.73498840794546e-12,2.6302086642738346e-09,5.149605180428674e-13,9.084284894789901e-19,3.6185380441658744e-13,2.4135687812290524e-16,2.3813438442742964e-12,1.190471593833982e-12,7.17511106746412e-20,5.64450835252884e-16,2.6492657914717185e-19,5.763774581660913e-18,1.038970110213474e-13,4.44874973051209e-19,2.980084814698749e-13,8.132342610186388e-14,2.584491163309943e-09,3.3185501690191395e-16,2.3080407539559524e-11,2.1628809081042923e-15,1.1202064820349107e-16,8.599389352118228e-15,6.785569129900383e-14,1.437633927016461e-20,2.926831792210524e-13,2.860495282157636e-13,5.240588022123107e-13,1.5009585215186479e-15,2.1788770136684655e-19,1.1383076671446262e-20,8.565686353779408e-27,3.762714741611348e-32,4.211210049642113e-12,1.4297643331352783e-16,7.391953726958546e-19,9.615262168072168e-09,1.4511236665117168e-15,3.374721078384042e-18,2.903986313430497e-10,4.508711865190033e-24,9.002054840761396e-10,1.0832535371940922e-18,3.061996777830944e-16,2.041927105159307e-14,6.900029128764921e-16,6.821588976212773e-22,4.528889367339184e-17,3.4466343431195193e-23,7.037369481748218e-15,7.411010407255379e-18,1.1032179216265725e-16,3.8609738459147133e-23,5.872337021912624e-17,4.986991831853035e-13,9.279541601914196e-17
0.00011750441388359564,0.5174396690835127,1.7734506406757498e-10,3.7207502792465235e-10,4.8907789096477046e-11,3.6422863400134922e-09,0.0,0.0,2.634620026864997e-07,5.771293803405921e-10,4.3995662995364085e-10,1.5036945278135712e-10,7.716048371400053e-13,-3.85452907873167e-31,1.702840349351847e-22,1.4423565211252439e-15,2.5282475512448674e-09,6.029777662886388e-07,6.260029958338614e-20,7.014070534222439e-23,1.4549887501014393e-21,6.1190060913419045e-25,7.58883828359776e-16,2.1260008064058654e-16,1.675531884514679e-14,4.164131095883101e-18,6.337444047304208e-26,1.802661671922614e-16,9.40461610741664e-15,2.17547859761142e-18,1.5263699254216807e-16,1.0522770219535358e-23,1.7411429073925336e-23,2.286587558604699e-19,3.76,0.0,0.49886483492473305,0.9999306756507561,9.30903181374754e-09,1.0626713521903482e-08,0.0011581052035032418,0.00115870997999652,6.844945026702987e-05,2.0113858808116654e-15,6.027332117435154e-07,2.0756100275745942e-07,6.640070722881526e-10,3.024178580110831e-10,1.6878107085934597e-17,5.729557749280011e-10,2.3914111578525405e-10,1.977131249083472e-10,2.665408466498313e-16,1.7419249809586328e-10,1.786712669652712e-11,1.0029001380207635e-09,3.2431672930228648e-09,4.3617680563512614e-08,1.2123227506653216e-13,5.2873931043688185e-15,7.594267555110528e-12,1.816739346282205e-12,1.0481428684246571e-11,2.8069109352162737e-09,5.496947381383894e-13,9.696787715078258e-19,3.88485756214955e-13,2.590488305649713e-16,2.6571057951044844e-12,1.261698917147341e-12,7.658755922913241e-20,5.997167295234529e-16,2.9513900534313677e-19,6.2051756029693025e-18,1.1186626703771028e-13,4.79006370825966e-19,3.205404816145605e-13,8.869480487708436e-14,2.77140015971064e-09,3.619363824846773e-16,2.3825789012940952e-11,2.439521997744468e-15,1.2002084463932103e-16,9.329044834170868e-15,7.323995657891187e-14,1.5516968048409586e-20,3.286503633724595e-13,3.0507180583398037e-13,6.026497474165672e-13,1.6894814771269042e-15,2.2486180231222494e-19,1.1747425234184854e-20,9.911785602699537e-27,4.354015317104549e-32,4.348996308992779e-12,1.551098818731599e-16,8.239415403236834e-19,9.883894421807934e-09,1.669349008098179e-15,3.903502929682365e-18,3.0036071903997267e-10,5.363961307564819e-24,9.254365627536946e-10,1.2025197332917386e-18,3.567863123516818e-16,2.2030317011514714e-14,7.724589295482713e-16,8.145637000763311e-22,4.8761254265083645e-17,3.6647063190172493e-23,7.539992204523964e-15,8.296741147835076e-18,1.1820178894944196e-16,4.1666595241798806e-23,6.626431387846074e-17,5.342892067442848e-13,1.033674695628439e-16
