Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203)
9.171919925634267e-10,0.47814148600094736,1.2703581454545318e-18,1.3517495158951343e-22,1.187073959406428e-22,1.698976379141275e-22,0.0,0.0,1.5415177654194819e-13,1.2095810148952971e-21,4.46553613975523e-23,5.195438490529741e-23,9.726075866694865e-29,3.204699086144694e-51,5.06052535282999e-35,3.51473616153054e-20,2.3071747491848331e-29,4.58086768067002e-19,2.002406617871417e-47,1.9311360833256627e-46,5.135418563073411e-43,2.5913297133155983e-42,5.345905084788997e-19,5.5992341836966944e-45,4.2338276562569854e-36,6.205994565394851e-47,1.004163407364152e-58,1.1651892561901383e-44,4.051613848172415e-60,1.0112756522147462e-54,2.810441525467266e-34,5.178833087353997e-56,4.5484489799086895e-54,1.601405241070667e-60,3.76,0.0,0.6844076235158717,0.9999800286168867,7.446152149697487e-24,1.3537855237794133e-34,4.0659106679647874e-10,4.0659106725494975e-10,1.9971382959563135e-05,8.040841977831365e-23,4.580641793036836e-19,1.5414322827821255e-13,2.2644266304352877e-23,9.549046317802555e-18,3.209223008949155e-36,2.5617986486014585e-19,5.085325744886243e-24,4.412422347860893e-27,1.038720698985386e-25,5.597403698865865e-24,2.6794759913667345e-22,1.6249763388318804e-20,2.553712348917118e-27,5.59714727376178e-23,1.786734323989295e-24,5.658410906224468e-30,5.812938437719721e-27,3.183629371668856e-25,5.784526088191292e-35,5.698570661704467e-19,6.027298988988242e-31,1.881304762534565e-35,3.700929062619758e-36,3.1628184611436496e-36,4.346798221777892e-37,2.0604590922203674e-25
9.373910620322551e-10,0.47814148600173373,1.29836949390483e-18,1.411287217194172e-22,1.2482017137964736e-22,1.7804115310164e-22,0.0,0.0,1.5754659801952726e-13,1.2634440383695001e-21,4.763499000509871e-23,5.542104078016942e-23,1.0401212323594406e-28,3.4166759959574545e-51,5.280195127335028e-35,3.6675466746956773e-20,2.4628939709946803e-29,4.792505554727394e-19,2.228812587762663e-47,2.1067014427790552e-46,5.716970281001153e-43,2.884404306068549e-42,5.456042568494948e-19,6.232823845746734e-45,4.530455664920714e-36,7.061815223458249e-47,1.1456269484234386e-58,1.3004586350400597e-44,4.6589070487718693e-60,1.1514423921272857e-54,3.0052853253376636e-34,5.906049592513355e-56,5.1885146540726335e-54,1.8685387028019665e-60,3.76,0.0,0.6844076235069141,0.9999799354829242,7.943695939616152e-24,1.4769946827429266e-34,4.1554531111779524e-10,4.155453115974461e-10,2.0064516918782704e-05,8.347832721232623e-23,4.792264594746589e-19,1.575376420037961e-13,2.3652625805080682e-23,9.972807166522683e-18,3.425950991537345e-36,2.6758126961873953e-19,5.328585221010569e-24,4.628273678285851e-27,1.083998324389798e-25,5.846756187129895e-24,2.7986513504777155e-22,1.6973389668564867e-20,2.6679716407328365e-27,5.975040887248322e-23,1.866163787078865e-24,6.036409365820834e-30,6.204737375575859e-27,3.3253551993488126e-25,6.295761821715473e-35,5.824068730859868e-19,6.5752928245401645e-31,2.0507501263361694e-35,3.990937580725853e-36,3.3351570275439054e-36,4.730972328034875e-37,2.1994687076652462e-25
9.575901315010836e-10,0.4781414860025201,1.3263824180151069e-18,1.4723225576457575e-22,1.31118771078734e-22,1.8639890404207205e-22,0.0,0.0,1.6094141918700365e-13,1.3184803454721593e-21,5.074270042116802e-23,5.903671373377443e-23,1.1107150082171285e-28,3.637603710198493e-51,5.504288079992514e-35,3.823449433792115e-20,2.62546262950286e-29,5.008976299713094e-19,2.475065352455539e-47,2.2939624792461027e-46,6.349621202788258e-43,3.203180190980433e-42,5.565867408717007e-19,6.92202106042097e-45,4.840859919422584e-36,8.013298571027568e-47,1.3033155698730507e-58,1.447985936733739e-44,5.341891534117991e-60,1.3073888563224612e-54,3.208996363427744e-34,6.716319752550084e-56,5.901900876214276e-54,2.173050063927457e-60,3.76,0.0,0.6844076234979565,0.9999798474124466,8.462688461961338e-24,1.6084264167204646e-34,4.2449955543851105e-10,4.244995559398254e-10,2.015258739268055e-05,8.657248589985483e-23,5.008719619487493e-19,1.6093204602394532e-13,2.4682950268255028e-23,1.0405703595510822e-17,3.6522230606103406e-36,2.7923061247039147e-19,5.577632097506301e-24,4.850092019449627e-27,1.1301997738590976e-25,6.101546523013395e-24,2.920413365999288e-22,1.771277975803597e-20,2.7847551835077378e-27,6.369567312153329e-23,1.9473146795654488e-24,6.430861444801036e-30,6.613732860495041e-27,3.47016543801323e-25,6.840928822619075e-35,5.949566799989083e-19,7.159805285887735e-31,2.2313119114538185e-35,4.296306562132186e-36,3.512446427016326e-36,5.140644957561385e-37,2.3445876920006e-25
9.77789200969912e-10,0.47814148600330647,1.3543969229426096e-18,1.53486848005635e-22,1.3760532867650398e-22,1.949723856856108e-22,0.0,0.0,1.643362400611207e-13,1.3746899360877934e-21,5.398105451831869e-23,6.280438438265537e-23,1.1844581844085172e-28,3.867651045443019e-51,5.73278954189041e-35,3.982434817320235e-20,2.7950277879585006e-29,5.230277117873324e-19,2.742418634447579e-47,2.493426187051183e-46,7.0366122319706e-43,3.549281964549195e-42,5.675380499221047e-19,7.67034583306809e-45,5.165366391017094e-36,9.06874009173877e-47,1.478682408399248e-58,1.6085807889542288e-44,6.108191202443738e-60,1.480498250471895e-54,3.421772580188819e-34,7.6170368014893325e-56,6.695164342352343e-54,2.5192109234702906e-60,3.76,0.0,0.6844076234889989,0.9999797641298177,9.003562695780594e-24,1.7484384459932708e-34,4.334537997586264e-10,4.334538002820874e-10,2.0235870018454187e-05,8.968942661326759e-23,5.23000405654661e-19,1.6432644035943845e-13,2.5735239693874495e-23,1.084773158014657e-17,3.8882448553293506e-36,2.9112787569373774e-19,5.8324601582882504e-24,5.077931309151874e-27,1.1773225005066412e-25,6.361774960792691e-24,3.0447616415220646e-22,1.846793370864128e-20,2.9040644821081095e-27,6.781084373760824e-23,2.030186629117489e-24,6.842116372777203e-30,7.04029251004137e-27,3.6180599691147855e-25,7.421579911166173e-35,6.075064869092113e-19,7.782421461911445e-31,2.4234576582724137e-35,4.6174639790813355e-36,3.694697246365855e-36,5.576983055608777e-37,2.495946891368665e-25
9.979882704387405e-10,0.4781414860040929,1.382413013828527e-18,1.5989378842754518e-22,1.4428197103035497e-22,2.037630883792294e-22,0.0,0.0,1.6773106065768888e-13,1.4320728101066904e-21,5.735260619452955e-23,6.672702406531007e-23,1.2614199837090696e-28,4.106985867300765e-51,5.965684890032132e-35,4.144493231485688e-20,2.9717364873114325e-29,5.456405086270754e-19,3.0321753505405016e-47,2.7056102144710255e-46,7.781312518295004e-43,3.9243980493741937e-42,5.784582731215272e-19,8.4814569010655e-45,5.5043015597468703e-36,1.023695143448812e-46,1.673274891906926e-58,1.783086899985734e-44,6.966018840662465e-60,1.6722414003858125e-54,3.6438117137350867e-34,8.616069297484924e-56,7.575286465175853e-54,2.9116707465664955e-60,3.76,0.0,0.6844076234800412,0.9999796853747586,9.566750443700245e-24,1.8973960893165137e-34,4.4240804407814154e-10,4.424080446242323e-10,2.0314625074215237e-05,9.282773783452605e-23,5.456114970067827e-19,1.6772082503011945e-13,2.680949408193766e-23,1.129888709765027e-17,4.134222014074986e-36,3.032730415701484e-19,6.093062913218774e-24,5.311845484782615e-27,1.2253639644695183e-25,6.627441754042864e-24,3.171695780710763e-22,1.923885157236617e-20,3.025901041156576e-27,7.209949872962767e-23,2.114779263488243e-24,7.270523301429635e-30,7.484783854906583e-27,3.7690386741163563e-25,8.03930932160751e-35,6.200562938168955e-19,8.44475995179945e-31,2.6276638723694857e-35,4.954838723520372e-36,3.881919374744119e-36,6.041184692384248e-37,2.6536771183079745e-25
9.999999999999999e-10,0.47814148600487927,1.3852033679298906e-18,1.6054028015273408e-22,1.449574221064802e-22,2.0465055121237742e-22,0.0,0.0,1.680691683445087e-13,1.437852112326192e-21,5.769578758356188e-23,6.712629925490712e-23,1.269263900435893e-28,4.1313374187153336e-51,5.989120177338695e-35,4.1608013688663776e-20,2.989732613022261e-29,5.479190543887969e-19,3.062311877930251e-47,2.7274593993591657e-46,7.858774035450573e-43,3.963413163870992e-42,5.795441757356596e-19,8.565822027609937e-45,5.53886046310991e-36,1.0359828127637656e-46,1.6937703088547224e-58,1.801261966640724e-44,7.056799258560159e-60,1.692417483120771e-54,3.666440519501982e-34,8.721267744177057e-56,7.667979126366486e-54,2.953483127759322e-60,3.76,0.0,0.6844076234791492,0.9999796777695084,9.624079555754924e-24,1.9127356118540638e-34,4.432998434762991e-10,4.4329984402467014e-10,2.0322230324034746e-05,9.314141631711997e-23,5.478898691714001e-19,1.6805888878696513e-13,2.691768735925933e-23,1.1344319647561237e-17,4.159273156848239e-36,3.044962150830232e-19,6.119333637594375e-24,5.3354769152179565e-27,1.230198872109648e-25,6.654198679593816e-24,3.184479386059219e-22,1.9316494449959568e-20,3.0381738160872625e-27,7.253626463730816e-23,2.1232984860490336e-24,7.314143131408744e-30,7.530049012872533e-27,3.7842442985571185e-25,8.102924821128458e-35,6.213061938472088e-19,8.512963765556206e-31,2.6486807463277425e-35,4.989344091398755e-36,3.900838368429762e-36,6.0889895029533685e-37,2.669740157116072e-25
1.0181873399075689e-09,0.47814148600487927,1.4104306957980357e-18,1.6645436281941187e-22,1.5115081823738808e-22,2.1277249788088714e-22,0.0,0.0,1.7112588099165065e-13,1.4906289674245049e-21,6.085990139781093e-23,7.080759487082524e-23,1.3416695765459913e-28,4.355775094512757e-51,6.202959547190791e-35,4.3096151101132054e-20,3.1557357462150083e-29,5.687357196525644e-19,3.3456884286926327e-47,2.9310428569105e-46,8.587221658611271e-43,4.3302817579439387e-42,5.893474993358201e-19,9.359154078810791e-45,5.857992393295007e-36,1.1527282027123884e-46,1.8887389982720826e-58,1.9723827196319233e-44,7.924213089899224e-60,1.884180579774346e-54,3.875311285533796e-34,9.721782047928618e-56,8.549692421583479e-54,3.355484820372422e-60,3.76,0.0,0.6844076234710836,0.9999796109012851,1.015268233551368e-23,2.0556722627246385e-34,4.513622883970568e-10,4.5136228896626e-10,2.0389098544292434e-05,9.598606838929595e-23,5.687049338792822e-19,1.7111520005496229e-13,2.790571343244311e-23,1.1759166127071843e-17,4.3903601744469924e-36,3.156660923836431e-19,6.3594336855981884e-24,5.551888483322019e-27,1.2743216328878318e-25,6.898547155639828e-24,3.301215387304183e-22,2.002553340126678e-20,3.1502663650277438e-27,7.656521586267708e-23,2.2010922105144328e-24,7.716431304526415e-30,7.947574340204356e-27,3.9231014344910144e-25,8.695753133731368e-35,6.326061007219613e-19,9.14847285548038e-31,2.844415983394673e-35,5.3088605027882666e-36,4.0741221140106734e-36,6.534479387488418e-37,2.81790915176258e-25
1.0383864093763973e-09,0.47814148600566564,1.4384499739603485e-18,1.7316985281316613e-22,1.5821398365352972e-22,2.220020953724916e-22,0.0,0.0,1.7452070107712504e-13,1.5503584079419835e-21,6.450547814867057e-23,7.504904966501414e-23,1.4252760810965161e-28,4.6141847027019503e-51,6.44459898177579e-35,4.4777909145685494e-20,3.34717256102902e-29,5.923130367273825e-19,3.6843615520118434e-47,3.170263050602794e-46,9.45797170229368e-43,4.768752261857272e-42,6.0020581717658435e-19,1.0307380394017357e-44,6.22676634719932e-36,1.2949638896602431e-46,2.1268231225920018e-58,2.1773820635053684e-44,8.992271170920837e-60,2.1179730052681274e-54,4.116468600794248e-34,1.0943055206985282e-55,9.626268493787214e-54,3.8561387062108407e-60,3.76,0.0,0.684407623462126,0.9999795404769705,1.076178783145552e-23,2.223647478390692e-34,4.6031653271537253e-10,4.6031653330817043e-10,2.0459522855516507e-05,9.916312503481872e-23,5.922804068518953e-19,1.7450956545211565e-13,2.90238977453894e-23,1.2228564649285613e-17,4.65686497326433e-36,3.283070104208317e-19,6.631565639519709e-24,5.79811424134006e-27,1.3241929798857179e-25,7.175091417762222e-24,3.433320065115198e-22,2.0827979247466383e-20,3.277161957848337e-27,8.121157265800809e-23,2.2891250981158216e-24,8.180189377940151e-30,8.429031325880796e-27,4.080248131722034e-25,9.392589663941375e-35,6.451559076244085e-19,9.89524576561349e-31,3.0742083077424017e-35,5.6799598081791185e-36,4.271314211952123e-36,7.058128403926039e-37,2.9887737370878324e-25
1.0585854788452258e-09,0.478141486006452,1.4664708534087686e-18,1.8004153607352579e-22,1.6547357391721381e-22,2.314533574760205e-22,0.0,0.0,1.779155209274925e-13,1.611261131564442e-21,6.829186656805524e-23,7.945433212292579e-23,1.5123085536373933e-28,4.882379729000016e-51,6.690588707667942e-35,4.649011133659741e-20,3.5461939058223386e-29,6.163721524065223e-19,4.049650075347541e-47,3.4238203649393063e-46,1.039732962566241e-42,5.241695784838027e-42,6.110333150020853e-19,1.1330224721763382e-44,6.610951323864787e-36,1.4514511796139166e-46,2.3893831427685157e-58,2.3990348196028673e-44,1.0180395081786622e-59,2.3753753267086325e-54,4.367480720519523e-34,1.228930879834146e-55,1.0813384518887822e-53,4.419583969806795e-60,3.76,0.0,0.6844076234531684,0.99997947388155,1.139449522627768e-23,2.401709843343843e-34,4.692707770330891e-10,4.692707776499639e-10,2.0526118272631106e-05,1.0235768137895927e-22,6.163376071997627e-19,1.7790392123898782e-13,3.0164047020775114e-23,1.2707078646970868e-17,4.9339420465644004e-36,3.4119577797080286e-19,6.909451955846663e-24,6.0505766949965665e-27,1.3749754865479272e-25,7.457074791893756e-24,3.5680094180307163e-22,2.164618916314826e-20,3.406589323488679e-27,8.604214639327039e-23,2.3788775542925086e-24,8.662146439670573e-30,8.9295220893102e-27,4.2404786473028755e-25,1.0131539959599674e-34,6.577057145242373e-19,1.068679775620949e-30,3.3175440018950764e-35,6.068567736455237e-36,4.47350405116581e-36,7.613425119754675e-37,3.166401586065506e-25
1.0787845483140542e-09,0.4781414860072385,1.4944933392207237e-18,1.8707068618674897e-22,1.7293168896413893e-22,2.4112775626345717e-22,0.0,0.0,1.8131034055539387e-13,1.6733371382017685e-21,7.222158889457125e-23,8.402637674887979e-23,1.6028359976520426e-28,5.160524274948022e-51,6.94091428411628e-35,4.82326628357896e-20,3.752946732376124e-29,6.409127544942062e-19,4.443061569977512e-47,3.6922749974304496e-46,1.140919880921101e-42,5.751066313780422e-42,6.218300809177873e-19,1.2431923354127752e-44,7.010875710852942e-36,1.6232989510737206e-46,2.6783854935900195e-58,2.6383274844562003e-44,1.1499517264784323e-59,2.6582464844642737e-54,4.628544488081006e-34,1.377051826475541e-55,1.2119907916412546e-53,5.052256966445029e-60,3.76,0.0,0.6844076234442108,0.9999794109069371,1.2051231651755574e-23,2.590255058458189e-34,4.782250213502069e-10,4.782250219916401e-10,2.0589092882041717e-05,1.0556856530814388e-22,6.40876221451243e-19,1.8129826743224578e-13,3.132616125859884e-23,1.3194704104621039e-17,5.221797029603882e-36,3.543323773251256e-19,7.19308571220467e-24,6.309329780040636e-27,1.4266666409050923e-25,7.744497528824668e-24,3.705283050011697e-22,2.248016320055585e-20,3.5385499655708176e-27,9.106051410229232e-23,2.4703492071267576e-24,9.162651329855883e-30,9.449413823540698e-27,4.40379286273721e-25,1.091436809047002e-34,6.702555214214474e-19,1.1524881377714243e-30,3.5749350342215754e-35,6.47511609983855e-36,4.680699532567119e-36,8.201695247195204e-37,3.350923376900881e-25
1.0989836177828826e-09,0.4781414860080248,1.5225174364578254e-18,1.942585728674685e-22,1.805904220518707e-22,2.510267592735438e-22,0.0,0.0,1.847051599728142e-13,1.7365864277679088e-21,7.629715951352022e-23,8.87681089102484e-23,1.6969273540893098e-28,5.448781511288359e-51,7.195561315567025e-35,5.000546907799856e-20,3.967577970186393e-29,6.659345347750975e-19,4.866156754716726e-47,3.9761977657258645e-46,1.2497621560112143e-42,6.29888681059121e-42,6.325962027773026e-19,1.3616862681100664e-44,7.42686833949908e-36,1.811678701737529e-46,2.995912713737592e-58,2.8962838674691796e-44,1.2961353219188722e-59,2.9685525953894704e-54,4.899856501008421e-34,1.5397241124079265e-55,1.3555228186172812e-53,5.76112013163661e-60,3.76,0.0,0.6844076234352532,0.9999793513558443,1.2732423080924688e-23,2.789686417137403e-34,4.871792656667258e-10,4.871792663331992e-10,2.0648643971373076e-05,1.0879466893005952e-22,6.65895940119107e-19,1.8469260404789865e-13,3.251024045885915e-23,1.3691437008522982e-17,5.5206355568577614e-36,3.6771679077773853e-19,7.482460075291619e-24,6.574427431810797e-27,1.4792639379094295e-25,8.03735987865417e-24,3.8451405650931036e-22,2.332990141198571e-20,3.673045387459935e-27,9.627025257537903e-23,2.563539684780038e-24,9.682052810795672e-30,9.989073640134472e-27,4.570190659538892e-25,1.1742881661928038e-34,6.828053283160389e-19,1.2411282645293668e-30,3.8469021367590143e-35,6.900037244112923e-36,4.892908267890258e-36,8.824297218471884e-37,3.54246975424062e-25
1.119182687251711e-09,0.4781414860088112,1.5505431501658906e-18,2.0160646169014475e-22,1.884518597695661e-22,2.611518295182337e-22,0.0,0.0,1.880999791910394e-13,1.8010090001811303e-21,8.052108496808448e-23,9.368244485047e-23,1.7946515177929177e-28,5.747313679894871e-51,7.454515451595088e-35,5.1808435770421444e-20,4.190234526467559e-29,6.914371765657538e-19,5.320549821184482e-47,4.276170104049037e-46,1.366678000345231e-42,6.887249639123438e-42,6.433317681827154e-19,1.488958013401423e-44,7.859258554166482e-36,2.017825719883308e-46,3.344165456880433e-58,3.1739655448255493e-44,1.4578417273081761e-59,3.308368968909872e-54,5.181613158841349e-34,1.7180627842746138e-55,1.512926653238061e-53,6.553672682372809e-60,3.76,0.0,0.6844076234262956,0.9999792950424954,1.3438494329702967e-23,3.000414804455565e-34,4.961335099826465e-10,4.961335106746409e-10,2.0704957316981763e-05,1.1203492645003624e-22,6.913964452519879e-19,1.8808693110125494e-13,3.371628462155464e-23,1.4197273346780958e-17,5.8306632620210735e-36,3.813490006250066e-19,7.777568026515792e-24,6.845923585234067e-27,1.5327648794248834e-25,8.335662090791408e-24,3.9875815673839495e-22,2.4195403849791183e-20,3.810077092278971e-27,1.0167493835881967e-22,2.658448615497222e-24,1.0220699566957474e-29,1.0548868565141871e-26,4.739671919232003e-25,1.261893199333081e-34,6.953551352080119e-19,1.3347821036880758e-30,4.1339747871770426e-35,7.343764280957061e-36,5.110137333680409e-36,9.482622319915595e-37,3.74117132915891e-25
1.1393817567205395e-09,0.47814148600959755,1.5785704853750059e-18,2.091156143682903e-22,1.9651808206509095e-22,2.715044255011824e-22,0.0,0.0,1.9149479822075833e-13,1.8666048553633933e-21,8.489586399137393e-23,9.877229172633426e-23,1.8960773239017097e-28,6.056282099041755e-51,7.71776238671577e-35,5.364146889157692e-20,4.4210632861548443e-29,7.174203666642149e-19,5.807909455876207e-47,4.592784054454477e-46,1.49209988540486e-42,7.518317894882447e-42,6.540368644856362e-19,1.6254767129860691e-44,8.308376154547128e-36,2.2430421130642943e-46,3.7254687648948296e-58,3.472472594113948e-44,1.636408366736052e-59,3.6798855852925366e-54,5.4740106237014175e-34,1.913245172788924e-55,1.6852503433396597e-53,7.437999095462317e-60,3.76,0.0,0.684407623417338,0.9999792417909462,1.4169869061568546e-23,3.222858695762526e-34,5.050877542979693e-10,5.050877550159657e-10,2.0758208862793566e-05,1.1528832911078703e-22,7.173774223839516e-19,1.9148124860702406e-13,3.4944293746683876e-23,1.4712209109289145e-17,6.15208577800745e-36,3.952289891655871e-19,8.078402625221845e-24,7.123872174826279e-27,1.5871669742004013e-25,8.639404413958143e-24,4.1326056610672374e-22,2.5076670566373847e-20,3.9496465828966045e-27,1.072781477553326e-22,2.7550756276025324e-24,1.0778940205002198e-29,1.1129165542987994e-26,4.912236523350818e-25,1.3544414686236431e-34,7.079049420973667e-19,1.4336349479906379e-30,4.4366911556037195e-35,7.806730842357466e-36,5.3323935312198616e-36,1.0178095119164143e-36,3.947158679181268e-25
1.159580826189368e-09,0.47814148601038403,1.6065994470995724e-18,2.1678728877093713e-22,2.0479116226359718e-22,2.820860012303314e-22,0.0,0.0,1.9488961707209083e-13,1.9333739932401793e-21,8.9423987528235e-23,1.0404054763335557e-22,2.0012735492215025e-28,6.375847167029796e-51,7.985287860255303e-35,5.550447469055047e-20,4.6602111119072416e-29,7.438837956014781e-19,6.329959507686118e-47,4.926642260601938e-46,1.6264747236117507e-42,8.194326275264174e-42,6.647115787878983e-19,1.7717271000434047e-44,8.774551401256303e-36,2.488698986236123e-46,4.142276397667944e-58,3.7929441917351126e-44,1.8332628112010882e-59,4.0854110018895896e-54,5.77724482437695e-34,2.1265130112780996e-55,1.8735998022873128e-53,8.42280146155195e-60,3.76,0.0,0.6844076234083804,0.9999791914346204,1.492696979073802e-23,3.4574441555491167e-34,5.140419986126947e-10,5.140419993571735e-10,2.0808565185196537e-05,1.1855392242520283e-22,7.438385607859608e-19,1.9487555657934472e-13,3.6194267834245453e-23,1.5236240287729035e-17,6.485108736949237e-36,4.0935673870039245e-19,8.384957014162317e-24,7.408327134691903e-27,1.6424677378514819e-25,8.9485870961906e-24,4.280212450399948e-22,2.5973701614181222e-20,4.0917553619285136e-27,1.1308345682404827e-22,2.8534203494994528e-24,1.135712325380023e-29,1.1730331436563983e-26,5.087884353439817e-25,1.4521270002006822e-34,7.204547489841024e-19,1.5378754343601178e-30,4.7555980687961783e-35,8.289371070117945e-36,5.559683397577558e-36,1.0912173749056346e-36,4.160562348289834e-25
1.1797798956581964e-09,0.47814148601117035,1.6346300403383484e-18,2.2462273894458695e-22,2.132731670864602e-22,2.928980062307368e-22,0.0,0.0,1.9828443575461985e-13,2.001316413740287e-21,9.410793875748656e-23,1.094901016316438e-22,2.1103089124252946e-28,6.70616836588145e-51,8.257077656218911e-35,5.739735968622447e-20,4.9078248441104625e-29,7.708271581319141e-19,6.888479671357801e-47,5.2783579614317945e-46,1.7702640545126123e-42,8.91758197056292e-42,6.753559979422672e-19,1.9282096966709691e-44,9.258115016476257e-36,2.7562386462677628e-46,4.597175218200534e-58,4.136559213619632e-44,2.04992697257819e-59,4.52737630571888e-54,6.091511457005843e-34,2.359174583415179e-55,2.0791407731365927e-53,9.517432132234768e-60,3.76,0.0,0.6844076233994227,0.9999791438157829,1.5710217885407336e-23,3.7046048363023035e-34,5.229962429268225e-10,5.229962436982638e-10,2.085618401927808e-05,1.21830804022092e-22,7.707795539562797e-19,1.9826985503181695e-13,3.7466206884237954e-23,1.5769362875566233e-17,6.82993777019752e-36,4.2373223153254834e-19,8.697224430239397e-24,7.699342398523777e-27,1.698664692841383e-25,9.26321038484133e-24,4.430401539713029e-22,2.688649704570409e-20,4.236404931737596e-27,1.1909444138051497e-22,2.9534824096705505e-24,1.1955597164448137e-29,1.2352733027397814e-26,5.266615291053685e-25,1.555148324652225e-34,7.330045558682199e-19,1.6476955430961247e-30,5.091250973540013e-35,8.792119594428953e-36,5.792013228239859e-36,1.168635019687212e-36,4.381512846929574e-25
1.2072780337171254e-09,0.47814148601224093,1.6727923069045808e-18,2.3555507289971675e-22,2.251597196922474e-22,3.0798997770092023e-22,0.0,0.0,2.0290599457484654e-13,2.0956961270256743e-21,1.007393894930173e-22,1.172054784769704e-22,2.2650393288788774e-28,7.173427348971555e-51,8.633909143972869e-35,6.002210904645749e-20,5.25878731438911e-29,8.082775434825127e-19,7.710759986499894e-47,5.786996458859033e-46,1.9820049873365452e-42,9.982431569077444e-42,6.89798310813563e-19,2.1586175311048688e-44,9.944962891597224e-36,3.1583696495130445e-46,5.2826076984203765e-58,4.643742977924724e-44,2.3796587477155184e-59,5.192245539846161e-54,6.5374251500191285e-34,2.7095727206792902e-55,2.388808167913984e-53,1.1202325307339156e-59,3.76,0.0,0.6844076233872282,0.9999790831229122,1.6819281814354775e-23,4.062087013262127e-34,5.351861631963607e-10,5.351861640052789e-10,2.091687688554367e-05,1.263084111337319e-22,8.082265848110822e-19,2.0289069061045164e-13,3.9233074419354416e-23,1.6509738500949753e-17,7.318719593208691e-36,4.437005766268168e-19,9.131502264576783e-24,8.106159636818071e-27,1.7766048143485223e-25,9.700270162320085e-24,4.639012340202405e-22,2.815447577192726e-20,4.437411169212648e-27,1.2761456186454938e-22,3.0924622139255454e-24,1.2803574997229856e-29,1.323483662625613e-26,5.514887186546131e-25,1.7043398914171518e-34,7.50089319241102e-19,1.8065204510739896e-30,5.576127721428026e-35,9.50964406084053e-36,6.116408550811818e-36,1.2807484597853992e-36,4.69467046029766e-25
1.2347761717760544e-09,0.4781414860133115,1.7109576189023595e-18,2.4679639021232286e-22,2.3744246593756557e-22,3.2351531199245864e-22,0.0,0.0,2.0752755312027913e-13,2.192250275320431e-21,1.076704436154003e-22,1.252694295795038e-22,2.4271851298056842e-28,7.661311698524806e-51,9.018581786322243e-35,6.270182619534469e-20,5.626082029769824e-29,8.466160579475364e-19,8.608843117668632e-47,6.331493077428167e-46,2.213324842717068e-42,1.1145492371231114e-41,7.041848561642551e-19,2.4102991558216545e-44,1.0665487463545302e-35,3.60792409234852e-46,6.050997564636611e-58,5.199280870811296e-44,2.753515966079412e-59,5.936246794957813e-54,7.004639969184881e-34,3.1021593639695387e-55,2.735906670574288e-53,1.3136916681313382e-59,3.76,0.0,0.6844076233750336,0.999979026877162,1.7978639925201675e-23,4.444829331323426e-34,5.473760834647932e-10,5.47376084312077e-10,2.0973122631207713e-05,1.3080331433683967e-22,8.465615932270473e-19,2.075115086016419e-13,4.104064944356872e-23,1.7266945642273123e-17,7.830281414486444e-36,4.641279849614152e-19,9.576338590047189e-24,8.525371059997276e-27,1.8561950487703323e-25,1.0147414049521764e-23,4.852407165575062e-22,2.945167073436729e-20,4.643132806815741e-27,1.365315060416985e-22,3.234623122195884e-24,1.369068206054114e-29,1.415790069609474e-26,5.76887246226881e-25,1.8643231692893547e-34,7.6717408260913115e-19,1.9765512128106336e-30,6.094534650808236e-35,1.026634116724279e-35,6.450169745021495e-36,1.400971763269933e-36,5.022385452074351e-25
