Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47)
1.0702096176343125e-06,0.6558236911784223,8.805837176849788e-09,2.6835428592643295e-09,9.135611684383282e-10,4.326609593231444e-09,0.0,0.0,2.0200255053791833e-07,4.731814880306045e-11,2.3632542505608883e-10,2.4839272013895665e-10,8.793630938917003e-12,1.1941430515453171e-25,6.843701516353754e-18,6.539810357534179e-11,9.837759569396584e-11,9.604402580051688e-08,3.878001519269712e-22,1.4172761950075655e-18,5.229108018035429e-20,8.64939063111601e-21,6.975616312538467e-12,7.300924889337556e-18,1.3676378345346193e-15,5.736333441146499e-22,1.150498662178167e-26,3.6912114414862267e-19,1.1352592660420564e-20,4.620304629579837e-22,2.585007029133683e-15,1.5870029918719806e-24,1.1975270783170829e-24,1.1453741856878484e-22,3.76,0.0,0.5790845815843334,0.999540757572351,2.485273972155634e-09,7.254904867722942e-12,0.0028453254091418616,0.0028454691196032915,0.0004589408925794567,1.0786142266593236e-13,9.591664788482895e-08,1.9859006577673515e-07,2.1168400931742892e-08,2.4624053839517538e-11,1.9902869507735463e-14,1.871418517303525e-09,1.0029234334847335e-10,1.2997913906541342e-12,4.26745494100932e-09,1.8344817179730508e-16,5.194908047237086e-13,8.735666808252284e-10,4.001580596452163e-09,1.495337445086489e-10,1.0472518052663778e-08,1.3653224507533923e-11,9.334072655856472e-13,2.37437507328542e-11,9.685787454095955e-12,1.6175995903206082e-11,8.939343688212923e-14,6.327798874037749e-10,9.62087405612707e-19,8.66269547052448e-15,6.00181412189499e-17,4.0067577393702864e-13,2.2585099243564844e-12,1.1916920507417587e-19,1.4482901290407687e-15,5.679683381410791e-17,2.9475585696620764e-16,8.842026309911294e-17,3.5516510796360278e-12,4.227235728847717e-12,8.680783894446762e-15,3.473494395216241e-19,1.5670786794967945e-18,2.1116112798496425e-15,4.3992107026824585e-12,7.676063432339054e-15,1.1751466715296866e-14,2.8690547096143925e-20,2.008628855705386e-15,5.2237455471307304e-17
1.1130550978275894e-06,0.655837633939035,9.363692501678184e-09,2.9568975191179055e-09,9.839163191740639e-10,4.801363680041863e-09,0.0,0.0,2.1013368427043434e-07,5.110919372745577e-11,2.5000583131387707e-10,2.5970411546160666e-10,1.0054327466621056e-11,1.3556633383798998e-25,7.296219209648067e-18,6.542330145238173e-11,1.0677700042965652e-10,1.038779348183916e-07,4.710207724014281e-22,1.6017849805807076e-18,5.48703952123011e-20,8.655327403885998e-21,6.975244271623073e-12,8.565439378383484e-18,1.4868033126887766e-15,6.32841275847481e-22,1.3743944847074802e-26,4.1782306551156342e-19,1.3944307139049057e-20,5.514744671239992e-22,2.901474722805024e-15,1.9668934921492126e-24,1.4911428894610235e-24,1.4791632699417148e-22,3.76,0.0,0.5789709457308102,0.9995407412645784,2.7938114291633894e-09,8.207755496622636e-12,0.0029589418512585915,0.002959097262188077,0.000458940884154924,1.1216717830216055e-13,1.037421831700127e-07,2.068105677169946e-07,2.289598402837426e-08,2.564676746125392e-11,2.1774002260163894e-14,1.950559595075117e-09,1.082055175819155e-10,1.4638796869149479e-12,4.615999522290383e-09,1.9367353615635013e-16,5.403733284232739e-13,9.128257723476421e-10,4.194901524953085e-09,1.653689633806535e-10,1.1391414425537253e-08,1.4781987329002613e-11,1.0160755650590304e-12,2.6517824394296655e-11,1.0609395031071435e-11,1.9288166957083137e-11,9.998075885155375e-14,6.577538167400383e-10,1.0754449652616821e-18,9.780696048452307e-15,6.733595543575944e-17,4.815312464452697e-13,2.3607876643554642e-12,1.33167461065645e-19,1.6229995866428194e-15,6.172883153003016e-17,3.4355407976411293e-16,1.0899856731196305e-16,3.702538324641541e-12,4.54300336855862e-12,1.0364880830888312e-14,4.1473547843923806e-19,1.8699541867809356e-18,2.3015241770734393e-15,4.585999647009255e-12,8.575557024755384e-15,1.3949947962105274e-14,3.4059453859571185e-20,2.4858986364673332e-15,6.453364977529299e-17
1.1559005780208662e-06,0.6558515739788617,9.92837373008213e-09,3.2441780908646294e-09,1.0560539233243582e-09,5.305052012992183e-09,0.0,0.0,2.182694555592e-07,5.504081064409391e-11,2.6421909358185896e-10,2.7103583303810976e-10,1.1436619986663322e-11,1.5298501631590398e-25,7.755344904900733e-18,6.545191843752745e-11,1.1551093147250587e-10,1.1201850343466886e-07,5.679831067074292e-22,1.8016426872696946e-18,5.74516904132753e-20,8.662014407748867e-21,6.9749511379278585e-12,9.982705029376335e-18,1.6108360820988856e-15,6.959827058862921e-22,1.6323886112714778e-26,4.706244113044221e-19,1.6986902315321933e-20,6.533177886653145e-22,3.240273219432475e-15,2.417613627211197e-24,1.8424936870552486e-24,1.891547776957115e-22,3.76,0.0,0.5788573320975662,0.9995407246257797,3.125374738539725e-09,9.240111553439852e-12,0.0030725356063425625,0.0030727031752969345,0.0004589408755786277,1.1647189093552295e-13,1.1187391312166703e-07,2.1506654827644398e-07,2.4691221948956283e-08,2.6673843203168514e-11,2.373171662855358e-14,2.030037940740395e-09,1.1639934186450583e-10,1.6415565856884252e-12,4.978224684837643e-09,2.042333183758672e-16,5.612592827494496e-13,9.5226036871817e-10,4.389006716240871e-09,1.8234007258804647e-10,1.235055702488623e-08,1.5968408591021287e-11,1.1032296593544756e-12,2.951287591179807e-11,1.1580821534270826e-11,2.283678032201595e-11,1.114212800917879e-13,6.827003239834624e-10,1.1978971448772335e-18,1.0995413246812953e-14,7.525785978705582e-17,5.745404935112654e-13,2.463522913690829e-12,1.4828583003212605e-19,1.8121120614126387e-15,6.691796743501966e-17,3.9793172096881415e-16,1.3323240417974488e-16,3.8540604542373e-12,4.8712338043235735e-12,1.228714481026734e-14,4.916512569870503e-19,2.2178755221879844e-18,2.4999555486360565e-15,4.773651434139061e-12,9.535584324063764e-15,1.6441488237761867e-14,4.014417537604891e-20,3.050323581576745e-15,7.911446162752006e-17
1.1987460582141431e-06,0.6558655112984502,1.049942535124983e-08,3.5452789933427686e-09,1.1299039654287403e-09,5.838008765965843e-09,0.0,0.0,2.2640996200223076e-07,5.911243423533968e-11,2.7901244436405076e-10,2.8238978660385266e-10,1.2946367832724215e-11,1.7169904168537687e-25,8.220799489636976e-18,6.54843063485675e-11,1.2457835363541833e-10,1.204657021129563e-07,6.802368633134321e-22,2.0174592469354835e-18,6.003523235088574e-20,8.669578917132206e-21,6.974744960989731e-12,1.1563488969352813e-17,1.739723820313284e-15,7.632714446195262e-22,1.9284216399182354e-26,5.276949909961551e-19,2.053622687427124e-20,7.686434863040202e-22,3.601822716863365e-15,2.948764025615154e-24,2.2601424013249005e-24,2.3968992462640016e-22,3.76,0.0,0.5787437406791169,0.9995407076556813,3.480524788316699e-09,1.0355061517546497e-11,0.003186106678726054,0.003186286863278762,0.00045894086685044426,1.2077556084600804e-13,1.2031176829119217e-07,2.2335893402557535e-07,2.6554103292951348e-08,2.7705396883804963e-11,2.5776024948231935e-14,2.1098626246744416e-09,1.248719463239607e-10,1.833425048330408e-12,5.354130707976215e-09,2.1513914146952161e-16,5.82148668638956e-13,9.918717202662657e-10,4.583913226538719e-09,2.0050393147673059e-10,1.3350115439215396e-08,1.7213767900978666e-11,1.1949866727263053e-12,3.273956326750333e-11,1.2600345199793489e-11,2.6861029135367184e-11,1.2375671140770605e-13,7.076194356811073e-10,1.3298862150179219e-18,1.2312115641994895e-14,8.381613734824554e-17,6.809378237619883e-13,2.566718962809806e-12,1.6457861129934353e-19,2.016323837448358e-15,7.23696724097516e-17,4.582541937550327e-16,1.615781044958228e-16,4.00623486722488e-12,5.212010470015881e-12,1.446915463357597e-14,5.789602016988745e-19,2.615839891912985e-18,2.7069408555336983e-15,4.962188141479974e-12,1.0557207559283783e-14,1.9249589962043675e-14,4.700211655058762e-20,3.713234403663619e-15,9.629711693569752e-17
1.24159153840742e-06,0.6558794458983491,1.1076437667610135e-08,3.860078380162234e-09,1.2054014302463197e-09,6.400545718631821e-09,0.0,0.0,2.3455529946718684e-07,6.332350431057254e-11,2.9443524532672976e-10,2.937680057927932e-10,1.458935339816307e-11,1.917363142605618e-25,8.692347000497474e-18,6.552076486177187e-11,1.3397825699173792e-10,1.292195030879542e-07,8.094175054367278e-22,2.2498442040958747e-18,6.262131721610322e-20,8.678124999996766e-21,6.974632602422393e-12,1.3318783294696255e-17,1.8734545730928914e-15,8.3493802945405635e-22,2.2667506427155812e-26,5.892059172691285e-19,2.4652452903394105e-20,8.985767657591571e-22,3.986526342845313e-15,3.570760338155501e-24,2.753495088984318e-24,3.0114922301349387e-22,3.76,0.0,0.5786301714700267,0.9995406903540267,3.859800476759422e-09,1.1555683531774895e-11,0.0032996550727364014,0.0032998483304813994,0.0004589408579702543,1.2507818831334518e-13,1.2905567953120632e-07,2.316886000459505e-07,2.848461666111244e-08,2.874153784356039e-11,2.7906933548630663e-14,2.190042241618205e-09,1.3362149885227838e-10,2.0400967245990338e-12,5.743717892151392e-09,2.264023540902168e-16,6.030414870393229e-13,1.0316609727573101e-09,4.779639147832367e-09,2.1991943606783547e-10,1.4390263391334985e-08,1.8519294741492405e-11,1.2914592945839186e-12,3.620866302527759e-11,1.3668223753021042e-11,3.1401601478202304e-11,1.370292626262724e-13,7.325111785657288e-10,1.4718595894361554e-18,1.3736291090094173e-14,9.304437392397922e-17,8.020244239923035e-13,2.670378819573769e-12,1.8210072483981447e-19,2.2363360016518096e-15,7.808925357067067e-17,5.248929810855849e-16,1.945249794362415e-16,4.159078045128682e-12,5.565409638333741e-12,1.6933321824639274e-14,6.775590591019283e-19,3.069249482453672e-18,2.9225164374056367e-15,5.151631114654422e-12,1.1641435351480613e-14,2.2398280470944623e-14,5.469196188826329e-20,4.4868445439434535e-15,1.1642842358882895e-16
1.2844370186006969e-06,0.6558933777791082,1.1659042551976295e-08,4.18844001546179e-09,1.2824859649039839e-09,6.992954515308994e-09,0.0,0.0,2.4270556241788834e-07,6.767346575146586e-11,3.1053895282454243e-10,3.0517262948344615e-10,1.637127379432941e-11,2.1312417097805567e-25,9.169791541268555e-18,6.556155550980192e-11,1.4370965549913472e-10,1.3827988032014956e-07,9.572441525073487e-22,2.4994067189122433e-18,6.521026659433923e-20,8.687740179763002e-21,6.9746200545642025e-12,1.5259798326488372e-17,2.0120167336190873e-15,9.112304249661978e-22,2.651960867217034e-26,6.55329731972991e-19,2.940022266799531e-20,1.0442846132540597e-21,4.394772056354156e-15,4.294858136292371e-24,3.33283742059257e-24,3.7536611039280355e-22,3.76,0.0,0.5785166244649036,0.9995406727205726,4.2637202848797624e-09,1.2845045634297801e-11,0.0034131807926960894,0.003413387581251651,0.00045894084893794503,1.293797736170081e-13,1.3810557800019785e-07,2.400563740380005e-07,3.048275065547736e-08,2.978236946241672e-11,3.0124444083939e-14,2.270584941629283e-09,1.4264620443749117e-10,2.2621921304348534e-12,6.1469865572801616e-09,2.380340215923331e-16,6.239377389079897e-13,1.0716291867273489e-09,4.976203099088653e-09,2.4064747845902687e-10,1.5471178670371637e-08,1.9886171816985655e-11,1.3927559243505757e-12,3.993104956270179e-11,1.4784698492499027e-11,3.65006344330382e-11,1.5128155848929157e-13,7.573755795714673e-10,1.6242689437306576e-18,1.5273651055999898e-14,1.0297747375442924e-16,9.391686453774392e-13,2.774505260936339e-12,2.0090760383065964e-19,2.4728531403004493e-15,8.408189024554533e-17,5.9822532315614e-16,2.3259576463919725e-16,4.3126056116849836e-12,5.931501712643282e-12,1.9702865151516598e-14,7.883768763219931e-19,3.583935178353346e-18,3.146719503987102e-15,5.342000912867038e-12,1.2789226891071919e-14,2.5912059264482316e-14,6.327354636998022e-20,5.384268542801158e-15,1.3988615678631886e-16
1.3272824987939738e-06,0.6559073069412777,1.2246909567109624e-08,4.530214978520788e-09,1.3611015433512625e-09,7.615508713293185e-09,0.0,0.0,2.5086084420457206e-07,7.21617684635894e-11,3.2737708231946705e-10,3.1660590098042057e-10,1.829773369161782e-11,2.3588960611899305e-25,9.65297428700742e-18,6.5606911273464e-11,1.5377158585811053e-10,1.4764680945033803e-07,1.1255171990615357e-21,2.7667555696211888e-18,6.780242451742403e-20,8.698499851721385e-21,6.97471265882306e-12,1.7397956642941547e-17,2.1553990253021196e-15,9.924147399494157e-22,3.088976984759348e-26,7.262405344270283e-19,3.4848794199958026e-20,1.2069754414061111e-21,4.8269343018045175e-15,5.13317622261759e-24,4.0093697230450474e-24,4.64396136458702e-22,3.76,0.0,0.5784030996583969,0.9995406547550889,4.692783739813858e-09,1.4226205978524425e-11,0.0035266838429228314,0.00352690461993528,0.00045894083975341326,1.3368031703624118e-13,1.474613951668608e-07,2.4846304002998884e-07,3.254849387936347e-08,3.082798962733678e-11,3.2428554561593084e-14,2.3514984596104374e-09,1.519443045058841e-10,2.500340819284978e-12,6.563937041408678e-09,2.5004492087992826e-16,6.448374252115754e-13,1.111777353912449e-09,5.1736238601310705e-09,2.6275090486679884e-10,1.6593043032973033e-08,2.1315538344572547e-11,1.4989808611273263e-12,4.3917675681417666e-11,1.594999779955558e-11,4.2201667331226995e-11,1.6655656001359624e-13,7.82212665850094e-10,1.78756939176163e-18,1.693013403883801e-14,1.1365167072135966e-16,1.0938062316248942e-12,2.8791008769834287e-12,2.2105509428939066e-19,2.726582135247409e-15,9.03526316666069e-17,6.786339293605738e-16,2.763469876887154e-16,4.466832389677721e-12,6.310352351434644e-12,2.2801784664625538e-14,9.123739623504116e-19,4.166181065996647e-18,3.3795881181393344e-15,5.5333172855882525e-12,1.400149581793323e-14,2.981584639071131e-14,7.280772911929964e-20,6.419538464008546e-15,1.6708043438847083e-16
1.3701279789872506e-06,0.6559212333854088,1.2839742423631766e-08,4.885243212477472e-09,1.4411961426088444e-09,8.268465639585141e-09,0.0,0.0,2.5902123732202407e-07,7.678786733355844e-11,3.450051711928153e-10,3.2807016395800683e-10,2.0374239227401848e-11,2.6005949011217586e-25,1.014177080727929e-17,6.565704420698771e-11,1.6416310656906508e-10,1.5732026775378838e-07,1.3161156835536302e-21,3.0524991545763913e-18,7.039815507349083e-20,8.710470822955306e-21,6.974915279258018e-12,1.97448877880776e-17,2.303590487627672e-15,1.0787759621489543e-21,3.5830738357926777e-26,8.021141156368637e-19,4.107218574252715e-20,1.3878987471414185e-21,5.283375460056753e-15,6.098718500769124e-24,4.795240529608628e-24,5.70533513413372e-22,3.76,0.0,0.5782895970451932,0.9995406364573567,5.1474727683456185e-09,1.5702213043305218e-11,0.0036401642277296723,0.0036403994508770257,0.0004589408304165572,1.3797981885003878e-13,1.5712306281412753e-07,2.569093417364136e-07,3.468183493736287e-08,3.1878491155442474e-11,3.4819260155486786e-14,2.4327901430873127e-09,1.615140762750957e-10,2.7551815477226826e-12,6.994569699632701e-09,2.624455373370945e-16,6.657405469252858e-13,1.1521064112238811e-09,5.37192010151554e-09,2.86294472602575e-10,1.7756042088127052e-08,2.280849320391556e-11,1.6102345169505539e-12,4.817955458085826e-11,1.716434010326693e-11,4.8549594465646334e-11,1.8289749129703987e-13,8.070224647878055e-10,1.962218719428852e-18,1.871190816635296e-14,1.2510453543784383e-16,1.2674404942110435e-12,2.9841681083678196e-12,2.425993617231917e-19,2.9982310565501882e-15,9.690639561744629e-17,7.665067129080611e-16,3.263692623843746e-16,4.621772454456507e-12,6.702023445814867e-12,2.625483541540133e-14,1.0505408365285053e-18,4.8227497052817885e-18,3.6211611741604316e-15,5.725599168218675e-12,1.5279113821031307e-14,3.4134932150673314e-14,8.335627030270847e-20,7.607618417674747e-15,1.9845508123282667e-16
1.4129734591805275e-06,0.6559351571120535,1.343727574884784e-08,5.253354931497931e-09,1.5227214342916515e-09,8.952068073949804e-09,0.0,0.0,2.671868336389071e-07,8.155122219108848e-11,3.63480740271189e-10,3.395678591152354e-10,2.2606192877976994e-11,2.8566075979748115e-25,1.0636088430818618e-17,6.571215124035664e-11,1.7488329715188293e-10,1.6730023409426209e-07,1.53099443835544e-21,3.3572454939910942e-18,7.299784051985264e-20,8.723714113675581e-21,6.975232434661665e-12,2.23124235620054e-17,2.4565804644824537e-15,1.1706187091922596e-21,4.1398866925017924e-26,8.831280943127011e-19,4.814931910139491e-20,1.5883447817904505e-21,5.7644471077133444e-15,7.20539475753164e-24,5.703578597689612e-24,6.963280591182186e-22,3.76,0.0,0.5781761166200153,0.9995406178271665,5.628252946136376e-09,1.7276105835283513e-11,0.003753621951425073,0.0037538720784206043,0.00045894082092727854,1.4227827933714013e-13,1.6709051304291443e-07,2.653959856029586e-07,3.688276243533806e-08,3.29339621776766e-11,3.729655385018504e-14,2.514466978206513e-09,1.7135383211836504e-10,3.0273624359885867e-12,7.438884903243787e-09,2.75246060329468e-16,6.866471050324579e-13,1.1926172529071438e-09,5.571110187751248e-09,3.1134480622700114e-10,1.896036517188896e-08,2.4366097907182498e-11,1.7266136407664384e-12,5.272774312620723e-11,1.842793643050967e-11,5.559061749610919e-11,2.003477715264559e-13,8.318050040225478e-10,2.1486766731467965e-18,2.0625373026716876e-14,1.373749785816435e-16,1.461642439268408e-12,3.089709278776826e-12,2.6559680445758404e-19,3.2885081458483428e-15,1.0374796644469301e-16,8.622365463419753e-16,3.832875130251289e-16,4.777439184062907e-12,7.106573958320522e-12,3.0087500993042654e-14,1.2038971697512944e-18,5.560908148557858e-18,3.8714783730193e-15,5.9188646911799294e-12,1.6622913976763473e-14,3.8894928256039576e-14,9.498171160282415e-20,8.964417240248498e-15,2.3448898168051224e-16
1.4558189393738044e-06,0.6559490781217637,1.403927214294882e-08,5.634371897673352e-09,1.6056324917221393e-09,9.666545772474464e-09,0.0,0.0,2.7535772460074435e-07,8.645129777547425e-11,3.828632544940293e-10,3.511015217073076e-10,2.4998889211133815e-11,3.12720573354693e-25,1.1135863703624821e-17,6.577241781201401e-11,1.859312575055906e-10,1.77586688878138e-07,1.7721810476763017e-21,3.6816022314138044e-18,7.560188001163972e-20,8.738286760280892e-21,6.9756683812548265e-12,2.5112593827722768e-17,2.614358594609599e-15,1.2682679957389978e-21,4.765421015441287e-26,9.694620554039158e-19,5.616416194047581e-20,1.809644233543117e-21,6.270491104838893e-15,8.468039991805403e-24,6.748523378130651e-24,8.446025098096691e-22,3.76,0.0,0.5780626583776183,0.9995405988643181,6.135574649673446e-09,1.895091408464223e-11,0.003867057018313014,0.0038673225069087184,0.0004589408112854887,1.4657569877607934e-13,1.7736367827559164e-07,2.739236435644134e-07,3.915126498041785e-08,3.399448648625812e-11,3.9860426938731937e-14,2.596535614043054e-09,1.8146191894014587e-10,3.3175411239145034e-12,7.89688303907222e-09,2.884563821130789e-16,7.075571005242127e-13,1.2333107411703391e-09,5.771212044072041e-09,3.3797035307606516e-10,2.0206205214212546e-08,2.5989379386281923e-11,1.8482115471258018e-12,5.757332633593803e-11,1.9740992606822132e-11,6.337219772201781e-11,2.1895095189938317e-13,8.565603114618627e-10,2.3474042999370783e-18,2.2677160793230117e-14,1.5050325076129553e-16,1.6780508496000499e-12,3.195726623455774e-12,2.901039732696426e-19,3.598120884620903e-15,1.1088199460308507e-16,9.662210365838656e-16,4.477611316363071e-16,4.933845306127915e-12,7.524060637046641e-12,3.432596696898089e-14,1.3734907219774034e-18,6.3884546922356815e-18,4.130580195107925e-15,6.113131200471366e-12,1.803369384240326e-14,4.412172053406481e-14,1.0774726049065034e-19,1.0506799382425147e-14,2.756974197937706e-16
1.4986644195670813e-06,0.6559629964150933,1.464551950054489e-08,6.028108578475613e-09,1.6898875134842761e-09,1.0412116845175627e-08,0.0,0.0,2.8353400140905726e-07,9.148756370601847e-11,4.032140828123352e-10,3.626737797369423e-10,2.755751142691073e-11,3.412664748930072e-25,1.1641060107038721e-17,6.583801983987969e-11,1.9730610739136013e-10,1.8817961400870685e-07,2.0417726399655574e-21,4.026176634978887e-18,7.821068881774985e-20,8.754242776181517e-21,6.976227157558039e-12,2.81576227665143e-17,2.7769148039448243e-15,1.372070018079462e-21,5.466061731717732e-26,1.0612976911282043e-18,6.520586906696203e-20,2.0531679224965224e-21,6.801840537997017e-15,9.9024323174268e-24,7.945253937873351e-24,1.0184701786904684e-21,3.76,0.0,0.5779492223127876,0.9995405795686177,6.669874116850413e-09,2.072965843533023e-11,0.003980469432693082,0.00398075074068306,0.0004589408014910977,1.5087207744515236e-13,1.8794249125918958e-07,2.824929555427511e-07,4.1487331180993804e-08,3.506014384936153e-11,4.251086940110915e-14,2.6790023852574957e-09,1.9183671756322683e-10,3.6263849226500758e-12,8.368564508998922e-09,3.020860991474714e-16,7.284705343991902e-13,1.2741877153040372e-09,5.9722430736493305e-09,3.6624133833816664e-10,2.1493758601254194e-08,2.7679332588790725e-11,1.9751183441178363e-12,6.272740301885896e-11,2.1103711115655673e-11,7.194300837755846e-11,2.387506571836213e-13,8.81288415301241e-10,2.558863336181242e-18,2.4874136697903352e-14,1.6453093920470008e-16,1.918372325086456e-12,3.3022223138059774e-12,3.16177496957041e-19,3.927775141479e-15,1.1831299729954369e-16,1.078862318137796e-15,5.204840712042804e-16,5.0910029416132094e-12,7.954538626815913e-12,3.89970943358159e-14,1.5603962795177143e-18,7.313746344070582e-18,4.398507871403696e-15,6.308415286696396e-12,1.9512218320320415e-14,4.984142325167962e-14,1.2171667845659068e-19,1.2252594063021146e-14,3.2263340670738516e-16
1.5415098997603582e-06,0.6559769119925952,1.525582857676144e-08,6.434373195222041e-09,1.7754475649931664e-09,1.1188989000689132e-08,0.0,0.0,2.917157551791487e-07,9.665949445594128e-11,4.2459645723352196e-10,3.742873524013122e-10,3.028712859700399e-11,3.713265571757518e-25,1.2151666052413735e-17,6.590912495894951e-11,2.0900698602259414e-10,1.9907899284060934e-07,2.341932540823455e-21,4.3915755984855495e-18,8.082469776100577e-20,8.771633728769847e-21,6.976912612567798e-12,3.1459925521631394e-17,2.9442392995967438e-15,1.4823929572242202e-21,6.248582045603762e-26,1.1588189453278244e-18,7.536892275117645e-20,2.3203265083351065e-21,7.358820541215924e-15,1.1525309907572468e-23,9.31001634517562e-24,1.2213529364228784e-21,3.76,0.0,0.5778358084203363,0.9995405599398791,7.231574420970975e-09,2.2615350630822236e-11,0.004093859198860581,0.004094156784084318,0.0004589407915440166,1.5516741562239106e-13,1.9882688506835192e-07,2.9110453171283024e-07,4.389094964671685e-08,3.613101029651416e-11,4.524787019427354e-14,2.761873333099418e-09,2.0247664212745842e-10,3.9545709625940804e-12,8.853929729611518e-09,3.1614451046346014e-16,7.493874076633803e-13,1.3152489993465603e-09,6.174220109472403e-09,3.9622971985079283e-10,2.2823225037471435e-08,2.943692287053868e-11,2.1074211549028063e-12,6.820107249955387e-11,2.2516292650046795e-11,8.135288709509924e-11,2.597905316787026e-13,9.059893440429752e-10,2.7835156425496697e-18,2.7223398909544775e-14,1.7950096155959182e-16,2.1843812846482265e-12,3.4091984779578113e-12,3.438740135371229e-19,4.278174393492369e-15,1.2604535782355065e-16,1.2005668631128772e-15,6.021848781687865e-16,5.248923645379623e-12,8.398061991930408e-12,4.412839303256683e-14,1.76571459577557e-18,8.345726988226842e-18,4.675303354172986e-15,6.5047328186717205e-12,2.105922230788311e-14,5.6080335119487343e-14,1.3695417336972805e-19,1.4220602750235212e-14,3.7588899479484633e-16
1.584355379953635e-06,0.6559908248548239,1.5870030777285348e-08,6.852968672640473e-09,1.8622763390959641e-09,1.1997360670620554e-08,0.0,0.0,2.9990307707883846e-07,1.0196656932933198e-10,4.470754310432608e-10,3.859450485511205e-10,3.319269352110542e-11,4.0292958865897997e-25,1.2667692972584678e-17,6.598589359193576e-11,2.2103305174413938e-10,2.1028481013444714e-07,2.6748868115701102e-21,4.77840564235368e-18,8.344435271461559e-20,8.790509254177258e-21,6.9777284301320154e-12,3.5032105175380465e-17,3.1163225652019587e-15,1.5996278003119502e-21,7.120151788915596e-26,1.2622121601454121e-18,8.6753272129565e-20,2.612570210686386e-21,7.94174900643211e-15,1.3354386724920358e-23,1.0860149529469041e-23,1.4569994897959142e-21,3.76,0.0,0.5777224166951055,0.9995405399779207,7.821086363408683e-09,2.4610993696401042e-11,0.004207226321106612,0.004207540641452182,0.00045894078144416634,1.59461713585653e-13,2.1001679310804896e-07,2.997589545611161e-07,4.636210898849418e-08,3.720715837790336e-11,4.807141747945975e-14,2.8451542247850926e-09,2.1338013950013416e-10,4.3027863378990924e-12,9.352979131982513e-09,3.3064061894929957e-16,7.703077213300169e-13,1.3564954085064047e-09,6.377159388130494e-09,4.280091427682258e-10,2.419480741084806e-08,3.1263088178096906e-11,2.245204328185575e-12,7.40054223673153e-11,2.3978937421580145e-11,9.165278866773853e-11,2.8211418933060087e-13,9.306631265154897e-10,3.02182268245414e-18,2.973227787064131e-14,1.95457557084197e-16,2.4779199327557048e-12,3.5166572179730677e-12,3.732501067552025e-19,4.6500190162622815e-15,1.3408332617296457e-16,1.3317453067578466e-15,6.936266674548882e-16,5.407618443624272e-12,8.854684158186807e-12,4.974799562884388e-14,1.990571338343617e-18,9.493956229180815e-18,4.961009288094886e-15,6.7020989785273244e-12,2.2675413147972222e-14,6.286489702045042e-14,1.5352429607332725e-19,1.6430605035707657e-14,4.3609657832121663e-16
