Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47)
2.8378547637462866e-05,0.6641821557469174,9.954772368329998e-07,5.346214945903276e-07,1.695070441830203e-07,1.2468637693441658e-05,0.0,0.0,1.1206225543314637e-05,3.0646367902899776e-08,4.6499053006054925e-06,2.82156026099882e-07,6.115248495142351e-08,3.9969561163179734e-20,1.9684454158557856e-14,1.6142563519481636e-09,1.0235915819354731e-07,6.741211079037518e-05,3.966311801705284e-17,2.7047958587278148e-14,3.0663858624990676e-16,5.445480265227356e-18,4.2052759933223716e-11,1.9753813035517148e-12,1.835496174948618e-12,3.88827482227467e-15,1.1668166646588801e-19,1.7335303251948793e-13,2.7753571998358847e-13,6.995044207971994e-16,1.4644076288489547e-11,1.1994670594286972e-17,1.3748076966156877e-17,2.440764920312521e-14,3.76,0.0,0.5109671425311304,0.9994536070711538,1.3067727731407006e-05,1.7407084203008564e-07,0.07083607331402766,0.07094091894196262,0.0004589003240613945,2.6519189234642173e-12,6.573751151648513e-05,1.5919297032551405e-05,1.4361843258486159e-05,1.95681903680037e-09,1.8179259845334123e-11,1.533595415988723e-07,7.071899907382727e-08,1.544628314310969e-07,3.1501004107119576e-06,1.2240733846685517e-13,1.463931323790273e-11,1.1292849325061671e-07,3.7652108805973114e-07,4.851844101808595e-06,1.9748394066686025e-05,3.235838583518176e-08,2.656531913520068e-09,2.2729572132803574e-07,2.2656946851034614e-08,1.7617081278258111e-06,8.827320821112904e-10,3.771642697471743e-08,9.347074385455053e-15,6.039762651706616e-10,3.4883417280482577e-12,2.942279247955491e-07,2.925180418507027e-10,1.1466561220049816e-15,1.3346417449089351e-11,1.0029793499064396e-13,4.9918237451010565e-11,7.599432842600899e-11,2.88899843464071e-10,6.005450213394972e-09,9.648128514835143e-10,3.8635351402192274e-14,4.6724987966021435e-11,4.180327948672994e-12,3.981310312630612e-10,3.3126500164200084e-11,3.0360141328440147e-10,7.328945547871431e-16,2.2575999725737897e-09,8.637719387118597e-10
2.887829731843725e-05,0.6643256961595561,1.0254574695484201e-06,5.460006735771012e-07,1.7498341031017532e-07,1.3033647175925682e-05,0.0,0.0,1.1610036128857282e-05,3.2055242533707244e-08,4.921385251449337e-06,2.993117055601616e-07,6.366758276378703e-08,4.3961058901160037e-20,2.1016531381844633e-14,1.673096624234144e-09,1.071900392208432e-07,6.981415515962436e-05,4.159681572700557e-17,2.845539756555844e-14,3.3688679430990726e-16,5.856259321088207e-18,4.3398450044562996e-11,2.1348259355076028e-12,1.9354156903411515e-12,4.341952235451044e-15,1.303160731003944e-19,1.9106331500003053e-13,3.085650443292862e-13,7.671681228036544e-16,1.54223829593901e-11,1.30888068514793e-17,1.499763415014169e-17,2.700418495307409e-14,3.76,0.0,0.5097974842444891,0.9994503630331706,1.3681123523315505e-05,1.848117300243594e-07,0.07200095750588056,0.07210963846008353,0.00045889882520749105,2.694938406563563e-12,6.806257165676351e-05,1.6393890357678122e-05,1.4862417367951119e-05,2.0147228588371575e-09,1.8816764637392628e-11,1.5793501685549073e-07,7.422503906062183e-08,1.6640379346108983e-07,3.2677526093490735e-06,1.2721653547050904e-13,1.491645358510017e-11,1.1762226454529649e-07,3.878059375305364e-07,5.131348253241687e-06,2.0670794922355097e-05,3.390167704582261e-08,2.7836336848150048e-09,2.379704992650289e-07,2.3719231235668114e-08,1.844783101508049e-06,9.240085673434615e-10,4.030177869853639e-08,9.784056182679149e-15,6.391389471189497e-10,3.690929123692214e-12,3.128281572269626e-07,3.0463751567454567e-10,1.2002566762770101e-15,1.3962712970559913e-11,1.0490608347029378e-13,5.4093364349060364e-11,8.051726287729386e-11,2.9745551657639403e-10,6.2861377203265285e-09,1.0101018124226237e-09,4.0450455868840534e-14,5.14401966548729e-11,4.375746276809352e-12,4.106607996463284e-10,3.474637470163726e-11,3.155689088504489e-10,7.616171312245907e-16,2.3870893491046705e-09,9.39837472058854e-10
2.937804699941163e-05,0.664468913536601,1.0559140414372773e-06,5.57482902833941e-07,1.8056863938307205e-07,1.3614763040781493e-05,0.0,0.0,1.2024573409967758e-05,3.351669957759868e-08,5.2039198284185145e-06,3.172211494128379e-07,6.62478758371209e-08,4.8288710439266233e-20,2.2418845315187024e-14,1.7332443354614256e-09,1.1218016611582397e-07,7.225891032404151e-05,4.3607831992184816e-17,2.990912840764816e-14,3.69641015463352e-16,6.291989606124231e-18,4.477435024031313e-11,2.3050195082026286e-12,2.039769747678411e-12,4.8402534577568305e-15,1.4537667542998924e-19,2.1029855356494295e-13,3.425619224179681e-13,8.40341811580978e-16,1.6231480443382592e-11,1.4265678872557036e-17,1.6341206952341463e-17,2.9832685129812515e-14,3.76,0.0,0.5086304642799269,0.9994470503617834,1.4313575870421746e-05,1.960453293021819e-07,0.07316310184720291,0.0732756921225618,0.00045889729486685987,2.7378376327142123e-12,7.042829922622156e-05,1.6875091129726835e-05,1.5371229038364147e-05,2.073414188142311e-09,1.9464826351122693e-11,1.6257424032325875e-07,7.78684577269519e-08,1.7905812538828109e-07,3.3878677620284264e-06,1.3214778785315294e-13,1.5194455534907896e-11,1.2245161049216458e-07,3.9924862164437566e-07,5.422110843579114e-06,2.1620529646495546e-05,3.5494887966325396e-08,2.9148569490964324e-09,2.4897774924520655e-07,2.4813957256503436e-08,1.9301827199548656e-06,9.665592056513335e-10,4.306853121233229e-08,1.0234525027483924e-14,6.757260138545259e-10,3.901705558035518e-12,3.3223521717596414e-07,3.1710503616022794e-10,1.2555114141259081e-15,1.459775100031314e-11,1.0966749945388078e-13,5.858312352989065e-11,8.522979330680167e-11,3.061276449552938e-10,6.575398857121447e-09,1.0566446227043242e-09,4.2315971302990584e-14,5.654261792749217e-11,4.576960126832161e-12,4.2339796695874626e-10,3.642316437722504e-11,3.2781196355285025e-10,7.909923429592401e-16,2.5215549564699807e-09,1.021223693904496e-09
2.9877796680386014e-05,0.6646118086866797,1.086851338204325e-06,5.690706472484858e-07,1.8626434296020105e-07,1.4212208798933671e-05,0.0,0.0,1.2450024786330994e-05,3.503248575696791e-08,5.497792546219319e-06,3.3590615418075166e-07,6.889444871769634e-08,5.297623742338211e-20,2.389423999195358e-14,1.7947169811082969e-09,1.1733282754297304e-07,7.474644427698503e-05,4.569949921285576e-17,3.140978908798035e-14,4.050714821333672e-16,6.753884191583682e-18,4.618086656150035e-11,2.4865701947556423e-12,2.1487311675223912e-12,5.3868130356621816e-15,1.6199698983924778e-19,2.311675087916609e-13,3.7976526399179605e-13,9.193961058557936e-16,1.7072287313836044e-11,1.553040222525202e-17,1.7784581479773282e-17,3.291027306059892e-14,3.76,0.0,0.507466076136999,0.9994436684634315,1.4965436540979302e-05,2.0778717687958359e-07,0.07432251199967425,0.07443908594701164,0.00045889573276689536,2.780616941075131e-12,7.283474035737842e-05,1.73629151805554e-05,1.5888261638067197e-05,2.1328945209480846e-09,2.0123423673670107e-11,1.6727736507596744e-07,8.165333142588866e-08,1.9245667960824535e-07,3.510467822913157e-06,1.3720331742589811e-13,1.5473332231910884e-11,1.2741900377778046e-07,4.108495150111335e-07,5.7244203836273885e-06,2.259797604941656e-05,3.713903556021322e-08,3.050285719766372e-09,2.603239039271227e-07,2.594167595885745e-08,2.0179353829688126e-06,1.0104082037458281e-09,4.602697693162372e-08,1.0698737141088885e-14,7.137737485774287e-10,4.120879355749844e-12,3.524690520389466e-07,3.299268794942316e-10,1.3124517603390884e-15,1.5251883943340223e-11,1.1458592374969746e-13,6.340970683852007e-11,9.013710357686529e-11,3.149164507282008e-10,6.873380188201318e-09,1.1044560668142479e-09,4.4232505393661384e-14,6.205726375697684e-11,4.784049652182746e-12,4.3634416604712676e-10,3.815857630559036e-11,3.40334325052572e-10,8.210288371746364e-16,2.661106501340353e-09,1.1082156968803119e-09
3.0377546361360397e-05,0.6647543824174638,1.118273859481973e-06,5.807663694400158e-07,1.9207216361029453e-07,1.4826209589001306e-05,0.0,0.0,1.2886578218791795e-05,3.660439682933871e-08,5.803291563899207e-06,3.5538891116989996e-07,7.160840692301127e-08,5.804877744160079e-20,2.5445653376212185e-14,1.8575324453197683e-09,1.22651353187608e-07,7.72768279722527e-05,4.787530921360009e-17,3.295801264880223e-14,4.4335766660512605e-16,7.243205419323834e-18,4.761841407088322e-11,2.6801154356858567e-12,2.2624793508801455e-12,5.985506799303342e-15,1.8032170277050993e-19,2.537852656733875e-13,4.204298600307785e-13,1.0047218333638474e-15,1.7945745266943982e-11,1.688835013212179e-17,1.9333835683175707e-17,3.6255101633579795e-14,3.76,0.0,0.5063043133256568,0.9994402167360075,1.5637062063152184e-05,2.2005310537151752e-07,0.0754791936023952,0.07559982593630228,0.0004588941386310681,2.8232766690278474e-12,7.528194366978737e-05,1.785737964015986e-05,1.641349856550258e-05,2.19316551317205e-09,2.0792535330644402e-11,1.7204455675267404e-07,8.558380325037224e-08,2.0663119009637572e-07,3.6355752036205214e-06,1.4238538787974706e-13,1.5753097069176076e-11,1.3252694807935407e-07,4.2260902361585897e-07,6.0385702132564e-06,2.3603512815972484e-05,3.883515326502775e-08,3.1900053679507916e-09,2.720155012604132e-07,2.7102945177661402e-08,2.1080699389848213e-06,1.0555801590072487e-09,4.918780755226076e-08,1.1176952880034903e-14,7.533190273996411e-10,4.348662246662566e-12,3.73549801445188e-07,3.431093988696526e-10,1.3711096469034843e-15,1.5925469962635976e-11,1.1966515708817543e-13,6.859676736599565e-11,9.524447665604351e-11,3.2382217972651834e-10,7.180230096397305e-09,1.1535511646959275e-09,4.620067612631298e-14,6.801036351558037e-11,4.997095191069264e-12,4.4950108340446845e-10,3.995439095090303e-11,3.531398256803375e-10,8.517354591223062e-16,2.8058550908595456e-09,1.2011099640535542e-09
3.087729604233478e-05,0.6648966355356916,1.1501862181598732e-06,5.925725314725447e-07,1.9799377534212216e-07,1.54569922354099e-05,0.0,0.0,1.333442225327943e-05,3.823427884416465e-08,6.120709773987758e-06,3.756920131381054e-07,7.439087720737442e-08,6.353295820120258e-20,2.7076120320147237e-14,1.9217090026861595e-09,1.2813911464238936e-07,7.985013537514088e-05,5.0138919763156e-17,3.455442723358435e-14,4.846886724979064e-16,7.761266739516009e-18,4.908741689641288e-11,2.8863231524909405e-12,2.381200519122182e-12,6.640464875179983e-15,2.0050750472383282e-19,2.7827353216792577e-13,4.648272377008388e-13,1.0967309208509518e-15,1.8852819619517948e-11,1.834516430799677e-17,2.0995351890977337e-17,3.988640356687815e-14,3.76,0.0,0.5051451693661172,0.9994366945686873,1.632881381854449e-05,2.3285924621248123e-07,0.07663315227178141,0.07675791807858584,0.000458892512178847,2.8658171521759947e-12,7.776996030866773e-05,1.8358502922327362e-05,1.6946923249414575e-05,2.254228978470489e-09,2.147214008637467e-11,1.7687599342055186e-07,8.966408294499664e-08,2.2161428870871707e-07,3.76321277886535e-06,1.47696304901457e-13,1.603376369134836e-11,1.3777797868082441e-07,4.345275844864237e-07,6.364858587753464e-06,2.4637519578242787e-05,4.0584291337385185e-08,3.334102651007812e-09,2.8405918655851783e-07,2.8298329694548195e-08,2.2006156966538094e-06,1.1021000671867642e-09,5.2562124362893384e-08,1.1669436817689678e-14,7.943993300314286e-10,4.58526942703053e-12,3.9549780143078675e-07,3.5665902600616816e-10,1.431517523001034e-15,1.6618873089469815e-11,1.249090601763933e-13,7.416950404860733e-11,1.0055729662195161e-10,3.3284510120054583e-10,7.496098825062265e-09,1.2039451778782466e-09,4.8221112065911124e-14,7.442940661291411e-11,5.216177281897039e-12,4.628704592041753e-10,4.1812465574377793e-11,3.662323828581305e-10,8.831212529445159e-16,2.9559132659314367e-09,1.3002147250043705e-09
3.137704572330916e-05,0.6650385688471909,1.1825931397193354e-06,6.044915964397264e-07,2.0403088402725467e-07,1.610478530584048e-05,0.0,0.0,1.3793746045187841e-05,3.992402944507845e-08,6.450344892779972e-06,3.9683846107918416e-07,7.72430078316336e-08,6.945697529213277e-20,2.87887756065689e-14,1.987265320118127e-09,1.3379952629270396e-07,8.246644351357755e-05,5.2494161351631884e-17,3.619965612041656e-14,5.2926363920112005e-16,8.309434611902795e-18,5.058830827695937e-11,3.1058930055356045e-12,2.5050879607218115e-12,7.356085286352695e-15,2.227239799830444e-19,3.0476094951804834e-13,5.13246552379345e-13,1.195857317106574e-15,1.97944998135573e-11,1.9906766202397408e-17,2.277582983888679e-17,4.38245437308166e-14,3.76,0.0,0.5039886377887357,0.9994331013417567,1.7041058136818007e-05,2.4622203295625303e-07,0.07778439360145561,0.07791336834732462,0.0004588908531256192,2.908238724344366e-12,8.02988439845196e-05,1.886630470995577e-05,1.7488519149056744e-05,2.316086886254205e-09,2.2162216744172596e-11,1.8177186543457905e-07,9.389844683600867e-08,2.3743952184049912e-07,3.893403892232031e-06,1.5313841629997505e-13,1.6315345997817116e-11,1.431746630792509e-07,4.466056653538853e-07,6.703588764840017e-06,2.5700376987337612e-05,4.23875171989252e-08,3.482665741105799e-09,2.964617145807976e-07,2.9528401392173105e-08,2.295602435850205e-06,1.1499933301358555e-09,5.616144879728652e-08,1.2176457826048372e-14,8.370527505411947e-10,4.8309196212359925e-12,4.1833358870843496e-07,3.7058227264389026e-10,1.4937083650403079e-15,1.733246333411842e-11,1.3032155376890332e-13,8.015475033538009e-11,1.0608105067716033e-10,3.4198550752895853e-10,7.821138519473061e-09,1.255653615280026e-09,5.0294452628376784e-14,8.134318619781301e-11,5.441376678513572e-12,4.764540873284611e-10,4.3734737800204206e-11,3.796159995487652e-10,9.15195462564433e-16,3.111395034612977e-09,1.405850322637165e-09
3.187679540428354e-05,0.6651801831569025,1.2154994615687823e-06,6.165260299316206e-07,2.1018522781639675e-07,1.6769819168026866e-05,0.0,0.0,1.426473938417619e-05,4.167559921767942e-08,6.792499551778224e-06,4.1885167112323413e-07,8.01659688365873e-08,7.585067369636726e-20,3.0586857078145246e-14,2.054220458804267e-09,1.3963604619980483e-07,8.512583252933911e-05,5.494504423403163e-17,3.7894317755390126e-14,5.77292159648286e-16,8.889130472447515e-18,5.212153060998657e-11,3.3395576977611753e-12,2.6343422849769965e-12,8.13704816394397e-15,2.4715455543024133e-19,3.3338341475760964e-13,5.659955181036077e-13,1.3025579501295799e-15,2.0771799927719228e-11,2.1579368660489713e-17,2.4682300213944723e-17,4.8091073598380275e-14,3.76,0.0,0.5028347121338803,0.9994294364264372,1.777416639136856e-05,2.6015820465420766e-07,0.07893292316213919,0.07906618270131893,0.0004588891611826107,2.9505417175782696e-12,8.286865101370703e-05,1.9380805939982487e-05,1.803826975440527e-05,2.3787413596597255e-09,2.286274414660305e-11,1.8673237529350869e-07,9.829123777958824e-08,2.5414136744937846e-07,4.026172362072943e-06,1.5871411214249981e-13,1.6597858145952498e-11,1.48719601581204e-07,4.5884376430414157e-07,7.0550690923582e-06,2.6792466784307825e-05,4.4245915783060864e-08,3.6357842538694687e-09,3.09229951622631e-07,3.079373940566209e-08,2.3930604181335587e-06,1.1992857635581352e-09,5.999773323326634e-08,1.2698289157770364e-14,8.813180081900016e-10,5.085835143911086e-12,4.420779050285378e-07,3.8488573201033375e-10,1.5577156867170443e-15,1.8066616796974268e-11,1.3590661875439426e-13,8.65810670897254e-11,1.1182133117762312e-10,3.512437139217962e-10,8.1555032675046e-09,1.3086922387088095e-09,5.242134834114097e-14,8.878184394506199e-11,5.672774365263799e-12,4.902538153892414e-10,4.572322930398515e-11,3.932947647299872e-10,9.479675326350368e-16,3.2724159056242397e-09,1.5183495910385284e-09
3.2876294766232305e-05,0.6654624579864235,1.2828302113462603e-06,6.409508852428782e-07,2.228527371391668e-07,1.815254007345189e-05,0.0,0.0,1.5242497185704845e-05,4.5372271850671226e-08,7.5156031523573675e-06,4.65574160245517e-07,8.622917270254703e-08,9.017525847202259e-20,3.445278464957239e-14,2.192405427813112e-09,1.518514666738057e-07,9.057418963733594e-05,6.015071834226037e-17,4.1434389094349076e-14,6.846031408363186e-16,1.014907910841933e-17,5.5286783802312036e-11,3.852275905620036e-12,2.909792195912161e-12,9.915223823048885e-15,3.0346711218646657e-19,3.9761541332263097e-13,6.85812020649738e-13,1.5406305440080264e-15,2.283744253212906e-11,2.5283956636756602e-17,2.890308123004016e-17,5.770178943141323e-14,3.76,0.0,0.5005346528025141,0.9994218889691278,1.9304486005421366e-05,2.898192076235268e-07,0.08122186914424884,0.08136392742712653,0.0004588856774508572,3.034793286519573e-12,8.813127367946745e-05,2.0429996650367877e-05,1.9162169197079165e-05,2.5064492518244473e-09,2.4295066753586542e-11,1.9684817835387771e-07,1.0756980475851305e-07,2.9031757146325555e-07,4.299539055007625e-06,1.7027602956012957e-13,1.7165729906680173e-11,1.6026480966771327e-07,4.838021583807096e-07,7.79753957322365e-06,2.906587637227648e-05,4.813266049287483e-08,3.956053399204903e-09,3.35891588212792e-07,3.3432568069654206e-08,2.5955136244528016e-06,1.3021735205268498e-09,6.843121357774631e-08,1.3787498198727076e-14,9.748421036588704e-10,5.624369761446113e-12,4.923761439728704e-07,4.1466007786400546e-10,1.6913165707166183e-15,1.9598148897881904e-11,1.4761068774407011e-13,1.0088039263909449e-10,1.2397437896936243e-10,3.701149000405047e-10,8.852834227111597e-09,1.4188243855663905e-09,5.6838464347964746e-14,1.0536138264821799e-10,6.1544897874642925e-12,5.18509230450508e-10,4.9907400319350127e-11,4.2155452953993504e-10,1.0156440424295324e-15,3.6115446951272738e-09,1.765335309130818e-09
3.3775844191986194e-05,0.6657154224046795,1.3451866318533888e-06,6.633526473332437e-07,2.34672551992859e-07,1.9458302271364747e-05,0.0,0.0,1.6164306911962864e-05,4.8931401316133735e-08,8.212353157291722e-06,5.108323879062551e-07,9.194048969214342e-08,1.0500997243316055e-19,3.825898468633518e-14,2.321755235585012e-09,1.6348325185386805e-07,9.562591718798849e-05,6.520709437431711e-17,4.4795619796588866e-14,7.95326425950559e-16,1.140631738609669e-17,5.825071094563289e-11,4.370002544536528e-12,3.1782236264347886e-12,1.1792320451811417e-14,3.638813071824413e-19,4.64250102536712e-13,8.119565000581327e-13,1.785889970175034e-15,2.4829037136834278e-11,2.906643772387317e-17,3.321049494951404e-17,6.771708170901244e-14,3.76,0.0,0.4984734470567949,0.9994148445834644,2.0756960647600112e-05,3.186493918405258e-07,0.08327270169086988,0.08342294233137011,0.00045888242662415026,3.11021745321592e-12,9.300821175626124e-05,2.139741553779224e-05,2.020140279737918e-05,2.6241349810730906e-09,2.561968720884314e-11,2.0617573729043434e-07,1.1650726447026986e-07,3.262397494892796e-07,4.554632519810689e-06,1.811634616841668e-13,1.7680141976943383e-11,1.7118930451674418e-07,5.068175802543983e-07,8.51256922295531e-06,3.1215774163026184e-05,5.183067632414684e-08,4.260804768407834e-09,3.612090265209036e-07,3.593408823116107e-08,2.786486948225064e-06,1.399825396188902e-09,7.696087541154025e-08,1.4821271512404347e-14,1.0649278921964754e-09,6.143044331259219e-12,5.409641667367665e-07,4.4282517864449447e-10,1.8181172934158393e-15,2.1050755667621305e-11,1.5877571538999216e-13,1.1558368314168591e-10,1.357109702499769e-10,3.8750546245301623e-10,9.513910753290679e-09,1.522656032159344e-09,6.100378959409031e-14,1.224096908625376e-10,6.6100494947670315e-12,5.44697801320279e-10,5.392176410622542e-11,4.480405252555029e-10,1.07903847863583e-15,3.936895036799531e-09,2.0147049800258014e-09
3.467539361774008e-05,0.6659673657374344,1.409241384900629e-06,6.861667959635521e-07,2.469007584746031e-07,2.082359545492015e-05,0.0,0.0,1.7126909265479457e-05,5.2723732432544015e-08,8.954607571690368e-06,5.592828211042339e-07,9.790051857852353e-08,1.2191545953432474e-19,4.239738059123807e-14,2.4559519044016276e-09,1.757414962868944e-07,0.00010081862090281244,7.064473630623671e-17,4.8326413353649445e-14,9.210237841847803e-16,1.2790547693552361e-17,6.132669448739975e-11,4.946449970353818e-12,3.4675265935935685e-12,1.3968449471925366e-14,4.350686695112977e-19,5.402843281851859e-13,9.578700158526596e-13,2.0639551576041957e-15,2.695299285437598e-11,3.331982747444471e-17,3.8052139205677207e-17,7.9192003597846e-14,3.76,0.0,0.4964205844840907,0.9994075577154385,2.228305090180133e-05,3.4961200571999345e-07,0.08531483368334838,0.08547350887581888,0.0004588790645446458,3.1852625066801595e-12,9.801874092540103e-05,2.2386921850552008e-05,2.1266802308396334e-05,2.74444140171766e-09,2.6977840860710166e-11,2.1571641093725795e-07,1.260286071335903e-07,3.655828112794329e-07,4.818469392026211e-06,1.9252282530492429e-13,1.8197799057394752e-11,1.8263614304295408e-07,5.30360555171578e-07,9.273946848963286e-06,3.3466378839095586e-05,5.572516181357535e-08,4.581778420727886e-09,3.8782346665590734e-07,3.855922482809239e-08,2.9859607425682604e-06,1.502431807709229e-09,8.64650648028285e-08,1.5907488822653254e-14,1.1608679316674563e-09,6.695366758957088e-12,5.92828249693832e-07,4.723285801332921e-10,1.9513502394010396e-15,2.257612652643499e-11,1.705645459202409e-13,1.3224997147598808e-10,1.4824110248122535e-10,4.0528360960668076e-10,1.0207689755075172e-08,1.6310546892717176e-09,6.53532838467011e-14,1.4169397900948813e-10,7.0869632146699574e-12,5.716177259918415e-10,5.81863784596599e-11,4.75550379288221e-10,1.1448501501165534e-15,4.282060621992234e-09,2.292102537878189e-09
3.557494304349397e-05,0.6662182926500223,1.4750266393250593e-06,7.094079580737501e-07,2.5954871360849095e-07,2.2249835469254082e-05,0.0,0.0,1.8131437421312397e-05,5.676274976592175e-08,9.744321555373454e-06,6.110779856654978e-07,1.0411690759580098e-07,1.4113769385662703e-19,4.6891027761270067e-14,2.5951211334065766e-09,1.8864806135056602e-07,0.00010615288754804855,7.649456654019253e-17,5.203020622011018e-14,1.063355835895787e-15,1.4312332620536107e-17,6.451765240838959e-11,5.587276066856911e-12,3.779171927028278e-12,1.6483225095660706e-14,5.187496421308934e-19,6.268203483116174e-13,1.1261561487854623e-12,2.3784615666908284e-15,2.921618471130244e-11,3.80925993776344e-17,4.348297564114708e-17,9.230317407015184e-14,3.76,0.0,0.49437602775726286,0.9994000243464676,2.388511796738079e-05,3.828161910773964e-07,0.0873482967672951,0.08751566128558468,0.0004588755893668164,3.259930318897852e-12,0.0001031632895402016,2.339868086880309e-05,2.2358272585054777e-05,2.8673861659362284e-09,2.836940577704148e-11,2.2547179864753411e-07,1.3616156576355974e-07,4.085838986608477e-07,5.091206568913463e-06,2.043696080370434e-13,1.871879349294455e-11,1.9462175122804224e-07,5.544350354917309e-07,1.0083666591257297e-05,3.5819965119607514e-05,5.98231233592903e-08,4.919552977106943e-09,4.15779263138688e-07,4.131163645915324e-08,3.194130109981128e-06,1.6101593021981875e-09,9.703058963580529e-08,1.7047912991383636e-14,1.2629120945138904e-09,7.282771748246306e-12,6.480973773735591e-07,5.032118632836146e-10,2.0912316191190534e-15,2.4176689817670542e-11,1.8300258706191432e-13,1.5112223439868852e-10,1.61601463787743e-10,4.2345196313211713e-10,1.0935145189597125e-08,1.7441220485807634e-09,6.989117362731586e-14,1.6344511274095e-10,7.585713492184173e-12,5.992817216843163e-10,6.271660785826057e-11,5.041111176410554e-10,1.213141536511905e-15,4.647773825712071e-09,2.599974855492537e-09
3.647449246924786e-05,0.6664682078002864,1.5425756826399081e-06,7.330908719076146e-07,2.726281447660146e-07,2.373846136681146e-05,0.0,0.0,1.9179033291406992e-05,6.106261726545904e-08,1.0583509577701563e-05,6.66375356676858e-07,1.1059755625980041e-07,1.6294796485326452e-19,5.176434492908364e-14,2.7393929329190956e-09,2.0222533549213164e-07,0.00011162934070064696,8.279006018750312e-17,5.591038678405225e-14,1.224131374248043e-15,1.5982993575761408e-17,6.782660302370633e-11,6.298607402051147e-12,4.1147301589932186e-12,1.9380599378495454e-14,6.168904819681047e-19,7.250670702064541e-13,1.3197025659282363e-12,2.733375364940559e-15,3.162578973190011e-11,4.3437377393354825e-17,4.9562721175386234e-17,1.0724484625030942e-13,3.76,0.0,0.4923397396443399,0.9993922403481645,2.5565583966161048e-05,4.1837459270540574e-07,0.08937312233883411,0.08954943363399076,0.000458871999194723,3.334222743065684e-12,0.00010844231687110922,2.4432869651538007e-05,2.347571882415825e-05,2.992988356516564e-09,2.9794260462312916e-11,2.3544361401305442e-07,1.469345739815779e-07,4.554914245956275e-07,5.373006443750386e-06,2.167197545776229e-13,1.924322061772099e-11,2.0716294325975956e-07,5.790452602343543e-07,1.0943783254745818e-05,3.82788244787967e-05,6.41317789739979e-08,5.274724506304126e-09,4.45122109479585e-07,4.4195068870398995e-08,3.41119587955101e-06,1.7231793920585426e-09,1.0874973664536945e-07,1.8244359437011133e-14,1.3713177070144046e-09,7.906736799613705e-12,7.069030621758552e-07,5.355175713890757e-10,2.23798408894005e-15,2.5854946728259833e-11,1.9611588970181565e-13,1.7247067529285728e-10,1.758300114983552e-10,4.4201335752537704e-10,1.1697274378566205e-08,1.8619628031575677e-09,7.462181971705577e-14,1.879120898045628e-10,8.106786420256871e-12,6.27703067638668e-10,6.752904091135216e-11,5.337507123741307e-10,1.2839773128594406e-15,5.034785498977214e-09,2.9409342924821874e-09
