Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13)
1.070137959544173e-09,0.6486246931153975,3.76,0.0,0.5271854944317905,0.9999997815883467,0.0,4.4334409111551656e-20,1.999154956137057e-12,0.00019060047099678495,8.251537449803916e-07,1.8868003331626768e-07,4.692337147190577e-07,3.053358375438402e-08,2.1784481512089637e-07,5.2190212708928795e-09,9.267006145960616e-12,5.38784283118709e-10,7.712785169422446e-16,1.8787210589453085e-11
1.2020798734399864e-09,0.6486261435729973,3.76,0.0,0.527173601647239,0.999999754580926,0.0,7.033065339415028e-20,2.512073645061118e-12,0.00021407180627895268,9.488609013003528e-07,2.380495061351494e-07,5.312122058988413e-07,3.91872915110362e-08,2.4470768447531433e-07,6.6177220286193755e-09,1.1740502915054546e-11,6.759434140121166e-10,1.1570816578572946e-15,2.370593877131652e-11
1.3340217873357997e-09,0.6486275941463816,3.76,0.0,0.5271617032324177,0.9999997275568182,0.0,1.0643374229015629e-19,3.081015990829242e-12,0.00023753686234846078,1.0772376048848727e-06,2.931437941110997e-07,5.94244567107292e-07,4.907128115256606e-08,2.715717480258529e-07,8.191174035035382e-09,1.4515262159213746e-11,8.277226691359765e-10,1.6706794656166783e-15,2.9196091093988506e-11
1.5979056151274267e-09,0.6486304956625888,3.76,0.0,0.5271378895087256,0.9999996734591386,0.0,2.1873020137022894e-19,4.384154961665715e-12,0.00028444814019468136,1.3478243041653793e-06,4.2049956621070596e-07,7.236402661185926e-07,7.27111516147117e-08,3.253038735037745e-07,1.1874436947252598e-08,2.0976253891773845e-11,1.1741209274283578e-09,3.187707937018019e-15,4.1890897409993774e-11
1.8617894429190534e-09,0.6486333977076623,3.76,0.0,0.527114053253063,0.9999996192964604,0.0,4.0350715488045623e-19,5.9030250407011596e-12,0.0003313343111893082,1.6365685449117697e-06,5.70732853376632e-07,8.57754139979129e-07,1.0181105360680678e-07,3.7904202312113266e-07,1.6294188633879687e-08,2.866314707124883e-11,1.575981463575901e-09,5.563607029535041e-15,5.6872134957494585e-11
2.12567327071068e-09,0.6486363003244215,3.76,0.0,0.5270901944559381,0.999999565069871,0.0,6.875951825353479e-19,7.632215505474607e-12,0.0003781953819294818,1.9431335209049676e-06,7.438291632332563e-07,9.969110195223762e-07,1.3672219004762358e-07,4.3278702833575546e-07,2.147764333142034e-08,3.7585825526809344e-11,2.0313748616135534e-09,9.087506332368477e-15,7.414038355306341e-11
2.389557098502307e-09,0.6486392035548816,3.76,0.0,0.5270663131060656,0.999999510780395,0.0,1.1026103093400823e-18,9.566448399849242e-12,0.0004250313589579819,2.2671907064768804e-06,9.397740072805474e-07,1.1414274488175467e-06,1.7778927172790696e-07,4.865397203749203e-07,2.7453803644798013e-08,4.7751222526073335e-11,2.538437559268427e-09,1.4100065663780569e-14,9.36962964571307e-11
2.6534409262939336e-09,0.6486421074402744,3.76,0.0,0.5270424091904137,0.9999994564289963,0.0,1.6852115566056503e-18,1.1700575278536243e-11,0.0004718422487655237,2.6084196507328946e-06,1.158552900905935e-06,1.2916118904450919e-06,2.2535067659067097e-07,5.403009301260919e-07,3.425341450361942e-08,5.916362191825261e-11,3.0953696043357728e-09,2.0997162337248436e-14,1.155405994482046e-10
2.9173247540855603e-09,0.6486450120210655,3.76,0.0,0.5270184826942474,0.9999994020165806,0.0,2.477374404762822e-18,1.4029574027928028e-11,0.0005186280577929923,2.96650777666217e-06,1.4001513633953455e-06,1.447764925892773e-06,2.7973860523772087e-07,5.940714880383382e-07,4.190891821068354e-08,7.182493368616055e-11,3.7004324843827905e-09,3.023362753528789e-14,1.3967408992196767e-10
3.181208581877187e-09,0.6486479173369757,3.76,0.0,0.5269945336011752,0.9999993475439967,0.0,3.526678331151031e-18,1.6548545762381678e-11,0.0005653887924336207,3.3411501850774746e-06,1.6645549179434888e-06,1.6101794511302762e-06,3.4127923270552875e-07,6.478522240335706e-07,5.0454410569116654e-08,8.573494585194411e-11,4.351947027957088e-09,4.232703665132839e-14,1.6609763601520452e-10
3.4450924096688138e-09,0.6486508234269975,3.76,0.0,0.526970561893189,0.9999992930120376,0.0,4.886607337411812e-18,1.9252711797533014e-11,0.0006121244590351056,3.7320494634834068e-06,1.951749091663437e-06,1.7791408672636773e-06,4.1029285643293684e-07,7.016439674272629e-07,5.992559810990427e-08,1.0089155348656285e-10,5.048291378033718e-09,5.786155809735657e-14,1.9481217575513984e-10
3.7089762374604405e-09,0.6486537303294143,3.76,0.0,0.5269465675507081,0.9999992384214448,0.0,6.616861964260489e-18,2.2137410699713665e-11,0.0006588350639016644,4.13891549981197e-06,2.2617194155955003e-06,1.9549272663305747e-06,4.870940404671036e-07,7.554475468579751e-07,7.03597564064419e-08,1.1729096638065088e-10,5.787899036262008e-09,7.749186473305052e-14,2.258187162339409e-10
3.972860065252068e-09,0.6486566380818162,3.76,0.0,0.5269225505526192,0.9999991837729069,0.0,8.783680858364182e-18,2.5198095408244235e-11,0.0007055206132960357,4.561465300817305e-06,2.5944514247154005e-06,2.137809612443612e-06,5.719917560677906e-07,8.092637902246742e-07,8.179568942990466e-08,1.3492789772353415e-10,6.569256974390555e-09,1.0194711165344688e-13,2.591183328074477e-10
4.236743893043694e-09,0.6486595467211186,3.76,0.0,0.5268985108763155,0.9999991290670642,0.0,1.1460170116306742e-17,2.8430330427730977e-11,0.0007521811134414249,4.9994228149438335e-06,2.949930657941785e-06,2.3280519184676787e-06,6.652895188525813e-07,8.630935246309603e-07,9.427368990399649e-08,1.537957358703531e-10,7.390903809526544e-09,1.3203498365001531e-13,2.947121683173057e-10
4.500627720835321e-09,0.6486624562835784,3.76,0.0,0.5268744484977366,0.9999990743045077,0.0,1.4726639044135496e-17,3.18297890888644e-11,0.0007988165705233957,5.452518759569954e-06,3.3281426581431074e-06,2.525911418328464e-06,7.672855225578495e-07,9.169375763355958e-07,1.0783550063710447e-07,1.7388670059214038e-10,8.251428041206773e-09,1.6864581531039962e-13,3.326014323360696e-10
4.764511548626948e-09,0.6486653668048096,3.76,0.0,0.5268503633914056,0.999999019485784,0.0,1.8670941184579423e-17,3.539225087666781e-11,0.0008454269906917103,5.920490452558496e-06,3.7290729721439035e-06,2.7316387350210854e-06,8.782727694680349e-07,9.70796770708861e-07,1.2252427681643752e-07,1.951919849047209e-10,9.14946634876131e-09,2.1275678643458484e-13,3.7278740043495014e-10
5.0283953764185745e-09,0.6486682783197995,3.76,0.0,0.5268262555304668,0.999998964611393,0.0,2.3388819458056554e-17,3.91135988246897e-11,0.0008920123800621175,6.403081648016198e-06,4.152707150730496e-06,2.945478044416303e-06,9.985391975882265e-07,1.0246719321942282e-06,1.3838454924236996e-07,2.1770188366340525e-10,1.0083701947076437e-08,2.6543619517114946e-13,4.1527141347372604e-10
5.292279204210201e-09,0.6486711908629241,3.76,0.0,0.5268021248867195,0.9999989096817924,0.0,2.8984254258231363e-17,4.2989816973262275e-11,0.0009385727447180905,6.900042376140847e-06,4.59903074865612e-06,3.167667234985547e-06,1.128367804653396e-06,1.0785638842748165e-06,1.554621884759205e-07,2.414059101770214e-10,1.1052862998531969e-08,3.278478109975282e-13,4.600548769122309e-10
5.556163032001828e-09,0.6486741044679635,3.76,0.0,0.5267779714306561,0.9999988546973977,0.0,3.5569813441283624e-17,4.701698789006833e-11,0.0009851080907125175,7.411128787042313e-06,5.068029324645498e-06,3.3984380635582837e-06,1.268036769061722e-06,1.1324734494441488e-06,1.738043698739601e-07,2.6629290196155616e-10,1.2055721079015006e-08,4.012553093992875e-13,5.071392601428446e-10
5.820046859793455e-09,0.6486770191681154,3.76,0.0,0.5267537951314936,0.9999987996585843,0.0,4.326700328354705e-17,5.119129025153815e-11,0.0010316184240693458,7.936102998441827e-06,5.559688441398925e-06,3.638016307207304e-06,1.4178195678055723e-06,1.1864014491808143e-06,1.934595394907367e-07,2.923511165602775e-10,1.3091089696206723e-08,4.87026789862466e-13,5.565260958435038e-10
6.0839306875850814e-09,0.6486799349960104,3.76,0.0,0.5267295959572088,0.9999987445656884,0.0,5.220661957541805e-17,5.5508996483697514e-11,0.0010781037507851755,8.474732947160202e-06,6.073993665595819e-06,3.8866219113510856e-06,1.577985091468816e-06,1.2403487039266837e-06,2.144773808257575e-07,3.195683182508354e-10,1.4157822858467468e-08,5.866393785779437e-13,6.082169793507514e-10
6.347814515376708e-09,0.6486828519837259,3.76,0.0,0.5267053738745703,0.999998689419008,0.0,6.252909807093091e-17,5.996647046102736e-11,0.001124564076830817,9.026792244302025e-06,6.610930567897814e-06,4.144469134166142e-06,1.748797756362085e-06,1.294316033068345e-06,2.369087823972393e-07,3.479318564285963e-10,1.5254813692617627e-08,7.016839170558866e-13,6.622135680523381e-10
6.611698343168335e-09,0.6486857701627986,3.76,0.0,0.5266811288491688,0.999998634218806,0.0,7.438486356252803e-17,6.45601652618605e-11,0.001170999408152795,9.592060034040585e-06,7.170484722951375e-06,4.411766687404472e-06,1.9305176138693453e-06,1.3483042549214387e-06,2.6080580611984997e-07,3.7742873641787107e-10,1.6380993108900198e-08,8.338697376561735e-13,7.185175807988607e-10
6.875582170959962e-09,0.648688689564239,3.76,0.0,0.5266568608454503,0.9999985789653086,0.0,8.79346769163167e-17,6.928662097889443e-11,0.001217409750674819,1.0170320855911782e-05,7.752641709389983e-06,4.688717873707712e-06,2.123400457076459e-06,1.402314186717604e-06,2.86221656466232e-07,4.0804568339055635e-10,1.753532851148362e-08,9.850295268605627e-13,7.771307973339429e-10
7.139465998751588e-09,0.6486916102185434,3.76,0.0,0.5266325698267452,0.999998523658709,0.0,1.0334997947162301e-16,7.414246258347807e-11,0.0012637951102992052,1.0761364510530467e-05,8.35738710983587e-06,4.975520720504554e-06,2.3276979247485174e-06,1.4563466445937787e-06,3.1321065039292933e-07,4.397691999947042e-10,1.8716822552960503e-08,1.1571242769476406e-12,8.380550577424794e-10
7.403349826543215e-09,0.6486945321557072,3.76,0.0,0.5266082557552967,0.9999984682991669,0.0,1.2081323426624208e-16,7.912439784237149e-11,0.0013101554929082655,1.1364985928645291e-05,8.984706510901365e-06,5.272368110575213e-06,2.5436576027206624e-06,1.51040244358363e-06,3.418281880119585e-07,4.725856182400121e-10,1.9924511931360667e-08,1.352248326581433e-12,9.012922619164759e-10
7.667233654334843e-09,0.6486974554052366,3.76,0.0,0.5265839185922917,0.9999984128868109,0.0,1.4051826359639368e-16,8.422921528569218e-11,0.0013564909043656532,1.1980985043449112e-05,9.634585503189844e-06,5.579447909365812e-06,2.7715231227663563e-06,1.5644823976108956e-06,3.7213072398947134e-07,5.064811461482611e-10,2.1157466228230925e-08,1.5726344906854274e-12,9.668443690380201e-10
7.93111748212647e-09,0.6487003799961604,3.76,0.0,0.5265595582978863,0.9999983574217388,0.0,1.6267058246552886e-16,8.945378222478095e-11,0.0014028013505176689,1.260916666606338e-05,1.0307009681296283e-05,5.896943089134244e-06,3.011534259006155e-06,1.6185873194844356e-06,4.041757396532516e-07,5.414419096383111e-10,2.2414786786371224e-08,1.8206592798440246e-12,1.0347133970789216e-09
8.195001309918096e-09,0.6487033059570425,3.76,0.0,0.5265351748312354,0.9999983019040185,0.0,1.8748772752168315e-16,9.47950428187548e-11,0.0014490868371945373,1.3249340364117083e-05,1.1001964643807469e-05,6.225031850006775e-06,3.263927021918208e-06,1.6727180208948291e-06,4.380217157912969e-07,5.774539900728696e-10,2.3695605625868442e-08,2.098848209353324e-12,1.1049014223165674e-09
8.458885137709723e-09,0.6487062333159924,3.76,0.0,0.5265107681505174,0.9999982463336897,0.0,2.1519958112668492e-16,1.0025001618855349e-10,0.0014953473702116402,1.3901320343343516e-05,1.1719435993301843e-05,6.5638877380221865e-06,3.5289337500098705e-06,1.7268753124123394e-06,4.7372810612428944e-07,6.145034578539153e-10,2.4999084397122905e-08,2.409881197933229e-12,1.177410578865559e-09
8.72276896550135e-09,0.6487091621006769,3.76,0.0,0.5264863382129613,0.9999981907107641,0.0,2.4604869023995918e-16,1.0581579457731591e-10,0.0015415829553707193,1.4564925332119862e-05,1.2459409336349026e-05,6.913679760238232e-06,3.806783199208249e-06,1.781060003486114e-06,5.113553114352118e-07,6.525764024198354e-10,2.6324413369608793e-08,2.756598056012369e-12,1.2522430582246923e-09
9.250536621084603e-09,0.6487150240557642,3.76,0.0,0.5264374083916512,0.9999980793070391,0.0,3.181940460292092e-16,1.1726849038759457e-10,0.0016339793052604615,1.592630719959256e-05,1.400680444933021e-05,7.646726203981787e-06,4.401907886909858e-06,1.8895148164986695e-06,5.926183563088508e-07,7.317373245581329e-10,2.9037520351155353e-08,3.5692758693084735e-12,1.4088870357144686e-09
9.72552751110953e-09,0.6487203049602127,3.76,0.0,0.5263932915664412,0.9999979788633954,0.0,3.965577623132813e-16,1.2792713383294687e-10,0.0017170507564511512,1.7189578575853186e-05,1.5476272555751926e-05,8.345476034615483e-06,4.9836667739824395e-06,1.9872259521629818e-06,6.729487369606839e-07,8.063441650717748e-10,3.1546473268816625e-08,4.4546866465560375e-12,1.5578355243250395e-09
9.999999999999999e-09,0.6487255908951889,3.76,0.0,0.5263677640961634,0.9999979207441604,0.0,4.483530800669975e-16,1.342316439264835e-10,0.0017650166098193958,1.7935590863578026e-05,1.635854148422905e-05,8.766454719548182e-06,5.3402767824017395e-06,2.043734012236001e-06,7.226269855856117e-07,8.508752267713844e-10,3.302359993128623e-08,5.0413304856338036e-12,1.6473525240886665e-09
1.0200518401134459e-08,0.6487255908951889,3.76,0.0,0.5263490986830992,0.999997878248362,0.0,4.89469625957619e-16,1.3890272113755227e-10,0.001800041466307121,1.8487890948713048e-05,1.7018423456957327e-05,9.082091452856427e-06,5.610438932233185e-06,2.0850383998284554e-06,7.604825957274063e-07,8.840541293415019e-10,3.4114836194659215e-08,5.507785213431244e-12,1.7143482390269595e-09
1.0675509291159386e-08,0.6487308820073648,3.76,0.0,0.5263048294610342,0.9999977774611304,0.0,5.988420219982015e-16,1.5018071175729338e-10,0.0018829514683174325,1.9820336469935074e-05,1.863317335460078e-05,9.857408144482013e-06,6.283439921461089e-06,2.182956839903162e-06,8.556032509071519e-07,9.647896731684162e-10,3.673880036312938e-08,6.75167067264814e-12,1.878439981105833e-09
1.1150500181184314e-08,0.6487361784396036,3.76,0.0,0.5262604836115433,0.9999976765006702,0.0,7.267436614878786e-16,1.6174720088508987e-10,0.001965780795912802,2.118604650194967e-05,2.032043849209432e-05,1.0672222386612483e-05,7.003854091764847e-06,2.2809859412601187e-06,9.587021097629026e-07,1.0484749094127236e-09,3.941478790422904e-08,8.21158930420408e-12,2.050126122982236e-09
1.1625491071209242e-08,0.6487414803310388,3.76,0.0,0.5262160608382027,0.9999975753657426,0.0,8.754045566885424e-16,1.735888916213915e-10,0.00204852948248322,2.258418987577304e-05,2.2080135154552713e-05,1.1527292783935554e-05,7.772835931774986e-06,2.379130361339416e-06,1.0701782778240864e-06,1.1350357878719649e-09,4.213943783147441e-08,9.915053114158636e-12,2.2294226019083656e-09
1.210048196123417e-08,0.6487467878172974,3.76,0.0,0.5261715608372429,0.9999974740549151,0.0,1.0472207640292263e-15,1.8569306837949707e-10,0.002131197561394676,2.4013971227113116e-05,2.391217966873113e-05,1.2423341926900708e-05,8.591511356245135e-06,2.477394746260964e-06,1.190438185637175e-06,1.2244002295658456e-09,4.490959288976031e-08,1.1891961302899384e-11,2.4163459140586882e-09
1.2575472851259097e-08,0.6487521010306143,3.76,0.0,0.5261269832979063,0.9999973725665707,0.0,1.2447588980458162e-15,1.9804757144724154e-10,0.0022137850660050844,2.5474629405659963e-05,2.581648840295634e-05,1.3361057976880226e-05,9.460978936879041e-06,2.575783730945139e-06,1.319895231846078e-06,1.3164982230158026e-09,4.772228719529601e-08,1.4174724533085245e-11,2.61091310898415e-09
1.3050463741284025e-08,0.6487574200999967,3.76,0.0,0.5260823279027883,0.9999972708989228,0.0,1.4707604125158999e-15,2.106407726871728e-10,0.0022962920296793797,2.6965435956396075e-05,2.7792977767051665e-05,1.434109617946075e-05,1.0382311077293168e-05,2.674301939239407e-06,1.4589694423412819e-06,1.4112618871071355e-09,5.0574734643864335e-08,1.6798392020947853e-11,2.8131417844229903e-09
1.3525454631308953e-08,0.648762745151356,3.76,0.0,0.5260375943281648,0.9999971690500227,0.0,1.7281456528892461e-15,2.2346155230184784e-10,0.002378718485803897,2.8485693668242664e-05,2.984156421225639e-05,1.536408031054249e-05,1.1356555135743734e-05,2.7729539840482274e-06,1.6080871444306397e-06,1.5086255080470742e-09,5.346431802287947e-08,1.9800781349582525e-11,3.02305008144197e-09
1.400044552133388e-08,0.6487680763076424,3.76,0.0,0.5259927822443049,0.9999970670177719,0.0,2.020017682627169e-15,2.3649927661377523e-10,0.0024610644678000394,3.0034735186814087e-05,3.196216423114015e-05,1.6430604058469633e-05,1.2384734498118851e-05,2.871744467464252e-06,1.7676806553098892e-06,1.6085255556832419e-09,5.6388578780936274e-08,2.3222610949303312e-11,3.240656679889748e-09
1.4475436411358808e-08,0.648773413688972,3.76,0.0,0.5259478913157694,0.9999969647999306,0.0,2.34966588759663e-15,2.4974377681195244e-10,0.002543330009137293,3.161192168821148e-05,3.4154694357512756e-05,1.7541232345256438e-05,1.3467849603573705e-05,2.9706779808995455e-06,1.938187984146514e-06,1.7109006830126957e-09,5.934520741246317e-08,2.7107635180997156e-11,3.4659807941444678e-09
1.4950427301383738e-08,0.6487787574127468,3.76,0.0,0.5259029212016959,0.9999968623941267,0.0,2.7205693624655533e-15,2.631853286285138e-10,0.002625515143345609,3.321664161152387e-05,3.641907116632991e-05,1.8696502589237506e-05,1.4606878924615948e-05,3.069759105215944e-06,2.1200525472552247e-06,1.8156917114457718e-09,6.23320344248723e-08,3.150278197815798e-11,3.6990421691416897e-09
1.5425418191408666e-08,0.6487841075937718,3.76,0.0,0.5258578715560726,0.999996759797865,0.0,3.136400084114309e-15,2.768146329070139e-10,0.0027076199040271974,3.484830944758021e-05,3.875521127359522e-05,1.989692591159493e-05,1.5802779903545037e-05,3.1689924108537667e-06,2.3137228958156717e-06,1.9228416043053585e-09,6.534702185482292e-08,3.6458292994993036e-11,3.939861076668517e-09
1.5900409081433593e-08,0.6487894643443655,3.76,0.0,0.5258127420279991,0.9999966570085335,0.0,3.60102587771605e-15,2.9062279702305725e-10,0.0027896443248677516,3.650636458144494e-05,4.1163031336258795e-05,2.1142988289265727e-05,1.705648984718908e-05,3.268382457958109e-06,2.519652455571699e-06,2.032295431008657e-09,6.838825530004593e-08,4.2027866205294097e-11,4.188458311909755e-09
1.637539997145852e-08,0.6487948277744644,3.76,0.0,0.5257675322619361,0.9999965540234119,0.0,4.1185131817362325e-15,3.046013171179059e-10,0.0028715884396471464,3.819027018614649e-05,4.364244805211303e-05,2.243515165673551e-05,1.8368926781884917e-05,3.36793379650203e-06,2.738299277950934e-06,2.1440003241108405e-09,7.145393643383129e-08,4.826880089328514e-11,4.444855190232112e-09
1.685039086148345e-08,0.6488001979917266,3.76,0.0,0.5257222418979445,0.9999964508396791,0.0,4.693129618325382e-15,3.1874206110867183e-10,0.002953452282249634,3.989951216531969e-05,4.619337815968562e-05,2.3773854959034058e-05,1.974099027049968e-05,3.4676509664062074e-06,2.9701258020861004e-06,2.2579054308852882e-09,7.454237597229331e-08,5.524214498043607e-11,4.7090735441933745e-09
1.7325381751508377e-08,0.6488055751016256,3.76,0.0,0.5256768705719126,0.9999963474544181,0.0,5.329346375749154e-15,3.330372524414834e-10,0.0030352358866735647,4.1633598142620116e-05,4.881573843813043e-05,2.5159515158070036e-05,2.1173562193153913e-05,3.5675384976547373e-06,3.215598627259361e-06,2.373961860702512e-09,7.765198706733457e-08,6.30128446347284e-11,4.981135720764653e-09
1.7800372641533305e-08,0.648810959207544,3.76,0.0,0.5256314179157758,0.9999962438646238,0.0,6.031840409640153e-15,3.474794545558073e-10,0.00311693928704066,4.3392056495885316e-05,5.1509445707116326e-05,2.6592528194327068e-05,2.266750749321694e-05,3.667600910406866e-06,3.475188295316824e-06,2.4921226292520755e-09,8.078127910011025e-08,7.16498961105288e-11,5.261064578754369e-09
1.8275363531558232e-08,0.6488163504108613,3.76,0.0,0.5255858835577246,0.9999961400672074,0.0,6.805496470001115e-15,3.6206155602898294e-10,0.0031985625176048638,4.517443543407294e-05,5.4274416826714335e-05,2.8073269905886527e-05,2.4223674890101444e-05,3.767842715104475e-06,3.7493690826130184e-06,2.6123426005480234e-09,8.392885185087828e-08,8.122649976744706e-11,5.548883486423252e-09
1.875035442158316e-08,0.6488217488110385,3.76,0.0,0.5255402671224035,0.9999960360590031,0.0,7.655408960970915e-15,3.7677675637094364e-10,0.0032801056127607876,4.698030211506621e-05,5.711056869728345e-05,2.960209690668331e-05,2.58428975603381e-05,3.868268412575185e-06,4.038618801058544e-06,2.734578427543735e-09,8.709339002222749e-08,9.182021621701202e-11,5.844616319279966e-09
1.9225345311608088e-08,0.6488271545056972,3.76,0.0,0.5254945682311033,0.9999959318367724,0.0,8.586883640372633e-15,3.916185524404055e-10,0.0033615686070517852,4.880924180252088e-05,6.0017818259355196e-05,3.117934742581669e-05,2.7525993788346254e-05,3.968882494131e-06,4.343418607862803e-06,2.8587884920289867e-09,9.027365809406476e-08,1.0351312454711598e-10,6.148287458047547e-09
1.9700336201633016e-08,0.6488325675906984,3.76,0.0,0.5254487865019422,0.9999958273972086,0.0,9.605439166010914e-15,4.065807254552758e-10,0.0034429515351776644,5.0660857060022066e-05,6.299608249351747e-05,3.280534210964415e-05,2.9273767588243135e-05,4.069689441662461e-06,4.66425282358498e-06,2.984932844332286e-09,9.346849549024103e-08,1.1639198257581347e-10,6.459921786791421e-09
2.0175327091657943e-08,0.6488379881602142,3.76,0.0,0.5254029215500422,0.9999957227369426,0.0,1.0716808495603547e-14,4.216573285713726e-10,0.0035242544320020592,5.253476698090586e-05,6.604527842029757e-05,3.4480384788299966e-05,3.108700929796778e-05,4.170693727728338e-06,5.001608758125614e-06,3.1129731432431955e-09,9.667681203802788e-08,1.3054838908765023e-10,6.779544691200255e-09
2.065031798168287e-08,0.6488434163067994,3.76,0.0,0.5253569729876941,0.9999956178525465,0.0,1.1926940147131335e-14,4.368426750046502e-10,0.0036054773325594944,5.443060645217092e-05,6.916532310004479e-05,3.620476320820988e-05,3.29664961469406e-05,4.271899815640869e-06,5.3559765443069695e-06,3.2428725964991094e-09,9.989758370276702e-08,1.4607894800707414e-10,7.107182057011407e-09
2.11253088717078e-08,0.6488488521214568,3.76,0.0,0.5253109404245191,0.9999955127405361,0.0,1.3241999326269662e-14,4.521313266731274e-10,0.003686620272062134,5.6348025450969955e-05,7.235613363281279e-05,3.797874973210874e-05,3.4912992798430076e-05,4.37331215954664e-06,5.7278489787048475e-06,3.374595902124802e-09,1.03129848581011e-07,1.6308543446474462e-10,7.4428602685731125e-09
2.1600299761732727e-08,0.6488542956937027,3.76,0.0,0.5252648234676194,0.9999954073973774,0.0,1.4668368927421113e-14,4.675180833357133e-10,0.0037676832859062587,5.8286688372235086e-05,7.561762715824208e-05,3.980260200800387e-05,3.692725186774796e-05,4.4749352045031345e-06,6.11772136940882e-06,3.5081091908565258e-09,1.0637270313645354e-07,1.8167496271388793e-10,7.78660620753601e-09
2.2075290651757655e-08,0.6488597471116275,3.76,0.0,0.5252186217217267,0.999995301819488,0.0,1.6212650414703655e-14,4.829979722061542e-10,0.0038486664096784636,6.024627338605656e-05,7.894972085544239e-05,4.167656360846159e-05,3.9010014417343595e-05,4.576773386551071e-06,6.526091390402586e-06,3.6433799698277508e-09,1.0962529866391836e-07,2.0196015585527e-10,8.138447251666944e-09
2.2550281541782582e-08,0.6488652064619541,3.76,0.0,0.5251723347893407,0.9999951960032412,0.0,1.7881664589069135e-14,4.985662380213037e-10,0.00392956967916161,6.222647182349775e-05,8.235233194287546e-05,4.3600864641531065e-05,4.116201042981932e-05,4.6788311327825905e-06,6.9534589422702145e-06,3.780377067648521e-09,1.1288683796759647e-07,2.2405931733080962e-10,8.498411273778409e-09
2.302527243180751e-08,0.6488706738300938,3.76,0.0,0.5251259622708626,0.9999950899449696,0.0,1.9682452247537965e-14,5.142183335438441e-10,0.004010393130340534,6.422698758958786e-05,8.582537767823833e-05,4.5575722334561085e-05,4.3383959259842676e-05,4.781112861405467e-06,7.400326018947343e-06,3.919070580976805e-09,1.161565722405653e-07,2.480966041472566e-10,8.866526640767354e-09
2.3500263321832438e-08,0.6488761493001992,3.76,0.0,0.5250795037647237,0.9999949836409663,0.0,2.1622274740340423e-14,5.299499104804471e-10,0.0040911367994075284,6.624753660228976e-05,8.936877535834722e-05,4.760134159210989e-05,4.5676570065888796e-05,4.883622981803366e-06,7.867196580248588e-06,4.059431822654365e-09,1.1943379813339855e-07,2.7420220179270705e-10,9.242822212757446e-09
2.4450245101882293e-08,0.6488871248769231,3.76,0.0,0.5249863271740549,0.9999947702807654,0.0,2.594917483178717e-14,5.616350593641772e-10,0.0042523849370430964,7.034765496980708e-05,9.666629593497378e-05,5.1805625921166354e-05,5.0476565669321696e-05,5.089345991664426e-06,8.86297311211438e-06,4.345048527626235e-09,1.2600812272847697e-07,3.331702790834225e-10,1.0020071874151016e-08
2.5305228703927165e-08,0.6488970314249097,3.76,0.0,0.5249021700999925,0.9999945773783114,0.0,3.039625987760649e-14,5.903836722504099e-10,0.004397235773602838,7.410365281235064e-05,0.00010347383922351097,5.576490800029675e-05,5.5045145366643635e-05,5.2753218565946135e-06,9.832675687050656e-06,4.607542564558597e-09,1.3194441718101627e-07,3.947509019654353e-10,1.0747872468990341e-08
2.6160212305972036e-08,0.6489069654797296,3.76,0.0,0.5248177281030617,0.9999943836205702,0.0,3.541686605493585e-14,6.193303945050179e-10,0.004541828689000607,7.792063516820023e-05,0.00011050803838898148,5.989133490717629e-05,5.985327436509512e-05,5.46210588788543e-06,1.0875104642447815e-05,4.875044350085055e-09,1.3789584967825095e-07,4.653518750251888e-10,1.1502648233204796e-08
2.7015195908016907e-08,0.6489169274926608,3.76,0.0,0.5247329987850381,0.9999941889848668,0.0,4.1061357155145135e-14,6.484560002673899e-10,0.004686163902461208,8.17973142429354e-05,0.00011776841250594246,6.418572108032523e-05,6.490477006442968e-05,5.649723488614595e-06,1.1993255254070309e-05,5.1474243182906054e-09,1.4385963544730753e-07,5.459740640811325e-10,1.2284585233496251e-08
2.787017951006178e-08,0.6489269179056845,3.76,0.0,0.5246479797354787,0.9999939934483038,0.0,4.738242706954215e-14,6.777427531026349e-10,0.0048302416357586765,8.573249142640207e-05,0.00012525448105070704,6.864878829297548e-05,7.020337118719539e-05,5.8381999728096845e-06,1.3190135006540648e-05,5.424562101623343e-09,1.498332871867019e-07,6.376961258655877e-10,1.3093874676016222e-08
2.872516311210665e-08,0.6489369371514131,3.76,0.0,0.5245626685333539,0.9999937969877922,0.0,5.4435097348072636e-14,7.071742908694733e-10,0.004974062113290765,8.972505021371605e-05,0.00013296576389935924,7.328117268253586e-05,7.575274320119338e-05,6.027560566026214e-06,1.4468761967150767e-05,5.706345824499115e-09,1.558145833201957e-07,7.416780718356308e-10,1.3930712903502389e-08
2.958014671415152e-08,0.6489469856542384,3.76,0.0,0.5244770627485581,0.999993599580082,0.0,6.227671286146355e-14,7.367355195977745e-10,0.005117625562149043,9.377394968647926e-05,0.00014090178132582842,7.80834312214188e-05,8.155648330669272e-05,6.217830405832467e-06,1.583216328397637e-05,5.992671447609455e-09,1.6180153966341127e-07,8.591648798642759e-10,1.4795301394414487e-08
