Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26)
0.0017130594560022473,0.23154902316451795,3.76,0.0,1.0017643759494608,0.999917816697623,1.6467237162928192e-05,3.222659728492321e-33,5.0607840673535875e-25,6.808687275192582e-08,2.329642959423876e-07,6.197901136147669e-06,2.8131897956706713e-09,9.010829951111803e-05,2.6489888975045845e-05,1.0300784834052063e-05,8.340965521350321e-08,8.286307091175105e-09,2.5533984343863063e-13,4.726098435300524e-05,1.2431748906352107e-11,1.2938623363430258e-09,2.108830619923531e-07,2.99716210225603e-13,1.9777257661169267e-09,5.331014974459052e-11,8.178069925886648e-12,1.1642072758618644e-15,3.897542762117292e-24,2.9611189748923963e-21,7.517420872629854e-14,1.1690776488377283e-21,1.498253934400625e-11,1.2497122815180364e-11
0.0017376322375383256,0.23154905706080536,3.76,0.0,1.001760841835387,0.9999147677356127,1.7277539071094686e-05,3.4589767399036225e-33,5.268852013633423e-25,6.803335713331541e-08,2.4018496463359216e-07,6.286684173871097e-06,2.9002321890224442e-09,9.358582756640159e-05,2.729985344895552e-05,1.0697216280619524e-05,8.599486739582755e-08,8.279771134505613e-09,2.735059881313025e-13,4.908981037683049e-05,1.342244462444658e-11,1.3434523307823286e-09,2.1556392213946945e-07,3.202916289661923e-13,2.1284188414906247e-09,5.495967557400376e-11,8.761010100235361e-12,1.205953606565859e-15,4.336291298227432e-24,3.2960497668917763e-21,7.825183165005445e-14,1.2475672173900556e-21,1.570252381359235e-11,1.2862402906059776e-11
0.001762205019074404,0.23154909206675395,3.76,0.0,1.0017571992654015,0.9999116280712517,1.811877585160603e-05,3.715319623615867e-33,5.490290395510614e-25,6.797883404758887e-08,2.4759228025180905e-07,6.375413445787607e-06,2.9895146745278484e-09,9.717153918821303e-05,2.8129619143966247e-05,1.1105884328304134e-05,8.864689474282187e-08,8.273111819458473e-09,2.928335926931706e-13,5.097395643276172e-05,1.4483711269920663e-11,1.394537723496429e-09,2.2032675027709725e-07,3.421552165932039e-13,2.2894975802991403e-09,5.665198108955993e-11,9.381292290691126e-12,1.2491936434603828e-15,4.821223475858429e-24,3.6662086064584644e-21,8.146375119096663e-14,1.330782469934645e-21,1.6449603592016178e-11,1.3236052392465026e-11
0.0017867778006104822,0.23154912821361764,3.76,0.0,1.0017534454063637,0.999908395487539,1.8991878438704015e-05,3.9934280410442086e-33,5.725870575600567e-25,6.792330518528737e-08,2.5518975369693045e-07,6.464088016877025e-06,3.0810788546915893e-09,0.00010086826169357185,2.897950863412751e-05,1.1527102896625797e-05,9.136699339372954e-08,8.26632933055261e-09,3.1338916846241566e-13,5.291484868827011e-05,1.5620080407982562e-11,1.4471569022125367e-09,2.2517392590542088e-07,3.6537987454217717e-13,2.46161317926435e-09,5.838788143022268e-11,1.0041060022690763e-11,1.293984763414464e-15,5.3568926329269044e-24,4.075045030728477e-21,8.48163593963541e-14,1.4189785929624401e-21,1.722458142791969e-11,1.3618181125665043e-11
0.0018113505821465605,0.23154916553336122,3.76,0.0,1.0017495773701692,0.9999050677327904,1.9897801597425596e-05,4.2951849191692084e-33,5.976402634256858e-25,6.786677376950862e-08,2.629808868379193e-07,6.552706960022535e-06,3.174966185514883e-09,0.00010467887731783062,2.984983914217308e-05,1.1961191677115718e-05,9.415641619572675e-08,8.259424038389501e-09,3.3524251746865763e-13,5.4913941380697015e-05,1.6836345349190467e-11,1.501348998423023e-09,2.3010789479153413e-07,3.900420841434616e-13,2.645453664234161e-09,6.016819043665065e-11,1.0742563273461806e-11,1.3403866880650647e-15,5.948271139125554e-24,4.526321631863152e-21,8.831636093525126e-14,1.5124226308861959e-21,1.8028279098540045e-11,1.4008895507281454e-11
0.0018359233636826388,0.23154920405866936,3.76,0.0,1.0017455922137755,0.9999016425211704,2.0837524379781964e-05,4.622627070477313e-33,6.2427368900771515e-25,6.780924463152245e-08,2.709691683281287e-07,6.6412693578891745e-06,3.2712179249808234e-09,0.00010860632319387288,3.0740921928395435e-05,1.2408476109693808e-05,9.70164112026056e-08,8.25239650885773e-09,3.58466856938814e-13,5.697271666927421e-05,1.8137574310834202e-11,1.5571538828217741e-09,2.3513117063367382e-07,4.1622204153500473e-13,2.8417456934300778e-09,6.199371972999565e-11,1.1488162531367483e-11,1.3884615844104829e-15,6.600785966785521e-24,5.024140010513724e-21,9.197078778936806e-14,1.6113938962389117e-21,1.8861537712353945e-11,1.4408298260196775e-11
0.0018604961452187172,0.23154924382295386,3.76,0.0,1.0017414869392849,0.9998981175332805,2.1812050577793812e-05,4.9779564700966255e-33,6.525765448938718e-25,6.775072428700785e-08,2.791580692856268e-07,6.729774304890706e-06,3.3698750799324214e-09,0.00011265359127148771,3.1653061663840446e-05,1.2869287351781626e-05,9.994822012501284e-08,8.245247512413905e-09,3.831389456471949e-13,5.909268444556237e-05,1.952912409481843e-11,1.6146121596121e-09,2.402463367769191e-07,4.440037945994864e-13,3.051256428117736e-09,6.386527776066886e-11,1.2280332918045551e-11,1.4382741694356744e-15,7.320356975143285e-24,5.572968631986792e-21,9.578701452177571e-14,1.7161843844077153e-21,1.9725218011127468e-11,1.481648820060518e-11
0.0018850689267547955,0.2315492848603614,3.76,0.0,1.0017372584940896,0.9998944904168089,2.282240917267308e-05,5.36355221780616e-33,6.826423779760043e-25,6.769122101269753e-08,2.875510388463494e-07,6.8182209092456266e-06,3.470978351442521e-09,0.00011682372817478841,3.2586555789201015e-05,1.3343962239933474e-05,1.0295307673504474e-07,8.237978033413869e-09,4.0933921191288705e-13,6.127538210042026e-05,2.1016654291385647e-11,1.6737651596371455e-09,2.4545604798271024e-07,4.734753817187646e-13,3.274795471664079e-09,6.578366882883132e-11,1.312166836711489e-11,1.489891818880095e-15,8.113438083814763e-24,6.177672699603844e-21,9.977277413527777e-14,1.8270991923405498e-21,2.0620200671371908e-11,1.5233560012291496e-11
0.0019096417082908738,0.23154932720578097,3.76,0.0,1.0017329037710818,0.9998907587872405,2.386965477941148e-05,5.781983212440921e-33,7.145692315000751e-25,6.763074492320474e-08,2.96151499598943e-07,6.9066082951227946e-06,3.5745680787875324e-09,0.00012111983499564151,3.354169386094244e-05,1.3832843243782665e-05,1.0603220522837268e-07,8.230589279466834e-09,4.371518830300336e-13,6.352237424565632e-05,2.260614201733837e-11,1.7346549322849595e-09,2.507630322546686e-07,5.047289721203632e-13,3.5132168778379076e-09,6.774969207859688e-11,1.401488585265603e-11,1.5433846802557254e-15,8.987061519591811e-24,6.843546164213582e-21,1.0393617453168521e-13,1.944456940641506e-21,2.1547386605234046e-11,1.5659604024288958e-11
0.001934214489826952,0.23154937089485067,3.76,0.0,1.0017284196089302,0.9998869202286276,2.4954868086006895e-05,6.236021566068954e-33,7.484598073727129e-25,6.756930804779179e-08,3.0496284291121505e-07,6.994935604876943e-06,3.680684182149765e-09,0.00012554506702118848,3.451875688634815e-05,1.4336278412116378e-05,1.0918681854745038e-07,8.223082690783124e-09,4.666651158993364e-13,6.583525238856391e-05,2.4303897196670417e-11,1.797324236121889e-09,2.5617009272331723e-07,5.378610075727003e-13,3.767421229094473e-09,6.976414046817089e-11,1.4962829660105274e-11,1.5988257902196208e-15,9.94888532909704e-24,7.576345993231778e-21,1.082857155824216e-13,2.068590198452915e-21,2.2507697260880545e-11,1.609470599311778e-11
0.0019587872713630306,0.23154941596396345,3.76,0.0,1.001723802792421,0.9998829722944204,2.6079156286530815e-05,6.728656784879353e-33,7.844216304884426e-25,6.750692440682896e-08,3.139884241591714e-07,7.08320200137409e-06,3.789366104186212e-09,0.000130102633393672,3.5518016649330915e-05,1.4854621310910698e-05,1.1241811666973742e-07,8.215459949484989e-09,4.979711286119452e-13,6.821563455760572e-05,2.6116578390698294e-11,1.8618165282098448e-09,2.616801095924268e-07,5.729723451678898e-13,4.038357785459677e-09,7.182779971838885e-11,1.5968475691640965e-11,1.6562911964009483e-15,1.1007244358320817e-23,8.382328826916413e-21,1.1283030681994679e-13,2.199845910509569e-21,2.350207492246916e-11,1.653894689086233e-11
0.001983360052899109,0.2315494624502738,3.76,0.0,1.0017190500528734,0.999878912508361,2.7243653507213137e-05,7.263110743231367e-33,8.225672148237205e-25,6.744361008768012e-08,3.2323155787069254e-07,7.171406670406522e-06,3.900652750614649e-09,0.00013479579670092455,3.6539735029012316e-05,1.5388230953177344e-05,1.1572728486525472e-07,8.207722988848347e-09,5.311663327201861e-13,7.0665164877585e-05,2.805120918389408e-11,1.928175952065138e-09,2.672960421498266e-07,6.101684009135981e-13,4.327026704495609e-09,7.394144724235674e-11,1.7034935797589787e-11,1.7158600837776638e-15,1.2171204908609391e-23,9.268290153828281e-21,1.1757928575849298e-13,2.338585825743322e-21,2.453148300983582e-11,1.6992402700390625e-11
0.0020079328344351876,0.23154951039170243,3.76,0.0,1.0017141580686226,0.9998747383654365,2.844952122469532e-05,7.84285347664426e-33,8.63014231025921e-25,6.737938331974028e-08,3.326955127969633e-07,7.259548823196793e-06,4.014582429980807e-09,0.00013962787249603812,3.758416331322748e-05,1.593747172049527e-05,1.1911549192817202e-07,8.199874002442008e-09,5.663514659133084e-13,7.31855130927323e-05,3.0115195130662555e-11,1.9964473242191494e-09,2.730209308456462e-07,6.495592938385754e-13,4.634481332686522e-09,7.610585105913488e-11,1.8165462124844917e-11,1.777614905692047e-15,1.345062328721271e-23,1.0241606141519373e-20,1.2254243685146164e-13,2.4851869268148515e-21,2.5596906378064468e-11,1.74551442190643e-11
0.002032505615971266,0.23154955982694153,3.76,0.0,1.0017091234655726,0.999870447332894,2.9697948675578968e-05,8.471619818601643e-33,9.058856752082726e-25,6.731426454834124e-08,3.4238350692582044e-07,7.347627698989867e-06,4.131192792783212e-09,0.00014460222874491233,3.865154150926535e-05,1.650271327612412e-05,1.2258388838750174e-07,8.191915453129856e-09,6.036317248009639e-13,7.577837403623602e-05,3.231634126727865e-11,2.066676119343997e-09,2.788578994410576e-07,6.912599903005438e-13,4.961830568433692e-09,7.832176869464085e-11,1.936345147277386e-11,1.8416415195878898e-15,1.485620847904317e-23,1.1310278262456581e-20,1.277300110916326e-13,2.640041859954952e-21,2.6699351617147845e-11,1.792723687232179e-11
0.0020570783975073447,0.23154961079545897,3.76,0.0,1.0017039428178294,0.9998660368513141,3.0990153256375445e-05,9.153426905098785e-33,9.513100386454561e-25,6.724827650723299e-08,3.5229870245221496e-07,7.435642567732191e-06,4.25052077014465e-09,0.00014972228520056922,3.974209765430274e-05,1.7084330469621457e-05,1.2613360470234442e-07,8.1838500819003e-09,6.431168974924227e-13,7.844546704486258e-05,3.466287019210776e-11,2.1389084539096443e-09,2.848101572307063e-07,7.353904481699914e-13,5.3102412966888465e-09,8.05899460731786e-11,2.0632449646605918e-11,1.9080293275445167e-15,1.6399589174758032e-23,1.2482980858941941e-20,1.3315274625897962e-13,2.80355936451019e-21,2.783984735199039e-11,1.840874053854906e-11
0.0020816511790434232,0.23154966333750213,3.76,0.0,1.0016986126483998,0.9998615043357466,3.232738091294217e-05,9.892592569602807e-33,9.994214780486925e-25,6.718144428934219e-08,3.624442007219722e-07,7.523592732836203e-06,4.372602512231262e-09,0.00015499151270333312,4.085604712813246e-05,1.7682703232912933e-05,1.29765749447486e-07,8.1756809164867e-09,6.849214956460005e-13,8.118853531744121e-05,3.7163440716075076e-11,2.2131910683425665e-09,2.9088100134211936e-07,7.820757605496032e-13,5.680940895089951e-09,8.291111640322348e-11,2.197615579783385e-11,1.9768714216745788e-15,1.8093385398660054e-23,1.3769111794350366e-20,1.388218878194671e-13,2.9761647016082133e-21,2.901944454305013e-11,1.8899709386671223e-11
0.0021062239605795017,0.2315497174941009,3.76,0.0,1.0016931294299714,0.9998568471768988,3.3710906518474064e-05,1.0693754649722798e-32,1.0503599860852203e-24,6.71137954155031e-08,3.728230371659921e-07,7.61147753402844e-06,4.497473326631666e-09,0.00016041343240619704,4.19935919709211e-05,1.8298216467793228e-05,1.3348140749548897e-07,8.167411279741596e-09,7.291648856508454e-13,8.400934521613517e-05,3.9827167084132985e-11,2.289571307660151e-09,2.970738191154794e-07,8.314462986765652e-13,6.07521981129042e-09,8.528599906130402e-11,2.3398426740749115e-11,2.0482647344433488e-15,1.9951284988154862e-23,1.517884634132438e-20,1.44749210476665e-13,3.1583000813866745e-21,3.023921678796433e-11,1.9400191727913193e-11
0.0021307967421155803,0.2315497733070704,3.76,0.0,1.0016874895857657,0.9998520627423858,3.514203423910398e-05,1.1561891225420087e-32,1.1042715617935616e-24,6.704535990085428e-08,3.834381762429201e-07,7.699296350279018e-06,4.625167616919254e-09,0.00016599161492493393,4.3154920208857024e-05,1.8931259924865484e-05,1.372816382017405e-07,8.159044797727331e-09,7.759714185923037e-13,8.690968550958018e-05,4.2663638767202145e-11,2.3680971005594723e-09,3.033920905672403e-07,8.836378536439541e-13,6.494434210994138e-09,8.771529847802502e-11,2.4903281233857976e-11,2.122310193956832e-15,2.1988125184559413e-23,1.6723194460604672e-20,1.5094704037634394e-13,3.3504250882674094e-21,3.150026062455345e-11,1.9910229883181915e-11
0.002155369523651659,0.23154983081901345,3.76,0.0,1.0016816894904637,0.999847148378031,3.6622097886154094e-05,1.2502341806692325e-32,1.161308380534894e-24,6.697617031859195e-08,3.942925064091545e-07,7.787048602810077e-06,4.755718821630722e-09,0.00017172967941276495,4.4340205190664406e-05,1.9582228073958855e-05,1.4116747359921875e-07,8.150585407485505e-09,8.254705586430027e-13,8.989136655714737e-05,4.56829408227372e-11,2.4488169369439356e-09,3.0983939094114724e-07,9.38791776568477e-13,6.940008696024806e-09,9.01997030304594e-11,2.6494904214608282e-11,2.1991128842554792e-15,2.421997960292619e-23,1.8414061626952375e-20,1.574282779625397e-13,3.553017103804434e-21,3.280369583565003e-11,2.0429860067514602e-11
0.0021799423051877373,0.23154989007332105,3.76,0.0,1.0016757254712108,0.9998421014092216,3.8152461254071196e-05,1.3520829486992785e-32,1.2216289631105266e-24,6.690626186077227e-08,4.0538883513580385e-07,7.87473375818024e-06,4.889159353902683e-09,0.00017763129255966148,4.5549604938060365e-05,2.0251519966096543e-05,1.451399166100088e-07,8.142037364447628e-09,8.777970095142021e-13,9.295621943377797e-05,4.889567482069763e-11,2.531779843876468e-09,3.164193933502889e-07,9.970551168244166e-13,7.4134390915700826e-09,9.273988394530492e-11,2.8177650975593814e-11,2.278782210637488e-15,2.6664250856104714e-23,2.0264313361027392e-20,1.6420642148163681e-13,3.766571726690275e-21,3.4150665756253096e-11,2.095911229302375e-11
0.002204515086723816,0.2315499511141738,3.76,0.0,1.0016695938086932,0.9998369191423138,3.9734518443074315e-05,1.4623484076322962e-32,1.2853983436678474e-24,6.683567239585744e-08,4.1672988399287397e-07,7.962351331441974e-06,5.025520542016167e-09,0.00018370016751663416,4.6783261513320055e-05,2.0939539087120935e-05,1.4919993928083632e-07,8.133405249449794e-09,9.330908385968361e-13,9.610609499504252e-05,5.2312980330293774e-11,2.617035359953688e-09,3.2313587151387575e-07,1.0585807579589258e-12,7.91629530154959e-09,9.533649421735331e-11,2.9956051270206904e-11,2.3614320700236116e-15,2.933976911558924e-23,2.2287843628223974e-20,1.712955911292041e-13,3.991603189572921e-21,3.554233758356375e-11,2.149801029174e-11
0.0022290878682598944,0.23155001398654165,3.76,0.0,1.0016632907382925,0.9998315988660851,4.136969416554012e-05,1.5816866225989e-32,1.3527882360114538e-24,6.676444252270651e-08,4.2831828382152225e-07,8.049900889368303e-06,5.164832571105119e-09,0.0001899400627456515,4.8041300407185215e-05,2.1646693203117313e-05,1.5334848105009065e-07,8.124693975314932e-09,9.914975984183796e-13,9.934286288229693e-05,5.594655696143648e-11,2.704633508101318e-09,3.299927025924814e-07,1.123527550901062e-12,8.450224230862486e-09,9.79901675479394e-11,3.1834813335583705e-11,2.4471810263611032e-15,3.226689689861944e-23,2.4499647267169893e-20,1.7871055383223626e-13,4.22864477241076e-21,3.697990269051519e-11,2.2046571459716988e-11
0.002253660649795973,0.23155007873618358,3.76,0.0,1.00165681245131,0.9998261378532317,4.305944403515451e-05,1.710799255441424e-32,1.4239771979315876e-24,6.669261562071881e-08,4.401565700156746e-07,8.13738205374506e-06,5.307124426290343e-09,0.0001963547807961293,4.9323829950404885e-05,2.2373394197813817e-05,1.5758644705397034e-07,8.115908792966919e-09,1.0531684450408864e-12,0.00010266841046804233,5.980868695335106e-11,2.794624766797607e-09,3.3699387012552346e-07,1.1920604440768758e-12,9.016952773075983e-09,1.0070151730814516e-10,3.3818827820632794e-11,2.536152491049599e-15,3.546764037756321e-23,2.691589661195734e-20,1.864667486573509e-13,4.4782492121812625e-21,3.846457694346793e-11,2.2604806823709533e-11
0.0022782334313320514,0.23155014540964597,3.76,0.0,1.0016501550962613,0.9998205333619075,4.480525483786435e-05,1.8504361780987526e-32,1.4991507931624508e-24,6.662023789584866e-08,4.522471779346176e-07,8.22479450472452e-06,5.452423837503679e-09,0.0002029481670092351,5.063094075222983e-05,2.3120057902171514e-05,1.619147064795024e-07,8.107055297042286e-09,1.11826025302755e-12,0.00010608464174184182,6.391225830133474e-11,2.887060039738134e-09,3.4414346707477383e-07,1.2643506100457954e-12,9.61829086192228e-09,1.0347113553160107e-10,3.591317160697075e-11,2.6284749083572127e-15,3.896576751378922e-23,2.955402247315953e-20,1.945803128334613e-13,4.740989108856534e-21,3.999760102480135e-11,2.3172721031676904e-11
0.00230280621286813,0.23155021405426102,3.76,0.0,1.0016433147802475,0.9998147826373001,4.660864478367364e-05,2.0013981872533902e-32,1.578501750582208e-24,6.654735842222251e-08,4.645924384683846e-07,8.312137984235936e-06,5.600757226269357e-09,0.0002097241081515702,5.196270516919427e-05,2.388710391641577e-05,1.6633409097225625e-07,8.098139430966623e-09,1.1869357266092198e-12,0.00010959347613740761,6.827078841114706e-11,2.9819906239623807e-09,3.5144569897769964e-07,1.3405755682786563e-12,1.0256134584779343e-08,1.062995919417733e-10,3.812311151070151e-11,2.7242819457774514e-15,4.278693332384854e-23,3.2432799643177486e-20,2.0306810837504421e-13,5.017457327665155e-21,4.158024076119176e-11,2.3750312368283554e-11
0.0023273789944042085,0.23155028471814385,3.76,0.0,1.0016362875703884,0.999808882913242,4.8471163738343126e-05,2.1645398203662762e-32,1.6622301202726792e-24,6.647402917910545e-08,4.771945737777993e-07,8.39941229944827e-06,5.752149654709474e-09,0.00021668653098010296,5.3319176807507615e-05,2.4674955424796778e-05,1.7084539310659448e-07,8.089167491464807e-09,1.2593635066899577e-12,0.00011319684730174303,7.289844826903792e-11,3.0794681764697773e-09,3.5890488721441894e-07,1.4209193037067074e-12,1.0932469356122035e-08,1.0918743301863788e-10,4.045410785318276e-11,2.8237126892621518e-15,4.695881259105237e-23,3.5572437091660765e-20,2.119477492900773e-13,5.308267397781245e-21,4.3213787458429054e-11,2.433757279648912e-11
0.002351951775940287,0.23155035745018904,3.76,0.0,1.0016290694953274,0.999802831413852,5.0394393434071196e-05,2.3407722730508052e-32,1.750543426061444e-24,6.640030508298171e-08,4.900556932309444e-07,8.486617326280075e-06,5.906624777038896e-09,0.00022383940074055222,5.470039006234311e-05,2.5484039003404376e-05,1.7544936492626626e-07,8.080146132476286e-09,1.33571827334053e-12,0.00011689670180750523,7.781008711394606e-11,3.179544679360424e-09,3.665254723920267e-07,1.5055723806820912e-12,1.1649373148746034e-08,1.1213518110961694e-10,4.291181788922154e-11,2.9269118432469027e-15,5.151124034012609e-23,3.8994673016396804e-20,2.2123762935427442e-13,5.614053907704488e-21,4.489955824368449e-11,2.4934488026212398e-11
0.0023765245574763655,0.23155043230006694,3.76,0.0,1.0016216565467926,0.9997966253552028,5.2379947658258406e-05,2.531066417319892e-32,1.843656814180396e-24,6.63262440145341e-08,5.031777895575647e-07,8.573753012951287e-06,6.064204793811209e-09,0.00023118671960173858,5.610635969725066e-05,2.6314784421398797e-05,1.8014671656305761e-07,8.071082368449065e-09,1.4161808434420622e-12,0.00012069499781004505,8.302125759695514e-11,3.2822724035434867e-09,3.743120178500014e-07,1.5947320520053178e-12,1.2409019780389194e-08,1.1514333358959793e-10,4.5502099081535304e-11,3.0340299353679746e-15,5.647636039676578e-23,4.272287491436843e-20,2.3095695043103816e-13,5.935472897738033e-21,4.663889641620367e-11,2.5541037610950906e-11
0.002401097339012444,0.23155050931821852,3.76,0.0,1.0016140446812274,0.9997902619470083,5.44294724194862e-05,2.7364559201025647e-32,1.9417931976859777e-24,6.625190684033096e-08,5.165627352425017e-07,8.6608193835714e-06,6.224910409171633e-09,0.00023873252502874015,5.7537080466833556e-05,2.716762443605492e-05,1.8493811494106546e-07,8.061983576989013e-09,1.5009382631581042e-12,0.0001245937036508775,8.854824141168455e-11,3.387703871064062e-09,3.8226921329033134e-07,1.688602362693042e-12,1.3213682253204938e-08,1.1821236207475899e-10,4.8231012210807736e-11,3.145223525751194e-15,6.188878235745661e-23,4.678214483656492e-20,2.4112575131423053e-13,6.273202250112384e-21,4.843317180745989e-11,2.615719507311044e-11
0.0024256701205485225,0.23155058855585006,3.76,0.0,1.001606229821474,0.9997837383943308,5.654464608987406e-05,2.9580404609971423e-32,2.0451833963027497e-24,6.617735742905327e-08,5.30212279178648e-07,8.747816541758334e-06,6.388760791365071e-09,0.00024648088809800636,5.8992526785715344e-05,2.8042994582052906e-05,1.898241825739473e-07,8.05285750084395e-09,1.5901838949324371e-12,0.0001285947964096402,9.440807537793115e-11,3.4958918161074996e-09,3.9040187853591953e-07,1.7873942481804718e-12,1.4065736143381926e-08,1.2134271169479331e-10,5.110482431125751e-11,3.2606554207339365e-15,6.778574729781827e-23,5.119942998853807e-20,2.517649370685275e-13,6.627942077461317e-21,5.028378115186373e-11,2.678292805866792e-11
0.002474815683620679,0.23155075389816399,3.76,0.0,1.001589974653363,0.9997701996628447,6.09788160804914e-05,3.4545434313959255e-32,2.2686888575639912e-24,6.602789242760496e-08,5.583115219206215e-07,8.921604054776139e-06,6.725964644936043e-09,0.0002626017289074252,6.197739051660696e-05,2.9863079980608818e-05,1.9988258731780226e-07,8.034556296960885e-09,1.7829453101190294e-12,0.0001369120855460762,1.0719837732369467e-10,3.720748890675881e-09,4.0721357217161056e-07,2.0006214887485185e-12,1.592205413843334e-08,1.277890186461888e-10,5.7313261087811196e-11,3.5049178939791467e-15,8.11964870945186e-23,6.12257639890011e-20,2.7454259403076834e-13,7.391367096770106e-21,5.415972549051459e-11,2.806296298717494e-11
0.0025190466903856202,0.23155091082600351,3.76,0.0,1.0015746092344435,0.999757439037137,6.521159198397533e-05,3.969285858822361e-32,2.4902939565013652e-24,6.589335052532918e-08,5.845206790689207e-07,9.077778906550178e-06,7.040362875574629e-09,0.00027784469937663323,6.474764734686332e-05,3.1582628298316535e-05,2.0926421963336477e-07,8.018077082185947e-09,1.9738521574677334e-12,0.0001447677680579468,1.200353176716881e-10,3.933079335145338e-09,4.2299536045977575e-07,2.2116181185123263e-12,1.778087341921062e-08,1.3380431443221427e-10,6.346359603237974e-11,3.741018073404491e-15,9.535714003812839e-23,7.178620898697732e-20,2.968797202984939e-13,8.144117850887462e-21,5.785531419825896e-11,2.9247305003222984e-11
0.0025632776971505613,0.23155107577559142,3.76,0.0,1.0015585213594338,0.999744116045724,6.968466128110822e-05,4.556980151681717e-32,2.7328862132431158e-24,6.575925198397366e-08,6.116083934390246e-07,9.233735142287981e-06,7.365174664742947e-09,0.00029380861715345156,6.75966633679118e-05,3.338205130905412e-05,2.1896012720815142e-07,8.001646632107359e-09,2.1826046232981618e-12,0.00015298616806738285,1.342530097555959e-10,4.155166209250698e-09,4.3942700228090973e-07,2.4421651645376434e-12,1.983524203115224e-08,1.4002393996114616e-10,7.019056593607888e-11,3.993691282693713e-15,1.1180664192022028e-22,8.402291793210093e-20,3.211087990113564e-13,8.963927851529276e-21,6.175641846725092e-11,3.046192271445556e-11
0.0026075087039155024,0.2315512490721898,3.76,0.0,1.0015416862750353,0.9997302144468909,7.440899193017894e-05,5.226885978542979e-32,2.9981141519493956e-24,6.562607788367386e-08,6.395800656640833e-07,9.38947672417508e-06,7.700452446388714e-09,0.0003105182000965029,7.052352952348845e-05,3.526396003852161e-05,2.2897221602802224e-07,7.98532331182451e-09,2.4105680184235045e-12,0.00016157892453100856,1.4998170252509908e-10,4.387319172332571e-09,4.565418569730514e-07,2.6937526286893796e-12,2.2103185748939493e-08,1.4644946258239503e-10,7.753849317646903e-11,4.264142504974443e-15,1.3088268978341168e-22,9.817645395437669e-20,3.4738709573395386e-13,9.855735503582403e-21,6.587221060442452e-11,3.17064463343954e-11
0.0026517397106804435,0.23155143104854545,3.76,0.0,1.0015240790251263,0.9997157180862896,7.939589396110263e-05,5.989245089814654e-32,3.2877185452962714e-24,6.54943401184074e-08,6.684396423693682e-07,9.545008741630278e-06,8.046230754880863e-09,0.00032799836873217904,7.352711581403405e-05,3.723097643926581e-05,2.393018694930213e-07,7.969169234547345e-09,2.6591787293675702e-12,0.00017055763792735542,1.6736178711660288e-10,4.629846629949919e-09,4.7437499794690226e-07,2.967948480070658e-12,2.4604091559913652e-08,1.5308213836547604e-10,8.555403013528179e-11,4.553660674613999e-15,1.5296722094603168e-22,1.145175954549079e-19,3.758834488982232e-13,1.082474427864762e-20,7.021218000258625e-11,3.2980467197868437e-11
0.0026959707174453846,0.23155162204443946,3.76,0.0,1.0015056744887094,0.9997006109275991,8.465701760245861e-05,6.855357289221323e-32,3.603534090715572e-24,6.536458073737704e-08,6.98189610755389e-07,9.700337479661914e-06,8.402526195391815e-09,0.00034627420819747574,7.660607484347182e-05,3.9285728901242255e-05,2.499499464255015e-07,7.953250181319352e-09,2.9299447945407823e-12,0.0001799338369048568,1.865443477477615e-10,4.883054849049764e-09,4.929633080140409e-07,3.2663994352496095e-12,2.7358777504001996e-08,1.5992291135527232e-10,9.428617946471783e-11,4.8636232728582104e-15,1.7849130449917912e-22,1.3335046207105925e-19,4.067788782509539e-13,1.1876430991762778e-20,7.478614305725527e-11,3.428354561546637e-11
0.0027402017242103257,0.23155182240662162,3.76,0.0,1.0014864474181688,0.999684877081897,9.0204350404104e-05,7.837659542084593e-32,3.947490803295652e-24,6.523737109777419e-08,7.288310071375209e-07,9.855470486114638e-06,8.769337586491872e-09,0.00036537092985295083,7.97588475864333e-05,4.143084777460878e-05,2.609167840712149e-07,7.937635497756207e-09,3.224446176497837e-12,0.00018971894449541278,2.0769171991710313e-10,5.1472470640417704e-09,5.123455800873773e-07,3.5908314323607507e-12,3.038956307594948e-08,1.6697241593815682e-10,1.0378630579849049e-10,5.195501021020018e-15,2.0794051677290556e-22,1.550159116892319e-19,4.402672014681483e-13,1.3016554571033921e-20,7.960425395042435e-11,3.5615219722848336e-11
0.0027844327309752667,0.23155203248845516,3.76,0.0,1.0014663724774735,0.9996685008354589,9.605021337511515e-05,8.949806317870755e-32,4.321615228969658e-24,6.511331085620606e-08,7.60363438791403e-07,1.0010416637488301e-05,9.146646265535955e-09,0.00038531383292843274,8.298367131203296e-05,4.366896094652506e-05,2.722022058670529e-07,7.922397971081871e-09,3.5443348447304634e-12,0.00019992424422591204,2.309780540408301e-10,5.422722582958545e-09,5.325626231852459e-07,3.9430499159816894e-12,3.372033995504312e-08,1.7423098220445166e-10,1.1410814090746307e-10,5.5508626080902505e-15,2.4186065012876364e-22,1.798951175560593e-19,4.765556508256123e-13,1.4251165491281515e-20,8.467701639639045e-11,3.697501515868827e-11
