Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24)
2.522694585360545e-07,0.3043869447287173,3.76,0.0,0.5633332971045112,0.9974370618799572,0.0030205150414231627,2.0012710521928092e-10,2.367125257154461e-08,0.01850526587596517,0.003011166593097575,0.007961156368734897,0.004900846173061812,0.026205346589578446,0.0003713491799157022,0.01810645886588749,7.824703911505862e-07,2.4998193199381276e-06,4.710272754233175e-05,1.2275289021746972e-05,6.551749029190666e-05,0.0008049183837561493,0.0002214041393073183,1.735048556822841e-05,4.7880251841787844e-05,0.000228960323974995,4.2362853659709e-06,6.134716653246535e-09,3.0345764794256267e-08,2.7839169358774688e-08,2.9456398955096028e-08,5.2971874698561014e-08,1.1903773222631035e-05,1.2380140067094998e-06,5.3780201000951265e-06,1.2837979081571418e-10,4.168751051610669e-09,2.117365985272817e-08,3.542582612211686e-11,5.91558575427551e-08,4.101442619557196e-08,8.796474205254954e-07,4.4613157156536037e-10,1.3191778082005463e-07,9.880533352368988e-13,1.8177001987430724e-14,1.5923788030466134e-05
2.545038826793898e-07,0.30442540553522773,3.76,0.0,0.5625654736527156,0.9973758833111095,0.003102369913552402,2.1045560057574811e-10,2.4537839436639465e-08,0.018654084149534157,0.0030446791916013054,0.00808823905944186,0.004964779078218637,0.026790764256752475,0.00037873533737934543,0.018538881880276692,7.911964406913708e-07,2.5196577762840575e-06,4.8935762291123275e-05,1.2700309441924377e-05,6.885246067970766e-05,0.0008176214279179705,0.00022681728405776272,1.8087502238970818e-05,5.000310682030288e-05,0.00023230834732200224,4.412926293406367e-06,6.209234182163194e-09,3.2394006714259964e-08,2.995398816676919e-08,3.042219550754616e-08,5.54884015007787e-08,1.2476826674162002e-05,1.2620936099111628e-06,5.66642944740732e-06,1.3447782281768203e-10,4.3561615630916234e-09,2.1852483603936326e-08,3.729081087074565e-11,6.236085801264175e-08,4.386259224621425e-08,9.291277424934927e-07,4.590625712090127e-10,1.4076402380382816e-07,1.0572239831200264e-12,1.9474472406326526e-14,1.6281329017025727e-05
2.5673830682272506e-07,0.3044642159127073,3.76,0.0,0.5617905882338957,0.997313904287471,0.0031854702903775394,2.2116419547765062e-10,2.5424457043962555e-08,0.018803451213206406,0.0030779492552697805,0.008216202847984072,0.005028492234609042,0.027382439040520984,0.00038617828469487546,0.01897641144425982,7.998558674329606e-07,2.5395565695761617e-06,5.0814560220847704e-05,1.313586495178466e-05,7.231699353612799e-05,0.0008303290896958182,0.0002323328070333058,1.8846370855002197e-05,5.2201854325165276e-05,0.0002356547964696889,4.594455366570557e-06,6.283497265090923e-09,3.455121436711004e-08,3.220201965396862e-08,3.14097560448017e-08,5.809357245838144e-08,1.3072275786304719e-05,1.286542290275364e-06,5.966744293139045e-06,1.4079083126157602e-10,4.551014317576937e-09,2.2547231842206326e-08,3.92313902436857e-11,6.570782950940655e-08,4.687748300004336e-08,9.80797378145762e-07,4.722690887025334e-10,1.5010205107503823e-07,1.1304703227042809e-12,2.0850840522050594e-14,1.6642337542610732e-05
2.5897273096606035e-07,0.3045033731593804,3.76,0.0,0.5610086926233152,0.9972511261493919,0.0032698148735083215,2.322596390379313e-10,2.6331190511723653e-08,0.01895337354604582,0.0031109701704987395,0.008345047495805462,0.00509197409486819,0.02798031592447597,0.00039367683193703925,0.019419010829641405,8.084468637816869e-07,2.5595167147491283e-06,5.273936462813796e-05,1.3582072902553558e-05,7.591432581265992e-05,0.000843038783638495,0.00023795199860490794,1.9627379433635072e-05,5.447846426073933e-05,0.00023899909072287658,4.780914319412648e-06,6.357494494037465e-09,3.682138470964056e-08,3.45897580580233e-08,3.241920250758851e-08,6.078922148243531e-08,1.3690770526427088e-05,1.3113619140015104e-06,6.279287337777038e-06,1.4732328151219022e-10,4.7535541811098146e-09,2.3258147252340313e-08,4.1249586362732147e-11,6.920145641415063e-08,5.006697100789173e-08,1.0347240495166627e-06,4.857537905016497e-10,1.599532443084422e-07,1.2079851606680048e-12,2.230996112046239e-14,1.7006771874275924e-05
2.612071551093956e-07,0.30454287450466533,3.76,0.0,0.5602198400585157,0.9971875503538077,0.0033554020837129285,2.4374854013092715e-10,2.7258116717190786e-08,0.019103856805202272,0.0031437355658958254,0.00847477276152107,0.005155213478414341,0.028584338582422125,0.00040122978125533675,0.01986664224990877,8.169676882451226e-07,2.5795391132843718e-06,5.471039544982551e-05,1.4039047990867266e-05,7.9647712303182e-05,0.0008557479691914046,0.00024367614222871705,2.043080924951902e-05,5.6834930286425725e-05,0.0002423406631004072,4.972342457782554e-06,6.4312148427040235e-09,3.9208572212137793e-08,3.712390418051493e-08,3.345064752506339e-08,6.357717738677628e-08,1.4332971211427071e-05,1.3365542377466008e-06,6.604383661142109e-06,1.5407962773655227e-10,4.964031173269941e-09,2.398547345965046e-08,4.334743702377301e-11,7.284651263350773e-08,5.343920346277827e-08,1.090976426813357e-06,4.995192416890821e-10,1.7033962501002095e-07,1.2899679512132452e-12,2.3855820042460205e-14,1.7374589512823092e-05
2.634415792527309e-07,0.30458271711176876,3.76,0.0,0.5594240851911746,0.99712317847066,0.0034422300662062953,2.55637360469765e-10,2.8205304311126638e-08,0.019254905831081425,0.0031762393127172384,0.008605378395709958,0.005218199573254581,0.029194449428959986,0.0004088359279409159,0.020319266900897887,8.254166656183073e-07,2.599624553671174e-06,5.672784918882437e-05,1.4506902185776264e-05,8.35204240210043e-05,0.000868454152094838,0.0002495065136959804,2.125693463146976e-05,5.9273269241859954e-05,0.0002456789605534302,5.1687766254392905e-06,6.504647666808373e-09,4.171688624495909e-08,3.981136678285623e-08,3.450419439578695e-08,6.645926253145385e-08,1.4999548390390945e-05,1.3621209069934962e-06,6.942360547567205e-06,1.610643096403105e-10,5.182700442337781e-09,2.472945492788702e-08,4.5526994661858854e-11,7.664786121188005e-08,5.7002607614274317e-08,1.1496241056078082e-06,5.135679024488247e-10,1.8128386238273837e-07,1.3766249182434343e-12,2.5492535664899812e-14,1.7745747200537158e-05
2.656760033960662e-07,0.30462289808028387,3.76,0.0,0.5586214840387008,0.9970580121793149,0.0035302966960891603,2.679324079868022e-10,2.9172813740106667e-08,0.019406524653571323,0.0032084755249383247,0.008736864135776163,0.005280921937193287,0.029810589670121023,0.00041649406147781947,0.02077684500150756,8.337921870678913e-07,2.6197737120237684e-06,5.879189887800196e-05,1.4985744659301023e-05,8.753574656986525e-05,0.0008811548856909419,0.00025544438038846814,2.210602277088454e-05,6.179552055341614e-05,0.0002490134441585306,5.370251174245895e-06,6.577782703825264e-09,4.435048838863534e-08,4.265926378759971e-08,3.557993708302033e-08,6.943729146581775e-08,1.5691182717777844e-05,1.388063454497817e-06,7.293547308979453e-06,1.68281749203317e-10,5.409822235428712e-09,2.5490336854704352e-08,4.7790325299640856e-11,8.061045388387517e-08,6.076589613792004e-08,1.210737583054118e-06,5.279021247590331e-10,1.9280928093479662e-07,1.4681691760102688e-12,2.7224360288071874e-14,1.812020092915551e-05
2.6791042753940147e-07,0.3046634144487852,3.76,0.0,0.5578120939356372,0.9969920532649771,0.003619599583927334,2.8063983052585267e-10,3.0160697276471885e-08,0.019558716499290068,0.0032404385589687064,0.008869229700885042,0.005343370498457612,0.03043269935397951,0.00042420296657726624,0.02123933583440011,8.42092710116942e-07,2.639987152849962e-06,6.090269408143176e-05,1.5475681720595837e-05,9.169697851148004e-05,0.0008938477721385981,0.0002614910005403984,2.2978333541945547e-05,6.44037456230032e-05,0.000252343589285905,5.576797938560329e-06,6.650610072497689e-09,4.7113589674610046e-08,4.5674923282324666e-08,3.6677960223786065e-08,7.251306957345939e-08,1.6408564817190996e-05,1.4143832988179187e-06,7.658275106185615e-06,1.757363474111091e-10,5.6456618636143485e-09,2.6268365064863313e-08,5.013950748242779e-11,8.473933056785444e-08,6.473807245392822e-08,1.2743882331561207e-06,5.425241492986595e-10,2.0493986782145255e-07,1.5648208480330807e-12,2.9055681395585187e-14,1.8497905948134967e-05
2.7014485168273675e-07,0.30470426319741845,3.76,0.0,0.5569959734849489,0.9969253036151164,0.003710136081460597,2.937656098537338e-10,3.116899905566779e-08,0.019711483799817207,0.003272123013023235,0.009002474786981888,0.005405535555755583,0.031060717421168085,0.0004319614241937296,0.02170669778662819,8.503167585333605e-07,2.660265329966558e-06,6.306036093232366e-05,1.5976816753767396e-05,9.600742973219773e-05,0.0009065304635356922,0.0002676476225078324,2.3874119333777e-05,6.710002720016513e-05,0.000255668885742853,5.7884462138191225e-06,6.723120271592591e-09,5.0010447763862474e-08,4.8865884323746466e-08,3.779833915173672e-08,7.568839172110724e-08,1.7152395135812482e-05,1.4410817429321806e-06,8.036876768660568e-06,1.8343248099982405e-10,5.890489662057076e-09,2.7063785901372302e-08,5.2576631200589936e-11,8.903961880162015e-08,6.892843598941163e-08,1.3406482811117142e-06,5.574361025420177e-10,2.1770027991174756e-07,1.6668071840943648e-12,3.099102278062426e-14,1.887881677327692e-05
2.7237927582607203e-07,0.3047454412504817,3.76,0.0,0.556173182509267,0.9968577652158984,0.0038019032874306202,3.0731555599748793e-10,3.2197755120719645e-08,0.019864828200869607,0.003303523726160648,0.009136599061899585,0.005467407777783407,0.0316945817552266,0.00043976821252165354,0.022178888390129766,8.584629221250308e-07,2.680608587556558e-06,6.526500220683262e-05,1.6489250159385486e-05,0.00010047041981127894,0.0009192006629485355,0.00027391548404648254,2.4793624894685416e-05,6.988646873851812e-05,0.00025898883789291795,6.005222739298332e-06,6.795304177979023e-09,5.3045364070722e-08,5.223989754016705e-08,3.8941139933409475e-08,7.896504091365309e-08,1.792338378959408e-05,1.4681599729476247e-06,8.42968661313759e-06,1.9137449921907488e-10,6.144580945192305e-09,2.7876846114770532e-08,5.510379680022278e-11,9.351653312138149e-08,7.334658737838231e-08,1.4095907767618945e-06,5.726399940835967e-10,2.311158505717995e-07,1.7743626752867316e-12,3.3035045569528265e-14,1.9262887195766928e-05
2.746136999694073e-07,0.30478694547899293,3.76,0.0,0.5553437820021531,0.9967894401486358,0.0038948980535172687,3.212953019124649e-10,3.324699347359405e-08,0.020018750572381457,0.0033346357770023447,0.009271602160561566,0.005528978202199703,0.03233422923271629,0.00044762210797172597,0.022655864362034834,8.665298564449888e-07,2.701017161362903e-06,6.751669743285834e-05,1.7013079299713688e-05,0.00010508927639325153,0.0009318561253484486,0.00028029581159884923,2.5737087188576875e-05,7.276519373757535e-05,0.00026230296475106735,6.227151685024413e-06,6.867153044563142e-09,5.622268083920722e-08,5.5804925530861576e-08,4.010641941708447e-08,8.234478695753024e-08,1.8722250399313038e-05,1.4956190569036245e-06,8.837040261297585e-06,1.995667206055875e-10,6.408215957001188e-09,2.8707792750758684e-08,5.772311388545389e-11,9.817537438524887e-08,7.800243359379296e-08,1.4812895671739304e-06,5.881377142023742e-10,2.452125961566197e-07,1.8877291669667087e-12,3.519254911784205e-14,1.965007029168059e-05
2.768481241127426e-07,0.30482877270324343,3.76,0.0,0.5545078340794621,0.9967203305862581,0.003989116990372691,3.3571029848530756e-10,3.431673413319595e-08,0.020173251019446437,0.003365454482144172,0.009407483680286126,0.005590238234085217,0.032979595773033575,0.00045552188612570853,0.023137581644730024,8.745162824100397e-07,2.7214911800132327e-06,6.981550303286425e-05,1.7548398447679163e-05,0.00010986733356674285,0.0009444946584557707,0.00028678981959157865,2.670473526360987e-05,7.573834507102464e-05,0.0002656108000553587,6.454254642795917e-06,6.938658497664139e-09,5.954677817921536e-08,5.956914306146928e-08,4.1294225294120334e-08,8.582938513453787e-08,1.9549723917616867e-05,1.5234599436742075e-06,9.259274456851945e-06,2.080134297831232e-10,6.681679816424399e-09,2.9556873036381915e-08,6.043670021382677e-11,1.0302152904260735e-07,8.290619300592562e-08,1.555819268389496e-06,6.039310316263541e-10,2.600172222027406e-07,2.0071559693890826e-12,3.746847175847954e-14,2.004031843200285e-05
2.7908254825607787e-07,0.3048709196953305,3.76,0.0,0.5536654019308578,0.9966504387898074,0.0040845564737426315,3.5056580987477376e-10,3.5406989199750116e-08,0.020328328894079404,0.003395975394274524,0.009544243176197764,0.005651179643907437,0.03363061638786129,0.00046346632266890494,0.023623995445629143,8.824209858363792e-07,2.742030666469977e-06,7.216145249966754e-05,1.8095298739591586e-05,0.00011480793025212133,0.0009571141234918031,0.00029339870974389684,2.7696790133107773e-05,7.880808430253503e-05,0.00026891189231559017,6.686550621265835e-06,7.00981253364951e-09,6.302207106985015e-08,6.354093705492569e-08,4.250459617245137e-08,8.942057488818903e-08,2.0406542447197096e-05,1.5516834619721795e-06,9.696726882310417e-06,2.1671887429865698e-10,6.965262457975519e-09,3.042433426497057e-08,6.324668058512329e-11,1.0806046835081899e-07,8.806840036147742e-08,1.6332552363699047e-06,6.200215915275001e-10,2.755571293142783e-07,2.1328999659815114e-12,3.9867891436672414e-14,2.0433583293202857e-05
2.8131697239941315e-07,0.3049133831816696,3.76,0.0,0.552816549771549,0.9965797671049632,0.004181212650664486,3.6586690919224064e-10,3.6517762925316374e-08,0.02048398280775382,0.0034261943000123635,0.009681880156750868,0.005711794565010205,0.03428722523019706,0.0004714541942994255,0.0241150602766001,8.902428168958804e-07,2.762635539599919e-06,7.455455660408036e-05,1.8653868131612915e-05,0.00011991440860021107,0.0009697124358394257,0.00030012367038794585,2.8713464668721128e-05,8.197659099017572e-05,0.0002722058048394806,6.924056045023557e-06,7.080607515447018e-09,6.665300633710542e-08,6.772890637793674e-08,4.373756166133497e-08,9.312007852471905e-08,2.1293453050246533e-05,1.5802903194580054e-06,1.0149735975721163e-05,2.2568726148509783e-10,7.259258567619854e-09,3.1310423680042373e-08,6.61551857267418e-11,1.1329774754079362e-07,9.349991167775063e-08,1.7136735371718569e-06,6.364109137721061e-10,2.9186041873540184e-07,2.2652257191739056e-12,4.2396026221476704e-14,2.082981586840185e-05
2.8355139654274843e-07,0.304956159845481,3.76,0.0,0.5519613427943089,0.9965083179586031,0.004279081445731725,3.816184745226932e-10,3.7649051790187575e-08,0.0206402106446706,0.0034561072174791175,0.00982039407937072,0.005772075490649056,0.03494935564290214,0.0004794842796134894,0.024610729993001016,8.979806894967956e-07,2.783305615857205e-06,7.699480363321746e-05,1.922419135997121e-05,0.00012519011240426616,0.0009822875656133546,0.00030696587580181277,2.9754963505796974e-05,8.524606198053579e-05,0.00027549211573697226,7.166784757605132e-06,7.1510361687258245e-09,7.044405961302492e-08,7.214186142345137e-08,4.4993142467005994e-08,9.692959993078252e-08,2.221121154936958e-05,1.6092811019560801e-06,1.0618640747665521e-05,2.349227553617819e-10,7.563967513991736e-09,3.221538835836776e-08,6.916435117782122e-11,1.1873900493305447e-07,9.921190904642045e-08,1.797150916388294e-06,6.5310039138028e-10,3.089558976025398e-07,2.404405573548857e-12,4.5058234661368054e-14,2.1228966479165905e-05
2.857858206860837e-07,0.3049992463292488,3.76,0.0,0.551099847121829,0.9964360938553968,0.004378158567414434,3.978251852859869e-10,3.8800844584920105e-08,0.020797009575713513,0.0034857103936185505,0.009959784346216447,0.005832015270593525,0.03561694020671629,0.00048755535996608177,0.02511095783228059,9.056335805927017e-07,2.804040611073659e-06,7.948215965822644e-05,1.980634990490397e-05,0.00013063838552731432,0.0009948375381412143,0.00031392648555600937,3.082148296088058e-05,8.861871069363308e-05,0.00027877041790328686,7.414748028350832e-06,7.22109157733085e-09,7.43997322833315e-08,7.678882349003485e-08,4.627135049903176e-08,1.0085082330977493e-07,2.3160582320128964e-05,1.6386562727807347e-06,1.1103780598784205e-05,2.4442947358801333e-10,7.879693275030243e-09,3.3139475092397887e-08,7.227631617215367e-11,1.2438996100600137e-07,1.0521590534143381e-07,1.8837647678900604e-06,6.700912892061049e-10,3.268730838700254e-07,2.55071975623989e-12,4.786001601527024e-14,2.1630984787950695e-05
2.902546689727543e-07,0.30508633513733924,3.76,0.0,0.5493582585495783,0.9962893311660886,0.004579919582213615,4.3162174863687717e-10,4.1165859213102184e-08,0.021112305926822908,0.003543973635519792,0.010241191220686348,0.005950844550803001,0.03696819858236464,0.0005038156499234569,0.026124897966628105,9.206806365363295e-07,2.845703730280811e-06,8.459795376312588e-05,2.1006482404165786e-05,0.00014206600626835226,0.0010198543908897164,0.00032820747904537586,3.30303270155913e-05,9.568247347135915e-05,0.00028530144125399326,7.926410527054288e-06,7.360056757175701e-09,8.282305177618629e-08,8.682190277705611e-08,4.889565259472011e-08,1.0903500703662929e-07,2.5157259622099437e-05,1.6985610170232588e-06,1.2124124005218442e-05,2.642728041621428e-10,8.545433719421753e-09,3.504599976562075e-08,7.881721354509927e-11,1.3634425587454325e-07,1.1814762739139091e-07,2.0667145109394866e-06,7.049817581343914e-10,3.6529423087968755e-07,2.8659120046467394e-12,5.3904998382324e-14,2.2443419934352545e-05
2.942766324307578e-07,0.30516574021738396,3.76,0.0,0.5477700022191,0.9961546209951255,0.00476558972074744,4.636380197582727e-10,4.336422911171907e-08,0.021397983327442277,0.0035953181641882404,0.01049744723350977,0.006056559609729404,0.038202294025502084,0.0005185779739091662,0.027052552430378348,9.339233495261913e-07,2.883417718396803e-06,8.936249702387064e-05,2.2127828119831328e-05,0.00015297454453410496,0.0010422648530978365,0.0003414766254466832,3.510565407652937e-05,0.00010241524642481739,0.0002911481892849423,8.404869769747513e-06,7.483786699446321e-09,9.101261484266743e-08,9.674676442435914e-08,5.1334853237231375e-08,1.1679924262032518e-07,2.707021869415197e-05,1.753792016985964e-06,1.3101363498693753e-05,2.830996430937911e-10,9.185418660173494e-09,3.6829735223721185e-08,8.507709272760002e-11,1.4787932516497175e-07,1.3090724373415914e-07,2.2428845610037616e-06,7.37424068975217e-10,4.029943348945127e-07,3.1769604452594114e-12,5.988087234555235e-14,2.318390109017565e-05
2.982985958887613e-07,0.30524609529058,3.76,0.0,0.5461624364148321,0.9960174421219117,0.004955098893855512,4.971923425908744e-10,4.562851570643021e-08,0.021685436076297547,0.0036456108903848285,0.010756530357728436,0.006161074007765365,0.03945298252361306,0.0005334543810590133,0.027994223690943836,9.468776067175433e-07,2.9213332352673573e-06,9.42781644112135e-05,2.3288635597963433e-05,0.0001644940521331061,0.0010645656516750405,0.00035514669738407126,3.7264714655152474e-05,0.0001095174186645234,0.0002969633274467211,8.900348093792258e-06,7.60621560869912e-09,9.980640483700836e-08,1.0757963926777455e-07,5.384716246133342e-08,1.2495055672401578e-07,2.9097856373190876e-05,1.8102699936385105e-06,1.413648176273231e-05,3.0286685603102817e-10,9.866027527578568e-09,3.8679238768125556e-08,9.17033632007327e-11,1.601864301269822e-07,1.4480757862098988e-07,2.430446601200615e-06,7.708567048824987e-10,4.4384877116287743e-07,3.515852471807006e-12,6.640091507098333e-14,2.3932862072731943e-05
3.023205593467648e-07,0.3053273796119536,3.76,0.0,0.5445359742781933,0.9958778115348598,0.005148415103650985,5.323044672914325e-10,4.795838824086296e-08,0.02197462393273763,0.0036948377671520366,0.011018434597909275,0.006264358348585357,0.04071984942220033,0.0005484379679577248,0.028949621580254836,9.595396073773785e-07,2.9594452550396174e-06,9.934399964484883e-05,2.4489258885427366e-05,0.00017664383301009686,0.0010867472989105809,0.0003692238450388643,3.950834631856379e-05,0.00011700240144243355,0.00030274500672394214,9.412820367259907e-06,7.727315408932783e-09,1.0923120427449575e-07,1.1938061100549808e-07,5.6432349025827445e-08,1.334979018272279e-07,3.124490953987174e-05,1.8679931721627806e-06,1.5231448657878687e-05,3.235963985756157e-10,1.058918850957751e-08,4.0595923847347435e-08,9.870848869835085e-11,1.733017645965373e-07,1.5992831657931297e-07,2.629871090274253e-06,8.052823202066777e-10,4.880559154136571e-07,3.884519527995932e-12,7.350226755166113e-14,2.468998737404258e-05
3.063425228047683e-07,0.30540957219879383,3.76,0.0,0.5428910350861198,0.9957357467844045,0.005345504596270376,5.689918838089334e-10,5.035344346035221e-08,0.022265500469375206,0.003742986864256913,0.011283153086970983,0.0063663865814542475,0.04200247565942341,0.0005635219196990978,0.029918452328562852,9.719061369049086e-07,2.9977478686394007e-06,0.00010455884330203372,2.5730016232002e-05,0.00018944307383003567,0.001108800895941234,0.0003837140174729785,4.183729677465451e-05,0.00012488372094294876,0.00030849152537683,9.942236204582505e-06,7.84706132939035e-09,1.1931382582193693e-07,1.3221185942692058e-07,5.9090100814337946e-08,1.4244993143039425e-07,3.351618564488115e-05,1.926958477739601e-06,1.6388224056635515e-05,3.453095162083093e-10,1.1356870849853314e-08,4.258119153864382e-08,1.0610488440370144e-10,1.8726229601021756e-07,1.763529509549279e-07,2.8416325981233427e-06,8.407021968856572e-10,5.358218786595493e-07,4.284982744842061e-12,8.122352060204255e-14,2.5454955802143382e-05
3.103644862627718e-07,0.30549265185987323,3.76,0.0,0.5412280434491293,0.9955912659277528,0.005546331982639571,6.072698075597332e-10,5.281320789401938e-08,0.022558013413487333,0.003790048287175708,0.011550678029605141,0.006467135882647637,0.043300438546050764,0.0005786995216263952,0.03090041918933788,9.839745449910514e-07,3.0362343303517906e-06,0.00010992134166232993,2.7011190006025432e-05,0.0002029108183911607,0.0011307181283165717,0.0003986229530817792,4.4252224214608315e-05,0.00013317500411903194,0.00031420132565918013,1.0488520652847059e-05,7.96543177672781e-09,1.3008105805381268e-07,1.4613761635366483e-07,6.182002811500413e-08,1.5181498094801025e-07,3.5916557570319416e-05,1.98716154230384e-06,1.7608754699500368e-05,3.680266979202728e-10,1.21710827702083e-08,4.463642837318768e-08,1.1390489722818783e-10,2.0210574134928847e-07,1.9416885229950544e-07,3.0662091301463582e-06,8.771162566668762e-10,5.873605407979657e-07,4.7193542856142545e-12,8.9604696339186e-14,2.6227440833436525e-05
3.143864497207753e-07,0.30557659724187414,3.76,0.0,0.5395474285362667,0.9954443874758913,0.005750860357941932,6.47151175064894e-10,5.53371402538935e-08,0.02285210499645869,0.0038360140923553903,0.01182100065084282,0.006566586529768056,0.044613312513682626,0.0005939641701256047,0.031895223038033126,9.957427226711667e-07,3.0748971058733625e-06,0.00011542995605669748,2.833302672019007e-05,0.00021706594313496773,0.0011524912592467246,0.00041395617069875845,4.675369799279877e-05,0.00014188996457758246,0.00031987299008180253,1.1051574966489612e-05,8.082408201869045e-09,1.4155961286434556e-07,1.6122411569675396e-07,6.462166712506202e-08,1.6160104972744125e-07,3.845095829143579e-05,2.0485967153014677e-06,1.889497115226225e-05,3.9176763255268555e-10,1.3033869270694638e-08,4.676300420320596e-08,1.2212078655259037e-10,2.1787054214253273e-07,2.134673317528842e-07,3.304081441633166e-06,9.145230806570437e-10,6.428935714948686e-07,5.1898385592017025e-12,9.868722520454322e-14,2.7007110986847707e-05
3.184084131787788e-07,0.30566138686127614,3.76,0.0,0.5378496233277962,0.9952951303428762,0.005959051419383642,6.886466491909036e-10,5.79246339281917e-08,0.023147712308444816,0.0038808781997176087,0.012094111149665967,0.006664721770508362,0.04594066983088346,0.0006093093825010081,0.03290256294441271,1.0072090785348674e-06,3.1137279214284177e-06,0.0001210829726249008,2.9695737159870115e-05,0.00023192713378578474,0.0011741131207637424,0.00042971896135409973,4.934219961470166e-05,0.0001510423885672156,0.0003255052372851363,1.1631277459358095e-05,8.197974963101243e-09,1.5377607476355744e-07,1.7753953806833502e-07,6.749448353030456e-08,1.71815784112389e-07,4.112437536348413e-05,2.111257078396738e-06,2.024878487238313e-05,4.165511676516884e-10,1.3947309826081294e-08,4.896227011773274e-08,1.3076470557599377e-10,2.345958386842349e-07,2.3434369927521923e-07,3.5557323451754722e-06,9.52919932411437e-10,7.026504385704799e-07,5.698733307861843e-12,1.085139203877778e-13,2.7793630218798073e-05
3.224303766367823e-07,0.30574699914171427,3.76,0.0,0.5361350638973353,0.9951435137975041,0.00617086558186792,7.317646332876972e-10,6.057501954899668e-08,0.023444767656502812,0.003924636302950809,0.012369998657773433,0.006761527686727624,0.0472820812857615,0.0006247288059254122,0.03392213671722971,1.018372514253878e-06,3.15271781367966e-06,0.0001268785124093663,3.1099496611448926e-05,0.0002475128631864143,0.0011955771029062525,0.00044591638071081344,5.2018124019617623e-05,0.00016064612111449335,0.0003310969175565692,1.2227484427575404e-05,8.31211918572663e-09,1.6675685227038912e-07,1.9515395013410883e-07,7.043787615059436e-08,1.8246646202117132e-07,4.3941845245973235e-05,2.17513446384033e-06,2.1672085394725605e-05,4.423952718742083e-10,1.4913515988169605e-08,5.123555640962272e-08,1.3984868340998551e-10,2.52321443560395e-07,2.5689731644548796e-07,3.821646013083753e-06,9.923027874942828e-10,7.668684035751556e-07,6.248430558960199e-12,1.191289472525639e-13,2.8586658336834293e-05
3.264523400947858e-07,0.3058334124462503,3.76,0.0,0.5344041887242974,0.9949895574173928,0.006386262091177355,7.765112932958514e-10,6.32875676162768e-08,0.023743198923639918,0.003967285778450662,0.01264865120341418,0.00685699305523735,0.04863711683460431,0.0006402162254945354,0.034953641420922194,1.0292323996688114e-06,3.1918571800478425e-06,0.0001328145416819231,3.2544445183132714e-05,0.00026384137036283335,0.0012168771411520346,0.0004625532421801521,5.478178112850668e-05,0.0001707150523608817,0.00033664700805307256,1.2840031131889673e-05,8.424830619694434e-09,1.8052813159485503e-07,2.1413923915656115e-07,7.345118070391599e-08,1.9355997896306325e-07,4.690844748866652e-05,2.2402194763394464e-06,2.3166737644538582e-05,4.693170008572546e-10,1.5934628891274974e-08,5.3584170604318806e-08,1.4938460784437445e-10,2.710878146320521e-07,2.8123164367770806e-07,4.102307277759081e-06,1.0326663697380431e-09,8.357925047160239e-07,6.841417434070372e-12,1.305777881327042e-13,2.938585142922638e-05
3.3047430355278933e-07,0.30592060510943164,3.76,0.0,0.5326574380375446,0.9948332810455023,0.006605199134306602,8.228905871948067e-10,6.606149117067725e-08,0.024042929926712982,0.0040088255935702985,0.012930055680240613,0.0069511092064260165,0.0500053462160762,0.0006557655714062911,0.035996773863902376,1.0397885476202346e-06,3.2311358291265206e-06,0.0001388888824187265,3.4030688212338366e-05,0.00028093064085050746,0.0012380077022855762,0.00047963411072086856,5.763339763202253e-05,0.000181263104146549,0.0003421546077794338,1.3468732829673025e-05,8.536101496935439e-09,1.9511583276818743e-07,2.345690431068796e-07,7.65336735913363e-08,2.051028351458594e-07,5.00292987997037e-05,2.3065015183401507e-06,2.4734579385141806e-05,4.973324657557518e-10,1.7012816673516533e-08,5.600939555799698e-08,1.5938420886943628e-10,2.909360276003282e-07,3.074542816789268e-07,4.398200932549632e-06,1.0740041892045058e-09,9.096755271695648e-07,7.480276821994189e-12,1.4290720545446704e-13,3.019086230798475e-05
