Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189)
0.0010919552294123215,0.12483690555142311,3.76,0.0,0.31488572240775575,0.8083090070751887,0.24867859232614412,1.6289997008918657e-17,4.450944810605668e-13,0.0002512025057503113,0.00022760988638969023,0.020523197595164994,1.3084644809570676e-05,0.26084776107051433,0.0025175469412426128,0.08617578445089728,1.4303550072135651e-05,5.722805561760553e-06,2.8475269078869372e-06,0.020181705211236373,0.0007356733126787019,1.6166405285379012e-05,0.031114233268021943,7.320749759522566e-06,0.051997887082274805,1.0115549134010502e-06,1.3290735697641413e-05,2.507600670481859e-09,2.6870282742222008e-11,9.760510396522828e-08,2.6678082051271266e-07,2.1551185392354384e-11,0.0006532856387019873,1.2148460708951381e-06,0.003948067417561627,1.1364741187303136e-13,1.507416976062569e-07,3.426108051366384e-07,6.606308236661761e-12,0.001082638330091198,4.1006542018226365e-06,3.2941752407207638e-06,8.905626622259337e-14,1.1121118752663267e-05,7.730219848177285e-14,7.700660033455607e-16,4.898389597054018e-10,7.155712239199648e-09,3.3796217267857386e-12,3.838747816767678e-13,4.3741440103971505e-10,4.997605665613396e-12
0.0010952571406169906,0.12486675235758242,3.76,0.0,0.31332443671212457,0.8068539248671267,0.25039301428369076,1.659535170185471e-17,4.5165908924638673e-13,0.00025275659210108835,0.00022764656930615693,0.020720133924214332,1.3111528119648906e-05,0.26172813303120274,0.002520825386753913,0.08659569530170279,1.4277063566715616e-05,5.7464771183725075e-06,2.871818587789746e-06,0.02023168055909291,0.0007450425539267372,1.6230244600306408e-05,0.03137357678506751,7.399380183289783e-06,0.05275138645682414,1.0159523353753926e-06,1.3395753501758743e-05,2.5256332915510026e-09,2.735233546709105e-11,9.917235754385285e-08,2.6870195953225245e-07,2.1869878008740338e-11,0.0006629476384055304,1.223666157560625e-06,0.003990229948803079,1.1532526253626225e-13,1.5317207019579776e-07,3.458752657971459e-07,6.6773936711405645e-12,0.0010996237602839826,4.194175952662511e-06,3.345404987122108e-06,8.970164665310325e-14,1.1324659395268138e-05,7.90651994519198e-14,7.829865567049042e-16,4.947581617856682e-10,7.226127832920022e-09,3.4059909115109027e-12,3.8686988604665046e-13,4.408428418615428e-10,5.051568810103257e-12
0.0010985590518216596,0.12489664413661104,3.76,0.0,0.31176645454995733,0.8053936095343636,0.25211114469881457,1.6905583285391046e-17,4.582944139502786e-13,0.0002543088755706711,0.00022767814156188337,0.020917877126075474,1.3138437159925894e-05,0.2626008604201042,0.002524085876364077,0.08701559949054047,1.4250163873148384e-05,5.769929502847127e-06,2.896176853357248e-06,0.020281298766417714,0.0007544839403080492,1.6293997942097832e-05,0.03163286621005803,7.478376089337448e-06,0.053511879782359106,1.0203447773524785e-06,1.3500873490012442e-05,2.543639628096103e-09,2.7840814446596986e-11,1.0075704877421704e-07,2.706202966127977e-07,2.2191206763430046e-11,0.0006726909394689953,1.2324837276437505e-06,0.004032566794929781,1.1701687357675334e-13,1.556280016494435e-07,3.4914129622860784e-07,6.748781302602396e-12,0.0011168065338729586,4.2892987721751714e-06,3.3971048037603283e-06,9.034858796346161e-14,1.153060746405507e-05,8.085838262236542e-14,7.960567832450749e-16,4.99694106144491e-10,7.29684288133365e-09,3.432346115771438e-12,3.898634019443579e-13,4.442694810326325e-10,5.105767915860915e-12
0.0011018609630263287,0.12492658051642508,3.76,0.0,0.3102118231945521,0.8039280839941401,0.25383295542807277,1.722076158580558e-17,4.650009135549835e-13,0.00025585928200139163,0.0002277046498678362,0.02111642102806288,1.316537438490129e-05,0.26346590744927034,0.002527328123336863,0.08743549682303757,1.422285635178887e-05,5.793160883796819e-06,2.9206007360884287e-06,0.02033055749786932,0.0007639974909740672,1.63576634227119e-05,0.031892077534259856,7.557733766000289e-06,0.054279378431365294,1.0247320770384213e-06,1.3606088766557359e-05,2.561618020718734e-09,2.8335767882637413e-11,1.0235925656888551e-07,2.725356548921558e-07,2.251516375473591e-11,0.000682515319023178,1.241298085792519e-06,0.004075075490217468,1.1872219962042056e-13,1.5810957103236318e-07,3.5240854693998394e-07,6.820467010360989e-12,0.0011341879816006816,4.386038570748341e-06,3.4492744764018467e-06,9.0997083055424e-14,1.1738968009712039e-05,8.268204792318621e-14,8.092772969640292e-16,5.046464894994714e-10,7.367854949803106e-09,3.4586848553863198e-12,3.9285504717983955e-13,4.476939913148908e-10,5.160200040193781e-12
0.0011051628742309977,0.12495656112516866,3.76,0.0,0.30866058940123975,0.80245737158188,0.25555841823128506,1.7540957765549416e-17,4.717790525233575e-13,0.0002574077377971786,0.0002277261405394423,0.02131575941022669,1.3192342090400217e-05,0.2643232392391981,0.0025305518372818023,0.08785538715398548,1.4195146298961886e-05,5.816169470468452e-06,2.9450892595959627e-06,0.020379454379386187,0.0007735832192718052,1.6421239107759516e-05,0.03215118674408474,7.637449487468406e-06,0.05505389316285246,1.0291140629888182e-06,1.371139240636866e-05,2.5795668068459393e-09,2.8837244452893382e-11,1.0397905877161769e-07,2.744478571763653e-07,2.2841740709053865e-11,0.0006924205417078307,1.2501085331981316e-06,0.004117753538036718,1.204411933385596e-13,1.6061686504685244e-07,3.556766680782655e-07,6.892446620133052e-12,0.0011517694314620616,4.484411209024058e-06,3.5019137451755002e-06,9.164712789634151e-14,1.1949745734431035e-05,8.453649434566077e-14,8.226487478007201e-16,5.096150058497462e-10,7.439161615584175e-09,3.485004691284189e-12,3.958445447518175e-13,4.511160522340592e-10,5.2148622083427e-12
0.0011084647854356668,0.12498658559077795,3.76,0.0,0.3071127994041091,0.8009814960534363,0.2572875047679878,1.7866243255702884e-17,4.786292826904439e-13,0.00025895416962832754,0.00022774266049344985,0.021515886005868352,1.3219342715575354e-05,0.26517282182098173,0.0025337567235943085,0.08827527038671293,1.4167039087741246e-05,5.838953495980883e-06,2.9696414338487615e-06,0.020427986998582226,0.0007832411327126982,1.6484723037201146e-05,0.032410169826719064,7.717519390906942e-06,0.05583543411609294,1.0334905722783317e-06,1.381677741752865e-05,2.5974843199528278e-09,2.934529160986557e-11,1.0561653120311124e-07,2.7635672584976823e-07,2.3170928849262637e-11,0.0007024063597605661,1.2589143669576643e-06,0.004160598411224479,1.2217380470784287e-13,1.631499565674215e-07,3.5894531016399675e-07,6.964715901381968e-12,0.0011695522084653222,4.584432493728398e-06,3.555022297681126e-06,9.229871443519814e-14,1.2162944991125077e-05,8.642201986557555e-14,8.361717018123099e-16,5.145993437716188e-10,7.510760355852704e-09,3.5113031093793856e-12,3.9883160904815607e-13,4.545353322324672e-10,5.2697513969942836e-12
0.0011117666966403358,0.1250166535413021,3.76,0.0,0.305568498921476,0.7995004815880058,0.25902018659256254,1.8196691296438432e-17,4.855520701868197e-13,0.000260498504874843,0.00022775425583300605,0.021716794501883765,1.3246378435776268e-05,0.2660146221333408,0.0025369424843960185,0.08869514646907167,1.4138539971657164e-05,5.8615112400856035e-06,2.9942562644502387e-06,0.02047615290469459,0.0007929712328899954,1.6548113197057896e-05,0.03266900277117224,7.797939646775695e-06,0.056624010807331246,1.0378614271283032e-06,1.3922236794907468e-05,2.6153688938121765e-09,2.985995783216257e-11,1.0727174908653021e-07,2.782620833370234e-07,2.350271910611533e-11,0.000712472512894758,1.267714880882277e-06,0.004203607552063822,1.2391998218694957e-13,1.6570893337665407e-07,3.6221412394600873e-07,7.037270571795218e-12,0.0011875376344808138,4.6861181736299855e-06,3.608599778321625e-06,9.295184009338773e-14,1.2378569777864883e-05,8.833892136426146e-14,8.4984680106022805e-16,5.195991904982872e-10,7.582648697950597e-09,3.537577685195714e-12,4.018159647606618e-13,4.579515131706167e-10,5.324864557176073e-12
0.0011150686078450049,0.12504676460422345,3.76,0.0,0.30402773314705855,0.7980143527918723,0.26075643515088426,1.853237497956268e-17,4.925478592034996e-13,0.0002620406710303614,0.00022776097378652578,0.02191847853910597,1.3273451713178045e-05,0.26684860803065036,0.002540108817388925,0.0891150153943825,1.4109654355118723e-05,5.883840999320771e-06,3.0189327396015606e-06,0.020523949608992467,0.0008027735154432641,1.6611407557180198e-05,0.032927661575432025,7.87870622671781e-06,0.05741963211990793,1.0422264661051446e-06,1.4027763448744839e-05,2.6332188544837145e-09,3.038128958500534e-11,1.0894478509108805e-07,2.801637512372932e-07,2.3837101834253532e-11,0.000722618728414977,1.2765093648944165e-06,0.004246778372661902,1.2567967112141485e-13,1.6829385928646745e-07,3.654827602242973e-07,7.110106291927154e-12,0.0012057270279609985,4.789483935194213e-06,3.66264577537325e-06,9.360649498765609e-14,1.2596623737514049e-05,9.028749455065186e-14,8.636745482952293e-16,5.24614226199862e-10,7.654824020467636e-09,3.5638258619606894e-12,4.0479732138176203e-13,4.6136425718078055e-10,5.380198583743391e-12
0.001118040327929207,0.1250739011138508,3.76,0.0,0.30264410305814576,0.7966724848093716,0.26232208471800983,1.883902901149913e-17,4.989068713677566e-13,0.00026342670678236384,0.00022776288770114957,0.02210065196721414,1.3297851458495646e-05,0.2675924881863019,0.0025429416542573804,0.08949289133527834,1.408333114458039e-05,5.903741491291593e-06,3.0411934360254687e-06,0.020566648887428783,0.000811657277143274,1.6668288839110453e-05,0.033160285778950686,7.951689005994617e-06,0.05814172127767303,1.0461498758103624e-06,1.4122789104528732e-05,2.649252846303327e-09,3.085622703734972e-11,1.1046581157368188e-07,2.818719508448672e-07,2.414025469443924e-11,0.0007318185401036458,1.2844186551097653e-06,0.004285768183867423,1.2727489737323859e-13,1.7064255303178432e-07,3.6842409368038677e-07,7.175895110440386e-12,0.0012222729610772427,4.8839625011182115e-06,3.711687379429924e-06,9.419699122865528e-14,1.2794951960457125e-05,9.206853309078717e-14,8.762505622756331e-16,5.291404809304121e-10,7.720025098194019e-09,3.5874246656688897e-12,4.0747775285221625e-13,4.6443252844437774e-10,5.430185468593868e-12
0.0011210120480134092,0.1251010719713298,3.76,0.0,0.3012634044842811,0.7953265130451876,0.2638905791395032,1.9150039500471516e-17,5.053257151873111e-13,0.00026481087533629973,0.00022776092238615208,0.022283443695635695,1.332228502829605e-05,0.26832999122084633,0.0025457582819194105,0.08987076155889319,1.405670300178016e-05,5.923454788097725e-06,3.0635024928418543e-06,0.020609045198106506,0.0008205994863947849,1.6725089294560576e-05,0.033392732013944444,8.024946104245222e-06,0.058869528833673725,1.0500683047543499e-06,1.4217858288380278e-05,2.6652562243321687e-09,3.133663625948513e-11,1.1200138071028464e-07,2.835768872456041e-07,2.4445491826008105e-11,0.0007410827547755648,1.2923219611333173e-06,0.004324884905926096,1.2888097968895318e-13,1.7301238343425923e-07,3.713647461906727e-07,7.241904784922171e-12,0.001238986128854164,4.979825924043589e-06,3.761107747629162e-06,9.478871835949483e-14,1.2995252615468977e-05,9.387567795196137e-14,8.889510834230114e-16,5.336785415296537e-10,7.785454627196588e-09,3.610998266035822e-12,4.1015532116234095e-13,4.674975129945202e-10,5.480346409246345e-12
0.0011239837680976114,0.12512827690374204,3.76,0.0,0.29988566930434885,0.7939764563288402,0.2654618973570892,1.9465462603913762e-17,5.118047250034432e-13,0.0002661931250891136,0.00022775511138178837,0.022466848995109666,1.3346753918002508e-05,0.269061095580024,0.0025485584732156527,0.09024862614100455,1.4029773737396836e-05,5.942979731015893e-06,3.0858591560344328e-06,0.020651136648826864,0.0008296001274528205,1.678180734381471e-05,0.03362498280988852,8.098474534793829e-06,0.059603059943321574,1.0539816193710548e-06,1.4312965772523343e-05,2.681227770803905e-09,3.182255156116622e-11,1.1355154273929011e-07,2.8527843066691996e-07,2.4752805437186185e-11,0.0007504111477739715,1.300218757483676e-06,0.0043641265903771355,1.3049787425862252e-13,1.754034090829406e-07,3.743044656923282e-07,7.30813204349013e-12,0.00125586748467015,5.077085494069084e-06,3.810906487151696e-06,9.538167440667034e-14,1.3197527608187155e-05,9.570914196355093e-14,9.017765282901965e-16,5.382281695401864e-10,7.851110695582572e-09,3.634544885375354e-12,4.1282982446245157e-13,4.705589776786164e-10,5.530679075657288e-12
0.0011269554881818136,0.1251555156385415,3.76,0.0,0.29851092905216564,0.7926223337748648,0.26703601823178696,1.978535412426081e-17,5.183442185741408e-13,0.0002675734043324596,0.00022774548925179447,0.022650863107298334,1.3371259829437957e-05,0.2697857803108756,0.0025513419979740636,0.09062648518332478,1.4002547275773938e-05,5.962315168900056e-06,3.1082626589079895e-06,0.02069292132358226,0.0008386591805557787,1.683844139987498e-05,0.03385702071250576,8.172271181750899e-06,0.06034231933472047,1.0578896966833406e-06,1.4408106263374815e-05,2.697166256773717e-09,3.2314006032805507e-11,1.1511634591744744e-07,2.8697645014297427e-07,2.5062187331036335e-11,0.0007598034863875008,1.308108517159182e-06,0.004403491269667879,1.3212553508422166e-13,1.7781567268822931e-07,3.7724299829891616e-07,7.37457357819972e-12,0.0012729179791148568,5.175752450004284e-06,3.861083163825199e-06,9.597585261751899e-14,1.3401778606925925e-05,9.756913698988585e-14,9.147272277602319e-16,5.427891212429644e-10,7.916991306701426e-09,3.658062657421549e-12,4.155010507273498e-13,4.736166761238202e-10,5.58118110145669e-12
0.0011299272082660157,0.12518278790304893,3.76,0.0,0.2971392149284786,0.7912641647840674,0.26861292054001007,2.01097714525349e-17,5.249445310289609e-13,0.00026895166210428467,0.000227732089234919,0.022835481245073973,1.3395804185111335e-05,0.2705040250522213,0.0025541086244446824,0.09100433880813491,1.397502737587796e-05,5.981459993337828e-06,3.1307122361468157e-06,0.020734397282235296,0.0008477766218533319,1.689498983495382e-05,0.034088828281001876,8.246333003355839e-06,0.061087311311112856,1.0617923992009484e-06,1.4503274481871324e-05,2.7130704619030874e-09,3.2811033890318374e-11,1.1669583910463168e-07,2.8867081563322907e-07,2.5373629152693098e-11,0.0007692595296723738,1.3159907104897906e-06,0.004442976956964326,1.3376391539762077e-13,1.8024923455721712e-07,3.80180091420411e-07,7.441226048659981e-12,0.001290138559954423,5.275837976894531e-06,3.911637320514628e-06,9.65712517731913e-14,1.3608007036660436e-05,9.945587387970106e-14,9.278035872983975e-16,5.473611536178556e-10,7.983094511434855e-09,3.681549804228326e-12,4.1816879805653046e-13,4.766703748661354e-10,5.631850109735055e-12
0.001132898928350218,0.12521009342341882,3.76,0.0,0.29577055778979533,0.7899019690449243,0.27019258297251814,2.043877180241087e-17,5.316059778458492e-13,0.00027032784733771383,0.0002277149457952418,0.02302069859272176,1.3420388661200354e-05,0.2712158100433182,0.002556858118149017,0.0913821871612269,1.3947217969628848e-05,6.000413096365896e-06,3.153207109341668e-06,0.020775562561009545,0.0008569524234185297,1.695145101282806e-05,0.034320388095250995,8.320656792331225e-06,0.061838039742897186,1.0656896031956556e-06,1.4598465085001606e-05,2.7289391568246016e-09,3.331366767295687e-11,1.1829006900288609e-07,2.903613961300833e-07,2.5687122219002194e-11,0.0007787790286504081,1.323864806375876e-06,0.0044825816466201734,1.354129665900206e-13,1.8270413346985492e-07,3.831154926942466e-07,7.508086079269903e-12,0.0013075301719144747,5.3773532034472115e-06,3.962568459536156e-06,9.716786470283148e-14,1.3816214081957944e-05,1.0136956242152615e-13,9.410059080269684e-16,5.519440186003901e-10,8.049418254910528e-09,3.705004452933899e-12,4.208328536793828e-13,4.797198266373476e-10,5.682683684923496e-12
0.00113587064843442,0.12523743192605022,3.76,0.0,0.29440498816313915,0.7885357665333426,0.271774984130946,2.0772413939346095e-17,5.383288902640491e-13,0.0002717019096759862,0.00022769409207408687,0.0232065103064068,1.3445014617573832e-05,0.27192111611055286,0.002559590243149607,0.09176003040600654,1.3919122781135414e-05,6.0191734160802776e-06,3.175746497326765e-06,0.020816415172554507,0.0008661865531889272,1.700782324994314e-05,0.0345516827524005,8.395239413799112e-06,0.06259450807288333,1.0695811677007477e-06,1.469367273755081e-05,2.744771117561645e-09,3.3821941109629725e-11,1.198990817348853e-07,2.9204806121036336e-07,2.6002657580821485e-11,0.0007883617261570946,1.3317302709021407e-06,0.004522303314077569,1.3707263879005953e-13,1.8518042870330613e-07,3.860489504413491e-07,7.575150261854063e-12,0.0013250937566540214,5.480309199717314e-06,4.013876062387637e-06,9.776569050811867e-14,1.4026400682201117e-05,1.03310411295683e-13,9.543345781609385e-16,5.565374677493088e-10,8.115960545493357e-09,3.728424827194579e-12,4.2349301587843763e-13,4.827647981893962e-10,5.733679402248651e-12
0.0011388423685186222,0.12526480313599644,3.76,0.0,0.293042536231894,0.7871655775142141,0.27336010252698256,2.111075597884051e-17,5.451135765296081e-13,0.0002730737985842233,0.00022766956264180587,0.023392911514322077,1.3469683716830627e-05,0.2726199246790339,0.002562304760656712,0.09213786872746046,1.3890745749236041e-05,6.0377398876423925e-06,3.1983296060555653e-06,0.020856953106586026,0.0008754789749813194,1.706410486060384e-05,0.0347826948751598,8.470077561809382e-06,0.0633567193066926,1.0734669686075107e-06,1.4788892030925445e-05,2.7605651128019834e-09,3.433588604665441e-11,1.2152292130295298e-07,2.937306796627348e-07,2.6320225930498066e-11,0.0007980073570695094,1.3395865682310202e-06,0.004562139916388276,1.387428801204473e-13,1.8767815458823518e-07,3.8898021316571227e-07,7.642415152899286e-12,0.0013428302525195772,5.584716974417614e-06,4.065559567517863e-06,9.836472129889295e-14,1.423856753543889e-05,1.0527862802829638e-13,9.677898618739982e-16,5.611412476285901e-10,8.18271926887794e-09,3.751809038402136e-12,4.261490700895072e-13,4.858050400998516e-10,5.784834796226668e-12
0.0011418140886028244,0.12529220677855932,3.76,0.0,0.2916832318530264,0.785791422541276,0.27494791657850826,2.145385816986058e-17,5.519603682895544e-13,0.00027444346436681375,0.0002276413904017661,0.023579897317123642,1.3494397248393244e-05,0.2733122177574888,0.0025650014306736473,0.0925157023254397,1.3862090562907046e-05,6.056111496381046e-06,3.2209556432643678e-06,0.020897174329790717,0.0008848296484248466,1.7120294108277438e-05,0.035013407107289576,8.545168032903283e-06,0.06412467601903814,1.0773468613788879e-06,1.4884117581261066e-05,2.776319918311459e-09,3.485553591791802e-11,1.2316163203432478e-07,2.954091210415231e-07,2.663981783386823e-11,0.0008077156481107317,1.3474331604383226e-06,0.00460208939202464,1.4042363813754272e-13,1.9019737051633605e-07,3.919090304819273e-07,7.709877278445701e-12,0.0013607405945436362,5.690587472588989e-06,4.117618394788679e-06,9.896495688311636e-14,1.445271509242194e-05,1.0727441894248871e-13,9.81372136420157e-16,5.657551055460159e-10,8.249692396619393e-09,3.775155320952503e-12,4.288008158245183e-13,4.888403206053573e-10,5.83614739682309e-12
0.0011447858086870266,0.12531964257744663,3.76,0.0,0.29032710453944394,0.7844133224590083,0.2765384046090855,2.1801780062117454e-17,5.588695689321369e-13,0.0002758108570285033,0.0002276096100202322,0.023767462788022692,1.35191568659302e-05,0.27399797795302994,0.0025676800103161096,0.09289353141967971,1.3833161171380318e-05,6.074287219424375e-06,3.2436238002788798e-06,0.020937076786536186,0.0008942385289821056,1.717638925737558e-05,0.035243802123181435,8.620507414782516e-06,0.06489838034220018,1.0812207216984179e-06,1.4979343921422337e-05,2.7920343003549416e-09,3.538092179195814e-11,1.2481525551205555e-07,2.9708325388035025e-07,2.6961423417691365e-11,0.0008174863181184243,1.3552695076044054e-06,0.004642149661464399,1.4211485797633358e-13,1.9273810562941382e-07,3.948351520719499e-07,7.777533128905444e-12,0.0013788257141662914,5.797931572850138e-06,4.170051918406859e-06,9.956638851209453e-14,1.4668843561340932e-05,1.092979891117196e-13,9.950816261887504e-16,5.703787827230685e-10,8.316877754948056e-09,3.798461769554106e-12,4.314480366125015e-13,4.918703879060952e-10,5.887614689368546e-12
0.0011474603567628084,0.12534436206129054,3.76,0.0,0.28910933049122023,0.7831696767664804,0.2779721120979838,2.211908135338861e-17,5.651414780274752e-13,0.00027703952629082936,0.0002275779498597695,0.023936763235353146,1.3541480940633616e-05,0.27460956258482855,0.0025700750633051417,0.09323357394525826,1.3806893302510821e-05,6.090477086239974e-06,3.264060485681165e-06,0.020972714736232367,0.0009027562485091219,1.7226792956594617e-05,0.03545087211752534,8.688522955540202e-06,0.06559962986941172,1.0847019162809315e-06,1.5065043805945886e-05,2.8061416698017887e-09,3.585870051801343e-11,1.2631630122694258e-07,2.985861817707267e-07,2.72525818308423e-11,0.0008263330165602195,1.36231301212352e-06,0.004678296900007359,1.4364585469819024e-13,1.9504321423514086e-07,3.9746615103256057e-07,7.83858610542008e-12,0.0013952525237608659,5.895810131399494e-06,4.21756192324812e-06,1.0010869967528292e-13,1.486505284484129e-05,1.111431220249066e-13,1.0075292324324944e-15,5.745482745360377e-10,8.377524318353569e-09,3.8194020609089646e-12,4.338265013597662e-13,4.945928004478078e-10,5.934065436118515e-12
0.0011501349048385903,0.1253691071671758,3.76,0.0,0.28789417454757177,0.7819228682671158,0.27940795192910234,2.244038060849726e-17,5.714644234352148e-13,0.0002782662786216303,0.00022754341855724016,0.024106525571092146,1.3563844475776845e-05,0.2752158301262402,0.0025724550858083474,0.0935736131920213,1.3780409120469694e-05,6.106506791639349e-06,3.2845300365266344e-06,0.021008091271773385,0.0009113210377572213,1.7277117683732782e-05,0.03565765856501236,8.756734926104474e-06,0.06630553726092167,1.088178010772854e-06,1.5150735908608573e-05,2.8202144041283868e-09,3.634117461838443e-11,1.2782948911083945e-07,3.0008541813568275e-07,2.7545355631276153e-11,0.0008352297912385485,1.3693473831238493e-06,0.004714530640662674,1.451852385626244e-13,1.9736582366848257e-07,4.000945826500382e-07,7.899790527975326e-12,0.001411822328496078,5.994898893926128e-06,4.265374413075769e-06,1.0065197413348508e-13,1.5062866431806705e-05,1.1301106880062522e-13,1.0200803342235502e-15,5.787253197337227e-10,8.438339501481591e-09,3.840307281396839e-12,4.362009822633843e-13,4.97310620874638e-10,5.980637581390178e-12
0.001152809452914372,0.12539387769049237,3.76,0.0,0.28668165754110075,0.7806729127597075,0.28084590809358256,2.276572341039187e-17,5.778386354744383e-13,0.00027949107856103163,0.0002275060403060363,0.02427674614817223,1.3586248431423066e-05,0.27581676910872344,0.0025748198975015174,0.09391364934769664,1.3753711351622343e-05,6.122375654121938e-06,3.30503185327278e-06,0.021043204848961137,0.0009199328554626288,1.7327362102731387e-05,0.03586414889649584,8.825140823320694e-06,0.06701610316106298,1.0916489016781012e-06,1.5236416218659044e-05,2.834251609389867e-09,3.6828367067473754e-11,1.2935484751511537e-07,3.0158086772606605e-07,2.7839737131892686e-11,0.0008441764206225516,1.3763722225897989e-06,0.004750849330376998,1.4673296706053547e-13,1.997059670230553e-07,4.027202670735358e-07,7.961143772473622e-12,0.001428535799628776,6.095205643572627e-06,4.313488876650523e-06,1.0119620971608534e-13,1.5262283960759858e-05,1.1490197615717415e-13,1.0327351365550389e-15,5.829097264724595e-10,8.499321726669377e-09,3.861176113290639e-12,4.385713296703333e-13,5.000236758443392e-10,6.027329254822728e-12
0.001155484000990154,0.1254186734288495,3.76,0.0,0.28547180007966094,0.7794198262363281,0.28228596451488996,2.309515528433973e-17,5.842643339612361e-13,0.00028071389050923475,0.000227465839994264,0.024447421302097438,1.3608693848772268e-05,0.27641236845595424,0.0025771693163760797,0.09425368261026595,1.3726802788655702e-05,6.138082994660603e-06,3.32556532655451e-06,0.021078053909915545,0.0009285916575457361,1.7377524866769608e-05,0.036070330568045886,8.89373807363512e-06,0.06773132791761714,1.0951144895004502e-06,1.5322080682306248e-05,2.848252386191828e-09,3.732030018038834e-11,1.3089240311100738e-07,3.03072434710921e-07,2.8135718342305315e-11,0.0008531726780284857,1.3833871310835526e-06,0.004787251404679341,1.4828899611123468e-13,2.0206366996871473e-07,4.0534302383703585e-07,8.022643193163114e-12,0.0014453936057104361,6.196738113338282e-06,4.361904773892986e-06,1.0174140234399583e-13,1.5463304908214746e-05,1.1681598986795496e-13,1.045493808068117e-15,5.87101299708242e-10,8.560469374147027e-09,3.882007205719341e-12,4.409373901521208e-13,5.027317875218773e-10,6.07413856613485e-12
0.0011581585490659358,0.12544349417858325,3.76,0.0,0.2842646225572066,0.7781636248820913,0.2837281050465138,2.342872216997359e-17,5.907417427481773e-13,0.0002819346793517482,0.00022742284177012818,0.024618547351275374,1.3631181675473997e-05,0.27700261747325156,0.0025795031594873902,0.09459371318383229,1.3699686135582272e-05,6.1536281620610915e-06,3.346129846535681e-06,0.02111263688290079,0.0009372973970758894,1.7427604610587373e-05,0.03627619105836525,8.962524121965553e-06,0.06845121158623542,1.0985746700728611e-06,1.540772524720615e-05,2.862215838290279e-09,3.781699657487595e-11,1.324421826682922e-07,3.0456002359924754e-07,2.8433291129510297e-11,0.00086221833153295,1.3903917082483342e-06,0.004823735287618717,1.4985328090235368e-13,2.0443896387098386e-07,4.079626727702089e-07,8.084286124099256e-12,0.0014623964125820748,6.299503984594288e-06,4.410621549852146e-06,1.0228754940949153e-13,1.5665928585703573e-05,1.187532547327557e-13,1.0583565323859823e-15,5.912998440203057e-10,8.621780828531283e-09,3.902799229343763e-12,4.432990127114784e-13,5.054347807076119e-10,6.121063614442274e-12
0.0011608330971417176,0.12546833973510393,3.76,0.0,0.28306014514703315,0.7769043250759446,0.28517231347123895,2.3766470463073773e-17,5.972710829819546e-13,0.0002831534100292356,0.00022737707006716676,0.024790120596990237,1.3653712907035517e-05,0.27758750585376324,0.0025818212427817684,0.09493374128035462,1.3672364160434572e-05,6.169010509201516e-06,3.366724800261961e-06,0.021146952182579882,0.0009460500242721514,1.7477599956007907e-05,0.0364817178728557,9.031496358348582e-06,0.0691757539252173,1.1020293421319937e-06,1.5493345841163052e-05,2.876141069608258e-09,3.831847832093002e-11,1.3400421223412453e-07,3.060435389162876e-07,2.8732447292815993e-11,0.0008713131440677736,1.3973855530197468e-06,0.004860299391991348,1.5142577618278285e-13,2.0683187409869292e-07,4.1057903504181035e-07,8.146069879563962e-12,0.0014795448832416115,6.4035108855579035e-06,4.4596386256149615e-06,1.0283464708501215e-13,1.587015414089126e-05,1.207139145496254e-13,1.071323464030555e-15,5.955051627160961e-10,8.683254445372987e-09,3.923550839499702e-12,4.456560446134719e-13,5.081324781600461e-10,6.168102481444853e-12
0.0011635076452174995,0.12549320989364918,3.76,0.0,0.2818583878078194,0.775641943390697,0.2866185734995175,2.4108447481626518e-17,6.038525765525378e-13,0.0002843700477708786,0.0002273285491087139,0.024962137323740863,1.3676288475533093e-05,0.27816702367212537,0.002584123381155734,0.09527376711711025,1.3644839573721435e-05,6.184229411835911e-06,3.3873495677542855e-06,0.02118099821021216,0.0009548494864795152,1.7527509500841077e-05,0.03668689854270161,9.100652148623697e-06,0.06990495439772042,1.1054784008292781e-06,1.5578938376844855e-05,2.890027182958594e-09,3.882476738834084e-11,1.3557851654106756e-07,3.0752288507235993e-07,2.9033178353045294e-11,0.0008804568733833927,1.404368262847297e-06,0.0048969421193841385,1.5300643531489882e-13,2.0924242852378964e-07,4.131919320838128e-07,8.207991752945668e-12,0.0014968396777991135,6.508766389772251e-06,4.508955405483907e-06,1.0338269240608176e-13,1.6075980556210116e-05,1.226981120851911e-13,1.0843947636744508e-15,5.997170567123202e-10,8.744888574077763e-09,3.944260704492057e-12,4.480083346067385e-13,5.108247045308226e-10,6.215253236159226e-12
