Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22)
3.600780231896312e-07,0.07398452648787798,3.76,0.0,0.8442151266880943,0.9999999559636354,0.0,2.6944129231232395e-30,3.813250901486049e-23,7.875910822601697e-08,2.1249361656694112e-08,5.998100280557601e-09,3.8844468170382623e-10,9.550990775648889e-09,3.430069730148702e-08,1.8347644791015903e-09,4.2951108267637856e-09,5.2957147943385004e-09,4.389560973065783e-18,1.448414135557682e-10,2.8467878055968327e-19
3.654395639990305e-07,0.07398452649537075,3.76,0.0,0.8442151253800976,0.9999999551722895,0.0,2.812935580022622e-30,3.8653698448383965e-23,7.983287662415078e-08,2.153192252212769e-08,6.172064759297885e-09,3.9389981053102125e-10,9.835686586830241e-09,3.492390198560147e-08,1.8898830747748864e-09,4.365413803170483e-09,5.388856256182474e-09,4.6259165669130415e-18,1.4953840453687906e-10,3.0435049086994324e-19
3.708011048084298e-07,0.07398452650287728,3.76,0.0,0.8442151240688952,0.9999999543779873,0.0,2.9347430985857142e-30,3.9173347975819767e-23,8.090442605863271e-08,2.181384302939714e-08,6.348382511522561e-09,3.9934253014921836e-10,1.0124379017968779e-08,3.5550263053584534e-08,1.945769403538679e-09,4.435566234183962e-09,5.481863057564199e-09,4.871371523063342e-18,1.5432020654974384e-10,3.250736107440908e-19
3.761626456178291e-07,0.07398452651039754,3.76,0.0,0.8442151227544934,0.9999999535807402,0.0,3.0598663737749927e-30,3.9692533342033443e-23,8.197376483459305e-08,2.2095126284161472e-08,6.527048679102521e-09,4.0477278767504046e-10,1.0417059170963714e-08,3.6179772914220306e-08,2.0024217811232144e-09,4.5055677968709465e-09,5.574731747525988e-09,5.126139144764817e-18,1.5918724824080485e-10,3.4688832451804926e-19
3.8152418642722837e-07,0.0739845265179316,3.76,0.0,0.8442151214368983,0.9999999527805586,0.0,3.1883440491296195e-30,4.020988040503037e-23,8.304090102720955e-08,2.2375775358106385e-08,6.70805841994895e-09,4.101905832737566e-10,1.0713718182186792e-08,3.681242398376899e-08,2.0598384982214766e-09,4.575418157782427e-09,5.667459089045572e-09,5.390434351303007e-18,1.6413995723923644e-10,3.698357536331299e-19
3.8688572723662766e-07,0.07398452652547947,3.76,0.0,0.8442151201161161,0.9999999519774533,0.0,3.320212462180341e-30,4.0726605550611114e-23,8.410584240117927e-08,2.2655793076473256e-08,6.891406910553709e-09,4.155960879935746e-10,1.101434720929274e-08,3.7448208619727354e-08,2.11801775566235e-09,4.645117136364201e-09,5.760042137027964e-09,5.664473952555223e-18,1.6917876019647454e-10,3.9395795514573016e-19
3.9224726804602695e-07,0.07398452653304115,3.76,0.0,0.8442151187921532,0.9999999511714337,0.0,3.455513135718323e-30,4.1242154380146357e-23,8.516859644000399e-08,2.293518216307738e-08,7.077089345180361e-09,4.2098945731594706e-10,1.1318937429541666e-08,3.808711919791824e-08,2.176957772143969e-09,4.714664668490716e-09,5.8524782098291435e-09,5.948476555296286e-18,1.7430408273583451e-10,4.1929793296588073e-19
3.9760880885542624e-07,0.07398452654061667,3.76,0.0,0.8442151174650151,0.9999999503625099,0.0,3.594277855891264e-30,4.1757178843558117e-23,8.622917040333059e-08,2.3213945377572488e-08,7.265100934127129e-09,4.263707068071684e-10,1.1627480043387418e-08,3.872914816974049e-08,2.236656854955591e-09,4.784060734564728e-09,5.94476483365158e-09,6.242662393260333e-18,1.7951634941887924e-10,4.458996525909028e-19
4.0297034966482553e-07,0.07398452654820602,3.76,0.0,0.8442151161347082,0.9999999495506908,0.0,3.7365424194748314e-30,4.227048786315913e-23,8.728757136191771e-08,2.3492085493074204e-08,7.455436902579093e-09,4.3173979160755004e-10,1.1939966279708276e-08,3.9374288034940193e-08,2.2971133529251253e-09,4.853305328487047e-09,6.036899708723541e-09,6.547253258719783e-18,1.8481598376890336e-10,4.738080492857535e-19
4.083318904742248e-07,0.07398452655580921,3.76,0.0,0.8442151148012386,0.9999999487359861,0.0,3.882338385655786e-30,4.278327079353521e-23,8.834380619306896e-08,2.376960518518528e-08,7.648092490671318e-09,4.3709674865216923e-10,1.2256387396908547e-08,4.0022531282661565e-08,2.3583255742054375e-09,4.9223984854213295e-09,6.128880713803224e-09,6.862472582268691e-18,1.9020340831378174e-10,5.030690297618812e-19
4.136934312836241e-07,0.07398452656342627,3.76,0.0,0.8442151134646121,0.9999999479184042,0.0,4.0317097031233586e-30,4.3294288192879653e-23,8.939788156824509e-08,2.404650699745256e-08,7.843062953869818e-09,4.42441707557032e-10,1.2576734679843437e-08,4.067387038308385e-08,2.4202917806677248e-09,4.991340314193248e-09,6.220705918186821e-09,7.188545519317406e-18,1.956790445935974e-10,5.337294753955384e-19
4.208730010017074e-07,0.07398452657364785,3.76,0.0,0.8442151116698196,0.9999999468191005,0.0,4.237389279857911e-30,4.39774581356028e-23,9.080600953642988e-08,2.4416339330121516e-08,8.10776250182178e-09,4.4958040693766883e-10,1.3011841271713699e-08,4.155090554867014e-08,2.504447798008903e-09,5.083422716964327e-09,6.343420810045836e-09,7.642579204905136e-18,2.0315028115096599e-10,5.770618000442103e-19
4.2805257071979073e-07,0.07398452658389422,3.76,0.0,0.8442151098693916,0.9999999457146739,0.0,4.4496277464676505e-30,4.4660188689435833e-23,9.221029201193758e-08,2.4785074190958185e-08,8.376593179773282e-09,4.566978614410792e-10,1.345395171144554e-08,4.2433460726725994e-08,2.5899487457464563e-09,5.175234530258266e-09,6.4658493647186315e-09,8.117030920870835e-18,2.1078145575895066e-10,6.231072707862984e-19
4.3523214043787405e-07,0.07398452659416545,3.76,0.0,0.8442151080633424,0.9999999446051436,0.0,4.6685008753266925e-30,4.533943391606166e-23,9.361074363622607e-08,2.515271745692883e-08,8.649543713721396e-09,4.637941434961329e-10,1.3903045294602326e-08,4.3321518109990564e-08,2.6767906466438388e-09,5.26677632995495e-09,6.58798820589577e-09,8.612454694894674e-18,2.185735720590358e-10,6.719868446059065e-19
4.4241171015595736e-07,0.07398452660446142,3.76,0.0,0.8442151062516863,0.9999999434905292,0.0,4.8940964121366786e-30,4.601496913310406e-23,9.500737863482318e-08,2.5519274892165205e-08,8.92660287132807e-09,4.708693640235571e-10,1.4359101410701542e-08,4.4215059952166384e-08,2.7649695211621728e-09,5.358048746957756e-09,6.709834331611509e-09,9.129409410100565e-18,2.2652763048365698e-10,7.238247307137767e-19
4.4959127987404067e-07,0.07398452661478219,3.76,0.0,0.8442151044344374,0.9999999423708491,0.0,5.1264886579727226e-30,4.669120386710538e-23,9.64002108179446e-08,2.588475213827845e-08,9.207759461925632e-09,4.77923625093605e-10,1.4822099536798038e-08,4.511406858033612e-08,2.8544814159658753e-09,5.449052511806924e-09,6.831385113623301e-09,9.66845891123285e-18,2.3464462825740825e-10,7.787484197959653e-19
4.56770849592124e-07,0.07398452662512767,3.76,0.0,0.8442151026116096,0.9999999412461213,0.0,5.3657690752059316e-30,4.736775144764993e-23,9.778925364708854e-08,2.624915473729276e-08,9.493002334328768e-09,4.849570568132801e-10,1.5292019243172967e-08,4.601852638662539e-08,2.945322381037531e-09,5.539788401011553e-09,6.952638233001785e-09,1.0230171767812907e-17,2.429255594229655e-10,8.368887122526059e-19
4.639504193102073e-07,0.07398452663549786,3.76,0.0,0.8442151007832177,0.9999999401163638,0.0,5.612011497702025e-30,4.8038851564287554e-23,9.917452023361012e-08,2.661248813036983e-08,9.782320376916126e-09,4.919697711065281e-10,1.5768840188056444e-08,4.6928415841523916e-08,3.0374884972997185e-09,5.630257271302071e-09,7.073591681477473e-09,1.0815121365398559e-17,2.513714148388868e-10,8.98379747469978e-19
4.711299890282906e-07,0.0739845266458927,3.76,0.0,0.8442150989492747,0.9999999389815936,0.0,5.865299653707498e-30,4.870595136226201e-23,1.0055602339808422e-07,2.6974757686055732e-08,1.007570251565313e-08,4.989618860252348e-10,1.625254212262933e-08,4.7843719490050595e-08,3.1309758611185927e-09,5.720460008934108e-09,7.1942437040515245e-09,1.1423885654875394e-17,2.599831822037786e-10,9.633590288372776e-19
4.783095587463739e-07,0.07398452665631215,3.76,0.0,0.8442150971097951,0.9999999378418278,0.0,6.125706499654252e-30,4.9376347485338357e-23,1.0193377566702425e-07,2.7335968687929604e-08,1.0373137714231787e-08,5.059335033723581e-10,1.674310488686168e-08,4.87644199563154e-08,3.2257805979539557e-09,5.810397559991249e-09,7.314592802139806e-09,1.205704724838702e-17,2.687618460579334e-10,1.0319674534405506e-18
4.926686981825405e-07,0.07398452667722474,3.76,0.0,0.8442150934142812,0.9999999355473758,0.0,6.668214266974382e-30,5.070902912899931e-23,1.0467807645473693e-07,2.805523585319222e-08,1.0980123324136016e-08,5.198156758030513e-10,1.7744732726220742e-08,5.062194221425954e-08,3.4193267711327878e-09,5.989480977436884e-09,7.554377222068934e-09,1.3398914747323728e-17,2.868237857629359e-10,1.1806524744045908e-18
5.055919236750905e-07,0.07398452669612976,3.76,0.0,0.8442150900695223,0.9999999334654477,0.0,7.181613214988096e-30,5.190016892545064e-23,1.0713523993514765e-07,2.8699007700426318e-08,1.1540161853656792e-08,5.322405583119951e-10,1.8669461445102272e-08,5.2311996599702573e-08,3.597985249265087e-09,6.149759130978536e-09,7.769136265639184e-09,1.4695969404303186e-17,3.036601304046754e-10,1.3283645352135001e-18
5.185151491676404e-07,0.07398452671511374,3.76,0.0,0.8442150867070383,0.9999999313675844,0.0,7.719301301171285e-30,5.308478922595527e-23,1.0958043489143606e-07,2.93394290063195e-08,1.2113162282927701e-08,5.446005973882036e-10,1.961610988585467e-08,5.401926990907139e-08,3.780852614033958e-09,6.30919396255255e-09,7.982899343813608e-09,1.6081332703062052e-17,3.210523886655207e-10,1.4901839801648861e-18
5.314383746601904e-07,0.07398452673417638,3.76,0.0,0.8442150833269092,0.9999999292538746,0.0,8.281694168305931e-30,5.426755227749242e-23,1.1201372695596465e-07,2.9976528352902175e-08,1.269906150315713e-08,5.568963734319195e-10,2.0584563752241485e-08,5.574366354082531e-08,3.967906936619691e-09,6.467791754407956e-09,8.195663886920054e-09,1.7558557881601765e-17,3.390061902417028e-10,1.6670585354346163e-18
5.443616001527403e-07,0.07398452675331732,3.76,0.0,0.8442150799292143,0.9999999271244058,0.0,8.869221931612219e-30,5.544189756344216e-23,1.1443518025997458e-07,3.061033379933648e-08,1.329779674689789e-08,5.691284515967669e-10,2.1574709683325384e-08,5.7485079684130456e-08,4.159126479904651e-09,6.625558877343367e-09,8.407428485846815e-09,1.9131240274085097e-17,3.5752713286496987e-10,1.8599735895112253e-18
5.572848256452903e-07,0.07398452677253618,3.76,0.0,0.8442150765140313,0.9999999249792633,0.0,9.482273080940029e-30,5.661299495504146e-23,1.1684485757159454e-07,3.124087289887699e-08,1.3909305582682683e-08,5.812973724088329e-10,2.2586435242990427e-08,5.924342131439739e-08,4.354489701619672e-09,6.7825017822275715e-09,8.618192759392365e-09,2.080301625403473e-17,3.766207825230688e-10,2.0699525773219005e-18
5.702080511378403e-07,0.07398452679183262,3.76,0.0,0.844215073081439,0.9999999228185308,0.0,1.0121305026746757e-29,5.777406368766662e-23,1.192428204530358e-07,3.18681727262976e-08,1.4533525908953564e-08,5.934036626954324e-10,2.3619628912219656e-08,6.101859218378898e-08,4.553975244950378e-09,6.93862696507051e-09,8.827957203132703e-09,2.2577562039762552e-17,3.962926736968666e-10,2.2980573721432457e-18
5.831312766303902e-07,0.07398452681120626,3.76,0.0,0.844215069631514,0.9999999206422908,0.0,1.0786723567408447e-29,5.893229438606509e-23,1.2162912943718198e-07,3.249225991431431e-08,1.5170395947232537e-08,6.054478455215731e-10,2.4674180081002304e-08,6.281049681220527e-08,4.757561929261957e-09,7.093940922855898e-09,9.036723019650954e-09,2.4458592356645126e-17,4.1654830962450094e-10,2.5453887152314375e-18
6.0897772761549e-07,0.07398452685018359,3.76,0.0,0.8442150626799755,0.9999999162436105,0.0,1.2198446211425842e-29,6.122908291201687e-23,1.2636702343006752e-07,3.373090082734154e-08,1.648183963058584e-08,6.293519368412322e-10,2.684691695647778e-08,6.644412922447162e-08,5.176954877264905e-09,7.402161056062928e-09,9.451266415474103e-09,2.85551505946805e-17,4.5883267400320945e-10,3.1023307971785125e-18
6.322395335020799e-07,0.07398452688552337,3.76,0.0,0.8442150563650829,0.9999999122325629,0.0,1.356310072532538e-29,6.328126352334652e-23,1.3059186211888903e-07,3.483494933892003e-08,1.7704787635436573e-08,6.506583127859491e-10,2.887433138878384e-08,6.977068545706612e-08,5.568225496999365e-09,7.676849343594701e-09,9.820962651637326e-09,3.264424114059443e-17,4.989395867263403e-10,3.681186128936967e-18
6.555013393886699e-07,0.07398452692110731,3.76,0.0,0.8442150499952183,0.9999999081724973,0.0,1.5019186363151105e-29,6.532164252438791e-23,1.347798481974699e-07,3.592898503982479e-08,1.8967774192836112e-08,6.717712491991279e-10,3.0969264328196795e-08,7.315000845509747e-08,5.972462278590897e-09,7.949008663759666e-09,1.0187463197871647e-08,3.713774490915075e-17,5.410220172210114e-10,4.34127238793667e-18
6.787631452752598e-07,0.07398452695693304,3.76,0.0,0.8442150435708178,0.9999999040638569,0.0,1.6568651303090624e-29,6.732799194167714e-23,1.3893131004837837e-07,3.7013149583347766e-08,2.027045012797134e-08,6.926935027902376e-10,3.313110214277878e-08,7.658156809304863e-08,6.389547815808827e-09,8.218675266075693e-09,1.0550788621939257e-08,4.205856266892005e-17,5.851109630454257e-10,5.09046476809564e-18
7.020249511618497e-07,0.07398452699299841,3.76,0.0,0.8442150370923126,0.9999998999070749,0.0,1.821347438656437e-29,6.931968296184663e-23,1.430465711022784e-07,3.8087581093576744e-08,2.161246937018282e-08,7.134277648894357e-10,3.535923987960695e-08,8.00648416281545e-08,6.819366372106907e-09,8.485884714407748e-09,1.0910961346666658e-08,4.742990864502831e-17,6.31237112898004e-10,5.9370751520077445e-18
7.252867570484396e-07,0.07398452702930117,3.76,0.0,0.8442150305601298,0.9999998957025787,0.0,1.9956009188488456e-29,7.130970892180707e-23,1.471259505104622e-07,3.9152414350102565e-08,2.2993488906883934e-08,7.339766737061056e-10,3.765308106782148e-08,8.359931353518059e-08,7.261803832392317e-09,8.750671809221944e-09,1.1268005023339326e-08,5.3275290811883747e-17,6.794308508988322e-10,6.8898578924287425e-18
7.485485629350295e-07,0.07398452706583904,3.76,0.0,0.844215023974692,0.9999998914507876,0.0,2.179809419064911e-29,7.326707968369093e-23,1.5116976361115705e-07,4.020778093539078e-08,2.4413168744000424e-08,7.543428052419881e-10,4.001203752170721e-08,8.718447534762399e-08,7.716747669857358e-09,9.013070568614761e-09,1.1621944104804998e-08,5.961849201873842e-17,7.297222607632687e-10,7.958015215852903e-18
7.718103688216194e-07,0.07398452710260983,3.76,0.0,0.8442150173364175,0.9999998871521154,0.0,2.3741174724600234e-29,7.52041184649956e-23,1.551783222397665e-07,4.1253809349817754e-08,2.5871171871392247e-08,7.745286668446188e-10,4.2435529146870413e-08,9.081982549894951e-08,8.184086913329872e-09,9.273114243981431e-09,1.1972803569663782e-08,6.648355183477034e-17,7.821411298747588e-10,9.151202260101395e-18
7.950721747082093e-07,0.0739845271396114,3.76,0.0,0.8442150106457209,0.9999998828069697,0.0,2.5787575918548096e-29,7.714470287408775e-23,1.591519349424963e-07,4.22906251112458e-08,2.736716423143314e-08,7.945367030121789e-10,4.49229837524886e-08,9.450486916349627e-08,8.663712108869902e-09,9.53083534237916e-09,1.2320608739917835e-08,7.389474910013209e-17,8.367169532616437e-10,1.0479531763109763e-17
8.183339805947992e-07,0.07398452717684156,3.76,0.0,0.8442150039030122,0.999999878415752,0.0,2.7939047747833024e-29,7.905411741176059e-23,1.6309090715312703e-07,4.331835085853132e-08,2.8900814688883365e-08,8.143693041654112e-10,4.747383687062353e-08,9.82391181024119e-08,9.155515280521093e-09,9.786265638254512e-09,1.2665385134183444e-08,8.187658506120688e-17,8.934789374871233e-10,1.195357843193474e-17
8.648575923679789e-07,0.07398452725197925,3.76,0.0,0.8442149902631789,0.9999998694966806,0.0,3.2565841424488065e-29,8.28277752339554e-23,1.7086613708513407e-07,4.534700909736272e-08,3.207977979547515e-08,8.535174957935688e-10,5.2763518356479845e-08,1.0585331092253601e-07,1.0175230841653784e-08,1.0290377316144285e-08,1.3345954008914144e-08,9.965119428065632e-17,1.013676794920995e-09,1.5383455268462894e-17
9.113812041411586e-07,0.07398452732800623,3.76,0.0,0.8442149764201184,0.9999998603980089,0.0,3.7632350430044967e-29,8.652742146597117e-23,1.7850639814895862e-07,4.7340711418481886e-08,3.540547547996628e-08,8.919913310241464e-10,5.830020580105364e-08,1.136586243324227e-07,1.1242398094802467e-08,1.0785689329836476e-08,1.4014714455378428e-08,1.2000723362417758e-16,1.1429627277843704e-09,1.9534816365267636e-17
9.579048159143384e-07,0.07398452740490626,3.76,0.0,0.8442149623769699,0.9999998511227641,0.0,4.3144971800432866e-29,9.017340503506689e-23,1.8601403331693405e-07,4.930034517193117e-08,3.887535503525807e-08,9.298080896193257e-10,6.407964428021743e-08,1.2165137515118624e-07,1.2356203152996271e-08,1.1272431085028557e-08,1.4671868968297158e-08,1.4314713115496732e-16,1.2815603814085086e-09,2.4509267018623322e-17
9.999999999999997e-07,0.07398452748266354,3.76,0.0,0.8442149495006853,0.999999842580702,0.0,4.852810030589249e-29,9.341761242986287e-23,1.926946723319083e-07,5.1044799172490197e-08,4.2137109821328734e-08,9.634727676541008e-10,6.95146857380013e-08,1.290418488807073e-07,1.3403516701328381e-08,1.1705639394700656e-08,1.5256636692908336e-08,1.6665406118998215e-16,1.4151728950256122e-09,2.981057337580738e-17
1.0044284276875182e-06,0.07398452748266354,3.76,0.0,0.8442149481368111,0.9999998416738984,0.0,4.9117027126579885e-29,9.375322863520268e-23,1.9339134390047778e-07,5.1226760242242915e-08,4.24869159569349e-08,9.669843017345603e-10,7.009768688770622e-08,1.298279725495055e-07,1.3515852808151305e-08,1.1750822039309512e-08,1.5317617592942014e-08,1.6927544795519174e-16,1.429689130989169e-09,3.041612298297181e-17
1.050952039460698e-06,0.0739845275612627,3.76,0.0,0.8442149337026613,0.9999998320542914,0.0,5.556124344228294e-29,9.727014620199151e-23,2.0064059067089972e-07,5.312077140543265e-08,4.623769916603721e-08,1.0035358196297788e-09,7.635029019315296e-08,1.381849142161832e-07,1.4720573646301813e-08,1.2221072331459345e-08,1.595215757756313e-08,1.9859846991132076e-16,1.5875641870148041e-09,3.737248281994074e-17
1.0974756512338778e-06,0.07398452764068875,3.76,0.0,0.8442149190774819,0.9999998222667538,0.0,6.248797010209874e-29,1.0072684966531543e-22,2.0776399492523848e-07,5.498316056313183e-08,5.01252882459159e-08,1.039477856267016e-09,8.28335099790358e-08,1.467187827712293e-07,1.5969611232446353e-08,1.2683383334189525e-08,1.657568306684859e-08,2.3132382781953983e-16,1.7553966965364562e-09,4.550328594797372e-17
1.1439992630070576e-06,0.07398452772092709,3.76,0.0,0.844214904264178,0.9999998123140305,0.0,6.990459665713692e-29,1.0412331994804948e-22,2.1476373940765547e-07,5.681467880944931e-08,5.41473086956895e-08,1.0748250101977425e-09,8.954349723280837e-08,1.554262423955955e-07,1.7262229351506798e-08,1.3137948187729633e-08,1.718838492335961e-08,2.6766014411818024e-16,1.9333938405227213e-09,5.494135732403964e-17
1.1905228747802375e-06,0.07398452780196348,3.76,0.0,0.8442148892656004,0.9999998021988021,0.0,7.781811710224356e-29,1.07460816865314e-22,2.216419690242702e-07,5.861604830977106e-08,5.8301427202403004e-08,1.1095913051897093e-09,9.647649438634686e-08,1.6430403565883984e-07,1.8597709287729617e-08,1.3584952327421583e-08,1.779045073696096e-08,3.0781670596578184e-16,2.1217589273773444e-09,6.582743913806668e-17
1.2370464865534173e-06,0.07398452788378404,3.76,0.0,0.8442148740845453,0.9999997919236889,0.0,8.623624200755242e-29,1.1074045999114856e-22,2.2840079146618824e-07,6.038796403397919e-08,6.258535092839098e-08,1.1437902345762204e-09,1.0362883179204971e-07,1.7334898054145666e-07,1.997534914497965e-08,1.4024573972627022e-08,1.8382064910991458e-08,3.520031635106882e-16,2.3206914827865173e-09,7.831021028037246e-17
1.283570098326597e-06,0.07398452796637522,3.76,0.0,0.8442148587237579,0.9999997814912517,0.0,9.516630663456089e-29,1.1396316752279356e-22,2.3504227786072676e-07,6.21310953822096e-08,6.699682680986466e-08,1.1774347927012383e-09,1.1099692441566705e-07,1.825579676434368e-07,2.139446321378927e-08,1.4456984560915567e-08,1.8963408709141274e-08,4.004292510395082e-16,2.5303873361755984e-09,9.254629472898862e-17
1.330093710099777e-06,0.07398452804972386,3.76,0.0,0.8442148431859309,0.9999997709039942,0.0,1.0461453208450436e-28,1.1712994935832888e-22,2.41568463448131e-07,6.384608770005261e-08,7.153364086644198e-08,1.2105374988294876e-09,1.185772687246802e-07,1.9192795755870018e-07,2.2854381378709952e-08,1.4882349145343814e-08,1.95346602660206e-08,4.533045290532127e-16,2.751038704040057e-09,1.0870025990164986e-16
1.3766173218729567e-06,0.07398452813381698,3.76,0.0,0.8442148274737081,0.9999997601643659,0.0,1.145862417968051e-28,1.2024178171673768e-22,2.479813482250578e-07,6.553356367346937e-08,7.61936175231962e-08,1.2431104248714638e-09,1.263664397570224e-07,2.0145597839748546e-07,2.4354448557143142e-08,1.5300826772695215e-08,2.0095994618561256e-08,5.108381462486423e-16,2.982834270331516e-09,1.2694460571495056e-16
1.4231409336461366e-06,0.073984528218642,3.76,0.0,0.8442148115896845,0.9999997492747625,0.0,1.2508632535373062e-28,1.2329961156167174e-22,2.5428289754254107e-07,6.719412461609951e-08,8.097461894547567e-08,1.2751652246002662e-09,1.3436108835957424e-07,2.111391234490824e-07,2.5894024168886112e-08,1.5712570840197727e-08,2.0647583770283246e-08,5.732386204566858e-16,3.225959264035141e-09,1.4745974496447913e-16
1.4696645454193164e-06,0.07398452830418664,3.76,0.0,0.8442147955364068,0.9999997382375292,0.0,1.3611937852837755e-28,1.2630437815866551e-22,2.6047504269141815e-07,6.8828351668695e-08,8.587454438533438e-08,1.3067131575635973e-09,1.4255793858577923e-07,2.2097454897931102e-07,2.7472481637985104e-08,1.611772942222002e-08,2.1189596756600927e-08,6.407136371875847e-16,3.480595534085696e-09,1.7043397568568013e-16
1.5161881571924962e-06,0.07398452839043884,3.76,0.0,0.8442147793163753,0.9999997270549609,0.0,1.4768954891392518e-28,1.292570026881168e-22,2.665596814951581e-07,7.043680691746981e-08,9.089132953874963e-08,1.3377651089508357e-09,1.5095378524019787e-07,2.3095947215214582e-07,2.908920792389603e-08,1.651644556867859e-08,2.1722199692050986e-08,7.134698644976797e-16,3.746921621784702e-09,1.9606344618717403e-16
1.562711768965676e-06,0.07398452847738683,3.76,0.0,0.8442147629320443,0.9999997157293047,0.0,1.598004244857983e-28,1.3215838957825993e-22,2.725386788986983e-07,7.202003443085902e-08,9.602294591375384e-08,1.3683316098628976e-09,1.5954549155825022e-07,2.410911690636611e-07,3.0743603077429045e-08,1.6908857583166977e-08,2.224555581070074e-08,7.917127832430898e-16,4.025112830868779e-09,2.245521133921762e-16
1.6557589925120354e-06,0.07398452865332446,3.76,0.0,0.8442147296800799,0.9999996926574848,0.0,1.8565655695683138e-28,1.3781099255609597e-22,2.841870482572714e-07,7.511289795409835e-08,1.0662273373611971e-07,1.428048730955659e-09,1.7730426553108332e-07,2.617842723279232e-07,3.416306320324375e-08,1.767530020458283e-08,2.326516643656869e-08,9.654738002660666e-16,4.617776039814913e-09,2.9096160188770096e-16
1.739501493703759e-06,0.07398452881393516,3.76,0.0,0.8442146992151308,0.9999996714250956,0.0,2.108032261397458e-28,1.4273186430249892e-22,2.943273429103006e-07,7.78153179701194e-08,1.1653562724897918e-07,1.480232966712371e-09,1.939268601589034e-07,2.808838481637509e-07,3.7363639812636604e-08,1.8344837548808046e-08,2.41527722321555e-08,1.142655084341511e-15,5.1934463554175315e-09,3.6271275577694972e-16
1.8232439948954827e-06,0.07398452897662862,3.76,0.0,0.8442146682540362,0.9999996497619996,0.0,2.3773810204265e-28,1.4750009872770845e-22,3.0415291929494485e-07,8.044373270023557e-08,1.2679059914786616e-07,1.5309938676417695e-09,2.1113816474281024e-07,3.00419115529681e-07,4.067748934542193e-08,1.899590917408732e-08,2.5012830546387337e-08,1.3407396010455798e-15,5.810144967566642e-09,4.472509216453402e-16
1.9069864960872063e-06,0.07398452914134492,3.76,0.0,0.8442146368095806,0.9999996276797428,0.0,2.6646791931515418e-28,1.52120432514853e-22,3.1367353749812673e-07,8.300077586494431e-08,1.3737703483759495e-07,1.5803823063145202e-09,2.2892209608907755e-07,3.203760954280201e-07,4.4101535727394534e-08,1.9629180434422285e-08,2.584619567035058e-08,1.5608652614806e-15,6.468785658780419e-09,5.460404344210672e-16
1.99072899727893e-06,0.0739845293080262,3.76,0.0,0.8442146048941388,0.9999996051894657,0.0,2.969962552359923e-28,1.5659745394673777e-22,3.2289865524204983e-07,8.548895301746412e-08,1.4828464893731705e-07,1.6284466524046044e-09,2.472631418995214e-07,3.4074130218648423e-07,4.763281208600908e-08,2.024528332240723e-08,2.6653695425854907e-08,1.8041483440074712e-15,7.170253122812706e-09,6.606225111426633e-16
2.0744714984706534e-06,0.07398452947661678,3.76,0.0,0.84421457251969,0.9999995823019249,0.0,3.293235563688337e-28,1.6093560835188304e-22,3.3183743724899995e-07,8.791065192689508e-08,1.5950347507199828e-07,1.6752329795001137e-09,2.6614633311920143e-07,3.6150171988061525e-07,5.126845545789033e-08,2.0844819258818227e-08,2.7436131974490614e-08,2.0716821835834628e-15,7.915403980861775e-09,7.926137362303098e-16
2.158213999662377e-06,0.07398452964706291,3.76,0.0,0.8442145396978329,0.9999995590275071,0.0,3.634474131111942e-28,1.6513920590260083e-22,3.404987642906179e-07,9.026815175336727e-08,1.710238559848051e-07,1.7207852464200204e-09,2.8555721851918545e-07,3.8264478063512523e-07,5.5005701925294785e-08,2.1428361556423372e-08,2.81942826238061e-08,2.364536128703497e-15,8.70506774982406e-09,9.437044662825473e-16
2.2419565008541002e-06,0.07398452981931275,3.76,0.0,0.8442145064397973,0.9999995353762492,0.0,3.9936284872700893e-28,1.6921242159217585e-22,3.488912419630663e-07,9.256363118606294e-08,1.828364339531453e-07,1.7651454560962176e-09,3.054818412386678e-07,4.041583445740273e-07,5.884188212859875e-08,2.1996457597099575e-08,2.8928900606207572e-08,2.683754730459449e-15,9.540047766962487e-09,1.1156571715248592e-15
2.3256990020458236e-06,0.07398452999331623,3.76,0.0,0.8442144727564582,0.9999995113578499,0.0,4.370626271014549e-28,1.731592992733013e-22,3.5702320920069694e-07,9.479917563315076e-08,1.9493214150675027e-07,1.8083537972859807e-09,3.2590671714161966e-07,4.26030681297386e-07,6.277441712509965e-08,2.2549630748546188e-08,2.9640715819525905e-08,3.03035714644118e-15,1.0421122072802707e-08,1.3103047253250668e-15
2.409441503237547e-06,0.07398453016902509,3.76,0.0,0.8442144386583467,0.9999994869816854,0.0,4.765374739090002e-28,1.7698376084129675e-22,3.6490274653059086e-07,9.697678362396594e-08,2.0730219243312092e-07,1.850448771608667e-09,3.468188147178301e-07,4.482504526590421e-07,6.680081454299373e-08,2.3088382068851276e-08,3.033043554135637e-08,3.4053367267656005e-15,1.1349044256461665e-08,1.5295486587623145e-15
2.4931840044292705e-06,0.0739845303463925,3.76,0.0,0.844214404155662,0.9999994622568219,0.0,5.177762556618393e-28,1.8068960532044268e-22,3.725376840658556e-07,9.909837254027674e-08,2.1993807306105326e-07,1.8914673058714536e-09,3.682055363384062e-07,4.708066966875579e-07,7.091866499553303e-08,2.36131918306587e-08,3.099874512843453e-08,3.8096607578819624e-15,1.2324544266305643e-08,1.7753573932649004e-15
