Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22)
3.743174579860215e-08,0.07398452604894007,3.76,0.0,0.8442151992260386,0.999999996812739,0.0,2.1323502572477102e-33,4.34664843882055e-24,9.133677160003054e-09,2.649387772424127e-09,7.04937399109509e-11,3.050790208421342e-11,9.748500048457186e-11,2.8722535106285013e-09,1.2395384295356977e-11,1.56387544952516e-10,1.572702695224152e-10,2.16548062835575e-21,1.3496985689891416e-12,1.5961536409768716e-23
4.0638797006341036e-08,0.07398452605365585,3.76,0.0,0.844215198568026,0.9999999965097209,0.0,2.8245109367949063e-33,4.717516898184636e-24,9.897677143861113e-09,2.86408717980011e-09,8.298114533378621e-11,3.4149345349354784e-11,1.1515852277944313e-10,3.1248440985423554e-09,1.511972265305271e-11,1.809958227520842e-10,1.8284587634169416e-10,2.8100177350526397e-21,1.5930067940052434e-12,2.2430876074272798e-23
4.384584821407992e-08,0.07398452605833891,3.76,0.0,0.8442151979086823,0.9999999962027182,0.0,3.6581735140842464e-33,5.087144865484921e-24,1.065913664374157e-08,3.0773027972034907e-09,9.646945018879757e-11,3.785053342428122e-11,1.3433735002122502e-10,3.3785501912592178e-09,1.8153569753742806e-11,2.069135322151021e-10,2.0996104859799014e-10,3.5781167041963515e-21,1.856857546065031e-12,3.074146549881175e-23
4.7052899421818803e-08,0.07398452606299108,3.76,0.0,0.8442151972480064,0.9999999958918661,0.0,4.647283587232611e-33,5.4555680612657946e-24,1.1418127790025485e-08,3.2891100941873026e-09,1.1095536878858867e-10,4.1599809398276553e-11,1.550271094663795e-10,3.6333844543781267e-09,2.1501452671628912e-11,2.340609088081335e-10,2.385469402567038e-10,4.4826918963053114e-21,2.1413420167860495e-12,4.1232626585059704e-23
5.025995062955769e-08,0.07398452606761416,3.76,0.0,0.8442151965859975,0.9999999955772946,0.0,5.8057148848388105e-33,5.822820106832064e-24,1.2174719710975937e-08,3.499579535268179e-09,1.2643570693037116e-10,4.5387228481143666e-11,1.7723300128500636e-10,3.889358303861298e-09,2.5167007928568912e-11,2.6236282203660605e-10,2.685376159279805e-10,5.5371122145448846e-21,2.4465523808447193e-12,5.427802256050626e-23
5.346700183729657e-08,0.07398452607220986,3.76,0.0,0.8442151959226563,0.9999999952591266,0.0,7.147252797516692e-33,6.1889330831070114e-24,1.2928978616163368e-08,3.7087768826393276e-09,1.429073597015847e-10,4.9204359066372033e-11,2.009598150909209e-10,4.146482010472293e-09,2.9153092631699253e-11,2.917485650362305e-10,2.9986996963571027e-10,6.7551956211977395e-21,2.7725816871571054e-12,7.028680637268325e-23
5.6674053045035454e-08,0.07398452607677976,3.76,0.0,0.8442151952579829,0.9999999949374803,0.0,8.685572758465026e-33,6.553938367743799e-24,1.3680967931554854e-08,3.916763569009601e-09,1.6036730731863058e-10,5.3044065446532185e-11,2.2621195221167805e-10,4.404764819327185e-09,3.346190455825022e-11,3.221515753059644e-10,3.324835938888118e-10,8.151205694813544e-21,3.1195237774508224e-12,8.970479398291409e-23
5.988110425277434e-08,0.07398452608132541,3.76,0.0,0.8442151945919789,0.9999999946124676,0.0,1.0434227147329502e-32,6.917865917352518e-24,1.4430748406023305e-08,4.123597004248181e-09,1.7881261201413924e-10,5.690033002712865e-11,2.5299344445763966e-10,4.664215048252092e-09,3.809508043779706e-11,3.53509204379184e-10,3.663206762844314e-10,9.73984708229395e-21,3.4874732016893784e-12,1.1301560131754e-22
6.308815546051323e-08,0.07398452608584827,3.76,0.0,0.8442151939246457,0.9999999942841947,0.0,1.2406630743158924e-32,7.280743856987808e-24,1.5178378246433886e-08,4.329330911405617e-09,1.9824041381480811e-10,6.076807566496925e-11,2.813079759561401e-10,4.9248401900190276e-09,4.305379327657478e-11,3.8576245300605073e-10,4.013258686429762e-10,1.1536262374857986e-20,3.876525153590931e-12,1.407418092119636e-22
6.629520666825212e-08,0.07398452609034971,3.76,0.0,0.8442151932559854,0.9999999939527641,0.0,1.4616055061968132e-32,7.6425994627438e-24,1.5923913219594426e-08,4.534015586687621e-09,2.1864792753008124e-10,6.464303305272964e-11,3.111589009218989e-10,5.186646990325659e-09,4.833882483136272e-11,4.188557628039699e-10,4.374461880687126e-10,1.3556027756585147e-20,4.286775402786437e-12,1.7344609468199164e-22
6.950225787599101e-08,0.07398452609483107,3.76,0.0,0.8442151925860001,0.9999999936182722,0.0,1.707562567935519e-32,8.003459310233907e-24,1.6667406762773905e-08,4.737698154503371e-09,2.400324393693166e-10,6.852162208101489e-11,3.425492620631476e-10,5.44964152070024e-09,5.3950629802438354e-11,4.5273680355928016e-10,4.746309098136652e-10,1.5815149523977883e-20,4.7183202409044486e-12,2.1173237041362063e-22
7.591636029146877e-08,0.07398452610373848,3.76,0.0,0.8442151912420639,0.9999999929404698,0.0,2.279698609869225e-32,8.72229027874698e-24,1.814847219079579e-08,5.142230807514305e-09,2.8572194370198575e-10,7.627830345363458e-11,4.0995899865020336e-10,5.979215019167766e-09,6.615502121766866e-11,5.226678661615832e-10,5.520014373370976e-10,2.1117612711623512e-20,5.645681141088749e-12,3.076793358471275e-22
8.127790110086806e-08,0.07398452611113308,3.76,0.0,0.8442151901146246,0.9999999923652799,0.0,2.846110382889126e-32,9.320316395218263e-24,1.9380662689645403e-08,5.477671152715619e-09,3.2688951623107745e-10,8.275111016808484e-11,4.710535471165087e-10,6.425573889336376e-09,7.735924291589115e-11,5.83128917654325e-10,6.195298854802495e-10,2.6434151734756594e-20,6.4870815583048444e-12,4.1114220837634994e-22
8.663944191026736e-08,0.0739845261184865,3.76,0.0,0.8442151889835161,0.9999999917826372,0.0,3.4990385771718464e-32,9.915861497889766e-24,2.0607765930138317e-08,5.810824487306925e-09,3.707547131681939e-10,8.92058481295419e-11,5.364800768521852e-10,6.875311107947005e-09,8.94743551744987e-11,6.452142806103157e-10,6.894478687461437e-10,3.2644446712454743e-20,7.389271063994738e-12,5.397294274902675e-22
9.200098271966665e-08,0.07398452612580325,3.76,0.0,0.8442151878487519,0.9999999911928795,0.0,4.244225882689519e-32,1.0509021109527669e-23,2.1829975222963993e-08,6.141841180810381e-09,4.173065884713557e-10,9.563736774949208e-11,6.062455830906342e-10,7.328441276547378e-09,1.024974398384269e-10,7.087531847398581e-10,7.615730167761561e-10,3.983498891909042e-20,8.352709704373623e-12,6.975295392855424e-22
9.736252352906594e-08,0.07398452613308756,3.76,0.0,0.8442151867103455,0.9999999905963185,0.0,5.087322169510049e-32,1.1099882377151037e-23,2.304747056598451e-08,6.470856621295577e-09,4.665346073042171e-10,1.0204230448065195e-10,6.803554418423235e-10,7.784976252242139e-09,1.1642491711149134e-10,7.735912118128754e-10,8.357358608887307e-10,4.8095426719483933e-20,9.377859345488461e-12,8.890153899134452e-22
9.999999999999998e-08,0.07398452614034323,3.76,0.0,0.8442151861490024,0.9999999903004471,0.0,5.539689659006543e-32,1.1389723769838909e-23,2.364470881951741e-08,6.632010907705142e-09,4.917300276267002e-10,1.0518261412815721e-10,7.18407380472048e-10,8.010809670821155e-09,1.2360686811638188e-10,8.059202653690653e-10,8.729177188721331e-10,5.25797063814934e-20,9.904942685639298e-12,9.970422585858995e-22
1.0272406433846523e-07,0.07398452614034323,3.76,0.0,0.8442151855683105,0.9999999899932415,0.0,6.033890236435462e-32,1.1688528121501089e-23,2.4260419643627284e-08,6.797993008445599e-09,5.184286156384911e-10,1.0841851783673672e-10,7.588135686307499e-10,8.244925579905144e-09,1.312528334222617e-10,8.395886009614642e-10,9.117788650812005e-10,5.751852690934075e-20,1.0465183310363027e-11,1.1190579408587578e-21
1.0808560514786452e-07,0.07398452614757384,3.76,0.0,0.8442151844226606,0.9999999893839134,0.0,7.089408209715223e-32,1.2275033789285887e-23,2.546897874810522e-08,7.123360915577894e-09,5.729788123322383e-10,1.1476466585426106e-10,8.416225637002464e-10,8.708296850242556e-09,1.4697707442523566e-10,9.066187262111105e-10,9.8955553272842e-10,6.820013322559305e-20,1.161514606008503e-11,1.392939911908424e-21
1.1344714595726381e-07,0.0739845261547826,3.76,0.0,0.8442151832734085,0.9999999887685791,0.0,8.259274102409067e-32,1.2859472383112272e-23,2.667329353169427e-08,7.447060348932692e-09,6.301757267321898e-10,1.21080085171118e-10,9.287838292870356e-10,9.17509589358257e-09,1.635934086431816e-10,9.745669409253488e-10,1.068929676701379e-09,8.023912554384834e-20,1.2828212953739365e-11,1.7163690432137853e-21
1.188086867666631e-07,0.0739845261619725,3.76,0.0,0.8442151821205681,0.9999999881474636,0.0,9.548818152053095e-32,1.3441908451941616e-23,2.7873499671534157e-08,7.769181581103269e-09,6.900101989551709e-10,1.273647682744237e-10,1.0202976698718691e-09,9.645326911556523e-09,1.810974789829021e-10,1.0433296157267377e-09,1.1497747742843226e-09,9.373738669703346e-20,1.4104850055723573e-11,2.095491099312805e-21
1.241702275760624e-07,0.07398452616914626,3.76,0.0,0.8442151809641515,0.9999999875207752,0.0,1.0963311796938072e-31,1.402240621542577e-23,2.9069723589051758e-08,8.089806209343089e-09,7.524733580570314e-10,1.3361913965611147e-10,1.1161633976731106e-09,1.0118992700941132e-08,1.994849084354379e-10,1.1128130583594556e-09,1.2319732695808431e-09,1.08799772838649e-19,1.5445523930097907e-11,2.536902923063548e-21
1.295317683854617e-07,0.07398452617630644,3.76,0.0,0.8442151798041713,0.9999999868887058,0.0,1.250796725889883e-31,1.4601020347917564e-23,3.02620831985127e-08,8.409008334992215e-09,8.175565990727327e-10,1.398437337154157e-10,1.216379441966868e-09,1.0596094924105469e-08,2.187514612580576e-10,1.1829323629527917e-09,1.3154158479195174e-09,1.2553407622006984e-19,1.6850701428919536e-11,3.0476655382929592e-21
1.3489330919486099e-07,0.0739845261834553,3.76,0.0,0.8442151786406393,0.9999999862514333,0.0,1.4187931476584465e-31,1.5177808621527077e-23,3.145068852316275e-08,8.726855351240288e-09,8.852515644501687e-10,1.460391261562645e-10,1.3209434383311985e-09,1.107663424696316e-08,2.388930630244453e-10,1.253610534342313e-09,1.400000838276704e-09,1.4405098327080533e-19,1.8320849536621784e-11,3.6353169488356864e-21
1.4025485000426028e-07,0.07398452619059502,3.76,0.0,0.8442151774735677,0.9999999856091212,0.0,1.600829662425104e-31,1.5752816427181514e-23,3.2635642147535464e-08,9.043408284934872e-09,9.55550130866617e-10,1.522061139967194e-10,1.4298522908832348e-09,1.156061033799036e-08,2.5990568392821913e-10,1.3247779540499534e-09,1.4856337741523708e-09,1.644640444550925e-19,1.985643527590897e-11,4.3078844968774285e-21
1.4561639081365957e-07,0.07398452619772751,3.76,0.0,0.8442151763029673,0.9999999849619213,0.0,1.7974114832000578e-31,1.63260967244096e-23,3.3817039677682646e-08,9.358722262002167e-09,1.0284443955488753e-09,1.5834573780656328e-10,1.5431022324799086e-09,1.2048021931953708e-08,2.8178531312294307e-10,1.3963718152166505e-09,1.5722269470197885e-09,1.868896561188772e-19,2.1457925602301705e-11,5.073897148128462e-21
1.5097793162305886e-07,0.07398452620485454,3.76,0.0,0.8442151751288496,0.999999984309973,0.0,2.009040376033049e-31,1.689768536999626e-23,3.499497031881471e-08,9.672847387603216e-09,1.1039266584527102e-09,1.6445899964970838e-10,1.6606889019848249e-09,1.2538867044200487e-08,3.0452810390589375e-10,1.4683352923923017e-09,1.659698846503825e-09,2.1144703059619596e-19,2.312578725431393e-11,5.942398020438672e-21
1.5633947243245815e-07,0.0739845262119778,3.76,0.0,0.8442151739512253,0.9999999836534059,0.0,2.236212572570027e-31,1.7467633054501866e-23,3.616951742898473e-08,9.985829531612545e-09,1.1819894051897345e-09,1.7054667334960205e-10,1.782607419686694e-09,1.3033143143480728e-08,3.2813046617521245e-10,1.5406167558972301e-09,1.747973623767068e-09,2.382581466700071e-19,2.486048662759076e-11,6.922956846751401e-21
1.6170101324185744e-07,0.07398452621909879,3.76,0.0,0.8442151727701044,0.99999998299234,0.0,2.479418901697997e-31,1.803596542352512e-23,3.734075887451934e-08,1.0297710517385928e-08,1.2626252966013493e-09,1.7660950590487936e-10,1.9088524327904094e-09,1.3530847121566195e-08,3.5258894093259956e-10,1.6131694015940556e-09,1.8369807465042444e-09,2.6744771126603786e-19,2.666248972883339e-11,8.025681875634138e-21
1.6706255405125673e-07,0.07398452622621889,3.76,0.0,0.8442151715854972,0.9999999823268866,0.0,2.7391463876263957e-31,1.8602733843000292e-23,3.850876727741741e-08,1.0608528102891042e-08,1.3458271618441854e-09,1.8264846722525357e-10,2.0394181414312813e-09,1.4031975218342305e-08,3.7790005149779224e-10,1.6859510880134071e-09,1.926654758459707e-09,2.9914315376819475e-19,2.8532262147101914e-11,9.261231395986298e-21
1.7242409486065602e-07,0.07398452623333936,3.76,0.0,0.844215170397414,0.9999999816571475,0.0,3.0158811988443796e-31,1.9167951467440758e-23,3.9673610388374655e-08,1.0918316467799434e-08,1.4315879870555904e-09,1.8866458917402094e-10,2.174298341645942e-09,1.4536523142533852e-08,4.0406038680744057e-10,1.7589238781577646e-09,2.0169349177377106e-09,3.3347461714358644e-19,3.047026895688529e-11,1.0640825564149758e-20
1.7778563567005531e-07,0.0739845262404614,3.76,0.0,0.8442151692058637,0.9999999809832183,0.0,3.31010531553553e-31,1.9731674639182757e-23,4.083535158363911e-08,1.1227107050375023e-08,1.5199008997341588e-09,1.9465861322585264e-10,2.313486489367879e-09,1.5044486299856223e-08,4.3106678972567146e-10,1.8320533111853946e-09,2.1077647155631596e-09,3.7057490354987366e-19,3.24769745945363e-11,1.2176258563671745e-20
1.831471764794546e-07,0.07398452624758606,3.76,0.0,0.8442151680108562,0.9999999803051876,0.0,3.6222953070240285e-31,2.0293900381725933e-23,4.199405022917026e-08,1.1534928890508788e-08,1.6107591575811145e-09,2.0063103635256468e-10,2.4569757471518544e-09,1.5555859830600444e-08,4.589163203394573e-10,1.905307964748154e-09,2.199091523278169e-09,4.105794084851287e-19,3.45528428174622e-11,1.3879910280189814e-20
1.885087172888539e-07,0.07398452625471436,3.76,0.0,0.8442151668124002,0.999999979623137,0.0,3.952921594263391e-31,2.085469640888701e-23,4.3149761813186e-08,1.1841808342854644e-08,1.7041561451260097e-09,2.0658251629525023e-10,2.604758993987241e-09,1.6070638448855546e-08,4.876060212485255e-10,1.978659493986156e-09,2.2908664631708343e-09,4.536261136099886e-19,3.66983367327046e-11,1.5764757156689355e-20
1.9387025809825319e-07,0.07398452626184716,3.76,0.0,0.8442151656105048,0.9999999789371427,0.0,4.302456090843777e-31,2.141403673907598e-23,4.4302538094311264e-08,1.2147769051616975e-08,1.8000853697139421e-09,2.1251396097101205e-10,2.756828833482941e-09,1.6588816414007372e-08,5.171328648761837e-10,2.052082591819082e-09,2.383044264342623e-09,4.998556176477867e-19,3.891391876411662e-11,1.7844383122208455e-20
1.9923179890765248e-07,0.0739845262689853,3.76,0.0,0.8442151644051792,0.9999999782472745,0.0,4.6713682599583555e-31,2.197201000312179e-23,4.545242747785519e-08,1.2452832676989856e-08,1.8985404496586508e-09,2.1842610607797698e-10,2.9131776373868346e-09,1.7110387763538656e-08,5.474939867067464e-10,2.125554440254703e-09,2.4755828982768318e-09,5.494111031123206e-19,4.1200050529131625e-11,2.0132991336583647e-20
2.0459333971705177e-07,0.07398452627612957,3.76,0.0,0.8442151631964312,0.9999999775535988,0.0,5.060124603507798e-31,2.2528556273263352e-23,4.6599475434687047e-08,1.2757019571896568e-08,1.9995151008883442e-09,2.2431926732241608e-10,3.0737976006646313e-09,1.7635346486004185e-08,5.786868152382408e-10,2.199054095096478e-09,2.5684431733114903e-09,6.024382284102123e-19,4.3557192764416626e-11,2.2645415906436654e-20
2.0995488052645106e-07,0.07398452628328066,3.76,0.0,0.8442151619842692,0.9999999768561765,0.0,5.469182440029037e-31,2.3083762746078576e-23,4.7743724614836664e-08,1.3060348446263455e-08,2.1030031339008824e-09,2.3019381283095704e-10,3.2386807516498908e-09,1.81636863323921e-08,6.107087982900845e-10,2.2725625348523806e-09,2.6615886240831212e-09,6.590850940665414e-19,4.5985805395204423e-11,2.5397132180535833e-20
2.1531642133585035e-07,0.07398452629043922,3.76,0.0,0.844215160768702,0.9999999761550644,0.0,5.898998140044892e-31,2.3637623999454388e-23,4.888521490780849e-08,1.3362836141520178e-08,2.2089984524996017e-09,2.360503718977661e-10,3.4078189485142347e-09,1.8695400722583195e-08,6.43557284259609e-10,2.3460627697612585e-09,2.75498545248027e-09,7.195022837451661e-19,4.8486347541150866e-11,2.840426701504409e-20
2.2067796214524964e-07,0.07398452629760582,3.76,0.0,0.8442151595497374,0.9999999754503158,0.0,6.350025775135444e-31,2.4190214789756122e-23,5.0023983616153236e-08,1.3664497957567137e-08,2.31749504861347e-09,2.418895561390721e-10,3.581203890574185e-09,1.923048287741134e-08,6.772296803044548e-10,2.419539656427885e-09,2.8486023592542777e-09,7.838428868228323e-19,5.105927742445994e-11,3.168360969896905e-20
2.2603950295464893e-07,0.073984526304781,3.76,0.0,0.844215158327383,0.999999974741979,0.0,6.822721038825313e-31,2.4741436971979835e-23,5.116006576732677e-08,1.3965348232789975e-08,2.4284869923397757e-09,2.4771165847401593e-10,3.758827156352182e-09,1.9768925993355635e-08,7.117236168102344e-10,2.4929794341804744e-09,2.9424102421143826e-09,8.522624092153776e-19,5.3705052291387975e-11,3.525262327833008e-20
2.3140104376404822e-07,0.07398452631196527,3.76,0.0,0.8442151571016469,0.999999974030101,0.0,7.317529770455063e-31,2.529141933798827e-23,5.229349435293694e-08,1.426540044864623e-08,2.5419684243987993e-09,2.535168438328844e-10,3.940680235802826e-09,2.0310723201124115e-08,7.470368302928676e-10,2.566369463650878e-09,3.0363819640211907e-09,9.249186660658074e-19,5.642412844627782e-11,3.9129455053505446e-20
2.367625845734475e-07,0.07398452631915908,3.76,0.0,0.8442151558725364,0.9999999733147249,0.0,7.834899647933566e-31,2.5840050252052323e-23,5.342430036591275e-08,1.4564666860928797e-08,2.6579335554376033e-09,2.5930553711763957e-10,4.126754527656986e-09,2.0855867397220517e-08,7.831669411515818e-10,2.6396983752863834e-09,3.1304923167152985e-09,1.0019718070639323e-18,5.921696131476849e-11,4.333294604752111e-20
2.421241253828468e-07,0.07398452632636285,3.76,0.0,0.8442151546400596,0.9999999725958902,0.0,8.375269883831047e-31,2.6387529827774254e-23,5.455251281319605e-08,1.4863158447099012e-08,2.776376666158533e-09,2.6507834069338025e-10,4.317041326220499e-09,2.1404351262333684e-08,8.201115046334931e-10,2.7129561862591587e-09,3.224718007902687e-09,1.0835844082369917e-18,6.208400539446467e-11,4.788264094048174e-20
2.474856661922461e-07,0.07398452633357695,3.76,0.0,0.8442151534042238,0.9999999718736352,0.0,8.939088342578565e-31,2.693363588455017e-23,5.5678158921151746e-08,1.5160885463086007e-08,2.897292100850732e-09,2.7083557307690093e-10,4.51153184046857e-09,2.1956167480720697e-08,8.578682719742635e-10,2.7861339791267427e-09,3.3190374623130472e-09,1.1699214204165568e-18,6.502571413702493e-11,5.279879926937497e-20
2.528472070016454e-07,0.07398452634080173,3.76,0.0,0.8442151521650363,0.9999999711479945,0.0,9.526784653325698e-31,2.7478665285206563e-23,5.6801264427703025e-08,1.5457857855569093e-08,3.0206742578818213e-09,2.7657720435890214e-10,4.710217235855008e-09,2.2511308819250622e-08,8.964352177538783e-10,2.8592234655816006e-09,3.413430539065714e-09,1.261149987697102e-18,6.804253993876764e-11,5.810240625238802e-20
2.582087478110447e-07,0.07398452634803752,3.76,0.0,0.844215150922504,0.9999999704190016,0.0,1.0138799748724198e-30,2.802226679548706e-23,5.7921853679849154e-08,1.5754084933921074e-08,3.1465175867439634e-09,2.8230335663042164e-10,4.9130886470799276e-09,2.3069767930459045e-08,9.35810249072835e-10,2.9322170080751806e-09,3.507878437102915e-09,1.3574394029857809e-18,7.113493425232643e-11,6.381518162861709e-20
2.6357028862044397e-07,0.07398452635528462,3.76,0.0,0.8442151496766344,0.9999999696866874,0.0,1.0775552450757584e-30,2.856491818289293e-23,5.9039949541755204e-08,1.6049574915982837e-08,3.2748165915702394e-09,2.8801455871795087e-10,5.120137151899009e-09,2.3631537211683308e-08,9.75991065454232e-10,3.005107963682847e-09,3.6023637835902834e-09,1.458961273987298e-18,7.430334762026523e-11,6.995958805966593e-20
2.6893182942984326e-07,0.07398452636254325,3.76,0.0,0.8442151484274346,0.9999999689510812,0.0,1.1437490929389205e-30,2.9106043364216867e-23,6.015557342862065e-08,1.634433523215338e-08,3.4055658304231373e-09,2.937112796819693e-10,5.331353760430728e-09,2.4196608989783842e-08,1.016975430060151e-09,3.0778906610777626e-09,3.696870600765515e-09,1.5658895897428533e-18,7.754822954365758e-11,7.65588417212161e-20
2.7429337023924255e-07,0.0739845263698137,3.76,0.0,0.844215147174912,0.9999999682122102,0.0,1.2125022524799236e-30,2.96463915806942e-23,6.126874558918379e-08,1.6638373238349995e-08,3.53875990606367e-09,2.993934813703572e-10,5.546729453283944e-09,2.4764975758317816e-08,1.058761418195679e-09,3.1505598886190245e-09,3.79138403265885e-09,1.6784004890393428e-18,8.087002838176264e-11,8.363692404466623e-20
2.7965491104864184e-07,0.07398452637709618,3.76,0.0,0.844215145919073,0.9999999674700999,0.0,1.2838572577948483e-30,3.0185373474417744e-23,6.237948533046675e-08,1.6931696142296074e-08,3.6743934585131357e-09,3.050610930297751e-10,5.7662552206655786e-09,2.5336630024321735e-08,1.1013471348977035e-09,3.223110639239496e-09,3.8858901277769365e-09,1.7966720704542144e-18,8.426919148081665e-11,9.121859049962552e-20
2.8501645185804113e-07,0.07398452638439088,3.76,0.0,0.8442151446599243,0.9999999667247752,0.0,1.3578569174589979e-30,3.0722964505566263e-23,6.34878109054688e-08,1.7224310442849553e-08,3.812461169140861e-09,3.107143784179215e-10,5.9899220348514834e-09,2.5911564118141377e-08,1.14473051039137e-09,3.2955384982559835e-09,3.980375947328172e-09,1.9208845944948142e-18,8.774616524282175e-11,9.932937840287712e-20
2.903779926674404e-07,0.073984526391698,3.76,0.0,0.8442151433974733,0.9999999659762591,0.0,1.434543644773547e-30,3.1259512388832534e-23,6.459373950355882e-08,1.7516222034930253e-08,3.952957761232726e-09,3.163536935287319e-10,6.21772083851964e-09,2.6489770281799964e-08,1.1889094423982391e-09,3.367839692913534e-09,4.074829574266237e-09,2.051220544265002e-18,9.130139505543726e-11,1.0799561421302407e-19
2.957395334768397e-07,0.0739845263990177,3.76,0.0,0.8442151421317265,0.9999999652245728,0.0,1.5139592353833842e-30,3.1794944157510234e-23,6.569728735598655e-08,1.7807436496498677e-08,4.095877996756278e-09,3.2197921693482563e-10,6.449642551473969e-09,2.7071240791752257e-08,1.2338819498353407e-09,3.44001094907563e-09,4.169240011013523e-09,2.1878645612862984e-18,9.493532522041944e-11,1.1724442576258928e-19
3.01101074286239e-07,0.0739845264063501,3.76,0.0,0.8442151408626908,0.9999999644697372,0.0,1.596143263830393e-30,3.232932740964484e-23,6.679846989301231e-08,1.8097959259958704e-08,4.2412166712954854e-09,3.275909584580873e-10,6.685678091641633e-09,2.7655967981133598e-08,1.279646162889984e-09,3.5120492838403897e-09,4.263597027393081e-09,2.331003309669084e-18,9.864839895835478e-11,1.2710375379298443e-19
3.064626150956383e-07,0.07398452641369538,3.76,0.0,0.8442151395903726,0.9999999637117716,0.0,1.6811360939904367e-30,3.286244593793333e-23,6.789730183012425e-08,1.8387795538431316e-08,4.388968611254783e-09,3.3318896934186494e-10,6.925818387674919e-09,2.824394416607543e-08,1.3262001990794473e-09,3.5839519399853243e-09,4.357891077204334e-09,2.4808254211042084e-18,1.024410584642324e-10,1.376023594979245e-19
3.118241559050376e-07,0.07398452642105367,3.76,0.0,0.8442151383147788,0.9999999629506947,0.0,1.768978413109767e-30,3.339450833469466e-23,6.899379716380055e-08,1.8676950190676936e-08,4.539128674104016e-09,3.3877344631894957e-10,7.1700543738610974e-09,2.8835161595187458e-08,1.3735421045853395e-09,3.6557164677378174e-09,4.452113302217482e-09,2.6375215523022194e-18,1.063137449317796e-10,1.4876983042973523e-19
3.171856967144369e-07,0.07398452642842505,3.76,0.0,0.8442151370359154,0.9999999621865242,0.0,1.8597124814302993e-30,3.3925327865034995e-23,7.008796916543446e-08,1.896542773813099e-08,4.691691748769536e-09,3.443446170914609e-10,7.418376980910271e-09,2.9429612486749268e-08,1.4216699224025975e-09,3.727340785456606e-09,4.546255537860345e-09,2.8012844342527674e-18,1.1026689851957231e-10,1.606365887521252e-19
3.2254723752383617e-07,0.07398452643580965,3.76,0.0,0.8442151357537898,0.9999999614192764,0.0,1.9533781056666304e-30,3.4455173190585514e-23,7.117983044229869e-08,1.9253232509230578e-08,4.846652753809466e-09,3.4990259482299775e-10,7.670777138410224e-09,3.0027289093493595e-08,1.470581775559142e-09,3.798823114205224e-09,4.6403102540788005e-09,2.9723088179322037e-18,1.1430095831091976e-10,1.7323390215526882e-19
3.2790877833323546e-07,0.07398452644320752,3.76,0.0,0.8442151344684079,0.9999999606489675,0.0,2.050014392134788e-30,3.4983852466752746e-23,7.226939304673698e-08,1.954036874172736e-08,5.00400663392468e-09,3.5544739392733516e-10,7.927245788439604e-09,3.062818371272177e-08,1.520275854821318e-09,3.8701618460488274e-09,4.734270449631753e-09,3.150791357394591e-18,1.184163623189057e-10,1.8659389561966377e-19
3.3327031914263475e-07,0.0739845264506188,3.76,0.0,0.8442151331797763,0.9999999598756125,0.0,2.1496593206898752e-30,3.551143065511613e-23,7.335666852258461e-08,1.9826840526663227e-08,5.1637483584427215e-09,3.609790601747314e-10,8.187773892086753e-09,3.12322886391321e-08,1.5707503422421827e-09,3.941355515628501e-09,4.82812960718514e-09,3.336930587704459e-18,1.2261354752259207e-10,2.0074955728989782e-19
3.3863185995203404e-07,0.07398452645804351,3.76,0.0,0.8442151318879012,0.999999959099226,0.0,2.252354085156924e-30,3.6037743411193626e-23,7.444166788930813e-08,2.011265169534239e-08,5.3258729218684344e-09,3.664977503625911e-10,8.452352424293924e-09,3.183959612463336e-08,1.6220033664984019e-09,4.01240287425372e-09,4.921881708623173e-09,3.530926999144382e-18,1.2689294988928373e-10,2.1573474256772177e-19
3.4399340076143333e-07,0.0739845264654817,3.76,0.0,0.8442151305927891,0.9999999583198221,0.0,2.3581389966680013e-30,3.6563143708132336e-23,7.552440165214989e-08,2.0397805860760684e-08,5.490375343700025e-09,3.7200362759719665e-10,8.720972368341575e-09,3.24500984159827e-08,1.6740330644822858e-09,4.083302915367844e-09,5.015521225089419e-09,3.732983053010847e-18,1.3125500434627391e-10,2.3158418397283736e-19
3.493549415708326e-07,0.07398452647293349,3.76,0.0,0.8442151292944464,0.9999999575374141,0.0,2.467053560273701e-30,3.708730808927655e-23,7.660487988232245e-08,2.0682306579440288e-08,5.657250665963545e-09,3.7749673283909655e-10,8.99362472198413e-09,3.30637878169004e-08,1.7268376538132355e-09,4.1540547765897245e-09,5.109043039256886e-09,3.943303059636966e-18,1.3570014474604612e-10,2.48333505026434e-19
3.547164823802319e-07,0.07398452648039892,3.76,0.0,0.8442151279928793,0.9999999567520143,0.0,2.579131778916026e-30,3.761061229981912e-23,7.768311229192894e-08,2.0966157387428047e-08,5.826493950779707e-09,3.8297705214215273e-10,9.270300508357996e-09,3.3680656673026954e-08,1.7804153915313002e-09,4.2246576490886346e-09,5.2024423728382354e-09,4.1620930747678775e-18,1.4022880388585722e-10,2.660192289619007e-19
