Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113)
2.648436563825e-08,0.6841024790314416,3.76,0.0,0.9253358202738508,0.9999999168243707,2.7029997188869147e-10,1.6386929917692347e-23,4.898923198428195e-16,2.1453127469514147e-05,2.2377318250588005e-07,1.3983913388647963e-07,1.9149825406248175e-08,3.442923467066373e-08,4.268609165830373e-09,8.924439107115243e-17,1.1369913026838216e-18,7.873410748837297e-08,2.352761655193638e-09,8.497792638930593e-11,1.5895958843921829e-09,3.736910904843289e-10,1.5816107097455865e-09,3.519267437253301e-11,1.7313851869655424e-15,7.764628744771728e-15,6.132670903539286e-14,1.0591337371811261e-18,8.389589258320261e-29,1.2151991314514058e-10,3.706825165707483e-29,1.2413070862408302e-22,7.125943334454505e-17,9.274136453001923e-25,1.425281131378208e-22,8.58582355217937e-21,1.2488116475453042e-13,1.2592944639322072e-13,2.4603444931524666e-19,1.7526755750959508e-19,4.828081096743526e-15,1.2199977578226697e-13,1.375316742433852e-13,1.3956093157374895e-26,2.1790098638804853e-17,1.7166607407495747e-18,6.608972718964695e-32,9.741389111033822e-19,1.383737520939568e-26,1.2282766931602749e-32
2.7468518447430898e-08,0.6841025275964272,3.76,0.0,0.9253354043495255,0.9999999135582159,3.0107211465718026e-10,1.8372501451567607e-23,5.123433209573019e-16,2.2244809799784496e-05,2.3663695278625922e-07,1.504000896102048e-07,2.093791086029e-08,3.651870385784495e-08,4.663238299970015e-09,1.0362416249348663e-16,1.3644659953900008e-18,8.167828508895488e-08,2.5120364041531874e-09,9.180930838267992e-11,1.7068625732472624e-09,4.033557989600637e-10,1.7027820867472752e-09,3.7860661972177806e-11,1.9336067163032586e-15,8.655789704313416e-15,6.489889150381669e-14,1.2722559427785724e-18,1.0850021727191037e-28,1.2901435852101974e-10,4.935944054054041e-29,1.4758579002009723e-22,8.389017201356763e-17,1.0813221223588054e-24,1.7537639171399585e-22,1.0660253508139068e-20,1.298987823389709e-13,1.336082646028233e-13,2.6892912524199642e-19,1.878608475248547e-19,5.125107374958916e-15,1.3377649127225286e-13,1.459080318346879e-13,1.6919513175456725e-26,2.5106439665816158e-17,1.878774131631335e-18,8.120682437143452e-32,1.1324282190901584e-18,1.772758725410177e-26,1.579637425725435e-32
2.8452671256611796e-08,0.6841025761728405,3.76,0.0,0.925334988016371,0.9999999102797534,3.3407211347317956e-10,2.0523520633879143e-23,5.348069968795708e-16,2.3036100109722782e-05,2.49808514602435e-07,1.6134361479294735e-07,2.282715914045719e-08,3.8682673736635664e-08,5.081528740826059e-09,1.1976181535418261e-16,1.6279554749078974e-18,8.46242794667376e-08,2.675291000701063e-09,9.891757470313948e-11,1.828205637283919e-09,4.3432126134787435e-10,1.8284935163341952e-09,4.062653540727112e-11,2.151189487402672e-15,9.620323739974768e-15,6.855760543153571e-14,1.5193339726467847e-18,1.3916900324284563e-28,1.3663396291534142e-10,6.513522594052492e-29,1.7450173760971801e-22,9.821872018274622e-17,1.2549990015502782e-24,2.1443528027920393e-22,1.3143411276736018e-20,1.3514450584476417e-13,1.41599233162091e-13,2.930351085216157e-19,2.0101317954045783e-19,5.4341956774233434e-15,1.46270090981402e-13,1.5449581560539604e-13,2.0387694030917496e-26,2.878180997009464e-17,2.0501566470479234e-18,9.913279235433606e-32,1.3094726058099902e-18,2.2532445337317434e-26,2.0150147986371996e-32
2.9436824065792693e-08,0.6841026247609742,3.76,0.0,0.9253345712736423,0.999999906988981,3.6937612507370156e-10,2.284859340948613e-23,5.572792074584594e-16,2.3826998675034774e-05,2.6328623259380447e-07,1.7266951977409552e-07,2.481995800342356e-08,4.0922597211120794e-08,5.524317374150737e-09,1.3781047550095185e-16,1.9317979675467167e-18,8.757214304286975e-08,2.8424253685811312e-09,1.0630300337452925e-10,1.95362787322192e-09,4.666104204380941e-10,1.958749107018192e-09,4.3490351644514356e-11,2.3847278895401576e-15,1.0662518889173182e-14,7.230238214960595e-14,1.8044866653272825e-18,1.771372306671324e-28,1.443725921777788e-10,8.522793337279389e-29,2.052583203282368e-22,1.1440635322331022e-16,1.450320186551854e-24,2.606412160392176e-22,1.609932912151563e-20,1.4062513057741744e-13,1.4991474773377834e-13,3.183915646430047e-19,2.1474758716447146e-19,5.755842686279271e-15,1.5950968493934025e-13,1.6329388358493904e-13,2.4427471889486744e-26,3.2840381405327446e-17,2.2310291746587803e-18,1.2028072981201964e-31,1.506720785875102e-18,2.842824235193559e-26,2.550873471216163e-32
3.042097687497359e-08,0.6841026733611196,3.76,0.0,0.9253341541205781,0.9999999036858924,4.0706034835292675e-10,2.535650577715484e-23,5.797567624468639e-16,2.4617505768844067e-05,2.770685012227816e-07,1.8437761502948441e-07,2.691868244219909e-08,4.32398967119666e-08,5.992457369054884e-09,1.5793163892331847e-16,2.2806904333125677e-18,9.052192834166133e-08,3.0133419045934696e-09,1.139657699493683e-10,2.0831335473160106e-09,5.002467273426156e-10,2.093552661574624e-09,4.645216951816038e-11,2.6348202722720263e-15,1.1786831184546484e-14,7.613277157754952e-14,2.1321770233789566e-18,2.2384618508817573e-28,1.5222441861539187e-10,1.1063736922318914e-28,2.4026419460350964e-22,1.3262357369689975e-16,1.669284150083347e-24,3.1503620442788524e-22,1.9599293252605105e-20,1.4634681836818477e-13,1.5856674828249965e-13,3.4504000654951903e-19,2.2908720460208014e-19,6.090527572111954e-15,1.7352555953215306e-13,1.7230110884271639e-13,2.9112124057396e-26,3.7307027038292625e-17,2.421611406173632e-18,1.4510806792825365e-31,1.725676137879734e-18,3.5618089988106634e-26,3.206217527393428e-32
3.140512968415449e-08,0.6841027219735654,3.76,0.0,0.9253337365564002,0.9999999003704781,4.472011018881739e-10,2.8056360868619005e-23,6.02236752983335e-16,2.540762166186654e-05,2.911537432769679e-07,1.9646771116798238e-07,2.9125695323331777e-08,4.563596589607136e-08,6.486817231415106e-09,1.8029574580504556e-16,2.679736969780543e-18,9.347368797739165e-08,3.1879453078739874e-09,1.219059694975085e-10,2.2167282935752538e-09,5.352540483484839e-10,2.232907721664545e-09,4.9512049737757353e-11,2.902069155803741e-15,1.2997887916510116e-14,8.004833485694606e-14,2.5072573342455416e-18,2.809645872271252e-28,1.6018387642034454e-10,1.4255220854563301e-28,2.7995787570129823e-22,1.530507712918822e-16,1.9140164610596035e-24,3.78780615063295e-22,2.3723241028925217e-20,1.5231548295927303e-13,1.6756660320272264e-13,3.730239318378511e-19,2.4405482060963635e-19,6.438706341410995e-15,1.8834907627322213e-13,1.815163819007436e-13,3.452206059285267e-26,4.220730968298856e-17,2.622121908926292e-18,1.7412371883381316e-31,1.9678967736544724e-18,4.433545391685448e-26,4.0029414017592076e-32
3.2389282493335385e-08,0.6841027705985995,3.76,0.0,0.9253333185803151,0.9999998970427254,4.898747922815048e-10,3.0957417298730366e-23,6.247170351854116e-16,2.6197346622339585e-05,3.0554041045325625e-07,2.0893961893286116e-07,3.1443347139692065e-08,4.811216897611232e-08,7.0082811772410826e-09,2.0508205685469038e-16,3.134437387613892e-18,9.642747466030564e-08,3.3661426492937637e-09,1.3012360575436472e-10,2.3544191512976197e-09,5.716567053455506e-10,2.3768175469378284e-09,5.267005488483625e-11,3.1870812246837893e-15,1.43004865181221e-14,8.404863092850537e-14,2.934960287670411e-18,3.5042575408352105e-28,1.682456825543238e-10,1.823875723814214e-28,3.2480951568025115e-22,1.7587796677873048e-16,2.1867752869791573e-24,4.531580708027315e-22,2.855955669725111e-20,1.585365270894973e-13,1.7692524337461744e-13,4.0238885186857696e-19,2.5967322000627364e-19,6.800817954946775e-15,2.0401269080156403e-13,1.909386209087915e-13,4.0745011329769793e-26,4.7567482338209003e-17,2.8327781106999318e-18,2.078878592350464e-31,2.234995107766086e-18,5.484728344426456e-26,4.966119603752522e-32
3.337343530251628e-08,0.684102819236507,3.76,0.0,0.9253329001915124,0.9999998937026185,5.351580038428494e-10,3.4069272760705397e-23,6.471955664703617e-16,2.6986680916224096e-05,3.2022698161320983e-07,2.2179314919784592e-07,3.387397675326161e-08,5.0669842696845806e-08,7.557748031971422e-09,2.324793249436675e-16,3.650746352344774e-18,9.938334118163992e-08,3.5478431738755065e-09,1.386186156827311e-10,2.4962144455199912e-09,6.094793691765375e-10,2.525285165398314e-09,5.5926249421580174e-11,3.490467575038264e-15,1.5699598427691238e-14,8.813322555078385e-14,3.4209537286246975e-18,4.3444878242220125e-28,1.7640478643791595e-10,2.318084030356217e-28,3.75321767547496e-22,2.0130559479934412e-16,2.4899557894737067e-24,5.395899225526212e-22,3.420683408982752e-20,1.6501523491837112e-13,1.8665307539521628e-13,4.331817951959171e-19,2.759647574259416e-19,7.177280081733938e-15,2.2054982186907501e-13,2.0056676244411068e-13,4.787682644954398e-26,5.341447584787054e-17,3.0537963541972325e-18,2.4702072983227433e-31,2.5286379116739447e-18,6.745790884452226e-26,6.124397133480249e-32
3.435758811169718e-08,0.6841028678875725,3.76,0.0,0.9253324813891667,0.9999998903501383,5.831274505167295e-10,3.7401648093288553e-23,6.696709320713729e-16,2.7775624807097063e-05,3.352119636833786e-07,2.350281129691977e-07,3.641991101313453e-08,5.331029530640577e-08,8.136131803514576e-09,2.6268557224238253e-16,4.235052111777783e-18,1.0234134042227771e-07,3.732958406008143e-09,1.473908543362572e-10,2.642123846415137e-09,6.48747119382444e-10,2.6783133435778502e-09,5.928069968606087e-11,3.812843680661658e-15,1.7200367680386894e-14,9.230170225592679e-14,3.971323221359919e-18,5.355886326154683e-28,1.8465639974798358e-10,2.9278155079657376e-28,4.320318197079699e-22,2.295441011623842e-16,2.8260962004296957e-24,6.396403290662156e-22,4.077340176948342e-20,1.7175646980793457e-13,1.967600929225806e-13,4.654515187313337e-19,2.9295172428992085e-19,7.568494196090435e-15,2.379949124101201e-13,2.103997542314939e-13,5.60216238875127e-26,5.977590085809542e-17,3.285391857411237e-18,2.9220128785242243e-31,2.850545845056751e-18,8.251301926788965e-26,7.510357355342822e-32
3.5341740920878077e-08,0.6841029165520776,3.76,0.0,0.9253320621724368,0.999999886985263,6.338600578722167e-10,4.096456069329484e-23,6.921418281178999e-16,2.8564178556336532e-05,3.504938900466482e-07,2.4864432138209554e-07,3.90834654409795e-08,5.603480837502333e-08,8.744360669328334e-09,2.959087274128037e-16,4.894234290296069e-18,1.0530152533932754e-07,3.921401968579399e-09,1.564401164795686e-10,2.792158258097188e-09,6.894853477762497e-10,2.8359046313897977e-09,6.273347389995702e-11,4.154829634248913e-15,1.880811472396246e-14,9.655364974330132e-14,4.592625593408698e-18,6.56760719224992e-28,1.9299595161814047e-10,3.676046786541832e-28,4.955120733579702e-22,2.6081467478776746e-16,3.1978814945463944e-24,7.55030856374638e-22,4.8379109432413654e-20,1.7876498818602302e-13,2.0725583403329255e-13,4.992480089658711e-19,3.1065602349645825e-19,7.974843145908436e-15,2.56383301231465e-13,2.20436565432444e-13,6.529254866401463e-26,6.668003638010393e-17,3.527778793959079e-18,3.441760684329549e-31,3.202493428319521e-18,1.0040382943721626e-25,9.160941751018453e-32
3.6325893730058974e-08,0.6841029652303036,3.76,0.0,0.9253316425404677,0.999999883607967,6.874329750351535e-10,4.4768284744153374e-23,7.146071143903444e-16,2.9352342423149432e-05,3.6607132027665887e-07,2.6264158570008147e-07,4.1866944345256594e-08,5.884463708779406e-08,9.383376813521532e-09,3.3236681506917994e-16,5.63568130535537e-18,1.0826394896466821e-07,4.113089555871689e-09,1.657661381483069e-10,2.9463297984175688e-09,7.317197465091849e-10,2.998061366384282e-09,6.628464216947333e-11,4.517050251265363e-15,2.052833761864722e-14,1.0088865754329708e-13,5.291906337761852e-18,8.012875544599024e-28,2.0141908439560588e-10,4.589585770932717e-28,5.6637214138404715e-22,2.9534937797071663e-16,3.608150384820746e-24,8.876512917706232e-22,5.715600877098978e-20,1.8604541620725374e-13,2.1814942175628252e-13,5.346223825295082e-19,3.2909922059189145e-19,8.396692934459686e-15,2.757511997575569e-13,2.306761895388951e-13,7.581235751678163e-26,7.41558259914515e-17,3.781170300315732e-18,4.0376328448178615e-31,3.586308769381919e-18,1.2157194275439574e-25,1.1117913044251283e-31
3.731004653923987e-08,0.6841030139225286,3.76,0.0,0.9253312224923885,0.9999998802182227,7.439235969580775e-10,4.882334864489408e-23,7.370657921959442e-16,3.014011666462253e-05,3.8194283967394655e-07,2.7701971731405415e-07,4.4772641019791767e-08,6.174101076264466e-08,1.0054136138499463e-08,3.7228821114339946e-16,6.4673138019052534e-18,1.1122866440174018e-07,4.307938883787039e-09,1.7536860113466162e-10,3.104651765292997e-09,7.754762837069851e-10,3.1647856839441957e-09,6.993427648725879e-11,4.900135193328353e-15,2.2366713633139165e-14,1.0530632474758763e-13,6.07672241723927e-18,9.729418377362465e-28,2.0992164346194272e-10,5.699562133990376e-28,6.452605915775772e-22,3.3339136541111248e-16,4.059901607983784e-24,1.0395709270176e-21,6.724919974449672e-20,1.9360227214803804e-13,2.294495967897001e-13,5.716267162450041e-19,3.483025483354084e-19,8.834394067957874e-15,2.9613565131046265e-13,2.4111763578826275e-13,8.771402597612906e-26,8.223287277590169e-17,4.0457784819233635e-18,4.718575825167356e-31,4.003873319100217e-18,1.4651406748705203e-25,1.342830800196776e-31
3.829419934842077e-08,0.6841030626290312,3.76,0.0,0.9253308020273144,0.9999998768159993,8.034095589726105e-10,5.314044425963981e-23,7.595171599272789e-16,3.0927501535711653e-05,3.981070593311784e-07,2.9177852774246725e-07,4.780283771717064e-08,6.472513276723427e-08,1.0757608311545951e-08,4.1591172975874447e-16,7.397592727472431e-18,1.1419572482699326e-07,4.505869700603203e-09,1.8524712973965544e-10,3.2671386390821117e-09,8.207812123167733e-10,3.336079511710566e-09,7.368245073170024e-11,5.3047190433622365e-15,2.43290999713043e-14,1.0980626274067476e-13,6.955151490738876e-18,1.1760064552722104e-27,2.1849968280819155e-10,7.04211710520039e-28,7.328662568041448e-22,3.751948655417389e-16,4.556298319914049e-24,1.2130495267774709e-21,7.881727983901677e-20,2.0143987704603044e-13,2.4116476018556816e-13,6.103140836170578e-19,3.6828702517976543e-19,9.288283429562454e-15,3.1757454152102565e-13,2.5175992662831017e-13,1.0114111806504682e-25,9.094143723601225e-17,4.321814416693065e-18,5.494331202518967e-31,4.4571215439022536e-18,1.7578775802920148e-25,1.6144994646271122e-31
3.9278352157601666e-08,0.6841031113500868,3.76,0.0,0.925330381144346,0.9999998734012633,8.65968779696377e-10,5.77304961611445e-23,7.81960642125056e-16,3.171449728933933e-05,4.14562615262592e-07,3.06917828629411e-07,5.095980602055e-08,6.779818149668097e-08,1.1494776220477847e-08,4.634870279020963e-16,8.435557587374263e-18,1.1716518348326364e-07,4.706803691483735e-09,1.9540130079008892e-10,3.43380602089336e-09,8.676610213761335e-10,3.511944591200605e-09,7.752924067074472e-11,5.731441480372407e-15,2.6421536564415914e-14,1.1438808676902287e-13,7.935828110167793e-18,1.4153185005946497e-27,2.2714944344873192e-10,8.658942492328942e-28,8.29919195105523e-22,4.210255890956513e-16,5.1006721054891164e-24,1.410550953165633e-21,9.20336661288686e-20,2.095624649823632e-13,2.533029865918929e-13,6.507382766013777e-19,3.890733647459576e-19,9.758684581337213e-15,3.4010652885831285e-13,2.626021046605304e-13,1.1624841429297607e-25,1.0031242991737029e-16,4.609488199676906e-18,6.375503915291399e-31,4.948040723271445e-18,2.1001662363361465e-25,1.9327187733733862e-31
4.026250496678256e-08,0.6841031600859698,3.76,0.0,0.9253299598425694,0.9999998699739779,9.316794676449214e-10,6.260460935321282e-23,8.043958196605319e-16,3.250110417641155e-05,4.3130816823188897e-07,3.2243743174427305e-07,5.4245806917957483e-08,7.096131055936476e-08,1.2266635870583976e-08,5.152747847174074e-16,9.590843196335829e-18,1.2013709367912778e-07,4.910664462318288e-09,2.0583064390069545e-10,3.6046706189161725e-09,9.161424302867321e-10,3.6923824793075525e-09,8.147472396239133e-11,6.1809473879574546e-15,2.865024743661902e-14,1.1905141526800337e-13,9.02796094484459e-18,1.6963379113854488e-27,2.3586735192954526e-10,1.0598105859660348e-27,9.371928413911845e-22,4.71160818663391e-16,5.696530361426439e-24,1.6347564528976109e-21,1.0708733325428681e-19,2.1797416417173975e-13,2.6587203841965624e-13,6.929538070990176e-19,4.106820075462351e-19,1.0245908433613196e-14,3.637710433055502e-13,2.736432332787447e-13,1.332025469836944e-25,1.1037740804701254e-16,4.909008941162511e-18,7.373602721841169e-31,5.478670668813545e-18,2.4989706851983807e-25,2.304109672008378e-31
4.124665777596346e-08,0.6841032088369533,3.76,0.0,0.9253295381210583,0.9999998665341043,1.0006201706709714e-09,6.777416468469183e-23,8.268222574034267e-16,3.328732244593043e-05,4.483424027432027e-07,3.383371489795253e-07,5.766309123339754e-08,7.421564990894923e-08,1.3074195754421567e-08,5.715471647997543e-16,1.0873725155726612e-17,1.2311150878134323e-07,5.117377429491332e-09,2.1653465277629184e-10,3.779750176651797e-09,9.662523329786148e-10,3.877394572869264e-09,8.55189801589743e-11,6.653887052466608e-15,3.1021644112483314e-14,1.2379587728778776e-13,1.0241375452659988e-17,2.0251950530781965e-27,2.446499957954659e-10,1.2914668256900382e-27,1.055505633025565e-21,5.258898899958196e-16,6.347562701242809e-24,1.8885795460487694e-21,1.241844144342303e-19,2.2667911199088855e-13,2.788793910695671e-13,7.370155749384635e-19,4.33133033955601e-19,1.0750254076246707e-14,3.8860820410015847e-13,2.8488238922042416e-13,1.5218285739133555e-25,1.2116856770923388e-16,5.220584798877507e-18,8.501123989383558e-31,6.051103509186676e-18,2.9620394483185557e-25,2.736047719115455e-31
4.223081058514436e-08,0.6841032576033086,3.76,0.0,0.9253291159788717,0.9999998630816012,1.0728697671676695e-09,7.325071669708937e-23,8.492396274856543e-16,3.407315234497678e-05,4.6566402716239856e-07,3.5461679235105227e-07,6.121389957618985e-08,7.75623056970355e-08,1.3918476934446094e-08,6.32587908788809e-16,1.2295128426844877e-17,1.2608848221674317e-07,5.32686983720951e-09,2.275127813033013e-10,3.959063479388004e-09,1.018017810480617e-09,4.066982101592672e-09,8.966209070623079e-11,7.150916247294304e-15,3.3542326297712394e-14,1.2862111129049841e-13,1.1586523978297654e-17,2.4087774171164735e-27,2.5349413066449204e-10,1.5671746124263156e-27,1.1857228898250234e-21,5.855141493753297e-16,7.057647301585383e-24,2.175180025745983e-21,1.4354874643985288e-19,2.35681378428052e-13,2.9233225106741874e-13,7.829789787166137e-19,4.564462528672998e-19,1.1272009634490431e-14,4.146588456962617e-13,2.963186635371128e-13,1.7338193621979624e-25,1.3271874243933713e-16,5.544422984346009e-18,9.771594233781088e-31,6.6674833807462635e-18,3.4979857297309686e-25,3.236740463058575e-31
4.3214963394325255e-08,0.6841033063853055,3.76,0.0,0.9253286934150559,0.9999998596164239,1.1485075125523858e-09,7.904608585731814e-23,8.716476023020273e-16,3.4858594118816695e-05,4.83271772751415e-07,3.712761739960568e-07,6.49004627539937e-08,8.100236135296637e-08,1.4800512442003958e-08,6.9869279255114975e-16,1.3866674493767556e-17,1.29068067465345e-07,5.539070653311547e-09,2.3876445346820017e-10,4.142630284724673e-09,1.071466079365495e-09,4.261146150147426e-09,9.390413894713275e-11,7.672696434423417e-15,3.6219085655020666e-14,1.33526757850674e-13,1.3074529897753714e-17,2.854782625165716e-27,2.6239665817191586e-10,1.8941232204571857e-27,1.328757930198027e-21,6.503474263032588e-16,7.83085553792644e-24,2.4979793925208672e-21,1.654236007950902e-19,2.449850446612549e-13,3.0623759975802997e-13,8.308995932825378e-19,4.806411637051555e-19,1.1811453906355806e-14,4.419644390376327e-13,3.0795116701718963e-13,1.970064099393373e-25,1.4506139581343947e-16,5.880729806390712e-18,1.119965662407974e-30,7.33000616774825e-18,4.1163477887576666e-25,3.815287187398714e-31
4.419911620350615e-08,0.6841033551832135,3.76,0.0,0.9253282704286442,0.9999998561385264,1.2276130204449455e-09,8.517222498263345e-23,8.9404598882984e-16,3.564364801086187e-05,5.011643939839488e-07,3.883151061738197e-07,6.872500163905893e-08,8.45368772171408e-08,1.5721347482278647e-08,7.701696616994725e-16,1.5600683893444313e-17,1.3205031806374827e-07,5.7539106082535124e-09,2.502890571741441e-10,4.33047134289552e-09,1.126624515670302e-09,4.459887646143889e-09,9.82452101201653e-11,8.219894833406213e-15,3.905890588590134e-14,1.3851246245961435e-13,1.47171926168269e-17,3.37182606095425e-27,2.713546379832002e-10,2.2805141572131966e-27,1.4855744604879722e-21,7.207158980848945e-16,8.67145971168336e-24,2.8606761748589397e-21,1.9007207961656724e-19,2.5459411400830163e-13,3.2060219332870427e-13,8.808333786214226e-19,5.057370442368527e-19,1.2368856570282216e-14,4.705671401765555e-13,3.1977902806524935e-13,2.2327751821909905e-25,1.5823062113082624e-16,6.229710646199885e-18,1.280109571760581e-30,8.040919201947079e-18,4.827684954435227e-25,4.481771408010455e-31
4.518326901268705e-08,0.6841034039972987,3.76,0.0,0.9253278470186568,0.9999998526478591,1.3102663195676408e-09,9.164135295108006e-23,9.164345826666835e-16,3.64283142628002e-05,5.193406673629881e-07,4.057334012631368e-07,7.268972767391428e-08,8.81668918634254e-08,1.6682038698293177e-08,8.473389749361493e-16,1.7510233685875886e-17,1.3503528759666192e-07,5.971322067458712e-09,2.620859564817887e-10,4.522608311809839e-09,1.1835205916652087e-09,4.663207387322855e-09,1.0268539136397197e-10,8.793184654009801e-15,4.206896765122004e-14,1.435778812456091e-13,1.65270408870846e-17,3.969494178797764e-27,2.803652606491151e-10,2.7356394816846987e-27,1.6571878197133803e-21,7.969586731045175e-16,9.583938392195166e-24,3.2672625462823142e-21,2.1777923821283855e-19,2.645126152858249e-13,3.3543260980534814e-13,9.3283629685123e-19,5.317528930577746e-19,1.2944479921850807e-14,5.005096962232049e-13,3.3180138667743336e-13,2.524320518127739e-25,1.7226113268280467e-16,6.5915700022860885e-18,1.4592945833211399e-30,8.802520987840764e-18,5.643639417948103e-25,5.2473220937750445e-31
4.616742182186795e-08,0.6841034528278281,3.76,0.0,0.9253274231841012,0.9999998491443707,1.396547828344478e-09,9.846580089048494e-23,9.388132813363426e-16,3.721259311454172e-05,5.377993918680235e-07,4.2353087176336046e-07,7.679684268115109e-08,9.189342158535426e-08,1.768365445791917e-08,9.305338039234248e-16,1.9609155307687342e-17,1.3802302970116354e-07,6.19123908446e-09,2.741544843072794e-10,4.719063787176401e-09,1.2421819067306765e-09,4.8711060268330915e-09,1.0722477171523261e-10,9.393245155726648e-15,4.525664789303841e-14,1.4872267722119308e-13,1.851733400557088e-17,4.658477036538641e-27,2.894258623140377e-10,3.27005102770878e-27,1.844667347469915e-21,8.794275877804526e-16,1.057298413735908e-23,3.722041554313534e-21,2.4885235818705156e-19,2.7474452151681326e-13,3.507352269442056e-13,9.869645885737581e-19,5.587074928104883e-19,1.35385780960437e-14,5.318355091915425e-13,3.4401739815510475e-13,2.8472293269529925e-25,1.8718826627865235e-16,6.966511485969393e-18,1.6593525283878986e-30,9.617160937756612e-18,6.577051782671467e-25,6.1242250972794805e-31
4.7151574631048844e-08,0.6841035016750654,3.76,0.0,0.925326998923973,0.9999998456280076,1.4865384218658793e-09,1.0565818504736592e-22,9.611819346106696e-16,3.799648480437246e-05,5.565393875566187e-07,4.417073302913802e-07,8.104853946164133e-08,9.571746195870691e-08,1.8727273984268938e-08,1.0201004610660357e-15,2.1912103527588798e-17,1.410135980568098e-07,6.41359725043452e-09,2.8649395655662094e-10,4.919861201735498e-09,1.302636113297753e-09,5.083584104848494e-09,1.1186344211398131e-10,1.0020761912566213e-14,4.862952613004371e-14,1.539465150484113e-13,2.0702125225812046e-17,5.450618686194708e-27,2.9853389315477267e-10,3.895642146350333e-27,2.0491373669508105e-21,9.684879059007435e-16,1.1643508053245782e-23,4.2296445944064335e-21,2.8362352711315804e-19,2.85293859818286e-13,3.6651628588902397e-13,1.0432743173768903e-18,5.866193598962294e-19,1.4151399474707348e-14,5.64588524661238e-13,3.564262363464597e-13,3.20420229384671e-25,2.0304796933897897e-16,7.354737875602947e-18,1.88225583976587e-30,1.0487239059619769e-17,7.642020975106051e-25,7.125983207853272e-31
4.813572744022974e-08,0.6841035505392747,3.76,0.0,0.9253265742372556,0.999999842098714,1.580319392595661e-09,1.1323120783249662e-22,9.835404822152357e-16,3.877998956886931e-05,5.755594962894229e-07,4.6026258958327026e-07,8.54470014854451e-08,9.96399870158374e-08,1.9813987816497645e-08,1.1163984148905669e-15,2.443454410790565e-17,1.4400704639191757e-07,6.638333777712834e-09,2.9910366189460953e-10,5.125024875447923e-09,1.3649109631102667e-09,5.300642027315515e-09,1.1660149540045696e-10,1.0676426846507432e-14,5.219538229834729e-14,1.592490659526376e-13,2.3096254302103843e-17,6.359083596578952e-27,3.076869386064025e-10,4.625863197939512e-27,2.271780158130435e-21,1.0645179774823123e-15,1.2800649125900718e-23,4.795050568307552e-21,3.2244961070694767e-19,2.961646113030378e-13,3.827818520469643e-13,1.1018217467673922e-18,6.155068112500903e-19,1.4783185291564933e-14,5.988133198670096e-13,3.690270899796037e-13,3.5981176668246555e-25,2.1987680332372695e-16,7.756451074916271e-18,2.1301186334908634e-30,1.1415205730440962e-17,8.854045316386248e-25,8.267451977704246e-31
4.911988024941064e-08,0.6841035994207171,3.76,0.0,0.9253261491229204,0.9999998385564313,1.6779725275476014e-09,1.2119786936294483e-22,1.0058888132306263e-15,3.956310764307786e-05,5.948585801064214e-07,4.791964624908025e-07,8.999440358672143e-08,1.0366195105759637e-07,2.0944896801529986e-08,1.2198010053500634e-15,2.7192835760362882e-17,1.4700342847231362e-07,6.865387325963864e-09,3.119828775469918e-10,5.33457989795706e-09,1.429034222521788e-09,5.5222801016975125e-09,1.214390263210205e-10,1.1360938526349737e-14,5.5962204863594914e-14,1.6463001080014822e-13,2.571542221457653e-17,7.3983992686313e-27,3.168826836838719e-10,5.4758019109387696e-27,2.5138367960129373e-21,1.1679100641173097e-15,1.4049778693879936e-23,5.423603774858241e-21,3.6571536948854164e-19,3.0736081956141873e-13,3.995378991641508e-13,1.1626628177457917e-18,6.453879328153674e-19,1.5434172879916365e-14,6.345549764023493e-13,3.818191584539324e-13,4.032042592151231e-25,2.377119324616457e-16,8.171852182236365e-18,2.4052121280004415e-30,1.2403561323661745e-17,1.0230075714621296e-24,9.564893691210883e-31
