Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113)
0.000278290493810573,0.8317682841218733,3.76,0.0,0.013286055701728333,0.41592475484632624,0.5320764728962392,2.302758693459428e-11,5.44469033359887e-09,0.0044630702552178585,9.996098005509498e-05,0.1909688148063146,0.38166413609494265,0.0008726840703252625,0.8867092621418116,0.00015818177573604004,0.11545412854840983,0.0017053436377113213,6.250113478062508e-07,3.426641745346427e-08,0.00010134359270722493,3.0501392582691593e-05,0.014010686217134935,0.0006835853681952467,0.00014265081011727353,0.5458281398156494,6.714950071191528e-10,2.9450602160725953e-05,6.422075457052699e-07,2.0111067811311034e-06,4.513172139033976e-05,3.952756266652516e-08,0.007665755353550068,1.517475105197933e-10,0.000300467654222788,0.006809428223294217,1.0774025845837685e-07,1.4996317646340307e-06,4.3574068217884275e-12,1.434137536108932e-12,2.0956526084921017e-08,0.03214769826437599,5.726802499969447e-08,9.677188348987627e-10,4.124507548235064e-07,8.01240653340162e-11,1.3234037222973527e-12,8.852470701051642e-07,0.001377096657555243,1.3832794394656188e-09
0.0002796869327734719,0.8319345999441481,3.76,0.0,0.013190107822918035,0.4146603320099123,0.5330832073444983,2.2997406439533766e-11,5.4271791491802214e-09,0.0044551840634578024,9.94834458704992e-05,0.19108881323753976,0.380684823976538,0.0008717677360158239,0.8875627950977705,0.0001577286653819433,0.11578599555222699,0.001694989546185831,6.218855894611369e-07,3.398989491825317e-08,0.00010083333864404395,3.0378684621863605e-05,0.013937338735939882,0.0006766589438382562,0.00014183114547352003,0.5472806732223948,6.662779968952738e-10,2.926713137919531e-05,6.41573839663966e-07,1.9950689743323495e-06,4.511868758287049e-05,3.9359806975205464e-08,0.007641806314508514,1.5111928193055082e-10,0.0002995652781505475,0.006791444522495955,1.0734378484959184e-07,1.4965831998546098e-06,4.3344855661855124e-12,1.4265941651621433e-12,2.084342063618035e-08,0.03224626960642133,5.6823157793826294e-08,9.65192806825423e-10,4.106278533358723e-07,7.984914775810527e-11,1.321450383274695e-12,8.813861209702934e-07,0.0013806150246181953,1.386812304564648e-09
0.00028108337173637086,0.8320998450840095,3.76,0.0,0.013095845710750476,0.4134036370101128,0.5340833256035417,2.2967621216528383e-11,5.4098161747055864e-09,0.004447344856445617,9.901156802820597e-05,0.1912078045550727,0.3797103096257,0.0008708593414644026,0.8884110089386235,0.00015727941171933123,0.11611616360560091,0.0016847317045993327,6.187867000317658e-07,3.371706731195821e-08,0.0001003282887173251,3.0256951387455324e-05,0.013864570523895236,0.0006698304428799902,0.00014101912345887015,0.5487242830064466,6.611235992673057e-10,2.9085568679273614e-05,6.40937513194662e-07,1.9792153333717438e-06,4.510523767160445e-05,3.91932720665273e-08,0.007617919351482468,1.504953919781026e-10,0.00029866509212417644,0.00677350195569668,1.0695104153411026e-07,1.4935576724689346e-06,4.311779668499681e-12,1.4191216597679209e-12,2.0731399030055462e-08,0.03234437085972776,5.638362371110878e-08,9.626731045073385e-10,4.0881708004179115e-07,7.957657139530414e-11,1.3194963903469536e-12,8.775487513769889e-07,0.0013841001657372756,1.3903118031634243e-09
0.0002824798106992698,0.8322640320624844,3.76,0.0,0.013003231799996105,0.41215458822279055,0.5350769031670894,2.2938177568388823e-11,5.3925989850498026e-09,0.004439551951792429,9.854523080562658e-05,0.1913258001588881,0.3787405612814291,0.0008699587150188623,0.8892539683624094,0.00015683395688293782,0.1164446487487358,0.0016745689260280292,6.157143048125952e-07,3.344786028748963e-08,9.982836250970698e-05,3.0136178697395346e-05,0.01379237654081592,0.000663098108282177,0.00014021464080150886,0.550159058593197,6.560307791680327e-10,2.8905884265047055e-05,6.402986210300865e-07,1.9635430216253937e-06,4.509137745890897e-05,3.902794408797474e-08,0.007594095821270804,1.4987579595397847e-10,0.00029776714572272143,0.00675560177966138,1.0656196272475459e-07,1.4905548782156433e-06,4.2892858856460595e-12,1.4117189564392078e-12,2.062044495267054e-08,0.03244200613740881,5.594933485781976e-08,9.601598749353168e-10,4.07018328238362e-07,7.93062988589387e-11,1.3175417682049815e-12,8.737348056341058e-07,0.0013875524564321326,1.3937783123732836e-09
0.0002838762496621687,0.8324271731731907,3.76,0.0,0.012912229489221232,0.4109131053254207,0.5360640142600857,2.2909124040736335e-11,5.375525066726644e-09,0.00443180467809009,9.808432149711828e-05,0.19144281124853252,0.3777755473556601,0.0008690656878772166,0.8900917368685107,0.0001563922439209879,0.11677146678150303,0.0016645000402941924,6.126680361206719e-07,3.318220147987548e-08,9.933348121370265e-05,3.0016352653746068e-05,0.013720751764516483,0.0006564602198405941,0.00013941759591768537,0.5515850881073253,6.509985244668795e-10,2.872804891079342e-05,6.396572165930532e-07,1.9480492552264363e-06,4.507711258450347e-05,3.886380936014431e-08,0.00757033702686629,1.4926044962332857e-10,0.0002968714866139588,0.006737745203108099,1.0617648349380908e-07,1.4875744501410537e-06,4.267001070883048e-12,1.4043850175044063e-12,2.0510542352892564e-08,0.03253917949512247,5.552020528053628e-08,9.57653259037714e-10,4.0523149170452303e-07,7.903829341929316e-11,1.3155865380290053e-12,8.699441268742221e-07,0.0013909722687896402,1.3972122058581519e-09
0.00028527268862506766,0.8325892804958536,3.76,0.0,0.012822803115070164,0.40967910927336254,0.5370447318629981,2.2880443197469936e-11,5.358591992771073e-09,0.004424102374819569,9.762873022406468e-05,0.19155884882765759,0.3768152364376801,0.0008681800943448273,0.8909243767828138,0.00015595421682195934,0.11709663326750343,0.0016545238937925742,6.096475331822353e-07,3.2920020381047366e-08,9.884356736611179e-05,2.9897459589721283e-05,0.013649691192209339,0.0006499150934262698,0.000138627888786767,0.5530024583938921,6.460258415220202e-10,2.8552033968688024e-05,6.390133507891376e-07,1.9327313022678085e-06,4.506244854214374e-05,3.870085440107444e-08,0.007546644218877744,1.4864930931376052e-10,0.0002959781606041757,0.006719933388003456,1.0579454040120365e-07,1.4846160582292873e-06,4.244922086577368e-12,1.3971188129120062e-12,2.040167541823579e-08,0.032635894931897724,5.5096150584206387e-08,9.551533919345876e-10,4.0345646520649364e-07,7.87725191065673e-11,1.313630719090352e-12,8.661765583135422e-07,0.0013943599714667208,1.4006138538367827e-09
0.0002866691275879666,0.8327503658978352,3.76,0.0,0.01273491792185526,0.4084525222716724,0.5380191277400926,2.285213686825167e-11,5.341797305027342e-09,0.004416444392223255,9.717834989640833e-05,0.19167392370941005,0.37585959729924057,0.0008673017717363206,0.8917519492877927,0.00015551982048026436,0.11742016353893787,0.0016446393492872543,6.066524419507969e-07,3.2661248358534386e-08,9.835854492530724e-05,2.9779486090238083e-05,0.01357918984222149,0.000643461080093631,0.0001378454209595857,0.5544112550431011,6.411117591025403e-10,2.8377811351380252e-05,6.383670724713121e-07,1.9175864814643723e-06,4.504739066682601e-05,3.853906589939214e-08,0.0075230185972180764,1.4804233182461697e-10,0.0002950872116977956,0.006702167451097376,1.0541607102878561e-07,1.4816793384690423e-06,4.223045893078685e-12,1.389919339425958e-12,2.029382862001479e-08,0.03273215639123644,5.4677088270852234e-08,9.526604030096946e-10,4.016931439754655e-07,7.850894056880159e-11,1.311674326187692e-12,8.624319420773141e-07,0.0013977159296819975,1.4039836230754153e-09
0.0002880655665508655,0.8329104410384826,3.76,0.0,0.012648540033302564,0.40723326774872753,0.5389872724661245,2.2824176729514214e-11,5.325138660224575e-09,0.00440883009117619,9.673307611388135e-05,0.19178804652145323,0.374908598899057,0.0008664305602075704,0.8925745144505589,0.00015508900069469473,0.11774207270118707,0.0016348452857210434,6.036824149885854e-07,3.240581848037407e-08,9.787833920239938e-05,2.966241897646255e-05,0.013509242755543233,0.0006370965652469976,0.00013707009553642874,0.5558115624137064,6.362553220552524e-10,2.820535352051635e-05,6.377184288869005e-07,1.9026121614931523e-06,4.503194413980316e-05,3.8378430744060534e-08,0.007499461312677859,1.4743947453607585e-10,0.00029419868215299817,0.0066844484653487395,1.0504101444493405e-07,1.478763975726007e-06,4.201369452529707e-12,1.3827856003213418e-12,2.0186986681270313e-08,0.03282796776203308,5.42629371957884e-08,9.501744162657689e-10,3.9994142446876873e-07,7.824752322750534e-11,1.3097173739524651e-12,8.587101211007032e-07,0.0014010405052108993,1.4073218768814732e-09
0.00028946200551376445,0.8330695173740738,3.76,0.0,0.012563636427551952,0.406021270332335,0.5399492354502895,2.279656756442198e-11,5.308613720007841e-09,0.004401258843041443,9.629280711439116e-05,0.19190122771044887,0.373962210386434,0.0008655663027689548,0.8933921312479876,0.00015466170414411045,0.1180623756369595,0.0016251405980144535,6.007371112999513e-07,3.215366558072957e-08,9.740287689441124e-05,2.9546245316746797e-05,0.013439844997100749,0.0006308199678902408,0.0001363018171583044,0.5572034636542573,6.314555973928549e-10,2.8034633472406868e-05,6.370674655546767e-07,1.8878057596698984e-06,4.50161139957943e-05,3.821893598656052e-08,0.007475973468330229,1.4684069527875914e-10,0.00029331261253106694,0.006666777461192894,1.0466931075642967e-07,1.475869625551331e-06,4.179889855679895e-12,1.3757166357027875e-12,2.008113474295897e-08,0.03292333287953692,5.3853618092338275e-08,9.476955503014269e-10,3.9820120356695957e-07,7.798823307437136e-11,1.3077598724815378e-12,8.550109373165039e-07,0.0014043340563869439,1.4106289751065121e-09
0.0002908584444766634,0.8332276061635246,3.76,0.0,0.012480174913474095,0.40481645582687587,0.5409050849593341,2.2769292504591813e-11,5.292220200137292e-09,0.004393730029535749,9.585744367561896e-05,0.19201347754630563,0.3730204011044434,0.0008647088452223676,0.8942048575906411,0.00015423787838928874,0.11838108701027064,0.0016155241968653495,5.978161962229906e-07,3.190472609076408e-08,9.693208601670698e-05,2.943095240876237e-05,0.013370991656901858,0.0006246297399029609,0.00013554049197767374,0.5585870407236452,6.267116668548734e-10,2.7865624728746435e-05,6.364142265838404e-07,1.8731647413366348e-06,4.4999905135019196e-05,3.8060568879059654e-08,0.0074525561208634294,1.4624595247202144e-10,0.00029242904174325195,0.00664915542774735,1.0430090136182725e-07,1.4729959747061541e-06,4.158604167568526e-12,1.3687114822935505e-12,1.9976258043621346e-08,0.03301825552618382,5.3449052932961814e-08,9.45223918689826e-10,3.964723794676852e-07,7.773103686937468e-11,1.3058018327363832e-12,8.513342337037557e-07,0.001407596938105323,1.4139052741479168e-09
0.0002922548834395623,0.8333847184727492,3.76,0.0,0.012398124107082137,0.4036187511902529,0.5418548881406903,2.2742349317899467e-11,5.275955859488366e-09,0.004386243042597177,9.5426889056279e-05,0.19212480612642452,0.37208314059290043,0.0008638580361821315,0.8950127503467618,0.0001538174718547073,0.11869822127046835,0.0016059950085448734,5.949193412684268e-07,3.165893812018679e-08,9.646589590151857e-05,2.9316527784495366e-05,0.013302677851144938,0.0006185243653101854,0.00013478602763914745,0.5599623744118124,6.220226346454138e-10,2.7698301325339807e-05,6.357587542570608e-07,1.8586866185078768e-06,4.498332232500983e-05,3.7903316827240984e-08,0.007429210281917088,1.4565520496016632e-10,0.0002915480070976958,0.006631583314017362,1.039357287736419e-07,1.4701426927099275e-06,4.137509594703766e-12,1.3617692186982587e-12,1.9872342323156034e-08,0.033112739432516934,5.3049165595628325e-08,9.427596298756458e-10,3.9475485068994876e-07,7.747590188555345e-11,1.303843260421395e-12,8.476798521706324e-07,0.0014108295018269575,1.4171511269553422e-09
0.00029365132240246125,0.8335408651785448,3.76,0.0,0.012317453408254369,0.4024280845110027,0.5427987110455295,2.2715724608715114e-11,5.2598184733087185e-09,0.004378797284258282,9.500104891542681e-05,0.19223522337988933,0.37115039859113313,0.0008630137269901306,0.8958158653660553,0.00015340043382265482,0.11901379265624042,0.0015965519746954863,5.920462240160717e-07,3.141624126521299e-08,9.600423715974376e-05,2.920295919952639e-05,0.013234898723287265,0.0006125023595545214,0.00013403833325850232,0.5613295443604354,6.173876177045111e-10,2.7532637801545173e-05,6.351010897530866e-07,1.844368949355466e-06,4.496637020691015e-05,3.774716744093776e-08,0.0074059369193991195,1.4506841219498116e-10,0.0002906695443458959,0.0066140620300867755,1.0357373664437901e-07,1.4673094702146995e-06,4.1166033006646016e-12,1.354888913320875e-12,1.9769373301792297e-08,0.0332067882780446,5.265388102809337e-08,9.40302787633875e-10,3.930485172326181e-07,7.72227961772153e-11,1.301884163493722e-12,8.440476360716183e-07,0.0014140320955820318,1.4203668830315269e-09
0.0002950477613653602,0.8336960569723346,3.76,0.0,0.012238132978284343,0.40124438498592485,0.5437366186511992,2.2689412615852272e-11,5.243805899235022e-09,0.004371392166514345,9.45798312523372e-05,0.19234473907152835,0.37022214504043677,0.0008621757717038381,0.8966142575027941,0.00015298671441737246,0.11932781519954468,0.0015871940521285028,5.891965279593904e-07,3.117657671528027e-08,9.554704166917255e-05,2.909023463461864e-05,0.01316764944503174,0.0006065622687868638,0.00013329731940325308,0.5626886290831775,6.128057559543806e-10,2.736860918911994e-05,6.344412724679404e-07,1.8302093368377832e-06,4.4949053298834373e-05,3.759210847228515e-08,0.007382736958767651,1.4448553401981028e-10,0.00028979368772775056,0.006596592448270242,1.0321486981304382e-07,1.464495991559143e-06,4.095882602689041e-12,1.3480696821703981e-12,1.9667337312467835e-08,0.03330040569212714,5.226312612981925e-08,9.37853490867849e-10,3.913532792938597e-07,7.697168824687695e-11,1.2999245437779529e-12,8.40437427617441e-07,0.00141720506397546,1.4235528884409978e-09
0.0002964442003282591,0.8338503043643477,3.76,0.0,0.012160133718365737,0.4000675828984107,0.5446686748829938,2.266340358596661e-11,5.227915974990052e-09,0.004364027111189134,9.416314633405039e-05,0.1924533628058166,0.3692983500862112,0.0008613440270394926,0.8974079806381048,0.00015257626459665017,0.11964030272942282,0.0015779202126224138,5.863699424074534e-07,3.093988704210348e-08,9.509424254472087e-05,2.8978342287661505e-05,0.013100925217230221,0.0006007026691786817,0.0001325628980709165,0.5640397059854224,6.082761997831814e-10,2.720619100196402e-05,6.33779340960092e-07,1.8162054282797547e-06,4.493137600277737e-05,3.743812788244965e-08,0.00735961128425827,1.4390653090895098e-10,0.0002889204700148486,0.0065791754042202255,1.0285907410493407e-07,1.461701952689795e-06,4.0753447624599175e-12,1.3413106247747706e-12,1.956622053831694e-08,0.03339359525481395,5.1876828676592e-08,9.354118341607121e-10,3.896690387332545e-07,7.672254740145492e-11,1.2979644069881232e-12,8.368490708561519e-07,0.001420348748193347,1.42670948581291e-09
0.00029784063929115805,0.8340036176875966,3.76,0.0,0.012083427248822725,0.39889760959726767,0.5455949426353777,2.2637690036334732e-11,5.2121466494533554e-09,0.004356701549800207,9.37509066357507e-05,0.192561104030658,0.368378984079822,0.0008605183523492438,0.8981970877016309,0.00015216903613872763,0.11995126887574098,0.0015687294427199597,5.835661623348638e-07,3.070611633641871e-08,9.464577411942424e-05,2.8867270572637707e-05,0.013034721270712006,0.0005949221662503387,0.00013183498266847163,0.5653828513836163,6.037981236000428e-10,2.7045359225846063e-05,6.33115332002318e-07,1.8023549139640102e-06,4.491334260827922e-05,3.728521376092365e-08,0.0073365607400810015,1.433313636846669e-10,0.00028804992255246624,0.006561811697999489,1.0250629658953164e-07,1.458927050131178e-06,4.054987201901973e-12,1.3346108929960267e-12,1.9466009890731466e-08,0.03348636049768271,5.149491848676014e-08,9.329779074443804e-10,3.879956974341327e-07,7.647534331744185e-11,1.296003751419321e-12,8.332824085301616e-07,0.0014234634860110734,1.4298370143533674e-09
0.000299237078254057,0.8341560071017867,3.76,0.0,0.012007985888946849,0.39773439747595946,0.546515483792798,2.2612263608075653e-11,5.1964958243301685e-09,0.004349414923427073,9.33430267756346e-05,0.19266797204106367,0.36746401758023056,0.0008596986095776634,0.8989816306926871,0.00015176498163213962,0.12026072707286002,0.0015596207435261459,5.807848882893328e-07,3.047520997104385e-08,9.420157192009127e-05,2.875700811375865e-05,0.012969032867054314,0.0005892193942118883,0.00013111348799152396,0.566718140524307,5.993707095535677e-10,2.6886090308480363e-05,6.324492817743547e-07,1.7886555268151637e-06,4.489495729768451e-05,3.713335441394741e-08,0.007313586131577891,1.4275999383333514e-10,0.0002871820753004313,0.006544502095124493,1.021564851882799e-07,1.456170987038772e-06,4.034807277816966e-12,1.3279696159740396e-12,1.936669198102913e-08,0.03357870490465841,5.111732602218092e-08,9.30551796676713e-10,3.8633315916494957e-07,7.623004651544792e-11,1.2940425812569023e-12,8.297372856492175e-07,0.0014265496118019774,1.4329358098494403e-09
0.0003006335172169559,0.8343074825969693,3.76,0.0,0.011933782637427412,0.3965778799522482,0.5474303592500647,2.2587116482213535e-11,5.180961534916247e-09,0.004342166682579178,9.293942345739155e-05,0.19277397598273388,0.3665534213554011,0.0008588846632286293,0.8997616607009201,0.0001513640544636594,0.12056869056324943,0.001550593130506324,5.780258262470058e-07,3.024711477121984e-08,9.376157264637624e-05,2.864754374315102e-05,0.012903855299292888,0.0005835930153168104,0.00013039833020366304,0.5680456476028745,5.949931654109476e-10,2.672836114966749e-05,6.317812246706702e-07,1.7751050409484635e-06,4.487622414980793e-05,3.6982538258891576e-08,0.00729068822635955,1.421923831339959e-10,0.00028631695687298536,0.006527247327580745,1.018095891165239e-07,1.453433470296573e-06,4.0148025120001515e-12,1.321385980418498e-12,1.9268254295536203e-08,0.033670631912823705,5.0743983926022845e-08,9.281335833493705e-10,3.846813274899419e-07,7.598662779069577e-11,1.2920808915026862e-12,8.262135456933774e-07,0.0014296074565470624,1.436006204684224e-09
0.00030202995617985485,0.8344580539971771,3.76,0.0,0.011860791153405088,0.39542799144827895,0.5483396289322808,2.2562240833793047e-11,5.1655417468900136e-09,0.004334956287065386,9.254001541006758e-05,0.19287912485553455,0.36564716638349276,0.0008580763803254771,0.9005372279264338,0.00015096620880711688,0.12087517240102437,0.001541645633285851,5.75288687525382e-07,3.002177874685354e-08,9.332571414867512e-05,2.8538866496075738e-05,0.012839183892577394,0.0005780417192301355,0.00012968942681596492,0.5693654457819222,5.906647033498399e-10,2.657214909166322e-05,6.311111947309275e-07,1.7617012714698105e-06,4.485714714465911e-05,3.683275394108227e-08,0.007267867755399343,1.4162849407507574e-10,0.0002854545945774563,0.0065100480948080755,1.0146555830848015e-07,1.4507142115367376e-06,3.994970353257553e-12,1.314859143415064e-12,1.917068383421702e-08,0.03376214491321615,5.037482520027316e-08,9.257233453321333e-10,3.8304010813543283e-07,7.574505884296251e-11,1.2901186855595288e-12,8.227110348849884e-07,0.0014326373478455584,1.4390485278415584e-09
0.0003034263951427538,0.8346077309639558,3.76,0.0,0.011788985738141067,0.3942846673711116,0.5492433518143057,2.2537629060604375e-11,5.150234579292632e-09,0.0043277832058608206,9.214472333324537e-05,0.1929834275168723,0.3647452238538419,0.0008572736303778502,0.9013083816993835,0.0001505713996119548,0.1211801854554178,0.0015327772954497635,5.725731886433968e-07,2.9799151301950566e-08,9.289393540664203e-05,2.8430965607948652e-05,0.012775014004767944,0.0005725642224110973,0.00012898669666601198,0.5706776072093135,5.86384563513341e-10,2.6417431909773203e-05,6.304392241894623e-07,1.748442072968094e-06,4.48377301671659e-05,3.668399019546138e-08,0.0072451254141069924,1.410682893667458e-10,0.00028459501445187607,0.0064929050646564245,1.0112434405303182e-07,1.4480129268862377e-06,3.9753084191919035e-12,1.3083883259204932e-12,1.9073968664357718e-08,0.03385324725160981,5.000978523123692e-08,9.233211561724687e-10,3.8140940632568934e-07,7.550531152907177e-11,1.2881559552373259e-12,8.192295976093206e-07,0.0014356396099264412,1.4420631049241665e-09
0.0003048228341056527,0.8347565229998504,3.76,0.0,0.011718341317269365,0.3931478440936758,0.5501415859397825,2.251327358372772e-11,5.135038059263418e-09,0.004320646916977404,9.175346984124391e-05,0.19308689268497076,0.3638475651677519,0.0008564762853419069,0.9020751704990664,0.0001501795825917991,0.12148374241417767,0.0015239871743442511,5.698790512394689e-07,2.9579182930105447e-08,9.246617650834454e-05,2.8323830510175642e-05,0.01271134102698232,0.0005671592675096807,0.0001282900598979653,0.5719822030358807,5.821519863363231e-10,2.6264187803106733e-05,6.297653451649532e-07,1.7353253394405402e-06,4.481797701128228e-05,3.653623600083825e-08,0.0072224618633592265,1.4051173249025088e-10,0.0002837382413014439,0.006475818874313395,1.0078589820488876e-07,1.4453293368416865e-06,3.955814247140066e-12,1.3019727109797393e-12,1.8978096125765226e-08,0.033943942229286206,4.964879941141063e-08,9.209270861615243e-10,3.797891297934253e-07,7.526735869812302e-11,1.2861927039507252e-12,8.157690815272541e-07,0.0014386145636607864,1.445050258158823e-09
0.00030621927306855165,0.8349044394517693,3.76,0.0,0.011648833423598843,0.39201745893613554,0.551034388439744,2.248916710177708e-11,5.119950388799181e-09,0.004313546907331366,9.136617941139808e-05,0.19318952894205446,0.3629541619391042,0.0008556842195892452,0.9028376419725306,0.00014979071421326978,0.12178585578690514,0.0015152743408782766,5.672060019362028e-07,2.9361825468967377e-08,9.204237862912095e-05,2.821745082696408e-05,0.0126481603840901,0.0005618256227763897,0.00012759943794159948,0.5732793034328073,5.779662435312263e-10,2.611239538558519e-05,6.290895879256654e-07,1.7223490027157872e-06,4.479789138351359e-05,3.638948039861728e-08,0.00719987773051534,1.3995878705782642e-10,0.0002828842987340753,0.006458790131205193,1.0045017406834848e-07,1.442663166376404e-06,3.9364855466675504e-12,1.2956115534953355e-12,1.8883054882529314e-08,0.034034233103789856,4.929180580342979e-08,9.185412013630818e-10,3.781791853855884e-07,7.503117320902315e-11,1.2842289202628213e-12,8.123293320642953e-07,0.0014415625265749368,1.4480103064175852e-09
0.0003076157120314506,0.835051489514286,3.76,0.0,0.011580438180447778,0.3908934501476476,0.5519218155508073,2.2465302273815036e-11,5.10496965265305e-09,0.00430648267261653,9.098277833180239e-05,0.19329134473744317,0.362064985994801,0.0008548973098656086,0.9035958429527177,0.0001494047516845037,0.12208653790832108,0.0015066378793276998,5.645537722636462e-07,2.914703175201062e-08,9.162248401151904e-05,2.8111816371446124e-05,0.012585467535164934,0.0005565620814852077,0.00012691475349281436,0.5745689776086965,5.7382660193596e-10,2.5962033677053188e-05,6.28411982875353e-07,1.7095110325186113e-06,4.477747690662477e-05,3.6243712696190194e-08,0.007177373610389383,1.3940941753625644e-10,0.00028203320919484423,0.006441819413871586,1.0011712531767241e-07,1.4400141447483312e-06,3.9173199403296044e-12,1.2893040602770516e-12,1.878883255625322e-08,0.03412412308967404,4.8938742033418715e-08,9.161635649744331e-10,3.765794828941113e-07,7.479672903643229e-11,1.2822646084773026e-12,8.089101985292893e-07,0.0014444838128643833,1.4509435652229663e-09
0.0003090121509943495,0.8351976822343032,3.76,0.0,0.01151313235457618,0.3897757569989513,0.5528039225269796,2.2441672087043613e-11,5.090094126887252e-09,0.0042994537183220485,9.060319482343409e-05,0.1933923483748056,0.3611800094013492,0.0008541154357744645,0.9043498193798752,0.0001490216530471476,0.12238580092067954,0.0014980768886874293,5.619220988524337e-07,2.893475595696023e-08,9.120643608515817e-05,2.8006917165321283e-05,0.012523257978152588,0.0005513674642299441,0.00012623593061439136,0.5758512937116335,5.697323630688915e-10,2.5813082125543628e-05,6.277325590081025e-07,1.6968094369949308e-06,4.475673712348538e-05,3.6098922252476175e-08,0.007154950062412592,1.388635884794336e-10,0.0002811849938649547,0.006424907269449184,9.978670725788958e-08,1.4373820064191025e-06,3.8983152185568034e-12,1.2830495153203563e-12,1.86954183169501e-08,0.03421361535411738,4.858954869051649e-08,9.137942356868871e-10,3.7498993100932563e-07,7.456400009832081e-11,1.28029975626385e-12,8.055115278838724e-07,0.0014473787329979926,1.453850346359906e-09
0.00031040858995724845,0.8353430265839847,3.76,0.0,0.011446893131021783,0.3886643194310034,0.553680763977818,2.2418269479256257e-11,5.075321990881143e-09,0.004292459556341842,9.022735853995958e-05,0.19349254806263574,0.3602992043858706,0.0008533384781984997,0.9050996166103038,0.0001486413768736119,0.12268365683982208,0.001489590477730988,5.593107227287398e-07,2.8724953228092495e-08,9.07941790201663e-05,2.7902743372495387e-05,0.01246152723741392,0.0005462406096003254,0.00012556289436403898,0.5771263191922897,5.65682824994736e-10,2.566552052122363e-05,6.270513439504009e-07,1.6842422591176965e-06,4.4735675504847396e-05,3.595509866954035e-08,0.007132607623065757,1.3832126523616055e-10,0.0002803396731049219,0.0064080542246976735,9.945887546259504e-08,1.4347664885368965e-06,3.879469118728021e-12,1.2768471655917488e-12,1.860280043249006e-08,0.034302713033122975,4.824416604963381e-08,9.114332702444753e-10,3.734104410438284e-07,7.433296124835605e-11,1.2783343627674453e-12,8.021331704465918e-07,0.0014502475949545073,1.4567309591082804e-09
0.0003118050289201474,0.8354875312048089,3.76,0.0,0.011381698275756793,0.3875590783200993,0.5545523936139098,2.2395087607714645e-11,5.0606515533981485e-09,0.004285499707391461,8.98552007159563e-05,0.19359195187698988,0.35942254340263907,0.0008525663206383788,0.9058452791863812,0.0001482638824588263,0.12298011750505175,0.0014811777689239674,5.567193886274719e-07,2.8517579529692966e-08,9.038565808014265e-05,2.7799285333276225e-05,0.012400270874794636,0.0005411803812169813,0.00012489557104081235,0.5783941205272287,5.616773095959168e-10,2.5519329011220253e-05,6.263683660135201e-07,1.6718075686340664e-06,4.4714295440158204e-05,3.5812231569019874e-08,0.00711034679702208,1.3778241314539184e-10,0.0002794972661354677,0.0063912607781615215,9.913358667586826e-08,1.432167332868408e-06,3.860779476910692e-12,1.270696308276042e-12,1.8510968258718633e-08,0.034391419219123205,4.790253642380807e-08,9.090807214824706e-10,3.7184092345838394e-07,7.41035873288133e-11,1.2763684176543737e-12,7.987749747962805e-07,0.0014530907032299376,1.4595857092546022e-09
0.0003132014678830463,0.8356312047166711,3.76,0.0,0.011317526129829362,0.3864599754757534,0.5554188642497392,2.2372119666960285e-11,5.046081045562064e-09,0.0042785737010267244,8.948665448500013e-05,0.19369056776213112,0.3585499991362849,0.00085179884895592,0.9065868508403011,0.0001478891298771819,0.12327519457940671,0.0014728378983887636,5.541478473064354e-07,2.8312592281287068e-08,8.998081958905072e-05,2.7696533587572158e-05,0.012339484490512873,0.0005361856675025422,0.00012423388822097053,0.5796547632194221,5.577151404761241e-10,2.5374488165162856e-05,6.256836510480625e-07,1.6595034842608236e-06,4.4692600242878064e-05,3.567031090015936e-08,0.007088168057530411,1.3724699861260402e-10,0.00027865779105141076,0.006374527400493236,9.881079828266835e-08,1.4295842855706945e-06,3.84224410955843e-12,1.2645962109093261e-12,1.841991027388069e-08,0.03447973696100706,4.756460224788148e-08,9.067366394275084e-10,3.7028129187956576e-07,7.387585435793619e-11,1.2744019218387857e-12,7.954367934110923e-07,0.001455908358789542,1.4624148990346033e-09
