Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180),C4H6(4860)
6.332996870135278e-08,0.2897430270798311,3.76,0.0,0.7137372608158997,0.9999999375866063,5.100117021794781e-10,1.0214461931022276e-25,4.112388372549837e-18,3.994477610502319e-06,1.0363214089894197e-07,5.5045602336937994e-08,1.2870457962000526e-08,1.4442648628853781e-08,5.5698145151620635e-08,4.148556826130694e-09,3.9515448515344324e-10,4.985296225884454e-09,3.2899078446374403e-17,4.954514974579964e-11,8.785335515394068e-17,8.308805952435843e-10,9.484976264931934e-10,1.8058644343959042e-15,3.293878405443951e-15,2.515736305029953e-10,2.0848090851261922e-18,1.1591750193915117e-14,3.1014299910105006e-27,5.868812541938188e-27,7.907344837954743e-14,7.176578518619125e-24,3.5167864780665005e-17,2.9236933005709324e-11,3.107838692410094e-20,4.039243148259814e-26,8.696675092606904e-19,2.2491889744050328e-17,7.972198606211483e-27,3.533990614580133e-14,5.08553038307908e-25,2.1876231186303352e-23,1.1480556393759927e-19,3.384747885133913e-26,1.0873211226026723e-31,2.7160672617705893e-32,3.993146875104885e-15,5.181921654520139e-15,1.5791106104825188e-19,3.98508688360352e-20,2.804972340273941e-16,6.869629734475128e-28,1.512897120792444e-23,5.969173852642024e-31,3.763595111056879e-27,3.9737681072549097e-29,6.504765043513986e-16,1.6707359159892205e-37,1.5143602367151902e-25,8.93499259070726e-29,7.123994973592672e-26,2.351436532356495e-29,3.367607329336676e-27,1.7534953964566067e-27,6.194449755922344e-27,1.3602272937501795e-29,1.3870312042268268e-13,5.180904102813775e-29,2.3032189481873216e-33
6.67548393924132e-08,0.28974303296287673,3.76,0.0,0.7137371411664033,0.9999999338458893,5.936294478877949e-10,1.182300159286539e-25,4.341824539885177e-18,4.207172581805452e-06,1.1168966865705701e-07,6.112762752310817e-08,1.4150626964508106e-08,1.633626565435657e-08,5.880668973627448e-08,4.775970001298084e-09,4.3469457299520954e-10,5.417803360655776e-09,4.0637932782767945e-17,5.509706678500367e-11,1.0765659809896486e-16,9.17321729692088e-10,1.0545183951240365e-09,2.1323004110713546e-15,3.910780785540296e-15,2.8254593817324646e-10,2.7076547367102564e-18,1.2496737825796969e-14,4.249302103559676e-27,8.496543011622547e-27,8.53534715362314e-14,9.193169992171755e-24,4.4303604591411834e-17,3.130216110780246e-11,4.2371690561632683e-20,5.123948797089421e-26,1.0692561423059599e-18,2.7338948814364285e-17,1.0444654118639816e-26,3.930309790433155e-14,6.927675549043356e-25,2.959647498234245e-23,1.2989214916802155e-19,4.6931102152194265e-26,1.4831601525271693e-31,3.6819439890681666e-32,4.284191468045086e-15,5.622164681866761e-15,1.7227349420574154e-19,4.3398225444721973e-20,3.043507413964655e-16,9.346076595139844e-28,1.8963311427915187e-23,7.90372802631489e-31,5.196951051435422e-27,5.483873749543132e-29,7.551030387346555e-16,2.2298582457634785e-37,2.0269231827177962e-25,1.218347320981018e-28,9.682228970128892e-26,3.0867517420616886e-29,4.563252142597273e-27,2.5225913131350548e-27,8.818995202442211e-27,1.9485070139448596e-29,1.518597069296442e-13,7.332846027707764e-29,3.2856306843055655e-33
7.017971008347362e-08,0.2897430388523182,3.76,0.0,0.7137370211292426,0.9999999300713276,6.857151483612478e-10,1.3600988451987598e-25,4.570906729815576e-18,4.41953809924272e-06,1.199891206942168e-07,6.752485968346052e-08,1.5496206725692028e-08,1.837416880195045e-08,6.192872635005827e-08,5.464374005455966e-09,4.758535040782944e-10,5.8586159178342395e-09,4.972442881339508e-17,6.095075661590815e-11,1.3056927505835734e-16,1.007853584353092e-09,1.166143695276214e-09,2.496842940093633e-15,4.620117802925725e-15,3.1560157023255055e-10,3.4746641849023305e-18,1.3428867257662517e-14,5.732456424241255e-27,1.2076734540194922e-26,9.182525556484863e-14,1.1643907983925628e-23,5.5193565179040076e-17,3.3372889450722584e-11,5.694236519591416e-20,6.430999305438899e-26,1.30086046518971e-18,3.290231892101985e-17,1.351855449651167e-26,4.3601189133770715e-14,9.290839610790714e-25,3.950081172190439e-23,1.4613059419013896e-19,6.409041153239085e-26,1.9914928649029226e-31,4.9214741724658435e-32,4.596573054059203e-15,6.093530130980459e-15,1.8773652858651585e-19,4.721165689229056e-20,3.298969098066311e-16,1.2535706856940481e-27,2.3498146144674598e-23,1.037151723708756e-30,7.068703092217613e-27,7.454919855810292e-29,8.69893226910034e-16,2.9475640304606146e-37,2.6722319811573836e-25,1.6377506856965931e-28,1.2985004485111709e-25,4.0003133354821134e-29,6.099095713843185e-27,3.5677835019271346e-27,1.2352274780548292e-26,2.7444490235586216e-29,1.652194959160766e-13,1.021326979265435e-28,4.6104599795891445e-33
7.360458077453404e-08,0.2897430447483935,3.76,0.0,0.7137369007012813,0.9999999262629319,7.866609652434327e-10,1.5557999825582206e-25,4.799640433224377e-18,4.631575382578769e-06,1.2852938158538273e-07,7.423681127959764e-08,1.690767095221632e-08,2.0560635567583405e-08,6.506478241230774e-08,6.216818819578381e-09,5.186133630957576e-10,6.3069947200808944e-09,6.032107144235837e-17,6.710752655316922e-11,1.5688892973459637e-16,1.102490993321295e-09,1.2833670889951385e-09,2.9017191290012014e-15,5.43171254583683e-15,3.5077708665495896e-10,4.410623044477878e-18,1.4387757940459264e-14,7.625636827494766e-27,1.688225360673729e-26,9.848813759193397e-14,1.4597124849936365e-23,6.80687436820915e-17,3.544765156580961e-11,7.552893718948809e-20,7.993512093460541e-26,1.567615784569888e-18,3.924457487085632e-17,1.730484581463469e-26,4.825735775816485e-14,1.2285429911207159e-24,5.206996731465401e-23,1.635551120348655e-19,8.632660380934191e-26,2.636266932055189e-31,6.494498404416967e-32,4.93083386650824e-15,6.596750624999775e-15,2.0436533660592377e-19,5.1304084144070253e-20,3.5717597876846196e-16,1.6598052707412414e-27,2.8817076413698687e-23,1.3497306373010551e-30,9.484379184367003e-27,9.997656491735945e-29,9.95251355531226e-16,3.8620120060742314e-37,3.4751972256121347e-25,2.1732854696148883e-28,1.7203306898660338e-25,5.124293063069167e-29,8.050422926286267e-27,4.9689242924170784e-27,1.7047382657749783e-26,3.8069387294007345e-29,1.787516557891011e-13,1.401988508781674e-28,6.373725876257696e-33
7.702945146559445e-08,0.28974305065133676,3.76,0.0,0.7137367798793548,0.9999999224206491,8.96860639431218e-10,1.7703633946829934e-25,5.028029128235732e-18,4.843285589819304e-06,1.373093816804882e-07,8.126299654463501e-08,1.8385450716992763e-08,2.2899923646411842e-08,6.821538525769623e-08,7.0363754306209746e-09,5.62957852810532e-10,6.7622606483734825e-09,7.260242567438916e-17,7.356873590995332e-11,1.8692529834498542e-16,1.2012520048156352e-09,1.4061818849549501e-09,3.3491652493629708e-15,6.355946929785185e-15,3.8810738735956e-10,5.543273602220726e-18,1.5374093834243723e-14,1.0015657736294257e-26,2.32455347639032e-26,1.0534059153167362e-13,1.812849715737682e-23,8.317814721363882e-17,3.752525798673304e-11,9.899381725036433e-20,9.847938477196584e-26,1.872785083490567e-18,4.6430410395021664e-17,2.1929228958817803e-26,5.329531762373845e-14,1.6038227474293726e-24,6.786347963421414e-23,1.8219969889732433e-19,1.1482945255163782e-25,3.444997129462673e-31,8.470474161360178e-32,5.287533666439007e-15,7.132509899108298e-15,2.2222208656721443e-19,5.568774203343316e-20,3.8622498610914073e-16,2.171922012761571e-27,3.500895754679314e-23,1.74302301382257e-30,1.2569003568812704e-26,1.324326406678188e-28,1.1315774193182307e-15,5.01902119149603e-37,4.463807776542938e-25,2.8502913820763452e-28,2.2537983987255594e-25,6.494925670793348e-29,1.0504922887577208e-26,6.824098707405969e-27,2.3212995772199424e-26,5.208007151278078e-29,1.9242961149941021e-13,1.899254743784302e-28,8.692691547829297e-33
8.045432215665487e-08,0.2897430565613775,3.76,0.0,0.7137366586602727,0.9999999185443689,1.0167097695361669e-09,2.0047508313214857e-25,5.256073141380287e-18,5.05466982216387e-06,1.4632809459010775e-07,8.860293139604157e-08,1.9929937448225844e-08,2.5396271771950244e-08,7.138106208941919e-08,7.926133920820335e-09,6.088721000200427e-10,7.223789778724013e-09,8.675554294110811e-17,8.033579598934805e-11,2.210002662113741e-16,1.304157311248748e-09,1.5345811894962363e-09,3.841426365830517e-15,7.403767105044455e-15,4.276257199735261e-10,6.903530340806103e-18,1.6387369966932523e-14,1.3002693353532817e-26,3.1567910759214985e-26,1.1238213912680275e-13,2.232141867979983e-23,1.0078934331413512e-16,3.9604744887533464e-11,1.2833775102301018e-19,1.2034218450405745e-25,2.2197573360106416e-18,5.4526615621178377e-17,2.7533461510854595e-26,5.873931229281677e-14,2.0693882880696262e-24,8.75286878130994e-23,2.0209826737144326e-19,1.5100361361530144e-25,4.449092379502822e-31,1.0929507771011279e-31,5.66726048023606e-15,7.701443693263333e-15,2.4136629781917895e-19,6.037421801945646e-20,4.170786446093659e-16,2.811496807821233e-27,4.2167982340658596e-23,2.2347584255091885e-30,1.646977897845407e-26,1.7346155640300585e-28,1.27926750367016e-15,6.473317230324704e-37,5.669336921565911e-25,3.698360057680047e-28,2.9223500896279077e-25,8.152833633041593e-29,1.3564112166219808e-26,9.252829275341839e-27,3.122277220432805e-26,7.035086030354685e-29,2.0623055230161886e-13,2.542014845029918e-28,1.1709488449730222e-32
8.387919284771529e-08,0.28974306247874193,3.76,0.0,0.7137365370408212,0.9999999146339272,1.1466060399011314e-09,2.2599270015246435e-25,5.483772981738532e-18,5.265729128563983e-06,1.5558453478534936e-07,9.625613335525003e-08,2.1541485717236328e-08,2.8053900506204742e-08,7.456233993299364e-08,8.889201689717542e-09,6.563424865678044e-10,7.69100890629755e-09,1.029803892868923e-16,8.74101700716964e-11,2.5944783649750373e-16,1.411229740828779e-09,1.6685579482993976e-09,4.380756107547483e-15,8.586687061512257e-15,4.693636961869005e-10,8.525702300783118e-18,1.7426913060189805e-14,1.6701640828853677e-26,4.2329875917457496e-26,1.196124519969249e-13,2.7267536087771146e-23,1.2118900521389094e-16,4.1685331716653036e-11,1.647152996724556e-19,1.459600068499897e-25,2.612045916614339e-18,6.360205560907625e-17,3.427672416583821e-26,6.461406926643472e-14,2.6416474196546932e-24,1.118103447518729e-22,2.232845919293722e-19,1.9649753817896113e-25,5.684196689657648e-31,1.3963457003823953e-31,6.070604210175178e-15,8.30420559274687e-15,2.6185457090310175e-19,6.537467076842519e-20,4.497725757162211e-16,3.603400559532928e-27,5.0393767920445595e-23,2.8459015561711272e-30,2.135903356073717e-26,2.2487060240326586e-28,1.4387141227404266e-15,8.289919934506177e-37,7.126553383669372e-25,4.75186885059635e-28,3.753200115140117e-25,1.0143366027641862e-28,1.7344854340037088e-26,1.2399701024025696e-26,4.152593963955481e-26,9.393552054598618e-29,2.2013498199805717e-13,3.364834823244333e-28,1.5595204847990085e-32
8.73040635387757e-08,0.2897430684036527,3.76,0.0,0.7137364150177637,0.9999999106891115,1.2869494035450895e-09,2.5368587726860335e-25,5.711131066942254e-18,5.476464509918169e-06,1.650777553074325e-07,1.0422212147314642e-07,2.322041583892916e-08,3.087701298700937e-08,7.775974559138982e-08,9.928701802388597e-09,7.053565023826563e-10,8.163391426518215e-09,1.214902751736148e-16,9.479337339810959e-11,3.02614110158242e-16,1.5224938055429236e-09,1.8081049802600313e-09,4.969416566210605e-15,9.916792902710854e-15,5.133513155375597e-10,1.0447722236730158e-17,1.8493508341393647e-14,2.1243558235480196e-26,5.610232799141547e-26,1.2702995266576962e-13,3.3067306150945377e-23,1.4468345200855613e-16,4.37663865791656e-11,2.0945138458581454e-19,1.7580877750164639e-25,3.0532870948745288e-18,7.372764990898109e-17,4.233705653086294e-26,7.094479000962109e-14,3.339112764446103e-24,1.4156088957750055e-22,2.4579222665536726e-19,2.5323516948567307e-25,7.190543848236875e-31,1.7677108045811904e-31,6.498141708498073e-15,8.941489182075794e-15,2.837407469321103e-19,7.069995588167272e-20,4.843442756493866e-16,4.576151423709047e-27,5.979144678114775e-23,3.601122735960592e-30,2.7437450486941926e-26,2.887640575813506e-28,1.6103065183976955e-15,1.0545677268305971e-36,8.873937572941479e-25,6.050563894517243e-28,4.777769481146943e-25,1.2516951987395518e-28,2.198098390607564e-26,1.643844648379533e-26,5.465918441089533e-26,1.240958734270803e-28,2.341263062151194e-13,4.4088226023626135e-28,2.055448299064146e-32
9.072893422983612e-08,0.28974307433632923,3.76,0.0,0.713736292587843,0.9999999067096651,1.4381422242448927e-09,2.8365128220197213e-25,5.938150308559185e-18,5.686876922926816e-06,1.748068455867717e-07,1.1250041626140954e-07,2.4967016294007756e-08,3.3869795631238277e-08,8.097380560138732e-08,1.104777145520715e-08,7.559026180926515e-10,8.6404535508634e-09,1.4251228669376158e-16,1.0248697315035182e-10,3.5085727630560813e-16,1.6379753012117724e-09,1.9532150051370493e-09,5.609678304415517e-15,1.1406747865654841e-14,5.596169954934761e-10,1.2711382503048744e-17,1.958692615524326e-14,2.6777177958301433e-26,7.355883235340558e-26,1.3463405448334635e-13,3.9830403586206584e-23,1.7159918392610104e-16,4.584739831858374e-11,2.640589283365286e-19,2.1040554148885927e-25,3.547238608877451e-18,8.497635308959403e-17,5.191285824610978e-26,7.775717688840188e-14,4.18257016309393e-24,1.7775140557326532e-22,2.6965465052400245e-19,3.2345060556633683e-25,9.013325759454447e-31,2.218940083354853e-31,6.9504472511028935e-15,9.613995284448806e-15,3.070765501862275e-19,7.636060207674437e-20,5.208321479376662e-16,5.762290264442225e-27,7.04717620049692e-23,4.529325824698178e-30,3.493759826709108e-26,3.675800743563453e-28,1.7944309239190185e-15,1.333097743576002e-36,1.0953903368049207e-24,7.640195173928247e-28,6.032158915376706e-25,1.5329469163563959e-28,2.7625041654590376e-26,2.157653276845997e-26,7.12599576443816e-26,1.6233384768675114e-28,2.4819045356545857e-13,5.722592908311626e-28,2.683067106668955e-32
9.415380492089654e-08,0.2897430802769881,3.76,0.0,0.7137361697477829,0.9999999026952892,1.6005893821571436e-09,3.1598545530235294e-25,6.1648326506945195e-18,5.896967283630754e-06,1.8477092937016495e-07,1.2109053962950915e-07,2.678154598344092e-08,3.703641879395563e-08,8.420504619119402e-08,1.2249560550491319e-08,8.07970174574084e-10,9.121750832988966e-09,1.6628771796094504e-16,1.1049258842722152e-10,4.045476121174792e-16,1.7577009550176864e-09,2.103880665599178e-09,6.303820457278716e-15,1.3069796621757276e-14,6.081876067048771e-10,1.536257759285559e-17,2.070619303669361e-14,3.347049586372935e-26,9.548895175237192e-26,1.424248502786326e-13,4.7676256772294035e-23,2.022834128699107e-16,4.792795404956388e-11,3.3025762352802317e-19,2.5031064721737833e-25,4.0977783105066484e-18,9.742313607930075e-17,6.322445642099064e-26,8.507745288264269e-14,5.1952534754137414e-24,2.2148327201069263e-22,2.949052536937503e-19,4.097259181177178e-25,1.1203074981581465e-30,2.7634723763094637e-31,7.428104351771963e-15,1.0322406582389391e-14,3.319120857322428e-19,8.236679114484961e-20,5.592736606562984e-16,7.198779953770129e-27,8.255116657241474e-23,5.664231244643095e-30,4.412777988356889e-26,4.64130922312952e-28,1.9914707966995107e-15,1.675166687385034e-36,1.3413025591633062e-24,9.573206120998893e-28,7.557656988411602e-25,1.8642627663657363e-28,3.445011938846585e-26,2.806029531523382e-26,9.208132199210755e-26,2.1042728490924227e-28,2.623155334673835e-13,7.363340458844366e-28,3.4711579091762474e-32
9.757867561195695e-08,0.289743086225843,3.76,0.0,0.7137360464942893,0.9999998986456483,1.7746983475476173e-09,3.5078489039904082e-25,6.391179446883348e-18,6.106736470660634e-06,1.94969162752714e-07,1.299920148269281e-07,2.8664236327366396e-08,4.0381037385861126e-08,8.745399323954756e-08,1.3537230371810786e-08,8.615492867942326e-10,9.606874978527003e-09,1.9307250445086963e-16,1.1881189021747787e-10,4.640674913840399e-16,1.881698115756643e-09,2.2600945448448777e-09,7.054130911425521e-15,1.4919768313204038e-14,6.59088512365932e-10,1.845155324350498e-17,2.1852080154477498e-14,4.1512436554618856e-26,1.2281268431266438e-25,1.5040084587595702e-13,5.673467542547122e-23,2.3710458842128487e-16,5.000772090813073e-11,4.0999386007948945e-19,2.9613038203946374e-25,4.708902875606659e-18,1.111449681707348e-16,7.651574554744796e-26,9.293235494745449e-14,6.403025841773814e-24,2.7400052433708543e-22,3.215772053491083e-19,5.150323211177888e-25,1.3816061562694168e-30,3.4164291902794565e-31,7.931703051892705e-15,1.106739814738269e-14,3.582959452953178e-19,8.872842019586115e-20,5.997052155070385e-16,8.927429173365775e-27,9.615192713583129e-23,7.045014467937987e-30,5.531621963826802e-26,5.81646833251685e-28,2.201807024462929e-15,2.0931176133341732e-36,1.6302273386613884e-24,1.1909481597825314e-27,9.401284324433592e-25,2.2524369958803582e-28,4.265181544115215e-26,3.6180665299842e-26,1.1800846934795628e-25,2.7046981804652367e-28,2.764915336475824e-13,9.398030405039966e-28,4.453589124260534e-32
9.999999999999998e-08,0.28974309218310507,3.76,0.0,0.7137359591049305,0.999999895761143,1.90505033733777e-09,3.769275757786228e-25,6.5510011587687176e-18,6.254846324106267e-06,2.0231998017913448e-07,1.3647281585400276e-07,3.0036507313098375e-08,4.2855282713926695e-08,8.976191292324577e-08,1.4501137798968217e-08,9.003358399633909e-10,9.95195305435789e-09,2.1397168406430148e-16,1.2488370835620076e-10,5.098788868514569e-16,1.971954483529449e-09,2.3738788118771366e-09,7.619729804931803e-15,1.6348281929611908e-14,6.96493750159563e-10,2.0929238181835475e-17,2.267844004635789e-14,4.8125964494146457e-26,1.4595874657758981e-25,1.561509234687557e-13,6.394662140856596e-23,2.6443037922976353e-16,5.1477456168351874e-11,4.757187676792294e-19,3.324472306870899e-25,5.17974994104402e-18,1.2165834294261279e-16,8.725250636449665e-26,9.882304079088427e-14,7.390115018344701e-24,3.1718598835697473e-22,3.4130947511825797e-19,6.02800883393944e-25,1.5952508342378387e-30,3.952632251988117e-31,8.303712568018746e-15,1.1616539558170027e-14,3.7790884301713396e-19,9.3445737106692e-20,6.295106515628281e-16,1.0351266280541329e-26,1.067549768557299e-22,8.193983681335635e-30,6.462212995301611e-26,6.793711571792544e-28,2.35874034302632e-15,2.4421075601884176e-36,1.863454313985448e-24,1.3841264144893703e-27,1.0925427311412052e-24,2.5652115236038817e-28,4.939976801211409e-26,4.309309253078983e-26,1.3997669654532015e-25,3.2144927692561072e-28,2.8653981720098496e-13,1.1116243341519272e-27,5.286762411469975e-32
1.0100354630301737e-07,0.28974309218310507,3.76,0.0,0.713735922824052,0.9999998945603726,1.9608792268628183e-09,3.8814608495388245e-25,6.617192448512927e-18,6.3161853282238165e-06,2.0540073230982584e-07,1.3920436639001562e-07,3.061529322044686e-08,4.390779145304279e-08,9.07211722366122e-08,1.491395235307049e-08,9.166307597442184e-10,1.0095450913049446e-08,2.2313765706170335e-16,1.2744660136942125e-10,5.298114009298707e-16,2.0099944824641414e-09,2.4218491813140715e-09,7.862906549046595e-15,1.6971079052448074e-14,7.123436108066328e-10,2.2033162023753758e-17,2.3024734041749976e-14,5.1114595048264327e-26,1.5659605250977661e-25,1.5856117187249584e-13,6.714631096698665e-23,2.764529194367761e-16,5.208643110400143e-11,5.054618415092834e-19,3.485188571778423e-25,5.3847265722657145e-18,1.2622079959918208e-16,9.205589692514253e-26,1.0134912089049436e-13,7.834567478802347e-24,3.3670295142789143e-22,3.4970359265924465e-19,6.42774888090091e-25,1.6914703969263408e-30,4.1947576642512216e-31,8.461831775110314e-15,1.1849656111284185e-14,3.86275223307442e-19,9.54551781316677e-20,6.421641380642287e-16,1.0995341387851332e-26,1.1140223261198234e-22,8.71700803863566e-30,6.885560771369624e-26,7.238234880251962e-28,2.4258181088790097e-15,2.601285120943211e-36,1.967724980192775e-24,1.4717157729285226e-27,1.161637560048968e-24,2.7049287293627744e-28,5.2450308946906e-26,4.627954043258657e-26,1.5007704758294616e-25,3.4491516299734245e-28,2.9071005602077107e-13,1.1904715502620113e-27,5.670028986459993e-32
1.0442841699407779e-07,0.28974309814898314,3.76,0.0,0.713735798733745,0.9999998904390608,2.15954478470634e-09,4.281654303465962e-25,6.8428739027159895e-18,6.525314668850392e-06,2.1606485332506268e-07,1.4872712009300019e-07,3.2634898853813004e-08,4.762080672214705e-08,9.400710824683904e-08,1.6382906935255798e-08,9.732060148113407e-10,1.0587134086582851e-08,2.5676969667502636e-16,1.3639849655730425e-10,6.02185964332086e-16,2.14261786764997e-09,2.5891370806136822e-09,8.732453547678213e-15,1.923873451312449e-14,7.679753806024162e-10,2.6167125318629488e-17,2.4222915688780522e-14,6.251305522513168e-26,1.9806788584006892e-25,1.669062663645426e-13,7.906319622014919e-23,3.2074089135188562e-16,5.416386969690645e-11,6.191259206078727e-19,4.081801821339568e-25,6.1294800815944605e-18,1.42731544660275e-16,1.1014113599577952e-25,1.1035549118084634e-13,9.521570093675104e-24,4.111599560511057e-22,3.793174640216961e-19,7.968410246569244e-25,2.056799459485509e-30,5.117380126947566e-31,9.019075991949906e-15,1.2669877532117357e-14,4.158957014307352e-19,1.0255657358574359e-19,6.866888031624172e-16,1.3455389589947077e-26,1.2843630759894042e-22,1.0732476188000112e-29,8.514802280873447e-26,8.948734532122581e-28,2.6638803295151635e-15,3.2162510877653305e-36,2.359843788522208e-24,1.807349632131851e-27,1.426320102911222e-24,3.2299053166813792e-28,6.409255581928727e-26,5.875685160987157e-26,1.8949344213346113e-25,4.366261822276528e-28,3.049640862539261e-13,1.497399002592062e-27,7.166734940988428e-32
1.078532876851382e-07,0.2897431041236837,3.76,0.0,0.7137356742200296,0.9999998862812824,2.3711104447379776e-09,4.709390737090234e-25,7.068226006362723e-18,6.734125275916775e-06,2.2696076811033954e-07,1.5855980290284425e-07,3.4723213412097005e-08,5.1524195112861176e-08,9.731232587381032e-08,1.794728250506259e-08,1.0312670252859365e-09,1.1081607996337696e-08,2.9427108900463547e-16,1.4566940224478397e-10,6.81609972469359e-16,2.2795959918579055e-09,2.761950724852754e-09,9.665087727747129e-15,2.173833243059452e-14,8.260049275933911e-10,3.0918301626305316e-17,2.5447234691013e-14,7.597028534426746e-26,2.486378397432313e-25,1.7543487982650787e-13,9.264943815910973e-23,3.7040377929653223e-16,5.623986467818117e-11,7.537441846145946e-19,4.758713622348611e-25,6.947509366354062e-18,1.6076006533721098e-16,1.3109659427463303e-25,1.199797196742672e-13,1.1498938008848999e-23,4.991251966382934e-22,4.1045165396529484e-19,9.816529114681789e-25,2.4851940177174834e-30,6.205352867771576e-31,9.604022263563486e-15,1.3528758746902473e-14,4.472021154038353e-19,1.1004193550766782e-19,7.333169636946285e-16,1.6366717440431614e-26,1.4739453051849485e-22,1.3151465570176298e-29,1.0465025346871622e-25,1.0995818896593748e-27,2.9163678903842633e-15,3.9571264143231926e-36,2.813145349474014e-24,2.20658277366094e-27,1.7409628558324617e-24,3.8362874487348294e-28,7.785460713708554e-26,7.40783807240258e-26,2.3765716621830687e-25,5.489290994511955e-28,3.19247792332087e-13,1.8710590980439837e-27,8.997426243878243e-32
1.1127815837619862e-07,0.2897431101074114,3.76,0.0,0.7137355492795533,0.9999998820865811,2.5959942722259112e-09,5.16562900722732e-25,7.293250680600802e-18,6.942617905964643e-06,2.3808774441523054e-07,1.6870194293769252e-07,3.688037665342557e-08,5.5622055219095025e-08,1.0063734922702668e-07,1.9610274409746153e-08,1.090806259824671e-09,1.157858191082524e-08,3.35960679528509e-16,1.5526119664561062e-10,7.685144204717601e-16,2.4209563065478537e-09,2.9402825804681855e-09,1.0663134940422938e-14,2.4486064596965044e-14,8.864520332598953e-10,3.63569610770645e-17,2.6698292645722044e-14,9.177711086098696e-26,3.0991569308694613e-25,1.8414578881189847e-13,1.0808173713873851e-22,4.2590015713225573e-16,5.831427895845339e-11,9.123933194720023e-19,5.5240442224351e-25,7.843274583399046e-18,1.803911553929762e-16,1.552782349765013e-25,1.3025057679412476e-13,1.380499609296692e-23,6.025520270318044e-22,4.431388928286487e-19,1.2022241386824356e-24,2.9850016929604028e-30,7.48203060536988e-31,1.0217260002825263e-14,1.4426990953214733e-14,4.802383248061615e-19,1.1792042692848715e-19,7.82086069323579e-16,1.97952674748461e-26,1.6842355659905246e-22,1.6042733165708046e-29,1.278795394590178e-25,1.3433665541667452e-27,3.183653051099897e-15,4.8458608051147566e-36,3.3347305008693315e-24,2.6792566253572727e-27,2.1131827847409578e-24,4.533796105028379e-28,9.404405508255549e-26,9.278438776666374e-26,2.96185521466186e-25,6.85673264490711e-28,3.335563491296152e-13,2.323515771859689e-27,1.122424629819785e-31
1.1470302906725904e-07,0.28974311610036846,3.76,0.0,0.713735423908953,0.9999998778544761,2.834616940819997e-09,5.651325915819682e-25,7.517949826470579e-18,7.150793290831367e-06,2.49445073921896e-07,1.7915306942865122e-07,3.910650938017939e-08,5.991847276046077e-08,1.0398270189061151e-07,2.137508404279926e-08,1.1518166327671637e-09,1.2077788779102365e-08,3.821741283086299e-16,1.651758096817224e-10,8.633425506590628e-16,2.5667258424235564e-09,3.1241251045593816e-09,1.1728931488956814e-14,2.749871833827499e-14,9.493352039542475e-10,4.2559066080988995e-17,2.797467645233159e-14,1.102547647584273e-25,3.8373196637427674e-25,1.9303965189171292e-13,1.2554991845713917e-22,4.877124025153694e-16,6.03870038753785e-11,1.098494782202229e-18,6.386485199381367e-25,8.821349036132922e-18,2.017115248773601e-16,1.8307484846441402e-25,1.4119734558804616e-13,1.6481704597455833e-23,7.236097524070425e-22,4.77411918924212e-19,1.464220757902145e-24,3.5653640776212466e-30,8.973237025912915e-31,1.0859379347936367e-14,1.5365265219771463e-14,5.150473756832013e-19,1.2620107393332742e-19,8.330341364204594e-16,2.3814336961681986e-26,1.9167644590946394e-22,1.9484756005531895e-29,1.5541975495265283e-25,1.6323423765565125e-27,3.466106244550992e-15,5.907581030033693e-36,3.9322660144077374e-24,3.236430092878917e-27,2.5515017296043936e-24,5.3330014015293215e-28,1.1300260979704585e-25,1.1549910823934884e-25,3.6694069894098427e-25,8.512968877304344e-28,3.478857869499519e-13,2.8686161628512162e-27,1.391882155718544e-31
