Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180),C4H6(4860)
0.00013612139374845946,0.3113823099200296,3.76,0.0,0.2566175046509778,0.8480934850162795,0.17454810840034776,1.635612732487994e-13,2.4210926292844386e-10,0.0018933744920410032,0.0005917649299474337,0.06013101711750429,0.0002702968802921605,0.3638804238763823,0.0038860041872167982,0.29487116331160995,2.9187176049896106e-06,3.76224353962705e-06,4.104189676679449e-05,0.007907661963460402,0.004541963368206885,9.382187696383592e-05,0.023979787291152566,7.409483420742156e-05,0.07213748397386195,1.622454309351523e-05,5.8271170487010995e-05,3.0144066971610648e-09,8.17820982833566e-09,1.4913009836858238e-06,2.732802278125978e-07,2.869715562357686e-09,0.0019401294571402023,4.308853001063951e-06,0.003509505395414315,1.1816031033813889e-11,5.928313366708051e-07,4.889838640206004e-07,9.533460160507799e-11,0.00289430096892366,6.461706748904702e-05,3.601221646879219e-05,1.0817634126017312e-11,4.897919001858718e-05,3.027764781392766e-11,4.6169165591720765e-14,2.157274519170366e-08,2.1941923594193658e-07,9.199952649759045e-12,1.9980518700445995e-12,1.00558243393468e-08,7.980491841640004e-11,3.2051284952642628e-09,1.4571450099133266e-05,1.2321725666504732e-07,1.284165640921783e-09,7.974102076215299e-08,5.300948182331191e-12,2.92674789976603e-08,2.070612839188709e-09,1.3449093371694362e-07,1.413463457820374e-10,4.529312181830402e-09,7.970083191564338e-06,0.000366897793067622,9.23035822549932e-07,3.2715747186532315e-07,1.2310460439932281e-05,1.8427803002171173e-10
0.00013706921981114894,0.311515229145073,3.76,0.0,0.25434453417895825,0.846474765705913,0.17622862580114798,1.6513158856812843e-13,2.441635129544592e-10,0.0018944015532762872,0.0005885042100356089,0.06052335745747772,0.00027006850348182637,0.365083050801579,0.0038955793539422866,0.2964085744915997,2.8961842151496706e-06,3.755498096323056e-06,4.130366697901217e-05,0.007922358644439086,0.004613944676878255,9.40818811355752e-05,0.024168500783409926,7.462302644762102e-05,0.0733242351774795,1.6246388213043197e-05,5.852109900060601e-05,3.0308842868907138e-09,8.310732167755406e-09,1.5154447243765734e-06,2.748325811388661e-07,2.8918031289402604e-09,0.0019628847657770505,4.319987481189774e-06,0.0035509150770243613,1.1909947150921236e-11,5.988988421163576e-07,4.912584051795021e-07,9.641507632535902e-11,0.0029395316372868054,6.600041277347539e-05,3.644231035030096e-05,1.0867573357420174e-11,4.9834609376987826e-05,3.090074927169664e-11,4.69158678461097e-14,2.1627061631871265e-08,2.208275201312731e-07,9.237458070067107e-12,2.0061960355485963e-12,1.0097194246573114e-08,8.0767698890468e-11,3.2259778659469576e-09,1.4879613775467131e-05,1.2463239032946216e-07,1.2989129902765115e-09,8.02124606573178e-08,5.4130601794746485e-12,2.9665702633514126e-08,2.0943679726504744e-09,1.361939779060104e-07,1.4288696640829524e-10,4.572705961744368e-09,8.087233444324176e-06,0.00037340980426586593,9.394189874094905e-07,3.3051430148948064e-07,1.2555161201898412e-05,1.87560675068449e-10
0.0001380170458738384,0.3116475309749086,3.76,0.0,0.2520922613449881,0.8448536035654576,0.17790928077346121,1.6670287129034843e-13,2.46211634199341e-10,0.0018954164363437275,0.0005852616828063148,0.060913628967773414,0.00026984169110108163,0.3662627197042226,0.003904975843257453,0.29793542379650373,2.873814549679768e-06,3.7487231100851984e-06,4.156323035058407e-05,0.007936599221644192,0.004686325819584035,9.433817581737053e-05,0.02435575475132552,7.514684701667764e-05,0.07451798970499651,1.626784624558623e-05,5.876635773730227e-05,3.0471066229315344e-09,8.443991402281384e-09,1.539716772857553e-06,2.763611474163623e-07,2.9137479048866265e-09,0.001985610031267513,4.330906949877642e-06,0.0035922567596213353,1.2003297167756278e-11,6.049448849415859e-07,4.935028696209868e-07,9.74934053634003e-11,0.0029850397250046753,6.73972459666199e-05,3.687191690986594e-05,1.0916847480948202e-11,5.06947758898204e-05,3.1529015083507566e-11,4.7666301635187927e-14,2.168064884458395e-08,2.2222633481207565e-07,9.274302766763542e-12,2.014196712004473e-12,1.0137830316176354e-08,8.172943168236551e-11,3.2466931653030037e-09,1.519042918513245e-05,1.260423114348655e-07,1.3136059940114437e-09,8.068052930534317e-08,5.5261369698959996e-12,3.0064322175057365e-08,2.1180351166965327e-09,1.3789800176487508e-07,1.444230055003094e-10,4.6157912068667185e-09,8.204504273416242e-06,0.0003799518428543178,9.558777015116608e-07,3.3386554681586325e-07,1.2801504020913064e-05,1.9085913394939395e-10
0.00013896487193652788,0.3117792198230094,3.76,0.0,0.24986052669208628,0.8432300818040066,0.1795900154742953,1.6827498779050377e-13,2.482534218665246e-10,0.0018964192118362752,0.0005820373948086061,0.06130184524231678,0.0002696164695041542,0.36741965114959385,0.003914193722613571,0.29945181094873796,2.851608352527905e-06,3.7419191561001995e-06,4.182058007628726e-05,0.007950385112378989,0.0047591015932675965,9.45907570591395e-05,0.02454153566231345,7.566626841627075e-05,0.07571865864029517,1.6288918287642636e-05,5.9006961960750034e-05,3.06307308266023e-09,8.577974823672714e-09,1.5641147187365966e-06,2.7786586986142243e-07,2.9355488685168933e-09,0.0020083032392659923,4.341611409643544e-06,0.003633525584437994,1.2096076262533903e-11,6.109691334743074e-07,4.957174357900389e-07,9.85694667761098e-11,0.0030308231221546794,6.880745518266514e-05,3.730100066917714e-05,1.0965460427783916e-11,5.1559613306753045e-05,3.216238370945254e-11,4.842038472040386e-14,2.1733505899147452e-08,2.2361564619235805e-07,9.310488789474578e-12,2.0220543435529583e-12,1.0177734724458424e-08,8.26900055382596e-11,3.267274672880801e-09,1.5503863271044862e-05,1.2744682478962933e-07,1.3282426181396371e-09,8.114523748947385e-08,5.640166527061275e-12,3.046328931611956e-08,2.141610999073058e-09,1.3960288280698635e-07,1.4595432337116374e-10,4.6585644101175735e-09,8.32187781771719e-06,0.00038652285342504877,9.724093096100073e-07,3.3721073641399154e-07,1.3049449536234763e-05,1.9417288787402735e-10
0.00013991269799921736,0.311910300055932,3.76,0.0,0.2476491713552294,0.8416042832760231,0.1812707724275837,1.6984800819388978e-13,2.502888592347077e-10,0.0018974099348229064,0.0005788313832125499,0.06168801977446876,0.000269392862999282,0.3685540649785634,0.003923233088595662,0.3009578346972389,2.829565327061303e-06,3.7350867767586916e-06,4.2075710540002743e-05,0.007963717740217304,0.004832266782005814,9.483962146805721e-05,0.024725830356083497,7.618126461859182e-05,0.0769261529157579,1.630960542509657e-05,5.9242927129593095e-05,3.078783132679376e-09,8.712669682668213e-09,1.5886361300414116e-06,2.793466999875225e-07,2.957205058898227e-09,0.0020309624028388078,4.352100863447983e-06,0.003674716759192893,1.2188279861206702e-11,6.169712668782755e-07,4.979022800323633e-07,9.964314024550862e-11,0.0030768797099032194,7.023092672587174e-05,3.7729526696931224e-05,1.1013416215566606e-11,5.242904574985354e-05,3.2800793361388125e-11,4.9178034680150116e-14,2.178563182564978e-08,2.2499542476953808e-07,9.346018276864415e-12,2.029769394933015e-12,1.0216909774367146e-08,8.364931056227878e-11,3.287722655472502e-09,1.5819882813464715e-05,1.2884574368275576e-07,1.342820917038466e-09,8.160659733847092e-08,5.755136765247218e-12,3.0862556280752313e-08,2.1650924896594602e-09,1.4130850134195093e-07,1.4748078314829144e-10,4.701022187408065e-09,8.439336375340263e-06,0.00039312177997214847,9.89011154950725e-07,3.405494157993514e-07,1.329895816638496e-05,1.9750141970617617e-10
0.00014086052406190683,0.31204077599184427,3.76,0.0,0.24545803706617486,0.8399762904809177,0.18295149452256537,1.7142205685820188e-13,2.523179396880951e-10,0.0018983886457552995,0.0005756436783796198,0.062072165956206196,0.0002691708930104144,0.36966618029885107,0.003932094066324995,0.302453592817711,2.8076851257847387e-06,3.7282264850745876e-06,4.232861623022488e-05,0.007976598535603063,0.004905816157331604,9.50847648445247e-05,0.02490862604438161,7.669181080410875e-05,0.0781403833155952,1.6329908968152024e-05,5.9474269274742e-05,3.0942362085610868e-09,8.84806362348288e-09,1.6132785862503189e-06,2.808035865295633e-07,2.9787155258397803e-09,0.00205358556242618,4.362375328898699e-06,0.0037158255580198645,1.2279903438612735e-11,6.22950955866774e-07,5.000575783722883e-07,1.0071430732073002e-10,0.0031232073607415623,7.166754510509751e-05,3.8157460601768546e-05,1.1060718834546154e-11,5.330299771033405e-05,3.344418097202636e-11,4.993917088344442e-14,2.1837025425060238e-08,2.2636563433738047e-07,9.380893756513309e-12,2.0373424179083836e-12,1.025535824613388e-08,8.460723817268488e-11,3.3080373499384616e-09,1.6138454433257565e-05,1.30238881205603e-07,1.3573389428464604e-09,8.20646193407419e-08,5.8710355406937494e-12,3.126207445930566e-08,2.188476454305086e-09,1.4301473831031956e-07,1.490022451037134e-10,4.743161287060836e-09,8.556862415136277e-06,0.00039974756604215737,1.005680579651086e-06,3.438811246893171e-07,1.354999011341106e-05,2.0084420945796079e-10
0.0001418083501245963,0.3121706518893125,3.76,0.0,0.24328696625371232,0.8383461855149613,0.1846321250427845,1.7299684189137675e-13,2.543403192823801e-10,0.0018993553697040275,0.0005724743072415513,0.062454297062702814,0.0002689505779926342,0.3707562153590372,0.003940776814624244,0.30393918199956094,2.7859673754700732e-06,3.7213387622452415e-06,4.2579290366876614e-05,0.007989028940331705,0.004979744477847859,9.532618296592185e-05,0.025089910350794935,7.7197880865773e-05,0.07936126048102507,1.634982984257032e-05,5.970100497421466e-05,3.109431821911874e-09,8.984143472887715e-09,1.6380396269511843e-06,2.8223648525879104e-07,3.0000792335997245e-09,0.002076170788044485,4.372434823519724e-06,0.0037568473288865536,1.2370942155587679e-11,6.289078861783383e-07,5.021835018583038e-07,1.0178285115880598e-10,0.0031698039374079535,7.311719289467466e-05,3.8584768569143544e-05,1.1107371989300573e-11,5.418139408249459e-05,3.4092484073478526e-11,5.070370887494343e-14,2.188768518197182e-08,2.2772624070078168e-07,9.415117360818242e-12,2.0447738720459003e-12,1.0293082368673745e-08,8.556368130959884e-11,3.328218970211271e-09,1.6459544596281e-05,1.316260502734449e-07,1.3717947460940796e-09,8.251931256000173e-08,5.987850653252811e-12,3.166179574399253e-08,2.2117597573815453e-09,1.447214739451822e-07,1.505185764573853e-10,4.784978568037576e-09,8.67443852579388e-06,0.00040639915523105316,1.0224149259546745e-06,3.472053892002004e-07,1.380250536557161e-05,2.0420073579155234e-10
0.00014275617618728578,0.31229993204194584,3.76,0.0,0.2411358020106012,0.8367140501124423,0.18631260761555757,1.745722821632299e-13,2.563558498361354e-10,0.0019003101183188856,0.0005693232891387072,0.06283442625860847,0.00026873193468312227,0.3718243876000203,0.003949281519052025,0.3054146979513628,2.7644116679514474e-06,3.714424058713081e-06,4.2827727205205865e-05,0.008001010410660734,0.005054046490914869,9.556387215745415e-05,0.025269671259805115,7.769944989118083e-05,0.08058869494087781,1.6369368957932073e-05,5.992315082875799e-05,3.1243695599206996e-09,9.120896078463824e-09,1.6629167662400113e-06,2.8364535897973037e-07,3.0212952122950485e-09,0.0020987161752325295,4.382279374111652e-06,0.003797777485358189,1.2461391438503863e-11,6.348417521055481e-07,5.04280221224275e-07,1.0284865654745297e-10,0.0032166672936760916,7.457975101512253e-05,3.901141728812567e-05,1.115337947277383e-11,5.506416011484164e-05,3.474563975011511e-11,5.1471564215258e-14,2.1937609593001022e-08,2.290772112125537e-07,9.44869130401103e-12,2.052064238742692e-12,1.0330084551454003e-08,8.651853420712556e-11,3.3482677177487107e-09,1.6783119643269116e-05,1.3300707080323304e-07,1.3861864502286973e-09,8.297068700526244e-08,6.105569857243041e-12,3.206167244568969e-08,2.234939380462785e-09,1.4642859095445318e-07,1.5202964633155566e-10,4.826471011349016e-09,8.79204741066456e-06,0.0004130754914936771,1.0392115370051527e-06,3.5052175158652076e-07,1.4056463744276516e-05,2.0757047894234906e-10
0.00014370400224997525,0.31242862049475584,3.76,0.0,0.2390043879303936,0.8350799657308718,0.18799288612524756,1.7614854556076082e-13,2.5836459234848405e-10,0.0019012528966224442,0.0005661906375715708,0.06321256662761723,0.0002685149782796717,0.3728709138421586,0.003957608386199073,0.3068802356440302,2.7430175735417097e-06,3.7074828191535223e-06,4.307392194370461e-05,0.008012544412469479,0.005128716936484001,9.5797828902988e-05,0.02544789703695721,7.819649402954059e-05,0.08182259713928491,1.6388527326934824e-05,6.014072384895239e-05,3.1390490746675312e-09,9.25830839691613e-09,1.6879075003315927e-06,2.850301765237924e-07,3.0423625319013583e-09,0.0021212198391768996,4.391909014348468e-06,0.0038386114912833382,1.2551246876735715e-11,6.407522457756453e-07,5.063479053141081e-07,1.0391160961526902e-10,0.0032637952767515734,7.605509909876225e-05,3.943737382190846e-05,1.1198745107481122e-11,5.5951221323041024e-05,3.540358464570805e-11,5.224265303313782e-14,2.1986797125648204e-08,2.3041851430178013e-07,9.481618028608259e-12,2.0592140510434903e-12,1.0366367490783624e-08,8.747169207136258e-11,3.368183767908794e-09,1.710914582914402e-05,1.343817695073583e-07,1.4005122494667752e-09,8.341875289831231e-08,6.224180875733411e-12,3.2461656844336344e-08,2.258012418897177e-09,1.481359727489759e-07,1.5353532311709488e-10,4.8676356960167314e-09,8.909671933627264e-06,0.0004197755194307709,1.0560677575678415e-06,3.538297651728354e-07,1.4311824946405318e-05,2.1095292024273624e-10
0.00014465182831266472,0.3125567214746965,3.76,0.0,0.23689256836239075,0.8334440134206401,0.18967290482867633,1.7772565577197976e-13,2.603664658098888e-10,0.00190218369666727,0.0005630763607241101,0.06358873112940851,0.0002682997213140924,0.37389600997891753,0.003965757653052671,0.3083358889667366,2.7217846207983794e-06,3.700515456540512e-06,4.331786930438979e-05,0.008023632429458858,0.005203750543521014,9.602804929180631e-05,0.025624576346412922,7.868898976680952e-05,0.08306287741358118,1.6407305928847993e-05,6.035374162598347e-05,3.1534700294350098e-09,9.39636729460904e-09,1.713009320539449e-06,2.8639090780903004e-07,3.0632802414211278e-09,0.002143679922902202,4.401323794152835e-06,0.0038793448828638093,1.2640503991381941e-11,6.466390662226112e-07,5.083867215418191e-07,1.0497159833073406e-10,0.0033111857242545954,7.754311499595669e-05,3.986260578400835e-05,1.1243472597881719e-11,5.684250361253718e-05,3.606625526837981e-11,5.301689126779854e-14,2.2035246030664857e-08,2.317501183108078e-07,9.513900028376729e-12,2.0662238498371244e-12,1.0401933873592039e-08,8.842305166081106e-11,3.387967286329049e-09,1.7437589280080277e-05,1.3574997339466454e-07,1.414770341139445e-09,8.386351924977263e-08,6.343671384950592e-12,3.2861701179064916e-08,2.280975973369912e-09,1.498435034085004e-07,1.550354784290786e-10,4.908469821751604e-09,9.02729513853609e-06,0.0004264981845970368,1.0729809348079216e-06,3.571289731093133e-07,1.4568548504263022e-05,2.143475399758874e-10
0.0001455996543753542,0.3126842390095918,3.76,0.0,0.2348001883259945,0.8318062738679102,0.1913526083062565,1.7930332267681918e-13,2.6236112612723175e-10,0.001903102501124886,0.000559980463869621,0.06396293261576928,0.000268086174300349,0.3748998910719268,0.0039737295836609525,0.30978175085993903,2.7007123147398945e-06,3.6935223642817715e-06,4.3559563409071846e-05,0.008034275962017093,0.005279142031892444,9.625452940207685e-05,0.02579969820871545,7.917691348494426e-05,0.08430944601467656,1.6425705612947513e-05,6.0562222151064695e-05,3.1676321189794073e-09,9.535059280166336e-09,1.7382196931978363e-06,2.8772752568722093e-07,3.084047353803245e-09,0.0021660945937983377,4.410523775536836e-06,0.003919973260683119,1.2729158174874132e-11,6.525019185059756e-07,5.103968353157804e-07,1.0602851218521103e-10,0.0033588364652949233,7.90436749886449e-05,4.028708124833804e-05,1.128756552218028e-11,5.7737933227096775e-05,3.673358794780521e-11,5.379419291496898e-14,2.2082954412683695e-08,2.3307199065830562e-07,9.545539672315973e-12,2.0730941474247315e-12,1.0436786231478109e-08,8.937251097085158e-11,3.407618420579578e-09,1.7768416024862695e-05,1.3711150871274565e-07,1.428958914672238e-09,8.430499414759016e-08,6.46402902568433e-12,3.3261757766154e-08,2.3038271321365076e-09,1.515510672177497e-07,1.565299866885797e-10,4.94897068588809e-09,9.14490017446327e-06,0.00043324243373810443,1.0899484188869676e-06,3.6041891045801804e-07,1.4826593817480554e-05,2.177538170668107e-10
0.00014654748043804367,0.3128111771261145,3.76,0.0,0.23272709342106426,0.830166827453265,0.1930319414047555,1.808813445988655e-13,2.643483374932044e-10,0.0019040092849535242,0.0005569029465324503,0.06433518384563393,0.0002678743463650552,0.3758827714677252,0.0039815244639472246,0.31121791346718186,2.6798001395889373e-06,3.686503924340547e-06,4.37989992737136e-05,0.008044476525714123,0.005354886114318758,9.647726600789052e-05,0.025973251938572743,7.966024220593836e-05,0.08556221312927159,1.644372717663639e-05,6.07661836314811e-05,3.1815351472813285e-09,9.674370684110724e-09,1.763536051657737e-06,2.8904001312664767e-07,3.1046629253375124e-09,0.0021884620393188728,4.4195090282525775e-06,0.00396049227880684,1.281720499730583e-11,6.583405105931764e-07,5.123784105286094e-07,1.0708224198654479e-10,0.003406745321890899,8.055665407925994e-05,4.0710768679070694e-05,1.1331027486503582e-11,5.863743669315938e-05,3.740551875303822e-11,5.4574470904446513e-14,2.2129920415871023e-08,2.343840988021403e-07,9.576539348036968e-12,2.0798254635708057e-12,1.0470927193467257e-08,9.031996900181855e-11,3.4271372958741283e-09,1.810159201424112e-05,1.3846620905604667e-07,1.4430762360609843e-09,8.474318626216216e-08,6.5852414103085424e-12,3.3661779339169415e-08,2.326563106795247e-09,1.5325854951798057e-07,1.5801872297884096e-10,4.989135688980368e-09,9.262470317054398e-06,0.00044000721477854604,1.1069675629297565e-06,3.636991283560183e-07,1.5085920184707837e-05,2.2117123222570958e-10
0.00014749530650073314,0.3129375399074499,3.76,0.0,0.2306731302294488,0.8285257540466681,0.1947108494073535,1.8245994336373847e-13,2.6632821846671116e-10,0.001904904009793376,0.0005538438004470744,0.06470549742253581,0.0002676642444173052,0.37684486430102726,0.003989142614473453,0.31264446761470793,2.6590475409445764e-06,3.6794604875830903e-06,4.40361727912268e-05,0.008054235664184084,0.0054309774927813045,9.669625606137784e-05,0.026145227331963325,8.013895432609498e-05,0.0868210888556798,1.6461371433613756e-05,6.096564452839057e-05,3.195178961828987e-09,9.814288021247982e-09,1.7889558289253642e-06,2.9032835716533395e-07,3.1251260741963265e-09,0.002210780479481218,4.428279641622483e-06,0.004000897679398348,1.2904640282717633e-11,6.641545615984677e-07,5.143316105294001e-07,1.0813268080443149e-10,0.0034549101044187513,8.208192522221814e-05,4.113363717699705e-05,1.1373862138928928e-11,5.954094099612571e-05,3.808198345602281e-11,5.535763969401944e-14,2.2176142116626486e-08,2.3568641209392129e-07,9.606901610036466e-12,2.0864183551642317e-12,1.0504359588092244e-08,9.126532669044094e-11,3.4465240387407065e-09,1.843708308001805e-05,1.3981391517264924e-07,1.457120645843745e-09,8.517810465900848e-08,6.7072961079132105e-12,3.4061719012674985e-08,2.3491812288582247e-09,1.5496583799475687e-07,1.595015660762553e-10,5.028962366868559e-09,9.379989066145823e-06,0.0004467914780296741,1.1240357260632854e-06,3.669691920138978e-07,1.53464867603801e-05,2.2459926897503028e-10
0.00014844313256342262,0.3130633311688382,3.76,0.0,0.22863814602680052,0.8268831331547636,0.19638927790245955,1.8403934228591388e-13,2.6830082273149946e-10,0.0019057866298860969,0.0005508030162926394,0.06507388584055997,0.0002674558734195374,0.3777863818410803,0.003996584379713092,0.31406150320506754,2.6384539484253775e-06,3.6723923919742575e-06,4.427107901765677e-05,0.008063554941811052,0.005507410862217319,9.691149564049008e-05,0.026315614526141434,8.06130284472391e-05,0.08808598323716307,1.6478639259990158e-05,6.116062384176922e-05,3.2085633626123203e-09,9.95479781287591e-09,1.8144764567678679e-06,2.915925404708206e-07,3.1454358594228004e-09,0.002233048157116295,4.436835716748273e-06,0.004041185266894553,1.2991459636384872e-11,6.699437891885206e-07,5.162565955650937e-07,1.0917972329918449e-10,0.003503328615119333,8.361935994611445e-05,4.1555656264006806e-05,1.141607295362442e-11,6.0448373436253425e-05,3.87629175744398e-11,5.614361406098757e-14,2.222161734063797e-08,2.369789028709741e-07,9.6366291325652e-12,2.092873400382745e-12,1.0537086270214218e-08,9.220848623118127e-11,3.4657787473299057e-09,1.8774854985338197e-05,1.411544650206359e-07,1.4710904554596684e-09,8.560975672515974e-08,6.830180662598265e-12,3.4461529376098385e-08,2.3716787831054132e-09,1.5667281948828884e-07,1.6097839609422895e-10,5.068448330930349e-09,9.497440049843541e-06,0.00045359417577436027,1.1411502723751075e-06,3.702286481848077e-07,1.560825260792809e-05,2.280374090026286e-10
0.0001493909586261121,0.31318855485353975,3.76,0.0,0.22662198881448767,0.8252390439083616,0.19806717278111552,1.8561899160013295e-13,2.7026562127594105e-10,0.0019066570928886447,0.0005477805811273471,0.06544036148159892,0.0002672492368095464,0.3787075354506572,0.004003850128128748,0.3154691092081659,2.618018773003525e-06,3.6652999667152985e-06,4.450371300867046e-05,0.008072435946702528,0.005584180911424576,9.712298181413077e-05,0.02648440400082609,8.10824430013722e-05,0.089356806280697,1.6495531341086994e-05,6.135114088488003e-05,3.2216883016278453e-09,1.0095885944908747e-08,1.8400953265804418e-06,2.92832559771505e-07,3.165591329499104e-09,0.002255263337586953,4.445177365864414e-06,0.004081350908683607,1.3077658633699864e-11,6.757079128548759e-07,5.181535237557737e-07,1.1022326557309644e-10,0.003551998648034037,8.51688283960187e-05,4.197679587817729e-05,1.1457663321228054e-11,6.135966162415984e-05,3.944825633431477e-11,5.693230462561653e-14,2.226634396783898e-08,2.382615387219185e-07,9.665724372194431e-12,2.099191132982096e-12,1.0569109940511614e-08,9.31493509400664e-11,3.4849014817649137e-09,1.911487344045819e-05,1.4248769999267835e-07,1.4849840121901932e-09,8.603814951083577e-08,6.953882599191651e-12,3.4861163532791856e-08,2.394053112499823e-09,1.5837938100145719e-07,1.624490936860924e-10,5.107591311983613e-09,9.614807001904661e-06,0.0004604142627721724,1.1583085721821362e-06,3.7347704884965866e-07,1.587117672359615e-05,2.314851338615737e-10
0.00015033878468880156,0.31331321478519414,3.76,0.0,0.22462450735898976,0.8235935650467026,0.19974448024464192,1.8719871397032527e-13,2.7222243912457716e-10,0.0019075153403148024,0.0005447764753379376,0.06580493661036407,0.00026704433672481765,0.3796085355377588,0.004010940251939662,0.3168673736323708,2.5977414012754702e-06,3.6581835257044047e-06,4.4734071119815524e-05,0.00808088029280399,0.005661282323554774,9.733071237856685e-05,0.02665158658564593,8.154717761443681e-05,0.0906334679671277,1.651204836121557e-05,6.153721521479712e-05,3.2345538058136612e-09,1.0237538386218763e-08,1.8658098112692e-06,2.9404841874599446e-07,3.1855916222044055e-09,0.0022774243091471897,4.453304723413749e-06,0.004121390536822098,1.3163233207071013e-11,6.814466620366649e-07,5.200225540013105e-07,1.1126320540095689e-10,0.003600917988755389,8.673019933174929e-05,4.2397026390056e-05,1.1498636742875996e-11,6.227473348701176e-05,4.013793494381162e-11,5.772362301836335e-14,2.231031995040267e-08,2.3953428688292016e-07,9.694189885081159e-12,2.1053721100973816e-12,1.060043344462105e-08,9.408782551811051e-11,3.5038923196954114e-09,1.9457104108026636e-05,1.43813470265333e-07,1.4987997548802316e-09,8.646329108735215e-08,7.0783894251982565e-12,3.526057527091313e-08,2.416301707339463e-09,1.6008541143032363e-07,1.639135429428453e-10,5.146389139202751e-09,9.732073819646364e-06,0.00046725069658521226,1.1755080028496569e-06,3.767139684368981e-07,1.6135218048717154e-05,2.349419295310919e-10
0.00015128661075149104,0.31343731474616926,3.76,0.0,0.22264555119417206,0.8219467749136702,0.20142114680387554,1.8877905510740747e-13,2.7417161164525524e-10,0.0019083613073461899,0.0005417906770316246,0.06616762337472519,0.0002668411735801469,0.38048959154551515,0.004017855167441367,0.31825638353026386,2.577621199438688e-06,3.6510433700812523e-06,4.496214941631471e-05,0.008088889620443672,0.005738709776850172,9.753468422340903e-05,0.026817153459131462,8.200721268570882e-05,0.09191587826049433,1.652819112239181e-05,6.171886685291388e-05,3.2471598388857558e-09,1.0379741365137521e-08,1.8916172856911388e-06,2.952401152592751e-07,3.2054358557416343e-09,0.002299529382759,4.46121794114235e-06,0.004161300147819191,1.3248179223433715e-11,6.871597680626332e-07,5.218638433705437e-07,1.1229944227661389e-10,0.00365008441455033,8.830334015669225e-05,4.2816318596671605e-05,1.153899662497255e-11,6.319351726850386e-05,4.0831888406881355e-11,5.851748291857618e-14,2.2353543063333215e-08,2.407971226031361e-07,9.722028462321507e-12,2.1114169371922195e-12,1.0631059815808477e-08,9.502381603608616e-11,3.522751324396386e-09,1.9801512605051243e-05,1.4513162623353532e-07,1.5125361245917322e-09,8.688518863477706e-08,7.2036886315286175e-12,3.565971786691999e-08,2.4384220613872865e-09,1.6179080009160096e-07,1.6537162975464822e-10,5.1848397223625234e-09,9.849224579909079e-06,0.00047410243779044713,1.1927459493274654e-06,3.7993897066737305e-07,1.6400335479012655e-05,2.3840728206229045e-10
0.0001522344368141805,0.3135608584599167,3.76,0.0,0.22068497070460516,0.8202987514122144,0.20309711930857446,1.9035965622640292e-13,2.761127317295917e-10,0.0019091949228821666,0.0005388231624840632,0.0665284337944002,0.0002666397461556992,0.3813509118417898,0.00402459531719936,0.3196362249059389,2.557657516872271e-06,3.6438797922710234e-06,4.518794334216221e-05,0.00809646560001222,0.0058164579446701725,9.77348945697693e-05,0.026981096184833422,8.246252854328683e-05,0.09320394711648967,1.6543960315013037e-05,6.189611622753274e-05,3.2595064519594037e-09,1.0522480653716557e-08,1.917515106541643e-06,2.9640765526673746e-07,3.2251231027063413e-09,0.0023215768942784548,4.468917185625073e-06,0.004201075809422306,1.333249238430658e-11,6.928469623978007e-07,5.23677546341512e-07,1.1333187738273624e-10,0.0036994956936186913,8.988811680401568e-05,4.323464374933969e-05,1.1578746225068576e-11,6.411594155777587e-05,4.153005133852508e-11,5.931379481995436e-14,2.2396011032903677e-08,2.420500175320667e-07,9.749242771883251e-12,2.1173261926428606e-12,1.0660991963952734e-08,9.595722991839787e-11,3.5414785215472443e-09,2.014806450634074e-05,1.4644201791449964e-07,1.526191558472036e-09,8.730384815513475e-08,7.329767693709408e-12,3.605854474332092e-08,2.4604116625094072e-09,1.6349543604242504e-07,1.668232405410568e-10,5.222941081938867e-09,9.966243502065172e-06,0.0004809684505829858,1.2100198056673713e-06,3.831516120667053e-07,1.6666487872728374e-05,2.4188067630342923e-10
