Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027)
8.060442492681644e-08,0.07257101011502566,3.76,0.0,0.6611269826654591,0.9999971474577514,4.6251237741588743e-07,2.8655550488434592e-21,9.510888785313035e-16,5.7901898234159815e-05,6.865799984830287e-06,7.324714115726091e-06,1.5230692032583434e-06,5.5970261351961444e-06,2.146070895655823e-06,3.083390859798044e-06,6.504408497645342e-08,2.3341742175696706e-07,1.932459573281308e-12,1.429684513209972e-08,2.7926706946728025e-13,1.3812900401706016e-07,1.2714812692742133e-07,2.919296693387697e-12,2.9771772139893043e-11,5.8514406815706275e-08,5.507383338303101e-13,1.886927103241532e-12,4.68654351775441e-21,3.1683110320758256e-20,1.77720814548397e-11,6.264976663208026e-18,1.732684442371994e-12,9.333475047241188e-10,5.761231539467148e-14,2.406087888414315e-20,2.268714902930495e-14,4.462589416837493e-13,1.448873848640335e-20,6.767297865547432e-11,1.4820883902570357e-19,3.378976520904928e-17,3.792699304877179e-16,1.2689217550025494e-19,1.2182963284768895e-25,2.2789763340936504e-25,2.4434335539407137e-12,3.2709296291792524e-12,2.6740606967135183e-16,8.645783404812059e-17,2.1688718444758292e-13,5.6057582321201085e-21,1.0525019066517872e-18,4.323711300384752e-24,1.7091624635373838e-19,2.044082862676524e-21
8.313285317489588e-08,0.07257102910120103,3.76,0.0,0.6611251092984475,0.9999969837109292,5.072599503059774e-07,3.129192347623775e-21,9.791776565101232e-16,5.949588846594613e-05,7.231110878876525e-06,7.772069620926999e-06,1.613473978146234e-06,6.073249215211813e-06,2.2654040993761268e-06,3.369281348798883e-06,6.871052876103637e-08,2.405138132954064e-07,2.2330701832270475e-12,1.544119603673508e-08,3.3258859391298835e-13,1.4677820706974578e-07,1.3499314898422412e-07,3.26451592346916e-12,3.362367986459785e-11,6.223510900340317e-08,6.525063583144141e-13,1.987522347047048e-12,5.977595561024418e-21,4.140286772269508e-20,1.8726203270788752e-11,7.387684172684689e-18,1.9955826423689335e-12,9.630963666535042e-10,7.038556227841664e-14,2.828171580019419e-20,2.543936784004165e-14,4.991343428876364e-13,1.7471866469530256e-20,7.527981513069096e-11,1.8696556098160314e-19,4.1304207751294607e-17,4.1155515407836933e-16,1.5982394942226341e-19,1.5373297200463533e-25,2.7917567244268896e-25,2.644273483483556e-12,3.53458197627397e-12,2.899715712833984e-16,9.363611143692546e-17,2.3438897127516414e-13,6.84776592285841e-21,1.2411372645430184e-18,5.821940108215665e-24,2.1644607500696586e-19,2.5884055605895314e-21
8.566128142297533e-08,0.07257104835962959,3.76,0.0,0.6611232030319812,0.9999968137092163,5.547622415299363e-07,3.407911216315805e-21,1.0072835189389914e-15,6.107753562034275e-05,7.604288146849581e-06,8.231531903333673e-06,1.7061550924864629e-06,6.574456556334985e-06,2.389241863089539e-06,3.671861782172042e-06,7.246143715773315e-08,2.4755527169468425e-07,2.5693908428662453e-12,1.6649109383469518e-08,3.9407020215732745e-13,1.556645258696655e-07,1.430567499594057e-07,3.642314045417042e-12,3.783733536105981e-11,6.605815748884524e-08,7.691209635289805e-13,2.0902908068959774e-12,7.5677893080728e-21,5.3673286850364695e-20,1.9701269234631806e-11,8.669518650074614e-18,2.2886385467823347e-12,9.929156806226214e-10,8.547854439696537e-14,3.3087779196613605e-20,2.842328576633595e-14,5.563488202701411e-13,2.0954812693698904e-20,8.349078625648865e-11,2.3424195541543494e-19,5.019469789112471e-17,4.455350347162171e-16,1.9995878813466153e-19,1.9266000451144124e-25,3.3999518121996123e-25,2.854864928431335e-12,3.810709407182199e-12,3.1366145806387224e-16,1.0116573320045879e-16,2.5272013112623344e-13,8.315177137826837e-21,1.4575989181767286e-18,7.770895534662094e-24,2.7215837839696813e-19,3.2544201118693757e-21
8.818970967105477e-08,0.0725710678959413,3.76,0.0,0.6611212634358691,0.9999966373110503,6.050933159630391e-07,3.7021170130625345e-21,1.035423768984812e-15,6.264693479706939e-05,7.985232547165708e-06,8.703007740826302e-06,1.80108401464573e-06,7.10117808192944e-06,2.51768953844333e-06,3.991544508720327e-06,7.629575248446483e-08,2.5454221339366574e-07,2.944394962997114e-12,1.792303212907546e-08,4.646657647096532e-13,1.6478512690984736e-07,1.513376862139073e-07,4.055051400408074e-12,4.243478255029779e-11,6.998227987449982e-08,9.021917193036855e-13,2.195205362149971e-12,9.513983832705073e-21,6.905658182667257e-20,2.0697041182252315e-11,1.0127290758645424e-17,2.6142499757373658e-12,1.0228173245905762e-09,1.0322392412496834e-13,3.853950602504758e-20,3.165007484084054e-14,6.181053075875711e-13,2.500304219173047e-20,9.233403566220647e-11,2.915744860017705e-19,6.066186761685869e-17,4.812455542696855e-16,2.4859447311796874e-19,2.398795187112331e-25,4.117796747899265e-25,3.0753297173783787e-12,4.099467666706095e-12,3.3849113597315473e-16,1.0905136706397452e-16,2.7189108255568994e-13,1.0040292737877591e-20,1.705145550647376e-18,1.0286688119671297e-23,3.399169796436211e-19,4.064393517281764e-21
9.071813791913422e-08,0.07257108771569525,3.76,0.0,0.6611192900856576,0.9999964543766787,6.583263522663946e-07,4.012224693849134e-21,1.0636162340371274e-15,6.420418054333316e-05,8.373845674363528e-06,9.186404641645848e-06,1.8982324493842251e-06,7.653937032285326e-06,2.6508510140693846e-06,4.328736693055704e-06,8.02124260835816e-08,2.614750537779859e-07,3.3611982388946823e-12,1.9265472420039297e-08,5.454072998475418e-13,1.7413719653233968e-07,1.5983473535724384e-07,4.505198483380703e-12,4.7438769940355535e-11,7.400621387936524e-08,1.053443140621324e-12,2.3022391337939986e-12,1.1881574495627286e-20,8.82163685686284e-20,2.171328411710063e-11,1.1778986808411975e-17,2.9749234638141363e-12,1.0528133018862537e-09,1.2398980729442576e-13,4.470145978873929e-20,3.5131028344527385e-14,6.846087582815103e-13,2.9688278558863647e-20,1.0183805025924286e-10,3.6071876602257467e-19,7.292840902137817e-17,5.187222436484936e-16,3.072149859219479e-19,2.968416253426875e-25,4.961148810072546e-25,3.305783152398485e-12,4.401005283501231e-12,3.644753162373906e-16,1.1729746838294898e-16,2.919117667360597e-13,1.2058852418413446e-20,1.987320682596507e-18,1.3510564966989303e-23,4.2185431947101115e-19,5.043800814715716e-21
9.324656616721366e-08,0.07257110782438016,3.76,0.0,0.661117282562584,0.9999962647681471,7.145336493194917e-07,4.3386601527947046e-21,1.0918792573471608e-15,6.574936685846095e-05,8.770029949987744e-06,9.681630839898502e-06,1.9975723358072426e-06,8.233250021207536e-06,2.788828727118925e-06,4.6838403584167775e-06,8.421041818928668e-08,2.6835420671736856e-07,3.823059906880894e-12,2.067899912642683e-08,6.374086479622482e-13,1.837179423693203e-07,1.6854669628903942e-07,4.995336995454115e-12,5.2872761597829464e-11,7.81287074240456e-08,1.2247184192085613e-12,2.411365481966793e-12,1.4745442638505052e-20,1.1193203499989906e-19,2.274976619136858e-11,1.364380653084492e-17,3.373275311992098e-12,1.0829157323843678e-09,1.4818222683342576e-13,5.1642459141911285e-20,3.8877552952461884e-14,7.56066004441553e-13,3.508888171419494e-20,1.1203164437604218e-10,4.436728131378114e-19,8.724072469545253e-17,5.58000186815782e-16,3.7751064573634397e-19,3.651970456427941e-25,5.947616761646312e-25,3.5463341727509192e-12,4.7154637748856854e-12,3.916280349960168e-16,1.259082861606338e-16,3.127916611106877e-13,1.4410275465120755e-20,2.3079691771614712e-18,1.7613361957090467e-23,5.204000001223848e-19,6.221665848570302e-21
9.577499441529311e-08,0.0725711282274151,3.76,0.0,0.6611152404535283,0.9999960683492806,7.73786633094485e-07,4.681861564413192e-21,1.1202316891231767e-15,6.72825871981655e-05,9.17368861433881e-06,1.0188595291102544e-05,2.0990758452041484e-06,8.83962709196693e-06,2.9317236746889905e-06,5.057252429149301e-06,8.828869781530201e-08,2.75180084338262e-07,4.3333838677897595e-12,2.2166241384502317e-08,7.418691775048303e-13,1.9352459434352127e-07,1.7747238923421088e-07,5.52816078895815e-12,5.876094865905724e-11,8.234851864944043e-08,1.4179830719813862e-12,2.522558003727171e-12,1.8190974293736424e-20,1.411146058917756e-19,2.380625868881751e-11,1.574220004020079e-17,3.8120325689300175e-12,1.1131368439140165e-09,1.7624770537374643e-13,5.943570364398656e-20,4.290116110568272e-14,8.32685619638387e-13,4.129023411390329e-20,1.2294394435011044e-10,5.427019345802414e-19,1.0387064242530069e-16,5.991140247617504e-16,4.613997314813651e-19,4.46817756602265e-25,7.096696084369402e-25,3.797085514478442e-12,5.0429778439184594e-12,4.1996267246807257e-16,1.3488786888478255e-16,3.3453979251892375e-13,1.713790915442811e-20,2.671254205133228e-18,2.280057649699523e-23,6.383112901922133e-19,7.630925439087606e-21
9.999999999999998e-08,0.0725711699378664,3.76,0.0,0.661111749794542,0.9999957245688743,8.797875275336204e-07,5.294007232434294e-21,1.1678612085525337e-15,6.98181495375871e-05,9.86462092671562e-06,1.1061682296144604e-05,2.273441417324035e-06,9.914652512247109e-06,3.181745901477166e-06,5.7231495338027555e-06,9.527988995292461e-08,2.864683601767023e-07,5.304045043785412e-12,2.4823299744633277e-08,9.477884737411366e-13,2.104081633024043e-07,1.9286104465871423e-07,6.521483924817784e-12,6.968212967325281e-11,8.96136440755797e-08,1.7957705514680186e-12,2.712900361587353e-12,2.5517241231956133e-20,2.0505296374316302e-19,2.5615699543162058e-11,1.982982670622349e-17,4.643169131703953e-12,1.1639349018282576e-09,2.331465177589368e-13,7.457441075072611e-20,5.0274707846188426e-14,9.728121549343509e-13,5.369666221299416e-20,1.4286276495408755e-10,7.511913287514841e-19,1.3766120399976764e-16,6.72005501666216e-16,6.379664050179833e-19,6.187094345154921e-25,9.43946737144433e-25,4.239115794372065e-12,5.619736026868173e-12,4.699819824474057e-16,1.507261389102163e-16,3.72841773198741e-13,2.2667185051078105e-20,3.385899244908068e-18,3.458253768253294e-23,8.872531852255356e-19,1.0606049252387076e-20
1.0083185091145198e-07,0.0725711699378664,3.76,0.0,0.6611110508529238,0.9999956545446655,9.017110436408528e-07,5.420384403413549e-21,1.1772826568567524e-15,7.031350107996421e-05,1.000304611911014e-05,1.1237378355136398e-05,2.3084635665094494e-06,1.0135581129994227e-05,3.232662129023586e-06,5.860564240767854e-06,9.668203900742333e-08,2.886736525944933e-07,5.5137631537042714e-12,2.5372687766324582e-08,9.934153858285899e-13,2.1380465118505473e-07,1.9596035884288388e-07,6.7332050869374135e-12,7.200038273242653e-11,9.10751776323871e-08,1.8789752316152483e-12,2.7510371286227873e-12,2.7227832321845417e-20,2.202932815058526e-19,2.597837564961047e-11,2.0727975350739793e-17,4.822230477756319e-12,1.1739845115322246e-09,2.4600248438688606e-13,7.789436012474146e-20,5.182616277873437e-14,1.0022541670564865e-12,5.647421899241735e-20,1.4704263899604558e-10,7.995486390082881e-19,1.4530861975969112e-16,6.869857576108407e-16,6.789158560018148e-19,6.585866190640344e-25,9.970963201101147e-25,4.329570020884367e-12,5.737678596392827e-12,4.802280542193826e-16,1.539685540029443e-16,3.8067469668902943e-13,2.3916398517476093e-20,3.544082884061997e-18,3.746074274057547e-23,9.450988178655665e-19,1.1297336258873667e-20
1.0588870740761086e-07,0.0725712128890301,3.76,0.0,0.6611067180899555,0.9999952119085197,1.0426538082464234e-06,6.2315952214094844e-21,1.234929712909506e-15,7.329765911336754e-05,1.0861160199982362e-05,1.233203973927656e-05,2.5261775488291922e-06,1.1545750174275328e-05,3.5544459800540176e-06,6.741747133926701e-06,1.053843737124981e-07,3.0195901519227914e-07,6.932495271688388e-12,2.8907033117424623e-08,1.311493911331932e-12,2.3495567368216985e-07,2.1528963343313507e-07,8.144154676471592e-12,8.736561157921261e-11,1.0017645935847142e-07,2.4547231118583e-12,2.9874699456357195e-12,3.992854686072718e-20,3.363821405389449e-19,2.822786727686605e-11,2.6926270170385328e-17,6.029581500477078e-12,1.2354559741398301e-09,3.377383548796542e-13,1.0075522855079873e-19,6.199997184414712e-14,1.195012838355545e-12,7.607892064250222e-20,1.74372827337834e-10,1.1557828441907463e-18,1.9999470722369586e-16,7.826058596492299e-16,9.80592047186151e-19,9.524253085138405e-25,1.3783162272417571e-24,4.903940354656729e-12,6.4860560785152556e-12,5.453660762153628e-16,1.7456811275892317e-16,4.303801611571493e-13,3.2829567825963875e-20,4.646150616674801e-18,6.006789082382592e-23,1.3721149657540908e-18,1.640014613534224e-20
1.1094556390376974e-07,0.07257125712180929,3.76,0.0,0.6611022390580175,0.9999947394141112,1.1971556542525154e-06,7.11957822413522e-21,1.2933409047381998e-15,7.623578977132466e-05,1.1747285503951175e-05,1.347187661260876e-05,2.752003313958929e-06,1.3073983620297378e-05,3.89783250380713e-06,7.70379718756903e-06,1.1438776069957208e-07,3.150393936677905e-07,8.622105410652045e-12,3.2792435272698455e-08,1.7091623564708814e-12,2.5695635117726376e-07,2.354515447172372e-07,9.786671398344482e-12,1.0507762326170147e-10,1.0964279329718769e-07,3.1657057533253806e-12,3.2316535561966797e-12,5.747487817512042e-20,5.034146554706182e-19,3.0553014904712047e-11,3.454926366315916e-17,7.45997378599008e-12,1.2976521160984249e-09,4.5676367899035e-13,1.287737299125512e-19,7.351776622573828e-14,1.4126797728213295e-12,1.0108136848666193e-19,2.0517727893766196e-10,1.642084865890883e-18,2.712082563426991e-16,8.862359100576169e-16,1.392553525728238e-18,1.353711412478555e-24,1.877233749288214e-24,5.520810603809537e-12,7.288961648463294e-12,6.154619948020374e-16,1.9671227366583022e-16,4.837134470638446e-13,4.4392601676426544e-20,6.024055052036578e-18,9.420486775596802e-23,1.9567942039931998e-18,2.3386457051296088e-20
1.1600242039992861e-07,0.07257130267604602,3.76,0.0,0.6610976107363074,0.99999423606184,1.365744053679347e-06,8.088742092123314e-21,1.3526913989138603e-15,7.912861318488861e-05,1.2660689105635588e-05,1.4656197271439803e-05,2.9857299109108983e-06,1.4724030934621049e-05,4.2635569972799485e-06,8.749632847635087e-06,1.2368439108245344e-07,3.279179737210327e-07,1.0617499342753858e-11,3.7052975026360264e-08,2.2012101945242253e-12,2.797857563704507e-07,2.5643776696299634e-07,1.1688268938736317e-11,1.2537030228459535e-10,1.1946476754307234e-07,4.034677658487001e-12,3.4833886688066595e-12,8.13399316594355e-20,7.396584795060476e-19,3.295214839859069e-11,4.383236734876996e-17,9.141139406002676e-12,1.360674801260366e-09,6.093057437418722e-13,1.6278633458887365e-19,8.647575647291787e-14,1.6569890674673572e-12,1.3261055702232903e-19,2.3970241991718406e-10,2.2964041354906164e-18,3.628215281903285e-16,9.981307717065785e-16,1.9472083320191846e-18,1.893847345813245e-24,2.522274351460031e-24,6.180709764052905e-12,8.147154965093511e-12,6.905922332132371e-16,2.204240655117323e-16,5.407257594915291e-13,5.9209806912962e-20,7.731265652285298e-18,1.4477382014886878e-22,2.7454598483709955e-18,3.280950326049107e-20
1.210592768960875e-07,0.07257134959054129,3.76,0.0,0.6610928301883668,0.9999937008787934,1.5489334639056473e-06,9.143861607900353e-21,1.4131631137469202e-15,8.197684124569552e-05,1.3600650308832883e-05,1.5884321004974645e-05,3.2271498601520416e-06,1.6499543330165014e-05,4.652333120758305e-06,9.882096199976056e-06,1.332665861102393e-07,3.4059790523783186e-07,1.2955971082870137e-11,4.171364320695164e-08,2.8042816535442932e-12,3.034233428968414e-07,2.782403167425514e-07,1.387832062719247e-11,1.4849090089732206e-10,1.2963312640957787e-07,5.08676184144849e-12,3.7424795441175565e-12,1.133392526132859e-19,1.0685888282843165e-18,3.542364562044876e-11,5.5035181193629185e-17,1.1102670700816333e-11,1.4246266502087628e-09,8.026097219054927e-13,2.0371380090656148e-19,1.0097099107556101e-13,1.9296872402257847e-12,1.7196146398281931e-19,2.781979376347237e-10,3.1651991986660625e-18,4.793695386302198e-16,1.1185387114470275e-15,2.684355122390606e-18,2.6112906226489728e-24,3.346960479720809e-24,6.884086109616176e-12,9.061309251508135e-12,7.708248822763199e-16,2.457239709578042e-16,6.014625974842239e-13,7.798420312008092e-20,9.828768469147093e-18,2.1838448013694736e-22,3.794819839670592e-18,4.534650512151514e-20
1.261161333922464e-07,0.07257139790307031,3.76,0.0,0.6610878945606434,0.9999931329183073,1.747225565470635e-06,1.0290118381462052e-20,1.4749443383849714e-15,8.478117770261608e-05,1.4566460454801687e-05,1.7155577962779524e-05,3.476059100583927e-06,1.8404075415974283e-05,5.0648532351563075e-06,1.1103954224301358e-05,1.431267950463437e-07,3.530823023546875e-07,1.5677204396563126e-11,4.6800328086252684e-08,3.536998808422232e-12,3.2784894193177614e-07,3.0085155237192154e-07,1.6388062378687337e-11,1.747005296444103e-10,1.4013876810843688e-07,6.3495360501530645e-12,4.008733941371029e-12,1.5568709650729327e-19,1.5200138484516512e-18,3.7965931866991105e-11,6.844236480356283e-17,1.3376033293971607e-11,1.4896108296744903e-09,1.0450413012950194e-12,2.5256412307774083e-19,1.1710117302391184e-13,2.232529893214025e-12,2.206093576672343e-19,3.2091640759671053e-10,4.304805304574262e-18,6.261235330302162e-16,1.2477015188138424e-15,3.6524147691211556e-18,3.552690728261053e-24,4.390525570949199e-24,7.631311365839206e-12,1.0032016331039029e-11,8.56220180542682e-16,2.726300738194138e-16,6.659640890958237e-13,1.0152746826982859e-19,1.2385733322315481e-17,3.2382806083410165e-22,5.173605927049932e-18,6.181823407636025e-20
1.3117298988840528e-07,0.07257144765040079,3.76,0.0,0.6610828010810736,0.9999925312595344,1.9611094971977777e-06,1.1533140436788433e-20,1.5382293406970934e-15,8.754231825291217e-05,1.555742273744158e-05,1.84693090239484e-05,3.7322569388323946e-06,2.0441086822076448e-05,5.50178873457106e-06,1.2417900029862e-05,1.5325759314118667e-07,3.65374243575108e-07,1.882326839150646e-11,5.2339803087991044e-08,4.4200846027877785e-12,3.530427577954457e-07,3.242641730561029e-07,1.9250591041762352e-11,2.042746649002237e-10,1.5097274245676675e-07,7.853112026535562e-12,4.281963066363338e-12,2.1105820341538003e-19,2.1313654093966838e-18,4.057747929196231e-11,8.43644502913998e-17,1.599457595373103e-11,1.5557308544472435e-09,1.3461927136106062e-12,3.104352781572746e-19,1.3496448783056763e-13,2.567278580682433e-12,2.8022439014526137e-19,3.6811294174712245e-10,5.782934268979117e-18,8.091679944188427e-16,1.3858546232240078e-15,4.909791903290515e-18,4.774136275462989e-24,5.698565098793786e-24,8.422684724987096e-12,1.105979141999627e-11,9.468309732526045e-16,3.011581995836844e-16,7.342653099743677e-13,1.3077021376700667e-19,1.5480204436133794e-17,4.726498969280987e-22,6.964365111623326e-18,8.321039459009988e-20
1.3622984638456417e-07,0.07257149886830949,3.76,0.0,0.6610775470576834,0.9999918950070172,2.1910620887334253e-06,1.2879040507659173e-20,1.603217969426875e-15,9.026095062787249e-05,1.657285202560768e-05,1.9824865667953507e-05,3.995546000624223e-06,2.261394379928605e-05,5.9637903740788795e-06,1.3826554072922869e-05,1.6365167970540183e-07,3.774767721022771e-07,2.243860726916661e-11,5.83597147765409e-08,5.47648556696157e-12,3.7898536248445207e-07,3.4847121774535227e-07,2.2500858232188607e-11,2.37503671940471e-10,1.6212624858117914e-07,9.630207548789242e-12,4.5619815210145396e-12,2.826553433809278e-19,2.949171692871701e-18,4.325680631407907e-11,1.0313857512450686e-16,1.899353737059956e-11,1.6230904014387758e-09,1.7169920083301923e-12,3.78517699164781e-19,1.5465944300868e-13,2.9356978736604364e-12,3.5268641770509827e-19,4.200448579250955e-10,7.68031383595746e-18,1.0354811802954513e-15,1.5332272095802796e-15,6.526375071507393e-18,6.342518675908771e-24,7.323725331981977e-24,9.258436711885506e-12,1.2145077705592975e-11,1.042703148971832e-15,3.313220492480158e-16,8.063965875471136e-13,1.6677257380310593e-19,1.9199811239455074e-17,6.798366411114929e-22,9.265410443535264e-18,1.1069690699537618e-19
1.4128670288072306e-07,0.07257155159159882,3.76,0.0,0.6610721298772102,0.9999912232902703,2.4375480898299993e-06,1.433445289712377e-20,1.6701152530011883e-15,9.293775467329693e-05,1.761207469159196e-05,2.122160984711357e-05,4.265732184092199e-06,2.4925920794572493e-05,6.4514885929389785e-06,1.5332465356534067e-05,1.7430187626009755e-07,3.893928962975073e-07,2.6570024579121144e-11,6.488857109690308e-08,6.731493954392335e-12,4.0565768981033856e-07,3.734660637153247e-07,2.6175659870249243e-11,2.7469334145583896e-10,1.7359063268626138e-07,1.1716211108085939e-11,4.848607254282236e-12,3.742826567689256e-19,4.0307264042798425e-18,4.600247700916252e-11,1.2512914118942057e-16,2.2410049995420095e-11,1.691793134926817e-09,2.1698153140719068e-12,4.580964955861618e-19,1.7628471820058618e-13,3.339552605288145e-12,4.401000160120357e-19,4.769713698122497e-10,1.0092471817331246e-17,1.3130191000682903e-15,1.6900423323120775e-15,8.585182810457378e-18,8.337016706842942e-24,9.326429108875537e-24,1.0138732899401379e-11,1.3288250732187866e-11,1.1438760562011422e-15,3.631333272473698e-16,8.823837924278469e-13,2.1073508409481832e-19,2.36424967116494e-17,9.646348710643809e-22,1.2192931237701574e-17,1.456650922680092e-19
1.4634355937688195e-07,0.07257160585411337,3.76,0.0,0.661066547003745,0.999990515263364,2.701020395815732e-06,1.59065686699361e-20,1.7391309959056243e-15,9.557340242545101e-05,1.8674428444695792e-05,2.2658913860566626e-05,4.542624614778249e-06,2.738020200320363e-05,6.9654938334889e-06,1.6938112613558455e-05,1.8520112473900323e-07,4.0112559007276435e-07,3.126666249709369e-11,7.195572982828972e-08,8.21286899779425e-12,4.3304102981323685e-07,3.9924242489073066e-07,3.031362178860052e-11,3.1616543682995356e-10,1.853573859420006e-07,1.4149239239367525e-11,5.141661514157268e-12,4.904247518081475e-19,5.445966945678611e-18,4.881310048707714e-11,1.5072840160574018e-16,2.6283141162858588e-11,1.7619425423626503e-09,2.7186017205381703e-12,5.505534267517609e-19,1.9993902511364156e-13,3.780605288505934e-12,5.448096445686375e-19,5.391532961976396e-10,1.3131667643129131e-17,1.6508027539490953e-15,1.8565170279085733e-15,1.1184160779563516e-17,1.0850704186663639e-23,1.1775637847012089e-23,1.106367748409694e-11,1.4489622594154618e-11,1.2503829028258434e-15,3.966018639821621e-16,9.62248616862282e-13,2.6400981467054214e-19,2.8917262236836116e-17,1.3515183294987705e-21,1.5883261170867172e-17,1.8974274055486558e-19
1.5140041587304084e-07,0.0725716616887559,3.76,0.0,0.6610607959773913,0.9999897701045181,2.9819202693713256e-06,1.7603169064354803e-20,1.8104793754784093e-15,9.816855818292509e-05,1.9759262169645065e-05,2.413616022964628e-05,4.826035602080764e-06,2.9979882898658387e-05,7.506396855968383e-06,1.8645905473778102e-05,1.9634248573961804e-07,4.126777931820417e-07,3.657997654672238e-11,7.95913872166744e-08,9.95095702209698e-12,4.6111702349528223e-07,4.2579434993101066e-07,3.495518175503279e-11,3.622582497206767e-10,1.9741814246796518e-07,1.6970186593543227e-11,5.4409688006898804e-12,6.363316233379633e-19,7.279573393537941e-18,5.168733025434941e-11,1.803569725700292e-16,3.065373171272787e-11,1.8336417805874353e-09,3.3789704194545625e-12,6.573686192870016e-19,2.2572097695007072e-13,4.260613703729864e-12,6.69414909753724e-19,6.06852788444397e-10,1.6928973364336277e-17,2.0590084492580556e-15,2.0328624259754873e-15,1.443813457070537e-17,1.399228255764204e-23,1.474964891294162e-23,1.2033316725742557e-11,1.5749445937695897e-11,1.362251138562407e-15,4.317357329842409e-16,1.046008840363167e-12,3.281117217648259e-19,3.514492649767057e-17,1.8713221447172146e-21,2.049530554837627e-17,2.4482707870779144e-19
1.5645727236919973e-07,0.0725717191275033,3.76,0.0,0.6610548744129446,0.9999889870156974,3.28067755901114e-06,1.943265708058592e-20,1.884378542166564e-15,0.00010072387857460465,2.0865935770010505e-05,2.5652741574595738e-05,5.115780596989939e-06,3.2727971740868334e-05,8.074769049408399e-06,2.0458185615537365e-05,2.07719136831599e-07,4.240524115029066e-07,4.256370602966936e-11,8.782656675973075e-08,1.1978810197142705e-11,4.898676575980179e-07,4.5311622009205366e-07,4.014256815071416e-11,4.133271620054696e-10,2.0976467736854577e-07,2.0222768823894008e-11,5.74635682011397e-12,8.18109488379372e-19,9.633300838002365e-18,5.46238635647156e-11,2.144642715009191e-16,3.556463226796244e-11,1.906993532172145e-09,4.168339802460333e-12,7.8012203316059345e-19,2.5372896719519325e-13,4.7813286503602265e-12,8.167858875709136e-19,6.803330753546527e-10,2.1636506788522947e-17,2.5490610476710095e-15,2.219283858826953e-15,1.848092339284796e-17,1.7887940642207088e-23,1.8336927473420333e-23,1.3047642252580216e-11,1.7067917783321915e-11,1.4795028196589616e-15,4.685413627186937e-16,1.1336785833554512e-12,4.047301896617573e-19,4.245889576550651e-17,2.562564167631307e-21,2.6213129860590786e-17,3.1311566197065424e-19
1.665709853615175e-07,0.07257183894068449,3.76,0.0,0.6610425104946499,0.9999873039723522,3.933427990225941e-06,2.3527191118264895e-20,2.0407193366970827e-15,0.00010571760180073701,2.3142296411547186e-05,2.880152944003212e-05,5.713549879802072e-06,3.8680979085584684e-05,9.29611147828876e-06,2.440524146582789e-05,2.3115159480755085e-07,4.462803498309643e-07,5.676857414999467e-11,1.062236564616127e-07,1.7050246673427258e-11,5.493224913837043e-07,5.100489689512761e-07,5.2332529879083535e-11,5.319036734454368e-10,2.352828762892594e-07,2.821199515679061e-11,6.374701649009547e-12,1.3185783566419455e-18,1.6409853265720712e-17,6.06788446287217e-11,2.9805880590607945e-16,4.7188011551304856e-11,2.0590621482755894e-09,6.2134796880278855e-12,1.080269439259916e-18,3.1681488461586156e-13,5.951834147489734e-12,1.192749700501287e-18,8.45692963924046e-10,3.451084884734378e-17,3.827235161306401e-15,2.6231478153195656e-15,2.9577493577851956e-17,2.8546092001942234e-23,2.7761219797128926e-23,1.521006442511596e-11,1.9881338569388718e-11,1.7302198212909117e-15,5.471860218882563e-16,1.3207862485049574e-12,6.032171805824569e-19,6.09469656841855e-17,4.661842871829302e-21,4.1845057489789115e-17,4.997988079779647e-19
1.7567332705460346e-07,0.07257195256097287,3.76,0.0,0.6610307772830737,0.9999856519791753,4.5860618242048215e-06,2.7764782013806947e-20,2.192405717784464e-15,0.0001100821482206018,2.525951225201325e-05,3.176407338487781e-05,6.2714160425786524e-06,4.4574686214646044e-05,1.0494610565328119e-05,2.833707854425513e-05,2.529793946914212e-07,4.6570662342039276e-07,7.243038281128858e-11,1.251591784291877e-07,2.2996618106051867e-11,6.049652987246131e-07,5.638720102052908e-07,6.562959101495323e-11,6.595759770341121e-10,2.591469251543773e-07,3.737591232289253e-11,6.959343733968855e-12,1.9740055281473164e-18,2.5754942736457312e-17,6.63292088138158e-11,3.937208915381058e-16,5.996482598362145e-11,2.2025913343369885e-09,8.711164910262746e-12,1.4228432711474183e-18,3.8218404122859663e-13,7.161855317460564e-12,1.6438482067401616e-18,1.0169418808660353e-09,5.125569372992388e-17,5.4011407160837765e-15,3.023030404112436e-15,4.407808274963016e-17,4.2414673868636647e-23,3.946736239538551e-23,1.730797898180077e-11,2.2614958758483724e-11,1.9743993435650088e-15,6.237181261045227e-16,1.502628797982676e-12,8.455978818519739e-19,8.292509804358972e-17,7.740808321429195e-21,6.215765784384139e-17,7.423653625777779e-19
