Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43)
3.469898411815396e-08,0.10738673079433841,3.76,0.0,0.5643499030234866,0.9994581099233516,0.0003748225927869523,5.202915730606123e-12,1.703356278003684e-09,0.01329419361947224,0.0014262869085699115,0.0030403612504364386,0.001842435697826361,0.005266730026701514,0.00015027120558593797,0.002990909877925387,6.371798996227845e-07,3.242205115943478e-06,3.2680610352665315e-06,2.1015314181806187e-06,1.990350143334573e-06,0.0002668535667678671,4.761703064513937e-05,7.674492972490969e-07,2.4829761146617595e-06,7.844848416923589e-05,2.7595497190492486e-07,7.854505301918688e-09
3.5083696081662493e-08,0.10739154224795619,3.76,0.0,0.564077338122361,0.9994417976790075,0.0003893776783386759,5.3741363828145e-12,1.7198922089769973e-09,0.013411780262424336,0.0014522610791864491,0.003102977632785174,0.0018815665432442936,0.0054221935224454945,0.00015409633694039342,0.003089831776759507,6.490252428391855e-07,3.2721421717849134e-06,3.4559394978948236e-06,2.1795734102219347e-06,2.1295101936274686e-06,0.00027386147193920286,4.875390215167471e-05,8.128588087498212e-07,2.6079327262181673e-06,8.02945904518157e-05,2.940537217285714e-07,7.998317560105002e-09
3.5468408045171024e-08,0.10739640675140047,3.76,0.0,0.5638017467713761,0.9994251660663231,0.0004043097150785855,5.548680406776464e-12,1.7364031891612755e-09,0.013528925631106343,0.0014783831183204327,0.003166130022100827,0.00192100790488755,0.005580458917726495,0.00015798550550649568,0.0031907999426171803,6.609400345658927e-07,3.301953879926812e-06,3.6521910580406118e-06,2.259958111050578e-06,2.2766429109083407e-06,0.0002809554228178629,4.9907675567611396e-05,8.604124416882326e-07,2.7378711975649876e-06,8.215881160319731e-05,3.13100610083328e-07,8.142974272014674e-09
3.5853120008679555e-08,0.10740132459209406,3.76,0.0,0.5635231133820954,0.9994082126905511,0.00041962316202192007,5.7265637095104084e-12,1.7528911341938959e-09,0.013645638284772912,0.0015046496920852969,0.0032298158641876035,0.0019607550550307194,0.005741541280049068,0.0001619390009820091,0.0032938286151342846,6.729227210486138e-07,3.3316422842372417e-06,3.857074123659296e-06,2.342738755549412e-06,2.432102756942513e-06,0.00028813480025925985,5.107852882426514e-05,9.101844257177071e-07,2.8729460130979513e-06,8.404096712949353e-05,3.33132281675129e-07,8.28845789119336e-09
3.6237831972188086e-08,0.10740629605046545,3.76,0.0,0.5632414227303373,0.9993909351927966,0.0004353224400692619,5.907801906159489e-12,1.7693579738479396e-09,0.01376192682380062,0.0015310574317881236,0.003294032635328142,0.0020008032104614237,0.005905455292173932,0.00016595709968839753,0.003398931732982832,6.849717314353111e-07,3.3612094410368548e-06,4.070850827147171e-06,2.4279692484094576e-06,2.5962551317099873e-06,0.0002953989705480764,5.226664255698924e-05,9.62250485270204e-07,3.013315446515529e-06,8.594087410127872e-05,3.54186231406612e-07,8.434750692824388e-09
3.662254393569662e-08,0.10741132139988074,3.76,0.0,0.5629566599603073,0.9993733312503796,0.00045141193117652925,6.09241033216187e-12,1.7858056514785456e-09,0.013877799886961036,0.0015576029349576082,0.0033587778423691417,0.0020411475337438183,0.006072215248157264,0.00017004006448585,0.003506122930842901,6.970854782464016e-07,3.390657418477421e-06,4.293786952974335e-06,2.5157041570324253e-06,2.769476532760788e-06,0.0003027472855961134,5.347220010109011e-05,1.0166878356229516e-06,3.1591416324894514e-06,8.785834718166677e-05,3.7630080479344663e-07,8.581834779201967e-09
3.700725589920515e-08,0.10741640090657821,3.76,0.0,0.5626688105886283,0.9993553985771862,0.0004678959775359046,6.280404055393404e-12,1.802236123454725e-09,0.013993266148635173,0.0015842827663997605,0.00342404902279694,0.002081783134532583,0.006241835049510918,0.00017418814469348585,0.0036154155364624273,7.092623578587219e-07,3.4199882959036942e-06,4.526151861606214e-06,2.60599870396099e-06,2.952154711623446e-06,0.00031017908314037067,5.469538748700701e-05,1.0735751778885213e-06,3.3105906385327564e-06,8.979319865681627e-05,3.9951519775645745e-07,8.729692085346173e-09
3.777667982622221e-08,0.10742672342076222,3.76,0.0,0.5620837959920022,0.9993185380788581,0.0005020649011517767,6.6666063996927124e-12,1.8350533374503735e-09,0.0142230131258505,0.001638031516301073,0.0035561596073106594,0.0021639083510476176,0.006589707809810083,0.00018268058048236457,0.0038403567305447944,7.337990233065691e-07,3.4783071200761205e-06,5.020262858180015e-06,2.7944908286925645e-06,3.3474895871050445e-06,0.00032529040698916416,5.71954093454109e-05,1.1950220313880245e-06,3.631041477457842e-06,9.371427425690217e-05,4.4940447082536193e-07,9.027653295653601e-09
3.846916136053757e-08,0.10743620142420082,3.76,0.0,0.561546589141111,0.9992842171973051,0.0005342090297811818,7.025912335205596e-12,1.8645498585652105e-09,0.0144284817930334,0.0016868297009279287,0.0036768338878121532,0.002238767121007434,0.006912705259632618,0.000190548688807906,0.004050117940867476,7.560815361906014e-07,3.530414645452576e-06,5.499981731949074e-06,2.9734548150028165e-06,3.7397588423254645e-06,0.00033916918161180714,5.950764429991048e-05,1.3135228827677058e-06,3.940426336678017e-06,9.730074581067256e-05,4.984767802765531e-07,9.298278350233354e-09
3.916164289485293e-08,0.10744585870543892,3.76,0.0,0.5609991738787478,0.9992487973805471,0.0005676971455467666,7.396410011467284e-12,1.89402159060799e-09,0.014632768648731817,0.0017360083066551484,0.0037991754312127787,0.0023144913063285824,0.007245166484431613,0.0001986310222845292,0.004266880666016573,7.785429759263364e-07,3.5821755454921442e-06,6.01459357759662e-06,3.1615998922084967e-06,4.169228584375379e-06,0.0003533075133338399,6.188001559174908e-05,1.4412528154784196e-06,4.270799187137538e-06,0.00010094049912529385,5.517607896786575e-07,9.571120667298972e-09
3.985412442916829e-08,0.10745569655185246,3.76,0.0,0.5604414796930801,0.9992122666604527,0.0006025530304567817,7.778179204299986e-12,1.92348033382865e-09,0.014835925182870802,0.0017855462648307075,0.003923170990073582,0.0023910506637733345,0.007587157904910251,0.00020692853678750024,0.0044907111823208334,8.01173474974539e-07,3.6336022618764376e-06,6.565787254917623e-06,3.3592706356506306e-06,4.63858650929277e-06,0.00036770105390462134,6.431370467395537e-05,1.5787234788388551e-06,4.623280237331459e-06,0.00010463235837781071,6.095155763324506e-07,9.84606963167599e-09
4.054660596348365e-08,0.10746571617115835,3.76,0.0,0.5598734402626201,0.9991746134768533,0.0006387999876889266,8.171297819317765e-12,1.952937975174226e-09,0.015038003019127494,0.0018354222562496287,0.0040488076408471685,0.0024684145154080083,0.00793874156019832,0.0002154420415951554,0.00472167234318936,8.239630393194476e-07,3.6847072976441666e-06,7.155281846132115e-06,3.5668177289614064e-06,5.150649733559026e-06,0.0003823453226655996,6.68099206210196e-05,1.7264613372893623e-06,4.999036722055161e-06,0.00010837512602145135,6.720089024125928e-07,1.0123013364577676e-08
4.123908749779901e-08,0.10747591869136014,3.76,0.0,0.5592949935117435,0.9991358266821702,0.0006764608280860475,8.575842101060137e-12,1.9824064754718603e-09,0.015239053854397578,0.0018856147350658832,0.004176072783397549,0.0025465517806819355,0.008299975058325339,0.00022417219884103887,0.0049598235407311035,8.469015596169147e-07,3.735503202763343e-06,7.784824627865531e-06,3.784597740903872e-06,5.708367120783374e-06,0.0003972357106894287,6.936989989059796e-05,1.8850073881360336e-06,5.39928424628096e-06,0.00011216758373342045,7.395170993698956e-07,1.0401838849754907e-08
4.193156903211437e-08,0.10748630515945404,3.76,0.0,0.5587060816615306,0.9990958955455863,0.0007155578570934918,8.991886834797407e-12,2.0118978562811126e-09,0.015439129397130002,0.0019361019533354418,0.00430495414009496,0.0026254310096896763,0.008670911531855065,0.00023311952317499283,0.0052052206712931304,8.699788226697722e-07,3.7860025593317954e-06,8.456188934690728e-06,4.012972886274787e-06,6.3148214540469106e-06,0.0004123674850516737,7.199490605080554e-05,2.054916840835275e-06,5.825288115425754e-06,0.00011600849342857063,8.123249288008104e-07,1.0682432062742352e-08
4.2624050566429726e-08,0.10749687654112725,3.76,0.0,0.5581066512758901,0.9990548097567591,0.000756112862145514,9.419505539890407e-12,2.0414241864528022e-09,0.015638281304749754,0.0019868619861023204,0.004435439754486873,0.002705020417474923,0.009051599598686011,0.0002422843816313363,0.005457916104936128,8.931845231907142e-07,3.836217966457763e-06,9.171171920790044e-06,4.252310771488754e-06,6.973231449421541e-06,0.0004277357932400956,7.468622947265921e-05,2.2367587588882606e-06,6.278364648590611e-06,0.0001198965983335596,8.907254202322117e-07,1.0964678102840734e-08
4.3316532100745086e-08,0.1075076337200587,3.76,0.0,0.5574966533027635,0.9990125594290526,0.000798147100525981,9.85877065375598e-12,2.0709975684273056e-09,0.015836561120303388,0.002037872756979646,0.004567517989529484,0.0027852879193066356,0.009442083328227324,0.00025166699371038936,0.005717958659018874,9.165082758299931e-07,3.886162024852357e-06,9.931592222937062e-06,4.502984124831749e-06,7.686953600432202e-06,0.0004433356677104254,7.744518698585013e-05,2.431115663896357e-06,6.759882471074553e-06,0.00012383062411953303,9.750196853330173e-07,1.1248461327529931e-08
4.4009013635060446e-08,0.10751857749754559,3.76,0.0,0.556876043110343,0.9989691351022907,0.000841681287715594,1.0309753705504562e-11,2.1006301243194757e-09,0.016034020208546027,0.002089112064138074,0.004701177525378582,0.0028662011667897305,0.009842402212986866,0.00026126743167227294,0.005985393575934692,9.399396274266685e-07,3.935847321187899e-06,1.0739287532547193e-05,4.765370512013514e-06,8.459483847568005e-06,0.000459162030593337,8.027312149712343e-05,2.6385831027994466e-06,7.271263782288429e-06,0.00012780928008817942,1.0655167089293875e-06,1.1533665488779095e-08
4.4701495169375805e-08,0.10752970859212875,3.76,0.0,0.5562447805182099,0.9989245277450162,0.0008867355862438467,1.0772525478351983e-11,2.130333981829998e-09,0.0162307096916629,0.0021405576066265597,0.004836407356734844,0.0029477275846945053,0.010252591145657622,0.0002710856210438737,0.006260262505078223,9.634680694481112e-07,3.985286412269663e-06,1.159611208343102e-05,5.0398520374859735e-06,9.29445906569856e-06,0.0004752096985559727,8.317140157023051e-05,2.8597691789491097e-06,7.813985595157113e-06,0.0001318312604069881,1.1625331169852102e-06,1.1820173870936301e-08
4.5393976703691165e-08,0.10754102763936582,3.76,0.0,0.5556028298233147,0.9988787287562606,0.0009333295950629981,1.1247156159959091e-11,2.160121260022061e-09,0.016426680384825032,0.0021921870109469937,0.0049731967897417885,0.0030298344083844585,0.010672680401753697,0.0002811213413384602,0.006542603489091921,9.870830505810743e-07,4.03449180907007e-06,1.2503934062175737e-05,5.326815032086585e-06,1.0195658363391347e-05,0.0004914733878175507,8.61414209666889e-05,3.095294047902319e-06,8.389580943234113e-06,0.00013589524538928823,1.2663929218640637e-06,1.2107869429797851e-08
4.6086458238006524e-08,0.10755253519167957,3.76,0.0,0.5549501598207257,0.9988317299668089,0.0009814823394632684,1.1733715479933596e-11,2.1900040550017396e-09,0.016621982731766335,0.0022439778578094587,0.005111535438434193,0.003112488721732002,0.011102695627855336,0.00029137422698775005,0.006832450954445936,1.010773989439744e-06,4.08347596067171e-06,1.3464632947768823e-05,5.626649727529195e-06,1.1167004188045422e-05,0.0005079477193167777,8.918459814655176e-05,3.3457893787445835e-06,8.999640051815386e-06,0.00013999990281505443,1.3774272451512074e-06,1.2396634932395905e-08
4.6778939772321884e-08,0.10756423171831864,3.76,0.0,0.554286743819089,0.9987835236399644,0.001031212261547114,1.2232272833822891e-11,2.2199944255437208e-09,0.0168166667405749,0.002295907708991525,0.005251413220737158,0.0031956574954067254,0.011542657835496711,0.00030184376848510334,0.007129835706384602,1.0345302873542862e-06,4.132251238167754e-06,1.4480096787750813e-05,5.9397499183566204e-06,1.2212563231495713e-05,0.0005246272240270977,9.230237572857312e-05,3.611897781964345e-06,9.64581146936527e-06,0.00014414388928820778,1.495974018442879e-06,1.2686353097129157e-08
4.747142130663724e-08,0.10757611760541247,3.76,0.0,0.5536125596507632,0.998734102471811,0.0010825372112796047,1.2742897393012447e-11,2.2501043787050243e-09,0.01701078191989338,0.0023479541342237443,0.005392820354017655,0.0032793076254184965,0.01199258340071302,0.00031252931373774225,0.0074347849282592115,1.058341341202596e-06,4.180829918569362e-06,1.555221941870756e-05,6.266512612036073e-06,1.3336547131252762e-05,0.0005415063484146333,9.549621990928088e-05,3.894272205058856e-06,1.0329803155568645e-05,0.0001483258516259863,1.6223776626071534e-06,1.2976906733880622e-08
4.81639028409526e-08,0.10758819315612994,3.76,0.0,0.5529275896766064,0.9986834595909703,0.0011354744381308869,1.326565820002769e-11,2.2803458554690235e-09,0.017204377215724355,0.002400094738022319,0.005535747350192412,0.0033634059717955554,0.012452484069242743,0.00032343006962501895,0.00774732218525011,1.0821965562473637e-06,4.229224168770485e-06,1.668289763930938e-05,6.607337667944858e-06,1.4543312963217593e-05,0.0005585794600321301,9.876761984063452e-05,4.193575297218503e-06,1.105338352237513e-05,0.0001525444282758064,1.7569887461276016e-06,1.3268178883658965e-08
4.885638437526796e-08,0.10760045859093602,3.76,0.0,0.5522318207854113,0.9986315885578599,0.0011900405833261184,1.3800624248824737e-11,2.3107307164610544e-09,0.017397500949033324,0.0024523071863912227,0.005680185010397373,0.003447919397279507,0.012922366967366443,0.00033454510375916907,0.008067467432469142,1.1060853589410484e-06,4.277446029619793e-06,1.7874028344222157e-05,6.9626274260291475e-06,1.58373635222769e-05,0.0005758408532407201,0.00010211808696607463,4.510478744537901e-06,1.1818382424490676e-05,0.00015679825075504394,1.900163623213009e-06,1.3560052957338422e-08
4.954886590958332e-08,0.10761291404794794,3.76,0.0,0.5515252443879932,0.9985784833634552,0.00124625167271744,1.4347864549752724e-11,2.34127072777659e-09,0.017590200754337076,0.0025045692333174638,0.005826124419225523,0.0035328148059211983,0.013402234618348519,0.000345873346444392,0.008395237027420887,1.1299972096618293e-06,4.3255074001488644e-06,1.912750562732007e-05,7.3327863259527034e-06,1.7223347387784765e-05,0.0005932847550499554,0.00010554915431491085,4.8456625773009035e-06,1.2626692095882809e-05,0.00016108594510918578,2.0522640524275956e-06,1.3852412873152985e-08
5.024134744389868e-08,0.10762555958338882,3.76,0.0,0.5508078564059546,0.9985241384275579,0.0013041231102914376,1.4907448178972145e-11,2.3719775469627904e-09,0.017782523519460747,0.0025568587469846004,0.005973556938541305,0.0036180591814634773,0.013892084964433012,0.000357413592829495,0.008730643746788651,1.1539216153440724e-06,4.373420022004991e-06,2.0445217862773908e-05,7.718220517588144e-06,1.870605877154278e-05,0.0006109053310655071,0.00010906237575513555,5.199814450988942e-06,1.348026802897626e-05,0.00016540613338380926,2.2136567966689397e-06,1.4145143192545618e-08
5.093382897821404e-08,0.10763839517213775,3.76,0.0,0.5500796572551633,0.9984685485965823,0.0013636696723242012,1.547944431221482e-11,2.402862709193802e-09,0.017974515326642394,0.002609153735630946,0.0061224742008814965,0.0037036196253983095,0.014391911394328107,0.0003691645052486856,0.009073696807497889,1.1778481419673578e-06,4.4211954641363865e-06,2.1829044772757693e-05,8.119337463742443e-06,2.0290437146535686e-05,0.0006286966915330383,0.00011265932520490041,5.5736289027736785e-06,1.4381129793332276e-05,0.000169757435105834,2.3847132053993122e-06,1.4438129253951437e-08
5.16263105125294e-08,0.1076514207083745,3.76,0.0,0.5493406518239947,0.9984117091408616,0.0014249055021946656,1.60639222428705e-11,2.433937613679163e-09,0.01816622139515843,0.002661432372980621,0.006272868102453924,0.0037894633945878427,0.014901702776097965,0.00038112461574448566,0.009424401891996812,1.2017664268687844e-06,4.4688451077765705e-06,2.328085449062488e-05,8.536545536042515e-06,2.198156665533608e-05,0.0006466528974659534,0.00011634159580304674,5.9678065853584045e-06,1.5331361790735103e-05,0.00017413846876949485,2.56580878011143e-06,1.4731257304173615e-08
5.231879204684476e-08,0.10766463600631716,3.76,0.0,0.5485908494464086,0.9983536157514894,0.0014878441058654916,1.6660951384484037e-11,2.4652135103433533e-09,0.018357686025636727,0.002713673023177873,0.0064247307957468625,0.0038755579383418504,0.015421443495365278,0.0003932923287661711,0.00978276117768169,1.2256661908442629e-06,4.516380131773429e-06,2.4802500628433932e-05,8.970253604933825e-06,2.3784675297752113e-05,0.0006647679668439685,0.00012011079903923186,6.383053480122467e-06,1.633311394375888e-05,0.0001785478533225194,2.757322724078354e-06,1.5024414627012767e-08
5.301127358116012e-08,0.1076780408010506,3.76,0.0,0.5478302638699386,0.9982942645367033,0.0015524983480392708,1.7270601257845752e-11,2.4967014868133306e-09,0.018548952546216534,0.0027658542651578352,0.006578054681763329,0.0039618709348476664,0.015951113498713775,0.000405665924036636,0.010148773370382662,1.2495372500056276e-06,4.563811498306839e-06,2.6395819357670044e-05,9.420870624765174e-06,2.5705133897946708e-05,0.0006830358808688125,0.00012396856384434116,6.820080091599572e-06,1.7388602315052838e-05,0.00018298420964806014,2.9596374774992623e-06,1.5317489668771265e-08
5.370375511547548e-08,0.10769163474944304,3.76,0.0,0.5470589132186912,0.9982336520178232,0.0016188804489962755,1.7892941462954853e-11,2.5284124557494375e-09,0.018740063260705958,0.0028179549163898842,0.006732832401895792,0.004048370326852665,0.01649068834216604,0.0004182435595800959,0.010522433741814774,1.2733695273617422e-06,4.6111499390370515e-06,2.8062626511944537e-05,9.888805214949679e-06,2.7748454851908314e-05,0.0007014505902628455,0.00012791653564202458,7.279600625389066e-06,1.8500109654758597e-05,0.0001874461620380098,3.1731382392102963e-06,1.5610372160307836e-08
5.439623664979084e-08,0.1077054174311483,3.76,0.0,0.5462768199514556,0.9981717751247611,0.0016870019821183422,1.8528041636229693e-11,2.5603571425535464e-09,0.018931059398878763,0.0028699540559329237,0.006889056829458092,0.004135024356503609,0.017040139244598827,0.00043102327490259515,0.010903734170888201,1.2971530640931557e-06,4.658405941724003e-06,2.9804714720359212e-05,1.0374465238204877e-05,2.9920290656802583e-05,0.0007200060215960072,0.0001319563753623408,7.762332151660698e-06,1.9669985873658075e-05,0.00019193233965341977,3.398212476183512e-06,1.590295323536288e-08
5.50887181841062e-08,0.10771938834969105,3.76,0.0,0.5454840108150556,0.9981086311911094,0.0017568738721017902,1.917597139342841e-11,2.592546073486519e-09,0.01912198106904313,0.002921831046745358,0.00704672106089251,0.004221801599251811,0.017599433145945358,0.00044400299431686917,0.011292663188761279,1.3208780304914227e-06,4.7055897373557765e-06,3.162385058009019e-05,1.0878257376884097e-05,3.2226432224378514e-05,0.0007386960836262264,0.00013608975841863648,8.268993756466407e-06,2.090064843984465e-05,0.00019644137796784574,3.635249422086297e-06,1.619512554484695e-08
5.578119971842156e-08,0.10773354693363196,3.76,0.0,0.5446805167930624,0.998044217948831,0.0018285063938605834,1.9836800258828818e-11,2.6249895642251022e-09,0.019312867213004847,0.00297356555719614,0.007205818406671082,0.004308670996737923,0.018168532770022016,0.0004571805304027354,0.011689206027510427,1.3445347365358477e-06,4.752711287822059e-06,3.352177187656607e-05,1.1400586708415454e-05,3.467280698123779e-05,0.0007575146736382268,0.00014031837364892786,8.800305683115246e-06,2.219458269691474e-05,0.00020097192018956632,3.884639566217384e-06,1.6486783366804925e-08
5.647368125273692e-08,0.10774789253780913,3.76,0.0,0.5438663730500221,0.9979785335225635,0.0019019091721192223,2.0510597581296905e-11,2.6576977088863808e-09,0.01950375556353711,0.0030251375817271927,0.007366342381911189,0.004395601888575557,0.018747396691806105,0.0004705535875938615,0.012093344672281996,1.3681136420822139e-06,4.799780274166062e-06,3.550018485939011e-05,1.1941856280863789e-05,3.726547675939693e-05,0.0007764556837655706,0.00014464392222318827,9.356988465899098e-06,2.355434210189072e-05,0.00020552261865876105,4.146774134173029e-06,1.6777822711829213e-08
5.716616278705228e-08,0.10776242444465318,3.76,0.0,0.5430416188713458,0.9979115764235515,0.0019770911816931478,2.119743243794811e-11,2.6906803695457673e-09,0.01969468260445796,0.0030765274606215968,0.007528286696726454,0.004482564042958576,0.019335979408980793,0.0004841197658814781,0.012505057916782837,1.3916053666399193e-06,4.846806085445798e-06,3.756076158189229e-05,1.2502466689625474e-05,4.001063548117489e-05,0.0007955130072807662,0.00014906811651807354,9.939762058477544e-06,2.4982548381307102e-05,0.00021009213621588877,4.422044561628244e-06,1.7068141423696316e-08
5.7858644321367637e-08,0.10777714186557173,3.76,0.0,0.5422062975990292,0.9978433455432342,0.0020540607484527173,2.1897373526173668e-11,2.7239471662723204e-09,0.019885683533405446,0.0031277158988360946,0.00769164524633473,0.004569527686022771,0.01993423141755441,0.000497876564625362,0.012924321421958748,1.4150006987159324e-06,4.893797808232902e-06,3.970513731189948e-05,1.3082815656256098e-05,4.2914606643023185e-05,0.00081468054483836,0.00015359267896074361,1.0549344959240997e-05,2.648189160411968e-05,0.00021467914753767675,4.710841962643267e-06,1.735763927500056e-08
5.8551125855682996e-08,0.1077920439424003,3.76,0.0,0.5413604565633697,0.997773840146496,0.0021328255509651018,2.2610489044866013e-11,2.7575074677028405e-09,0.020076792227388934,0.0031786839838608472,0.007856412100945719,0.0046564635298986315,0.020542099291352534,0.0005118213864622195,0.01335110777770324,1.4382906047059872e-06,4.940764216774427e-06,4.1934908020980666e-05,1.3683297610417107e-05,4.5983840603478145e-05,0.0008339522106561024,0.000158219340843554,1.1186453335971802e-05,2.8055130170329273e-05,0.0002192823404373123,5.013556593924609e-06,1.764621805761083e-08
5.9243607389998356e-08,0.10780712974891483,3.76,0.0,0.5405041470108688,0.9977030598646075,0.0022133926228067795,2.333684656573143e-11,2.791370382173817e-09,0.020268041211183477,0.003229413202573723,0.008022581495451377,0.004743342799398279,0.021159525765173885,0.0005259515413014542,0.01378538656743264,1.461466237315531e-06,4.987713763840174e-06,4.425162795906166e-05,1.430430327590936e-05,4.922491168095319e-05,0.0008533219386195374,0.00016294984111150378,1.1851800152113664e-05,2.970509071444866e-05,0.00022390041712561966,5.3305773164831185e-06,1.7933781667805275e-08
5.993608892431371e-08,0.10782239829240317,3.76,0.0,0.5396374240285025,0.9976310046878741,0.002295768355537641,2.407651289562536e-11,2.825544749427894e-09,0.020459461628622402,0.0032798854570609123,0.008190147818942745,0.004830137257285823,0.021786449821394566,0.0005402642503981869,0.014227124435358483,1.4845189434950634e-06,5.034654572275173e-06,4.665680732090975e-05,1.4946219261739438e-05,5.264451506760183e-05,0.0008727836882956849,0.0001677859251244284,1.2546094296939865e-05,3.14346679231805e-05,0.00022853209543021135,5.662291056137982e-06,1.8220236185933777e-08
6.062857045862907e-08,0.10783784851529064,3.76,0.0,0.538760346464557,0.9975576749580102,0.0023799585023261145,2.48295539308846e-11,2.860039132909042e-09,0.020651083216831394,0.0033300830793801493,0.008359105604077372,0.004916819228087034,0.022422806779799395,0.0005547566504933447,0.014676285156283293,1.507440271876652e-06,5.081594427273982e-06,4.915191001056754e-05,1.560942765913849e-05,5.624946356596452e-05,0.000892331450841891,0.00017272934339601984,1.327003972188105e-05,3.324682426691644e-05,0.00023317610996981443,6.009082264315763e-06,1.8505489950492297e-08
6.132105199294443e-08,0.10785347929681594,3.76,0.0,0.5378729768462299,0.9974830713602615,0.0024659681822131645,2.5596034504662477e-11,2.8948618126581855e-09,0.02084293428343576,0.0033799888452473227,0.008529449516321631,0.005003361620400621,0.02306852839041453,0.0005694257980106102,0.015132829707742093,1.5302219797005852e-06,5.128540769390454e-06,5.173835150937124e-05,1.629430564542386e-05,6.004668415556548e-05,0.0009119592547963881,0.0001777818503118459,1.4024334585233798e-05,3.514458964490907e-05,0.00023783121328119485,6.371332380587401e-06,1.878945362653563e-08
6.201353352725979e-08,0.10786928945475303,3.76,0.0,0.5369753812942032,0.9974071949153,0.002553801885001502,2.6376018228295828e-11,2.9300207788185284e-09,0.021035041686760847,0.0034295859866317617,0.008701174343092578,0.005089737947679973,0.023723542929111874,0.0005842686733000492,0.015596716344308908,1.5528560392232888e-06,5.1755006882935975e-06,5.441749685272246e-05,1.700122509556084e-05,6.40432143970447e-05,0.0009316611717376288,0.0001829452028286121,1.480967040742262e-05,3.7131060944211416e-05,0.00024249617689633116,6.749419298373749e-06,1.9072040268360376e-08
6.270601506157515e-08,0.10788527774717563,3.76,0.0,0.536067629434396,0.9973300469709029,0.002643463476754893,2.716956732774843e-11,2.965523725757383e-09,0.02122743081903395,0.003478858203249879,0.008874274982824072,0.005175922347460734,0.024387775295753023,0.0005992821849183014,0.016067900673885197,1.575334643599784e-06,5.222480917277233e-06,5.7190658720300826e-05,1.7730552202245987e-05,6.824619868179665e-05,0.000951431321800049,0.00018822115915698176,1.5626731238930192e-05,3.920940151271754e-05,0.00024716979236772356,7.143716835231676e-06,1.935316537640571e-08
6.33984965958905e-08,0.10790144287425894,3.76,0.0,0.535149794307111,0.9972516291934479,0.0027349562058911134,2.7976742476183e-11,3.0013780468088472e-09,0.02142012559258522,0.003527789672951251,0.009048746433981795,0.005261889599015971,0.025061147114638548,0.0006144631739353214,0.016546335735785504,1.5976502122360969e-06,5.26948782852804e-06,6.005909564390649e-05,1.848264710529479e-05,7.266288433543758e-05,0.0009712638790345602,0.00019361147743032634,1.6476192842944737e-05,4.138284054687696e-05,0.00025185087223996035,7.5545942091084136e-06,1.9632746948361983e-08
6.409097813020587e-08,0.1079177834801155,3.76,0.0,0.5342219522737901,0.9971719435592376,0.002828282709850736,2.879760262371374e-11,3.0375908296393106e-09,0.021613148429033602,0.003576365060995427,0.009224583784051818,0.0053476151394270454,0.02574357683702772,0.0006298084182578008,0.017031972080434932,1.6197953956091112e-06,5.316527429153838e-06,6.302401033661255e-05,1.9257863531075004e-05,7.730061758373777e-05,0.0009911530766027311,0.00019911791436182392,1.7358721894699294e-05,4.365467239488793e-05,0.00025653825096590626,7.982415521921683e-06,1.9910705524495196e-08
6.478345966452123e-08,0.10793429815466044,3.76,0.0,0.5332841829215923,0.9970909923456767,0.002923445022322775,2.9632204825383793e-11,3.074168852235404e-09,0.021806520251433776,0.003624569528221925,0.009401782198527126,0.00543307507806454,0.02643497984549369,0.0006453146369595844,0.017524757850492748,1.6417630795534089e-06,5.363605357970931e-06,6.608654814639099e-05,2.005654844268359e-05,8.216683938993187e-05,0.0010110932117943685,0.00020474222389236501,1.827497519939578e-05,4.602825577640473e-05,0.00026123078576611704,8.427539251787373e-06,2.0186964227201774e-08
6.547594119883658e-08,0.10795098543550216,3.76,0.0,0.5323365689660168,0.9970087781223258,0.0030204445810070486,3.04806040683973e-11,3.1111185795117527e-09,0.022000260479349373,0.003672388738119855,0.009580336909916106,0.005518246209479542,0.027135268559879865,0.0006609784946096042,0.018024638863217098,1.663546389016617e-06,5.410726883046649e-06,6.92477956368528e-05,2.0879041701519914e-05,8.726908117255982e-05,0.001031078650858946,0.0002104861558317499,1.9225598930518712e-05,4.8507012920016695e-05,0.00026592735743032747,8.890317755175673e-06,2.0461448794839774e-08
6.616842273315194e-08,0.10796784380985452,3.76,0.0,0.5313791961517815,0.996925303741846,0.0031192822358920526,3.13428530996139e-11,3.14844616053369e-09,0.02219438702680851,0.0037198088628074446,0.009760243206796882,0.0056031060247115185,0.02784435254462521,0.0006767966055881024,0.0185315586938872,1.6851386912866948e-06,5.457896899990483e-06,7.250877929721923e-05,2.1725675740860277e-05,9.261496041319231e-05,0.0010511038336421302,0.0002163514544956801,2.021122789024804e-05,5.1094428619973026e-05,0.00027062687106010154,9.371096780230615e-06,2.0734087609909525e-08
