Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16)
5.4939217259093025e-08,0.8390931675591059,3.76,0.0,0.8483581336146744,0.9999884526579578,1.6375499390076658e-06,2.3329942051872973e-14,1.401525681492805e-10,0.0049245971825015635,0.00014882678699791976,0.0002277692723169554,0.00013479548421961964,0.00010358876986552755,3.7556833831116984e-05,1.4058166881871472e-09,1.7938395253696301e-10,6.313546886182667e-06,1.890511588466445e-07,1.1712936636690071e-08,4.495840861450346e-06,1.7197830134835338e-06,2.166491950989611e-06,2.2961821512406083e-08,4.727138019788795e-10
5.6029291276630705e-08,0.8391018823923443,3.76,0.0,0.8482951824346023,0.9999880328687649,1.7554158093617667e-06,2.5445782445403975e-14,1.432767487265274e-10,0.00501755068791375,0.00015363892511013793,0.0002367374510645954,0.0001419278836362929,0.00010825401294011783,4.001125910994748e-05,1.557436536863161e-09,2.0244666507293527e-10,6.455810445616486e-06,1.936287841635646e-07,1.2125419571612373e-08,4.737440660744867e-06,1.8176186601529884e-06,2.2522950645903382e-06,2.3923766228876893e-08,5.154445796940164e-10
5.7119365294168386e-08,0.8391106303508707,3.76,0.0,0.8482319497481579,0.9999876021865008,1.8795525439404214e-06,2.7704231055511344e-14,1.4639554683271903e-10,0.005110323880277577,0.00015851007705102883,0.00024587250872031393,0.00014928865158600913,0.00011302934087004111,4.2574868263212483e-05,1.7222065702666402e-09,2.2797474036777837e-10,6.59904575229166e-06,1.982019278676043e-07,1.2543386344861657e-08,4.987604272771969e-06,1.9187712879498554e-06,2.3397394191593622e-06,2.4907979345034322e-08,5.613834923387431e-10
5.8209439311706066e-08,0.8391194118395207,3.76,0.0,0.8481684330437708,0.9999871604036743,2.010179791069888e-06,3.0111594911560085e-14,1.4950892049968384e-10,0.005202917057520106,0.00016344000123606815,0.000255174095254584,0.00015688056648386934,0.00011791476459582961,4.525019403186966e-05,1.9009977635095014e-09,2.561802232565102e-10,6.743269878722898e-06,2.02770211431394e-07,1.2966806274009966e-08,5.246467263611588e-06,2.0232670822840224e-06,2.428824675662577e-06,2.591466054886685e-08,6.107258111116682e-10
5.9299513329243747e-08,0.8391282272614652,3.76,0.0,0.8481046298055417,0.9999867073127849,2.147520594317305e-06,3.267431006605829e-14,1.526168349311017e-10,0.005295330519700849,0.0001684284700407171,0.0002646418611469675,0.00016470639567246696,0.0001229102832354559,4.803976856664258e-05,2.094721228035289e-09,2.8728909617270745e-10,6.888499853221965e-06,2.0733328999147423e-07,1.3395650550472567e-08,5.514163037384123e-06,2.131130926187866e-06,2.5195505822376292e-06,2.6944013577373865e-08,6.636759516460338e-10
6.038958734678143e-08,0.8391370770183036,3.76,0.0,0.8480405375136325,0.999986242706347,2.2918013361449307e-06,3.5398940664999804e-14,1.5571926161495798e-10,0.00538756456904526,0.00017347526875918573,0.00027427545738703096,0.00017276889605406283,0.00012801588499024844,5.094612315945343e-05,2.3043292460143777e-09,3.2154191740631473e-10,7.034752660227691e-06,2.1189084946866562e-07,1.3829892105008783e-08,5.790822808256701e-06,2.242386444520938e-06,2.611916974346823e-06,2.799624623205392e-08,7.204477668502965e-10
6.147966136431911e-08,0.8391459615101527,3.76,0.0,0.8479761536446387,0.9999857663769075,2.4432516809202607e-06,3.8292178013331976e-14,1.5881617755019488e-10,0.005479619509977801,0.00017858019463261196,0.00028407453547533274,0.00018107081467523523,0.000133231547981651,5.397178799508677e-05,2.5308163087295098e-09,3.591944757761562e-10,7.182045240600319e-06,2.1644260393596954e-07,1.4269505481999709e-08,6.0765755768289555e-06,2.3570560475401455e-06,2.705923774902373e-06,2.907157039482613e-08,7.812648445264738e-10
6.256973538185679e-08,0.8391548811357278,3.76,0.0,0.8479114756719356,0.9999852781170682,2.6021045173901436e-06,4.1360839636181106e-14,1.619075645736731e-10,0.0055714956491546,0.0001837430559420291,0.00029403874742448037,0.00018961488926715514,0.00013855724102363815,5.711929192153747e-05,2.7752201587603476e-09,4.0051846178704823e-10,7.330394491881625e-06,2.2098829321296886e-07,1.4714466722018107e-08,6.371548110637833e-06,2.4751609737521727e-06,2.801570994365819e-06,3.017020204436528e-08,8.463608097711971e-10
6.365980939939447e-08,0.839163836292417,3.76,0.0,0.8478465010660114,0.9999847777195009,2.7685959007215315e-06,4.4611868336356075e-14,1.6499340877303336e-10,0.005663193295495715,0.00018896367116170117,0.00030416774576025877,0.000198403848744497,0.00014399292433538166,6.039116223756811e-05,3.0386228357796995e-09,4.458021553378479e-10,7.479817268522095e-06,2.2552768066670965e-07,1.5164753252177495e-08,6.6758649285293115e-06,2.596721331972881e-06,2.8988587308233913e-06,3.1292361272832025e-08,9.159796321643322e-10
6.583995743446983e-08,0.8391818547824524,3.76,0.0,0.8477156518238254,0.9999837396823201,3.1254540101123795e-06,5.168941888685171e-14,1.711484314551491e-10,0.005846054356860856,0.00019957748364079702,0.00032491871426817607,0.00021672729656463665,0.00015519406342905668,6.731810235993235e-05,3.6269806217010577e-09,5.494890179272341e-10,7.781950601289873e-06,2.3458670986113812e-07,1.608121823384133e-08,7.313018188651962e-06,2.850283375168346e-06,3.098356585428438e-06,3.360816350663932e-08,1.0698153383434112e-09
6.780209066603766e-08,0.8391981969016789,3.76,0.0,0.8475968475957341,0.9999827618599185,3.4751810089656035e-06,5.875509149252969e-14,1.766689260996976e-10,0.006010022013149907,0.0002093257940767747,0.00034415468005720277,0.00023408311736172134,0.0001656507023951255,7.400299702879718e-05,4.233277766617252e-09,6.596063600802342e-10,8.057710265327206e-06,2.4271632473819916e-07,1.6924047673249426e-08,7.91961635663407e-06,3.090486829235631e-06,3.283518002167018e-06,3.5775142635839384e-08,1.2264060857463356e-09
6.976422389760549e-08,0.8392146602682485,3.76,0.0,0.8474770428363924,0.9999817414917556,3.853466568900126e-06,6.65252336157742e-14,1.8217139205292204e-10,0.006173416263785075,0.00021925879179999236,0.000363919173409221,0.00025227444727996646,0.00017646276253654756,8.113005323950397e-05,4.920094890709237e-09,7.878709923437855e-10,8.337208319909315e-06,2.508227226792313e-07,1.7783833237486418e-08,8.55832282460592e-06,3.3421512375250927e-06,3.4740002278040238e-06,3.802196385045129e-08,1.4019514124083372e-09
7.172635712917332e-08,0.8392312471592275,3.76,0.0,0.8473562227268935,0.9999806773731387,4.2617941361854175e-06,7.504474052488032e-14,1.8765584752586326e-10,0.006336238996371361,0.00022937569394307393,0.0003842101865844515,0.0002713169354121937,0.00018762977654165498,8.871393139365701e-05,5.6954831556675024e-09,9.366607559254514e-10,8.620541521028538e-06,2.5890514670427905e-07,1.8660481386799026e-08,9.229781633878049e-06,3.6053582359665536e-06,3.6698070052688935e-06,4.035006180054224e-08,1.5982904311178992e-09
7.368849036074115e-08,0.8392479598430012,3.76,0.0,0.8472343724390649,0.9999795683011263,4.7016757188012885e-06,8.435974681839354e-14,1.9312232833976976e-10,0.006498492124733635,0.00023967577403711905,0.00040502571734437606,0.0002912261664760783,0.00019915122715095221,9.676926332661914e-05,6.56804321610661e-09,1.1085883339040466e-09,8.907806180302484e-06,2.669629661231199e-07,1.9553906572851245e-08,9.934613069337479e-06,3.880180628818816e-06,3.870942996735171e-06,4.2760915772443746e-08,1.8173970251730088e-09
7.565062359230898e-08,0.8392648005781543,3.76,0.0,0.8471114771394281,0.9999784130746935,5.1746507871195274e-06,9.451760846845857e-14,1.985708845766419e-10,0.006660177589470732,0.0002501583533266449,0.0004263637689846523,0.00031201766521744167,0.00021102655351597398,0.00010531065025015481,7.54694542985397e-09,1.306517095701263e-09,9.199098164647041e-06,2.749956577754435e-07,2.0464030111721862e-08,1.067341383687174e-05,4.1666830158898794e-06,4.077413782245501e-06,4.5256050059055e-08,2.061386466019055e-09
7.761275682387681e-08,0.8392817716153004,3.76,0.0,0.8469875219928449,0.9999772104948751,5.682285184971843e-06,1.0556688488028256e-13,2.0400157796109424e-10,0.006821297358499371,0.00026082279310055985,0.00044822235037031075,0.0003337069001125667,0.00022325515659767466,0.00011435266094055712,8.641950128321764e-09,1.5335775303212116e-09,9.494512895176443e-06,2.8300279008798824e-07,2.139077918886838e-08,1.1446757304727148e-05,4.464922383372877e-06,4.2892258579857384e-06,4.783703433888219e-08,2.332522197098904e-09
7.957489005544464e-08,0.8392988751968231,3.76,0.0,0.8468624921658927,0.9999759593648909,6.226170053298135e-06,1.1755732099874154e-13,2.0941447983397426e-10,0.006981853427588292,0.00027166848790963064,0.00047059947597314977,0.00035630928645790657,0.00023583640373461874,0.00012390983013330705,9.863427931404093e-09,1.7931842571547497e-09,9.79414534539077e-06,2.909840095212827e-07,2.2334085979257213e-08,1.225519379922309e-05,4.774948659697016e-06,4.506386634281523e-06,5.050548406304926e-08,2.6332227799162605e-09
8.153702328701247e-08,0.8393161135576117,3.76,0.0,0.84673637282999,0.9999746584902567,6.807920768621754e-06,1.305398294574212e-13,2.1480966962258766e-10,0.007141847820882358,0.00028269485960142726,0.000493493165911353,0.00037984018889396036,0.0002487696324528214,0.0001339966571011675,1.1222380099862087e-08,2.0890536290320516e-09,1.0098090038671349e-05,2.989390291569359e-07,2.3293886873786294e-08,1.3099250949235177e-05,5.0968052362095034e-06,4.728904433350942e-06,5.3263060849940465e-08,2.9660690061590507e-09
8.34991565185803e-08,0.8393334889252417,3.76,0.0,0.8466091491643113,0.9999733066788814,7.429175898585231e-06,1.4456647278408953e-13,2.201872336555918e-10,0.00730128259141691,0.00029390135204691105,0.0005169014459912536,0.0004043149234491311,0.00026205415364412824,0.0001446276043775908,1.2730458910892866e-08,2.425221920098983e-09,1.0406441045141242e-05,3.0686761900317805e-07,2.4270121795763436e-08,1.3979434070120098e-05,5.4305294539364245e-06,4.956788486873836e-06,5.611147288676417e-08,3.3338111731069803e-09
8.546128975014813e-08,0.8393510035202798,3.76,0.0,0.8464808063585253,0.9999719027411541,8.091596176396583e-06,1.5969044566373685e-13,2.2554726422744107e-10,0.007460159821622286,0.000305287426467802,0.0005408223477512095,0.00042974875916544197,0.000275689254205048,0.0001558170965976453,1.4399988045793506e-08,2.806064099189e-09,1.0719291977930879e-05,3.1476959772324175e-07,2.5262733595658384e-08,1.4896226579935132e-05,5.776153057461027e-06,5.190048933422423e-06,5.9052475337447385e-08,3.739376522075384e-09
8.742342298171596e-08,0.8393686595564522,3.76,0.0,0.8463513296153723,0.9999704454900241,8.796863495488146e-06,1.7596605726548497e-13,2.308898588593265e-10,0.007618481623818496,0.0003168525572915397,0.0005652539085075494,0.0004561569193559736,0.0002896741992093448,0.00016757951943479629,1.624398297758193e-08,3.236313187731629e-09,1.1036735988884489e-05,3.226448255685338e-07,2.6271667514579244e-08,1.5850090441912452e-05,6.13370261732796e-06,5.428696815793124e-06,6.208787075633139e-08,4.185876839109753e-09
8.938555621328379e-08,0.8393864592407995,3.76,0.0,0.8462207041531032,0.9999689337410728,9.546679925358813e-06,1.9344871363394177e-13,2.36215119729551e-10,0.007776250140699802,0.00032859622848091616,0.0005901941714025582,0.0004835545825300465,0.0003040082336672801,0.0001799292186180243,1.8276171347773106e-08,3.7210802044197544e-09,1.1358865763734042e-05,3.3049319836962913e-07,2.729687070955589e-08,1.6841466628518445e-05,6.503199922286342e-06,5.6727440782696275e-06,6.521950950721216e-08,4.676616218149929e-09
9.134768944485162e-08,0.8394044047737786,3.76,0.0,0.8460889152077982,0.9999673663125804,1.0342766749400043e-05,2.1219490014594318e-13,2.4152315324272676e-10,0.00793346754580905,0.000340517930286758,0.0006156411854544738,0.0005119568830213342,0.0003186905839228268,0.00019288049901442883,2.0511013320823534e-08,4.265874697162356e-09,1.1685773516768091e-05,3.3831464244182405e-07,2.8338291833913117e-08,1.7870775602619005e-05,6.884662342764813e-06,5.922203563844991e-06,6.844929018727038e-08,5.2150989863707965e-09
9.330982267641945e-08,0.8394224983493305,3.76,0.0,0.8459559480355752,0.9999657420255879,1.1186863525398208e-05,2.322621640321261e-13,2.468140697035275e-10,0.00809013604400154,0.00035261715637301556,0.0006415930056094521,0.0005413789113534501,0.00033372045873908933,0.0002064476237628896,2.2963721904642153e-08,4.876625861997757e-09,1.2017550985023264e-05,3.4610911026335225e-07,2.939588066615441e-08,1.8938417811429125e-05,7.278103166987916e-06,6.1770890114283934e-06,7.177916005541996e-08,5.805037791186116e-09
9.527195590798728e-08,0.839440742154905,3.76,0.0,0.8458217879147073,0.9999640597039562,1.2080727169233705e-05,2.5370909696371014e-13,2.52087983066098e-10,0.008246257871898258,0.000364893401267348,0.0006680476927954593,0.0005718357143750404,0.0003490970501181819,0.0002206448134457103,2.565028322516202e-08,5.559704247676091e-09,1.2354289422025548e-05,3.5387657679847213e-07,3.04695877812518e-08,2.0044774189241242e-05,7.683531911205041e-06,6.4374150530598775e-06,7.521111546460116e-08,6.450361848114141e-09
9.723408913955511e-08,0.8394591383714626,3.76,0.0,0.8456864201476638,0.9999623181744215,1.3026131062096116e-05,2.765953177046342e-13,2.5734501074137603e-10,0.008401835298328211,0.00037734615809801534,0.0006950033139780552,0.0006033422951911637,0.0003648195338939145,0.00023548624528765214,2.8587476743013218e-08,6.321944044667301e-09,1.2696079591105924e-05,3.616170363653834e-07,3.155936425922494e-08,2.1190206665499976e-05,8.100954605510488e-06,6.703197211152832e-06,7.874720229755888e-08,7.155225348730152e-09
9.919622237112294e-08,0.8394776891734443,3.76,0.0,0.8455498300630799,0.9999605162666518,1.4024864181356339e-05,3.0098145482877383e-13,2.625852734521335e-10,0.00855687062475963,0.0003899749165845978,0.0007224579422180234,0.0006359136129131905,0.0003808870701287695,0.00025098605237390743,3.17928954003436e-08,7.170665957323153e-09,1.3043011758312362e-05,3.6933049997169306e-07,3.2665161426763816e-08,2.2375058675318542e-05,8.530374056711945e-06,6.974451895780586e-06,8.238951640566047e-08,7.924016027927338e-09
9.999999999999998e-08,0.8394963967287199,3.76,0.0,0.8454935203356551,0.9999597604209081,1.4449805380924288e-05,3.114184315628607e-13,2.647271078368033e-10,0.008620224057842019,0.0003951989186036111,0.0007338482183190946,0.0006495671615619379,0.0003875684804448621,0.0002575288267049337,3.318766648100553e-08,7.545108167230301e-09,1.3186636175045152e-05,3.7248249104582903e-07,3.3122759783789686e-08,2.287188466699969e-05,8.709747332929713e-06,7.087154006200969e-06,8.391273801933158e-08,8.25846985098401e-09
1.0115835560269077e-07,0.8394963967287199,3.76,0.0,0.845412003017668,0.9999586528132974,1.50787302551113e-05,3.2692912950123316e-13,2.67808895127364e-10,0.008711366185719775,0.0004027791612541808,0.0007504096567308128,0.0006695645822466564,0.00039729880334246674,0.00026715832287987066,3.528496568584026e-08,8.11370065769991e-09,1.3395175684938736e-05,3.770169930522118e-07,3.378693062819191e-08,2.3599655669904694e-05,8.971790089657421e-06,7.2511964020207815e-06,8.614020405031018e-08,8.761363889651648e-09
1.031204888342586e-07,0.8395152631985162,3.76,0.0,0.845272924398077,0.9999567266500462,1.618954694032309e-05,3.545009383226661e-13,2.7301600282720823e-10,0.008865324349203034,0.00041575836985699384,0.0007788565429477451,0.0007043100729349469,0.00041405386259702067,0.0002840170993063232,3.90829676058846e-08,9.159412819060973e-09,1.3752660619690614e-05,3.8467655354955007e-07,3.4924623022376816e-08,2.48643056246198e-05,9.425199768385635e-06,7.533448907369273e-06,9.000146234651806e-08,9.67215009013584e-09
1.0508262206582643e-07,0.8395342907373234,3.76,0.0,0.8451325796227098,0.9999547366156752,1.7359145024386696e-05,3.8376043623597974e-13,2.782067266904278e-10,0.00901874751706708,0.0004289120119578525,0.0008077966925789523,0.0007401649090750822,0.0004311513614607806,0.0003015763777144134,4.320705454964444e-08,1.03167257266139e-08,1.4115555290506969e-05,3.9230923028427914e-07,3.6078189402502094e-08,2.616929954264128e-05,9.890597598422626e-06,7.821228469233563e-06,9.397553970817627e-08,1.0661515977522311e-08
1.0704475529739426e-07,0.8395534814927873,3.76,0.0,0.8449909541435028,0.9999526815521024,1.858936764987172e-05,4.1477211949520857e-13,2.8338119989875126e-10,0.009171638125416789,0.00044223954768263777,0.0008372282036779958,0.0007771438683199463,0.00044859039787102146,0.0003198501069557249,4.767827303580705e-08,1.1595146462672803e-08,1.4483947896056e-05,3.9991508156991224e-07,3.72475800359853e-08,2.7514911952471503e-05,1.0367975711503335e-05,8.114555022514048e-06,9.806473629459862e-08,1.1734872286656387e-08
1.0900688852896209e-07,0.8395728376055839,3.76,0.0,0.8448480334476733,0.9999505603044406,1.9882069562102478e-05,4.4760140869645884e-13,2.8853955865454583e-10,0.009323998644975604,0.00045574042660193563,0.0008671491807081257,0.0008152616809793458,0.00046637005391173664,0.0003388521878936255,5.2518582328610615e-08,1.3004791663143948e-08,1.4857926096922069e-05,4.074941740363321e-07,3.8432744522202875e-08,2.8901401397807367e-05,1.08573240339442e-05,8.413449377279585e-06,1.0227140445787924e-07,1.2897908487745785e-08
1.1096902176052992e-07,0.8395923612092848,3.76,0.0,0.8447038030594426,0.9999483717210531,2.1239116379175873e-05,4.823146318708042e-13,2.936819421692543e-10,0.009475831581444083,0.00046941408673629027,0.0008975577346101379,0.0008545330290307214,0.00048448939552094586,0.000358596472612804,5.775087391079847e-08,1.45564138419188e-08,1.5237577006499963e-05,4.1504658163141614e-07,3.963363166598707e-08,3.0329010918519043e-05,1.1358630439833188e-05,8.717933216542537e-06,1.0659794919062352e-07,1.4156602287490122e-08
1.1293115499209775e-07,0.8396120544302059,3.76,0.0,0.8445582485417352,0.9999461146536064,2.26623838839661e-05,5.189790076391254e-13,2.9880849266021675e-10,0.009627139475845313,0.00048325995366927917,0.0009284519828717836,0.0008949725450491569,0.0005029474721400905,0.00037909676361442787,6.339899080107336e-08,1.62614282794001e-08,1.5622987181611813e-05,4.225723847746381e-07,4.085018936508994e-08,3.179796852167878e-05,1.1871880890142505e-05,9.028029094137055e-06,1.1104682857360517e-07,1.5517229281178565e-08
1.1489328822366558e-07,0.8396319193872483,3.76,0.0,0.8444113554978615,0.9999437879571275,2.415375733762383e-05,5.576626284292176e-13,3.039193553536815e-10,0.009777924904856936,0.0004972774397560902,0.0009598300495986835,0.0009365948110653524,0.000521743316316632,0.00040036681299479484,6.948774670356787e-08,1.8131940471007464e-08,1.6014242612861634e-05,4.3007166963967537e-07,4.20823645100012e-08,3.330848764174879e-05,1.2397059558810087e-05,9.343760432703416e-06,1.1562055422289774e-07,1.6986372754140244e-08
1.1685542145523341e-07,0.8396519581917316,3.76,0.0,0.8442631095731845,0.9999413904900609,2.5715130814041806e-05,5.984344437558766e-13,3.0901467849228793e-10,0.009928190481129407,0.0005114659434167044,0.0009916900655867055,0.0009794143573592766,0.0005408759432695646,0.00042242032160577344,7.604294497678584e-08,2.018077413113837e-08,1.6411428714741668e-05,4.37544527546337e-07,4.333010289469163e-08,3.486076758919417e-05,1.2934148946778968e-05,9.665151521780211e-06,1.2032169173602806e-07,1.857093363082042e-08
1.1881755468680124e-07,0.8396721729472126,3.76,0.0,0.8441134964567751,0.9999389211143287,2.7348406554727763e-05,6.413642435649613e-13,3.140946133458494e-10,0.010077938853590292,0.0005258248485041481,0.0010240301683957554,0.001023445661196311,0.0005603443504262152,0.0004452709381957248,8.30913974094281e-08,2.242149974770492e-08,1.681463031550425e-05,4.4499105444532246e-07,4.459334913703056e-08,3.645499398693595e-05,1.3483129984927213e-05,9.99222751600536e-06,1.2515286113669651e-07,2.0278140569648156e-08
1.2077968791836906e-07,0.8396925657493055,3.76,0.0,0.8439625018830595,0.99993637869539,2.9055494343501696e-05,6.86522641642622e-13,3.1915931422461187e-10,0.010227172707734222,0.000540353523739486,0.0010568485024249348,0.0010687031455118878,0.0005801475169375322,0.0004689322585299423,9.066094279048465e-08,2.4868463682013453e-08,1.7223931646812344e-05,4.52411350482007e-07,4.58720466077835e-08,3.8091339194191525e-05,1.4043982126764898e-05,1.0325014433426119e-05,1.3011673731760612e-07,2.211556020175514e-08
1.227418211499369e-07,0.8397131386854868,3.76,0.0,0.8438101116334563,0.9999337621023042,3.083831090041706e-05,7.339810590910906e-13,3.242089384943015e-10,0.010375894765898274,0.0005550513222062287,0.0010901432189890164,0.0011152011775499681,0.0006002844031780867,0.0004934178244899305,9.878046526095283e-08,2.7536817808394942e-08,1.763941633318145e-05,4.598055196274985e-07,4.7166137367227006e-08,3.976996271736672e-05,1.4616683431719288e-05,1.0663539153917596e-05,1.3521605048093867e-07,2.4091107511497334e-08
1.2470395438150472e-07,0.8397338938348984,3.76,0.0,0.8436563115380118,0.9999310702077931,3.269877929429352e-05,7.838117078726796e-13,3.2924364659233565e-10,0.010524107787522453,0.0005699175808976909,0.0011239124763961909,0.001162954067460133,0.0006207539502361977,0.0005187411231510758,1.0747991243451508e-07,3.0442549687628105e-08,1.806116738122515e-05,4.671736693668377e-07,4.8475562108530394e-08,4.149101160776394e-05,1.5201210639776211e-05,1.1007829417708764e-05,1.4045358657601457e-07,2.6213056356621202e-08
1.2666608761307255e-07,0.839754833268147,3.76,0.0,0.8435010874770297,0.9999283018883077,3.463882837324129e-05,8.360875744239148e-13,3.3426360204468904e-10,0.010671814569395015,0.0005849516203115891,0.0011581544400270324,0.0012119760668575683,0.0006415550793988685,0.000544915585838466,1.1679031327448885e-07,3.3602513267829714e-08,1.8489267168716216e-05,4.745159104356516e-07,4.980026010715229e-08,4.3254620845960616e-05,1.579753923819515e-05,1.1357913824014347e-05,1.4583218773366902e-07,2.8490050125805362e-08
1.2862822084464038e-07,0.8397759590470951,3.76,0.0,0.8433444253826992,0.9999254560240942,3.6660392212552574e-05,8.90882403341993e-13,3.392689714830287e-10,0.010819017945882305,0.0006001527440868761,0.0011928672824146344,0.001262281367349763,0.0006626866916355623,0.000571954587160802,1.267437957143449e-07,3.703446010612085e-08,1.8923797433474784e-05,4.818323565978852e-07,5.114016917559169e-08,4.506091371279287e-05,1.6405643520967433e-05,1.1713821829770728e-05,1.5135475269687451e-07,3.0931112531198426e-08
1.305903540762082e-07,0.8397972732246488,3.76,0.0,0.843186311240722,0.9999225314992635,3.876540957933529e-05,9.482706811459509e-13,3.44259924661846e-10,0.010965720789142874,0.0006155202386784198,0.0012280491833258646,0.0013138840990333293,0.0006841476670842662,0.0005998714440225017,1.3737360400908436e-07,4.0757071104012905e-08,1.936483926209489e-05,4.891231244583841e-07,5.249522562291361e-08,4.6910002146950515e-05,1.702549664164083e-05,1.2075583748473415e-05,1.5702423724713709e-07,3.354565853346443e-08
1.3255248730777604e-07,0.839818777844544,3.76,0.0,0.8430267310919393,0.9999195272018612,4.0955823413265526e-05,1.0083276201151241e-12,3.49236634475366e-10,0.011111926009325602,0.0006310533730656846,0.0012636983298436875,0.0013667983289640155,0.0007059368645427922,0.0006286794146142335,1.4871411580476533e-07,4.47899887490926e-08,1.9812473078520323e-05,4.963883333050451e-07,5.386536421854107e-08,4.880198708925217e-05,1.7657070660090084e-05,1.2443230749113531e-05,1.6284365462619136e-07,3.634350539673778e-08
1.3451462053934387e-07,0.8398404749411249,3.76,0.0,0.8428656710339588,0.9999164420239393,4.323358032284145e-05,1.071129142207658e-12,3.5419927697404306e-10,0.011257636554751487,0.000646751398492042,0.0012998129164504965,0.0014210380596026656,0.0007280531209678331,0.0006583916973822333,1.6080085891347628e-07,4.915384985521814e-08,2.0266778632480373e-05,5.036281049760224e-07,5.5250518159866095e-08,5.07369588137229e-05,1.8300336583771045e-05,1.2816794855210299e-05,1.6881607595251566e-07,3.933488387078022e-08
1.364767537709117e-07,0.8398623665391254,3.76,0.0,0.842703117222785,0.9999132748616295,4.560063009652797e-05,1.136751863062018e-12,3.591480313804809e-10,0.011402855412078944,0.0006626135482317453,0.0013363911451124148,0.0014766172272396173,0.00075049525098392,0.0006890214299768465,1.73670527781067e-07,5.387031879307273e-08,2.0727834987795957e-05,5.10842563748123e-07,5.665061904328669e-08,5.271499724564344e-05,1.8955264403957286e-05,1.3196308943936428e-05,1.7494463063218727e-07,4.2530449497523455e-08
1.3843888700247953e-07,0.8398844546534411,3.76,0.0,0.8425390558744489,0.999910024615219,4.805892522819085e-05,1.2052730760846227e-12,3.6408308010464576e-10,0.011547585606452238,0.0006786390373819785,0.0013734312253644984,0.0015335497003997993,0.0007732620464041082,0.0007205816881808291,1.873609996349618e-07,5.896212120255471e-08,2.119572051056641e-05,5.180318362431074e-07,5.8065596838324266e-08,5.4736172266779935e-05,1.9621823127420673e-05,1.3581806745333087e-05,1.812325067635958e-07,4.594129403907141e-08
1.4040102023404736e-07,0.8399067412889049,3.76,0.0,0.8423734732666416,0.9999066901892268,5.061042045623037e-05,1.276770736626864e-12,3.6900460875827377e-10,0.011691830201632902,0.0006948270626777031,0.0014109313743967918,0.0015918492782305861,0.0007963522757639195,0.0007530854848180051,2.0191135029941052e-07,6.445307817811799e-08,2.1670512857246835e-05,5.251960513490918e-07,5.949537986451926e-08,5.6800544008037956e-05,2.0299980803983457e-05,1.3973322841610883e-05,1.8768295153552862e-07,4.957895702412859e-08
1.423631534656152e-07,0.8399292284400561,3.76,0.0,0.8422063557403502,0.9999032704924813,5.325707231583646e-05,1.3513234462549076e-12,3.739128061683918e-10,0.011835592300113789,0.0007111768023273295,0.0014488898171411814,0.001651529688874273,0.0008197646838698354,0.000786545768642942,2.1736186966556208e-07,7.036814091781118e-08,2.2152288962625838e-05,5.323353401546887e-07,6.093989477083967e-08,5.8908163129813374e-05,2.0989704550336324e-05,1.437089266653332e-05,1.9429927161814417e-07,5.345543740971274e-08
1.4432528669718302e-07,0.839951918090911,3.76,0.0,0.8420376897014964,0.9998997644381993,5.600083870380116e-05,1.4290104371157878e-12,3.788078643898811e-10,0.011978875043215615,0.0007276874158674737,0.0014873047863589908,0.0017126045878268965,0.0008434979913634074,0.0008209754232123525,2.337540768037887e-07,7.67334258264003e-08,2.264112502771348e-05,5.394498358938551e-07,6.23990665173708e-08,6.10590710903373e-05,2.1690960570486756e-05,1.4774552504878917e-05,2.0108483354634322e-07,5.758320535490338e-08
1.4628741992875085e-07,0.8399748122147281,3.76,0.0,0.8418674616225779,0.9998961709440679,5.884367845533881e-05,1.5099115564033976e-12,3.83689978717026e-10,0.012121681611165672,0.0007443580440352968,0.0015261745227292572,0.0017750875562849656,0.0008675508943018786,0.0008563872657389738,2.5113073470573574e-07,8.357625006259511e-08,2.313709650754863e-05,5.46539673899728e-07,6.387281835908299e-08,6.325330040233192e-05,2.2403714173173662e-05,1.518433949197825e-05,2.0804306409505057e-07,6.197521410327102e-08
1.4824955316031868e-07,0.8399979127737767,3.76,0.0,0.8416956580443128,0.9998924889323262,6.17875509323799e-05,1.5941072509280795e-12,3.885593476939912e-10,0.012264015223158557,0.0007611878086571053,0.0015654972749376383,0.0018389920994815825,0.0008919220637560414,0.0008927940459287075,2.695358646436297e-07,9.092516752003848e-08,2.364027809893539e-05,5.536049915659723e-07,6.536107183149974e-08,6.549087487831041e-05,2.3127929786557497e-05,1.5600291613321977e-05,2.151774506459162e-07,6.664491197052694e-08
1.502116863918865e-07,0.8400212217190984,3.76,0.0,0.8415222655772865,0.9998887173298474,6.483441562282043e-05,1.6816785517935912e-12,3.9341617312418727e-10,0.012405879137398603,0.0007781758125520665,0.0016052712997658872,0.0019043316450132882,0.0009166101454259277,0.0009302084448018319,2.8901476013443887e-07,9.88100052313562e-08,2.4150743728117612e-05,5.606459283143865e-07,6.686374673811127e-08,6.777180986486691e-05,2.3863570970470636e-05,1.6022447704235962e-05,2.224915415449449e-07,7.160625443382839e-08
