Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16)
8.066034504972767e-09,0.838743448936761,3.76,0.0,0.8508325837271928,0.9999990649328374,3.5912078830974528e-09,4.892709370129523e-18,9.226017911717557e-12,0.0007530799186999327,6.545705086491973e-06,5.054492621957771e-06,9.047115145813221e-07,2.110328090061214e-06,1.5412379990786375e-07,1.4389215473438862e-13,3.1340949824588892e-15,8.649117784540201e-07,9.906007447953146e-09,2.599318409385333e-10,5.713823787044167e-08,1.0453540767609185e-08,4.784401950304299e-08,4.756644110864775e-10,5.547427995541274e-13
8.338553009357187e-09,0.8387453814906312,3.76,0.0,0.8508193437338771,0.9999990307084982,3.969621291533665e-09,5.622730868507188e-18,9.764617363689157e-12,0.0007783392402330013,6.901620827765858e-06,5.400890170792446e-06,9.83965801266404e-07,2.2223311340207103e-06,1.667142790782158e-07,1.6633155303866267e-13,3.734901798523748e-15,8.942426536341936e-07,1.0514442950562417e-08,2.793982752528927e-10,6.112813922796479e-08,1.1271435473384518e-08,5.112350017628957e-08,5.083514683461262e-10,6.147077178633728e-13
8.611071513741607e-09,0.8387473146419351,3.76,0.0,0.8508060918431988,0.9999989962998262,4.374021980787944e-09,6.434944433663145e-18,1.0313150141100905e-11,0.000803586565625397,7.2654187827237936e-06,5.758705805535872e-06,1.0674625302545922e-06,2.3378628034526586e-06,1.7996576771342836e-07,1.9146345088381976e-13,4.4279144208261525e-15,9.235839961610653e-07,1.1136696288481874e-08,2.995979810184886e-10,6.526072473363365e-08,1.2128943172388831e-08,5.4511144540773736e-08,5.421264633181905e-10,6.790109651827279e-13
8.883590018126027e-09,0.8387492484043806,3.76,0.0,0.8507928280396584,0.9999989617053106,4.805325891147597e-09,7.335884224007856e-18,1.0871270954203744e-11,0.0008288218988981855,7.637023046403427e-06,6.127933704398518e-06,1.155294192261916e-06,2.4569933211328043e-06,1.9389895372955059e-07,2.19522250545422e-13,5.224012637409776e-15,9.529361207859691e-07,1.1772448017160345e-08,3.205298579698259e-10,6.953709564384215e-08,1.3027130432304288e-08,5.800690218646887e-08,5.769897276105089e-10,7.478296664136427e-13
9.156108522510447e-09,0.8387511827915387,3.76,0.0,0.8507795523073299,0.9999989269234024,5.264456081690731e-09,8.33241717438386e-18,1.1438646363861872e-11,0.0008540452440671547,8.016359027166394e-06,6.508568047652763e-06,1.2475523895745595e-06,2.579791585146937e-06,2.0853492911364828e-07,2.5075589491275223e-13,6.135035640273673e-15,9.82299341933171e-07,1.2421385818370429e-08,3.421924062859844e-10,7.39583899839737e-08,1.396708122173249e-08,6.161072279466818e-08,6.12941611375957e-10,8.213441283977035e-13
9.428627026894868e-09,0.8387531178168535,3.76,0.0,0.8507662646298658,0.9999988919525169,5.752342906841702e-09,9.431751152824329e-18,1.2014954567862165e-11,0.0008792566051429671,8.403353430052913e-06,6.900603017632237e-06,1.3443278473388395e-06,2.706325186171662e-06,2.2389518432443555e-07,2.854262428332006e-13,7.173834237735794e-15,1.0116739737029343e-06,1.3083204391932146e-08,3.645837283130508e-10,7.85257820506663e-08,1.4949896384047473e-08,6.532255614029805e-08,6.499824832421049e-10,8.997379199859797e-13
9.701145531279288e-09,0.838755053493638,3.76,0.0,0.8507529649905078,0.9999988567910337,6.269924286541855e-09,1.0641433024755096e-17,1.2599884351043403e-11,0.000904455986131418,8.797934226660683e-06,7.304032798730735e-06,1.4457104339377921e-06,2.8366604390940923e-06,2.4000159789604116e-07,3.2380938686685207e-13,8.35428412646192e-15,1.0410603297956099e-06,1.3757605196378694e-08,3.877017226671324e-10,8.324048194721694e-08,1.5976692261955705e-08,6.914235209254772e-08,6.88112730248636e-10,9.831979546704402e-13
9.973664035663708e-09,0.8387569898350822,3.76,0.0,0.8507396533720955,0.9999988214372969,6.818146022749331e-09,1.1969349753061e-17,1.3193134142500994e-11,0.00092964339103372,9.200030621883904e-06,7.718851577401638e-06,1.551789183522302e-06,2.97086241784848e-06,2.5687642502316435e-07,3.661960923174107e-13,9.691319493570959e-15,1.0704587234584928e-06,1.444429618170373e-08,4.1154422634824894e-10,8.810373494209239e-08,1.704859929853532e-08,7.307006061622917e-08,7.27332757746962e-10,1.0719145913542657e-12
9.999999999999999e-09,0.8387589268542471,3.76,0.0,0.8507383663128235,0.9999988180104913,6.872784584005018e-09,1.2104246000454431e-17,1.3250895305983819e-11,0.0009320768466924523,9.239284545617494e-06,7.759542601435553e-06,1.5622926659286505e-06,2.9840388559636988e-06,2.5854874691127515e-07,3.7051565792138637e-13,9.829413010763074e-15,1.0733004095159526e-06,1.4511298050643626e-08,4.138866504715572e-10,8.858163452291436e-08,1.7154620183848162e-08,7.34553474863984e-08,7.311807110573848e-10,1.0807737881558712e-12
1.0246182540048128e-08,0.8387589268542471,3.76,0.0,0.8507263297570726,0.9999987858896175,7.397961997542438e-09,1.34237484986655e-17,1.3794412547575682e-11,0.0009548188238466275,9.609573040468349e-06,8.145053542158218e-06,1.6626523052078706e-06,3.1089949690591285e-06,2.745422932854623e-07,4.1289244852228093e-13,1.1201051409538528e-14,1.0998694675814533e-06,1.5142991766793555e-08,4.3610879724688436e-10,9.311682062501986e-08,1.8166762033847926e-08,7.710563177658647e-08,7.676429892575406e-10,1.166081748729711e-12
1.0518701044432548e-08,0.8387608645640725,3.76,0.0,0.8507129941274889,0.9999987501462723,8.010334309056274e-09,1.5013251194424185e-17,1.4403438646451036e-11,0.0009799822885625362,1.002649311710132e-05,8.58263288357322e-06,1.778387189827983e-06,3.2511207220980865e-06,2.9302219948785016e-07,4.642203515814023e-13,1.2900856323228015e-14,1.1292928747504772e-06,1.5853412816084718e-08,4.613925939439907e-10,9.828105232660622e-08,1.9332339069169898e-08,8.124901574293653e-08,8.090438663859493e-10,1.2658969962245598e-12
1.0791219548816968e-08,0.8387628029773776,3.76,0.0,0.8506996464650073,0.9999987142055045,8.656233435960808e-09,1.674685334005968e-17,1.5019941231517005e-11,0.0010051337891696607,1.0450723676867299e-05,9.0315837942773e-06,1.8990804231243696e-06,3.3973011095780485e-06,3.1233950292361134e-07,5.205177565949322e-13,1.4809395003548196e-14,1.1587292571810715e-06,1.6575286466683817e-08,4.873925428427545e-10,1.0359777684193437e-07,2.0546502160823775e-08,8.550016278942506e-08,8.515358488065581e-10,1.3715616229568356e-12
1.1063738053201388e-08,0.8387647421068651,3.76,0.0,0.8506862867509143,0.9999986780655258,9.336638525077476e-09,1.8633916285687168e-17,1.564365742440754e-11,0.0010302733296523225,1.0882198701272187e-05,9.491900468957563e-06,2.024817808707865e-06,3.5475964030994924e-06,3.325179135843374e-07,5.821389869788252e-13,1.6946614535802516e-14,1.1881789266064111e-06,1.7308345817985702e-08,5.141056187888208e-10,1.0906837402650148e-07,2.1810434556877395e-08,8.985902329489931e-08,8.951194142176123e-10,1.4832807234889352e-12
1.1336256557585808e-08,0.8387666819651238,3.76,0.0,0.8506729149661292,0.9999986417245158,1.005253772108027e-08,2.068417565023678e-17,1.6274332295654564e-11,0.0010554009139912117,1.1320853297650837e-05,9.963577104357618e-06,2.1556843888433497e-06,3.7020657450892568e-06,3.535814818244314e-07,6.494553975449955e-13,1.933383315581887e-14,1.2176421942955488e-06,1.805232972998649e-08,5.415288180270843e-10,1.1469425590657348e-07,2.3125329994892308e-08,9.432554774600348e-08,9.397950581883228e-10,1.6012633247422077e-12
1.1608775061970228e-08,0.838768622564622,3.76,0.0,0.8506595310912061,0.999998605180624,1.0804928307122043e-08,2.2907773523165456e-17,1.691172034772944e-11,0.0010805165461634212,1.176662369686971e-05,1.0446607899278656e-05,2.291764446158787e-06,3.860767150465789e-06,3.755545981456752e-07,7.2285622810964e-13,2.1993923793172974e-14,1.2471193712489048e-06,1.8806982949643106e-08,5.696587004198824e-10,1.2047686564403087e-07,2.4492393558249106e-08,9.889968674438255e-08,9.855632939769579e-10,1.7257225188520606e-12
1.1881293566354649e-08,0.83877056391772,3.76,0.0,0.850646135106336,0.9999985684319681,1.15948167726224e-08,2.5315260944562706e-17,1.7555585159015304e-11,0.0011056202301425444,1.221944724436286e-05,1.0940987054577655e-05,2.433141509655917e-06,4.02375751594176e-06,3.984619901657702e-07,8.027488423332688e-13,2.4951352276174305e-14,1.2766107681554965e-06,1.9572056035794285e-08,5.98491495558161e-10,1.264176773708078e-07,2.591284131424721e-08,1.0358139100808597e-07,1.0324246525449083e-09,1.8568755266012253e-12
1.2153812070739069e-08,0.8387725060366655,3.76,0.0,0.8506327269913553,0.9999985314766365,1.2423218996533604e-08,2.791758661990918e-17,1.8205697979582742e-11,0.001130711969898899,1.2679262374473383e-05,1.1446708773165074e-05,2.579898371984647e-06,4.191092647111451e-06,4.2232871363151504e-07,8.895588884277714e-13,2.8232163839869193e-14,1.306116695253471e-06,2.0347305094991243e-08,6.280234444105888e-10,1.3251819607909386e-07,2.7387898884045876e-08,1.0837061137069878e-07,1.080379682581392e-09,1.994943761403195e-12
1.2426330575123489e-08,0.838774448933603,3.76,0.0,0.8506193067257571,0.9999984943126884,1.3291160582899705e-08,3.072609044171862e-17,1.8861836470947572e-11,0.0011557917693998411,1.314600857326661e-05,1.1963767260003792e-05,2.732117114616951e-06,4.3628272974944565e-06,4.4718013958616706e-07,9.83730771023379e-13,3.186401135886709e-14,1.3356374622464194e-06,2.113249146356753e-08,6.582510151849779e-10,1.3877995703328393e-07,2.891879975778056e-08,1.132672987818563e-07,1.1294289504182963e-09,2.1401529369092892e-12
1.2698849079507909e-08,0.8387763926205672,3.76,0.0,0.8506058742886973,0.9999984569381541,1.4199677146532749e-08,3.375252978517804e-17,1.9523785688959616e-11,0.0011808596326099185,1.3619626360809874e-05,1.2492156722110502e-05,2.8898791200273402e-06,4.539015186453772e-06,4.730419487984519e-07,1.0857286584354656e-12,3.58763383977559e-14,1.3651733784759057e-06,2.1927381700874415e-08,6.891705069452049e-10,1.4520452450610338e-07,3.050678542716934e-08,1.1827140431391196e-07,1.1795730397952292e-09,2.292733227273646e-12
1.2971367583892329e-08,0.8387783371094883,3.76,0.0,0.850592429658996,0.9999984193510374,1.5149814389457038e-08,3.700909952372361e-17,2.0191338887620797e-11,0.0012059155634909057,1.4100057289331682e-05,1.30318713685555e-05,3.0532650729902433e-06,4.719709000626037e-06,4.999401315018891e-07,1.1960370881707368e-12,4.030051134024807e-14,1.394724753018559e-06,2.273174765885642e-08,7.207778232842046e-10,1.517934911568225e-07,3.215310588710527e-08,1.233828791668364e-07,1.230812551774283e-09,2.452919372097788e-12
1.3243886088276749e-08,0.8387802824121897,3.76,0.0,0.8505789728151366,0.9999983815493119,1.61426280687555e-08,4.0508427814502977e-17,2.086429685457844e-11,0.0012309595660018593,1.4587243940120905e-05,1.358290541045975e-05,3.222354962531031e-06,4.90496039720676e-06,5.279009862625374e-07,1.3151610013055551e-12,4.516982809772289e-14,1.4242918945794685e-06,2.3545366414706776e-08,7.530687260170294e-10,1.5854847823799433e-07,3.385901928850096e-08,1.2860167466826668e-07,1.2831481048444613e-09,2.6209507158579894e-12
1.351640459266117e-08,0.8387822285403977,3.76,0.0,0.8505655037352774,0.9999983435309248,1.7179184192115768e-08,4.426355806068861e-17,2.154246612697589e-11,0.0012559916440993745,1.508112989405508e-05,1.4145253060992083e-05,3.3972281017537086e-06,5.094820035145783e-06,5.569511095943744e-07,1.443625874539254e-12,5.051949013847735e-14,1.4538751113118972e-06,2.4368019951310227e-08,7.860392747459639e-10,1.654711355794262e-07,3.5625790191813705e-08,1.3392774227166474e-07,1.3365803349699916e-09,2.7970712726055882e-12
1.378892309704559e-08,0.8387841755057455,3.76,0.0,0.8505520223972642,0.9999983052937974,1.826055950924764e-08,4.828795267376403e-17,2.2225658379969994e-11,0.0012810118017379537,1.5581659686018474e-05,1.4718908535369903e-05,3.5779631588552274e-06,5.28933762271371e-06,5.871173804837707e-07,1.5819786775221386e-12,5.638671323038584e-14,1.48347471085546e-06,2.519949484724446e-08,8.196857597505351e-10,1.725631403366808e-07,3.745468798971997e-08,1.393610335594871e-07,1.3911098953513613e-09,2.9815298941395575e-12
1.406144160143001e-08,0.8387861233197612,3.76,0.0,0.8505385287786357,0.9999982668358258,1.938784183028993e-08,5.259553754309717e-17,2.2913692643066506e-11,0.0013060200428701083,1.608877879290006e-05,1.5303866050862527e-05,3.7646381655678265e-06,5.488561928995608e-06,6.184269571312534e-07,1.7307893125190073e-12,6.281101447114394e-14,1.5130910006643425e-06,2.603958241253138e-08,8.540039365244031e-10,1.7982619518408996e-07,3.9346987897044466e-08,1.4490150025351542e-07,1.4467374560675323e-09,3.1745804781092446e-12
1.433396010581443e-08,0.8387880719938766,3.76,0.0,0.8505250228566182,0.9999982281548804,2.0562129826508267e-08,5.720070590484288e-17,2.3606395308553438e-11,0.001331016371446274,1.6602433648567462e-05,1.5900119826788154e-05,3.957330506829662e-06,5.692540768047633e-06,6.509072821525942e-07,1.890650596711504e-12,6.983425269646692e-14,1.542724287933746e-06,2.6888078787533463e-08,8.889891933852031e-10,1.8726202871506632e-07,4.130397153168668e-08,1.5054909421607284e-07,1.5034637042338944e-09,3.3764819965302505e-12
1.460647861019885e-08,0.8387900215394288,3.76,0.0,0.8505115046081275,0.9999981892488047,2.1784532959327724e-08,6.211829831853039e-17,2.4303598502756743e-11,0.0013560007914149015,1.7122571637058428e-05,1.6507664084509252e-05,4.156116925129745e-06,5.901321006386969e-06,6.845860799116367e-07,2.0621780242984382e-12,7.750057344623615e-14,1.5723748793680382e-06,2.774478476970431e-08,9.246371018108926e-10,1.948723960890901e-07,4.332692593599534e-08,1.5630376744720451e-07,1.56128934421071e-09,3.5874985089052715e-12
1.487899711458327e-08,0.8387919719676676,3.76,0.0,0.850497974009783,0.999998150115419,2.305617184916138e-08,6.736358435054082e-17,2.5005138264494562e-11,0.00138097330672282,1.764914104855941e-05,1.7126493047430793e-05,4.361073550294105e-06,6.114948609392073e-06,7.194913411976319e-07,2.2460102228737005e-12,8.585641594413567e-14,1.6020430810473339e-06,2.8609505404929418e-08,9.609437523617007e-10,2.0265907855819316e-07,4.5417141369340714e-08,1.6216547208356172e-07,1.6202150975416946e-09,3.8078992712571595e-12
1.5151515618967688e-08,0.838793923289755,3.76,0.0,0.8504844310379224,0.9999981107525202,2.4378178913499856e-08,7.295229337594857e-17,2.5710855722322054e-11,0.0014059339213155868,1.8182091034096348e-05,1.7756600941004357e-05,4.572275930577455e-06,6.3334686879430094e-06,7.556513083769018e-07,2.4428106850204713e-12,9.495078616442394e-14,1.631729198721809e-06,2.9482049836025206e-08,9.979050844469146e-10,2.1062388117155627e-07,4.7575910719730645e-08,1.6813416040726068e-07,1.6802417024719783e-09,4.037958991981325e-12
1.542403412335211e-08,0.8387958755167576,3.76,0.0,0.8504708756686007,0.9999980711578825,2.5751698414253706e-08,7.890064348332982e-17,2.6420598539606743e-11,0.0014308826391374709,1.8721371610166588e-05,1.839798199272875e-05,4.7897990296054024e-06,6.556925492822593e-06,7.930944775414103e-07,2.65326859297261e-12,1.048354539996542e-13,1.6614335379727766e-06,3.036223146884538e-08,1.0355165066384752e-09,2.1876863197083042e-07,4.9804530579946694e-08,1.742097848525764e-07,1.7413699138278039e-09,4.2779579640466255e-12
1.569655262773653e-08,0.8387978286596418,3.76,0.0,0.8504573078775752,0.9999980313292549,2.7177885829685186e-08,8.522533131473735e-17,2.7134220311854905e-11,0.0014558194641311518,1.926693370416612e-05,1.905063043214319e-05,5.0137171951051504e-06,6.785362367283801e-06,8.318496138520155e-07,2.8780979727317004e-12,1.1556489265535938e-13,1.6911564039473182e-06,3.1249868197396856e-08,1.073773501816381e-09,2.2709518375074485e-07,5.2104302428332794e-08,1.8039229800342692e-07,1.803600503503494e-09,4.5281819904071745e-12
1.596907113212095e-08,0.8387997827293078,3.76,0.0,0.850443727640319,0.9999979912643638,2.865790821851139e-08,9.194351473526675e-17,2.785157889116115e-11,0.0014807444002380718,1.9818729111593606e-05,1.971454049082543e-05,5.244104187883301e-06,7.018821792128998e-06,8.719457366697097e-07,3.1180382150811643e-12,1.2719630181679186e-13,1.7208981012459717e-06,3.214478201443673e-08,1.1126719127168787e-09,2.3560541354641139e-07,5.4476530533420264e-08,1.866816525926131e-07,1.8669342603909647e-09,4.78892250066403e-12
1.624158963650537e-08,0.8388017377365639,3.76,0.0,0.8504301349320411,0.9999979509609142,3.019294492548618e-08,9.907281568595669e-17,2.8572535802097702e-11,0.0015056574513989311,2.037671043299242e-05,2.0389706402393856e-05,5.481033224823979e-06,7.257345451536146e-06,9.134120981579443e-07,3.373855471067796e-12,1.397897687538876e-13,1.7506589340319176e-06,3.304679859951388e-08,1.1522077155494257e-09,2.4430122080084484e-07,5.69225198499615e-08,1.930778015058015e-07,1.9313719899964072e-09,5.06047677562108e-12
1.651410814088979e-08,0.8388036936921418,3.76,0.0,0.8504165297276965,0.9999979104165904,3.178418800107298e-08,1.0663134724347828e-16,2.929695739157423e-11,0.001530558621553906,2.094083104611231e-05,2.1076122402510402e-05,5.724576998011165e-06,7.500974261457584e-06,9.562781743506846e-07,3.6463440626484804e-12,1.5340851606693437e-13,1.7804392062596745e-06,3.39557472684845e-08,1.192376496219299e-09,2.531845256578265e-07,5.944357595391936e-08,1.9958069778907216e-07,1.9969145140993854e-09,5.343148160555166e-12
1.678662664527421e-08,0.8388056506066726,3.76,0.0,0.8504029120019674,0.9999978696290556,3.3432841608673235e-08,1.1463773107071747e-16,3.002471596134843e-11,0.0015554479146422699,2.151104516021806e-05,2.1773782728876627e-05,5.974807637607319e-06,7.749748312240955e-06,1.0005736840513972e-06,3.936326225692413e-12,1.681189913134354e-13,1.8102392216181442e-06,3.4871461405978855e-08,1.2331735610900035e-09,2.622572699700611e-07,6.204100747411223e-08,2.0619029465168677e-07,2.0635626710733326e-09,5.637246058626454e-12
1.705914514965863e-08,0.8388076084907218,3.76,0.0,0.8503892817292648,0.9999978285959499,3.51401218990514e-08,1.231110748618306e-16,3.075568809214999e-11,0.0015803253346024586,2.2087307812947918e-05,2.248268162122844e-05,6.2317967136883375e-06,8.003706872304967e-06,1.046328587398504e-06,4.244651846499856e-12,1.8399081878285655e-13,1.840059283284775e-06,3.579377830931732e-08,1.274594518488572e-09,2.7152141809679823e-07,6.471612520320961e-08,2.129065454630417e-07,2.131317316134179e-09,5.943085944740544e-12
1.733166365404305e-08,0.8388095673547701,3.76,0.0,0.8503756388837448,0.9999977873148937,3.6907257474790475e-08,1.3207095751215614e-16,3.148975316884665e-11,0.0016051908853724698,2.2669574820605966e-05,2.3202813321335043e-05,6.495615269992153e-06,8.262888440377556e-06,1.0935730687079376e-06,4.572199232209415e-12,2.010968591506449e-13,1.8698996938700684e-06,3.672253877507475e-08,1.3166354335443558e-09,2.809789560528773e-07,6.747023989462772e-08,2.1972940375282676e-07,2.2001793211866696e-09,6.2609895132829855e-12
1.760418215842747e-08,0.8388115272092344,3.76,0.0,0.8503619834393279,0.9999977457834888,3.8735490209340044e-08,1.4153745395353084e-16,3.222679425606973e-11,0.0016300445708903359,2.3257802715854972e-05,2.3934172073004247e-05,6.7663338666079254e-06,8.52733081000152e-06,1.1423375157725797e-06,4.919877144234807e-12,2.1951350811753575e-13,1.8997607557294483e-06,3.7657586820374206e-08,1.3592921244022018e-09,2.906318888356503e-07,7.030466098904346e-08,2.2665882321941318e-07,2.270149574242635e-09,6.5912849746713365e-12
1.787670066281189e-08,0.8388134880644366,3.76,0.0,0.8503483153696915,0.9999977039993176,4.0626075005562317e-08,1.5153115484687535e-16,3.296669916723963e-11,0.0016548863950939568,2.3851948772839497e-05,2.467675212208099e-05,7.044022562817217e-06,8.797071042634448e-06,1.1926525288657464e-06,5.288625150696296e-12,2.3932085045011406e-13,1.9296427709948847e-06,3.859876993873522e-08,1.4025600780774233e-09,3.004822405002224e-07,7.322069813466575e-08,2.3369475773413142e-07,2.3412289795162695e-09,6.934307132176139e-12
1.814921916719631e-08,0.8388154499306293,3.76,0.0,0.8503346346482598,0.9999976619599421,4.2580279362294925e-08,1.6207316471909032e-16,3.3709360273308725e-11,0.0016797163619208981,2.44519710391334e-05,2.543054771644233e-05,7.3287508950976395e-06,9.07214543410248e-06,1.244548931666379e-06,5.679413309738849e-12,2.60602688581471e-13,1.9595460414110885e-06,3.954593928380798e-08,1.4464348229897185e-09,3.1053205521628934e-07,7.621966220953488e-08,2.4083716134114623e-07,2.413418457750145e-09,7.290397380581155e-12
1.842173767158073e-08,0.8388174128179878,3.76,0.0,0.850320941248207,0.9999976196629047,4.459938339624197e-08,1.7318508157252867e-16,3.44546729602758e-11,0.0017045344753085327,2.5057828321301842e-05,2.6195553105993216e-05,7.620587886719782e-06,9.352589530033592e-06,1.2980577660329117e-06,6.093242224862831e-12,2.8344653754739283e-13,1.9894708681521012e-06,4.049894945764917e-08,1.4909123685966171e-09,3.207833976213682e-07,7.930286415701421e-08,2.4808598825544655e-07,2.48671894635575e-09,7.659903762248792e-12
1.869425617596515e-08,0.8388193767366338,3.76,0.0,0.8503072351424864,0.9999975771057305,4.668468077742462e-08,1.8488899545483527e-16,3.5202534905474415e-11,0.0017293407391946762,2.5669480101950753e-05,2.6971762542669833e-05,7.919602104372635e-06,9.638438212554871e-06,1.353210263797768e-06,6.531144847446713e-12,3.0794382465967575e-13,2.019417551990999e-06,4.1457657966232816e-08,1.5359888453057393e-09,3.312383504412449e-07,8.247161217251587e-08,2.554411928669455e-07,2.5611313988859613e-09,8.043181243555526e-12
1.896677468034957e-08,0.8388213416966034,3.76,0.0,0.8502935163038347,0.9999975342859276,4.883747905605826e-08,1.9720751136616892e-16,3.595284712793378e-11,0.0017541351575177582,2.6286886518492156e-05,2.7759170280442168e-05,8.225861672744538e-06,9.929725721819529e-06,1.4100378400508752e-06,6.994187791534542e-12,3.3419013781342526e-13,2.0493863934900313e-06,4.2421925199660416e-08,1.5816600684782912e-09,3.4189901305528794e-07,8.572721179388218e-08,2.629027297470242e-07,2.6366567847574474e-09,8.440591917107361e-12
1.923929318473399e-08,0.8388233077078469,3.76,0.0,0.8502797847047484,0.999997491200986,5.1059098812483286e-08,2.1016377717971314e-16,3.670551578505634e-11,0.0017789177342162536,2.691000844248142e-05,2.8557770575309803e-05,8.539434220316346e-06,1.0226485572159582e-05,1.4685721207724664e-06,7.48347094353055e-12,3.6228536116654665e-13,2.0793776929359277e-06,4.339161507553099e-08,1.6279216565476255e-09,3.5276750289484774e-07,8.90709695167994e-08,2.704705536524567e-07,2.7132960896832654e-09,8.852504981667476e-12
1.951181168911841e-08,0.8388252747802706,3.76,0.0,0.8502660403174881,0.9999974478483756,5.3350873700118175e-08,2.237814636115113e-16,3.7460450639096376e-11,0.0018036884732288432,2.7538807463234395e-05,2.93675576852976e-05,8.860386890294788e-06,1.0528750569544317e-05,1.5288449369534013e-06,8.000127595320086e-12,3.9233368634467053e-13,2.1093917501676507e-06,4.4366594816368845e-08,1.6747694452273253e-09,3.6384595572843945e-07,9.250419157839797e-08,2.7814461952364747e-07,2.791050315798256e-09,9.279296811575666e-12
1.978433019350283e-08,0.8388272429237027,3.76,0.0,0.8502522831141011,0.9999974042255512,5.571415109440775e-08,2.3808474123275333e-16,3.821756318188601e-11,0.0018284473784949498,2.8173245819959145e-05,3.018852587045508e-05,9.188786386767582e-06,1.0836552882973025e-05,1.5908883011401167e-06,8.545325476675993e-12,4.2444368686426345e-13,2.1394288645407085e-06,4.534673439082497e-08,1.7221996036546285e-09,3.751365244755329e-07,9.602818095541671e-08,2.859248824841605e-07,2.8699204814134958e-09,9.721351142131376e-12
2.005684869788725e-08,0.8388292121479195,3.76,0.0,0.8502385130664386,0.9999973603299519,5.81502927768972e-08,2.530982843772299e-16,3.8976766502041063e-11,0.0018531944539551856,2.881328634325116e-05,3.102066939285949e-05,9.524699014664806e-06,1.114992410541238e-05,1.654734387699448e-06,9.120268350421169e-12,4.587285353862231e-13,2.1694893350912616e-06,4.6331906166343736e-08,1.7702082763685088e-09,3.866413772752754e-07,9.964423563185285e-08,2.9381129784502876e-07,2.94990762059938e-09,1.017905931404842e-11
2.032936720227167e-08,0.838831182462618,3.76,0.0,0.8502247301461475,0.999997316159002,6.066067470518743e-08,2.6884730638452737e-16,3.973797738280029e-11,0.0018779297035511299,2.9458892486191072e-05,3.1863982516616754e-05,9.868190658623744e-06,1.1468895220228965e-05,1.7204155441868632e-06,9.726196762299599e-12,4.953062665084964e-13,2.1995734606796816e-06,4.7321985293876384e-08,1.8187912333565943e-09,3.983626971252941e-07,1.0335365090033047e-07,3.018038211117768e-07,3.0310127831824416e-09,1.0652820397328589e-11
2.060188570665609e-08,0.8388331538774114,3.76,0.0,0.8502109343246406,0.9999972717101067,6.324668593329393e-08,2.8535757849745437e-16,4.050111746900737e-11,0.0019026531312246713,3.011002841748736e-05,3.2718459507854185e-05,1.0219326719239343e-05,1.1793496503134192e-05,1.7879643234826141e-06,1.0364387147786518e-11,5.342998499848038e-13,2.229681539791838e-06,4.831685037786913e-08,1.8679442973479487e-09,4.1030268410083055e-07,1.0715772306582817e-07,3.099024079861523e-07,3.11323703538341e-09,1.1143041117959806e-11
2.087440421104051e-08,0.8388351264018855,3.76,0.0,0.8501971255731149,0.9999972269806546,6.59097291549083e-08,3.026553952570657e-16,4.12661106952094e-11,0.0019273647409185253,3.0766658957011566e-05,3.358409463471765e-05,1.057817215681228e-05,1.2123757590301232e-05,1.85741346126818e-06,1.1036152517867874e-11,5.75837203213658e-13,2.259813870404751e-06,4.931638287427814e-08,1.9176636903088637e-09,4.224635547084265e-07,1.110577461505301e-07,3.1810701436345464e-07,3.196581459699565e-09,1.1650136006741933e-11
2.114692271542493e-08,0.8388371000455491,3.76,0.0,0.8501833038625849,0.9999971819680206,6.865122169788936e-08,3.2076755183817886e-16,4.203288149073608e-11,0.0019520645365769696,3.1428749480383996e-05,3.446088216737345e-05,1.0944791556392859e-05,1.2459707578532376e-05,1.9287958432385595e-06,1.1742844110174467e-11,6.200513294574816e-13,2.289970750063969e-06,5.032046637413856e-08,1.967945895847559e-09,4.3484753976550923e-07,1.15055008073145e-07,3.264175963332238e-07,3.2810471544205023e-09,1.2174527661569584e-11
2.141944121980935e-08,0.8388390748178639,3.76,0.0,0.8501694691638902,0.9999971366695672,7.147259595528171e-08,3.397213658275249e-16,4.2801356007934443e-11,0.0019767525221460547,3.2096265890457335e-05,3.534881637801282e-05,1.1319249147368953e-05,1.2801375054332516e-05,2.002144495966438e-06,1.2485853004523378e-11,6.670806175610661e-13,2.3201524761210743e-06,5.1328986556096127e-08,2.0187871150486046e-09,4.4745688262639175e-07,1.1915079061070009e-07,3.3483411018584434e-07,3.3666352332575067e-09,1.2716646984284703e-11
2.169195972419377e-08,0.8388410507281964,3.76,0.0,0.8501556214476609,0.9999970910826408,7.437529825367688e-08,3.5954472956827073e-16,4.357146539822854e-11,0.002001428701572785,3.276917472933122e-05,3.6247891540848824e-05,1.1701608727036612e-05,1.3148787975287947e-05,2.077492626117961e-06,1.3266609799725737e-11,7.17069091766714e-13,2.3503593457422573e-06,5.234183215898068e-08,2.070183197962464e-09,4.602938407297391e-07,1.233463748921697e-07,3.433565124197748e-07,3.453346825835301e-09,1.3276933167886148e-11
