Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101)
1.2747993176220012e-09,0.09584413819693476,3.76,0.0,0.5531827200946604,0.999996789269329,1.5003447842874325e-08,2.686417121900853e-16,1.1195353415938686e-10,0.0010154646341771704,1.5845701730975853e-05,1.0076205147090733e-05,7.706169513058145e-06,3.1910650300446296e-06,2.8830755775564424e-06,7.24645478312824e-07,3.4853638917242934e-09,9.442157537148642e-08,2.555311243597762e-12,2.539657660789109e-09,9.346479891056328e-14,2.2318101447648532e-07,1.41266580623302e-07,7.714139182711025e-12,2.0905835421367954e-11,7.48227687210818e-08,1.4412968344948554e-14,5.403471318888008e-11,3.515038500235276e-21,2.346716868180445e-22,6.051283071397408e-11
1.3049567711970932e-09,0.09584436234480569,3.76,0.0,0.5531698771396987,0.9999967047597096,1.6116253733015177e-08,2.944362253949247e-16,1.1640728405431984e-10,0.0010392263867393579,1.638154310333916e-05,1.055665386667899e-05,7.967560103920086e-06,3.371648440645523e-06,2.9520685324315267e-06,7.64371239585005e-07,3.644943221770786e-09,9.820167166482113e-08,2.8101156169724016e-12,2.661284000294327e-09,1.0496296173619779e-13,2.3436020568862317e-07,1.48010633828999e-07,8.268552789112918e-12,2.2535282313241515e-11,7.869096106474322e-08,1.6199454110671177e-14,5.593624521353068e-11,4.173504952129589e-21,2.828658477719148e-22,6.290822863443457e-11
1.3351142247721852e-09,0.09584458659388512,3.76,0.0,0.5531570219807374,0.999996619834755,1.7284154239921633e-08,3.2203754700441426e-16,1.209131465065583e-10,0.001062976160094952,1.6923881820598703e-05,1.1048200795176557e-05,8.233456955899113e-06,3.5582747220223933e-06,3.0211105209550574e-06,8.054323995078011e-07,3.8077066816597515e-09,1.020273090159338e-07,3.084491184459133e-12,2.7857652751383668e-09,1.1759569585664768e-13,2.4584234400983126e-07,1.549110175376977e-07,8.849017601289271e-12,2.4253935738643207e-11,8.267405029175868e-08,1.8163667881052228e-14,5.786172328628572e-11,4.938332022119271e-21,3.396439560997946e-22,6.533805122119076e-11
1.3652716783472772e-09,0.09584481094546494,3.76,0.0,0.55314415459953,0.9999965344921845,1.8508626605936156e-08,3.515277823184979e-16,1.254696143289728e-10,0.0010867139585995218,1.747266512693906e-05,1.155083982225267e-05,8.503906356452777e-06,3.751016441275951e-06,3.090202460997797e-06,8.478518494222751e-07,3.973628848368601e-09,1.0589722064696231e-07,3.37953106396013e-12,2.9131027531450175e-09,1.3144931407172747e-13,2.57629896628735e-07,1.6196766984615148e-07,9.456168148603624e-12,2.6064899746729213e-11,8.677345770959969e-08,2.0319246981695564e-14,5.981097287335248e-11,5.824154603106759e-21,4.0631642305101563e-22,6.780206931770852e-11
1.3954291319223693e-09,0.09584503540082605,3.76,0.0,0.5531312749775679,0.9999964487296513,1.9791159986569687e-08,3.8299086413271146e-16,1.3007522232953244e-10,0.0011104397865777948,1.802784111727684e-05,1.206456484053261e-05,8.778953733579926e-06,3.94994557454614e-06,3.1593452752642366e-06,8.916527134191148e-07,4.142684465483398e-09,1.0981017360224765e-07,3.6963689571179345e-12,3.043297753558022e-09,1.466149027664832e-13,2.697253624348048e-07,1.6918052895431154e-07,1.0090644176875325e-11,2.7971344298248844e-11,9.099061614563515e-08,2.268058907765855e-14,6.178406543877348e-11,6.847302831226715e-21,4.843631549702749e-22,7.029975253489922e-11
1.4255865854974613e-09,0.0958452599612386,3.76,0.0,0.5531183830960883,0.9999963625447458,2.1133255779163996e-08,4.1651250963446826e-16,1.3472854388334044e-10,0.0011341536483264055,1.8589358707289676e-05,1.258936974557942e-05,9.058643687847031e-06,4.1551335278476144e-06,3.2285398910338954e-06,9.368583385554347e-07,4.314848524245416e-09,1.137649661797475e-07,4.036180281915455e-12,3.176351647227736e-09,1.6318850498669165e-13,2.821312710250307e-07,1.7654953329956578e-07,1.075309108890199e-11,2.997650683633455e-11,9.532696825714478e-08,2.5262881446826386e-14,6.378072777115537e-11,8.025939057156088e-21,5.754489966034779e-22,7.283078899286027e-11
1.4557440390725533e-09,0.09584548462796126,3.76,0.0,0.5531054789360764,0.9999962759349962,2.2536427734177028e-08,4.521802261709882e-16,1.3942819047173346e-10,0.0011578555481141708,1.9157167623990097e-05,1.3125248435891529e-05,9.343020002287734e-06,4.3666511436002325e-06,3.2977872401035137e-06,9.83492291900574e-07,4.490096242497501e-09,1.1776042754323285e-07,4.400183029084743e-12,3.3122658566526895e-09,1.8127130595163616e-13,2.9485018220787247e-07,1.8407462141423044e-07,1.1444160127540042e-11,3.208369348875664e-11,9.978396618512495e-08,2.8082130567624385e-14,6.58005218037999e-11,9.380236335918274e-21,6.814438135120344e-22,7.539508539598682e-11
1.4859014926476453e-09,0.09584570940224214,3.76,0.0,0.5530925624782677,0.9999961888978692,2.4002201979738704e-08,4.900833351829399e-16,1.4417281225069614e-10,0.001181545490181626,1.9731218404076076e-05,1.367219481290423e-05,9.63212564393646e-06,4.584568701784458e-06,3.367088258800212e-06,1.0315783601592963e-06,4.668403016160729e-09,1.2179541809756382e-07,4.789638494319508e-12,3.4510418559805285e-09,2.0096981514682856e-13,3.0788468576209246e-07,1.9175573180595427e-07,1.2164508465314465e-11,3.429628014492718e-11,1.0436307169786954e-07,3.115519118243358e-14,6.784324032705265e-11,1.0932577955824623e-20,8.044450946609957e-22,7.799247309026259e-11
1.5160589462227373e-09,0.09584593428531861,3.76,0.0,0.5530796337031483,0.9999961014307698,2.5532117092470574e-08,5.303129831006978e-16,1.4896109782780395e-10,0.00120522347874134,2.0311462387455882e-05,1.4230202780985257e-05,9.92600277056667e-06,4.808955924490912e-06,3.4364438879421902e-06,1.0811405476848477e-06,4.849744406327152e-09,1.2586882928907468e-07,5.205852069939247e-12,3.5926811710579546e-09,2.2239604817483573e-13,3.2123740113968196e-07,1.9959280304076434e-07,1.2914799360819833e-11,3.6617713635806e-11,1.0906575600166437e-07,3.4499795378378304e-14,6.990899830161675e-11,1.2707767848040999e-20,9.468021846699027e-22,8.062248135555977e-11
1.5462163997978294e-09,0.09584615927841793,3.76,0.0,0.5530666925909631,0.999996013531044,2.7127724345765322e-08,5.729621103398697e-16,1.5379177169722337e-10,0.0012288895179800945,2.0897851694182577e-05,1.4799266247418735e-05,1.0224692755286877e-05,5.039881991989404e-06,3.5058550726399464e-06,1.1322030689845916e-06,5.034096202966671e-09,1.2997958168133093e-07,5.6501742981296736e-12,3.737185379590124e-09,2.456677180817713e-13,3.3491097671917255e-07,2.0758577395854982e-07,1.3695702525155142e-11,3.9051513201869924e-11,1.1389349848051321e-07,3.813458318647049e-14,7.199774873858127e-11,1.4733234672779405e-20,1.111140212557307e-21,8.328460845028653e-11
1.5763738533729214e-09,0.09584638438275751,3.76,0.0,0.5530537391217237,0.9999959251959829,2.8790588016951406e-08,6.181254070906703e-16,1.586635911420526e-10,0.001252543612061242,2.149033919651555e-05,1.5379379122389393e-05,1.0528236216364174e-05,5.277415562126733e-06,3.575322762059008e-06,1.1847903396214184e-06,5.2214344928868245e-09,1.3412662262776775e-07,6.124002041894932e-12,3.884556111307554e-09,2.709084398002152e-13,3.489080888282347e-07,2.157345836606119e-07,1.4507894544544663e-11,4.160127201078388e-11,1.1884778515368049e-07,4.207913517231542e-14,7.410894627320856e-11,1.703923875815525e-20,1.3003844428318e-21,8.597875221748742e-11
1.6065313069480134e-09,0.09584660959954418,3.76,0.0,0.5530407732752091,0.9999958364228224,3.052228543109345e-08,6.658993298888846e-16,1.6357534679455887e-10,0.0012761857651239984,2.2088878516011883e-05,1.5970535318987165e-05,1.0836673020086152e-05,5.521624772306093e-06,3.644847909429652e-06,1.2389269754380889e-06,5.41173559839507e-09,1.383089266298137e-07,6.628779318173493e-12,4.0347950479483764e-09,2.9824793751108317e-13,3.6323144137074393e-07,2.2403917113327693e-07,1.5352058984772927e-11,4.427065821638677e-11,1.239301087784859e-07,4.63540053625878e-14,7.62422494762583e-11,1.9659124961146573e-20,1.5177897322559775e-21,8.870492702610896e-11
1.6366887605231054e-09,0.09584683492997487,3.76,0.0,0.5530277950309646,0.9999957472087416,3.232440692983378e-08,7.16382133365658e-16,1.6852586381166419e-10,0.0012998159812826627,2.2693424026625316e-05,1.6572728753210338e-05,1.1150042277179135e-05,5.772577237370061e-06,3.7144314721016573e-06,1.294637793758138e-06,5.604976016195349e-09,1.4252549616475766e-07,7.16599799532163e-12,4.187903923238557e-09,3.2782224040555767e-13,3.778837657573367e-07,2.32499475266568e-07,1.622888643098912e-11,4.706341597037635e-11,1.291419692950619e-07,5.098075244547004e-14,7.839782650425514e-11,2.2629598043426325e-20,1.766972894722341e-21,9.146287331744096e-11
