Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101)
1.0430602223019913e-08,0.09592093237667405,3.76,0.0,0.5485944724121592,0.9999326814925873,1.5114847549832967e-05,8.464723882038678e-13,1.865243874432261e-09,0.007696977230731761,0.0003749668463229864,0.0006384505904668778,0.00036949491795972077,0.0005718649508467117,3.092286877507894e-05,0.0002131989974033055,1.418616305985462e-07,1.6055831442932608e-06,4.409413353793079e-08,1.9543939811657285e-07,1.0839888837217915e-08,3.252272704696996e-05,9.178658872675556e-06,1.1138091946566458e-08,6.0901978163494e-08,1.2012427206182911e-05,1.619090463237246e-09,1.3523595107047181e-09,1.6962805197578003e-13,2.919014860343001e-14,1.8367049697943018e-09
1.0647735888760575e-08,0.09592304749410176,3.76,0.0,0.5484651626933641,0.999929669045341,1.6278262721775845e-05,9.094729987531244e-13,1.905338658288208e-09,0.007842929206756697,0.0003873137971945167,0.000664445642911106,0.0003853520956130178,0.0006026303691578992,3.1884081739829635e-05,0.0002268596462097,1.467819846976262e-07,1.6401055011498043e-06,4.898630549120374e-08,2.0494647576009075e-07,1.2283989137601487e-08,3.434857748470711e-05,9.561815133073186e-06,1.2235258763746351e-08,6.660285162725529e-08,1.2637455973879718e-05,1.8294619525295272e-09,1.3971376366216447e-09,2.0515680595196889e-13,3.550945811932037e-14,1.901857052225206e-09
1.0864869554501236e-08,0.09592517963677205,3.76,0.0,0.5483347187884863,0.9999265606229275,1.750612203343589e-05,9.755214933418562e-13,1.9452928438120394e-09,0.007988327360626145,0.00039982216665167194,0.0006909243095224527,0.0004015394119382807,0.0006343988280006817,3.286471610445703e-05,0.00024109718404225205,1.5176944235576276e-07,1.6744956533011363e-06,5.430946153830183e-08,2.1476216122207955e-07,1.3886822280409905e-08,3.6236864479555245e-05,9.952909618463502e-06,1.3421864731964804e-08,7.270844566945134e-08,1.3279768069248759e-05,2.0621162123474742e-09,1.4425058837036955e-09,2.4718534167702083e-13,4.302691624630272e-14,1.9682466680889894e-09
1.1082003220241898e-08,0.09592732902234281,3.76,0.0,0.5482031281829749,0.9999233544458291,1.880058909187035e-05,1.0446827328358015e-12,1.9851070943255276e-09,0.00813317370749961,0.0004124914087998648,0.0007178846012571957,0.00041805588481756917,0.0006671833075847491,3.386513815112707e-05,0.00025592326749604606,1.5682376280173965e-07,1.7087538952872958e-06,6.009195360192751e-08,2.2489381521110398e-07,1.5662250798000204e-08,3.818818947561267e-05,1.0351963349367027e-05,1.4703674073018436e-08,7.923836279251288e-08,1.3939361834893277e-05,2.3188904917139293e-09,1.4884624997164042e-09,2.967350915239124e-13,5.1938480943390066e-14,2.035900127398587e-09
1.1299136885982559e-08,0.09592949586767431,3.76,0.0,0.5480703783906379,0.9999200487402642,2.016384700602935e-05,1.1170207843900379e-12,2.024782105674147e-09,0.0082774702916463,0.00042532097476099975,0.0007453245354827588,0.00043490052129882393,0.000700996741754296,3.488571199933254e-05,0.000271349506889585,1.619447066362035e-07,1.742880547933789e-06,6.636337170847777e-08,2.3534897859720285e-07,1.7625042107495003e-08,4.020312885069107e-05,1.075899849137278e-05,1.6086718908645455e-08,8.621271512326671e-08,1.46162315809216e-05,2.6017308421199695e-09,1.5350057357744468e-09,3.5496222044258915e-13,6.24671954505445e-14,2.1048450033755515e-09
1.151627055172322e-08,0.09593168038882459,3.76,0.0,0.5479364569554318,0.9999166417382457,2.159809750888798e-05,1.1925989224401316e-12,2.064318603143861e-09,0.008421219186748902,0.0004383103110477129,0.0007732421359981317,0.0004520723177104297,0.0007358520175938701,3.5926799580415124e-05,0.0002873874657574233,1.6713203486164187e-07,1.7768759548948925e-06,7.315456972059628e-08,2.4613537361648366e-07,1.9790907796116356e-08,4.22822344272095e-05,1.1174038351670208e-05,1.75773064885005e-08,9.365212786233339e-08,1.5310367884473272e-05,2.9126959880223685e-09,1.582133840459439e-09,4.2317204183756354e-13,7.486626178278521e-14,2.175110147104633e-09
1.1733404217463882e-08,0.09593388280104247,3.76,0.0,0.5478013514532046,0.9999131316776361,2.3105560097834835e-05,1.271479630360729e-12,2.103717338964114e-09,0.008564422496196716,0.000451458858110359,0.0008016354330560166,0.00046957025965532566,0.0007717619749083788,3.698876061164856e-05,0.00030404866034378515,1.723855080162629e-07,1.8107404798198994e-06,8.049769083200943e-08,2.5726090508408476e-07,2.2176543723826652e-08,4.4426033988503145e-05,1.159710737566961e-05,1.9182026447593806e-08,1.0157774298562384e-07,1.6021757866261187e-05,3.2539612324151557e-09,1.6298450546032285e-09,5.028346163305229e-13,8.94223881837951e-14,2.246725702709593e-09
1.1950537883204543e-08,0.09593610331875854,3.76,0.0,0.5476650494934023,0.9999095168022036,2.4688471193447387e-05,1.3537246026828204e-12,2.142979090282138e-09,0.008707082353367868,0.00046476604903769575,0.000830502463386646,0.00048739332190291136,0.0008087394055907007,3.8071952569815204e-05,0.00032134455909308833,1.777048854002812e-07,1.8444745040259714e-06,8.842619280954889e-08,2.687336616141289e-07,2.4799670935976205e-08,4.663503179809355e-05,1.2028231143725014e-05,2.0907758090051772e-08,1.1001122320504074e-07,1.675038544544687e-05,3.627822395365523e-09,1.6781376066471833e-09,5.956015998920012e-13,1.0645942830494452e-13,2.3197231229462368e-09
1.2167671548945205e-08,0.0959383421555744,3.76,0.0,0.5475275387207439,0.9999057953616785,2.6349083316702287e-05,1.439394747777472e-12,2.1821046575175626e-09,0.008849200921900542,0.0004782313083943712,0.0008598412702232213,0.0005055404681947797,0.0008467970528888643,3.9176730664222396e-05,0.0003392865821339367,1.8308992438440157e-07,1.8780784245841475e-06,9.697487296711161e-08,2.8056191684525665e-07,2.767907737815376e-08,4.890970911973029e-05,1.2467436367971194e-05,2.2761677695987053e-08,1.1897475619462364e-07,1.749623157414057e-05,4.03669978337646e-09,1.7270097084982895e-09,7.033244096159804e-13,1.2634233058489784e-13,2.3941351851183982e-09
1.2384805214685866e-08,0.09594059952425037,3.76,0.0,0.547388806816865,0.9999019656118103,2.8089664284591576e-05,1.5285501909273315e-12,2.221094863029413e-09,0.008990780395953022,0.0004918540511804858,0.0008896499033289297,0.0005240106509780745,0.0008859476105832524,4.030344780911893e-05,0.0003578861007537813,1.8854037979159482e-07,1.9115526527473078e-06,1.0617989285620927e-07,2.927541306703022e-07,3.0834660405043104e-08,5.125052473627859e-05,1.2914750889284359e-05,2.4751265848210442e-08,1.284910590875533e-07,1.82592744527817e-05,4.483142187420585e-09,1.776459551844801e-09,8.280737771763255e-13,1.494814170257549e-13,2.4699960072151692e-09
1.2601938880426527e-08,0.09594287563669165,3.76,0.0,0.5472488415019408,0.9998980258144265,2.991249642405072e-05,1.6212502777170968e-12,2.2599505500420473e-09,0.009131823000452323,0.0005056336819002894,0.0009199264190254823,0.000542802811078459,0.000926203722083072,4.145245459548231e-05,0.0003771544368619635,1.9405600334433542e-07,1.944897612663364e-06,1.1607880265769187e-07,3.0531895046864304e-07,3.428747007466236e-08,5.3657915465762385e-05,1.3370203674373937e-05,2.6884314775459826e-08,1.3858338324868758e-07,1.9039489727610246e-05,4.9698309074681785e-09,1.8264853048879657e-09,9.721607617005148e-13,1.7633701128643625e-13,2.5473410641865077e-09
1.2819072546167189e-08,0.09594517070393337,3.76,0.0,0.5471076305362845,0.9998939742374923,3.181987580405075e-05,1.7175535776825683e-12,2.2986725817839215e-09,0.009272330991331287,0.0005195695937284469,0.0009506688802231319,0.0005619158773232867,0.0009675779794503832,4.262409926215641e-05,0.0003971028624392417,1.9963654317029617e-07,1.9781137403248694e-06,1.267105652591602e-07,3.182652123397385e-07,3.8059753218862986e-08,5.6132296673067715e-05,1.3833824813011419e-05,2.9168935708757416e-08,1.4927551932665762e-07,1.9836850671390406e-05,5.499583801304258e-09,1.877085109430549e-09,1.1381592954148986e-12,2.0742443674123024e-13,2.6262072042945043e-09
1.303620621190785e-08,0.09594748493612446,3.76,0.0,0.5469651617219315,0.9998898091551721,3.381411148566082e-05,1.8175178881667141e-12,2.3372618407989057e-09,0.009412306655753846,0.0005336611677634665,0.000981875356452119,0.0005813487661243945,0.0010100829223591897,4.3818727666325944e-05,0.0004177425989722358,2.0528174336020184e-07,2.0112014827124665e-06,1.3811558000250568e-07,3.3160194233634194e-07,4.2174998280433734e-08,5.8674062775986674e-05,1.430564551540064e-05,3.1613566247438085e-08,1.6059180258898e-07,2.0651328348498587e-05,6.075359355398442e-09,1.9282570782840253e-09,1.3289303369682275e-12,2.43319405883028e-13,2.7066326654732254e-09
1.3253339877648512e-08,0.09594981854251046,3.76,0.0,0.5468214229042042,0.9998855288478948,3.5897524789845564e-05,1.9212002383398558e-12,2.3757192283968287e-09,0.009551752312328408,0.000547907772359019,0.001013543923895498,0.0006011003810288139,0.0010537310369963177,4.5036683253320465e-05,0.0004390848168715298,2.1099134357221497e-07,2.044161297096708e-06,1.5033570608594274e-07,3.4533835769586246e-07,4.6657980906638563e-08,6.128358774444747e-05,1.4785698109692684e-05,3.422697773132606e-08,1.72557118543117e-07,2.1482891765438656e-05,6.7002607755621234e-09,1.9799992929706613e-09,1.5476477088337936e-12,2.846638231882057e-13,2.7886570916301288e-09
1.3470473543389173e-08,0.09595217173141549,3.76,0.0,0.5466764019732682,0.9998811316024186,3.807244858272406e-05,2.028656893348482e-12,2.4140456642171397e-09,0.009690670311308956,0.0005623087625249453,0.0010456726654232953,0.0006211696122446132,0.001098534754910094,4.62783070257475e-05,0.0004611406348724722,2.167650786778791e-07,2.0769936504699756e-06,1.634142856048449e-07,3.5948386806832675e-07,5.1534810288524274e-08,6.396122559193429e-05,1.5274016039647288e-05,3.701828261547449e-08,1.851969088459342e-07,2.233150800779813e-05,7.377540095100647e-09,2.032309801684808e-09,1.7978256966189582e-12,3.3217202430248085e-13,2.8723215488381458e-09
1.3687607209129834e-08,0.09595454471022341,3.76,0.0,0.5465300868656747,0.9998766157119008,4.0341226577984584e-05,2.13994335856297e-12,2.452242085885048e-09,0.00982906303478385,0.0005768634793907095,0.0010782596706279514,0.0006415553361481411,0.001144506451812164,4.754393751195942e-05,0.00048392111941797405,2.2260267844521806e-07,2.1096990190858907e-06,1.7739616621566507e-07,3.740480767393803e-07,5.683297623484637e-08,6.670731085824648e-05,1.577063386244171e-05,3.999694184382349e-08,1.9853717750356273e-07,2.3197142364608287e-05,8.110602298142195e-09,2.0851866174791263e-09,2.083348489462114e-12,3.8663747515242405e-13,2.957668541374329e-09
1.3904740874870496e-08,0.09595693768535839,3.76,0.0,0.546382465565896,0.9998719794759671,4.270621265612298e-05,2.2551143838994066e-12,2.4903094487430925e-09,0.00996693289685203,0.0005915712497248814,0.0011113030358610024,0.0006622564147781336,0.0011916584463372458,4.883391073386293e-05,0.0005074372840228127,2.2850386725508968e-07,2.142277888087409e-06,1.9232772340720164e-07,3.8904078184675133e-07,6.25813969689635e-08,6.952215908287497e-05,1.627558724662673e-05,4.317277221807236e-08,2.1260449736328274e-07,2.4079758441019774e-05,8.90300945579838e-09,2.1386277166572245e-09,2.408501541962531e-12,4.489399553342169e-13,3.0447420275573866e-09
1.4121874540611157e-08,0.09595935086226437,3.76,0.0,0.546233526107852,0.9998672212007871,4.516977020015001e-05,2.3742239681953956e-12,2.5282487256436258e-09,0.010104282343786398,0.0006064313855049237,0.0011448008642709468,0.0006832716953214597,0.0012400029987651372,5.014856017408463e-05,0.000531700088619135,2.3446836384731207e-07,2.174730751207659e-06,2.0825688236345687e-07,4.044719775885909e-07,6.881046763654356e-08,7.240606726839054e-05,1.6788912970229255e-05,4.6555953758003344e-08,2.274260168986861e-07,2.497931826015555e-05,9.7584848727846e-09,2.192631037354318e-09,2.7780049392643893e-12,5.200532508790512e-13,3.133587435341797e-09
1.4339008206351819e-08,0.09596178444538477,3.76,0.0,0.5460832565764313,0.999862339199149,4.773427144739524e-05,2.4973253636241162e-12,2.5660609067900833e-09,0.01024111385418425,0.0006214431835322027,0.0011787512658422536,0.0007046000095946831,0.001289552309708873,5.148821674250833e-05,0.000556720438883011,2.404958810934633e-07,2.2070581105300473e-06,2.2523313940232833e-07,4.203518554220883e-07,7.55521095114156e-08,7.535931433334208e-05,1.7310648918999416e-05,5.015703704943644e-08,2.430294672890606e-07,2.5895782354954138e-05,1.068091724210135e-08,2.2471944782811696e-09,3.197048848000245e-12,6.01053382242862e-13,3.2242516776350364e-09
1.455614187209248e-08,0.09596423863814087,3.76,0.0,0.5459316451090096,0.9998573317905387,5.040209685701931e-05,2.624471080134798e-12,2.6037469996171925e-09,0.010377429939104519,0.0006366059250877119,0.0012131523574354685,0.0007262401735250476,0.0013403185187725432,5.285320874220348e-05,0.0005825091855420299,2.4658612579360456e-07,2.239260476296687e-06,2.4330758297437735e-07,4.366908052507573e-07,8.283981988639625e-08,7.838216155426114e-05,1.784083408480025e-05,5.398695057593932e-08,2.5944316979364177e-07,2.6829109850769093e-05,1.1674364805352053e-08,2.302315897613627e-09,3.6713311367868864e-12,6.931273941161422e-13,3.3167831673047172e-09
1.4773275537833141e-08,0.0959667136429104,3.76,0.0,0.5457786798969594,0.9998521973012207,5.317563449283498e-05,2.755712889910825e-12,2.641308028702273e-09,0.010513233142191606,0.0006519188756245165,0.001248002262828362,0.0007481909866340133,0.0013923137031819249,5.424386183476618e-05,0.0006090771236640534,2.5273879849448905e-07,2.271338366756237e-06,2.625329142059357e-07,4.5349941659877503e-07,9.070872263541695e-08,8.147485299645481e-05,1.8379508564136924e-05,5.805700803036295e-08,2.766960434211147e-07,2.777925853944511e-05,1.2743059516247867e-08,2.3579931120168885e-09,4.207097250852235e-12,7.975827343963562e-13,3.4112318318422174e-09
1.4990409203573803e-08,0.09596920966100514,3.76,0.0,0.5456243491871616,0.9998469340643216,5.605727942102784e-05,2.891101831839259e-12,2.678745035701219e-09,0.01064852603978568,0.0006673812844933967,0.0012832991127580756,0.0007704512315260302,0.001445549876390788,5.56604990050968e-05,0.0006364349919273592,2.589535933270982e-07,2.3032923080438434e-06,2.829634669708454e-07,4.707884797707533e-07,9.919561943277614e-08,8.46376159333498e-05,1.8926713556822145e-05,6.237891560222244e-08,2.9481761289449804e-07,2.874618494554684e-05,1.3891411204825625e-08,2.4142238957901358e-09,4.811182426149491e-12,9.158572504098784e-13,3.507649127655028e-09
1.5207542869314466e-08,0.09597172689264867,3.76,0.0,0.5454686412835119,0.9998415404199166,5.904943312236154e-05,3.030688215987854e-12,2.7160590793037975e-09,0.010783311241019172,0.0006829923846985557,0.0013190410449642196,0.0007930196733848653,0.0015000389866654618,5.710344052563941e-05,0.0006645934718724799,2.6523019786158987e-07,2.33512283408707e-06,3.046552274751633e-07,4.885689869953148e-07,1.0833904161483729e-07,8.7870661254219e-05,1.9482491364774024e-05,6.696477923689346e-08,3.1383801691132763e-07,2.972984438537377e-05,1.5124011739881407e-08,2.4710059801167334e-09,5.4910563289792534e-12,1.0495298312114476e-12,3.606088053963385e-09
1.542467653505513e-08,0.09597426553695367,3.76,0.0,0.545311544548427,0.9998360147151185,6.215450291844821e-05,3.1745216280876708e-12,2.753251235203807e-09,0.01091759138789934,0.0006987513926806246,0.0013552262042328788,0.0008158950594794762,0.0015557929156500172,5.857300392011045e-05,0.000693563187136135,2.715682929779574e-07,2.366830486532685e-06,3.2766585333921733e-07,5.068521335508418e-07,1.1817930266899198e-07,9.117418386018736e-05,2.0046885390942207e-05,7.182711186254722e-08,3.3378801669884514e-07,3.07301910193542e-05,1.644563918709892e-08,2.5283370524111457e-09,6.25487020768714e-12,1.2003317255259477e-12,3.7066031662758863e-09
1.5641810200795792e-08,0.09597682579189876,3.76,0.0,0.5451530474043487,0.9998303553041674,6.537490141166294e-05,3.3226509340211876e-12,2.7903225960804112e-09,0.01105136915537669,0.0007146575081245102,0.0013918527424414651,0.000839076118681125,0.0016128234769142067,6.006950392674483e-05,0.0007233547026677161,2.779675527508915e-07,2.3984158146900762e-06,3.520546921614578e-07,5.256493188717655e-07,1.2875855133420506e-07,9.454836304846793e-05,2.0619940138357782e-05,7.697884058070156e-08,3.5469900486371384e-07,3.174717789837234e-05,1.7861261960330024e-08,2.5862147557548405e-09,7.111506643429152e-12,1.370158565628967e-12,3.8092505894205536e-09
1.5858943866536455e-08,0.0959794078543052,3.76,0.0,0.5449931383352457,0.9998245605485246,6.871304593828104e-05,3.475124284317226e-12,2.8272742715876728e-09,0.011184647251399116,0.0007307099137899205,0.0014289188186043839,0.0008625615609931815,0.0016711424144861212,6.159325246108866e-05,0.0007539785239288362,2.844276443475125e-07,2.429879375487806e-06,3.7788279954862206e-07,5.44972147633757e-07,1.4012082529696217e-07,9.799336288483158e-05,2.1201701209302184e-05,8.243331381622427e-08,3.766030145356026e-07,3.2780757004545774e-05,1.937604296346326e-08,2.644636688411079e-09,8.070631987294783e-12,1.5610831281880474e-12,3.914088030111471e-09
1.6076077532277118e-08,0.09598201191981365,3.76,0.0,0.5448318058881193,0.9998186288169689,7.217135803441796e-05,3.6319891186551374e-12,2.8641073883498484e-09,0.01131742841695151,0.0007469077753626511,0.001466422598919459,0.0008863500770948333,0.0017307614013713623,6.31445585783696e-05,0.0007854450960765136,2.9094822793678966e-07,2.4612217334404455e-06,4.052129565968164e-07,5.648324308161868e-07,1.523121054659421e-07,0.00010150933256435761,2.179221530459014e-05,8.820430842258313e-08,3.9953272880382037e-07,3.383087928693583e-05,2.0995343720295964e-08,2.703600403410673e-09,9.142751571243934e-12,1.7753688638047503e-12,4.021174789031648e-09
1.629321119801778e-08,0.09598463818286036,3.76,0.0,0.5446690386745037,0.9998125584856925,7.575226291435557e-05,3.793292170381647e-12,2.9008230899604416e-09,0.011449715426080772,0.0007632502413249455,0.0015043622568150668,0.0009104403378997257,0.0017916920380603727,6.4723728435475e-05,0.0008177648031305943,2.975289566096051e-07,2.4924434606233245e-06,4.3410968680821193e-07,5.852421867402162e-07,1.653803708082454e-07,0.00010509640676055339,2.2391530222961423e-05,9.430603673810134e-08,4.235214904460237e-07,3.4897494692639535e-05,2.2724728489806433e-08,2.7631034082038143e-09,1.033926778034338e-11,2.0154842277076257e-12,4.1305717724127506e-09
1.6510344863758444e-08,0.09598728683665339,3.76,0.0,0.544504825371968,0.9998063479384025,7.945818896084186e-05,3.959079471044523e-12,2.9374225369833287e-09,0.011581511085905997,0.0007797364428434357,0.0015427359729979376,0.0009348309941303869,0.0018539458510254468,6.633106525257038e-05,0.0008509479671260507,3.04169476308536e-07,2.5235451366532105e-06,4.6463927242816104e-07,6.062136420808829e-07,1.7937565372951736e-07,0.0001087547059629649,2.2999694860575997e-05,1.007531535889405e-07,4.486033119478769e-07,3.598055219368137e-05,2.456996836420411e-08,2.8231431643721527e-09,1.1672541073677488e-11,2.2841178447467825e-12,4.242341503094331e-09
1.6727478529499107e-08,0.09598995807314882,3.76,0.0,0.5443391547256187,0.9997999955664212,8.329156722695701e-05,4.129396354947861e-12,2.9739069069545876e-09,0.011712818236613685,0.0007963654936733485,0.0015815419355015704,0.0009595206759091426,0.001917534291208844,6.796686927438958e-05,0.0008850048472508272,3.1086942576654127e-07,2.5545273486732594e-06,4.968697701876597e-07,6.277592328515557e-07,1.9435009597981827e-07,0.00011248433680343169,2.361675921060713e-05,1.0756076323450198e-07,4.7481288581240665e-07,3.707999981009266e-05,2.6537045347118882e-08,2.8837170873949267e-09,1.3155954041052034e-11,2.5841945425310186e-12,4.356548131046924e-09
1.694461219523977e-08,0.0959926520830265,3.76,0.0,0.5441720155495998,0.9997934997687914,8.725483094914561e-05,4.3042874637342926e-12,3.0102773943838863e-09,0.011843639751437873,0.0008131364900778202,0.0016207783397352155,0.0009845079923660961,0.001982468732503294,6.963143773122948e-05,0.0009199456389699226,3.176284364538261e-07,2.585390691340888e-06,5.308710264362081e-07,6.498916053591248e-07,2.103580050666081e-07,0.0001162853923711669,2.424277436292678e-05,1.1474442625090799e-07,5.021855951576564e-07,3.819578462953905e-05,2.8632156409274155e-08,2.9448225464651112e-09,1.4803978582204876e-11,2.9188922872272663e-12,4.473257443343164e-09
1.7161745860980433e-08,0.09599536905566633,3.76,0.0,0.544003396728596,0.9997868589523795,9.135041507102093e-05,4.483796750999686e-12,3.046535210754492e-09,0.011973978536624975,0.0008300485107612943,0.0016604433885333732,0.0010097915312646355,0.002048760470226137,7.132506479968184e-05,0.0009557804731364191,3.244461325322528e-07,2.616135766817436e-06,5.667146916502672e-07,6.726236171283095e-07,2.274559111557359e-07,0.00012015795251686456,2.4877792503877473e-05,1.2232016634819597e-07,5.307575246011195e-07,3.932785282383017e-05,3.0861717518974e-08,3.0064568643523213e-09,1.6632246294679538e-11,3.2916600572083945e-12,4.592536873561769e-09
1.7378879526721096e-08,0.09599810917912367,3.76,0.0,0.5438332872193312,0.9997800715319851,9.558075577755667e-05,4.667967486946201e-12,3.0826815845211607e-09,0.012103837531383277,0.0008471006168161089,0.0017005352922057656,0.0010353698586448282,0.0021164207195882383,7.304804156313528e-05,0.0009925194150901802,3.3132213081673217e-07,2.6467631847586714e-06,6.044742343026655e-07,6.959683377934632e-07,2.457026244408458e-07,0.00012410208414605846,2.552186691612503e-05,1.3030447711683733e-07,5.605654714293058e-07,4.0476149662621194e-05,3.3232367644720574e-08,3.068617317308457e-09,1.8657622155802888e-11,3.706236690388061e-12,4.714455510610714e-09
1.759601319246176e-08,0.09600087264010543,3.76,0.0,0.5436616760520696,0.9997731359304479,9.994829003928867e-05,4.856842263079632e-12,3.1187177611052334e-09,0.012233219707816873,0.0008642918516814853,0.0017410522685877279,0.0010612415184849916,0.0021854606141587522,7.480065597207999e-05,0.0010301724637449617,3.3825604074310147e-07,2.677273562305377e-06,6.442249540784669e-07,7.199390499562688e-07,2.6515929296114507e-07,0.00012811784150197235,2.6175051978586057e-05,1.3871432869916946e-07,5.916469570506729e-07,4.164061952459262e-05,3.5750972727266126e-08,3.1313011350126397e-09,2.0898281583333106e-11,4.166670741719231e-12,4.839084106956423e-09
1.8030280523943082e-08,0.09600647031458177,3.76,0.0,0.5433139052413041,0.999758813916175,0.00010910468839389113,5.248870937142403e-12,3.190464589182232e-09,0.012490565658060348,0.000899087793197722,0.0018233543487554502,0.0011138588992944212,0.0023277234557556583,7.839593362429049e-05,0.0011082605391042615,3.522959962327551e-07,2.7379457021393425e-06,7.300103527707169e-07,7.69812648821769e-07,3.079591279881287e-07,0.0001363643886558639,2.750897705125961e-05,1.5688095689296327e-07,6.57784322301255e-07,4.401785142449822e-05,4.126066989295458e-08,3.2582275505363533e-09,2.6105200267393502e-11,5.24298308656556e-12,5.0967625495446185e-09
1.8421121122276272e-08,0.09601158988052047,3.76,0.0,0.5429956673515469,0.9997454016703099,0.00011783909707324637,5.6181981125563845e-12,3.25467270115812e-09,0.012720576781035197,0.000930870002645922,0.001898862246781215,0.0011622026696269366,0.002460588365773016,8.173586742195927e-05,0.0011817649680310705,3.651259439683289e-07,2.7921566938636014e-06,8.148203651301755e-07,8.169774183734332e-07,3.5128039801167473e-07,0.00014403153541163474,2.874123601596947e-05,1.7486650458293205e-07,7.220551156358793e-07,4.6212095911503204e-05,4.679906796282441e-08,3.3742224866695815e-09,3.1739790451246825e-11,6.41621691069386e-12,5.338685314830756e-09
1.8811961720609462e-08,0.09601678789950643,3.76,0.0,0.5426723970081168,0.9997314851688575,0.00012705590234131364,6.003398249613387e-12,3.318543917229272e-09,0.012949090727977872,0.0009630873042165102,0.0019757200135218263,0.0012114731528991567,0.002598092581233148,8.517615798003858e-05,0.0012583834710303409,3.781371119327686e-07,2.8459984133764596e-06,9.073378011106973e-07,8.663867879651899e-07,3.995859507505562e-07,0.0001519310421418335,3.0003909298990596e-05,1.9451719283194663e-07,7.910700747942126e-07,4.845783599298879e-05,5.293440546183388e-08,3.491867913613209e-09,3.842335991094753e-11,7.81747819705489e-12,5.590565465173886e-09
1.9202802318942653e-08,0.09602206540845983,3.76,0.0,0.5423440330918701,0.999717055519395,0.0001367692882910574,6.404695841874315e-12,3.382086112141382e-09,0.013176126007179998,0.00099573347954318,0.0020539175342597945,0.0012616610220361232,0.0027402978780544183,8.871836606991467e-05,0.0013381718359957778,3.913269533474135e-07,2.8994747288021154e-06,1.008069512792459e-06,9.181260214736743e-07,4.533247005817306e-07,0.00016006280101245183,3.1297353689502045e-05,2.159500708444958e-07,8.650758191547333e-07,5.075471583172982e-05,5.971544149181054e-08,3.611145996060208e-09,4.632075512441992e-11,9.484596682601868e-12,5.852876635513046e-09
1.9593642917275843e-08,0.09602742342821773,3.76,0.0,0.5420105153748246,0.9997021039230316,0.00014699341398678126,6.822308654983562e-12,3.44530733694682e-09,0.013401701461467628,0.001028802125350155,0.002133444777389656,0.001312756697817259,0.0028872650522508273,9.236401637669104e-05,0.0014211850774864965,4.046928432626491e-07,2.9525895855510865e-06,1.117542386706759e-06,9.7228267318923e-07,5.129748484887467e-07,0.0001684265904794942,3.2621937498249365e-05,2.3928769157936626e-07,9.44327579646962e-07,5.31023705141758e-05,6.719362100789271e-08,3.7320384167240185e-09,5.561799482866018e-11,1.1460632294835457e-11,6.126110361216011e-09
1.9984483515609033e-08,0.09603286296307875,3.76,0.0,0.5416717845481545,0.9996866216766488,0.00015774240625533286,7.2564478278474705e-12,3.50821581815306e-09,0.01362583626423862,0.001062286654342905,0.0022142917953990268,0.00136475034561949,0.003039053890999665,9.611459674390834e-05,0.0015074774181591166,4.182320787744355e-07,3.0053470057839828e-06,1.2363034710476385e-06,1.0289465968953467e-06,5.79045031857516e-07,0.00017702207909116842,3.397804056372167e-05,2.6465822126421816e-07,1.0290894612657295e-06,5.550042602033768e-05,7.542314235348745e-08,3.854526380302519e-09,6.652436675057474e-11,1.3794454707215882e-11,6.410776123245028e-09
2.0375324113942223e-08,0.09603838500035511,3.76,0.0,0.5413277822500475,0.999670600175164,0.00016903035270834425,7.707317977180616e-12,3.570819956689455e-09,0.01384854991493448,0.0010961802963826562,0.0022964487258463305,0.0014176318727865506,0.003195723143868836,9.997155742308495e-05,0.0015971022700691539,4.3194187937299686e-07,3.057751087763228e-06,1.364920075719935e-06,1.088209953222996e-06,6.520754816443367e-07,0.00018584882903007095,3.5366054258780554e-05,2.9219554472948507e-07,1.1196347144884813e-06,5.7948499173260535e-05,8.446102276229539e-08,3.978590618226392e-09,7.927466740929637e-11,1.6541371853175896e-11,6.707401368116166e-09
2.0766164712275413e-08,0.09604399050992794,3.76,0.0,0.5409784510933942,0.9996540309138043,0.00018087129497542775,8.17511730563323e-12,3.6331283266937583e-09,0.014069862233957042,0.0011304760999311986,0.002379905792332237,0.0014713909266003196,0.0033573304942423068,0.00010393631032991708,0.0016901122158892456,4.458193874157359e-07,3.1098060050907875e-06,1.50397984486224e-06,1.1501672152204545e-06,7.326391852075098e-07,0.00019490629941907073,3.678638149735909e-05,3.220393663675053e-07,1.2162460152014971e-06,6.044619757442449e-05,9.436716170218482e-08,4.104211394141973e-09,9.413158668117548e-11,1.9763809189060814e-11,7.016531503549546e-09
