Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7)
7.658006585271511e-07,0.08712046915807009,3.76,0.0,0.8066645970367711,0.9986250997777824,0.0008802388102386159,2.1705298576411874e-17,5.35451928606722e-14,0.0006905323597726858,0.000647024588142047,0.0012729969743392922,0.0001993082030253014,0.007598485786468129,0.0008194864355369317,0.005826463733616927,4.03410091797937e-06,1.8385987244923846e-06,6.852142210888323e-07,8.317403961858359e-05,1.4560191016731776e-06,1.994017630970352e-05,2.0213793992864096e-05,4.190560020276845e-07,4.841022996387054e-06,7.081235300196944e-06
7.801276182882751e-07,0.08712500491621393,3.76,0.0,0.8063105841687376,0.9985690998865341,0.0009198868350675921,2.280191512935147e-17,5.5288381090759676e-14,0.0007001947205050764,0.0006583577297034207,0.001312463987932508,0.0002027498601699015,0.007915681443360604,0.0008490613558932663,0.006069115788420068,4.104978215312588e-06,1.8642087955169407e-06,7.290068961821452e-07,8.872894860047731e-05,1.5868508981966128e-06,2.039220146271789e-05,2.108573829300425e-05,4.4606545366935555e-07,5.26422046746913e-06,7.2061831791689015e-06
7.944545780493992e-07,0.08712961444182059,3.76,0.0,0.8059508851822031,0.9985122037455446,0.0009604202847169001,2.3935870230183592e-17,5.707645863095057e-14,0.0007099146865235374,0.0006695292860365286,0.0013524861768494678,0.0002061383805481808,0.00823838096437292,0.0008788321696954034,0.0063157995036580514,4.174816477470514e-06,1.8899671389069892e-06,7.743959981073374e-07,9.451493159231145e-05,1.726050379727792e-06,2.0844103331633535e-05,2.1987153843448775e-05,4.740697031377396e-07,5.713852074063376e-06,7.329275433911204e-06
8.087815378105233e-07,0.08713429668773981,3.76,0.0,0.8055855733824895,0.9984544273124091,0.00100183869408295,2.5107618273518963e-17,5.890934257384311e-14,0.0007196895576380534,0.0006805422221291036,0.0013930665066276742,0.00020947484363140653,0.008566506748622424,0.0009087797982634012,0.006566446747849479,4.243634087215311e-06,1.915866558377778e-06,8.213908807449334e-07,0.0001005344114190122,1.8739286423682051e-06,2.129595786471277e-05,2.2918805240247718e-05,5.030748402348244e-07,6.19087245952774e-06,7.4505500389211395e-06
8.231084975716474e-07,0.0871390506270952,3.76,0.0,0.805214720714824,0.9983957861932876,0.0010441417386277904,2.6317597866021352e-17,6.078693605810221e-14,0.000729516521504268,0.0006913996441803349,0.001434207770567128,0.0002127603708377249,0.008899982550848229,0.0009388856456824964,0.006820990718133368,4.311450373627347e-06,1.9418995182787155e-06,8.700004478544452e-07,0.0001067896045309448,2.0307992387450325e-06,2.1747842356572048e-05,2.388145644796519e-05,5.330866944057642e-07,6.696242506909715e-06,7.570046581286995e-06
8.374354573327715e-07,0.08714387525408944,3.76,0.0,0.8048383977171288,0.9983362956308415,0.0010873292363468962,2.756623357820886e-17,6.270913151418594e-14,0.0007393926880681705,0.0007021047707749627,0.0014759125842271914,0.00021599611611067252,0.009238733543376714,0.0009691316088035348,0.007079365986112358,4.378285425165297e-06,1.9680582403430725e-06,9.202332069596922e-07,0.00011328252292269606,2.19697809624303e-06,2.219983476512145e-05,2.487587053497402e-05,5.641108714711536e-07,7.230929102528886e-06,7.687805913824336e-06
8.517624170938956e-07,0.08714876958462536,3.76,0.0,0.804456673484076,0.9982759704947534,0.0011314011484593232,2.885393750580908e-17,6.467581355491705e-14,0.0007493151203391488,0.0007126609067727726,0.0015181833817790858,0.00021918325741790724,0.00958268636495815,0.0009995000848129828,0.007341508532696187,4.444159920104301e-06,1.9943347903282713e-06,9.720973184114676e-07,0.00012001497643626849,2.3727834437103283e-06,2.2652013100046248e-05,2.5902809454741866e-05,5.961527871757977e-07,7.795904931928514e-06,7.803869841458947e-06
8.660893768550197e-07,0.08715373265676596,3.76,0.0,0.8040696156413027,0.9982148252745955,0.0011763575789559312,3.0181110753322945e-17,6.668686157322368e-14,0.0007592808617022307,0.0007230714197705135,0.0015610224140160866,0.00022232298911894216,0.009931769157724585,0.0010299739765951869,0.007607355773035631,4.509094973475151e-06,2.0207211551079804e-06,1.0256006397791573e-06,0.0001269885754086617,2.5585357458520547e-06,2.3104454878469213e-05,2.696303386837073e-05,6.292176976532859e-07,8.392148305361647e-06,7.918280839098529e-06
8.804163366161438e-07,0.08715876353104679,3.76,0.0,0.8036772903287368,0.9981528740748065,0.0012221987731339747,3.154814501422861e-17,6.874215205751136e-14,0.0007692869599859442,0.000733339718987513,0.0016044317478337803,0.0002254165151487266,0.010285911593458416,0.001060536696098667,0.007876846572580028,4.573111999571676e-06,2.047209310789001e-06,1.0807507657560054e-06,0.00013420473362598114,2.7545576445524107e-06,2.3557236643750827e-05,2.8057303003872595e-05,6.633107269081886e-07,9.02064301007646e-06,8.031081799231393e-06
8.947432963772679e-07,0.08716386129065741,3.76,0.0,0.803279762192039,0.9980901306115657,0.0012689251152390875,3.295542395283349e-17,7.084156059939362e-14,0.0007793304885043169,0.0007434692364238057,0.0016484132670034366,0.00022846504296285424,0.010645044890297006,0.001091172165906743,0.008149921255232492,4.636232589068593e-06,2.0737912824390243e-06,1.1375550638018735e-06,0.00014166467154847065,2.961173906394736e-06,2.4010433543545498e-05,2.918637454789374e-05,6.984368914382028e-07,9.682378186750437e-06,8.14231580731504e-06
9.09070256138392e-07,0.0871690250415052,3.76,0.0,0.8028770943812408,0.9980266082113565,0.0013165371253280134,3.4403324385513206e-17,7.298496365704786e-14,0.0007894085642908913,0.0007534634101387445,0.0016929686740733575,0.0002314697781905994,0.011009101820927606,0.0011218648191999858,0.00842652160451152,4.698478399795353e-06,2.1004591960170676e-06,1.1960207057719815e-06,0.00014936941977333968,3.178711375685018e-06,2.446411896292561e-05,3.035100456586171e-05,7.346011221494955e-07,1.0378348227520278e-05,8.252025942967709e-06
9.23397215899516e-07,0.08717425391217641,3.76,0.0,0.8024693485557212,0.9979623198110308,0.0013650354554570142,3.589221759352084e-17,7.517224010987296e-14,0.0007995183637396421,0.0007633256694984474,0.0017380994932455693,0.00023443191994310737,0.01137801671325116,0.0011525995982843962,0.00870659085855847,4.759871060212023e-06,2.1272053230904475e-06,1.2561546957882673e-06,0.0001573198227048378,3.4074989323273134e-06,2.4918364208260516e-05,3.1551947446819286e-05,7.718082837378856e-07,1.1109552693188382e-05,8.360255105092786e-06
9.377241756606401e-07,0.08717954705380625,3.76,0.0,0.80205658489474,0.9978972779591984,0.0014144208852923913,3.742247050098758e-17,7.74032725603418e-14,0.0008096571358627604,0.0007730594222426701,0.0017838070740873754,0.00023735265672516527,0.011751725444419506,0.0011833619518460538,0.008990073699763783,4.820432084634604e-06,2.1540221189082e-06,1.3179638946134926e-06,0.00016551654240349996,3.6478674539449074e-06,2.5373238237873716e-05,3.278995586950035e-05,8.100631917081251e-07,1.1876996247346693e-05,8.467045859139093e-06
9.520511354217642e-07,0.08718490363986987,3.76,0.0,0.8016388621127997,0.9978314948187816,0.0014646943172317583,3.899444652719579e-17,7.967794843163155e-14,0.0008198222133686632,0.0007826680432257748,0.001830092595948746,0.00024023316290032267,0.012130165429080297,0.0012141378310805955,0.009276916239722276,4.880182799281319e-06,2.1809022543863886e-06,1.3814550407907315e-06,0.00017396006258877292,3.900149781685343e-06,2.5828807435786422e-05,3.406578078647843e-05,8.493706271962009e-07,1.2681688605318345e-05,8.572440304686776e-06
9.663780951828882e-07,0.0871903228659051,3.76,0.0,0.8012162374791794,0.9977649821705874,0.0015158567711175718,4.0608506581056356e-17,8.199616092778026e-14,0.0008300110217557145,0.0007921548646916012,0.0018769570729673718,0.00024307459566111217,0.012513275602597108,0.001244913684834122,0.009567066000168472,4.939144278249013e-06,2.2078386425425153e-06,1.4466347688078985e-06,0.00018265069277137525,4.164680689190641e-06,2.6285135424821937e-05,3.53801714234822e-05,8.89735349759031e-07,1.3524644495965344e-05,8.676479961586015e-06
9.807050549440122e-07,0.08719580394917577,3.76,0.0,0.8007887668410302,0.9976977514177575,0.001567909378617416,4.2265010059369394e-17,8.43578098002628e-14,0.0008402210866082718,0.0008015231679476556,0.0019244013595537642,0.0002458780924585367,0.012900996399947438,0.001275676453880744,0.00986047189048563,4.997337288561652e-06,2.2348244598922985e-06,1.5135096245399274e-06,0.00019158857249378284,4.441796854256494e-06,2.6742282915366216e-05,3.6733875291228944e-05,9.311621082996056e-07,1.440688363455386e-05,8.779205672993437e-06
9.950320147051362e-07,0.0872013461282854,3.76,0.0,0.8003565046494878,0.9976298135909778,0.0016208533773384934,4.396431540215839e-17,8.67628019369711e-14,0.000850450039272079,0.000810776176310248,0.0019724261562589765,0.00024864476884740237,0.013293269730938247,0.0013064135644509887,0.010157084182326697,5.05478224346614e-06,2.2618531632959177e-06,1.5820860782138783e-06,0.0002007736756591889,4.731836832746234e-06,2.7200307586378826e-05,3.812763820737771e-05,9.7365565029313e-07,1.5329430705016308e-05,8.880657523754661e-06
9.999999999999997e-07,0.08720694866274867,3.76,0.0,0.8002055052668731,0.9976060924757827,0.0016394205035252282,4.456362243383379e-17,8.760685653821439e-14,0.0008540010029395397,0.0008139583871140775,0.0019892147839685676,0.00024959573814922433,0.013430346200034388,0.0013170636831590652,0.010260676627396657,5.074530729465337e-06,2.2712344407578077e-06,1.6062639933917332e-06,0.00020401637901378098,4.835490288189748e-06,2.735934610283074e-05,3.862042613069951e-05,9.886405794146547e-07,1.5658930913630488e-05,8.915546497210841e-06
