Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7)
3.574675849738649e-08,0.08700478180895803,3.76,0.0,0.815863974616092,0.9999983895573401,1.264521173438582e-07,7.022642772747411e-21,3.364002606318316e-15,7.404814153421633e-05,5.427702199994491e-06,5.301015344070362e-06,1.164353507713659e-06,2.4830992495645133e-06,1.2593966332841663e-06,1.20867268008401e-06,2.8162759951526682e-08,1.6715295704055138e-07,5.444792484048086e-13,5.612646303490034e-09,4.23082927214407e-14,7.966342189254271e-08,6.381852106594368e-08,9.593819682414548e-13,6.02870652626884e-12,3.029427765081068e-08
3.643550192014588e-08,0.08700479555773344,3.76,0.0,0.8158629019781446,0.999998345096052,1.3413924078231918e-07,7.445450591965645e-21,3.4256779873220224e-15,7.537361303829103e-05,5.605003785057831e-06,5.5023072438491225e-06,1.2092593700320742e-06,2.611005538019469e-06,1.291578916368236e-06,1.2781767280964548e-06,2.9180717063041348e-08,1.7078893695081686e-07,5.973022222268135e-13,5.850868998184642e-09,4.7239182342304144e-14,8.298267927967913e-08,6.624269403116501e-08,1.0225049431785153e-12,6.526789130946332e-12,3.163685295309702e-08
3.7812988765664645e-08,0.08700482322817464,3.76,0.0,0.8158607365839323,0.999998254099306,1.5047232208877348e-07,8.340298565587473e-21,3.5485243796074596e-15,7.801369222097358e-05,5.967214998027756e-06,5.91558185324556e-06,1.301622197502918e-06,2.8793149066167765e-06,1.357276092228889e-06,1.4251992222419593e-06,3.1265446442792315e-08,1.7803420796133028e-07,7.154146684933633e-13,6.345581894231716e-09,5.855934646616777e-14,8.984336531329489e-08,7.121994891775871e-08,1.1586000909748662e-12,7.616446694229006e-12,3.441431902163103e-08
3.9052726926631536e-08,0.08700484833301879,3.76,0.0,0.8158587645183789,0.9999981697773169,1.6630348809966158e-07,9.203228245273603e-21,3.658513702040873e-15,8.037743179655409e-05,6.3018331803401736e-06,6.2996634420635505e-06,1.387644422041806e-06,3.1353614932023223e-06,1.4179645982838549e-06,1.5669277339465283e-06,3.319704067020761e-08,1.8452406674593948e-07,8.372556578034699e-13,6.8121192466078e-09,7.061650672826132e-14,9.627139205558124e-08,7.584580975398098e-08,1.2930689115079352e-12,8.710724500774577e-12,3.701902182230915e-08
4.029246508759843e-08,0.08700487363349005,3.76,0.0,0.815856770159886,0.9999980830915217,1.8324886507762055e-07,1.0122258468779423e-20,3.767963530981368e-15,8.272954708369265e-05,6.64457623815302e-06,6.695182411710468e-06,1.476395770208905e-06,3.4055632816174016e-06,1.4801780258510856e-06,1.7178684508166946e-06,3.51807240692028e-08,1.9098427177817016e-07,9.753800322590721e-13,7.2993671233817424e-09,8.46941545331193e-14,1.0293947903057954e-07,8.060961355885426e-08,1.4397732895739366e-12,9.920607100074764e-12,3.972286045681431e-08
4.153220324856532e-08,0.08700489913417009,3.76,0.0,0.8158547532167822,0.9999979939780227,2.01349289374918e-07,1.1098865732371416e-20,3.876876565677201e-15,8.507009406779622e-05,6.995397508528627e-06,7.102082729109508e-06,1.5678623796998869e-06,3.6902594082585748e-06,1.5439604976157969e-06,1.8783083070527414e-06,3.721618032694585e-08,1.9741454449746783e-07,1.1313980115727304e-12,7.807858460716295e-09,1.0105812214525047e-13,1.0984745888577407e-07,8.55107020520598e-08,1.5996190838896814e-12,1.1254081485309216e-11,4.252548838050252e-08
4.277194140953221e-08,0.08700492483961388,3.76,0.0,0.8158527133986896,0.9999979023731809,2.2064555736698926e-07,1.2134496331964127e-20,3.985255497196962e-15,8.739912846870754e-05,7.354250919521564e-06,7.520308637800733e-06,1.6620302258384574e-06,3.989787070806202e-06,1.6093558753575401e-06,2.048532764496466e-06,3.93030997415435e-08,2.0381468669393608e-07,1.3070248535407137e-12,8.338142162787448e-09,1.200001303062781e-13,1.1699502904674692e-07,9.054842083179899e-08,1.7735670495584423e-12,1.2719402974150598e-11,4.542652946530977e-08
4.40116795704991e-08,0.08700495075434848,3.76,0.0,0.8158506504165678,0.9999978082136336,2.411784036865241e-07,1.3230566805095617e-20,4.093103009435711e-15,8.971670575818902e-05,7.721090922571687e-06,7.94980465657535e-06,1.75888516130938e-06,4.304481551906731e-06,1.676407759478241e-06,2.2288257974525473e-06,4.1441178393393584e-08,2.101845652247612e-07,1.5040841029258957e-12,8.890783058813202e-09,1.4183944959663173e-13,1.2438176672972498e-07,9.572211935720642e-08,1.9626348133118754e-12,1.4325095579406557e-11,4.842558267922721e-08
4.525141773146599e-08,0.0870049768828748,3.76,0.0,0.8158485639827506,0.9999977114363071,2.6298848193623435e-07,1.438846437812336e-20,4.200421779960605e-15,9.20228811744334e-05,8.095872434771517e-06,8.390515578189335e-06,1.8584129488605834e-06,4.634676240182292e-06,1.7451594888032255e-06,2.419469881333678e-06,4.363011743273763e-08,2.165240995994419e-07,1.7245108022192999e-12,9.466361861224994e-09,1.6692461303258968e-13,1.320071426722413e-07,1.0103115093160986e-07,2.1678988345560042e-12,1.607995259935436e-11,5.1522226116407866e-08
4.649115589243288e-08,0.08700500322966742,3.76,0.0,0.8158464538109779,0.9999976119784307,2.8611634761291284e-07,1.5609547409808953e-20,4.307214480724149e-15,9.431770973412824e-05,8.478550789530781e-06,8.842386468143648e-06,1.9605992881500505e-06,4.980702648971763e-06,1.8156541406032718e-06,2.620745984457506e-06,4.5869622466716827e-08,2.2283325192009926e-07,1.9703546626880602e-12,1.0065475124992392e-08,1.9563517814381968e-13,1.3987053366392708e-07,1.0647487268654537e-07,2.3904963514412292e-12,1.7993037423564976e-11,5.4716020467214736e-08
4.7730894053399774e-08,0.08700502979917521,3.76,0.0,0.8158443196164192,0.999997509777542,3.106024431163813e-07,1.689514582802836e-20,4.413483778662606e-15,9.660124624240379e-05,8.869081694795315e-06,9.305362663523342e-06,2.0654298374406933e-06,5.342890433034864e-06,1.8879345308050829e-06,2.8329335625857504e-06,4.815940303665067e-08,2.2911201885458438e-07,2.2437831941349334e-12,1.0688735208156585e-08,2.2838353908439904e-13,1.4797123389753416e-07,1.1205264556647966e-07,2.631627311098613e-12,2.0073684558874983e-11,5.800651197598344e-08
4.8970632214366666e-08,0.08700505659582158,3.76,0.0,0.8158421611156957,0.9999974047714965,3.3648708459997146e-07,1.8246561555192154e-20,4.519232336207484e-15,9.887354530118985e-05,9.267421197416778e-06,9.779389771882976e-06,2.172890231274833e-06,5.7215674036041064e-06,1.9620432143395207e-06,3.056310555555442e-06,5.049917216985799e-08,2.353604251304864e-07,2.5470847921851643e-12,1.1336770233594376e-08,2.6561678736362107e-13,1.5630846520887167e-07,1.1776383431414638e-07,2.8925562832786997e-12,2.233150087128546e-11,6.139323496825656e-08
5.021037037533356e-08,0.08700508362400494,3.76,0.0,0.8158399780268971,0.9999972968984714,3.638104504701608e-07,1.966506892446431e-20,4.624462811728839e-15,0.00010113466131633048,9.673525652666321e-06,1.0264413670169883e-05,2.2829660949183565e-06,6.117059542058356e-06,2.0380224855930026e-06,3.2911533855525917e-06,5.288864599457872e-08,2.41578518209427e-07,2.882671782058726e-12,1.2010224052030703e-08,3.078186205011754e-13,1.648813862718981e-07,1.2360780745643569e-07,3.174614356663537e-12,2.4776367042877e-11,6.487571400934774e-08
5.145010853630045e-08,0.08700511088809872,3.76,0.0,0.8158377700695942,0.9999971860969709,3.926125713546458e-07,2.115191508771593e-20,4.729177859922722e-15,0.00010338464850368635,1.0087351698113873e-05,1.0760380503679824e-05,2.3956430561466408e-06,6.52969101242662e-06,2.1159143789386114e-06,3.537736956710758e-06,5.532754340885971e-08,2.477663639183633e-07,3.2530834177214214e-12,1.27097562062964e-08,3.555112977846402e-13,1.7368910083190653e-07,1.2958393729079376e-07,3.4792010170582468e-12,2.7418439240939722e-11,6.845346574662373e-08
5.268984669726734e-08,0.08700513839245172,3.76,0.0,0.8158355369648507,0.9999970723058287,4.22933321393198e-07,2.2708320415445426e-20,4.833380132150193e-15,0.00010562356089436291,1.0508856231327773e-05,1.1267236685041565e-05,2.5109067547504095e-06,6.959784172865941e-06,2.195760669332324e-06,3.7963346558295265e-06,5.781558579685679e-08,2.5392404290281254e-07,3.660988835418424e-12,1.3436041896823931e-08,4.092576426048161e-13,1.8273066505413425e-07,1.3569159987210525e-07,3.8077860066943775e-12,3.026815099755464e-11,7.212600047452418e-08
5.392958485823423e-08,0.08700516614138837,3.76,0.0,0.8158332784352303,0.9999969554642096,4.548124107127133e-07,2.4335478887748012e-20,4.93707227673527e-15,0.00010785145233920336,1.093799639087526e-05,1.1784928893226937e-05,2.628742850122953e-06,7.4076595862508395e-06,2.2776028729603743e-06,4.06721835401674e-06,6.03524967863566e-08,2.6005164776684883e-07,4.10918996067928e-12,1.4189771948369917e-08,4.696630907106242e-13,1.9200509406209667e-07,1.4193017500002843e-07,4.161911163884591e-12,3.333621529674484e-11,7.589282345856213e-08
5.516932301920112e-08,0.08700519413920876,3.76,0.0,0.8158309942048049,0.9999968355116136,4.882893789550633e-07,2.6034558476292168e-20,5.040256939229387e-15,0.00011006837651268823,1.1374729540120319e-05,1.2313404072583001e-05,2.7491370272827466e-06,7.873636030007738e-06,2.3614822479239125e-06,4.350658409061526e-06,6.29380020415595e-08,2.661492807617518e-07,4.600624368030592e-12,1.4971652777952085e-08,5.373777836631394e-13,2.0151136773527816e-07,1.4829904620675267e-07,4.5431922423147245e-12,3.663362686613371e-11,7.975343605247497e-08
5.640906118016801e-08,0.08700522239018893,3.76,0.0,0.8158286839991573,0.9999967123878736,5.234035897335487e-07,2.780670151794837e-20,5.142936762649012e-15,0.00011227438691636505,1.1819013253364214e-05,1.2852609431883144e-05,2.8720750016447473e-06,8.358030505314502e-06,2.4474397949489744e-06,4.646923668368902e-06,6.557182908569624e-08,2.7221705190337804e-07,5.138368092717171e-12,1.5782406363983715e-08,6.130987066996528e-13,2.1124843583482157e-07,1.5479760074515027e-07,4.953320709274615e-12,4.017166466961543e-11,8.370733663988306e-08
5.7648799341134904e-08,0.08700525089858092,3.76,0.0,0.8158263475453853,0.9999965860331592,5.601942259071295e-07,2.965302508090648e-20,5.245114387691096e-15,0.00011446953688189488,1.2270805303964127e-05,1.3402492443394901e-05,2.997542522778361e-06,8.861158245760332e-06,2.5355162581133004e-06,4.956281472330615e-06,6.825370714903413e-08,2.7825507743359705e-07,5.72563839379407e-12,1.6622770216584576e-08,6.975718702423662e-13,2.2121522252372804e-07,1.6142522957730056e-07,5.3940655221517535e-12,4.3961894597649506e-11,8.775402142683923e-08
5.8888537502101795e-08,0.08700527966861303,3.76,0.0,0.8158239845721028,0.9999964563879753,5.987002855751733e-07,3.157462132379392e-20,5.34679245292952e-15,0.00011665387957377605,1.2730063654141838e-05,1.396300084196302e-05,3.1255253773286933e-06,9.383332725540379e-06,2.625752125584268e-06,5.278997658042039e-06,7.098336703869375e-08,2.8426347856764654e-07,6.3657964680043055e-12,1.749349734904423e-08,7.915945343055047e-13,2.3141063034420316e-07,1.681813273633684e-07,5.867274882532644e-12,4.801617235182201e-11,9.189298510698906e-08
6.012827566306868e-08,0.08700530870448978,3.76,0.0,0.8158215948094416,0.9999963233931627,6.389605787067965e-07,3.3572557848134926e-20,5.4479735949951945e-15,0.00011882746799179357,1.3196746446239712e-05,1.4534082624106365e-05,3.2560093912456397e-06,9.924865667247356e-06,2.7181876303634672e-06,5.615336563292547e-06,7.376054102724046e-08,2.902423804799788e-07,7.062350113929609e-12,1.8395356250412613e-08,8.960174750568765e-13,2.418335437092886e-07,1.7506529245082242e-07,6.37487796728871e-12,5.234664652036788e-11,9.612372141772822e-08
6.136801382403557e-08,0.08700533801039212,3.76,0.0,0.8158191779890497,0.999996186989898,6.810137243273372e-07,3.564787804453157e-20,5.548660448742305e-15,0.00012099035497324076,1.3670811995205754e-05,1.5115686047127505e-05,3.3889804314506617e-06,1.0486067049316368e-05,2.8128627510339337e-06,5.965561030764197e-06,7.658496275733021e-08,2.961919114841067e-07,7.818956345968212e-12,1.93291308591922e-08,1.011747292769258e-12,2.524828319606736e-07,1.820765268639775e-07,6.91888663605457e-12,5.6965761841297613e-11,1.0044572360360085e-07
6.384749014596935e-08,0.08700539744888035,3.76,0.0,0.8158142621092497,0.9999959037243935,7.706520819318144e-07,4.0034723984686806e-20,5.748561822708969e-15,0.00012528423517480062,1.4640925450711324e-05,1.6310252143696013e-05,3.662327269342892e-06,1.1668706369490858e-05,3.009090486754907e-06,6.708710574033922e-06,8.237449041300519e-08,3.080033861541325e-07,9.527715911950645e-12,2.1295640052592423e-08,1.2810473118699032e-12,2.7445594997288156e-07,1.9647843008902848e-07,8.124591591173679e-12,6.712119695638166e-11,1.0936149819601321e-07
6.607901883570976e-08,0.08700545190847182,3.76,0.0,0.8158097426189145,0.9999956365452735,8.578416025105848e-07,4.4257521001480154e-20,5.926808994970439e-15,0.0001291126552486563,1.5538861727575306e-05,1.742083186821346e-05,3.916704145112388e-06,1.280342206417577e-05,3.1937508176283045e-06,7.42764016795743e-06,8.774400588355625e-08,3.1853459533130595e-07,1.1310811144008822e-11,2.318282996656052e-08,1.5724087618345936e-12,2.9499439419662936e-07,2.0986948012237138e-07,9.356167962999005e-12,7.737927633477073e-11,1.1769274301641042e-07
6.828996941613014e-08,0.08700550679168326,3.76,0.0,0.8158051743040465,0.9999953600527354,9.505386906796031e-07,4.8703573647274596e-20,6.1018733464537406e-15,0.00013287237925379024,1.6451476497823097e-05,1.8554009316693483e-05,4.1764675449566786e-06,1.3995192031013452e-05,3.384465690976214e-06,8.18826889508272e-06,9.321095155479736e-08,3.2887689014830664e-07,1.3332347687458353e-11,2.5167300169547858e-08,1.9138603024414424e-12,3.1604902866418913e-07,2.2353471397948832e-07,1.0727427159777271e-11,8.866940917986099e-11,1.2623103310857287e-07
7.050091999655052e-08,0.08700556261939817,3.76,0.0,0.8158005144335835,0.9999950715145911,1.0497309269031862e-06,5.34157347824112e-20,6.275420665088745e-15,0.00013659916089869074,1.7386711997388926e-05,1.9719588287716124e-05,4.4438485156838305e-06,1.5255870491091616e-05,3.5831206297723e-06,8.99844596667407e-06,9.882268640800413e-08,3.3912858819083865e-07,1.5633965143545482e-11,2.7270923526957287e-08,2.3152775632054554e-12,3.37799290868558e-07,2.3759250146223895e-07,1.2263594287003179e-11,1.0116268719440595e-10,1.3504901637020484e-07
7.271187057697089e-08,0.0870056194142846,3.76,0.0,0.8157957615536259,0.99999477061225,1.1556284202084361e-06,5.83988947487891e-20,6.447465843344516e-15,0.00014029329288882037,1.834433860318682e-05,2.0917286911020536e-05,4.71876886590425e-06,1.65871381476496e-05,3.7899310395522337e-06,9.85959555339296e-06,1.0457774939609438e-07,3.49290469245224e-07,1.8243656015961197e-11,2.949884084599446e-08,2.784827255232096e-12,3.6023849279970703e-07,2.52039615153859e-07,1.3980153119901773e-11,1.1494388570693872e-10,1.4414384945984212e-07
7.492282115739127e-08,0.08700567719878087,3.76,0.0,0.8157909142253765,0.9999944570304506,1.26843925201382e-06,6.365772941929341e-20,6.618023767351025e-15,0.00014395506643438555,1.9324128067390968e-05,2.214682587478238e-05,5.001150845277967e-06,1.7990658662346953e-05,4.005109820516561e-06,1.0773127132614203e-05,1.104746888441537e-07,3.593633141716013e-07,2.1191144517603568e-11,3.185634721646817e-08,3.331478467587165e-12,3.833599438875219e-07,2.6687286397979574e-07,1.5893572972519817e-11,1.301011716563155e-10,1.535127023349592e-07
7.713377173781165e-08,0.08700573599509656,3.76,0.0,0.815785971025071,0.9999941304572434,1.3883694768045872e-06,6.919670564234584e-20,6.787109318589513e-15,0.00014758477127175038,2.0325853481503637e-05,2.3407928411234608e-05,5.290917139630022e-06,1.9468078757624158e-05,4.228867379749457e-06,1.1740435569977699e-05,1.1651206206515379e-07,3.693479031938274e-07,2.4507923759709e-11,3.434889171719417e-08,3.9650513897295154e-12,4.0715696307909064e-07,2.820890930699483e-07,1.8021334403458727e-11,1.4672619500352007e-10,1.631527592194146e-07
7.934472231823202e-08,0.087005795825214,3.76,0.0,0.8157809305439062,0.9999937905839732,1.5156231266127328e-06,7.502008658200904e-20,6.954737375450027e-15,0.00015118269568324325,2.1349289247245786e-05,2.4700320282514917e-05,5.5879908646056095e-06,2.1021028316186016e-05,4.46141164318042e-06,1.2762901200161677e-05,1.2268843506810193e-07,3.79245014942811e-07,2.82272912118421e-11,3.698207714815984e-08,4.696267098026045e-12,4.316228874833288e-07,2.9768518362831444e-07,2.0381953982007667e-11,1.6491418516010151e-10,1.7306121910423737e-07
8.15556728986524e-08,0.08700585671088952,3.76,0.0,0.8157757913879651,0.9999934371052626,1.6504022179271887e-06,8.113193697071414e-20,7.12092281468232e-15,0.00015474912651580625,2.239421105151036e-05,2.6023729766716882e-05,5.892295559028358e-06,2.2651120478343756e-05,4.702948067288104e-06,1.384188990646989e-05,1.2900238232172756e-07,3.890554258512441e-07,3.238438247730576e-11,3.976165978617707e-08,5.536798330003986e-12,4.567510786846551e-07,3.136580528094554e-07,2.299500811690851e-11,1.8476405212512836e-10,1.8323529599421617e-07
8.376662347907278e-08,0.08700591867365474,3.76,0.0,0.8157705521781423,0.9999930697189943,1.7929067599946116e-06,8.753612829107533e-20,7.285680512753866e-15,0.00015828434919878164,2.3460395843472037e-05,2.7377887644125685e-05,6.203755178650686e-06,2.4359951737737548e-05,4.9536796505587844e-06,1.497875319905583e-05,1.3545248654769e-07,3.9877990965248236e-07,3.701620343084198e-11,4.2693549161761174e-08,6.499321170644569e-12,4.825349275911162e-07,3.300046536012472e-07,2.58811559546904e-11,2.06378492034406e-10,1.936722190473122e-07
8.597757405949315e-08,0.0870059817348178,3.76,0.0,0.8157652115500703,0.9999926881262938,1.94333476419429e-06,9.423634388662503e-20,7.449025347115552e-15,0.0001617886477608452,2.4547621813560678e-05,2.8762527183632055e-05,6.522294090218171e-06,2.6149102035530202e-05,5.2138069447212415e-06,1.6174828291918938e-05,1.420373385383456e-07,4.0841923698971367e-07,4.216166072364482e-11,4.578380785583511e-08,7.597567607910168e-12,5.089678581280692e-07,3.4672197471369555e-07,2.9062161339826085e-11,2.2986409697704848e-10,2.043692326301481e-07
8.818852463991353e-08,0.08700604591546457,3.76,0.0,0.8157597681540442,0.9999922920315141,2.101882254432427e-06,1.0123608399685826e-19,7.610972197374996e-15,0.00016526230484603687,2.5655668374465366e-05,3.01773841293221e-05,6.847837065616451e-06,2.8020134853040345e-05,5.483528065776516e-06,1.7431438178842893e-05,1.487555370004465e-07,4.1797417519114546e-07,4.7861590644937625e-11,4.9038651315252446e-08,8.846378928406015e-12,5.360433298684929e-07,3.6380704047368405e-07,3.2560913822729953e-11,2.55331468994113e-10,2.1532359627647983e-07
9.261042580075428e-08,0.08700617771844846,3.76,0.0,0.8157485677321746,0.9999914551691538,2.4441099202337557e-06,1.1614725283879226e-19,7.930731481098837e-15,0.00017211881832709827,2.793334693148637e-05,3.3096705512704596e-05,7.519636287838764e-06,3.201402021564171e-05,6.05253213828322e-06,2.013148365475989e-05,1.6258640697962236e-07,4.368339365642832e-07,6.109801955022118e-11,5.60677177061692e-08,1.1860935737010074e-11,5.920959219479126e-07,3.9906868075063325e-07,4.060896368641065e-11,3.1267469442650435e-10,2.3799348690282076e-07
9.703232696159504e-08,0.08700631424689319,3.76,0.0,0.815736940405319,0.9999905568306181,2.8211186332018786e-06,1.3229416173367178e-19,8.245077483137189e-15,0.00017885612365971942,3.0291690628746356e-05,3.6133786751778784e-05,8.218558915687573e-06,3.635378991219996e-05,6.662228488613988e-06,2.3089191992583573e-05,1.769340395663347e-07,4.5536526296217135e-07,7.709176629752349e-11,6.383352329236465e-08,1.5685986296964692e-11,6.506411486042007e-07,4.3576647774130415e-07,5.023167277183865e-11,3.7937776868279235e-10,2.616602657522263e-07
9.999999999999998e-08,0.08700645566160524,3.76,0.0,0.8157288924130366,0.9999899183281103,3.094394117513881e-06,1.438348577365805e-19,8.453068588934275e-15,0.00018331199214832662,3.1918821327196374e-05,3.8237088108538125e-05,8.70254361497439e-06,3.946626911235332e-05,7.094983168973611e-06,2.5223732736847654e-05,1.8684749502810725e-07,4.676210293765345e-07,8.956962176553409e-11,6.948600379341668e-08,1.8788696490457064e-11,6.913049939503366e-07,4.6118957594949996e-07,5.7684613877507995e-11,4.299100267142595e-10,2.780921026936137e-07
1.0145422812243579e-07,0.08700645566160524,3.76,0.0,0.8157248758961306,0.9999895947651704,3.2344062184001445e-06,1.496987189603006e-19,8.554129418432295e-15,0.00018547643360725667,3.27289771243882e-05,3.928660157524261e-05,8.944017170736557e-06,4.1051368385970536e-05,7.314115441553943e-06,2.631464272808281e-05,1.9178749687025731e-07,4.7357416698614693e-07,9.624156203011224e-11,7.239127971193526e-08,2.0485814458460905e-11,7.116280934728806e-07,4.738778987821838e-07,6.165460578398822e-11,4.5648238328531754e-10,2.863025413082437e-07
1.0587612928327654e-07,0.08700660211994306,3.76,0.0,0.8157123641548197,0.9999885667721171,3.6854398429076977e-06,1.6838036369138144e-19,8.858006621078178e-15,0.00019198194006461104,3.524350218925149e-05,4.2553162080629656e-05,9.69542928903226e-06,4.611842518836002e-05,8.00965334922015e-06,2.981769482797886e-05,2.0713595699542058e-07,4.91466604820143e-07,1.1897923449033984e-10,8.179863192892248e-08,2.6447824658027057e-11,7.750064838584198e-07,5.133809727769196e-07,7.512302800380808e-11,5.451066176482065e-10,3.1189915046965713e-07
1.102980304441173e-07,0.08700675377585926,3.76,0.0,0.8156993953568819,0.9999874707003055,4.175656407697162e-06,1.88356211832264e-19,9.156828563228455e-15,0.0001983748144039694,3.783357931211765e-05,4.59315183402445e-05,1.0472219400846702e-05,5.156637766729757e-05,8.750264905742225e-06,3.360798890171054e-05,2.2296871129655322e-07,5.090484766661516e-07,1.4577025163049518e-10,9.211565551574348e-08,3.378440792897337e-11,8.407266890511443e-07,5.542542880159933e-07,9.09023469974196e-11,6.464494370988716e-10,3.3842915372059734e-07
1.1471993160495805e-07,0.08700691077992873,3.76,0.0,0.815685959900864,0.9999863044476279,4.706462935249506e-06,2.0964119809982376e-19,9.450714869673712e-15,0.00020465720778455837,4.049753933641476e-05,4.941975801419204e-05,1.1273817422882936e-05,5.7406393600983585e-05,9.537335455163598e-06,3.76949493731025e-05,2.39275161859217e-07,5.263256273044514e-07,1.7711417464062126e-10,1.0340485437480028e-07,4.273483491479855e-11,9.087397166260378e-07,5.964769902336172e-07,1.0927849672403491e-10,7.617953614603718e-10,3.6587183074735475e-07
1.191418327657988e-07,0.08700707327938627,3.76,0.0,0.8156720484061649,0.9999850659605345,5.2792369538591895e-06,2.3224821421536334e-19,9.739785328256891e-15,0.00021083125142802583,4.3233730128753e-05,5.301600596991781e-05,1.2099658961484766e-05,6.364939378062554e-05,1.0372213293307519e-05,4.208778661570639e-05,2.5604481921587314e-07,5.433038468334495e-07,2.1354502211080866e-10,1.1573115877082372e-07,5.356717141349017e-11,9.789972063432862e-07,6.400287808802901e-07,1.305582650209699e-10,8.925192878957141e-10,3.9420667633088664e-07
1.2356373392663956e-07,0.08700724141815848,3.76,0.0,0.815657651710864,0.9999837532335537,5.89532687871265e-06,2.5618824337969323e-19,1.002415989633689e-14,0.0002168990568600944,4.604051627867015e-05,5.6718423907942e-05,1.2949185226932426e-05,7.030605454428145e-05,1.125620996404057e-05,4.679549905349934e-05,2.732673002923828e-07,5.59988871481531e-07,2.556315447846938e-10,1.2916192357467322e-07,6.658021317904838e-11,1.0514514216729557e-06,6.848899155981686e-07,1.5506956392573357e-10,1.0400914579042854e-09,4.234133965284478e-07
1.279856350874803e-07,0.08700741533689679,3.76,0.0,0.8156427608695831,0.9999823643088213,6.556052388085122e-06,2.814704912166381e-19,1.0303958703476917e-14,0.0002228627161200276,4.891627882657326e-05,6.052520999326371e-05,1.3821842958267469e-05,7.738681026574543e-05,1.219060055065446e-05,5.1826875230325994e-05,2.9093232654529603e-07,5.763863843154044e-07,3.0397741310744445e-10,1.4376692659967518e-07,8.210543557511025e-11,1.1260552408181436e-06,7.310412028792484e-07,1.8316164349218383e-10,1.2060825531119747e-09,4.534719052763572e-07
1.3240753624832106e-07,0.08700759517300981,3.76,0.0,0.8156273671513711,0.9999808972756113,7.2627047936229485e-06,3.0810251316027297e-19,1.0579302050534222e-14,0.00022872430194020876,5.1859415017273646e-05,6.443459849171935e-05,1.4717084357174607e-05,8.490185580361011e-05,1.3176623963299473e-05,5.7190495852875036e-05,3.0902972226008984e-07,5.925020158022055e-07,3.5922132222295816e-10,1.5961836689476778e-07,1.0050895272834518e-10,1.2027621487924902e-06,7.784640028796396e-07,2.1520525126358255e-10,1.39216889938468e-09,4.843623214365395e-07
1.3682943740916182e-07,0.08700778106069494,3.76,0.0,0.8156114620376151,0.9999793502698772,8.016547405353252e-06,3.3609033824960396e-19,1.0850310405361003e-14,0.00023448586789791596,5.4868338078276797e-05,6.844485941063936e-05,1.5634367029668596e-05,9.286114891495058e-05,1.4215483223274092e-05,6.289473581125201e-05,3.275494130093013e-07,6.083413442958605e-07,4.220370186061934e-10,1.7679086286845127e-07,1.2219348121443642e-10,1.2815262304642111e-06,8.27140226365119e-07,2.515927397329088e-10,1.6001377598613994e-09,5.160649661829426e-07
1.4125133857000257e-07,0.08700797313096993,3.76,0.0,0.8155950372199667,0.9999777214737935,8.818815892512852e-06,3.654385894124866e-19,1.1117104395306079e-14,0.00024014944854085213,5.794147702241139e-05,7.25542981433062e-05,1.6573153935148898e-05,0.00010127441263699203,1.530834574475737e-05,6.894776617982941e-05,3.464814242759197e-07,6.239098964906471e-07,4.931332510267967e-10,1.953614501369017e-07,1.4760030415493313e-10,1.362302163824597e-06,8.77052333768437e-07,2.927381235011504e-10,1.831892701167918e-09,5.485603606436277e-07
1.4567323973084332e-07,0.08700817151170376,3.76,0.0,0.8155780845982864,0.9999760091153045,9.670718640548813e-06,3.961506003088499e-19,1.1379804796671207e-14,0.0002457170594878118,6.10772764735604e-05,7.676125511678666e-05,1.7532913342715367e-05,0.00011015113763983945,1.6456343614503953e-05,7.53575562006201e-05,3.6581588023392076e-07,6.392131478155858e-07,5.732536481982933e-10,2.1540957899939522e-07,1.772112319445421e-10,1.4450452133360755e-06,9.281833343411543e-07,3.390770875422062e-10,2.0894590186696546e-09,5.818292238014335e-07
1.5009514089168408e-07,0.08700837632764746,3.76,0.0,0.8155605962786028,0.9999742114676731,1.0573437104133067e-05,4.2822852872297514e-19,1.163853252128261e-14,0.00025119069750599587,6.427419651380408e-05,8.106410544269098e-05,1.8513118794370503e-05,0.00011950058455355739,1.766057387006719e-05,8.213187525176355e-05,3.8554300267016864e-07,6.542565227398227e-07,6.631765261022762e-10,2.370171114449377e-07,2.115505557213693e-10,1.5297112237532277e-06,9.805167853820089e-07,3.91066948212349e-10,2.3749892060088836e-09,6.158524706787103e-07
1.5451704205252483e-07,0.0870085877004646,3.76,0.0,0.8155425645710819,0.9999723268490363,1.152812615628319e-05,4.616734665003735e-19,1.1893408600353806e-14,0.0002565723405665649,6.753071255065848e-05,8.546125857039853e-05,1.9513249074480907e-05,0.00012933178627290204,1.8922098777128623e-05,8.927829480387949e-05,4.0565311003758194e-07,6.690453949996524e-07,7.637146283709441e-10,2.6026831759564026e-07,2.5118698966077087e-10,1.616256614629545e-06,1.0340367915232693e-06,4.491865689325844e-10,2.6907684536868545e-09,6.506112107896281e-07
