Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416)
4.430349664029554e-08,0.19368895926830512,3.76,0.0,0.6518647521379751,0.9998414984837731,8.677799934969867e-05,5.943035076396055e-13,4.787003200587231e-10,0.009137844783945692,0.000707328298238433,0.0013817787974513497,0.000797242387350716,0.0017814520205225797,4.528169557231635e-05,0.000906056961445223,2.191568369291448e-07,1.5024808731950732e-06,3.274679821467237e-07,4.452323871034394e-07,1.276230721979699e-07,8.437655848728473e-05,2.1682382111921874e-05,8.519159372918116e-08,3.7713691143172853e-07,2.8454000402776054e-05,1.628165889323766e-08,1.6969352972273597e-09,5.0375863699090956e-12,1.954204774743837e-12,2.188548987492959e-09,2.3932501302806326e-10,7.638558483567292e-08,3.254518059950627e-07,5.940437309619357e-09,5.635176495497475e-13,1.0185987941933555e-10,1.0214946407526162e-09,8.076403302642926e-14,5.354188193935054e-10,8.15498494140098e-12
4.504611956290141e-08,0.19369491520714338,3.76,0.0,0.6516765343438468,0.9998345804413215,9.209031232749383e-05,6.263381739521431e-13,4.859748727915257e-10,0.009268258013902788,0.0007274233608133506,0.001426015752290404,0.000824577190067599,0.0018617815564559925,4.675355890449738e-05,0.0009532903820686275,2.2556172748872825e-07,1.5255685311734884e-06,3.5709460837199063e-07,4.662254396231231e-07,1.4154718567553665e-07,8.797869168620957e-05,2.2429855381146117e-05,9.278103341422756e-08,4.053512561186087e-07,2.953910866150898e-05,1.7914795885650218e-08,1.7453604770685928e-09,5.866819809803475e-12,2.2889785376136947e-12,2.2651341906824586e-09,2.6426621716408884e-10,8.259666726087224e-08,3.314992780028726e-07,6.651194222724681e-09,6.216857497386351e-13,1.0820599234559978e-10,1.0832672313103699e-09,9.018917560250656e-14,5.548324197493262e-10,9.329260728005088e-12
4.578874248550728e-08,0.1937009486031302,3.76,0.0,0.6514858156393507,0.9998274569239328,9.762649228491493e-05,6.594397035870397e-13,4.932209154245162e-10,0.009398031140260724,0.0007477560310802013,0.0014708714200945018,0.0008523385615612208,0.0019443728540687378,4.825945688502917e-05,0.0010021158480600166,2.3204465351491762e-07,1.5485380314908447e-06,3.888338743941097e-07,4.879913432067079e-07,1.5672203716640825e-07,9.166237180325561e-05,2.3191224981663574e-05,1.0091727739850031e-07,4.351653577511563e-07,3.0643931125817716e-05,1.9678855763404356e-08,1.7943694863315173e-09,6.814525288218294e-12,2.6739378384964778e-12,2.3438176002839892e-09,2.913264897037164e-10,8.920820236739006e-08,3.3758563699957876e-07,7.432616942651565e-09,6.84759902958833e-13,1.1483812332841152e-10,1.147654410905824e-09,1.0052286126560897e-13,5.747036641872588e-10,1.0648782509044984e-11
4.653136540811315e-08,0.19370706035376278,3.76,0.0,0.6512925696234264,0.9998201249849873,0.00010339150123266403,6.936206259776021e-13,5.004390615480116e-10,0.009527170951409284,0.0007683243320607458,0.001516342467318532,0.0008805237819094796,0.002029252220167142,4.9799818296555335e-05,0.001052557128347654,2.3860497984581707e-07,1.571390452361324e-06,4.2279591722464697e-07,5.105531619918107e-07,1.7323623702505499e-07,9.54275021866276e-05,2.3966598586412808e-05,1.0963035229675872e-07,4.666432099013066e-07,3.176837423906987e-05,2.1581696333140993e-08,1.8439582313219679e-09,7.895089605794422e-12,3.1155560683572714e-12,2.4246656057348576e-09,3.2064507453629357e-10,9.623993089715861e-08,3.437124743471431e-07,8.290321460471171e-09,7.530608341252963e-13,1.2176483398256946e-10,1.2147202436657975e-09,1.1183440410807727e-13,5.950472733005061e-10,1.212863066423038e-11
4.727398833071902e-08,0.19371325134865872,3.76,0.0,0.6510967701090739,0.9998125816966589,0.00010939029210827537,7.288932461457647e-13,5.076299361291347e-10,0.009655684332150836,0.0007891262331636718,0.0015624255876316722,0.0009091300619052474,0.002116445726425593,5.1375065134609845e-05,0.0011046377950962945,2.452420535405189e-07,1.5941268884912768e-06,4.590944048635288e-07,5.339344714515334e-07,1.911829899599981e-07,9.927396578409484e-05,2.4756087062705747e-05,1.1895139949098934e-07,4.998505140685547e-07,3.2912342213630744e-05,2.3631482900395387e-08,1.894122510751542e-09,9.124339176065919e-12,3.6210084386848846e-12,2.507746590099915e-09,3.5236760861722047e-10,1.0371231562149423e-07,3.498813914033628e-07,9.230257911706217e-09,8.269239507244006e-13,1.2899486589650537e-10,1.284529191505132e-09,1.241970017481519e-13,6.158790194686088e-10,1.37851562884803e-11
4.801661125332489e-08,0.19371952246934857,3.76,0.0,0.6508983911295151,0.9998048241503558,0.00011562780749850786,7.652696484056081e-13,5.14794175510785e-10,0.009783578263271172,0.0008101596501596374,0.0016091175022219131,0.0009381545422478234,0.002205979203057985,5.2985612485018e-05,0.00115838121914508,2.519552038470477e-07,1.6167484510571586e-06,4.978465618630579e-07,5.58159361627589e-07,2.10660241848176e-07,0.00010320162571491085,2.555980448392251e-05,1.2891269366764546e-07,5.348547182224108e-07,3.407573700567114e-05,2.583669281865636e-08,1.944858015797403e-09,1.0519652706847762e-11,4.1982337105344235e-12,2.59313093924602e-09,3.866462751509509e-10,1.1164656092670743e-07,3.560939989989383e-07,1.0258723527909961e-08,9.066996947264752e-13,1.3653714681169984e-10,1.3571461060255401e-09,1.376878699762893e-13,6.372157800452554e-10,1.5636063471810444e-11
4.875923417593076e-08,0.1937258745890681,3.76,0.0,0.650697406944363,0.9997968494571658,0.00012210897839516198,8.027617001784228e-13,5.219324274030619e-10,0.009910859821020065,0.0008314224451984907,0.0016564149601003564,0.0009675942928265049,0.002297878232487562,5.463186840164308e-05,0.0012138105654062098,2.587437421854915e-07,1.6392562676710117e-06,5.391731923103652e-07,5.83252440182752e-07,2.3177082762768204e-07,0.00010721032580028535,2.6377868141111152e-05,1.395476609139045e-07,5.717250563027236e-07,3.525845828879742e-05,2.8206119854014424e-08,1.9961603302497377e-09,1.2100080065575037e-11,4.856000066535576e-12,2.680891049611733e-09,4.236399553643101e-10,1.200646327512638e-07,3.623519169186462e-07,1.1382375775608802e-08,9.927538913509078e-13,1.4440079708803146e-10,1.4326362207943712e-09,1.5238837855152666e-13,6.590755924951697e-10,1.770049526141363e-11
4.9501857098536626e-08,0.19373230857255105,3.76,0.0,0.6504937920457889,0.9997886547483086,0.00012883872298182836,8.413810559228827e-13,5.290453508671015e-10,0.010037536176500654,0.0008529124268677283,0.0017043147384048548,0.0009974463120950147,0.002392168143020155,5.631423378463801e-05,0.0012709487882302762,2.656069621457887e-07,1.6616514823325774e-06,5.83198700166154e-07,6.092388352632185e-07,2.5462262016237215e-07,0.00011129989105532401,2.72103985544586e-05,1.5089089634745839e-07,6.105325886618049e-07,3.6460403427106717e-05,3.074887835797732e-08,2.048024930744072e-09,1.3886467488338815e-11,5.603975310488819e-12,2.771101334536136e-09,4.63514378721232e-10,1.2898927887048556e-07,3.6865677338674345e-07,1.260824567462375e-08,1.0854680943466589e-12,1.5259513646021993e-10,1.5110651440116995e-09,1.6838418801633183e-13,6.8147771151733e-10,1.999912338914749e-11
5.0244480021142496e-08,0.19373882527582245,3.76,0.0,0.6502875211646927,0.999780237175586,0.00013582194544927096,8.811391611831471e-13,5.361336162913046e-10,0.010163614594967051,0.0008746273502915577,0.0017528136427025843,0.0010277075265354284,0.0024888740025256328,5.803310225935842e-05,0.0013298186267440997,2.725441394997867e-07,1.6839352553674556e-06,6.300511068990767e-07,6.36144198161554e-07,2.7932867996952177e-07,0.00011547012814522756,2.8057519484599434e-05,1.6297818125443677e-07,6.513502434315958e-07,3.7681467448177565e-05,3.3474407241123215e-08,2.1004471870768e-09,1.5901589286334603e-11,6.45280158211098e-12,2.8638382291165753e-09,5.064422714120351e-10,1.384440495244038e-07,3.7501020455673154e-07,1.3943751287491448e-08,1.1852399273380253e-12,1.61129691090139e-10,1.5924988515729063e-09,1.8576538742654987e-13,7.04442668191013e-10,2.2554241846904535e-11
5.0987102943748365e-08,0.19374542554599247,3.76,0.0,0.6500785692768652,0.9997715939118383,0.0001430635348373287,9.220472567569885e-13,5.431979053599424e-10,0.010289102435029502,0.0008965649172701137,0.0018019085072911135,0.0010583747902102212,0.0025880206121323256,5.978886005609101e-05,0.001390442600166789,2.795545322272896e-07,1.7061087633508633e-06,6.798620663567682e-07,6.639947057710078e-07,3.0600740569936856e-07,0.00011972082580841823,2.8919357943729468e-05,1.758464997101761e-07,6.942528587983637e-07,3.892154301643159e-05,3.6392473740360326e-08,2.1534223626024036e-09,1.8170286196588705e-11,7.414174777148927e-12,2.9591801935680505e-09,5.52603502963128e-10,1.4845331838395323e-07,3.81413854005611e-07,1.5396711371406056e-08,1.2924834209224464e-12,1.700142009195558e-10,1.677003680532584e-09,2.0462663291016725e-13,7.279923311802462e-10,2.5389864391467285e-11
5.1729725866354234e-08,0.19375211022105035,3.76,0.0,0.6498669116091449,0.9997627221514009,0.0001505683639013842,9.641163829853426e-13,5.502389110141391e-10,0.010414007147766547,0.0009187227764584933,0.001851596195497545,0.0010894448844010675,0.0026896324999391348,6.158188589074912e-05,0.0014528430031096828,2.866373805558694e-07,1.728173199016565e-06,7.327668768164364e-07,6.928170628220829e-07,3.347826852528946e-07,0.0001240517552491386,2.9796044206491024e-05,1.895340546576871e-07,7.393172261665376e-07,4.018052040724205e-05,3.9513176972668223e-08,2.206945614711058e-09,2.071961051609701e-11,8.50092886541496e-12,3.057207715055533e-09,6.021852308259063e-10,1.5904230385026328e-07,3.878693722327478e-07,1.697535918378808e-08,1.4076293452364476e-12,1.792586273277252e-10,1.764646322975444e-09,2.250672869370239e-13,7.521499700311977e-10,2.8531826059387475e-11
5.2472348788960104e-08,0.19375888012966025,3.76,0.0,0.6496525236455591,0.9997536191105628,0.00015834128800159663,1.0073573841639963e-12,5.572573374052401e-10,0.010538336275743803,0.0009410985235853414,0.0019018735999753018,0.0011209145173330568,0.0027937339147500557,6.341255084668511e-05,0.0015170419008657295,2.937919070142594e-07,1.7501297711505684e-06,7.889044901599357e-07,7.226385038923758e-07,3.657840474217082e-07,0.00012846267050195152,3.068771182059706e-05,2.0408028341883456e-07,7.866221341923469e-07,4.145828748211586e-05,4.284695126831081e-08,2.26101199538577e-09,2.3578978150045822e-11,9.72712530134565e-12,3.158003307970964e-09,6.553820427960738e-10,1.7023709068137207e-07,3.9437841616347586e-07,1.8688356432265903e-08,1.5311255375894316e-12,1.8887316109806585e-10,1.8554938202998054e-09,2.471915581757984e-13,7.769403205958372e-10,3.200788877124412e-11
5.321497171156597e-08,0.1937657360909575,3.76,0.0,0.6494353811334529,0.9997442820280246,0.00016638714401324208,1.0517809130775156e-12,5.642538998405903e-10,0.010662097451939034,0.000963689701710793,0.0019527376429981159,0.0011527803239829936,0.0029003488198358213,6.528121825776734e-05,0.0015830611246938175,3.0101731649919017e-07,1.7719797044692639e-06,8.484175181203623e-07,7.534867951808393e-07,3.9914681393153163e-07,0.00013295330877045438,3.159449761716141e-05,2.195258726134486e-07,8.362484136669718e-07,4.27547296652299e-05,4.640456927663757e-08,2.315616451838358e-09,2.6780327695709836e-11,1.1108147723482993e-11,3.2616515126299994e-09,7.123960971105504e-10,1.820646519402688e-07,4.009426486575551e-07,2.0544807359545105e-08,1.6634372248173914e-12,1.9886823069784118e-10,1.9496135579183226e-09,2.7110864183677503e-13,8.023896526139278e-10,3.584785110341565e-11
5.395759463417184e-08,0.19377267891434605,3.76,0.0,0.6492154600895944,0.9997347081653584,0.000174710749256648,1.0973974356548934e-12,5.712293247217595e-10,0.010785298398573215,0.0009864938015236495,0.0020041852767507962,0.001185038865970462,0.003009500886727324,6.718824359286686e-05,0.0016509222671034574,3.0831279635557116e-07,1.7937242394817754e-06,9.114522355494154e-07,7.853902360377743e-07,4.3501225176861097e-07,0.00013752339074240462,3.2516541720702366e-05,2.3591277246182663e-07,8.882789832279765e-07,4.4069729921558845e-05,5.0197144837725963e-08,2.3707538272234974e-09,3.0358286673935696e-11,1.2660802140811955e-11,3.36823889236559e-09,7.734372600784886e-10,1.9455287125775183e-07,4.075637380226003e-07,2.2554272953343164e-08,1.8050473400831495e-12,2.0925451087444724e-10,2.04707326037971e-09,2.969328603916712e-13,8.285258394840855e-10,4.008366230425688e-11
5.470021755677771e-08,0.19377970939929756,3.76,0.0,0.6489927368062592,0.9997248948074661,0.00018331690044534664,1.1442172357458447e-12,5.781843494752623e-10,0.01090794692584758,0.0010095082616777202,0.0020562134836163313,0.0012176866315303594,0.003121213489045502,6.91339743418969e-05,0.0017206466771451565,3.1567751646995116e-07,1.8153646323363719e-06,9.781585806571003e-07,8.183776602420215e-07,4.7352772566628605e-07,0.00014217262088333878,3.345398755878724e-05,2.532842104463684e-07,9.427988958768591e-07,4.5403168736794074e-05,5.423613561326455e-08,2.426418861430472e-09,3.435034500976001e-11,1.4403422805125796e-11,3.477854028995673e-09,8.387232411080526e-10,2.0773056540318374e-07,4.142433575325928e-07,2.4726785271277185e-08,1.956456833770719e-12,2.2004293157162403e-10,2.1479409869147325e-09,3.24783804543947e-13,8.553784302531968e-10,4.4749540630270326e-11
5.544284047938358e-08,0.1937868283351517,3.76,0.0,0.6487671878572836,0.9997148392630375,0.00019221037265119723,1.1922504200161158e-12,5.851197224758342e-10,0.011030050930586538,0.0010327304691672662,0.0021088192764588958,0.0012507200355656165,0.0032355096963723384,7.111874990354587e-05,0.00179225545571174,3.2311062937721013e-07,1.8369021546507834e-06,1.0486901521778315e-06,8.524784370170134e-07,5.148468506269525e-07,0.00014690068771065404,3.440698187128521e-05,2.7168470430839715e-07,9.998953862795551e-07,4.675492409922088e-05,5.853334547023309e-08,2.4826061919523147e-09,3.8797035852648365e-11,1.6355983969502462e-11,3.590587516643688e-09,9.084797249875622e-10,2.216275071558221e-07,4.209831849515805e-07,2.7072861870306497e-08,2.1181849781220085e-12,2.3124468716862472e-10,2.2522851274092384e-09,3.5478647433155616e-13,8.829787238519675e-10,4.9882096076479744e-11
5.618546340198945e-08,0.19379403650091812,3.76,0.0,0.6485387901040865,0.9997045388650054,0.00020139591828535123,1.241506922959676e-12,5.92036202962342e-10,0.011151618394786582,0.0010561577597415046,0.0021619996989023205,0.0012841354197788695,0.003352412268167622,7.314290147484258e-05,0.0018657694508557989,3.306112703804444e-07,1.8583380933263233e-06,1.1232042034195926e-06,8.877224717775228e-07,5.591296443527113e-07,0.00015170726405001504,3.537567471919631e-05,2.911600743565747e-07,1.0596579188257362e-06,4.812487148369461e-05,6.310092661110203e-08,2.539310354831909e-09,4.374212381509601e-11,1.854021773355187e-11,3.7065319538931055e-09,9.82940501280941e-10,2.3627444846900746e-07,4.277849020626635e-07,2.960352033004953e-08,2.2907696653468666e-12,2.428712460450608e-10,2.360174398806181e-09,3.87071420251499e-13,9.113598456027222e-10,5.552045757375232e-11
5.692808632459532e-08,0.1938013346650803,3.76,0.0,0.6483075207016564,0.9996939909710013,0.0002108782660940433,1.2919965120251656e-12,5.98934560946414e-10,0.011272657384071428,0.0010797874183581216,0.0022157518256035926,0.0013179290528818487,0.0034719436477361585,7.520675194268907e-05,0.0019412092531283535,3.381785576840132e-07,1.8796737503457138e-06,1.2018616331555493e-06,9.241402065991791e-07,6.065426794561789e-07,0.00015659200727584225,3.636021949302423e-05,3.1175745506369636e-07,1.122178236421711e-06,4.951288383783246e-05,6.795138144445215e-08,2.596525785684656e-09,4.92328006959394e-11,2.09797381763321e-11,3.825781934258834e-09,1.0623475907037692e-09,2.517031439190888e-07,4.34650194202357e-07,3.233029285901928e-08,2.474767698894584e-12,2.549343604737857e-10,2.4716778419377944e-09,4.2177488428339845e-13,9.405568260238409e-10,6.170640472429239e-11
5.767070924720119e-08,0.19380872358540135,3.76,0.0,0.6480733571044937,0.9996831929638069,0.0002206621201683019,1.3437287928535284e-12,6.058155771138907e-10,0.011393176046053636,0.0011036166796757232,0.0022700727625209528,0.0013520971308812852,0.003594125956250047,7.731061577749554e-05,0.0020185951909437727,3.4581159253972034e-07,1.9009104425545758e-06,1.2848269733203344e-06,9.617626204030202e-07,6.572592353212278e-07,0.0001615545595375408,3.7360772920660656e-05,3.3352530592908213e-07,1.1875504099906966e-06,5.091883157051662e-05,7.30975641901027e-08,2.65424682079748e-09,5.531988874171603e-11,2.3700171977725543e-11,3.94843403495942e-09,1.1469513683490236e-09,2.6794637443057617e-07,4.4158074980041504e-07,3.5265240972555e-08,2.6707550775427494e-12,2.674460768438158e-10,2.5868648187883862e-09,4.590389406851856e-13,9.7060668195338e-10,6.848450414495144e-11
5.841333216980706e-08,0.1938162040087319,3.76,0.0,0.6478362770725105,0.9996721422518021,0.00023075215896677331,1.3967132146233355e-12,6.126800427192185e-10,0.011513182608603222,0.0011276427285851535,0.0023249596471761444,0.0013866357774401468,0.0037189809868307068,7.945479892904789e-05,0.0020979473259758875,3.53509459406104e-07,1.9220495014265576e-06,1.3722683734762186e-06,1.0006212288476063e-06,7.114594494818533e-07,0.0001665945479730279,3.837749507474908e-05,3.565134215842358e-07,1.2558708886532055e-06,5.2342582542785875e-05,7.855268221303632e-08,2.7124676983037594e-09,6.205805148578496e-11,2.672929572860101e-11,4.07458680397595e-09,1.2370106836317232e-09,2.850379712686323e-07,4.4857825992519074e-07,3.8420970230970096e-08,2.879327272037709e-12,2.8041874621492617e-10,2.7058050101875786e-09,4.990116364420684e-13,1.0015485000125033e-09,7.590225048636615e-11
5.915595509241293e-08,0.19382377667082,3.76,0.0,0.6475962586768799,0.9996608362694112,0.00024115303435094752,1.4509590754998994e-12,6.195287594729073e-10,0.011632685378023715,0.0011518627007795798,0.002380409648910394,0.0014215410443130135,0.003846530198695258,8.163959872473732e-05,0.0021792854485901693,3.6127122612080395e-07,1.9430922728121174e-06,1.4643575820174342e-06,1.0407480839214546e-06,7.693304683859082e-07,0.0001717115849110268,3.941054937949599e-05,3.8077294111994454e-07,1.3272385505592237e-06,5.378400206117648e-05,8.433029708061899e-08,2.771182559433721e-09,6.95060121906951e-11,3.0097180129250744e-11,4.204340745385661e-09,1.3327929768249187e-09,3.030128402896351e-07,4.556444178345997e-07,4.181064502618715e-08,3.10109949401521e-12,2.938650352051776e-10,2.828568413933007e-09,5.418471312477972e-13,1.0334235224273217e-09,8.401021219424476e-11
5.98985780150188e-08,0.1938314422961238,3.76,0.0,0.6473532803058312,0.9996492724775451,0.0002518693706321671,1.506475528183941e-12,6.263625394222e-10,0.011751692737136412,0.00117627368336321,0.0024364199691336926,0.0014568089118544398,0.003976794711371906,8.386530377027758e-05,0.00226262907331678,3.690959440859726e-07,1.96404011667098e-06,1.5612699240841353e-06,1.0821757732288396e-06,8.310665974091194e-07,0.00017690526806350413,4.0460102616897675e-05,4.063563566135245e-07,1.4017547543428318e-06,5.524295287355941e-05,9.044432533783475e-08,2.8303854498399e-09,7.772677990447981e-11,3.383634127437155e-11,4.337798302960064e-09,1.4345743920640806e-09,3.2190698644017515e-07,4.6278091853274303e-07,4.5448003404890466e-08,3.3367069568752713e-12,3.0779793721224276e-10,2.955225343340694e-09,5.877058368896243e-13,1.0662752352256223e-09,9.286218207737114e-11
6.064120093762466e-08,0.19383920159762608,3.76,0.0,0.6471073206703857,0.9996374483640372,0.00026290576362988124,1.5632715855551927e-12,6.331822048251097e-10,0.011870213143273555,0.0012008727154984773,0.0024929878415669337,0.0014924352895991208,0.0041097952989889225,8.613219385303366e-05,0.0023479974343692026,3.7698264846668535e-07,1.9848944067883167e-06,1.6631842761608022e-06,1.1249374189622549e-06,8.968694499836005e-07,0.00018217518070954273,4.1526324932350546e-05,4.333175208354931e-07,1.4795233911688298e-06,5.671929516750898e-05,9.69090389954865e-08,2.8900703209971806e-09,8.678788312619398e-11,3.798189922124906e-11,4.475063842019131e-09,1.542639886699399e-09,3.417575384944838e-07,4.699894583322384e-07,4.9347371915995704e-08,3.5868051283438713e-12,3.22230783968979e-10,3.0858464262205295e-09,6.367545559106606e-13,1.1001494588227576e-09,1.0251533274508704e-10
6.138382386023052e-08,0.19384705527665272,3.76,0.0,0.6468583588100315,0.9996253614440772,0.0002742667797406882,1.6213561264060508e-12,6.399885880179913e-10,0.01198825512618134,0.001225656789091484,0.002550110532476511,0.0015284160169127135,0.004245552384641832,8.844053984808259e-05,0.0024354094812131044,3.8493035840229324e-07,2.0056565304747283e-06,1.7702830373372961e-06,1.169066676555153e-06,9.669480957040086e-07,0.0001875208918718588,4.2609389839613415e-05,4.6171165411555254e-07,1.5606509373399062e-06,5.821288657122754e-05,1.0373906572655824e-07,2.9502310316767235e-09,9.676161106012475e-11,4.2571744035795724e-11,4.616243629535126e-09,1.6572833368775314e-09,3.6260277401993575e-07,4.772717344222961e-07,5.352368047001465e-08,3.8520699744865076e-12,3.3717725743327496e-10,3.2205026042735833e-09,6.891666194264817e-13,1.135094441008656e-09,1.1303037697515308e-10
6.212644678283639e-08,0.19385500402269226,3.76,0.0,0.6466063740983298,0.9996130092606369,0.0002859569550177813,1.6807379012600757e-12,6.46782531276836e-10,0.012105827285833842,0.0012506228495154693,0.0026077853409009265,0.0015647468637121362,0.004384086034843338,9.079060362712474e-05,0.0025248838741899955,3.929380772306567e-07,2.0263278882501296e-06,1.882752097214327e-06,1.2145977330088662e-06,1.0415192072735836e-06,0.00019294195648709766,4.3709474225090035e-05,4.915953503484195e-07,1.6452465074318133e-06,5.9723582157041646e-05,1.1094938876618756e-07,3.0108613494931704e-09,1.0772526242172654e-10,4.764670950867951e-11,4.761445812481874e-09,1.7788076392380697e-09,3.8448214455991917e-07,4.846294444425683e-07,5.799247719768361e-08,4.133198194880047e-12,3.526514020117675e-10,3.359265132907118e-09,7.451220239683213e-13,1.171160952345523e-09,1.2447173307097362e-10
6.286906970544225e-08,0.19386304851322003,3.76,0.0,0.6463513462484491,0.9996003893848932,0.00029798079426048544,1.7414255382698984e-12,6.535648866724808e-10,0.01222293829015885,0.001275767796371999,0.0026660095988690208,0.0016014235312541703,0.004525415954060562,9.318263797036031e-05,0.0026164389802001637,4.0100479272517886e-07,2.0469098935116465e-06,2.0007808004387074e-06,1.2615653048879333e-06,1.120807206151526e-06,0.00019843791557096446,4.482675835140043e-05,5.230265821207142e-07,1.7334219079229825e-06,6.125123444747666e-05,1.1855534651096213e-07,3.0719549525244054e-09,1.1976140174148786e-10,5.3250754730953916e-11,4.9107803944271796e-09,1.9075248086137588e-09,4.0743630102301736e-07,4.920642860627878e-07,6.276994329502423e-08,4.430907448673711e-12,3.6866763711658106e-10,3.502205581462384e-09,8.048075672229634e-13,1.2084023839833266e-09,1.3690769526520673e-10
6.361169262804811e-08,0.19387118941352458,3.76,0.0,0.6460932553186248,0.9995874994166422,0.0003103427701136335,1.8034275491888623e-12,6.603365159199458e-10,0.012339596872677055,0.0013010884842895594,0.002724780671609389,0.0016384416529911777,0.004669561479344064,9.56168864814436e-05,0.0027100928684493115,4.0912947734454973e-07,2.0674039721856805e-06,2.1245619078575073e-06,1.3100046359783935e-06,1.2050444067625605e-06,0.00020400829637917762,4.596142586020979e-05,5.560647049408456e-07,1.82529169128397e-06,6.279569342391068e-05,1.2657263181353056e-07,3.133505431002985e-09,1.3295812309566347e-10,5.943115371535361e-11,5.0643592103682675e-09,2.0437560716262955e-09,4.3150711926712265e-07,4.995779565682021e-07,6.787290784181885e-08,4.745936571329388e-12,3.852407700537872e-10,3.649395833849467e-09,8.684169825424701e-13,1.2468748478975875e-09,1.5041060922476463e-10
6.435431555065397e-08,0.19387942737653724,3.76,0.0,0.6458320817175379,0.9995743369847082,0.00032304732217659353,1.866752335410511e-12,6.670982902221201e-10,0.012455811830055856,0.0013265817237591581,0.0027840959577506035,0.0016757967954927277,0.0048165415750530995,9.809358350562381e-05,0.0028058633062632045,4.1731108849509256e-07,2.0878115623642885e-06,2.254291554284039e-06,1.3599514946039475e-06,1.2944711591290492e-06,0.0002096526125651647,4.711366377428362e-05,5.907704605545781e-07,1.9209732104911096e-06,6.435680653780111e-05,1.350172909688031e-07,3.1955062890782855e-09,1.4740932117513944e-10,6.623869324574966e-11,5.222295899812267e-09,2.187831956072558e-09,4.5673772586676697e-07,5.071721524507997e-07,7.331886258030591e-08,5.079045781790424e-12,4.023860092418157e-10,3.800908089582693e-09,9.361510720964876e-13,1.2866372795513493e-09,1.6505705271014133e-10
6.509693847325984e-08,0.1938877630426655,3.76,0.0,0.6455678062096081,0.9995608997473473,0.00033609885612181277,1.9314081940698823e-12,6.738510901080343e-10,0.012571592019579286,0.0013522442820065206,0.002843952889511814,0.001713484459431912,0.004966374827681565,0.00010061295405117906,0.0029037677549745766,4.2554856880559254e-07,2.108134113926085e-06,2.390169202872516e-06,1.4114421705952416e-06,1.389335989785723e-06,0.0002153703643353561,4.8283662498738416e-05,6.272059793297601e-07,2.020586673927712e-06,6.593441872447328e-05,1.439057223883153e-07,3.2579509466484335e-09,1.6321496958567775e-10,7.372787913315926e-11,5.384705878105992e-09,2.3400923759998193e-09,4.831725240516363e-07,5.148485690063128e-07,7.912597664073942e-08,5.431016879816687e-12,4.2011897775757705e-10,3.956814865209256e-09,1.008217838536933e-12,1.3277515429804828e-09,1.8092802143989253e-10
6.58395613958657e-08,0.19389619703962996,3.76,0.0,0.6453004099201992,0.9995471853926393,0.0003495017428227992,1.997403324200376e-12,6.805958052659653e-10,0.01268694635653575,0.0013780728839003905,0.002904348932883365,0.0017515000806350956,0.005119079440788937,0.00010317521371424541,0.003003823365886467,4.338408464144711e-07,2.1283730881418446e-06,2.5323975961022016e-06,1.4645134719078996e-06,1.4898957408369367e-06,0.0002211610386028717,4.9471615821456866e-05,6.654347816945162e-07,2.1242552006352055e-06,6.75283724194546e-05,1.5325467495963426e-07,3.3208327412608443e-09,1.8048140625445637e-10,8.19571510521722e-11,5.5517063060214965e-09,2.5008867123719942e-09,5.108572198039283e-07,5.226088999369681e-07,8.531311120030498e-08,5.80265343328899e-12,4.384557272075721e-10,4.1171889961229354e-09,1.084832615045635e-12,1.370282538298663e-09,1.981091202089264e-10
6.658218431847156e-08,0.19390472998230449,3.76,0.0,0.6450298743407319,0.999533191638877,0.0003632603174915061,2.0647458329398895e-12,6.873333343716333e-10,0.012801883811525238,0.0014040642128964164,0.002965281587797019,0.0017898390311938412,0.0052746732300405315,0.00010578056860714121,0.0031060469763160414,4.421868352691512e-07,2.1485299572650667e-06,2.6811827033759597e-06,1.5192027208853014e-06,1.596415707016377e-06,0.0002270241091403368,5.067772091263745e-05,7.055217786140608e-07,2.2321048758755815e-06,6.913850757733414e-05,1.630812460880042e-07,3.3841449300801187e-09,1.9932162579922115e-10,9.0989106126691e-11,5.723416057606107e-09,2.670573889232159e-09,5.398388481019038e-07,5.304548369599519e-07,9.189983406174991e-08,6.194780955275796e-12,4.5741275192077865e-10,4.2821036387539864e-09,1.166218193637135e-12,1.4142983116154995e-09,2.1669075930705615e-10
