Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022)
3.30688844657821e-08,0.45568629057358456,3.76,0.0,0.7461885874965974,0.9999984200412674,6.704639634905616e-08,3.763870049069715e-18,8.534856131484785e-13,0.000518809749022195,1.1405398582123554e-05,1.2717305180796067e-05,4.3239485452758325e-06,4.642026826817252e-06,1.2415089569426394e-06,1.112614153265319e-06,3.4045528248938813e-09,6.569825574330533e-08,2.38519588179729e-12,2.240261101181688e-09,1.4873456860549161e-13,2.1197605312755427e-07,1.6557618641138332e-07,3.2219755679088446e-12,2.0346383954221605e-11,8.087371727908406e-08,5.4335702766323335e-14,1.0549595959416772e-11,3.630470006927012e-21,1.8414186214769482e-21,1.3879413007684956e-11,8.207914191516e-17,1.6507121613867193e-12,8.692579812953025e-09,2.5367226768873507e-15,3.3144626520141583e-19,8.7783973553508e-15,1.0718302743263185e-13,1.085833724666782e-20,2.1244548930432834e-13,1.4892960765298766e-19,1.4492010893273223e-16,8.788741330647512e-15,6.910321784175218e-19
3.3826704616309266e-08,0.45568681959523716,3.76,0.0,0.7461817762136919,0.9999983728457128,7.210985405347756e-08,4.10176470116543e-18,8.752826177281959e-13,0.0005303969190370288,1.1840509242373319e-05,1.3301736951574963e-05,4.542490686486302e-06,4.9271794963531214e-06,1.2717110064676267e-06,1.1918226852129561e-06,3.5554607974377604e-09,6.78055694772494e-08,2.655371207851768e-12,2.3457319839954694e-09,1.6896022565587468e-13,2.2339725526456986e-07,1.7335228388983376e-07,3.487967927681028e-12,2.235848356355182e-11,8.562257589493408e-08,6.17157176559973e-14,1.095528527461668e-11,4.394356823572577e-21,2.2552576021678933e-21,1.442417115044092e-11,9.255827161984631e-17,1.833320651417461e-12,8.939330500961956e-09,2.9413390323740855e-15,3.7035899563878485e-19,9.59204075651035e-15,1.1663827128547395e-13,1.2506650885173698e-20,2.233997827458571e-13,1.7630884704629515e-19,1.6753061316827986e-16,9.33203058835481e-15,8.157120413527738e-19
3.458452476683643e-08,0.4556873494888728,3.76,0.0,0.7461749477394799,0.9999983250126858,7.744348908729744e-08,4.461148488994696e-18,8.970557314593032e-13,0.0005419707613854014,1.2282174338361388e-05,1.389906546520914e-05,4.767411225300948e-06,5.223089369122233e-06,1.3020305373657487e-06,1.274992548705556e-06,3.7091208725715743e-09,6.991927609935007e-08,2.9500197779088055e-12,2.4537456055831775e-09,1.9145357300436924e-13,2.352079812764288e-07,1.8130638894099376e-07,3.770669660105295e-12,2.4525646151429866e-11,9.055009505833422e-08,6.991943388993148e-14,1.136713458373462e-11,5.29970551407861e-21,2.751062124415462e-21,1.4977385380609887e-11,1.0412856147093801e-16,2.0314358212024555e-12,9.186130308065078e-09,3.400282550063334e-15,4.129996598990204e-19,1.0459521075397847e-14,1.266850539595176e-13,1.436523005062656e-20,2.3463119708435714e-13,2.0800461796343167e-19,1.9310605152330596e-16,9.895943411344043e-15,9.596342148383e-19
3.53423449173636e-08,0.45568788026746687,3.76,0.0,0.7461681019604648,0.9999982765307884,8.305643925626835e-08,4.842817514854566e-18,9.188048064800978e-13,0.0005535312889778463,1.273034846859775e-05,1.4509275716881205e-05,4.998744071840139e-06,5.529916756957896e-06,1.3324701512589807e-06,1.362237949384361e-06,3.865508218320036e-09,7.203882977401796e-08,3.2708387775407664e-12,2.564312610383014e-09,2.164180630378211e-13,2.4741511741474073e-07,1.8943836889617572e-07,4.070869690428494e-12,2.6856607565677483e-11,9.565910931010449e-08,7.901989928794394e-14,1.1785100630069874e-11,6.369328435837532e-21,3.342991068039448e-21,1.553899559427384e-11,1.168799594487286e-16,2.245991871402653e-12,9.432957622122546e-09,3.9195501059092264e-15,4.596521858703486e-19,1.1383011939040878e-14,1.3734574572153587e-13,1.6456076052245792e-20,2.461395235301158e-13,2.4459078226251733e-19,2.2196605704480066e-16,1.0480789044942799e-14,1.1252961219297717e-18
3.6100165067890765e-08,0.45568841194390064,3.76,0.0,0.7461612387622837,0.9999982273885369,8.895800230005367e-08,5.2475735020953435e-18,9.40529724587579e-13,0.0005650785147006673,1.3184988173784981e-05,1.5132352718212783e-05,5.236521394937193e-06,5.847820881653168e-06,1.3630324504872183e-06,1.4536736798005783e-06,4.02459896824746e-09,7.416371812936559e-08,3.6196092706364213e-12,2.677443896960946e-09,2.4407113209497927e-13,2.600255429696899e-07,1.9774808968928358e-07,4.389386035634251e-12,2.93604150452346e-11,1.009523977076877e-07,8.90950434751747e-14,1.2209142006217955e-11,7.629196145061368e-21,4.0473077753233e-21,1.6108944345782555e-11,1.309080509454407e-16,2.477957066913708e-12,9.679793160104943e-09,4.505664745818793e-15,5.106171317847486e-19,1.2364719399149365e-14,1.4864302389013475e-13,1.8803013101647677e-20,2.5792455610243134e-13,2.867041279223375e-19,2.544577563723393e-16,1.1086874611300946e-14,1.3154618254425889e-18
3.685798521841793e-08,0.4556889445309667,3.76,0.0,0.7461543580297393,0.9999981775743679,9.515763567505226e-08,5.676223365495431e-18,9.622303921832826e-13,0.0005766124514183247,1.364605185721488e-05,1.5768281497228144e-05,5.480773701997276e-06,6.1769599216447345e-06,1.3937200379695034e-06,1.5494150889860033e-06,4.186370192804451e-09,7.629346021451421e-08,3.9981987388398154e-12,2.793150618292328e-09,2.746448859119193e-13,2.730461258936763e-07,2.06235416110887e-07,4.727066633903461e-12,3.204643090109573e-11,1.0643268334820181e-07,1.0022790045181264e-13,1.2639219078864383e-11,9.108805278618767e-21,4.882644271838252e-21,1.6687176742096725e-11,1.4631431081926624e-16,2.7283341941174788e-12,9.926619729824913e-09,5.165710483523131e-15,5.66212397232285e-19,1.340688157363432e-14,1.6059986977459695e-13,2.1431801192597578e-20,2.6998609213815705e-13,3.3504988906341145e-19,2.909575755713929e-16,1.1714505200458825e-14,1.5331847565563786e-18
3.76158053689451e-08,0.455689478041372,3.76,0.0,0.7461474596468323,0.9999981270766428,1.0166495623778445e-07,6.129578798522902e-18,9.839067360843177e-13,0.000588133111975692,1.4113499708365306e-05,1.6417047098319967e-05,5.731529915397627e-06,6.517491056783078e-06,1.4245355170734372e-06,1.649578053420521e-06,4.350799870421162e-09,7.842760458160533e-08,4.4085636463105584e-12,2.9114441820486894e-09,3.0838680565974215e-13,2.8648371862564505e-07,2.149002120371861e-07,5.084790183536264e-12,3.492433605784543e-11,1.1210263302323128e-07,1.1250683643313306e-13,1.307529391474753e-11,1.0841581407107867e-20,5.870292774213119e-21,1.7273640342897112e-11,1.6320636236598795e-16,2.9981610143990726e-12,1.0173422016238601e-08,5.907368667875466e-15,6.267739534517937e-19,1.4511768304265005e-14,1.7323956574506638e-13,2.4370253633058646e-20,2.823239327465659e-13,3.90407635987949e-19,3.3187312992947986e-16,1.2363983957654467e-14,1.7818319236300848e-18
3.913144566999943e-08,0.45569054788262375,3.76,0.0,0.7461336094620967,0.9999980239836146,1.1564192056876732e-07,7.113674720534969e-18,1.0271862433561867e-12,0.0006111346559035422,1.5067397173001518e-05,1.775302902595864e-05,6.252662253003243e-06,7.233353590399612e-06,1.4865605651477923e-06,1.863634629492316e-06,4.687550865068472e-09,8.270743146372984e-08,5.332906169313339e-12,3.1558387427771777e-09,3.8644637981680186e-13,3.146372424910703e-07,2.327616645047821e-07,5.8640398527528955e-12,4.129615099848826e-11,1.2402190916939686e-07,1.4088448827552912e-13,1.396529323632922e-11,1.5222759791797303e-20,8.403030358008566e-21,1.847106309207475e-11,2.019106861456151e-16,3.6004923423734718e-12,1.0666900783370861e-08,7.669468089983309e-15,7.642347211650233e-19,1.6918951502365634e-14,2.006621261612421e-13,3.1298418764041387e-20,3.0782775332780827e-13,5.256881322812526e-19,4.287500167154973e-16,1.372968932328408e-14,2.3870951633719783e-18
4.0495521940948324e-08,0.45569151402342994,3.76,0.0,0.7461210827524997,0.9999979287439633,1.2937320204439212e-07,8.092081208754257e-18,1.0660541859518732e-12,0.0006317907695022508,1.5947373408747314e-05,1.8999164991715527e-05,6.7441849277453236e-06,7.91814869809485e-06,1.5428466197437098e-06,2.072579587743044e-06,4.999515319475422e-09,8.657034530914857e-08,6.295027653751182e-12,3.384760515498678e-09,4.703588358460367e-13,3.4146987706279106e-07,2.4944253998373055e-07,6.64338654687882e-12,4.7790805703315185e-11,1.354235036731141e-07,1.7134798866288417e-13,1.4786456839708532e-11,2.0463917409154063e-20,1.1483560528712091e-20,1.9576415080955023e-11,2.430410910671403e-16,4.220251238432379e-12,1.1110827060315478e-08,9.625141855446316e-15,9.087014957290956e-19,1.9323343682508632e-14,2.279174136915751e-13,3.8918310357788244e-20,3.3172424929758144e-13,6.809955334823409e-19,5.358407000929324e-16,1.5036549105834713e-14,3.0787394162010036e-18
4.185959821189722e-08,0.45569248334995976,3.76,0.0,0.7461084970181,0.9999978311055537,1.4425818394306372e-07,9.163335489057054e-18,1.1048428035992355e-12,0.000652404067424147,1.6847489408341025e-05,2.028666041630591e-05,7.257165011248539e-06,8.642257369103491e-06,1.59958753903271e-06,2.2976738083654993e-06,5.319789140962726e-09,9.04416709903057e-08,7.394871845296565e-12,3.6222527423294533e-09,5.691668594487914e-13,3.6975908285345087e-07,2.6669627766822797e-07,7.502834509983491e-12,5.507264761645235e-11,1.4747849799087182e-07,2.0716797693778512e-13,1.5626533899593626e-11,2.7275866512322334e-20,1.554788082260492e-20,2.0707722885188726e-11,2.909690895208398e-16,4.92081218605779e-12,1.1554503980248868e-08,1.1996197748241986e-14,1.075391367667728e-18,2.1967680876049095e-14,2.577606983448016e-13,4.8081363209078935e-20,3.5651309159733327e-13,8.752523145162837e-19,6.65221814115216e-16,1.6418831072181073e-14,3.940178915762446e-18
4.3223674482846115e-08,0.45569345593367777,3.76,0.0,0.7460958515570956,0.9999977309982863,1.6035864122199702e-07,1.0332295745072943e-17,1.1435520648395484e-12,0.0006729746241292415,1.7767568576080485e-05,2.1615428666646442e-05,7.791722792007058e-06,9.406565433769436e-06,1.6567985074835465e-06,2.5396087888153246e-06,5.648272968447336e-09,9.431962908132382e-08,8.647413086920564e-12,3.868391202045377e-09,6.849704766530015e-13,3.995437810526803e-07,2.8452207359195905e-07,8.448734480707499e-12,6.321007453867837e-11,1.6020040369193184e-07,2.49084546103697e-13,1.6485356114508238e-11,3.606387354927124e-20,2.086682878156007e-20,2.1864757467687206e-11,3.4658138080342816e-16,5.709550616611213e-12,1.1997888956283859e-08,1.48544313846457e-14,1.2670206322620174e-18,2.4866308017788603e-14,2.9033830539498624e-13,5.904130605365723e-20,3.8219330432326033e-13,1.1166202266709697e-18,8.206801385987352e-16,1.7878243113225344e-14,5.006182258960789e-18
4.458775075379501e-08,0.45569443184543995,3.76,0.0,0.74608314566138,0.9999976283515526,1.777379672642951e-07,1.1603843014896418e-17,1.182181992404367e-12,0.0006935025140153158,1.87074479499171e-05,2.2985383279369706e-05,8.347966963718404e-06,1.0211951226407791e-05,1.7144947062369212e-06,2.7990796698292845e-06,5.984874744336596e-09,9.820263250571688e-08,1.0068772587170645e-11,4.123254371972148e-09,8.20094836050949e-13,4.3086246108728544e-07,3.0291912614145463e-07,9.487830201835934e-12,7.22750660527422e-11,1.7360214963659934e-07,2.979137479486265e-13,1.7362768166005718e-11,4.732194075936601e-20,2.777470233793193e-20,2.304730879662717e-11,4.1085231080852557e-16,6.59424419783196e-12,1.2440948199943752e-08,1.828139770070013e-14,1.4865603644089686e-18,2.803388055124307e-14,3.257995255441584e-13,7.208451192079025e-20,4.087639774417278e-13,1.4146607736362938e-18,1.00651248782309e-15,1.9416478531357685e-14,6.31733712760459e-18
4.5951827024743905e-08,0.4556954111554921,3.76,0.0,0.7460703786169594,0.999997523094288,1.9646115474228756e-07,1.2982876024780682e-17,1.2207326474512278e-12,0.0007139878114445558,1.9666977200793612e-05,2.4396437960454278e-05,8.92599559466464e-06,1.1059286166404548e-05,1.7726913116880168e-06,3.0767848769695644e-06,6.329509233779333e-09,1.0208926585327651e-07,1.1676270672437695e-11,4.386923434405527e-09,9.771072024997193e-13,4.637531314468764e-07,3.2188663780885565e-07,1.0627275781337528e-11,8.234322928985386e-11,1.8769609060533257e-07,3.545527680888497e-13,1.8258626770613736e-11,6.164888680432465e-20,3.668163360785775e-20,2.4255184529909992e-11,4.848499716006906e-16,7.583080915905313e-12,1.2883655176392436e-08,2.2369395047357562e-14,1.7372535771847895e-18,3.148536008461174e-14,3.6429657654685815e-13,8.753308190092326e-20,4.3622427196825843e-13,1.7805253624637314e-18,1.2275776497890662e-15,2.1035217175209327e-14,7.920821429024361e-18
4.73159032956928e-08,0.4556963939335537,3.76,0.0,0.7460575497043405,0.999997415155019,2.1659477450868502e-07,1.447430647871663e-17,1.2592041182627382e-12,0.0007344305907678729,2.064601770418872e-05,2.5848506584898627e-05,9.525897020683562e-06,1.1949435296174936e-05,1.8314034942260425e-06,3.373425792493542e-06,6.682097567336635e-09,1.059782669364876e-07,1.3488479719972558e-11,4.659482283256267e-09,1.1588347272521464e-12,4.982532756647485e-07,3.4142381665505057e-07,1.1874653344706262e-11,9.349384095897597e-11,2.0249401780744024e-07,4.199852724010279e-13,1.9172799797565065e-11,7.976678627538198e-20,4.8087940219289116e-20,2.548820879902893e-11,5.697425684591571e-16,8.684667083574643e-12,1.3325989335177379e-08,2.722251630795236e-14,2.0226331245582176e-18,3.5236010377068194e-14,4.05984567684629e-13,1.0574812415268386e-19,4.64573425032884e-13,2.227165281191424e-18,1.4893520583693786e-15,2.2736126490652045e-14,9.871253226170353e-18
4.8679979566641695e-08,0.4556973802488384,3.76,0.0,0.7460446581988914,0.9999973044619059,2.382069527588537e-07,1.6083054782643166e-17,1.2975965124622591e-12,0.0007548309263471943,2.1644441677442532e-05,2.7341503196435245e-05,1.0147750668780425e-05,1.288325777983156e-05,1.8906464171133723e-06,3.689706454653053e-06,7.0425668067905405e-09,1.0986851031670607e-07,1.5525277723722908e-11,4.941017530917856e-09,1.3683829864759292e-12,5.34399813055714e-07,3.615298775320778e-07,1.3237990965822241e-11,1.0580988596383833e-10,2.1800717094143777e-07,4.952869187788961e-13,2.0105165444991953e-11,1.0254200503459734e-19,6.260067374029705e-20,2.674622108446145e-11,6.668050202128579e-16,9.908035283530635e-12,1.3767935068737928e-08,3.295776760573876e-14,2.3465402643188702e-18,3.93013936275316e-14,4.510214666952661e-13,1.271332189090647e-19,4.938107548951866e-13,2.7695625609872484e-18,1.7979892797554807e-15,2.4520862495571873e-14,1.2231623143599552e-17
5.004405583759059e-08,0.4556983701701045,3.76,0.0,0.7460317033711793,0.9999971909427818,2.6136734659551125e-07,1.7814046179673712e-17,1.335909951940764e-12,0.0007751888925758649,2.2662131380244687e-05,2.887534200728331e-05,1.0791627814362877e-05,1.3861607364136954e-05,1.9504352354956435e-06,4.026333283156963e-06,7.410849534866766e-09,1.1375899266132929e-07,1.7807902487395162e-11,5.231618515366823e-09,1.6091553134440632e-12,5.722290640700694e-07,3.822040430945208e-07,1.4725780879454615e-11,1.193780927026922e-10,2.3424625160573264e-07,5.816310358988811e-13,2.1055611480310823e-11,1.3100912418191743e-19,8.095264086400531e-20,2.8029075172526707e-11,7.774257993379542e-16,1.1262652250910787e-11,1.4209480869280012e-08,3.970625794450981e-14,2.713143885041533e-18,4.3697367042466225e-14,4.995680687868882e-13,1.5213807832440093e-19,5.239356659707464e-13,3.424983435739763e-18,2.1603835195996412e-15,2.6391070681393982e-14,1.507431613733267e-17
5.1408132108539485e-08,0.4556993637656873,3.76,0.0,0.7460186844872808,0.9999970745251872,2.86147118229084e-07,1.9672207262756558e-17,1.3741445692669227e-12,0.0007955045638974194,2.369897837230347e-05,3.044993739793617e-05,1.1457592278679998e-05,1.4885332805326038e-05,2.010785095526251e-06,4.384014828088478e-06,7.786883469029448e-09,1.1764881967756365e-07,2.035900640516927e-11,5.531377307498123e-09,1.8848729232200163e-12,6.117767198921389e-07,4.0344554464796073e-07,1.634699796597451e-11,1.3428896533948144e-10,2.5122143774632223e-07,6.802944641211574e-13,2.2024034536441608e-11,1.6639803598328612e-19,1.0402417048419623e-19,2.933663818796763e-11,9.0311403784736e-16,1.2758426702551372e-11,1.4650618636979454e-08,4.761446106526195e-14,3.1269604655411598e-18,4.84400796454676e-14,5.517879674406214e-13,1.8126241342485158e-19,5.549476539531744e-13,4.2132557440320825e-18,2.5842372586757692e-15,2.8348386848385327e-14,1.8482227758520017e-17
5.277220837948838e-08,0.4557003611035349,3.76,0.0,0.7460056008090764,0.9999969551364025,3.126189079977627e-07,2.1662462834341183e-17,1.4123005049493884e-12,0.0008157780148229192,2.4754882823815066e-05,3.20652039169812e-05,1.214570107130483e-05,1.5955278264426857e-05,2.0717111335930222e-06,4.763461540274906e-06,8.170611099070609e-09,1.2153719443645702e-07,2.3202711806016895e-11,5.84038871869959e-09,2.199595838609706e-12,6.530778160037374e-07,4.252536228670042e-07,1.8111118504191352e-11,1.5063681325484558e-10,2.6894239890332765e-07,7.926635560539741e-13,2.3010339454214434e-11,2.1016452788619038e-19,1.328679341086554e-19,3.0668789700739414e-11,1.0455068890487044e-15,1.4405717118689679e-11,1.509134310772154e-08,5.684555160906212e-14,3.592874757225049e-18,5.354596930523751e-14,6.078475269496565e-13,2.150600077391211e-19,5.868463110779546e-13,5.1570718528777716e-18,3.078133166446536e-15,3.0394437879933155e-14,2.2549981129960972e-17
5.4136284650437276e-08,0.455701362251238,3.76,0.0,0.7459924515945204,0.9999968327034764,3.4085680637447867e-07,2.378973308813137e-17,1.4503779053656645e-12,0.0008360093199470129,2.582975287476881e-05,3.372105628094986e-05,1.2856004982012577e-05,1.7072283673457834e-05,2.133228475636528e-06,5.165385561315995e-06,8.56197934748354e-09,1.2542340693164075e-07,2.6364666836242045e-11,6.158750308667785e-09,2.5577446235669e-12,6.96166709440852e-07,4.4762752840523943e-07,2.00281391874198e-11,1.6851977789619947e-10,2.8741831206166377e-07,9.202403339244958e-13,2.4014438671870815e-11,2.640246911758881e-19,1.6873714954609057e-19,3.2025420897835806e-11,1.2063771319556022e-15,1.6215339482417657e-11,1.553165137876563e-08,6.758081741435242e-14,4.116161147132206e-18,5.903175996436444e-14,6.679158565859028e-13,2.541429971247061e-19,6.196313315436514e-13,6.282318694748382e-18,3.6516104351633984e-15,3.2530842460378386e-14,2.7385250759420066e-17
5.550036092138617e-08,0.45570236727605934,3.76,0.0,0.7459792360978952,0.9999967071532522,3.70936325098018e-07,2.6058931090212282e-17,1.4883769213367404e-12,0.0008561985539628396,2.6923504040013364e-05,3.5417409374196485e-05,1.3588549125431054e-05,1.8237185074347498e-05,2.1953522365519535e-06,5.590500531876493e-06,8.960939251516572e-09,1.2930682475703848e-07,2.987210186220709e-11,6.486562393467966e-09,2.9641229340251768e-12,7.410770595208848e-07,4.705665224112423e-07,2.2108596400242544e-11,1.8803985720802697e-10,3.0665787795871974e-07,1.0646488019234583e-12,2.5036251661116556e-11,3.299935157419537e-19,2.1311752598945249e-19,3.3406433814100024e-11,1.3876410297761012e-15,1.8198574981129823e-11,1.597154251880163e-08,8.002115005868936e-14,4.702505718215163e-18,6.491445905513609e-14,7.321647862163893e-13,2.991863645232072e-19,6.53302517095854e-13,7.618436624858446e-18,4.3152456906923825e-15,3.475921173998308e-14,3.311019981876329e-17
5.6864437192335066e-08,0.45570337624496066,3.76,0.0,0.7459659535700474,0.9999965784123903,4.029343675629916e-07,2.8474960536274365e-17,1.5262977072121182e-12,0.0008763457916758913,2.80360586570002e-05,3.7154178248804345e-05,1.4343373441837595e-05,1.945081493242663e-05,2.2580975196665324e-06,6.0395214168547334e-06,9.367445665882807e-09,1.33186884791042e-07,3.375388637375637e-11,6.823928053840616e-09,3.4239408942550705e-12,7.878418118128793e-07,4.940698769645862e-07,2.4363585752769372e-11,2.0930292783140312e-10,3.266693377103257e-07,1.2276414112902415e-12,2.6075704401892932e-11,4.1042805245034874e-19,2.677633334143943e-19,3.481174062184137e-11,1.5913664504713648e-15,2.036717767406604e-11,1.641101724906601e-08,9.438861560263548e-14,5.35802904210974e-18,7.121135508580958e-14,8.007688431767199e-13,3.5093265588681303e-19,6.87859782786611e-13,9.198808836193393e-18,5.080738630453522e-15,3.708114995071424e-14,3.986303761038656e-17
5.822851346328396e-08,0.4557043892246271,3.76,0.0,0.7459526032586069,0.9999964464073915,4.369291986004306e-07,3.104271376134769e-17,1.5641404202578946e-12,0.0008964511080169463,2.916734537315038e-05,3.893127812451729e-05,1.5120513157437795e-05,2.0714002426324754e-05,2.321479416284654e-06,6.513164346057895e-06,9.781456985197525e-09,1.370630857775075e-07,3.8040586369106944e-11,7.170953143756699e-09,3.942839306148415e-12,8.364931851228643e-07,5.181368754458932e-07,2.6804781869124177e-11,2.3241876525979061e-10,3.4746048962264417e-07,1.411105675734449e-12,2.7132728893225326e-11,5.080755462181408e-19,3.3473800632610274e-19,3.624126297493773e-11,1.8197812402424958e-15,2.273338212989041e-11,1.685007768208969e-08,1.1092810744934252e-13,6.089309687183467e-18,7.794001538048203e-14,8.739052302806742e-13,4.1019691741230435e-19,7.233031629268954e-13,1.1061183121623937e-17,5.961002537859933e-15,3.9498254976409425e-14,4.779970416994397e-17
5.9592589734232856e-08,0.45570540628149026,3.76,0.0,0.7459391844081945,0.9999963110646143,4.730004137751645e-07,3.3767069980048415e-17,1.6019052201972961e-12,0.000916514578054181,3.0317298669889626e-05,4.074862438869584e-05,1.5919999207342994e-05,2.2027573716042587e-05,2.3855130052931834e-06,7.0121464690669055e-06,1.0202934885143323e-08,1.4093498170122625e-07,4.276452220167505e-11,7.527746299223434e-09,4.526914697833188e-12,8.870626612686913e-07,5.427668128532987e-07,2.944445842662874e-11,2.5750106213806497e-10,3.6903870606969233e-07,1.6170709346032753e-12,2.8207262701234427e-11,6.261269658170498e-19,4.1645972038994185e-19,3.769493140029481e-11,2.0752818474649645e-15,2.5309911038058268e-11,1.728872710631472e-08,1.2990908315002304e-13,6.903408418880765e-18,8.51182839575645e-14,9.517538048813037e-13,4.778718573137947e-19,7.596328172456436e-13,1.3248127819967432e-17,6.970259819859819e-15,4.201211888073382e-14,5.709568912417636e-17
6.095666600518175e-08,0.4557064274817487,3.76,0.0,0.7459256962606109,0.9999961723102931,5.112289083142395e-07,3.665289373749773e-17,1.6395922688583182e-12,0.000936536277004548,3.14858584206921e-05,4.260613259629619e-05,1.6741858624132614e-05,2.3392352190795132e-05,2.4502133528204124e-06,7.537185823111985e-06,1.0631844081272426e-08,1.448021758704431e-07,4.795982687084863e-11,7.894418947341865e-09,5.182745218165362e-12,9.395809774334449e-07,5.67958996074465e-07,3.22955084425094e-11,2.8466744488115085e-10,3.914109503364017e-07,1.8477152613240107e-12,2.929924853980953e-11,7.68276380888817e-19,5.157524108401863e-19,3.9172684734650784e-11,2.360442204684121e-15,2.8109982797388058e-11,1.7726969808013435e-08,1.5162738698337503e-13,7.807893113795643e-18,9.27642795349247e-14,1.0344970588902872e-12,5.549332386180585e-19,7.968490372618917e-13,1.5807523845361192e-17,8.124142715220602e-15,4.462432839608319e-14,6.794799216186465e-17
6.232074227613065e-08,0.4557074528913882,3.76,0.0,0.7459121380550165,0.9999960300705546,5.516968457691811e-07,3.9705033552529974e-17,1.6772017299311097e-12,0.0009565162802444969,3.2672969480746775e-05,4.4503718469871464e-05,1.7586114894581666e-05,2.480915869805561e-05,2.51559551194291e-06,8.08900121290762e-06,1.1068152104339033e-08,1.4866431563224907e-07,5.3662504740024886e-11,8.271085315617247e-09,5.91741738370082e-12,9.940781209010942e-07,5.93712744120774e-07,3.537146480524135e-11,3.1403948877859274e-10,4.1458379334527185e-07,2.105372514759169e-12,3.040863387937619e-11,9.387866614382702e-19,6.359027328826989e-19,4.067446960536848e-11,2.678022868931178e-15,3.1147319084945207e-11,1.816481092440836e-08,1.7640716012506228e-13,8.810864402740858e-18,1.0089639365137833e-13,1.1223200996481373e-12,6.424455061907336e-19,8.349522528733812e-13,1.8793094759537893e-17,9.439799322671923e-15,4.733646537625459e-14,8.057723270011356e-17
6.368481854707954e-08,0.45570848257619895,3.76,0.0,0.7458985090280977,0.9999958842714297,5.944876265061956e-07,4.2928320735631754e-17,1.714733768823208e-12,0.0009764546633201075,3.3878581306049354e-05,4.6441297899593893e-05,1.8452788286921977e-05,2.6278811755116398e-05,2.581674522435026e-06,8.668312101484507e-06,1.1511829091121837e-08,1.525210876552809e-07,5.991049066622669e-11,8.657862441523123e-09,6.7385536846543605e-12,1.0505833259891622e-06,6.200273883292025e-07,3.8686521047836197e-11,3.4574273174268095e-10,4.3856343019708316e-07,2.392539531162952e-12,3.153537058431785e-11,1.1425619998601394e-18,7.807234964951743e-19,4.220023995013928e-11,3.0309804150735515e-15,3.443615240809992e-11,1.8602256322986056e-08,2.0460284020404742e-13,9.920982020986097e-18,1.0953328889465156e-13,1.2154106315511411e-12,7.415676495612567e-19,8.739430391660202e-13,2.2264976904249718e-17,1.0936005098517208e-14,5.0150107215414386e-14,9.522991655197814e-17
6.504889481802844e-08,0.4557095166017923,3.76,0.0,0.7458848084142232,0.9999957348388686,6.39685856112036e-07,4.632756836502531e-17,1.7521885525770586e-12,0.000996351501956696,3.5102647599840565e-05,4.8418786943297476e-05,1.9341896150873245e-05,2.780212774441254e-05,2.648465410556214e-06,9.275838511112456e-06,1.1962847589774117e-08,1.563722137193805e-07,6.674370952603315e-11,9.054870182319649e-09,7.65434105598342e-12,1.109125073000615e-06,6.46902272536992e-07,4.225555236039076e-11,3.7990668685171075e-10,4.633556964644627e-07,2.7118834544028933e-12,3.267941457775902e-11,1.3852277806267736e-18,9.546241412417556e-19,4.374995657223732e-11,3.4224770833199977e-15,3.7991233642433174e-11,1.9039312502375475e-08,2.366012520041751e-13,1.114749185932032e-17,1.1869389722621077e-13,1.3139589383628546e-12,8.535593057061609e-19,9.138221234501794e-13,2.6290331665306442e-17,1.2633279972123756e-14,5.3066827235801655e-14,1.1218086761051805e-16
6.641297108897733e-08,0.4557105550336163,3.76,0.0,0.7458710354455883,0.9999955816987515,6.873773137970188e-07,4.9907570405677434e-17,1.789566249816939e-12,0.0010162068720679478,3.634512598442763e-05,5.043610182653999e-05,2.0253453192548556e-05,2.937992109378289e-05,2.7159831888716074e-06,9.91230093346393e-06,1.2421182378784984e-08,1.6021744695699647e-07,7.420413612295926e-11,9.462231225126592e-09,8.673560219396318e-12,1.1697310890247342e-06,6.743367532336676e-07,4.609413683922539e-11,4.1666485383376726e-10,4.889660841850836e-07,3.066249202094989e-12,3.3840725529364755e-11,1.673218348448621e-18,1.162688851189148e-18,4.532358673065989e-11,3.855890684157642e-15,4.1827839558006754e-11,1.9475986510688165e-08,2.7282379103272326e-13,1.2500253735913738e-17,1.283974183942099e-13,1.4181578661473508e-12,9.797871062371944e-19,9.545903925296096e-13,3.094400199441148e-17,1.4554011226813214e-14,5.608819504650623e-14,1.3173583277457537e-16
