Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022)
2.4421499481218984e-06,0.47461305437830076,3.76,0.0,0.48582150520418854,0.9744831809913377,0.034865849226453895,1.4527079441272961e-11,1.2951997172182561e-09,0.02845370686535311,0.003760183968696949,0.045874598055356416,0.0057205238303416756,0.2080700883759841,0.001965593650271118,0.16905028261340266,1.3835266827813637e-06,5.0763597584352785e-06,0.0004430894458797382,0.0005500174795054942,0.003965408371389867,0.0009447958182156382,0.003842992263721517,0.00033647893962618125,0.005042509036745933,0.0002830353267112984,8.255268749744803e-05,6.003362213068116e-09,1.010417859023339e-06,1.0053212140690531e-05,2.3486091003373787e-07,5.68048129033637e-07,0.001169656847911947,9.026790211758253e-06,0.0005571081183868266,1.6121255619031362e-09,3.895960436361588e-07,4.546091232601541e-07,9.383904380247227e-10,7.42638125781676e-06,1.9301253784074583e-05,8.255678726037221e-05,1.3623375933749261e-09,4.172950201077686e-05
2.453748765042048e-06,0.47472978631188273,3.76,0.0,0.4842357085991696,0.9742600389228192,0.03514792613730471,1.4833131188545778e-11,1.3211066181883324e-09,0.028506904079873052,0.0037528201143451345,0.04621232264635084,0.005725051473268999,0.20930345975232856,0.001974463086203564,0.17013344651697948,1.3802019872279605e-06,5.08367882219959e-06,0.0004462367942394164,0.0005547255202490364,0.004023384610735579,0.0009470650460996054,0.0038839810226637254,0.0003395903983585028,0.005123483559760504,0.0002837428354263188,8.314422830041564e-05,6.017490468173523e-09,1.025531224122239e-06,1.0246694812487735e-05,2.3673022755057902e-07,5.735567195243489e-07,0.001188334230376159,9.079831517840308e-06,0.0005649633261374105,1.6279392363121714e-09,3.9579060687932073e-07,4.595418783619812e-07,9.498346077892044e-10,7.57520095183985e-06,1.9754833868487912e-05,8.377601434525771e-05,1.3720741892290582e-09,4.2635123694323e-05
2.4653475819621977e-06,0.4748462850895639,3.76,0.0,0.4826538332190722,0.9740363415814033,0.03543032194375664,1.514348864381201e-11,1.3473713304518881e-09,0.02855889216797731,0.003745370022370769,0.046549652032006714,0.005729447852275019,0.2105327276639804,0.001983325685786586,0.1712146819240407,1.3768481161643152e-06,5.090771683584355e-06,0.00044937314833745114,0.0005594303832969651,0.0040817689089476085,0.000949314398311923,0.003925047066129601,0.0003427003216098382,0.005205168725039841,0.00028444522068828446,8.373348524992392e-05,6.0315078162639955e-09,1.0407417621046729e-06,1.0442261875621827e-05,2.385958371594748e-07,5.790497822889943e-07,0.0012071410269516836,9.132580581899985e-06,0.000572865894833489,1.6437127861129362e-09,4.020220620628899e-07,4.6447947999683226e-07,9.613142031996746e-10,7.725986345425615e-06,2.0215402534600652e-05,8.500142709137235e-05,1.3817642302917969e-09,4.355308655497061e-05
2.4769463988823474e-06,0.47496254876961264,3.76,0.0,0.4810759127446923,0.9738120942540435,0.03571302997826545,1.5458167539744092e-11,1.373995547822352e-09,0.028609680792999862,0.003737835714197587,0.0468865703179156,0.005733714313093308,0.21175786560068455,0.0019921816257856897,0.1722939682286545,1.373465871202719e-06,5.097640412383557e-06,0.0004524983734302941,0.0005641319154028491,0.004140559632104518,0.0009515439901914585,0.003966187711469383,0.00034580848017855324,0.005287563696977661,0.0002851425022698702,8.432043092933098e-05,6.0454146993038576e-09,1.0560486982288338e-06,1.063991063090186e-05,2.404576256889043e-07,5.845267221365712e-07,0.0012260758953220423,9.185036607247845e-06,0.0005808154885938531,1.6594445104430601e-09,4.082897397030966e-07,4.6942145649188587e-07,9.728285366238631e-10,7.878747493210099e-06,2.0682995324508657e-05,8.623291355044639e-05,1.3914071556821927e-09,4.4483428643901895e-05
2.488545215802497e-06,0.47507857531181485,3.76,0.0,0.479501979894541,0.9735873022146265,0.03599604364551168,1.5777182866697817e-11,1.4009809243328643e-09,0.028659279700760622,0.003730219186447591,0.04722306189676402,0.005737852194361554,0.2129788479082502,0.002001031070260219,0.17337128533342874,1.3700560428761868e-06,5.104287090145486e-06,0.0004556123383635826,0.0005688299669043354,0.004199755126804765,0.0009537539368040255,0.004007400298645038,0.0003489146475707322,0.0053706675883368,0.00028583469991342637,8.490503865825542e-05,6.059211857086801e-09,1.0714512537859684e-06,1.0839638114062406e-05,2.423154808339516e-07,5.899869543100658e-07,0.001245137479913085,9.237198839369696e-06,0.0005888117700157589,1.6751327573993105e-09,4.145929673815563e-07,4.7436733915873695e-07,9.84376924344013e-10,8.033494336658348e-06,2.1157646977088122e-05,8.747036152913213e-05,1.4010024550975747e-09,4.542618655613695e-05
2.5001440327226466e-06,0.4751943627913151,3.76,0.0,0.4779320664400693,0.9733619707235842,0.036279356421612445,1.6100549054319902e-11,1.4283290843612812e-09,0.028707698714240337,0.003722522411358193,0.04755911144595894,0.005741862827380294,0.21419564977462752,0.002009874170901266,0.17444661364150257,1.3666194107936712e-06,5.110713809210289e-06,0.0004587149154863646,0.0005735243916168372,0.004259353720766973,0.0009559443529409375,0.0040486821903873895,0.0003520186000048188,0.005454479461110295,0.00028652183333553754,8.54872824819747e-05,6.07289976039915e-09,1.0869486449149485e-06,1.1041441099578233e-05,2.4416929230292563e-07,5.954299018979023e-07,0.0012643244125304998,9.289066560376208e-06,0.0005968544002636433,1.6907758829407241e-09,4.2093106919082033e-07,4.79316662410237e-07,9.959586879913305e-10,8.190236704004073e-06,2.1639391428234566e-05,8.871365863038701e-05,1.4105495387727591e-09,4.6381395439002156e-05
2.5117428496427963e-06,0.47530990937822476,3.76,0.0,0.4763662033739579,0.9731361050298102,0.03656296184175692,1.6428279966501425e-11,1.4560416130348308e-09,0.028754947716413615,0.003714747340292405,0.047894703878731515,0.0057457475378355745,0.21540824708081632,0.002018711069338764,0.17551993396782206,1.3631567456519024e-06,5.116922669585762e-06,0.00046180598007757105,0.0005782150461694032,0.004319353726399851,0.0009581153531318242,0.00409003076855824,0.0003551201160054807,0.005538998335528884,0.0002872039222476046,8.606713704519563e-05,6.0864788544426286e-09,1.1025400839776065e-06,1.1245316145982697e-05,2.460189523289126e-07,6.008550045139155e-07,0.0012836353149817722,9.340639078337434e-06,0.0006049430393727731,1.706372285444973e-09,4.2730336471925167e-07,4.842689647875088e-07,1.0075731605271763e-09,8.348984328751976e-06,2.21282619427883e-05,8.996269232301079e-05,1.4200478532159014e-09,4.7349089236991626e-05
2.523341666562946e-06,0.4754252131261592,3.76,0.0,0.4748044205925309,0.9729097103653287,0.03684685352472621,1.6760388895798013e-11,1.4841200647809078e-09,0.028801036671662103,0.003706895896421704,0.04822982444314274,0.005749507641737225,0.21661661668134288,0.0020275418930334704,0.17659122770612054,1.3596688051665162e-06,5.122915782840079e-06,0.00046488541146671693,0.0005829017911430547,0.004379753434894335,0.0009602670516261795,0.004131443442521733,0.00035821897731649975,0.005624223173215261,0.00028788098630159895,8.664457784040545e-05,6.099949678262842e-09,1.118224779503219e-06,1.1451259510641662e-05,2.478643539297064e-07,6.062617063656758e-07,0.001303068795254937,9.391915752926147e-06,0.0006130773458605862,1.7219203825275095e-09,4.3370917206667695e-07,4.892237877347994e-07,1.0192196759475187e-09,8.509746809383947e-06,2.2624290829269703e-05,9.121734991242174e-05,1.4294968884969656e-09,4.832930018565e-05
2.5349404834830956e-06,0.4755402724051491,3.76,0.0,0.47324674711634185,0.9726827919480261,0.03713102515645182,1.7096888525017097e-11,1.512565951411835e-09,0.028845975604024434,0.003698969979494567,0.0485644586565472,0.005753144448383715,0.2178207362094508,0.002036366758425375,0.17766047671327412,1.3561563372397276e-06,5.128695267524151e-06,0.0004679530922092275,0.0005875844901840099,0.004440551120790769,0.0009623995623187701,0.004172917644121416,0.00036131496836450534,0.0057101528889392655,0.00028855304514908004,8.721958103282731e-05,6.113312791062581e-09,1.1340019346705876e-06,1.1659267207883375e-05,2.497053927029417e-07,6.116494691005543e-07,0.0013226234509200478,9.44289596170158e-06,0.0006212569771008422,1.7374186415971244e-09,4.401478039120242e-07,4.941806767838649e-07,1.0308975796826613e-09,8.672533634310296e-06,2.312750961806026e-05,9.247751862414244e-05,1.4388961385209759e-09,4.9322059140598654e-05
2.5465393004032452e-06,0.47565508541255985,3.76,0.0,0.4716932110562154,0.9724553549804552,0.03741547049313863,1.7437790766568566e-11,1.541380733467612e-09,0.02888977459618715,0.0036909714656140472,0.04889859231916586,0.005756659258939215,0.21902058410555636,0.0020451857704978176,0.17872766332608628,1.3526200795417829e-06,5.134263249817405e-06,0.0004710089081790019,0.000592263010108336,0.004501745041674969,0.0009645129987518255,0.00421445082913829,0.0003644078763552172,0.005796786348985601,0.00028922011839612854,8.779212348905306e-05,6.126568635682953e-09,1.149870750604523e-06,1.1869335003031068e-05,2.515419666770506e-07,6.170177702810691e-07,0.0013422978689740532,9.493579112867555e-06,0.0006294815893546648,1.7528655663741258e-09,4.466185703097647e-07,4.991391818057597e-07,1.0426062281008818e-09,8.837354175837542e-06,2.36379490187293e-05,9.374308562586478e-05,1.4482450957824556e-09,5.0327395506968126e-05
2.558138117323395e-06,0.4757696505702528,3.76,0.0,0.47014383971794305,0.9722274046508883,0.0377001833535429,1.778310676333544e-11,1.5705658292875914e-09,0.02893244377739673,0.0036829022087736868,0.04923221148320763,0.005760053368177791,0.2202161395256465,0.002053999024398331,0.1797927703072109,1.3490607601517696e-06,5.139621860612387e-06,0.00047405274820209054,0.0005969372204515593,0.004563333440431731,0.0009666074741120024,0.004256040475050236,0.0003674974910565952,0.005884122376696247,0.0002898822256454358,8.836218269224202e-05,6.1397176948793004e-09,1.1658304227807684e-06,1.2081458437893856e-05,2.533739751088299e-07,6.223660937260898e-07,0.0013620906277502314,9.543964640042051e-06,0.0006377508379684114,1.768259680488449e-09,4.5312077866668363e-07,5.040988561728145e-07,1.0543449809090247e-09,9.004217701107748e-06,2.4155638999799785e-05,9.501393808992363e-05,1.4575432911778544e-09,5.1345337391596246e-05
2.5697369342435445e-06,0.4758839662376863,3.76,0.0,0.468598659561263,0.971998946132173,0.03798515762254031,1.8132847109784618e-11,1.6001226305413078e-09,0.02897399332388612,0.0036747640396354014,0.049565302467825416,0.00576332806366399,0.22140738237696875,0.002062806604879402,0.1808557808660273,1.3454790969381248e-06,5.144773235895673e-06,0.0004770845042594657,0.0006016069936071785,0.004625314544700886,0.000968683101239674,0.004297684082518299,0.00037058360494075045,0.00597215975039539,0.0002905393864718099,8.892973677873305e-05,6.1527605546784355e-09,1.1818801456621463e-06,1.2295632821874233e-05,2.55201318601113e-07,6.276939321218523e-07,0.001382000296616105,9.594052012159616e-06,0.0006460643773729739,1.7835995396179325e-09,4.596537348392617e-07,5.090592569764841e-07,1.0661132024116717e-09,9.173133365574103e-06,2.46806087427696e-05,9.628996320864896e-05,1.4667902792580428e-09,5.2375911525279606e-05
2.581335751163694e-06,0.47599803089735854,3.76,0.0,0.467057696227312,0.9717699845816594,0.038270387249279426,1.8487021920918938e-11,1.6300524965841634e-09,0.029014433453441537,0.0036665587656998957,0.049897851851690773,0.005766484626126267,0.22259429329423974,0.0020716085868496535,0.18191667864505756,1.3418757977294224e-06,5.1497195154621104e-06,0.0004801040713910109,0.0006062722046772725,0.0046876865676163445,0.0009707399926458816,0.004339379175035805,0.00037366601316246427,0.006060897204848407,0.0002911916204435262,8.949476451578576e-05,6.165697700104265e-09,1.1980191081273055e-06,1.2511853237371137e-05,2.5702390052343044e-07,6.33000798084994e-07,0.001402025436775576,9.643840727408427e-06,0.000654421861167159,1.7988837477600694e-09,4.662167422488432e-07,5.14019945856565e-07,1.0779102708573245e-09,9.344110214745923e-06,2.5212886656699378e-05,9.757104823522273e-05,1.4759856000646893e-09,5.341914329655945e-05
2.5929345680838438e-06,0.47611184303285864,3.76,0.0,0.46552097452052993,0.9715405251404055,0.03855586624897284,1.8845640621969622e-11,1.6603567347072877e-09,0.029053774424016604,0.0036582881708803537,0.050229846480641924,0.005769524328807098,0.22377685365497205,0.0020804050351540568,0.18297544772902644,1.3382515600976045e-06,5.154462842890075e-06,0.0004831113477877783,0.0006109327315214817,0.004750447707702714,0.0009727782605103011,0.004381123299815976,0.0003767445136432316,0.006150333430405903,0.0002918389471125147,9.005724532111987e-05,6.178529542227884e-09,1.2142464987751813e-06,1.2730114536663623e-05,2.58841626073416e-07,6.382862144754023e-07,0.0014221646013013148,9.693330314649407e-06,0.000662822942146948,1.8141109322170885e-09,4.728091027320836e-07,5.189804886668218e-07,1.089735571370996e-09,9.517157180520976e-06,2.5752500352782383e-05,9.885708050461234e-05,1.4851288154543767e-09,5.447505671105096e-05
2.6045333850039934e-06,0.4762254012105383,3.76,0.0,0.46398851843157685,0.9713105729330104,0.03884158870145214,1.9208711790536524e-11,1.6910366016716542e-09,0.02909202652869785,0.003649954015902362,0.050561273461910035,0.005772448437574017,0.22495504555922805,0.0020891960050421145,0.18403207263332777,1.3346070715782114e-06,5.159005364494444e-06,0.0004861062346896081,0.0006155884546302297,0.004813596149553145,0.0009747980166774521,0.004422914027578796,0.0003798189070486209,0.006240467074263578,0.00029248138602241654,9.061715924436543e-05,6.191256637990473e-09,1.2305615008552547e-06,1.2950411347209104e-05,2.606544013174939e-07,6.435497079635387e-07,0.0014424163358565006,9.742520329915916e-06,0.0006712672723870461,1.8292797413926938e-09,4.794301167447521e-07,5.239404549890689e-07,1.1015884899993647e-09,9.692283082398591e-06,2.629947665498274e-05,0.00010014794747200988,1.4942195341220734e-09,5.5543674417566166e-05
2.616132201924143e-06,0.47633870402545136,3.76,0.0,0.4624603511416504,0.97108013306725,0.03912754875116024,1.9576243401857235e-11,1.7220933278638244e-09,0.029129200092961143,0.0036415580383531957,0.050892120164342,0.005775258210746364,0.2261288518254224,0.00209798154227643,0.1850865383015714,1.3309430097060885e-06,5.163349228887142e-06,0.0004890886363766079,0.000620239257088703,0.004877130064113059,0.0009767993726476033,0.004464748952777628,0.00038288899680623793,0.006331296740772477,0.00029311895670367763,9.117448696629393e-05,6.203879540646184e-09,1.2469632964852518e-06,1.3172738073791878e-05,2.6246213457980696e-07,6.487908228900794e-07,0.0014627791789862813,9.791410357648525e-06,0.0006797545032912252,1.8443888724183684e-09,4.860790836770635e-07,5.288994187926622e-07,1.1134684245151708e-09,9.869496626785053e-06,2.6853841595980733e-05,0.00010144353673427631,1.5032573533544298e-09,5.662501770531721e-05
2.6277310188442927e-06,0.47645175013626934,3.76,0.0,0.46093649504192347,0.9708492106336629,0.03941374060615762,1.9948243021520516e-11,1.75352811818621e-09,0.029165305469026088,0.0036331019528495316,0.05122237421458382,0.005777954899137666,0.2272982559729412,0.0021067616835375954,0.18613883009553261,1.3272600421452855e-06,5.167496585839747e-06,0.0004920584600977341,0.0006248850244621959,0.00494104760938088,0.0009787824395623256,0.0045066256936358,0.00038595458910243023,0.006422820992573927,0.000293751678672922,9.172920978478364e-05,6.2163986440047245e-09,1.2634510660126703e-06,1.3397088904157059e-05,2.642647367507899e-07,6.540091207313275e-07,0.001483251662856596,9.840000010266884e-06,0.0006882842856901237,1.859437058652548e-09,4.927553018197341e-07,5.338569587912857e-07,1.1253747851561584e-09,1.0048806407271279e-05,2.741562042138695e-05,0.00010274373607402663,1.5122418666088246e-09,5.771910651980799e-05
2.6393298357644424e-06,0.47656453823954553,3.76,0.0,0.4594169717430361,0.9706178107053367,0.03970015853763993,2.0324717561748387e-11,1.785342120188471e-09,0.029200353033075943,0.003624587451179932,0.051552023495203735,0.0057805397460530435,0.2284632422136003,0.002115536456625594,0.18718893379026144,1.3235588267403022e-06,5.171449585807426e-06,0.0004950156160395131,0.000629525644740753,0.005005346930753922,0.0009807473282020015,0.004548541892160825,0.00038901549288185066,0.006515038351162757,0.00029437957143487635,9.228130960790993e-05,6.228814409261114e-09,1.2800239882225924e-06,1.3623457811843546e-05,2.660621194998248e-07,6.592041621570575e-07,0.0015038323136343144,9.88828892709976e-06,0.0006968562698895709,1.8744230367231043e-09,4.994580687643784e-07,5.388126577821327e-07,1.1373069804936344e-09,1.0230220904760962e-05,2.7984837591856603e-05,0.00010404843348183668,1.5211727369836138e-09,5.8825959470817934e-05
2.650928652684592e-06,0.4766770670883431,3.76,0.0,0.4579018020932529,0.97038593833757,0.03998679687896859,2.0705672942552156e-11,1.817536417131837e-09,0.029234353180349688,0.003616016202360196,0.051881056140746486,0.005783013987333852,0.22962379543559544,0.002124305880841911,0.18823683556491666,1.3198400115423055e-06,5.175210378929877e-06,0.0004979600172629758,0.0006341610082356319,0.005070026161653891,0.0009826941489807773,0.004590495214125141,0.00039207151983816814,0.0066079472979324065,0.00029500265448546115,9.283076894023377e-05,6.2411275346974924e-09,1.2966812376740432e-06,1.3851838561027779e-05,2.67854195668412e-07,6.643755185776351e-07,0.0015245196521600879,9.936276774141545e-06,0.0007054701057550144,1.889345590085488e-09,5.061866818044687e-07,5.437661026344895e-07,1.1492644245408283e-09,1.0413748487843574e-05,2.856151678825998e-05,0.00010535751719564635,1.5300496367843266e-09,5.9945593849177125e-05
2.6625274696047416e-06,0.47678933547158275,3.76,0.0,0.4563910061814089,0.9701535985676659,0.04027365002561995,2.1091114460536843e-11,1.8501120794320343e-09,0.02926731632359864,0.0036073898528175183,0.05220946053757064,0.005785378851252348,0.23077990120058983,0.0021330699670663667,0.18928252200117446,1.3161042349007254e-06,5.178781114881928e-06,0.0005008915796959216,0.0006387910075587924,0.00513508342369548,0.0009846230119508806,0.004632483349148868,0.0003951224844242586,0.006701546274396889,0.00029562094731242736,9.337757088163378e-05,6.253338414709259e-09,1.3134219882429677e-06,1.4082224708021567e-05,2.6964088212017475e-07,6.695227981235746e-07,0.001545312194101263,9.983963244067531e-06,0.0007141254427396472,1.9042035809244868e-09,5.129404381840485e-07,5.487168854080185e-07,1.1612465585505007e-09,1.0599397412507514e-05,2.9145680910483565e-05,0.00010667087571057951,1.5388721413841431e-09,6.107802562707353e-05
2.6741262865248913e-06,0.4769013422355013,3.76,0.0,0.4548846033549367,0.9699207964145294,0.040560712434286064,2.148104740638832e-11,1.8830701841232863e-09,0.02929925288796421,0.0035987100263745507,0.05253722532008035,0.005787635558460877,0.23193154572776076,0.0021418287181400775,0.19032598007417562,1.3123521254950228e-06,5.182163941809896e-06,0.0005038102220778843,0.0006434155375199796,0.005200516827337531,0.000986534026795309,0.004674504010734386,0.0003981682038449602,0.006795833683237764,0.00029623446939523084,9.392169911463886e-05,6.265447143405213e-09,1.330245409806761e-06,1.4314609606185275e-05,2.7142209727031205e-07,6.746456060024451e-07,0.001566208450711485,1.0031348056015435e-05,0.0007228219299741891,1.9189958431705177e-09,5.197186349964098e-07,5.536646029939444e-07,1.1732528230625692e-09,1.0787175822306357e-05,2.973735208157659e-05,0.0001079883978247051,1.547639924429067e-09,6.222326947358955e-05
2.685725103445041e-06,0.4770130862588161,3.76,0.0,0.45338261222437537,0.969687536878412,0.040847978622761016,2.187547623498085e-11,1.9164116996870177e-09,0.029330173308936225,0.0035899783245348874,0.05286433937031839,0.005789785321934346,0.2330787158893956,0.0021505821289728284,0.1913671971500432,1.3085843024669878e-06,5.185361006072106e-06,0.000506715865945096,0.0006480344950976667,0.005266324472114901,0.0009884273028291667,0.004716554936357157,0.0004012084980686125,0.006890807888638245,0.0002968432402038037,9.4463137902173e-05,6.277454815041733e-09,1.347150673914447e-06,1.4548986408229197e-05,2.7319775668435704e-07,6.797435172258328e-07,0.0015872069290831646,1.0078430954997636e-05,0.0007315592163045773,1.9337212023355955e-09,5.265205698099046e-07,5.586088553655769e-07,1.185282630533619e-09,1.0977091748106164e-05,3.033655164698241e-05,0.00010930997265433246,1.5563528405087896e-09,6.338133875629107e-05
2.6973239203651906e-06,0.4771245664748392,3.76,0.0,0.45188505067697643,0.9694538249406363,0.04113544316924268,2.227440426251775e-11,1.9501375438510753e-09,0.029360088028708802,0.0035811963265110665,0.05319079181498281,0.005791829346979395,0.23422139919883858,0.0021593301868265925,0.19240616097902816,1.3048013754413444e-06,5.188374451478624e-06,0.0005096084355750502,0.0006526477793646425,0.005332504447115468,0.0009903029489883538,0.004758633887447391,0.00040424318981951225,0.006986467217081855,0.00029744727919942324,9.50018720775842e-05,6.28936163129858e-09,1.364136950909079e-06,1.4785348070073716e-05,2.749677831266296e-07,6.848161853792098e-07,0.001608306132568354,1.0125211711578712e-05,0.0007403369503561868,1.9483786307610688e-09,5.333455407544287e-07,5.635492483645085e-07,1.1973354538673871e-09,1.1169153108334778e-05,3.094330017862292e-05,0.00011063548965841367,1.5650104442118087e-09,6.455224555408774e-05
2.707762855593325e-06,0.47722467226345017,3.76,0.0,0.4505410467886703,0.9692431014948164,0.04139432642423607,2.2637288583398502e-11,1.9808201619572922e-09,0.02938616003518783,0.003573250812397735,0.05348402455067104,0.005793579553155586,0.23524596810633577,0.002167198845612766,0.1933392920792162,1.3013843234359998e-06,5.190931327531764e-06,0.0005122005093657153,0.0006567948027423257,0.005392383179519887,0.0009919760467171405,0.004796527074326824,0.0004069694779789248,0.007073144979926991,0.000297986884674249,9.548440830937117e-05,6.299991837743038e-09,1.3794931784573994e-06,1.4999764643273446e-05,2.7655592717860445e-07,6.89359704203815e-07,0.0016273802961282243,1.0167055891490466e-05,0.0007482712032631616,1.9615113633157295e-09,5.395071309784357e-07,5.679919803448334e-07,1.2082022272159117e-09,1.1343849133106319e-05,3.149584460545488e-05,0.00011183173446093643,1.5727547639922e-09,6.561704670149217e-05
2.7182017908214598e-06,0.4773245628163136,3.76,0.0,0.4492006568243729,0.9690320192270605,0.04165336213719376,2.3003821362061084e-11,2.0118154805345695e-09,0.029411433498695252,0.003565266939690949,0.053776705186496895,0.005795245949089045,0.23626688483498684,0.0021750631327110046,0.1942705800301836,1.2979559544972293e-06,5.193342764059337e-06,0.0005147818824573978,0.0006609370798522934,0.0054525605366981,0.000993635031053129,0.004834439569820152,0.0004096909614057812,0.007160375035530621,0.00029852268731537525,9.596473170209737e-05,6.3105411372892494e-09,1.3949137446824331e-06,1.5215777686922114e-05,2.781393899447875e-07,6.938822107686774e-07,0.0016465337370415503,1.0208655038943449e-05,0.0007562376777560627,1.974587444263181e-09,5.456863020849359e-07,5.724309897593639e-07,1.2190868056960778e-09,1.152029489731952e-05,3.205453364988139e-05,0.00011303100315764944,1.5804539218925474e-09,6.669226200204898e-05
2.7286407260495944e-06,0.4774242374394103,3.76,0.0,0.44786389236828716,0.9688205817283334,0.04191254647879968,2.337400408978016e-11,2.043124106237471e-09,0.029435916032470665,0.0035572458139062667,0.0540688262940659,0.005796829397386405,0.2372841415716006,0.0021829230239367114,0.19520001667610454,1.2945166935735075e-06,5.195610316276278e-06,0.000517352505195502,0.0006650745412154228,0.0055130351056006605,0.0009952799806177465,0.004872369791776725,0.00041240751657194554,0.007248156088430694,0.00029905470129569696,9.6442832350584e-05,6.321009907580561e-09,1.4103980415548956e-06,1.543338167164431e-05,2.797181169428909e-07,6.983834567660185e-07,0.0016657653584501817,1.0250009038705684e-05,0.0007642361174591553,1.9876061539903192e-09,5.518825445340051e-07,5.768659986488703e-07,1.2299888057241898e-09,1.1698495940570341e-05,3.261938071531333e-05,0.00011423321598911599,1.5881076978999808e-09,6.7777897628176e-05
2.739079661277729e-06,0.47752369547098145,3.76,0.0,0.44653076456028556,0.9686087925764723,0.042171875657897526,2.374783758443078e-11,2.074746600406512e-09,0.029459615245839055,0.0035491885262546197,0.054360380598994645,0.005798330755549119,0.2382977308964928,0.0021907784907198905,0.19612759409793026,1.291066959550889e-06,5.19773553618983e-06,0.0005199123296267229,0.000669207118565837,0.005573805467420171,0.000996910973777797,0.004910316173754228,0.0004151190217446015,0.007336486820270087,0.00029958294078323295,9.69187007026146e-05,6.331398306816617e-09,1.4259454607282905e-06,1.5652570948382094e-05,2.8129205610148534e-07,7.028632117042917e-07,0.0016850740622472878,1.0291117791810314e-05,0.0007722662660022215,2.0005668072449988e-09,5.580953496291617e-07,5.812967325900959e-07,1.2409078574403775e-09,1.1878457729098482e-05,3.319039870658247e-05,0.00011543829348958447,1.595715850222248e-09,6.887395893554852e-05
2.7495185965058635e-06,0.4776229362707342,3.76,0.0,0.4452012840986871,0.9683966553361134,0.04243134592135697,2.4125322186635197e-11,2.1066835127587252e-09,0.02948253874344225,0.0035410961538044723,0.05465136098033094,0.005799750875963924,0.23930764578086977,0.0021986295001626176,0.19705330461192913,1.287607165327074e-06,5.199719972522327e-06,0.0005224613094875352,0.000673334744837134,0.00563487019769775,0.0009985280886473532,0.004948277165010661,0.00041782535698430136,0.007425365889983543,0.000300107419941663,9.739232755659039e-05,6.341706709377881e-09,1.4415553937207265e-06,1.5873339749568145e-05,2.828611551979486e-07,7.073212279833647e-07,0.0017044587492060165,1.0331981215253459e-05,0.0007803278670350923,2.0134686923942596e-09,5.643242097062094e-07,5.857229203166671e-07,1.2518435774396747e-09,1.2060185655860265e-05,3.37676000310306e-05,0.00011664615649385147,1.60327828481545e-09,6.998045046602275e-05
2.759957531733998e-06,0.4777219592293483,3.76,0.0,0.4438754612505111,0.9681841735584722,0.04269095355357075,2.4506458114377774e-11,2.1389353934826334e-09,0.029504694122615367,0.0035329697594730374,0.05494176046820466,0.005801090605876745,0.24031387957775155,0.002206476015248247,0.19797714076459288,1.2841377178116353e-06,5.201565170172438e-06,0.000524999400173217,0.0006774573541106195,0.005696227866682274,0.0010001314030830778,0.004986251230487229,0.00042052640413903106,0.007514791934412753,0.00030062815293004964,9.786370405467165e-05,6.3519357151083825e-09,1.4572272315694511e-06,1.609568219213783e-05,2.8442536183540797e-07,7.117572593383797e-07,0.0017239183193592665,1.0372599241952947e-05,0.0007884206642757951,2.026311115315031e-09,5.705686182956744e-07,5.901442933294095e-07,1.262795581655746e-09,1.2243685040698468e-05,3.435099660199135e-05,0.0001178567261587271,1.6107949069909853e-09,7.109737595804986e-05
2.7703964669621327e-06,0.4778207637655062,3.76,0.0,0.44255330580066593,0.9679713507795833,0.04295069488097684,2.4891245231604732e-11,2.171502747547018e-09,0.029526088971547158,0.0035248103906583253,0.05523157226200122,0.005802350786701016,0.24131642606663892,0.0022143179944128714,0.19889909535980252,1.2806590173613717e-06,5.203272669721929e-06,0.0005275265589074082,0.0006815748817396742,0.005757877038790646,0.0010017209946439874,0.005024236852742183,0.0004232220470607757,0.007604763565763715,0.0003011451539063218,9.833282172192291e-05,6.362085427390926e-09,1.472960364920361e-06,1.6319592264443303e-05,2.8598462725770366e-07,7.161711086141754e-07,0.0017434516719745767,1.0412971819756278e-05,0.0007965444015357774,2.0390934740287114e-09,5.768280702318467e-07,5.945605865172878e-07,1.2737635234195993e-09,1.2428961121333786e-05,3.494059977846693e-05,0.0001190699240052288,1.6182654021295846e-09,7.222473825022291e-05
