Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7)
3.409933662670009e-08,0.7666090254208109,3.76,0.0,0.976106495517911,0.9999992644452268,4.427176847016078e-09,6.174451773330166e-19,3.288797904653116e-13,0.00036423569193969307,6.186293913055054e-06,6.229783599230169e-06,1.538119671321253e-06,1.6606791057760043e-06,3.270031711804381e-07,2.3717777979075554e-13,8.656630270178602e-15,6.889967557340619e-07,2.481581256443688e-08,1.1157432223623525e-09,2.1330246046074002e-08,1.549549969958012e-08
3.502027188881837e-08,0.766609710474545,3.76,0.0,0.9761010955110379,0.999999242502435,4.893014096603126e-09,6.921986541937639e-19,3.397104641997265e-13,0.0003738999142162503,6.471111124222819e-06,6.568780654356537e-06,1.6511048359111328e-06,1.75766971708784e-06,3.535374881924648e-07,2.693727221029397e-13,1.0076168109969782e-14,7.081395959673097e-07,2.58784974480327e-08,1.1791933195105587e-09,2.3050545220616345e-08,1.66569960503185e-08
3.5941207150936646e-08,0.7666103962004807,3.76,0.0,0.9760956850761839,0.9999992204100712,5.395993835620533e-09,7.738294125186129e-19,3.505394860737346e-13,0.00038355514698353287,6.761275398431754e-06,6.916648498077198e-06,1.7692235054718481e-06,1.8581271211946199e-06,3.816044906480948e-07,3.0502549535417436e-13,1.168595849351967e-14,7.27323400913618e-07,2.6951468861035373e-08,1.2442695831471599e-09,2.486835270734502e-08,1.787723156340873e-08
3.6862142413054924e-08,0.7666110826111767,3.76,0.0,0.9760902641642543,0.9999991981642364,5.9381972558701914e-09,8.627786691811851e-19,3.6136578520184946e-13,0.00039320139771004765,7.056741432788037e-06,7.2733787873748476e-06,1.8925707730419403e-06,1.962087961505339e-06,4.112582742581367e-07,3.44417083333455e-13,1.3506193676009302e-14,7.465491573123447e-07,2.8034239027796135e-08,1.3109577415417417e-09,2.6786897403099125e-08,1.9157723654962925e-08
3.77830776751732e-08,0.7666117697190824,3.76,0.0,0.9760848327254729,0.9999991757609767,6.5217734916220966e-09,9.595038000448055e-19,3.721884290228574e-13,0.00040283867384441785,7.357465396646983e-06,7.638963186689851e-06,2.021240936009554e-06,2.0695874902436484e-06,4.425534917614525e-07,3.878446261384067e-13,1.5558689074064647e-14,7.658178514689956e-07,2.912634089867143e-08,1.3792437071150243e-09,2.8809423612934236e-08,2.049997681102285e-08
3.870401293729148e-08,0.7666124575365417,3.76,0.0,0.9760793907094041,0.9999991531962842,7.148939920168069e-09,1.0644784472691942e-18,3.830066055753327e-13,0.0004124669828163945,7.663404884278549e-06,8.013393367902241e-06,2.1553275219690897e-06,2.180659616837713e-06,4.7554533168471094e-07,4.356220072992906e-13,1.7866975720109313e-14,7.851304692322906e-07,3.0227327271055035e-08,1.4491135979394795e-09,3.093918898299523e-08,2.190548167677355e-08
3.9624948199409756e-08,0.7666131460757964,3.76,0.0,0.9760739380649736,0.9999991304661004,7.821982419613395e-09,1.1781926192095304e-18,3.938196080433545e-13,0.00042208633203783186,7.974518869036616e-06,8.396661010314409e-06,2.294923313747415e-06,2.2953369546921753e-06,5.10289497841419e-07,4.880804509860269e-13,2.045639605040945e-14,8.044879959734158e-07,3.133676994768599e-08,1.5205537558535873e-09,3.317946249492481e-08,2.3375714220179907e-08
4.0545883461528034e-08,0.7666138353489903,3.76,0.0,0.9760684747404884,0.9999991075663168,8.543255585193625e-09,1.3011527832073798e-18,4.0462682128328863e-13,0.00043169672890362406,8.2907676589842e-06,8.788757800634438e-06,2.4401203736259157e-06,2.4136508663949326e-06,5.468421895455146e-07,5.455691292148427e-13,2.3354203083624642e-14,8.238914165672813e-07,3.24542589306529e-08,1.5935507615620043e-09,3.553352252127206e-08,2.4912134966179578e-08
4.146681872364631e-08,0.7666145253681709,3.76,0.0,0.9760630006836561,0.9999990844927783,9.315182905392215e-09,1.4338819515615113e-18,4.1542771007801327e-13,0.0004412981807926071,8.612112853928373e-06,9.189675432960079e-06,2.5910100667838093e-06,2.535631507409768e-06,5.852600825156011e-07,6.084557789685823e-13,2.6589663046205247e-14,8.433417153756208e-07,3.3579401649581075e-08,1.6680914470568742e-09,3.8004654941307923e-08,2.6516188297735334e-08
4.238775398576459e-08,0.7666152161452938,3.76,0.0,0.9760575158416037,0.9999990612412833,1.0140256899122157e-08,1.5769197609587847e-18,4.262218088964526e-13,0.00045089069506842774,8.938517303820067e-06,9.599405608763323e-06,2.747683083987405e-06,2.6613078683042343e-06,6.25600310446668e-07,6.771273291425198e-13,3.019416150048741e-14,8.62839876231786e-07,3.471182222255279e-08,1.744162905661936e-09,4.059615131660136e-08,2.8189301820211846e-08
4.3308689247882866e-08,0.7666159076922262,3.76,0.0,0.9760520201608964,0.9999990378075879,1.1021039215220604e-08,1.730822545637999e-18,4.37008712964952e-13,0.00046047427908037816,9.269945068475396e-06,1.0017940036875565e-05,2.9102294635491776e-06,2.7907078155606425e-06,6.679204472269005e-07,7.519905372257528e-13,3.420131303084344e-14,8.823868824270931e-07,3.58511607483716e-08,1.8217524999702112e-09,4.331130712566126e-08,2.9932885785699735e-08
4.4229624510001144e-08,0.7666166000207472,3.76,0.0,0.9760465135875542,0.999999014187406,1.1960160695490247e-08,1.8961634045507576e-18,4.477880704824731e-13,0.00047004894016420125,9.606361378576499e-06,1.0445270433473342e-05,3.0787386125798078e-06,2.9238581310164108e-06,7.122784897779135e-07,8.33472635626811e-13,3.864707454274698e-14,9.019837166986024e-07,3.6997072628841614e-08,1.9008478679178767e-09,4.61534200569052e-08,3.1748332574062e-08
4.515055977211942e-08,0.7666172931425537,3.76,0.0,0.9760409960670707,0.9999989903764107,1.2960321402505111e-08,2.0735322627735137e-18,4.585595758333886e-13,0.0004796146856428651,9.94773259791136e-06,1.0881388522064611e-05,3.253299327555563e-06,3.060784549978551e-06,7.587328414974595e-07,9.22021987551018e-13,4.356986222910788e-14,9.216313612182126e-07,3.814922791978876e-08,1.9814369272117825e-09,4.91257883591763e-08,3.363701622762379e-08
4.60714950342377e-08,0.766617987069262,3.76,0.0,0.976035467544428,0.9999989663702377,1.4024290613381523e-08,2.2635359274157106e-18,4.693229636702251e-13,0.0004891715228273091,1.0294026186813162e-05,1.1326286033475564e-05,3.4339998142227375e-06,3.2015117980556306e-06,8.073422962843448e-07,1.0181087523362665e-12,4.901067225771721e-14,9.413307975829669e-07,3.9307310709605586e-08,2.0635078783056596e-09,5.223170924899276e-08,3.560029203656548e-08
4.6992430296355976e-08,0.7666186818124099,3.76,0.0,0.9760299279641134,0.9999989421644851,1.5154906780697667e-08,2.466798138260844e-18,4.800780037548022e-13,0.0004987194590171622,1.0645210666761256e-05,1.1779954705837957e-05,3.6209277068601406e-06,3.3460636267491392e-06,8.581660231259493e-07,1.1222255601532723e-12,5.5013205233124706e-14,9.610830068064738e-07,4.047101852415206e-08,2.1470492060999976e-09,5.5474477373683375e-08,3.7639496172212e-08
4.7913365558474254e-08,0.7666193773834593,3.76,0.0,0.9760243772701359,0.9999989177547158,1.635507746172703e-08,2.6839596133699404e-18,4.908244964604551e-13,0.000508258501501436,1.1001255586106772e-05,1.2242386284576944e-05,3.81417008692e-06,3.4944628478448563e-06,9.112635512293821e-07,1.2348881959759652e-12,6.162399448574799e-14,9.808889693113563e-07,4.164006175689479e-08,2.2320496805223664e-09,5.8857383329532274e-08,3.975594536553914e-08
4.975523608271081e-08,0.7666207710547492,3.76,0.0,0.976013242314918,0.9999988683052116,1.8976057406689508e-08,3.1626283487161205e-18,5.122911725003952e-13,0.0005273099344601212,1.1727809875336615e-05,1.3193505179283695e-05,4.219943977174929e-06,3.802890211257519e-06,1.024519844865681e-06,1.4880340563392414e-12,7.6871445651086e-14,1.0206660728642213e-06,4.3993057195698026e-08,2.406384568746384e-09,6.605674248483411e-08,4.422574711484823e-08
5.1412919554523714e-08,0.7666220283038641,3.76,0.0,0.9760031822754998,0.9999988230577351,2.1603395053873292e-08,3.647742338856471e-18,5.315804448602375e-13,0.0005444258805788854,1.239804582196848e-05,1.4079398663357448e-05,4.6075989326646935e-06,4.093843678224432e-06,1.1348309857929499e-06,1.7507652116402708e-12,9.320397190937176e-14,1.0566591255690452e-06,4.6126339558773366e-08,2.5681693933538685e-09,7.304831613000905e-08,4.852554922052555e-08
5.307060302633662e-08,0.7666232884104476,3.76,0.0,0.9759930853366793,0.999998777078772,2.4504452330939264e-08,4.188634225911686e-18,5.508399527812807e-13,0.000561513124033003,1.308359954426504e-05,1.4993555921104849e-05,5.017043696818284e-06,4.397577910621723e-06,1.253450041880372e-06,2.050338906374265e-12,1.1237481076912613e-13,1.0928415588171262e-06,4.827293755746309e-08,2.7345201049119377e-09,8.054478124864038e-08,5.309518925042776e-08
5.472828649814952e-08,0.7666245514389196,3.76,0.0,0.9759829511564723,0.9999987303413462,2.7698664887664513e-08,4.789658938190246e-18,5.700692240208131e-13,0.0005785717070306094,1.378432644225757e-05,1.5935929074126906e-05,5.448768385437404e-06,4.714196095042592e-06,1.3807354361570422e-06,2.3906938977636183e-12,1.3477612561312702e-13,1.1292190683804635e-06,5.043156071362531e-08,2.9053812911842603e-09,8.856500612320746e-08,5.794161550250439e-08
5.638596996996243e-08,0.7666258174530983,3.76,0.0,0.9759727793889497,0.999998682818213,3.120617838715981e-08,5.4553517550421566e-18,5.892679015399551e-13,0.0005956016717156103,1.4500090314561617e-05,1.6906470319772874e-05,5.9032586028839605e-06,5.043793921368459e-06,1.5170483564911676e-06,2.7760697017477108e-12,1.6084144187768718e-13,1.1657973435027008e-06,5.260101582506751e-08,3.0807003214542217e-09,9.712771637735235e-08,6.3071559621179e-08
5.804365344177533e-08,0.7666270865162123,3.76,0.0,0.9759625696844594,0.9999986344818788,3.5047842738762344e-08,6.190428490296837e-18,6.084357179811351e-13,0.0006126030601771488,1.5230762873139623e-05,1.790513193098222e-05,6.380995704566282e-06,5.386460060269254e-06,1.6627525522988663e-06,3.21102100665852e-12,1.910487631618706e-13,1.2025820668742582e-06,5.4780199652101826e-08,3.2604272595553556e-09,1.0625147547884184e-07,6.849153624130193e-08
5.970133691358823e-08,0.7666283586909521,3.76,0.0,0.9759523216898361,0.9999985853046203,3.924520561455392e-08,6.99978556563928e-18,6.275724757175985e-13,0.000629575914458487,1.5976223285845435e-05,1.8931866256138946e-05,6.882457044077693e-06,5.742276611415003e-06,1.818214144365656e-06,3.700432374126458e-12,2.2592383735217706e-13,1.2395789146227633e-06,5.6968092159595136e-08,3.4445147694796067e-09,1.1595466679159484e-07,7.420784345285105e-08
6.135902038540114e-08,0.7666296340394908,3.76,0.0,0.9759420350485994,0.9999985352585021,4.382050532042972e-08,7.888499990850643e-18,6.466780313844226e-13,0.000646520276565358,1.673635774464875e-05,1.998662571893756e-05,7.408116206151357e-06,6.111319524675097e-06,1.9838014467352567e-06,4.24953321464605e-12,2.6604357220636145e-13,1.2767935563165683e-06,5.916375026305609e-08,3.632918015847936e-09,1.2625547708039338e-07,8.022656398006812e-08
6.301670385721404e-08,0.766630912623521,3.76,0.0,0.9759317094011392,0.9999984843153925,4.8796663054784204e-08,8.861829252866525e-18,6.657522841573521e-13,0.0006634361884738076,1.7511059058841502e-05,2.106936281826026e-05,7.958443225819401e-06,6.4936589950927575e-06,2.1598848002907036e-06,4.8639130397553166e-12,3.120396062082411e-13,1.3142316549800742e-06,6.136630205694587e-08,3.82559456086073e-09,1.371718814457999e-07,8.655356701718493e-08
6.467438732902695e-08,0.7666321945042788,3.76,0.0,0.975921344384894,0.9999984324469796,5.419727462241493e-08,9.925211125629564e-18,6.847951666337316e-13,0.0006803236921375796,1.8300226271290436e-05,2.2180030128064754e-05,8.533904794848393e-06,6.889359833736356e-06,2.3468364170604663e-06,5.549536980838173e-12,3.646020355772696e-13,1.3518988671187366e-06,6.357494147722152e-08,4.022504260007815e-09,1.4872162960082033e-07,9.319451061966198e-08
6.633207080083985e-08,0.7666334797425736,3.76,0.0,0.9759109396345157,0.9999983796247848,6.004660165630449e-08,1.1084263407228422e-17,7.038066375998576e-13,0.0006971828294950749,1.9103764296344434e-05,2.3318580297281916e-05,9.134964456222697e-06,7.298481815947035e-06,2.545030234546691e-06,6.312761569375817e-12,4.24483300216072e-13,1.3898008427521838e-06,6.578892336286848e-08,4.223609158071848e-09,1.6092223342522543e-07,1.0015484457377309e-07
6.798975427265276e-08,0.7666347683988114,3.76,0.0,0.9759004947820289,0.9999983258201762,6.636956239672979e-08,1.2344783592210748e-17,7.227866762811772e-13,0.0007140136424759249,1.992158357809517e-05,2.4484966049722976e-05,9.762082787397195e-06,7.721080008398631e-06,2.7548417794228277e-06,7.1603507728027384e-12,4.925022308708287e-13,1.4279432254542213e-06,6.800755888481027e-08,4.428873386365507e-09,1.737909557326239e-07,1.0743981367771008e-07
6.964743774446566e-08,0.766636060533018,3.76,0.0,0.9758900094569792,0.9999982710043813,7.319172206866059e-08,1.371274848438038e-17,7.417352778658964e-13,0.0007308161730071982,2.0753599767978733e-05,2.567914018399577e-05,1.0415717572881163e-05,8.157205076074549e-06,2.976648040090317e-06,8.099492282252878e-12,5.695482604915637e-13,1.4663316523988266e-06,7.023021131774101e-08,4.638263061736377e-09,1.8734480019729396e-07,1.1505446138191989e-07
7.130512121627856e-08,0.7666373562048636,3.76,0.0,0.9758794832865736,0.9999982151484975,8.053928289856117e-08,1.519431375562854e-17,7.60652450068554e-13,0.0007475904630192698,2.1599733420683246e-05,2.690105557342976e-05,1.1096323966727453e-05,8.606903570287094e-06,3.210827347575816e-06,9.137814047826413e-12,6.565858024373106e-13,1.504971754411241e-06,7.245629213047517e-08,4.8517461878414785e-09,2.0160050238499585e-07,1.2300363373797274e-07
7.296280468809147e-08,0.7666386554736808,3.76,0.0,0.9758689158958137,0.9999981582235044,8.843907381141687e-08,1.6795813455832763e-17,7.795382104761283e-13,0.0007643365544513769,2.2459909707326334e-05,2.8150665166009295e-05,1.1804354645501526e-05,9.070218198864541e-06,3.4577592642514313e-06,1.0283401056861873e-11,7.546587980599445e-13,1.5438691560233013e-06,7.468525737070874e-08,5.069292559190333e-09,2.1657452183092598e-07,1.3129198360674262e-07
7.462048815990437e-08,0.7666399583984865,3.76,0.0,0.9758583069076217,0.9999981002002712,9.691853984786682e-08,1.85237594789544e-17,7.983925844608726e-13,0.0007810544892568845,2.3334058144883172e-05,2.9427921984314898e-05,1.2540259952295606e-05,9.547188079610038e-06,3.7178244798710647e-06,1.154481235044522e-11,8.648954360224713e-13,1.5830294755321967e-06,7.691660432097304e-08,5.290873668354564e-09,2.3228303510730135e-07,1.3992397507963358e-07
7.627817163171728e-08,0.766641265038,3.76,0.0,0.9758476559429591,0.999998041049569,1.0600573133838214e-07,2.0384840989974034e-17,8.172156035273545e-13,0.0007977443094082854,2.4222112340931987e-05,3.0732779125472184e-05,1.3304488032305474e-05,1.003784897804239e-05,3.99140471445989e-06,1.293109827372425e-11,9.885130457371796e-13,1.622458325061994e-06,7.914986840499295e-08,5.516462616571133e-09,2.4874192982577697e-07,1.4890388807234457e-07
7.793585510353018e-08,0.7666425754506582,3.76,0.0,0.9758369626209384,0.999997980742077,1.1572929286856238e-07,2.23859238168013e-17,8.360073040171476e-13,0.0008144060569019486,2.5124009752863565e-05,3.2065189761108023e-05,1.4097484960443012e-05,1.0542233530340316e-05,4.278882627635141e-06,1.445181795588546e-11,1.1268231673196786e-12,1.662161310627345e-06,8.13846203259093e-08,5.7460340278368816e-09,2.6596679952264477e-07,1.582358230559779e-07
7.959353857534309e-08,0.7666438896946365,3.76,0.0,0.9758262265589308,0.9999979192483915,1.2611845206746024e-07,2.4534049810772128e-17,8.54767726108408e-13,0.0008310397737626425,2.6039691460757317e-05,3.3425107137313865e-05,1.4919694861426913e-05,1.1060371452350502e-05,4.580641733965024e-06,1.6117057015838113e-11,1.281236800439273e-12,1.7021440321988931e-06,8.362046341937435e-08,5.979563966537573e-09,2.8397293937676337e-07,1.6792370589406745e-07
8.1251222047156e-08,0.7666452078278592,3.76,0.0,0.9758154473726641,0.9999978565390331,1.372030082493313e-07,2.6836436179066092e-17,8.734969130447418e-13,0.0008476455020478398,2.696910195315871e-05,3.4812484574615756e-05,1.577156002277562e-05,1.1592289735483329e-05,4.8970663239898935e-06,1.793744548967731e-11,1.4532698343805363e-12,1.7424120837699095e-06,8.585703120549896e-08,6.217029858637352e-09,3.027753427112964e-07,1.779712927566687e-07
8.29089055189689e-08,0.7666465299080177,3.76,0.0,0.9758046246763205,0.9999977925844536,1.4901332093768462e-07,2.93004747921963e-17,8.921949105343076e-13,0.0008642232838518275,2.791218892502546e-05,3.622727546795094e-05,1.6653521001108563e-05,1.2138012830283182e-05,5.22854139054728e-06,1.992417597603234e-11,1.6445486615705767e-12,1.7829710534237344e-06,8.809398512458851e-08,6.4584104164299104e-09,3.223886982315563e-07,1.8838217508515222e-07
8.45665889907818e-08,0.7666478559925823,3.76,0.0,0.9757937580826235,0.999997727355043,1.6158029829875182e-07,3.193373146953012e-17,9.108617662773304e-13,0.0008807731613096328,2.8868903087151266e-05,3.766943328665074e-05,1.756601672213883e-05,1.2697562818415175e-05,5.575452560063522e-06,2.2089021995494223e-11,1.8568159767844898e-12,1.8238265234016397e-06,9.033101244273419e-08,6.703685566813236e-09,3.4282738795289e-07,1.9915978458413512e-07
8.622427246259471e-08,0.7666491861388162,3.76,0.0,0.9757828472029259,0.9999976608211341,1.7493538550963145e-07,3.4743945245518625e-17,9.294975295960393e-13,0.0008972951766007808,2.9839197986419177e-05,3.913891157442958e-05,1.8509484574716086e-05,1.3270959573761304e-05,5.9381860284975055e-06,2.444435656044488e-11,2.091936764214443e-12,1.8649840701707967e-06,9.256782431450357e-08,6.952836383013436e-09,3.6410548577445093e-07,2.103073982197977e-07
8.788195593440761e-08,0.7666505204037857,3.76,0.0,0.9757718916472863,0.9999975929530097,1.891105530846311e-07,3.7739027619016474e-17,9.481022511482792e-13,0.0009137893719528923,3.082302983627686e-05,4.0635663949379864e-05,1.948436049925655e-05,1.3858220913275488e-05,6.317128501642448e-06,2.7003170951725386e-11,2.351904474558968e-12,1.9064492644920449e-06,9.480415399100829e-08,7.20584501966239e-09,3.862367566565539e-07,2.2182814320629187e-07
8.953963940622052e-08,0.7666518588443734,3.76,0.0,0.9757608910245484,0.9999975237209066,2.041382851817813e-07,4.0927061787834487e-17,9.666759827074379e-13,0.0009302557896451386,3.1820357356859006e-05,4.215964410397251e-05,2.0491079070878142e-05,1.4459362738209817e-05,6.7126671395088885e-06,2.977909369866737e-11,2.638847394253545e-12,1.9482276714872065e-06,9.703975516248577e-08,7.46269465112618e-09,4.09234656360985e-07,2.3372500196399844e-07
9.119732287803342e-08,0.766653201517288,3.76,0.0,0.9757498449424105,0.9999974530950209,2.2005156791004863e-07,4.4316301870497575e-17,9.852187769927407e-13,0.0009466944720115594,3.2831141624212694e-05,4.3710805805063124e-05,2.1530073577542183e-05,1.5074399166291092e-05,7.125189504527703e-06,3.2786409759080014e-11,2.955035208925196e-12,1.9903248507057127e-06,9.927440042529436e-08,7.723369412976572e-09,4.3311233171522666e-07,2.460008170352105e-07
9.451268982165923e-08,0.7666558997861224,3.76,0.0,0.9757276148254006,0.999997307542506,2.5466916955225303e-07,5.173226607964556e-17,1.0222117686599372e-12,0.0009794888003961748,3.4892935658170684e-05,4.689448928617093e-05,2.3706617537149217e-05,1.6346204099317768e-05,8.00273740017769e-06,3.955576073054203e-11,3.684972518995367e-12,2.0754977365389617e-06,1.0374000000414195e-07,8.256135353328428e-09,4.835580580859342e-07,2.717000158221157e-07
9.749652007092246e-08,0.7666583432683163,3.76,0.0,0.9757074482922613,0.9999971714788253,2.8919437628386684e-07,5.918103479087892e-17,1.0554001998635156e-12,0.0010089092670568674,3.679422526278648e-05,4.985230302078897e-05,2.5780213689333434e-05,1.7538457393178315e-05,8.85450948626303e-06,4.65969778927955e-11,4.467841719766018e-12,2.1532991963984547e-06,1.0775382835598727e-07,8.748565275332994e-09,5.320936445476796e-07,2.961511480300814e-07
9.999999999999998e-08,0.7666608013382578,3.76,0.0,0.9756904099814276,0.9999970534839234,3.207790051519147e-07,6.603637346241906e-17,1.0831691220526662e-12,0.0010335246681928995,3.842268512695585e-05,5.240135664335932e-05,2.760572569586386e-05,1.85736218386384e-05,9.616178612894009e-06,5.3274754838774045e-11,5.229793229042921e-12,2.21943781036088e-06,1.1111696906247231e-07,9.171124928837189e-09,5.751590251357761e-07,3.1764231352577966e-07
1.0048035032018569e-07,0.7666608013382578,3.76,0.0,0.9756871283240792,0.9999970304343452,3.271234801459369e-07,6.741780638002531e-17,1.0884892462382367e-12,0.0010382405324743822,3.8738602863484754e-05,5.289746934975892e-05,2.7965070840825655e-05,1.877587949630387e-05,9.767349856602693e-06,5.464214095586917e-11,5.387961622360929e-12,2.232219692503087e-06,1.1176174801315076e-07,9.253180264207951e-09,5.836701687872542e-07,3.2186841869459e-07
1.0346418056944892e-07,0.7666632743215173,3.76,0.0,0.9756666525997092,0.999996884234287,3.686654802685519e-07,7.64967932599394e-17,1.121479237650752e-12,0.0010674828459205483,4.072590967905727e-05,5.60297213337093e-05,3.0263678090522512e-05,2.005850280925844e-05,1.0743527696872358e-05,6.380089349512945e-11,6.464619695298391e-12,2.3122914550235885e-06,1.1576295235380488e-07,9.769915886638496e-09,6.383533280630151e-07,3.488639705654183e-07
1.0644801081871215e-07,0.7666657625426011,3.76,0.0,0.9756460187905216,0.999996732703722,4.1403373141575997e-07,8.647393732253305e-17,1.1543705088943388e-12,0.0010966364574706271,4.27560022717182e-05,5.92487928163758e-05,3.2678515813130484e-05,2.138634896267738e-05,1.1785313364273481e-05,7.419136620365416e-11,7.719181254417982e-12,2.3935466605125637e-06,1.197567449314247e-07,1.0298714089895087e-08,6.962057409488988e-07,3.7714884391310416e-07
1.0943184106797538e-07,0.7666682663248701,3.76,0.0,0.9756252245612322,0.9999965756676173,4.634457365856405e-07,9.740689428092838e-17,1.18716339938509e-12,0.0011257016180500424,4.4828750859618065e-05,6.255441842553402e-05,3.5212056500185845e-05,2.2759430183195286e-05,1.2894977876183213e-05,8.594057046661114e-11,9.175248070061672e-12,2.4760174329121814e-06,1.2374252499119607e-07,1.0839522526166313e-08,7.572870126594426e-07,4.067330545368266e-07
1.124156713172386e-07,0.76667078599078,3.76,0.0,0.9756042675706543,0.9999964129508763,5.171229444208177e-07,1.0935501799395069e-16,1.219858253004941e-12,0.001154678579478937,4.6944037801091585e-05,6.594633357407901e-05,3.78667655074156e-05,2.4177750496579212e-05,1.407479246397465e-05,9.918479777534743e-11,1.0858824361965216e-11,2.559735844493496e-06,1.277197748997838e-07,1.1392293943600185e-08,8.216538076591122e-07,4.37625667908178e-07
1.1539950156650183e-07,0.7666733218618907,3.76,0.0,0.9755831454723811,0.9999962443783734,5.752905517138544e-07,1.2237934480951294e-16,1.2524554180646892e-12,0.0011835675945148574,4.9101756231013035e-05,6.942427446124365e-05,4.0645101719219264e-05,2.564130678792109e-05,1.532702818346628e-05,1.1407002464908005e-10,1.2798490119506857e-11,2.644733916726679e-06,1.3168804922106882e-07,1.1956985636721212e-08,8.893599281490076e-07,4.6983486949592657e-07
1.1838333181576506e-07,0.7666758742589859,3.76,0.0,0.9755618559154033,0.9999960697749843,6.38177311420234e-07,1.3654257794851665e-16,1.2849552473474433e-12,0.0012123689168936974,5.13018088394729e-05,7.29879780739549e-05,4.3549518135668416e-05,2.715008972919169e-05,1.6653955577388174e-05,1.307523230679548e-10,1.502558200117358e-11,2.731043621078946e-06,1.35646965289268e-07,1.253355895277788e-08,9.604563975375382e-07,5.033680311710963e-07
1.213671620650283e-07,0.7666784435021269,3.76,0.0,0.9755403965446715,0.9999958889656123,7.060153464729507e-07,1.519090719545198e-16,1.3173580981754147e-12,0.0012410828013691866,5.3544106774307265e-05,7.663718218832053e-05,4.65824623921678e-05,2.8704084592883908e-05,1.8057844381787015e-05,1.493982761468547e-10,1.7574381817980903e-11,2.8186968797390795e-06,1.3959619502508376e-07,1.3121978847328004e-08,1.0349915475544097e-06,5.382317737200946e-07
1.2435099231429152e-07,0.766681029910722,3.76,0.0,0.9755187650016051,0.9999957017752105,7.790399696508975e-07,1.6854481723058957e-16,1.3496643324793968e-12,0.0012697095037510992,5.5828568653885226e-05,8.037162537124282e-05,4.9746377219240166e-05,3.0303271965551358e-05,1.9540963270401455e-05,1.7018539889523618e-10,2.048231270030832e-11,2.907725566267551e-06,1.4353545781197093e-07,1.3722213483971234e-08,1.1130111079649488e-06,5.744320255039565e-07
1.2733482256355475e-07,0.7666836338035787,3.76,0.0,0.97549695892456,0.9999955080288028,8.574895096352482e-07,1.8651742467751743e-16,1.3818743168758504e-12,0.0012982492809423334,5.815511967858852e-05,8.419104698215446e-05,5.3043700848768526e-05,3.194762837283253e-05,2.110557963206139e-05,1.933025638887907e-10,2.3790143023298105e-11,2.9981615061724405e-06,1.4746451428857016e-07,1.4334233873680147e-08,1.1945582980185433e-06,6.119740773718644e-07
1.3031865281281798e-07,0.766686255498952,3.76,0.0,0.975474975949252,0.9999953075514997,9.416051433363912e-07,2.0589611044311258e-16,1.4139884227590522e-12,0.0013267023909749754,6.052369083226108e-05,8.80951871748753e-05,5.647686737146221e-05,3.36371268246462e-05,2.2753959377423946e-05,2.189504317295548e-10,2.7542198201914217e-11,3.0900364774116073e-06,1.5138316095484653e-07,1.4958013550225775e-08,1.2796739189645042e-06,6.508626339480656e-07
1.333024830620812e-07,0.766688895314587,3.76,0.0,0.9754528137091438,0.9999951001685135,1.0316307345316499e-06,2.267516807885132e-16,1.4460070264041436e-12,0.0013550690930454337,6.293421816511196e-05,9.208378689958647e-05,6.0048307050195936e-05,3.537173728898408e-05,2.4488366771493188e-05,2.4734188615431593e-10,3.178658044917882e-11,3.1833822108218586e-06,1.5529122549326972e-07,1.5593528278344224e-08,1.3683964470146728e-06,6.911018614244599e-07
1.3628631331134443e-07,0.7666915535677571,3.76,0.0,0.9754304698358,0.9999948857051724,1.1278126788285732e-06,2.4915651707638216e-16,1.4779305090718425e-12,0.001383349647548753,6.538664214975572e-05,9.61565879049199e-05,6.376044659375755e-05,3.7151427102495823e-05,2.6311064288480626e-05,2.7870247364830865e-10,3.6575396584689465e-11,3.278230390476047e-06,1.5918856270894988e-07,1.624075579141617e-08,1.4607621261678763e-06,7.326954319947096e-07
1.3927014356060766e-07,0.7666942305752944,3.76,0.0,0.9754079419592085,0.9999946639869292,1.2303997549314176e-06,2.731845608841185e-16,1.5097592571102188e-12,0.001411544316112184,6.788090710257217e-05,0.00010031333274015986,6.761570939526304e-05,3.897616132551586e-05,2.8224312485817153e-05,3.1327084741374476e-10,4.1964993971105525e-11,3.374612653969289e-06,1.630750510009511e-07,1.6899675555596e-08,1.556805060367951e-06,7.756465650781779e-07
1.422539738098709e-07,0.7666969266536195,3.76,0.0,0.9753852277080794,0.9999944348393731,1.3396429821514261e-06,2.9891129924375117e-16,1.541493662055046e-12,0.001439653361628089,7.041696066362021e-05,0.00010455376475755467,7.161651573891506e-05,4.084590304808097e-05,3.0230369894613654e-05,3.5129921554954787e-10,4.8016204657535225e-11,3.472560592635809e-06,1.669505892929281e-07,1.7570268557687257e-08,1.6565573045557731e-06,8.199580654916986e-07
1.4523780405913412e-07,0.7666996421187645,3.76,0.0,0.9753623247101169,0.9999941980882381,1.455795484069554e-06,3.26413750008506e-16,1.573134120731365e-12,0.0014676770482862376,7.29947533292883e-05,0.00010887762811473646,7.576528297825838e-05,4.276061365250482e-05,3.233149292430113e-05,3.930537933040801e-10,5.4794597809063945e-11,3.572105751698039e-06,1.708150943648522e-07,1.8252517114412664e-08,1.7600489542574356e-06,8.656323587320972e-07
