Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47)
7.466674050329162e-10,0.8763534018695036,3.76,0.0,0.9508727518693527,0.9999998682147777,6.551667261068035e-12,3.982667166608862e-21,3.8825689797359716e-13,0.00012706062550400907,4.7180277040606253e-07,9.904360426933824e-08,8.417095289252772e-09,2.5423691251834314e-07,2.3845545439282294e-09,3.133182316855659e-16,9.591523504065539e-19,1.304250877531949e-07,1.6357859236170481e-10,2.581455568681211e-12,9.870435176464454e-10,3.545878413227715e-10,8.329388683968387e-10,8.594065933376537e-12,1.3284601564517349e-15,4.758621945555317e-15,5.239319702685773e-13,1.1651567431569972e-19,9.985673896786181e-29,1.8899842005013693e-10,3.945839054938296e-30,8.567877770952916e-22,1.473816552882946e-17,1.9196086956228037e-22,1.2118730795870515e-22,3.0986199755384593e-22,1.7182088386090062e-11,9.493654664823197e-13,4.7162549025489496e-21,6.349450943768121e-20,1.2387261398887303e-14,6.752443991917328e-15,7.228161516673912e-14,9.690054834624594e-27,2.042167963110194e-18,8.291743061960107e-17
8.550644263230834e-10,0.8763548241588621,3.76,0.0,0.9508634353982246,0.999999848856157,9.83996219590499e-12,6.450026826298276e-21,5.062342036255108e-13,0.00014548921270727305,5.555335548374051e-07,1.2987402391180401e-07,1.1261954001806761e-08,2.923359710111373e-07,3.1350144744347433e-09,4.829390450591419e-16,1.6852321041251312e-18,1.4936037594825933e-07,2.137981831179425e-10,3.4271201129538803e-12,1.2945694334699837e-09,4.6457316050518613e-10,1.0935168618968313e-09,1.1269944569168509e-11,1.9960491915430817e-15,7.208445441167322e-15,6.629753499737165e-13,2.0489864835233074e-19,2.279329359230438e-28,2.4661117909500126e-10,8.559821232532371e-30,1.6644850810640568e-21,2.58770242333562e-17,3.2233223885855662e-22,2.4138873947128383e-22,6.148899337662896e-22,1.9627675298152524e-11,1.2799066262489747e-12,7.38163847525015e-21,9.622649738797759e-20,1.8236329536650065e-14,1.1099872556893812e-14,1.0204726303041512e-13,1.926371119910969e-26,3.4365305168409553e-18,1.2028823345926554e-16
9.634614476132505e-10,0.8763562465059684,3.76,0.0,0.9508541147438853,0.9999998294399448,1.4077656379256177e-11,9.894786957278158e-21,6.390261879368915e-13,0.00016391339858618705,6.430646846873224e-07,1.6487244947150932e-07,1.4581375688145915e-08,3.3079755563240633e-07,3.990594248353762e-09,7.087457477993638e-16,2.7742412447936938e-18,1.6829601937761097e-07,2.7052761322533866e-10,4.4031848895176755e-12,1.6437977804766023e-09,5.893107745653077e-10,1.3898274445313609e-09,1.4307802653509396e-11,2.856894204783559e-15,1.0400698804613027e-14,8.139404558301334e-13,3.3759770499488926e-19,4.727565134413022e-28,3.115304754351919e-10,1.7188063114602525e-29,2.9891017120058005e-21,4.25569379036472e-17,5.079669448290051e-22,4.453949150482262e-22,1.1274151076228484e-21,2.2073802873675765e-11,1.6693212756607304e-12,1.098919885681913e-20,1.3887874813976886e-19,2.5601730551419317e-14,1.7213271926245974e-14,1.3749746767353217e-13,3.531683865087422e-26,5.425481303560439e-18,1.6653287159533236e-16
9.999999999999999e-10,0.8763576689140439,3.76,0.0,0.9508509719877666,0.999999822882127,1.5741222042571916e-11,1.1314683937906352e-20,6.870804430815506e-13,0.00017012284579373015,6.734225059791122e-07,1.7760882495970165e-07,1.5810923601665165e-08,3.438474383420266e-07,4.302860448272479e-09,7.992509792905546e-16,3.242366521006537e-18,1.7467894840834415e-07,2.9110532802593204e-10,4.762182343754144e-12,1.7709188415050218e-09,6.346786288646846e-10,1.4977788842571737e-09,1.54133715713478e-11,3.1949645376804682e-15,1.1662849017814537e-14,8.67382925335598e-13,3.94677936368443e-19,5.940908217907792e-28,3.350403880399043e-10,2.1437980643126212e-29,3.5884887445573686e-21,4.9718288756645787e-17,5.852133332195623e-22,5.398098989737613e-22,1.362925872680896e-21,2.289921368296588e-11,1.8144484877236574e-12,1.2449772675045468e-20,1.5574044034503535e-19,2.845206321544618e-14,1.974092619974508e-14,1.5073268046507054e-13,4.2679297501240517e-26,6.253883626322427e-18,1.8423579127609466e-16
1.0718584689034177e-09,0.8763576689140439,3.76,0.0,0.950844789906342,0.999999809966098,1.9385359277355643e-11,1.4539738409871953e-20,7.863722161352567e-13,0.00018233318385417528,7.343753627915901e-07,2.0403779860293306e-07,1.8396365290086585e-08,3.696417206661993e-07,4.952315380342893e-09,1.0006954776606104e-15,4.338799656959221e-18,1.87232060980867e-07,3.337003947433916e-10,5.513039792378542e-12,2.03475857808575e-09,7.287827629991974e-10,1.7219752555573919e-09,1.7707597828054233e-11,3.9357591742707344e-15,1.4442945001914442e-14,9.761081262890498e-13,5.284387736195566e-19,9.097414650318757e-28,3.8364450375783584e-10,3.2475067756976485e-29,5.045721777108924e-21,6.647374522819043e-17,7.616871035589693e-22,7.734769598578319e-22,1.94238612063502e-21,2.452471516673666e-11,2.121003908800216e-12,1.572496853399906e-20,1.9287445690315328e-19,3.4630048216507e-14,2.549129912289064e-14,1.7864826678843287e-13,6.076252400471178e-26,8.147531630568188e-18,2.2229848556854345e-16
1.1802554901935849e-09,0.8763590913862916,3.76,0.0,0.9508354608855463,0.9999997904345697,2.5883771698025082e-11,2.0629482599212963e-20,9.480161701574842e-13,0.00020074856922404073,8.29444961657412e-07,2.473689891271268e-07,2.2727813036264544e-08,4.0888834544142136e-07,6.021254177533562e-09,1.369430376736679e-15,6.510528193191144e-18,2.061685436945905e-07,4.032507015934184e-10,6.759951197877985e-12,2.4674853812088614e-09,8.829750213406578e-10,2.090063152029001e-09,2.1469289452435714e-11,5.257483974817636e-15,1.9445791501952152e-14,1.14890334067893e-12,7.936067118137571e-19,1.64795593589277e-27,4.628431511668664e-10,5.838692874663983e-29,8.101832826787223e-21,9.95963037601112e-17,1.0973906295765656e-21,1.2786092083271626e-21,3.182226041206439e-21,2.698461235334944e-11,2.6383544952339817e-12,2.1790401049860895e-20,2.596683425037525e-19,4.546361999432717e-14,3.636617927660738e-14,2.2547211113867976e-13,9.93238951143655e-26,1.1752444744437489e-17,2.88194980506609e-16
1.288652511483752e-09,0.8763605139258969,3.76,0.0,0.9508261276813954,0.9999997708453084,3.369369497941347e-11,2.8430395950228836e-20,1.123706378267964e-12,0.00021915955540798416,9.282530222171988e-07,2.94864939031809e-07,2.7596495283109444e-08,4.485571356545434e-07,7.198541308303147e-09,1.8262910892439996e-15,9.441200647178783e-18,2.251055104512395e-07,4.791133636395566e-10,8.14706507791997e-12,2.9420152634108368e-09,1.0518772116246665e-09,2.494192245554852e-09,2.5592838598218734e-11,6.846988756044199e-15,2.5522895838284992e-14,1.3318680785774364e-12,1.1517929365475138e-18,2.8390521136038187e-27,5.490179741522432e-10,1.0065733484907116e-28,1.2482337720841487e-20,1.441792492676507e-16,1.5300319374386116e-21,2.028598511215077e-21,5.000797999704216e-21,2.9457651878201625e-11,3.224778207756878e-12,2.940244450581458e-20,3.4074527885093752e-19,5.82413245034035e-14,5.030296498449135e-14,2.779100205467966e-13,1.5564180081623364e-25,1.640084472193624e-17,3.6480238403936394e-16
1.3970495327739192e-09,0.8763619365360275,3.76,0.0,0.9508167902937325,0.9999997511982586,4.2936042782349154e-11,3.82306153674667e-20,1.3131955257130524e-12,0.00023756614311762532,1.0307792522363074e-06,3.4652456647149046e-07,3.302307558923017e-08,4.886676250595289e-07,8.485361251340982e-09,2.3833343200857713e-15,1.330425526524663e-17,2.4404300417784717e-07,5.61223859134492e-10,9.677410924456545e-12,3.4583887951310227e-09,1.2354826991795328e-09,2.9344619468192623e-09,3.00782080411886e-11,8.729279569175905e-15,3.279097358555514e-14,1.5246318748046741e-12,1.624389249364035e-18,4.6902110329395274e-27,6.420621693045581e-10,1.6746882875117267e-28,1.8575977792160214e-20,2.027792932478702e-16,2.075603213070982e-21,3.109010346664725e-21,7.588795098239259e-21,3.194794990852338e-11,3.883685083553576e-12,3.8793624820984945e-20,4.376186032419519e-19,7.309944231102216e-14,6.779873391186395e-14,3.3588431892957104e-13,2.3541864113804872e-25,2.2263781334404774e-17,4.526786852100332e-16
1.5054465540640864e-09,0.8763633592198337,3.76,0.0,0.9508074487223469,0.9999997314933603,5.373185092399102e-11,5.0340061716176393e-20,1.5162405811746564e-12,0.00025596833306401905,1.1370035249858176e-06,4.0234678976757204e-07,3.902810561087638e-08,5.292391768761437e-07,9.882951836656204e-09,3.0533477325728602e-15,1.8296095903318084e-17,2.6298106779495683e-07,6.495183084391083e-10,1.1353904943285577e-11,4.016650025161496e-09,1.43378850017352e-09,3.410969999859232e-09,3.4925362254898556e-11,1.0929453070524578e-14,4.1369805862456335e-14,1.7268931061154132e-12,2.2356548345296767e-18,7.477253928246854e-27,7.418705491388934e-10,2.701990966812769e-28,2.6840714243908847e-20,2.7826872096352345e-16,2.7511253592136622e-21,4.625856905585148e-21,1.117861164196067e-20,3.445958252735655e-11,4.6184897540830474e-12,5.021210139235556e-20,5.518287804261858e-19,9.017221065208727e-14,8.93820794794484e-14,3.9930617824210377e-13,3.4554777788417284e-25,2.952243921700922e-17,5.523646390211791e-16
1.6138435753542535e-09,0.8763647819804479,3.76,0.0,0.9507981029669751,0.9999997117305496,6.620228689616996e-11,6.509049643587755e-20,1.7326027265210604e-12,0.0002743661259576676,1.246905877958372e-06,4.623305274084334e-07,4.5632025968257695e-08,5.702909851522262e-07,1.1392603801705313e-08,3.8498646059809696e-15,2.4637392659803023e-17,2.819197442156229e-07,7.439334679621972e-10,1.317935306864745e-11,4.616846462373659e-09,1.6467952310937197e-09,3.923812512759771e-09,4.013426740440296e-11,1.3472701084103277e-14,5.138224745893279e-14,1.938405848851486e-12,3.012883296534943e-18,1.1559531214247897e-26,8.483395189339194e-10,4.243210705941516e-28,3.7808942930504975e-20,3.73848374940656e-16,3.5746447821605056e-21,6.708443644310344e-21,1.6049444202824567e-20,3.69965868697968e-11,5.432611195792408e-12,6.392170783607445e-20,6.849421807678519e-19,1.0959222098448047e-13,1.1561275408010457e-13,4.680803398273395e-13,4.9424670563075855e-25,3.836791764176787e-17,6.643869459881852e-16
1.8306376179345879e-09,0.876367627744547,3.76,0.0,0.9507793989029534,0.9999996720309154,9.665242905692393e-11,1.039511666238031e-19,2.204343656045803e-12,0.000311148523426046,1.4776657877945588e-06,5.947782205134382e-07,6.071775029042337e-08,6.539113097466883e-07,1.4753516643524297e-08,5.880361318218736e-15,4.2380638008088355e-17,3.1979910707650373e-07,9.50876086557116e-10,1.7287801997216292e-11,5.9432521803338455e-09,2.116931642430582e-09,5.0588773476403165e-09,5.163720359016878e-11,1.968969188877086e-14,7.621480285225371e-14,2.3884200640523463e-12,5.190639065502387e-18,2.5576899991850488e-26,1.0808526730379866e-09,9.764333445080349e-28,7.039011746519376e-20,6.398037114400265e-16,5.742989557193744e-21,1.3223825831116259e-20,3.1019068015240664e-20,4.216267136041923e-11,7.312500573712204e-12,9.934818682733822e-20,1.0142666058154457e-18,1.5599796255654835e-13,1.8440926960071055e-13,6.212917606521416e-13,9.477349580546579e-25,6.163218912151398e-17,9.274911514358322e-16
2.047431660514922e-09,0.8763704738530459,3.76,0.0,0.9507606780985093,0.9999996320987623,1.3525881532840358e-10,1.5790731716701945e-19,2.7265893289008004e-12,0.0003479133411961741,1.7229025160186939e-06,7.438589970365437e-07,7.844158659031079e-08,7.396788209193215e-07,1.8579466514953843e-08,8.598586886435399e-15,6.88376008787866e-17,3.5768143587758847e-07,1.1815582513353264e-09,2.202311428682194e-11,7.438054494819707e-09,2.6459669084488343e-09,6.340393724469871e-09,6.458677950452252e-11,2.7583869348084043e-14,1.0833331610313478e-13,2.8734348325463527e-12,8.443498884085284e-18,5.201291624758147e-26,1.3388038347104754e-09,2.077367541721374e-27,1.2227462715528755e-19,1.0333286600990352e-15,8.745524833328596e-21,2.4279377885460935e-20,5.58862986066075e-20,4.747776506593138e-11,9.55078270741876e-12,1.4749828384777104e-19,1.4385960780081816e-18,2.1335630729369794e-13,2.7927914074402844e-13,7.947520062676934e-13,1.693811368368485e-24,9.377656964223516e-17,1.2460135300086718e-15
2.2642257030952565e-09,0.8763733203303974,3.76,0.0,0.9507419405496599,0.9999995919334332,1.8299653024484573e-10,2.304108430340457e-19,3.2975736318527036e-12,0.00038466058493333,1.9824621397350027e-06,9.095642109052412e-07,9.896315346623209e-08,8.277411238276438e-07,2.2882637407107633e-08,1.2141232895206147e-14,1.067918296517478e-16,3.955670735538598e-07,1.4354962772873925e-09,2.740407300581534e-11,9.101756071397055e-09,3.234030297084569e-09,7.769074589836646e-09,7.898278470431758e-11,3.736067836721724e-14,1.4883230280076012e-13,3.392547748492624e-12,1.3117648256956767e-17,9.884868242262853e-26,1.621419187264121e-09,4.14103049033505e-27,2.00962091213331e-19,1.593218198635642e-15,1.2763659145597217e-20,4.209410082955051e-20,9.517904642313665e-20,5.2972879487456314e-11,1.217494148855243e-11,2.110493412990882e-19,1.971275943812232e-18,2.826976176980635e-13,4.057971405837476e-13,9.877560065225594e-13,2.8617182393001823e-24,1.3666883589786247e-16,1.623877348116068e-15
2.481019745675591e-09,0.8763761672007895,3.76,0.0,0.9507231862516118,0.9999995515342075,2.4084371034252603e-10,3.2527688927308053e-19,3.915591147087848e-12,0.00042139026029493367,2.256193237152293e-06,1.0918852187272617e-06,1.2244037821938053e-07,9.182432509332329e-07,2.7676016158843663e-08,1.6658432380524258e-14,1.595557852270501e-16,4.334563628296352e-07,1.7122160628445336e-09,3.3447976810812466e-11,1.0934913062463825e-08,3.881303750120305e-09,9.345609386651174e-09,9.482503519368033e-11,4.922754398763279e-14,1.9885651789583197e-13,3.9450652469397326e-12,1.9625920647584782e-17,1.7772778010841442e-25,1.9279481682229047e-09,7.815121737104756e-27,3.1567599971927544e-19,2.3647998202665326e-15,1.7995527027105565e-20,6.961332122466133e-20,1.5479261351273656e-19,5.867851069692323e-11,1.521250858346996e-11,2.9293068293660456e-19,2.6259608370009467e-18,3.650470588807172e-13,5.700189131511729e-13,1.1996774197837101e-12,4.6178521504454424e-24,1.9232097615181532e-16,2.0649323574683763e-15
2.697813788255925e-09,0.8763790144881508,3.76,0.0,0.9507044151987738,0.9999995109003031,3.0978185109987234e-10,4.466911742248202e-19,4.578995073848327e-12,0.0004581023729307892,2.5439468469340527e-06,1.290813379793183e-06,1.4902952426488899e-07,1.0113277050654356e-06,3.297337843070326e-08,2.2314273047705573e-14,2.310214123393888e-16,4.7134964619225555e-07,2.011252900511132e-09,4.01707233176376e-11,1.2938134476274792e-08,4.588020315703936e-09,1.107066481363963e-08,1.1211337322562479e-10,6.339402183470954e-14,2.596013989327224e-13,4.530433042092357e-12,2.845430957611506e-17,3.05123222488655e-25,2.2576627727238793e-09,1.4077682995264117e-26,4.775427080757759e-19,3.400343815780366e-15,2.4656244546475606e-20,1.1065379605584086e-19,2.422398703183163e-19,6.462467233533783e-11,1.869105755392723e-11,3.963229614691323e-19,3.4165864207032693e-18,4.614268288404316e-13,7.784796485856315e-13,1.4299654195162007e-12,7.172114768794484e-24,2.628863535818884e-16,2.5729671848956595e-15
2.9146078308362595e-09,0.8763818622161537,3.76,0.0,0.9506856273847701,0.9999994700308766,3.907961094036354e-10,5.992183262539183e-19,5.286195226096221e-12,0.0004947969284833122,2.845576428308119e-06,1.5063400560788748e-06,1.7888521802927147e-07,1.1071345016623913e-06,3.8789274948003714e-08,2.928731405814547e-14,3.257124613301077e-16,5.092472658675555e-07,2.3321512916967557e-09,4.758688796657981e-11,1.5112081545869942e-08,5.354462618894263e-09,1.2944885547193242e-08,1.308476671073775e-10,8.007194749215271e-14,3.3231354979444355e-13,5.148187199222126e-12,4.0168706551689666e-17,5.037445303654452e-25,2.6098568794038597e-09,2.4360899567963999e-26,6.997716789984223e-19,4.759466375761283e-15,3.297818089735203e-20,1.7006243384992668e-19,3.669240631162721e-19,7.084092722656839e-11,2.263819858709888e-11,5.2465710747888885e-19,4.3573438760802956e-18,5.728576743157008e-13,1.038193369654756e-12,1.6781389589619948e-12,1.078480122356777e-23,3.5065713592980765e-16,3.1517184419950463e-15
3.131401873416594e-09,0.8763847104082203,3.76,0.0,0.9506668228024531,0.9999994289250248,4.848756034981022e-10,7.878110837880677e-19,6.0356560887384e-12,0.0005314739325877478,3.1609378216638514e-06,1.7384566122478102e-06,2.1216047551828177e-07,1.2058012104788725e-06,4.5139017918589285e-08,3.7771109790502306e-14,4.488388110537918e-16,5.471495637967958e-07,2.6744647644258373e-09,5.5709799270683056e-11,1.745746709520751e-08,6.180961359056098e-09,1.4968894936999505e-08,1.5102781100816937e-10,9.947558582098111e-14,4.182912648368283e-13,5.7979163790439595e-12,5.542189627900783e-17,8.042175813111735e-25,2.9838455932409976e-09,4.070715492002436e-26,9.978383500116334e-19,6.509528363557948e-15,4.321124293996732e-20,2.5388935532800997e-19,5.404357891317281e-19,7.735641789513983e-11,2.7081573742902532e-11,6.81612943982332e-19,5.462656588278693e-18,7.003600151305569e-13,1.356652527888307e-12,1.9437811950007873e-12,1.5774071759654106e-23,4.580618699586167e-16,3.804878112471161e-15
3.348195915996928e-09,0.8763875590875234,3.76,0.0,0.9506480014439153,0.999999387581786,5.930137101300035e-10,1.0178202769366768e-18,6.8258949342939535e-12,0.0005681333908723786,3.4898892096759966e-06,1.9871544156532447e-06,2.49006728528845e-07,1.3074629967194124e-06,5.203866763880735e-08,4.797474103420621e-14,6.063528514667523e-16,5.850568816150671e-07,3.0377556941113855e-09,6.455161040505397e-11,1.9975054903206213e-08,7.067893835694238e-09,1.714329567352164e-08,1.7265372476969947e-10,1.2182178017427337e-13,5.18885093283505e-13,6.479239757829143e-12,7.496081575541563e-17,1.2470748968920757e-24,3.378964606016433e-09,6.596318529492118e-26,1.3896695979643638e-18,8.726029404042383e-15,5.562318025985778e-20,3.695759968388863e-19,7.768755416606091e-19,8.419989595906497e-11,3.2048852719866353e-11,8.711174835114546e-19,6.7471589790832e-18,8.449545741128004e-13,1.7418280159725023e-12,2.2265306703541888e-12,2.2524038952553745e-23,5.876632707643067e-16,4.5360975070125366e-15
3.5649899585772625e-09,0.876390408276995,3.76,0.0,0.9506291633005028,0.9999993460001403,7.162083577796256e-10,1.2950054872870388e-18,7.655480007122703e-12,0.0006047753089587239,3.83229107909746e-06,2.252424836340249e-06,2.8957385040933583e-07,1.4122526614458857e-06,5.950501933690699e-08,6.012335248501361e-14,8.050078520514043e-16,6.229695606312355e-07,3.421595128060313e-09,7.412336689155558e-11,2.266565906803202e-08,8.015682508340054e-09,1.946867042608121e-08,1.9572535371995824e-10,1.4733010105525484e-13,6.354984424027557e-13,7.191798543141004e-12,9.963406670877528e-17,1.885094762703709e-24,3.794569576825104e-09,1.0401867284716283e-25,1.895831295306859e-18,1.1492995912521264e-14,7.049990823973481e-20,5.261585817257154e-19,1.0932026335779444e-18,9.139975028512192e-11,3.756772915397856e-11,1.0973429289855194e-18,8.225677493624041e-18,1.007662576931492e-12,2.2021695332612093e-12,2.5260699805139633e-12,3.149348499756396e-23,7.421562128541293e-16,5.348988367892907e-15
3.7817840011575964e-09,0.8763932579993269,3.76,0.0,0.9506103083628263,0.9999993041790115,8.554623156636932e-10,1.6255462493144447e-18,8.52302877470103e-12,0.0006413996924617314,4.188006183248423e-06,2.534259247047595e-06,3.3401018134998955e-07,1.520300681230822e-06,6.755559026318638e-08,7.445869626465556e-14,1.052418281424774e-15,6.608879418093636e-07,3.825562613814069e-09,8.443507051713301e-11,2.553014337284066e-08,9.024793591304535e-09,2.1945582456018927e-08,2.2024266849056476e-10,1.7622299413789893e-13,7.695882174118743e-13,7.935252117405143e-12,1.30399676001733e-16,2.7860283839521846e-24,4.230035532656017e-09,1.6009603333622256e-25,2.5397179677894327e-18,1.4903362850181877e-14,8.814583992340172e-20,7.344871287297493e-19,1.5096111013469393e-18,9.898403392000448e-11,4.3665917423156506e-11,1.3647044224772386e-18,9.913213537064966e-18,1.1895057868559036e-12,2.746606048139543e-12,2.8421159546577273e-12,4.322522284639003e-23,9.243658122385542e-16,6.247123501470368e-15
3.99857804373793e-09,0.8763961082769746,3.76,0.0,0.9505914366207742,0.999999262117267,1.011783478945193e-09,2.0160536653940703e-18,9.427206239680778e-12,0.0006780065469899699,4.556899505129679e-06,2.832649023209494e-06,3.8246255325235313e-07,1.631735247133738e-06,7.62086070016668e-08,9.123968237642426e-14,1.3571221270579001e-15,6.988123657514584e-07,4.249246030951496e-09,9.54957398763869e-11,2.856942065278932e-08,1.0095735680088037e-08,2.4574576210031693e-08,2.4620566483731094e-10,2.0872592792518422e-13,9.226654965245217e-13,8.709273309800585e-12,1.6833310960576126e-16,4.035757567379569e-24,4.684756287184114e-09,2.410987825027351e-25,3.34774499584195e-18,1.9059349957808428e-14,1.0888422282516451e-19,1.0074602998659591e-18,2.0499334019929546e-18,1.0698048990425847e-10,5.037114990710775e-11,1.6778575888593445e-18,1.1824928064185552e-17,1.3915065508571589e-12,3.3845461934113727e-12,3.1744131562122668e-12,5.835612406056127e-23,1.1372455272978082e-15,7.234038090432725e-15
4.215372086318264e-09,0.8763989591321639,3.76,0.0,0.9505725480635228,0.99999921981372,1.1861851504998654e-09,2.4735823378585235e-18,1.036672330804278e-11,0.0007145958781458178,4.9388382211046785e-06,3.147585542957195e-06,4.350763142152714e-07,1.746682303060019e-06,8.54829929839017e-08,1.107429370735302e-13,1.7286452818038045e-15,7.367431726814276e-07,4.6922414260691545e-09,1.0731346782665358e-10,3.1784452163012146e-08,1.1229058407004793e-08,2.7356177895282075e-08,2.7361436346367177e-10,2.4506754127689464e-13,1.096296240083449e-12,9.513543836308885e-12,2.1463554811653928e-16,5.741929827876367e-24,5.158143876377093e-09,3.560266540984869e-25,4.349543683969454e-18,2.4072833018739135e-14,1.3305748375460056e-19,1.3602765393981523e-18,2.742072923091725e-18,1.1541657604941655e-10,5.7711174665763185e-11,2.0416959063731284e-18,1.397612761794918e-17,1.6146878439734254e-12,4.125878617516148e-12,3.5227292361596276e-12,7.762784025786728e-23,1.3838752915466626e-15,8.3132310758444e-15
4.432166128898598e-09,0.8764018105868919,3.76,0.0,0.9505536426795497,0.9999991772671292,1.3796863191761295e-09,3.0056425406177956e-18,1.134033521232857e-11,0.0007511676915256501,5.333691665152514e-06,3.4790601871204667e-06,4.919953526359108e-07,1.8652655835005087e-06,9.539835620555287e-08,1.3326336951013592e-13,2.17756803171669e-15,7.746807024302042e-07,5.154152850934868e-09,1.1989547596165358e-10,3.517624694783934e-08,1.2425351125957399e-08,3.029089603580908e-08,3.0246880984730826e-10,2.8547979083720186e-13,1.2921020327398348e-12,1.0347752180798249e-11,2.706424275986436e-16,8.03812164563371e-24,5.64962801068841e-09,5.164664350037582e-25,5.5781592327141366e-18,3.0065710126798776e-14,1.6102758463812798e-19,1.8107019637625774e-18,3.618466325495602e-18,1.2431948869870662e-10,6.571375351820027e-11,2.461347924742846e-18,1.6382251719268835e-17,1.8600732514752637e-12,4.980972358045767e-12,3.886850502195105e-12,1.018982419986679e-22,1.667459709783358e-15,9.488165925385643e-15
4.865754214059267e-09,0.8764075153818373,3.76,0.0,0.9505157813819162,0.9999990914395883,1.8280931670739273e-09,4.325751443534363e-18,1.338507715152667e-11,0.0008242587873138536,6.1616306526168655e-06,4.191589385512958e-06,6.193176577350049e-07,2.113824929146033e-06,1.172337974690483e-07,1.8863029903524659e-13,3.3556248134868494e-15,8.505772876643754e-07,6.1331790827436015e-09,1.4737716231311735e-10,4.249439769816018e-08,1.5009394955927343e-08,3.6621630529530386e-08,3.6451525065681644e-10,3.794614975788743e-13,1.7570079828565878e-12,1.2104771334977263e-11,4.178363474248175e-16,1.5095213189114903e-23,6.684690000126804e-09,1.0369542619013091e-24,8.866304919144572e-18,4.552949848990215e-14,2.2990605148814536e-19,3.090056473806691e-18,6.079501759214593e-18,1.4363340451772193e-10,8.38176816483971e-11,3.489764754622769e-18,2.2021632570708863e-17,2.4215533521163733e-12,7.0763241646267786e-12,4.6617248354747565e-12,1.6952326200821308e-22,2.3589239330675008e-15,1.2138939710982122e-14
5.2559834907038686e-09,0.876412651963858,3.76,0.0,0.9504816485371345,0.9999990133500716,2.307328147757518e-09,5.8538576187236364e-18,1.53303166527537e-11,0.0008899809187556839,6.9496762155928735e-06,4.889339637346776e-06,7.500462124665628e-07,2.3511615937988126e-06,1.3928813789588292e-07,2.5213267144857253e-13,4.810786839376335e-15,9.189106070906663e-07,7.0751817248212886e-09,1.7478088940135179e-10,4.9696342768378944e-08,1.755707264860531e-08,4.284770796466382e-08,4.2530246222786304e-10,4.803667353666662e-13,2.268696670388793e-12,1.3785479687299157e-11,5.999635278036939e-16,2.5518174186085816e-23,7.672758282184853e-09,1.8528988066296487e-24,1.3009922173950933e-17,6.423717251093482e-14,3.0892615073562874e-19,4.816580733873747e-18,9.360971233354377e-18,1.628807384902683e-10,1.0265589377507937e-10,4.66238010983097e-18,2.8126152566823936e-17,3.013102473447548e-12,9.4650753163763e-12,5.411280334625322e-12,2.5891447389082886e-22,3.1422667338578105e-15,1.488610872249056e-14
5.64621276734847e-09,0.8764177908204732,3.76,0.0,0.9504474609637781,0.9999989344514281,2.864581327303495e-09,7.762381307522357e-18,1.736853541276658e-11,0.000955646379383052,7.777628339014767e-06,5.640539490417365e-06,8.96897366650831e-07,2.6021068181337473e-06,1.6375422173468782e-07,3.3089450580585616e-13,6.736947985813611e-15,9.87270974195557e-07,8.072663965450778e-09,2.0473853994508482e-10,5.748881146658762e-08,2.0319621417096395e-08,4.957703819609999e-08,4.907757184307259e-10,5.982354363822004e-13,2.880078788715675e-12,1.5558616450012492e-11,8.413986738263412e-16,4.169093427016382e-23,8.711343585005217e-09,3.1869393488912524e-24,1.8579939177945566e-17,8.850956182401269e-14,4.068096955568372e-19,7.285080987478782e-18,1.4006722662002115e-17,1.840539006356419e-10,1.2407303632602301e-10,6.1060170850612735e-18,3.530173623823118e-17,3.692533740536876e-12,1.2405666272345504e-11,6.209239890853959e-12,3.8452550229658533e-22,4.1006974663566595e-15,1.7995776200368605e-14
6.036442043993072e-09,0.8764229320722134,3.76,0.0,0.9504132185708064,0.9999988547345915,3.5060363761853975e-09,1.0113228016344946e-17,1.949388798674611e-11,0.001021255201640999,8.644798493004165e-06,6.445138775446229e-06,1.0606605319274373e-06,2.867307079642108e-06,1.9076961101561693e-07,4.273746737117486e-13,9.243489855191839e-15,1.0556603550841288e-06,9.123585907721567e-09,2.372669186551413e-10,6.587933412916853e-08,2.3301751836280806e-08,5.6812014715467353e-08,5.609361585300059e-10,7.345597499530367e-13,3.6027315174278812e-12,1.7422564814140252e-11,1.156009350609321e-15,6.612278398815169e-23,9.797692676561446e-09,5.3018926942298366e-24,2.5919723749822443e-17,1.1946641304591065e-13,5.264242929073703e-19,1.073379614360764e-17,2.0442507987737192e-17,2.07304826552606e-10,1.4823138928170234e-10,7.858681055547335e-18,4.364197918532618e-17,4.465832445218903e-12,1.597598322436618e-11,7.054684530510751e-12,5.573513507396131e-22,5.25719057182891e-15,2.1486927844312333e-14
