Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47)
2.7744254468761394e-06,1.013077858493846,3.76,0.0,0.10142991172605237,0.8465044549821475,0.15035399729141904,3.5572620193951783e-07,8.369457160317207e-06,0.08664747055795573,0.0015753948617337164,0.19471939536950272,0.4889499177852565,0.02057508453449592,0.6765309100829466,0.00364110611768781,0.12163948242217511,0.0030291730325403827,2.433602757443049e-06,8.239836430116156e-08,0.0034875575486335766,0.0009547236836777572,0.014612579566992348,0.0007543974914007839,0.0026482756844998174,0.07510731499861781,8.043826730096922e-09,0.00018888562073257398,0.00011765792966318571,2.048634683151962e-05,0.0004409241390803874,1.9012303255284643e-05,0.016584392759532204,4.596236939843323e-08,0.0030778254098185773,0.004709666186584523,7.887941287241084e-05,0.0001437879401579864,6.839697248915054e-11,6.739361008503934e-11,4.0260809623811314e-06,0.02344296592805026,4.8019968999965e-07,3.338538328173402e-08,2.1018796069817807e-06,2.3836699767856404e-08
2.7841011471756443e-06,1.0133011660794804,3.76,0.0,0.10067812853346256,0.8459340897668302,0.15087050597155238,3.543273725844828e-07,8.342672823274751e-06,0.0864580840703165,0.001562666431580934,0.19490277681512938,0.4887894596717621,0.020545047109306422,0.6778339748735747,0.003636768969471106,0.1222412780360984,0.0030306076364402237,2.4260916167994373e-06,8.167720940167069e-08,0.0034844464357905655,0.0009529421865489368,0.014619978344263365,0.0007549573526695801,0.0026459594908968356,0.0755344717867953,8.012493154047435e-09,0.00018848543829458827,0.00011793087654903757,2.0445879875001158e-05,0.00044285984851493614,1.8981806604798338e-05,0.016615823521174872,4.589775412871565e-08,0.0030810391842603442,0.0047271697078894144,7.861374577184412e-05,0.0001435032196846206,6.820023980814022e-11,6.720022725596474e-11,4.014672802799155e-06,0.023529929629052166,4.794928532337009e-07,3.34801859205375e-08,2.101666229988534e-06,2.3797679071574637e-08
2.7937768474751493e-06,1.0135234003901212,3.76,0.0,0.0999335144823395,0.8453650174051068,0.15138597197149778,3.5293693370227467e-07,8.316013259274265e-06,0.0862695963241625,0.0015500760592758605,0.195084191071003,0.48862465014399226,0.0205151674845025,0.6791305045293886,0.003632410893448689,0.12284210161837769,0.003031982857576435,2.4186223961717583e-06,8.096443394243001e-08,0.003481334919954436,0.0009511605795095377,0.014627073021522942,0.000755491423386424,0.002643602741275248,0.07596117284873038,7.981395500384062e-09,0.00018808480381178765,0.0001182011091079669,2.0405260251820947e-05,0.0004447844084263051,1.8951216155702667e-05,0.016646782170927535,4.583284987563235e-08,0.003084179783412677,0.004744596839917762,7.83498164748033e-05,0.00014321947065440126,6.800440349002718e-11,6.700773239900019e-11,4.003314617333939e-06,0.023616651410596923,4.787828773951361e-07,3.357457370474983e-08,2.1014065921394984e-06,2.375864994652242e-08
2.8034525477746542e-06,1.0137445711339639,3.76,0.0,0.09919598645556918,0.8447972338508557,0.151900399494828,3.515549399404134e-07,8.28947979820296e-06,0.08608200829283755,0.0015376220626394156,0.19526365950318053,0.4884555570015181,0.020485446429948775,0.6804205513944686,0.0036280327163760724,0.12344195098425176,0.003033299294595398,2.411194967568366e-06,8.025992666777846e-08,0.0034782233405106816,0.0009493790388640982,0.014633866961366458,0.0007559999182256418,0.0026412063533189315,0.07638741328175379,7.950531535597032e-09,0.00018768376524944848,0.0001184686550575049,2.0364494225179357e-05,0.0004466978342547981,1.8920537165306703e-05,0.01667727237051202,4.576766916525739e-08,0.003087247989295285,0.004761947781610335,7.808762075257564e-05,0.00014293670821694394,6.780946736424091e-11,6.681612903606985e-11,3.992006643995642e-06,0.023703132322686064,4.780698817882008e-07,3.366854855101563e-08,2.1011015527152306e-06,2.3719617097268814e-08
2.813128248074159e-06,1.013964688213914,3.76,0.0,0.09846546274352694,0.8442307349930877,0.15241379275707878,3.501814415763789e-07,8.26307370757592e-06,0.08589532070447786,0.0015253027772589897,0.1954412031329552,0.4882822467217972,0.020455884664856885,0.6817041672284385,0.003623635244292086,0.12404082412480373,0.0030345575412172956,2.403809196017227e-06,7.956357826448109e-08,0.00347511202707388,0.0009475977362493245,0.014640363487207406,0.0007564830526144964,0.002638771226716089,0.0768131883626121,7.919899047357283e-09,0.00018728236909299669,0.00011873354219942836,2.0323587934831155e-05,0.00044860014346398636,1.8889774762197094e-05,0.01670729776979373,4.5702224279678414e-08,0.0030902445748259236,0.0047792227355369764,7.782715401916247e-05,0.00014265494692282165,6.761543487860663e-11,6.662542029867258e-11,3.9807491052725595e-06,0.023789373422477736,4.773539840216659e-07,3.376211235571894e-08,2.1007519554013083e-06,2.3680584934868783e-08
2.822803948373664e-06,1.0141837608793873,3.76,0.0,0.09774186261681377,0.8436655166753124,0.15292615598281267,3.488164850891483e-07,8.236796187580045e-06,0.0857095341171072,0.0015131165628457423,0.19561684274113353,0.4881047848521353,0.020426482866232342,0.6829814033809893,0.003619219267291556,0.12463871915469175,0.003035758188119605,2.3964649435716543e-06,7.887528098732694e-08,0.0034720013025630867,0.0009458168393834405,0.014646565894924558,0.00075694104243518,0.0026362982478978733,0.07723849349410658,7.889495815688178e-09,0.00018688066083888928,0.00011899579803639735,2.028254738718226e-05,0.00045049135486187683,1.8858933907514126e-05,0.016736862009516962,4.5636527199928355e-08,0.003093170306424525,0.004796421906823881,7.756841148983145e-05,0.00014237420077459038,6.742230924768633e-11,6.643560912122027e-11,3.9695422251049694e-06,0.023875375771993196,4.766352979848577e-07,3.385526698984686e-08,2.100358613976841e-06,2.364155747329129e-08
2.832479648673169e-06,1.0144017988436371,3.76,0.0,0.09702510655158017,0.8431015746891154,0.1534374934043725,3.474601135717073e-07,8.210648367395103e-06,0.08552464888788824,0.0015010617953838737,0.19579059881170582,0.4879232358110445,0.020397241667483208,0.6842523106935627,0.003614785558230034,0.12523563433517307,0.0030369018213278302,2.3891620666749575e-06,7.819492777245644e-08,0.0034688914820608257,0.0009440365121226413,0.014652477446006954,0.0007573741040960094,0.0026337882880625905,0.07766332423062651,7.85931962839677e-09,0.00018647868475834558,0.00011925545024717,2.0241378475875072e-05,0.0004523714889249265,1.8828019429977596e-05,0.016765968718394333,4.557058950912305e-08,0.0030960259425560467,0.004813545503445268,7.731138809268374e-05,0.0001420944831742576,6.723009341337163e-11,6.624669825238381e-11,3.958386203327677e-06,0.02396114043872192,4.759139349687758e-07,3.394801430689762e-08,2.0999223410442867e-06,2.3602538872368984e-08
2.842155348972674e-06,1.0146188111633334,3.76,0.0,0.09631511588926533,0.8425389047883121,0.15394780926109206,3.4611236669311597e-07,8.184631311777652e-06,0.08534066523083976,0.0014891368739937704,0.1959624916160652,0.4877376631977956,0.020368161665416464,0.6855169396379542,0.003610334875548375,0.12583156803467377,0.003037989024184895,2.381900419647666e-06,7.752241354955054e-08,0.0034657828745867625,0.0009422569147624056,0.01465810137688947,0.0007577824542741327,0.002631242206325994,0.07808767623691733,7.829368355215806e-09,0.00018607648426011467,0.0001195125259490482,2.0200086976726822e-05,0.00045424056727095543,1.8797036081668144e-05,0.01679462151521011,4.5504422537345735e-08,0.003098812235700151,0.004830593735496189,7.705607859568897e-05,0.0001418158070419243,6.703879012531013e-11,6.605869019569891e-11,3.947281210720854e-06,0.024046668493932156,4.751900051138005e-07,3.404035615284461e-08,2.0994439559956784e-06,2.3563533442422406e-08
2.851831049272179e-06,1.0148348072876248,3.76,0.0,0.09561181308456809,0.8419775026814487,0.15445710779800192,3.44773280612694e-07,8.15874602778326e-06,0.08515758318129119,0.0014773402148431669,0.19613254115045803,0.4875481295712177,0.02033924341608868,0.6867753402102371,0.0036058679616652527,0.12642651875396127,0.0030390203755295856,2.3746798520799486e-06,7.685763455449522e-08,0.003462675782177815,0.0009404782038749072,0.014663440891619818,0.0007581663100285011,0.0026286608477229627,0.07851154531645597,7.79963986462315e-09,0.0001856741016428475,0.00011976705271443032,2.0158678553609652e-05,0.0004560986129990737,1.876598849813118e-05,0.01682282400612159,4.543803750110133e-08,0.0031015299308381882,0.004847566815524337,7.680247751395072e-05,0.00014153818477798436,6.684840186527196e-11,6.587158708506677e-11,3.936227414562034e-06,0.02413196101330819,4.744636167554829e-07,3.413229435216338e-08,2.0989242483559586e-06,2.3524544915421574e-08
2.861506749571684e-06,1.0150497961257636,3.76,0.0,0.0949151214788906,0.8414173640404079,0.15496539326628997,3.4344288808178003e-07,8.13299346799132e-06,0.08497540263352137,0.0014656702562134277,0.19630076719307119,0.4873546966544213,0.02031048744039432,0.688027562022147,0.0036013855443215383,0.12702048510222458,0.003039996451349234,2.3675002112423004e-06,7.620048871549142e-08,0.0034595705006353608,0.0009387005324511311,0.014668499168070068,0.0007585258886099823,0.0026260450446467585,0.07893492738476239,7.770131999188144e-09,0.00018527157830193212,0.00012001905715815034,2.0117158757858338e-05,0.0004579456503618875,1.873488114649582e-05,0.016850579786030054,4.537144528747995e-08,0.0031041797666818216,0.004864464958149343,7.655057920138285e-05,0.00014126162833006588,6.665893089488526e-11,6.568539092977709e-11,3.925224989299365e-06,0.024217019075965768,4.737348745046802e-07,3.422383070413937e-08,2.098363977207401e-06,2.3485576706547662e-08
2.871182449871189e-06,1.0152637868855467,3.76,0.0,0.09422496551174116,0.8408584844945048,0.1554726699216442,3.4212121866732736e-07,8.10737452770552e-06,0.08479412331104234,0.0014541254530182385,0.19646718925014073,0.4871574251474793,0.020281894219815324,0.6892736542111524,0.003596888335514044,0.1276134658161211,0.0030409178230459107,2.360361339939798e-06,7.555087499824887e-08,0.0034564673188193047,0.0009369240498058903,0.014673279351645266,0.0007588614075548793,0.0026233956157111185,0.07935781849319486,7.740842651672423e-09,0.00018486895454548213,0.00012026856694484337,2.007553303153729e-05,0.00045978170503252057,1.870371840039492e-05,0.01687789243609679,4.5304656341015065e-08,0.0031067624744193383,0.004881288380265932,7.630037777590767e-05,0.00014098614913852375,6.647037920413336e-11,6.550010358309602e-11,3.914274072160038e-06,0.024301843764941565,4.7300388106139566e-07,3.4314966998672096e-08,2.0977639232280447e-06,2.3446632805754504e-08
2.880858150170694e-06,1.0154767883077818,3.76,0.0,0.0935412706681499,0.8403008596325049,0.1559789420253406,3.408082984673706e-07,8.081890038848474e-06,0.0846137447772527,0.0014427042832017057,0.19663182657001452,0.48695637477069487,0.02025346419713999,0.6905136654561985,0.0035923770305961544,0.12820545975754885,0.0030417850583073958,2.3532630780023807e-06,7.490869418988009e-08,0.0034533665183956205,0.0009351489012870464,0.014677784556364891,0.0007591730845516927,0.0026207133648008065,0.07978021482344419,7.711769813392664e-09,0.00018446626962434734,0.00012051560841387613,2.0033806696353363e-05,0.000461606804012351,1.8672504575043467e-05,0.01690476552300412,4.523768100117768e-08,0.003109278777744547,0.004898037301036072,7.605186716969183e-05,0.00014071175812601708,6.6282748570953e-11,6.5315726575839e-11,3.903374769289031e-06,0.024386436166886457,4.722707387992978e-07,3.440570501801731e-08,2.097124867424713e-06,2.3407717040204597e-08
2.890533850470199e-06,1.0156888094198875,3.76,0.0,0.09286396335872758,0.8397444850105805,0.1564842138408067,3.395041512201229e-07,8.056540793959908e-06,0.0844342664599353,0.0014314052370076004,0.19679469817166997,0.48675160438749393,0.020225197785019532,0.6917476440277446,0.0035878523120287564,0.1287964658932017,0.003042598720762417,2.3462052615933385e-06,7.427384812729435e-08,0.0034502683750788315,0.00093337522932686,0.014682017868060867,0.0007594611373858629,0.002617999083963154,0.08020211266986858,7.682911393222549e-09,0.00018406356186892136,0.00012076020838335573,1.999198498865981e-05,0.00046342097547065844,1.8641243825533392e-05,0.016931202600096045,4.5170529440867474e-08,0.0031117293937876793,0.004914711941354481,7.580504113005877e-05,0.0001404384658435558,6.609604056556274e-11,6.513226123215511e-11,3.892527211839126e-06,0.024470797371073424,4.7153554689102825e-07,3.4496046513856887e-08,2.09644753986673e-06,2.3368832500734742e-08
2.900209550769704e-06,1.0158998586923478,3.76,0.0,0.09219297080797534,0.8391893561548166,0.1569884896348728,3.3820879772496453e-07,8.031327527873134e-06,0.08425568766595654,0.001420226827308317,0.19695582287229874,0.4865431720970338,0.02019709536268281,0.6929756378359041,0.0035833148490656344,0.12938648328473765,0.0030433593710520106,2.339187725405702e-06,7.364623994086206e-08,0.0034471731593225543,0.0009316031730234392,0.01468598234778049,0.0007597257838881115,0.002615253553888521,0.08062350842767126,7.654265322548934e-09,0.00018366086882904545,0.00012100239332147209,1.9950073027458484e-05,0.0004652242485523137,1.8609940182074457e-05,0.016957207208525196,4.5103211458910415e-08,0.0031141150337839147,0.0049313125237588655,7.555989328899997e-05,0.00014016628238000244,6.591025658916994e-11,6.494970876763976e-11,3.881731515830988e-06,0.024554928469207225,4.7079840121834347e-07,3.458599322350642e-08,2.0957326659960344e-06,2.3329982428379543e-08
2.9098852510692088e-06,1.0161099448947783,3.76,0.0,0.09152822123950706,0.8386354685567631,0.15749177367661876,3.369222558432076e-07,8.006250920413383e-06,0.08407800755860399,0.0014091675850098726,0.19711521924109582,0.48633113507081005,0.020169157274547843,0.6941976943461952,0.0035787652961503462,0.1299755111069514,0.003044067565596098,2.332210300817437e-06,7.302577401713263e-08,0.0034440811352315923,0.0009298328679963188,0.014689681025845532,0.0007599672419280092,0.002612477541971257,0.08104439861383946,7.625829607449e-09,0.0001832582270628263,0.0001212421898570105,1.990807582841472e-05,0.00046701665362065917,1.8578597615478473e-05,0.016982782874020615,4.503573660489925e-08,0.0031164364017332987,0.004947839272641637,7.531641708918168e-05,0.00013989521735589483,6.572539782582892e-11,6.476807018489221e-11,3.870987763130905e-06,0.02463883055566443,4.7005939731157313e-07,3.467554687704535e-08,2.0949809858609855e-06,2.329117031500646e-08
2.9195609513687137e-06,1.0163190765018555,3.76,0.0,0.09086964382109716,0.8380828176761299,0.1579940702372107,3.3564454061008047e-07,7.981311604396542e-06,0.08390122516778113,0.0013982260594811895,0.19727290561301036,0.48611554960367737,0.020141383832585787,0.6954138606002636,0.0035742042934775045,0.1305635486415742,0.0030447238569378103,2.3252728165351364e-06,7.241235638675831e-08,0.0034409925606730357,0.0009280644464841843,0.014693116903263838,0.0007601857293454875,0.0026096718027402077,0.08146477986018821,7.597602275186413e-09,0.00018285567220084815,0.00012147962418517863,1.9865998306175516e-05,0.00046879822216836685,1.8547219997333973e-05,0.017007933107067535,4.496811427576305e-08,0.003118694194699067,0.00496429241411445,7.507460581920823e-05,0.00013962527998281457,6.554146525301989e-11,6.458734625013865e-11,3.860296029775772e-06,0.024722504727108498,4.693186290199825e-07,3.476470918798506e-08,2.0941932203516696e-06,2.32523993315056e-08
2.9292366516682187e-06,1.0165272618970702,3.76,0.0,0.09021716847921368,0.8375313989476245,0.15849538358910753,3.343756646979481e-07,7.956510168346026e-06,0.08372533941792648,0.0013874008170469815,0.19742890013429842,0.48589647128522084,0.02011377532109902,0.6966241832977859,0.0035696324695937156,0.13115059525530093,0.0030453287944735385,2.3183750994158742e-06,7.180589407104566e-08,0.0034379076887160243,0.0009262980378698325,0.014696292957340104,0.0007603814639281802,0.0026068370803314566,0.0818846488906223,7.569581324427656e-09,0.00018245323913562876,0.00012171472247707866,1.9823845283643044e-05,0.00047056898656963115,1.8515811073291857e-05,0.01703266140551408,4.49003536345835e-08,0.0031208891041348183,0.004980672175630932,7.483445265114288e-05,0.0001393564790941461,6.535845969039601e-11,6.440753759881086e-11,3.8496563960503845e-06,0.024805952081887985,4.6857618707370374e-07,3.485348185076319e-08,2.093370063829172e-06,2.3213672380524168e-08
2.9389123519677237e-06,1.0167345096283766,3.76,0.0,0.08957072631817824,0.8369812077696991,0.15899571800515014,3.331156379039427e-07,7.931847158162857e-06,0.08355034907478212,0.0013766904412336044,0.1975832206585758,0.4856739546203503,0.02008633198845912,0.6978287086032501,0.0035650504363164983,0.1317366504439356,0.003045882922293693,2.311516972387631e-06,7.120629584290078e-08,0.0034348267646681064,0.000924533767765188,0.014699212128155448,0.0007605546633260574,0.0026039741032311326,0.08230400256996738,7.541764813945784e-09,0.00018205096159057453,0.00012194751081399466,1.978162147706203e-05,0.00047232898059310617,1.8484374501100413e-05,0.017056971246800938,4.483246357881907e-08,0.003123021812719706,0.004996978786565526,7.459595055230821e-05,0.000139088823101615,6.517638169636408e-11,6.422864460519297e-11,3.83906891737161e-06,0.024889173720610662,4.6783216127409746e-07,3.494186654435239e-08,2.0925122147108727e-06,2.317499244451624e-08
2.9485880522672286e-06,1.0169408276871812,3.76,0.0,0.08893024926485685,0.8364322395154762,0.15949507775889812,3.318644675435716e-07,7.907323073960314e-06,0.08337625279430344,0.0013660935358514538,0.19773588483457438,0.4854480533502998,0.020059054053075343,0.699027482304748,0.003560458792690389,0.13232171379391866,0.0030463867810769565,2.3046982569348052e-06,7.061347171088149e-08,0.0034317500285251253,0.000922771758606445,0.014701877329603229,0.0007607055450282386,0.0026010835884824057,0.08272283786202503,7.514150844810024e-09,0.00018164887251630714,0.00012217801497911254,1.9739331498955627e-05,0.0004740782389143154,1.8452913856330465e-05,0.017080866093396624,4.476445276528094e-08,0.003125092996905346,0.005013212477640481,7.43590923895629e-05,0.00013882232001995623,6.499523167193573e-11,6.405066750457056e-11,3.828533630534414e-06,0.024972170745329047,4.670866394651593e-07,3.5029864938391446e-08,2.091620371161039e-06,2.3136362573703074e-08
2.9582637525667336e-06,1.0171462244596816,3.76,0.0,0.08829567025403276,0.8358844895299821,0.15999346712224077,3.306221587537892e-07,7.882938367455336e-06,0.08320304910338598,0.0013556087201149964,0.19788691005961795,0.4852188202911755,0.020031941702732377,0.7002205497262097,0.0035558581238903948,0.1329057849990291,0.003046840906614972,2.297918771402869e-06,7.002733240546199e-08,0.0034286777140939634,0.0009210121297119747,0.01470429144312476,0.0007608343263016354,0.002598166239906338,0.08314115184934309,7.486737468540531e-09,0.00018124700389419418,0.00012240626071572807,1.969697986689756e-05,0.00047581679734695035,1.8421432582600097e-05,0.017104349388973983,4.469632964316327e-08,0.003127103325529682,0.005029373481021816,7.412387086511554e-05,0.00013855697742876945,6.481500983892422e-11,6.387360641692428e-11,3.818050580709792e-06,0.025054944259489755,4.6633970657051234e-07,3.51174786801909e-08,2.090695197947173e-06,2.3097785422194848e-08
2.9679394528662385e-06,1.017350707773996,3.76,0.0,0.08766692294732684,0.8353379531378781,0.16049089036684852,3.293887144763863e-07,7.858693446269196e-06,0.08303073643737545,0.0013452346323333645,0.19803631354969473,0.4849863075861885,0.02000499509927253,0.7014079558527507,0.0035512490036340794,0.13348886383125813,0.0030472458316814052,2.2911783332359544e-06,6.944779020739095e-08,0.0034256100503887695,0.0009192549975244355,0.01470645732648278,0.0007609412241555844,0.0025952227509948964,0.08355894170094119,7.459522759253504e-09,0.00018084538703702584,0.00012263227337811725,1.9654571006602717e-05,0.0004775446924597398,1.8389934027560075e-05,0.017127424562651268,4.462810247435957e-08,0.003129053461776021,0.005045462029954954,7.389027860671116e-05,0.00013829280255683797,6.46357162893863e-11,6.369746129975114e-11,3.807619809948894e-06,0.025137495367358292,4.655914456737936e-07,3.5204709402282006e-08,2.089737343465319e-06,2.3059263458349257e-08
2.9776151531657435e-06,1.0175542857899316,3.76,0.0,0.08704394193636435,0.8347926256401016,0.16098735176163423,3.2816413538804047e-07,7.834588678377749e-06,0.08285931311754781,0.0013349699266398938,0.19818411228808297,0.4847505665265192,0.019978214375952114,0.702589745235999,0.0035466319927658016,0.13407095015923853,0.00304760208437644,2.284476757339821e-06,6.887475859668533e-08,0.0034225472609217887,0.0009175004754932995,0.01470837780704074,0.0007610264553012126,0.002592253803047147,0.08397620469423797,7.432504889736107e-09,0.00018044405238181978,0.00012285607846397622,1.961210924954227e-05,0.0004792619618185215,1.8358421496004423e-05,0.01715009502495947,4.455977927626809e-08,0.0031309440616879036,0.0050614783588797466,7.365830810234861e-05,0.00013802980225930818,6.44573509344785e-11,6.352223184730084e-11,3.7972413190636963e-06,0.025219825174050508,4.6484193970166983e-07,3.5291558729739604e-08,2.0887474794816064e-06,2.302079950394957e-08
2.9872908534652484e-06,1.017756966232927,3.76,0.0,0.08642666261267817,0.8342485023171545,0.1614828555738419,3.2694841995512106e-07,7.810624394482492e-06,0.08268877736847195,0.0013248132750861307,0.19833032305811585,0.48451164766758964,0.019951599639880035,0.7037659620514133,0.0035420076401207674,0.13465204393544739,0.003047910189164167,2.277813857247303e-06,6.83081523327147e-08,0.003419489564095135,0.000915748674156431,0.014710055685800309,0.0007610902361183265,0.002589260066271628,0.08439293820041896,7.405682026070425e-09,0.00018004302962240683,0.000123077701133972,1.9569598835868234e-05,0.0004809686438122427,1.832689819901138e-05,0.01717236416977286,4.449136786131039e-08,0.0031327757750485687,0.005077422703297194,7.34279517503982e-05,0.00013776798305306157,6.427991352283194e-11,6.334791766694731e-11,3.7869151057911175e-06,0.02530193478525236,4.6409126921580564e-07,3.537802827607705e-08,2.087726262833014e-06,2.2982396266005152e-08
2.9969665537647534e-06,1.0179587569653388,3.76,0.0,0.08581502114543729,0.8337055784307026,0.1619774060687388,3.2574156463762376e-07,7.78680088708633e-06,0.08251912732370328,0.001314763367019371,0.19847496244871007,0.4842696008511127,0.019925150973517044,0.7049366501054645,0.0035373764827459878,0.13523214519302318,0.003048170666994517,2.2711894451839553e-06,6.774788733867999e-08,0.0034164371732709337,0.0009139997011857084,0.014711493737858475,0.0007611327826053166,0.0025862421998546644,0.08480913968133037,7.379052275837114e-09,0.00017964234771735175,0.0001232971661628433,1.9527043919363058e-05,0.00048266477761015297,1.829536721307568e-05,0.017194235374128976,4.442287591245118e-08,0.0031345492454671444,0.005093295299699775,7.319920186267102e-05,0.00013750735112393438,6.410340365785806e-11,6.317451829154836e-11,3.776641193957746e-06,0.025383825306956664,4.633395118284533e-07,3.5464119631144016e-08,2.0866743021601524e-06,2.2944055821711388e-08
3.0066422540642584e-06,1.0181596657098153,3.76,0.0,0.08520895457835964,0.8331638492227174,0.16247100750782512,3.2454356395797703e-07,7.763118410846715e-06,0.08235036101625026,0.00130481890739721,0.1986180468295613,0.4840244751207008,0.019898868433428224,0.706101852789495,0.0035327390454608283,0.13581125405330427,0.0030483840343689,2.2646033313535513e-06,6.719388065081751e-08,0.0034133902965341445,0.0009122536613873949,0.014712694709090342,0.0007611543103397856,0.0025832008513122177,0.0852248066994034,7.352613823579671e-09,0.00017924203480652529,0.00012351449847297893,1.948444856516224e-05,0.0004843504032617383,1.8263831559521675e-05,0.017215711996005502,4.435431087365516e-08,0.003136265109661877,0.005109096385560066,7.29720506385051e-05,0.0001372479123107017,6.392782079224408e-11,6.300203304885827e-11,3.766419575466357e-06,0.025465497845385515,4.6258674452858277e-07,3.554983437494096e-08,2.085592220983231e-06,2.2905780496420864e-08
3.0163179543637633e-06,1.0183597000458702,3.76,0.0,0.08460840076117793,0.8326233099172792,0.16296366414936303,3.2335441054176106e-07,7.739577184569956e-06,0.08218247638781578,0.0012949786176004701,0.1987595923684336,0.48377631878324845,0.019872752051865356,0.7072616131096708,0.0035280958413915517,0.13638937071947269,0.00304855080387397,2.258055324517765e-06,6.664605053376755e-08,0.0034103491369445985,0.000910510656787514,0.014713661318270687,0.0007611550344623466,0.002580136657004471,0.08563993690982151,7.3263649438287705e-09,0.00017884211828026963,0.0001237297225674395,1.9441816752195027e-05,0.00048602556160932134,1.823229421861116e-05,0.017236797375292646,4.4285679931168886e-08,0.0031379239979166754,0.005124826199263049,7.274649019152696e-05,0.0001369896721242867,6.375316424365202e-11,6.283046108668158e-11,3.756250203779226e-06,0.025546953506880552,4.618330436785319e-07,3.563517408357502e-08,2.0844806669884024e-06,2.286757302511801e-08
3.0259936546632683e-06,1.0185588675622044,3.76,0.0,0.08401329837980655,0.8320839557213717,0.1634553802470635,3.221740951756033e-07,7.716177392540045e-06,0.0820154712880771,0.0012852412349360688,0.19889961502310888,0.48352517938421563,0.019846801836287863,0.7084159736707996,0.003523447372025423,0.13696649547691192,0.0030486714837529524,2.251545231862345e-06,6.610431633616324e-08,0.0034073138925320937,0.0009087707866718837,0.014714396255845804,0.0007611351696229419,0.0025770502421944273,0.08605452806297981,7.3003038292171815e-09,0.00017844262476708465,0.00012394286325523828,1.939915237149382e-05,0.0004876902942963193,1.820075804115894e-05,0.017257494832780915,4.4216990174775456e-08,0.0031395265338464615,0.00514048498001795,7.252251254388412e-05,0.00013673263574817617,6.35794331744683e-11,6.265980146933595e-11,3.746133062326656e-06,0.02562819339756746,4.6107848247864963e-07,3.572014031089e-08,2.083340235206062e-06,2.282943546409063e-08
3.0356693549627732e-06,1.0187571756671245,3.76,0.0,0.08342358688676069,0.8315457818269932,0.1639461600505997,3.210026068826445e-07,7.692919185311304e-06,0.08184934348469881,0.0012756055133500716,0.19903813055891756,0.48327110377012084,0.019821017771666415,0.7095649767056174,0.0035187941277017537,0.13754262868748476,0.0030487465784479967,2.2450728595122582e-06,6.556859855220074e-08,0.003404284756581665,0.000907034147654888,0.014714902186046345,0.0007610949299571544,0.002573942221333526,0.08646857799631638,7.274428633631787e-09,0.0001780435801957775,0.0001241539444801547,1.9356459230710373e-05,0.0004893446436794358,1.8169225762860207e-05,0.017277807671039872,4.4148248573726265e-08,0.003141073334839711,0.005156072967794427,7.230010964952521e-05,0.00013647680806016597,6.340662661470027e-11,6.249005317231764e-11,3.736068153099008e-06,0.025709218623228242,4.60323131706621e-07,3.5804734589854815e-08,2.0821714812880847e-06,2.2791369356359368e-08
3.045345055262278e-06,1.0189546317724418,3.76,0.0,0.08283920652994056,0.8310087834116358,0.16443600780437737,3.198399330009774e-07,7.669802680276835e-06,0.08168409066221767,0.0012660702224505764,0.1991751545411908,0.4830141380654391,0.019795399819610968,0.7107086640604049,0.003514136587629986,0.1381177707887389,0.0030487765882194415,2.2386380123135596e-06,6.503881878181095e-08,0.0034012619175749137,0.000905300833714411,0.014715181745732372,0.0007610345290359654,0.002570813198352057,0.08688208463692298,7.248737678018265e-09,0.0001776450097814128,0.00012436299089374,1.9313741054182875e-05,0.0004909886528341598,1.8137700113394172e-05,0.01729773917323571,4.407946175456615e-08,0.003142565011816823,0.005171590403238379,7.207927338286639e-05,0.00013622219363259975,6.32347434711645e-11,6.232121498375361e-11,3.7260554105060323e-06,0.02579003028913892,4.595670627117612e-07,3.5888958453834335e-08,2.0809750194783633e-06,2.2753377135971105e-08
3.055020755561783e-06,1.0191512431173895,3.76,0.0,0.08226009840456444,0.8304729556382795,0.16492492774726117,3.1868605901176714e-07,7.64682795962136e-06,0.08151971041913024,0.0012566341498820262,0.19931070232209003,0.482754327625035,0.01976994791815839,0.7118470771651136,0.0035094752188302393,0.13869192230095195,0.003048762008980153,2.232240493988752e-06,6.45148999231265e-08,0.003398245558805306,0.0009035709359100799,0.014715237542383044,0.0007609541797749694,0.0025676637652036058,0.0872950460068194,7.223229318053806e-09,0.00017724693797630976,0.00012457002597467438,1.927100147811223e-05,0.0004926223655824316,1.810618375816427e-05,0.01731729260133752,4.401063613949401e-08,0.0031440021687199767,0.005187037527718358,7.185999554556567e-05,0.00013596879671221834,6.306378251574067e-11,6.215328553947051e-11,3.716094751191722e-06,0.02587062949983867,4.5881034528781364e-07,3.5972813428730495e-08,2.0797514647877166e-06,2.2715461332822697e-08
