Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86)
2.0268274219174977e-06,0.19950605279382183,3.76,0.0,0.6828242734042054,0.996037329042991,0.004158343264954599,2.746186408726864e-13,1.8294573109569908e-10,0.0025287240146868962,0.0014130426525823638,0.0037301812529335135,0.0007354555864717312,0.029003450198914205,0.0013848202092780488,0.02271521939154612,3.5535489948997726e-06,2.7684843361292638e-06,7.161569767900309e-06,0.00024597343291549455,2.5633186081593395e-05,9.239751234609093e-05,0.000223254048799503,5.5946952522197925e-06,9.011130698940669e-05,3.060057897723415e-05,4.17288365406914e-06,6.942677718220305e-10,4.01923720566801e-10,9.47084123601739e-09,1.686453841939479e-08,7.458585724992418e-10,6.4563905063141906e-06,1.1019607388244916e-06,1.1093484385920872e-05,2.435907984386815e-12,3.57186838531582e-09,2.6898518988372653e-08,3.270556063836281e-12,1.7201626419160176e-05,1.2686141872867168e-08,1.2426859388737733e-07,9.010836513788613e-12,1.679427194808814e-08,2.02391923635944e-14,1.0149182383046863e-15,5.098035976547692e-08,9.408703850704961e-08,2.140745976010137e-12,7.850005727902242e-13,5.0942764451369775e-09,2.2547185733376435e-12,3.1375160948426433e-10,4.2335294781509216e-10,6.144268852515737e-10,7.786183731465361e-12,5.989395782237526e-08,6.872802774154865e-16,1.3548633893189458e-10,1.5205322201842534e-11,6.83948755670059e-10,1.2022414654611468e-12,1.4750880806592835e-11,6.639716008903232e-09,9.260891449109694e-08
2.0479573300469766e-06,0.19952856070069053,3.76,0.0,0.6820932599525129,0.9959477696208742,0.004262440757102603,2.8705266924576467e-13,1.8958879884673726e-10,0.00256546359083102,0.001424794417830163,0.00381515164477981,0.000741674061509507,0.029652319003032005,0.001405549693264884,0.02321739057005511,3.582582525395646e-06,2.808425087114732e-06,7.394794356917109e-06,0.00025447621169542205,2.6848608367082078e-05,9.354210425338206e-05,0.0002316417911094911,5.790323409578203e-06,9.444966535960352e-05,3.088266092158985e-05,4.3142732216820696e-06,7.045077618636271e-10,4.2444391319701386e-10,1.0058373631240863e-08,1.739751802993322e-08,7.81532734346588e-10,6.795263577474861e-06,1.13406175902917e-06,1.163260693264692e-05,2.5525362232706818e-12,3.750537900174828e-09,2.790880432554492e-08,3.429457303497856e-12,1.7879845581321345e-05,1.3632704460335401e-08,1.3182884277306327e-07,9.288775735339914e-12,1.8026964505906503e-08,2.1786583306268435e-14,1.0766185187444198e-15,5.224184307953634e-08,9.664686907726916e-08,2.19887844924876e-12,8.062655464722152e-13,5.232902172865654e-09,2.3676997483229082e-12,3.2730115348705267e-10,4.6316413509081843e-10,6.489403875626728e-10,8.223522046389403e-12,6.15852946532375e-08,7.519702685504993e-16,1.4397310478137415e-10,1.605925009467677e-11,7.259824326464747e-10,1.2712715207951693e-12,1.564522332327343e-11,7.049861572069378e-09,9.915095904636805e-08
2.0690872381764555e-06,0.1995512449012197,3.76,0.0,0.6813563544295189,0.9958574088020116,0.004367779216698752,2.9984494151546037e-13,1.9637014842236555e-10,0.0026022534477017764,0.001436404338076944,0.0039013060974362325,0.0007478281847577938,0.03030632373579334,0.001426102700131084,0.023723281709701373,3.6112400045870363e-06,2.848406187849514e-06,7.63189583091888e-06,0.0002631243411164581,2.8103953465868997e-05,9.468468266433954e-05,0.00024024798518614408,5.989942652807755e-06,9.893699360286354e-05,3.1162597972293064e-05,4.458106486901941e-06,7.148144251677964e-10,4.4786759558610814e-10,1.0672701170454878e-08,1.7940735290808708e-08,8.183650582266534e-10,7.147688586892912e-06,1.166502115253175e-06,1.2189628121428483e-05,2.6729607364830032e-12,3.93616452087017e-09,2.8942766918108985e-08,3.593611953105539e-12,1.8576451419624733e-05,1.463706182035625e-08,1.3974199871694396e-07,9.571641127058664e-12,1.9333481828244297e-08,2.3432062574135465e-14,1.1411358304003031e-15,5.351596176842266e-08,9.923920317992385e-08,2.257734272410806e-12,8.277940029575124e-13,5.3732729179067915e-09,2.484652151676326e-12,3.41205821032933e-10,5.061503743284425e-10,6.848457505040093e-10,8.678496120693421e-12,6.330257236619814e-08,8.218244630504297e-16,1.5287384956905415e-10,1.694760580936635e-11,7.700217267725405e-10,1.3431382764816114e-12,1.658105840625956e-11,7.478934240940038e-09,1.06053975587949e-07
2.0902171463059344e-06,0.19957410313808355,3.76,0.0,0.6806136288494912,0.99576625158799,0.004474354815725175,3.1299866405256607e-13,2.032898219285459e-10,0.0026390839908030698,0.0014478737696726261,0.0039886436901912835,0.0007539188914935142,0.030965392186054604,0.001446475032670533,0.02423283721432482,3.6395250299478414e-06,2.8884167198370053e-06,7.872860258111979e-06,0.00027191611370235556,2.939990645593724e-05,9.58251967252406e-05,0.0002490745975299061,6.193569505043184e-06,0.00010357623528912141,3.144042959881969e-05,4.604374278789088e-06,7.251885973591364e-10,4.722155943432751e-10,1.1314575497375117e-08,1.849421889535736e-08,8.563712437171868e-10,7.514010197933015e-06,1.1992688508640318e-06,1.2764840369858025e-05,2.797233612045136e-12,4.128929942330651e-09,3.000050283889285e-08,3.7631012405987485e-12,1.9291675237755337e-05,1.5701907236761972e-08,1.480189791222e-07,9.859435835903923e-12,2.0717187597281623e-08,2.5180505913440675e-14,1.208553300571712e-15,5.480243043566729e-08,1.0186366959135494e-07,2.317304276651199e-12,8.495825840900296e-13,5.515367817557117e-09,2.6056516061630966e-12,3.5546786397415694e-10,5.525179352334287e-10,7.221752356510808e-10,9.151514641403252e-12,6.504576897754605e-08,8.971787110071696e-16,1.6220236379590638e-10,1.7871186821079472e-11,8.161316738588657e-10,1.4179081455630986e-12,1.755965169586908e-11,7.927499358503817e-09,1.133320445501436e-07
2.1113470544354133e-06,0.19959713317418368,3.76,0.0,0.6798651548175596,0.9956743028284187,0.004582163653182393,3.265167779590043e-13,2.1034780013866282e-10,0.002675945867264405,0.0014592040098303615,0.004077163140226215,0.0007599470762589088,0.031629452708649176,0.0014666627941502274,0.024746002185080496,3.667441050234746e-06,2.9284460439362247e-06,8.117672784707025e-06,0.00028084975120544974,3.073715045647256e-05,9.69635916817333e-05,0.0002581235177415003,6.4012195924582784e-06,0.00010837034258505308,3.171619347495496e-05,4.753066873072587e-06,7.356310554596925e-10,4.975087650350523e-10,1.1984753536856616e-08,1.9057994048347002e-08,8.955665439316355e-10,7.894574898591586e-06,1.2323489295277021e-06,1.3358534279433795e-05,2.9254055048250027e-12,4.329017416370461e-09,3.108209932595892e-08,3.938005463167126e-12,2.002574564802392e-05,1.6830015494191716e-08,1.5667081791374318e-07,1.0152161839558574e-11,2.218154415179896e-08,2.703695882724281e-14,1.2789550880372826e-15,5.61009596372387e-08,1.0451988922320285e-07,2.377579114229061e-12,8.716278667501836e-13,5.659165602800779e-09,2.7307738733436026e-12,3.7008941032380644e-10,6.024832170739494e-10,7.609611246923579e-10,9.642986625304992e-12,6.681485679251057e-08,9.783853760660319e-16,1.7197262386280317e-10,1.8830791208723443e-11,8.643781342164637e-10,1.4956475761689387e-12,1.8582281236597582e-11,8.396128704544477e-09,1.209995431204966e-07
2.132476962564892e-06,0.19962033279177768,3.76,0.0,0.6791110035501497,0.9955815672270011,0.004691201751278548,3.4040208236720257e-13,2.1754401368943908e-10,0.0027128299612237793,0.001470396298504097,0.00416686281175146,0.0007659135939993454,0.03229843420086423,0.001486662381512821,0.02526272239462121,3.6949913700643504e-06,2.968483795380171e-06,8.366317633735348e-06,0.00028992340769940715,3.211636643951438e-05,9.809980911447128e-05,0.00026739655821281987,6.612907619888552e-06,0.00011332227555336024,3.1989925519824606e-05,4.904173990470354e-06,7.461425172176854e-10,5.237679822871314e-10,1.2683997176885083e-08,1.9632082583476935e-08,9.359657696704326e-10,8.289730839791264e-06,1.2657292569609903e-06,1.3970998561601086e-05,3.057525642832666e-12,4.536611664329718e-09,3.218763483762966e-08,4.118403925620419e-12,2.0778888515422993e-05,1.802424358023307e-08,1.6570866020103364e-07,1.0449819817793068e-11,2.3730113201040905e-08,2.900663927527864e-14,1.3524261487761145e-15,5.741125606907012e-08,1.0720747535751812e-07,2.4385492631772957e-12,8.939263645371696e-13,5.804644592698899e-09,2.8600946280937743e-12,3.8507246389115903e-10,6.562730595084647e-10,8.012357017964523e-10,1.0153321106834943e-11,6.860980228107339e-08,1.0658138430971103e-15,1.821987855844175e-10,1.9827217119113808e-11,9.14827761246252e-10,1.5764230145055062e-12,1.9650236814803033e-11,8.885400312719055e-09,1.2907114384438033e-07
2.153606870694371e-06,0.19964369979164184,3.76,0.0,0.6783512458944234,0.9954880493475274,0.004801465051900885,3.546573436034794e-13,2.2487834078981674e-10,0.0027497273889188975,0.0014814518204889092,0.004257740725017372,0.0007718192613198902,0.032972266079860806,0.0015064704784730988,0.025782944262135128,3.722179155089736e-06,3.008519878419402e-06,8.61877810522772e-06,0.00029913517266749035,3.3538233041552516e-05,9.923378718525492e-05,0.0002768954539086951,6.828647347858545e-06,0.00011843500143691556,3.2261659944675325e-05,5.057684795468681e-06,7.567236386344562e-10,5.510141298498588e-10,1.3413072945846911e-08,2.0216502927690656e-08,9.775833525654805e-10,8.699827672845912e-06,1.2993967018508376e-06,1.460251996390827e-05,3.1936420354107983e-12,4.751898786705418e-09,3.331717910810645e-08,4.3043749455423546e-12,2.1551326903134385e-05,1.9287531339964866e-08,1.7514375682460456e-07,1.0752408529675907e-11,2.536655647538937e-08,3.109494017232833e-14,1.4290520107221839e-15,5.8733022767377434e-08,1.099260338336486e-07,2.5002050324798694e-12,9.164745296231323e-13,5.9517826671471194e-09,2.9936894248627123e-12,4.004189009473616e-10,7.141250544919497e-10,8.430312359301399e-10,1.0682926845718838e-11,7.04305659613645e-08,1.1598510276564289e-15,1.9289517746100846e-10,2.086126211934065e-11,9.675479690358723e-10,1.6603008687074826e-12,2.076481930021921e-11,9.395898281106187e-09,1.3756181303188077e-07
2.17473677882385e-06,0.19966723199226838,3.76,0.0,0.6775859523466431,0.9953937536197759,0.004912949413379346,3.6928505413962376e-13,2.3235059473850271e-10,0.0027866294935613646,0.0014923717076994393,0.004349794565189128,0.0007776648578362386,0.033650878261125325,0.0015260840485263267,0.02630661482930892,3.7490074376591257e-06,3.048544460679282e-06,8.87503657782288e-06,0.00030848307408284437,3.5003426375343415e-05,0.0001003654608909616,0.00028662186223657167,7.048451571107505e-06,0.000123711493928775,3.2531429304351736e-05,5.213587895664085e-06,7.673750187653667e-10,5.79268090644527e-10,1.4172751685392117e-08,2.0811269932072928e-08,1.0204332423168383e-09,9.125216386403092e-06,1.333338115939932e-06,1.5253383196346392e-05,3.333801144000261e-12,4.975066170351005e-09,3.44707932024552e-08,4.495995826829373e-12,2.2343281019362494e-05,2.0622902082021338e-08,1.8498745879577444e-07,1.1059925507267366e-11,2.7094636312881813e-08,3.3307432524899786e-14,1.5089191598290318e-15,6.006595930536378e-08,1.1267516322710804e-07,2.562536567337523e-12,9.392687547617518e-13,6.100557334587292e-09,3.131633684855516e-12,4.161304675341563e-10,7.762878589365237e-10,8.863799623926487e-10,1.123221226684934e-11,7.227710229156745e-08,1.2609018867265685e-15,2.04076293741473e-10,2.193372305808289e-11,1.022606899046541e-09,1.7473474778188112e-12,2.192733994357119e-11,9.928212576470073e-09,1.4648680896780902e-07
2.195866686953329e-06,0.1996909272291024,3.76,0.0,0.676815193069409,0.9952986843452989,0.00502565060754909,3.8428744796066184e-13,2.3996053507367286e-10,0.0028235278400598205,0.0015031570415862659,0.004443021691077917,0.0007834511275982994,0.03433420113802153,0.0015455003278849208,0.026833681737271103,3.7754791228506785e-06,3.088547967309816e-06,9.13507451183445e-06,0.0003179650814774328,3.6512619842226935e-05,0.00010149476232268356,0.0002965773630008476,7.272332098685331e-06,0.0001291547324291342,3.279926455251822e-05,5.371871341752367e-06,7.780971998187782e-10,6.0855073680721e-10,1.4963808219235668e-08,2.1416395011648726e-08,1.0645288933277384e-09,9.566249142705576e-06,1.367540353277862e-06,1.592387085795354e-05,3.478047829284005e-12,5.206302393543925e-09,3.5648529571025616e-08,4.693342784998976e-12,2.3154968165624754e-05,2.2033463135356237e-08,1.952512116324283e-07,1.1372367079811975e-11,2.891821618070107e-08,3.564986802099807e-14,1.5921148202233578e-15,6.140976197606345e-08,1.154544550891044e-07,2.6255338540526347e-12,9.623053749804039e-13,6.2509457345518546e-09,3.274002672253568e-12,4.3220877979668706e-10,8.430215077983242e-10,9.31314065033714e-10,1.1801585149133966e-11,7.414935957104998e-08,1.3693899301941777e-15,2.1575678729313244e-10,2.304539557349052e-11,1.0800733859351834e-09,1.8376290756095812e-12,2.313911967315868e-11,1.0482938832483253e-08,1.558616799259889e-07
2.216996595082808e-06,0.1997147833538179,3.76,0.0,0.6760390379077251,0.995202845703092,0.00513956431711611,3.996667879679833e-13,2.4770787573241804e-10,0.0028604142096509263,0.0015138088556541358,0.004537419143722743,0.0007891787805671233,0.035022165562494385,0.0015647168183585505,0.027364093204555212,3.801596994788516e-06,3.128521074997831e-06,9.3988724537959e-06,0.00032757910899635734,3.806648394522866e-05,0.00010262162092794966,0.00030676345843929373,7.500299735677231e-06,0.00013476770129038153,3.3065195099776845e-05,5.53252262823294e-06,7.888906635722105e-10,6.388829197473134e-10,1.5787021018274184e-08,2.2031886183224782e-08,1.1098833665164689e-09,1.0023279113242783e-05,1.4019902886410155e-06,1.661426336377419e-05,3.6264256836132987e-12,5.445797128354117e-09,3.6850432104767435e-08,4.896490958747212e-12,2.3986602686584077e-05,2.352240635593776e-08,2.0594654959683534e-07,1.1689727459095796e-11,3.0841261130834825e-08,3.8128181187649893e-14,1.6787265779209965e-15,6.276412398574983e-08,1.1826349416627501e-07,2.6891867252104984e-12,9.85580669487964e-13,6.402924590147949e-09,3.420871454991621e-12,4.486553213689083e-10,9.145977272617683e-10,9.778656587756279e-10,1.2391452276575736e-11,7.604727985126557e-08,1.485757732512453e-15,2.279514622490587e-10,2.4197073328783622e-11,1.1400169225037815e-09,1.9312117529810333e-12,2.440148840928383e-11,1.1060678142208807e-08,1.657022619893601e-07
2.2381265032122867e-06,0.19973879823363608,3.76,0.0,0.6752575564038662,0.995106241755131,0.005254686133327622,4.154251431493156e-13,2.555922660513565e-10,0.002897280594489595,0.0015243281380499453,0.004632983654818935,0.0007948484941277744,0.03571470282696109,0.0015837312801915467,0.027897798006109947,3.827363723155391e-06,3.168454705902787e-06,9.666410042497881e-06,0.00033732301843439203,3.9665686103233743e-05,0.00010374596377407186,0.0003171815733387833,7.732364266600888e-06,0.00014055338905143204,3.332924887391819e-05,5.695528694881042e-06,7.997558374997952e-10,6.70285460237687e-10,1.6643171862421243e-08,2.265774785899465e-08,1.1565092145927474e-09,1.0496660314214605e-05,1.4366748351296945e-06,1.7324838872271247e-05,3.778976666868518e-12,5.693741040938107e-09,3.8076536191174716e-08,5.1055143988478136e-12,2.483839592129926e-05,2.5093008582661683e-08,2.1708508984695348e-07,1.2011999549585841e-11,3.286783818917887e-08,4.0748492419242965e-14,1.7688428867617274e-15,6.412873565242228e-08,1.211018585834875e-07,2.753484865285429e-12,1.0090908638838303e-12,6.556470287759483e-09,3.5723148925199525e-12,4.6547144027861604e-10,9.913002476917237e-10,1.026066771153106e-09,1.3002219432182506e-11,7.797079885696896e-08,1.610467444028224e-15,2.4067526647063303e-10,2.5389547933036133e-11,1.2025076238693052e-09,2.028161427039001e-12,2.5715784329700636e-11,1.166203684515651e-08,1.7602467667776882e-07
2.2592564113417656e-06,0.19976296975068464,3.76,0.0,0.6744708178110335,0.9950088764517727,0.005371011553946817,4.31564165035049e-13,2.6361329374586864e-10,0.002934119192242408,0.0015347158341921738,0.004729711654991148,0.0008004609146229596,0.03641174464741089,0.0016025417248704322,0.028434745453371626,3.852781869827029e-06,3.208340021569771e-06,9.937666016495602e-06,0.0003471946222516534,4.1310890466517155e-05,0.00010486771581068222,0.0003278330552270444,7.968534440499999e-06,0.00014651478766254593,3.359145238162256e-05,5.860875929026201e-06,8.106930959157953e-10,7.027791385521145e-10,1.753304549958288e-08,2.3293980987452686e-08,1.2044184378771366e-09,1.0986747441629504e-05,1.4715809609490333e-06,1.8055873213294027e-05,3.935740951393652e-12,5.9503256903184986e-09,3.932686877024583e-08,5.320485977242082e-12,2.5710556156046475e-05,2.674863204183584e-08,2.2867852650420113e-07,1.2339175233203085e-11,3.500211667745447e-08,4.3517110482359764e-14,1.8625529070233514e-15,6.550328459056979e-08,1.239691200825991e-07,2.818417816028784e-12,1.032832131929376e-12,6.7115588950798735e-09,3.728407615720781e-12,4.826583499164129e-10,1.0734251160220726e-09,1.0759493246034138e-09,1.3634291107089372e-11,7.991984591812957e-08,1.7440013014343482e-15,2.5394328385484134e-10,2.662360854027073e-11,1.2676161909191693e-09,2.1285438066150356e-12,2.708335312978886e-11,1.2287626309209897e-08,1.8684532838562287e-07
2.2803863194712445e-06,0.19978729580139984,3.76,0.0,0.6736788911057957,0.9949107536370101,0.005488535981529555,4.4808551635869234e-13,2.7177050738096744e-10,0.002970922400722784,0.0015449728494168452,0.004827599281909927,0.0008060166588941976,0.0371132231477228,0.0016211464079133933,0.02897488537540468,3.8778538955621655e-06,3.248168416865814e-06,1.0212618223057435e-05,0.00035719168656541864,4.300275773391042e-05,0.00010598680012996827,0.00033871917463789276,8.208817957749057e-06,0.00015265489170188172,3.385183077101774e-05,6.028550168662627e-06,8.217027545858132e-10,7.363846846660648e-10,1.8457429302214396e-08,2.3940583183503555e-08,1.2536226344274784e-09,1.1493895706024088e-05,1.506695705381781e-06,1.880763981670992e-05,4.096757408385582e-12,6.215743424815333e-09,4.0601448391544717e-08,5.541477402347653e-12,2.6603288578822018e-05,2.849272469964737e-08,2.407386246425701e-07,1.2671244082681277e-11,3.7248368467389665e-08,4.64405342558197e-14,1.9599459196392986e-15,6.688745590124027e-08,1.268648442791385e-07,2.883974981830098e-12,1.056800597493174e-12,6.868166086777092e-09,3.8892239815105085e-12,5.002171275156985e-10,1.16128100725007e-09,1.1275451195061522e-09,1.4288070074001325e-11,8.189434391271991e-08,1.8868621367870848e-15,2.6777072644172506e-10,2.7900040941908656e-11,1.3354138730222972e-09,2.232424353894909e-12,2.8505547318582485e-11,1.2938062707749347e-08,1.981809016319102e-07
2.3015162276007234e-06,0.19981177429597097,3.76,0.0,0.6728818449993226,0.9948118770535794,0.005607254721998944,4.649908611920046e-13,2.800633985956626e-10,0.0030076828126007283,0.0015551000516182383,0.00492664238825222,0.0008115163158188297,0.03781907084519969,0.0016395438216526325,0.029518168101106777,3.902582166690858e-06,3.287931513978973e-06,1.0491243628534468e-05,0.00036731193411518217,4.474194497187983e-05,0.00010710313822331424,0.00034984112544741026,8.453221458577215e-06,0.0001589766975850383,3.411040789457365e-05,6.1985367064056364e-06,8.327850781550577e-10,7.711227685364799e-10,1.9417112921915382e-08,2.459754848940776e-08,1.3041328805981644e-09,1.2018460667366484e-05,1.5420061939669363e-06,1.9580409641808375e-05,4.262063233721399e-12,6.490187276728292e-09,4.190028527306764e-08,5.768559230986192e-12,2.7516795235373475e-05,3.0328820562084104e-08,2.5327721421268707e-07,1.3008194237763546e-11,3.961096816668748e-08,4.952545560096645e-14,2.0611119569869893e-15,6.828093237325729e-08,1.2978859086649278e-07,2.9501456356133644e-12,1.0809923370287675e-12,7.0262672343593575e-09,4.054838060418805e-12,5.181487106979722e-10,1.255189534708206e-09,1.1808858160204263e-09,1.496395744312305e-11,8.389420922060401e-08,2.0395738845643013e-15,2.821729263604292e-10,2.921962753645398e-11,1.4059724300950639e-09,2.3398682533877085e-12,2.9983725461737066e-11,1.3613966792320506e-08,2.100483581254056e-07
2.3226461357302023e-06,0.19983640315782636,3.76,0.0,0.6720797479474265,0.9947122503479175,0.005727162983512232,4.822813164582575e-13,2.8849138666966946e-10,0.003044393210213871,0.0015650982738656721,0.0050268365495070985,0.0008169604478329367,0.0385292206373079,0.0016577326880197688,0.030064544442468245,3.9269689617512126e-06,3.327621156513589e-06,1.077351833009619e-05,0.00037755304719812793,4.652910543578276e-05,0.00010821665023296027,0.0003612000252777557,8.701750513300616e-06,0.00016548320276882285,3.4367206371869576e-05,6.3708202942979965e-06,8.439402828863956e-10,8.070139904749477e-10,2.0412887942525724e-08,2.5264867487904367e-08,1.3559596379769338e-09,1.2560798069967479e-05,1.5774996528956708e-06,2.0374451107587207e-05,4.431693632719333e-12,6.773850856208491e-09,4.322338136117556e-08,6.00180075841602e-12,2.845127498694119e-05,3.2260539921853004e-08,2.6630618390414656e-07,1.3350013098090402e-11,4.209439323639961e-08,5.277876182972753e-14,2.1661417676575767e-15,6.968339467353687e-08,1.3273991384845034e-07,3.016918924847209e-12,1.105403381497586e-12,7.1858374501536365e-09,4.2253236227699684e-12,5.36453898877593e-10,1.3554855587853873e-09,1.2360029166356063e-09,1.5662352420157088e-11,8.591935168866656e-08,2.2026820862399333e-15,2.9716532766462506e-10,3.0583147082251486e-11,1.4793640941163022e-09,2.450940379854861e-12,3.15192514096304e-11,1.4315963661182458e-08,2.2246493364819521e-07
2.343776043859681e-06,0.19986118032316058,3.76,0.0,0.671272668159434,0.9946118770749653,0.005848255875613156,4.999578286864709e-13,2.9705385244641604e-10,0.003081046560502507,0.0015749683169802996,0.005128177071628901,0.0008223495924317473,0.039243605789603384,0.00167571195134374,0.030613965678868645,3.951016478031781e-06,3.3672294037095423e-06,1.1059417568770484e-05,0.00038791267057227655,4.83648883935599e-05,0.0001093272551976875,0.000372796915966042,8.954409614245579e-06,0.0001721774049504956,3.462224765184237e-05,6.545385149460962e-06,8.551685286361583e-10,8.440788716279943e-10,2.1445547532193454e-08,2.594252754063616e-08,1.4091129608954946e-09,1.3121263677250515e-05,1.6131634226348708e-06,2.119003002403139e-05,4.605682487625083e-12,7.066928243174917e-09,4.4570730391806474e-08,6.241270032203206e-12,2.940692346984948e-05,3.4291589551902295e-08,2.798374749490334e-07,1.36966855840886e-11,4.470322403941021e-08,5.6207536951012025e-14,2.2751259513944638e-15,7.109452153621205e-08,1.357183618247628e-07,3.0842838772407972e-12,1.1300297182829596e-12,7.346851478825768e-09,4.400754086641115e-12,5.551333531677486e-10,1.4625174937713532e-09,1.292927750022697e-09,1.638365177518601e-11,8.79696746070812e-08,2.376754391820253e-15,3.12763477994113e-10,3.199137362034027e-11,1.5556615300335682e-09,2.5657052600618065e-12,3.3113493583575634e-11,1.504468252406652e-08,2.354481347608857e-07
2.36490595198916e-06,0.1998861037405029,3.76,0.0,0.6704606736059183,0.9945107607028156,0.005970528408661836,5.180216223408237e-13,3.057501369640061e-10,0.003117636010087414,0.0015847109520582654,0.005230658998540593,0.0008276842636402334,0.03996215992481887,0.0016934807711700237,0.03116638354238824,3.974726837983477e-06,3.4067485248081484e-06,1.1348915743747877e-05,0.0003983884143246509,5.024993895211052e-05,0.00011043487129179858,0.0003846327640960112,9.211202169346148e-06,0.00017906230126374205,3.487555207418919e-05,6.722214960577089e-06,8.664699274339741e-10,8.823378445786602e-10,2.2515886094894846e-08,2.663051253056333e-08,1.4636023857317589e-09,1.3700213107103484e-05,1.6489849707952063e-06,2.20274095244922e-05,4.7840620184371725e-12,7.3696138777294956e-09,4.5942317954304655e-08,6.487033896854596e-12,3.0383933056724684e-05,3.642576284521449e-08,2.9388307488249945e-07,1.4048194979298961e-11,4.744214381980964e-08,5.981906430995513e-14,2.38815570216489e-15,7.251398996550427e-08,1.3872347823213108e-07,3.1522294068058957e-12,1.1548672939404385e-12,7.50928379182329e-09,4.581202503729603e-12,5.741875926782775e-10,1.576647612503107e-09,1.351691453450014e-09,1.7128249962143628e-11,9.004507469668193e-08,2.5623810578201803e-15,3.289830200953144e-10,3.344507646294164e-11,1.6349377961572637e-09,2.6842270414162075e-12,3.476782420754629e-11,1.580075646349935e-08,2.490157353331415e-07
2.386035860118639e-06,0.19991117137032366,3.76,0.0,0.6696438320253254,0.9944089046172099,0.006093975493533276,5.364734097752509e-13,3.1457950087288623e-10,0.0031541548805043007,0.0015943269229289252,0.005334277119490773,0.0008329649534480047,0.040684817013080694,0.0017110385151094276,0.031721750204107495,3.99810209547063e-06,3.446170993582944e-06,1.1641986427878612e-05,0.00040897785670189046,5.218489788658679e-05,0.00011153941605645145,0.00039670846158920594,9.472130497383961e-06,0.00018614088747257156,3.512713892963413e-05,6.9012928951850535e-06,8.778445487390528e-10,9.218112440821976e-10,2.3624698921880178e-08,2.7328802911698386e-08,1.5194367655466471e-09,1.429800166767572e-05,1.6849519042586241e-06,2.2886849999271375e-05,4.966862233067642e-12,7.682102450543502e-09,4.733812155758206e-08,6.739157862987806e-12,3.138249281955318e-05,3.866693990061435e-08,3.084550112645485e-07,1.4404524225647335e-11,5.031593861302444e-08,6.362082909450747e-14,2.5053229975905243e-15,7.394147543254479e-08,1.4175480157004013e-07,3.2207443204484826e-12,1.179912016364136e-12,7.67310867158513e-09,4.766741554923269e-12,5.936169960303446e-10,1.6982523484947167e-09,1.412324955734556e-09,1.789653896660263e-11,9.214544210742209e-08,2.760175441178243e-15,3.4583968328215924e-10,3.4945020178961877e-11,1.7172663041789134e-09,2.8065694627354156e-12,3.6483618508050514e-11,1.658482219304692e-08,2.631857729035186e-07
2.407165768248118e-06,0.1999363811846798,3.76,0.0,0.6688222109295314,0.9943063121258785,0.006218591941574893,5.553133376963951e-13,3.23541154694707e-10,0.003190596663605833,0.0016038169485388342,0.005439025976268126,0.000838192133203718,0.041411511363218995,0.0017283847517241854,0.03228001826136437,4.021144241836133e-06,3.4854894830495887e-06,1.1938602384278933e-05,0.0004196785469008353,5.417040147283061e-05,0.00011264080662272165,0.00040902482635297354,9.737195824828719e-06,0.00019341615716433305,3.537702651881504e-05,7.082601607760847e-06,8.892924078175647e-10,9.62519297947e-10,2.4772781843517492e-08,2.8037376065836455e-08,1.5766245416092638e-09,1.4914984193267826e-05,1.7210519805763246e-06,2.3768609030513074e-05,5.154111794313779e-12,8.004588791740463e-09,4.8758110697819273e-08,6.997706111034906e-12,3.240278849477771e-05,4.101908755440232e-08,3.2356534536293856e-07,1.4765653664693747e-11,5.332949708666166e-08,6.762051902014975e-14,2.6267193763323335e-15,7.537665206499294e-08,1.4481186569655185e-07,3.2898173241365905e-12,1.2051597565809629e-12,7.838300062019394e-09,4.957443491597731e-12,6.134218029419581e-10,1.827722595234771e-09,1.474858962170912e-09,1.8688907637953607e-11,9.427066042762445e-08,2.9707744885760673e-15,3.6334927475367706e-10,3.6491963326196126e-11,1.8027207787232785e-09,2.9327958171967576e-12,3.826225399841912e-11,1.739751981280724e-08,2.779765448727188e-07
