Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214)
4.571546053721959e-07,0.7329864011098964,3.76,0.0,0.8139066267567054,0.9999443207835188,4.7767307853918016e-05,6.10502124240678e-16,1.4720099454282138e-12,0.002376055883509689,0.000260069857080875,0.0004459710681987335,0.0007195537403413534,0.00022483403347148918,0.000452529362338174,3.013820197437311e-08,1.1625042837290536e-08,1.5328723508454336e-05,3.738623735683367e-07,8.587915020842458e-08,1.8559952137336147e-05,7.085553022405587e-06,5.932303141134914e-06,1.5057854340821305e-07,1.2476991965501444e-08,7.047623604120503e-08,4.90133724907426e-10,4.138202276661296e-09,5.021840758169813e-14,4.764802641180301e-08,6.486110791416257e-14,2.255864397519914e-12,2.102711980033528e-09,6.720368263818575e-15,5.851931587143549e-11
4.655091497826444e-07,0.7329946269395403,3.76,0.0,0.8138344770224907,0.9999415066417695,5.080176434887603e-05,6.448826430311964e-16,1.4954155629691956e-12,0.002412139494538695,0.0002688551402639032,0.00046146070243029125,0.0007570074972505397,0.00023340585264412743,0.000478721322195112,3.3170188532874627e-08,1.3033928076418879e-08,1.5953174428327072e-05,3.7989428062446144e-07,8.884043700532228e-08,1.935425374473638e-05,7.374720891553974e-06,6.1498358109096855e-06,1.5921312456278622e-07,1.3738353883344241e-08,7.637792652224132e-08,5.067336414708942e-10,4.6095690729181055e-09,5.908187465446875e-14,4.866446289353062e-08,7.702823614575429e-14,2.520457176477458e-12,2.3005585239598296e-09,7.50707161680944e-15,6.660820187249716e-11
4.738636941930929e-07,0.7330030138303886,3.76,0.0,0.8137609234704849,0.9999385962446842,5.396464793236524e-05,6.804699220357655e-16,1.5187443823599976e-12,0.0024480117244762662,0.0002777768718677947,0.0004771829505953205,0.0007957152273487937,0.00024213103721854934,0.0005058997138888553,3.6442935884060456e-08,1.4583349979916375e-08,1.6595739297218035e-05,3.8588966271087877e-07,9.18487657069511e-08,2.016531581199607e-05,7.669517902569003e-06,6.371473713428942e-06,1.6824645697276646e-07,1.5102275397453832e-08,8.266401604754613e-08,5.235924421876411e-10,5.124190544523064e-09,6.92955528090629e-14,4.9692739453081715e-08,9.118580167998055e-14,2.8102710170552663e-12,2.5135428650935854e-09,8.368659307831647e-15,7.56344791154434e-11
4.822182386035414e-07,0.7330115642539098,3.76,0.0,0.8136859464916333,0.9999355879770678,5.725863127117399e-05,7.172815146092718e-16,1.5420013429070487e-12,0.002483675960869197,0.0002868343288935757,0.0004931364439888856,0.0008356961975286502,0.00025100881617613627,0.000534081811173929,3.9970504209295834e-08,1.6284379718054023e-08,1.7256691521211352e-05,3.918490483217561e-07,9.490389497745822e-08,2.0993087209950565e-05,7.969920732432365e-06,6.597243167375692e-06,1.7769337945503595e-07,1.657506552609972e-08,8.935348318007916e-08,5.407087954788812e-10,5.6850875243943966e-09,8.103322637568812e-14,5.073334216563541e-08,1.0761300122269507e-13,3.127163493546175e-12,2.742588247035242e-09,9.310641821744809e-15,8.568626513046154e-11
4.905727830139899e-07,0.7330202806680384,3.76,0.0,0.8136095265752822,0.9999324802314556,6.0686378311205884e-05,7.553349779515687e-16,1.5651915027689855e-12,0.0025191356415288253,0.0002960267575414629,0.0005093198350956177,0.0008769695688332794,0.0002600383862238108,0.0005632847877221402,4.376747099558994e-08,1.8148730415937755e-08,1.793630143353537e-05,3.977729740207151e-07,9.80055728959009e-08,2.1837513972082818e-05,8.275905044200639e-06,6.827171796606908e-06,1.8756913977975577e-07,1.8163292390302974e-08,9.646603754024078e-08,5.580813127532329e-10,6.295424354614716e-09,9.44869941433286e-14,5.178676147060112e-08,1.266218255918532e-13,3.4730885481847304e-12,2.9886622232048255e-09,1.033881541987864e-14,9.685805014489084e-11
4.989273274244384e-07,0.7330291655166048,3.76,0.0,0.8135316443136591,0.9999292714084312,6.425054380904097e-05,7.946478912593592e-16,1.5883200395414836e-12,0.002554394254637249,0.0003053533729269022,0.0005257317978814038,0.0009195543920023703,0.00026921891146409034,0.0005935257131822054,4.784893688049006e-08,2.018878064216735e-08,1.8634836205865705e-05,4.03661984481377e-07,1.011535368501981e-07,2.2698539261537106e-05,8.587445471471591e-06,7.061288546302363e-06,1.9788940041536257e-07,1.9873787769976214e-08,1.0402214428383662e-07,5.757085478778511e-10,6.9585121473499495e-09,1.0986876951120467e-13,5.2853492064259494e-08,1.4856017141396161e-13,3.85009926761677e-12,3.2527783062521627e-09,1.1459270378109472e-14,1.0925101762287563e-10
5.072818718348869e-07,0.7330382212287614,3.76,0.0,0.8134522804064,0.9999259599169467,6.795377285773768e-05,8.352378743461157e-16,1.6113922507428566e-12,0.0025894553388006026,0.0003148133588183849,0.0005423710280859375,0.000963469602978133,0.00027854952309258217,0.0006248215492032008,5.2230531120692096e-08,2.241759816364469e-08,1.935255975937867e-05,4.0951663251974814e-07,1.0434751343832221e-07,2.3576103337508187e-05,8.904515603800076e-06,7.299623699194485e-06,2.0867024419382148e-07,2.171365152549113e-08,1.1204304912900294e-07,5.935889966897312e-10,7.67781198457431e-09,1.2741186642051773e-13,5.3934032795617705e-08,1.738151768042756e-13,4.2603506780237035e-12,3.5359976590152296e-09,1.2678399272369982e-14,1.2297337325446174e-10
5.156364162453354e-07,0.7330474502184031,3.76,0.0,0.8133714156651128,0.999922544174646,7.179870040682282e-05,8.771226067134217e-16,1.6344135541982493e-12,0.0026243224830483944,0.0003244058673978857,0.0005592362435157781,0.0010087340183746118,0.0002880293191231076,0.0006571891454252126,5.6928416670852224e-08,2.4848963949706897e-08,2.008973267563474e-05,4.1533747911824514e-07,1.075872183770406e-07,2.447014352150012e-05,9.227087973061341e-06,7.542208891865241e-06,2.1992817988654552e-07,2.3690255877163594e-08,1.2055080392119024e-07,6.117210965487602e-10,8.456938051601648e-09,1.4737267342128825e-13,5.50288865655388e-08,2.0281679161106475e-13,4.70610253209746e-12,3.839430827145521e-09,1.4002905256325731e-14,1.3814068232777225e-10
5.239909606557839e-07,0.7330568548835853,3.76,0.0,0.813289031017982,0.9999190226081875,7.578795077648911e-05,9.203198470554084e-16,1.6573894883203537e-12,0.002658999326777922,0.0003341300190447235,0.0005763261843375707,0.0010553663309136123,0.0002976573641407116,0.0006906452354405817,6.195929485923164e-08,2.749739640815178e-08,2.0846612107373153e-05,4.211250934411337e-07,1.108723564184981e-07,2.5380594163878896e-05,9.55513404076245e-06,7.789077131095679e-06,2.3168014768129345e-07,2.5811249535160113e-08,1.2956829272448333e-07,6.30103225934083e-10,9.299660699407477e-09,1.7003241814610165e-13,5.613856022919896e-08,2.3604159295882197e-13,5.189722076688688e-12,4.1642395134779654e-09,1.5439810278847387e-14,1.5487621540844034e-10
5.323455050662324e-07,0.7330664376059378,3.76,0.0,0.8132051075144039,0.999915393653574,7.992413716607933e-05,9.648474531762531e-16,1.680325712284678e-12,0.0026934895596428367,0.00034398490214360237,0.000593639613371065,0.0011033851048306703,0.0003074326890828705,0.0007252064327291809,6.73404096469807e-08,3.037817583512134e-08,2.1623451689299864e-05,4.268800528411844e-07,1.1420262127491748e-07,2.630738661108412e-05,9.888624186304666e-06,8.040262810253228e-06,2.4394352455027397e-07,2.8084561672352422e-08,1.3911925842671053e-07,6.487337040851677e-10,1.0209909430714878e-08,1.9569902437010747e-13,5.72635645019213e-08,2.7401685696250637e-13,5.7136868323499685e-12,4.511638394158439e-09,1.6996463322135288e-14,1.733113022396488e-10
5.40700049476681e-07,0.7330762007500741,3.76,0.0,0.8131196263296555,0.9999116557564797,8.42098611569921e-05,1.0107234022990524e-15,1.703228006097506e-12,0.002727796921384994,0.0003539695729175579,0.0006111753163815718,0.0011528087712545834,0.00031735429104923235,0.0007608892265712054,7.308955145808139e-08,3.3507369060217715e-08,2.2420501448952242e-05,4.3260294285738133e-07,1.1757769555168517e-07,2.7250449173814166e-05,1.0227527696201032e-05,8.295801725701636e-06,2.567361294996133e-07,3.0518405732681695e-08,1.4922832984496226e-07,6.676107906888734e-10,1.1191775804812125e-08,2.2470906373454576e-13,5.8404413868428325e-08,3.173248976037814e-13,6.280587367637654e-12,4.882896976557433e-09,1.86805486418082e-14,1.93585693770611e-10
5.490545938871295e-07,0.7330861466629991,3.76,0.0,0.8130325687695876,0.9999078073725811,8.864771221019247e-05,1.0579658117427169e-15,1.7261022705548194e-12,0.0027619252016087654,0.0003640830552865002,0.0006289321023714854,0.0012036556235641405,0.00032742113314026254,0.000797709977940995,7.922506056721056e-08,3.690185426764543e-08,2.323800771772521e-05,4.3829435720353875e-07,1.209972506890776e-07,2.8209707096454885e-05,1.057181275425419e-05,8.555731093217822e-06,2.7007622869028635e-07,3.312128306764102e-08,1.5992104931731118e-07,6.867326856138646e-10,1.2249516256070795e-08,2.574298040991715e-13,5.956162649554851e-08,3.666076838596175e-13,6.893130043793698e-12,5.279341498978349e-09,2.0500093923138496e-14,2.1584793221368643e-10
5.57409138297578e-07,0.7330962776735158,3.76,0.0,0.8129439162753404,0.9999038469678875,9.324026715855271e-05,1.1065929599418737e-15,1.7489545270905656e-12,0.0027958782394970558,0.0003743243407520063,0.0006469088038704952,0.0012559438127257715,0.0003376321443251759,0.0008356849153854607,8.576583003305765e-08,4.05793459736053e-08,2.407621304214444e-05,4.439548977476781e-07,1.2446094691286991e-07,2.9185082527984927e-05,1.0921446432700938e-05,8.8200895643997e-06,2.8398254042056624e-07,3.5901986393543824e-08,1.7122390076568907e-07,7.060975286936059e-10,1.338755482114014e-08,2.942613563670629e-13,6.073572414840606e-08,4.2257174625244944e-13,7.554139761345715e-12,5.702356872094247e-09,2.2463478421486812e-14,2.4025572901929147e-10
5.657636827080265e-07,0.7331065960916274,3.76,0.0,0.81285365042808,0.9998997730190743,9.799008969428272e-05,1.1566233077831153e-15,1.7717909175127973e-12,0.0028296599234683157,0.0003846923883089721,0.0006651042772241066,0.0013096913426159339,0.00034798621933955574,0.0008748301308907289,9.273130816494256e-08,4.455842013960713e-08,2.4935356095473266e-05,4.4958517448201586e-07,1.2796843319405462e-07,3.0176494494560222e-05,1.1276394684331502e-05,9.08891724304851e-06,2.9847423996002404e-07,3.88696030623174e-08,1.8316433821403775e-07,7.257033995590188e-10,1.4610485769806977e-08,3.3563892149345245e-13,6.192723211011503e-08,4.859933840482689e-13,8.266562705330433e-12,6.153388662051664e-09,2.457944111410851e-14,2.6697635065204096e-10
5.74118227118475e-07,0.7331171042079394,3.76,0.0,0.8127617529537485,0.9998955840138146,0.00010289972985174167,1.2080755202292772e-15,1.7946177036263384e-12,0.002863274190773941,0.000395186124384696,0.0006835174028800886,0.0013649160653321393,0.00035848221861305325,0.0009151615757406639,1.0014150051092306e-07,4.885853940082598e-08,2.5815671589741158e-05,4.551858054834264e-07,1.3151934721788362e-07,3.1183858873954856e-05,1.1636622335592734e-05,9.362255701508862e-06,3.135709642250896e-07,4.203351813864473e-08,1.9577081474501153e-07,7.455483175218865e-10,1.592307613453061e-08,3.820351392485041e-13,6.313667910499154e-08,5.577241843636178e-13,9.033469054276948e-12,6.633945115182731e-09,2.6857088758099097e-14,2.9618701204584255e-10
5.824727715289235e-07,0.7331278042930625,3.76,0.0,0.8126682057278249,0.9998912784511133,0.00010797172348594704,1.2609684882018944e-15,1.8174412667407994e-12,0.002896725027035469,0.00040580444280592816,0.0007021470856724529,0.0014216356764966147,0.00036911896822756267,0.0009566950563709845,1.08016971355952e-07,5.350007838809759e-08,2.6717390188282243e-05,4.607574168642559e-07,1.3511331536243352e-07,3.2207088372014654e-05,1.2002093080685188e-05,9.640147996949347e-06,3.2929281628619597e-07,4.5403417276375836e-08,2.0907281187766686e-07,7.656302415100344e-10,1.7330268133689837e-08,4.339625401524383e-13,6.436459722529058e-08,6.386968644534708e-13,9.858055678425988e-12,7.1455992241894e-09,2.930590388945654e-14,3.280752776049775e-10
5.90827315939372e-07,0.7331386985970128,3.76,0.0,0.8125729907800948,0.9998868548416401,0.00011320859174712398,1.3153213506903947e-15,1.840268107062894e-12,0.0029300164657210825,0.00041654620479438046,0.0007209922551025793,0.0014798677105566415,0.00037989525990624816,0.0009994462302227271,1.1637884471905719e-07,5.850434912163956e-08,2.7640738418873264e-05,4.663006427133822e-07,1.3874995268688263e-07,3.324609250126079e-05,1.2372769476664697e-05,9.922638687566104e-06,3.4566036969654304e-07,4.898928938724113e-08,2.2310086934773949e-07,7.859470700551835e-10,1.8837181483614464e-08,4.919761018401669e-13,6.561152186146448e-08,7.299314484385493e-13,1.0743648839773795e-11,7.689990835650628e-09,3.19357528367226e-14,3.628394696118566e-10
5.991818603498206e-07,0.7331497893486133,3.76,0.0,0.8124760902994215,0.9998823117080604,0.00011861284055165783,1.371153517055119e-15,1.8631048429721923e-12,0.0029631525875610278,0.00042741023899115394,0.0007400518656170833,0.001539629536085714,0.0003908098510337874,0.0010434306015988607,1.2524880483896444e-07,6.389362645409218e-08,2.8585938587561108e-05,4.7181612502741864e-07,1.424288629296722e-07,3.430077756176543e-05,1.2748612939559175e-05,1.0209773848691478e-05,3.6269467263255476e-07,5.2801429095026216e-08,2.3788661527127418e-07,8.064966413343039e-10,2.0449115594516776e-08,5.56675910941725e-13,6.687799163593245e-08,8.325417896917388e-13,1.1693706853689552e-11,8.268828798725713e-09,3.4756893645763196e-14,4.0068908389828775e-10
6.075364047602691e-07,0.7331610787548969,3.76,0.0,0.8123774866385158,0.9998776475853702,0.000124186960049832,1.4284846894897796e-15,1.8859582101795895e-12,0.0029961375199015557,0.0004383953415104978,0.0007593248968820332,0.0016009383510897045,0.00040186146470817303,0.0010886635175278874,1.3464909613806148e-07,6.969117354000175e-08,2.9553208693270418e-05,4.773045136319759e-07,1.4614963851671247e-07,3.5371046624407355e-05,1.3129583741511758e-05,1.0501601088789494e-05,3.804172518361583e-07,5.685043896850805e-08,2.5346279667154416e-07,8.272767332652861e-10,2.2171551645490193e-08,6.287099313844403e-13,6.81645483403416e-08,9.477424500381694e-13,1.2711822725532874e-11,8.883893154856833e-09,3.777998390120121e-14,4.418452126274475e-10
6.158909491707176e-07,0.7331725690005091,3.76,0.0,0.8122771623187013,0.9998728610212251,0.00012993342409075168,1.4873348856075846e-15,1.908835060767963e-12,0.0030289754359971795,0.00044950027602327756,0.0007788103540531102,0.0016638111783222815,0.0004130487898243862,0.001135160163638321,1.4460252265511304e-07,7.592126730841985e-08,3.054276234328259e-05,4.827664660928994e-07,1.499118605797797e-07,3.64567995166048e-05,1.351564100896128e-05,1.0798169565319521e-05,3.988501163490836e-07,6.114723152660813e-08,2.6986331034837454e-07,8.482850636576196e-10,2.4010154533801928e-08,7.087768798331906e-13,6.947173687629088e-08,1.0768559468313233e-12,1.380172678999308e-11,9.537037368238107e-09,4.10160885540848e-14,4.865409740265503e-10
6.242454935811661e-07,0.7331842622471144,3.76,0.0,0.8121751000346692,0.9998679505762708,0.00013585468968486616,1.5477244611139223e-15,1.9317423621146503e-12,0.0030616705542410214,0.0004607237738704821,0.0007985072680413147,0.0017282648606138907,0.00042437048119023477,0.0011829355600479477,1.5513244693769088e-07,8.260922391486436e-08,3.155480866967744e-05,4.882026476174242e-07,1.5371509898523448e-07,3.755793281061185e-05,1.3906742721871151e-05,1.1099530000449291e-05,4.1801576102946987e-07,6.570303100938973e-08,2.871232340681684e-07,8.695192904186729e-10,2.597077469377554e-08,7.976292087864852e-13,7.080010519947964e-08,1.2213203788475207e-12,1.4967289314304916e-11,1.0230190596854155e-08,4.447668767922183e-14,5.350219489078249e-10
6.326000379916146e-07,0.7331961606328039,3.76,0.0,0.8120712826592187,0.9998629148244715,0.00014195319646452014,1.6096741325272426e-15,1.9546871956955706e-12,0.0030942271373331862,0.00047206453420706347,0.0008184146957738077,0.0017943160562186402,0.0004358251596746061,0.00123200455727182,1.662627883858621e-07,8.97814241484876e-08,3.258955224682948e-05,4.936137309451894e-07,1.575589123731791e-07,3.867433981445682e-05,1.4302845714016934e-05,1.1405734696597962e-05,4.379371698411781e-07,7.052937490871231e-08,3.0527885805213194e-07,8.909770118161357e-10,2.8059449780636742e-08,8.960761976388006e-13,7.215020426723389e-08,1.3826974417926171e-12,1.6212523062326192e-11,1.0965360003837436e-08,4.8173684090081375e-14,5.875466238074737e-10
6.409545824020631e-07,0.7332082662715065,3.76,0.0,0.81196569324798,0.9998577523534368,0.0001482313661429737,1.673204999908612e-15,1.977676755771e-12,0.003126649491387137,0.00048352122417635613,0.0008385317204494869,0.001861981234183481,0.00044741141238835517,0.0012823818321529598,1.7801802103929208e-07,9.746533876992021e-08,3.364719301005012e-05,4.990003962290815e-07,1.6144284820715734e-07,3.9805910565592554e-05,1.4703905674342803e-05,1.171683755178978e-05,4.586378189063265e-07,7.563811525255834e-08,3.2436771673939704e-07,9.126557667971063e-10,3.0282406214782935e-08,1.0049871518038787e-12,7.35225879893528e-08,1.5626808440370693e-12,1.7541585858586178e-11,1.1744633108834935e-08,5.2119410936369175e-14,6.443868405642413e-10
6.493091268125116e-07,0.7332205812524023,3.76,0.0,0.8118583150441133,0.9998524617647443,0.00015469160197234395,1.7383385695593088e-15,2.0007183479531923e-12,0.0031589419649741637,0.0004950924791152806,0.0008588574517888924,0.0019312766697441022,0.0004591277928980143,0.001334081883819758,1.9042317080057432e-07,1.0568955375491279e-07,3.472792617546816e-05,5.043633309058768e-07,1.6536644283448245e-07,4.0952531827321484e-05,1.510987714939603e-05,1.2032894074798537e-05,4.801416793117189e-07,8.104141963726557e-08,3.444286208009654e-07,9.345530353641766e-10,3.26460605820335e-08,1.1252947097699425e-12,7.491781318220913e-08,1.7631051329881546e-12,1.8958783122253996e-11,1.2570180179113189e-08,5.632663925878142e-14,7.058282521576885e-10
6.576636712229601e-07,0.7332331076393441,3.76,0.0,0.8117491314829818,0.9998470416742629,0.00016133628820093026,1.805096776644835e-15,2.0238193876562457e-12,0.0031911089481061142,0.0005067769027904914,0.0008793910262780357,0.002002218439751993,0.00047097282147245804,0.001387119029674092,2.0350381208827777e-07,1.1448379541857805e-07,3.583194216123952e-05,5.097032295566774e-07,1.6932922155726716e-07,4.211408708805218e-05,1.5520713546848144e-05,1.235396140006279e-05,5.024732196599936e-07,8.675177200213096e-08,3.655016893796291e-07,9.566662390088149e-10,3.5157020885523555e-08,1.2579982577264109e-12,7.633643952602643e-08,1.9859549422705146e-12,2.0468570349822487e-11,1.3444256660101752e-08,6.080858537475868e-14,7.721707846205855e-10
6.660182156334087e-07,0.7332458474702773,3.76,0.0,0.8116381261967909,0.9998414907124711,0.00016816778953039505,1.8735020077028294e-15,2.046987398428808e-12,0.003223154871156663,0.0005185730676655836,0.0009001316074057499,0.002074822418137134,0.00048294498536263146,0.0014415074014141752,2.1728606391391276e-07,1.23878955394749e-07,3.695942651017796e-05,5.150207937571423e-07,1.733306987142115e-07,4.329045656343773e-05,1.593636714011029e-05,1.2680098302351623e-05,5.256574083565067e-07,9.278197314110272e-08,3.8762838253027756e-07,9.789927412022908e-10,3.782208764502008e-08,1.4041674511631323e-12,7.777902952524689e-08,2.233374669617986e-12,2.2075555590610194e-11,1.436920564499663e-08,6.557891820723852e-14,8.437291048311912e-10
6.743727600438572e-07,0.7332588027566717,3.76,0.0,0.8115252830191937,0.9998358075247729,0.00017518845057328038,1.9435771229915665e-15,2.0702300101704035e-12,0.003255084203721467,0.000530479515199425,0.0009210783858941598,0.002149104271410815,0.0004950427391143916,0.0014972609410961826,2.3179658537776422e-07,1.3390711544471244e-07,3.811055981389697e-05,5.203167319175331e-07,1.7737037777318983e-07,4.448151720144094e-05,1.6356789074049337e-05,1.3011365211160426e-05,5.497197156231635e-07,9.914514094653953e-08,4.108515338342679e-07,1.001529847944252e-09,4.064825483956452e-08,1.5649458425979336e-12,7.924614847189296e-08,2.5076785950804633e-12,2.378450190045653e-11,1.5347460383075438e-08,7.065176659983282e-14,9.208330939897737e-10
6.827273044543057e-07,0.7332719754829535,3.76,0.0,0.8114105859898526,0.999829990771809,0.00018240059531134695,2.015345478635024e-15,2.0935549572323807e-12,0.0032869014534176867,0.000542494756175638,0.0009422305799218718,0.0022250794542130496,0.000507264504914473,0.0015543933972386689,2.470625705793154e-07,1.4460157206935463e-07,3.9285517638553556e-05,5.255917591126119e-07,1.814477514346618e-07,4.568714269036568e-05,1.678192937181027e-05,1.3347824224816083e-05,5.746861152306337e-07,1.0585471038029969e-07,4.3521538316083306e-07,1.0242748083689813e-09,4.364271068948156e-08,1.741554614336874e-12,8.073836441181618e-08,2.8113614488191208e-12,2.56003297357756e-11,1.6381546826375245e-08,7.604172645505421e-14,1.0038283265805586e-09
6.910818488647542e-07,0.7332853676059484,3.76,0.0,0.8112940193589603,0.9998240391297665,0.0001898065265552297,2.0888309485199836e-15,2.116970076404687e-12,0.0033186111646234108,0.0005546172710632013,0.0009635874353394896,0.002302763204909101,0.0005196086729695447,0.0016129183209738233,2.631117429387819e-07,1.5599686089856885e-07,4.04844704522828e-05,5.308465969014405e-07,1.8556230174591594e-07,4.690720346988905e-05,1.7211736942749024e-05,1.3689539124270752e-05,6.005830859406285e-07,1.1292443316771573e-07,4.6076560954781043e-07,1.0472248154093205e-09,4.68128382739396e-08,1.935296414914615e-12,8.225624811371659e-08,3.147109437401487e-12,2.752811932892559e-11,1.7474086214294537e-08,8.176386776234445e-14,1.093076554611578e-09
6.994363932752027e-07,0.7332989810543276,3.76,0.0,0.8111755675917056,0.9998179512906823,0.0001974085254059096,2.164057945900124e-15,2.1404833047898666e-12,0.003350217917157659,0.0005668455104081008,0.000985148225877059,0.002382170541239595,0.0005320736019182633,0.0016728490622495637,2.7997234892710814e-07,1.681287808316214e-07,4.170758355441192e-05,5.36081973137143e-07,1.8971350022613735e-07,4.814156674512352e-05,1.7646159591478572e-05,1.4036575386563262e-05,6.274376126501666e-07,1.2036837721032323e-07,4.875493641733148e-07,1.070377006518114e-09,5.016621598040319e-08,2.1475592976003868e-12,8.38003730408064e-08,3.5178117371145744e-12,2.957311305019253e-11,1.8627797695690515e-08,8.78337416345101e-14,1.1889561969228429e-09
7.077909376856512e-07,0.7333128177280647,3.76,0.0,0.8110552153726897,0.9998117259627437,0.00020520885071850643,2.2410514446617776e-15,2.1641026775659057e-12,0.003381726324901699,0.0005791778952559022,0.0010069122533430588,0.002463316256028684,0.0005446576192762001,0.0017341987660864813,2.976731512026351e-07,1.8103441790205934e-07,4.295501700654108e-05,5.412986217667194e-07,1.939008080022758e-07,4.939009650373347e-05,1.8085144028030042e-05,1.4389000197927084e-05,6.552771872300528e-07,1.2820092571353747e-07,5.156153033893494e-07,1.0937284644469346e-09,5.371061778248408e-08,2.3798207590887103e-12,8.537131532498122e-08,3.926572462389483e-12,3.17407177069009e-11,1.9845500988070313e-08,9.426738718143399e-14,1.2918628333525404e-09
7.161454820960997e-07,0.7333268794978984,3.76,0.0,0.8109329476102806,0.9998053618705824,0.00021320973856889963,2.319837000205834e-15,2.187836325639734e-12,0.0034131410343625564,0.0005916128176050778,0.0010288788478145514,0.0025462149129547337,0.0005573590219134445,0.0017969803688936074,3.162434211535225e-07,1.9475216884066548e-07,4.422692556557702e-05,5.464972826210074e-07,1.981236759556713e-07,5.065265353612594e-05,1.8528635879128733e-05,1.474688246652374e-05,6.84129809050067e-07,1.3643677602581312e-07,5.450136217877309e-07,1.1172762180817895e-09,5.745401334287193e-08,2.6336518762241333e-12,8.69696537433533e-08,4.376723116974797e-12,3.403650680892836e-11,2.1130119073384714e-08,1.0108133821310267e-13,1.4022097035428803e-09
7.245000265065483e-07,0.7333411682048054,3.76,0.0,0.8108087494409073,0.9997988577555659,0.00022141340172369115,2.400440769900193e-15,2.211692473193417e-12,0.0034444667231796552,0.0006041486408908622,0.0010510473678181141,0.002630880842387941,0.0005701760765646565,0.0018612065948469547,3.3571293084591176e-07,2.0932176430992882e-07,4.552345861880452e-05,5.516787011949005e-07,2.0238154487937955e-07,5.192909545873055e-05,1.8976579700583824e-05,1.5110292834780461e-05,7.140239851836947e-07,1.4509093818617607e-07,5.757960852681459e-07,1.141017243335406e-09,6.140456793821161e-08,2.910721538336354e-12,8.859596969699086e-08,4.871835535008833e-12,3.646622282707305e-11,2.2484680929914092e-08,1.0829262995648547e-13,1.5204282101639176e-09
7.328545709169968e-07,0.7333556856594817,3.76,0.0,0.8106826062332838,0.9997922123760807,0.00022982202911402317,2.4828895330572644e-15,2.2356794351252837e-12,0.003475708098575654,0.0006167837004993645,0.0010734172005011841,0.002717328137299291,0.0005831070203712772,0.0019268899523347423,3.56111944378738e-07,2.247842917835029e-07,4.684476012107841e-05,5.568436284179635e-07,2.0667384564611986e-07,5.321927674037827e-05,1.942891899078871e-05,1.5479303691310843e-05,7.449887302855505e-07,1.5417873317738498e-07,6.080160640775927e-07,1.164948464095583e-09,6.557064220298877e-08,3.212800772487073e-12,9.025084719169877e-08,5.4157353186227495e-12,3.903577939099078e-11,2.3912324299784826e-08,1.1591880564585517e-13,1.6469684263349585e-09
7.412091153274453e-07,0.733370433641833,3.76,0.0,0.8105545035925636,0.9997854245078129,0.00023843778531376734,2.567210710391216e-15,2.259805614388398e-12,0.0035068698957526332,0.0006295163043116213,0.0010959877617934505,0.0028055706492451774,0.0005961500614555565,0.0019940427304731855,3.774712086470435e-07,2.4118221804416556e-07,4.819096853421829e-05,5.61992820415585e-07,2.109999993867537e-07,5.4523048731784876e-05,1.9885596205327523e-05,1.58539891823973e-05,7.770535661350062e-07,1.6371579088236432e-07,6.417285657899744e-07,1.1890667532290148e-09,6.996079168968952e-08,3.5417671586534637e-12,9.193487282066667e-08,6.012515778158022e-12,4.175126343696444e-11,2.5416298491577453e-08,1.239779228839573e-13,1.7822996070164864e-09
7.495636597378938e-07,0.7333854139004778,3.76,0.0,0.8104244273644164,0.9997784929440195,0.00024726281002260297,2.6534323829100524e-15,2.284079499229045e-12,0.003537956876234898,0.00064234473327721,0.0011187584965579344,0.0028956219844320165,0.0006093033795260087,0.0020626769956966643,3.998219435165922e-07,2.58559411273883e-07,4.956221676868504e-05,5.671270382608323e-07,2.1535941767918164e-07,5.584025969813926e-05,2.034655277268169e-05,1.6234425223014173e-05,8.10248520839893e-07,1.737180477419403e-07,6.769902681941159e-07,1.2133689336399238e-09,7.458376624271471e-08,3.899609331596103e-12,9.364863574880223e-08,6.666552380503455e-12,4.4618937350410255e-11,2.6999967217435256e-08,1.3248855999820118e-13,1.9269107041406686e-09
7.579182041483423e-07,0.7334006281522586,3.76,0.0,0.8102923636390246,0.9997714164957966,0.0002562992175545005,2.741583310198098e-15,2.308509660328058e-12,0.003568973826159735,0.0006552672420170089,0.0011417288787314121,0.0029874954998650774,0.0006225651265138478,0.002132804588426043,4.2319583141356934e-07,2.769611627097053e-07,5.0958632127617214e-05,5.722470477171913e-07,2.1975150274753168e-07,5.71707548547926e-05,2.081172911102872e-05,1.6620689507370396e-05,8.446041276945403e-07,1.8420174411232376e-07,7.138595520580614e-07,1.2378517793827079e-09,7.944850918375136e-08,4.2884315658824056e-12,9.539272769855763e-08,7.382517710449327e-12,4.764524105562013e-11,2.8666811464140866e-08,1.4146982232357332e-13,2.081310885250983e-09
