Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49)
5.305352135168305e-05,0.09904881774072605,3.76,0.0,0.45389741337254147,0.9359697661974526,0.08298762512166186,2.1304369491733835e-17,8.15459850098067e-14,0.0007793821240318352,0.0007107512379024817,0.017294252134249215,0.00011678335353850817,0.1823136059739626,0.0034664193109900125,0.10522489183771251,1.3165013911180542e-05,5.664549429918401e-06,1.0840072779814662e-05,0.008447334208691454,0.0005895123850702907,5.372891365138092e-05,0.009367939837464574,1.6243098059558337e-05,0.010717694295263478,6.902187872966428e-06,2.7077744502081172e-05,3.001798769826515e-09,5.393194178996666e-10,1.636654119453448e-07,2.7264566897432835e-07,3.0212289076752635e-10,0.00026995675935364264,2.003112568253733e-06,0.0010156478151258528,1.2344858638828654e-12,1.2814066669975604e-07,3.152680316962399e-07
5.3260978660859785e-05,0.09906803159169603,3.76,0.0,0.4525394856479889,0.935420471341149,0.08371604178820981,2.182088262689302e-17,8.293318527565084e-14,0.0007829903858510534,0.0007111654478462205,0.017450403990643862,0.00011693429225083409,0.1834157037535409,0.003471743295602354,0.10587138649881395,1.3162679300504421e-05,5.686353889995656e-06,1.094333231175427e-05,0.0084750293684468,0.000598670227996085,5.393755215538878e-05,0.009475079326183439,1.642791183614205e-05,0.010899419574255846,6.9275797457181426e-06,2.7322986046883332e-05,3.0305226483096945e-09,5.49339290215201e-10,1.6664394781553705e-07,2.7531101653102875e-07,3.064245281816529e-10,0.00027457448119746125,2.0151320238783645e-06,0.0010301970872788856,1.2523236647555821e-12,1.3035634752068822e-07,3.186655536896755e-07
5.346843597003652e-05,0.09908725098704657,3.76,0.0,0.45118244971566623,0.9348692104777827,0.08444631634118686,2.202148677940637e-17,8.388987525814749e-14,0.000786580302230587,0.0007115575117063012,0.017606934657688724,0.00011708251073498721,0.18451528120029226,0.003477055418486894,0.10651716432535001,1.3159899450697036e-05,5.707973551983082e-06,1.1046755164562179e-05,0.008502514498571567,0.0006079133415532826,5.414522683782592e-05,0.009582650751875003,1.6613402789803205e-05,0.011083122298864621,6.952879945363229e-06,2.7568336284177416e-05,3.0592795517541424e-09,5.594794965340344e-10,1.6965648390558272e-07,2.779796043007018e-07,3.107507846869845e-10,0.0002792390730941358,2.0271217096168423e-06,0.001044856409451428,1.2702702656539871e-12,1.3259338648926103e-07,3.220694115161117e-07
5.367589327921325e-05,0.09910647537580242,3.76,0.0,0.449826352139546,0.9343159925481795,0.08517842899593069,2.219511585829754e-17,8.481449241543466e-14,0.0007901519602506129,0.0007119276919734517,0.01776383748118441,0.00011722804511329722,0.18561229514147903,0.0034823557139998496,0.10716220909504304,1.3156680319988372e-05,5.729409305721719e-06,1.1150336241114955e-05,0.00852979079323103,0.0006172418056957511,5.435194291324094e-05,0.009690648318486119,1.6799560722248702e-05,0.011268808053999546,6.978088906641917e-06,2.781378049977664e-05,3.088067654279474e-09,5.697405084459782e-10,1.7270311685448343e-07,2.8065126018621726e-07,3.1510141231858617e-10,0.0002839505428228936,2.0390815795253915e-06,0.0010596254444456847,1.2883247261620832e-12,1.3485174098069938e-07,3.2547937344589813e-07
5.388335058838998e-05,0.09912570427490133,3.76,0.0,0.44847123893628893,0.9337608264823762,0.08591236009295762,2.2685046768005507e-17,8.619194658665163e-14,0.0007937054492468257,0.0007122762497963544,0.017921105851546406,0.00011737093126730502,0.1867067029913516,0.0034876442119261128,0.10780650485689781,1.3153027828708733e-05,5.750662057977619e-06,1.125407049720243e-05,0.0085568594499964,0.0006266556966658187,5.455770562725636e-05,0.009799066229681278,1.6986375474068734e-05,0.011456482329476915,7.003207067120162e-06,2.805930413221496e-05,3.1168851412187715e-09,5.801227928743614e-10,1.7578394149335204e-07,2.8332581315009645e-07,3.1947616306742293e-10,0.0002887088951735558,2.0510115940342814e-06,0.0010745038489794183,1.3064861045553507e-12,1.371313666199932e-07,3.2889520953427093e-07
5.4090807897566716e-05,0.09914493716273239,3.76,0.0,0.44711715532970686,0.9332037211941021,0.08664809015508379,2.3200380671606493e-17,8.761391364093596e-14,0.0007972408612749224,0.0007126034450552832,0.018078733224717144,0.00011751120489481718,0.18779846301309822,0.003492920936052002,0.10845003605149496,1.3148947865912718e-05,5.771732735601395e-06,1.1357952935281887e-05,0.008583721670499624,0.000636155085354395,5.476252024445404e-05,0.009907898689614624,1.7173836925088714e-05,0.01164615047729728,7.028234862710664e-06,2.8304892801264574e-05,3.145730253539551e-09,5.906268093940311e-10,1.7889905062790189e-07,2.8600309732321624e-07,3.2387480337011447e-10,0.00029351413062853195,2.0629117163226585e-06,0.0010894912710662501,1.3247535134467732e-12,1.3943221736094257e-07,3.3231669479761935e-07
5.429826520674345e-05,0.09916417355388941,3.76,0.0,0.44576414586199775,0.9326446855828737,0.08738559986320636,2.342622761221488e-17,8.862343482526649e-14,0.0008007582907236687,0.0007129095362636388,0.018236713113795516,0.00011764890146863936,0.18888753419925208,0.0034981859048518605,0.10909278745427867,1.3144446284143706e-05,5.792622282516367e-06,1.1461978609629322e-05,0.008610378659253865,0.0006457400380559998,5.4966392052892736e-05,0.010017139903895663,1.736193499186524e-05,0.011837817730438618,7.053172728627085e-06,2.8550532291500542e-05,3.1746012425509637e-09,6.012530110793792e-10,1.8204853519791745e-07,2.886829478186007e-07,3.282970980233868e-10,0.00029836624598909546,2.0747819151056273e-06,0.0011045873513030944,1.343126057780809e-12,1.4175424552741685e-07,3.3574360665944556e-07
5.450572251592018e-05,0.09918341295571935,3.76,0.0,0.4444122543408699,0.9320837285323232,0.08812487006952936,2.3640200278374024e-17,8.961785368000795e-14,0.0008042578342719073,0.0007131947805687065,0.018395039094225872,0.00011778405621621483,0.1899738763274163,0.00350343913146359,0.10973474420025472,1.3139528895717718e-05,5.8133316595605135e-06,1.1566142640664826e-05,0.008636831623191538,0.0006554106161308546,5.51693263776975e-05,0.0101267840805961,1.755065963547464e-05,0.01203148919340343,7.078021105406604e-06,2.879620855447828e-05,3.2034963455139287e-09,6.120018458970502e-10,1.852324842804659e-07,2.913651984764843e-07,3.3274280155263346e-10,0.000303265234115332,2.0866221672416396e-06,0.0011197917223845872,1.3616028013911734e-12,1.4409740131455952e-07,3.391757231924656e-07
5.4713179825096914e-05,0.09920265489280818,3.76,0.0,0.4430615238889307,0.9315208589109071,0.08886588178736453,2.413462933196491e-17,9.103256980857845e-14,0.0008077395906543737,0.000713459433664859,0.018553704800443008,0.00011791670412884341,0.1910574499068363,0.003508680624088337,0.11037589175807193,1.3134201473993984e-05,5.833861842501566e-06,1.1670440207400734e-05,0.008663081770823144,0.0006651668763474021,5.537132856546984e-05,0.010236825431158154,1.7740000864910163e-05,0.012227169850380578,7.102780436485758e-06,2.9041907707455226e-05,3.2324138259320055e-09,6.228737565114161e-10,1.8845098515776227e-07,2.940496855888908e-07,3.3721167315454866e-10,0.000308211084215519,2.0984324542493e-06,0.0011351040097136377,1.3801828248139919e-12,1.464616331077179e-07,3.426128252662302e-07
5.492063713427365e-05,0.09922189889281957,3.76,0.0,0.4417119969335395,0.9309560855712292,0.08960861619450536,2.4645029437450283e-17,9.248152140547126e-14,0.0008112036605520871,0.0007137037497646335,0.018712703927424294,0.00011804687997001344,0.19213821618857943,0.003513910386148497,0.11101621593363888,1.3128469755185114e-05,5.8542138210675575e-06,1.1774866537898492e-05,0.008689130311676174,0.0006750088708279626,5.55724039713754e-05,0.010347258171295434,1.7929948735197453e-05,0.012424864563181303,7.127451163774719e-06,2.928761603531606e-05,3.2613519866735954e-09,6.338691787060988e-10,1.9170412324500582e-07,2.9673624911305803e-07,3.417034812075985e-10,0.0003132037818129232,2.1102127604045097e-06,0.0011505238313675292,1.398865242731221e-12,1.4884688783849236e-07,3.460546976029946e-07
5.512809444345038e-05,0.09924114449984552,3.76,0.0,0.4403637153751672,0.9303894173536592,0.09035305459418748,2.4857726970769003e-17,9.348351019141117e-14,0.0008146501461492301,0.0007139279817043338,0.018872030216491625,0.00011817461826876325,0.193216136985661,0.0035191284174306498,0.1116557027874536,1.3122339437942803e-05,5.874388595442422e-06,1.1879416908582946e-05,0.00871497845570162,0.000684936648178359,5.577255796645349e-05,0.010458076520588383,1.8120493338249063e-05,0.012624578100571746,7.15203372802839e-06,2.9533319960464885e-05,3.290309133966065e-09,6.449885419399338e-10,1.9499198228550494e-07,2.994247293432369e-07,3.46217990206467e-10,0.0003182433096533152,2.1219630749360564e-06,0.0011660507999138104,1.4176491536385224e-12,1.512531110720689e-07,3.4950112697637833e-07
5.533555175262711e-05,0.09926039124516499,3.76,0.0,0.43901672029841193,0.9298208630794117,0.09109917848480183,2.5203890841003616e-17,9.46975648407135e-14,0.0008180791516521469,0.0007141323805099146,0.01903167748141782,0.00011829995326853866,0.1942911749804769,0.003524334712215243,0.11229433877285147,1.3115816174293923e-05,5.894387181215855e-06,1.1984086651627702e-05,0.008740627412907426,0.0006949502515659003,5.5971795928573195e-05,0.010569274705362888,1.8311624815930875e-05,0.012826315086895308,7.176528571423319e-06,2.9779006095039147e-05,3.3192835688809517e-09,6.562322722124553e-10,1.9831464416331162e-07,3.0211496612288835e-07,3.507549586399895e-10,0.00032332964619589087,2.1336833927862426e-06,0.0011816845194626989,1.436533631501535e-12,1.536802466052999e-07,3.529519008498743e-07
5.5543009061803845e-05,0.09927963868685524,3.76,0.0,0.4376710520072685,0.9292504315508424,0.09184696955266308,2.572114284427415e-17,9.618197558362534e-14,0.0008214907830026637,0.0007143171955172731,0.019191639606158772,0.00011842291895308709,0.19536329368633518,0.0035295292598828175,0.112932110717305,1.3108905573227002e-05,5.9142106055686084e-06,1.2088871165303619e-05,0.008766078392533537,0.0007050497189702695,5.617012324634878e-05,0.010680846959534555,1.8503333366572034e-05,0.013030080007837326,7.200936138114044e-06,3.002466122701227e-05,3.3482736349712292e-09,6.676007874505431e-10,2.0167218881617864e-07,3.048068032534643e-07,3.5531415435909275e-10,0.00032846276582874614,2.1453737118746503e-06,0.0011974245861346344,1.4555177848816104e-12,1.5612823629661094e-07,3.564068109188467e-07
5.5729720640062904e-05,0.09929696162024862,3.76,0.0,0.43646111775076374,0.9287354453851627,0.09252139193729357,2.5995308371008736e-17,9.721787071298072e-14,0.0008245464849618244,0.0007144669896666318,0.0193358697149745,0.00011853159018862164,0.19632567491288933,0.003534194297190355,0.11350535606691622,1.3102359461311087e-05,5.931902780512692e-06,1.2183271599594904e-05,0.008788816001700516,0.00071421268139749,5.6347843691374184e-05,0.01078157705787253,1.8676356400071597e-05,0.013215205937616008,7.222828693420068e-06,3.024571354359626e-05,3.3743767041565047e-09,6.779394820701595e-10,2.047238683749751e-07,3.072306972004993e-07,3.594362435803508e-10,0.0003331225492512642,2.155869351193552e-06,0.001211681234005184,1.4726880100317467e-12,1.583492080894975e-07,3.59519596706137e-07
5.591643221832196e-05,0.09931428444966603,3.76,0.0,0.4352523188589684,0.9282189521561223,0.09319713688175425,2.6334094806163403e-17,9.837073476051329e-14,0.0008275882797624373,0.0007146013011071938,0.019480345572204693,0.00011863839401352088,0.19728563680769926,0.003538849794920961,0.11407788191738134,1.3095508146175863e-05,5.949454674967706e-06,1.2277758033298007e-05,0.008811395106719067,0.000723445243129306,5.652483481719553e-05,0.010882601294911214,1.8849831887566908e-05,0.013401981154901018,7.244651237273885e-06,3.0466720755324794e-05,3.4004899094382475e-09,6.883798829480452e-10,2.078039221057412e-07,3.0965564933246194e-07,3.63575977655088e-10,0.00033782018055283604,2.166340696564376e-06,0.0012260233878114862,1.4899375901083039e-12,1.6058697924020344e-07,3.626354173180891e-07
5.610314379658102e-05,0.09933160686323159,3.76,0.0,0.43404468344533326,0.927700958248472,0.0938741913452019,2.669596235604098e-17,9.955627813735181e-14,0.000830616247211872,0.0007147203081664239,0.01962506283609119,0.00011874335465720822,0.19824315411974852,0.0035434957378369753,0.11464967926756732,1.3088355628589916e-05,5.9668670554992175e-06,1.2372327216461393e-05,0.008833816585510638,0.0007327474234628885,5.670110055379096e-05,0.010983915483422955,1.9023752782818483e-05,0.01359040870262314,7.266404091610497e-06,3.06876735494936e-05,3.4266120722791447e-09,6.989222832636956e-10,2.1091240477892968e-07,3.120815485193849e-07,3.677331881794364e-10,0.0003425556345437255,2.1767877537719947e-06,0.0012404507404478143,1.5072658759495982e-12,1.628415045829432e-07,3.6575412560265794e-07
5.628985537484008e-05,0.09934892855779627,3.76,0.0,0.4328382391936759,0.9271814700358931,0.09455254239254798,2.7046120337383818e-17,1.007301469116141e-13,0.0008336304678808654,0.0007148241879848085,0.0197700172049636,0.00011884649616519322,0.19919820205424155,0.0035481321081875313,0.11522073931901075,1.308090587952701e-05,5.9841406936867795e-06,1.2466975935189818e-05,0.008856081314363046,0.0007421192388554914,5.687664482888606e-05,0.011085515442343936,1.9198112073960943e-05,0.01378049154638238,7.28808757774715e-06,3.0908562717007136e-05,3.452742022905647e-09,7.095669723137947e-10,2.1404937003802837e-07,3.1450828446034975e-07,3.719077068050168e-10,0.0003473288838388954,2.1872105306026037e-06,0.001254962980567166,1.5246722177876433e-12,1.6511273802123065e-07,3.6887557604940563e-07
5.647656695309914e-05,0.09936624923214461,3.76,0.0,0.4316330133610547,0.9266604938809185,0.09523217719426315,2.7405726961023908e-17,1.019249767074389e-13,0.0008366310230328128,0.000714913116515157,0.019915204417300995,0.00011894784239947292,0.2001507562692693,0.0035527588857970673,0.11579105347381176,1.3073162840140315e-05,6.001276365715728e-06,1.2561701010153926e-05,0.008878190167644594,0.0007515607029466919,5.705147156605287e-05,0.01118739699718953,1.937290278410271e-05,0.013972232574715936,7.3097020165673e-06,3.112937915252941e-05,3.478878601801279e-09,7.203142357547274e-10,2.1721487038627734e-07,3.1693574782119644e-07,3.760993658800226e-10,0.0003521398988832444,2.1976090367573085e-06,0.0012695597926465337,1.542155967723466e-12,1.674006325715819e-07,3.719996246299992e-07
5.6849990109617257e-05,0.0994008863411593,3.76,0.0,0.42922632392601945,0.9256141031389089,0.09659524725547397,2.813273658688124e-17,1.0433960400956185e-13,0.000842591464723529,0.0007150468175147135,0.020206260522447728,0.00011914524356696824,0.2020482883520067,0.0035619835709937374,0.1169294106612023,1.3056812505100066e-05,6.035136934586651e-06,1.275136767809257e-05,0.008921943733223253,0.000770652618238759,5.7398988087113725e-05,0.011391988232365284,1.9723750723913553e-05,0.014360700365916638,7.352725030803938e-06,3.1570757913290746e-05,3.531167057750127e-09,7.421176098205083e-10,2.2363168086142645e-07,3.2179242431298204e-07,3.84533438209483e-10,0.00036187509763886124,2.2183332840844433e-06,0.0012990058508015742,1.5773531095821538e-12,1.720262128773088e-07,3.782549478031526e-07
5.7176027662941514e-05,0.09943112205703894,3.76,0.0,0.4271292690076562,0.9246956879975186,0.09778942887502522,2.8778440589858625e-17,1.0647953488941622e-13,0.0008477516433567108,0.0007151163038145086,0.020461104723333193,0.00011931194738006736,0.20369665251941302,0.0035700060764419154,0.1179207978195254,1.3041614644981817e-05,6.0642569677742575e-06,1.2917186638440478e-05,0.008959643630363178,0.0007875497481466114,5.770009676675747e-05,0.011571499208898266,2.003142298316067e-05,0.014705323204885398,7.39006583058577e-06,3.195580507372635e-05,3.576831182755167e-09,7.614923963157833e-10,2.293280418639415e-07,3.260341674115731e-07,3.919517459793418e-10,0.0003704981499939645,2.236348462743527e-06,0.001324988881160745,1.6083309519944956e-12,1.7611886084992116e-07,3.83723655173499e-07
5.750206521626577e-05,0.09946135051311154,3.76,0.0,0.4250363065910185,0.9237728273669839,0.09898734361915566,2.943771809612141e-17,1.0865711836515152e-13,0.0008528713513257497,0.000715142695185787,0.020716598900153555,0.00011947351443180564,0.20533707869736323,0.0035779989476704475,0.11890979414790523,1.3025578234752414e-05,6.092967684646917e-06,1.3083193824385703e-05,0.008996880772978574,0.0008046593380669792,5.799907395910701e-05,0.011751808736784053,2.03403112337644e-05,0.015055040926113875,7.427200689804777e-06,3.2340502933046424e-05,3.622499170890343e-09,7.811839356724522e-10,2.3511212728750798e-07,3.3027658707683994e-07,3.994199232868069e-10,0.00037923584511987334,2.254289840469337e-06,0.0013512250609720867,1.6395355381242101e-12,1.8026159818667595e-07,3.8919826543656377e-07
5.782810276959003e-05,0.09949157025741895,3.76,0.0,0.42294756863691085,0.9228455547652423,0.10018892649039567,3.010201245330775e-17,1.1085656175444025e-13,0.0008579510367437749,0.0007151268882736738,0.020972721636682484,0.00011963006562501084,0.20696945122595178,0.0035859620094600793,0.11989635997219389,1.3008723264033244e-05,6.121273311505551e-06,1.3249373387382843e-05,0.009033659725869378,0.0008219813739061129,5.82959402535305e-05,0.011932894842283331,2.065037947145839e-05,0.015409866501384437,7.464131280449275e-06,3.272480626734465e-05,3.6681651808413914e-09,8.011936289081427e-10,2.4098418150653666e-07,3.345191325156222e-07,4.0693710147872586e-10,0.0003880879597964425,2.2721575152322024e-06,0.0013777125853749064,1.670963485385172e-12,1.84454149008435e-07,3.946780614851092e-07
5.848017787623854e-05,0.09955197802686028,3.76,0.0,0.4187832760753306,0.920977907206399,0.10260284122480898,3.146344671967633e-17,1.1535174777009894e-13,0.0008679921425511733,0.0007149722057224359,0.021486768916067156,0.0001199285948924547,0.21020959159174032,0.003601797922782132,0.12186204954699599,1.2972636129140495e-05,6.176686242764925e-06,1.3582187714713283e-05,0.00910586114307777,0.000857262609409745,5.888342177275e-05,0.012297309327034113,2.1273913557922627e-05,0.016134889770807563,7.537386263456567e-06,3.349205290717316e-05,3.759468357984189e-09,8.421729127564839e-10,2.5299312542273323e-07,3.4300244068214184e-07,4.221150204222995e-10,0.0004061344674354504,2.307672189037813e-06,0.0014314342863631603,1.7344760315536781e-12,1.929875555021176e-07,4.0565041015291765e-07
5.906704547222221e-05,0.0996063015309028,3.76,0.0,0.4150511112372155,0.9192822696129429,0.10478727622851063,3.272562277776238e-17,1.1950801992620946e-13,0.0008768967953548542,0.0007146974208693159,0.021951353621991136,0.00012018129253399465,0.21309709129097082,0.0036159462107275765,0.12362249301659657,1.2937552750091282e-05,6.225215023065022e-06,1.38821571482067e-05,0.0091693204642131,0.0008897416649548329,5.9405139387684606e-05,0.012627719615648455,2.183877548617772e-05,0.016804996094408296,7.602633600639074e-06,3.418079009298481e-05,3.8415777316955105e-09,8.801557210041554e-10,2.641042822351386e-07,3.506325000298028e-07,4.3593416203083215e-10,0.00042276504297338626,2.3393844759813687e-06,0.0014806246487158385,1.7923677055814097e-12,2.0083508729418752e-07,4.1553634346973826e-07
5.9653913068205875e-05,0.09966057613863795,3.76,0.0,0.41133452443999324,0.917572853825584,0.10698262684884778,3.4019746265606447e-17,1.237641327591157e-13,0.0008856788143874866,0.0007142993025719937,0.022417658088632688,0.00012041953543987926,0.2159568689565459,0.003629994483707085,0.1253745177777691,1.2900114644416119e-05,6.27249724328293e-06,1.418245189042704e-05,0.009231364523837916,0.0009229077643732536,5.992033072399117e-05,0.012960308397038864,2.240691608916936e-05,0.01749182339610545,7.66724436260151e-06,3.486758594263973e-05,3.923594027544724e-09,9.191896038762603e-10,2.755038205746102e-07,3.5825479507720636e-07,4.498988857191931e-10,0.00043976208010818697,2.3708598120274802e-06,0.0015305998488348218,1.850931418743413e-12,2.0883944621566e-07,4.254285429039459e-07
6.024078066418954e-05,0.09971479477650826,3.76,0.0,0.4076341604522514,0.9158498516470052,0.10918854654927232,3.535225227893943e-17,1.2813124781506294e-13,0.0008943408372169699,0.0007137826357743953,0.022885570173432717,0.00012064396219267561,0.2187883817815078,0.0036439412054959327,0.12711794853482458,1.2860427683067296e-05,6.318557472196926e-06,1.4482989783869478e-05,0.009292018463471457,0.0009567600040918095,6.0429109446963455e-05,0.013294950965375543,2.2978137707921058e-05,0.0181954237755348,7.731227654677788e-06,3.555220791428133e-05,4.005486435794885e-09,9.592815265600443e-10,2.8719282465407455e-07,3.658664210837863e-07,4.640043878908224e-10,0.0004571236743618405,2.4020989550230304e-06,0.0015813482611506829,1.9101482145967066e-12,2.1699881930244765e-07,4.353233045505302e-07
6.082764826017321e-05,0.09976895081298084,3.76,0.0,0.4039506304629339,0.914113453848193,0.11140469777598076,3.6721814573870055e-17,1.326084283228652e-13,0.0009028854827709276,0.0007131520729231632,0.023354981301827192,0.00012085519175215451,0.22159112230616765,0.0036577847280479395,0.12885262467802816,1.2818594593654154e-05,6.363420060916416e-06,1.4783691426640913e-05,0.009351306897530868,0.000991297258563392,6.0931586750622024e-05,0.013631523770186735,2.3552246278124146e-05,0.018915842810515098,7.794592342585956e-06,3.6234431908324514e-05,4.08722504343442e-09,1.0004381105074234e-09,2.9917228426101275e-07,3.734645580503915e-07,4.782459406768735e-10,0.00047484776337527914,2.433102661741568e-06,0.00163285798245561,1.9699993637830233e-12,2.253113471070689e-07,4.452170540029912e-07
6.141451585615687e-05,0.09982303793843977,3.76,0.0,0.4002845132391819,0.9123638501923597,0.11363075173668724,3.812386218640142e-17,1.3718814928930573e-13,0.0009113153423870494,0.0007124121337973629,0.023825786394690282,0.00012105382351452096,0.2243646171717039,0.0036715233052595168,0.13057839961032236,1.2774714974507233e-05,6.407109076757829e-06,1.508448006611163e-05,0.009409253882326074,0.0010265181870454919,6.142787115277617e-05,0.013969904469462153,2.4129051304564196e-05,0.019653119695551734,7.857347036524756e-06,3.691404198603249e-05,4.168780810075192e-09,1.0426656342091843e-09,3.1144309633957773e-07,3.8104646846988924e-07,4.926188904735766e-10,0.0004929321338569336,2.4638716676801154e-06,0.0016851168488126096,2.0304663605688716e-12,2.3377512866237e-07,4.551063418339298e-07
6.200138345214053e-05,0.09987705020718776,3.76,0.0,0.3966363562937938,0.9106012294627172,0.11586638816912934,3.9563792427995596e-17,1.4187974708392278e-13,0.0009196329717138781,0.0007115672057832118,0.024297883789853852,0.00012124043744788439,0.22710842586887908,0.0036851551058043304,0.1322951400770636,1.2728885317433313e-05,6.44964824364526e-06,1.5385281497209297e-05,0.009465882889372258,0.0010624212402598145,6.191806831522792e-05,0.01430997197735487,2.4708365845446796e-05,0.020407287381810555,7.91950007907768e-06,3.7590830095227335e-05,4.250125545903885e-09,1.0859700351326258e-09,3.2400606660617825e-07,3.886094952641372e-07,5.071186570553637e-10,0.0005113744283759047,2.4944066681823686e-06,0.0017381124521049893,2.091530921617041e-12,2.423882269867662e-07,4.6498783937011277e-07
6.258825104812419e-05,0.09993098198397998,3.76,0.0,0.39300667686809393,0.9088257794879754,0.11811129513921342,4.104420367650233e-17,1.4668891233075453e-13,0.000927840884479418,0.0007106215447875957,0.024771175171826313,0.00012141559428412486,0.22982213968830384,0.003698678223798027,0.1340027256090468,1.2681199041760483e-05,6.491060897615579e-06,1.5686023968336676e-05,0.009521216786449457,0.0010990046658836145,6.240228091223749e-05,0.014651606499851422,2.529000647438136e-05,0.021178372695728014,7.98105953650747e-06,3.826459582288525e-05,4.331231889562038e-09,1.1303569105900502e-09,3.3686191070596486e-07,3.961510597111956e-07,5.217407315066943e-10,0.0005301721509236905,2.524708304248237e-06,0.0017918321536297788,2.153174979914572e-12,2.511486732562923e-07,4.7485833446992747e-07
6.317511864410785e-05,0.09998482800022383,3.76,0.0,0.38939596336018406,0.9070376871826099,0.12036516873998905,4.255979942516052e-17,1.5160700777549405e-13,0.0009359415449456137,0.0007095792758439782,0.025245565464687734,0.00012157983562742798,0.2325053802006855,0.003712090692843522,0.13570104772137015,1.26317465236019e-05,6.531369930691915e-06,1.5986638070119398e-05,0.009575277814743507,0.0011362665163772941,6.288060847857708e-05,0.014994689581464288,2.587379320956264e-05,0.02196639651177486,8.04203318279847e-06,3.8935146068928484e-05,4.412073281456259e-09,1.1758315188737134e-09,3.500112558653627e-07,4.0366865895060646e-07,5.364806744177873e-10,0.000549322674813142,2.55477714768126e-06,0.001846263103393562,2.2153806802643097e-12,2.6005447065576456e-07,4.847147270371688e-07
6.376198624009151e-05,0.10003858321864767,3.76,0.0,0.38580467629466914,0.9052371385773836,0.12262771287881054,4.4113726844049e-17,1.5663865389385613e-13,0.0009439373631903191,0.0007084443948721501,0.02572096275473773,0.00012173368426513012,0.23515779822906396,0.003725390494783536,0.13739000937766854,1.2580615148578534e-05,6.570597761823431e-06,1.628705661627594e-05,0.00962808757769835,0.0011742046541432175,6.335314729936453e-05,0.015339104131552438,2.6459549439849434e-05,0.022771373870452624,8.102428491244505e-06,3.96022947723757e-05,4.492623933917005e-09,1.2223987783463665e-09,3.6345464170979565e-07,4.111598631849613e-07,5.513341111058623e-10,0.0005688232478111433,2.5846136890756305e-06,0.0019013922528115386,2.2781303628187193e-12,2.691035984681558e-07,4.945540233829891e-07
6.434885383607517e-05,0.10009224296388075,3.76,0.0,0.3822332494269303,0.9034243188573572,0.12489863902850397,4.571667042180464e-17,1.6180428233032893e-13,0.0009518306908375451,0.0007072207702517851,0.026197278198304755,0.00012187764445597936,0.23777907268332643,0.003738575568051668,0.139069524386865,1.2527889358349127e-05,6.608766308328833e-06,1.658721454091042e-05,0.009679667032264564,0.0012128167572434286,6.381999031676667e-05,0.015684734449654816,2.7047101887076718e-05,0.023593314112937223,8.162252627878156e-06,4.026586264959791e-05,4.572858807097569e-09,1.2700632686087516e-09,3.7719252125096283e-07,4.186223134170304e-07,5.66296728849717e-10,0.0005886709978084739,2.6142183262689182e-06,0.0019572063687224913,2.3414065545343237e-12,2.782940172830913e-07,5.043733321875992e-07
6.493572143205883e-05,0.10014580277149698,3.76,0.0,0.37868209063811653,0.9015994123940805,0.12717766601780664,4.7356608017670193e-17,1.6708499862631676e-13,0.0009596238180721766,0.0007059121451224378,0.026674425943077448,0.00012201220227544887,0.24036890961844004,0.0037516438151648343,0.14073951692216685,1.2473650711299631e-05,6.645896962252924e-06,1.6887048847499053e-05,0.009730036485260135,0.0012521003239378602,6.428122712664395e-05,0.016031466241850034,2.7636280526712893e-05,0.02443222099134193,8.221512456015365e-06,4.092567696182236e-05,4.652753598739671e-09,1.3188292295710409e-09,3.912252614134685e-07,4.260537204714999e-07,5.813642778658501e-10,0.0006088629372485626,2.643591359259093e-06,0.002013692044477312,2.4051919743595244e-12,2.8762366953155627e-07,5.141698625107346e-07
6.552258902804249e-05,0.10019925849348806,3.76,0.0,0.37515158302722423,0.8997626027852014,0.12946451977582968,4.9020063994534333e-17,1.724532665354285e-13,0.0009673189704334245,0.0007045221394778632,0.027152323031942666,0.0001221378259439957,0.2429270410859435,0.0037645931111544412,0.14239992093442233,1.2417977941061572e-05,6.682010572550438e-06,1.7186498501192495e-05,0.009779215589265712,0.0012920526782163172,6.473694392136068e-05,0.016379186640630285,2.8226918480585395e-05,0.025288092803382022,8.280214530619332e-06,4.158157126852204e-05,4.732284714953513e-09,1.368700560347602e-09,4.0555314393491536e-07,4.334518622525817e-07,5.965325666344401e-10,0.0006293959685360547,2.6727329834986095e-06,0.002070835713412709,2.4694695172567495e-12,2.970904820390198e-07,5.239409181082723e-07
