Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59)
3.388255946109364e-05,0.050580214673076586,3.76,0.0,0.6870742553188123,0.999889204959503,2.2229871900036274e-05,4.579221853503508e-28,4.961344406435669e-21,1.2964482243540522e-06,1.6622229878076732e-06,3.094535455854402e-05,4.155137360064621e-08,0.00013051021481584387,6.410944140188612e-05,2.7627020681105196e-05,3.348941295157358e-07,9.3280806242371e-08,5.235513995340429e-12,3.46173775721147e-05,6.429365674053234e-11,1.6892628733194636e-08,1.026108960126629e-06,6.086710849388517e-12,4.578340896075188e-09,1.4650415037627375e-09,2.703660929279249e-11,6.16850499479717e-14,3.201953123095963e-21,4.812926801879324e-17,2.9124252284646787e-12,6.174435901490845e-19,2.501267342391888e-10,2.1017681398954439e-10,7.481166760440113e-10,4.937803161564962e-21,9.549361261693913e-14,2.2042297150274367e-12,1.1430348424258194e-18,9.095563263618691e-11,1.7568953352441306e-16,1.1558372345128713e-14,1.826144446125219e-17,5.15038316405645e-15,3.1677927846006147e-24,4.108449898474435e-24,2.60794478967721e-15,6.85487277832142e-15,1.0212950642242628e-17,1.1442189495692561e-18,6.739104908881997e-16,8.762858991605576e-19,5.943946511596124e-18,5.572623292088554e-17,2.6898275616957665e-16
3.488423381713929e-05,0.05058024332324363,3.76,0.0,0.6870659011240363,0.9998829684751264,2.4185491542664336e-05,4.907044157734044e-28,5.102986798590311e-21,1.2952908398669353e-06,1.7310108019048158e-06,3.189224535670678e-05,4.327217138223852e-08,0.0001382869473709819,6.702666126667707e-05,2.9273450377544072e-05,3.487545716454787e-07,9.319696175286709e-08,5.811794574770953e-12,3.692259284566989e-05,7.284582429302951e-11,1.7954362756342026e-08,1.0692317660051717e-06,6.700927330863556e-12,5.1295844539452265e-09,1.5252911536655255e-09,3.0014723892772256e-11,6.452754665660212e-14,3.7755101359887625e-21,5.710100909193332e-17,3.064007831183317e-12,6.739463293822038e-19,2.710043826782463e-10,2.1907906189345825e-10,8.472818412790561e-10,5.3733052190666e-21,1.0112487498769505e-13,2.3335472905688024e-12,1.2944486763585446e-18,9.985130435354413e-11,2.03852620810278e-16,1.3116523098466576e-14,1.9349631692642092e-17,5.9799816727098045e-15,3.678846518619582e-24,4.662562345361142e-24,2.759232552527261e-15,7.416710687265553e-15,1.1050231750533357e-17,1.2380227907624634e-18,7.298032322673523e-16,9.924412513840009e-19,6.639408646624439e-18,6.90189197437026e-17,3.164447180956825e-16
3.5885908173184936e-05,0.05058027316209126,3.76,0.0,0.6870572201403695,0.9998764919008215,2.6262721682028004e-05,5.18564287543921e-28,5.257411014885899e-21,1.2941117992770536e-06,1.8020845742177413e-06,3.283851487810889e-05,4.504960703532853e-08,0.00014638753672309315,7.002741398280679e-05,3.098779932440792e-05,3.6307553147073664e-07,9.311153564843505e-08,6.440913082646719e-12,3.932257861943531e-05,8.233765908841888e-11,1.905915533583e-08,1.1132860222723966e-06,7.3681416856163e-12,5.7362322851214424e-09,1.58753563657536e-09,3.3266167909699436e-11,6.749508283117552e-14,4.440083866359166e-21,6.753929041026427e-17,3.223904666388964e-12,7.344036719991797e-19,2.930960125590851e-10,2.282210118113103e-10,9.572765352887493e-10,5.8372863394372576e-21,1.0698532137872093e-13,2.4680523946094917e-12,1.4624086671640205e-18,1.094832462785636e-10,2.357847186945123e-16,1.48469583014357e-14,2.0483141928753466e-17,6.9191769833385575e-15,4.2592058085753415e-24,5.278992414140426e-24,2.916167295013259e-15,8.019171596105379e-15,1.1948445170012473e-17,1.338650579650836e-18,7.897888627377091e-16,1.121281815753331e-18,7.405322970278821e-18,8.505252331428956e-17,3.7131205126485044e-16
3.688758252923058e-05,0.05058030423295019,3.76,0.0,0.687048201301044,0.9998697677167199,2.8466468465082432e-05,5.656809697165727e-28,5.436173471582888e-21,1.2929111868488694e-06,1.8755040701651253e-06,3.378415336481979e-05,4.688514362769768e-08,0.00015482296424964377,7.311395174631891e-05,3.277229629140851e-05,3.778690379775249e-07,9.302453309804858e-08,7.127025454665449e-12,4.18201190098433e-05,9.285577297748078e-11,2.0208273178984543e-08,1.1583014059412e-06,8.092391380894825e-12,6.40305640773384e-09,1.6518274258671463e-09,3.681246788978917e-11,7.059369047311377e-14,5.208604054079373e-21,7.965612290021347e-17,3.392629166950294e-12,7.9909174053995675e-19,3.1645014021156455e-10,2.376085612889154e-10,1.0790884885662296e-09,6.331426074663179e-21,1.1308248174877138e-13,2.607908521898089e-12,1.64842789519306e-18,1.1990567185553597e-10,2.719109581839259e-16,1.6765536087864318e-14,2.1663512793078937e-17,7.97978624542076e-15,4.9169133378822505e-24,5.9637161859041526e-24,3.08022503975289e-15,8.66606100213805e-15,1.291166899632895e-17,1.4465686900668005e-18,8.542307388117108e-16,1.2639646167476318e-18,8.24816923960767e-18,1.0431442348634495e-16,4.34618414484988e-16
3.788925688527623e-05,0.050580336580356246,3.76,0.0,0.6870388332339826,0.9998627882372496,3.0801783129479476e-05,6.135672719456315e-28,5.6304665538724276e-21,1.2916891658119374e-06,1.951329860175862e-06,3.4729151283172986e-05,4.878026203527127e-08,0.0001636045147158062,7.628850588302576e-05,3.4629227288239916e-05,3.931472812701305e-07,9.29359649269286e-08,7.874572639747701e-12,4.441811121625338e-05,1.0449368851807762e-10,2.1403032261670027e-08,1.2043086528971046e-06,8.877986037444141e-12,7.135191779556563e-09,1.7182196654896208e-09,4.0676632082608237e-11,7.382972701668203e-14,6.09566277417675e-21,9.369092587847539e-17,3.570727842486168e-12,8.682020318806037e-19,3.4111680751548855e-10,2.4724735544385675e-10,1.2137828371308942e-09,6.857049199237218e-21,1.1942409750918785e-13,2.7532832109638573e-12,1.854138405260009e-18,1.3117657945050404e-10,3.1269827286415826e-16,1.8889364145997444e-14,2.2892324491755514e-17,9.174675203377776e-15,5.660850087542833e-24,6.723218833350217e-24,3.2499808199276664e-15,9.35926561075858e-15,1.3944552247553317e-17,1.5622873569921184e-18,9.233475755515733e-16,1.4217373568444435e-18,9.174979338804308e-18,1.273667395419692e-16,5.075277818594878e-16
3.889093124132188e-05,0.05058037025008241,3.76,0.0,0.6870291042566309,0.9998555456109087,3.3273867585929346e-05,6.466071882300123e-28,5.8395510690836456e-21,1.290445982598697e-06,2.029623266809873e-06,3.567349937952023e-05,5.073645882182846e-08,0.00017274378144404613,7.955328379421965e-05,3.656093621155463e-05,4.089226019028035e-07,9.284584792164625e-08,8.688297699391133e-12,4.711956599130989e-05,1.1735232665387932e-10,2.2644798454553336e-08,1.2513395841016895e-06,9.729522591475578e-12,7.938160693950729e-09,1.7867661614265099e-09,4.48832360941998e-11,7.720990129565812e-14,7.117709008097583e-21,1.0991371376264464e-16,3.758783183999402e-12,9.419767452285959e-19,3.671476198430616e-10,2.5714298547398205e-10,1.3625074210305055e-09,7.415721466072752e-21,1.260181286365942e-13,2.9043481615598365e-12,2.0812997425266195e-18,1.4335799730103438e-10,3.586591936958448e-16,2.1236883271980136e-14,2.417120053999804e-17,1.0517835984591703e-14,6.5008207975146186e-24,7.564534183267723e-24,3.4255930207263223e-15,1.0101909507911519e-14,1.505188995501142e-17,1.6863425844851643e-18,9.974564663526995e-16,1.5959446251239252e-18,1.019339711844975e-17,1.5485622134719055e-16,5.913492972845326e-16
3.9892605597367525e-05,0.050580405289170766,3.76,0.0,0.6870190023709785,0.9998480318203086,3.5888080019373024e-05,7.09998776857975e-28,6.081916406446075e-21,1.2891819712143237e-06,2.1104463082034243e-06,3.66171887389577e-05,5.275524450477718e-08,0.0001822526712950799,8.291046564750825e-05,3.8569825435136945e-05,4.252074794239763e-07,9.275420514529686e-08,9.573263743958086e-12,4.992760808803237e-05,1.315405243294752e-10,2.3934987818063148e-08,1.2994271335428396e-06,1.0651901896456892e-11,8.817898571325844e-09,1.8575213458567659e-09,4.945851434438031e-11,8.074129773852938e-14,8.293265997715137e-21,1.2862861242272366e-16,3.957416381156622e-12,1.0207630987595291e-18,3.945957851148277e-10,2.673010581238513e-10,1.526498388916373e-09,8.00948500112455e-21,1.3287276053484684e-13,3.0612793541848704e-12,2.3318076850747506e-18,1.565162480665866e-10,4.1035597849412943e-16,2.3827959803413754e-14,2.5501808473375837e-17,1.2024469618133106e-14,7.447648953203561e-24,8.495287581963019e-24,3.6092343485700915e-15,1.0898881493693933e-14,1.6238581610705265e-17,1.819297366430413e-18,1.0770188066564623e-15,1.7880344638170493e-18,1.131172959283684e-17,1.87525262566594e-16,6.875544809369195e-16
4.089427995341317e-05,0.05058044174596392,3.76,0.0,0.68700851525879,0.9998402386824942,3.8649940508213934e-05,7.8357433412499875e-28,6.347220485191532e-21,1.28789755787461e-06,2.193861638428239e-06,3.756021084710122e-05,5.483814302016101e-08,0.00019214340944258794,8.6362200817817e-05,4.06583563390094e-05,4.420145201707401e-07,9.266106626816168e-08,1.053487040654693e-11,5.284547666886187e-05,1.471755830684196e-10,2.5275066079314743e-08,1.3486053782298576e-06,1.1650345436817966e-11,9.780781189311228e-09,1.9305401729219526e-09,5.44304527318255e-11,8.443138503315798e-14,9.643167278995237e-21,1.5017775173099965e-16,4.16728837779696e-12,1.1047822757769972e-18,4.2351615347643054e-10,2.777268739597517e-10,1.7070861209051155e-09,8.639847943655779e-21,1.3999641018491767e-13,3.2242571018791352e-12,2.6077030405746825e-18,1.707222374836447e-10,4.684051049730676e-16,2.6683977073201852e-14,2.688586054336672e-17,1.371107344983697e-14,8.513278097477018e-24,9.523741786527529e-24,3.799185143975099e-15,1.1752504017280679e-14,1.751024384579429e-17,1.9617686683078812e-18,1.1623030508072881e-15,1.9995653066495762e-18,1.2538982115127851e-17,2.262241407605906e-16,7.977948668931109e-16
4.189595430945882e-05,0.05058047967013586,3.76,0.0,0.6869976302770561,0.999832157849551,4.1565136656679184e-05,8.222112844257534e-28,6.628769683734811e-21,1.2865932658080715e-06,2.2799324835137744e-06,3.850255765505581e-05,5.6986689291266145e-08,0.00020242854392381183,8.991060408705308e-05,4.282904977493923e-05,4.593564443550209e-07,9.256646791312977e-08,1.1578872982582484e-11,5.587652566162742e-05,1.6438384998108948e-10,2.6666549217142834e-08,1.3989095694378895e-06,1.2730412282618358e-11,1.0833653412249182e-08,2.005878102816893e-09,5.982888450565913e-11,8.828804615918636e-14,1.1190819200308528e-20,1.7494554913152126e-16,4.3891032378864745e-12,1.1942869086692979e-18,4.5396525791683994e-10,2.8842562830505624e-10,1.905701482051259e-09,9.308478011013829e-21,1.473977341021544e-13,3.3934661765226786e-12,2.9111817363940615e-18,1.8605174296701927e-10,5.334821588564798e-16,2.98279313087693e-14,2.8325114358581014e-17,1.5595533637350883e-14,9.710886849709142e-24,1.0658845629752325e-23,3.995108589698488e-15,1.2666162718264018e-14,1.8872715889041775e-17,2.1144055132335416e-18,1.25366190054658e-15,2.2322133067079183e-18,1.3884931446112513e-17,2.719245963753185e-16,9.239213096984226e-16
4.2897628665504467e-05,0.05058051911272213,3.76,0.0,0.6869863344536923,0.9998237808095076,4.463952923735658e-05,9.052257179130183e-28,6.95512371397477e-21,1.285269720076736e-06,2.3687225734903795e-06,3.944422164771218e-05,5.9202426883282146e-08,0.00021312094994761004,9.355775161105176e-05,4.50844864641306e-05,4.772460723348589e-07,9.24704540049331e-08,1.2711403496521222e-11,5.9024224047103653e-05,1.8330133320865865e-10,2.811100387228231e-08,1.4503761659213492e-06,1.3898018235806162e-11,1.1983859495754117e-08,2.0835910737789066e-09,6.568559410476219e-11,9.231961243095176e-14,1.2962497089349224e-20,2.0336342762829643e-16,4.623611944293141e-12,1.2897176884996436e-18,4.860013563826908e-10,2.994025829710786e-10,2.1238824205011783e-09,1.0017882596255441e-20,1.5508563656716464e-13,3.5690959637097196e-12,3.2446052316356334e-18,2.0258572238411263e-10,6.063271513115638e-16,3.328454109820399e-14,2.9821373503999584e-17,1.7697222970511863e-14,1.105501858250843e-23,1.1910286921279365e-23,4.2000934331193345e-15,1.3646081235671281e-14,2.0331853806001847e-17,2.2778839708986852e-18,1.351676309757168e-15,2.487780067731825e-18,1.5360193983932893e-17,3.257348703316265e-16,1.0680078187366375e-15
4.3899303021550114e-05,0.05058056012614966,3.76,0.0,0.6869746144834978,0.9998150988875402,4.787915784187819e-05,1.0229781815656056e-27,7.3160420640143e-21,1.283927652580914e-06,2.4602960716525214e-06,4.038519591546406e-05,6.148690752410727e-08,0.0002242338339412229,9.73056766621928e-05,4.742730732238146e-05,4.956963101199612e-07,9.23730761263993e-08,1.3938988432208798e-11,6.229215606256255e-05,2.0407435270705355e-10,2.9610046510891833e-08,1.5030428696982205e-06,1.5159454203103305e-11,1.3239275004746857e-08,2.163735369532158e-09,7.203442124489002e-11,9.653486932084641e-14,1.4987659263831713e-20,2.3591499189685644e-16,4.871613171991969e-12,1.3913382695393623e-18,5.196844745224531e-10,3.1066264443484284e-10,2.363280923046487e-09,1.0769814357351079e-20,1.630692771814938e-13,3.751340527473684e-12,3.610510768097582e-18,2.2041065484779976e-10,6.877503024747374e-16,3.708035310845172e-14,3.137648814418179e-17,2.0037104178739943e-14,1.2561716494617628e-23,1.3288548553949556e-23,4.412195799716644e-15,1.469519575916958e-14,2.189439653451477e-17,2.452945805370112e-18,1.4566812780736439e-15,2.7682007922398692e-18,1.6976266409711245e-17,3.8891632679675564e-16,1.2323751437410589e-15
4.490097737759576e-05,0.0505806027642658,3.76,0.0,0.6869624567243946,0.9998061032474875,5.1290246532037696e-05,1.0684871938502356e-27,7.69349934254092e-21,1.2825679072026513e-06,2.5547174995497446e-06,4.132547422940915e-05,6.384168845382322e-08,0.00023578073731688547,0.00010115636516085139,4.986021371054679e-05,5.147201342125128e-07,9.22743938872208e-08,1.5268569506732883e-11,6.568402130535446e-05,2.2686022771143523e-10,3.116534385804751e-08,1.5569486633588132e-06,1.6521404628683927e-11,1.460834040138282e-08,2.24636759140818e-09,7.891136643382514e-11,1.0094308907513157e-13,1.7299296105911525e-20,2.731417177226907e-16,5.133956956277027e-12,1.4993887732640252e-18,5.550764494339198e-10,3.222105381517895e-10,2.625670340140229e-09,1.15659495195603e-20,1.7135808007994145e-13,3.940398748599524e-12,4.0116231773189146e-18,2.396188792827821e-10,7.786383310487542e-16,4.124384992447778e-14,3.299235555616753e-17,2.2637838889550433e-14,1.4248677963219282e-23,1.4804967952182155e-23,4.630249243920192e-15,1.5817020988282057e-14,2.3567430622904986e-17,2.6403734968696995e-18,1.5690577870278215e-15,3.0755528652779427e-18,1.87456130610692e-17,4.629017947539523e-16,1.4196148124364146e-15
4.590265173364141e-05,0.05058064708236643,3.76,0.0,0.6869498471939651,0.9997967848936803,5.487920948530822e-05,1.1707171205058111e-27,8.12993665816553e-21,1.2811914448888916e-06,2.6520516577643827e-06,4.226505112008563e-05,6.626832934860737e-08,0.000247775539939036,0.00010511175101002116,5.2385967606539456e-05,5.343305756523205e-07,9.21744752943124e-08,1.670752862853901e-11,6.920363472010107e-05,2.518280034738213e-10,3.27786134396946e-08,1.612133849598349e-06,1.7990969695947818e-11,1.610009639154206e-08,2.331544646577423e-09,8.635470746003407e-11,1.0555407971821198e-13,1.9934332525451225e-20,3.156492274787742e-16,5.411550121326562e-12,1.61443105391734e-18,5.922409755307541e-10,3.3405112515574673e-10,2.9129530945273082e-09,1.240938708962503e-20,1.799617437200046e-13,4.136474525978077e-12,4.450867230995883e-18,2.603089519704855e-10,8.799612934000064e-16,4.5805579057949296e-14,3.4670920633676304e-17,2.552390250947968e-14,1.613543291554818e-23,1.6471802336285036e-23,4.858504030632427e-15,1.701939084571755e-14,2.5357921938830044e-17,2.840974714900098e-18,1.6895297392731957e-15,3.4120648877864035e-18,2.068175632276338e-17,5.493157699402094e-16,1.63262210569439e-15
4.6904326089687056e-05,0.05058069313722367,3.76,0.0,0.6869367715663112,0.9997871346730897,5.865265663174523e-05,1.3640330565013452e-27,8.619296908107325e-21,1.2797993489154971e-06,2.7523635445236836e-06,4.3203921959820845e-05,6.876839193457846e-08,0.00026023246327289097,0.00010917371124599002,5.5007391693741797e-05,5.54540703318083e-07,9.207339712617534e-08,1.82637066605632e-11,7.28549264529182e-05,2.791592179777072e-10,3.445162235708806e-08,1.6686400939838858e-06,1.9575685294480985e-11,1.7724221060570166e-08,2.419323585691861e-09,9.440511537940518e-11,1.1037818670641987e-13,2.2934042171127642e-20,3.6411410873875234e-16,5.705356627115263e-12,1.736797172179834e-18,6.312436510973291e-10,3.4618887677164564e-10,3.227168786089948e-09,1.3302242995676157e-20,1.888902503769871e-13,4.339776865898274e-12,4.9313794993341596e-18,2.825860463945765e-10,9.927800184744352e-16,5.07982748268178e-14,3.6414176377102517e-17,2.872170518214335e-14,1.8243523723774994e-23,1.8302296951266296e-23,5.09496395093482e-15,1.8306125992070525e-14,2.727389641254111e-17,3.055635967318353e-18,1.8185229597371915e-15,3.78012617116419e-18,2.2799324056165765e-17,6.499966251549921e-16,1.8746282082707378e-15
4.79060004457327e-05,0.0505807409871124,3.76,0.0,0.6869232151692469,0.9997771432777987,6.261739927191168e-05,1.4214641130548596e-27,9.123596803092713e-21,1.2783928302890834e-06,2.8557182704710287e-06,4.4142083048762e-05,7.134343727275615e-08,0.0002731660731955286,0.00011334406102374021,5.7727369364242166e-05,5.753636066644287e-07,9.197124531797729e-08,1.9945424903242582e-11,7.66419415559912e-05,3.0904870947598033e-10,3.6186187430813134e-08,1.7265104696381232e-06,2.1283542198616995e-11,1.949106884202996e-08,2.5097615559657365e-09,1.0310576842326425e-10,1.1542632438146948e-13,2.634450318229194e-20,4.19291377183728e-16,6.0164011364825415e-12,1.8666735662283163e-18,6.721520258066641e-10,3.5862797754096867e-10,3.570502704032689e-09,1.4246030484974437e-20,1.9815387725563248e-13,4.550520036699041e-12,5.45652200872985e-18,3.0656234871361694e-10,1.1182541888379176e-15,5.62569765207406e-14,3.82241642927753e-17,3.225971894796394e-14,2.0596710783853662e-23,2.0310756975847813e-23,5.337167981435858e-15,1.9680661475714427e-14,2.932392420726391e-17,3.2852965511931326e-18,1.9564341897380147e-15,4.182296712339735e-18,2.5114151522044665e-17,7.670209832223583e-16,2.14922824990487e-15
4.890767480177835e-05,0.050580790691835895,3.76,0.0,0.6869091629818491,0.9997668012477969,6.67804556659739e-05,1.5320967612029227e-27,9.703099225263267e-21,1.2769732329170967e-06,2.962180969014302e-06,4.507953170461305e-05,7.399502183443704e-08,0.00028659128245041396,0.00011762454845828151,6.054884463409505e-05,5.968123777343148e-07,9.186811534126872e-08,2.176151497317792e-11,8.05688395254922e-05,3.417054683560514e-10,3.79841758971955e-08,1.785789504416521e-06,2.3123011992447922e-11,2.1411711424980518e-08,2.602915816452696e-09,1.1250248086673235e-10,1.2071004728226586e-13,3.021714383301586e-20,4.820227471600404e-16,6.345776859662454e-12,2.004774147194083e-18,7.150356513040334e-10,3.713728354919337e-10,3.9452947601904685e-09,1.5244581192675418e-20,2.0776320802327646e-13,4.7689238289234445e-12,6.02989680786326e-18,3.323574681903929e-10,1.2576511225398468e-15,6.221917957712047e-14,4.0102974759101997e-17,3.616861141020625e-14,2.3221219624107588e-23,2.2512628100858306e-23,5.5907792301237595e-15,2.115272270041293e-14,3.151625480114636e-17,3.530916422502995e-18,2.1041540746420076e-15,4.6213176635148706e-18,2.7643399938147748e-17,9.027304148860174e-16,2.460426483067738e-15
4.9909349157824e-05,0.050580842312750646,3.76,0.0,0.6868945996323819,0.9997560989741014,7.114905659015095e-05,1.8522078379625438e-27,1.0364448328154398e-20,1.275542038902121e-06,3.0718167053940934e-06,4.601626635610013e-05,7.672469722928279e-08,0.00030052335272653155,0.00012201684933951741,6.347482196515292e-05,6.189000924809326e-07,9.176411258055135e-08,2.3721338532396516e-11,8.463989365587947e-05,3.773535338950649e-10,3.9847503734890084e-08,1.8465232321260675e-06,2.5103068742412652e-11,2.3497980623219407e-08,2.6988435470580602e-09,1.2264383142745346e-10,1.262415471300188e-13,3.4609286087369695e-20,5.532455353594595e-16,6.694645418233526e-12,2.1515496980798577e-18,7.599661326504731e-10,3.844274630477713e-10,4.354048855655706e-09,1.6300599285177767e-20,2.177291447369688e-13,4.995213683983067e-12,6.65535959520468e-18,3.600989030149937e-10,1.4123553137088353e-15,6.872497646273525e-14,4.205274738442624e-17,4.0481386060811367e-14,2.614598037464086e-23,2.4924579177295744e-23,5.854076525615011e-15,2.2727417864961325e-14,3.3860370661418335e-17,3.793548431991462e-18,2.262233907587205e-15,5.100122305102155e-18,3.040561305526024e-17,1.059760629050366e-15,2.812681821065104e-15
5.0911023513869645e-05,0.05058089591279004,3.76,0.0,0.6868795093966099,0.9997450267021954,7.573065084792362e-05,1.9380058048318775e-27,1.103658302363248e-20,1.2741008740254711e-06,3.1846903828311293e-06,4.6952286640190716e-05,7.95340076509112e-08,0.00031497789634425433,0.00012652256174469412,6.650836599253177e-05,6.416397916884148e-07,9.165935272012726e-08,2.583480776157941e-11,8.885949019384642e-05,4.16232935591263e-10,4.177813535277133e-08,1.9087592462033832e-06,2.7233207568716032e-11,2.5762513225935438e-08,2.7976017721134367e-09,1.3358128353928582e-10,1.3203367561648313e-13,3.9584726835107796e-20,6.340023234536491e-16,7.064239503122319e-12,2.3070652390312753e-18,8.070171804678461e-10,3.9779544466195955e-10,4.799442690215353e-09,1.7415149727666586e-20,2.2806292185795223e-13,5.22962087257382e-12,7.337035311126549e-18,3.899225003422159e-10,1.5838787946265576e-15,7.58171817928559e-14,4.4075671244575425e-17,4.523352932252689e-14,2.940289785010412e-23,2.7564587966451517e-23,6.122680408798787e-15,2.4407801314701308e-14,3.636659772359053e-17,4.074315162517943e-18,2.4310674771698455e-15,5.621847540931629e-18,3.34208326285237e-17,1.2410733268688853e-15,3.2109372665377788e-15
5.191269786991529e-05,0.05058095155648658,3.76,0.0,0.6868638761965274,0.9997335745357921,8.05329107215518e-05,2.0229751919306112e-27,1.1800254735295674e-20,1.2726515128105946e-06,3.3008666440672995e-06,4.78875935030462e-05,8.242448499847797e-08,0.0003299708775301529,0.00013114320057749682,6.965260115648997e-05,6.650444613076938e-07,9.155396212012269e-08,2.8112421462632903e-11,9.323212727491645e-05,4.586006839252556e-10,4.377808446649283e-08,1.9725467561513876e-06,2.952347507772637e-11,2.821879795562399e-08,2.899247415578617e-09,1.4536932551428686e-10,1.3810004798695782e-13,4.52144754584755e-20,7.254517504083951e-16,7.455874200232553e-12,2.4722142637970842e-18,8.562646675315763e-10,4.1148069261463094e-10,5.284338027309243e-09,1.859292428000791e-20,2.387761197832348e-13,5.4723828272320885e-12,8.079335204812201e-18,4.219729230343639e-10,1.7738723876214248e-15,8.354150812497074e-14,4.617398508897373e-17,5.046316465508579e-14,3.3027195954083083e-23,3.045204077636902e-23,6.403884990090882e-15,2.62057436066168e-14,3.904466730849849e-17,4.374351812710345e-18,2.6117337719155157e-15,6.189845930347143e-18,3.6710751637585694e-17,1.449990898725536e-15,3.660680228706924e-15
5.291437222596094e-05,0.05058100930999339,3.76,0.0,0.6868476835995055,0.9997217324409073,8.556373735948927e-05,2.549129617082627e-27,1.2690885205179016e-20,1.271195883616581e-06,3.4204097727398115e-06,4.882218930469078e-05,8.539764871016205e-08,0.00034551861326339325,0.00013588019205631422,7.291071123309742e-05,6.891270121862228e-07,9.144807818005859e-08,3.056528615269447e-11,9.7762413626028e-05,5.047318112936157e-10,4.584941194568443e-08,2.037936648955279e-06,3.198449329807888e-11,3.088122455300385e-08,3.0038370868220266e-09,1.5806561205262004e-10,1.444550371614529e-13,5.1577467243459075e-20,8.288800447706134e-16,7.870946559940349e-12,2.647659250965045e-18,9.07786686631899e-10,4.2548676373168677e-10,5.811791425913168e-09,1.9837625577400125e-20,2.4988067945082156e-13,5.723743326053502e-12,8.88697241307011e-18,4.5640418804027243e-10,1.9841379184242802e-15,9.194673049637421e-14,4.8349977553454365e-17,5.621121389630819e-14,3.705773695665327e-23,3.3607832525074033e-23,6.6967999501019645e-15,2.8128227732739747e-14,4.1905685255762474e-17,4.69490043241436e-18,2.804958236974424e-15,6.8076982610772234e-18,4.029878417367176e-17,1.6902341460835098e-15,4.168010606922571e-15
5.3916046582006586e-05,0.050581069241104316,3.76,0.0,0.6868309148178843,0.9997094902502444,9.083126608573581e-05,2.7085626368388477e-27,1.3585491859225098e-20,1.2697360740192313e-06,3.5433835933600092e-06,4.9756077927390455e-05,8.84550036711182e-08,0.00036163777367808096,0.00014073486818024373,7.628593876337723e-05,7.139002596175428e-07,9.134184971160995e-08,3.320513267319234e-11,0.0001024550670182726,5.549204604922826e-10,4.799422485228984e-08,2.104981553677253e-06,3.462747544224011e-11,3.376513496848005e-08,3.111426959918017e-09,1.7173108809870438e-10,1.511137745584994e-13,5.87612822891073e-20,9.457133677660626e-16,8.310935914873088e-12,2.833240116355138e-18,9.61663608443643e-10,4.3981660566616046e-10,6.385065446506059e-09,2.1149430906260352e-20,2.6138892065092e-13,5.983952705850967e-12,9.764979497239478e-18,4.933801995234591e-10,2.2166414683804325e-15,1.010848127668798e-13,5.060598720373262e-17,6.252156578757987e-14,4.153736863457201e-23,3.705446689469503e-23,6.994320925601118e-15,3.017752323271449e-14,4.4962042895215884e-17,5.037296602477148e-18,3.0111062863990267e-15,7.479226680508645e-18,4.421019187236258e-17,1.9659632101369253e-15,4.739666043898433e-15
5.4917720938052234e-05,0.05058113141927216,3.76,0.0,0.6868135527090224,0.9996968376678719,9.634387161122448e-05,2.687774864056692e-27,1.458378029488828e-20,1.268274335539207e-06,3.6698513664986963e-06,5.06892648876654e-05,9.159803430304466e-08,0.0003783453820062868,0.0001457084612101615,7.978158438197943e-05,7.393769025249803e-07,9.123543729505729e-08,3.604435999822481e-11,0.00010731491245378988,6.094810274713121e-10,5.0214677521318864e-08,2.1737359090454617e-06,3.746426160059667e-11,3.688687680869953e-08,3.2220728828552135e-09,1.8643013804338628e-10,1.5809229852369746e-13,6.686313733762583e-20,1.0775317447853581e-15,8.777420029926497e-12,3.0300391929826558e-18,1.0179781457667139e-09,4.544736076391451e-10,7.007640341939293e-09,2.2533942089748345e-20,2.73313558077072e-13,6.253268283849247e-12,1.0718728282135718e-17,5.33075274396762e-10,2.4735277501810185e-15,1.1101110968160796e-13,5.294440256057527e-17,6.944125208583258e-14,4.651340619644176e-23,4.0816179681024194e-23,7.30549226928934e-15,3.2367817696528813e-14,4.822518190550201e-17,5.402876141812994e-18,3.23146054873244e-15,8.208508401336942e-18,4.847227789399494e-17,2.281821895916734e-15,5.383098239676008e-15
