Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59)
4.687739159466495e-07,0.05057971029755082,3.76,0.0,0.6872230091938243,0.9999997678169171,4.001326263267547e-09,5.560601564796071e-30,1.0586831976941446e-21,3.686334310718954e-07,9.229622577423666e-08,6.640372928662821e-08,2.1997761374612303e-09,9.744387695965877e-08,1.8559356257246138e-07,2.018731878074339e-08,1.7361518362648576e-08,2.4612188677504437e-08,4.869365302613826e-17,1.7035608650855308e-09,8.939128332694291e-18,1.5292704535154225e-10,1.5887017186390913e-09,8.105294276830843e-16,1.2750847529320312e-14,7.837567031305468e-11,1.0930951877945516e-16,3.226236492634717e-15,2.786872622208106e-29,4.165914645901855e-26,1.4061670035596537e-13,1.2992430998389503e-24,4.630842707345011e-16,3.0030602145813416e-12,3.838529315549127e-17,9.98501616546365e-27,1.488467817001742e-17,4.029385199470662e-16,1.0660433205452176e-25,6.809032111932178e-15,7.888528947635586e-26,8.958475315617604e-23,1.3632565726201226e-20,4.711118290231525e-25,1.4094430415804944e-33,2.106887772540054e-31,2.008355154699008e-17,2.8022222632682063e-17,3.9287397635171e-20,4.421282399108676e-21,2.6165669487850484e-18,4.5044855557216313e-26,2.1370157944567244e-23,7.669904830578069e-31,1.0187958612211752e-24
4.982243381256182e-07,0.050579710435643556,3.76,0.0,0.6872229759591797,0.9999997482592033,4.520790347516111e-09,6.16216198246229e-30,1.1141348087439489e-21,3.8790875774316995e-07,9.753034891975661e-08,7.448634569948733e-08,2.327759646690307e-09,1.0988333039597324e-07,2.0203251672869444e-07,2.277088296777023e-08,1.8433776267279628e-08,2.6037778930240372e-08,5.803763911083142e-17,1.960883409086187e-09,1.1330064173691172e-17,1.6186899909424596e-10,1.782591562141251e-09,9.178260779974355e-16,1.5323872450355356e-14,8.306873399813355e-11,1.3588048434551607e-16,3.4097977845339665e-15,3.741652569637911e-29,5.912714651697005e-26,1.4863983736204874e-13,1.644211461967288e-24,5.895316448977047e-16,3.179296167622052e-12,5.0893886435726055e-17,1.265675070862208e-26,1.7996097986705925e-17,4.826224452815995e-16,1.3742150238576824e-25,7.821915661671546e-15,1.1201101034242917e-25,1.220579921553454e-22,1.537299491499915e-20,6.827295862114536e-25,2.0014433757247482e-33,2.7865447387036066e-31,2.1926944172294537e-17,3.0709559858201787e-17,4.320182981834373e-20,4.8605540168198466e-21,2.8677086798224013e-18,5.971682261977067e-26,2.6528816644969074e-23,1.209719740492958e-30,1.4106840080089548e-24
5.276747603045869e-07,0.050579710575553244,3.76,0.0,0.6872229421103283,0.9999997281794999,5.069558093098453e-09,6.783873685865494e-30,1.1684714963733006e-21,4.0679529543044763e-07,1.0269468903452213e-07,8.2976634519142e-08,2.454068357145934e-09,1.2302066286295583e-07,2.189944826528295e-07,2.549954775539992e-08,1.9492156444186788e-08,2.7434618382441104e-08,6.846417891717584e-17,2.2403313761129218e-09,1.4164452768917815e-17,1.7068633566164881e-10,1.9863269621840875e-09,1.03172867975066e-15,1.8217964516682184e-14,8.769964118462046e-11,1.6662352307959434e-16,3.5909151297223774e-15,4.935514536524063e-29,8.211999048686744e-26,1.5655629218951857e-13,2.0512145309692e-24,7.395070501542651e-16,3.354272996531146e-12,6.633153549409936e-17,1.5813881762808967e-26,2.148532525134286e-17,5.713717743915606e-16,1.7456249042037613e-25,8.92916482894156e-15,1.5579997845099448e-25,1.633123251787925e-22,1.7211073213676526e-20,9.682655667613823e-25,2.7840537848718903e-33,3.6238084151096886e-31,2.3831147448691627e-17,3.3486203262760945e-17,4.7256284386604024e-20,5.315457448168393e-21,3.1272164504673073e-18,7.78228822455613e-26,3.249251667584215e-23,1.8610751636143803e-30,1.914358564908907e-24
5.571251824835556e-07,0.050579710717256955,3.76,0.0,0.6872229076572689,0.9999997075849761,5.647219431326738e-09,7.424321488273866e-30,1.2217157802190732e-21,4.253008701236552e-07,1.0778872594327072e-07,9.186637470894159e-08,2.5786876077426293e-09,1.3684655284850773e-07,2.3647148666530122e-07,2.8371393114520783e-08,2.053650601271759e-08,2.880328439131839e-08,8.002291494804192e-17,2.542585437803575e-09,1.749200262633888e-17,1.793797938548634e-10,2.1997164350344164e-09,1.1522195689467099e-15,2.1451028688757123e-14,9.226788356536665e-11,2.018571207815152e-16,3.769570012830228e-15,6.408531661453651e-29,1.1187334960923507e-25,1.6436524650078955e-13,2.5265439777499654e-24,9.155267106300057e-16,3.528073975221932e-12,8.514137321038029e-17,1.9506527747408338e-26,2.5366478184467163e-17,6.69487698874621e-16,2.188466625379364e-25,1.0133758461010253e-14,2.1275663387401516e-25,2.1500270604141365e-22,1.9145496363167542e-20,1.3470211110657418e-24,3.8020521073105284e-33,4.6422942751565325e-31,2.5791549428842056e-17,3.6345607918341114e-17,5.144069704750872e-20,5.7848676367764535e-21,3.394479864977602e-18,9.988233432036085e-26,3.932252601380692e-23,2.8001526601479297e-30,2.5517253803006474e-24
5.865756046625242e-07,0.05057971086073131,3.76,0.0,0.6872228726098581,0.9999996864828258,6.253367026319496e-09,8.082140982558701e-30,1.2738897149247737e-21,4.4343314971742837e-07,1.1281210963089112e-07,1.0114751074244779e-07,2.701607046565969e-09,1.513516121690888e-07,2.5445550989134466e-07,3.138448479815674e-08,2.156671107716695e-08,3.014434348850314e-08,9.276200345883037e-17,2.8683152386970795e-09,2.136461779712112e-17,1.8795028660477533e-10,2.4225724693267787e-09,1.279279644795508e-15,2.504080810146264e-14,9.677310896078864e-11,2.418960478355043e-16,3.94574991025209e-15,8.204404981028087e-29,1.4979310831990855e-25,1.7206614465097375e-13,3.0766424120827945e-24,1.1201826779054425e-15,3.7007779493179774e-12,1.0779893230403908e-16,2.3786126629074117e-26,2.96525192408526e-17,7.772456470793145e-16,2.711411569145312e-25,1.1438455058473201e-14,2.857763304285728e-25,2.78972655023577e-22,2.1174950772105654e-20,1.841814794528116e-24,5.107207017014875e-33,5.867326357975784e-31,2.7803743446239785e-17,3.928152378059825e-17,5.574545168926649e-20,6.2677096685296936e-21,3.6689160180403966e-18,1.2645242612706752e-25,4.707944679807162e-23,4.1296864312891935e-30,3.3471683136652325e-24
6.160260268414929e-07,0.05057971100595277,3.76,0.0,0.6872228369778074,0.9999996648802529,6.887596814737671e-09,8.756018720256091e-30,1.3250149010192858e-21,4.61199647551483e-07,1.1776464378127279e-07,1.1081214926768987e-07,2.8228202167896088e-09,1.6652640832308228e-07,2.7293850613110486e-07,3.453687899497323e-08,2.258269296151066e-08,3.145835123591758e-08,1.0672814062183226e-16,3.2181793503049686e-09,2.5836331847871824e-17,1.9639888202448742e-10,2.6547114417265282e-09,1.4128884320232971e-15,2.900488523029439e-14,1.0121510631765927e-10,2.8705054723369436e-16,4.1194477106634225e-15,1.0370500525882952e-28,1.9746419554566152e-25,1.7965866829043847e-13,3.7080854788011935e-24,1.3561361102955575e-15,3.872459512463913e-12,1.3481171709457095e-16,2.8705297413024656e-26,3.435530145499734e-17,8.948963579616505e-16,3.323598179817861e-25,1.284580276277227e-14,3.7817743249904615e-25,3.572622202655303e-22,2.3298116644866655e-20,2.4793704512237232e-24,6.758852163065566e-33,7.325914398549307e-31,2.9863522742012363e-17,4.228798680724148e-17,6.016136743924005e-20,6.762957318596164e-21,3.949968663954158e-18,1.5812784997125962e-25,5.582306089208348e-23,5.9814762907332414e-30,4.327621423302249e-24
6.454764490204616e-07,0.05057971115289752,3.76,0.0,0.6872228007706815,0.9999996427844594,7.549508487859793e-09,9.444692086001141e-30,1.375112495799964e-21,4.786077258922267e-07,1.2264627065965322e-07,1.2085255583610607e-07,2.942324176365968e-09,1.8236148476150635e-07,2.9191241805269324e-07,3.7826626549478086e-08,2.3584404749e-08,3.274585207488275e-08,1.219665910839543e-16,3.5928252469777997e-09,3.0963243056952147e-17,2.0472678606793233e-10,2.8959535342092615e-09,1.5530241460011183e-15,3.3360683171050836e-14,1.0559379193784363e-10,3.3762564348497885e-16,4.290661182829122e-15,1.2957874349966545e-28,2.5665879866289806e-25,1.8714271304028523e-13,4.427564929347262e-24,1.6261108319389096e-15,4.0431891798969365e-12,1.6671870358790088e-16,3.4317708488805023e-26,3.948561448937378e-17,1.0226669430113868e-15,4.0346207943093167e-25,1.4358149043621673e-14,4.937334885621569e-25,4.521155339728203e-22,2.5513670818177307e-20,3.290720233015707e-24,8.824461686579912e-33,9.046727257054392e-31,3.1966874696278315e-17,4.535930988633075e-17,6.467968551777291e-20,7.269631575499579e-21,4.23710737079221e-18,1.9554015695981683e-25,6.561219797356982e-23,8.522703950369252e-30,5.522632257350643e-24
6.749268711994303e-07,0.050579711301541624,3.76,0.0,0.6872227639978981,0.9999996202026327,8.238705921079086e-09,1.0146948948224859e-29,1.4242032232996594e-21,4.956645990928944e-07,1.2745705720993378e-07,1.31261151702116e-07,3.060119147628012e-09,1.9884737922374384e-07,3.1136919182566373e-07,4.125177678264747e-08,2.4571828152793333e-08,3.400737942506327e-08,1.385212188864878e-16,3.99288930170738e-09,3.6803450929696313e-17,2.1293532647576794e-10,3.1461226531104517e-09,1.6996637602704091e-15,3.8125467021138544e-14,1.0990919674169999e-10,3.9392056137991454e-16,4.459392486300832e-15,1.6021286362478625e-28,3.2934395453724773e-25,1.9451836704587478e-13,5.241872605088344e-24,1.9328871686484606e-15,4.213033556433067e-12,2.040897780898484e-16,4.0677952506455817e-26,4.5053230281415143e-17,1.1607619342743148e-15,4.8545180112359305e-25,1.5977650083434797e-14,6.367053922068813e-25,5.659879607129691e-22,2.782028932695302e-20,4.311621978277689e-24,1.138022551898578e-32,1.106006316254706e-30,3.410997493455224e-17,4.849007386137272e-17,6.929205583372768e-20,7.786799139772463e-21,4.5298266846787664e-18,2.393570988584029e-25,7.650462397265637e-23,1.1963234253504608e-29,6.96441648857058e-24
7.043772933783989e-07,0.050579711451861034,3.76,0.0,0.6872227266687245,0.9999995971419359,8.954797552554693e-09,1.0861627085860779e-29,1.4723073833098375e-21,5.123773364697473e-07,1.32197182345344e-07,1.4203051069311351e-07,3.1762081966889354e-09,2.1597464021248075e-07,3.3130079025562683e-07,4.48103809266105e-08,2.554497068012929e-08,3.5243455995919385e-08,1.5643452027141727e-16,4.418996800915493e-09,4.341699413574516e-17,2.2102593805654442e-10,3.405046349955607e-09,1.8527830758317875e-15,4.331634535667489e-14,1.1416145459185924e-10,4.562282489415428e-16,4.625647724173407e-15,1.9619204127244138e-28,4.176885035913106e-25,2.0178589137330802e-13,6.157885382423965e-24,2.2792960641252867e-15,4.38205549895192e-12,2.4752512049813025e-16,4.7841428045133946e-26,5.10669481587725e-17,1.3093643154276514e-15,5.793760715611562e-25,1.7706279850024026e-14,8.118734604075008e-25,7.015528270094875e-22,3.0216649709746566e-20,5.582990621222684e-24,1.4511623204659544e-32,1.3397817104488683e-30,3.628918135407776e-17,5.167511846675878e-17,7.399052344283418e-20,8.313570907085861e-21,4.8276452850215726e-18,2.9028190524118118e-25,8.855694894886763e-23,1.6564018981947536e-29,8.687904002270491e-24
7.338277155573676e-07,0.050579711603831685,3.76,0.0,0.6872226887922808,0.9999995736094973,9.69739671415267e-09,1.1587613463263523e-29,1.5194448602868307e-21,5.287528651453851e-07,1.368669253791721e-07,1.53153356142742e-07,3.2905969418569206e-09,2.3373384174467645e-07,3.516992045317554e-07,4.850049519917004e-08,2.6503863028331528e-08,3.645459406689047e-08,1.757476577881329e-16,4.871761976611081e-09,5.086578995371334e-17,2.2900014938423112e-10,3.6725557439227713e-09,2.012356791271455e-15,4.8950271798800575e-14,1.1835079169574335e-10,5.248349949042125e-16,4.789436535913409e-15,2.3813797529890537e-28,5.240694120754652e-25,2.0894570216324547e-13,7.182550990521582e-24,2.668213474616809e-15,4.550314275693754e-12,2.976545412121359e-16,5.586422764060165e-26,5.753463922801964e-17,1.4686365324863935e-15,6.863239836169194e-25,1.9545838855024627e-14,1.0245693518564375e-24,8.61707729871775e-22,3.2701433072955065e-20,7.151342997284827e-24,1.831399486659767e-32,1.609344583175949e-30,3.850102814891476e-17,5.490953335527759e-17,7.876751507956513e-20,8.84910046010545e-21,5.130105148177108e-18,3.490525063920916e-25,1.018245526248259e-22,2.264672020022169e-29,1.0730776898195694e-23
7.632781377363363e-07,0.05057971175742951,3.76,0.0,0.6872226503775355,0.9999995496124026,1.0466121919955167e-08,1.232384335378934e-29,1.5656351324015828e-21,5.447979729510064e-07,1.4146665547360815e-07,1.6462255788305325e-07,3.403293287902726e-09,2.5211559656483336e-07,3.725564647372905e-07,5.2320183557147035e-08,2.7448556688672747e-08,3.764129564893705e-08,1.965004953639302e-16,5.351788053711161e-09,5.921357527496965e-17,2.3685957076914624e-10,3.9484854458500846e-09,2.1783585728544123e-15,5.5044046658928883e-14,1.224775169671037e-10,6.00020127595528e-16,4.950771725971553e-15,2.8670924958070213e-28,6.510774892585183e-25,2.159983543537759e-13,8.322874705569927e-24,3.1025550333344537e-15,4.717865723003253e-12,3.551367826999823e-16,6.480303211816179e-26,6.446328986887988e-17,1.638721481621591e-15,8.074253949141382e-25,2.1497962602948277e-14,1.2807077435517403e-24,1.0495804316241402e-21,3.527332593985018e-20,9.069254997862435e-24,2.2893107851471652e-32,1.9181931029341087e-30,4.074221980387809e-17,5.818864919841007e-17,8.361582584023319e-20,9.392582577010838e-21,5.436770718211266e-18,4.164407148785452e-25,1.16361525133611e-22,3.060466372070896e-29,1.3133500122586261e-23
7.92728559915305e-07,0.05057971191263052,3.76,0.0,0.687222611433309,0.9999995251576874,1.126059711734319e-08,1.306929933559999e-29,1.6108972803989357e-21,5.605193112827797e-07,1.4599682198473853e-07,1.7643112929640236e-07,3.5143071827555445e-09,2.711105679814938e-07,3.9386464925191875e-07,5.626752016367911e-08,2.837912176066434e-08,3.8804052631378635e-08,2.1873163409427777e-16,5.859667310594955e-09,6.852584919622013e-17,2.446058832734692e-10,4.232673483817125e-09,2.3507611241715684e-15,6.161431865191054e-14,1.2654201319312514e-10,6.820557838546532e-16,5.1096689239533175e-15,3.4260111850357956e-28,8.0152252616008175e-25,2.2294452678616258e-13,9.585906868635751e-24,3.585270975084888e-15,4.8847623979901325e-12,4.2065879499099494e-16,7.471501090399642e-26,7.185904423469947e-17,1.8197434720920055e-15,9.43849682351628e-25,2.3564129736477995e-14,1.5868176933728925e-24,1.2685343498526148e-21,3.7931021906950314e-20,1.1395830056873274e-23,2.836571776096087e-32,2.269974115313968e-30,4.3009625095536825e-17,6.150802885391457e-17,8.852860596030903e-20,9.94325175057944e-21,5.7472280837438674e-18,4.932513766460079e-25,1.3222062091586066e-22,4.091523629748005e-29,1.5939345346165954e-23
8.221789820942736e-07,0.050579712069410754,3.76,0.0,0.6872225719682716,0.9999995002523294,1.2080451903970137e-08,1.3823010202140575e-29,1.6552499960605039e-21,5.75923397833014e-07,1.5045794563010444e-07,1.885722244280583e-07,3.6236503947381955e-09,2.9070948043957607e-07,4.156158931366012e-07,6.034059159321159e-08,2.9295644966066397e-08,3.994334699230731e-08,2.4247844852267813e-16,6.395981151539446e-09,7.886981722421442e-17,2.522408286607909e-10,4.524961230327961e-09,2.529536255205502e-15,6.867758666897121e-14,1.305447289344452e-10,7.712067402301158e-16,5.266146273772345e-15,4.065452249491564e-28,9.784378742310538e-25,2.297850085804936e-13,1.097873119355618e-23,4.119341314138957e-15,5.0510537261245445e-12,4.949349914431113e-16,8.565772810069706e-26,7.972724570139535e-17,2.011809162916941e-15,1.0968044970260112e-24,2.5745669881813696e-14,1.9500736304808462e-24,1.5221736483734348e-21,4.0673223123493217e-20,1.4197178180884623e-23,3.486012282857241e-32,2.66847922526272e-30,4.530027116121448e-17,6.48634586955631e-17,9.349934770985761e-20,1.0500380721498754e-20,6.061084169912378e-18,5.803214990645815e-25,1.4945322434453977e-22,5.415384988132634e-29,1.9194408502006157e-23
8.516294042732423e-07,0.05057971222774639,3.76,0.0,0.6872225319909451,0.9999994749032443,1.2925321713050673e-08,1.4584049800507764e-29,1.698711590385921e-21,5.910166192375693e-07,1.5485061043160397e-07,2.0103913515765582e-07,3.731336309355177e-09,3.109031289220287e-07,4.3780239557666026e-07,6.453749879273457e-08,3.019822783560626e-08,4.1059651033040396e-08,2.677771232122787e-16,6.961300189931655e-09,9.031433711271889e-17,2.597662002663008e-10,4.8251933310571626e-09,2.7146549505247297e-15,7.625020160499829e-14,1.3448617113862455e-10,8.677303002473322e-16,5.420224150088319e-15,4.793092575793319e-28,1.1850844842021236e-24,2.365206867073174e-13,1.2508453841350401e-23,4.7077712695850546e-15,5.216786144308125e-12,5.787064898769707e-16,9.76890541695382e-26,8.807247721488871e-17,2.2150084726897746e-15,1.267534524553624e-24,2.804377119820995e-14,2.378325923842811e-24,1.8143479344093313e-21,4.349864160708961e-20,1.7546904830822792e-23,4.251671075258053e-32,3.117640804589154e-30,4.7611337652224385e-17,6.825094012425555e-17,9.852187253032858e-20,1.1063279038962435e-20,6.377965947291118e-18,6.785193618867691e-25,1.6810932592676942e-22,7.100960381735097e-29,2.294762136908184e-23
8.81079826452211e-07,0.05057971238761376,3.76,0.0,0.6872224915097032,0.9999994491172784,1.3794847969636794e-08,1.5351535805045063e-29,1.7413000016679663e-21,6.058052337010823e-07,1.591754563760646e-07,2.1382528842685313e-07,3.837379744256412e-09,3.316823872796849e-07,4.604164264630798e-07,6.885635881942804e-08,3.108698504759774e-08,4.2153427577706904e-08,2.946626893838324e-16,7.556184341092279e-09,1.0292986634283456e-16,2.6718383474228353e-10,5.133217635102137e-09,2.9060874361288398e-15,8.434836823476318e-14,1.3836689842321658e-10,9.718762311474069e-16,5.5719248999812235e-15,5.616965534959895e-28,1.4249544336762644e-24,2.4315253466568227e-13,1.4182193226162374e-23,5.353586931357119e-15,5.3820032399449005e-12,6.727403442965265e-16,1.108670829996175e-25,9.689860048463903e-17,2.4294154618920477e-15,1.4573202558125956e-24,3.0459487637355146e-14,2.880130982377169e-24,2.1491565693925457e-21,4.640600040939544e-20,2.152660890363263e-23,5.148849715293176e-32,3.621527951765074e-30,4.994015096604485e-17,7.166668123734116e-17,1.0359031846392984e-19,1.1631291653581239e-20,6.6975196555212994e-18,7.887436172253117e-25,1.8823750786236343e-22,9.230277890112881e-29,2.725075767711607e-23
9.105302486311797e-07,0.05057971254898937,3.76,0.0,0.6872224505327716,0.9999994229012059,1.4688678220838926e-08,1.612462844518644e-29,1.783032803456924e-21,6.202953735957343e-07,1.6343317272397835e-07,2.2692424352205365e-07,3.941796780525437e-09,3.530382155902323e-07,4.834503321931576e-07,7.329530637614618e-08,3.196204291060268e-08,4.322513014339011e-08,3.231690613898745e-16,8.181182923515666e-09,1.1678841124460913e-16,2.744956045759609e-10,5.448885126718047e-09,3.103803244597628e-15,9.298814713146438e-14,1.421875149528308e-10,1.0838867432984556e-15,5.721272607432433e-15,6.545456527836709e-28,1.701773975091757e-24,2.496816021608086e-13,1.6007070514027545e-23,6.059831158784363e-15,5.54674588564604e-12,7.778287723345676e-16,1.2525005411548732e-25,1.0620879397491588e-16,2.6550891865943775e-15,1.6674767729210665e-24,3.299374591900189e-14,3.464780843516601e-24,2.5309526030152213e-21,4.939403464592371e-20,2.6226389006443953e-23,6.194165487905959e-32,4.184342430655051e-30,5.228417857024438e-17,7.510708866859644e-17,1.0869912783253835e-19,1.2203797538287019e-20,7.019410042832987e-18,9.11922384564431e-25,2.098849377030737e-22,1.1900429925048348e-28,3.2158434232847355e-23
9.399806708101483e-07,0.0505797127118499,3.76,0.0,0.6872224090682307,0.9999993962617236,1.5606466242645965e-08,1.69025292041438e-29,1.823927212308615e-21,6.344930479972964e-07,1.6762449190499827e-07,2.403296894119402e-07,4.044604608675253e-09,3.749616666365098e-07,5.06896540763028e-07,7.78524951638829e-08,3.2823537983129216e-08,4.427520311733119e-08,3.5332907290137606e-16,8.836834767462053e-09,1.319634777480067e-16,2.817034112871021e-10,5.772049858529675e-09,3.307771278468531e-15,1.02185456621114e-13,1.4594866484578057e-10,1.20399650632476e-15,5.86829287846698e-15,7.587298113439156e-28,2.0195061326987886e-24,2.5610900568715013e-13,1.799020078500339e-23,6.829559703284291e-15,5.711052369133557e-12,8.947883827470677e-16,1.4089627981667717e-25,1.160055896614287e-16,2.892074522804289e-15,1.8993525543676705e-24,3.564735222949381e-14,4.142332212656237e-24,2.9643463407584434e-21,5.246149240261966e-20,3.1745357242222106e-23,7.405603349695249e-32,4.810414610618624e-30,5.464102344625218e-17,7.856875963361776e-17,1.1384303516039748e-19,1.2780208337051464e-20,7.343319624711036e-18,1.0490123458643966e-24,2.3309736901287497e-22,1.5225730162289507e-28,3.7728107506542436e-23
9.69431092989117e-07,0.05057971287617224,3.76,0.0,0.6872223671240152,0.9999993692054484,1.6547872125472624e-08,1.7684479499541748e-29,1.8640000952958162e-21,6.484041451514917e-07,1.7175018395404282e-07,2.540354421389558e-07,4.145821388232261e-09,3.9744389158072317e-07,5.307475662138565e-07,8.25260990669969e-08,3.3671615817162177e-08,4.5304081949019317e-08,3.851745127573878e-16,9.523668330009924e-09,1.485300237478037e-16,2.8880917925673006e-10,6.102568886199251e-09,3.517959871831616e-15,1.1195607476777216e-13,1.4965102707317726e-10,1.332432697134648e-15,6.013012645326691e-15,8.75156477646115e-28,2.382352875373985e-24,2.6243591994549485e-13,2.0138684830261902e-23,7.665837547341632e-15,5.874958518478612e-12,1.024459406345859e-15,1.5786407705191075e-25,1.2629090854301363e-16,3.1404029617068128e-15,2.154328302236329e-24,3.842099865026487e-14,4.923634922249586e-24,3.454208554989972e-21,5.560713552991695e-20,3.819215978616968e-23,8.802566839646375e-32,5.504199425585516e-30,5.700841866826399e-17,8.204847419717798e-17,1.190170554049935e-19,1.3359967048313169e-20,7.668947963245031e-18,1.2009978447255753e-24,2.579191481350042e-22,1.934009563998633e-28,4.4020066063845107e-23
9.988815151680855e-07,0.05057971304193352,3.76,0.0,0.6872223247079162,0.999999341738913,1.7512562340299092e-08,1.846975935330875e-29,1.9032679773460758e-21,6.620344348914809e-07,1.7581105144772267e-07,2.680354422632061e-07,4.245466119948204e-09,4.204761449032714e-07,5.549960124872114e-07,8.731431318523067e-08,3.4506429811656854e-08,4.631219333791019e-08,4.1873616037184007e-16,1.0242201815774185e-08,1.6656441306538214e-16,2.9581485015129865e-10,6.44030220451368e-09,3.734336849991487e-15,1.2231564138565983e-13,1.532953108196984e-10,1.4694150756634932e-15,6.155459988245609e-15,1.0047667382667442e-27,2.79475689378997e-24,2.6866357003163066e-13,2.2459601549589035e-23,8.571735452254702e-15,6.038497822953237e-12,1.1677049332257541e-15,1.7621170380471032e-25,1.3706609491158643e-16,3.400093376304117e-15,2.4338157939097513e-24,4.131526932377144e-14,5.82035978425822e-24,4.005673349915018e-21,5.882974033388751e-20,4.568550356607991e-23,1.0405927904831224e-31,6.2702723669190304e-30,5.938422211515943e-17,8.554318775505686e-17,1.2421647253562534e-19,1.3942546747132013e-20,7.996010966464587e-18,1.3688899929538038e-24,2.843932262840315e-22,2.439966883453378e-28,5.109741921472556e-23
9.999999999999997e-07,0.050579713209111136,3.76,0.0,0.6872223230878154,0.9999993406877736,1.754965443675461e-08,1.8499639525243693e-29,1.9047436661350403e-21,6.625466349901788e-07,1.7596401069298604e-07,2.6857286207100554e-07,4.2492197602845205e-09,4.2136160218136786e-07,5.559246689890344e-07,8.749839777281362e-08,3.4537875539578024e-08,4.635007625366703e-08,4.2004501306663233e-16,1.0270122343712991e-08,1.6727930164062004e-16,2.9607896866549007e-10,6.453269183754483e-09,3.742676078006626e-15,1.2272089935665717e-13,1.5343258050850881e-10,1.4747887874146923e-15,6.160825529993422e-15,1.0099619433720056e-27,2.8114581511186993e-24,2.688981475722435e-13,2.2551239874565148e-23,8.607553549665442e-15,6.0447020062887644e-12,1.1734245358085588e-15,1.7693649644210628e-25,1.374849889733752e-16,3.4101801264339465e-15,2.444932676589703e-24,4.1427573909520924e-14,5.856855977120044e-24,4.027902851906666e-21,5.8953630963964e-20,4.599241399330923e-23,1.0471184258483531e-31,6.300854010919167e-30,5.94745899998125e-17,8.567616856152467e-17,1.2441437902971316e-19,1.3964721132472456e-20,8.0084569852503e-18,1.3755936272687779e-24,2.854318024829501e-22,2.4612795035666807e-28,5.138256102930447e-23
1.028331937347054e-06,0.050579713209111136,3.76,0.0,0.687222281827582,0.9999993138685653,1.8500209787241858e-08,1.925768605712326e-29,1.941747048442056e-21,6.753895710182289e-07,1.7980792489910208e-07,2.823237523574649e-07,4.343558529572493e-09,4.440497886715018e-07,5.796345767422594e-07,9.221535472614387e-08,3.532814016699145e-08,4.729995540634324e-08,4.54043820547542e-16,1.099294330253399e-08,1.8614437098564512e-16,3.027223778913386e-10,6.785112684858982e-09,3.956869586986998e-15,1.332796600740408e-13,1.5688225126610198e-10,1.6151560843468976e-15,6.2956639733505284e-15,1.148534736815587e-27,3.2614030118794913e-24,2.7479322433179935e-13,2.4960000917028916e-23,9.550326707015293e-15,6.201701549482055e-12,1.3254101588961307e-15,1.9599729977677006e-25,1.483319493823726e-16,3.671152759421579e-15,2.7392567603533934e-24,4.433064636430313e-14,6.845025813268885e-24,4.624140691254394e-21,6.212809817362499e-20,5.435468836654618e-23,1.2238075600478156e-31,7.113325523606985e-30,6.176641131508774e-17,8.905002372510102e-17,1.29436828435651e-19,1.452744934351e-20,8.324240207166615e-18,1.55372578758081e-24,3.125611762183371e-22,3.058569481269933e-28,5.902608224674243e-23
1.0577823595260226e-06,0.05057971337768272,3.76,0.0,0.6872222384905204,0.999999285600764,1.9510493828329546e-08,2.004761284199353e-29,1.979453170664354e-21,6.884750936362696e-07,1.8374165856953072e-07,2.9689455455244813e-07,4.440118962110991e-09,4.681562962000352e-07,6.046560521843792e-07,9.722746377095295e-08,3.613691293412427e-08,4.8267777865984705e-08,4.911263576184126e-16,1.1776390871058224e-08,2.0734894134093693e-16,3.095337241076799e-10,7.136866014059756e-09,4.185525060896497e-15,1.448635002704723e-13,1.604126057517775e-10,1.7698609675784165e-15,6.43365450524114e-15,1.3074670708319391e-27,3.787219261329287e-24,2.8082618806147655e-13,2.764689748872083e-23,1.0604684070486523e-14,6.364598854596484e-12,1.4984816416414146e-15,2.172788311834579e-25,1.6008876068284345e-16,3.953576932889294e-15,3.0721217927594043e-24,4.746751552104327e-14,8.011026800978173e-24,5.315278612047771e-21,6.550101597348748e-20,6.434014368642803e-23,1.4322963629871095e-31,8.038163681853125e-30,6.415307843222373e-17,9.256626645723504e-17,1.3467391210686986e-19,1.5114204374755367e-20,8.653382262141055e-18,1.75656724105913e-24,3.424632127949459e-22,3.810766881673573e-28,6.787475859640627e-23
