Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34)
0.00020520154741065984,0.44584439721510705,3.76,0.0,0.7126107629049453,0.9999525822048277,7.762844706814622e-06,3.257643007474687e-28,1.5525222672257673e-21,2.34794447931667e-06,1.1843943936180284e-06,2.410702898803121e-05,9.55212161035307e-08,9.141883471708493e-05,3.343474820332038e-05,4.603115398631665e-05,4.834132409027339e-08,3.529098632503481e-08,1.4095830992972421e-12,9.717255689040021e-06,1.5071304959978275e-11,6.08997448712394e-09,5.908987421244307e-07,2.072379829145833e-12,1.4854479259791532e-09,2.974245691033586e-09,2.2749925144891258e-11
0.0002093526516835651,0.44584454821849834,3.76,0.0,0.7126076236833975,0.999951146841845,8.06503221755821e-06,3.3255556799680234e-28,1.5623943577713881e-21,2.3478393553415223e-06,1.2014352216767565e-06,2.4642279548124743e-05,9.689870355995504e-08,9.426613750981401e-05,3.427214179464623e-05,4.7465284805107124e-05,4.9036865706104265e-08,3.5289343013691235e-08,1.485268367625556e-12,1.0156727934984767e-05,1.6158999948295777e-11,6.248581267946731e-09,6.040174240865844e-07,2.1724335325474963e-12,1.5828998929793634e-09,3.01717976814162e-09,2.3958483558670997e-11
0.00021350375595647036,0.44584470122565284,3.76,0.0,0.712604443052449,0.9999496921790227,8.375066234581593e-06,3.3948071170107253e-28,1.5725961253778146e-21,2.347734981565429e-06,1.2186631518452331e-06,2.5177560879778067e-05,9.82911610126369e-08,9.71546358975755e-05,3.511469957343408e-05,4.892006389918142e-05,4.974004245893801e-08,3.528770974059038e-08,1.5638323796807489e-12,1.0606399938170685e-05,1.7304848951697268e-11,6.410275607424409e-09,6.171377981856071e-07,2.275902957531018e-12,1.6850485899890223e-09,3.060581557756171e-09,2.5212529997653214e-11
0.00021765486022937562,0.44584485626104803,3.76,0.0,0.7126012205512693,0.9999482180159214,8.693098477387362e-06,3.4671609298104893e-28,1.5831368186134645e-21,2.347631645484082e-06,1.2360797100404528e-06,2.5712873511337282e-05,9.969870935972955e-08,0.00010008478857669953,3.596250306127498e-05,5.0395715397607176e-05,5.045091658687311e-08,3.528609088626697e-08,1.6453544007737444e-12,1.1066314547619338e-05,1.8511066766230004e-11,6.575073761102076e-09,6.302599663402898e-07,2.3828766669346895e-12,1.792056183799857e-09,3.104454865598784e-09,2.6513319713947155e-11
0.00022180596450228088,0.4458450133493412,3.76,0.0,0.7125979557151493,0.9999467241506907,9.019281472939692e-06,3.540883257302021e-28,1.5940252769368785e-21,2.347529587372508e-06,1.2536864133728788e-06,2.624821803624672e-05,1.0112146871327951e-07,0.00010305705811868695,3.681563329986236e-05,5.189246522614239e-05,5.116954996068234e-08,3.528449010692885e-08,1.7299155302685769e-12,1.1536516095103429e-05,1.9779929801100173e-11,6.742992338528238e-09,6.433840347787506e-07,2.4934452215840067e-12,1.904089092738423e-09,3.148803473370791e-09,2.786213707500365e-11
0.0002301081730480914,0.4458453337841519,3.76,0.0,0.7125912971598999,0.9999436764994813,9.696713974413618e-06,3.694100544864428e-28,1.6168837385256417e-21,2.3473300835844264e-06,1.2894762943826525e-06,2.731900541454784e-05,1.0401309813075149e-07,0.00010912981739380191,3.853819567923126e-05,5.495017250953782e-05,5.2630340692081456e-08,3.528135459681984e-08,1.9084889186474135e-12,1.2507964720757974e-05,2.251501406237458e-11,7.0882590214096596e-09,6.696383181351317e-07,2.725739296009573e-12,2.1439183704595346e-09,3.2389416327274995e-09,3.070914112599666e-11
0.00023841038159390192,0.4458456627309463,3.76,0.0,0.7125844635917097,0.9999405475829436,1.0408600781868813e-05,3.856230205250617e-28,1.6412490049964832e-21,2.3471377834556837e-06,1.3260448465335185e-06,2.8389928745769112e-05,1.0696700178558082e-07,0.00011537669143161036,4.0283024708213855e-05,5.8095028773802404e-05,5.412290602515072e-08,3.5278323114945124e-08,2.1002394559596283e-12,1.3521129970428605e-05,2.5529601312225827e-11,7.446215905910575e-09,6.959015790954304e-07,2.973550963766106e-12,2.405956503859209e-09,3.3310260418249217e-09,3.376442070268095e-11
0.00024671259013971244,0.4458460003934727,3.76,0.0,0.7125774511537266,0.9999373357368553,1.1156193015747107e-05,4.027722804471974e-28,1.667201695479575e-21,2.3469537135483203e-06,1.3634041050962012e-06,2.9460994361620756e-05,1.0998412967835087e-07,0.00012180151959432066,4.2050749590741216e-05,6.132890539318227e-05,5.5647736593871116e-08,3.527541116234415e-08,2.3058857337251725e-12,1.4576419457146569e-05,2.8844272970622285e-11,7.81700928945011e-09,7.22174811151984e-07,3.23768033589748e-12,2.6916979396351576e-09,3.4250866403032776e-09,3.703935652168156e-11
0.00025501479868552296,0.44584634697843534,3.76,0.0,0.7125702559270408,0.9999340392754585,1.1940756472805708e-05,4.209178603354991e-28,1.69482589478382e-21,2.3467787242260066e-06,1.4015661143749164e-06,3.05322090969424e-05,1.1306543133328225e-07,0.0001284082030589448,4.38419903430455e-05,6.465370206003545e-05,5.720532334397522e-08,3.527263152978077e-08,2.526179186991732e-12,1.5674264109477675e-05,3.248074307198661e-11,8.200791578666979e-09,7.484590704389272e-07,3.5189630795630323e-12,3.0027148344378836e-09,3.5211533660976186e-09,4.054585020627237e-11
0.0002633170072313335,0.44584670269543086,3.76,0.0,0.7125628739304086,0.9999306564916497,1.2763572228617715e-05,4.4013310721903515e-28,1.724209325258175e-21,2.3466135603209414e-06,1.4405429411141375e-06,3.16035802319207e-05,1.1621185686298507e-07,0.0001352007050691667,4.565735744138272e-05,6.80713467966235e-05,5.8796158087772376e-08,3.526999538062626e-08,2.761905299645528e-12,1.6815118026429458e-05,3.6461911012675497e-11,8.597721312599728e-09,7.747554767844083e-07,3.818271697514924e-12,3.340660522257541e-09,3.6192561895348804e-09,4.429634347942317e-11
0.000271619215777144,0.44584706775705957,3.76,0.0,0.7125553011199571,0.9999271856571623,1.3625937239518988e-05,4.6049467220673075e-28,1.7554434977526027e-21,2.3464589128001267e-06,1.4803466821127428e-06,3.267511545340566e-05,1.1942435756648912e-07,0.00014218305121421716,4.749745148199376e-05,7.158379597831012e-05,6.042073381965895e-08,3.526751304254766e-08,3.013884822908882e-12,1.799945833053608e-05,4.0811916245572715e-11,9.00796316380194e-09,8.010652153188521e-07,4.136516812324891e-12,3.707273102700572e-09,3.719425132640667e-09,4.830383776730085e-11
0.0002799214243229545,0.44584744237890855,3.76,0.0,0.7125475333888736,0.9999236250227443,1.4529164943363124e-05,4.8208480119677885e-28,1.7886238719605422e-21,2.3463154539940105e-06,1.5209894667783331e-06,3.374682283279565e-05,1.227038861149607e-07,0.00014935932972586394,4.936286284972659e-05,7.519303436368117e-05,6.20795448233501e-08,3.5265194547225855e-08,3.2829750309096188e-12,1.92277850187316e-05,4.555619497426694e-11,9.431687923633701e-09,8.273895385792573e-07,4.474648496169537e-12,4.1043791530196576e-09,3.821690275574187e-09,5.25819142499975e-11
0.00028822363286876504,0.4458478267795967,3.76,0.0,0.7125395665670874,0.9999199728183293,1.5474585858747987e-05,5.049916299820551e-28,1.8238500042547066e-21,2.34618385688884e-06,1.562483454774411e-06,3.481871082000105e-05,1.260513963401997e-07,0.0001567336917901938,5.1254171394520756e-05,7.890107512989301e-05,6.377308657665566e-08,3.526304992581999e-08,3.5700709999333454e-12,2.0500620810441683e-05,5.0721538946946784e-11,9.869072469618954e-09,8.53729769101983e-07,4.833657620314809e-12,4.533897569728862e-09,3.926081750572227e-09,5.7144754363536024e-11
0.00029652584141457556,0.4458482211807964,3.76,0.0,0.712531396420959,0.9999162272532167,1.646354818118436e-05,5.293094995565382e-28,1.8612256948359393e-21,2.3460648048332154e-06,1.6048408306353801e-06,3.589078824720984e-05,1.2946784277735375e-07,0.00016431035185336833,5.317194610641243e-05,8.270995990272089e-05,6.550185553129455e-08,3.5261089357507235e-08,3.876106914996079e-12,2.1818510992769515e-05,5.63361564219814e-11,1.0320299722140163e-08,8.800873023533506e-07,5.214577233733508e-12,4.997843543799402e-09,4.0326297281883415e-09,6.200716073291511e-11
0.0003048280499603861,0.4458486258072575,3.76,0.0,0.7125230186529977,0.9999123865162644,1.749741837462931e-05,5.551393907768541e-28,1.9008591360746115e-21,2.3459589986011564e-06,1.6480737973898243e-06,3.696306433558939e-05,1.329541801272466e-07,0.00017209358789925264,5.5116744779203884e-05,8.662175877016975e-05,6.726634885190104e-08,3.5259323277499096e-08,4.202057405068533e-12,2.3182023262646586e-05,6.242973534182679e-11,1.0785558596996376e-08,9.064636098310667e-07,5.618483972846151e-12,5.4983326711979e-09,4.141364401013864e-09,6.718457854087318e-11
0.0003131302585061966,0.4458490408868335,3.76,0.0,0.7125144289016165,0.9999084487761051,1.85775817578302e-05,5.825893284219323e-28,1.9428630628533335e-21,2.3458671628520266e-06,1.6921945698050144e-06,3.8035548702902685e-05,1.3651136268866877e-07,0.00018008774169182197,5.708911366045567e-05,9.063857027614149e-05,6.906706413941866e-08,3.525776247581718e-08,4.548938903117186e-12,2.459174756536725e-05,6.903350874933426e-11,1.1265043955473084e-08,9.328602422881129e-07,6.046499496265079e-12,6.03758520039534e-09,4.252315966455264e-09,7.269311733104248e-11
0.0003214324670520071,0.4458494666505045,3.76,0.0,0.7125056227409174,0.9999044121813788,1.9705443085560916e-05,6.1177482535496275e-28,1.987354904555741e-21,2.345790050724834e-06,1.7372153668984454e-06,3.910825137328212e-05,1.4014034373179659e-07,0.00018829721898512537,5.9089587090383113e-05,9.476252139565861e-05,7.090449912432135e-08,3.525641816747613e-08,4.917811032224268e-12,2.6048295928641813e-05,7.618032249723174e-11,1.1758956550644153e-08,9.59278833111652e-07,6.4997919467082715e-12,6.617930419509966e-09,4.365514607667406e-09,7.854957323036858e-11
0.00032973467559781764,0.44584990333239694,3.76,0.0,0.7124965956805118,0.9999002748609831,2.0882427124620914e-05,6.428193458242365e-28,2.0344569387102695e-21,2.345728446122922e-06,1.783148403584601e-06,4.018118278959818e-05,1.4384207480191105e-07,0.00019672648970099721,6.111868713096682e-05,9.899576749182255e-05,7.277915132424152e-08,3.525530202726461e-08,5.30977801726396e-12,2.7552302291386912e-05,8.39047053099932e-11,1.2267502969301767e-08,9.85721101869984e-07,6.9795774405334565e-12,7.241811186257333e-09,4.480990472301483e-09,8.477145158301034e-11
0.00033803688414362816,0.44585035116980176,3.76,0.0,0.7124873431653779,0.9998960349243434,2.210997922409985e-05,6.758547929319583e-28,2.084296446844902e-21,2.34568316496028e-06,1.8300058818260681e-06,4.1254353827164665e-05,1.476175049835011e-07,0.00020538008806953082,6.31769231840575e-05,0.00010334049225205804,7.4691517681195e-08,3.5254426208611155e-08,5.725990121090005e-12,2.910442232661735e-05,9.224294125184987e-11,1.279089557052091e-08,1.012188857998615e-06,7.487121583380381e-12,7.911788603536459e-09,4.598773650010025e-09,9.137698999451051e-11
0.0003463390926894387,0.44585081040319074,3.76,0.0,0.7124778605757581,0.9998916904617041,2.33895658794253e-05,7.110220209809165e-28,2.1370058728691297e-21,2.3456550565395387e-06,1.8777999816479496e-06,4.232777580762067e-05,1.5146758015406765e-07,0.0002142626127277139,6.526479159752045e-05,0.00010779890760141218,7.664209419319416e-08,3.5253803364471474e-08,6.167645104249584e-12,3.0705333257772884e-05,1.0123314464738749e-10,1.332935242179833e-08,1.0386840045985523e-06,8.023741010601337e-12,8.630546842998834e-09,4.718894149627741e-09,9.838518177379736e-11
0.0003546413012352492,0.4458512812762316,3.76,0.0,0.7124681432271012,0.9998872395444418,2.4722675289938593e-05,7.4847137330286275e-28,2.1927229839096113e-21,2.3456450050613135e-06,1.9265428520385244e-06,4.340146051298282e-05,1.5539324222960022e-07,0.0002233787267752531,6.738277526033358e-05,0.00011237325359253707,7.863137554120868e-08,3.52534466702322e-08,6.635989707264863e-12,3.235573366769453e-05,1.1091533749979681e-10,1.3883097232612676e-08,1.0652085423482936e-06,8.59080495158446e-12,9.400898118818028e-09,4.841381876089584e-09,1.0581579975019683e-10
0.0003629435097810597,0.4458517640357997,3.76,0.0,0.7124581863700453,0.9998826802253996,2.611081790982009e-05,7.883632468956518e-28,2.251591033429397e-21,2.345653930785053e-06,1.97624660160432e-06,4.4475420200335475e-05,1.593954283910377e-07,0.000232733157788112,6.953134318832985e-05,0.00011706579827275178,8.065985470604113e-08,3.525336984127565e-08,7.132321154733199e-12,3.405634329942519e-05,1.213315294539485e-10,1.445235928476795e-08,1.0917645735426553e-06,9.18973681753713e-12,1.0225787813979665e-08,4.966266606750344e-09,1.136894204492365e-10
0.00037124571832687024,0.44585225893198893,3.76,0.0,0.7124479851904457,0.9998780105392412,2.755552699207737e-05,8.308686847137233e-28,2.3137589265664833e-21,2.3456827907767642e-06,2.0269232889614766e-06,4.554966761721693e-05,1.6347507029026653e-07,0.00024233069778903282,7.171095010167256e-05,0.00012187883752794237,8.272802257435635e-08,3.52535871442149e-08,7.657988680276508e-12,3.5807902848056846e-05,1.3252580035198816e-10,1.5037373359246976e-08,1.1183543062614113e-06,9.822015811916175e-12,1.110829976143975e-08,5.093577967058849e-09,1.2202744861949406e-10
0.00037954792687268076,0.4458527662181183,3.76,0.0,0.7124375348094444,0.9998732285028256,2.9058359125211247e-05,8.76169996449223e-28,2.379381387667047e-21,2.3457325795600005e-06,2.078584912967688e-06,4.6624216017383566e-05,1.6763309324423316e-07,0.00025217620317316504,7.392203599461561e-05,0.00012681469490248044,8.483636753815483e-08,3.525411340664988e-08,8.214395071072404e-12,3.76111737428841e-05,1.4454438542697809e-10,1.5638379659682563e-08,1.1449800586613296e-06,1.0489178562102783e-11,1.205166168235932e-08,5.223345405854225e-09,1.3085214209688038e-10
0.0003878501354184913,0.4458532861507383,3.76,0.0,0.7124268302835896,0.9998683321156046,3.062089476218257e-05,9.244614086665295e-28,2.448619129922835e-21,2.3458043298670517e-06,2.131243402874506e-06,4.769907917674976e-05,1.7187041542378325e-07,0.0002622745945873385,7.616502569835778e-05,0.0001318757213945673,8.698537509097997e-08,3.525496402846403e-08,8.802998230634474e-12,3.94669379191086e-05,1.5743576317737344e-10,1.625562373246904e-08,1.1716442633879128e-06,1.119282077087822e-11,1.3059250783424388e-08,5.355598170490789e-09,1.4018663698202312e-10
0.0003961523439643018,0.44585381898963367,3.76,0.0,0.7124158666049977,0.9998633193600389,3.224473874134325e-05,9.759497452502645e-28,2.5216390269779738e-21,2.345899113412093e-06,2.18491060839525e-06,4.8774271409571423e-05,1.7618794703692662e-07,0.0002726308567624435,7.844032843830059e-05,0.00013706429522689464,8.917552742066374e-08,3.5256154993462535e-08,9.425312758561955e-12,4.137599757831462e-05,1.7125074596337527e-10,1.688935638327486e-08,1.1983494721097464e-06,1.193459888651015e-11,1.413459951511318e-08,5.490365281781226e-09,1.500549731060202e-10
0.0004044545525101123,0.44585436499782477,3.76,0.0,0.7124046387015666,0.9998581882020361,3.3931520798986935e-05,1.030855139138495e-27,2.5986142863791026e-21,2.346018041562863e-06,2.239598289663174e-06,4.984980758498574e-05,1.8058658950451272e-07,0.0002832500382985814,8.07483373871455e-05,0.00014238282159262356,9.140730299755837e-08,3.52577028794605e-08,1.0082911545953312e-11,4.333917493694273e-05,1.8604257336509197e-10,1.753983358965836e-08,1.225098360179338e-06,1.2716231790301117e-11,1.5281401492681447e-08,5.6276755086935234e-09,1.6048211976609546e-10
0.00041275676105592283,0.44585492444156516,3.76,0.0,0.7123931414372335,0.9998529365914071,3.5682896073129226e-05,1.089411776220751e-27,2.6797246247456514e-21,2.3461622659186677e-06,2.2953181070949465e-06,5.0925703143889824e-05,1.850672346296092e-07,0.0002941372514022932,8.308942921510456e-05,0.00014783373237650443,9.368117615886613e-08,3.525962486694077e-08,1.0777427385025372e-11,4.535731196201531e-05,2.018670083409447e-10,1.8207316409617924e-08,1.2518937314209737e-06,1.3539502500197875e-11,1.650351758153856e-08,5.767557342840771e-09,1.7149400171298005e-10
0.00042105896960173335,0.445855497590339,3.76,0.0,0.7123813696122832,0.9998475624623443,3.750054559809565e-05,1.1518686722466116e-27,2.765156444512603e-21,2.3463329788720436e-06,2.352081611201868e-06,5.20019741160717e-05,1.896307637641308e-07,0.0003052976715750061,8.546396363843784e-05,0.00015341948585088672,9.599761669081037e-08,3.526193874746761e-08,1.1510554591336194e-11,4.7431270093387475e-05,2.1878243622257696e-10,1.8892070885991877e-08,1.2787385230443047e-06,1.4406259888829077e-11,1.7804982148542633e-08,5.91003897287386e-09,1.831175253654175e-10
0.0004293611781475439,0.4458560847168532,3.76,0.0,0.7123693179637041,0.9998420637339158,3.9386176789490936e-05,1.2184904836151218e-27,2.8551030120833035e-21,2.346531414180662e-06,2.4099002323781655e-06,5.307863713755585e-05,1.942780469751999e-07,0.0003167365372520717,8.787228296767107e-05,0.00015914256634649572,9.835708940985545e-08,3.526466293226448e-08,1.2284050636952362e-11,4.9561929951804536e-05,2.368499665800796e-10,1.9594367946586418e-08,1.30563581068345e-06,1.5318420414318365e-11,1.9190009480568402e-08,6.055148258853635e-09,1.9538060522317515e-10
0.0004376633866933544,0.44585668609702955,3.76,0.0,0.7123569811655952,0.9998364383105813,4.1341523919120594e-05,1.2895583529335816e-27,2.9497646372362293e-21,2.346758847516382e-06,2.4687852706751366e-06,5.41557094681837e-05,1.9900994221202347e-07,0.0003284591493920417,9.03147116569964e-05,0.0001650054838980029,1.0076005374333132e-07,3.526781646044888e-08,1.3099737792886207e-11,5.175019103205832e-05,2.561335379889905e-10,2.0314483299854727e-08,1.3325888135627034e-06,1.6277969862285012e-11,2.0663000371531717e-08,6.2029127066259786e-09,2.083121904515999e-10
0.0004459655952391649,0.44585730200999313,3.76,0.0,0.712344353829622,0.9998306840827238,4.336834857942069e-05,1.365370790194105e-27,3.0493488536312634e-21,2.3470165969638005e-06,2.5287478855704784e-06,5.523320900944294e-05,2.0382729447410313e-07,0.00034047087101588875,9.279155585639698e-05,0.0001710107738644544,1.0320696330983973e-07,3.52714190065009e-08,1.3959504779065753e-11,5.3996971380558214e-05,2.7670002572823197e-10,2.105269732595961e-08,1.3596008997896304e-06,1.7286965097394137e-11,2.2228548878900793e-08,6.353359442224082e-09,2.2194229161249888e-10
0.00045426780378497543,0.44585793273805846,3.76,0.0,0.7123314305055225,0.9998247989272003,4.546844013693057e-05,1.4462445903744771e-27,3.1540706002440002e-21,2.3473060234754933e-06,2.589799085755024e-06,5.631115432252545e-05,2.0873093498265956e-07,0.00035277712669584015,9.530310296801558e-05,0.0001771609965246099,1.0569826550035166e-07,3.527549088707602e-08,1.4865308419999407e-11,5.630320725666215e-05,2.986193524356723e-10,2.1809294963097628e-08,1.386675591775328e-06,1.834753582267133e-11,2.389144925056713e-08,6.506515186355473e-09,2.363020075139382e-10
0.00046257001233078595,0.44585857856671357,3.76,0.0,0.7123182056816644,0.9998187807079073,4.764361617432846e-05,1.532515788248775e-27,3.264152403541347e-21,2.3476285313005565e-06,2.6519497189642616e-06,5.738956464658317e-05,2.1372168035757662e-07,0.0003653834019935516,9.784962120831202e-05,0.00018345873664727953,1.08234401061119e-07,3.5280053067417664e-08,1.5819175304217854e-11,5.866985277714123e-05,3.219646017452575e-10,2.258456558898528e-08,1.413816571781217e-06,1.9461886344698598e-11,2.5656703022772306e-08,6.66240622904502e-09,2.5142355214817227e-10
0.0004708722208765965,0.44585923978460057,3.76,0.0,0.7123046737856511,0.9998126272763643,4.9895722920541886e-05,1.624540651185916e-27,3.3798245602110675e-21,2.347985568386784e-06,2.7152104618769794e-06,5.84684599171662e-05,2.1880033180174883e-07,0.00037829524284748665,0.00010043135917761934,0.00018990660303682647,1.1081580367931569e-07,3.52851271673749e-08,1.682320344553229e-11,6.109787954317942e-05,3.4681213492674614e-10,2.3378802897401825e-08,1.4410276875919672e-06,2.0632297342791606e-11,2.7529526289595496e-08,6.8210584044916444e-09,2.6734028168594447e-10
0.000479174429422407,0.4458599166834951,3.76,0.0,0.7122908291849801,0.9998063364723102,5.222663566843785e-05,1.7226967106787425e-27,3.501325320262783e-21,2.3483786267452484e-06,2.779591810099162e-06,5.954786078483879e-05,2.2396767429436512e-07,0.00039151825490950473,0.00010304854543875889,0.00019650722805407953,1.1344289957214862e-07,3.5290735466853465e-08,1.787956394411593e-11,6.35882762493427e-05,3.7324171054611463e-10,2.4192304769682815e-08,1.4683129583142454e-06,2.1861127640255372e-11,2.9515357144315043e-08,6.9824970661856305e-09,2.8408672149610184e-10
0.0004874766379682175,0.44586060955828194,3.76,0.0,0.7122766661877513,0.9997999061243154,5.4638259179586404e-05,1.8273838333108178e-27,3.628901070313356e-21,2.348809242770998e-06,2.8451040682532205e-06,6.062778863396269e-05,2.29224475794813e-07,0.0004050581028307365,0.00010570138810639211,0.0002032632671129446,1.1611610708025883e-07,3.529690091060428e-08,1.899050264536719e-11,6.614204827399051e-05,4.013366071616633e-10,2.502537314107563e-08,1.4956765803006769e-06,2.315081597576919e-11,3.161986329276915e-08,7.146747062338069e-09,3.016985931592073e-10
0.000495778846514028,0.4458613187069293,3.76,0.0,0.7122621790434244,0.9997933340504063,5.71325280755827e-05,1.9390253318254207e-27,3.7628065168569576e-21,2.3492789975217956e-06,2.911757340196223e-06,6.170826560162912e-05,2.3457148645918355e-07,0.00041892050949689615,0.00010839007444878935,0.0002101773981530432,1.188358362663825e-07,3.5303647112379275e-08,2.015834179445537e-11,6.87602172506446e-05,4.311837490677022e-10,2.587831386189036e-08,1.5231229331980282e-06,2.4503882772874255e-11,3.384894983864949e-08,7.3138327116834826e-09,3.2021284144219623e-10
0.0005040810550598386,0.4458620444304594,3.76,0.0,0.7122473619436268,0.9997866180587028,5.971140721540517e-05,2.0580691169303483e-27,3.9033048693168135e-21,2.349789516957227e-06,2.979561519391362e-06,6.27893145967197e-05,2.4000943787139903e-07,0.0004331112552132796,0.00011111477050371178,0.0002172523210887639,1.2160248852026426e-07,3.531099835849062e-08,2.1385481684416757e-11,7.144382061987467e-05,4.628738350943945e-10,2.6751436553394913e-08,1.5506565861184149e-06,2.5922931905510644e-11,3.620876724046034e-08,7.483777779717842e-09,3.396676611998757e-10
0.0005123832636056492,0.4458627870329178,3.76,0.0,0.7122322090230129,0.9997797559480655,6.23768920582843e-05,2.184988890442729e-27,4.0506680226760116e-21,2.3503424721360255e-06,3.048526279455316e-06,6.387095931908024e-05,2.4553904229084404e-07,0.00044763617683981873,0.00011387562071011852,0.00022449075723517543,1.2441645617074951e-07,3.5318979610740616e-08,2.2674402295648493e-11,7.419391116130683e-05,4.965014704689391e-10,2.76450544584126e-08,1.5782823039322668e-06,2.741065245754157e-11,3.8705719439669904e-08,7.656605455429851e-09,3.601025241689503e-10
0.0005206854721514598,0.4458635468213394,3.76,0.0,0.7122167143601692,0.9997727455087547,6.513100901155257e-05,2.3202853803114316e-27,4.205176739487444e-21,2.3509395793677177e-06,3.1186610649033955e-06,6.495322427879233e-05,2.5116099191831657e-07,0.000462501166876671,0.00011667274755741637,0.00023189544871131398,1.2727812210595268e-07,3.532761650866307e-08,2.4027664924631884e-11,7.701155650541197e-05,5.321653017398089e-10,2.8559484286595358e-08,1.6060050536816211e-06,2.8969820474201708e-11,4.1346472159374765e-08,7.832338328581587e-09,3.8155820562041647e-10
0.0005289876806972703,0.4458643241057126,3.76,0.0,0.7122008719785702,0.9997655845230968,6.797581576294478e-05,2.4644876180338044e-27,4.367120831058049e-21,2.3515826003166265e-06,3.1899750821151643e-06,6.60361348155263e-05,2.5687595818217154e-07,0.0004777121725009268,0.0001195062512539599,0.00023946915782140554,1.3018785940242834e-07,3.533693537104591e-08,2.544791379970581e-11,7.9897838624786e-05,5.699681547622433e-10,2.9495046054363423e-08,1.6338300111120994e-06,3.0603300703391814e-11,4.4137961372593414e-08,8.01099836759609e-09,4.0407681083581624e-10
0.0005372898892430809,0.44586511919894034,3.76,0.0,0.7121846758475824,0.999758270766159,7.091340159681633e-05,2.6181542589095987e-27,4.536799337600429e-21,2.352273342058129e-06,3.2624772905437923e-06,6.71197171179553e-05,2.626845910465673e-07,0.0004932751945551157,0.00012237620941649385,0.00024721466641464184,1.3314603096429915e-07,3.534696319673405e-08,2.6937877681697125e-11,8.285385330469198e-05,6.100171757395896e-10,3.0452062919521604e-08,1.6617625673216618e-06,3.231404832472709e-11,4.708740193909965e-08,8.192606898111047e-09,4.2770180137228823e-10
0.0005455920977888915,0.4458659324167997,3.76,0.0,0.7121681198835125,0.9997508020064312,7.394588769374956e-05,2.7818749455569425e-27,4.7145207071447625e-21,2.353013657086765e-06,3.3361763941920847e-06,6.820399824321207e-05,2.685875183437019e-07,0.0005091962864883062,0.0001252826767822107,0.0002551347752241819,1.3615298917327904e-07,3.535772766470647e-08,2.8500371447227305e-11,8.588070959269543e-05,6.524239753114507e-10,3.1430861010580326e-08,1.689808335524077e-06,3.410511066426561e-11,5.020229640949811e-08,8.377184582256932e-09,4.5247802108127725e-10
0.000553894306334702,0.4458667640778983,3.76,0.0,0.7121511979507055,0.9997431760065117,7.707542741302171e-05,2.9562717150348316e-27,4.900602973008269e-21,2.353805443274808e-06,3.41108083337734e-06,6.92890061363689e-05,2.74585345131841e-07,0.0005254815532507023,0.00012822568494507062,0.0002632323031861109,1.392090755504988e-07,3.536925713340612e-08,3.013829765252886e-11,8.897952922728702e-05,6.973047756758835e-10,3.243176925082584e-08,1.7179731579248626e-06,3.597962889286467e-11,5.349044399503732e-08,8.5647513987153e-09,4.784517218461205e-10
0.0005621965148805126,0.44586761450362883,3.76,0.0,0.7121339038626847,0.9997353905237972,8.030420655741224e-05,3.142000449886067e-27,5.095373929618997e-21,2.3546506437798716e-06,3.487198776806718e-06,7.037476964992241e-05,2.8067865308090264e-07,0.0005421371501427562,0.00013120524211799662,0.0002715100867391415,1.423146204310218e-07,3.538158063930118e-08,3.1854648075623785e-11,9.215144604545545e-05,7.44780560729194e-10,3.345511917720412e-08,1.7462631127072875e-06,3.7940839706133535e-11,5.6959949701451365e-08,8.755326623611991e-09,5.056705890040582e-10
0.0005704987234263232,0.445868484018122,3.76,0.0,0.7121162313833368,0.9997274433111761,8.363444361983578e-05,3.339752373335659e-27,5.2991713064958674e-21,2.3555512469008093e-06,3.5645381139845047e-06,7.146131856326298e-05,2.868679998873261e-07,0.0005591692816199167,0.00013422133292250983,0.00027997097910589406,1.454699426519255e-07,3.53947278946661e-08,3.365250523475924e-11,9.53976053692412e-05,7.949772292031423e-10,3.4501244754102134e-08,1.7746845211258185e-06,3.999207698400097e-11,6.06192336249196e-08,8.948928812298943e-09,5.341837664185441e-10
0.0005788009319721338,0.44586937294819545,3.76,0.0,0.7120981742281404,0.9997193321177216,8.706839001129515e-05,3.550255588863106e-27,5.512342940185228e-21,2.3565092858816575e-06,3.64310644797222e-06,7.254868360210892e-05,2.9315391871991027e-07,0.0005765842000542425,0.00013727391820732258,0.0002886178495566438,1.4867534925480723e-07,3.54087292845789e-08,3.553504388102031e-11,9.871916337137714e-05,8.480257507756571e-10,3.557048218213066e-08,1.8032439547042123e-06,4.2136773427935803e-11,6.447704040803635e-08,9.145575782076967e-09,5.640418811681473e-10
0.0005954053490637548,0.44587121037546923,3.76,0.0,0.7120608805178343,0.9997026087696907,9.425658219721761e-05,4.012622260395487e-27,5.968251875239047e-21,2.358606027485202e-06,3.803959046214546e-06,7.472598980682564e-05,3.0601747945554607e-07,0.0006125876390389351,0.00014348829595336703,0.0003064810774556347,1.5523758314348995e-07,3.543941934734465e-08,3.956733456914004e-11,0.00010559315035324335,9.63228551610854e-10,3.777964738402519e-08,1.8608044789416965e-06,4.672077838727376e-11,7.282488210366962e-08,9.548071548780757e-09,6.280029918118845e-10
