Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23)
3.5098051956074778e-06,0.4195801505353029,3.76,0.0,0.077567359220852,0.8283854463412341,0.1757007532069047,1.593900796468155e-08,9.082486137639367e-07,0.029738631486532816,0.0008266215803473533,0.13246560551119252,0.007608397382334618,0.382684778650523,0.0043249818965384965,0.5127996541190122,1.7144629392400316e-07,3.0383030809845097e-06,0.0013748557761198961,0.0012576795319084646,0.0773554593959702,0.0018768671160752698,0.015487262040403025,0.001399468347588122,0.09778387607340008,0.0005065983584313141,0.0001400917969380276,8.805187453663367e-09,3.1811445367266284e-05,0.0002523713395576244,6.76443938510758e-07,3.476898947190951e-06,0.011252343087977488,1.3966606424163867e-05,0.0056523275879671485,9.496014861916528e-09,2.780502408937839e-06,1.8435172926841225e-06,2.1467464291033472e-08,0.016620358784645253,0.001457377777993665,0.0006768164956630379,6.588499331506704e-09,0.0016839012450239087,4.108433655643562e-08,8.19693274609088e-11,1.20670869462598e-05,3.1385352865471e-05,6.024417662106268e-11,4.492858628498811e-11,1.105298066049671e-06,3.216777374282688e-08,1.1514609858036481e-07,0.0012694885683008758,3.3965611695480106e-07,5.6617057504054295e-09,6.045505241514754e-05
3.527011932804444e-06,0.4196820799936804,3.76,0.0,0.07683017277391238,0.8275665535356677,0.17647512004602023,1.5879947745009308e-08,9.05592925325702e-07,0.029655601532345553,0.0008187432489571541,0.1326162802345325,0.0075949037834627635,0.38244496785280657,0.004323446601955952,0.513965579068367,1.696641860496133e-07,3.0260606664937054e-06,0.0013726366073237132,0.0012562617006334619,0.07782954204256028,0.0018743455840502512,0.015493951807562426,0.0013970393326293272,0.0984616453080453,0.0005054319154078938,0.0001396879574688158,8.777450923084349e-09,3.191402354731358e-05,0.0002535820247665053,6.749343164336852e-07,3.468450721889238e-06,0.011266369363270167,1.3919382016762228e-05,0.005677115259099064,9.475703013472497e-09,2.77826144767055e-06,1.8409618645482492e-06,2.1548532176883703e-08,0.01670309501943615,0.0014689364101560588,0.0006768854278310919,6.573353094943103e-09,0.0016939982487185663,4.1397015445592665e-08,8.22131802143197e-11,1.2022933121063092e-05,3.1325991772590955e-05,6.005579665474091e-11,4.478828807486979e-11,1.1018604371425717e-06,3.2283764234270524e-08,1.1466100354876093e-07,0.0012812781645567706,3.3880914782045345e-07,5.647599047664302e-09,6.0363241012415555e-05
3.5442186700014104e-06,0.41978339961692906,3.76,0.0,0.07610194311748497,0.826750042713578,0.1772473169403456,1.582164219670873e-08,9.029624797760407e-07,0.029573475074010452,0.0008109769995878066,0.13276483639146003,0.007581563988524194,0.38219975469657136,0.004321798769587636,0.5151236141490582,1.6790883973479682e-07,3.01394654203481e-06,0.0013704128522434892,0.0012547928973016909,0.07830251777524717,0.0018718323988178545,0.01550013226944897,0.001394594892850387,0.09913830990980117,0.0005042691718094803,0.00013928458020137232,8.749828615935504e-09,3.201559306134424e-05,0.000254783389162381,6.73421230120335e-07,3.4600293896989497e-06,0.011279940907587526,1.3872300713181709e-05,0.005701731580386326,9.455428554666107e-09,2.7759592233383483e-06,1.8383826715802163e-06,2.1628975598392024e-08,0.01678559626542412,0.0014804713108976897,0.0006769346753216397,6.558260224411017e-09,0.0017040466743722625,4.17089177360898e-08,8.2454278678611e-11,1.197932099398797e-05,3.126707083213888e-05,5.986883858929318e-11,4.464904931127496e-11,1.098447214191955e-06,3.239873216822188e-08,1.1417923298158234e-07,0.0012930578890548547,3.3795792048954546e-07,5.633421163422508e-09,6.027165939087805e-05
3.5614254071983767e-06,0.41988411641079976,3.76,0.0,0.07538253586325519,0.8259359000163108,0.1780173580187127,1.5764083812593972e-08,9.003571084720834e-07,0.029492241096083307,0.0008033208654512063,0.1329113066845908,0.007568376435820427,0.3819492509049781,0.0043200404162369675,0.5162738499774506,1.661797566981517e-07,3.0019589903688667e-06,0.001368184893064623,0.0012532741991944658,0.07877438740837285,0.0018693276777406538,0.015505810964181552,0.001392135667462622,0.09981386473842149,0.0005031101883698426,0.00013888170640040355,8.722320593833082e-09,3.21161661210822e-05,0.0002559754943847816,6.719049328273048e-07,3.4516353942619403e-06,0.011293064305190656,1.3825365503130036e-05,0.005726177320981094,9.435193041531296e-09,2.773597538641487e-06,1.8357806409367803e-06,2.170879914086987e-08,0.016867864179938463,0.0014919821348230691,0.0006769646509324297,6.543221348523218e-09,0.001714046626587475,4.202003838964454e-08,8.269266366225727e-11,1.193624277832919e-05,3.120858781648822e-05,5.968329208915139e-11,4.4510861574236913e-11,1.0950581912283476e-06,3.25126881630219e-08,1.137007834401839e-07,0.0013048272198267728,3.371026469284897e-07,5.619175632532623e-09,6.018031606671907e-05
3.578632144395343e-06,0.41998423726745604,3.76,0.0,0.07467181908000767,0.8251241116262771,0.1787852573083352,1.570726271691126e-08,8.977766486620734e-07,0.02941188868103015,0.0007957729193671098,0.13305572319796313,0.007555339569666783,0.3816935659095348,0.004318173529332727,0.5174163757654133,1.64476449310739e-07,2.9900963151972797e-06,0.0013659530992060703,0.0012517066698501842,0.07924515186901562,0.001866831531835392,0.015510995325775259,0.0013896622774320342,0.10048830491089422,0.0005019550226223843,0.00013847937569752813,8.69492689192759e-09,3.221575480417491e-05,0.00025715840240926824,6.703856699614269e-07,3.443269150121621e-06,0.011305746051710136,1.3778579214267363e-05,0.0057504532531125795,9.414997949952788e-09,2.7711781469733564e-06,1.833156671457214e-06,2.178800734518502e-08,0.016949900409622562,0.0015034685455961093,0.0006769757589126532,6.528237055403279e-09,0.0017239982147729874,4.233037254848578e-08,8.29283751303731e-11,1.189369079076895e-05,3.115054087939265e-05,5.949914583036716e-11,4.4373715966468545e-11,1.0916932040695378e-06,3.262564267912667e-08,1.1322565023414514e-07,0.0013165856462379986,3.362435330120601e-07,5.604865887992475e-09,6.00892190662361e-05
3.5958388815923092e-06,0.4200837689666079,3.76,0.0,0.07396966324061267,0.8243146637698607,0.17955102873458575,1.5651169597568853e-08,8.952208680216282e-07,0.02933240701157242,0.0007883312731084135,0.13319811741040538,0.007542451840867491,0.3814328069030205,0.004316200067245765,0.5185512793455803,1.6279844033817699e-07,2.9783568411864533e-06,0.0013637178276649426,0.0012500913590609817,0.0797148121924329,0.0018643440659987423,0.015515692685556184,0.0013871753259667439,0.10116162579341847,0.0005008037290299248,0.00013807762614783225,8.667647517746874e-09,3.2314371052806674e-05,0.0002583321755107549,6.688636793475013e-07,3.434931043034851e-06,0.011317992554977485,1.3731944517920435e-05,0.005774560151784497,9.394844677488661e-09,2.768702754276399e-06,1.8305116347362401e-06,2.1866604713566974e-08,0.017031706590343407,0.0015149302157500574,0.000676968395132069,6.513307889055608e-09,0.0017339015529157275,4.2639915542396263e-08,8.316145237519235e-11,1.1851657458756721e-05,3.109292843363626e-05,5.931638818270852e-11,4.423760457257916e-11,1.0883521324868583e-06,3.273760603892908e-08,1.127538274751333e-07,0.0013283326687747502,3.353807786521096e-07,5.590495263297404e-09,5.999837594604248e-05
3.6130456187892755e-06,0.4201827181602538,3.76,0.0,0.07327594149097223,0.8235075427255379,0.1803146861071884,1.5595798197852836e-08,8.926895367543843e-07,0.029253785385845336,0.000780994080223837,0.13333852012786834,0.00752971171112788,0.3811670785946061,0.004314121955628595,0.519678647012048,1.6114526366758172e-07,2.9667389159215576e-06,0.001361479421955653,0.0012484293010507895,0.08018336953178744,0.001861865378499695,0.015519910259745138,0.0013846753968935668,0.10183382302651708,0.0004996563587265005,0.0001376764940927998,8.640482447764806e-09,3.241202666292974e-05,0.0002594968762525299,6.673391910652767e-07,3.4266214223942734e-06,0.011329810124115667,1.368546392669038e-05,0.005798498794796199,9.374734524733833e-09,2.7661730216464248e-06,1.8278463763564448e-06,2.194459573315702e-08,0.017113284346479896,0.0015263668276779003,0.0006769429461808449,6.49843433119073e-09,0.0017437567599438348,4.2948662986920195e-08,8.339193452490939e-11,1.1810135322601497e-05,3.103574814152322e-05,5.913500879065391e-11,4.41025200528617e-11,1.0850347883009667e-06,3.284858851108089e-08,1.1228530791539936e-07,0.0013400678003162862,3.3451457742387395e-07,5.576066986826332e-09,5.9907793755445176e-05
3.628531682266545e-06,0.42027127983325585,3.76,0.0,0.07265869961575194,0.8227831119003541,0.18100018157760217,1.5546573876934623e-08,8.904321022893239e-07,0.029183752479086514,0.0007744784111574334,0.13346320495505234,0.007518370525046137,0.380923759609746,0.004312163754036724,0.5206869052183842,1.5967825765768068e-07,2.95638535540417e-06,0.001359462454009369,0.0012468943263141356,0.08060412909863272,0.001859642143088238,0.015523301763081927,0.0013824148372514192,0.10243783635413234,0.0004986271203490717,0.00013731603233958306,8.616131584700368e-09,3.249910503409587e-05,0.00026053740188431595,6.65965201639708e-07,3.4191673935135146e-06,0.01134008435950595,1.3643765131769786e-05,0.005819900359015433,9.356673287171215e-09,2.7638511436473316e-06,1.825431034808623e-06,2.2014272891905102e-08,0.01718651035981433,0.0015366380962753363,0.0006769048939318275,6.485096055847908e-09,0.0017525853949314997,4.322585193663966e-08,8.359718125548681e-11,1.1773196373990142e-05,3.098465347823035e-05,5.897293679334411e-11,4.3981814538588315e-11,1.0820693235715293e-06,3.294764243024419e-08,1.1186645789462546e-07,0.0013506188558076583,3.3373220568484616e-07,5.563034854547328e-09,5.982649844679744e-05
3.644017745743815e-06,0.42035937980905375,3.76,0.0,0.07204809863656138,0.822060544777835,0.18168398571376146,1.5497920579842236e-08,8.881941988832387e-07,0.02911439994677611,0.0007680445832535607,0.13358632294773756,0.007507146541725732,0.3806765724528722,0.0043101236938783895,0.5216891895263944,1.5823067022507114e-07,2.9461277508796968e-06,0.0013574434532287643,0.0012453230506372594,0.08102399721518934,0.0018574261582737046,0.015526315548709443,0.0013801446313281768,0.10304093327165238,0.0004976011329734035,0.00013695612374914598,8.591873237641568e-09,3.258542322046145e-05,0.00026157067564159414,6.645895287683279e-07,3.4117369144367625e-06,0.011350020697430772,1.3602194690842754e-05,0.005841166837129546,9.33864880923936e-09,2.761487706333287e-06,1.82300055559284e-06,2.2083465716197197e-08,0.01725955382735381,0.0015468885955347489,0.0006768527718240307,6.471803484696642e-09,0.001761375234661897,4.3502390074646645e-08,8.380038450445053e-11,1.1736660232141239e-05,3.093390545134046e-05,5.881196415043976e-11,4.3861927426128e-11,1.0791228187721075e-06,3.304591730179028e-08,1.114502696951111e-07,0.0013611595509640958,3.3294732910577e-07,5.5499608128077064e-09,5.974542448849761e-05
3.6595038092210845e-06,0.420447022512572,3.76,0.0,0.071444050398168,0.8213398314541924,0.18236610838738201,1.544983225085701e-08,8.859756689803764e-07,0.029045720187731282,0.0007616913189066821,0.133707895475893,0.007496038657659566,0.38042558945470184,0.0043080031250088595,0.522685560338836,1.5680217829216116e-07,2.9359649368160144e-06,0.0013554226485694271,0.0012437162016976728,0.08144297490496714,0.0018552174854731098,0.0155289566881673,0.0013778651736534276,0.10364311103534427,0.0004965784284422867,0.000136596792141082,8.567707329183826e-09,3.2670989484943895e-05,0.00026259674345179457,6.632123269476235e-07,3.404330212201876e-06,0.011359623573978668,1.3560754218982325e-05,0.005862298799825089,9.320661957647818e-09,2.7590838452121747e-06,1.8205555144757693e-06,2.21521773940301e-08,0.017332415912205263,0.001557118109862327,0.0006767868466243845,6.45855691808596e-09,0.0017701263733877312,4.3778274423073056e-08,8.400157126423781e-11,1.170052164910479e-05,3.088350248847949e-05,5.865208261274041e-11,4.3742852838100057e-11,1.076195151532349e-06,3.314342031332273e-08,1.1103673707022769e-07,0.001371689550803121,3.3216007749313336e-07,5.536847025817496e-09,5.966457625128813e-05
3.674989872698354e-06,0.4205342126942647,3.76,0.0,0.07084646828161162,0.8206209620650903,0.18304655939757178,1.540230331278479e-08,8.837763527636723e-07,0.028977705677338275,0.0007554173669951179,0.13382794352425348,0.00748504577471745,0.3801708815244602,0.004305803377868458,0.5236760771617843,1.5539246839063163e-07,2.925895764581412e-06,0.0013534002613331542,0.0012420744974802752,0.0818610632543064,0.001853016182390127,0.015531230184825336,0.0013755768475950724,0.10424436705362933,0.0004955590367834862,0.00013623806030474897,8.543633792073493e-09,3.275581209202553e-05,0.0002636156513769407,6.618337460089393e-07,3.396947469292821e-06,0.011368897365750696,1.3519445174476274e-05,0.005883296818834484,9.302713483382168e-09,2.756640656515174e-06,1.8180964610320013e-06,2.2220411098703325e-08,0.01740509776976832,0.0015673264293102171,0.0006767073796688144,6.44535660259725e-09,0.0017788389078958675,4.405350227012601e-08,8.420076842451647e-11,1.1664775467329404e-05,3.083344290511996e-05,5.849328418833596e-11,4.3624584794809084e-11,1.0732861986034424e-06,3.324015862086442e-08,1.1062585181153462e-07,0.0013822085275627272,3.3137057783283933e-07,5.523695611738426e-09,5.95839578147335e-05
3.690475936175624e-06,0.4206209548009456,3.76,0.0,0.07025526706294945,0.8199039267833713,0.1837253484771318,1.5355327976767295e-08,8.815961044925874e-07,0.02891034896073759,0.0007492214994034198,0.13394648772630424,0.007474166801114319,0.37991251828390593,0.004303525765059179,0.5246607986858882,1.5400123288261725e-07,2.9159190990456185e-06,0.0013513765060245014,0.0012403986470893435,0.08227826340567618,0.0018508223035166593,0.015533140979902734,0.0013732800266276141,0.104844698871627,0.000494542986438637,0.0001358799501935047,8.51965254365876e-09,3.2839899179741524e-05,0.00026462744553966687,6.604539315627049e-07,3.389588848194208e-06,0.011377846395320898,1.347826892075593e-05,0.005904161466758803,9.284804083247715e-09,2.7541592054983014e-06,1.8156239262879222e-06,2.228816997290716e-08,0.01747760054819337,0.0015775133490884873,0.0006766146274311024,6.432202756944256e-09,0.001787512937240719,4.432807099892128e-08,8.43980024175165e-11,1.1629416592928534e-05,3.0783724942797605e-05,5.833556089278777e-11,4.3507117201777524e-11,1.070395836160524e-06,3.333613927057514e-08,1.1021760503278004e-07,0.0013927161599951272,3.305789540314408e-07,5.510508637362552e-09,5.9503573021381466e-05
3.7059619996528935e-06,0.42070725325579755,3.76,0.0,0.06967036265032503,0.8191887158136004,0.18440248530402464,1.5308900067770834e-08,8.794347835430769e-07,0.028843642641327032,0.0007431025056443233,0.13406354843107723,0.007463400651025611,0.3796505683121333,0.00430117158458793,0.5256397829379291,1.526281678371274e-07,2.9060338158254575e-06,0.0013493515917338498,0.0012386893523031659,0.0826945765461938,0.0018486359008263024,0.015534693963807043,0.0013709750762729955,0.10544410414449545,0.0004935303044703166,0.0001355224830827942,8.495763473738117e-09,3.292325882049793e-05,0.0002656321720942404,6.590730259084012e-07,3.382254523363859e-06,0.0113864749409272,1.343722679071634e-05,0.005924893316795899,9.266934480791354e-09,2.7516405447280004e-06,1.8131384381929263e-06,2.2355457136601997e-08,0.017549925389588935,0.0015876786685771669,0.0006765088424255042,6.4190956057100775e-09,0.0017961485622662592,4.4601977973408794e-08,8.459329918861526e-11,1.1594439983180766e-05,3.073434686243445e-05,5.8178904606369634e-11,4.339044399401802e-11,1.0675239383832347e-06,3.343136922278906e-08,1.0981198833874969e-07,0.0014032121321772807,3.2978532658071973e-07,5.497288111742167e-09,5.942342552846769e-05
3.721448063130163e-06,0.42079311258225954,3.76,0.0,0.06909167267527631,0.8184753194116848,0.18507797947047905,1.5263013604431164e-08,8.772922385636875e-07,0.028777579415100174,0.0007370592052103811,0.13417914555536814,0.007452746245817172,0.37938509860048897,0.004298742112148351,0.526613086929906,1.5127297880987997e-07,2.8962388093922724e-06,0.0013473257190690546,0.0012369473034995384,0.0831100039295704,0.0018464570221825144,0.01553589394897318,0.0013686623497154093,0.10604258069340386,0.0004925210160626095,0.00013516567914813272,8.471966476310767e-09,3.300589902862308e-05,0.0002666298772993282,6.576911662522563e-07,3.374944627560371e-06,0.011394787212305628,1.3396319968457066e-05,0.0059454929428946575,9.249105290705388e-09,2.7490856860058357e-06,1.81064049850196e-06,2.242227568956263e-08,0.01762207342661787,0.001597822193503316,0.0006763902710636758,6.4060353202927e-09,0.0018047458864328646,4.487522081892654e-08,8.478668449890454e-11,1.1559840691271954e-05,3.068530695774153e-05,5.802330718204832e-11,4.327455916831029e-11,1.0646703794223384e-06,3.3525855383852596e-08,1.0940899163747929e-07,0.0014136961363212413,3.2898981261495406e-07,5.484035988828e-09,5.934351868249714e-05
3.736934126607433e-06,0.4208785369345858,3.76,0.0,0.06851911599373801,0.81776372787082,0.18575184050776977,1.521766315087503e-08,8.751683071724141e-07,0.02871215204346731,0.0007310904350996032,0.1342932987075689,0.007442202515248247,0.3791161750176633,0.004296238607294647,0.5275807669523802,1.4993537480482784e-07,2.886532984632323e-06,0.0013452990830773507,0.001235173182932442,0.08352454685592113,0.0018442857129553935,0.015536745692243755,0.0013663421918895576,0.1066401264561168,0.0004915151449799867,0.00013480955790954382,8.448261431681836e-09,3.308782767486046e-05,0.00026762060738743857,6.56308486400871e-07,3.3676592821605376e-06,0.011402787370699222,1.3355549612501322e-05,0.005965960919439682,9.231317095841408e-09,2.7464956238708187e-06,1.8081305978468058e-06,2.2488628710291877e-08,0.017694045785096976,0.0016079437341229117,0.0006762591555399474,6.393022054239663e-09,0.0018133050150324333,4.5147797252329725e-08,8.497818375956119e-11,1.1525613817610518e-05,3.063660346037104e-05,5.786876053842051e-11,4.315945670297959e-11,1.0618350349650458e-06,3.361960458642501e-08,1.0900860460877121e-07,0.0014241678703905867,3.281925262850698e-07,5.470754173009283e-09,5.926385565314457e-05
3.7524201900847025e-06,0.4209635307284536,3.76,0.0,0.06795261291733903,0.8170539315325356,0.18642407787131499,1.5172843194150036e-08,8.730628383733734e-07,0.028647353371614632,0.0007251950553963713,0.13440602713202054,0.0074317683974649456,0.3788438620976787,0.004293662310293166,0.5285428784321581,1.4861507131407206e-07,2.876915261835939e-06,0.0013432718720190525,0.0012333676628743001,0.08393820667875547,0.0018421220152752002,0.015537253883399294,0.001364014937634689,0.10723673950736048,0.0004905127133935156,0.00013445413797353022,8.42464819350587e-09,3.316905259788772e-05,0.00026860440864747,6.549251161121537e-07,3.36039861403431e-06,0.011410479517964894,1.3314916805439598e-05,0.005986297821081112,9.213570487781538e-09,2.74387133255411e-06,1.8056092199596206e-06,2.255451925484272e-08,0.017765843582533483,0.0016180431060316765,0.0006761157328963121,6.380055960331349e-09,0.0018218260553776627,4.5419705024033416e-08,8.516782192300958e-11,1.1491754535524948e-05,3.0588234515790616e-05,5.7715256724892405e-11,4.304513063135027e-11,1.0590177816716336e-06,3.3712623585122996e-08,1.0861081697863785e-07,0.0014346270392708784,3.273935781739942e-07,5.4574445081441696e-09,5.918443935561957e-05
3.767906253561972e-06,0.421048098014662,3.76,0.0,0.0673920848371825,0.8163459207746092,0.18709470096096018,1.5128547567397028e-08,8.709756963744105e-07,0.028583176304854883,0.0007193719422558093,0.134517349800518,0.007421442838017985,0.37856822338803053,0.004291014446864155,0.5294994761561195,1.473117876246119e-07,2.8673845717639385e-06,0.0013412442694843184,0.0012315314081866393,0.08435098479049247,0.0018399659693156157,0.015537423162501708,0.001361680914779445,0.10783241802210802,0.0004895137422839397,0.00013409943741896345,8.40112660076031e-09,3.324958148404491e-05,0.00026958132728195703,6.535411819835434e-07,3.3531627460465255e-06,0.011417867712531417,1.3274422580693091e-05,0.00600650422263124,9.195866045452577e-09,2.741213766186301e-06,1.8030768380885334e-06,2.2619950351855125e-08,0.017837467929988828,0.0016281201288307235,0.0006759602365094057,6.367137182667588e-09,0.0018303091162832881,4.5690941925848e-08,8.535562349197931e-11,1.1458258074443468e-05,3.054019826683874e-05,5.7562787686129367e-11,4.293157494008375e-11,1.0562184912326264e-06,3.380491903637243e-08,1.0821561844470046e-07,0.0014450733529011435,3.2659307620841225e-07,5.444108793659339e-09,5.9105272569519924e-05
3.783392317039242e-06,0.421132243053443,3.76,0.0,0.06683745447335046,0.8156396860228103,0.1877637191047028,1.5084770218509842e-08,8.689067329408457e-07,0.02851961382819108,0.0007136199945001206,0.1346272853531642,0.007411224789388929,0.3782893212199103,0.004288296224855444,0.5304506141177096,1.4602524975737754e-07,2.8579398609056527e-06,0.001339216452926036,0.0012296650743306024,0.08476288263015874,0.0018378176124002835,0.015537258107595577,0.0013593404420186158,0.10842716029803297,0.0004885182512646555,0.0001337454735166622,8.377696511494397e-09,3.3329422006752337e-05,0.0002705514095201609,6.521568067082285e-07,3.345951747756872e-06,0.011424955957660472,1.32340678639312e-05,0.0060265806988908715,9.178204211745937e-09,2.738523842170091e-06,1.8005338965816619e-06,2.268492501030613e-08,0.01790891993049445,0.0016381746269865862,0.0006757928950396559,6.354265801743151e-09,0.001838754308276976,4.596150603513348e-08,8.554161293299469e-11,1.1425119743681467e-05,3.0492492928146917e-05,5.741134528624933e-11,4.28187835450577e-11,1.0534370337116226e-06,3.389649755322911e-08,1.0782299681309732e-07,0.0014555065275977986,3.2579112592916376e-07,5.430748791186344e-09,5.902635785973008e-05
3.7988783805165115e-06,0.4212159698193566,3.76,0.0,0.06628864564258419,0.8149352177421113,0.18843114157273036,1.504150610181073e-08,8.668557780563781e-07,0.02845665898995276,0.0007079381281857772,0.13473585215301515,0.007401113211467075,0.37800721692400363,0.004285508837220051,0.5313963456571178,1.4475518760030704e-07,2.848580086551363e-06,0.0013371885949486964,0.0012277693090455817,0.08517390167504199,0.0018356769798046288,0.015536763245699019,0.0013569938308636532,0.10902096473308603,0.00048752625875883766,0.00013339226299150414,8.354357764021334e-09,3.3408581691134235e-05,0.00027151470149135496,6.507721101516095e-07,3.33876569464365e-06,0.011431748211928095,1.3193853549499091e-05,0.006046527824700233,9.160585439955858e-09,2.735802465781246e-06,1.797980836092436e-06,2.2749446218183108e-08,0.017980200680284483,0.0016482064290405114,0.0006756139334148681,6.341441899992793e-09,0.0018471617433387648,4.6231395436622676e-08,8.57258142747255e-11,1.1392334900747959e-05,3.0445116678206092e-05,5.7260921480502846e-11,4.270675046608852e-11,1.0506732869511725e-06,3.398736567091415e-08,1.0743294019989214e-07,0.0014659262848007151,3.2498783012142214e-07,5.417366215716864e-09,5.894769765216977e-05
3.814364443993781e-06,0.4212992824334864,3.76,0.0,0.06574558345779984,0.8142325064471463,0.1890969775631731,1.4998750293442386e-08,8.648226756135464e-07,0.028394304918889685,0.000702325280884957,0.13484306824020573,0.0073911070722726254,0.3777219706481732,0.004282653459285348,0.5323367233366665,1.4350133720364243e-07,2.8393042208588733e-06,0.001335160862196896,0.0012258447506815612,0.08558404344618767,0.00183354410405352,0.015535943042689102,0.0013546413839706055,0.1096138298430181,0.0004865377818229774,0.00013303982178751727,8.331110157038404e-09,3.348706803963588e-05,0.00027247124932539213,6.493872086359058e-07,3.3316046927312512e-06,0.011438248379224374,1.3153780463488588e-05,0.006066346174695521,9.143010254292604e-09,2.733050526514685e-06,1.7954180988988345e-06,2.2813516939630456e-08,0.018051311267635015,0.0016582153682711245,0.0006754235719443394,6.328665589228136e-09,0.0018555315350203042,4.6500608130298616e-08,8.59082509284542e-11,1.1359898976133205e-05,3.039806757724704e-05,5.7111508429571095e-11,4.2595469960864685e-11,1.0479271320348936e-06,3.407752983327201e-08,1.0704543749228761e-07,0.0014763323522083906,3.241832882393958e-07,5.403962724294052e-09,5.886929416710566e-05
3.829850507471051e-06,0.4213821847849018,3.76,0.0,0.06520819413579776,0.8135315426946875,0.18976123621433746,1.4956496624674504e-08,8.628073002904655e-07,0.028332544810083283,0.0006967804071136822,0.13494895137616394,0.0073812053481209115,0.37743364153616005,0.004279731251206962,0.5332717990577178,1.422634389001351e-07,2.8301112472521114e-06,0.00133313341652597,0.001223892029622779,0.08599330950170235,0.0018314190156256433,0.015534801912520947,0.0013522833967959873,0.11020575424274662,0.0004855528363414684,0.00013268816528772304,8.307953500511936e-09,3.3564888412676846e-05,0.00027342109903956695,6.480022151313608e-07,3.324468810257892e-06,0.011444460317860925,1.3113849378252107e-05,0.006086036323391319,9.125479084170605e-09,2.730268887769089e-06,1.7928461048767722e-06,2.2877140111336616e-08,0.01812225277374482,0.0016682012820557794,0.0006752220271776872,6.315936933728282e-09,0.0018638637982470573,4.676914231589494e-08,8.608894609944551e-11,1.1327807455163738e-05,3.0351343670918832e-05,5.6963098238128775e-11,4.2484936092737614e-11,1.045198436708739e-06,3.4166996402860705e-08,1.0666047653369726e-07,0.0014867244626728872,3.2337759742832174e-07,5.390539937220314e-09,5.87911494821278e-05
3.84533657094832e-06,0.42146468085288785,3.76,0.0,0.06467640508801394,0.8128323170896893,0.19042392659710924,1.49147388189221e-08,8.608095083684384e-07,0.02827137193411445,0.0006913024809049135,0.13505351902375445,0.007371407023127711,0.37714228764470237,0.004276743356671529,0.5342016240023322,1.410412383611008e-07,2.8210001630265503e-06,0.0013311064145054645,0.0012219117674420934,0.08640170143861937,0.0018293017426128072,0.015533344212350763,0.0013499201568187209,0.1107967366538852,0.000484571437006551,0.00013233730819573288,8.284887640513912e-09,3.36420501274645e-05,0.00027436429659936234,6.466172393109015e-07,3.317358043035228e-06,0.011450387835583404,1.3074060988439e-05,0.006105598844981883,9.107992175883968e-09,2.7274583808101954e-06,1.7902652419397346e-06,2.2940318654568028e-08,0.018193026272002064,0.0016781640121556582,0.0006750095114654576,6.303255911124037e-09,0.001872158649326682,4.703699656626412e-08,8.626792316712702e-11,1.1296055891863142e-05,3.0304943151452397e-05,5.6815682817287706e-11,4.237514256629752e-11,1.0424870650805238e-06,3.425577172250615e-08,1.0627804298682446e-07,0.001497102354778895,3.2257085278762113e-07,5.377099444209293e-09,5.871326550052457e-05
3.860822634425589e-06,0.4215467744699296,3.76,0.0,0.06415014490574585,0.8121348202871419,0.19108505771381668,1.4873472215969466e-08,8.588291274110408e-07,0.02821077963862453,0.0006858904953914038,0.13515678835181735,0.007361711089817277,0.3768479659594363,0.004273690902906494,0.535126248638684,1.398344860620604e-07,2.8119699789570906e-06,0.0013290800075545992,0.0012199045768290545,0.08680922089096962,0.0018271923108274294,0.015531574242631595,0.0013475519437432526,0.11138677590184375,0.0004835935973714112,0.0001319872645651047,8.261912337841428e-09,3.371856042890876e-05,0.00027530088790988746,6.452323880882355e-07,3.310272479674257e-06,0.01145603468922556,1.3034415942489736e-05,0.006125034313151171,9.09054999714404e-09,2.724619831379908e-06,1.7876759208428435e-06,2.3003055466155373e-08,0.018263632828019214,0.001688103404651899,0.0006747862329874928,6.290622606189879e-09,0.001880416205833516,4.730416906569645e-08,8.64452044439593e-11,1.1264639905704028e-05,3.0258864142760238e-05,5.6669254246234607e-11,4.2266083816848294e-11,1.0397929082144273e-06,3.434386201480913e-08,1.0589812491365762e-07,0.0015074657728192627,3.21763146178344e-07,5.363642774663364e-09,5.8635643959900076e-05
