Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19)
3.672373098488551e-05,0.20262376237878843,3.76,0.0,0.6584148312728654,0.9999989718810024,1.7333648540387888e-08,2.8850937111672954e-28,1.9319434698518646e-23,2.971017248638909e-07,4.8473082463752696e-08,5.247739932155816e-07,1.4143851727038492e-09,9.658354523940622e-07,9.231202928342738e-07,1.9935004202851366e-07,8.722760400412971e-09,1.8668638614970104e-08,1.8293222582137482e-14,6.100011197740092e-08,4.312446684123507e-14,3.571863373245294e-11,1.584501991907082e-08
3.7548114064627854e-05,0.20262376298442034,3.76,0.0,0.6584147889594256,0.9999989407105911,1.7969093285045784e-08,3.0067719724276134e-28,1.9415027066098376e-23,2.9856478748716035e-07,4.88538324178094e-08,5.419191060080522e-07,1.4256717840105204e-09,9.980891046680135e-07,9.502904662359821e-07,2.060281939152065e-07,8.791815920725347e-09,1.876277930207397e-08,1.9374452872641755e-14,6.426036613049891e-08,4.680923496906211e-14,3.6210542410672685e-11,1.6362658197096797e-08
3.83724971443702e-05,0.20262376359237208,3.76,0.0,0.6584147464068121,0.9999989093472342,1.8613247529433806e-08,3.1299885412546605e-28,1.9505461476453183e-23,2.999483866832882e-07,4.922547433178669e-08,5.59146228168822e-07,1.4366922584372636e-09,1.030592750674271e-06,9.775612742022612e-07,2.127587935306119e-07,8.859206214452309e-09,1.8851807033721523e-08,2.049056201470324e-14,6.761411724311779e-08,5.070901757745148e-14,3.6704569321655295e-11,1.688276960263176e-08
3.919688022411254e-05,0.2026237642025881,3.76,0.0,0.6584147036202985,0.9999988777953889,1.9266152748075098e-08,3.254698044462503e-28,1.9591017963261972e-23,3.012568321617381e-07,4.958852375865373e-08,5.764509117954989e-07,1.4474616588714339e-09,1.06334050460441e-06,1.0049276670768341e-06,2.195406250724067e-07,8.92502548299044e-09,1.8935999110136996e-08,2.16417593768729e-14,7.106163258204771e-08,5.48306640746524e-14,3.720116804510838e-11,1.7405219805909577e-08
4.0021263303854884e-05,0.2026237648150163,3.76,0.0,0.658414660604858,0.9999988460592588,1.9927858207476557e-08,3.380857111961575e-28,1.9671961379209662e-23,3.0249419995163584e-07,4.994346834691575e-08,5.938289502017847e-07,1.4579942329550176e-09,1.0963268142600707e-06,1.0323848781500282e-06,2.2637254163964314e-07,8.989362828964537e-09,1.901561779595319e-08,2.2828253280652096e-14,7.460316181069936e-08,5.918106491487002e-14,3.7700767242115655e-11,1.7929881762605905e-08
4.084564638359723e-05,0.20262376542960772,3.76,0.0,0.6584146173651794,0.99999881414281,2.0598420537927743e-08,3.5084243166164083e-28,1.9748542218937863e-23,3.0366434506728855e-07,5.0290769352892566e-08,6.112763648390274e-07,1.4683034572671037e-09,1.1295464429982898e-06,1.05992840830921e-06,2.332534615038135e-07,9.052302532550728e-09,1.909091113513055e-08,2.4050251362775416e-14,7.823893797959604e-08,6.376715143109518e-14,3.820377200915678e-11,1.8456635318805097e-08
4.167002946333957e-05,0.20262376604631624,3.76,0.0,0.6584145739056827,0.9999987820497813,2.1277903328575888e-08,3.637360112611015e-28,1.98209973983056e-23,3.04770913487691e-07,5.063086307126639e-08,6.28789392926634e-07,1.4784020791187678e-09,1.1629944526550994e-06,1.0875540115209167e-06,2.401823645819645e-07,9.113924312869162e-09,1.9162113721738447e-08,2.5307960897733088e-14,8.196917846313436e-08,6.859589573485876e-14,3.871056515950184e-11,1.898536683737842e-08
4.2494412543081914e-05,0.20262376666509885,3.76,0.0,0.658414530230534,0.9999987497836985,2.1966376744515174e-08,3.767626772879547e-28,1.9889550989398568e-23,3.0581735348717857e-07,5.0964162188145755e-08,6.46364475752889e-07,1.4883021560841545e-09,1.1966661873946286e-06,1.1152576810998244e-06,2.4715828910096647e-07,9.17430357521844e-09,1.9229447428989057e-08,2.660158908450564e-14,8.579408584552372e-08,7.3674310675517e-14,3.9221508435062473e-11,1.9515968844612548e-08
4.331879562282426e-05,0.2026237672859148,3.76,0.0,0.6584144863436584,0.9999987173478837,2.2663917164698437e-08,3.8991883260796373e-28,1.995441491660028e-23,3.0680692635231107e-07,5.1291057060751566e-08,6.639982476098882e-07,1.4980150933875528e-09,1.2305572584337288e-06,1.1430356367220704e-06,2.5418032844261584e-07,9.233511644900394e-09,1.9293122098781596e-08,2.7931343301073304e-14,8.971384875865264e-08,7.900944985243044e-14,3.973694365187173e-11,2.00483396959917e-08
4.41431787025666e-05,0.20262376790872605,3.76,0.0,0.6584144422487531,0.9999986847454692,2.3370606839542785e-08,4.03201049354317e-28,2.001578961655051e-23,3.077427165181671e-07,5.1611916927745836e-08,6.81687525328265e-07,1.5075516792640263e-09,1.2646635295946755e-06,1.1708843121425856e-06,2.612476281597702e-07,9.291615988371372e-09,1.9353336193891184e-08,2.929743132995282e-14,9.372864267448255e-08,8.460840767406864e-14,4.0257193784159304e-11,2.058238326009719e-08
4.4967561782308943e-05,0.20262376853349687,3.76,0.0,0.6584143979493013,0.9999986519794054,2.408653356716261e-08,4.1660606265429405e-28,2.0073864659701434e-23,3.0862764115545643e-07,5.192709105403269e-08,6.994292983792288e-07,1.5169221184056525e-09,1.2989811036409773e-06,1.1988003435782433e-06,2.6835938315423023e-07,9.34868042242109e-09,1.941027741482309e-08,3.07000615577221e-14,9.783863065443085e-08,9.047831945866924e-14,4.0782563989890406e-11,2.1118008619643e-08
4.579194486205129e-05,0.2026237691601938,3.76,0.0,0.6584143534485811,0.9999986190524718,2.481179038722126e-08,4.301307644154969e-28,2.0128819338807013e-23,3.0946445923818656e-07,5.223690981358888e-08,7.172207195131648e-07,1.5261360635973124e-09,1.3335063093538657e-06,1.2267805587207148e-06,2.755148350075992e-07,9.404765312028952e-09,1.9464123283245506e-08,3.2139443151168515e-14,1.020439640580734e-07,9.662636157162168e-14,4.131334257983715e-11,2.1655129788718718e-08
4.661632794179363e-05,0.2026237697887854,3.76,0.0,0.6584143087496791,0.9999985859672855,2.5546475291444733e-08,4.437721971996075e-28,2.0180823228125796e-23,3.1025578012001013e-07,5.254168571363943e-08,7.350590959057107e-07,1.5352026456388158e-09,1.3682356893093515e-06,1.2548219663449716e-06,2.827132694568438e-07,9.459927757503353e-09,1.951504169381062e-08,3.361578621245763e-14,1.0634478321336997e-07,1.0305975159523948e-13,4.1849801934596604e-11,2.2193665445361254e-08
4.744071102153597e-05,0.20262377041924234,3.76,0.0,0.6584142638554996,0.9999985527263111,2.6290690949894012e-08,4.57527548203196e-28,2.0230036709035757e-23,3.110040716458561e-07,5.284171436332671e-08,7.529418807838106e-07,1.5441305016453165e-09,1.40316598831796e-06,1.2829217464811898e-06,2.8995401400672404e-07,9.514221771478532e-09,1.9563191436075298e-08,3.5129301915517443e-14,1.1074121805049753e-07,1.097857485270359e-13,4.239219937247957e-11,2.273353867862475e-08
4.826509410127832e-05,0.20262377105153717,3.76,0.0,0.6584142187687742,0.9999985193318678,2.7044544452143843e-08,4.713941433594781e-28,2.0276611467192398e-23,3.117116678239969e-07,5.313727538988522e-08,7.708666655057399e-07,1.5529278018140076e-09,1.438294142491212e-06,1.3110772411195313e-06,2.9723643567167385e-07,9.56769844631918e-09,1.9608722688139828e-08,3.668020262557356e-14,1.1523338870126132e-07,1.168116530030212e-13,4.294077796940937e-11,2.3274676749363104e-08
4.908947718102066e-05,0.20262377168564424,3.76,0.0,0.6584141734920712,0.9999984857861378,2.780814706255875e-08,4.853694415788387e-28,2.0320690966700238e-23,3.123807760823494e-07,5.3428633305179506e-08,7.888311720705072e-07,1.5616022747406515e-09,1.4736172689008984e-06,1.3392859454189133e-06,3.04559938840119e-07,9.620406112455664e-09,1.965177748353579e-08,3.8268702003583086e-14,1.198214060659498e-07,1.2414480754290287e-13,4.34957673345189e-11,2.3817010863982206e-08
5.073824334050535e-05,0.20262377295920064,3.76,0.0,0.6584140823782452,0.9999984182489042,2.9365064195005582e-08,5.136366145343113e-28,2.0401899520407946e-23,3.1361176552823363e-07,5.3999727034990894e-08,8.248708507634259e-07,1.5786115843811784e-09,1.5448377546904718e-06,1.3958536811683625e-06,3.1932798237455127e-07,9.723694800863448e-09,1.9730987681495577e-08,4.155935839722218e-14,1.292853814952725e-07,1.3976244795634132e-13,4.462583373852919e-11,2.4905010534901406e-08
5.2222132884041575e-05,0.20262377411137486,3.76,0.0,0.6584139997488124,0.9999983569673322,3.0800825338435865e-08,5.394258700466879e-28,2.0467739535606624e-23,3.1460781514413504e-07,5.450170886544177e-08,8.574219900693143e-07,1.5935692039488135e-09,1.609577446243855e-06,1.4469243437170659e-06,3.3275444130515064e-07,9.814458030503471e-09,1.9795080593989337e-08,4.465170954983721e-14,1.3813169700323164e-07,1.5494364694586867e-13,4.566687112996634e-11,2.5887684041722486e-08
5.37060224275778e-05,0.20262377526909314,3.76,0.0,0.6584139165372341,0.9999982952240057,3.227007162672373e-08,5.655333058461922e-28,2.0527394858258546e-23,3.155083955339562e-07,5.499357750732228e-08,8.900716623834923e-07,1.6082312721697386e-09,1.674911304257433e-06,1.4981346184981686e-06,3.4630624732588325e-07,9.903370065200667e-09,1.985303065267906e-08,4.78692709083919e-14,1.4728991231824483e-07,1.7123647090388072e-13,4.673170827175531e-11,2.6873321762719815e-08
5.518991197111402e-05,0.20262377643225937,3.76,0.0,0.6584138327536522,0.9999982330275828,3.3773575183418416e-08,5.919482087257281e-28,2.0581458283209758e-23,3.163226262175961e-07,5.547642730039181e-08,9.228104569009299e-07,1.6226297651762328e-09,1.7408278863371912e-06,1.5494744389140212e-06,3.5998103608072803e-07,9.990630854124039e-09,1.990542463997287e-08,5.121334487453209e-14,1.5676040466189772e-07,1.886852940342158e-13,4.782128528737892e-11,2.7861639507392593e-08
5.667380151465024e-05,0.20262377760078865,3.76,0.0,0.6584137484070849,0.9999981703857762,3.531213655338521e-08,6.1866085774512665e-28,2.0630465992479417e-23,3.1705875530137797e-07,5.595124853083665e-08,9.556298621241084e-07,1.6367936191496295e-09,1.8073169980103222e-06,1.6009347922129106e-06,3.7377670095075043e-07,1.0076421333339567e-08,1.99527932686569e-08,5.468525205443238e-14,1.665434900553882e-07,2.0733495476454515e-13,4.8936449835260177e-11,2.8852380244654642e-08
5.815769105818646e-05,0.2026237787746081,3.76,0.0,0.658413663505533,0.999998107305444,3.688658189812834e-08,6.456624433169814e-28,2.0674902978475548e-23,3.177242429154008e-07,5.6418937395915e-08,9.88522179745027e-07,1.6507490214433186e-09,1.8743695738468265e-06,1.6525076184287816e-06,3.876913685027988e-07,1.0160905246578067e-08,1.999561655049454e-08,5.828633174517574e-14,1.7663942982842503e-07,2.2723076226796697e-13,5.007796602995858e-11,2.984531150179426e-08
5.9641580601722685e-05,0.20262377995365455,3.76,0.0,0.6584135780560764,0.9999980437926698,3.849776046400701e-08,6.729449919445668e-28,2.071520794069112e-23,3.183258365989103e-07,5.688030500703085e-08,1.0214804468397572e-06,1.6645196736119784e-09,1.941977570057941e-06,1.7041857190786177e-06,4.017233763086069e-07,1.0244230790306173e-08,2.003432864674688e-08,6.201794226210157e-14,1.8704843649792958e-07,2.4841850312978573e-13,5.124652250349887e-11,3.084022301451813e-08
6.112547014525891e-05,0.2026237811378741,3.76,0.0,0.6584134920649625,0.9999979798528369,4.014654229318515e-08,7.00501296426644e-28,2.075177771367228e-23,3.188696395231821e-07,5.733608553745739e-08,1.0544983654568497e-06,1.6781270294510654e-09,2.0101338673030215e-06,1.7559626745390769e-06,4.158712528723232e-07,1.032653210250485e-08,2.0069322257838777e-08,6.588146113196691e-14,1.9777067908620895e-07,2.7094444810993117e-13,5.244273969687422e-11,3.1836924600328174e-08
6.260935968879514e-05,0.20262378232722109,3.76,0.0,0.658413405537684,0.9999979154906954,4.1833816162597044e-08,7.283248513312346e-28,2.0784971265762874e-23,3.193611719858269e-07,5.778694356649759e-08,1.0875702391515388e-06,1.6915905095599676e-09,2.0788321830863007e-06,1.8078327695763801e-06,4.3013369953869477e-07,1.0407930604618107e-08,2.010095258009039e-08,6.987828518123033e-14,2.0880628791260466e-07,2.948553589689936e-13,5.3667176434328815e-11,3.283524424169713e-08
6.409324923233137e-05,0.20262378352165725,3.76,0.0,0.6584133184790517,0.9999978507104207,4.3560487722582374e-08,7.564097934113591e-28,2.0815113311689932e-23,3.1980542701248663e-07,5.8233480719914415e-08,1.120690915602478e-06,1.7049276953447654e-09,2.1480669925516716e-06,1.8597909260161113e-06,4.44509574135738e-07,1.0488536214916202e-08,2.012954088330616e-08,7.400983055485565e-14,2.2015535892408502e-07,3.2019849531335417e-13,5.492033587009794e-11,3.383502635296673e-08
6.55771387758676e-05,0.20262378472115114,3.76,0.0,0.6584132308932562,0.9999977855156689,4.532747781433937e-08,7.8475084666255425e-28,2.0842497576123904e-23,3.2020692068117175e-07,5.867624168010513e-08,1.1538557346757125e-06,1.7181545046072917e-09,2.2178334567983654e-06,1.9118326418071277e-06,4.589978761707268e-07,1.0568448446696795e-08,2.01553777488044e-08,7.827753268480181e-14,2.3181795761297516e-07,3.470216214339757e-13,5.62026708662037e-11,3.483613021177826e-08
6.706102831940383e-05,0.20262378592567745,3.76,0.0,0.6584131427839303,0.999997719909626,4.713572094830119e-08,8.133432717483091e-28,2.0867389758940844e-23,3.205697376969241e-07,5.911571962902961e-08,1.1870604813910602e-06,1.731285350562194e-09,2.288127357965292e-06,1.9639539358399785e-06,4.7359773342412373e-07,1.0647757402836158e-08,2.017872600183752e-08,8.268284621790619e-14,2.437941225631526e-07,3.753730131240061e-13,5.7514588863632927e-11,3.583842853857795e-08
6.854491786294006e-05,0.20262378713521637,3.76,0.0,0.6584130541541985,0.9999976538950518,4.898616392989036e-08,8.421828195386841e-28,2.0890030215534665e-23,3.2089757261633347e-07,5.955236117159694e-08,1.2203013433784159e-06,1.7443332856750705e-09,2.358945040514524e-06,2.016151298035572e-06,4.883083898238219e-07,1.0726544675409468e-08,2.0199823364112828e-08,8.722724491028238e-14,2.5608386865600235e-07,4.0530146446672887e-13,5.88564562926165e-11,3.6841806211737615e-08
7.002880740647629e-05,0.2026237883497533,3.76,0.0,0.6584129650067266,0.9999975874743207,5.087976461939266e-08,8.712656884817514e-28,2.0910636369882678e-23,3.211937671133429e-07,5.998657078626518e-08,1.2535748724198961e-06,1.7573101316873113e-09,2.4302833581559945e-06,2.0684216442297023e-06,5.031291944844563e-07,1.0804884158922251e-08,2.0218884851599755e-08,9.191222149824257e-14,2.6868718996678294e-07,4.368562945848842e-13,6.022860255456466e-11,3.784615910608378e-08
7.151269695001252e-05,0.20262378956927793,3.76,0.0,0.6584128753437641,0.9999975206494567,5.2817490812970966e-08,9.005884855314636e-28,2.0929404908143192e-23,3.2146134366915113e-07,6.041871484856792e-08,1.2868779496826377e-06,1.770226597164195e-09,2.50213962586778e-06,2.120762275389509e-06,5.180595917990902e-07,1.0882842785504495e-08,2.0236104942251293e-08,9.673928755580353e-14,2.8160406238137844e-07,4.70087354343332e-13,6.163132362129557e-11,3.8851393042899166e-08
7.299658649354874e-05,0.20262379079378412,3.76,0.0,0.6584127851671842,0.9999974534221688,5.4800319232566554e-08,9.301481903707899e-28,2.0946513763249668e-23,3.217030360475058e-07,6.084912527071097e-08,1.32020775426929e-06,1.7830923838264262e-09,2.5745115764970065e-06,2.1731708407240293e-06,5.330991124769152e-07,1.0960481189952715e-08,2.025165953688743e-08,1.0170997334653813e-13,2.9483444596172627e-07,5.050450330002167e-13,6.306488529658078e-11,3.9857422840129986e-08
7.448047603708497e-05,0.20262379202326936,3.76,0.0,0.6584126944785175,0.9999973857938784,5.682923461404415e-08,9.599421226682797e-28,2.096212389570212e-23,3.2192131686975113e-07,6.127810279479353e-08,1.3535617347616884e-06,1.7959162827614514e-09,2.6473973214933405e-06,2.2256453043078867e-06,5.48247365434424e-07,1.1037854311481154e-08,2.026570773346907e-08,1.0682582767379047e-13,3.083782870845294e-07,5.417802648054466e-13,6.45295261627293e-11,4.086417145299761e-08
7.59643655806212e-05,0.20262379325773489,3.76,0.0,0.6584126032789861,0.9999973177657473,5.8905228884360515e-08,9.899679121374922e-28,2.0976380918953126e-23,3.221184225616314e-07,6.170591997213635e-08,1.3869375834769588e-06,1.808706261464515e-09,2.7207953153874078e-06,2.2781839148885295e-06,5.635040304599914e-07,1.1115011938116591e-08,2.0278393432262275e-08,1.1208841773151158e-13,3.2223552037454924e-07,5.803445355472215e-13,6.602546024355464e-11,4.187156919653367e-08
7.744825512415743e-05,0.20262379449718468,3.76,0.0,0.6584125115695305,0.9999972493387017,6.102930041948818e-08,1.0202234711972752e-27,2.0989416573714498e-23,3.222963759155224e-07,6.213282385780802e-08,1.420333213184538e-06,1.8214695425595856e-09,2.794704323666888e-06,2.3307851785817507e-06,5.788688515801365e-07,1.119199919905395e-08,2.0289846787570658e-08,1.1749932895885036e-13,3.364060704515526e-07,6.20789889047841e-13,6.755287942011077e-11,4.28795530424419e-08
7.893214466769366e-05,0.20262379574162548,3.76,0.0,0.6584124193508378,0.999997180513454,6.320245337544545e-08,1.0507069700069315e-27,2.1001350039655837e-23,3.2245700649414535e-07,6.255903844736019e-08,1.4537467360507947e-06,1.8342126749881066e-09,2.869123393728117e-06,2.3834478341815996e-06,5.943416310609371e-07,1.1268857009907153e-08,2.030018552058229e-08,1.2306016490152766e-13,3.508898535086044e-07,6.631689336103389e-13,6.911195561180626e-11,4.388806598323894e-08
8.041603421122989e-05,0.20262379699106658,3.76,0.0,0.6584123266233628,0.9999971112905234,6.542569708535818e-08,1.0814168136764705e-27,2.1012289137704878e-23,3.226019690845633e-07,6.298476688071099e-08,1.4871764445957395e-06,1.8469415983948756e-09,2.9440518286056583e-06,2.4361708308316834e-06,6.099222239831308e-07,1.1345622475411593e-08,2.030951610676578e-08,1.2877254708155115e-13,3.6568677873805e-07,7.075348484182823e-13,7.070284274361358e-11,4.4897056457164956e-08
8.189992375476612e-05,0.20262379824551968,3.76,0.0,0.658412233387352,0.9999970416702536,6.770004551614532e-08,1.1123516214979419e-27,2.1022331428380598e-23,3.227327603911285e-07,6.34101934356958e-08,1.520620794467106e-06,1.859661701369759e-09,3.019489163210996e-06,2.4889533078293032e-06,6.256105333353832e-07,1.1422329253695062e-08,2.031793484995417e-08,1.3463811487687013e-13,3.807967496199499e-07,7.539413898919829e-13,7.232567853400445e-11,4.590647782798213e-08
8.338381329830235e-05,0.20262379950499831,3.76,0.0,0.6584121396428612,0.9999969716528287,7.002651677913847e-08,1.1435102080066447e-27,2.1031565175430174e-23,3.228507341356102e-07,6.38354853313891e-08,1.5540783888581679e-06,1.8723778741312356e-09,3.0954351428405902e-06,2.5417945763585806e-06,6.414065055762078e-07,1.1499007885788873e-08,2.0325528853941204e-08,1.4065852541204958e-13,3.9621966508612963e-07,8.024428980049157e-13,7.398058611081789e-11,4.6916287914416996e-08
8.486770284183857e-05,0.20262380076951808,3.76,0.0,0.6584120453897736,0.9999969012382887,7.240613268953009e-08,1.1748915657050966e-27,2.1040070233618756e-23,3.2295711471535007e-07,6.426079435922019e-08,1.5875479644136206e-06,1.885094556178486e-09,3.1718897037383824e-06,2.594694102969855e-06,6.573101266201458e-07,1.1575686093671598e-08,2.0332376901296734e-08,1.4683545345955428e-13,4.119554205716501e-07,8.530943025642831e-13,7.566767546424521e-11,4.792644856454422e-08
8.63515923853748e-05,0.20262380203909613,3.76,0.0,0.6584119506278163,0.9999968304265414,7.483991836999411e-08,1.2064948493516383e-27,2.1047918872372273e-23,3.230530095563449e-07,6.468625835821455e-08,1.62102837848223e-06,1.8978157793905463e-09,3.2488529555176596e-06,2.647651494639481e-06,6.733214182079158e-07,1.165238904983249e-08,2.033855024820925e-08,1.5317059135232335e-13,4.280039089644049e-07,9.059511294596637e-13,7.738704476979926e-11,4.893692527084431e-08
8.783548192891103e-05,0.20262380331375124,3.76,0.0,0.658411855356573,0.9999967592173763,7.732890189425717e-08,1.238319361652151e-27,2.1055176480843818e-23,3.2313942028605444e-07,6.511200254927538e-08,1.6545185975874722e-06,1.9105452070069857e-09,3.3263251652644593e-06,2.700666485258869e-06,6.89440434623811e-07,1.1729139621078066e-08,2.0344113343385036e-08,1.5966564890877366e-13,4.4436502146260974e-07,9.610695068837407e-13,7.913878158657541e-11,4.994768682204543e-08
8.931937147244726e-05,0.2026238045935034,3.76,0.0,0.6584117595754984,0.9999966876104738,7.987411396679821e-08,1.2703645402030567e-27,2.106190221948611e-23,3.232172528391587e-07,6.553814074204215e-08,1.6880176869992924e-06,1.9232861688851044e-09,3.4043067431611846e-06,2.7537389234156038e-06,7.056672597270227e-07,1.1805958589053244e-08,2.0349124478289772e-08,1.663223533691437e-13,4.61038648349039e-07,1.0185061715292494e-12,8.092296392931493e-11,5.095870498821989e-08
9.080326101598349e-05,0.20262380587837425,3.76,0.0,0.6584116632839289,0.9999966156054165,8.247658763519487e-08,1.3026299456424901e-27,2.1068149644536786e-23,3.232873265983818e-07,6.596477642649979e-08,1.7215248013016225e-06,1.936041693391102e-09,3.4827982294849346e-06,2.80686876134295e-06,7.22002004266842e-07,1.1882864849705785e-08,2.035363637530317e-08,1.7314244934293754e-13,4.780246796899946e-07,1.0783184747662758e-12,8.273966124611261e-11,5.196995423595238e-08
9.228715055951972e-05,0.20262380716838604,3.76,0.0,0.658411566481094,0.9999965432016973,8.51373580320016e-08,1.3351152508762593e-27,2.107396722169112e-23,3.23350382662398e-07,6.639200376033279e-08,1.755039175860682e-06,1.9488145362455326e-09,3.5618002828494363e-06,2.860056044926285e-06,7.38444803454666e-07,1.1959875593701472e-08,2.0357696719706725e-08,1.8012769876862932e-13,4.953230059662068e-07,1.1405643888039772e-12,8.458893530874072e-11,5.298141147071195e-08
9.377104010305595e-05,0.2026238084635626,3.76,0.0,0.6584114691661258,0.9999964703987267,8.785746214336284e-08,1.3678202312257737e-27,2.107939879797906e-23,3.234070913239829e-07,6.681990846197834e-08,1.7885601191082455e-06,1.961607206612614e-09,3.6413136695721035e-06,2.913300904665736e-06,7.549958147683335e-07,1.2037006469604942e-08,2.036134864085579e-08,1.8727988088412201e-13,5.129335186421643e-07,1.2053025128406835e-12,8.647084100334178e-11,5.399305580383566e-08
9.525492964659218e-05,0.20262380976392835,3.76,0.0,0.6584113713380667,0.9999963971958423,9.063793860178554e-08,1.4007447555119196e-27,2.108448408387458e-23,3.234580588337889e-07,6.724856861835772e-08,1.8220870055620926e-06,1.9744219906976754e-09,3.721339254058802e-06,2.9666035475037144e-06,7.716552159666156e-07,1.2114271731472206e-08,2.0364631147386293e-08,1.946007922069989e-13,5.30856110679772e-07,1.2725920792061782e-12,8.838542705120452e-11,5.5004868341774485e-08
9.67388191901284e-05,0.2026238110695087,3.76,0.0,0.6584112729958785,0.9999963235923132,9.34798275007518e-08,1.433888777971225e-27,2.1089259026443563e-23,3.2350383351804147e-07,6.767805541543849e-08,1.8556192695131541e-06,1.9872609730907475e-09,3.8018779901090512e-06,3.0199642494346428e-06,7.88423203293763e-07,1.21916843723446e-08,2.0367579520850508e-08,2.0209224652626273e-13,5.490906770016738e-07,1.3424929594998577e-12,9.033273667194764e-11,5.601683199547289e-08
9.822270873366463e-05,0.20262381238032975,3.76,0.0,0.6584111741384486,0.9999962495873468,9.638417022910726e-08,1.4672523308266607e-27,2.10937561409875e-23,3.2354491131192806e-07,6.810843379903617e-08,1.8891563993156157e-06,2.0001260560707192e-09,3.8829309130536175e-06,3.0733833488220495e-06,8.052999898559384e-07,1.226925624499144e-08,2.037022567175606e-08,2.0975607490404444e-13,5.676371149090667e-07,1.4150656707283564e-12,9.23128081668767e-11,5.702893130795678e-08
9.970659827720086e-05,0.20262381369641855,3.76,0.0,0.6584110747645965,0.9999961751800945,9.93520093233151e-08,1.5008355175860461e-27,2.109800489346256e-23,3.235817407644879e-07,6.853976307249836e-08,1.922697932222383e-06,2.013018977065981e-09,3.964499132645019e-06,3.1268612403554515e-06,8.222858041531117e-07,1.2346998171120753e-08,2.0372598461599526e-08,2.1759412568532408e-13,5.864953244583742e-07,1.4903713814460663e-12,9.43256754479342e-11,5.804115229839056e-08
9.999999999999998e-05,0.20262381501780252,3.76,0.0,0.6584110550546679,0.9999961604202258,9.994643373985437e-08,1.507501765962202e-27,2.1098817928945995e-23,3.235885557003423e-07,6.862516493428821e-08,1.9293304085440947e-06,2.0155716634369216e-09,3.980688307618926e-06,3.1374421437053674e-06,8.256572512028295e-07,1.2362390684790272e-08,2.037303756135499e-08,2.1916469369018675e-13,5.902609680555753e-07,1.50559015181559e-12,9.472755518652597e-11,5.8241306752983197e-08
0.00010119048782073709,0.20262381501780252,3.76,0.0,0.6584109748730802,0.9999961003696562,1.0238438833585088e-07,1.534638507004489e-27,2.1102031972923807e-23,3.236147275654433e-07,6.897209743727954e-08,1.956243449713859e-06,2.025941324447808e-09,4.046583826629063e-06,3.1803983695859354e-06,8.393808887515797e-07,1.2424920040158864e-08,2.03747239941401e-08,2.2560826451793595e-13,6.056652088007127e-07,1.5684719179018024e-12,9.637136853327419e-11,5.905348232103129e-08
0.00010415826690780954,0.20262381767656926,3.76,0.0,0.6584107735318061,0.9999959495353884,1.0864694474997706e-07,1.602904863117171e-27,2.110951533167144e-23,3.2367060488086684e-07,6.983997550846653e-08,2.023344961563872e-06,2.0518799875292644e-09,4.212307655788262e-06,3.2876523496512897e-06,8.738999026477248e-07,1.2581339009633184e-08,2.0378325406825997e-08,2.421723556510688e-13,6.44939631671612e-07,1.7333080984767933e-12,1.0056133515769853e-10,6.107842483239263e-08
0.00010682926808617474,0.20262382008785665,3.76,0.0,0.658410590540692,0.9999958123957143,1.145144579097815e-07,1.665099151308194e-27,2.1115711647308903e-23,3.237110813856137e-07,7.062495876802986e-08,2.0837465156712252e-06,2.0753387811855818e-09,4.363238458089088e-06,3.3843888711560808e-06,9.05343401023426e-07,1.2722814586701486e-08,2.0380935246515623e-08,2.577013304535278e-13,6.813516419867628e-07,1.8918528898409905e-12,1.0444480518685911e-10,6.290114220515793e-08
0.00010950026926453994,0.20262382251675304,3.76,0.0,0.6584104058506989,0.9999956739337901,1.206073451269673e-07,1.728010669715628e-27,2.1121502916206876e-23,3.2374385176613914e-07,7.141385529391585e-08,2.1441560862126822e-06,2.098912179398566e-09,4.5158635027094945e-06,3.481326101718857e-06,9.371452351042044e-07,1.286499295927405e-08,2.0383049225766097e-08,2.7383063980589745e-13,7.18772143170353e-07,2.0604451512172716e-12,1.0843496134689921e-10,6.47240649306301e-08
0.00011217127044290514,0.20262382496343673,3.76,0.0,0.658410219452927,0.9999955341429981,1.2693171649472224e-07,1.791642137290232e-27,2.1126973673442006e-23,3.2377018973951725e-07,7.220685134213432e-08,2.2045723595282e-06,2.1226056518095575e-09,4.670191467790902e-06,3.57846792711775e-06,9.693071941293737e-07,1.3007908074739181e-08,2.0384749300995073e-08,2.90571795341612e-13,7.57200716221275e-07,2.2394700494369117e-12,1.1253188643411128e-10,6.654715328067341e-08
0.00011484227162127034,0.20262382742808857,3.76,0.0,0.6584100313381308,0.9999953930164368,1.3349368640933928e-07,1.855996630607748e-27,2.1132194929301182e-23,3.2379115779030697e-07,7.300410811500662e-08,2.264994239940289e-06,2.1464239360264418e-09,4.826231406837697e-06,3.6758184793294876e-06,1.0018311451164335e-06,1.3151589302119674e-08,2.038610383706838e-08,3.07936494580629e-13,7.966369921916578e-07,2.429320151294876e-12,1.1673564773137304e-10,6.83703741057887e-08
