Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376)
0.00013499540047161502,0.06151820909382974,3.76,0.0,0.3644263253565262,0.737257009374014,0.33698407626723376,1.1993632342511762e-15,8.501720570545335e-12,0.0007553360618690932,0.000660515776602552,0.048557952614365234,4.735515121038704e-05,0.37913807658964627,0.003702911471257785,0.17495331913177278,2.5894389634504538e-05,1.1134606155647032e-05,1.7406647307031417e-05,0.019390468302032348,0.0026776398063664514,4.4455784138138014e-05,0.04339310325447121,3.436126941215227e-05,0.08843223640985035,3.380021652319525e-06,5.77827400906361e-05,1.1323711416564302e-08,7.997304014001475e-10,6.637253810579718e-07,1.0903371190907215e-06,4.870962198876927e-10,0.001701116142866122,2.9238422018571918e-06,0.006178535738806401,2.1981956701083644e-12,8.64418129068963e-07,1.4842842720127585e-06,6.482212129715078e-11,0.0020462556718223663,3.4734009158935705e-05,1.5446657311058303e-05,2.065401437142473e-12,2.34703682694025e-05,5.373109878227621e-12,2.005106162446692e-14,3.6252686742116533e-09,4.806541888452615e-08,1.5002480299300975e-11,2.6166199930729385e-12,2.8599306332269136e-09,5.4735937549994635e-11,2.647740925305326e-09,4.80797764587483e-06,7.089852335472241e-07,6.807640949042821e-09,8.487717133165549e-09,9.139574492648715e-13,2.8674850877952756e-08,1.0047845471933215e-08,6.211348918243042e-08,2.480106174049244e-10,1.1442834573022828e-08
0.00013552022121645287,0.0615409836151374,3.76,0.0,0.3621580787643106,0.7351701420014196,0.3393861311671067,1.221093747959394e-15,8.617955179248259e-12,0.0007590558512764682,0.000659676925397671,0.048979825896802616,4.742721132051702e-05,0.3802297933322021,0.0037040280518302045,0.17581110662094984,2.577982137642155e-05,1.115366158253264e-05,1.7536915242373815e-05,0.019401535998210515,0.002713118490955703,4.456432763068724e-05,0.04371809307481307,3.46678219208002e-05,0.08972521531752051,3.3914574944539036e-06,5.8104945482486734e-05,1.138121856988551e-08,8.132926397652426e-10,6.739943351376284e-07,1.095889128919626e-06,4.932806692515994e-10,0.0017259055881368025,2.9382035966125387e-06,0.006242341336650188,2.2264414138101018e-12,8.775989430310297e-07,1.4958131785724199e-06,6.54910491746302e-11,0.0020787299996210262,3.5501183777631586e-05,1.5683892095759252e-05,2.0785985487080412e-12,2.3909502940333634e-05,5.488314521469404e-12,2.0375423750872224e-14,3.652036068198346e-09,4.851332470951594e-08,1.5094027274721094e-11,2.632586166029779e-12,2.8772538283944516e-09,5.5328306434515955e-11,2.690403377985045e-09,4.900252172833519e-06,7.16107364315857e-07,6.876027240621659e-09,8.547429466625555e-09,9.314985804335225e-13,2.9168135503732264e-08,1.014883133300348e-08,6.325974517455584e-08,2.5101096360987464e-10,1.1581402990936065e-08
0.00013604504196129073,0.06156374260646561,3.76,0.0,0.3599013915098637,0.7330798949103654,0.3417885790267974,1.2430992580758229e-15,8.734895104514242e-12,0.0007627526359937101,0.0006588241354286998,0.04940213061399396,4.749911115725835e-05,0.3813053310120509,0.003705054836854166,0.1766672420028349,2.5664861949369834e-05,1.1172007016216822e-05,1.766687647111901e-05,0.01941178080717068,0.0027488117411280225,4.4671333829691036e-05,0.04404136412299474,3.497375370544048e-05,0.09102746078168739,3.4027724690210333e-06,5.842404999307389e-05,1.143798418507222e-08,8.269754782753223e-10,6.843402796684042e-07,1.1013695160306098e-06,4.994814148035081e-10,0.0017508443687564606,2.9524052792138967e-06,0.006306188559628506,2.254768644637628e-12,8.908746120930463e-07,1.5072765640613771e-06,6.616032798581449e-11,0.0021115094125415735,3.627929854249043e-05,1.592273878905583e-05,2.091755570613797e-12,2.4353255587927035e-05,5.605097076947658e-12,2.070221752519198e-14,3.6786615350639916e-09,4.8961260926117754e-08,1.5184660248578015e-11,2.6483929212384227e-12,2.894398651055201e-09,5.592162070378717e-11,2.7334328021288757e-09,4.993573300966891e-06,7.232123177199143e-07,6.944248595326441e-09,8.607135251423728e-09,9.492386763005674e-13,2.9665482153813645e-08,1.0249575070505594e-08,6.441882712384414e-08,2.540214880775127e-10,1.1720010103176673e-08
0.00013709468345096646,0.06160921193769071,3.76,0.0,0.3554228478235309,0.7288896711223153,0.34659428795825503,1.2879409611031796e-15,8.970851008169306e-12,0.0007700763556128212,0.000657077872372866,0.0502479427023975,4.764244060998643e-05,0.3834080194225166,0.003706836948270976,0.17837456644601063,2.543384979725505e-05,1.1206574138829186e-05,1.7925828784919856e-05,0.019429800980940482,0.0028208345902654124,4.488069411407853e-05,0.04468259191935452,3.558358152965017e-05,0.0936594922887897,3.4250356012498193e-06,5.9052795188204966e-05,1.1549260199069195e-08,8.546989924684692e-10,7.052599854942798e-07,1.1121124706458754e-06,5.119283021944572e-10,0.0018011614777469975,2.9803210264047004e-06,0.006433979205546759,2.3116520297438543e-12,9.177071317550434e-07,1.5300008579113744e-06,6.74996259002183e-11,0.002177982617901909,3.786847065925477e-05,1.6405198509361557e-05,2.117945644226594e-12,2.525456343441315e-05,5.8434110268677955e-12,2.1362966712244947e-14,3.731469701042903e-09,4.985702845710022e-08,1.5363129001706767e-11,2.679518553365458e-12,2.928142641758781e-09,5.71108304610557e-11,2.820580941793091e-09,5.183351884908395e-06,7.373659343141467e-07,7.080150806915489e-09,8.726515175596243e-09,9.853151018635362e-13,3.0672171116090904e-08,1.0450268780420981e-08,6.677547801770254e-08,2.600719268802937e-10,1.1997246737726785e-08
0.0001381443249406422,0.061654612981870735,3.76,0.0,0.3509909819446526,0.7246871610808788,0.35140047268093294,1.3338983940711016e-15,9.209505075025345e-12,0.000777305573992475,0.0006552792169312724,0.051095206676505404,4.77851574384963e-05,0.38544646528141546,0.0037082537833144913,0.18007531269383786,2.5201510717781574e-05,1.1238321119678796e-05,1.818340428993808e-05,0.01944452764749539,0.0028936933270016624,4.508378461921794e-05,0.04531647606720309,3.619040570356466e-05,0.09632779822818203,3.4468027215339334e-06,5.96686593215988e-05,1.165747986983898e-08,8.828925841818852e-10,7.26477937436281e-07,1.1225602364110958e-06,5.244298319390309e-10,0.0018520502593947928,3.0075727484675296e-06,0.006561850389815587,2.368814455791922e-12,9.449086901689387e-07,1.5524455637580894e-06,6.883939055334565e-11,0.0022456731080328766,3.950174825426379e-05,1.6893894974135043e-05,2.1439642017767025e-12,2.6174180273022188e-05,6.088078885555844e-12,2.2033032980125623e-14,3.783659324866423e-09,5.0752327840618875e-08,1.5537778564481565e-11,2.7099780554255918e-12,2.961142000312521e-09,5.83030552844419e-11,2.9091609369711375e-09,5.377304610623469e-06,7.514366314455923e-07,7.2152568273635015e-09,8.845832502194053e-09,1.0221850565002473e-12,3.169452258836583e-08,1.0649792722298243e-08,6.91834352912593e-08,2.6615961001123426e-10,1.2274357751177075e-08
0.00013919396643031793,0.06169994165775979,3.76,0.0,0.3466060533235732,0.7204731938098424,0.35620640433298784,1.3809809813050387e-15,9.450769420636013e-12,0.0007844386843779063,0.0006534303398969988,0.05194374212692396,4.792727426264202e-05,0.3874210278655048,0.0037093015241939048,0.1817695011316423,2.4967997634524104e-05,1.1267263335822058e-05,1.843950323614434e-05,0.01945596033001112,0.0029673724024670283,4.528052528585425e-05,0.04594271481331922,3.679387931532316e-05,0.09903182306481777,3.4680656698662256e-06,6.027133590675801e-05,1.1762586237626401e-08,9.115471975047892e-10,7.479871717460798e-07,1.132707321287307e-06,5.369788557007523e-10,0.0019034930496990093,3.0341441988800223e-06,0.006689744976930951,2.4262241133675805e-12,9.724719288910654e-07,1.5745994774087224e-06,7.017899884785672e-11,0.0023145780136793067,4.117931906482593e-05,1.7388682472315986e-05,2.1698037099115318e-12,2.7111980634652208e-05,6.339122893569249e-12,2.2712124931142907e-14,3.8351967937550006e-09,5.1646763533776466e-08,1.5708504830336574e-11,2.7397532714137962e-12,2.9933768869356245e-09,5.949778138296076e-11,2.999146537135218e-09,5.575419769511106e-06,7.654150694484647e-07,7.349476977746279e-09,8.965062188827084e-09,1.0598463153529105e-12,3.273211871885252e-08,1.0848014602809638e-08,7.164265247886956e-08,2.722821615779879e-10,1.2551157618604222e-08
0.00014024360791999366,0.06174519390137276,3.76,0.0,0.34226829388507746,0.7162486037733964,0.3610113555858511,1.4291973019158033e-15,9.694551336740406e-12,0.0007914741204559134,0.0006515333540382032,0.0527933704835544,4.806879859095581e-05,0.3893321010987925,0.0037099765687758465,0.18345715204917254,2.4733458912794066e-05,1.1293417911209705e-05,1.8694026147078613e-05,0.01946409934328285,0.0030418557553416213,4.5470836578233726e-05,0.0465610154615957,3.739365606527467e-05,0.1017709889488365,3.4888164665665987e-06,6.0860528640550026e-05,1.1864525030702443e-08,9.406530797026957e-10,7.697803231439309e-07,1.142548493377873e-06,5.495681343655048e-10,0.00195547175204201,3.060019605716304e-06,0.006817606042192846,2.4838487872898366e-12,1.0003891266676067e-06,1.596451786566714e-06,7.15178297505268e-11,0.002384693771607894,4.290133523311352e-05,1.7889411233890102e-05,2.1954565542500524e-12,2.8067825268034314e-05,6.59656028081603e-12,2.339993616485241e-14,3.886048770680369e-09,5.253993826248585e-08,1.587520769344563e-11,2.7688267431507767e-12,3.0248282492438275e-09,6.069449316796602e-11,3.090509667253053e-09,5.777682756094626e-06,7.792920320418854e-07,7.482722763875076e-09,9.084178529528688e-09,1.0982961028440481e-12,3.378451933670966e-08,1.104480387268173e-08,7.415304219555889e-08,2.784371540377132e-10,1.2827462279785856e-08
0.0001412932494096694,0.06179036567343518,3.76,0.0,0.3379779086729394,0.712014230354785,0.3658146006858233,1.478554757793891e-15,9.940753175364437e-12,0.0007984103568631258,0.0006495903146680789,0.053643915059578585,4.820973294188459e-05,0.3911801124116457,0.0037102755410103063,0.18513828541398478,2.449803840840302e-05,1.1316803682769714e-05,1.894687388404969e-05,0.019468945882781568,0.003117126822055746,4.565463968785945e-05,0.04717109458979271,3.798939060330489e-05,0.10454469624947413,3.509047323608379e-06,6.143595170192111e-05,1.1963244720904424e-08,9.70199781918829e-10,7.918496263420601e-07,1.1520787862455268e-06,5.621903458500052e-10,0.002007967858191856,3.08518369683168e-06,0.006945376929680188,2.5416558921189337e-12,1.0286521984553313e-06,1.6179920768790663e-06,7.28552649507583e-11,0.002456016120901782,4.466791279562036e-05,1.839592758389463e-05,2.22091503709579e-12,2.9041561304156514e-05,6.860403185353792e-12,2.4096145504594158e-14,3.936182236236509e-09,5.343145332777584e-08,1.6037791154064833e-11,2.7971817286114057e-12,3.0554778421609413e-09,6.189267370488863e-11,3.183220449205606e-09,5.984076096396328e-06,7.930584370365143e-07,7.614906979104978e-09,9.203155134069314e-09,1.137531098069239e-12,3.4851262341534805e-08,1.124003187827594e-08,7.671447520590176e-08,2.8462210873934706e-10,1.3103089402350621e-08
0.00014234289089934513,0.06183545294959137,3.76,0.0,0.333735076463526,0.7077709173316516,0.3706154155214781,1.529059796642193e-15,1.0189272463711196e-11,0.0008052459096957702,0.0006476032201902074,0.05449520109352756,4.8350074976194256e-05,0.3929655216369912,0.0037101953005191242,0.18681292066776084,2.4261875520008238e-05,1.1337441164162691e-05,1.919794772202839e-05,0.019470502108975628,0.0031931685474618863,4.583185673943969e-05,0.04777267824713973,3.8580738885808935e-05,0.10735232410033299,3.5287506563237776e-06,6.199733005157321e-05,1.2058696578413742e-08,1.0001761606027295e-09,8.14186918276255e-07,1.1612935041554845e-06,5.748380934132032e-10,0.002060962469162995,3.109621724867225e-06,0.007073001308065984,2.5996125096121714e-12,1.057252694105789e-06,1.639210337090255e-06,7.419068949887713e-11,0.00252854010018996,4.647913125448943e-05,1.8908074093853322e-05,2.246171376214388e-12,3.00330224322992e-05,7.130658577611153e-12,2.480041723468355e-14,3.9855645321808374e-09,5.432090897237772e-08,1.6196163415732896e-11,2.8248022188873783e-12,3.085308246472906e-09,6.309180514858417e-11,3.2772472278558613e-09,6.194579479273766e-06,8.067053473651365e-07,7.745943810249038e-09,9.321964914835262e-09,1.177547440753289e-12,3.593186414860882e-08,1.1433572017680173e-08,7.932677948083344e-08,2.908344965805626e-10,1.3377858625424887e-08
0.00014444217387869657,0.061925357996240375,3.76,0.0,0.32539265829374775,0.699260866374168,0.38020686676675636,1.6335327743910846e-15,1.0692829141407817e-11,0.0008186092393109702,0.0006435045782023843,0.05619930835454009,4.862894921399213e-05,0.39635052879281385,0.0037088858509512082,0.19014277092649726,2.378785820771105e-05,1.1370561469715103e-05,1.9694381322277148e-05,0.01946375755512561,0.0033474933641816375,4.6166227021562036e-05,0.04894931174095264,3.9748909169893375e-05,0.11306675518505051,3.5665454970919224e-06,6.307690815073765e-05,1.2239616172389334e-08,1.0613699241752228e-09,8.59630845195471e-07,1.1787588148182e-06,6.001802866370941e-10,0.0021683697804065817,3.1562633684964603e-06,0.007327587153904006,2.715841170957807e-12,1.1154303266328787e-06,1.6806427654247168e-06,7.685306732627577e-11,0.0026771695921596443,5.0235624274695444e-05,1.9948610004804938e-05,2.2960460710435215e-12,3.206838866631643e-05,7.69040849970446e-12,2.6231734117635225e-14,4.081947044725407e-09,5.609203955525268e-08,1.6499928752160822e-11,2.8777794448823995e-12,3.1424460515185572e-09,6.549084737429357e-11,3.469113445939322e-09,6.627821157064709e-06,8.336057254506855e-07,8.004239650157453e-09,9.558972094208478e-09,1.259906071351072e-12,3.813260532638757e-08,1.1815093455838882e-08,8.47030944071036e-08,3.0333120739774794e-10,1.3924113208548433e-08
0.000146541456858048,0.06201487714477576,3.76,0.0,0.31724196695489637,0.6907252681531082,0.3897799532829432,1.7426439886229426e-15,1.1204304372788402e-11,0.0008315530863358967,0.0006392523001582641,0.05790433424467411,4.890531042658745e-05,0.39949140753039625,0.003706028150249881,0.19344684097855294,2.331243508434276e-05,1.1392975017585279e-05,2.0182548323454415e-05,0.0194439053118755,0.0035046843820977012,4.6473350850748824e-05,0.05008892051572903,4.08954544993394e-05,0.11890891273440235,3.6021448227392704e-06,6.409728942419065e-05,1.2406951832726758e-08,1.1241315051673865e-09,9.060389772505565e-07,1.194912454490736e-06,6.255343674450669e-10,0.0022775354947676477,3.199837955009458e-06,0.007580921505254563,2.8322662112283066e-12,1.1748471062606659e-06,1.7206772025809896e-06,7.950013480869542e-11,0.002830528492296434,5.4170707249910985e-05,2.1009690309881182e-05,2.345016693529505e-12,3.417233222579996e-05,8.275760091679965e-12,2.7690922211010025e-14,4.174943910224165e-09,5.785012302868265e-08,1.6785856892855583e-11,2.927645621872609e-12,3.1961194915873496e-09,6.788747567154442e-11,3.665820731352728e-09,7.077189974904118e-06,8.599249697867123e-07,8.256955464829643e-09,9.794968990150419e-09,1.3453305945144221e-12,4.0382463985953996e-08,1.2188402033172603e-08,9.027972128271804e-08,3.159060772365889e-10,1.4464831548193364e-08
0.00014864073983739945,0.062103978669168364,3.76,0.0,0.30928354776132877,0.6821709741346249,0.3993289533572618,1.8564000787455348e-15,1.1722704717754547e-11,0.0008440671235971337,0.0006348603889580114,0.05960895417060786,4.917897871748815e-05,0.40239289065319395,0.0037016064427522473,0.1967252496829728,2.283656655069386e-05,1.1404902283392583e-05,2.0661681841006583e-05,0.019411005454187454,0.003664588713038108,4.6752659808238484e-05,0.051189671418827236,4.2017707278623135e-05,0.12487312636543699,3.6354964664633197e-06,6.50566911093392e-05,1.2560419391492038e-08,1.1883473249761492e-09,9.53332111490171e-07,1.2097270740567324e-06,6.508393496563738e-10,0.0023882965699277667,3.2402487820326477e-06,0.007832570974638272,2.948616234714582e-12,1.2354222883633736e-06,1.7592484525976874e-06,8.212715749739336e-11,0.002988551791067508,5.828367121478914e-05,2.2089936259287548e-05,2.393018012961097e-12,3.634305988645508e-05,8.886577144815674e-12,2.917480651896082e-14,4.264311323142381e-09,5.959195739222762e-08,1.7053373769898333e-11,2.9743006377413287e-12,3.246220647568177e-09,7.027755997247696e-11,3.867055308164944e-09,7.542425310458222e-06,8.85597857897644e-07,8.5034649920772e-09,1.0029712865302732e-08,1.433771471889833e-12,4.267685347886242e-08,1.2552573651976224e-08,9.60536560144392e-08,3.2853715646258e-10,1.499866524436039e-08
0.00015074002281675089,0.0621926310808284,3.76,0.0,0.3015175820332153,0.6736048507983615,0.4088481856520988,1.9747844956394334e-15,1.2246962255756472e-11,0.0008561417359822207,0.0006303420015536149,0.06131187823686258,4.944970970320803e-05,0.40506012373906997,0.0036956095061950827,0.199978092374968,2.236114727763169e-05,1.1406586640379809e-05,2.1131029488895048e-05,0.01936514071946717,0.0038270468687440504,4.70036201313205e-05,0.05224989773986669,4.3113057100909645e-05,0.13095344627590122,3.666552616648276e-06,6.595352931224734e-05,1.269978369841924e-08,1.25389344046621e-09,1.0014251882568688e-06,1.2231800611967276e-06,6.760338998467743e-10,0.0025004858400517025,3.2774096831229564e-06,0.008082112536538037,3.0646183124488204e-12,1.29706935555846e-06,1.7962980472094e-06,8.472951428141679e-11,0.003151163280073568,6.257320263352171e-05,2.318792410739223e-05,2.4399836204612203e-12,3.8578584960370184e-05,9.522636111879029e-12,3.0680015830403146e-14,4.349815476584739e-09,6.131435744093097e-08,1.730198020248057e-11,3.017657441565518e-12,3.292656255981057e-09,7.265699874986343e-11,4.072478649554128e-09,8.023225326599848e-06,9.105624414967496e-07,8.743173408335932e-09,1.0262949357359322e-08,1.5251713296883583e-12,4.501090133383097e-08,1.2906730518557552e-08,1.0202113325398786e-07,3.412018010646057e-10,1.552431852051917e-08
0.00015283930579610233,0.0622808029923768,3.76,0.0,0.2939439049800073,0.6650337597889391,0.418332016547263,2.0977551720460335e-15,1.2775937344531353e-11,0.0008677680359175051,0.0006257094737256507,0.06301185248781895,4.971719929567568e-05,0.40749863018946614,0.003688030835127707,0.20320543741334582,2.188700820597628e-05,1.1398292877433206e-05,2.1589856252999273e-05,0.01930641849135613,0.003991893269503045,4.72257391856272e-05,0.053268102508155224,4.4178963512787184e-05,0.13714366609787898,3.695270162842134e-06,6.678642637004944e-05,1.2824859619780354e-08,1.320636006915653e-09,1.0502275735879216e-06,1.2352536354979394e-06,7.010566370858051e-10,0.002613932758356524,3.311245631614799e-06,0.00832913514116038,3.1799993117273307e-12,1.359696121061584e-06,1.8317742544134164e-06,8.73027161229016e-11,0.0033182756653266487,6.703738503673884e-05,2.4302190276972152e-05,2.485846094493273e-12,4.0876736128431526e-05,1.0183625565966426e-11,3.2202999155375294e-14,4.431233974810973e-09,6.301416689824635e-08,1.7531253597883904e-11,3.057642340211346e-12,3.335348024012702e-09,7.502173354950911e-11,4.281729138259044e-09,8.519248743608835e-06,9.347603183221263e-07,8.975519938816102e-09,1.049441270940145e-08,1.6194652955666636e-12,4.737947429957155e-08,1.3250044990886262e-08,1.0817760745458716e-07,3.5387673138467593e-10,1.604055401731296e-08
0.00015493858877545377,0.06236846324547364,3.76,0.0,0.28656202330994507,0.656464537588683,0.4277748686126473,2.2252430405105154e-15,1.3308422737993045e-11,0.000878937878822537,0.0006209743461911653,0.06470766012234822,4.998108862991392e-05,0.4097142763630299,0.003678868785798261,0.20640732342088225,2.1414918684799632e-05,1.138030566215662e-05,2.203744752133298e-05,0.019234972534621846,0.004158956793547185,4.741857169410383e-05,0.054242960926932295,4.521296888966935e-05,0.14343734697133598,3.7216110212728434e-06,6.755421723603532e-05,1.293551275713191e-08,1.3884318559314449e-09,1.0996434047474957e-06,1.2459349165801107e-06,7.25846443964952e-10,0.002728464150053572,3.341693258441273e-06,0.008573241259676637,3.294487268502235e-12,1.4232048823100656e-06,1.8656320557618103e-06,8.98424240429227e-11,0.0034897907379178375,7.167370478827435e-05,2.543123660038921e-05,2.530537231286008e-12,4.3235167010658214e-05,1.0869146215969882e-11,3.3740044401360206e-14,4.508357210331375e-09,6.468827136064486e-08,1.774084921716322e-11,3.094195219013903e-12,3.3742328578073995e-09,7.736776361800595e-11,4.49442391045291e-09,9.03011677798403e-06,9.58136889271868e-07,9.199980326503113e-09,1.0723826274470996e-08,1.7165813671705086e-12,4.977720574293151e-08,1.3581743217733493e-08,1.145177389409807e-07,3.665381017208549e-10,1.65461981608205e-08
0.0001570378717548052,0.06245558086493584,3.76,0.0,0.27937113255355156,0.6479039749065175,0.43717123009682946,2.3571503221197974e-15,1.3843148283501087e-11,0.0008896438771895742,0.0006161473927689429,0.06639812267318979,5.024096910921508e-05,0.41171323693830025,0.0036681266803131004,0.20958375720119998,2.094558864076157e-05,1.1352927919452677e-05,2.2473112075697738e-05,0.019150964453698748,0.004328061363827537,4.758172571227994e-05,0.05517332190409463,4.6212711104678096e-05,0.14982784267550853,3.7455424335785896e-06,6.825595467287385e-05,1.3031659871069239e-08,1.4571291687764387e-09,1.1495719819484955e-06,1.2552159637897592e-06,7.50342776529045e-10,0.002843904969780241,3.368701295529494e-06,0.008814048346125567,3.4078127508667917e-12,1.4874926130317478e-06,1.8978330808094228e-06,9.234446615610598e-11,0.0036655996030556756,7.647906100803037e-05,2.6573535596448853e-05,2.5739883094661356e-12,4.5651366425063076e-05,1.1578711427754484e-11,3.5287298664823346e-14,4.580989685775283e-09,6.633361106135364e-08,1.793050089381956e-11,3.127269667022863e-12,3.40926298497426e-09,7.969116031369938e-11,4.71016088860025e-09,9.555415219760082e-06,9.806415799613497e-07,9.416068959525687e-09,1.0950903179552443e-08,1.8164408070268063e-12,5.2198525427805075e-08,1.3901108275077367e-08,1.210353835871792e-07,3.791615784550803e-10,1.704014573588836e-08
0.00015913715473415664,0.06254212511520567,3.76,0.0,0.27237013409193034,0.6393587959510454,0.44651566533669634,2.493348303332076e-15,1.4378786371468047e-11,0.000899879414411458,0.0006112386489532347,0.06808210114216463,5.0496387654129085e-05,0.4135019606315333,0.003655812869496194,0.2127347123295822,2.0479670779532232e-05,1.1316479186199145e-05,2.2896185113477795e-05,0.0190545848472964,0.004499026569254137,4.771486833237838e-05,0.05605820863311627,4.71759362411396e-05,0.1563083256896363,3.7670372467894346e-06,6.889091339876095e-05,1.3113269038316054e-08,1.5265682649621944e-09,1.19990822114956e-06,1.2630937902357282e-06,7.744859751556328e-10,0.0029600790581513735,3.392230929715207e-06,0.00905119020158886,3.519710222023996e-12,1.5524512202281363e-06,1.928345511246893e-06,9.48048536331007e-11,0.0038455829693991883,8.144977969907275e-05,2.7727535763999877e-05,2.616130414457379e-12,4.812266929776948e-05,1.231174837593207e-11,3.684079063434889e-14,4.648951289116338e-09,6.794719360816464e-08,1.810002133244735e-11,3.156833029058411e-12,3.4404059932481028e-09,8.198808144335068e-11,4.92852095975233e-09,1.0094696634692608e-05,1.002228035659872e-06,9.623340742931617e-09,1.1175347205973925e-08,1.9189585611657416e-12,5.4637691512518533e-08,1.4207482926020157e-08,1.277235888296109e-07,3.91722431254784e-10,1.7521363900059822e-08
0.00016123643771350808,0.06262806554018412,3.76,0.0,0.26555765193209624,0.6308356377472827,0.45580282596086935,2.633676546404293e-15,1.4913959079819896e-11,0.0009096386580318859,0.0006062574419821221,0.06975849708395582,5.0746852105548866e-05,0.4150871363207715,0.0036419407517127365,0.21586012838582602,2.0017762885719506e-05,1.127129390044473e-05,2.330603137278869e-05,0.018946054142474616,0.00467166831745207,4.781773092770982e-05,0.05689681821006708,4.810051096308914e-05,0.16287181405387294,3.7860741566398312e-06,6.945859289821997e-05,1.3180359462137498e-08,1.596582495277495e-09,1.2505431723373949e-06,1.2695703434116997e-06,7.982175837650065e-10,0.00307680989345371,3.4122560617819923e-06,0.009284318230951492,3.6299194317090988e-12,1.617967855588251e-06,1.9571439550987613e-06,9.721979545492422e-11,0.00402961149906003,8.658163200227152e-05,2.8891666897587082e-05,2.6568948197456154e-12,5.0646268177872334e-05,1.3067599778128141e-11,3.8396454629767685e-14,4.712078485929317e-09,6.952610761429271e-08,1.8249301866414996e-11,3.1828663633275587e-12,3.467644761877228e-09,8.425478540227265e-11,5.149070326306951e-09,1.0647482676094423e-05,1.02285429370606e-06,9.821392754204183e-09,1.1396853990392783e-08,2.024043698597203e-12,5.7088824396064175e-08,1.4500272061844807e-08,1.3457459614750892e-07,4.041956340528774e-10,1.7988895494004123e-08
0.00016333572069285952,0.06271337201385967,3.76,0.0,0.2589320492777366,0.6223410296642408,0.46502746272483775,2.7779426963563965e-15,1.5447245811240456e-11,0.0009189165709256266,0.0006012124224803216,0.07142625363210683,5.099183664178153e-05,0.41647565962693556,0.0036265287501163067,0.2189599107742244,1.956041007946229e-05,1.1217719676317007e-05,2.370204806751544e-05,0.01882562310100659,0.004845799514743471,4.789011392076929e-05,0.05768852030310797,4.898443406017063e-05,0.16951119886239352,3.802637910523165e-06,6.995871867210784e-05,1.3233000950320148e-08,1.6669991988104498e-09,1.3013645669882108e-06,1.274652453821813e-06,8.214806551020061e-10,0.0031939213344382433,3.428763464878387e-06,0.009513102585352881,3.738186745535905e-12,1.6839252714122994e-06,1.984209287661897e-06,9.958571178399982e-11,0.004217546216570464,9.18698563614283e-05,3.006434540372326e-05,2.696213389143036e-12,5.321922531455407e-05,1.384552618003481e-11,3.995015545695222e-14,4.770225398483393e-09,7.1067535711453e-08,1.837831164794713e-11,3.2053643001178276e-12,3.4909772847441262e-09,8.648764479858219e-11,5.371362935708061e-09,1.1213266480499238e-05,1.0424829170259484e-06,1.0009865525288046e-08,1.1615112343917123e-08,2.131599866727149e-12,5.954594180663168e-08,1.4778944593806338e-08,1.4157984851482327e-07,4.1655597240031135e-10,1.844186170995686e-08
0.00016543500367221096,0.06279801480117712,3.76,0.0,0.2524914449233646,0.6138813733268804,0.47418443780825775,2.9259202210865383e-15,1.5977190760156713e-11,0.0009277089217287319,0.0005961115958129622,0.073084356458812,5.123078735836842e-05,0.417674600032554,0.003609600250544414,0.222033931080602,1.9108107141695493e-05,1.1156115558636143e-05,2.408366765550344e-05,0.018693572994109578,0.00502123076773113,4.793189112277393e-05,0.05843285489853957,4.98258476566329e-05,0.17621927220026223,3.81671948997429e-06,7.039124230387642e-05,1.3271313100884735e-08,1.7376407692909763e-09,1.3522574073935227e-06,1.2783517554700037e-06,8.44220046108402e-10,0.00331123834919428,3.4417528489905816e-06,0.009737233183120659,3.844266428262465e-12,1.75020223772957e-06,2.0095284679827e-06,1.0189924598770124e-10,0.004409238974961355,9.730918434222824e-05,3.12439796086292e-05,2.734019009684789e-12,5.583848522106402e-05,1.4644708833017145e-11,4.1497714995094933e-14,4.823264788902694e-09,7.2568766410258e-08,1.848709646066908e-11,3.224334834654481e-12,3.5104164161204408e-09,8.868315971113656e-11,5.594943023265046e-09,1.1791515148931685e-05,1.061081090072538e-06,1.0188443963794592e-08,1.1829805688412852e-08,2.2415257630397923e-12,6.200299535121121e-08,1.5043034813114623e-08,1.4873000503620465e-07,4.287781610355468e-10,1.887946412288515e-08
