Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218)
0.000529803219591141,0.10015816601871991,3.76,0.0,0.14432561493329382,0.4489484258285301,0.652409092411888,2.1050052483022645e-17,1.070328199783499e-13,0.0008068037229775019,0.0003657589249849701,0.09611591289579423,4.060267651173837e-05,0.4027422447946729,0.0027178774355392644,0.26758666168141293,8.197675850101927e-06,6.678339019542191e-06,1.8964185880778583e-05,0.015934667923840833,0.006785457599266438,3.305441244049556e-05,0.06281869719890619,4.2869437125549176e-05,0.33604561327275545,2.9172658935070384e-06,5.1144841116537284e-05,6.9730694477623e-09,1.3400480455718362e-09,1.5901310531513624e-06,6.971339339418791e-07,4.344341773276085e-10,0.004354748598583185,2.662146579824115e-06,0.013359960369679773,2.105475440150466e-12,1.8309240480902203e-06
0.0005309785917587031,0.10018232742413782,3.76,0.0,0.14359700803603542,0.4473612336983289,0.6540849153095314,2.024429393789452e-17,1.0761705337821307e-13,0.0008069290862958633,0.0003649920084836013,0.09640336935736094,4.062307341928688e-05,0.4024352413451514,0.0027104475090872953,0.26812520270447815,8.149783072249203e-06,6.6541611034534225e-06,1.8978723929516638e-05,0.015869864913647856,0.006815704888087648,3.298527978197054e-05,0.06278794041186829,4.286620110804307e-05,0.3376976884893651,2.9132997635025923e-06,5.105621260666436e-05,6.952138860572454e-09,1.345189055755555e-09,1.5959466673557628e-06,6.950399856391957e-07,4.3488611252881193e-10,0.004374602363971811,2.6548577653701735e-06,0.013381981868939971,2.1081785139022953e-12,1.8398093434221668e-06
0.0005321539639262652,0.10020640808345896,3.76,0.0,0.14287418960815476,0.4457799793844151,0.6557541162484631,2.0625488487910906e-17,1.0819839819103636e-13,0.0008070378556320748,0.00036422536132050236,0.0966898654221537,4.064289901887134e-05,0.4021257417594022,0.0027029935996240487,0.26866231750787933,8.102151910767915e-06,6.629944765051622e-06,1.8992688989079098e-05,0.015804898973540538,0.006845872294744207,3.291534787116363e-05,0.06275562955595558,4.286120976751409e-05,0.3393468028824791,2.9092649536173935e-06,5.0966074943798054e-05,6.931030543507758e-09,1.3502698673138463e-09,1.6016973896679232e-06,6.929282590060287e-07,4.3531768200193937e-10,0.004394387623899648,2.6474937905315633e-06,0.013403642256586839,2.1107885249019344e-12,1.8486472797988281e-06
0.0005333293360938274,0.10023040775118716,3.76,0.0,0.1421571206090663,0.4442046830157952,0.6574166775413548,2.1654623823386347e-17,1.0877683912800009e-13,0.0008071300984790428,0.00036345898868004597,0.09697539896136852,4.066215022029204e-05,0.4018138066337668,0.0026955164306520737,0.26919800175947123,8.054781862556257e-06,6.605692374292502e-06,1.9006082351175562e-05,0.015739776921294007,0.006875958760492514,3.284462631465466e-05,0.06272178185676595,4.285447336832612e-05,0.34099290043815744,2.905162190865801e-06,5.087444844867968e-05,6.909748269075125e-09,1.3552900475306256e-09,1.6073826846902e-06,6.907991317193593e-07,4.357289255799698e-10,0.004414103582821157,2.6400560438278094e-06,0.013424942621835996,2.113305638692665e-12,1.8574370346796015e-06
0.0005343871710446333,0.10025193802528798,3.76,0.0,0.14151664203452077,0.44279202629563297,0.6589072917961387,2.1237595698165862e-17,1.0929413906541353e-13,0.0008071990456246171,0.00036276949312696004,0.0972315545142949,4.067898309359577e-05,0.4015310322045402,0.002688767686480281,0.269678890927522,8.012371624931595e-06,6.583836290000706e-06,1.9017647848453192e-05,0.015681039215188215,0.0069029665150252655,3.2780309818124194e-05,0.06269001919916861,4.284692795271153e-05,0.34247176324408646,2.901412231758654e-06,5.0790729163130205e-05,6.890448611846351e-09,1.359756066875645e-09,1.6124431336958207e-06,6.888683522771382e-07,4.360816823287267e-10,0.004431788047768092,2.6333001390209264e-06,0.013443806068935691,2.115491678837495e-12,1.8653059881017374e-06
0.0005354450059954392,0.10027340236139477,3.76,0.0,0.14088076050000653,0.44138422467579363,0.6603925023684191,2.10339849367028e-17,1.0980867473509914e-13,0.0008072547171547831,0.0003620802287375645,0.09748692738033449,4.069534637727318e-05,0.4012463768499244,0.0026820012075467648,0.2701586148030379,7.97017208323595e-06,6.561954529091601e-06,1.9028752865505806e-05,0.015622185500074035,0.006929907118802305,3.271536874732708e-05,0.06265703829922677,4.283798540851627e-05,0.34394809810713367,2.8976082998332514e-06,5.0705835928631596e-05,6.871013857836881e-09,1.3641723241369358e-09,1.6174499229638477e-06,6.869240598069974e-07,4.3641806578077774e-10,0.004449415186960901,2.6264866106675358e-06,0.013462379675176803,2.1176028555317294e-12,1.8731346974779033e-06
0.0005365028409462452,0.10029480060572124,3.76,0.0,0.14024944762747718,0.43998129122541657,0.661872297828814,2.2156462443709898e-17,1.1032065568596439e-13,0.0008072971658728839,0.00036139119888241046,0.097741516215699,4.0711237884909725e-05,0.40095988350435874,0.0026752175164227775,0.2706371703373664,7.928182825457321e-06,6.5400487642839385e-06,1.9039399241303254e-05,0.015563220697978948,0.006956779837353493,3.2649810294639836e-05,0.06262285178736562,4.282765339711867e-05,0.34542186588242496,2.8937509244744075e-06,5.0619783496103355e-05,6.851446748822227e-09,1.36853851163185e-09,1.6224026976664162e-06,6.849665287845275e-07,4.3673813366497154e-10,0.004466984449920464,2.6196164729261584e-06,0.013480664323322424,2.1196394149674718e-12,1.880922566180806e-06
0.0005375606758970511,0.10031613260768885,3.76,0.0,0.13962267506847473,0.4385832385686833,0.6633466671556617,2.2735770518580902e-17,1.1082959443315675e-13,0.0008073264457745489,0.00036070240756527533,0.09799531973375489,4.072665592472722e-05,0.4006715947502362,0.002668417133876458,0.27111455451433014,7.886403426831858e-06,6.518120625183864e-06,1.9049587426171714e-05,0.015504149714986896,0.006983583946786354,3.2583641710249496e-05,0.06258747230944578,4.281594065704994e-05,0.346893027901863,2.8898406868442198e-06,5.05325872890314e-05,6.831750023957684e-09,1.372854421809741e-09,1.627301124889269e-06,6.829960334172924e-07,4.370419086050068e-10,0.004484495294412904,2.6126907357834525e-06,0.013498660919846224,2.1216014518798473e-12,1.888669051492544e-06
0.000538618510847857,0.10033739822121572,3.76,0.0,0.13900041450790637,0.4371900788695932,0.6648155997513717,2.1658710794586626e-17,1.1133540386875413e-13,0.0008073426125692645,0.00036001385929199873,0.09824833670714786,4.0741598725294876e-05,0.4003815528013679,0.002661600578109509,0.2715907643532697,7.844833473621608e-06,6.496171738382039e-06,1.9059318749097207e-05,0.01544497744004632,0.007010318733786242,3.251687030034931e-05,0.06255091252340537,4.280285550195742e-05,0.3483615459969525,2.8858780823022333e-06,5.044426269896476e-05,6.811926418923537e-09,1.3771197548854973e-09,1.6321449477666337e-06,6.810128475598194e-07,4.373294403814538e-10,0.004501947186654896,2.6057104122622337e-06,0.013516370395632471,2.123489178885195e-12,1.8963736064438962e-06
0.0005396763457986629,0.1003585973044145,3.76,0.0,0.13838263766500516,0.43580182382044785,0.6662790854537929,2.1420741120471804e-17,1.1183846461352619e-13,0.0008073457219344296,0.00035932555772817134,0.09850056596953762,4.075606419277533e-05,0.40008979949587353,0.002654768366829411,0.2720657969097211,7.803472543973796e-06,6.474203729996877e-06,1.9068595791179587e-05,0.015385708743645043,0.007036983496694425,3.24495034119104e-05,0.06251318509820611,4.278840566321523e-05,0.3498273825101961,2.881863604773438e-06,5.035482453157222e-05,6.791978661884414e-09,1.3813341896690555e-09,1.6369338725334232e-06,6.79017244313353e-07,4.3760081208561634e-10,0.004519339602033005,2.598676516875384e-06,0.013533793706589881,2.125302953119056e-12,1.904035643075562e-06
0.0005407341807494688,0.10037972972068329,3.76,0.0,0.1377693163010379,0.434418484579437,0.667737114593652,2.2870961614476485e-17,1.1233854690128936e-13,0.0008073358297813445,0.0003586375062773982,0.09875200642310795,4.077005062707449e-05,0.3997963762429358,0.0026479210166985775,0.27253964928069463,7.762320186591163e-06,6.452218191672784e-06,1.9077419921879733e-05,0.015326348474135849,0.0070635775473384555,3.23815484239572e-05,0.0624743027142422,4.277259992909804e-05,0.35129050036526377,2.877797844282915e-06,5.026428794055988e-05,6.771909471052857e-09,1.385497553544639e-09,1.6416675632035986e-06,6.770094957805326e-07,4.3785607337916923e-10,0.004536672026344787,2.5915900603961377e-06,0.013550931836377242,2.1270429875869863e-12,1.9116546140041693e-06
0.0005417920157002748,0.10040079533585762,3.76,0.0,0.13716042221265998,0.43304007192318145,0.669189677855679,2.3498509861623702e-17,1.1283539133627997e-13,0.0008073129939849346,0.00035794970939440095,0.09900265701866011,4.078355662083492e-05,0.3995013241363785,0.0026410590411864773,0.27301231859539055,7.721375942786453e-06,6.430216698839474e-06,1.9085792040356896e-05,0.015266901463031574,0.007090100206467912,3.231301278453904e-05,0.06243427805596406,4.27554474979645e-05,0.35275086291071883,2.87368134591158e-06,5.017266854583004e-05,6.75172156411e-09,1.3896096180239037e-09,1.6463457677092837e-06,6.749898740060617e-07,4.3809526442150805e-10,0.004553943952450318,2.5844520536314834e-06,0.01356778578796622,2.1287094545325667e-12,1.9192300087253234e-06
0.0005428498506510807,0.10042179402142741,3.76,0.0,0.1365559272387786,0.431666596171768,0.670636766349177,2.2424009894478494e-17,1.1332915004146535e-13,0.000807277273324218,0.00035726217142323656,0.09925251676556308,4.0796580530283784e-05,0.3992046838945126,0.002634182951941481,0.2734838020218115,7.680639359646361e-06,6.408200826513214e-06,1.90937140838048e-05,0.015207372521026122,0.0071165508059337,3.224390398751579e-05,0.06239312381090182,4.273695699726872e-05,0.3542084340034709,2.8695146183049108e-06,5.007998163736575e-05,6.7314176522850145e-09,1.393670096050804e-09,1.6509682611091753e-06,6.729586503854558e-07,4.383184546057735e-10,0.004571154882015099,2.5772635093002316e-06,0.013584356587529248,2.1303026530515067e-12,1.9267612884204046e-06
0.0005439076856018866,0.1004427256476711,3.76,0.0,0.1359558032666093,0.4302980671340613,0.6720783716592184,2.1091332851456202e-17,1.1381991544851184e-13,0.0008072287263618696,0.0003565748960886563,0.09950158473869501,4.0809120667724566e-05,0.39890649581560517,0.002627293259962099,0.273954096771149,7.640109964748371e-06,6.386172131145236e-06,1.9101188271785087e-05,0.01514776643444221,0.007142928690658308,3.2174229540891896e-05,0.06235085266902404,4.27171370659962e-05,0.35566317806927383,2.8652981947506016e-06,4.998624228455103e-05,6.711000432957892e-09,1.3976787556405805e-09,1.6555347856538617e-06,6.709160949265788e-07,4.3852572086670397e-10,0.00458830432689263,2.570025437842564e-06,0.013600645286957284,2.131822915346435e-12,1.9342479083091643e-06
0.0005449655205526925,0.10046359010917466,3.76,0.0,0.13536002222287039,0.4289344942432435,0.673514485722226,2.2710194319229135e-17,1.1430742497656886e-13,0.0008071674125533822,0.00035588788706887765,0.09974986006083397,4.082117566715033e-05,0.39860679988271963,0.002620390473723249,0.2744232000879428,7.599787298880001e-06,6.364132143812928e-06,1.9108216408445845e-05,0.015088087970671796,0.007169233215262108,3.210399701199956e-05,0.062307477319614064,4.2695997084738075e-05,0.35711505995793963,2.8610326597517055e-06,4.9891465749661386e-05,6.690472599574523e-09,1.4016354685409396e-09,1.6600450519254238e-06,6.688624772386766e-07,4.3871712934848215e-10,0.004605391806430085,2.5627388470703406e-06,0.013616652956704233,2.1332705271405194e-12,1.941689355524878e-06
0.0005460233555034985,0.10048438727485356,3.76,0.0,0.13476855608977173,0.42757588642622607,0.6749451009479703,2.4839301831995204e-17,1.1479161265673473e-13,0.000807093392921201,0.0003552011490015584,0.09999734191905361,4.0832744323045295e-05,0.3983056356515389,0.0026134750987200526,0.27489110926267185,7.559670849638441e-06,6.342082386777453e-06,1.9114799780534646e-05,0.015028341870961914,0.00719546374687486,3.203321400198002e-05,0.06226301044876383,4.267354663032209e-05,0.3585640450948438,2.856718561276648e-06,4.979566764359958e-05,6.669836836740975e-09,1.4055400074013688e-09,1.6644988454125125e-06,6.667980660452368e-07,4.3889273432851846e-10,0.004622416849802967,2.5554047443893404e-06,0.013632380691804804,2.1346457234629748e-12,1.9490851401459107e-06
0.0005470811904543044,0.10050511703316173,3.76,0.0,0.13418137690653126,0.42622225210839576,0.6763702102160232,2.423503294199175e-17,1.1527255945082234e-13,0.0008070067294206838,0.00035451468657081523,0.10024402956434175,4.0843825339654905e-05,0.3980030422530984,0.002606547638286267,0.27535782163302513,7.519760130600179e-06,6.3200243781495985e-06,1.9120940062065205e-05,0.01496853284955322,0.007221619664944651,3.196188814471297e-05,0.06221746473646031,4.264979505020883e-05,0.36001009947916357,2.8523564417203688e-06,4.969886346044896e-05,6.64909581820712e-09,1.4093921501743998e-09,1.668895971841458e-06,6.647231289775076e-07,4.390526014873262e-10,0.00463937899597571,2.5480241387580882e-06,0.013647829611433843,2.135948789004558e-12,1.9564347583100824e-06
0.0005481390254051103,0.10052577929186614,3.76,0.0,0.13359845675631696,0.42487359935887287,0.6777898067422468,2.2448009613305842e-17,1.157503370902834e-13,0.0008069074840522,0.00035382850322093415,0.10048992229290037,4.085441731172666e-05,0.3976990585131247,0.002599608594725161,0.2758233345699114,7.480054644117554e-06,6.297959591787763e-06,1.9126639994023278e-05,0.014908665600181515,0.007247700358623086,3.189002712197727e-05,0.06217085285563976,4.262475148307329e-05,0.3614531895201395,2.847946842458081e-06,4.9601068265654145e-05,6.628252210887679e-09,1.4131917430420066e-09,1.6732362265317974e-06,6.626379329803722e-07,4.391968265685533e-10,0.004656277791424436,2.5405980311612556e-06,0.01366300085178849,2.137180138658799e-12,1.96373769543552e-06
0.0005491968603559162,0.10054637393173048,3.76,0.0,0.13301976777616534,0.4235299358135928,0.6792038841509953,2.4115079369094288e-17,1.1622471361918668e-13,0.0008067957190572465,0.0003531426031186904,0.10073501945601716,4.086451916792135e-05,0.39739372288401564,0.0025926584676865365,0.27628764548603313,7.440553877839888e-06,6.275889519172561e-06,1.9131901551260377e-05,0.014848744791252779,0.007273705228481177,3.1817638626015796e-05,0.06212318747031419,4.2598425816998755e-05,0.3628932821285092,2.8434903293873134e-06,4.950229735274663e-05,6.607308668664878e-09,1.4169386202004878e-09,1.677519379383693e-06,6.605427436939447e-07,4.3932548332979296e-10,0.004673112791446334,2.5331274260708023e-06,0.013677895569341713,2.1383400928642966e-12,1.9709934739969546e-06
0.0005502546953067222,0.10056690086003807,3.76,0.0,0.1324452821708413,0.42219126859250455,0.6806124365532069,2.7286407191496953e-17,1.1669558931194698e-13,0.0008066714986038451,0.00035245699140617337,0.10097932047010023,4.0874130067572e-05,0.39708707336907834,0.0025856977531171646,0.27675075184584735,7.401257302622096e-06,6.25381561659678e-06,1.9136725815855017e-05,0.014788775060283277,0.0072996336880924466,3.174473039074897e-05,0.06207448123124528,4.2570828325345645e-05,0.3643303448182531,2.838987493086284e-06,4.940256648573641e-05,6.586267835842373e-09,1.4206326346486777e-09,1.6817452344418256e-06,6.58437825794111e-07,4.394386240940198e-10,0.004689883561557703,2.525613322859578e-06,0.013692514944301988,2.1394288795999167e-12,1.9782016388499876e-06
0.0005513125302575281,0.10058735998201071,3.76,0.0,0.13187497220937297,0.42085760434938696,0.6820154585011503,2.419240772915391e-17,1.171632170510788e-13,0.0008065348878311634,0.0003517716724113639,0.1012228248106072,4.0883248862398755e-05,0.39677914756366484,0.0025787269448576135,0.27721265116195987,7.36216440845361e-06,6.231739327218408e-06,1.9141115151327427e-05,0.014728761015647532,0.007325485162888641,3.167131018310965e-05,0.06202474677328376,4.254196851899435e-05,0.36576434565259397,2.834438869612473e-06,4.9301891046033895e-05,6.565132345651682e-09,1.4242736410296006e-09,1.6859136484208708e-06,6.563234428435733e-07,4.395363380468084e-10,0.00470658967671367,2.518056719857906e-06,0.013706860178156621,2.140446886687629e-12,1.9853617041868356e-06
0.000552370365208334,0.10060775120804419,3.76,0.0,0.1313088102203974,0.419528949320901,0.6834129449441245,1.8581647071615135e-17,1.1762748101660795e-13,0.0008063859512292206,0.00035108664990099735,0.10146553200600711,4.089187446800275e-05,0.3964699826955043,0.002571746535051431,0.27767334098991736,7.3232746572932095e-06,6.209662087657209e-06,1.9145072515458723e-05,0.01466870723823946,0.007351259089786593,3.159738578017119e-05,0.06197399671509416,4.2511856113369656e-05,0.36719525318798524,2.8298449938967805e-06,4.92002860087425e-05,6.54390481690477e-09,1.4278614648004614e-09,1.6900244458337968e-06,6.541998569632459e-07,4.3961872841949396e-10,0.0047232307207593,2.5104586127019757e-06,0.013720932491207436,2.1413945631168185e-12,1.9924731926740956e-06
0.0005534282001591399,0.10062807445249561,3.76,0.0,0.13074676859571227,0.4182053093344485,0.6848048912214754,2.468009574027125e-17,1.1808796902406638e-13,0.0008062247545924309,0.0003504019288941177,0.10170744163609133,4.090000642559979e-05,0.39615961562400703,0.002564757011611687,0.27813281892908437,7.284587489038571e-06,6.187585305592768e-06,1.9148599153335734e-05,0.014608618281051035,0.0073769549167035965,3.152296499516179e-05,0.061922243657255745,4.248050214444081e-05,0.3686230364719518,2.8252064942599312e-06,4.9097767006518467e-05,6.522587858953357e-09,1.4313960289803344e-09,1.694077427310807e-06,6.520673293236412e-07,4.396858533348147e-10,0.00473980628599799,2.5028199914034505e-06,0.013734733121530755,2.142272163058685e-12,1.9995356914667e-06
0.0005544860351099459,0.10064832963346429,3.76,0.0,0.13018881979426783,0.4168866897925228,0.6861912930774716,3.029558329277225e-17,1.1854501172584332e-13,0.0008060513656057809,0.00034971751459552975,0.10194855333401266,4.090764397077418e-05,0.3958480828252672,0.0025577588594125427,0.27859108262636917,7.246102375584319e-06,6.1655103786693016e-06,1.915169683907991e-05,0.014548498667666804,0.007402572102353213,3.144805567117697e-05,0.06186950017869131,4.24479167968333e-05,0.37004766506587206,2.820523929257379e-06,4.899434970823526e-05,6.501184070297568e-09,1.4348772375037426e-09,1.698072474274852e-06,6.499261200018389e-07,4.397377892311251e-10,0.00475631597335712,2.4951418459352994e-06,0.013748263325523749,2.1430800202624226e-12,2.0065487568108198e-06
0.0005555438700607518,0.10066851667469014,3.76,0.0,0.12963493635209405,0.41557309561097633,0.687572146721687,2.4634693056582715e-17,1.1899867527463925e-13,0.0008058658515739638,0.0003490334110812487,0.10218886679453794,4.0914786087315915e-05,0.395535420338081,0.002550752561856032,0.27904812978234644,7.20781876482025e-06,6.143438702036816e-06,1.9154368760689827e-05,0.014488352886790951,0.007428110118656538,3.137266565705264e-05,0.061815778832457875,4.2414109749402936e-05,0.3714691091178597,2.8157978173158296e-06,4.8890049105473005e-05,6.479696032519047e-09,1.4383049148581298e-09,1.702009464248219e-06,6.477764873825624e-07,4.3977464872688534e-10,0.004772759394152744,2.48742516461862e-06,0.013761524380675032,2.143818625380006e-12,2.013511919085757e-06
0.0005566017050115577,0.1006886355020114,3.76,0.0,0.12908509086370376,0.4142645313552637,0.6889474487005031,1.8817671999233522e-17,1.194486571457116e-13,0.0008056682793159499,0.0003483496225516187,0.10242838175660374,4.09214322057104e-05,0.39522166388165675,0.002543738600021363,0.2795039581364753,7.169736085270379e-06,6.1213716333083914e-06,1.91566174089723e-05,0.014428185400811757,0.007453568447703884,3.129680282292682e-05,0.061761092151258926,4.237909167309539e-05,0.3728873392018807,2.8110287424993574e-06,4.878488029785711e-05,6.458126314688597e-09,1.4416789764366421e-09,1.705888247810735e-06,6.456186885972673e-07,4.397965256121832e-10,0.004789136167421277,2.479670926674746e-06,0.013774517579202306,2.1444883879137036e-12,2.020424758464477e-06
0.0005576595399623636,0.10070868604721307,3.76,0.0,0.12853925599746277,0.41296100117425144,0.6903171959604014,2.495975585753051e-17,1.1989491873049054e-13,0.0008054587179345135,0.0003476661544420166,0.10266709801103,4.092758209676932e-05,0.3949068487884081,0.002536717450169295,0.27995856547713105,7.131853760514425e-06,6.099310519398878e-06,1.9158444178838545e-05,0.014368000640510218,0.007478946582581489,3.122047506999381e-05,0.061705452640876075,4.234287382352725e-05,0.37430232640649047,2.806217322101361e-06,4.867885898147829e-05,6.4364774754563085e-09,1.4449993999048276e-09,1.7097087026080368e-06,6.434529797294461e-07,4.3980348665820036e-10,0.004805445920806243,2.47188011016768e-06,0.013787244230344775,2.1450896008223753e-12,2.0272868904020867e-06
0.0005587173749131695,0.10072866824546374,3.76,0.0,0.12799740449906688,0.41166250878683597,0.6916813858612054,3.2241768580195604e-17,1.2033763644048558e-13,0.0008052372380499893,0.0003469830121203069,0.10290501540248323,4.093323528099765e-05,0.394591009991898,0.0025296895854535033,0.2804119496442654,7.094171226869315e-06,6.07725670227083e-06,1.9159851176085558e-05,0.014307803003256332,0.007504244027606186,3.114369031622764e-05,0.061648872777032876,4.230546680648227e-05,0.3757140423532025,2.801364119369595e-06,4.8572000686094426e-05,6.414752059614776e-09,1.4482660956305284e-09,1.713470740751674e-06,6.412796154705317e-07,4.397956196202483e-10,0.004821688290926755,2.4640536925111607e-06,0.013799705660881683,2.145622648173137e-12,2.034097903593762e-06
0.0005597752098639755,0.1007485820364422,3.76,0.0,0.12745950919072507,0.41036905749021135,0.6930400161699412,2.6690837577408504e-17,1.2077673136092242e-13,0.0008050039095980174,0.00034630020006911006,0.10314213382885883,4.093839112026036e-05,0.39427418203477044,0.0025226554773595702,0.28086410852794436,7.056687912115263e-06,6.05521151008913e-06,1.9160841578749857e-05,0.014247596852467254,0.0075294602990467726,3.106645648347552e-05,0.06159136500452465,4.2266880892090355e-05,0.37712245918576287,2.7964696704206037e-06,4.846432036076364e-05,6.39295259483421e-09,1.451478948309885e-09,1.717174263826705e-06,6.390988487980514e-07,4.3977304000352986e-10,0.0048378629237362854,2.4561926463923233e-06,0.013811903214733794,2.1460880344116726e-12,2.0408573720554656e-06
0.0005608330448147814,0.1007684273633378,3.76,0.0,0.12692554296418435,0.4090806502172275,0.6943930850068832,2.1082481161873528e-17,1.212119967420358e-13,0.0008047588025205581,0.00034561772296621873,0.10337845323374655,4.094304933837649e-05,0.393956399116405,0.002515615594257798,0.2813150400622585,7.01940322122942e-06,6.033176244723267e-06,1.9161418082180134e-05,0.014187386521255223,0.0075545949237659695,3.09887815084393e-05,0.061532941739478646,4.222712709768312e-05,0.3785275495037313,2.7915345590544955e-06,4.835583303879396e-05,6.371081594726374e-09,1.4546379187323824e-09,1.7208191655492495e-06,6.369109312817275e-07,4.397358502423125e-10,0.004853969473303453,2.4482979372636305e-06,0.013823838250175425,2.146486207738613e-12,2.0475649105590266e-06
0.0005618908797655873,0.10078820417519514,3.76,0.0,0.12639547880180182,0.4077972894430727,0.6957405909353778,3.367422798839957e-17,1.2164351371852692e-13,0.0008045019885874824,0.00034493558648595907,0.10361397361763298,4.094720996516819e-05,0.3936376950004707,0.0025085703997245953,0.28176474223867637,6.982316555471414e-06,6.011152189003056e-06,1.916158223636213e-05,0.014127176304163864,0.0075796474412021106,3.0910673341625194e-05,0.06147361535991077,4.218621699355442e-05,0.379929286485066,2.786559406172331e-06,4.824655429252314e-05,6.349141558042378e-09,1.4577430126010723e-09,1.7244053743695998e-06,6.347161129989239e-07,4.396841244368405e-10,0.004870007603510865,2.44037052679805e-06,0.013835512143046028,2.1468174941502737e-12,2.0542201662151064e-06
0.0005629487147163932,0.10080791242390744,3.76,0.0,0.12586928977359188,0.40651897721178076,0.6970825329367197,3.496119100845323e-17,1.2207143472428845e-13,0.0008042335408768394,0.0003442537961504842,0.10384869503479452,4.095087271593777e-05,0.39331810303870224,0.002501520354325594,0.28221321310432773,6.945427326968115e-06,5.989140621368026e-06,1.9161336361590326e-05,0.014066970458379367,0.00760461740237197,3.0832139942315154e-05,0.061413398204849805,4.214416135299411e-05,0.3813276438564225,2.7815447667306302e-06,4.813649949666171e-05,6.327134967498221e-09,1.4607941603141423e-09,1.7279328490698252e-06,6.325146424176992e-07,4.3961795920682767e-10,0.004885976987500256,2.4324113754576664e-06,0.013846926285580919,2.1470823173866647e-12,2.0608227532604157e-06
0.0005640065496671992,0.10082755206659674,3.76,0.0,0.12534694903029367,0.40524571517983854,0.6984189103704187,5.208121958000513e-18,1.2249551816699072e-13,0.00080395353174054,0.0003435723565891927,0.10408261758828079,4.095403727610216e-05,0.3929976562107664,0.002494465916358774,0.28266045075619006,6.908734933480726e-06,5.967142807193276e-06,1.9160683945330048e-05,0.014006773206201285,0.007629504369551036,3.075318926964409e-05,0.06135230257608163,4.2100970856892845e-05,0.38272259583908647,2.7764911796304258e-06,4.8025683394816765e-05,6.305064288027104e-09,1.463791294785341e-09,1.731401518267611e-06,6.303067662267989e-07,4.3953748053794906e-10,0.004901877307208746,2.424421438024031e-06,0.013858082084648499,2.1472812285191596e-12,2.0673722861596496e-06
0.0005650643846180051,0.10084712306411797,3.76,0.0,0.12482842980536932,0.4039775046294508,0.6997497229631765,1.3178506813306745e-17,1.2291560006682816e-13,0.0008036620339189502,0.00034289127320761355,0.10431574142785786,4.095670395278626e-05,0.39267638712887787,0.0024874075390576077,0.2831064533406533,6.8722387545785114e-06,5.9451599823516976e-06,1.9159627442973768e-05,0.013946588735162939,0.00765430791619572,3.067382928271277e-05,0.06129034073669773,4.205665743997251e-05,0.3841141171390856,2.771399268704336e-06,4.791412101392272e-05,6.2829319674468535e-09,1.4667344697070617e-09,1.7348113048656597e-06,6.280927293998991e-07,4.394427871535874e-10,0.00491770825309569,2.4164016601811002e-06,0.013868980960593429,2.1474146609853514e-12,2.073868447471391e-06
0.000566122219568811,0.10086662538110983,3.76,0.0,0.12431370541973043,0.4027143464567581,0.7010749708186322,7.841119096435592e-17,1.2333197351822288e-13,0.0008033591223956687,0.00034221055244380106,0.10454806675099536,4.095887300151259e-05,0.39235432802411707,0.002480345671167702,0.2835512190573205,6.835938181060748e-06,5.923193370030731e-06,1.9158168415422228e-05,0.013886421196585877,0.007679027626402533,3.059406796166638e-05,0.06122752490800439,4.2011232803133746e-05,0.3855021829669731,2.7662696423343615e-06,4.780182789196798e-05,6.2607404408822675e-09,1.4696237039290716e-09,1.7381621979122116e-06,6.258727756343564e-07,4.3933395757464573e-10,0.004933469524022945,2.408352985233762e-06,0.013879624347267963,2.147482961128071e-12,2.0803109128004004e-06
0.0005671800545196169,0.10088605898701018,3.76,0.0,0.12380274929382903,0.4014562411115527,0.7023946544757063,5.025644680089922e-17,1.2374455559199407e-13,0.0008030448719457073,0.0003415301991451205,0.10477959381088332,4.0960543949140905e-05,0.39203151069301767,0.0024732807611700246,0.2839947461665857,6.799832605232616e-06,5.9012441901551255e-06,1.9156310173799847e-05,0.01382627469893435,0.007703663096853416,3.051391328756823e-05,0.06116386726263132,4.196470711212515e-05,0.38688676911205966,2.76110280169798e-06,4.7688818848585734e-05,6.2384921249007345e-09,1.4724588836780066e-09,1.7414541963335008e-06,6.236471467693945e-07,4.3921111656272024e-10,0.004949160828934216,2.4002763551825653e-06,0.013890013694458997,2.147486675654623e-12,2.086699282075411e-06
0.0005682378894704229,0.10090542385515726,3.76,0.0,0.1232955349211215,0.40020318873383914,0.7037087747793825,-3.298349615699263e-17,1.2415309722870173e-13,0.0008027193565344811,0.0003408502181892287,0.10501032289945943,4.096171713754244e-05,0.39170796662320195,0.0024662132540072493,0.2844370329706535,6.7639213874990976e-06,5.87931363624817e-06,1.9154055715099377e-05,0.013766153319653356,0.007728213933808747,3.043337322168481e-05,0.0610993799376394,4.191709219513511e-05,0.38826785176961764,2.755899351620625e-06,4.7575108606927025e-05,6.2161894158105044e-09,1.4752400695765787e-09,1.744687252727466e-06,6.214160826174488e-07,4.39074378436127e-10,0.004964781884048998,2.3921727024095917e-06,0.013900150462712547,2.147426306332751e-12,2.0930332466998028e-06
