Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32)
7.35273030072346e-06,0.3136805417123683,3.76,0.0,0.35688329948406483,0.9405077641339961,0.06996026786215415,8.170850290934246e-11,1.7983563150271682e-08,0.011133003196995972,0.001848237412426696,0.06163398469873977,0.0021141566604358647,0.2879106783465192,0.003627507180084109,0.24225995360272504,2.0301356918232985e-06,5.518548664484894e-06,0.00024774392550310853,0.0022318736374111244,0.006320081262471773,0.0004471800652370386,0.010331428054529973,0.0002898026282491778,0.020225038135355117,0.00012346071114362436,9.552590398026698e-05,5.113311248230643e-09,3.4217602463576926e-07,8.493985483126852e-06,3.6739404123885255e-07,1.3090324565326948e-07,0.0021521972463283455,9.401374172567293e-06,0.0015962688813107783,4.209953784534477e-10,8.573045293074968e-07,7.66960830426526e-07,6.99211549474539e-10,0.002080801599291833,6.316738727183702e-05,8.484627807926166e-05,3.963340571050945e-10,7.637815724896594e-05,2.5965817357295436e-10,1.0776490078768562e-12,8.481621034962365e-07,2.5508930678093467e-06,2.601590884689337e-11,1.0868065078503731e-11,1.1947485879236781e-07,7.426056804943256e-10,2.2101534713880912e-08,1.6852308216891968e-05,1.2421465670155943e-07,1.654562240998778e-09,2.768559558411064e-06,3.9857537293488585e-11,1.1436909128665144e-07,3.367800747202988e-09,5.314253404594604e-07,2.9261617186286277e-10,5.151022266216566e-09,2.7282306098766663e-06,0.00014224330051872036,5.738413931047564e-07,1.4962581763326841e-06
7.436103253387909e-06,0.31386268530717765,3.76,0.0,0.3533748499844969,0.9394595566147026,0.07106423053714592,8.219898664185605e-11,1.8109589320592527e-08,0.011097815943185936,0.0018306556105549211,0.06232430322008252,0.0021095627820253995,0.29040531660882324,0.003655862755446414,0.2448183383681119,2.007663848337927e-06,5.491817656521161e-06,0.0002500626810751491,0.0022536631609419646,0.006487482538673421,0.00044855235060531297,0.010501676297188092,0.00029324797698861046,0.020809577386119146,0.00012369024763834354,9.631815610112588e-05,5.15227019836969e-09,3.50619283246063e-07,8.733015295095644e-06,3.7146131856738844e-07,1.3201859758513828e-07,0.0021998242770661556,9.438719886822839e-06,0.0016340417021529188,4.247833730599904e-10,8.733659678597361e-07,7.743245773776322e-07,7.141247172046842e-10,0.002127586181193338,6.55789981693591e-05,8.662055533922543e-05,3.9916018873914417e-10,7.902942073991764e-05,2.703185099699493e-10,1.1058535738504526e-12,8.458497942552203e-07,2.56646967530064e-06,2.6130972907228338e-11,1.0916032167897859e-11,1.2004364248648293e-07,7.605577907883538e-10,2.225900014061743e-08,1.7659329477587633e-05,1.2670394896935125e-07,1.6877144467341676e-09,2.792130601114827e-06,4.1767000549823885e-11,1.1683643540428197e-07,3.435140565385463e-09,5.425450149846839e-07,2.988187262854449e-10,5.2498364386851526e-09,2.800342227863352e-06,0.00014704892172411112,5.932315222455219e-07,1.5059150511603024e-06
7.5194762060523585e-06,0.31404329490883554,3.76,0.0,0.3499073634146333,0.9384090298346146,0.07216800019883635,8.267495642130841e-11,1.8233051376159412e-08,0.011062344915590246,0.0018132311141469226,0.06300632443854769,0.0021049255696914374,0.29285865383659365,0.00368395065185829,0.24735314017264545,1.9854359407561933e-06,5.465025427134016e-06,0.00025234011173175545,0.0022751581260746995,0.006656329073023079,0.00044989140348011385,0.01067094634736645,0.000296641602327026,0.021400516517777926,0.00012391106155921916,9.709174691677894e-05,5.190573623646685e-09,3.591031380575521e-07,8.974088253789992e-06,3.754647100103019e-07,1.3310356065294577e-07,0.0022473601934260012,9.474692822404194e-06,0.0016719627747345243,4.284763984371693e-10,8.892748403077125e-07,7.815283810077875e-07,7.290695122673072e-10,0.0021746195687371464,6.803390094904875e-05,8.838723371856389e-05,4.019041763913842e-10,8.171472441541722e-05,2.811927939880059e-10,1.1341964907250004e-12,8.434876546080902e-07,2.5817691608341495e-06,2.624278257913163e-11,1.0962642668278275e-11,1.2059688770815217e-07,7.785753621422445e-10,2.2411044722925692e-08,1.8488227180495322e-05,1.2918184433609514e-07,1.7207146920449069e-09,2.8151944063164485e-06,4.372825311369877e-11,1.1929324506424546e-07,3.5021670936638846e-09,5.536035099832162e-07,3.0501050739894035e-10,5.34784933160249e-09,2.8727279327333172e-06,0.00015191778316328976,6.128768924321395e-07,1.515436616369929e-06
7.602849158716808e-06,0.3142223866552124,3.76,0.0,0.3464803914038777,0.9373562917850973,0.0732715138349274,8.313692335701914e-11,1.8354022491357527e-08,0.011026640202881187,0.001795966876230419,0.06368013823527367,0.002100250005306691,0.29527119572730165,0.0037117660963050096,0.24986459807262307,1.963454119547508e-06,5.438197629651881e-06,0.0002545767693726257,0.0022963603112581828,0.006826590696481238,0.000451197982640899,0.010839216206732089,0.0002999837903098967,0.021997749210902806,0.00012412339383741975,9.784695220576065e-05,5.2282257322959995e-09,3.6762562275559634e-07,9.217147640086558e-06,3.794044991700251e-07,1.3415887346555611e-07,0.002294791970133035,9.509327137479235e-06,0.0017100230840559445,4.320766582886909e-10,9.050280790752376e-07,7.885750911411898e-07,7.440432322423514e-10,0.0022218961373978666,7.053166131072555e-05,9.01458830300976e-05,4.0456783719950644e-10,8.443319440838824e-05,2.922788399038585e-10,1.1626700707690004e-12,8.410812065206754e-07,2.596799138444198e-06,2.6351432916145436e-11,1.1007936160573564e-11,1.2113501667492897e-07,7.9665386871564e-10,2.2557799440908017e-08,1.9338992462603192e-05,1.3164768755324022e-07,1.7535542527641385e-09,2.8377609279013396e-06,4.5741274608052714e-11,1.2173888034433146e-07,3.5688626881929373e-09,5.645981389567726e-07,3.11190072327858e-10,5.44503887023676e-09,2.945361816610657e-06,0.00015684846203813105,6.32771762376562e-07,1.5248275902820881e-06
7.686222111381256e-06,0.3143999769210174,3.76,0.0,0.34309348250587113,0.93630144763907,0.07437471087679748,8.358537905378129e-11,1.8472572861563644e-08,0.010990748335704384,0.0017788654270622295,0.06434583658800067,0.002095540767726104,0.2976434493819637,0.0037393046444411117,0.25235295340096187,1.9417200490211336e-06,5.4113579563258035e-06,0.0002567732068295017,0.002317271418576463,0.0069982376730936425,0.00045247281710362525,0.011006465202550398,0.0003032748518433811,0.02260117001828432,0.000124327476598094,9.858404773986519e-05,5.265230826821784e-09,3.7618481661420754e-07,9.462137501357451e-06,3.832809937798668e-07,1.3518526450434095e-07,0.0023421072352806174,9.542656155354878e-06,0.0017482138257778528,4.3558632942279583e-10,9.206229472374399e-07,7.954675559650058e-07,7.590432397877465e-10,0.0022694104121938866,7.307183817513397e-05,9.189610077922328e-05,4.0715296499898997e-10,8.718396324078024e-05,3.035743873098799e-10,1.1912668252730286e-12,8.386355960312012e-07,2.61156685971457e-06,2.6457014616987847e-11,1.1051950412708531e-11,1.216584335026368e-07,8.147889057480132e-10,2.2699393759380456e-08,2.0211603930820274e-05,1.341008571964291e-07,1.7862248552674427e-09,2.8598400325461847e-06,4.7806014973824006e-11,1.2417274282281111e-07,3.6352106221823214e-09,5.755264207619105e-07,3.17356047038558e-10,5.541384810086601e-09,3.0182186240284556e-06,0.000161839531632352,6.529103749300014e-07,1.5340924217551944e-06
7.769595064045705e-06,0.31457608207508825,3.76,0.0,0.3397461829578206,0.9352445998307968,0.07547753308635725,8.402079553529365e-11,1.8588769738519683e-08,0.010954712494135651,0.0017619289076575976,0.06500351326606452,0.002090802248073839,0.29997592261322814,0.003766562171464581,0.25481844931867753,1.9202349492864165e-06,5.3845282619262456e-06,0.00025892997678459367,0.002337893080185552,0.0071712406987741815,0.0004537166073576635,0.011172673930152624,0.0003065151203452036,0.023210674397837194,0.00012452353350130363,9.930330893370351e-05,5.301593289848209e-09,3.8477884308221727e-07,9.70900265350063e-06,3.8709452312512027e-07,1.3618345055105395e-07,0.0023892942478244195,9.574712341930629e-06,0.001786526403027457,4.390075567011712e-10,9.360570151829113e-07,8.0220861218077e-07,7.740669602125216e-10,0.0023171570614690966,7.565398438038306e-05,9.363751100474718e-05,4.0966132757774503e-10,8.996617071826799e-05,3.1507710546925603e-10,1.2199794551677508e-12,8.3615561450097e-07,2.626079229309552e-06,2.6559614226870074e-11,1.1094721463255185e-11,1.2216752499937085e-07,8.329761856316702e-10,2.2835955382095086e-08,2.1106028046621595e-05,1.3654076431818972e-07,1.818718658518088e-09,2.8814414829805478e-06,4.99223953805587e-11,1.2659427305528178e-07,3.701195048988729e-09,5.863860678765711e-07,3.2350712195583526e-10,5.6368686490393155e-09,3.091273747557086e-06,0.0001668895627022857,6.73286962697328e-07,1.543235299509529e-06
7.852968016710154e-06,0.3147507185687364,3.76,0.0,0.33643803743752326,0.934185848138803,0.07657992444054695,8.444362605938077e-11,1.8702677581941458e-08,0.010918572719025412,0.0017451591017700557,0.06565326352598294,0.002086038566959438,0.3022691232588641,0.003793534862462187,0.25726133036632154,1.8989996349378883e-06,5.357728682875344e-06,0.0002610476307033902,0.0023582268649082407,0.0073455708995566905,0.0004549300266773396,0.01133782419390638,0.0003097049492435652,0.023826158744486268,0.00012471178005132454,0.00010000501041947728,5.337317581361256e-09,3.9340586884101776e-07,9.957688679400321e-06,3.9084543659590223e-07,1.3715413694624846e-07,0.002436341873989189,9.60552736049852e-06,0.0018249524229951863,4.4234245367804934e-10,9.513281484239321e-07,8.088010855395553e-07,7.891118810848765e-10,0.002365130890522787,7.827764738125059e-05,9.536976306593127e-05,4.120946663791956e-10,9.277896481714284e-05,3.2678460047413145e-10,1.2488008551319967e-12,8.336457192730151e-07,2.640342823374209e-06,2.665931434213751e-11,1.1136283707191618e-11,1.22662661489206e-07,8.512115377377281e-10,2.296761023199841e-08,2.2022219531953407e-05,1.3896685112762546e-07,1.8510282364803883e-09,2.902574923931538e-06,5.209030918705755e-11,1.2900294936251857e-07,3.766800966855905e-09,5.971749767860343e-07,3.296420519014672e-10,5.73147354513473e-09,3.1645032209421515e-06,0.0001719971248863064,6.938957537292065e-07,1.552260165151661e-06
7.936340969374603e-06,0.31492390286830585,3.76,0.0,0.333168589772114,0.9331252897678154,0.07768183101993081,8.485430627772796e-11,1.8814358235944906e-08,0.01088236611542101,0.0017285574640402389,0.06629518382599664,0.0020812535918440043,0.3045235585427675,0.003820219202160733,0.2596818420432062,1.8780145499107203e-06,5.330977751164602e-06,0.0002631267182395066,0.0023782742846446847,0.007521199829265682,0.00045611372281304647,0.011501898949769114,0.0003128447099625373,0.024447520418661967,0.0001248924240077326,0.00010068942563705526,5.372408236664851e-09,4.020641032425761e-07,1.0208141926531221e-05,3.9453410231394194e-07,1.3809801643305642e-07,0.0024832395637543877,9.635132101878348e-06,0.001863483693395976,4.455930988479576e-10,9.664344924854426e-07,8.152477855031227e-07,8.041755500628649e-10,0.0024133268354470197,8.094236991689398e-05,9.70925304484088e-05,4.1445469514925004e-10,9.562150250500081e-05,3.3869442027706377e-10,1.2777241078244285e-12,8.311100550891751e-07,2.6543639095936547e-06,2.6756193845092623e-11,1.1176669995167379e-11,1.231441977887864e-07,8.694909053911843e-10,2.309448228653103e-08,2.2960121780766163e-05,1.4137859011298515e-07,1.883146566438297e-09,2.923249876359411e-06,5.430962291564765e-11,1.313982862646906e-07,3.832014194431554e-09,6.078912206511056e-07,3.357596536317805e-10,5.825184227373236e-09,3.2378837142987027e-06,0.00017716078804802375,7.147309769444034e-07,1.5611707286703837e-06
8.019713922039052e-06,0.3150956514464641,3.76,0.0,0.32993738356649727,0.9320630194263985,0.07878320090620707,8.525325444812491e-11,1.8923870973856503e-08,0.010846127040109236,0.0017121251466925868,0.06692937157175192,0.0020764509514371197,0.3067397345092199,0.0038466119645208493,0.2620802304332924,1.857279800223134e-06,5.304292503802426e-06,0.000265167786797857,0.002398036800369908,0.007698099466741808,0.0004572683195807533,0.011664882251763944,0.00031593479033785584,0.0250746577703684,0.0001250656658389229,0.00010135682656197115,5.406869856408859e-09,4.107517976603425e-07,1.0460309506181236e-05,3.981609051858651e-07,1.3901576798851033e-07,0.0025299773282064964,9.663556665003817e-06,0.001902112218880475,4.487615318427631e-10,9.81374449840392e-07,8.21551495954005e-07,8.192555723772332e-10,0.0024617399574339022,8.36476906247776e-05,9.880550963327503e-05,4.167430980980028e-10,9.849295045962622e-05,3.508040579819001e-10,1.3067424724767956e-12,8.285524744376231e-07,2.668148464784055e-06,2.6850328134415536e-11,1.1215911728073671e-11,1.2361247412013244e-07,8.878103410670317e-10,2.321669337554514e-08,2.391966726629079e-05,1.4377548293612075e-07,1.9150670142427394e-09,2.9434757321826045e-06,5.658017721645796e-11,1.3377983201423515e-07,3.896821340246236e-09,6.185330399024459e-07,3.418588007923357e-10,5.917986910733955e-09,3.311392529660761e-06,0.00018237912351216803,7.35786867117977e-07,1.5699704802347112e-06
8.103086874703502e-06,0.31526598075052004,3.76,0.0,0.32674396275357365,0.9309991293997892,0.07988398408891421,8.564087177505718e-11,1.9031272594378376e-08,0.010809887272952255,0.0016958630248276561,0.0675559248923019,0.002071634048431372,0.30891815552861623,0.0038727102026138265,0.2644567418759354,1.8367951838045006e-06,5.277688580561051e-06,0.00026717138086104503,0.0024175158277133803,0.00787624221274307,0.0004583944179686559,0.011826759202510473,0.00031897559300897525,0.025707470159451924,0.00012523169901605146,0.00010200748352537229,5.440707103203851e-09,4.194672443461798e-07,1.0714139292063075e-05,4.017262457140767e-07,1.3990805777889648e-07,0.002576545717885568,9.690830393356921e-06,0.001940830197470591,4.5184975624665056e-10,9.961466674534943e-07,8.277149771370735e-07,8.343496109873316e-10,0.002510365437558038,8.639314459998335e-05,0.00010050841903257134,4.1896153050843433e-10,0.00010139248568834828,3.6311095838815217e-10,1.335849389437424e-12,8.25976554403472e-07,2.681702190140634e-06,2.6941789302814907e-11,1.1254038928892301e-11,1.2406781679090808e-07,9.061660063895846e-10,2.3334363254634415e-08,2.490077794097417e-05,1.4615705910953148e-07,1.9467833166853596e-09,2.9632617455086557e-06,5.890178781410003e-11,1.361471672849711e-07,3.961209767675342e-09,6.290988322291725e-07,3.479384238516899e-10,6.009869227004478e-09,3.3850075939551945e-06,0.0001876507051930455,7.570576694392802e-07,1.5786627001960011e-06
8.18645982736795e-06,0.3154349071872545,3.76,0.0,0.3235878720924109,0.9299337096200416,0.08098413237774948,8.601754362766685e-11,1.913661762696191e-08,0.010773676177432849,0.0016797717186877216,0.06817494243677609,0.002066806072978788,0.31105932385317603,0.003898511238727242,0.2668116226661755,1.8165602182322783e-06,5.251180312851287e-06,0.00026913804132414125,0.002436712742224269,0.008055600886498962,0.0004594925971285621,0.011987515906222953,0.00032196753370917146,0.026345857973141016,0.00012539071021352985,0.0001026416649847593,5.473924698780602e-09,4.2820877510301106e-07,1.0969579915003458e-05,4.0523053878625455e-07,1.407755382244949e-07,0.0026229358017054536,9.716981911888005e-06,0.0019796300170074133,4.5485973655645006e-10,1.0107500271315294e-06,8.337409633694918e-07,8.494553848643156e-10,0.0025591985718445617,8.917826391409166e-05,0.00010220099796266463,4.2111161779391363e-10,0.00010431929607582907,3.7561252296252267e-10,1.3650384756948581e-12,8.23385613110686e-07,2.695030525039679e-06,2.703064628920138e-11,1.1291080308781586e-11,1.2451053885427292e-07,9.245541698965397e-10,2.3447609523790908e-08,2.5903365632440895e-05,1.4852287514611258e-07,1.978289570206247e-09,2.9826170259585633e-06,6.127424644531248e-11,1.3849990409088187e-07,4.025167571295249e-09,6.395871454610761e-07,3.539975089365554e-10,6.1008201484790614e-09,3.4587074509886375e-06,0.0001929741106436737,7.785376437479348e-07,1.5872504711959363e-06
8.2698327800324e-06,0.31560244710605445,3.76,0.0,0.32046865763010784,0.9288668477347862,0.08208359931823725,8.638364007931897e-11,1.923995836901982e-08,0.010737520853990325,0.0016638516139377297,0.0687865231855517,0.002061970015543803,0.3131637392074162,0.003924012654467573,0.2691451187761449,1.7965741660126909e-06,5.224780811533582e-06,0.00027106830512633334,0.0024556288843761652,0.008236148721914513,0.0004605634155812054,0.012147139423228365,0.0003249110397376264,0.02698972264124505,0.0001255428796509716,0.00010325963725292528,5.506527414551081e-09,4.369747609197877e-07,1.1226580757470845e-05,4.086742120066898e-07,1.4161884666829938e-07,0.0026691391462041127,9.74203910741261e-06,0.00201850425156833,4.5779339388489953e-10,1.0251836254184025e-06,8.396321538352821e-07,8.64570666259718e-10,0.002608234766520423,9.200257810576719e-05,0.0001038830056402329,4.2319495365486966e-10,0.0001072725808789131,3.883061120870871e-10,1.3943035122465536e-12,8.207827267451816e-07,2.708138661458025e-06,2.7116965062679642e-11,1.1327063345232715e-11,1.2494094088193994e-07,9.4297120173743e-10,2.3556547420385458e-08,2.6927332439125857e-05,1.5087251364937925e-07,2.0095802187359834e-09,3.0015505357701863e-06,6.369732179576903e-11,1.408376836277524e-07,4.088683551372768e-09,6.499966708069721e-07,3.600350925789577e-10,6.190829911254805e-09,3.532471253952869e-06,0.0001983479220478049,8.002210685371354e-07,1.5957366892239657e-06
8.353205732696849e-06,0.3157686167848213,3.76,0.0,0.31738586712669764,0.9277986291743168,0.08318234011112258,8.673951580901875e-11,1.934134488770201e-08,0.01070144628606659,0.0016481028818201356,0.06939076627570347,0.00205712867768358,0.31523189841199556,0.003949212280866339,0.2714574755980721,1.7768360574918309e-06,5.198502050854032e-06,0.00027296270492861984,0.0024742655643245634,0.008417859363515936,0.000461607412370471,0.012305617726201699,0.0003278065486688204,0.027638966649015422,0.00012568838147972711,0.00010386166430181946,5.538520069795944e-09,4.4576361170457795e-07,1.148509195131106e-05,4.120577048883048e-07,1.4243860687154811e-07,0.002715147795202783,9.76602914887482e-06,0.002057445657849355,4.6065261045620867e-10,1.0394467589784617e-06,8.453912146733272e-07,8.796932810437858e-10,0.0026574695334801494,9.486561464508976e-05,0.00010555422020487692,4.2521310133125313e-10,0.00011025155117000185,4.0118905060175766e-10,1.4236384489854812e-12,8.181707444996316e-07,2.721031560383134e-06,2.7200808814213123e-11,1.1362014358068718e-11,1.2535931167755327e-07,9.61413573349102e-10,2.3661289914303376e-08,2.797257112551032e-05,1.532055820359832e-07,2.040650036657412e-09,3.0200710860542843e-06,6.617076043560343e-11,1.4316017475405217e-07,4.151747180271351e-09,6.603262337152495e-07,3.6605026101880337e-10,6.279889954586754e-09,3.6062787563410423e-06,0.0002037707271617171,8.221022447577411e-07,1.6041240721302687e-06
8.436578685361298e-06,0.31593343241585975,3.76,0.0,0.31433905043875104,0.9267291372163219,0.08428031153655859,8.708551113938742e-11,1.9440825286814662e-08,0.010665475477182027,0.0016325254981101947,0.069987770842565,0.0020522846825555075,0.31726429504591325,0.003974108188644949,0.2737489377108345,1.757344713697472e-06,5.172354944210725e-06,0.00027482176864276247,0.002492624066396998,0.008600706862201248,0.00046262510797161297,0.012462939658604184,0.0003306545071163983,0.02829349354773652,0.0001258273839721992,0.00010444800764149768,5.569907529770177e-09,4.545737745347744e-07,1.1745064372993498e-05,4.1538146786779847e-07,1.432354285136079e-07,0.0027609542500809294,9.788978533730705e-06,0.00209644717154701,4.6343922793626304e-10,1.053538917546482e-06,8.510207794531541e-07,8.948211073063097e-10,0.00270689848600715,9.776689936636693e-05,0.00010721443777965594,4.271675933266654e-10,0.00011325543022292483,4.142586326211831e-10,1.4530374001538723e-12,8.155523025178736e-07,2.73371396354771e-06,2.7282238093273566e-11,1.1395958565919749e-11,1.2576592882253264e-07,9.798778557132725e-10,2.3761947697058654e-08,2.9038965512784048e-05,1.55521711660546e-07,2.0714941172135623e-09,3.0381873323392386e-06,6.869428774471039e-11,1.4546707311896796e-07,4.214348578402264e-09,6.705747857309237e-07,3.7204214991684457e-10,6.367992852433674e-09,3.6801103014228123e-06,0.00020924112019428908,8.441754993722653e-07,1.6124151698291537e-06
8.519951638025747e-06,0.3160969100930393,3.76,0.0,0.3113277598630608,0.9256584530481449,0.08537747188300386,8.742195320634605e-11,1.9538445822381998e-08,0.01062962957863613,0.0016171192594472829,0.07057763587736977,0.002047440486050918,0.319261419147117,0.003998698678701128,0.2760197486694281,1.738098767421362e-06,5.146349415478694e-06,0.0002766460190654878,0.002510705653277263,0.008784665670785171,0.0004636170051610456,0.012619094895268744,0.00033345536952251277,0.028953207963204584,0.00012596004967318076,0.00010501892618094828,5.600694695922585e-09,4.6340373218772137e-07,1.2006449633674623e-05,4.1864596073071813e-07,1.4400990565686283e-07,0.002806551450722671,9.810913077976759e-06,0.002135501903762843,4.661550425152176e-10,1.0674597689617885e-06,8.565234406838612e-07,9.099520725603552e-10,0.002756517334734561,0.00010070595686752832,0.0001088634715741113,4.2905992960233366e-10,0.00011628345384060942,4.275121233980407e-10,1.4824946301673875e-12,8.129298379903275e-07,2.746190401214216e-06,2.7361310922774027e-11,1.1428920137862294e-11,1.261610592086723e-07,9.983607140865327e-10,2.3858629001256722e-08,3.012639086249095e-05,1.5782055708312062e-07,2.1021078627079377e-09,3.0559077729825134e-06,7.126760882143845e-11,1.4775809945231322e-07,4.2764784932128855e-09,6.807413991899912e-07,3.780099395657374e-10,6.455132243306038e-09,3.7539468133636952e-06,0.00021475770261712625,8.664351886238592e-07,1.6206123753189184e-06
8.603324590690196e-06,0.3162590658000323,3.76,0.0,0.3083515504450138,0.924586655826804,0.0864737808800668,8.774915561914022e-11,1.9634250709044113e-08,0.01059392800910292,0.0016018837983641505,0.07116046009899646,0.002042598386577212,0.321223756945844,0.00402298227280926,0.2782701508153868,1.7190966801656968e-06,5.12049446741773e-06,0.00027843597370299166,0.0025285115698883997,0.008969710639352937,0.0004645835899253476,0.012774073904827264,0.00033620959707275405,0.029618015602258532,0.000126086535750598,0.00010557467607365098,5.6308865052822e-09,4.7225200365994266e-07,1.226920007253777e-05,4.218516521402904e-07,1.4476261861044653e-07,0.0028519327570682975,9.831857920739402e-06,0.002174603137435803,4.688018105530671e-10,1.0812091444702975e-06,8.619017518751726e-07,9.250841544783658e-10,0.0028063218838278513,0.00010368231088131604,0.0001105011510254731,4.3089157927875755e-10,0.00011933487063110716,4.409467641979211e-10,1.5120045615192724e-12,8.103056016550742e-07,2.7584652084975107e-06,2.7438082961908093e-11,1.146092226077378e-11,1.2654495970056105e-07,1.0168589077926692e-09,2.3951439729558585e-08,3.123471425501853e-05,1.6010179494554402e-07,2.1324869694859303e-09,3.0732407485493513e-06,7.3890409378324e-11,1.500329980685156e-07,4.338128269830997e-09,6.908252608187287e-07,3.839528539781147e-10,6.541302780082694e-09,3.827769788749719e-06,0.00022031908391552694,8.888757010697812e-07,1.628717932053085e-06
8.686697543354645e-06,0.3164199154004099,3.76,0.0,0.3054099802559149,0.9235138227370124,0.0875691996348472,8.806741870192127e-11,1.9728282373478826e-08,0.010558388567354112,0.0015868185982762207,0.07173634183771388,0.0020377605331913583,0.32315179062569577,0.004046957704537642,0.2805003851054862,1.7003367589213548e-06,5.094798244369834e-06,0.0002801921445219609,0.0025460430470255926,0.009155817010480637,0.00046552533229315187,0.012927867913917196,0.0003389176567106824,0.03028782325755719,0.00012620699430951327,0.00010611551061110931,5.66048792996429e-09,4.811171438425905e-07,1.2533268755026489e-05,4.24999018952029e-07,1.4549413380386666e-07,0.0028970919312531177,9.851837570888218e-06,0.0022137443238048325,4.713812480921748e-10,1.0947870316185828e-06,8.671582299539712e-07,9.402153796834545e-10,0.0028563080273861447,0.00010669548462280213,0.00011212732097199392,4.3266398077390995e-10,0.00012240894223941777,4.5455977634730786e-10,1.5415617710359196e-12,8.076816694302044e-07,2.7705425410283142e-06,2.7512607669229033e-11,1.1491987203998727e-11,1.2691787774448262e-07,1.0353692885270017e-09,2.4040483480452854e-08,3.2363794963824425e-05,1.6236512307645487e-07,2.162627416107725e-09,3.0901944393948892e-06,7.656235662841906e-11,1.5229153605420077e-07,4.399289826801452e-09,7.008256634121906e-07,3.8987016086425925e-10,6.6265000710882995e-09,3.901561285098904e-06,0.00022592388229275632,9.114914604257254e-07,1.636733940962547e-06
8.770070496019094e-06,0.31657947462922104,3.76,0.0,0.3025026106429102,0.9224400290474353,0.08866369057164435,8.837703136798354e-11,1.9820581878227455e-08,0.010523027538285398,0.0015719230072304058,0.07230537892976407,0.002032928934187839,0.32504599811057333,0.004070623910370632,0.2827106909559913,1.6818171740066799e-06,5.0692680905463e-06,0.0002819150376420112,0.002563301304757102,0.00934296041434903,0.00046644268712232704,0.013080468873066627,0.0003415800201874194,0.030962538810795623,0.00012632157245603617,0.00010664168014291787,5.68950396684929e-09,4.899977408652792e-07,1.2798609464893467e-05,4.2808854466138236e-07,1.4620500196068469e-07,0.0029420231203299858,9.87087590904887e-06,0.0022529190788970004,4.738950250476574e-10,1.1081935631620396e-06,8.722953470486451e-07,9.553438205475292e-10,0.002906471746026649,0.00010974500111263016,0.00011374184085744858,4.343785398470893e-10,0.0001255049435387799,4.683483624584889e-10,1.5711609708058895e-12,8.050599540748993e-07,2.7824263748010734e-06,2.7584936387397183e-11,1.152213635452645e-11,1.2728005170005628e-07,1.0538887948189923e-09,2.4125861353819763e-08,3.351348482275374e-05,1.646102598242127e-07,2.1925254544282567e-09,3.1067768644638183e-06,7.928310015573747e-11,1.5453350187413196e-07,4.459955636613837e-09,7.107419998311125e-07,3.9576116693724857e-10,6.710720615301832e-09,3.97530390888435e-06,0.00023157072532494014,9.342769282081109e-07,1.6446623707810391e-06
8.853443448683544e-06,0.31673775908506724,3.76,0.0,0.2996290064536181,0.9213653481652159,0.08975721737486468,8.867827130918224e-11,1.9911188483276192e-08,0.01048785979230658,0.0015571962497223832,0.07286766862231184,0.0020281054660060685,0.32690685287610816,0.004093980021036033,0.2849013061015639,1.6635359731918527e-06,5.043910606151653e-06,0.0002836051532037082,0.0025802875555703607,0.009531116863750182,0.000467336094834647,0.013231869423999346,0.0003441971631970324,0.03164207123447906,0.00012643041243808582,0.00010715343198227311,5.717939638152483e-09,4.988924151148145e-07,1.306517669074962e-05,4.3112071918209416e-07,1.4689576028719374e-07,0.0029867208395396565,9.888996180965239e-06,0.0022921211800385195,4.763447718667923e-10,1.1214290046776756e-06,8.773155325400434e-07,9.704675964184975e-10,0.002956809103613288,0.00011283038347624425,0.00011534458396906866,4.360366318400116e-10,0.000128622162782642,4.823097114253465e-10,1.6007970188518227e-12,8.024422155656722e-07,2.794120514497719e-06,2.765511841842166e-11,1.1551390251425934e-11,1.2763171120774936e-07,1.072414452620627e-09,2.420767211932511e-08,3.468362858551555e-05,1.6683694311678896e-07,2.222177596990376e-09,3.122995882770678e-06,8.205227276606902e-11,1.5675870402243887e-07,4.5201187013123956e-09,7.205737589697635e-07,4.016252174291338e-10,6.793961760909433e-09,4.048980806459628e-06,0.00023725825056407362,9.57226606170483e-07,1.6525050662051234e-06
