Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32)
1.392407627959394e-06,0.2978686349181501,3.76,0.0,0.6871425669893803,0.9977760626654579,0.0026172922552307725,1.0494832810395306e-12,4.752658059522924e-10,0.0033099130817845204,0.0015203537270230734,0.0029664552079431343,0.0011049805058088115,0.019737891921058945,0.0006756119352124123,0.015579666933924796,1.8463972230261056e-06,1.8078714675747614e-06,7.142071250252781e-06,5.591383142456184e-05,1.5320632966893667e-05,0.00013033528415406178,0.00010876198455527025,4.846066399289337e-06,3.6383411017618676e-05,4.5721104788825286e-05,2.5507129356130757e-06,8.421196027557622e-10,4.734034087840438e-10,4.908251745749717e-09,9.552561310207945e-09,9.548382649535044e-10,3.074877929527748e-06,5.871417791717315e-07,4.113705251481082e-06,2.9830410239701496e-12,1.434336014594283e-09,1.1232723015157671e-08,2.2507371887942692e-12,1.3402111138294161e-05,5.2582084836442985e-09,8.723594497992376e-08,1.1783924099729784e-11,9.256181175058986e-09,1.3256348120178003e-14,6.55841920701777e-16,1.0577676385714784e-07,1.6384636999188263e-07,1.828020301056307e-12,7.714614329525881e-13,8.176885739337875e-09,1.4149536862517556e-12,2.587634522116109e-10,1.8362444834861149e-10,2.0939234019038073e-10,2.7909290423386394e-12,8.503598620899708e-08,4.2992732020390315e-16,7.539645707342273e-11,5.699474980339098e-12,3.992350266622225e-10,4.0600541667331353e-13,5.911485182929589e-12,1.7283764618953776e-09,2.760740663251584e-08,1.1100199691099833e-10,8.677347823423064e-08
1.4080466170303248e-06,0.2978980816735415,3.76,0.0,0.6865178105251358,0.9977138656455141,0.002695191386983417,1.110245837214547e-12,4.965110297205364e-10,0.0033623219461579985,0.0015385005010168282,0.0030346784497356804,0.0011185290462427935,0.020278708944775632,0.0006909842537646671,0.016009210000292377,1.8683711382959744e-06,1.8363344768590265e-06,7.4417464918238755e-06,5.841971371728099e-05,1.6215458153881593e-05,0.0001322701211099458,0.00011298865865339837,5.060685093218647e-06,3.848342967779262e-05,4.6317461537899225e-05,2.6647380348223112e-06,8.5476411650148e-10,5.074028304332636e-10,5.309306147952155e-09,9.897954228591497e-09,1.0108513400150959e-09,3.260364127625141e-06,6.087739705205924e-07,4.3656392171972075e-06,3.158076981834965e-12,1.5158425339906015e-09,1.17286723459627e-08,2.3883268701863957e-12,1.3988836803490745e-05,5.715120773539954e-09,9.342156475886052e-08,1.2232967459214955e-11,1.0039042830231508e-08,1.4432387324311037e-14,7.070612092649388e-16,1.0886974236129395e-07,1.6903998728631205e-07,1.8862026127544655e-12,7.959038179092949e-13,8.436506864333719e-09,1.5040435692239201e-12,2.7370058550994115e-10,2.0355194311984707e-10,2.242661670219796e-10,2.9891547153950077e-12,8.811756176249575e-08,4.766557751921484e-16,8.098778200542598e-11,6.10420466025183e-12,4.2824220955890096e-10,4.3614537861755387e-13,6.329711254722776e-12,1.862755650237639e-09,3.0020012252578876e-08,1.207091791785163e-10,8.956380034618685e-08
1.4236856061012555e-06,0.2979278544786986,3.76,0.0,0.6858860444744359,0.9976508717323734,0.0027742129623483883,1.173376021541723e-12,5.183478958699364e-10,0.003415245969767562,0.0015564244808844272,0.0031039516588137225,0.0011319251437313012,0.02082577969677272,0.0007063893795446704,0.016443602761127888,1.8900624877196573e-06,1.8650770270001043e-06,7.748278929309045e-06,6.099659499982681e-05,1.7147818004524292e-05,0.00013419551716549935,0.0001173467565598154,5.280992952303946e-06,4.0673481014257087e-05,4.690821201846277e-05,2.7816193832224316e-06,8.673876523760949e-10,5.431999738002276e-10,5.7356076689259634e-09,1.0251045730427453e-08,1.0692669665424081e-09,3.454880056772106e-06,6.30911790677475e-07,4.628661836965504e-06,3.340628452880871e-12,1.601188218864011e-09,1.2240412210301909e-08,2.532007614415126e-12,1.4594107512999244e-05,6.205406223568861e-09,9.995344920879763e-08,1.269285055014433e-11,1.0876913470496816e-08,1.5696876312470732e-14,7.614073181771779e-16,1.1201141103706185e-07,1.7432551146761335e-07,1.945413820829723e-12,8.207750241089542e-13,8.700699971894249e-09,1.5972634696239573e-12,2.8919542327046386e-10,2.25326876607478e-10,2.399201488586908e-10,3.1977761720360696e-12,9.126861024832381e-08,5.277232843953012e-16,8.691478870548514e-11,6.530155713843924e-12,4.5894407334402797e-10,4.679512509944615e-13,6.771256129187461e-12,2.0051249409638448e-09,3.260137233626339e-08,1.3109586676022727e-10,9.240872973594522e-08
1.4393245951721862e-06,0.29795794911799806,3.76,0.0,0.6852473517948854,0.9975870871241972,0.002854350246536523,1.23891102277386e-12,5.407795900562916e-10,0.003468669237573468,0.0015741263034222165,0.0031742834188802885,0.0011451697385002708,0.021379020092430444,0.0007218213100884281,0.016882774039544763,1.911471975932812e-06,1.8940902230075649e-06,8.061647507034864e-06,6.364484299990032e-05,1.8118585995298355e-05,0.00013611144255006136,0.00012183864501311136,5.5070151301041524e-06,4.295588438919125e-05,4.7493387323239346e-05,2.9013512715326065e-06,8.799908489652785e-10,5.808515250946306e-10,6.188218433878979e-09,1.0611860562759033e-08,1.1301421614622344e-09,3.6587453601666156e-06,6.535540688861577e-07,4.90304132138437e-06,3.5308745314265153e-12,1.6905079140482215e-09,1.2768179353680394e-08,2.6819286044712134e-12,1.5218247973662594e-05,6.731015560730761e-09,1.0684529017337356e-07,1.3163609466911812e-11,1.1772836831680397e-08,1.7055217671640436e-14,8.190119490322818e-16,1.1520134357668953e-07,1.7970240241487177e-07,2.0056473337536814e-12,8.46072224405708e-13,8.969435733338844e-09,1.6947276016444316e-12,3.0525473888998646e-10,2.490903778833383e-10,2.563789338054782e-10,3.4171217957264555e-12,9.448930938210064e-08,5.834618869927618e-16,9.319245870803401e-11,6.977998287178589e-12,4.914135164564222e-10,5.014796563553842e-13,7.237034017084884e-12,2.1557990889003443e-09,3.53601202940152e-08,1.421968536624061e-10,9.53082270260371e-08
1.454963584243117e-06,0.2979883613899035,3.76,0.0,0.6846018153428509,0.9975225179541735,0.002935596480684874,1.306886970690478e-12,5.638090155021412e-10,0.00352257552980316,0.001591606823508202,0.0032456819337092087,0.0011582639278062067,0.021938346280589948,0.0007372741650256034,0.01732665310461353,1.9326005887302287e-06,1.9233649825039883e-06,8.381829061721937e-06,6.636478164504616e-05,1.912863407967454e-05,0.00013801788519518865,0.00012646666329410027,5.73877535665322e-06,4.533296737125871e-05,4.807302570646115e-05,3.0239267587397895e-06,8.925744151982749e-10,6.204144084068673e-10,6.668217904281236e-09,1.0980421891834766e-08,1.1935334690890368e-09,3.8722851418929315e-06,6.766991496820959e-07,5.189044855887603e-06,3.728992880947663e-12,1.7839389690897414e-09,1.3312204464522678e-08,2.8382382571408007e-12,1.5861580802581464e-05,7.293981582228249e-09,1.1411103776082644e-07,1.3645275890556624e-11,1.2729974624257563e-08,1.8513059562264393e-14,8.800093416600051e-16,1.1843908385893446e-07,1.851700761254819e-07,2.066896039370491e-12,8.717923779181539e-13,9.242682614505054e-09,1.7965505442385808e-12,3.2188503043801054e-10,2.749919258331976e-10,2.7366729624900715e-10,3.647521643678072e-12,9.777981140294638e-08,6.442233050671327e-16,9.983616189752653e-11,7.448405946156405e-12,5.257252216780556e-10,5.367876064873687e-13,7.727975800743325e-12,2.3150978042597085e-09,3.83051464315756e-08,1.5404797047819867e-10,9.826222080031899e-08
1.4706025733140477e-06,0.2980190871108158,3.76,0.0,0.6839495177984821,0.9974571702830103,0.003017944892368763,1.3773389295389103e-12,5.87438799191243e-10,0.0035769483695499435,0.0016088670936533103,0.0033181550217301287,0.001171208950040085,0.02250367471942162,0.000752742190413816,0.01777516973289417,1.953449567380553e-06,1.952892063379743e-06,8.708798489833834e-06,6.915669139815967e-05,2.017883241863663e-05,0.0001399148491120535,0.00013123312157299448,5.976296034196115e-06,4.780706507666304e-05,4.86471719136316e-05,3.149337755859069e-06,9.051391169940746e-10,6.619457576544652e-10,7.1767022851658e-09,1.1356751361202171e-08,1.2594969245517017e-09,4.095829833786818e-06,7.003449003684167e-07,5.486938479216396e-06,3.935159620301065e-12,1.881621209851451e-09,1.3872712025779364e-08,3.001084139514223e-12,1.6524426374602976e-05,7.896420890526918e-09,1.2176489451893219e-07,1.4137877289835265e-11,1.3751608598719262e-08,2.0076302178934168e-14,9.445362229218148e-16,1.2172414727780782e-07,1.9072790695886328e-07,2.129152331405188e-12,8.97932241053069e-13,9.520406994302968e-09,1.9028471912264924e-12,3.390925276264565e-10,3.0318968462680946e-10,2.9181012480097346e-10,3.889307289433692e-12,1.0114024427658722e-07,7.10379736321617e-16,1.0686165468537044e-10,7.942055361347231e-12,5.619556452226032e-10,5.739324696211734e-13,8.245028613926613e-12,2.4833456493142325e-09,4.1445598238102044e-08,1.6668608557632176e-10,1.0127060838728038e-07
1.4862415623849784e-06,0.2980501221185559,3.76,0.0,0.6832905415976883,0.997391050092225,0.0031013887051463524,1.4503008976144512e-12,6.116712985657388e-10,0.003631771068101321,0.0016259083443536273,0.0033917101116263033,0.0011840061694786512,0.02307492224509972,0.0007682197625959166,0.018228254263592387,1.9740203839088405e-06,1.9826620902043107e-06,9.042528904670114e-06,7.202080965628221e-05,2.1270049129639272e-05,0.00014180235281969792,0.00013614029932984765,6.219598327182236e-06,5.038051955127039e-05,4.9215876534505625e-05,3.277575106700318e-06,9.176858312122592e-10,7.055028898677077e-10,7.714783933908026e-09,1.1740869100447864e-08,1.328087989084074e-09,4.329715057331133e-06,7.244887197117648e-07,5.796986970215643e-06,4.149549129385e-12,1.983696908219413e-09,1.4449920184433698e-08,3.170612869880629e-12,1.7207102677938146e-05,8.540535595129307e-09,1.2982130935202156e-07,1.464143755069741e-11,1.4841142550623873e-08,2.175110437021964e-14,1.0127318051677736e-15,1.2505602206844093e-07,1.963752298362416e-07,2.1924081355039325e-12,9.24488378340419e-13,9.80257326724324e-09,2.013732704428848e-12,3.568831992298601e-10,3.3385084482640563e-10,3.1083241073737427e-10,4.14281168456182e-12,1.0457071287015216e-07,7.823246601964326e-16,1.1428507777995232e-10,8.459625976208119e-12,6.001830039881635e-10,6.129719391493992e-13,8.789155401234869e-12,2.6608719377599334e-09,4.4790880521122994e-08,1.8014910567155184e-10,1.0433325667353737e-07
1.5018805514559092e-06,0.2980814622754917,3.76,0.0,0.6826249688707839,0.9973241632781958,0.003185921147168022,1.5258058134583913e-12,6.36508608182198e-10,0.0036870267679445265,0.0016427319652904272,0.0034663542388957513,0.0011966570617160824,0.023652006133579123,0.0007837013915991755,0.01868583764762081,1.994314717409969e-06,2.0126655793553168e-06,9.382991783028424e-06,7.495733120803205e-05,2.2403150052852907e-05,0.0001436804278295182,0.00014119044384820225,6.46870224621311e-06,5.305567919161206e-05,4.9779195381078225e-05,3.4086286653313106e-06,9.302154826777393e-10,7.511432797373046e-10,8.283590771900349e-09,1.2132793838621732e-08,1.399361503481358e-09,4.574281480911807e-06,7.491275477670664e-07,6.1194537426426555e-06,4.372333896184416e-12,2.0903107498965667e-09,1.5044040639040187e-08,3.3469700363086744e-12,1.790992517768341e-05,9.22861497912567e-09,1.3829497119510783e-07,1.5155976720223716e-11,1.6002104262876298e-08,2.354388999747604e-14,1.0847377052031244e-15,1.2843417062244206e-07,2.02111342384119e-07,2.2566549347179995e-12,9.51457172957526e-13,1.008914396053038e-08,2.1293224700976873e-12,3.752627596729677e-10,3.671519699474812e-10,3.3075923689184396e-10,4.408368991917076e-12,1.0807130009041609e-07,8.604736569397973e-16,1.2212295355571966e-10,9.001799705137817e-12,6.40487260992992e-10,6.53964002591804e-13,9.361334463508905e-12,2.8480106367050025e-09,4.835065539391701e-08,1.9447597580024737e-10,1.074500029397235e-07
1.51751954052684e-06,0.29811310347132924,3.76,0.0,0.6819528813874973,0.9972565156469438,0.0032715354588859383,1.6038855557471485e-12,6.619525658063851e-10,0.003742698483416862,0.0016593394874145114,0.0035420940433254313,0.0012091631998012527,0.024234844155785595,0.0007991817240958992,0.01914785149085688,2.0143344314427865e-06,2.0428929628383763e-06,9.730157101376665e-06,7.796640874513895e-05,2.357899853352542e-05,0.000145549117190511,0.00014638576878161014,6.723626725724568e-06,5.58348982024331e-05,5.033718889203772e-05,3.5424873699844566e-06,9.427290126423479e-10,7.989245353410286e-10,8.884265700340809e-09,1.2532542956618234e-08,1.4733716641677032e-09,4.829874672793107e-06,7.742578767388467e-07,6.454600747648429e-06,4.603684439887753e-12,2.201609800193197e-09,1.5655278543576812e-08,3.530300133039001e-12,1.8633206687036128e-05,9.963037128676984e-09,1.4720080246070124e-07,1.568151105900226e-11,1.72381473829181e-08,2.5461354273307647e-14,1.1606978773761195e-15,1.31858030785946e-07,2.0793550701082193e-07,2.321883794294565e-12,9.788348369719467e-13,1.0380079847323835e-08,2.2497320554950225e-12,3.9423667606794606e-10,4.0327934827697775e-10,3.5161576679788407e-10,4.686314440145662e-12,1.1164206797838255e-07,9.452652391710053e-16,1.303921830209947e-10,9.569260657298155e-12,6.829501090068451e-10,6.969669114402252e-13,9.9625589898751e-12,3.045100271182029e-09,5.21348421205847e-08,2.097066787185521e-10,1.1062065571169626e-07
1.5331585295977706e-06,0.29814504162558,3.76,0.0,0.6812743605080329,0.9971881129096068,0.0033582248999016935,1.6845709416249226e-12,6.88004758580875e-10,0.0037987691389869014,0.0016757325659417413,0.0036189357673275134,0.0012215262410985768,0.024823354626541942,0.0008146555459453849,0.019614228091897674,2.0340815525426446e-06,2.073334610781914e-06,1.0083993461582376e-05,8.104815342369177e-05,2.4798455219285168e-05,0.00014740847409897345,0.0001517284527924229,6.984389695261596e-06,5.8720536088345855e-05,5.088992156482491e-05,3.67913931320884e-06,9.552274579384309e-10,8.489043749621758e-10,9.517966021161972e-09,1.2940132447390416e-08,1.5501719629776892e-09,5.096844950217564e-06,7.99875762786153e-07,6.802688383569212e-06,4.8437691339356565e-12,2.3177434678343004e-09,1.628383242634231e-08,3.720746474638824e-12,1.9377257245964406e-05,1.0746270523676415e-08,1.5655395227492786e-07,1.621805383497931e-11,1.8553053232653495e-08,2.751047033525472e-14,1.2407586263940327e-15,1.3532701713311855e-07,2.1384695291115705e-07,2.3880853856581195e-12,1.0066174212780541e-12,1.0675340035749023e-08,2.3750771680076355e-12,4.1381017580340377e-10,4.42429349745159e-10,3.7342723417240457e-10,4.976984206998456e-12,1.1528305875424856e-07,1.037161695463358e-15,1.3911004239456327e-10,1.0162694831407494e-11,7.276549524094366e-10,7.420391525895122e-13,1.0593836571621227e-11,3.2524838310034985e-09,5.615361682362722e-08,2.2588223374516854e-10,1.1384499562067019e-07
1.5487975186687014e-06,0.2981772726897276,3.76,0.0,0.6805894871398573,0.9971189606785751,0.003445982754991994,1.7678917340076455e-12,7.146665293600313e-10,0.0038552216051696265,0.0016919129642777105,0.003696885255086696,0.0012337479148836624,0.025417456447560997,0.0008301177843373516,0.02008490047461659,2.0535582498785034e-06,2.103980852601378e-06,1.0444468206336188e-05,8.420263547086646e-05,2.6062377871216233e-05,0.00014925856057557954,0.00015722063826212532,7.251008144276925e-06,6.17149571770737e-05,5.1437461416144614e-05,3.818571808121009e-06,9.677118890499263e-10,9.011406049102541e-10,1.0185862863944355e-08,1.3355577012081403e-08,1.6298151401108026e-09,5.3755472249179404e-06,8.259768386783936e-07,7.1639754126488515e-06,5.092754050791328e-12,2.4388634667897066e-09,1.6929894123901037e-08,3.918451124739864e-12,2.014238400701018e-05,1.1580875587924074e-08,1.6636978951647368e-07,1.6765615016730118e-11,1.9950732549073268e-08,2.969849551586182e-14,1.3250685255774078e-15,1.3884052220962322e-07,2.1984487799394988e-07,2.4552500095445027e-12,1.034800825111362e-12,1.097488207319904e-08,2.5054736179811264e-12,4.3398825305580746e-10,4.848087876386493e-10,3.9621893278507167e-10,5.280715263066113e-12,1.1899429580788742e-07,1.1366499454442362e-15,1.482941792995214e-10,1.0782789834167907e-11,7.746868872995983e-10,7.892394201301378e-13,1.1256188704971535e-11,3.470508679743879e-09,6.041741205846007e-08,2.430446950686869e-10,1.1712277626656295e-07
1.5644365077396321e-06,0.298209792649105,3.76,0.0,0.6798983416998918,0.9970490644642475,0.003534802339353932,1.853876647284561e-12,7.419389824272191e-10,0.003912038732093749,0.0017078825388812963,0.0037759479524676664,0.0012458300106789097,0.026017069144841032,0.0008455635095570422,0.020559802415829668,2.0727668160702773e-06,2.1348219968364624e-06,1.081154752448985e-05,8.742988483307217e-05,2.7371621187553825e-05,0.00015109944621203997,0.00016286443007230031,7.523498180451804e-06,6.482053017172252e-05,5.197987947150244e-05,3.9607714506564105e-06,9.80183350913043e-10,9.556910982534143e-10,1.0889140619486684e-08,1.377889011934343e-08,1.712353173483601e-09,5.666340845339047e-06,8.525563272104493e-07,7.538718884300356e-06,5.350802922506123e-12,2.565123776006027e-09,1.7593648728904335e-08,4.123554851667571e-12,2.0928891127941332e-05,1.2469506197233852e-08,1.7666389567185985e-07,1.7324201097126772e-11,2.1435227153670907e-08,3.203297749451516e-14,1.413778327870159e-15,1.423979177423389e-07,2.2592845072616712e-07,2.5233676182146385e-12,1.0633808051741982e-12,1.1278662052395909e-08,2.641037281077086e-12,4.547756751445708e-10,5.306352849333054e-10,4.2001620649179466e-10,5.597845231301535e-12,1.22775784631016e-07,1.2442424058843488e-15,1.579626085719226e-10,1.1430234635895437e-11,8.2413267986501e-10,8.386265875283384e-13,1.1950650285067925e-11,3.6995264656274163e-09,6.493691625896174e-08,2.6123714953171904e-10,1.2045372507956118e-07
1.5800754968105629e-06,0.2982425975245032,3.76,0.0,0.6792010040817762,0.9969784296723766,0.0036246770031125477,1.9425533448139184e-12,7.698229887728356e-10,0.003969203380753154,0.0017236432250693327,0.003856128907632343,0.0012577743673286444,0.026622112900801676,0.0008609879363921424,0.02103886846837939,2.0917096491724805e-06,2.165848349673412e-06,1.1185196546604877e-05,9.072989186163511e-05,2.8727036638874187e-05,0.00015293120698885846,0.0001686618944551029,7.801875081598249e-06,6.803962772950148e-05,5.251724928408805e-05,4.105724177768416e-06,9.926429704886125e-10,1.0126137743726218e-09,1.1628996380545212e-08,1.4210083915900633e-08,1.797837224277324e-09,5.969589435949561e-06,8.796090552870366e-07,7.927174064507629e-06,5.618076985858631e-12,2.6966805970584386e-09,1.8275274550134632e-08,4.336197055140393e-12,2.1737079670976236e-05,1.3414911143971667e-08,1.8745205752242604e-07,1.7893816078484275e-11,2.3010711548874495e-08,3.4521760779194557e-14,1.5070409950680175e-15,1.4599855581150935e-07,2.3209681189115227e-07,2.5924278366780806e-12,1.0923529844019814e-12,1.1586634684496519e-08,2.7818840623592975e-12,4.761769895393733e-10,5.801376450168028e-10,4.4484443945408733e-10,5.928712289692786e-12,1.266275136882366e-07,1.3604778672393236e-15,1.68133707694273e-10,1.2105719285229244e-11,8.760807430465747e-10,8.902596812408064e-13,1.2678269083735887e-11,3.939893034053955e-09,6.972307305771936e-08,2.805037139080806e-10,1.2383754417558497e-07
1.5957144858814936e-06,0.2982756833735282,3.76,0.0,0.6784975536278802,0.9969070616019622,0.003715600135134126,2.0339484417488917e-12,7.98319191560102e-10,0.004026698451986498,0.0017391970237579026,0.003937432772317344,0.0012695828628082773,0.027232508581497738,0.0008763864252014555,0.0215220339799416,2.110389235821487e-06,2.1970502321718914e-06,1.1565379431065005e-05,9.410260803232585e-05,3.0129472313687888e-05,0.00015475392416506136,0.0001746150579120676,8.086153341256761e-06,7.137462606432821e-05,5.304964648309504e-05,4.253415321563165e-06,1.0050919044877556e-09,1.0719665792492532e-09,1.2406639390106656e-08,1.4649169299612372e-08,1.8863175857631507e-09,6.285660733886266e-06,9.071294685885642e-07,8.329594370965072e-06,5.894734814694223e-12,2.8336923097714158e-09,1.8974943084393305e-08,4.556515701065382e-12,2.256724750821234e-05,1.4419935556603743e-08,1.9875025967478463e-07,1.847446116603691e-11,2.4681494439843083e-08,3.7172992865511274e-14,1.6050116214669665e-15,1.496417699820467e-07,2.383490762606692e-07,2.6624199829347444e-12,1.121712860265451e-12,1.1898753386964445e-08,2.928129864609877e-12,4.98196529806691e-10,6.335562265620895e-10,4.707290466547342e-10,6.273655022673335e-12,1.3054945522507907e-07,1.4859223800826445e-15,1.7882621186576247e-10,1.2809934636018954e-11,9.306211115273629e-10,9.441978548693864e-13,1.3440105218191507e-11,4.19196834146024e-09,7.478708048421753e-08,3.0088953168982624e-10,1.272739112019375e-07
1.6113534749524243e-06,0.29830904629172245,3.76,0.0,0.6777880691057366,0.9968349654436611,0.0038075651661890753,2.1280875132205e-12,8.274280112528052e-10,0.004084506913239541,0.001754545989129708,0.004019863803723108,0.0012812574047575609,0.027848177759245807,0.0008917544826649914,0.02200923510785749,2.1288081355358917e-06,2.2284179962225234e-06,1.1952059441157264e-05,9.754794669523035e-05,3.15797727733864e-05,0.00015656768324022623,0.00018072590619996602,8.376346708152716e-06,7.482790457078325e-05,5.357714835136146e-05,4.403829659395988e-06,1.0175312407867787e-09,1.1338074664006013e-09,1.3223290497425012e-08,1.5096156001724293e-08,1.9778436859310597e-09,6.614926423154026e-06,9.351116467335905e-07,8.746231313553515e-06,6.180932316028193e-12,2.976319425661899e-09,1.9692818999560216e-08,4.784647295119151e-12,2.3419689232939897e-05,1.548752227290685e-08,2.1057467694571687e-07,1.906613426794096e-11,2.645202018009515e-08,3.9995130137663334e-14,1.7078473146316304e-15,1.533268763924061e-07,2.446843341791043e-07,2.7333330872140954e-12,1.151455812631721e-12,1.2214970382528322e-08,3.07989055560457e-12,5.208384208269673e-10,6.91143322304221e-10,4.976954645101985e-10,6.6330122777552105e-12,1.3454156601200243e-07,1.6211701508393853e-15,1.9005920870426193e-10,1.3543572127055174e-11,9.878454150524265e-10,1.0005003632985736e-12,1.4237230615610433e-11,4.456116370227182e-09,8.014039004391076e-08,3.224407693914803e-10,1.3076248017006297e-07
1.626992464023355e-06,0.29834268241346923,3.76,0.0,0.6770726286885764,0.996762146278677,0.003900565571508236,2.2249950934347393e-12,8.571496499812827e-10,0.004142611823173837,0.0017696922172116343,0.00410342586696744,0.0012927999217241706,0.02846904273099372,0.0009070877622347339,0.022500408830286877,2.146968966152551e-06,2.259942039266931e-06,1.2345199013573826e-05,0.0001010657838516569,3.307877891553968e-05,0.00015837257298859496,0.00018699638338226935,8.672468219716766e-06,7.84018454669342e-05,5.409983343202738e-05,4.556951459988788e-06,1.0299621354162163e-09,1.198194378381441e-09,1.4080181621931886e-08,1.5551052450265173e-08,2.07246404106047e-09,6.95776196673464e-06,9.635493188560938e-07,9.177334439755272e-06,6.4768226047799845e-12,3.1247245392113423e-09,2.042906012726892e-08,5.0207268217520425e-12,2.429469607657125e-05,1.6620713165562064e-08,2.2294166661552375e-07,1.9668831191236893e-11,2.8326870139552272e-08,4.2996944207088945e-14,1.815707241299666e-15,1.570531747999749e-07,2.5110165305941934e-07,2.805155910173452e-12,1.1815771112618274e-12,1.2535236756340898e-08,3.2372819359738667e-12,5.441065846959237e-10,7.531635414646185e-10,5.257691415365409e-10,7.007123085380207e-12,1.3860378802413563e-07,1.766844446219159e-15,2.0185213258896652e-10,1.430732351167309e-11,1.047846850114908e-09,1.0592265379306337e-12,1.5070728463188824e-11,4.732705044332293e-09,8.57947056807648e-08,3.45204612381769e-10,1.343028822729276e-07
1.6426314530942858e-06,0.2983765879126946,3.76,0.0,0.6763513099396522,0.9966886090780923,0.003994594872776243,2.3246946721138337e-12,8.874840958456417e-10,0.004200996354193118,0.0017846378353419548,0.004188122438057602,0.0013042123551002716,0.029095026532756193,0.0009223820643048828,0.022995492953971852,2.1648743903747594e-06,2.2916128178170328e-06,1.2744759818815007e-05,0.00010465595895496606,3.4627327844593736e-05,0.0001601686845645733,0.00019342839094477288,8.97453022991109e-06,8.209883345362495e-05,5.461778116374184e-05,4.712764525657496e-06,1.0423857830577037e-09,1.265185228774285e-09,1.497855522502275e-08,1.6013865810302062e-08,2.1702261961973774e-09,7.314546436809301e-06,9.924358795192696e-07,9.623151284618475e-06,6.782555812449427e-12,3.2790722770799645e-09,2.1183817464435624e-08,5.264887680268933e-12,2.5192555830811145e-05,1.782265041892302e-08,2.3586776055999316e-07,2.0282545424794748e-11,3.03107639936931e-08,4.618752794808937e-14,1.928752565493928e-15,1.6081994958181582e-07,2.576000787932002e-07,2.877876960099422e-12,1.2120719228595518e-12,1.285950252485664e-08,3.4004197119179048e-12,5.680047458201192e-10,8.198941955584441e-10,5.549755292203019e-10,7.39632651702414e-12,1.4273604905726828e-07,1.923598505729743e-15,2.1422475866030479e-10,1.5101880581696924e-11,1.1107201500475247e-09,1.120435762645745e-12,1.5941692650104304e-11,5.022106145419233e-09,9.17619826254686e-08,3.692292602570085e-10,1.3789472668502934e-07
1.6582704421652165e-06,0.29841075900338565,3.76,0.0,0.6756241898000468,0.9966143587026166,0.004089646639604995,2.42720869997345e-12,9.184311272467972e-10,0.004259643812965039,0.0017993849925026408,0.004273956607336744,0.0013154966517318907,0.029726052950432066,0.0009376333361198503,0.02349442611889163,2.182527103403756e-06,2.3234208598144756e-06,1.3150702813996689e-05,0.0001083182757324023,3.6226252749073415e-05,0.0001619561106785242,0.00020002378697389875,9.282544431634278e-06,8.592125538791345e-05,5.513107154380674e-05,4.871252230764703e-06,1.0548032654773201e-09,1.3348378845959226e-09,1.5919663789628143e-08,1.6484602107209414e-08,2.27117674015269e-09,7.685662343235371e-06,1.0217644048914854e-06,1.0083927324891002e-05,7.098279113625747e-12,3.4395292451006504e-09,2.1957235183235982e-08,5.517261674478107e-12,2.6113552774741357e-05,1.909657775581299e-08,2.493696572692323e-07,2.0907267205550286e-11,3.2408560932618024e-08,4.9576301085017804e-14,2.0471462894563238e-15,1.6462647069062402e-07,2.6417863707687825e-07,2.951484509137041e-12,1.242935317669297e-12,1.3187716729196884e-08,3.569419466517872e-12,5.925364348135785e-10,8.91625687312664e-10,5.853400729345101e-10,7.800961530496882e-12,1.4693826328119145e-07,2.092116461623117e-15,2.2719719646976658e-10,1.592793496375804e-11,1.1765615535223623e-09,1.1841874495063147e-12,1.6851227210078184e-11,5.324695228974248e-09,9.805442613125577e-08,3.9456392175987015e-10,1.4153760134354101e-07
