Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028)
2.3095138618497918e-05,0.3663452759436807,3.76,0.0,0.8044712081539052,0.9757400753432629,0.029061697490806723,2.1743723872902232e-13,1.8116219825647817e-10,0.0032657227784785295,0.0016032862647902193,0.026769441138587056,0.0005635277997216976,0.1810143244479242,0.002305824603920779,0.14449367025582208,4.799570165990329e-06,4.099663321067333e-06,2.5876438996789882e-05,0.003236944955599808,0.0004940776068914622,7.134556506243765e-05,0.003829571515291588,3.0722210365571013e-05,0.003627387520090008,1.8415582538643275e-05,2.5032908498642872e-05,9.666382976135547e-10,1.7537951049256835e-09,1.6879800015361255e-07,6.52279503632052e-08,2.6548849914073754e-09,0.00026450514678870966,3.3221698018648293e-06,0.00031195785401399073,9.889920218442029e-12,9.398690726913801e-08,2.1604668249928157e-07,2.2200874273984232e-11,0.00021840318775273566,1.9283807587104606e-06,5.7533992028605585e-06,1.3276049978874017e-11,2.657743633494115e-06,1.3210644727558242e-12,6.653969606413789e-15,3.7301650664128974e-08,1.478221113839023e-07,3.907266169728253e-12,1.0225707551213339e-12,7.267384379952005e-09,1.5616664562040766e-11,1.8316940759100167e-09,2.4174760407298814e-07,2.9607315390107343e-08,3.3084674125276065e-10,1.0199781830519868e-07,1.5164889050416426e-13,4.021613734239723e-09,5.714158573946779e-10,2.363672086490651e-08,1.8744331495736554e-11,5.550021391657268e-10,1.8871039653086383e-06
2.343803312742778e-05,0.36657009997786855,3.76,0.0,0.8002498464437912,0.9751072542611118,0.029848418130197674,2.244903551155193e-13,1.8634033822875354e-10,0.0032860915861836278,0.0016031495280538991,0.027433652931251065,0.0005652611544760092,0.1846756666526285,0.0023207906869694875,0.14742086232568632,4.793293571220578e-06,4.1201552822946905e-06,2.6552848120635688e-05,0.00328992658623241,0.0005172686087809508,7.2055601176778e-05,0.003957050177734769,3.165316985834497e-05,0.00380787943287938,1.8537266186481367e-05,2.5670557681302227e-05,9.877388914030925e-10,1.8406128786507166e-09,1.7760631146544765e-07,6.71396401106434e-08,2.7455895137735338e-09,0.0002772694477755988,3.3623373330719476e-06,0.00032582929710132317,1.0231091315376287e-11,9.846511622874203e-08,2.22058908212204e-07,2.3116911291519816e-11,0.00022775517709369648,2.0696275757483517e-06,6.045636234274642e-06,1.3619496836175633e-11,2.841183534398602e-06,1.4260197372419995e-12,7.009120371298837e-15,3.776423396962184e-08,1.512185344754273e-07,3.992167127666077e-12,1.044778612512627e-12,7.427805005535043e-09,1.6321645849759636e-11,1.8859639863983544e-09,2.6297403497993046e-07,3.102561040619286e-08,3.4669415999261223e-10,1.0454955021871045e-07,1.6496701573185003e-13,4.2356281910478416e-09,5.987711550145592e-10,2.4868820370669262e-08,1.962951944289455e-11,5.824578785602654e-10,1.9863498972418952e-06
2.3780927636357644e-05,0.36679472668364266,3.76,0.0,0.7960351113369302,0.9744686147877053,0.03064087979627312,2.315771565489819e-13,1.9153545631717561e-10,0.0033055746193321254,0.001602712031582602,0.0280987296054249,0.0005669065088675975,0.18832592953288452,0.0023358254758641572,0.15034251093440704,4.7861009874637735e-06,4.139452641119725e-06,2.72301665075946e-05,0.003342179604160082,0.0005410616671934088,7.275592978027293e-05,0.0040858238960968535,3.2589640031416384e-05,0.003993579137109844,1.865664533585856e-05,2.630781461644518e-05,1.008911454962932e-09,1.929722899509651e-09,1.8667070126640898e-07,6.906175097823476e-08,2.836767699688434e-09,0.0002903375429873669,3.4019158048141216e-06,0.00034000833179951634,1.0574251819631115e-11,1.0304176242949511e-07,2.2806619156572505e-07,2.4049610348004178e-11,0.00023731545021580416,2.217922576519991e-06,6.345149034878307e-06,1.3962649896486343e-11,3.0328157248977747e-06,1.5368489804444047e-12,7.374906063323214e-15,3.821384013471555e-08,1.5461160194716737e-07,4.0767382375038395e-12,1.0669001180649897e-12,7.587680967361747e-09,1.704266847901324e-11,1.940276538129529e-09,2.8554981839902546e-07,3.247587341650258e-08,3.628987203605499e-10,1.0710172985396152e-07,1.7913196344702346e-13,4.455501095632572e-09,6.267422502567274e-10,2.6132998051149162e-08,2.0534498177829082e-11,6.105402555518106e-10,2.088212736683245e-06
2.4123822145287507e-05,0.3670191171407724,3.76,0.0,0.791827814076424,0.9738242268477544,0.031438940550920114,2.386950724797324e-13,1.9674630121294738e-10,0.003324203410211952,0.0016019883193284872,0.02876446174451499,0.0005684674279279461,0.1919643930257037,0.0023509286215393126,0.15325813790475956,4.77804011728991e-06,4.15759962697255e-06,2.790820190349679e-05,0.0033937163028003006,0.0005654573733525638,7.344684018337258e-05,0.004215853005791739,3.353128750486968e-05,0.004184507745565776,1.877379310891179e-05,2.694447695694443e-05,1.03015118977116e-09,2.021120899638281e-09,1.9599152932053623e-07,7.09936461611613e-08,2.9283714527091906e-09,0.0003037058571632121,3.440923120078635e-06,0.00035449264485879866,1.0919223660370866e-11,1.0771496805570668e-07,2.3406600183323936e-07,2.4998754953034833e-11,0.00024708352559177235,2.373429986761648e-06,6.651846331446127e-06,1.4305381258336237e-11,3.2327654992031207e-06,1.6537237570763533e-12,7.75134179502155e-15,3.865077073807803e-08,1.5800088855676678e-07,4.160968239589737e-12,1.0889323329541946e-12,7.746988152085582e-09,1.7779620266080082e-11,1.9946065337949194e-09,3.0952454596669716e-07,3.395762169122086e-08,3.7945502801632973e-10,1.0965355524328136e-07,1.9417486623724563e-13,4.6811828843682595e-09,6.55319822452706e-10,2.742887862071781e-08,2.1459006907571163e-11,6.392376155117678e-10,2.1926624620775655e-06
2.446671665421737e-05,0.367243234524904,3.76,0.0,0.7876287230662002,0.9731741590742697,0.03224246293122968,2.458416656432491e-13,2.019717000556543e-10,0.0033420089681105865,0.0016009923732550166,0.029430649588526776,0.0005699473472840467,0.19559037696288123,0.0023660992296126696,0.15616729224325643,4.769156748319124e-06,4.174639632216387e-06,2.8586772111303733e-05,0.0034445492129410497,0.0005904561439315063,7.412861222281183e-05,0.00434709859264686,3.4477790474617304e-05,0.0043806844934343525,1.888878011449483e-05,2.7580353257443087e-05,1.0514534567562013e-09,2.1148019601441278e-09,2.055690662946655e-07,7.29347114837807e-08,3.020354950317144e-09,0.00031737067286023225,3.4793764619492175e-06,0.0003692798259805049,1.1265836922513109e-11,1.1248281180528364e-07,2.4005597090667893e-07,2.596412904514144e-11,0.00025705889375178634,2.536311203916995e-06,6.965633237132552e-06,1.4647570376953807e-11,3.4411520500234883e-06,1.7768138627593193e-12,8.138438400125201e-15,3.9075335226341605e-08,1.61386010852833e-07,4.244847086602934e-12,1.11087263487303e-12,7.905704733698721e-09,1.8532383772149523e-11,2.0489301632516786e-09,3.3494783603580133e-07,3.5470358763058764e-08,3.9635753523908487e-10,1.1220426945484804e-07,2.1012687379784078e-13,4.912620805097653e-09,6.84494287565052e-10,2.875606854756109e-08,2.240277832600185e-11,6.685380021964478e-10,2.2996673574639062e-06
2.4809611163147233e-05,0.3674670440186582,3.76,0.0,0.7834385656252554,0.9725184788295995,0.03305131380487701,2.530146306600193e-13,2.0721056059041496e-10,0.0033590217069204196,0.0015997376218242797,0.030097102765942373,0.0005713495749227389,0.1992032394047082,0.0023813359441731156,0.15906954895140824,4.759494787396351e-06,4.190615121421724e-06,2.9265704631161408e-05,0.003494691029883774,0.0006160582302032429,7.480151635307792e-05,0.004479522489624821,3.542883843428061e-05,0.004582126810258047,1.9001674468916345e-05,2.8215262483970635e-05,1.0728137622464244e-09,2.2107605619309584e-09,2.1540349940214496e-07,7.488435399383908e-08,3.1126746617239493e-09,0.00033132814504531266,3.5172922945190296e-06,0.00038436737519086355,1.1613929923936965e-11,1.1734333532043406e-07,2.4603388754535227e-07,2.694551725502438e-11,0.0002672410199843193,2.7067247224971634e-06,7.286411644708175e-06,1.498910396279113e-11,3.658088483137641e-06,1.9062871708379676e-12,8.536202702431354e-15,3.9487848830851263e-08,1.6476662432847678e-07,4.3283658292034165e-12,1.1327186885919641e-12,8.06381097885141e-09,1.9300836709833942e-11,2.1032249721381652e-09,3.6186927538154103e-07,3.70135768049225e-08,4.1360056750396146e-10,1.1475315929209374e-07,2.2701911632585025e-13,5.149759210957152e-09,7.142558440502293e-10,3.011415787969788e-08,2.336553945474946e-11,6.984291983963692e-10,2.409194159438962e-06
2.5152505672077096e-05,0.3676905127247804,3.76,0.0,0.7792580297049703,0.9718572522297971,0.03386536422725577,2.602119151177952e-13,2.1246189901374934e-10,0.003375271384463648,0.0015982369507679195,0.03076364001479713,0.0005726772933538521,0.20280237501213996,0.002396637021054177,0.1619645078689329,4.749096301060021e-06,4.205567556376473e-06,2.99448360673322e-05,0.003544154549372019,0.0006422637267704839,7.546581349211503e-05,0.00461308727189488,3.6384131859619844e-05,0.004788850389661338,1.9112541819222524e-05,2.884903353549568e-05,1.094227724743404e-09,2.3089906296226514e-09,2.254949372887508e-07,7.684199880620787e-08,3.205289188379752e-09,0.00034557431490778303,3.5546863866554985e-06,0.0003997527098291162,1.1963348646923367e-11,1.2229454981453727e-07,2.5199768897516755e-07,2.794270498757575e-11,0.0002776293467897226,2.884826069133238e-06,7.614080596606014e-06,1.5329875507765555e-11,3.88368184728341e-06,2.042309472872284e-12,8.944637756241246e-15,3.9888630218186716e-08,1.6814241909950883e-07,4.411516507684038e-12,1.1544684167640507e-12,8.221289030900017e-09,2.0084852328030107e-11,2.1574698009444297e-09,3.90338362601858e-07,3.858675717158344e-08,4.311783294614915e-10,1.172995535114928e-07,2.448826689797885e-13,5.392539793106656e-09,7.445944829008964e-10,3.150272204192701e-08,2.4347012470534495e-11,7.288987633801657e-10,2.5212081971625906e-06
2.549540018100696e-05,0.3679136095817344,3.76,0.0,0.7750877655660415,0.9711905441718524,0.034684489300087114,2.674315917532222e-13,2.1772479039550427e-10,0.0033907870527154936,0.001596502714875845,0.03143008889578706,0.0005739335620484022,0.20638721346085312,0.002412000391758592,0.164851792550944,4.738001560545216e-06,4.219537336038728e-06,3.062401162961699e-05,0.003592952611399001,0.0006690725798445191,7.61217552701362e-05,0.004747756250416745,3.7343381829740004e-05,0.005000869256740627,1.922144537694732e-05,2.9481504750182854e-05,1.1156911030965085e-09,2.409485574481098e-09,2.3584341452218795e-07,7.88070914230371e-08,3.2981591663012982e-09,0.0003601051228832264,3.591573857023045e-06,0.00041543317116074117,1.2313946393314464e-11,1.2733444117947213e-07,2.5794545258002256e-07,2.895547855916106e-11,0.0002882232961026487,3.070767746670405e-06,7.948536631030884e-06,1.5669784827233873e-11,4.1180331780148215e-06,2.1850443235822926e-12,9.363743021110276e-15,4.0278000004615196e-08,1.7151311530678342e-07,4.494292053952578e-12,1.1761199747010552e-12,8.378122742348924e-09,2.0884299753704236e-11,2.211644713404489e-09,4.20404453330131e-07,4.018937108286805e-08,4.4908491260735355e-10,1.1984281996608915e-07,2.637485174727491e-13,5.640901882494366e-09,7.75500000952997e-10,3.2921323460784204e-08,2.5346915167830223e-11,7.599340685162874e-10,2.6356735218358394e-06
2.5838294689936823e-05,0.3681363052816395,3.76,0.0,0.7709283874125583,0.9705184183631757,0.035508568031979694,2.746716985951656e-13,2.2299833458614642e-10,0.0034055970179282294,0.0015945467502515537,0.032096285499906424,0.0005751213202353376,0.20995721789876892,0.002427423719133715,0.16773104918010567,4.72624908823957e-06,4.232563749413972e-06,3.1303084956869944e-05,0.0036410980510246846,0.0006964845951462776,7.67695844467424e-05,0.004883493464424893,3.8306309719743114e-05,0.005218195833100067,1.9328445969647935e-05,3.011252343628908e-05,1.1371998039354097e-09,2.512238338199024e-09,2.4644889649869785e-07,8.077909820121386e-08,3.391247351602698e-09,0.0003749164209417219,3.6279691762567613e-06,0.00043140603062459315,1.2665584106110364e-11,1.324609749657377e-07,2.638753906592564e-07,2.998362540818934e-11,0.00029902227130354953,3.2646991866533378e-06,8.289674108438237e-06,1.6008738140431277e-11,4.361237554144125e-06,2.3346529083116037e-12,9.793514606826353e-15,4.065627954361268e-08,1.7487846192413165e-07,4.57668620277414e-12,1.1976717279409256e-12,8.534297532273859e-09,2.1699044337081102e-11,2.265730968757948e-09,4.521167074437821e-07,4.1820882919190556e-08,4.673143321692854e-10,1.2238236454909272e-07,2.8364752491743284e-13,5.8947827497768e-09,8.06962064722499e-10,3.4369513076265235e-08,2.6364961628115735e-11,7.915223307624593e-10,2.7525530335396044e-06
2.6181189198866686e-05,0.3683585721905765,3.76,0.0,0.7667804749788637,0.969840937352693,0.03633748320221336,2.81930573207882e-13,2.2828175347022515e-10,0.003419728809529045,0.001592380388586489,0.032762074152959,0.0005762433898772381,0.21351188344975194,0.0024429044457684856,0.17060194551477478,4.71387570779035e-06,4.244684939951874e-06,3.198191761583148e-05,0.003688603655491545,0.0007244994454558024,7.740953475024454e-05,0.005020263672881095,3.927264692231893e-05,0.005440840999621129,1.9433602093060195e-05,3.074194545342894e-05,1.1587498211166638e-09,2.61724142914244e-09,2.57311283760125e-07,8.275750070893716e-08,3.4845184416724347e-09,0.0003900039841501853,3.66388618116062e-06,0.00044766849573207813,1.3018129728989535e-11,1.3767210213365025e-07,2.697858425514117e-07,3.102693410031077e-11,0.0003100256590403675,3.466766709589644e-06,8.637385517773008e-06,1.634664764186391e-11,4.613384165570304e-06,2.491293915027314e-12,1.0233945501406246e-14,4.102378896442928e-08,1.782382339935218e-07,4.65869341219386e-12,1.21912223029629e-12,8.689800214086126e-09,2.2528947985331957e-11,2.3197109675174073e-09,4.855240381945251e-07,4.348075077492547e-08,4.858605331519809e-10,1.2491763031904122e-07,3.046103998839288e-13,6.154117752717414e-09,8.389702203507066e-10,3.584683185059127e-08,2.7400863005290613e-11,8.236506429107468e-10,2.8718086053795834e-06
2.652408370779655e-05,0.3685803842718261,3.76,0.0,0.7626445750667864,0.9691581625633389,0.037171121227325736,2.892068643853717e-13,2.3357435973148154e-10,0.0034332091570677113,0.0015900144725725911,0.03342730711898591,0.0005773024787804387,0.2170507357664042,0.002458439835935282,0.17346416987430957,4.70091659863736e-06,4.25593788089388e-06,3.266037836867859e-05,0.003735482127024656,0.0007531166777106293,7.804183090244161e-05,0.005158032344827559,4.024213441241351e-05,0.005668814156909287,1.9536969951309894e-05,3.136963476998338e-05,1.180337253537058e-09,2.7244869495614014e-09,2.6843041512909597e-07,8.47417970739962e-08,3.577938851257476e-09,0.0004053635214657108,3.6993381246176976e-06,0.00046421771563607184,1.3371457399564571e-11,1.429657630304735e-07,2.756752659438371e-07,3.208519437621259e-11,0.00032123283086537245,3.6771134924092797e-06,8.991561757981255e-06,1.6683430757706107e-11,4.874556391389474e-06,2.655123402512811e-12,1.0685025649853754e-14,4.1380846027209076e-08,1.8159222677813788e-07,4.740308781357938e-12,1.2404702025397191e-12,8.844618850507552e-09,2.3373869432771516e-11,2.373568166568372e-09,5.206750632054181e-07,4.5168424723282937e-08,5.047173709556156e-10,1.274480936318675e-07,3.266676656252428e-13,6.41884053051617e-09,8.71513860115894e-10,3.735281211435374e-08,2.8454327763926915e-11,8.563060022395228e-10,2.9934011917851222e-06
2.6866978216726412e-05,0.36880171701177156,3.76,0.0,0.758521203034712,0.9684701543256864,0.038009372029844495,2.9649884884638843e-13,2.3887537729801557e-10,0.0034460639745103852,0.0015874593699703556,0.03409184430423646,0.000578301184080444,0.2205733296311369,0.002474027011858388,0.17631743016124649,4.687405349282411e-06,4.266358360081304e-06,3.333834313788188e-05,0.0037817460506168847,0.0007823357197181886,7.866668939339e-05,0.005296765648987106,4.121452237039928e-05,0.0059021232833376585,1.963860351759743e-05,3.199546300350551e-05,1.201958359066102e-09,2.8339666296370108e-09,2.798060715871047e-07,8.673150658823711e-08,3.671476895433145e-09,0.0004209906858338007,3.7343376820756253e-06,0.00048105078637257563,1.3725448123354632e-11,1.48339890983556e-07,2.8154223256250814e-07,3.315819733113861e-11,0.00033264314469750553,3.89587954255441e-06,9.352092401218361e-06,1.701901044016922e-11,5.144831887004352e-06,2.826294696565809e-12,1.1146742156604996e-14,4.172776583143403e-08,1.8494025558538673e-07,4.821527972704695e-12,1.2617145133239986e-12,8.998742641567433e-09,2.4233664526604454e-11,2.4272870559791726e-09,5.576180576150521e-07,4.6883351054902564e-08,5.238786589307763e-10,1.299732626812879e-07,3.4984963064379986e-13,6.6888833560763335e-09,9.045823051122744e-10,3.8886978800473626e-08,2.952506218414878e-11,8.894753375023046e-10,3.1172909305216814e-06
2.7209872725656275e-05,0.3690225473479614,3.76,0.0,0.7544108442361087,0.967776971911939,0.03885212891083597,3.0380490021549254e-13,2.4418411711434065e-10,0.003458318350703763,0.0015847249887079658,0.03475555296324315,0.000579241995693101,0.22407924760527662,0.002489662985063588,0.1791614529201964,4.673374009862519e-06,4.275980972711539e-06,3.40156949165102e-05,0.003827407866228818,0.0008121558866389891,7.928431858279852e-05,0.005436430442915984,4.218957002927365e-05,0.006140774990903138,1.973855462380276e-05,3.2619309062544756e-05,1.2236094804490946e-09,2.94567186884688e-09,2.91437980756383e-07,8.872616284401919e-08,3.76510270988452e-09,0.0004368810836832045,3.7688969547486325e-06,0.0004981647557910935,1.407998949339469e-11,1.5379241740297464e-07,2.873854215195973e-07,3.424573537897822e-11,0.0003442559461514085,4.123201678230194e-06,9.718865942891402e-06,1.735331507042885e-11,5.424282679181932e-06,3.004958294793132e-12,1.1619079585666284e-14,4.2064859348777004e-08,1.8828215681372015e-07,4.902347172992497e-12,1.2828541679620157e-12,9.152161826157309e-09,2.510818653080599e-11,2.480853123873185e-09,5.964009093758333e-07,4.862497530012283e-08,5.433382019509147e-10,1.3249267909624925e-07,3.741863606210002e-13,6.964177272119358e-09,9.381648625293995e-10,4.044885071262079e-08,3.0612771204899334e-11,9.23145532755927e-10,3.2434372538663843e-06
2.755276723458614e-05,0.3692428536003524,3.76,0.0,0.750313955402994,0.9670786735700608,0.039699288426770965,3.11124439693398e-13,2.4950017844039866e-10,0.0034699965452556227,0.0015818207948338594,0.03541830740849411,0.0005801272995274027,0.22756809873018316,0.002505344683386938,0.1819959824347116,4.6588531503909846e-06,4.284839121480893e-06,3.4692322682718435e-05,0.003872479845091003,0.0008425763870740857,7.989491816348236e-05,0.0055769942614828346,4.3167045278921903e-05,0.006384774578999661,1.9836873009996218e-05,3.3241058807661244e-05,1.245287007307682e-09,3.0595937521645676e-09,3.033258191284536e-07,9.072531006418472e-08,3.858787804939222e-09,0.0004530302837209591,3.8030275215127925e-06,0.0005155566282070479,1.4434974072996695e-11,1.5932127465945053e-07,2.932036102674278e-07,3.5347602248154285e-11,0.00035607056973906154,4.359213514325943e-06,1.0091770027535693e-05,1.7686277213479876e-11,5.712975268351633e-06,3.19126175153229e-12,1.2102019943732473e-14,4.239243212018045e-08,1.9161778008782282e-07,4.98276304003564e-12,1.3038882939141546e-12,9.304867571225663e-09,2.5997286329327848e-11,2.5342527581162454e-09,6.370710763311002e-07,5.039273640522721e-08,5.630897311906046e-10,1.350059132698933e-07,3.997076514658698e-13,7.244652067457236e-09,9.722507125260287e-10,4.2037941570542924e-08,3.17171583861775e-11,9.573034499417694e-10,3.3717989827850267e-06
2.7895661743516002e-05,0.36946261540574715,3.76,0.0,0.7462309659788505,0.9663753165584568,0.040550750268499025,3.184562791345157e-13,2.5482294475243693e-10,0.0034811219896440167,0.0015787558279988928,0.03607998872464597,0.0005809593813104135,0.23103951727940927,0.0025210689740969186,0.1848207798609668,4.643871918685689e-06,4.292965023201613e-06,3.536812109321075e-05,0.0039169740695954676,0.0008735963286617311,8.049868002016962e-05,0.005718425304651771,4.4146724081186334e-05,0.006634126085829847,1.9933606350159814e-05,3.386060458971123e-05,1.2669874843879211e-09,3.1757230541128024e-09,3.154692138538986e-07,9.272851255124103e-08,3.952505253693968e-09,0.00046943382502939544,3.8367404529297066e-06,0.0005332233687739515,1.4790300085251073e-11,1.6492439825139992e-07,2.989956712606601e-07,3.646359313368862e-11,0.00036808633990797145,4.604045453423087e-06,1.0470691652653861e-05,1.801783386517576e-11,6.010970736986262e-06,3.385349598333573e-12,1.2595542703851049e-14,4.271078468171464e-08,1.9494698544611672e-07,5.062772594269462e-12,1.324816113634519e-12,9.456851804496035e-09,2.690081263929358e-11,2.5874732192048257e-09,6.796755453032295e-07,5.218606909406319e-08,5.831269309221549e-10,1.3751255984796305e-07,4.2644300360920557e-13,7.530236649451285e-09,1.0068289557757948e-09,4.365376095552402e-08,3.2837926202041215e-11,9.919359502170184e-10,3.502334396890709e-06
2.8238556252445865e-05,0.3696818136537307,3.76,0.0,0.742162279404577,0.9656669571804349,0.04140641714322907,3.257979281244388e-13,2.6015152964948787e-10,0.0034917172925572524,0.0015755387145025173,0.03674048448802876,0.0005817404305593217,0.23449316155618008,0.0025368326837204927,0.1876356223960252,4.628458090656746e-06,4.300389720664536e-06,3.6042991293164665e-05,0.00396090241614752,0.0009052147235650214,8.109578922012843e-05,0.0058606924252010365,4.512839043996888e-05,0.006888832337639557,2.0028800373630543e-05,3.4477844889943444e-05,1.2887075884674041e-09,3.294050293026323e-09,3.2786774769021905e-07,9.47353524070058e-08,4.046229945254572e-09,0.0004860872247096653,3.870046303492479e-06,0.0005511619075678018,1.514587234535623e-11,1.7059973201432744e-07,3.0476056728022103e-07,3.759350461430448e-11,0.0003803025719730232,4.857824681589875e-06,1.0855517369674698e-05,1.8347927242636122e-11,6.318324862909023e-06,3.5873632903439023e-12,1.3099625279705713e-14,4.302021211711076e-08,1.982696514590528e-07,5.142373206432874e-12,1.3456369417889167e-12,9.608107195890529e-09,2.7818612313810896e-11,2.6405026393240354e-09,7.242607936446128e-07,5.400441418935148e-08,6.034435537246459e-10,1.4001224360930156e-07,4.5442159785135576e-13,7.820859387894682e-09,1.0418888119424158e-09,4.5295815500574894e-08,3.3974777206794014e-11,1.027029912140106e-09,3.6350013293144296e-06
2.8581450761375728e-05,0.3699004304253318,3.76,0.0,0.7381082743481611,0.9649536508174892,0.04226619466243956,3.3314937204531963e-13,2.6548580501981527e-10,0.00350180424832252,0.0015721776858908126,0.03739968849259212,0.0005824725434448721,0.23792871274056684,0.002552632615105112,0.1904403024828638,4.612638124996896e-06,4.3071430990652296e-06,3.671683983556159e-05,0.0040042765409101415,0.0009374304938005738,8.16864228456829e-05,0.006003765116462321,4.611183633973955e-05,0.007148894996324585,2.0122498980511185e-05,3.509268415635885e-05,1.3104439836257117e-09,3.4145657752106275e-09,3.405209623557997e-07,9.674541631606023e-08,4.139937930394153e-09,0.0005029859850092002,3.9029551617111375e-06,0.0005693691434419244,1.550159988390656e-11,1.76345229928916e-07,3.104973419041485e-07,3.873713466394925e-11,0.00039271857301730945,5.1206751687556056e-06,1.1246133469044207e-05,1.867650309429843e-11,6.635088237369541e-06,3.7974410993908076e-12,1.3614243125161988e-14,4.3321002232109026e-08,2.0158566909647645e-07,5.221562648999292e-12,1.3663501977495506e-12,9.758627224304785e-09,2.8750530504467658e-11,2.6933299187165014e-09,7.708727526092048e-07,5.584721024247115e-08,6.240333264244665e-10,1.4250461738110837e-07,4.836722723725149e-13,8.116447802464773e-09,1.0774194555171553e-09,4.696360968146422e-08,3.512741364548822e-11,1.0625722493055712e-09,3.7697572662830184e-06
2.8890055819412606e-05,0.37009667446537137,3.76,0.0,0.7344725164349573,0.9643074904747418,0.04304343327261155,3.397746114950983e-13,2.7029140252835823e-10,0.003510465237478937,0.0015690362129396848,0.03799178466233001,0.0005830912643630941,0.24100499326948524,0.0025668808732194856,0.1929556658047333,4.598073764012124e-06,4.312670944621864e-06,3.732235579644037e-05,0.00404284884057081,0.0009669344830613452,8.221259636135649e-05,0.0061331945938787715,4.6998292922177074e-05,0.00738753158866784,2.020558390662412e-05,3.564391216297355e-05,1.3300179840028267e-09,3.5248924176301745e-09,3.52126194523265e-07,9.855689973161514e-08,4.224241824237438e-09,0.0005184009283330639,3.932241687933658e-06,0.0005859828063882901,1.5821815091749294e-11,1.8157448505879477e-07,3.1563566784731786e-07,3.977796537928508e-11,0.00040406319770537667,5.365096406065968e-06,1.1602544665239045e-05,1.8970881272565157e-11,6.928257912200296e-06,3.9935176044973515e-12,1.4086384532524239e-14,4.3584560657836315e-08,2.0456430795695043e-07,5.292479929442414e-12,1.3848997170310843e-12,9.893461464774872e-09,2.960119892517447e-11,2.740693041558254e-09,8.145938473591158e-07,5.752615853216333e-08,6.427923721443625e-10,1.4474122808336238e-07,5.111090491392713e-13,8.386662513279787e-09,1.1097904250270636e-09,4.84862208675423e-08,3.617803636934872e-11,1.0949329397325766e-09,3.892788321894404e-06
2.919866087744948e-05,0.37029242240994686,3.76,0.0,0.7308491817034929,0.963657406356869,0.043823862372051325,3.464055195945251e-13,2.751005912146801e-10,0.003518746235620259,0.0015657900084967453,0.038582684090422044,0.0005836733766568206,0.2440661753619023,0.0025811535380798087,0.19546250978315982,4.583218399643773e-06,4.3176985066059424e-06,3.7926910210066155e-05,0.004080989638849087,0.0009969205004858766,8.273378124204136e-05,0.0062632310175339025,4.788588620369747e-05,0.007630506973988256,2.0287520961907488e-05,3.619306024408212e-05,1.3496003326655643e-09,3.6369760496571204e-09,3.6393692074682584e-07,1.0037039616288594e-07,4.308498184063083e-09,0.0005340076767722078,3.96122118188354e-06,0.000602809282333349,1.614202644751954e-11,1.8685745112733087e-07,3.207499150971611e-07,4.082960047889921e-11,0.0004155685526600438,5.617049030948566e-06,1.1963470926584667e-05,1.926395477829348e-11,7.229115781771373e-06,4.1963316318336116e-12,1.4567016850173405e-14,4.3841551176768426e-08,2.075374037547001e-07,5.363061176792799e-12,1.403361323226902e-12,1.002769099241211e-08,3.046306171120359e-11,2.7878769671222995e-09,8.600259548781149e-07,5.9224041801903824e-08,6.617629460109041e-10,1.4697142408877996e-07,5.396197702541757e-13,8.660786866356022e-09,1.1425259563690272e-09,5.0028915596294625e-08,3.724098729078297e-11,1.1276367972284038e-09,4.017445392928733e-06
