Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650)
1.2928833029341398e-06,1.0968513081739326,3.76,0.0,0.035904890693123005,0.8087013370149095,0.16699887619776974,1.2709518364647243e-05,0.00011161044252570262,0.14589632425899762,0.0012437023233638587,0.1595262895624218,0.33111189265747265,0.05841724494660037,0.6879449946171603,0.007035452250586916,0.18135359849998042,0.0024068906923320737,1.931847771290704e-06,2.815394526539166e-08,0.011091604633025682,0.0026894741323455987,0.01266475263333329,0.0004240770356793719,0.004727652013858024,0.08816563951118683,1.0195992021154441e-08,0.0002002404871021108,0.0006366249065211081,2.1581267273208762e-05,0.0009754241636669969,4.587113689531978e-05,0.008784000049495847,9.280374328956659e-08,0.0016804381370991786,0.004574339688906001,0.0004860279601071635,0.0007097389288663161,1.4393309905236348e-10,2.0304693035188342e-10,1.8554178854297555e-05,0.04239199458685536,6.175370793072347e-07,1.5865366894937986e-07,1.470143053990543e-06,9.100150502265321e-08,1.170137049932413e-09,1.6407921701211888e-06,0.004284622845330504,4.0862390448117955e-07,0.007059719023993395,2.1186853167931941e-07,4.441090466760342e-09
1.300298291450453e-06,1.0973221530205357,3.76,0.0,0.035200544702401186,0.8073644241852654,0.16817320908697844,1.2735432775560669e-05,0.00011156144763707012,0.14537302674654665,0.0012229273973262808,0.15951470920690863,0.32989286037881793,0.05846734788164083,0.6905667287881573,0.007019389887257199,0.1828838840228561,0.00240340373609306,1.9208748837803716e-06,2.7635767127536347e-08,0.011108359776724462,0.002685459958912511,0.012630810311870844,0.0004239701423231836,0.0047176490633531526,0.08908066540661823,1.0109214651582988e-08,0.00019931747003443102,0.0006399793045510353,2.1468523191535795e-05,0.0009829798273048695,4.565155538297263e-05,0.008769608950235243,9.23734376035388e-08,0.0016748749457690245,0.004599306453745764,0.00048470567182188544,0.0007092316325377608,1.4352969358543888e-10,2.0248017654459672e-10,1.8501810342161484e-05,0.04268774496013685,6.158587243963802e-07,1.5959220933593944e-07,1.4677270130069916e-06,9.075693450516367e-08,1.1794735513014272e-09,1.6386087447970405e-06,0.004317162511729592,4.1171399132811573e-07,0.007100700750211251,2.1052008629145356e-07,4.412820904649447e-09
1.3077132799667663e-06,1.0977898357056157,3.76,0.0,0.034511593351623154,0.8060303996140625,0.1693464528899165,1.2761537539371249e-05,0.00011151358378958217,0.14485380030640596,0.0012025982829878678,0.15949852393478062,0.3286678065734269,0.058517911129999885,0.6931683872235215,0.007003137945953654,0.1844096825432634,0.0023997283818692353,1.910000058081609e-06,2.7129438417409652e-08,0.011125026623680229,0.0026814192487236276,0.012596066625203252,0.00042380040430979186,0.0047073505306484955,0.08999477351946901,1.0023807315408084e-08,0.00019839218890728205,0.0006432981063603592,2.135538892762422e-05,0.0009904583515522737,4.5431513630447465e-05,0.008754364413689887,9.19418076665686e-08,0.0016692261167574837,0.004623965148620915,0.00048339862100807895,0.0007087299975003912,1.431289496622781e-10,2.0191726483831615e-10,1.84497711822865e-05,0.04298266114870222,6.141613055079216e-07,1.6052116253849253e-07,1.4651942682037704e-06,9.051068659967842e-08,1.1887372782398873e-09,1.6362842398824078e-06,0.004349299574678838,4.147657648569479e-07,0.007140998913793419,2.0916734438031947e-07,4.3844615220342614e-09
1.3151282684830796e-06,1.0982543976036372,3.76,0.0,0.03383767956793775,0.8046992529502063,0.1705186072059126,1.2787851357407462e-05,0.00011146696916280012,0.1443386651715449,0.001182704744563246,0.1594778206189427,0.32743703531527146,0.0585689503542663,0.6957501600776409,0.0069867043405686695,0.1859309569816196,0.0023958688713513047,1.8992229449073177e-06,2.663466354507439e-08,0.011141608381396922,0.0026773546202747776,0.012560547951198141,0.0004235688094487604,0.004696766472067294,0.09090792040521693,9.939738982564356e-09,0.00019746492361465416,0.0006465819022875316,2.1241907536157778e-05,0.0009978598235154228,4.521108711650499e-05,0.008738288275931354,9.150901002103376e-08,0.0016634952917342375,0.004648316873885841,0.00048210691296419236,0.0007082344323896612,1.4273093336630576e-10,2.013582833148656e-10,1.839807006096857e-05,0.04327674830301665,6.124455664842596e-07,1.6144058319413555e-07,1.4625484003084845e-06,9.026286047345788e-08,1.1979287735000664e-09,1.633822751680423e-06,0.004381032475933111,4.1777908221032334e-07,0.00718061442337186,2.078108137264671e-07,4.356022956570411e-09
1.3225432569993928e-06,1.0987158792828162,3.76,0.0,0.03317845495182811,0.8033709731825842,0.171689671851212,1.2814392435739388e-05,0.0001114217173227543,0.14382763877752625,0.001163236776042248,0.15945268426172426,0.32620084212321293,0.05862048059393654,0.6983122357017612,0.0069700967518881414,0.1874476719269763,0.002391829407044929,1.8885431598210013e-06,2.615115431219144e-08,0.011158108210013928,0.0026732686090034756,0.012524280208461943,0.0004232763570156817,0.0046859067408592,0.09182006422240369,9.856979380521991e-09,0.00019653594384192786,0.0006498312943967864,2.1128120712701087e-05,0.0010051843643163886,4.499034835477544e-05,0.008721402099219231,9.107519508190996e-08,0.0016576860181136176,0.004672362771630731,0.0004808306409751526,0.0007077453296190257,1.4233570682762865e-10,2.0080331469159853e-10,1.8346715173236807e-05,0.043570011716106576,6.107122321562013e-07,1.623505277462572e-07,1.4597928972889275e-06,9.00135523590701e-08,1.2070486107198776e-09,1.6312283042414805e-06,0.004412359816848149,4.2075381575318045e-07,0.0072195483653081,2.0645098437242643e-07,4.327515474310695e-09
1.329958245515706e-06,1.0991743205180227,3.76,0.0,0.03253357955809432,0.802045548673163,0.17285964685283847,1.2841178498568429e-05,0.000111377937373919,0.14332073588623895,0.0011441846029633352,0.1594231980369791,0.32495951418844377,0.05867251630386324,0.7008548006205385,0.006953322633268109,0.1889597936191253,0.0023876141511332146,1.8779602852973546e-06,2.5678630013190562e-08,0.011174529217463283,0.0026691636763521267,0.012487288857940456,0.0004229240566441459,0.004674780985322582,0.09273116469316187,9.775499067774944e-09,0.00019560550934633305,0.0006530468629749157,2.1014068819022704e-05,0.0010124321271807871,4.47693669718852e-05,0.008703727167623148,9.064050759973197e-08,0.0016518017506617156,0.004696104023670159,0.0004795698869270852,0.0007072630658039218,1.4194332835639747e-10,2.002524364582966e-10,1.829571421668577e-05,0.04386245681535416,6.089620088212411e-07,1.6325105428728625e-07,1.456931110959434e-06,8.976285571424555e-08,1.2160973881007601e-09,1.6285048470133133e-06,0.00444328035386191,4.2368985215459267e-07,0.007257801997360109,2.0508832908708745e-07,4.298948978882335e-09
1.3373732340320193e-06,1.09962976031604,3.76,0.0,0.03190272170235579,0.8007229671823067,0.1740285324458124,1.2868226805032635e-05,0.00011133573410590762,0.14281796870153626,0.0011255386691765036,0.1593894433317426,0.3237133305938071,0.05872507134476327,0.703378039556035,0.006936389216415708,0.19046728984198616,0.0023832272245491973,1.867473872632216e-06,2.521681686633614e-08,0.011190874468655724,0.002665042200448239,0.012449598902912416,0.000422512927245773,0.004663398654852515,0.09364118307139079,9.695269264459229e-09,0.0001946738702470204,0.0006562292146628264,2.0899790912343577e-05,0.0010196032967622337,4.45482098156324e-05,0.008685284482675092,9.020508711775724e-08,0.0016458458531872057,0.004719541849480215,0.00047832472180036646,0.0007067880023905315,1.415538526079685e-10,1.9970572116861948e-10,1.8245074426434703e-05,0.04415408915470951,6.071955844680503e-07,1.6414222264868364e-07,1.4539664209991543e-06,8.95108601864002e-08,1.2250757326603854e-09,1.6256562582756731e-06,0.004473792993902544,4.2658709267879664e-07,0.007295376742338428,2.0372330382464565e-07,4.270333021749056e-09
1.3447882225483326e-06,1.1000822369217909,3.76,0.0,0.03128555774091673,0.7994032159031896,0.1751963290656495,1.2895554160623534e-05,0.00011129520813911958,0.14231934698627657,0.0011072896457232225,0.15935149978648763,0.32246256253225397,0.05877815904306442,0.705882135385006,0.006919303516808447,0.19197012995131785,0.00237867270593289,1.8570834438691595e-06,2.4765448434482878e-08,0.011207146973878729,0.002660906493886009,0.01241123489231313,0.0004220439959634938,0.004651768994729094,0.09455008210065574,9.616261992070515e-09,0.00019374126729084033,0.0006593789104499425,2.078532476903922e-05,0.0010266980867137845,4.432694101161631e-05,0.00866609476019877,8.97690675432174e-08,0.0016398216001407616,0.004742677504403596,0.0004770952062881119,0.0007063204859531755,1.4116733069037925e-10,1.9916323649080154e-10,1.8194802586081008e-05,0.04444491440697524,6.054136294152256e-07,1.6502409387998925e-07,1.450902132495728e-06,8.925765242612324e-08,1.233984290313668e-09,1.622686340021789e-06,0.00450389679011798,4.29445451725872e-07,0.007332274182185116,2.0235634817521714e-07,4.24167681176387e-09
1.3514617122130145e-06,1.1004869633595176,3.76,0.0,0.030741557299723377,0.7982178485594393,0.17624641547137618,1.2920400905909686e-05,0.00011126024877353336,0.14187413800613757,0.0010911973415864504,0.15931383358474144,0.3213331695070736,0.05882640395941665,0.708119603967037,0.006903801814022976,0.19331868090929158,0.0023744336842547046,1.8478137070045684e-06,2.4367932154408258e-08,0.01122173248779222,0.0026571740354960935,0.01237615088909993,0.0004215733919563156,0.004641098316189768,0.0953671045672601,9.546178115778237e-09,0.00019290129218815715,0.0006621862006994651,2.0682174511679273e-05,0.0010330182927847718,4.4127754536175104e-05,0.008648202181670683,8.93762441635802e-08,0.001634343964072368,0.004763242302625511,0.000476002064974891,0.000705906448839656,1.4082202600255718e-10,1.986786697274562e-10,1.8149877791454312e-05,0.04470597185318964,6.037971309242433e-07,1.6580988074756459e-07,1.448061710302117e-06,8.902879890608311e-08,1.2419428811668317e-09,1.619912763324671e-06,0.004530639976970999,4.319846717435195e-07,0.007364904213064266,2.011247880988823e-07,4.215859148450217e-09
1.3581352018776965e-06,1.1008893468533136,3.76,0.0,0.0302081681428123,0.7970347527850076,0.17729562091732196,1.2945498586469676e-05,0.00011122679402627257,0.141432296770711,0.0010754126391467331,0.1592728932283757,0.3202004635210736,0.058875099609419335,0.710341844075781,0.006888187095470005,0.1946634164186794,0.0023700650940004686,1.838620921586097e-06,2.3978480513936042e-08,0.011236263621695376,0.002653433429978784,0.012340557675341568,0.00042105756455312155,0.004630241095757639,0.09618316624075703,9.47704290885419e-09,0.00019206088687261858,0.0006649679650282453,2.0578927163838785e-05,0.0010392770230409402,4.392857058734142e-05,0.008629735741389602,8.898313036527144e-08,0.0016288158060312195,0.004783564348495488,0.0004749216716905247,0.000705499026938864,1.4047918515991793e-10,1.9819762390718589e-10,1.810526053257802e-05,0.04496638453253002,6.021690458126807e-07,1.665882342792767e-07,1.4451454857673213e-06,8.879909097972963e-08,1.249845993923563e-09,1.6170466042506212e-06,0.004557050854886211,4.3449229627150263e-07,0.007396988397255964,1.9989230591339813e-07,4.190022318215697e-09
1.3648086915423784e-06,1.1012894137835902,3.76,0.0,0.029685170295993032,0.7958539181616436,0.17834394612462473,1.2970858571963948e-05,0.0001111949091426777,0.140993825746129,0.001059929172821751,0.15922873330331683,0.3190646267028429,0.058924254603565304,0.7125489852542364,0.006872464047936725,0.1960043170892798,0.0023655698176505945,1.8295046852352737e-06,2.359691304474884e-08,0.011250742473921955,0.002649686212835529,0.012304472208509061,0.00042049727566007656,0.004619203668430445,0.0969982429286232,9.408837407703152e-09,0.00019122020844169495,0.0006677246231715128,2.0475607716390533e-05,0.0010454744899231815,4.372943062638721e-05,0.00861070993606427,8.858981333352e-08,0.001623239334196213,0.004803644624346708,0.00047385405111169003,0.0007050984440891185,1.401388386259658e-10,1.977201391028531e-10,1.806095488426848e-05,0.045226156799237006,6.005298271972096e-07,1.6735920171947455e-07,1.44215571909708e-06,8.856858587232754e-08,1.2576941428454881e-09,1.6140904829235117e-06,0.004583129020158786,4.3696828994767615e-07,0.007428528195200956,1.9865918983956006e-07,4.164172358632739e-09
1.3714821812070603e-06,1.1016871900782021,3.76,0.0,0.02917234858652635,0.7946753339638025,0.17939139193530695,1.2996491970007166e-05,0.00011116465696814832,0.14055872605665434,0.0010447407129579374,0.15918140734596797,0.3179258365127959,0.05897387723765459,0.7147411558432941,0.006856637229586394,0.19734136442693612,0.0023609507080577913,1.8204645805871772e-06,2.3223053538131806e-08,0.011265171112153843,0.002645933876169919,0.012267911153641526,0.00041989329015332266,0.004607992240769112,0.09781231133023091,9.341543061548094e-09,0.00019037940852524655,0.0006704565782639178,2.037224038736205e-05,0.0010516109220462383,4.353037455765011e-05,0.008591139068785517,8.819637707397433e-08,0.0016176167022909679,0.004823484131690074,0.00047279922237194376,0.0007047049156286207,1.3980101486170902e-10,1.9724625270786387e-10,1.801696467360382e-05,0.045485293068281085,5.988799169859065e-07,1.6812283119364796e-07,1.4390945890860908e-06,8.833733941513129e-08,1.2654878576461328e-09,1.6110469737950276e-06,0.004608874154519323,4.394126256692996e-07,0.007459525157526486,1.974257184380017e-07,4.138315104750606e-09
1.3781556708717423e-06,1.1020827012217118,3.76,0.0,0.02866949253424844,0.7934989891740506,0.1804379593087405,1.3022409635033512e-05,0.00011113609802312041,0.1401269975415621,0.001029841162845534,0.1591309678650236,0.3167842658587211,0.059023975502020605,0.7169184829849369,0.006840711073250535,0.19867454080459207,0.0023562105881024756,1.8115001761777276e-06,2.285672990711207e-08,0.01127955157839186,0.002642177865968171,0.012230890885473982,0.0004192463753369056,0.004596612891405498,0.09862534901592158,9.275141758813345e-09,0.00018953863343493328,0.0006731642203447475,2.0268848639149293e-05,0.001057686563147304,4.3331440769454934e-05,0.008571037247970507,8.780290276624448e-08,0.0016119500105719674,0.004843083890269971,0.0004717571992866312,0.0007043186485994171,1.3946574038771212e-10,1.9677599948483658e-10,1.7973293471596995e-05,0.04574379781154991,5.972197468491773e-07,1.6887917152997663e-07,1.435964287389046e-06,8.810540547468267e-08,1.2732276777809699e-09,1.6079186060348872e-06,0.004634286022754199,4.4182528404377845e-07,0.007489980921857054,1.9619216086996855e-07,4.1124561945460455e-09
1.3848291605364242e-06,1.102475972261442,3.76,0.0,0.02817639625969084,0.7923248724926086,0.1814836493220484,1.3048622177784522e-05,0.00011110929058354419,0.13969863880768787,0.0010152245474227618,0.15907746636290304,0.31564008320465375,0.05907455706267459,0.7190810926510381,0.006824689889584434,0.20000382938476158,0.0023513522503651857,1.8026110272837668e-06,2.2497773807929633e-08,0.011293885894468355,0.002638419575066296,0.012193427488712744,0.0004185573004263645,0.004585071577240523,0.09943733441174264,9.209615796674778e-09,0.0001886980242847727,0.0006758479724929969,2.0165455195421884e-05,0.0010637016722567043,4.313266616140786e-05,0.008550418386591822,8.740946857749259e-08,0.0016062413068591846,0.0048624449370897075,0.00047072799058407245,0.000703939842056891,1.391330399048421e-10,1.9630941174389807e-10,1.7929944619427733e-05,0.046001675554413195,5.955497387708134e-07,1.6962827208789833e-07,1.4327669674893106e-06,8.787283596096361e-08,1.2809141507771649e-09,1.6047078612773742e-06,0.004659364470302723,4.4420625324311274e-07,0.007519897209656726,1.949587771472505e-07,4.086601074483318e-09
1.3915026502011062e-06,1.1028670278162902,3.76,0.0,0.027692858369477845,0.7911529723544988,0.18252846316619378,1.3075139970579916e-05,0.00011108429075813419,0.13927364728379796,0.0010008850204795369,0.1590209533562757,0.31449345268018897,0.05912562930072148,0.7212291096154307,0.0068085778699012245,0.20132921415365101,0.002346378456785841,1.7937966767744453e-06,2.2146021010790196e-08,0.011308176050379004,0.002634660358542691,0.012155536761101409,0.0004178268360457417,0.004573374130626774,0.10024824677617292,9.144947894809245e-09,0.00018785771711904466,0.0006785082363736304,2.0062082055384885e-05,0.001069656522189735,4.293408619234044e-05,0.008529296201930757,8.701614955213967e-08,0.0016004925874810083,0.004881568325624084,0.0004697116001945872,0.0007035686871827585,1.3880293631798215e-10,1.958465193086116e-10,1.788692123308396e-05,0.04625893087209524,5.938703042144504e-07,1.7037018282637597e-07,1.4295046431247947e-06,8.763968168240148e-08,1.2885478347934357e-09,1.601417171991381e-06,0.004684109421086542,4.4655552875778074e-07,0.00754927582334201,1.9372581836157473e-07,4.060755004131114e-09
1.3981761398657881e-06,1.1032558920921791,3.76,0.0,0.02721868186909939,0.789983276937354,0.18357240214573792,1.3101973156530698e-05,0.00011106115255587706,0.13885201926840599,0.0009868168549847403,0.15896147839668548,0.3133445341833496,0.059177199294349885,0.7233626574816258,0.006792379088903553,0.2026506798482777,0.0023412919385052684,1.7850566558688649e-06,2.180131089253998e-08,0.01132242400882935,0.002630901527736916,0.012117234214184551,0.0004170557537403832,0.004561526266338605,0.10105806618686489,9.081121084330578e-09,0.00018701784305110976,0.0006811454340929722,1.995875050943203e-05,0.0010755513996461772,4.273573496096848e-05,0.00850768421488228,8.662301834702672e-08,0.0015947057982865582,0.004900455124894336,0.0004687080273802905,0.0007032053676222469,1.3847545081378855e-10,1.9538734966345034e-10,1.7844226197906655e-05,0.04651556838645119,5.921818444141709e-07,1.7110495458665382e-07,1.4261793904781406e-06,8.740599176153968e-08,1.2961293022143639e-09,1.5980489289512496e-06,0.004708520875178307,4.488731139093375e-07,0.007578118643263084,1.9249352691674149e-07,4.0349230607082415e-09
1.4041822805640019e-06,1.1036040160692586,3.76,0.0,0.026799767656874092,0.7889324261293713,0.18451120038513322,1.3126400888794487e-05,0.00011104196285693761,0.1384754259222697,0.0009743828838244089,0.1589054586556006,0.31230868014633395,0.05922404349031362,0.7252705806920569,0.006777729280805211,0.2038366361513287,0.002336619924821818,1.777253792612322e-06,2.149696349785254e-08,0.011335212689049377,0.0026275199635145945,0.012082422408283553,0.00041632768939410276,0.004550739210883716,0.10178595336145013,9.024382435210608e-09,0.00018626243120000037,0.0006834995405184923,1.9865804718446247e-05,0.0010808057603512997,4.255744149735989e-05,0.0084878256622535,8.626941864304519e-08,0.0015894667066449022,0.004917251855867302,0.00046781576663941943,0.000702885225045464,1.381829684867738e-10,1.9497730087168634e-10,1.7806083619736473e-05,0.04674601778249248,5.906548381646892e-07,1.7176018748911305e-07,1.4231345398306924e-06,8.719525177110771e-08,1.3029084507765184e-09,1.5949531401300482e-06,0.004730206103906048,4.5093185306010146e-07,0.007603620692211312,1.913852287182874e-07,4.0116904437464355e-09
1.4101884212622157e-06,1.1039504014509582,3.76,0.0,0.0263881424575587,0.7878833424207711,0.18544929223250867,1.3151099209084817e-05,0.00011102435971163134,0.13810154895479146,0.0009621601742006941,0.15884711390771697,0.3112712098422962,0.05927130116217944,0.7271669715265549,0.006763015215593081,0.20501939619982223,0.0023318607384898065,1.7695103911994134e-06,2.119808193403505e-08,0.011347970137836658,0.0026241406515450975,0.012047300275225964,0.00041556791265250493,0.004539838848612358,0.10251292634292578,8.968299970455947e-09,0.00018550756145136187,0.0006858355775130768,1.9772923854334434e-05,0.001086012012502438,4.237938276517064e-05,0.008467590742815764,8.591607659515274e-08,0.001584199663820819,0.004933858627096862,0.00046693387730378945,0.0007025716954824749,1.3789263574362224e-10,1.9457030489040216e-10,1.7768210984156717e-05,0.04697597396499599,5.891211180324611e-07,1.7240971650877828e-07,1.4200417571109722e-06,8.698414945563116e-08,1.3096461881100334e-09,1.5917981064868962e-06,0.004751621363331523,4.5296494197049205e-07,0.0076286918070755235,1.9027782549310773e-07,3.988476693526242e-09
1.4161945619604294e-06,1.1042950650492447,3.76,0.0,0.025983671391136783,0.7868360167162625,0.1863866788596201,1.3176075062086914e-05,0.0001110083783819554,0.13773038351493808,0.000950144803927058,0.15878647834941886,0.31023223145751344,0.05931897692597764,0.7290519176289687,0.006748239632078811,0.20619895042248862,0.0023270163056699237,1.761826088684172e-06,2.0904556933318928e-08,0.011360697725347634,0.0026207644704119384,0.01201187854093737,0.00041477698605367084,0.004528829097274218,0.1032389722280822,8.91286208158976e-09,0.00018475331975908944,0.0006881538162703905,1.9680122025296983e-05,0.001091170390190404,4.2201580899183815e-05,0.008446988905412144,8.556303971576183e-08,0.0015789059872142255,0.004950276247209201,0.0004660623500991934,0.0007022648979504804,1.3760446467255829e-10,1.9416637720351973e-10,1.77306099653407e-05,0.04720544038733266,5.87580956199102e-07,1.7305357989119597e-07,1.4169024709295105e-06,8.677271779481469e-08,1.3163429507962167e-09,1.5885854762701088e-06,0.004772766803329086,4.549723973998431e-07,0.007653333509590784,1.8917147679369954e-07,3.965285151724883e-09
1.4222007026586432e-06,1.1046380234175275,3.76,0.0,0.025586222226122963,0.7857904397820423,0.18732336150646942,1.3201335260972002e-05,0.00011099405291838537,0.13736192412716614,0.0009383329211953078,0.15872358559258337,0.30919185065388516,0.05936707521559776,0.730925505890733,0.006733405199545974,0.20737528967261953,0.0023220885318682646,1.754200516266853e-06,2.0616281314277653e-08,0.011373396809531758,0.002617392267344497,0.01197616774964794,0.0004139554716153589,0.004517713801138373,0.10396407860562201,8.858057483118565e-09,0.00018399978917542183,0.0006904545518430243,1.9587412914008098e-05,0.0010962811350614503,4.202405720663991e-05,0.008426029470119946,8.521035379989154e-08,0.001573586963504815,0.004966505533103537,0.0004652011732125689,0.0007019649470717706,1.3731846638896243e-10,1.937655319904897e-10,1.7693282113749413e-05,0.04743442052572813,5.860346197476589e-07,1.7369181568845338e-07,1.4137180699836824e-06,8.656098809929452e-08,1.32299916993556e-09,1.585316869539246e-06,0.0047936426184265486,4.569542394664147e-07,0.007677547365747233,1.8806633703775423e-07,3.9421190526731406e-09
1.428206843356857e-06,1.1049792928605053,3.76,0.0,0.02519566531684154,0.7847466022558238,0.18825934147905946,1.3226886489859816e-05,0.00011098141619577495,0.13699616471862533,0.0009267207499035584,0.15865846867522307,0.30815017062559763,0.05941560030930173,0.7327878224321626,0.006718514519251276,0.20854840525796223,0.0023170793017120873,1.7466332997158228e-06,2.0333150256039696e-08,0.01138606872859728,0.002614024868114273,0.011940178266208233,0.00041310393059785697,0.00450649672815524,0.10468823354181046,8.803875200063776e-09,0.00018324704992402554,0.0006927380650301038,1.9494809783596034e-05,0.0011013444955403065,4.184683217899947e-05,0.008404721628691138,8.485806288339531e-08,0.0015682438491758273,0.004982547309612855,0.00046435033248339025,0.0007016719531365813,1.3703465106029016e-10,1.9336778214427948e-10,1.7656228859673093e-05,0.04766291787758975,5.844823701886951e-07,1.7432446189481444e-07,1.410489876455197e-06,8.634899061782189e-08,1.3296152738592881e-09,1.5819938745907837e-06,0.004814249046721073,4.589104917271069e-07,0.007701334984386616,1.869625556324713e-07,3.918981525893751e-09
1.4342129840550707e-06,1.1053188894418065,3.76,0.0,0.024811873564048598,0.7837044946473462,0.1891946201499493,1.3252735309045865e-05,0.00011097049994990773,0.13663309864052584,0.0009153045817833354,0.15859116007253976,0.30710729215104476,0.05946455630934028,0.7346389526278605,0.006703570125724329,0.2097182888831063,0.0023119904791200933,1.7391240596864528e-06,2.0055060968930705e-08,0.011398714803705861,0.002610663072414594,0.011903920276304839,0.00041222292325953573,0.004495181576932928,0.10541142557710016,8.750304253665779e-09,0.00018249517946424101,0.0006950046600614474,1.9402325489065007e-05,0.0011063607271186943,4.166992557582859e-05,0.008383074444504496,8.450620968663324e-08,0.0015628778710988069,0.0049984024090024195,0.00046350981138174215,0.0007013860222744421,1.3675302794513059e-10,1.9297313931039566e-10,1.7619451514207897e-05,0.04789093595991406,5.829244620360982e-07,1.749515576872002e-07,1.4072192367240393e-06,8.613675592139823e-08,1.3361917140493683e-09,1.5786180520687774e-06,0.004834586368571903,4.6084118382843194e-07,0.007724698015579169,1.8586027708735413e-07,3.895875597857886e-09
1.4402191247532845e-06,1.1056568289783566,3.76,0.0,0.024434722344861153,0.7826641073518507,0.19012919895372526,1.3278888156793772e-05,0.00011096133480450114,0.1362727186959437,0.00090408078622436,0.15852169170720792,0.30606331365021294,0.05951394718498312,0.7364789810740385,0.006688574488182846,0.2108849327077438,0.0023068239070475924,1.7316724121407557e-06,1.978191307999527e-08,0.01141133633237965,0.002607307664646824,0.011867403790160718,0.00041131300863314185,0.0044837719699509495,0.1061336437082503,8.697334023664351e-09,0.00018174425260002197,0.0006972546030654962,1.9309972482124767e-05,0.0011113300911209157,4.1493356409012496e-05,0.008361096853198241,8.415483548058663e-08,0.0015574902270207175,0.005014071670708497,0.0004626795912322632,0.0007011072565079132,1.3647360540003993e-10,1.9258161388517713e-10,1.75829512659055e-05,0.04811847830763481,5.813611442575568e-07,1.755731419257864e-07,1.4039074938371292e-06,8.592431271286371e-08,1.3427289343322573e-09,1.5751909351511702e-06,0.004854654905623507,4.6274634794443694e-07,0.00774763814933844,1.847596411330341e-07,3.872804195013119e-09
1.4462252654514983e-06,1.1059931270583225,3.76,0.0,0.02406408945752042,0.7816254306585042,0.1910630793853353,1.3305351354827691e-05,0.00011095395031010095,0.135915017166143,0.00089304580558597,0.15845009496064835,0.30501833124418287,0.0595637767710445,0.7383079916007802,0.006673530012425348,0.2120483293180247,0.002301581407324884,1.7242779687175757e-06,1.9513608425352387e-08,0.011423934597886681,0.00260395940532407,0.011830638644520493,0.0004103747442873774,0.004472271453250092,0.10685487737524511,8.644954242471384e-09,0.00018099434157027228,0.0006994881398773109,1.9217762821515873e-05,0.0011162528544820971,4.131714293327113e-05,0.008338797663215172,8.38039797601087e-08,0.001552082086158176,0.005029555940933552,0.0004618596513607915,0.0007008357539660616,1.361963909199351e-10,1.9219321514836297e-10,1.754672920415862e-05,0.04834554847197979,5.797926611165365e-07,1.7618925310322408e-07,1.4005558724511427e-06,8.57116884745786e-08,1.3492273701467608e-09,1.5717140283379426e-06,0.0048744550196000115,4.6462601887003006e-07,0.007770157114086764,1.836607828612813e-07,3.849770146990659e-09
1.452231406149712e-06,1.106327799032843,3.76,0.0,0.023699855094631617,0.7805884547475249,0.19199626300189657,1.3332131113548245e-05,0.00011094837497830947,0.13555998582629847,0.0008821961438655087,0.15837640068284548,0.30397243879857166,0.059614048733258124,0.7401260673104793,0.006658439042114355,0.21320847164763387,0.002296264780939692,1.7169403370021234e-06,1.925005061101604e-08,0.011436510874241095,0.00260061902333747,0.011793634502132467,0.0004094086861221412,0.004460683505926226,0.10757511646134277,8.59315468039104e-09,0.00018024551606526,0.0007017055544343778,1.9125708183812754e-05,0.0011211292902020247,4.1141302719172366e-05,0.008316185555838759,8.345368076910584e-08,0.0015466545897517238,0.005044856072180826,0.00046104996902162287,0.0007005716089583531,1.3592139118712972e-10,1.9180795127915238e-10,1.7510786310839194e-05,0.04857215001921917,5.782192510540333e-07,1.7679993054907662e-07,1.3971656273085109e-06,8.549891066321287e-08,1.3556874726122556e-09,1.5681888093272273e-06,0.004893987111086449,4.664802366722603e-07,0.0077922566751969236,1.82563832817519e-07,3.826776187898741e-09
